context: It's so pretty. response:	I know.
context: Itsuki would be like...\Nino would be like...\I'm glad you were my teacher.\I'm glad I was your student.\That concludes the 14th Annual Fall Fireworks Festival.\He's totally conked out with his eyes open.\Scary.\Is the audition over? response:	Yeah.
context: Nino would be like...\I'm glad you were my teacher.\I'm glad I was your student.\That concludes the 14th Annual Fall Fireworks Festival.\He's totally conked out with his eyes open.\Scary.\Is the audition over?\Yeah. response:	Thanks.
context: I'm glad you were my teacher.\I'm glad I was your student.\That concludes the 14th Annual Fall Fireworks Festival.\He's totally conked out with his eyes open.\Scary.\Is the audition over?\Yeah.\Thanks. response:	I must say, I never thought Ichika-chan could be so expressive.
context: I'm glad I was your student.\That concludes the 14th Annual Fall Fireworks Festival.\He's totally conked out with his eyes open.\Scary.\Is the audition over?\Yeah.\Thanks.\I must say, I never thought Ichika-chan could be so expressive. response:	You must be the one who pulled it out of her.
context: That concludes the 14th Annual Fall Fireworks Festival.\He's totally conked out with his eyes open.\Scary.\Is the audition over?\Yeah.\Thanks.\I must say, I never thought Ichika-chan could be so expressive.\You must be the one who pulled it out of her. response:	I'm personally becoming interested in you, too.
context: He's totally conked out with his eyes open.\Scary.\Is the audition over?\Yeah.\Thanks.\I must say, I never thought Ichika-chan could be so expressive.\You must be the one who pulled it out of her.\I'm personally becoming interested in you, too. response:	Smooch.
context: Scary.\Is the audition over?\Yeah.\Thanks.\I must say, I never thought Ichika-chan could be so expressive.\You must be the one who pulled it out of her.\I'm personally becoming interested in you, too.\Smooch. response:	Huh?
context: Is the audition over?\Yeah.\Thanks.\I must say, I never thought Ichika-chan could be so expressive.\You must be the one who pulled it out of her.\I'm personally becoming interested in you, too.\Smooch.\Huh? response:	Ichika-chan?
context: Yeah.\Thanks.\I must say, I never thought Ichika-chan could be so expressive.\You must be the one who pulled it out of her.\I'm personally becoming interested in you, too.\Smooch.\Huh?\Ichika-chan? response:	Where are we going, Futaro-kun?
context: Thanks.\I must say, I never thought Ichika-chan could be so expressive.\You must be the one who pulled it out of her.\I'm personally becoming interested in you, too.\Smooch.\Huh?\Ichika-chan?\Where are we going, Futaro-kun? response:	A park nearby.
context: I must say, I never thought Ichika-chan could be so expressive.\You must be the one who pulled it out of her.\I'm personally becoming interested in you, too.\Smooch.\Huh?\Ichika-chan?\Where are we going, Futaro-kun?\A park nearby. response:	They're waiting.
context: You must be the one who pulled it out of her.\I'm personally becoming interested in you, too.\Smooch.\Huh?\Ichika-chan?\Where are we going, Futaro-kun?\A park nearby.\They're waiting. response:	They must be angry with me for missing the fireworks.
context: I'm personally becoming interested in you, too.\Smooch.\Huh?\Ichika-chan?\Where are we going, Futaro-kun?\A park nearby.\They're waiting.\They must be angry with me for missing the fireworks. response:	Yeah.
context: Smooch.\Huh?\Ichika-chan?\Where are we going, Futaro-kun?\A park nearby.\They're waiting.\They must be angry with me for missing the fireworks.\Yeah. response:	But...
context: Huh?\Ichika-chan?\Where are we going, Futaro-kun?\A park nearby.\They're waiting.\They must be angry with me for missing the fireworks.\Yeah.\But... response:	It's a bit too early to give up.
context: Ichika-chan?\Where are we going, Futaro-kun?\A park nearby.\They're waiting.\They must be angry with me for missing the fireworks.\Yeah.\But...\It's a bit too early to give up. response:	Although this isn't as impressive as the fireworks show earlier.
context: Where are we going, Futaro-kun?\A park nearby.\They're waiting.\They must be angry with me for missing the fireworks.\Yeah.\But...\It's a bit too early to give up.\Although this isn't as impressive as the fireworks show earlier. response:	We're all set, Uesugi-san!
context: A park nearby.\They're waiting.\They must be angry with me for missing the fireworks.\Yeah.\But...\It's a bit too early to give up.\Although this isn't as impressive as the fireworks show earlier.\We're all set, Uesugi-san! response:	We couldn't wait, so we got started.
context: They're waiting.\They must be angry with me for missing the fireworks.\Yeah.\But...\It's a bit too early to give up.\Although this isn't as impressive as the fireworks show earlier.\We're all set, Uesugi-san!\We couldn't wait, so we got started. response:	I'm glad you bought those fireworks.
context: They must be angry with me for missing the fireworks.\Yeah.\But...\It's a bit too early to give up.\Although this isn't as impressive as the fireworks show earlier.\We're all set, Uesugi-san!\We couldn't wait, so we got started.\I'm glad you bought those fireworks. response:	Thanks.
context: Yeah.\But...\It's a bit too early to give up.\Although this isn't as impressive as the fireworks show earlier.\We're all set, Uesugi-san!\We couldn't wait, so we got started.\I'm glad you bought those fireworks.\Thanks. response:	You took care of Raiha for me, too.
context: But...\It's a bit too early to give up.\Although this isn't as impressive as the fireworks show earlier.\We're all set, Uesugi-san!\We couldn't wait, so we got started.\I'm glad you bought those fireworks.\Thanks.\You took care of Raiha for me, too. response:	It's nothing.
context: It's a bit too early to give up.\Although this isn't as impressive as the fireworks show earlier.\We're all set, Uesugi-san!\We couldn't wait, so we got started.\I'm glad you bought those fireworks.\Thanks.\You took care of Raiha for me, too.\It's nothing. response:	If anything, she was taking care of me.
context: Although this isn't as impressive as the fireworks show earlier.\We're all set, Uesugi-san!\We couldn't wait, so we got started.\I'm glad you bought those fireworks.\Thanks.\You took care of Raiha for me, too.\It's nothing.\If anything, she was taking care of me. response:	You.
context: We're all set, Uesugi-san!\We couldn't wait, so we got started.\I'm glad you bought those fireworks.\Thanks.\You took care of Raiha for me, too.\It's nothing.\If anything, she was taking care of me.\You. response:	I heard you left Itsuki behind and wandered away.
context: We couldn't wait, so we got started.\I'm glad you bought those fireworks.\Thanks.\You took care of Raiha for me, too.\It's nothing.\If anything, she was taking care of me.\You.\I heard you left Itsuki behind and wandered away. response:	She was nearly in tears.
context: I'm glad you bought those fireworks.\Thanks.\You took care of Raiha for me, too.\It's nothing.\If anything, she was taking care of me.\You.\I heard you left Itsuki behind and wandered away.\She was nearly in tears. response:	Nino, I told you to keep that a secret!
context: Thanks.\You took care of Raiha for me, too.\It's nothing.\If anything, she was taking care of me.\You.\I heard you left Itsuki behind and wandered away.\She was nearly in tears.\Nino, I told you to keep that a secret! response:	S-Sorry.
context: You took care of Raiha for me, too.\It's nothing.\If anything, she was taking care of me.\You.\I heard you left Itsuki behind and wandered away.\She was nearly in tears.\Nino, I told you to keep that a secret!\S-Sorry. response:	I need to give you a piece of my mind.
context: It's nothing.\If anything, she was taking care of me.\You.\I heard you left Itsuki behind and wandered away.\She was nearly in tears.\Nino, I told you to keep that a secret!\S-Sorry.\I need to give you a piece of my mind. response:	How misleading!
context: If anything, she was taking care of me.\You.\I heard you left Itsuki behind and wandered away.\She was nearly in tears.\Nino, I told you to keep that a secret!\S-Sorry.\I need to give you a piece of my mind.\How misleading! response:	Itsuki...
context: You.\I heard you left Itsuki behind and wandered away.\She was nearly in tears.\Nino, I told you to keep that a secret!\S-Sorry.\I need to give you a piece of my mind.\How misleading!\Itsuki... response:	Join us for the fireworks, Itsuki.
context: I heard you left Itsuki behind and wandered away.\She was nearly in tears.\Nino, I told you to keep that a secret!\S-Sorry.\I need to give you a piece of my mind.\How misleading!\Itsuki...\Join us for the fireworks, Itsuki. response:	Miku,
context: She was nearly in tears.\Nino, I told you to keep that a secret!\S-Sorry.\I need to give you a piece of my mind.\How misleading!\Itsuki...\Join us for the fireworks, Itsuki.\Miku, response:	could you grab those fireworks over there?
context: Nino, I told you to keep that a secret!\S-Sorry.\I need to give you a piece of my mind.\How misleading!\Itsuki...\Join us for the fireworks, Itsuki.\Miku,\could you grab those fireworks over there? response:	Okay.
context: S-Sorry.\I need to give you a piece of my mind.\How misleading!\Itsuki...\Join us for the fireworks, Itsuki.\Miku,\could you grab those fireworks over there?\Okay. response:	Here.
context: I need to give you a piece of my mind.\How misleading!\Itsuki...\Join us for the fireworks, Itsuki.\Miku,\could you grab those fireworks over there?\Okay.\Here. response:	You seem kind of distant.
context: How misleading!\Itsuki...\Join us for the fireworks, Itsuki.\Miku,\could you grab those fireworks over there?\Okay.\Here.\You seem kind of distant. response:	Well, let's get started, then.
context: Itsuki...\Join us for the fireworks, Itsuki.\Miku,\could you grab those fireworks over there?\Okay.\Here.\You seem kind of distant.\Well, let's get started, then. response:	Everyone...
context: Join us for the fireworks, Itsuki.\Miku,\could you grab those fireworks over there?\Okay.\Here.\You seem kind of distant.\Well, let's get started, then.\Everyone... response:	Sorry.
context: Miku,\could you grab those fireworks over there?\Okay.\Here.\You seem kind of distant.\Well, let's get started, then.\Everyone...\Sorry. response:	It's my fault that things ended up like this.
context: could you grab those fireworks over there?\Okay.\Here.\You seem kind of distant.\Well, let's get started, then.\Everyone...\Sorry.\It's my fault that things ended up like this. response:	I'm really sorry.
context: Okay.\Here.\You seem kind of distant.\Well, let's get started, then.\Everyone...\Sorry.\It's my fault that things ended up like this.\I'm really sorry. response:	You don't need to apologize so much.
context: Here.\You seem kind of distant.\Well, let's get started, then.\Everyone...\Sorry.\It's my fault that things ended up like this.\I'm really sorry.\You don't need to apologize so much. response:	I mean, she's actually sorry.
context: You seem kind of distant.\Well, let's get started, then.\Everyone...\Sorry.\It's my fault that things ended up like this.\I'm really sorry.\You don't need to apologize so much.\I mean, she's actually sorry. response:	No kidding.
context: Well, let's get started, then.\Everyone...\Sorry.\It's my fault that things ended up like this.\I'm really sorry.\You don't need to apologize so much.\I mean, she's actually sorry.\No kidding. response:	Why didn't you contact us?
context: Everyone...\Sorry.\It's my fault that things ended up like this.\I'm really sorry.\You don't need to apologize so much.\I mean, she's actually sorry.\No kidding.\Why didn't you contact us? response:	You're the main cause of what happened today.
context: Sorry.\It's my fault that things ended up like this.\I'm really sorry.\You don't need to apologize so much.\I mean, she's actually sorry.\No kidding.\Why didn't you contact us?\You're the main cause of what happened today. response:	But also, it was my fault for forgetting to tell you where we were going.
context: It's my fault that things ended up like this.\I'm really sorry.\You don't need to apologize so much.\I mean, she's actually sorry.\No kidding.\Why didn't you contact us?\You're the main cause of what happened today.\But also, it was my fault for forgetting to tell you where we were going. response:	I'm sickened by my awful sense of direction.
context: I'm really sorry.\You don't need to apologize so much.\I mean, she's actually sorry.\No kidding.\Why didn't you contact us?\You're the main cause of what happened today.\But also, it was my fault for forgetting to tell you where we were going.\I'm sickened by my awful sense of direction. response:	I screwed up a lot, too.
context: You don't need to apologize so much.\I mean, she's actually sorry.\No kidding.\Why didn't you contact us?\You're the main cause of what happened today.\But also, it was my fault for forgetting to tell you where we were going.\I'm sickened by my awful sense of direction.\I screwed up a lot, too. response:	I don't know what's going on, but I'm sorry, too.
context: I mean, she's actually sorry.\No kidding.\Why didn't you contact us?\You're the main cause of what happened today.\But also, it was my fault for forgetting to tell you where we were going.\I'm sickened by my awful sense of direction.\I screwed up a lot, too.\I don't know what's going on, but I'm sorry, too. response:	I got distracted by all the food stalls.
context: No kidding.\Why didn't you contact us?\You're the main cause of what happened today.\But also, it was my fault for forgetting to tell you where we were going.\I'm sickened by my awful sense of direction.\I screwed up a lot, too.\I don't know what's going on, but I'm sorry, too.\I got distracted by all the food stalls. response:	Girls...
context: Why didn't you contact us?\You're the main cause of what happened today.\But also, it was my fault for forgetting to tell you where we were going.\I'm sickened by my awful sense of direction.\I screwed up a lot, too.\I don't know what's going on, but I'm sorry, too.\I got distracted by all the food stalls.\Girls... response:	Here. This is yours.
context: You're the main cause of what happened today.\But also, it was my fault for forgetting to tell you where we were going.\I'm sickened by my awful sense of direction.\I screwed up a lot, too.\I don't know what's going on, but I'm sorry, too.\I got distracted by all the food stalls.\Girls...\Here. This is yours. response:	Remember what Mom always said?
context: But also, it was my fault for forgetting to tell you where we were going.\I'm sickened by my awful sense of direction.\I screwed up a lot, too.\I don't know what's going on, but I'm sorry, too.\I got distracted by all the food stalls.\Girls...\Here. This is yours.\Remember what Mom always said? response:	If one of us messes up, the five of us overcome it together.
context: I'm sickened by my awful sense of direction.\I screwed up a lot, too.\I don't know what's going on, but I'm sorry, too.\I got distracted by all the food stalls.\Girls...\Here. This is yours.\Remember what Mom always said?\If one of us messes up, the five of us overcome it together. response:	If one of us finds happiness, the five of us share it.
context: I screwed up a lot, too.\I don't know what's going on, but I'm sorry, too.\I got distracted by all the food stalls.\Girls...\Here. This is yours.\Remember what Mom always said?\If one of us messes up, the five of us overcome it together.\If one of us finds happiness, the five of us share it. response:	Whether in happiness...
context: I don't know what's going on, but I'm sorry, too.\I got distracted by all the food stalls.\Girls...\Here. This is yours.\Remember what Mom always said?\If one of us messes up, the five of us overcome it together.\If one of us finds happiness, the five of us share it.\Whether in happiness... response:	We are five fifths, and together we are one.
context: I got distracted by all the food stalls.\Girls...\Here. This is yours.\Remember what Mom always said?\If one of us messes up, the five of us overcome it together.\If one of us finds happiness, the five of us share it.\Whether in happiness...\We are five fifths, and together we are one. response:	Wait a second.
context: Girls...\Here. This is yours.\Remember what Mom always said?\If one of us messes up, the five of us overcome it together.\If one of us finds happiness, the five of us share it.\Whether in happiness...\We are five fifths, and together we are one.\Wait a second. response:	They're enjoying the fireworks.
context: Here. This is yours.\Remember what Mom always said?\If one of us messes up, the five of us overcome it together.\If one of us finds happiness, the five of us share it.\Whether in happiness...\We are five fifths, and together we are one.\Wait a second.\They're enjoying the fireworks. response:	Raiha is happily sleeping.
context: Remember what Mom always said?\If one of us messes up, the five of us overcome it together.\If one of us finds happiness, the five of us share it.\Whether in happiness...\We are five fifths, and together we are one.\Wait a second.\They're enjoying the fireworks.\Raiha is happily sleeping. response:	I can go home now, can't I?
context: If one of us messes up, the five of us overcome it together.\If one of us finds happiness, the five of us share it.\Whether in happiness...\We are five fifths, and together we are one.\Wait a second.\They're enjoying the fireworks.\Raiha is happily sleeping.\I can go home now, can't I? response:	It's gotten really late, but it's time to go back to studying.
context: If one of us finds happiness, the five of us share it.\Whether in happiness...\We are five fifths, and together we are one.\Wait a second.\They're enjoying the fireworks.\Raiha is happily sleeping.\I can go home now, can't I?\It's gotten really late, but it's time to go back to studying. response:	Here we go!
context: Whether in happiness...\We are five fifths, and together we are one.\Wait a second.\They're enjoying the fireworks.\Raiha is happily sleeping.\I can go home now, can't I?\It's gotten really late, but it's time to go back to studying.\Here we go! response:	What a lame firework.
context: We are five fifths, and together we are one.\Wait a second.\They're enjoying the fireworks.\Raiha is happily sleeping.\I can go home now, can't I?\It's gotten really late, but it's time to go back to studying.\Here we go!\What a lame firework. response:	I guess I'll stick around a bit longer.
context: Wait a second.\They're enjoying the fireworks.\Raiha is happily sleeping.\I can go home now, can't I?\It's gotten really late, but it's time to go back to studying.\Here we go!\What a lame firework.\I guess I'll stick around a bit longer. response:	Five more to go.
context: They're enjoying the fireworks.\Raiha is happily sleeping.\I can go home now, can't I?\It's gotten really late, but it's time to go back to studying.\Here we go!\What a lame firework.\I guess I'll stick around a bit longer.\Five more to go. response:	Let's all choose the one we want.
context: Raiha is happily sleeping.\I can go home now, can't I?\It's gotten really late, but it's time to go back to studying.\Here we go!\What a lame firework.\I guess I'll stick around a bit longer.\Five more to go.\Let's all choose the one we want. response:	Ready, and...
context: I can go home now, can't I?\It's gotten really late, but it's time to go back to studying.\Here we go!\What a lame firework.\I guess I'll stick around a bit longer.\Five more to go.\Let's all choose the one we want.\Ready, and... response:	Yeah!
context: It's gotten really late, but it's time to go back to studying.\Here we go!\What a lame firework.\I guess I'll stick around a bit longer.\Five more to go.\Let's all choose the one we want.\Ready, and...\Yeah! response:	This one.
context: Here we go!\What a lame firework.\I guess I'll stick around a bit longer.\Five more to go.\Let's all choose the one we want.\Ready, and...\Yeah!\This one. response:	We chose the same one? That doesn't happen often.
context: What a lame firework.\I guess I'll stick around a bit longer.\Five more to go.\Let's all choose the one we want.\Ready, and...\Yeah!\This one.\We chose the same one? That doesn't happen often. response:	I'll take this one.
context: I guess I'll stick around a bit longer.\Five more to go.\Let's all choose the one we want.\Ready, and...\Yeah!\This one.\We chose the same one? That doesn't happen often.\I'll take this one. response:	You can't let go of that one, can you?
context: Five more to go.\Let's all choose the one we want.\Ready, and...\Yeah!\This one.\We chose the same one? That doesn't happen often.\I'll take this one.\You can't let go of that one, can you? response:	We're partners.
context: Let's all choose the one we want.\Ready, and...\Yeah!\This one.\We chose the same one? That doesn't happen often.\I'll take this one.\You can't let go of that one, can you?\We're partners. response:	Miku.
context: Ready, and...\Yeah!\This one.\We chose the same one? That doesn't happen often.\I'll take this one.\You can't let go of that one, can you?\We're partners.\Miku. response:	These flashy ones are more fun than the sparklers.
context: Yeah!\This one.\We chose the same one? That doesn't happen often.\I'll take this one.\You can't let go of that one, can you?\We're partners.\Miku.\These flashy ones are more fun than the sparklers. response:	I like this one.
context: This one.\We chose the same one? That doesn't happen often.\I'll take this one.\You can't let go of that one, can you?\We're partners.\Miku.\These flashy ones are more fun than the sparklers.\I like this one. response:	You really like that one, huh?
context: We chose the same one? That doesn't happen often.\I'll take this one.\You can't let go of that one, can you?\We're partners.\Miku.\These flashy ones are more fun than the sparklers.\I like this one.\You really like that one, huh? response:	Yeah, I do.
context: I'll take this one.\You can't let go of that one, can you?\We're partners.\Miku.\These flashy ones are more fun than the sparklers.\I like this one.\You really like that one, huh?\Yeah, I do. response:	I haven't thanked you yet.
context: You can't let go of that one, can you?\We're partners.\Miku.\These flashy ones are more fun than the sparklers.\I like this one.\You really like that one, huh?\Yeah, I do.\I haven't thanked you yet. response:	I have to cooperate with you to repay you for your support today.
context: We're partners.\Miku.\These flashy ones are more fun than the sparklers.\I like this one.\You really like that one, huh?\Yeah, I do.\I haven't thanked you yet.\I have to cooperate with you to repay you for your support today. response:	We're partners, after all.
context: Miku.\These flashy ones are more fun than the sparklers.\I like this one.\You really like that one, huh?\Yeah, I do.\I haven't thanked you yet.\I have to cooperate with you to repay you for your support today.\We're partners, after all. response:	But don't think you're going to have an easy time with me.
context: These flashy ones are more fun than the sparklers.\I like this one.\You really like that one, huh?\Yeah, I do.\I haven't thanked you yet.\I have to cooperate with you to repay you for your support today.\We're partners, after all.\But don't think you're going to have an easy time with me. response:	You'd better be ready.
context: I like this one.\You really like that one, huh?\Yeah, I do.\I haven't thanked you yet.\I have to cooperate with you to repay you for your support today.\We're partners, after all.\But don't think you're going to have an easy time with me.\You'd better be ready. response:	Sheesh.
context: You really like that one, huh?\Yeah, I do.\I haven't thanked you yet.\I have to cooperate with you to repay you for your support today.\We're partners, after all.\But don't think you're going to have an easy time with me.\You'd better be ready.\Sheesh. response:	You did well.
context: Yeah, I do.\I haven't thanked you yet.\I have to cooperate with you to repay you for your support today.\We're partners, after all.\But don't think you're going to have an easy time with me.\You'd better be ready.\Sheesh.\You did well. response:	Thanks.
context: I haven't thanked you yet.\I have to cooperate with you to repay you for your support today.\We're partners, after all.\But don't think you're going to have an easy time with me.\You'd better be ready.\Sheesh.\You did well.\Thanks. response:	Good night for now.
context: I have to cooperate with you to repay you for your support today.\We're partners, after all.\But don't think you're going to have an easy time with me.\You'd better be ready.\Sheesh.\You did well.\Thanks.\Good night for now. response:	Next Time on The Quintessential Quintuplets
context: We're partners, after all.\But don't think you're going to have an easy time with me.\You'd better be ready.\Sheesh.\You did well.\Thanks.\Good night for now.\Next Time on The Quintessential Quintuplets response:	Quintuplet Trivia!
context: But don't think you're going to have an easy time with me.\You'd better be ready.\Sheesh.\You did well.\Thanks.\Good night for now.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia! response:	Ichika's the most popular of the five of us.
context: You'd better be ready.\Sheesh.\You did well.\Thanks.\Good night for now.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\Ichika's the most popular of the five of us. response:	I wonder if it's because she gives off a cool beauty vibe.
context: Sheesh.\You did well.\Thanks.\Good night for now.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\Ichika's the most popular of the five of us.\I wonder if it's because she gives off a cool beauty vibe. response:	That's not true.
context: You did well.\Thanks.\Good night for now.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\Ichika's the most popular of the five of us.\I wonder if it's because she gives off a cool beauty vibe.\That's not true. response:	I'm sure you're popular too, Yotsuba.
context: Thanks.\Good night for now.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\Ichika's the most popular of the five of us.\I wonder if it's because she gives off a cool beauty vibe.\That's not true.\I'm sure you're popular too, Yotsuba. response:	Of the five of us, I think you're in the top five most popular.
context: Good night for now.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\Ichika's the most popular of the five of us.\I wonder if it's because she gives off a cool beauty vibe.\That's not true.\I'm sure you're popular too, Yotsuba.\Of the five of us, I think you're in the top five most popular. response:	Yay!
