context: The festival was wonderful! response:	Say, Nishimi-san, I'd love to hear you play the piano again!
context: Definitely, when I'm with Kaoru-san,\I can really feel at ease and have a good time...\No. I decided long ago on the person that I like...\Hi, Ri-chan.\Is Sen here?\Yeah, I think so.\Knitting? Why would she bother hiding that?\Wha...?! response:	Hey! Sen!
context: I can really feel at ease and have a good time...\No. I decided long ago on the person that I like...\Hi, Ri-chan.\Is Sen here?\Yeah, I think so.\Knitting? Why would she bother hiding that?\Wha...?!\Hey! Sen! response:	Sen! What happened?!
context: No. I decided long ago on the person that I like...\Hi, Ri-chan.\Is Sen here?\Yeah, I think so.\Knitting? Why would she bother hiding that?\Wha...?!\Hey! Sen!\Sen! What happened?! response:	What do you mean?
context: Hi, Ri-chan.\Is Sen here?\Yeah, I think so.\Knitting? Why would she bother hiding that?\Wha...?!\Hey! Sen!\Sen! What happened?!\What do you mean? response:	You're obviously acting strangely today. Tell me about it.
context: Is Sen here?\Yeah, I think so.\Knitting? Why would she bother hiding that?\Wha...?!\Hey! Sen!\Sen! What happened?!\What do you mean?\You're obviously acting strangely today. Tell me about it. response:	I saw'em.
context: Yeah, I think so.\Knitting? Why would she bother hiding that?\Wha...?!\Hey! Sen!\Sen! What happened?!\What do you mean?\You're obviously acting strangely today. Tell me about it.\I saw'em. response:	Saw who?
context: Knitting? Why would she bother hiding that?\Wha...?!\Hey! Sen!\Sen! What happened?!\What do you mean?\You're obviously acting strangely today. Tell me about it.\I saw'em.\Saw who? response:	When I went to Brother Jun's apartment... she was there.
context: Wha...?!\Hey! Sen!\Sen! What happened?!\What do you mean?\You're obviously acting strangely today. Tell me about it.\I saw'em.\Saw who?\When I went to Brother Jun's apartment... she was there. response:	Y-You're sure you saw her?
context: Hey! Sen!\Sen! What happened?!\What do you mean?\You're obviously acting strangely today. Tell me about it.\I saw'em.\Saw who?\When I went to Brother Jun's apartment... she was there.\Y-You're sure you saw her? response:	Yeah.
context: Sen! What happened?!\What do you mean?\You're obviously acting strangely today. Tell me about it.\I saw'em.\Saw who?\When I went to Brother Jun's apartment... she was there.\Y-You're sure you saw her?\Yeah. response:	And of all people, it had to be Brother Jun...
context: What do you mean?\You're obviously acting strangely today. Tell me about it.\I saw'em.\Saw who?\When I went to Brother Jun's apartment... she was there.\Y-You're sure you saw her?\Yeah.\And of all people, it had to be Brother Jun... response:	That's what hurts the most.
context: You're obviously acting strangely today. Tell me about it.\I saw'em.\Saw who?\When I went to Brother Jun's apartment... she was there.\Y-You're sure you saw her?\Yeah.\And of all people, it had to be Brother Jun...\That's what hurts the most. response:	Anyway, it's done.
context: I saw'em.\Saw who?\When I went to Brother Jun's apartment... she was there.\Y-You're sure you saw her?\Yeah.\And of all people, it had to be Brother Jun...\That's what hurts the most.\Anyway, it's done. response:	There's nothin' I can do.
context: Saw who?\When I went to Brother Jun's apartment... she was there.\Y-You're sure you saw her?\Yeah.\And of all people, it had to be Brother Jun...\That's what hurts the most.\Anyway, it's done.\There's nothin' I can do. response:	You've still got it good.
context: When I went to Brother Jun's apartment... she was there.\Y-You're sure you saw her?\Yeah.\And of all people, it had to be Brother Jun...\That's what hurts the most.\Anyway, it's done.\There's nothin' I can do.\You've still got it good. response:	Even though you were jilted, you've still got someone who cares for you.
context: Y-You're sure you saw her?\Yeah.\And of all people, it had to be Brother Jun...\That's what hurts the most.\Anyway, it's done.\There's nothin' I can do.\You've still got it good.\Even though you were jilted, you've still got someone who cares for you. response:	It's like they say, you can't see the forest for the trees.
context: Yeah.\And of all people, it had to be Brother Jun...\That's what hurts the most.\Anyway, it's done.\There's nothin' I can do.\You've still got it good.\Even though you were jilted, you've still got someone who cares for you.\It's like they say, you can't see the forest for the trees. response:	And those trees are so tall, you must not be able to see a damn thing.
context: And of all people, it had to be Brother Jun...\That's what hurts the most.\Anyway, it's done.\There's nothin' I can do.\You've still got it good.\Even though you were jilted, you've still got someone who cares for you.\It's like they say, you can't see the forest for the trees.\And those trees are so tall, you must not be able to see a damn thing. response:	Why don't you try looking more carefully?
context: That's what hurts the most.\Anyway, it's done.\There's nothin' I can do.\You've still got it good.\Even though you were jilted, you've still got someone who cares for you.\It's like they say, you can't see the forest for the trees.\And those trees are so tall, you must not be able to see a damn thing.\Why don't you try looking more carefully? response:	Isn't it high time you realized it?
context: Anyway, it's done.\There's nothin' I can do.\You've still got it good.\Even though you were jilted, you've still got someone who cares for you.\It's like they say, you can't see the forest for the trees.\And those trees are so tall, you must not be able to see a damn thing.\Why don't you try looking more carefully?\Isn't it high time you realized it? response:	W-What are you talkin' about?
context: There's nothin' I can do.\You've still got it good.\Even though you were jilted, you've still got someone who cares for you.\It's like they say, you can't see the forest for the trees.\And those trees are so tall, you must not be able to see a damn thing.\Why don't you try looking more carefully?\Isn't it high time you realized it?\W-What are you talkin' about? response:	Figure it out for yourself.
context: You've still got it good.\Even though you were jilted, you've still got someone who cares for you.\It's like they say, you can't see the forest for the trees.\And those trees are so tall, you must not be able to see a damn thing.\Why don't you try looking more carefully?\Isn't it high time you realized it?\W-What are you talkin' about?\Figure it out for yourself. response:	I told him...
context: Even though you were jilted, you've still got someone who cares for you.\It's like they say, you can't see the forest for the trees.\And those trees are so tall, you must not be able to see a damn thing.\Why don't you try looking more carefully?\Isn't it high time you realized it?\W-What are you talkin' about?\Figure it out for yourself.\I told him... response:	Kaoru-san?
context: It's like they say, you can't see the forest for the trees.\And those trees are so tall, you must not be able to see a damn thing.\Why don't you try looking more carefully?\Isn't it high time you realized it?\W-What are you talkin' about?\Figure it out for yourself.\I told him...\Kaoru-san? response:	You just got here... and you're leaving already?
context: And those trees are so tall, you must not be able to see a damn thing.\Why don't you try looking more carefully?\Isn't it high time you realized it?\W-What are you talkin' about?\Figure it out for yourself.\I told him...\Kaoru-san?\You just got here... and you're leaving already? response:	Yeah. I've got something to do.
context: Why don't you try looking more carefully?\Isn't it high time you realized it?\W-What are you talkin' about?\Figure it out for yourself.\I told him...\Kaoru-san?\You just got here... and you're leaving already?\Yeah. I've got something to do. response:	Are you done knitting for today?
context: Isn't it high time you realized it?\W-What are you talkin' about?\Figure it out for yourself.\I told him...\Kaoru-san?\You just got here... and you're leaving already?\Yeah. I've got something to do.\Are you done knitting for today? response:	Sorry. I couldn't help glancing at it before...
context: W-What are you talkin' about?\Figure it out for yourself.\I told him...\Kaoru-san?\You just got here... and you're leaving already?\Yeah. I've got something to do.\Are you done knitting for today?\Sorry. I couldn't help glancing at it before... response:	I'm sure he'll like it.
context: Figure it out for yourself.\I told him...\Kaoru-san?\You just got here... and you're leaving already?\Yeah. I've got something to do.\Are you done knitting for today?\Sorry. I couldn't help glancing at it before...\I'm sure he'll like it. response:	Ri-chan, you're blushing! Was I right on the money?
context: I told him...\Kaoru-san?\You just got here... and you're leaving already?\Yeah. I've got something to do.\Are you done knitting for today?\Sorry. I couldn't help glancing at it before...\I'm sure he'll like it.\Ri-chan, you're blushing! Was I right on the money? response:	Well, see you tomorrow.
context: Kaoru-san?\You just got here... and you're leaving already?\Yeah. I've got something to do.\Are you done knitting for today?\Sorry. I couldn't help glancing at it before...\I'm sure he'll like it.\Ri-chan, you're blushing! Was I right on the money?\Well, see you tomorrow. response:	Wait a min...
context: You just got here... and you're leaving already?\Yeah. I've got something to do.\Are you done knitting for today?\Sorry. I couldn't help glancing at it before...\I'm sure he'll like it.\Ri-chan, you're blushing! Was I right on the money?\Well, see you tomorrow.\Wait a min... response:	I'm sure this is for the best...
context: Yeah. I've got something to do.\Are you done knitting for today?\Sorry. I couldn't help glancing at it before...\I'm sure he'll like it.\Ri-chan, you're blushing! Was I right on the money?\Well, see you tomorrow.\Wait a min...\I'm sure this is for the best... response:	Don't have a relapse! This doesn't hurt at all!
context: Are you done knitting for today?\Sorry. I couldn't help glancing at it before...\I'm sure he'll like it.\Ri-chan, you're blushing! Was I right on the money?\Well, see you tomorrow.\Wait a min...\I'm sure this is for the best...\Don't have a relapse! This doesn't hurt at all! response:	I won't have it!
context: Sorry. I couldn't help glancing at it before...\I'm sure he'll like it.\Ri-chan, you're blushing! Was I right on the money?\Well, see you tomorrow.\Wait a min...\I'm sure this is for the best...\Don't have a relapse! This doesn't hurt at all!\I won't have it! response:	You and this man from God knows where...
context: I'm sure he'll like it.\Ri-chan, you're blushing! Was I right on the money?\Well, see you tomorrow.\Wait a min...\I'm sure this is for the best...\Don't have a relapse! This doesn't hurt at all!\I won't have it!\You and this man from God knows where... response:	Yurika, you're being tricked.
context: Ri-chan, you're blushing! Was I right on the money?\Well, see you tomorrow.\Wait a min...\I'm sure this is for the best...\Don't have a relapse! This doesn't hurt at all!\I won't have it!\You and this man from God knows where...\Yurika, you're being tricked. response:	What do you know, Father?
context: Well, see you tomorrow.\Wait a min...\I'm sure this is for the best...\Don't have a relapse! This doesn't hurt at all!\I won't have it!\You and this man from God knows where...\Yurika, you're being tricked.\What do you know, Father? response:	Shut your mouth! I'll bring home a suitable partner for you before long.
context: Wait a min...\I'm sure this is for the best...\Don't have a relapse! This doesn't hurt at all!\I won't have it!\You and this man from God knows where...\Yurika, you're being tricked.\What do you know, Father?\Shut your mouth! I'll bring home a suitable partner for you before long. response:	So don't meet with this man again, Yurika. Do you understand?
context: I'm sure this is for the best...\Don't have a relapse! This doesn't hurt at all!\I won't have it!\You and this man from God knows where...\Yurika, you're being tricked.\What do you know, Father?\Shut your mouth! I'll bring home a suitable partner for you before long.\So don't meet with this man again, Yurika. Do you understand? response:	Yurika, your father is just talking to you like that
context: Don't have a relapse! This doesn't hurt at all!\I won't have it!\You and this man from God knows where...\Yurika, you're being tricked.\What do you know, Father?\Shut your mouth! I'll bring home a suitable partner for you before long.\So don't meet with this man again, Yurika. Do you understand?\Yurika, your father is just talking to you like that response:	because he's worried about you!
context: I won't have it!\You and this man from God knows where...\Yurika, you're being tricked.\What do you know, Father?\Shut your mouth! I'll bring home a suitable partner for you before long.\So don't meet with this man again, Yurika. Do you understand?\Yurika, your father is just talking to you like that\because he's worried about you! response:	You're a girl, so you have to take better care of yourself.
context: You and this man from God knows where...\Yurika, you're being tricked.\What do you know, Father?\Shut your mouth! I'll bring home a suitable partner for you before long.\So don't meet with this man again, Yurika. Do you understand?\Yurika, your father is just talking to you like that\because he's worried about you!\You're a girl, so you have to take better care of yourself. response:	Just in case, keep next Saturday open, okay?
context: Yurika, you're being tricked.\What do you know, Father?\Shut your mouth! I'll bring home a suitable partner for you before long.\So don't meet with this man again, Yurika. Do you understand?\Yurika, your father is just talking to you like that\because he's worried about you!\You're a girl, so you have to take better care of yourself.\Just in case, keep next Saturday open, okay? response:	I made an appointment for you at the gynecologist.
context: What do you know, Father?\Shut your mouth! I'll bring home a suitable partner for you before long.\So don't meet with this man again, Yurika. Do you understand?\Yurika, your father is just talking to you like that\because he's worried about you!\You're a girl, so you have to take better care of yourself.\Just in case, keep next Saturday open, okay?\I made an appointment for you at the gynecologist. response:	Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom
context: Shut your mouth! I'll bring home a suitable partner for you before long.\So don't meet with this man again, Yurika. Do you understand?\Yurika, your father is just talking to you like that\because he's worried about you!\You're a girl, so you have to take better care of yourself.\Just in case, keep next Saturday open, okay?\I made an appointment for you at the gynecologist.\Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom response:	To My Comrade, from Isao Arita
context: So don't meet with this man again, Yurika. Do you understand?\Yurika, your father is just talking to you like that\because he's worried about you!\You're a girl, so you have to take better care of yourself.\Just in case, keep next Saturday open, okay?\I made an appointment for you at the gynecologist.\Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom\To My Comrade, from Isao Arita response:	Richie, that rat... Throws out hints, then goes home...
context: Yurika, your father is just talking to you like that\because he's worried about you!\You're a girl, so you have to take better care of yourself.\Just in case, keep next Saturday open, okay?\I made an appointment for you at the gynecologist.\Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom\To My Comrade, from Isao Arita\Richie, that rat... Throws out hints, then goes home... response:	Someone who cares for me? Like my family?
context: because he's worried about you!\You're a girl, so you have to take better care of yourself.\Just in case, keep next Saturday open, okay?\I made an appointment for you at the gynecologist.\Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom\To My Comrade, from Isao Arita\Richie, that rat... Throws out hints, then goes home...\Someone who cares for me? Like my family? response:	Is that what he meant?
context: You're a girl, so you have to take better care of yourself.\Just in case, keep next Saturday open, okay?\I made an appointment for you at the gynecologist.\Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom\To My Comrade, from Isao Arita\Richie, that rat... Throws out hints, then goes home...\Someone who cares for me? Like my family?\Is that what he meant? response:	So you're gonna be the Virgin Mary
context: Just in case, keep next Saturday open, okay?\I made an appointment for you at the gynecologist.\Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom\To My Comrade, from Isao Arita\Richie, that rat... Throws out hints, then goes home...\Someone who cares for me? Like my family?\Is that what he meant?\So you're gonna be the Virgin Mary response:	in the Christmas Nativity play, huh, Sa-chan?
context: I made an appointment for you at the gynecologist.\Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom\To My Comrade, from Isao Arita\Richie, that rat... Throws out hints, then goes home...\Someone who cares for me? Like my family?\Is that what he meant?\So you're gonna be the Virgin Mary\in the Christmas Nativity play, huh, Sa-chan? response:	Yeah. But I'm nervous about it...
context: Are you eating properly? A letter came for you, so I'm forwarding it on. Love, Mom\To My Comrade, from Isao Arita\Richie, that rat... Throws out hints, then goes home...\Someone who cares for me? Like my family?\Is that what he meant?\So you're gonna be the Virgin Mary\in the Christmas Nativity play, huh, Sa-chan?\Yeah. But I'm nervous about it... response:	Hashiguchi-kun will be there to see you too,
context: To My Comrade, from Isao Arita\Richie, that rat... Throws out hints, then goes home...\Someone who cares for me? Like my family?\Is that what he meant?\So you're gonna be the Virgin Mary\in the Christmas Nativity play, huh, Sa-chan?\Yeah. But I'm nervous about it...\Hashiguchi-kun will be there to see you too, response:	so you have to do your best, right?
context: Richie, that rat... Throws out hints, then goes home...\Someone who cares for me? Like my family?\Is that what he meant?\So you're gonna be the Virgin Mary\in the Christmas Nativity play, huh, Sa-chan?\Yeah. But I'm nervous about it...\Hashiguchi-kun will be there to see you too,\so you have to do your best, right? response:	D-Don't mention him! I don't care if he...
context: Someone who cares for me? Like my family?\Is that what he meant?\So you're gonna be the Virgin Mary\in the Christmas Nativity play, huh, Sa-chan?\Yeah. But I'm nervous about it...\Hashiguchi-kun will be there to see you too,\so you have to do your best, right?\D-Don't mention him! I don't care if he... response:	Sis, you're the one that said you're gonna marry him when you grow up!
context: Is that what he meant?\So you're gonna be the Virgin Mary\in the Christmas Nativity play, huh, Sa-chan?\Yeah. But I'm nervous about it...\Hashiguchi-kun will be there to see you too,\so you have to do your best, right?\D-Don't mention him! I don't care if he...\Sis, you're the one that said you're gonna marry him when you grow up! response:	What?! That was a long time ago!
context: So you're gonna be the Virgin Mary\in the Christmas Nativity play, huh, Sa-chan?\Yeah. But I'm nervous about it...\Hashiguchi-kun will be there to see you too,\so you have to do your best, right?\D-Don't mention him! I don't care if he...\Sis, you're the one that said you're gonna marry him when you grow up!\What?! That was a long time ago! response:	Um, Sentaro, I...
context: in the Christmas Nativity play, huh, Sa-chan?\Yeah. But I'm nervous about it...\Hashiguchi-kun will be there to see you too,\so you have to do your best, right?\D-Don't mention him! I don't care if he...\Sis, you're the one that said you're gonna marry him when you grow up!\What?! That was a long time ago!\Um, Sentaro, I... response:	When I grow up, I wanna get married...
context: Yeah. But I'm nervous about it...\Hashiguchi-kun will be there to see you too,\so you have to do your best, right?\D-Don't mention him! I don't care if he...\Sis, you're the one that said you're gonna marry him when you grow up!\What?! That was a long time ago!\Um, Sentaro, I...\When I grow up, I wanna get married... response:	Isn't it high time you realized it?
context: Hashiguchi-kun will be there to see you too,\so you have to do your best, right?\D-Don't mention him! I don't care if he...\Sis, you're the one that said you're gonna marry him when you grow up!\What?! That was a long time ago!\Um, Sentaro, I...\When I grow up, I wanna get married...\Isn't it high time you realized it? response:	I waited for you on that slope
context: so you have to do your best, right?\D-Don't mention him! I don't care if he...\Sis, you're the one that said you're gonna marry him when you grow up!\What?! That was a long time ago!\Um, Sentaro, I...\When I grow up, I wanna get married...\Isn't it high time you realized it?\I waited for you on that slope response:	For our after school promise
context: D-Don't mention him! I don't care if he...\Sis, you're the one that said you're gonna marry him when you grow up!\What?! That was a long time ago!\Um, Sentaro, I...\When I grow up, I wanna get married...\Isn't it high time you realized it?\I waited for you on that slope\For our after school promise response:	There was a'goodbye' blurred far away
context: Sis, you're the one that said you're gonna marry him when you grow up!\What?! That was a long time ago!\Um, Sentaro, I...\When I grow up, I wanna get married...\Isn't it high time you realized it?\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away response:	I was so weak, so awkward, and so fragile back then
context: What?! That was a long time ago!\Um, Sentaro, I...\When I grow up, I wanna get married...\Isn't it high time you realized it?\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then response:	But you gave me a small pair of wings
context: Um, Sentaro, I...\When I grow up, I wanna get married...\Isn't it high time you realized it?\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings response:	In the twilight hour of the sky,
context: When I grow up, I wanna get married...\Isn't it high time you realized it?\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky, response:	I'm searching for a gleam of light
context: Isn't it high time you realized it?\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light response:	If only I could have said that I love you
context: I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light\If only I could have said that I love you response:	The note that I wrote in the corner of my textbook
context: For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light\If only I could have said that I love you\The note that I wrote in the corner of my textbook response:	has never been delivered to this day
