context: Chiffon Cake response:	Cheesecake
context: This really is England!\But you do speak fluent English.\English?\If you really came from the future,\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English...\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese?\It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese?\Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese? response:	Did you say create whatever they imagine?
context: But you do speak fluent English.\English?\If you really came from the future,\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English...\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese?\It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese?\Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese?\Did you say create whatever they imagine? response:	Oh? Yes.
context: English?\If you really came from the future,\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English...\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese?\It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese?\Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese?\Did you say create whatever they imagine?\Oh? Yes. response:	Y-You don't know a researcher named Eiji Hayase, do you?
context: If you really came from the future,\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English...\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese?\It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese?\Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese?\Did you say create whatever they imagine?\Oh? Yes.\Y-You don't know a researcher named Eiji Hayase, do you? response:	Brother! I think maybe we should call the police.
context: -you must have found the principle that made it possible, and put it to use. - I'm not speaking English...\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese?\It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese?\Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese?\Did you say create whatever they imagine?\Oh? Yes.\Y-You don't know a researcher named Eiji Hayase, do you?\Brother! I think maybe we should call the police. response:	No, if this book is the cause,
context: -you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese?\It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese?\Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese?\Did you say create whatever they imagine?\Oh? Yes.\Y-You don't know a researcher named Eiji Hayase, do you?\Brother! I think maybe we should call the police.\No, if this book is the cause, response:	then Dr. Hayase's research may be involved.
context: It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese?\Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese?\Did you say create whatever they imagine?\Oh? Yes.\Y-You don't know a researcher named Eiji Hayase, do you?\Brother! I think maybe we should call the police.\No, if this book is the cause,\then Dr. Hayase's research may be involved. response:	My husband said he wanted you to have it, Shun.
context: Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese?\Did you say create whatever they imagine?\Oh? Yes.\Y-You don't know a researcher named Eiji Hayase, do you?\Brother! I think maybe we should call the police.\No, if this book is the cause,\then Dr. Hayase's research may be involved.\My husband said he wanted you to have it, Shun. response:	Dr. Hayase did?
context: Did you say create whatever they imagine?\Oh? Yes.\Y-You don't know a researcher named Eiji Hayase, do you?\Brother! I think maybe we should call the police.\No, if this book is the cause,\then Dr. Hayase's research may be involved.\My husband said he wanted you to have it, Shun.\Dr. Hayase did? response:	Yes. He set out on a research trip so suddenly.
context: Oh? Yes.\Y-You don't know a researcher named Eiji Hayase, do you?\Brother! I think maybe we should call the police.\No, if this book is the cause,\then Dr. Hayase's research may be involved.\My husband said he wanted you to have it, Shun.\Dr. Hayase did?\Yes. He set out on a research trip so suddenly. response:	But he wanted you to have that book.
context: Y-You don't know a researcher named Eiji Hayase, do you?\Brother! I think maybe we should call the police.\No, if this book is the cause,\then Dr. Hayase's research may be involved.\My husband said he wanted you to have it, Shun.\Dr. Hayase did?\Yes. He set out on a research trip so suddenly.\But he wanted you to have that book. response:	To Shun Mizuki But he wanted you to have that book.
context: Brother! I think maybe we should call the police.\No, if this book is the cause,\then Dr. Hayase's research may be involved.\My husband said he wanted you to have it, Shun.\Dr. Hayase did?\Yes. He set out on a research trip so suddenly.\But he wanted you to have that book.\To Shun Mizuki But he wanted you to have that book. response:	To Shun Mizuki To Shun Mizuki.
context: No, if this book is the cause,\then Dr. Hayase's research may be involved.\My husband said he wanted you to have it, Shun.\Dr. Hayase did?\Yes. He set out on a research trip so suddenly.\But he wanted you to have that book.\To Shun Mizuki But he wanted you to have that book.\To Shun Mizuki To Shun Mizuki. response:	I entrust this book to you while I'm on my trip.
context: then Dr. Hayase's research may be involved.\My husband said he wanted you to have it, Shun.\Dr. Hayase did?\Yes. He set out on a research trip so suddenly.\But he wanted you to have that book.\To Shun Mizuki But he wanted you to have that book.\To Shun Mizuki To Shun Mizuki.\I entrust this book to you while I'm on my trip. response:	Keep it safe, and don't tell anyone about it until you understand what it means.
context: My husband said he wanted you to have it, Shun.\Dr. Hayase did?\Yes. He set out on a research trip so suddenly.\But he wanted you to have that book.\To Shun Mizuki But he wanted you to have that book.\To Shun Mizuki To Shun Mizuki.\I entrust this book to you while I'm on my trip.\Keep it safe, and don't tell anyone about it until you understand what it means. response:	Thank you. Eiji Hayase.
context: Dr. Hayase did?\Yes. He set out on a research trip so suddenly.\But he wanted you to have that book.\To Shun Mizuki But he wanted you to have that book.\To Shun Mizuki To Shun Mizuki.\I entrust this book to you while I'm on my trip.\Keep it safe, and don't tell anyone about it until you understand what it means.\Thank you. Eiji Hayase. response:	Brother?
context: Yes. He set out on a research trip so suddenly.\But he wanted you to have that book.\To Shun Mizuki But he wanted you to have that book.\To Shun Mizuki To Shun Mizuki.\I entrust this book to you while I'm on my trip.\Keep it safe, and don't tell anyone about it until you understand what it means.\Thank you. Eiji Hayase.\Brother? response:	What's wrong?
context: But he wanted you to have that book.\To Shun Mizuki But he wanted you to have that book.\To Shun Mizuki To Shun Mizuki.\I entrust this book to you while I'm on my trip.\Keep it safe, and don't tell anyone about it until you understand what it means.\Thank you. Eiji Hayase.\Brother?\What's wrong? response:	Anyway, we should go to Dr. Hayase's laboratory.
context: To Shun Mizuki But he wanted you to have that book.\To Shun Mizuki To Shun Mizuki.\I entrust this book to you while I'm on my trip.\Keep it safe, and don't tell anyone about it until you understand what it means.\Thank you. Eiji Hayase.\Brother?\What's wrong?\Anyway, we should go to Dr. Hayase's laboratory. response:	Okay.
context: To Shun Mizuki To Shun Mizuki.\I entrust this book to you while I'm on my trip.\Keep it safe, and don't tell anyone about it until you understand what it means.\Thank you. Eiji Hayase.\Brother?\What's wrong?\Anyway, we should go to Dr. Hayase's laboratory.\Okay. response:	Hayase? Is he Japanese, then?
context: I entrust this book to you while I'm on my trip.\Keep it safe, and don't tell anyone about it until you understand what it means.\Thank you. Eiji Hayase.\Brother?\What's wrong?\Anyway, we should go to Dr. Hayase's laboratory.\Okay.\Hayase? Is he Japanese, then? response:	Yes.
context: Keep it safe, and don't tell anyone about it until you understand what it means.\Thank you. Eiji Hayase.\Brother?\What's wrong?\Anyway, we should go to Dr. Hayase's laboratory.\Okay.\Hayase? Is he Japanese, then?\Yes. response:	I don't know if he's the doctor you're speaking of,
context: Thank you. Eiji Hayase.\Brother?\What's wrong?\Anyway, we should go to Dr. Hayase's laboratory.\Okay.\Hayase? Is he Japanese, then?\Yes.\I don't know if he's the doctor you're speaking of, response:	but several months ago, I met a man from the Orient who praised my research.
context: Brother?\What's wrong?\Anyway, we should go to Dr. Hayase's laboratory.\Okay.\Hayase? Is he Japanese, then?\Yes.\I don't know if he's the doctor you're speaking of,\but several months ago, I met a man from the Orient who praised my research. response:	Where is he now?
context: What's wrong?\Anyway, we should go to Dr. Hayase's laboratory.\Okay.\Hayase? Is he Japanese, then?\Yes.\I don't know if he's the doctor you're speaking of,\but several months ago, I met a man from the Orient who praised my research.\Where is he now? response:	I fear I don't know.
context: Anyway, we should go to Dr. Hayase's laboratory.\Okay.\Hayase? Is he Japanese, then?\Yes.\I don't know if he's the doctor you're speaking of,\but several months ago, I met a man from the Orient who praised my research.\Where is he now?\I fear I don't know. response:	He came out of nowhere when I was at the harbor hiring sailors for a job.
context: Okay.\Hayase? Is he Japanese, then?\Yes.\I don't know if he's the doctor you're speaking of,\but several months ago, I met a man from the Orient who praised my research.\Where is he now?\I fear I don't know.\He came out of nowhere when I was at the harbor hiring sailors for a job. response:	He mainly wanted a handshake, but...
context: Hayase? Is he Japanese, then?\Yes.\I don't know if he's the doctor you're speaking of,\but several months ago, I met a man from the Orient who praised my research.\Where is he now?\I fear I don't know.\He came out of nowhere when I was at the harbor hiring sailors for a job.\He mainly wanted a handshake, but... response:	I see...
context: Yes.\I don't know if he's the doctor you're speaking of,\but several months ago, I met a man from the Orient who praised my research.\Where is he now?\I fear I don't know.\He came out of nowhere when I was at the harbor hiring sailors for a job.\He mainly wanted a handshake, but...\I see... response:	But the words you said... I'm sure he said them, too.
context: I don't know if he's the doctor you're speaking of,\but several months ago, I met a man from the Orient who praised my research.\Where is he now?\I fear I don't know.\He came out of nowhere when I was at the harbor hiring sailors for a job.\He mainly wanted a handshake, but...\I see...\But the words you said... I'm sure he said them, too. response:	I thought it a perfect phrase for a scientist.
context: but several months ago, I met a man from the Orient who praised my research.\Where is he now?\I fear I don't know.\He came out of nowhere when I was at the harbor hiring sailors for a job.\He mainly wanted a handshake, but...\I see...\But the words you said... I'm sure he said them, too.\I thought it a perfect phrase for a scientist. response:	What's the matter?
context: Where is he now?\I fear I don't know.\He came out of nowhere when I was at the harbor hiring sailors for a job.\He mainly wanted a handshake, but...\I see...\But the words you said... I'm sure he said them, too.\I thought it a perfect phrase for a scientist.\What's the matter? response:	My father went missing three years ago.
context: I fear I don't know.\He came out of nowhere when I was at the harbor hiring sailors for a job.\He mainly wanted a handshake, but...\I see...\But the words you said... I'm sure he said them, too.\I thought it a perfect phrase for a scientist.\What's the matter?\My father went missing three years ago. response:	The person you're talking about might be him.
context: He came out of nowhere when I was at the harbor hiring sailors for a job.\He mainly wanted a handshake, but...\I see...\But the words you said... I'm sure he said them, too.\I thought it a perfect phrase for a scientist.\What's the matter?\My father went missing three years ago.\The person you're talking about might be him. response:	Really?
context: He mainly wanted a handshake, but...\I see...\But the words you said... I'm sure he said them, too.\I thought it a perfect phrase for a scientist.\What's the matter?\My father went missing three years ago.\The person you're talking about might be him.\Really? response:	Searching all alone in this strange land for your father...
context: I see...\But the words you said... I'm sure he said them, too.\I thought it a perfect phrase for a scientist.\What's the matter?\My father went missing three years ago.\The person you're talking about might be him.\Really?\Searching all alone in this strange land for your father... response:	It must have been hard.
context: But the words you said... I'm sure he said them, too.\I thought it a perfect phrase for a scientist.\What's the matter?\My father went missing three years ago.\The person you're talking about might be him.\Really?\Searching all alone in this strange land for your father...\It must have been hard. response:	Thank you very much. I'm okay now.
context: I thought it a perfect phrase for a scientist.\What's the matter?\My father went missing three years ago.\The person you're talking about might be him.\Really?\Searching all alone in this strange land for your father...\It must have been hard.\Thank you very much. I'm okay now. response:	Speaking of which, what research are you doing, Dr. Gilbert?
context: What's the matter?\My father went missing three years ago.\The person you're talking about might be him.\Really?\Searching all alone in this strange land for your father...\It must have been hard.\Thank you very much. I'm okay now.\Speaking of which, what research are you doing, Dr. Gilbert? response:	Oh, that's right.
context: My father went missing three years ago.\The person you're talking about might be him.\Really?\Searching all alone in this strange land for your father...\It must have been hard.\Thank you very much. I'm okay now.\Speaking of which, what research are you doing, Dr. Gilbert?\Oh, that's right. response:	Right now, I'm experimenting to see why a compass always points north.
context: The person you're talking about might be him.\Really?\Searching all alone in this strange land for your father...\It must have been hard.\Thank you very much. I'm okay now.\Speaking of which, what research are you doing, Dr. Gilbert?\Oh, that's right.\Right now, I'm experimenting to see why a compass always points north. response:	I want to explain the mechanism behind it and offer proof.
context: Really?\Searching all alone in this strange land for your father...\It must have been hard.\Thank you very much. I'm okay now.\Speaking of which, what research are you doing, Dr. Gilbert?\Oh, that's right.\Right now, I'm experimenting to see why a compass always points north.\I want to explain the mechanism behind it and offer proof. response:	What? That's it?
context: Searching all alone in this strange land for your father...\It must have been hard.\Thank you very much. I'm okay now.\Speaking of which, what research are you doing, Dr. Gilbert?\Oh, that's right.\Right now, I'm experimenting to see why a compass always points north.\I want to explain the mechanism behind it and offer proof.\What? That's it? response:	I suppose that mystery has already been solved in the future?
context: It must have been hard.\Thank you very much. I'm okay now.\Speaking of which, what research are you doing, Dr. Gilbert?\Oh, that's right.\Right now, I'm experimenting to see why a compass always points north.\I want to explain the mechanism behind it and offer proof.\What? That's it?\I suppose that mystery has already been solved in the future? response:	Mystery? But everybody knows that...
context: Thank you very much. I'm okay now.\Speaking of which, what research are you doing, Dr. Gilbert?\Oh, that's right.\Right now, I'm experimenting to see why a compass always points north.\I want to explain the mechanism behind it and offer proof.\What? That's it?\I suppose that mystery has already been solved in the future?\Mystery? But everybody knows that... response:	Really? Then please tell me!
context: Speaking of which, what research are you doing, Dr. Gilbert?\Oh, that's right.\Right now, I'm experimenting to see why a compass always points north.\I want to explain the mechanism behind it and offer proof.\What? That's it?\I suppose that mystery has already been solved in the future?\Mystery? But everybody knows that...\Really? Then please tell me! response:	Why does a compass needle point north?
context: Oh, that's right.\Right now, I'm experimenting to see why a compass always points north.\I want to explain the mechanism behind it and offer proof.\What? That's it?\I suppose that mystery has already been solved in the future?\Mystery? But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north? response:	Why?
context: Right now, I'm experimenting to see why a compass always points north.\I want to explain the mechanism behind it and offer proof.\What? That's it?\I suppose that mystery has already been solved in the future?\Mystery? But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Why? response:	Huh? Actually, why does it?
context: I want to explain the mechanism behind it and offer proof.\What? That's it?\I suppose that mystery has already been solved in the future?\Mystery? But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Why?\Huh? Actually, why does it? response:	I've never even thought about it...
context: What? That's it?\I suppose that mystery has already been solved in the future?\Mystery? But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Why?\Huh? Actually, why does it?\I've never even thought about it... response:	Hmm? Is something wrong?
context: I suppose that mystery has already been solved in the future?\Mystery? But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Why?\Huh? Actually, why does it?\I've never even thought about it...\Hmm? Is something wrong? response:	Oh, no!
context: Mystery? But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Why?\Huh? Actually, why does it?\I've never even thought about it...\Hmm? Is something wrong?\Oh, no! response:	Now that I think about it, I don't actually know.
context: Really? Then please tell me!\Why does a compass needle point north?\Why?\Huh? Actually, why does it?\I've never even thought about it...\Hmm? Is something wrong?\Oh, no!\Now that I think about it, I don't actually know. response:	I see. That's too bad.
context: Why does a compass needle point north?\Why?\Huh? Actually, why does it?\I've never even thought about it...\Hmm? Is something wrong?\Oh, no!\Now that I think about it, I don't actually know.\I see. That's too bad. response:	I'm sorry.
context: Why?\Huh? Actually, why does it?\I've never even thought about it...\Hmm? Is something wrong?\Oh, no!\Now that I think about it, I don't actually know.\I see. That's too bad.\I'm sorry. response:	Oh, it's nothing.
context: Huh? Actually, why does it?\I've never even thought about it...\Hmm? Is something wrong?\Oh, no!\Now that I think about it, I don't actually know.\I see. That's too bad.\I'm sorry.\Oh, it's nothing. response:	There are various theories on the matter.
context: I've never even thought about it...\Hmm? Is something wrong?\Oh, no!\Now that I think about it, I don't actually know.\I see. That's too bad.\I'm sorry.\Oh, it's nothing.\There are various theories on the matter. response:	For instance, this book says that the needle is pulled by the North Star.
context: Hmm? Is something wrong?\Oh, no!\Now that I think about it, I don't actually know.\I see. That's too bad.\I'm sorry.\Oh, it's nothing.\There are various theories on the matter.\For instance, this book says that the needle is pulled by the North Star. response:	That's true! The North Star is always in the northern sky...
context: Oh, no!\Now that I think about it, I don't actually know.\I see. That's too bad.\I'm sorry.\Oh, it's nothing.\There are various theories on the matter.\For instance, this book says that the needle is pulled by the North Star.\That's true! The North Star is always in the northern sky... response:	But there's no proof of this theory.
context: Now that I think about it, I don't actually know.\I see. That's too bad.\I'm sorry.\Oh, it's nothing.\There are various theories on the matter.\For instance, this book says that the needle is pulled by the North Star.\That's true! The North Star is always in the northern sky...\But there's no proof of this theory. response:	Proof?
context: I see. That's too bad.\I'm sorry.\Oh, it's nothing.\There are various theories on the matter.\For instance, this book says that the needle is pulled by the North Star.\That's true! The North Star is always in the northern sky...\But there's no proof of this theory.\Proof? response:	Yes. Without proof, you cannot be sure it's true.
context: I'm sorry.\Oh, it's nothing.\There are various theories on the matter.\For instance, this book says that the needle is pulled by the North Star.\That's true! The North Star is always in the northern sky...\But there's no proof of this theory.\Proof?\Yes. Without proof, you cannot be sure it's true. response:	Some sailors believe that there's a huge magnetic mountain on the North Pole.
context: Oh, it's nothing.\There are various theories on the matter.\For instance, this book says that the needle is pulled by the North Star.\That's true! The North Star is always in the northern sky...\But there's no proof of this theory.\Proof?\Yes. Without proof, you cannot be sure it's true.\Some sailors believe that there's a huge magnetic mountain on the North Pole. response:	But there's no solid proof of this, either.
context: There are various theories on the matter.\For instance, this book says that the needle is pulled by the North Star.\That's true! The North Star is always in the northern sky...\But there's no proof of this theory.\Proof?\Yes. Without proof, you cannot be sure it's true.\Some sailors believe that there's a huge magnetic mountain on the North Pole.\But there's no solid proof of this, either. response:	I see...
context: For instance, this book says that the needle is pulled by the North Star.\That's true! The North Star is always in the northern sky...\But there's no proof of this theory.\Proof?\Yes. Without proof, you cannot be sure it's true.\Some sailors believe that there's a huge magnetic mountain on the North Pole.\But there's no solid proof of this, either.\I see... response:	Well? Why not help me with my research while I'm here?
context: That's true! The North Star is always in the northern sky...\But there's no proof of this theory.\Proof?\Yes. Without proof, you cannot be sure it's true.\Some sailors believe that there's a huge magnetic mountain on the North Pole.\But there's no solid proof of this, either.\I see...\Well? Why not help me with my research while I'm here? response:	I can show you the way of thinking through which the principles of nature are unlocked.
context: But there's no proof of this theory.\Proof?\Yes. Without proof, you cannot be sure it's true.\Some sailors believe that there's a huge magnetic mountain on the North Pole.\But there's no solid proof of this, either.\I see...\Well? Why not help me with my research while I'm here?\I can show you the way of thinking through which the principles of nature are unlocked. response:	Okay! I will!
context: Proof?\Yes. Without proof, you cannot be sure it's true.\Some sailors believe that there's a huge magnetic mountain on the North Pole.\But there's no solid proof of this, either.\I see...\Well? Why not help me with my research while I'm here?\I can show you the way of thinking through which the principles of nature are unlocked.\Okay! I will! response:	Okay. Then let's head out. It's about time for them to come back.
context: Yes. Without proof, you cannot be sure it's true.\Some sailors believe that there's a huge magnetic mountain on the North Pole.\But there's no solid proof of this, either.\I see...\Well? Why not help me with my research while I'm here?\I can show you the way of thinking through which the principles of nature are unlocked.\Okay! I will!\Okay. Then let's head out. It's about time for them to come back. response:	What? Who are they?
context: Some sailors believe that there's a huge magnetic mountain on the North Pole.\But there's no solid proof of this, either.\I see...\Well? Why not help me with my research while I'm here?\I can show you the way of thinking through which the principles of nature are unlocked.\Okay! I will!\Okay. Then let's head out. It's about time for them to come back.\What? Who are they? response:	You'll see when we get there.
context: But there's no solid proof of this, either.\I see...\Well? Why not help me with my research while I'm here?\I can show you the way of thinking through which the principles of nature are unlocked.\Okay! I will!\Okay. Then let's head out. It's about time for them to come back.\What? Who are they?\You'll see when we get there. response:	Master?
context: I see...\Well? Why not help me with my research while I'm here?\I can show you the way of thinking through which the principles of nature are unlocked.\Okay! I will!\Okay. Then let's head out. It's about time for them to come back.\What? Who are they?\You'll see when we get there.\Master? response:	To take her outside dressed like that...
context: Well? Why not help me with my research while I'm here?\I can show you the way of thinking through which the principles of nature are unlocked.\Okay! I will!\Okay. Then let's head out. It's about time for them to come back.\What? Who are they?\You'll see when we get there.\Master?\To take her outside dressed like that... response:	Oh. Good point.
context: I can show you the way of thinking through which the principles of nature are unlocked.\Okay! I will!\Okay. Then let's head out. It's about time for them to come back.\What? Who are they?\You'll see when we get there.\Master?\To take her outside dressed like that...\Oh. Good point. response:	Do you have anything to put on her?
context: Okay! I will!\Okay. Then let's head out. It's about time for them to come back.\What? Who are they?\You'll see when we get there.\Master?\To take her outside dressed like that...\Oh. Good point.\Do you have anything to put on her? response:	One moment, please.
context: Okay. Then let's head out. It's about time for them to come back.\What? Who are they?\You'll see when we get there.\Master?\To take her outside dressed like that...\Oh. Good point.\Do you have anything to put on her?\One moment, please. response:	Hayase Research Laboratory
context: What? Who are they?\You'll see when we get there.\Master?\To take her outside dressed like that...\Oh. Good point.\Do you have anything to put on her?\One moment, please.\Hayase Research Laboratory response:	How do we get inside? Hayase Research Laboratory
context: You'll see when we get there.\Master?\To take her outside dressed like that...\Oh. Good point.\Do you have anything to put on her?\One moment, please.\Hayase Research Laboratory\How do we get inside? Hayase Research Laboratory response:	How do we get inside?
context: Master?\To take her outside dressed like that...\Oh. Good point.\Do you have anything to put on her?\One moment, please.\Hayase Research Laboratory\How do we get inside? Hayase Research Laboratory\How do we get inside? response:	It's somewhere around here...
context: To take her outside dressed like that...\Oh. Good point.\Do you have anything to put on her?\One moment, please.\Hayase Research Laboratory\How do we get inside? Hayase Research Laboratory\How do we get inside?\It's somewhere around here... response:	There.
context: Oh. Good point.\Do you have anything to put on her?\One moment, please.\Hayase Research Laboratory\How do we get inside? Hayase Research Laboratory\How do we get inside?\It's somewhere around here...\There. response:	What?!
context: Do you have anything to put on her?\One moment, please.\Hayase Research Laboratory\How do we get inside? Hayase Research Laboratory\How do we get inside?\It's somewhere around here...\There.\What?! response:	The doctor's very lazy.
context: One moment, please.\Hayase Research Laboratory\How do we get inside? Hayase Research Laboratory\How do we get inside?\It's somewhere around here...\There.\What?!\The doctor's very lazy. response:	He doesn't like carrying a lot of things around with him.
context: Hayase Research Laboratory\How do we get inside? Hayase Research Laboratory\How do we get inside?\It's somewhere around here...\There.\What?!\The doctor's very lazy.\He doesn't like carrying a lot of things around with him. response:	But then why even bother having security?
context: How do we get inside? Hayase Research Laboratory\How do we get inside?\It's somewhere around here...\There.\What?!\The doctor's very lazy.\He doesn't like carrying a lot of things around with him.\But then why even bother having security? response:	No use? The lights inside must have been shut off...
context: How do we get inside?\It's somewhere around here...\There.\What?!\The doctor's very lazy.\He doesn't like carrying a lot of things around with him.\But then why even bother having security?\No use? The lights inside must have been shut off... response:	I can't breathe!
context: It's somewhere around here...\There.\What?!\The doctor's very lazy.\He doesn't like carrying a lot of things around with him.\But then why even bother having security?\No use? The lights inside must have been shut off...\I can't breathe! response:	It's part of a lady's toilette! Please try to bear it!
context: There.\What?!\The doctor's very lazy.\He doesn't like carrying a lot of things around with him.\But then why even bother having security?\No use? The lights inside must have been shut off...\I can't breathe!\It's part of a lady's toilette! Please try to bear it! response:	But still... if you draw it that tight... I c-can't breathe...
context: What?!\The doctor's very lazy.\He doesn't like carrying a lot of things around with him.\But then why even bother having security?\No use? The lights inside must have been shut off...\I can't breathe!\It's part of a lady's toilette! Please try to bear it!\But still... if you draw it that tight... I c-can't breathe... response:	But I can't believe you were walking around in that obscene outfit.
context: The doctor's very lazy.\He doesn't like carrying a lot of things around with him.\But then why even bother having security?\No use? The lights inside must have been shut off...\I can't breathe!\It's part of a lady's toilette! Please try to bear it!\But still... if you draw it that tight... I c-can't breathe...\But I can't believe you were walking around in that obscene outfit. response:	In this country, any lady would be embarrassed to show her legs like that.
context: He doesn't like carrying a lot of things around with him.\But then why even bother having security?\No use? The lights inside must have been shut off...\I can't breathe!\It's part of a lady's toilette! Please try to bear it!\But still... if you draw it that tight... I c-can't breathe...\But I can't believe you were walking around in that obscene outfit.\In this country, any lady would be embarrassed to show her legs like that. response:	Would she? Really?
context: But then why even bother having security?\No use? The lights inside must have been shut off...\I can't breathe!\It's part of a lady's toilette! Please try to bear it!\But still... if you draw it that tight... I c-can't breathe...\But I can't believe you were walking around in that obscene outfit.\In this country, any lady would be embarrassed to show her legs like that.\Would she? Really? response:	Unbelievable!
context: No use? The lights inside must have been shut off...\I can't breathe!\It's part of a lady's toilette! Please try to bear it!\But still... if you draw it that tight... I c-can't breathe...\But I can't believe you were walking around in that obscene outfit.\In this country, any lady would be embarrassed to show her legs like that.\Would she? Really?\Unbelievable! response:	Time out! Time out!
context: I can't breathe!\It's part of a lady's toilette! Please try to bear it!\But still... if you draw it that tight... I c-can't breathe...\But I can't believe you were walking around in that obscene outfit.\In this country, any lady would be embarrassed to show her legs like that.\Would she? Really?\Unbelievable!\Time out! Time out! response:	That should do it.
context: It's part of a lady's toilette! Please try to bear it!\But still... if you draw it that tight... I c-can't breathe...\But I can't believe you were walking around in that obscene outfit.\In this country, any lady would be embarrassed to show her legs like that.\Would she? Really?\Unbelievable!\Time out! Time out!\That should do it. response:	I nearly died...
context: But still... if you draw it that tight... I c-can't breathe...\But I can't believe you were walking around in that obscene outfit.\In this country, any lady would be embarrassed to show her legs like that.\Would she? Really?\Unbelievable!\Time out! Time out!\That should do it.\I nearly died... response:	Forgive the wait, Master.
context: But I can't believe you were walking around in that obscene outfit.\In this country, any lady would be embarrassed to show her legs like that.\Would she? Really?\Unbelievable!\Time out! Time out!\That should do it.\I nearly died...\Forgive the wait, Master. response:	Oh?
context: In this country, any lady would be embarrassed to show her legs like that.\Would she? Really?\Unbelievable!\Time out! Time out!\That should do it.\I nearly died...\Forgive the wait, Master.\Oh? response:	Oh, beautiful!
context: Would she? Really?\Unbelievable!\Time out! Time out!\That should do it.\I nearly died...\Forgive the wait, Master.\Oh?\Oh, beautiful! response:	Now, shall we?
context: Unbelievable!\Time out! Time out!\That should do it.\I nearly died...\Forgive the wait, Master.\Oh?\Oh, beautiful!\Now, shall we? response:	B-Brother! Look!
context: Time out! Time out!\That should do it.\I nearly died...\Forgive the wait, Master.\Oh?\Oh, beautiful!\Now, shall we?\B-Brother! Look! response:	Is there something under here?
context: That should do it.\I nearly died...\Forgive the wait, Master.\Oh?\Oh, beautiful!\Now, shall we?\B-Brother! Look!\Is there something under here? response:	You're the one who used to hang out here. Don't you know?
context: I nearly died...\Forgive the wait, Master.\Oh?\Oh, beautiful!\Now, shall we?\B-Brother! Look!\Is there something under here?\You're the one who used to hang out here. Don't you know? response:	I never knew he had an underground room.
context: Forgive the wait, Master.\Oh?\Oh, beautiful!\Now, shall we?\B-Brother! Look!\Is there something under here?\You're the one who used to hang out here. Don't you know?\I never knew he had an underground room. response:	And it seems to be on a different electrical system.
context: Oh?\Oh, beautiful!\Now, shall we?\B-Brother! Look!\Is there something under here?\You're the one who used to hang out here. Don't you know?\I never knew he had an underground room.\And it seems to be on a different electrical system. response:	There must be a stairway to get down there...
context: Oh, beautiful!\Now, shall we?\B-Brother! Look!\Is there something under here?\You're the one who used to hang out here. Don't you know?\I never knew he had an underground room.\And it seems to be on a different electrical system.\There must be a stairway to get down there... response:	Anyway, we can't do anything unless we get down there.
context: Now, shall we?\B-Brother! Look!\Is there something under here?\You're the one who used to hang out here. Don't you know?\I never knew he had an underground room.\And it seems to be on a different electrical system.\There must be a stairway to get down there...\Anyway, we can't do anything unless we get down there. response:	Yes?
context: B-Brother! Look!\Is there something under here?\You're the one who used to hang out here. Don't you know?\I never knew he had an underground room.\And it seems to be on a different electrical system.\There must be a stairway to get down there...\Anyway, we can't do anything unless we get down there.\Yes? response:	What? Lights on at Hayase's laboratory?
