context: Silver Wings response:	If you believe, your dream will come true.
context: Sweet! Salty! And sweet, and salty!\It was that demonic loop!\And then, after our tummies were chilled from the ice cream,\we warmed them up with the mighty udon.\So, cold, hot, cold, hot! It just went back and forth, back and forth!\Is this an auditory hallucination?\I'm getting a flashback of Grandma and Mikako saying something like it.\If the taste keeps changing, I can't stop eating! How could you? response:	Yes. I've heard something like that before too.
context: It was that demonic loop!\And then, after our tummies were chilled from the ice cream,\we warmed them up with the mighty udon.\So, cold, hot, cold, hot! It just went back and forth, back and forth!\Is this an auditory hallucination?\I'm getting a flashback of Grandma and Mikako saying something like it.\If the taste keeps changing, I can't stop eating! How could you?\Yes. I've heard something like that before too. response:	Hina, I have to go pee-pee!
context: And then, after our tummies were chilled from the ice cream,\we warmed them up with the mighty udon.\So, cold, hot, cold, hot! It just went back and forth, back and forth!\Is this an auditory hallucination?\I'm getting a flashback of Grandma and Mikako saying something like it.\If the taste keeps changing, I can't stop eating! How could you?\Yes. I've heard something like that before too.\Hina, I have to go pee-pee! response:	Geez, this is why I told you to go when we were in the restaurant!
context: we warmed them up with the mighty udon.\So, cold, hot, cold, hot! It just went back and forth, back and forth!\Is this an auditory hallucination?\I'm getting a flashback of Grandma and Mikako saying something like it.\If the taste keeps changing, I can't stop eating! How could you?\Yes. I've heard something like that before too.\Hina, I have to go pee-pee!\Geez, this is why I told you to go when we were in the restaurant! response:	GEEZ
context: So, cold, hot, cold, hot! It just went back and forth, back and forth!\Is this an auditory hallucination?\I'm getting a flashback of Grandma and Mikako saying something like it.\If the taste keeps changing, I can't stop eating! How could you?\Yes. I've heard something like that before too.\Hina, I have to go pee-pee!\Geez, this is why I told you to go when we were in the restaurant!\GEEZ response:	OH NO
context: Is this an auditory hallucination?\I'm getting a flashback of Grandma and Mikako saying something like it.\If the taste keeps changing, I can't stop eating! How could you?\Yes. I've heard something like that before too.\Hina, I have to go pee-pee!\Geez, this is why I told you to go when we were in the restaurant!\GEEZ\OH NO response:	Pick me up! I can't walk!
context: I'm getting a flashback of Grandma and Mikako saying something like it.\If the taste keeps changing, I can't stop eating! How could you?\Yes. I've heard something like that before too.\Hina, I have to go pee-pee!\Geez, this is why I told you to go when we were in the restaurant!\GEEZ\OH NO\Pick me up! I can't walk! response:	STAGGER STAGGER
context: If the taste keeps changing, I can't stop eating! How could you?\Yes. I've heard something like that before too.\Hina, I have to go pee-pee!\Geez, this is why I told you to go when we were in the restaurant!\GEEZ\OH NO\Pick me up! I can't walk!\STAGGER STAGGER response:	H-Hold on a second. I'm sorry, Momo.
context: Yes. I've heard something like that before too.\Hina, I have to go pee-pee!\Geez, this is why I told you to go when we were in the restaurant!\GEEZ\OH NO\Pick me up! I can't walk!\STAGGER STAGGER\H-Hold on a second. I'm sorry, Momo. response:	PANT PANT
context: Hina, I have to go pee-pee!\Geez, this is why I told you to go when we were in the restaurant!\GEEZ\OH NO\Pick me up! I can't walk!\STAGGER STAGGER\H-Hold on a second. I'm sorry, Momo.\PANT PANT response:	If I exert any strength now, I think my belly will burst.
context: Geez, this is why I told you to go when we were in the restaurant!\GEEZ\OH NO\Pick me up! I can't walk!\STAGGER STAGGER\H-Hold on a second. I'm sorry, Momo.\PANT PANT\If I exert any strength now, I think my belly will burst. response:	That's how much of an emergency this is.
context: GEEZ\OH NO\Pick me up! I can't walk!\STAGGER STAGGER\H-Hold on a second. I'm sorry, Momo.\PANT PANT\If I exert any strength now, I think my belly will burst.\That's how much of an emergency this is. response:	Do you understand, Momo?
context: OH NO\Pick me up! I can't walk!\STAGGER STAGGER\H-Hold on a second. I'm sorry, Momo.\PANT PANT\If I exert any strength now, I think my belly will burst.\That's how much of an emergency this is.\Do you understand, Momo? response:	Then I'll carry her.
context: Pick me up! I can't walk!\STAGGER STAGGER\H-Hold on a second. I'm sorry, Momo.\PANT PANT\If I exert any strength now, I think my belly will burst.\That's how much of an emergency this is.\Do you understand, Momo?\Then I'll carry her. response:	Really? I'm sorry, Kiriyama.
context: STAGGER STAGGER\H-Hold on a second. I'm sorry, Momo.\PANT PANT\If I exert any strength now, I think my belly will burst.\That's how much of an emergency this is.\Do you understand, Momo?\Then I'll carry her.\Really? I'm sorry, Kiriyama. response:	I can't hold it!
context: H-Hold on a second. I'm sorry, Momo.\PANT PANT\If I exert any strength now, I think my belly will burst.\That's how much of an emergency this is.\Do you understand, Momo?\Then I'll carry her.\Really? I'm sorry, Kiriyama.\I can't hold it! response:	What, really?
context: PANT PANT\If I exert any strength now, I think my belly will burst.\That's how much of an emergency this is.\Do you understand, Momo?\Then I'll carry her.\Really? I'm sorry, Kiriyama.\I can't hold it!\What, really? response:	Momo, we're almost home!
context: If I exert any strength now, I think my belly will burst.\That's how much of an emergency this is.\Do you understand, Momo?\Then I'll carry her.\Really? I'm sorry, Kiriyama.\I can't hold it!\What, really?\Momo, we're almost home! response:	Want me to run?
context: That's how much of an emergency this is.\Do you understand, Momo?\Then I'll carry her.\Really? I'm sorry, Kiriyama.\I can't hold it!\What, really?\Momo, we're almost home!\Want me to run? response:	Then I-I'll run too.
context: Do you understand, Momo?\Then I'll carry her.\Really? I'm sorry, Kiriyama.\I can't hold it!\What, really?\Momo, we're almost home!\Want me to run?\Then I-I'll run too. response:	FULL STOMACH
context: Then I'll carry her.\Really? I'm sorry, Kiriyama.\I can't hold it!\What, really?\Momo, we're almost home!\Want me to run?\Then I-I'll run too.\FULL STOMACH response:	STAGGER STAGGER
context: Really? I'm sorry, Kiriyama.\I can't hold it!\What, really?\Momo, we're almost home!\Want me to run?\Then I-I'll run too.\FULL STOMACH\STAGGER STAGGER response:	Momo, can you hold on?
context: I can't hold it!\What, really?\Momo, we're almost home!\Want me to run?\Then I-I'll run too.\FULL STOMACH\STAGGER STAGGER\Momo, can you hold on? response:	- Do you want to use the bathroom in the park? - No! I want to go home!
context: What, really?\Momo, we're almost home!\Want me to run?\Then I-I'll run too.\FULL STOMACH\STAGGER STAGGER\Momo, can you hold on?\- Do you want to use the bathroom in the park? - No! I want to go home! response:	Okay, okay.
context: Momo, we're almost home!\Want me to run?\Then I-I'll run too.\FULL STOMACH\STAGGER STAGGER\Momo, can you hold on?\- Do you want to use the bathroom in the park? - No! I want to go home!\Okay, okay. response:	You're scared of the park bathroom, huh?
context: Want me to run?\Then I-I'll run too.\FULL STOMACH\STAGGER STAGGER\Momo, can you hold on?\- Do you want to use the bathroom in the park? - No! I want to go home!\Okay, okay.\You're scared of the park bathroom, huh? response:	That's mean, Hina!
context: Then I-I'll run too.\FULL STOMACH\STAGGER STAGGER\Momo, can you hold on?\- Do you want to use the bathroom in the park? - No! I want to go home!\Okay, okay.\You're scared of the park bathroom, huh?\That's mean, Hina! response:	Let's hurry home.
context: FULL STOMACH\STAGGER STAGGER\Momo, can you hold on?\- Do you want to use the bathroom in the park? - No! I want to go home!\Okay, okay.\You're scared of the park bathroom, huh?\That's mean, Hina!\Let's hurry home. response:	Grandpa.
context: STAGGER STAGGER\Momo, can you hold on?\- Do you want to use the bathroom in the park? - No! I want to go home!\Okay, okay.\You're scared of the park bathroom, huh?\That's mean, Hina!\Let's hurry home.\Grandpa. response:	Yeah?
context: Momo, can you hold on?\- Do you want to use the bathroom in the park? - No! I want to go home!\Okay, okay.\You're scared of the park bathroom, huh?\That's mean, Hina!\Let's hurry home.\Grandpa.\Yeah? response:	Thank goodness.
context: - Do you want to use the bathroom in the park? - No! I want to go home!\Okay, okay.\You're scared of the park bathroom, huh?\That's mean, Hina!\Let's hurry home.\Grandpa.\Yeah?\Thank goodness. response:	Hina is smiling.
context: Okay, okay.\You're scared of the park bathroom, huh?\That's mean, Hina!\Let's hurry home.\Grandpa.\Yeah?\Thank goodness.\Hina is smiling. response:	Yeah. That's thanks to the kid.
context: You're scared of the park bathroom, huh?\That's mean, Hina!\Let's hurry home.\Grandpa.\Yeah?\Thank goodness.\Hina is smiling.\Yeah. That's thanks to the kid. response:	I'm home! Grandpa! Sis!
context: That's mean, Hina!\Let's hurry home.\Grandpa.\Yeah?\Thank goodness.\Hina is smiling.\Yeah. That's thanks to the kid.\I'm home! Grandpa! Sis! response:	Listen to this, it's amazing! What do you think it is?
context: Let's hurry home.\Grandpa.\Yeah?\Thank goodness.\Hina is smiling.\Yeah. That's thanks to the kid.\I'm home! Grandpa! Sis!\Listen to this, it's amazing! What do you think it is? response:	Kiriyama came to see me!
context: Grandpa.\Yeah?\Thank goodness.\Hina is smiling.\Yeah. That's thanks to the kid.\I'm home! Grandpa! Sis!\Listen to this, it's amazing! What do you think it is?\Kiriyama came to see me! response:	In Kyoto!
context: Yeah?\Thank goodness.\Hina is smiling.\Yeah. That's thanks to the kid.\I'm home! Grandpa! Sis!\Listen to this, it's amazing! What do you think it is?\Kiriyama came to see me!\In Kyoto! response:	What, seriously?
context: Thank goodness.\Hina is smiling.\Yeah. That's thanks to the kid.\I'm home! Grandpa! Sis!\Listen to this, it's amazing! What do you think it is?\Kiriyama came to see me!\In Kyoto!\What, seriously? response:	So I was in Kamogawa and that's where he showed up.
context: Hina is smiling.\Yeah. That's thanks to the kid.\I'm home! Grandpa! Sis!\Listen to this, it's amazing! What do you think it is?\Kiriyama came to see me!\In Kyoto!\What, seriously?\So I was in Kamogawa and that's where he showed up. response:	What?
context: Yeah. That's thanks to the kid.\I'm home! Grandpa! Sis!\Listen to this, it's amazing! What do you think it is?\Kiriyama came to see me!\In Kyoto!\What, seriously?\So I was in Kamogawa and that's where he showed up.\What? response:	And he gave me medicine and pudding!
context: I'm home! Grandpa! Sis!\Listen to this, it's amazing! What do you think it is?\Kiriyama came to see me!\In Kyoto!\What, seriously?\So I was in Kamogawa and that's where he showed up.\What?\And he gave me medicine and pudding! response:	No way!
context: Listen to this, it's amazing! What do you think it is?\Kiriyama came to see me!\In Kyoto!\What, seriously?\So I was in Kamogawa and that's where he showed up.\What?\And he gave me medicine and pudding!\No way! response:	Isn't that incredible? He found me!
context: Kiriyama came to see me!\In Kyoto!\What, seriously?\So I was in Kamogawa and that's where he showed up.\What?\And he gave me medicine and pudding!\No way!\Isn't that incredible? He found me! response:	Just by knowing when I had free time and the location!
context: In Kyoto!\What, seriously?\So I was in Kamogawa and that's where he showed up.\What?\And he gave me medicine and pudding!\No way!\Isn't that incredible? He found me!\Just by knowing when I had free time and the location! response:	We didn't even plan to meet up!
context: What, seriously?\So I was in Kamogawa and that's where he showed up.\What?\And he gave me medicine and pudding!\No way!\Isn't that incredible? He found me!\Just by knowing when I had free time and the location!\We didn't even plan to meet up! response:	This is no good.
context: So I was in Kamogawa and that's where he showed up.\What?\And he gave me medicine and pudding!\No way!\Isn't that incredible? He found me!\Just by knowing when I had free time and the location!\We didn't even plan to meet up!\This is no good. response:	It's making me dizzy.
context: What?\And he gave me medicine and pudding!\No way!\Isn't that incredible? He found me!\Just by knowing when I had free time and the location!\We didn't even plan to meet up!\This is no good.\It's making me dizzy. response:	HNNG
context: And he gave me medicine and pudding!\No way!\Isn't that incredible? He found me!\Just by knowing when I had free time and the location!\We didn't even plan to meet up!\This is no good.\It's making me dizzy.\HNNG response:	DIZZY DIZZY
context: No way!\Isn't that incredible? He found me!\Just by knowing when I had free time and the location!\We didn't even plan to meet up!\This is no good.\It's making me dizzy.\HNNG\DIZZY DIZZY response:	Then, let's not.
context: Isn't that incredible? He found me!\Just by knowing when I had free time and the location!\We didn't even plan to meet up!\This is no good.\It's making me dizzy.\HNNG\DIZZY DIZZY\Then, let's not. response:	You don't have to do it.
context: Just by knowing when I had free time and the location!\We didn't even plan to meet up!\This is no good.\It's making me dizzy.\HNNG\DIZZY DIZZY\Then, let's not.\You don't have to do it. response:	Yeah.
context: We didn't even plan to meet up!\This is no good.\It's making me dizzy.\HNNG\DIZZY DIZZY\Then, let's not.\You don't have to do it.\Yeah. response:	With that jacket on, I don't think anyone will recognize you if they're just walking by.
context: This is no good.\It's making me dizzy.\HNNG\DIZZY DIZZY\Then, let's not.\You don't have to do it.\Yeah.\With that jacket on, I don't think anyone will recognize you if they're just walking by. response:	Right.
context: It's making me dizzy.\HNNG\DIZZY DIZZY\Then, let's not.\You don't have to do it.\Yeah.\With that jacket on, I don't think anyone will recognize you if they're just walking by.\Right. response:	Even though it's called free time,
context: HNNG\DIZZY DIZZY\Then, let's not.\You don't have to do it.\Yeah.\With that jacket on, I don't think anyone will recognize you if they're just walking by.\Right.\Even though it's called free time, response:	I think they frown upon spending it with students from other schools.
context: DIZZY DIZZY\Then, let's not.\You don't have to do it.\Yeah.\With that jacket on, I don't think anyone will recognize you if they're just walking by.\Right.\Even though it's called free time,\I think they frown upon spending it with students from other schools. response:	How's your stomach? Does it hurt?
context: Then, let's not.\You don't have to do it.\Yeah.\With that jacket on, I don't think anyone will recognize you if they're just walking by.\Right.\Even though it's called free time,\I think they frown upon spending it with students from other schools.\How's your stomach? Does it hurt? response:	No, it's fine now.
context: You don't have to do it.\Yeah.\With that jacket on, I don't think anyone will recognize you if they're just walking by.\Right.\Even though it's called free time,\I think they frown upon spending it with students from other schools.\How's your stomach? Does it hurt?\No, it's fine now. response:	But I couldn't eat.
context: Yeah.\With that jacket on, I don't think anyone will recognize you if they're just walking by.\Right.\Even though it's called free time,\I think they frown upon spending it with students from other schools.\How's your stomach? Does it hurt?\No, it's fine now.\But I couldn't eat. response:	I see.
context: With that jacket on, I don't think anyone will recognize you if they're just walking by.\Right.\Even though it's called free time,\I think they frown upon spending it with students from other schools.\How's your stomach? Does it hurt?\No, it's fine now.\But I couldn't eat.\I see. response:	I thought that might be the case,
context: Right.\Even though it's called free time,\I think they frown upon spending it with students from other schools.\How's your stomach? Does it hurt?\No, it's fine now.\But I couldn't eat.\I see.\I thought that might be the case, response:	so I bought some things at the station.
context: Even though it's called free time,\I think they frown upon spending it with students from other schools.\How's your stomach? Does it hurt?\No, it's fine now.\But I couldn't eat.\I see.\I thought that might be the case,\so I bought some things at the station. response:	I've got pudding, peach jelly, apple juice, castella...
context: I think they frown upon spending it with students from other schools.\How's your stomach? Does it hurt?\No, it's fine now.\But I couldn't eat.\I see.\I thought that might be the case,\so I bought some things at the station.\I've got pudding, peach jelly, apple juice, castella... response:	Do you think you can have any of these?
context: How's your stomach? Does it hurt?\No, it's fine now.\But I couldn't eat.\I see.\I thought that might be the case,\so I bought some things at the station.\I've got pudding, peach jelly, apple juice, castella...\Do you think you can have any of these? response:	PEACH JELLY PUDDING
context: No, it's fine now.\But I couldn't eat.\I see.\I thought that might be the case,\so I bought some things at the station.\I've got pudding, peach jelly, apple juice, castella...\Do you think you can have any of these?\PEACH JELLY PUDDING response:	APPLE JUICE CASTELLA
context: But I couldn't eat.\I see.\I thought that might be the case,\so I bought some things at the station.\I've got pudding, peach jelly, apple juice, castella...\Do you think you can have any of these?\PEACH JELLY PUDDING\APPLE JUICE CASTELLA response:	Then... the pudding.
context: I see.\I thought that might be the case,\so I bought some things at the station.\I've got pudding, peach jelly, apple juice, castella...\Do you think you can have any of these?\PEACH JELLY PUDDING\APPLE JUICE CASTELLA\Then... the pudding. response:	Okay.
context: I thought that might be the case,\so I bought some things at the station.\I've got pudding, peach jelly, apple juice, castella...\Do you think you can have any of these?\PEACH JELLY PUDDING\APPLE JUICE CASTELLA\Then... the pudding.\Okay. response:	Spoon, spoon...
context: so I bought some things at the station.\I've got pudding, peach jelly, apple juice, castella...\Do you think you can have any of these?\PEACH JELLY PUDDING\APPLE JUICE CASTELLA\Then... the pudding.\Okay.\Spoon, spoon... response:	It's good.
context: I've got pudding, peach jelly, apple juice, castella...\Do you think you can have any of these?\PEACH JELLY PUDDING\APPLE JUICE CASTELLA\Then... the pudding.\Okay.\Spoon, spoon...\It's good. response:	You're supposed to take this medicine between meals,
context: Do you think you can have any of these?\PEACH JELLY PUDDING\APPLE JUICE CASTELLA\Then... the pudding.\Okay.\Spoon, spoon...\It's good.\You're supposed to take this medicine between meals, response:	so you should take it after you're done sightseeing at the next place, Ginkakuji.
context: PEACH JELLY PUDDING\APPLE JUICE CASTELLA\Then... the pudding.\Okay.\Spoon, spoon...\It's good.\You're supposed to take this medicine between meals,\so you should take it after you're done sightseeing at the next place, Ginkakuji. response:	How did you know the next place is Ginkakuji?
context: APPLE JUICE CASTELLA\Then... the pudding.\Okay.\Spoon, spoon...\It's good.\You're supposed to take this medicine between meals,\so you should take it after you're done sightseeing at the next place, Ginkakuji.\How did you know the next place is Ginkakuji? response:	What? It said on your trip itinerary.
context: Then... the pudding.\Okay.\Spoon, spoon...\It's good.\You're supposed to take this medicine between meals,\so you should take it after you're done sightseeing at the next place, Ginkakuji.\How did you know the next place is Ginkakuji?\What? It said on your trip itinerary. response:	But you only saw it for a moment.
context: Okay.\Spoon, spoon...\It's good.\You're supposed to take this medicine between meals,\so you should take it after you're done sightseeing at the next place, Ginkakuji.\How did you know the next place is Ginkakuji?\What? It said on your trip itinerary.\But you only saw it for a moment. response:	A moment is enough for me to remember.
context: Spoon, spoon...\It's good.\You're supposed to take this medicine between meals,\so you should take it after you're done sightseeing at the next place, Ginkakuji.\How did you know the next place is Ginkakuji?\What? It said on your trip itinerary.\But you only saw it for a moment.\A moment is enough for me to remember. response:	Professional shogi players have remarkable memories.
context: It's good.\You're supposed to take this medicine between meals,\so you should take it after you're done sightseeing at the next place, Ginkakuji.\How did you know the next place is Ginkakuji?\What? It said on your trip itinerary.\But you only saw it for a moment.\A moment is enough for me to remember.\Professional shogi players have remarkable memories. response:	I was on a river bank in an unfamiliar town,
context: You're supposed to take this medicine between meals,\so you should take it after you're done sightseeing at the next place, Ginkakuji.\How did you know the next place is Ginkakuji?\What? It said on your trip itinerary.\But you only saw it for a moment.\A moment is enough for me to remember.\Professional shogi players have remarkable memories.\I was on a river bank in an unfamiliar town, response:	but just Rei sitting by my side...
context: so you should take it after you're done sightseeing at the next place, Ginkakuji.\How did you know the next place is Ginkakuji?\What? It said on your trip itinerary.\But you only saw it for a moment.\A moment is enough for me to remember.\Professional shogi players have remarkable memories.\I was on a river bank in an unfamiliar town,\but just Rei sitting by my side... response:	And the medicine was really effective!
context: How did you know the next place is Ginkakuji?\What? It said on your trip itinerary.\But you only saw it for a moment.\A moment is enough for me to remember.\Professional shogi players have remarkable memories.\I was on a river bank in an unfamiliar town,\but just Rei sitting by my side...\And the medicine was really effective! response:	I was able to eat dinner afterwards.
context: What? It said on your trip itinerary.\But you only saw it for a moment.\A moment is enough for me to remember.\Professional shogi players have remarkable memories.\I was on a river bank in an unfamiliar town,\but just Rei sitting by my side...\And the medicine was really effective!\I was able to eat dinner afterwards. response:	Oh, that's right! Rei, how did your match go?
context: But you only saw it for a moment.\A moment is enough for me to remember.\Professional shogi players have remarkable memories.\I was on a river bank in an unfamiliar town,\but just Rei sitting by my side...\And the medicine was really effective!\I was able to eat dinner afterwards.\Oh, that's right! Rei, how did your match go? response:	Oh, I won.
context: A moment is enough for me to remember.\Professional shogi players have remarkable memories.\I was on a river bank in an unfamiliar town,\but just Rei sitting by my side...\And the medicine was really effective!\I was able to eat dinner afterwards.\Oh, that's right! Rei, how did your match go?\Oh, I won. response:	You won? Really? That's amazing! So you're the Newcomer King?
context: Professional shogi players have remarkable memories.\I was on a river bank in an unfamiliar town,\but just Rei sitting by my side...\And the medicine was really effective!\I was able to eat dinner afterwards.\Oh, that's right! Rei, how did your match go?\Oh, I won.\You won? Really? That's amazing! So you're the Newcomer King? response:	Yeah, I'm the Newcomer King.
context: I was on a river bank in an unfamiliar town,\but just Rei sitting by my side...\And the medicine was really effective!\I was able to eat dinner afterwards.\Oh, that's right! Rei, how did your match go?\Oh, I won.\You won? Really? That's amazing! So you're the Newcomer King?\Yeah, I'm the Newcomer King. response:	I was relaxed, like I was in a familiar place.
context: but just Rei sitting by my side...\And the medicine was really effective!\I was able to eat dinner afterwards.\Oh, that's right! Rei, how did your match go?\Oh, I won.\You won? Really? That's amazing! So you're the Newcomer King?\Yeah, I'm the Newcomer King.\I was relaxed, like I was in a familiar place. response:	I see.
context: And the medicine was really effective!\I was able to eat dinner afterwards.\Oh, that's right! Rei, how did your match go?\Oh, I won.\You won? Really? That's amazing! So you're the Newcomer King?\Yeah, I'm the Newcomer King.\I was relaxed, like I was in a familiar place.\I see. response:	The medicine worked, huh?
context: I was able to eat dinner afterwards.\Oh, that's right! Rei, how did your match go?\Oh, I won.\You won? Really? That's amazing! So you're the Newcomer King?\Yeah, I'm the Newcomer King.\I was relaxed, like I was in a familiar place.\I see.\The medicine worked, huh? response:	Oh, I shouldn't have run after all.
context: Oh, that's right! Rei, how did your match go?\Oh, I won.\You won? Really? That's amazing! So you're the Newcomer King?\Yeah, I'm the Newcomer King.\I was relaxed, like I was in a familiar place.\I see.\The medicine worked, huh?\Oh, I shouldn't have run after all. response:	I'm happy for you, Hina.
context: Oh, I won.\You won? Really? That's amazing! So you're the Newcomer King?\Yeah, I'm the Newcomer King.\I was relaxed, like I was in a familiar place.\I see.\The medicine worked, huh?\Oh, I shouldn't have run after all.\I'm happy for you, Hina. response:	It's not good to run on a full stomach.
context: You won? Really? That's amazing! So you're the Newcomer King?\Yeah, I'm the Newcomer King.\I was relaxed, like I was in a familiar place.\I see.\The medicine worked, huh?\Oh, I shouldn't have run after all.\I'm happy for you, Hina.\It's not good to run on a full stomach. response:	Rei, my stomach hurts.
context: Yeah, I'm the Newcomer King.\I was relaxed, like I was in a familiar place.\I see.\The medicine worked, huh?\Oh, I shouldn't have run after all.\I'm happy for you, Hina.\It's not good to run on a full stomach.\Rei, my stomach hurts. response:	You ate too much.
context: I was relaxed, like I was in a familiar place.\I see.\The medicine worked, huh?\Oh, I shouldn't have run after all.\I'm happy for you, Hina.\It's not good to run on a full stomach.\Rei, my stomach hurts.\You ate too much. response:	Come on, Momo, we're almost there. Hang on!
context: I see.\The medicine worked, huh?\Oh, I shouldn't have run after all.\I'm happy for you, Hina.\It's not good to run on a full stomach.\Rei, my stomach hurts.\You ate too much.\Come on, Momo, we're almost there. Hang on! response:	River Scenery
context: The medicine worked, huh?\Oh, I shouldn't have run after all.\I'm happy for you, Hina.\It's not good to run on a full stomach.\Rei, my stomach hurts.\You ate too much.\Come on, Momo, we're almost there. Hang on!\River Scenery response:	Next Episode Preview
context: Oh, I shouldn't have run after all.\I'm happy for you, Hina.\It's not good to run on a full stomach.\Rei, my stomach hurts.\You ate too much.\Come on, Momo, we're almost there. Hang on!\River Scenery\Next Episode Preview response:	Episode 33
context: I'm happy for you, Hina.\It's not good to run on a full stomach.\Rei, my stomach hurts.\You ate too much.\Come on, Momo, we're almost there. Hang on!\River Scenery\Next Episode Preview\Episode 33 response:	A toast to Kiriyama, for winning the title of Newcomer King.
context: It's not good to run on a full stomach.\Rei, my stomach hurts.\You ate too much.\Come on, Momo, we're almost there. Hang on!\River Scenery\Next Episode Preview\Episode 33\A toast to Kiriyama, for winning the title of Newcomer King. response:	Cheers!
context: Rei, my stomach hurts.\You ate too much.\Come on, Momo, we're almost there. Hang on!\River Scenery\Next Episode Preview\Episode 33\A toast to Kiriyama, for winning the title of Newcomer King.\Cheers! response:	A match to celebrate?
context: You ate too much.\Come on, Momo, we're almost there. Hang on!\River Scenery\Next Episode Preview\Episode 33\A toast to Kiriyama, for winning the title of Newcomer King.\Cheers!\A match to celebrate? response:	With Meijin Souya?
context: Come on, Momo, we're almost there. Hang on!\River Scenery\Next Episode Preview\Episode 33\A toast to Kiriyama, for winning the title of Newcomer King.\Cheers!\A match to celebrate?\With Meijin Souya? response:	We're going to make it big and grand! Like boom-bam!
context: River Scenery\Next Episode Preview\Episode 33\A toast to Kiriyama, for winning the title of Newcomer King.\Cheers!\A match to celebrate?\With Meijin Souya?\We're going to make it big and grand! Like boom-bam! response:	But what should we do about this year's Kishou Championship?
context: Next Episode Preview\Episode 33\A toast to Kiriyama, for winning the title of Newcomer King.\Cheers!\A match to celebrate?\With Meijin Souya?\We're going to make it big and grand! Like boom-bam!\But what should we do about this year's Kishou Championship? response:	ILLUSTRATION: HITOSHI IWAAKI
context: Episode 33\A toast to Kiriyama, for winning the title of Newcomer King.\Cheers!\A match to celebrate?\With Meijin Souya?\We're going to make it big and grand! Like boom-bam!\But what should we do about this year's Kishou Championship?\ILLUSTRATION: HITOSHI IWAAKI response:	Don't miss the next episode!
context: A toast to Kiriyama, for winning the title of Newcomer King.\Cheers!\A match to celebrate?\With Meijin Souya?\We're going to make it big and grand! Like boom-bam!\But what should we do about this year's Kishou Championship?\ILLUSTRATION: HITOSHI IWAAKI\Don't miss the next episode! response:	Everyone watch out for that demonic loop!
context: Cheers!\A match to celebrate?\With Meijin Souya?\We're going to make it big and grand! Like boom-bam!\But what should we do about this year's Kishou Championship?\ILLUSTRATION: HITOSHI IWAAKI\Don't miss the next episode!\Everyone watch out for that demonic loop! response:	- Sweet! - Salty!
context: A match to celebrate?\With Meijin Souya?\We're going to make it big and grand! Like boom-bam!\But what should we do about this year's Kishou Championship?\ILLUSTRATION: HITOSHI IWAAKI\Don't miss the next episode!\Everyone watch out for that demonic loop!\- Sweet! - Salty! response:	And then sweet again.
