context: Everyone here is out playing around at night. response:	Which means...
context: The clones should go back, shouldn't they?\Can't we just wait for them to disappear?\That's the second problem.\If they cloned themselves before the program was changed...\Then...\Ignorant fools. You've finally realized?\Of course, you're grand nobility, Otonashi - san.\Now, if she knew we'd come after her and started making clones, response:	then came down here to lure us in...
context: Can't we just wait for them to disappear?\That's the second problem.\If they cloned themselves before the program was changed...\Then...\Ignorant fools. You've finally realized?\Of course, you're grand nobility, Otonashi - san.\Now, if she knew we'd come after her and started making clones,\then came down here to lure us in... response:	Then...
context: That's the second problem.\If they cloned themselves before the program was changed...\Then...\Ignorant fools. You've finally realized?\Of course, you're grand nobility, Otonashi - san.\Now, if she knew we'd come after her and started making clones,\then came down here to lure us in...\Then... response:	Trap.
context: If they cloned themselves before the program was changed...\Then...\Ignorant fools. You've finally realized?\Of course, you're grand nobility, Otonashi - san.\Now, if she knew we'd come after her and started making clones,\then came down here to lure us in...\Then...\Trap. response:	Right, a trap.
context: Then...\Ignorant fools. You've finally realized?\Of course, you're grand nobility, Otonashi - san.\Now, if she knew we'd come after her and started making clones,\then came down here to lure us in...\Then...\Trap.\Right, a trap. response:	There are already two behind us.
context: Ignorant fools. You've finally realized?\Of course, you're grand nobility, Otonashi - san.\Now, if she knew we'd come after her and started making clones,\then came down here to lure us in...\Then...\Trap.\Right, a trap.\There are already two behind us. response:	They won't disappear.
context: Of course, you're grand nobility, Otonashi - san.\Now, if she knew we'd come after her and started making clones,\then came down here to lure us in...\Then...\Trap.\Right, a trap.\There are already two behind us.\They won't disappear. response:	You can't win against them.
context: Now, if she knew we'd come after her and started making clones,\then came down here to lure us in...\Then...\Trap.\Right, a trap.\There are already two behind us.\They won't disappear.\You can't win against them. response:	And there are probably countless below.
context: then came down here to lure us in...\Then...\Trap.\Right, a trap.\There are already two behind us.\They won't disappear.\You can't win against them.\And there are probably countless below. response:	So we're sealed in.
context: Then...\Trap.\Right, a trap.\There are already two behind us.\They won't disappear.\You can't win against them.\And there are probably countless below.\So we're sealed in. response:	And we can't replenish our ammunition.
context: Trap.\Right, a trap.\There are already two behind us.\They won't disappear.\You can't win against them.\And there are probably countless below.\So we're sealed in.\And we can't replenish our ammunition. response:	So we're just waiting to be taken out?
context: Right, a trap.\There are already two behind us.\They won't disappear.\You can't win against them.\And there are probably countless below.\So we're sealed in.\And we can't replenish our ammunition.\So we're just waiting to be taken out? response:	What does she plan to do with us?
context: There are already two behind us.\They won't disappear.\You can't win against them.\And there are probably countless below.\So we're sealed in.\And we can't replenish our ammunition.\So we're just waiting to be taken out?\What does she plan to do with us? response:	When it comes down to it, she wants us to obey the rules.
context: They won't disappear.\You can't win against them.\And there are probably countless below.\So we're sealed in.\And we can't replenish our ammunition.\So we're just waiting to be taken out?\What does she plan to do with us?\When it comes down to it, she wants us to obey the rules. response:	That's her mission.
context: You can't win against them.\And there are probably countless below.\So we're sealed in.\And we can't replenish our ammunition.\So we're just waiting to be taken out?\What does she plan to do with us?\When it comes down to it, she wants us to obey the rules.\That's her mission. response:	She just wants us to disappear?
context: And there are probably countless below.\So we're sealed in.\And we can't replenish our ammunition.\So we're just waiting to be taken out?\What does she plan to do with us?\When it comes down to it, she wants us to obey the rules.\That's her mission.\She just wants us to disappear? response:	A perfect plan to get rid of us.
context: So we're sealed in.\And we can't replenish our ammunition.\So we're just waiting to be taken out?\What does she plan to do with us?\When it comes down to it, she wants us to obey the rules.\That's her mission.\She just wants us to disappear?\A perfect plan to get rid of us. response:	Let's go.
context: And we can't replenish our ammunition.\So we're just waiting to be taken out?\What does she plan to do with us?\When it comes down to it, she wants us to obey the rules.\That's her mission.\She just wants us to disappear?\A perfect plan to get rid of us.\Let's go. response:	And here's another.
context: So we're just waiting to be taken out?\What does she plan to do with us?\When it comes down to it, she wants us to obey the rules.\That's her mission.\She just wants us to disappear?\A perfect plan to get rid of us.\Let's go.\And here's another. response:	A third one?
context: What does she plan to do with us?\When it comes down to it, she wants us to obey the rules.\That's her mission.\She just wants us to disappear?\A perfect plan to get rid of us.\Let's go.\And here's another.\A third one? response:	It's a waste of ammo.
context: When it comes down to it, she wants us to obey the rules.\That's her mission.\She just wants us to disappear?\A perfect plan to get rid of us.\Let's go.\And here's another.\A third one?\It's a waste of ammo. response:	What are you going to do?
context: That's her mission.\She just wants us to disappear?\A perfect plan to get rid of us.\Let's go.\And here's another.\A third one?\It's a waste of ammo.\What are you going to do? response:	Matsushita 5th Dan!
context: She just wants us to disappear?\A perfect plan to get rid of us.\Let's go.\And here's another.\A third one?\It's a waste of ammo.\What are you going to do?\Matsushita 5th Dan! response:	Go! Go while I'm still alive!
context: A perfect plan to get rid of us.\Let's go.\And here's another.\A third one?\It's a waste of ammo.\What are you going to do?\Matsushita 5th Dan!\Go! Go while I'm still alive! response:	What's with that line, acting like some cool guy on the brink of death?!
context: Let's go.\And here's another.\A third one?\It's a waste of ammo.\What are you going to do?\Matsushita 5th Dan!\Go! Go while I'm still alive!\What's with that line, acting like some cool guy on the brink of death?! response:	Hurry!
context: And here's another.\A third one?\It's a waste of ammo.\What are you going to do?\Matsushita 5th Dan!\Go! Go while I'm still alive!\What's with that line, acting like some cool guy on the brink of death?!\Hurry! response:	Let's go while we can!
context: A third one?\It's a waste of ammo.\What are you going to do?\Matsushita 5th Dan!\Go! Go while I'm still alive!\What's with that line, acting like some cool guy on the brink of death?!\Hurry!\Let's go while we can! response:	Hold on, Matsushita 5th Dan!
context: It's a waste of ammo.\What are you going to do?\Matsushita 5th Dan!\Go! Go while I'm still alive!\What's with that line, acting like some cool guy on the brink of death?!\Hurry!\Let's go while we can!\Hold on, Matsushita 5th Dan! response:	I'll leave the rest to you...
context: What are you going to do?\Matsushita 5th Dan!\Go! Go while I'm still alive!\What's with that line, acting like some cool guy on the brink of death?!\Hurry!\Let's go while we can!\Hold on, Matsushita 5th Dan!\I'll leave the rest to you... response:	Everyone...
context: Matsushita 5th Dan!\Go! Go while I'm still alive!\What's with that line, acting like some cool guy on the brink of death?!\Hurry!\Let's go while we can!\Hold on, Matsushita 5th Dan!\I'll leave the rest to you...\Everyone... response:	We won't let Matsushita - kun's sacrifice go to waste.
context: Go! Go while I'm still alive!\What's with that line, acting like some cool guy on the brink of death?!\Hurry!\Let's go while we can!\Hold on, Matsushita 5th Dan!\I'll leave the rest to you...\Everyone...\We won't let Matsushita - kun's sacrifice go to waste. response:	Thanks to him, we know that that's the best way to move forward.
context: What's with that line, acting like some cool guy on the brink of death?!\Hurry!\Let's go while we can!\Hold on, Matsushita 5th Dan!\I'll leave the rest to you...\Everyone...\We won't let Matsushita - kun's sacrifice go to waste.\Thanks to him, we know that that's the best way to move forward. response:	Angel is small, so that's the best way to stop her from moving.
context: Hurry!\Let's go while we can!\Hold on, Matsushita 5th Dan!\I'll leave the rest to you...\Everyone...\We won't let Matsushita - kun's sacrifice go to waste.\Thanks to him, we know that that's the best way to move forward.\Angel is small, so that's the best way to stop her from moving. response:	Even if she's stupidly strong, a Judo pin will hold her down.
context: Let's go while we can!\Hold on, Matsushita 5th Dan!\I'll leave the rest to you...\Everyone...\We won't let Matsushita - kun's sacrifice go to waste.\Thanks to him, we know that that's the best way to move forward.\Angel is small, so that's the best way to stop her from moving.\Even if she's stupidly strong, a Judo pin will hold her down. response:	It looks like we can finally use what he taught us.
context: Hold on, Matsushita 5th Dan!\I'll leave the rest to you...\Everyone...\We won't let Matsushita - kun's sacrifice go to waste.\Thanks to him, we know that that's the best way to move forward.\Angel is small, so that's the best way to stop her from moving.\Even if she's stupidly strong, a Judo pin will hold her down.\It looks like we can finally use what he taught us. response:	In other words, for each clone, one of us will be sacrificed and the rest will move on.
context: I'll leave the rest to you...\Everyone...\We won't let Matsushita - kun's sacrifice go to waste.\Thanks to him, we know that that's the best way to move forward.\Angel is small, so that's the best way to stop her from moving.\Even if she's stupidly strong, a Judo pin will hold her down.\It looks like we can finally use what he taught us.\In other words, for each clone, one of us will be sacrificed and the rest will move on. response:	Sacrifice one and move on?
context: Everyone...\We won't let Matsushita - kun's sacrifice go to waste.\Thanks to him, we know that that's the best way to move forward.\Angel is small, so that's the best way to stop her from moving.\Even if she's stupidly strong, a Judo pin will hold her down.\It looks like we can finally use what he taught us.\In other words, for each clone, one of us will be sacrificed and the rest will move on.\Sacrifice one and move on? response:	And if we can save the original, we can save everyone.
context: We won't let Matsushita - kun's sacrifice go to waste.\Thanks to him, we know that that's the best way to move forward.\Angel is small, so that's the best way to stop her from moving.\Even if she's stupidly strong, a Judo pin will hold her down.\It looks like we can finally use what he taught us.\In other words, for each clone, one of us will be sacrificed and the rest will move on.\Sacrifice one and move on?\And if we can save the original, we can save everyone. response:	Let's hurry.
context: Thanks to him, we know that that's the best way to move forward.\Angel is small, so that's the best way to stop her from moving.\Even if she's stupidly strong, a Judo pin will hold her down.\It looks like we can finally use what he taught us.\In other words, for each clone, one of us will be sacrificed and the rest will move on.\Sacrifice one and move on?\And if we can save the original, we can save everyone.\Let's hurry. response:	A fourth clone!
context: Angel is small, so that's the best way to stop her from moving.\Even if she's stupidly strong, a Judo pin will hold her down.\It looks like we can finally use what he taught us.\In other words, for each clone, one of us will be sacrificed and the rest will move on.\Sacrifice one and move on?\And if we can save the original, we can save everyone.\Let's hurry.\A fourth clone! response:	It's my turn.
context: Even if she's stupidly strong, a Judo pin will hold her down.\It looks like we can finally use what he taught us.\In other words, for each clone, one of us will be sacrificed and the rest will move on.\Sacrifice one and move on?\And if we can save the original, we can save everyone.\Let's hurry.\A fourth clone!\It's my turn. response:	Get chance and luck!
context: It looks like we can finally use what he taught us.\In other words, for each clone, one of us will be sacrificed and the rest will move on.\Sacrifice one and move on?\And if we can save the original, we can save everyone.\Let's hurry.\A fourth clone!\It's my turn.\Get chance and luck! response:	What's with this last - chapter - of - a - shonen - manga scenario?!
context: In other words, for each clone, one of us will be sacrificed and the rest will move on.\Sacrifice one and move on?\And if we can save the original, we can save everyone.\Let's hurry.\A fourth clone!\It's my turn.\Get chance and luck!\What's with this last - chapter - of - a - shonen - manga scenario?! response:	Doesn't matter. Let's go!
context: Sacrifice one and move on?\And if we can save the original, we can save everyone.\Let's hurry.\A fourth clone!\It's my turn.\Get chance and luck!\What's with this last - chapter - of - a - shonen - manga scenario?!\Doesn't matter. Let's go! response:	It appears the time has come to show this body.
context: And if we can save the original, we can save everyone.\Let's hurry.\A fourth clone!\It's my turn.\Get chance and luck!\What's with this last - chapter - of - a - shonen - manga scenario?!\Doesn't matter. Let's go!\It appears the time has come to show this body. response:	Takamatsu!!
context: Let's hurry.\A fourth clone!\It's my turn.\Get chance and luck!\What's with this last - chapter - of - a - shonen - manga scenario?!\Doesn't matter. Let's go!\It appears the time has come to show this body.\Takamatsu!! response:	Like I'm gonna let myself get scared here!
context: A fourth clone!\It's my turn.\Get chance and luck!\What's with this last - chapter - of - a - shonen - manga scenario?!\Doesn't matter. Let's go!\It appears the time has come to show this body.\Takamatsu!!\Like I'm gonna let myself get scared here! response:	Fujimaki!!
context: It's my turn.\Get chance and luck!\What's with this last - chapter - of - a - shonen - manga scenario?!\Doesn't matter. Let's go!\It appears the time has come to show this body.\Takamatsu!!\Like I'm gonna let myself get scared here!\Fujimaki!! response:	So shallow...
context: Get chance and luck!\What's with this last - chapter - of - a - shonen - manga scenario?!\Doesn't matter. Let's go!\It appears the time has come to show this body.\Takamatsu!!\Like I'm gonna let myself get scared here!\Fujimaki!!\So shallow... response:	So shallow!
context: What's with this last - chapter - of - a - shonen - manga scenario?!\Doesn't matter. Let's go!\It appears the time has come to show this body.\Takamatsu!!\Like I'm gonna let myself get scared here!\Fujimaki!!\So shallow...\So shallow! response:	Shiina!!
context: Doesn't matter. Let's go!\It appears the time has come to show this body.\Takamatsu!!\Like I'm gonna let myself get scared here!\Fujimaki!!\So shallow...\So shallow!\Shiina!! response:	Now, you will realize...
context: It appears the time has come to show this body.\Takamatsu!!\Like I'm gonna let myself get scared here!\Fujimaki!!\So shallow...\So shallow!\Shiina!!\Now, you will realize... response:	You are a clown.
context: Takamatsu!!\Like I'm gonna let myself get scared here!\Fujimaki!!\So shallow...\So shallow!\Shiina!!\Now, you will realize...\You are a clown. response:	Look, in that dark corner, a lonely girl is calling out to you.
context: Like I'm gonna let myself get scared here!\Fujimaki!!\So shallow...\So shallow!\Shiina!!\Now, you will realize...\You are a clown.\Look, in that dark corner, a lonely girl is calling out to you. response:	It's true, that won't do!
context: Fujimaki!!\So shallow...\So shallow!\Shiina!!\Now, you will realize...\You are a clown.\Look, in that dark corner, a lonely girl is calling out to you.\It's true, that won't do! response:	Let me make you laugh
context: So shallow...\So shallow!\Shiina!!\Now, you will realize...\You are a clown.\Look, in that dark corner, a lonely girl is calling out to you.\It's true, that won't do!\Let me make you laugh response:	Oyama!!
context: So shallow!\Shiina!!\Now, you will realize...\You are a clown.\Look, in that dark corner, a lonely girl is calling out to you.\It's true, that won't do!\Let me make you laugh\Oyama!! response:	You're horrible...
context: Shiina!!\Now, you will realize...\You are a clown.\Look, in that dark corner, a lonely girl is calling out to you.\It's true, that won't do!\Let me make you laugh\Oyama!!\You're horrible... response:	No that's not what I meant!
context: Now, you will realize...\You are a clown.\Look, in that dark corner, a lonely girl is calling out to you.\It's true, that won't do!\Let me make you laugh\Oyama!!\You're horrible...\No that's not what I meant! response:	He just misunderstood me!
context: You are a clown.\Look, in that dark corner, a lonely girl is calling out to you.\It's true, that won't do!\Let me make you laugh\Oyama!!\You're horrible...\No that's not what I meant!\He just misunderstood me! response:	Here, I'll go next!
context: Look, in that dark corner, a lonely girl is calling out to you.\It's true, that won't do!\Let me make you laugh\Oyama!!\You're horrible...\No that's not what I meant!\He just misunderstood me!\Here, I'll go next! response:	Hey, someone say something...
context: It's true, that won't do!\Let me make you laugh\Oyama!!\You're horrible...\No that's not what I meant!\He just misunderstood me!\Here, I'll go next!\Hey, someone say something... response:	I don't know his name...
context: Let me make you laugh\Oyama!!\You're horrible...\No that's not what I meant!\He just misunderstood me!\Here, I'll go next!\Hey, someone say something...\I don't know his name... response:	Let's go.
context: Oyama!!\You're horrible...\No that's not what I meant!\He just misunderstood me!\Here, I'll go next!\Hey, someone say something...\I don't know his name...\Let's go. response:	<sign: Guild Accessway B15 >
context: You're horrible...\No that's not what I meant!\He just misunderstood me!\Here, I'll go next!\Hey, someone say something...\I don't know his name...\Let's go.\<sign: Guild Accessway B15 > response:	How many is this now?
context: No that's not what I meant!\He just misunderstood me!\Here, I'll go next!\Hey, someone say something...\I don't know his name...\Let's go.\<sign: Guild Accessway B15 >\How many is this now? response:	I don't know anymore.
context: He just misunderstood me!\Here, I'll go next!\Hey, someone say something...\I don't know his name...\Let's go.\<sign: Guild Accessway B15 >\How many is this now?\I don't know anymore. response:	I'm not even counting.
context: Here, I'll go next!\Hey, someone say something...\I don't know his name...\Let's go.\<sign: Guild Accessway B15 >\How many is this now?\I don't know anymore.\I'm not even counting. response:	I'll go this time.
context: Hey, someone say something...\I don't know his name...\Let's go.\<sign: Guild Accessway B15 >\How many is this now?\I don't know anymore.\I'm not even counting.\I'll go this time. response:	Wait, it's my turn.
context: I don't know his name...\Let's go.\<sign: Guild Accessway B15 >\How many is this now?\I don't know anymore.\I'm not even counting.\I'll go this time.\Wait, it's my turn. response:	You need to survive to the end.
context: Let's go.\<sign: Guild Accessway B15 >\How many is this now?\I don't know anymore.\I'm not even counting.\I'll go this time.\Wait, it's my turn.\You need to survive to the end. response:	Why?
context: <sign: Guild Accessway B15 >\How many is this now?\I don't know anymore.\I'm not even counting.\I'll go this time.\Wait, it's my turn.\You need to survive to the end.\Why? response:	That girl's waiting for you.
context: How many is this now?\I don't know anymore.\I'm not even counting.\I'll go this time.\Wait, it's my turn.\You need to survive to the end.\Why?\That girl's waiting for you. response:	At least, that's the feeling I get.
context: I don't know anymore.\I'm not even counting.\I'll go this time.\Wait, it's my turn.\You need to survive to the end.\Why?\That girl's waiting for you.\At least, that's the feeling I get. response:	So you need to carry on.
context: I'm not even counting.\I'll go this time.\Wait, it's my turn.\You need to survive to the end.\Why?\That girl's waiting for you.\At least, that's the feeling I get.\So you need to carry on. response:	Got it?
context: I'll go this time.\Wait, it's my turn.\You need to survive to the end.\Why?\That girl's waiting for you.\At least, that's the feeling I get.\So you need to carry on.\Got it? response:	And if
context: Wait, it's my turn.\You need to survive to the end.\Why?\That girl's waiting for you.\At least, that's the feeling I get.\So you need to carry on.\Got it?\And if response:	If you're going to go, hurry up and go!!
context: You need to survive to the end.\Why?\That girl's waiting for you.\At least, that's the feeling I get.\So you need to carry on.\Got it?\And if\If you're going to go, hurry up and go!! response:	I'll follow soon, senpai!
context: Why?\That girl's waiting for you.\At least, that's the feeling I get.\So you need to carry on.\Got it?\And if\If you're going to go, hurry up and go!!\I'll follow soon, senpai! response:	I don't get it, do you like him or hate him?
context: That girl's waiting for you.\At least, that's the feeling I get.\So you need to carry on.\Got it?\And if\If you're going to go, hurry up and go!!\I'll follow soon, senpai!\I don't get it, do you like him or hate him? response:	We're here.
context: At least, that's the feeling I get.\So you need to carry on.\Got it?\And if\If you're going to go, hurry up and go!!\I'll follow soon, senpai!\I don't get it, do you like him or hate him?\We're here. response:	< sign: Guild lowest point - Ground Zero >
context: So you need to carry on.\Got it?\And if\If you're going to go, hurry up and go!!\I'll follow soon, senpai!\I don't get it, do you like him or hate him?\We're here.\< sign: Guild lowest point - Ground Zero > response:	This is where Guild was before we blew it up.
context: Got it?\And if\If you're going to go, hurry up and go!!\I'll follow soon, senpai!\I don't get it, do you like him or hate him?\We're here.\< sign: Guild lowest point - Ground Zero >\This is where Guild was before we blew it up. response:	We're going to descend straight to the lowest level.
context: And if\If you're going to go, hurry up and go!!\I'll follow soon, senpai!\I don't get it, do you like him or hate him?\We're here.\< sign: Guild lowest point - Ground Zero >\This is where Guild was before we blew it up.\We're going to descend straight to the lowest level. response:	Otonashi - kun and Yui, you look for the original.
context: If you're going to go, hurry up and go!!\I'll follow soon, senpai!\I don't get it, do you like him or hate him?\We're here.\< sign: Guild lowest point - Ground Zero >\This is where Guild was before we blew it up.\We're going to descend straight to the lowest level.\Otonashi - kun and Yui, you look for the original. response:	When you find her, get her to activate Harmonics.
context: I'll follow soon, senpai!\I don't get it, do you like him or hate him?\We're here.\< sign: Guild lowest point - Ground Zero >\This is where Guild was before we blew it up.\We're going to descend straight to the lowest level.\Otonashi - kun and Yui, you look for the original.\When you find her, get her to activate Harmonics. response:	I should fight as well.
context: I don't get it, do you like him or hate him?\We're here.\< sign: Guild lowest point - Ground Zero >\This is where Guild was before we blew it up.\We're going to descend straight to the lowest level.\Otonashi - kun and Yui, you look for the original.\When you find her, get her to activate Harmonics.\I should fight as well. response:	Hinata - kun already told you right?
context: We're here.\< sign: Guild lowest point - Ground Zero >\This is where Guild was before we blew it up.\We're going to descend straight to the lowest level.\Otonashi - kun and Yui, you look for the original.\When you find her, get her to activate Harmonics.\I should fight as well.\Hinata - kun already told you right? response:	She's waiting for you.
context: < sign: Guild lowest point - Ground Zero >\This is where Guild was before we blew it up.\We're going to descend straight to the lowest level.\Otonashi - kun and Yui, you look for the original.\When you find her, get her to activate Harmonics.\I should fight as well.\Hinata - kun already told you right?\She's waiting for you. response:	Then I'll fight.
context: This is where Guild was before we blew it up.\We're going to descend straight to the lowest level.\Otonashi - kun and Yui, you look for the original.\When you find her, get her to activate Harmonics.\I should fight as well.\Hinata - kun already told you right?\She's waiting for you.\Then I'll fight. response:	You're too weak to be of any use.
context: We're going to descend straight to the lowest level.\Otonashi - kun and Yui, you look for the original.\When you find her, get her to activate Harmonics.\I should fight as well.\Hinata - kun already told you right?\She's waiting for you.\Then I'll fight.\You're too weak to be of any use. response:	Let me try!
context: Otonashi - kun and Yui, you look for the original.\When you find her, get her to activate Harmonics.\I should fight as well.\Hinata - kun already told you right?\She's waiting for you.\Then I'll fight.\You're too weak to be of any use.\Let me try! response:	Let's go then.
context: When you find her, get her to activate Harmonics.\I should fight as well.\Hinata - kun already told you right?\She's waiting for you.\Then I'll fight.\You're too weak to be of any use.\Let me try!\Let's go then. response:	No, I'm really strong!
context: I should fight as well.\Hinata - kun already told you right?\She's waiting for you.\Then I'll fight.\You're too weak to be of any use.\Let me try!\Let's go then.\No, I'm really strong! response:	I only hope this is our last operation.
context: Hinata - kun already told you right?\She's waiting for you.\Then I'll fight.\You're too weak to be of any use.\Let me try!\Let's go then.\No, I'm really strong!\I only hope this is our last operation. response:	Yeah...
context: She's waiting for you.\Then I'll fight.\You're too weak to be of any use.\Let me try!\Let's go then.\No, I'm really strong!\I only hope this is our last operation.\Yeah... response:	Wait for me!
context: Then I'll fight.\You're too weak to be of any use.\Let me try!\Let's go then.\No, I'm really strong!\I only hope this is our last operation.\Yeah...\Wait for me! response:	Huh? Where did Yui go?
context: You're too weak to be of any use.\Let me try!\Let's go then.\No, I'm really strong!\I only hope this is our last operation.\Yeah...\Wait for me!\Huh? Where did Yui go? response:	I heard a scream for a second...
context: Let me try!\Let's go then.\No, I'm really strong!\I only hope this is our last operation.\Yeah...\Wait for me!\Huh? Where did Yui go?\I heard a scream for a second... response:	Angel got her, huh...
context: Let's go then.\No, I'm really strong!\I only hope this is our last operation.\Yeah...\Wait for me!\Huh? Where did Yui go?\I heard a scream for a second...\Angel got her, huh... response:	Such a pity.
context: No, I'm really strong!\I only hope this is our last operation.\Yeah...\Wait for me!\Huh? Where did Yui go?\I heard a scream for a second...\Angel got her, huh...\Such a pity. response:	We'll save her soon though.
context: I only hope this is our last operation.\Yeah...\Wait for me!\Huh? Where did Yui go?\I heard a scream for a second...\Angel got her, huh...\Such a pity.\We'll save her soon though. response:	We're the only two survivors again...
context: Yeah...\Wait for me!\Huh? Where did Yui go?\I heard a scream for a second...\Angel got her, huh...\Such a pity.\We'll save her soon though.\We're the only two survivors again... response:	Yeah...
context: Wait for me!\Huh? Where did Yui go?\I heard a scream for a second...\Angel got her, huh...\Such a pity.\We'll save her soon though.\We're the only two survivors again...\Yeah... response:	Same as last time.
context: Huh? Where did Yui go?\I heard a scream for a second...\Angel got her, huh...\Such a pity.\We'll save her soon though.\We're the only two survivors again...\Yeah...\Same as last time. response:	It's about time for the last one.
context: I heard a scream for a second...\Angel got her, huh...\Such a pity.\We'll save her soon though.\We're the only two survivors again...\Yeah...\Same as last time.\It's about time for the last one. response:	I hope so.
context: Angel got her, huh...\Such a pity.\We'll save her soon though.\We're the only two survivors again...\Yeah...\Same as last time.\It's about time for the last one.\I hope so. response:	Go on, stop standing around and find the original.
context: Such a pity.\We'll save her soon though.\We're the only two survivors again...\Yeah...\Same as last time.\It's about time for the last one.\I hope so.\Go on, stop standing around and find the original. response:	Okay.
context: We'll save her soon though.\We're the only two survivors again...\Yeah...\Same as last time.\It's about time for the last one.\I hope so.\Go on, stop standing around and find the original.\Okay. response:	I thought so.
context: We're the only two survivors again...\Yeah...\Same as last time.\It's about time for the last one.\I hope so.\Go on, stop standing around and find the original.\Okay.\I thought so. response:	Damn, she's tough.
context: Yeah...\Same as last time.\It's about time for the last one.\I hope so.\Go on, stop standing around and find the original.\Okay.\I thought so.\Damn, she's tough. response:	Cover your ears!
context: Same as last time.\It's about time for the last one.\I hope so.\Go on, stop standing around and find the original.\Okay.\I thought so.\Damn, she's tough.\Cover your ears! response:	Howling.
context: It's about time for the last one.\I hope so.\Go on, stop standing around and find the original.\Okay.\I thought so.\Damn, she's tough.\Cover your ears!\Howling. response:	What the hell is this?!
context: I hope so.\Go on, stop standing around and find the original.\Okay.\I thought so.\Damn, she's tough.\Cover your ears!\Howling.\What the hell is this?! response:	My ears...
context: Go on, stop standing around and find the original.\Okay.\I thought so.\Damn, she's tough.\Cover your ears!\Howling.\What the hell is this?!\My ears... response:	You didn't pass out...
context: Okay.\I thought so.\Damn, she's tough.\Cover your ears!\Howling.\What the hell is this?!\My ears...\You didn't pass out... response:	Eh? What?
context: I thought so.\Damn, she's tough.\Cover your ears!\Howling.\What the hell is this?!\My ears...\You didn't pass out...\Eh? What? response:	What did you say?
context: Damn, she's tough.\Cover your ears!\Howling.\What the hell is this?!\My ears...\You didn't pass out...\Eh? What?\What did you say? response:	I can't hear you through my earplugs.
context: Cover your ears!\Howling.\What the hell is this?!\My ears...\You didn't pass out...\Eh? What?\What did you say?\I can't hear you through my earplugs. response:	Just give it up.
context: Howling.\What the hell is this?!\My ears...\You didn't pass out...\Eh? What?\What did you say?\I can't hear you through my earplugs.\Just give it up. response:	My next knife here's going to take care of your throat.
context: What the hell is this?!\My ears...\You didn't pass out...\Eh? What?\What did you say?\I can't hear you through my earplugs.\Just give it up.\My next knife here's going to take care of your throat. response:	There she is!
context: My ears...\You didn't pass out...\Eh? What?\What did you say?\I can't hear you through my earplugs.\Just give it up.\My next knife here's going to take care of your throat.\There she is! response:	Kanade!!
context: You didn't pass out...\Eh? What?\What did you say?\I can't hear you through my earplugs.\Just give it up.\My next knife here's going to take care of your throat.\There she is!\Kanade!! response:	Kanade!
context: Eh? What?\What did you say?\I can't hear you through my earplugs.\Just give it up.\My next knife here's going to take care of your throat.\There she is!\Kanade!!\Kanade! response:	Are you okay?
context: What did you say?\I can't hear you through my earplugs.\Just give it up.\My next knife here's going to take care of your throat.\There she is!\Kanade!!\Kanade!\Are you okay? response:	Everyone in the Battlefront came here and gave their lives to find you!
context: I can't hear you through my earplugs.\Just give it up.\My next knife here's going to take care of your throat.\There she is!\Kanade!!\Kanade!\Are you okay?\Everyone in the Battlefront came here and gave their lives to find you! response:	Really?
context: Just give it up.\My next knife here's going to take care of your throat.\There she is!\Kanade!!\Kanade!\Are you okay?\Everyone in the Battlefront came here and gave their lives to find you!\Really? response:	Yes!
context: My next knife here's going to take care of your throat.\There she is!\Kanade!!\Kanade!\Are you okay?\Everyone in the Battlefront came here and gave their lives to find you!\Really?\Yes! response:	Kanade, I'm sorry to push you, but I need you to use one of your powers.
context: There she is!\Kanade!!\Kanade!\Are you okay?\Everyone in the Battlefront came here and gave their lives to find you!\Really?\Yes!\Kanade, I'm sorry to push you, but I need you to use one of your powers. response:	If you can use Harmonics again, everyone will be saved.
context: Kanade!!\Kanade!\Are you okay?\Everyone in the Battlefront came here and gave their lives to find you!\Really?\Yes!\Kanade, I'm sorry to push you, but I need you to use one of your powers.\If you can use Harmonics again, everyone will be saved. response:	I see. Alright.
context: Kanade!\Are you okay?\Everyone in the Battlefront came here and gave their lives to find you!\Really?\Yes!\Kanade, I'm sorry to push you, but I need you to use one of your powers.\If you can use Harmonics again, everyone will be saved.\I see. Alright. response:	Will your body hold out if you use it again?
context: Are you okay?\Everyone in the Battlefront came here and gave their lives to find you!\Really?\Yes!\Kanade, I'm sorry to push you, but I need you to use one of your powers.\If you can use Harmonics again, everyone will be saved.\I see. Alright.\Will your body hold out if you use it again? response:	Once should be okay.
context: Everyone in the Battlefront came here and gave their lives to find you!\Really?\Yes!\Kanade, I'm sorry to push you, but I need you to use one of your powers.\If you can use Harmonics again, everyone will be saved.\I see. Alright.\Will your body hold out if you use it again?\Once should be okay. response:	Guard Skill: Harmonics.
context: Really?\Yes!\Kanade, I'm sorry to push you, but I need you to use one of your powers.\If you can use Harmonics again, everyone will be saved.\I see. Alright.\Will your body hold out if you use it again?\Once should be okay.\Guard Skill: Harmonics. response:	It seems you altered my program.
context: Yes!\Kanade, I'm sorry to push you, but I need you to use one of your powers.\If you can use Harmonics again, everyone will be saved.\I see. Alright.\Will your body hold out if you use it again?\Once should be okay.\Guard Skill: Harmonics.\It seems you altered my program. response:	Yeah, all of you are going to return to her.
