context: A date... response:	A date? With who?
context: Now he wants you to quit\so he can enroll you in a school he can influence.\But if you've learned how to function in society,\there's no reason to force you to come home.\I can convince Dad.\Well? Sound like a good deal?\Okay. I promise.\Huh. response:	Great, there we go.
context: so he can enroll you in a school he can influence.\But if you've learned how to function in society,\there's no reason to force you to come home.\I can convince Dad.\Well? Sound like a good deal?\Okay. I promise.\Huh.\Great, there we go. response:	Let's go, Shizuku.
context: But if you've learned how to function in society,\there's no reason to force you to come home.\I can convince Dad.\Well? Sound like a good deal?\Okay. I promise.\Huh.\Great, there we go.\Let's go, Shizuku. response:	Oh, uh-huh...
context: there's no reason to force you to come home.\I can convince Dad.\Well? Sound like a good deal?\Okay. I promise.\Huh.\Great, there we go.\Let's go, Shizuku.\Oh, uh-huh... response:	Don't let me see your face again, Yuzan.
context: I can convince Dad.\Well? Sound like a good deal?\Okay. I promise.\Huh.\Great, there we go.\Let's go, Shizuku.\Oh, uh-huh...\Don't let me see your face again, Yuzan. response:	That was the plan.
context: Well? Sound like a good deal?\Okay. I promise.\Huh.\Great, there we go.\Let's go, Shizuku.\Oh, uh-huh...\Don't let me see your face again, Yuzan.\That was the plan. response:	But...
context: Okay. I promise.\Huh.\Great, there we go.\Let's go, Shizuku.\Oh, uh-huh...\Don't let me see your face again, Yuzan.\That was the plan.\But... response:	If Dad changes his mind again,
context: Huh.\Great, there we go.\Let's go, Shizuku.\Oh, uh-huh...\Don't let me see your face again, Yuzan.\That was the plan.\But...\If Dad changes his mind again, response:	we'll have some decisions to make, Haru.
context: Great, there we go.\Let's go, Shizuku.\Oh, uh-huh...\Don't let me see your face again, Yuzan.\That was the plan.\But...\If Dad changes his mind again,\we'll have some decisions to make, Haru. response:	Haru going far away...
context: Let's go, Shizuku.\Oh, uh-huh...\Don't let me see your face again, Yuzan.\That was the plan.\But...\If Dad changes his mind again,\we'll have some decisions to make, Haru.\Haru going far away... response:	I never considered that possibility.
context: Oh, uh-huh...\Don't let me see your face again, Yuzan.\That was the plan.\But...\If Dad changes his mind again,\we'll have some decisions to make, Haru.\Haru going far away...\I never considered that possibility. response:	Why were you with Yuzan?
context: Don't let me see your face again, Yuzan.\That was the plan.\But...\If Dad changes his mind again,\we'll have some decisions to make, Haru.\Haru going far away...\I never considered that possibility.\Why were you with Yuzan? response:	Wh-Why was I with him?
context: That was the plan.\But...\If Dad changes his mind again,\we'll have some decisions to make, Haru.\Haru going far away...\I never considered that possibility.\Why were you with Yuzan?\Wh-Why was I with him? response:	He said that he wanted to talk.
context: But...\If Dad changes his mind again,\we'll have some decisions to make, Haru.\Haru going far away...\I never considered that possibility.\Why were you with Yuzan?\Wh-Why was I with him?\He said that he wanted to talk. response:	Sorry.
context: If Dad changes his mind again,\we'll have some decisions to make, Haru.\Haru going far away...\I never considered that possibility.\Why were you with Yuzan?\Wh-Why was I with him?\He said that he wanted to talk.\Sorry. response:	I wanted to know more about you.
context: we'll have some decisions to make, Haru.\Haru going far away...\I never considered that possibility.\Why were you with Yuzan?\Wh-Why was I with him?\He said that he wanted to talk.\Sorry.\I wanted to know more about you. response:	Don't go near Yuzan again.
context: Haru going far away...\I never considered that possibility.\Why were you with Yuzan?\Wh-Why was I with him?\He said that he wanted to talk.\Sorry.\I wanted to know more about you.\Don't go near Yuzan again. response:	Huh?
context: I never considered that possibility.\Why were you with Yuzan?\Wh-Why was I with him?\He said that he wanted to talk.\Sorry.\I wanted to know more about you.\Don't go near Yuzan again.\Huh? response:	If you see him, run away.
context: Why were you with Yuzan?\Wh-Why was I with him?\He said that he wanted to talk.\Sorry.\I wanted to know more about you.\Don't go near Yuzan again.\Huh?\If you see him, run away. response:	I can never tell what he's thinking.
context: Wh-Why was I with him?\He said that he wanted to talk.\Sorry.\I wanted to know more about you.\Don't go near Yuzan again.\Huh?\If you see him, run away.\I can never tell what he's thinking. response:	Got it?
context: He said that he wanted to talk.\Sorry.\I wanted to know more about you.\Don't go near Yuzan again.\Huh?\If you see him, run away.\I can never tell what he's thinking.\Got it? response:	I can't promise you that.
context: Sorry.\I wanted to know more about you.\Don't go near Yuzan again.\Huh?\If you see him, run away.\I can never tell what he's thinking.\Got it?\I can't promise you that. response:	Why not?
context: I wanted to know more about you.\Don't go near Yuzan again.\Huh?\If you see him, run away.\I can never tell what he's thinking.\Got it?\I can't promise you that.\Why not? response:	You don't have the right to order me around.
context: Don't go near Yuzan again.\Huh?\If you see him, run away.\I can never tell what he's thinking.\Got it?\I can't promise you that.\Why not?\You don't have the right to order me around. response:	This is for your own good!
context: Huh?\If you see him, run away.\I can never tell what he's thinking.\Got it?\I can't promise you that.\Why not?\You don't have the right to order me around.\This is for your own good! response:	No.
context: If you see him, run away.\I can never tell what he's thinking.\Got it?\I can't promise you that.\Why not?\You don't have the right to order me around.\This is for your own good!\No. response:	Just listen to me!
context: I can never tell what he's thinking.\Got it?\I can't promise you that.\Why not?\You don't have the right to order me around.\This is for your own good!\No.\Just listen to me! response:	I refuse!
context: Got it?\I can't promise you that.\Why not?\You don't have the right to order me around.\This is for your own good!\No.\Just listen to me!\I refuse! response:	I thought you said you loved me.
context: I can't promise you that.\Why not?\You don't have the right to order me around.\This is for your own good!\No.\Just listen to me!\I refuse!\I thought you said you loved me. response:	Y-You're going to bring that up now?!
context: Why not?\You don't have the right to order me around.\This is for your own good!\No.\Just listen to me!\I refuse!\I thought you said you loved me.\Y-You're going to bring that up now?! response:	Let's go home.
context: You don't have the right to order me around.\This is for your own good!\No.\Just listen to me!\I refuse!\I thought you said you loved me.\Y-You're going to bring that up now?!\Let's go home. response:	Yeah.
context: This is for your own good!\No.\Just listen to me!\I refuse!\I thought you said you loved me.\Y-You're going to bring that up now?!\Let's go home.\Yeah. response:	On our way home,
context: No.\Just listen to me!\I refuse!\I thought you said you loved me.\Y-You're going to bring that up now?!\Let's go home.\Yeah.\On our way home, response:	Haru shared some rare revelations about his past.
context: Just listen to me!\I refuse!\I thought you said you loved me.\Y-You're going to bring that up now?!\Let's go home.\Yeah.\On our way home,\Haru shared some rare revelations about his past. response:	I used to hang out with Yuzan.
context: I refuse!\I thought you said you loved me.\Y-You're going to bring that up now?!\Let's go home.\Yeah.\On our way home,\Haru shared some rare revelations about his past.\I used to hang out with Yuzan. response:	We would play hero and such.
context: I thought you said you loved me.\Y-You're going to bring that up now?!\Let's go home.\Yeah.\On our way home,\Haru shared some rare revelations about his past.\I used to hang out with Yuzan.\We would play hero and such. response:	Yuzan would be the hero while I was the monster.
context: Y-You're going to bring that up now?!\Let's go home.\Yeah.\On our way home,\Haru shared some rare revelations about his past.\I used to hang out with Yuzan.\We would play hero and such.\Yuzan would be the hero while I was the monster. response:	Isn't it usually the other way around?
context: Let's go home.\Yeah.\On our way home,\Haru shared some rare revelations about his past.\I used to hang out with Yuzan.\We would play hero and such.\Yuzan would be the hero while I was the monster.\Isn't it usually the other way around? response:	Really?
context: Yeah.\On our way home,\Haru shared some rare revelations about his past.\I used to hang out with Yuzan.\We would play hero and such.\Yuzan would be the hero while I was the monster.\Isn't it usually the other way around?\Really? response:	It sounded like he had fun at Mi-chan-san's home
context: On our way home,\Haru shared some rare revelations about his past.\I used to hang out with Yuzan.\We would play hero and such.\Yuzan would be the hero while I was the monster.\Isn't it usually the other way around?\Really?\It sounded like he had fun at Mi-chan-san's home response:	Mi-chan's crazy when he gets mad.
context: Haru shared some rare revelations about his past.\I used to hang out with Yuzan.\We would play hero and such.\Yuzan would be the hero while I was the monster.\Isn't it usually the other way around?\Really?\It sounded like he had fun at Mi-chan-san's home\Mi-chan's crazy when he gets mad. response:	while he was skipping those three years of middle school.
context: I used to hang out with Yuzan.\We would play hero and such.\Yuzan would be the hero while I was the monster.\Isn't it usually the other way around?\Really?\It sounded like he had fun at Mi-chan-san's home\Mi-chan's crazy when he gets mad.\while he was skipping those three years of middle school. response:	I almost died three times.
context: We would play hero and such.\Yuzan would be the hero while I was the monster.\Isn't it usually the other way around?\Really?\It sounded like he had fun at Mi-chan-san's home\Mi-chan's crazy when he gets mad.\while he was skipping those three years of middle school.\I almost died three times. response:	That's when Mi-chan's mom brought a chimpanzee home.
context: Yuzan would be the hero while I was the monster.\Isn't it usually the other way around?\Really?\It sounded like he had fun at Mi-chan-san's home\Mi-chan's crazy when he gets mad.\while he was skipping those three years of middle school.\I almost died three times.\That's when Mi-chan's mom brought a chimpanzee home. response:	Its name was Sayuri.
context: Isn't it usually the other way around?\Really?\It sounded like he had fun at Mi-chan-san's home\Mi-chan's crazy when he gets mad.\while he was skipping those three years of middle school.\I almost died three times.\That's when Mi-chan's mom brought a chimpanzee home.\Its name was Sayuri. response:	It was really cute.
context: Really?\It sounded like he had fun at Mi-chan-san's home\Mi-chan's crazy when he gets mad.\while he was skipping those three years of middle school.\I almost died three times.\That's when Mi-chan's mom brought a chimpanzee home.\Its name was Sayuri.\It was really cute. response:	Haru, do you actually want to go home?
context: It sounded like he had fun at Mi-chan-san's home\Mi-chan's crazy when he gets mad.\while he was skipping those three years of middle school.\I almost died three times.\That's when Mi-chan's mom brought a chimpanzee home.\Its name was Sayuri.\It was really cute.\Haru, do you actually want to go home? response:	Huh?
context: Mi-chan's crazy when he gets mad.\while he was skipping those three years of middle school.\I almost died three times.\That's when Mi-chan's mom brought a chimpanzee home.\Its name was Sayuri.\It was really cute.\Haru, do you actually want to go home?\Huh? response:	Oh, not really.
context: while he was skipping those three years of middle school.\I almost died three times.\That's when Mi-chan's mom brought a chimpanzee home.\Its name was Sayuri.\It was really cute.\Haru, do you actually want to go home?\Huh?\Oh, not really. response:	That place is a den of evil.
context: I almost died three times.\That's when Mi-chan's mom brought a chimpanzee home.\Its name was Sayuri.\It was really cute.\Haru, do you actually want to go home?\Huh?\Oh, not really.\That place is a den of evil. response:	Hmm? What is it?
context: That's when Mi-chan's mom brought a chimpanzee home.\Its name was Sayuri.\It was really cute.\Haru, do you actually want to go home?\Huh?\Oh, not really.\That place is a den of evil.\Hmm? What is it? response:	I read that when people feel anxious,
context: Its name was Sayuri.\It was really cute.\Haru, do you actually want to go home?\Huh?\Oh, not really.\That place is a den of evil.\Hmm? What is it?\I read that when people feel anxious, response:	they crave human contact.
context: It was really cute.\Haru, do you actually want to go home?\Huh?\Oh, not really.\That place is a den of evil.\Hmm? What is it?\I read that when people feel anxious,\they crave human contact. response:	Can I touch you?
context: Haru, do you actually want to go home?\Huh?\Oh, not really.\That place is a den of evil.\Hmm? What is it?\I read that when people feel anxious,\they crave human contact.\Can I touch you? response:	What?!
context: Huh?\Oh, not really.\That place is a den of evil.\Hmm? What is it?\I read that when people feel anxious,\they crave human contact.\Can I touch you?\What?! response:	O-Oh...
context: Oh, not really.\That place is a den of evil.\Hmm? What is it?\I read that when people feel anxious,\they crave human contact.\Can I touch you?\What?!\O-Oh... response:	That's what you meant...
context: That place is a den of evil.\Hmm? What is it?\I read that when people feel anxious,\they crave human contact.\Can I touch you?\What?!\O-Oh...\That's what you meant... response:	If you leave, I'll probably be sad.
context: Hmm? What is it?\I read that when people feel anxious,\they crave human contact.\Can I touch you?\What?!\O-Oh...\That's what you meant...\If you leave, I'll probably be sad. response:	However, if there's somewhere else you'd rather be,
context: I read that when people feel anxious,\they crave human contact.\Can I touch you?\What?!\O-Oh...\That's what you meant...\If you leave, I'll probably be sad.\However, if there's somewhere else you'd rather be, response:	you should admit it.
context: they crave human contact.\Can I touch you?\What?!\O-Oh...\That's what you meant...\If you leave, I'll probably be sad.\However, if there's somewhere else you'd rather be,\you should admit it. response:	Don't lose sight of what you really want.
context: Can I touch you?\What?!\O-Oh...\That's what you meant...\If you leave, I'll probably be sad.\However, if there's somewhere else you'd rather be,\you should admit it.\Don't lose sight of what you really want. response:	Yeah.
context: What?!\O-Oh...\That's what you meant...\If you leave, I'll probably be sad.\However, if there's somewhere else you'd rather be,\you should admit it.\Don't lose sight of what you really want.\Yeah. response:	I want to be with you.
context: O-Oh...\That's what you meant...\If you leave, I'll probably be sad.\However, if there's somewhere else you'd rather be,\you should admit it.\Don't lose sight of what you really want.\Yeah.\I want to be with you. response:	I can no longer remember
context: That's what you meant...\If you leave, I'll probably be sad.\However, if there's somewhere else you'd rather be,\you should admit it.\Don't lose sight of what you really want.\Yeah.\I want to be with you.\I can no longer remember response:	what I used to think,
context: If you leave, I'll probably be sad.\However, if there's somewhere else you'd rather be,\you should admit it.\Don't lose sight of what you really want.\Yeah.\I want to be with you.\I can no longer remember\what I used to think, response:	or how I used to feel.
context: However, if there's somewhere else you'd rather be,\you should admit it.\Don't lose sight of what you really want.\Yeah.\I want to be with you.\I can no longer remember\what I used to think,\or how I used to feel. response:	Hey, Shizuku.
context: you should admit it.\Don't lose sight of what you really want.\Yeah.\I want to be with you.\I can no longer remember\what I used to think,\or how I used to feel.\Hey, Shizuku. response:	Good morning.
context: Don't lose sight of what you really want.\Yeah.\I want to be with you.\I can no longer remember\what I used to think,\or how I used to feel.\Hey, Shizuku.\Good morning. response:	Good morning.
context: Yeah.\I want to be with you.\I can no longer remember\what I used to think,\or how I used to feel.\Hey, Shizuku.\Good morning.\Good morning. response:	Make some noise!
context: I want to be with you.\I can no longer remember\what I used to think,\or how I used to feel.\Hey, Shizuku.\Good morning.\Good morning.\Make some noise! response:	Sasayan!
context: I can no longer remember\what I used to think,\or how I used to feel.\Hey, Shizuku.\Good morning.\Good morning.\Make some noise!\Sasayan! response:	Hey!
context: what I used to think,\or how I used to feel.\Hey, Shizuku.\Good morning.\Good morning.\Make some noise!\Sasayan!\Hey! response:	When did I
context: or how I used to feel.\Hey, Shizuku.\Good morning.\Good morning.\Make some noise!\Sasayan!\Hey!\When did I response:	grow accustomed to seeing this?
context: Hey, Shizuku.\Good morning.\Good morning.\Make some noise!\Sasayan!\Hey!\When did I\grow accustomed to seeing this? response:	Shouldn't you go home?
context: Good morning.\Good morning.\Make some noise!\Sasayan!\Hey!\When did I\grow accustomed to seeing this?\Shouldn't you go home? response:	For some reason,
context: Good morning.\Make some noise!\Sasayan!\Hey!\When did I\grow accustomed to seeing this?\Shouldn't you go home?\For some reason, response:	I feel like trying harder when I don't feel well.
context: Make some noise!\Sasayan!\Hey!\When did I\grow accustomed to seeing this?\Shouldn't you go home?\For some reason,\I feel like trying harder when I don't feel well. response:	It makes me remember Haru's words
context: Sasayan!\Hey!\When did I\grow accustomed to seeing this?\Shouldn't you go home?\For some reason,\I feel like trying harder when I don't feel well.\It makes me remember Haru's words response:	when he said he was scared I would leave him.
context: Hey!\When did I\grow accustomed to seeing this?\Shouldn't you go home?\For some reason,\I feel like trying harder when I don't feel well.\It makes me remember Haru's words\when he said he was scared I would leave him. response:	I think I understand what he meant now.
context: When did I\grow accustomed to seeing this?\Shouldn't you go home?\For some reason,\I feel like trying harder when I don't feel well.\It makes me remember Haru's words\when he said he was scared I would leave him.\I think I understand what he meant now. response:	I don't want to lose him.
context: grow accustomed to seeing this?\Shouldn't you go home?\For some reason,\I feel like trying harder when I don't feel well.\It makes me remember Haru's words\when he said he was scared I would leave him.\I think I understand what he meant now.\I don't want to lose him. response:	Huh? Your face is red, Mitty.
context: Shouldn't you go home?\For some reason,\I feel like trying harder when I don't feel well.\It makes me remember Haru's words\when he said he was scared I would leave him.\I think I understand what he meant now.\I don't want to lose him.\Huh? Your face is red, Mitty. response:	Were you thinking about something embarrassing?
context: For some reason,\I feel like trying harder when I don't feel well.\It makes me remember Haru's words\when he said he was scared I would leave him.\I think I understand what he meant now.\I don't want to lose him.\Huh? Your face is red, Mitty.\Were you thinking about something embarrassing? response:	Or did you catch my cold?
context: I feel like trying harder when I don't feel well.\It makes me remember Haru's words\when he said he was scared I would leave him.\I think I understand what he meant now.\I don't want to lose him.\Huh? Your face is red, Mitty.\Were you thinking about something embarrassing?\Or did you catch my cold? response:	Yo
context: It makes me remember Haru's words\when he said he was scared I would leave him.\I think I understand what he meant now.\I don't want to lose him.\Huh? Your face is red, Mitty.\Were you thinking about something embarrassing?\Or did you catch my cold?\Yo response:	Yo
context: when he said he was scared I would leave him.\I think I understand what he meant now.\I don't want to lose him.\Huh? Your face is red, Mitty.\Were you thinking about something embarrassing?\Or did you catch my cold?\Yo\Yo response:	Yo
context: I think I understand what he meant now.\I don't want to lose him.\Huh? Your face is red, Mitty.\Were you thinking about something embarrassing?\Or did you catch my cold?\Yo\Yo\Yo response:	Yoshida-kun!
context: I don't want to lose him.\Huh? Your face is red, Mitty.\Were you thinking about something embarrassing?\Or did you catch my cold?\Yo\Yo\Yo\Yoshida-kun! response:	Hey, class rep.
context: Huh? Your face is red, Mitty.\Were you thinking about something embarrassing?\Or did you catch my cold?\Yo\Yo\Yo\Yoshida-kun!\Hey, class rep. response:	Thanks for helping me out yesterday.
context: Were you thinking about something embarrassing?\Or did you catch my cold?\Yo\Yo\Yo\Yoshida-kun!\Hey, class rep.\Thanks for helping me out yesterday. response:	The glasses were a good idea.
context: Or did you catch my cold?\Yo\Yo\Yo\Yoshida-kun!\Hey, class rep.\Thanks for helping me out yesterday.\The glasses were a good idea. response:	U-Um, so...
context: Yo\Yo\Yo\Yoshida-kun!\Hey, class rep.\Thanks for helping me out yesterday.\The glasses were a good idea.\U-Um, so... response:	Th-Thank you for defending me on Sports Day!
context: Yo\Yo\Yoshida-kun!\Hey, class rep.\Thanks for helping me out yesterday.\The glasses were a good idea.\U-Um, so...\Th-Thank you for defending me on Sports Day! response:	I-I missed my chance to thank you yesterday...
context: Yo\Yoshida-kun!\Hey, class rep.\Thanks for helping me out yesterday.\The glasses were a good idea.\U-Um, so...\Th-Thank you for defending me on Sports Day!\I-I missed my chance to thank you yesterday... response:	I'm sorry it took me this long!
context: Yoshida-kun!\Hey, class rep.\Thanks for helping me out yesterday.\The glasses were a good idea.\U-Um, so...\Th-Thank you for defending me on Sports Day!\I-I missed my chance to thank you yesterday...\I'm sorry it took me this long! response:	Okay.
context: Hey, class rep.\Thanks for helping me out yesterday.\The glasses were a good idea.\U-Um, so...\Th-Thank you for defending me on Sports Day!\I-I missed my chance to thank you yesterday...\I'm sorry it took me this long!\Okay. response:	Hmm?
context: Thanks for helping me out yesterday.\The glasses were a good idea.\U-Um, so...\Th-Thank you for defending me on Sports Day!\I-I missed my chance to thank you yesterday...\I'm sorry it took me this long!\Okay.\Hmm? response:	Preview
context: The glasses were a good idea.\U-Um, so...\Th-Thank you for defending me on Sports Day!\I-I missed my chance to thank you yesterday...\I'm sorry it took me this long!\Okay.\Hmm?\Preview response:	It was a time of peace in the town of Edo.
context: U-Um, so...\Th-Thank you for defending me on Sports Day!\I-I missed my chance to thank you yesterday...\I'm sorry it took me this long!\Okay.\Hmm?\Preview\It was a time of peace in the town of Edo. response:	Lines were being drawn.
context: Th-Thank you for defending me on Sports Day!\I-I missed my chance to thank you yesterday...\I'm sorry it took me this long!\Okay.\Hmm?\Preview\It was a time of peace in the town of Edo.\Lines were being drawn. response:	In the capital,
context: I-I missed my chance to thank you yesterday...\I'm sorry it took me this long!\Okay.\Hmm?\Preview\It was a time of peace in the town of Edo.\Lines were being drawn.\In the capital, response:	an intense turf war between gangs
context: I'm sorry it took me this long!\Okay.\Hmm?\Preview\It was a time of peace in the town of Edo.\Lines were being drawn.\In the capital,\an intense turf war between gangs response:	was brewing!
context: Okay.\Hmm?\Preview\It was a time of peace in the town of Edo.\Lines were being drawn.\In the capital,\an intense turf war between gangs\was brewing! response:	Let's party, boys!
context: Hmm?\Preview\It was a time of peace in the town of Edo.\Lines were being drawn.\In the capital,\an intense turf war between gangs\was brewing!\Let's party, boys! response:	Kill anyone who tries to stop the Mizutani Clan
context: Preview\It was a time of peace in the town of Edo.\Lines were being drawn.\In the capital,\an intense turf war between gangs\was brewing!\Let's party, boys!\Kill anyone who tries to stop the Mizutani Clan response:	from building its school!
context: It was a time of peace in the town of Edo.\Lines were being drawn.\In the capital,\an intense turf war between gangs\was brewing!\Let's party, boys!\Kill anyone who tries to stop the Mizutani Clan\from building its school! response:	Yeah!
context: Lines were being drawn.\In the capital,\an intense turf war between gangs\was brewing!\Let's party, boys!\Kill anyone who tries to stop the Mizutani Clan\from building its school!\Yeah! response:	Why do they fight?!
context: In the capital,\an intense turf war between gangs\was brewing!\Let's party, boys!\Kill anyone who tries to stop the Mizutani Clan\from building its school!\Yeah!\Why do they fight?! response:	We're gonna teach you to fear the Yoshida Clan!
context: an intense turf war between gangs\was brewing!\Let's party, boys!\Kill anyone who tries to stop the Mizutani Clan\from building its school!\Yeah!\Why do they fight?!\We're gonna teach you to fear the Yoshida Clan! response:	Sweet Sake
context: was brewing!\Let's party, boys!\Kill anyone who tries to stop the Mizutani Clan\from building its school!\Yeah!\Why do they fight?!\We're gonna teach you to fear the Yoshida Clan!\Sweet Sake response:	Why do they love?
context: Let's party, boys!\Kill anyone who tries to stop the Mizutani Clan\from building its school!\Yeah!\Why do they fight?!\We're gonna teach you to fear the Yoshida Clan!\Sweet Sake\Why do they love? response:	Ma'am.
context: Kill anyone who tries to stop the Mizutani Clan\from building its school!\Yeah!\Why do they fight?!\We're gonna teach you to fear the Yoshida Clan!\Sweet Sake\Why do they love?\Ma'am. response:	Eat sweet and spicy foods in equal proportions?
context: from building its school!\Yeah!\Why do they fight?!\We're gonna teach you to fear the Yoshida Clan!\Sweet Sake\Why do they love?\Ma'am.\Eat sweet and spicy foods in equal proportions? response:	That's a fruity idea!
context: Yeah!\Why do they fight?!\We're gonna teach you to fear the Yoshida Clan!\Sweet Sake\Why do they love?\Ma'am.\Eat sweet and spicy foods in equal proportions?\That's a fruity idea! response:	Fruit is sweet
context: Why do they fight?!\We're gonna teach you to fear the Yoshida Clan!\Sweet Sake\Why do they love?\Ma'am.\Eat sweet and spicy foods in equal proportions?\That's a fruity idea!\Fruit is sweet response:	Wait.
context: We're gonna teach you to fear the Yoshida Clan!\Sweet Sake\Why do they love?\Ma'am.\Eat sweet and spicy foods in equal proportions?\That's a fruity idea!\Fruit is sweet\Wait. response:	That was pretty clever.
context: Sweet Sake\Why do they love?\Ma'am.\Eat sweet and spicy foods in equal proportions?\That's a fruity idea!\Fruit is sweet\Wait.\That was pretty clever. response:	A fruity pun about sweets!
context: Why do they love?\Ma'am.\Eat sweet and spicy foods in equal proportions?\That's a fruity idea!\Fruit is sweet\Wait.\That was pretty clever.\A fruity pun about sweets! response:	Harunosuke!
context: Ma'am.\Eat sweet and spicy foods in equal proportions?\That's a fruity idea!\Fruit is sweet\Wait.\That was pretty clever.\A fruity pun about sweets!\Harunosuke! response:	Oshizu!
context: Eat sweet and spicy foods in equal proportions?\That's a fruity idea!\Fruit is sweet\Wait.\That was pretty clever.\A fruity pun about sweets!\Harunosuke!\Oshizu! response:	My Little Gangbanger
context: That's a fruity idea!\Fruit is sweet\Wait.\That was pretty clever.\A fruity pun about sweets!\Harunosuke!\Oshizu!\My Little Gangbanger response:	Opens Summer 2013
context: Fruit is sweet\Wait.\That was pretty clever.\A fruity pun about sweets!\Harunosuke!\Oshizu!\My Little Gangbanger\Opens Summer 2013 response:	Opens Summer 2013?
context: Wait.\That was pretty clever.\A fruity pun about sweets!\Harunosuke!\Oshizu!\My Little Gangbanger\Opens Summer 2013\Opens Summer 2013? response:	Oh, it's from Yuu-chan.
context: That was pretty clever.\A fruity pun about sweets!\Harunosuke!\Oshizu!\My Little Gangbanger\Opens Summer 2013\Opens Summer 2013?\Oh, it's from Yuu-chan. response:	Next Episode
context: A fruity pun about sweets!\Harunosuke!\Oshizu!\My Little Gangbanger\Opens Summer 2013\Opens Summer 2013?\Oh, it's from Yuu-chan.\Next Episode response:	Girls Feeling Melancholy
