context: She sure is taking a long time... response:	Himuro-senpai
context: What is this apology thesis type thing?\It is inadequate!\There are far too many typos!\And there are too many emotional statements!\If it's a paper, make your assertions based on the grounds of your argument!\This isn't like you.\In particular, this final clause. What is this?\I have always been alone, so romantic behaviors might be impossible for me? response:	In what way is your past relevant to the current situation?
context: It is inadequate!\There are far too many typos!\And there are too many emotional statements!\If it's a paper, make your assertions based on the grounds of your argument!\This isn't like you.\In particular, this final clause. What is this?\I have always been alone, so romantic behaviors might be impossible for me?\In what way is your past relevant to the current situation? response:	High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence
context: There are far too many typos!\And there are too many emotional statements!\If it's a paper, make your assertions based on the grounds of your argument!\This isn't like you.\In particular, this final clause. What is this?\I have always been alone, so romantic behaviors might be impossible for me?\In what way is your past relevant to the current situation?\High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence response:	If you want to claim this, then go with
context: And there are too many emotional statements!\If it's a paper, make your assertions based on the grounds of your argument!\This isn't like you.\In particular, this final clause. What is this?\I have always been alone, so romantic behaviors might be impossible for me?\In what way is your past relevant to the current situation?\High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence\If you want to claim this, then go with response:	People who had no friends in high school 100 can't find love. Find some documentation.
context: If it's a paper, make your assertions based on the grounds of your argument!\This isn't like you.\In particular, this final clause. What is this?\I have always been alone, so romantic behaviors might be impossible for me?\In what way is your past relevant to the current situation?\High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence\If you want to claim this, then go with\People who had no friends in high school 100 can't find love. Find some documentation. response:	Cite that reference, then make your argument!
context: This isn't like you.\In particular, this final clause. What is this?\I have always been alone, so romantic behaviors might be impossible for me?\In what way is your past relevant to the current situation?\High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence\If you want to claim this, then go with\People who had no friends in high school 100 can't find love. Find some documentation.\Cite that reference, then make your argument! response:	Though I'm certain that data doesn't exist.
context: In particular, this final clause. What is this?\I have always been alone, so romantic behaviors might be impossible for me?\In what way is your past relevant to the current situation?\High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence\If you want to claim this, then go with\People who had no friends in high school 100 can't find love. Find some documentation.\Cite that reference, then make your argument!\Though I'm certain that data doesn't exist. response:	Don't allow your emotions to sway you. Stay intellectual.
context: I have always been alone, so romantic behaviors might be impossible for me?\In what way is your past relevant to the current situation?\High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence\If you want to claim this, then go with\People who had no friends in high school 100 can't find love. Find some documentation.\Cite that reference, then make your argument!\Though I'm certain that data doesn't exist.\Don't allow your emotions to sway you. Stay intellectual. response:	Build your logic on solid foundations, then make your claims!
context: In what way is your past relevant to the current situation?\High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence\If you want to claim this, then go with\People who had no friends in high school 100 can't find love. Find some documentation.\Cite that reference, then make your argument!\Though I'm certain that data doesn't exist.\Don't allow your emotions to sway you. Stay intellectual.\Build your logic on solid foundations, then make your claims! response:	That...
context: High School Friendship Frequency and Lifetime Romance Success Ratio Correspondence\If you want to claim this, then go with\People who had no friends in high school 100 can't find love. Find some documentation.\Cite that reference, then make your argument!\Though I'm certain that data doesn't exist.\Don't allow your emotions to sway you. Stay intellectual.\Build your logic on solid foundations, then make your claims!\That... response:	is what it means to be a science-type!
context: If you want to claim this, then go with\People who had no friends in high school 100 can't find love. Find some documentation.\Cite that reference, then make your argument!\Though I'm certain that data doesn't exist.\Don't allow your emotions to sway you. Stay intellectual.\Build your logic on solid foundations, then make your claims!\That...\is what it means to be a science-type! response:	What is it?
context: People who had no friends in high school 100 can't find love. Find some documentation.\Cite that reference, then make your argument!\Though I'm certain that data doesn't exist.\Don't allow your emotions to sway you. Stay intellectual.\Build your logic on solid foundations, then make your claims!\That...\is what it means to be a science-type!\What is it? response:	If you have a rebuttal, then say it. Intellectually.
context: Cite that reference, then make your argument!\Though I'm certain that data doesn't exist.\Don't allow your emotions to sway you. Stay intellectual.\Build your logic on solid foundations, then make your claims!\That...\is what it means to be a science-type!\What is it?\If you have a rebuttal, then say it. Intellectually. response:	What is this?
context: Though I'm certain that data doesn't exist.\Don't allow your emotions to sway you. Stay intellectual.\Build your logic on solid foundations, then make your claims!\That...\is what it means to be a science-type!\What is it?\If you have a rebuttal, then say it. Intellectually.\What is this? response:	I did...
context: Don't allow your emotions to sway you. Stay intellectual.\Build your logic on solid foundations, then make your claims!\That...\is what it means to be a science-type!\What is it?\If you have a rebuttal, then say it. Intellectually.\What is this?\I did... response:	I did try to be intellectual, as always...
context: Build your logic on solid foundations, then make your claims!\That...\is what it means to be a science-type!\What is it?\If you have a rebuttal, then say it. Intellectually.\What is this?\I did...\I did try to be intellectual, as always... response:	To calmly analyze the situation!
context: That...\is what it means to be a science-type!\What is it?\If you have a rebuttal, then say it. Intellectually.\What is this?\I did...\I did try to be intellectual, as always...\To calmly analyze the situation! response:	But I can't!
context: is what it means to be a science-type!\What is it?\If you have a rebuttal, then say it. Intellectually.\What is this?\I did...\I did try to be intellectual, as always...\To calmly analyze the situation!\But I can't! response:	My head is a mess!
context: What is it?\If you have a rebuttal, then say it. Intellectually.\What is this?\I did...\I did try to be intellectual, as always...\To calmly analyze the situation!\But I can't!\My head is a mess! response:	Ever since August 20th, 11:05 AM, when we fought!
context: If you have a rebuttal, then say it. Intellectually.\What is this?\I did...\I did try to be intellectual, as always...\To calmly analyze the situation!\But I can't!\My head is a mess!\Ever since August 20th, 11:05 AM, when we fought! response:	On the emotion counter,
context: What is this?\I did...\I did try to be intellectual, as always...\To calmly analyze the situation!\But I can't!\My head is a mess!\Ever since August 20th, 11:05 AM, when we fought!\On the emotion counter, response:	Positive Emotion Group Negative Emotion Group
context: I did...\I did try to be intellectual, as always...\To calmly analyze the situation!\But I can't!\My head is a mess!\Ever since August 20th, 11:05 AM, when we fought!\On the emotion counter,\Positive Emotion Group Negative Emotion Group response:	my negative emotion group increased nearly four-fold. A dramatic increase!
context: I did try to be intellectual, as always...\To calmly analyze the situation!\But I can't!\My head is a mess!\Ever since August 20th, 11:05 AM, when we fought!\On the emotion counter,\Positive Emotion Group Negative Emotion Group\my negative emotion group increased nearly four-fold. A dramatic increase! response:	Heart Rate (bpm)
context: To calmly analyze the situation!\But I can't!\My head is a mess!\Ever since August 20th, 11:05 AM, when we fought!\On the emotion counter,\Positive Emotion Group Negative Emotion Group\my negative emotion group increased nearly four-fold. A dramatic increase!\Heart Rate (bpm) response:	My heart rate is unstable.
context: But I can't!\My head is a mess!\Ever since August 20th, 11:05 AM, when we fought!\On the emotion counter,\Positive Emotion Group Negative Emotion Group\my negative emotion group increased nearly four-fold. A dramatic increase!\Heart Rate (bpm)\My heart rate is unstable. response:	Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate
context: My head is a mess!\Ever since August 20th, 11:05 AM, when we fought!\On the emotion counter,\Positive Emotion Group Negative Emotion Group\my negative emotion group increased nearly four-fold. A dramatic increase!\Heart Rate (bpm)\My heart rate is unstable.\Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate response:	Body Temperature (C)
context: Ever since August 20th, 11:05 AM, when we fought!\On the emotion counter,\Positive Emotion Group Negative Emotion Group\my negative emotion group increased nearly four-fold. A dramatic increase!\Heart Rate (bpm)\My heart rate is unstable.\Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate\Body Temperature (C) response:	Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure
context: On the emotion counter,\Positive Emotion Group Negative Emotion Group\my negative emotion group increased nearly four-fold. A dramatic increase!\Heart Rate (bpm)\My heart rate is unstable.\Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate\Body Temperature (C)\Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure response:	My blood pressure is 12 above average.
context: Positive Emotion Group Negative Emotion Group\my negative emotion group increased nearly four-fold. A dramatic increase!\Heart Rate (bpm)\My heart rate is unstable.\Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate\Body Temperature (C)\Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure\My blood pressure is 12 above average. response:	Lowest
context: my negative emotion group increased nearly four-fold. A dramatic increase!\Heart Rate (bpm)\My heart rate is unstable.\Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate\Body Temperature (C)\Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure\My blood pressure is 12 above average.\Lowest response:	Blood Pressure
context: Heart Rate (bpm)\My heart rate is unstable.\Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate\Body Temperature (C)\Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure\My blood pressure is 12 above average.\Lowest\Blood Pressure response:	Highest
context: My heart rate is unstable.\Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate\Body Temperature (C)\Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure\My blood pressure is 12 above average.\Lowest\Blood Pressure\Highest response:	My emotions have become unstable, too,
context: Flow of Time (minutes) Fig. 2.2: Changes in Himuro Ayame's Heart Rate\Body Temperature (C)\Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure\My blood pressure is 12 above average.\Lowest\Blood Pressure\Highest\My emotions have become unstable, too, response:	making me remember things from the past at least 12 times for no reason!
context: Body Temperature (C)\Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure\My blood pressure is 12 above average.\Lowest\Blood Pressure\Highest\My emotions have become unstable, too,\making me remember things from the past at least 12 times for no reason! response:	If you collected my saliva now,
context: Flow of Time (minutes) Fig. 2.4: Changes in Himuro Ayame's Body Temperature Changes in Himuro Ayame's Blood Pressure\My blood pressure is 12 above average.\Lowest\Blood Pressure\Highest\My emotions have become unstable, too,\making me remember things from the past at least 12 times for no reason!\If you collected my saliva now, response:	my cortisol reading has probably increased by about 80!
context: My blood pressure is 12 above average.\Lowest\Blood Pressure\Highest\My emotions have become unstable, too,\making me remember things from the past at least 12 times for no reason!\If you collected my saliva now,\my cortisol reading has probably increased by about 80! response:	Fighting with you
context: Lowest\Blood Pressure\Highest\My emotions have become unstable, too,\making me remember things from the past at least 12 times for no reason!\If you collected my saliva now,\my cortisol reading has probably increased by about 80!\Fighting with you response:	causes this extensive negative effect on my body!
context: Blood Pressure\Highest\My emotions have become unstable, too,\making me remember things from the past at least 12 times for no reason!\If you collected my saliva now,\my cortisol reading has probably increased by about 80!\Fighting with you\causes this extensive negative effect on my body! response:	It's very interesting, but I can't take any more!
context: Highest\My emotions have become unstable, too,\making me remember things from the past at least 12 times for no reason!\If you collected my saliva now,\my cortisol reading has probably increased by about 80!\Fighting with you\causes this extensive negative effect on my body!\It's very interesting, but I can't take any more! response:	We didn't manage to do any close contact experiments either...
context: My emotions have become unstable, too,\making me remember things from the past at least 12 times for no reason!\If you collected my saliva now,\my cortisol reading has probably increased by about 80!\Fighting with you\causes this extensive negative effect on my body!\It's very interesting, but I can't take any more!\We didn't manage to do any close contact experiments either... response:	Earlier, I even hallucinated a little...
context: making me remember things from the past at least 12 times for no reason!\If you collected my saliva now,\my cortisol reading has probably increased by about 80!\Fighting with you\causes this extensive negative effect on my body!\It's very interesting, but I can't take any more!\We didn't manage to do any close contact experiments either...\Earlier, I even hallucinated a little... response:	I feel like an idiot...
context: If you collected my saliva now,\my cortisol reading has probably increased by about 80!\Fighting with you\causes this extensive negative effect on my body!\It's very interesting, but I can't take any more!\We didn't manage to do any close contact experiments either...\Earlier, I even hallucinated a little...\I feel like an idiot... response:	Let me reconcile with you!
context: my cortisol reading has probably increased by about 80!\Fighting with you\causes this extensive negative effect on my body!\It's very interesting, but I can't take any more!\We didn't manage to do any close contact experiments either...\Earlier, I even hallucinated a little...\I feel like an idiot...\Let me reconcile with you! response:	Let me touch you!
context: Fighting with you\causes this extensive negative effect on my body!\It's very interesting, but I can't take any more!\We didn't manage to do any close contact experiments either...\Earlier, I even hallucinated a little...\I feel like an idiot...\Let me reconcile with you!\Let me touch you! response:	Hurry up and just hold me!
context: causes this extensive negative effect on my body!\It's very interesting, but I can't take any more!\We didn't manage to do any close contact experiments either...\Earlier, I even hallucinated a little...\I feel like an idiot...\Let me reconcile with you!\Let me touch you!\Hurry up and just hold me! response:	You're so slow...
context: It's very interesting, but I can't take any more!\We didn't manage to do any close contact experiments either...\Earlier, I even hallucinated a little...\I feel like an idiot...\Let me reconcile with you!\Let me touch you!\Hurry up and just hold me!\You're so slow... response:	every time...
context: We didn't manage to do any close contact experiments either...\Earlier, I even hallucinated a little...\I feel like an idiot...\Let me reconcile with you!\Let me touch you!\Hurry up and just hold me!\You're so slow...\every time... response:	I'm sorry.
context: Earlier, I even hallucinated a little...\I feel like an idiot...\Let me reconcile with you!\Let me touch you!\Hurry up and just hold me!\You're so slow...\every time...\I'm sorry. response:	Yukimura-kun...
context: I feel like an idiot...\Let me reconcile with you!\Let me touch you!\Hurry up and just hold me!\You're so slow...\every time...\I'm sorry.\Yukimura-kun... response:	It's all right, isn't it? Even for someone like me...
context: Let me reconcile with you!\Let me touch you!\Hurry up and just hold me!\You're so slow...\every time...\I'm sorry.\Yukimura-kun...\It's all right, isn't it? Even for someone like me... response:	It's possible for me to do romantic things with you, right?
context: Let me touch you!\Hurry up and just hold me!\You're so slow...\every time...\I'm sorry.\Yukimura-kun...\It's all right, isn't it? Even for someone like me...\It's possible for me to do romantic things with you, right? response:	Shh...
context: Hurry up and just hold me!\You're so slow...\every time...\I'm sorry.\Yukimura-kun...\It's all right, isn't it? Even for someone like me...\It's possible for me to do romantic things with you, right?\Shh... response:	Quiet.
context: You're so slow...\every time...\I'm sorry.\Yukimura-kun...\It's all right, isn't it? Even for someone like me...\It's possible for me to do romantic things with you, right?\Shh...\Quiet. response:	What?
context: every time...\I'm sorry.\Yukimura-kun...\It's all right, isn't it? Even for someone like me...\It's possible for me to do romantic things with you, right?\Shh...\Quiet.\What? response:	Don't raise your voice above 20 decibels.
context: I'm sorry.\Yukimura-kun...\It's all right, isn't it? Even for someone like me...\It's possible for me to do romantic things with you, right?\Shh...\Quiet.\What?\Don't raise your voice above 20 decibels. response:	6, 7, 8, 9, 10, 11, 12...
context: Yukimura-kun...\It's all right, isn't it? Even for someone like me...\It's possible for me to do romantic things with you, right?\Shh...\Quiet.\What?\Don't raise your voice above 20 decibels.\6, 7, 8, 9, 10, 11, 12... response:	/Third-parties in the Vicinity Paying Attention
context: It's all right, isn't it? Even for someone like me...\It's possible for me to do romantic things with you, right?\Shh...\Quiet.\What?\Don't raise your voice above 20 decibels.\6, 7, 8, 9, 10, 11, 12...\/Third-parties in the Vicinity Paying Attention response:	/Ambient Noise Level
context: It's possible for me to do romantic things with you, right?\Shh...\Quiet.\What?\Don't raise your voice above 20 decibels.\6, 7, 8, 9, 10, 11, 12...\/Third-parties in the Vicinity Paying Attention\/Ambient Noise Level response:	/Ambient Light Level
context: Shh...\Quiet.\What?\Don't raise your voice above 20 decibels.\6, 7, 8, 9, 10, 11, 12...\/Third-parties in the Vicinity Paying Attention\/Ambient Noise Level\/Ambient Light Level response:	/Beauty Index of the Surrounding Environs
context: Quiet.\What?\Don't raise your voice above 20 decibels.\6, 7, 8, 9, 10, 11, 12...\/Third-parties in the Vicinity Paying Attention\/Ambient Noise Level\/Ambient Light Level\/Beauty Index of the Surrounding Environs response:	/Seconds Spent Gazing at Each Other
context: What?\Don't raise your voice above 20 decibels.\6, 7, 8, 9, 10, 11, 12...\/Third-parties in the Vicinity Paying Attention\/Ambient Noise Level\/Ambient Light Level\/Beauty Index of the Surrounding Environs\/Seconds Spent Gazing at Each Other response:	secs
context: Don't raise your voice above 20 decibels.\6, 7, 8, 9, 10, 11, 12...\/Third-parties in the Vicinity Paying Attention\/Ambient Noise Level\/Ambient Light Level\/Beauty Index of the Surrounding Environs\/Seconds Spent Gazing at Each Other\secs response:	I believe I told you.
context: 6, 7, 8, 9, 10, 11, 12...\/Third-parties in the Vicinity Paying Attention\/Ambient Noise Level\/Ambient Light Level\/Beauty Index of the Surrounding Environs\/Seconds Spent Gazing at Each Other\secs\I believe I told you. response:	Don't make decisions based on supposition.
context: /Third-parties in the Vicinity Paying Attention\/Ambient Noise Level\/Ambient Light Level\/Beauty Index of the Surrounding Environs\/Seconds Spent Gazing at Each Other\secs\I believe I told you.\Don't make decisions based on supposition. response:	This is what you call proof.
context: /Ambient Noise Level\/Ambient Light Level\/Beauty Index of the Surrounding Environs\/Seconds Spent Gazing at Each Other\secs\I believe I told you.\Don't make decisions based on supposition.\This is what you call proof. response:	Ikeda Lab
context: /Ambient Light Level\/Beauty Index of the Surrounding Environs\/Seconds Spent Gazing at Each Other\secs\I believe I told you.\Don't make decisions based on supposition.\This is what you call proof.\Ikeda Lab response:	Yuki
context: /Beauty Index of the Surrounding Environs\/Seconds Spent Gazing at Each Other\secs\I believe I told you.\Don't make decisions based on supposition.\This is what you call proof.\Ikeda Lab\Yuki response:	Found Himuro. No further cause for worry.
context: /Seconds Spent Gazing at Each Other\secs\I believe I told you.\Don't make decisions based on supposition.\This is what you call proof.\Ikeda Lab\Yuki\Found Himuro. No further cause for worry. response:	Senpai?
context: secs\I believe I told you.\Don't make decisions based on supposition.\This is what you call proof.\Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Senpai? response:	All right!
context: I believe I told you.\Don't make decisions based on supposition.\This is what you call proof.\Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Senpai?\All right! response:	Ikeda Lab
context: Don't make decisions based on supposition.\This is what you call proof.\Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Senpai?\All right!\Ikeda Lab response:	Yuki
context: This is what you call proof.\Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Senpai?\All right!\Ikeda Lab\Yuki response:	Found Himuro. No further cause for worry.
context: Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Senpai?\All right!\Ikeda Lab\Yuki\Found Himuro. No further cause for worry. response:	Really. Good. I'm happy for you.
context: Yuki\Found Himuro. No further cause for worry.\Senpai?\All right!\Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Really. Good. I'm happy for you. response:	They say they found Himuro.
context: Found Himuro. No further cause for worry.\Senpai?\All right!\Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Really. Good. I'm happy for you.\They say they found Himuro. response:	My! I see everything ended well, didn't it?
context: Senpai?\All right!\Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Really. Good. I'm happy for you.\They say they found Himuro.\My! I see everything ended well, didn't it? response:	Why are you talking like it's got nothing to do with you?
context: All right!\Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Really. Good. I'm happy for you.\They say they found Himuro.\My! I see everything ended well, didn't it?\Why are you talking like it's got nothing to do with you? response:	You're the one who made everything worse, aren't you?
context: Ikeda Lab\Yuki\Found Himuro. No further cause for worry.\Really. Good. I'm happy for you.\They say they found Himuro.\My! I see everything ended well, didn't it?\Why are you talking like it's got nothing to do with you?\You're the one who made everything worse, aren't you? response:	Well, I mean...
context: Yuki\Found Himuro. No further cause for worry.\Really. Good. I'm happy for you.\They say they found Himuro.\My! I see everything ended well, didn't it?\Why are you talking like it's got nothing to do with you?\You're the one who made everything worse, aren't you?\Well, I mean... response:	When I heard you were helping those two make up,
context: Found Himuro. No further cause for worry.\Really. Good. I'm happy for you.\They say they found Himuro.\My! I see everything ended well, didn't it?\Why are you talking like it's got nothing to do with you?\You're the one who made everything worse, aren't you?\Well, I mean...\When I heard you were helping those two make up, response:	I got a really bad feeling, but...
context: Really. Good. I'm happy for you.\They say they found Himuro.\My! I see everything ended well, didn't it?\Why are you talking like it's got nothing to do with you?\You're the one who made everything worse, aren't you?\Well, I mean...\When I heard you were helping those two make up,\I got a really bad feeling, but... response:	just as I thought, you went and made a mess.
context: They say they found Himuro.\My! I see everything ended well, didn't it?\Why are you talking like it's got nothing to do with you?\You're the one who made everything worse, aren't you?\Well, I mean...\When I heard you were helping those two make up,\I got a really bad feeling, but...\just as I thought, you went and made a mess. response:	Sometimes you need some strong medicine when you're doing research, don't you?
context: My! I see everything ended well, didn't it?\Why are you talking like it's got nothing to do with you?\You're the one who made everything worse, aren't you?\Well, I mean...\When I heard you were helping those two make up,\I got a really bad feeling, but...\just as I thought, you went and made a mess.\Sometimes you need some strong medicine when you're doing research, don't you? response:	By the way, I've been wondering...
context: Why are you talking like it's got nothing to do with you?\You're the one who made everything worse, aren't you?\Well, I mean...\When I heard you were helping those two make up,\I got a really bad feeling, but...\just as I thought, you went and made a mess.\Sometimes you need some strong medicine when you're doing research, don't you?\By the way, I've been wondering... response:	What is all that?
context: You're the one who made everything worse, aren't you?\Well, I mean...\When I heard you were helping those two make up,\I got a really bad feeling, but...\just as I thought, you went and made a mess.\Sometimes you need some strong medicine when you're doing research, don't you?\By the way, I've been wondering...\What is all that? response:	Oh. I got kinda hungry,
context: Well, I mean...\When I heard you were helping those two make up,\I got a really bad feeling, but...\just as I thought, you went and made a mess.\Sometimes you need some strong medicine when you're doing research, don't you?\By the way, I've been wondering...\What is all that?\Oh. I got kinda hungry, response:	and I ended up ordering way too much.
context: When I heard you were helping those two make up,\I got a really bad feeling, but...\just as I thought, you went and made a mess.\Sometimes you need some strong medicine when you're doing research, don't you?\By the way, I've been wondering...\What is all that?\Oh. I got kinda hungry,\and I ended up ordering way too much. response:	Well, you did say you were going to pay the expenses for this trip, so...
context: I got a really bad feeling, but...\just as I thought, you went and made a mess.\Sometimes you need some strong medicine when you're doing research, don't you?\By the way, I've been wondering...\What is all that?\Oh. I got kinda hungry,\and I ended up ordering way too much.\Well, you did say you were going to pay the expenses for this trip, so... response:	Oh. The bill's over there.
context: just as I thought, you went and made a mess.\Sometimes you need some strong medicine when you're doing research, don't you?\By the way, I've been wondering...\What is all that?\Oh. I got kinda hungry,\and I ended up ordering way too much.\Well, you did say you were going to pay the expenses for this trip, so...\Oh. The bill's over there. response:	Oh, silly Ena...
context: Sometimes you need some strong medicine when you're doing research, don't you?\By the way, I've been wondering...\What is all that?\Oh. I got kinda hungry,\and I ended up ordering way too much.\Well, you did say you were going to pay the expenses for this trip, so...\Oh. The bill's over there.\Oh, silly Ena... response:	For now, we should head back to the hotel.
context: By the way, I've been wondering...\What is all that?\Oh. I got kinda hungry,\and I ended up ordering way too much.\Well, you did say you were going to pay the expenses for this trip, so...\Oh. The bill's over there.\Oh, silly Ena...\For now, we should head back to the hotel. response:	Yes, we should.
context: What is all that?\Oh. I got kinda hungry,\and I ended up ordering way too much.\Well, you did say you were going to pay the expenses for this trip, so...\Oh. The bill's over there.\Oh, silly Ena...\For now, we should head back to the hotel.\Yes, we should. response:	I went and did it!
context: Oh. I got kinda hungry,\and I ended up ordering way too much.\Well, you did say you were going to pay the expenses for this trip, so...\Oh. The bill's over there.\Oh, silly Ena...\For now, we should head back to the hotel.\Yes, we should.\I went and did it! response:	The direct contact of mucous membranes!
context: and I ended up ordering way too much.\Well, you did say you were going to pay the expenses for this trip, so...\Oh. The bill's over there.\Oh, silly Ena...\For now, we should head back to the hotel.\Yes, we should.\I went and did it!\The direct contact of mucous membranes! response:	I may have calculated for this, but...
context: Well, you did say you were going to pay the expenses for this trip, so...\Oh. The bill's over there.\Oh, silly Ena...\For now, we should head back to the hotel.\Yes, we should.\I went and did it!\The direct contact of mucous membranes!\I may have calculated for this, but... response:	it's all because the conditions for the highest mood value miraculously coincided!
context: Oh. The bill's over there.\Oh, silly Ena...\For now, we should head back to the hotel.\Yes, we should.\I went and did it!\The direct contact of mucous membranes!\I may have calculated for this, but...\it's all because the conditions for the highest mood value miraculously coincided! response:	Was this all right?
context: Oh, silly Ena...\For now, we should head back to the hotel.\Yes, we should.\I went and did it!\The direct contact of mucous membranes!\I may have calculated for this, but...\it's all because the conditions for the highest mood value miraculously coincided!\Was this all right? response:	Taking a woman's lips without asking...
context: For now, we should head back to the hotel.\Yes, we should.\I went and did it!\The direct contact of mucous membranes!\I may have calculated for this, but...\it's all because the conditions for the highest mood value miraculously coincided!\Was this all right?\Taking a woman's lips without asking... response:	is a crime of indecent assault, isn't it?!
context: Yes, we should.\I went and did it!\The direct contact of mucous membranes!\I may have calculated for this, but...\it's all because the conditions for the highest mood value miraculously coincided!\Was this all right?\Taking a woman's lips without asking...\is a crime of indecent assault, isn't it?! response:	No, wait.
context: I went and did it!\The direct contact of mucous membranes!\I may have calculated for this, but...\it's all because the conditions for the highest mood value miraculously coincided!\Was this all right?\Taking a woman's lips without asking...\is a crime of indecent assault, isn't it?!\No, wait. response:	Himuro has been wanting a high mood-level kiss.
context: The direct contact of mucous membranes!\I may have calculated for this, but...\it's all because the conditions for the highest mood value miraculously coincided!\Was this all right?\Taking a woman's lips without asking...\is a crime of indecent assault, isn't it?!\No, wait.\Himuro has been wanting a high mood-level kiss. response:	That's right! This was a benevolent action!
context: I may have calculated for this, but...\it's all because the conditions for the highest mood value miraculously coincided!\Was this all right?\Taking a woman's lips without asking...\is a crime of indecent assault, isn't it?!\No, wait.\Himuro has been wanting a high mood-level kiss.\That's right! This was a benevolent action! response:	It was not at all like I had ulterior motives and performed an indecent action...
context: it's all because the conditions for the highest mood value miraculously coincided!\Was this all right?\Taking a woman's lips without asking...\is a crime of indecent assault, isn't it?!\No, wait.\Himuro has been wanting a high mood-level kiss.\That's right! This was a benevolent action!\It was not at all like I had ulterior motives and performed an indecent action... response:	Yukimura-kun.
context: Was this all right?\Taking a woman's lips without asking...\is a crime of indecent assault, isn't it?!\No, wait.\Himuro has been wanting a high mood-level kiss.\That's right! This was a benevolent action!\It was not at all like I had ulterior motives and performed an indecent action...\Yukimura-kun. response:	I can't walk, so you carry me.
context: Taking a woman's lips without asking...\is a crime of indecent assault, isn't it?!\No, wait.\Himuro has been wanting a high mood-level kiss.\That's right! This was a benevolent action!\It was not at all like I had ulterior motives and performed an indecent action...\Yukimura-kun.\I can't walk, so you carry me. response:	I suppose I have no choice.
context: is a crime of indecent assault, isn't it?!\No, wait.\Himuro has been wanting a high mood-level kiss.\That's right! This was a benevolent action!\It was not at all like I had ulterior motives and performed an indecent action...\Yukimura-kun.\I can't walk, so you carry me.\I suppose I have no choice. response:	I have no ulterior motives. I have no ulterior motives. I have no ulterior motives.
context: No, wait.\Himuro has been wanting a high mood-level kiss.\That's right! This was a benevolent action!\It was not at all like I had ulterior motives and performed an indecent action...\Yukimura-kun.\I can't walk, so you carry me.\I suppose I have no choice.\I have no ulterior motives. I have no ulterior motives. I have no ulterior motives. response:	That's right.
context: Himuro has been wanting a high mood-level kiss.\That's right! This was a benevolent action!\It was not at all like I had ulterior motives and performed an indecent action...\Yukimura-kun.\I can't walk, so you carry me.\I suppose I have no choice.\I have no ulterior motives. I have no ulterior motives. I have no ulterior motives.\That's right. response:	These are all simply benevolent actions for Himuro's benefit.
context: That's right! This was a benevolent action!\It was not at all like I had ulterior motives and performed an indecent action...\Yukimura-kun.\I can't walk, so you carry me.\I suppose I have no choice.\I have no ulterior motives. I have no ulterior motives. I have no ulterior motives.\That's right.\These are all simply benevolent actions for Himuro's benefit. response:	It is not the wicked thinking of some foolish criminal...
