context: I Can't Help Being in Love!? response:	Die, die!
context: Help me, Chiba!\You started all this when you told Futaba-\It's GOTTA be your face!\So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?!\I'm not a pervert!\He...\The first person to show him their undies...\Chiba wins! response:	Chiba...is gonna be Satou-kun's lover...
context: You started all this when you told Futaba-\It's GOTTA be your face!\So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?!\I'm not a pervert!\He...\The first person to show him their undies...\Chiba wins!\Chiba...is gonna be Satou-kun's lover... response:	Chiba...
context: It's GOTTA be your face!\So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?!\I'm not a pervert!\He...\The first person to show him their undies...\Chiba wins!\Chiba...is gonna be Satou-kun's lover...\Chiba... response:	Satou...
context: So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?!\I'm not a pervert!\He...\The first person to show him their undies...\Chiba wins!\Chiba...is gonna be Satou-kun's lover...\Chiba...\Satou... response:	If only I was 50 years younger...
context: I'm not a pervert!\He...\The first person to show him their undies...\Chiba wins!\Chiba...is gonna be Satou-kun's lover...\Chiba...\Satou...\If only I was 50 years younger... response:	Forget it!
context: He...\The first person to show him their undies...\Chiba wins!\Chiba...is gonna be Satou-kun's lover...\Chiba...\Satou...\If only I was 50 years younger...\Forget it! response:	Mitsudomoe!
context: The first person to show him their undies...\Chiba wins!\Chiba...is gonna be Satou-kun's lover...\Chiba...\Satou...\If only I was 50 years younger...\Forget it!\Mitsudomoe! response:	Someone has stolen Gachi Pink's underwear!
context: Chiba wins!\Chiba...is gonna be Satou-kun's lover...\Chiba...\Satou...\If only I was 50 years younger...\Forget it!\Mitsudomoe!\Someone has stolen Gachi Pink's underwear! response:	Who did Gachi Red and Gachi Blue see at the scene of the crime?
context: Chiba...is gonna be Satou-kun's lover...\Chiba...\Satou...\If only I was 50 years younger...\Forget it!\Mitsudomoe!\Someone has stolen Gachi Pink's underwear!\Who did Gachi Red and Gachi Blue see at the scene of the crime? response:	Next time on Serious Squadron Gachi Rangers,
context: Chiba...\Satou...\If only I was 50 years younger...\Forget it!\Mitsudomoe!\Someone has stolen Gachi Pink's underwear!\Who did Gachi Red and Gachi Blue see at the scene of the crime?\Next time on Serious Squadron Gachi Rangers, response:	Monsters need Underwear too!
context: Satou...\If only I was 50 years younger...\Forget it!\Mitsudomoe!\Someone has stolen Gachi Pink's underwear!\Who did Gachi Red and Gachi Blue see at the scene of the crime?\Next time on Serious Squadron Gachi Rangers,\Monsters need Underwear too! response:	We'll beat'em next week, Gachi-style!
context: If only I was 50 years younger...\Forget it!\Mitsudomoe!\Someone has stolen Gachi Pink's underwear!\Who did Gachi Red and Gachi Blue see at the scene of the crime?\Next time on Serious Squadron Gachi Rangers,\Monsters need Underwear too!\We'll beat'em next week, Gachi-style! response:	This program was brought-
context: Forget it!\Mitsudomoe!\Someone has stolen Gachi Pink's underwear!\Who did Gachi Red and Gachi Blue see at the scene of the crime?\Next time on Serious Squadron Gachi Rangers,\Monsters need Underwear too!\We'll beat'em next week, Gachi-style!\This program was brought- response:	This week's Gachi Rangers was awesome.
context: Mitsudomoe!\Someone has stolen Gachi Pink's underwear!\Who did Gachi Red and Gachi Blue see at the scene of the crime?\Next time on Serious Squadron Gachi Rangers,\Monsters need Underwear too!\We'll beat'em next week, Gachi-style!\This program was brought-\This week's Gachi Rangers was awesome. response:	Gachi Knuckle!
context: Someone has stolen Gachi Pink's underwear!\Who did Gachi Red and Gachi Blue see at the scene of the crime?\Next time on Serious Squadron Gachi Rangers,\Monsters need Underwear too!\We'll beat'em next week, Gachi-style!\This program was brought-\This week's Gachi Rangers was awesome.\Gachi Knuckle! response:	I never knew there was such awesome stuff on now!
context: Who did Gachi Red and Gachi Blue see at the scene of the crime?\Next time on Serious Squadron Gachi Rangers,\Monsters need Underwear too!\We'll beat'em next week, Gachi-style!\This program was brought-\This week's Gachi Rangers was awesome.\Gachi Knuckle!\I never knew there was such awesome stuff on now! response:	I'm glad I got up early!
context: Next time on Serious Squadron Gachi Rangers,\Monsters need Underwear too!\We'll beat'em next week, Gachi-style!\This program was brought-\This week's Gachi Rangers was awesome.\Gachi Knuckle!\I never knew there was such awesome stuff on now!\I'm glad I got up early! response:	How long have you been there?
context: Monsters need Underwear too!\We'll beat'em next week, Gachi-style!\This program was brought-\This week's Gachi Rangers was awesome.\Gachi Knuckle!\I never knew there was such awesome stuff on now!\I'm glad I got up early!\How long have you been there? response:	About 30 minutes.
context: We'll beat'em next week, Gachi-style!\This program was brought-\This week's Gachi Rangers was awesome.\Gachi Knuckle!\I never knew there was such awesome stuff on now!\I'm glad I got up early!\How long have you been there?\About 30 minutes. response:	Don't tell anyone what I was watching.
context: This program was brought-\This week's Gachi Rangers was awesome.\Gachi Knuckle!\I never knew there was such awesome stuff on now!\I'm glad I got up early!\How long have you been there?\About 30 minutes.\Don't tell anyone what I was watching. response:	Why?
context: This week's Gachi Rangers was awesome.\Gachi Knuckle!\I never knew there was such awesome stuff on now!\I'm glad I got up early!\How long have you been there?\About 30 minutes.\Don't tell anyone what I was watching.\Why? response:	Because!
context: Gachi Knuckle!\I never knew there was such awesome stuff on now!\I'm glad I got up early!\How long have you been there?\About 30 minutes.\Don't tell anyone what I was watching.\Why?\Because! response:	Then Red hit him with the Gachi Elbow!
context: I never knew there was such awesome stuff on now!\I'm glad I got up early!\How long have you been there?\About 30 minutes.\Don't tell anyone what I was watching.\Why?\Because!\Then Red hit him with the Gachi Elbow! response:	Yeah, yeah! That was sweet!
context: I'm glad I got up early!\How long have you been there?\About 30 minutes.\Don't tell anyone what I was watching.\Why?\Because!\Then Red hit him with the Gachi Elbow!\Yeah, yeah! That was sweet! response:	And Pink's boobies were just-
context: How long have you been there?\About 30 minutes.\Don't tell anyone what I was watching.\Why?\Because!\Then Red hit him with the Gachi Elbow!\Yeah, yeah! That was sweet!\And Pink's boobies were just- response:	Futaba...I told you not to tell anyone...
context: About 30 minutes.\Don't tell anyone what I was watching.\Why?\Because!\Then Red hit him with the Gachi Elbow!\Yeah, yeah! That was sweet!\And Pink's boobies were just-\Futaba...I told you not to tell anyone... response:	I didn't say YOU were watching too.
context: Don't tell anyone what I was watching.\Why?\Because!\Then Red hit him with the Gachi Elbow!\Yeah, yeah! That was sweet!\And Pink's boobies were just-\Futaba...I told you not to tell anyone...\I didn't say YOU were watching too. response:	Hitoha-chan was VERY mean the other day, you know.
context: Why?\Because!\Then Red hit him with the Gachi Elbow!\Yeah, yeah! That was sweet!\And Pink's boobies were just-\Futaba...I told you not to tell anyone...\I didn't say YOU were watching too.\Hitoha-chan was VERY mean the other day, you know. response:	If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead.
context: Because!\Then Red hit him with the Gachi Elbow!\Yeah, yeah! That was sweet!\And Pink's boobies were just-\Futaba...I told you not to tell anyone...\I didn't say YOU were watching too.\Hitoha-chan was VERY mean the other day, you know.\If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead. response:	Despite the fact that it really is a great show!
context: Then Red hit him with the Gachi Elbow!\Yeah, yeah! That was sweet!\And Pink's boobies were just-\Futaba...I told you not to tell anyone...\I didn't say YOU were watching too.\Hitoha-chan was VERY mean the other day, you know.\If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead.\Despite the fact that it really is a great show! response:	Yup!
context: Yeah, yeah! That was sweet!\And Pink's boobies were just-\Futaba...I told you not to tell anyone...\I didn't say YOU were watching too.\Hitoha-chan was VERY mean the other day, you know.\If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead.\Despite the fact that it really is a great show!\Yup! response:	So like I was saying...
context: And Pink's boobies were just-\Futaba...I told you not to tell anyone...\I didn't say YOU were watching too.\Hitoha-chan was VERY mean the other day, you know.\If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead.\Despite the fact that it really is a great show!\Yup!\So like I was saying... response:	Which makes our answer 7/15.
context: Futaba...I told you not to tell anyone...\I didn't say YOU were watching too.\Hitoha-chan was VERY mean the other day, you know.\If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead.\Despite the fact that it really is a great show!\Yup!\So like I was saying...\Which makes our answer 7/15. response:	Next is Hitoha-chan.
context: I didn't say YOU were watching too.\Hitoha-chan was VERY mean the other day, you know.\If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead.\Despite the fact that it really is a great show!\Yup!\So like I was saying...\Which makes our answer 7/15.\Next is Hitoha-chan. response:	Hitoha-chan?
context: Hitoha-chan was VERY mean the other day, you know.\If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead.\Despite the fact that it really is a great show!\Yup!\So like I was saying...\Which makes our answer 7/15.\Next is Hitoha-chan.\Hitoha-chan? response:	Hmm?
context: If you mention that you like Gachi Rangers she calls you a pervert and tells you to drop dead.\Despite the fact that it really is a great show!\Yup!\So like I was saying...\Which makes our answer 7/15.\Next is Hitoha-chan.\Hitoha-chan?\Hmm? response:	Read the next problem, please.
context: Despite the fact that it really is a great show!\Yup!\So like I was saying...\Which makes our answer 7/15.\Next is Hitoha-chan.\Hitoha-chan?\Hmm?\Read the next problem, please. response:	W-Which one?
context: Yup!\So like I was saying...\Which makes our answer 7/15.\Next is Hitoha-chan.\Hitoha-chan?\Hmm?\Read the next problem, please.\W-Which one? response:	Page 128, problem five.
context: So like I was saying...\Which makes our answer 7/15.\Next is Hitoha-chan.\Hitoha-chan?\Hmm?\Read the next problem, please.\W-Which one?\Page 128, problem five. response:	Pay attention please.
context: Which makes our answer 7/15.\Next is Hitoha-chan.\Hitoha-chan?\Hmm?\Read the next problem, please.\W-Which one?\Page 128, problem five.\Pay attention please. response:	Weird, Youngest never messes up in class.
context: Next is Hitoha-chan.\Hitoha-chan?\Hmm?\Read the next problem, please.\W-Which one?\Page 128, problem five.\Pay attention please.\Weird, Youngest never messes up in class. response:	She's been spacing out a lot lately.
context: Hitoha-chan?\Hmm?\Read the next problem, please.\W-Which one?\Page 128, problem five.\Pay attention please.\Weird, Youngest never messes up in class.\She's been spacing out a lot lately. response:	Maybe it's love!
context: Hmm?\Read the next problem, please.\W-Which one?\Page 128, problem five.\Pay attention please.\Weird, Youngest never messes up in class.\She's been spacing out a lot lately.\Maybe it's love! response:	No way...
context: Read the next problem, please.\W-Which one?\Page 128, problem five.\Pay attention please.\Weird, Youngest never messes up in class.\She's been spacing out a lot lately.\Maybe it's love!\No way... response:	You really like romance stories, huh Yoshioka?
context: W-Which one?\Page 128, problem five.\Pay attention please.\Weird, Youngest never messes up in class.\She's been spacing out a lot lately.\Maybe it's love!\No way...\You really like romance stories, huh Yoshioka? response:	To Yabecchi?
context: Page 128, problem five.\Pay attention please.\Weird, Youngest never messes up in class.\She's been spacing out a lot lately.\Maybe it's love!\No way...\You really like romance stories, huh Yoshioka?\To Yabecchi? response:	Yeah...we had a misunderstanding and I insulted him, so I want to apologize.
context: Pay attention please.\Weird, Youngest never messes up in class.\She's been spacing out a lot lately.\Maybe it's love!\No way...\You really like romance stories, huh Yoshioka?\To Yabecchi?\Yeah...we had a misunderstanding and I insulted him, so I want to apologize. response:	And...tell him that I feel the same way.
context: Weird, Youngest never messes up in class.\She's been spacing out a lot lately.\Maybe it's love!\No way...\You really like romance stories, huh Yoshioka?\To Yabecchi?\Yeah...we had a misunderstanding and I insulted him, so I want to apologize.\And...tell him that I feel the same way. response:	Oh cool, good luck!
context: She's been spacing out a lot lately.\Maybe it's love!\No way...\You really like romance stories, huh Yoshioka?\To Yabecchi?\Yeah...we had a misunderstanding and I insulted him, so I want to apologize.\And...tell him that I feel the same way.\Oh cool, good luck! response:	Hey Futaba, what's the holdup?
context: Maybe it's love!\No way...\You really like romance stories, huh Yoshioka?\To Yabecchi?\Yeah...we had a misunderstanding and I insulted him, so I want to apologize.\And...tell him that I feel the same way.\Oh cool, good luck!\Hey Futaba, what's the holdup? response:	Hey Shin-chan, I'm coming!
context: No way...\You really like romance stories, huh Yoshioka?\To Yabecchi?\Yeah...we had a misunderstanding and I insulted him, so I want to apologize.\And...tell him that I feel the same way.\Oh cool, good luck!\Hey Futaba, what's the holdup?\Hey Shin-chan, I'm coming! response:	S-Sorry...I overheard you.
context: You really like romance stories, huh Yoshioka?\To Yabecchi?\Yeah...we had a misunderstanding and I insulted him, so I want to apologize.\And...tell him that I feel the same way.\Oh cool, good luck!\Hey Futaba, what's the holdup?\Hey Shin-chan, I'm coming!\S-Sorry...I overheard you. response:	I didn't know.
context: To Yabecchi?\Yeah...we had a misunderstanding and I insulted him, so I want to apologize.\And...tell him that I feel the same way.\Oh cool, good luck!\Hey Futaba, what's the holdup?\Hey Shin-chan, I'm coming!\S-Sorry...I overheard you.\I didn't know. response:	Youngest-san's in love with Yabecchi!
context: Yeah...we had a misunderstanding and I insulted him, so I want to apologize.\And...tell him that I feel the same way.\Oh cool, good luck!\Hey Futaba, what's the holdup?\Hey Shin-chan, I'm coming!\S-Sorry...I overheard you.\I didn't know.\Youngest-san's in love with Yabecchi! response:	I'm rooting for you!
context: And...tell him that I feel the same way.\Oh cool, good luck!\Hey Futaba, what's the holdup?\Hey Shin-chan, I'm coming!\S-Sorry...I overheard you.\I didn't know.\Youngest-san's in love with Yabecchi!\I'm rooting for you! response:	Umm...
context: Oh cool, good luck!\Hey Futaba, what's the holdup?\Hey Shin-chan, I'm coming!\S-Sorry...I overheard you.\I didn't know.\Youngest-san's in love with Yabecchi!\I'm rooting for you!\Umm... response:	That's right, she...
context: Hey Futaba, what's the holdup?\Hey Shin-chan, I'm coming!\S-Sorry...I overheard you.\I didn't know.\Youngest-san's in love with Yabecchi!\I'm rooting for you!\Umm...\That's right, she... response:	Gachi Rangers has been really good lately, huh?
context: Hey Shin-chan, I'm coming!\S-Sorry...I overheard you.\I didn't know.\Youngest-san's in love with Yabecchi!\I'm rooting for you!\Umm...\That's right, she...\Gachi Rangers has been really good lately, huh? response:	Th...Thank you.
context: S-Sorry...I overheard you.\I didn't know.\Youngest-san's in love with Yabecchi!\I'm rooting for you!\Umm...\That's right, she...\Gachi Rangers has been really good lately, huh?\Th...Thank you. response:	I appreciate it.
context: I didn't know.\Youngest-san's in love with Yabecchi!\I'm rooting for you!\Umm...\That's right, she...\Gachi Rangers has been really good lately, huh?\Th...Thank you.\I appreciate it. response:	Feel free to ask me anything.
context: Youngest-san's in love with Yabecchi!\I'm rooting for you!\Umm...\That's right, she...\Gachi Rangers has been really good lately, huh?\Th...Thank you.\I appreciate it.\Feel free to ask me anything. response:	I'm Yoshioka Yuki, by the way.
context: I'm rooting for you!\Umm...\That's right, she...\Gachi Rangers has been really good lately, huh?\Th...Thank you.\I appreciate it.\Feel free to ask me anything.\I'm Yoshioka Yuki, by the way. response:	I know.
context: Umm...\That's right, she...\Gachi Rangers has been really good lately, huh?\Th...Thank you.\I appreciate it.\Feel free to ask me anything.\I'm Yoshioka Yuki, by the way.\I know. response:	Oh of course, we're classmates after all.
context: That's right, she...\Gachi Rangers has been really good lately, huh?\Th...Thank you.\I appreciate it.\Feel free to ask me anything.\I'm Yoshioka Yuki, by the way.\I know.\Oh of course, we're classmates after all. response:	I never would've guessed, Youngest-san.
context: Gachi Rangers has been really good lately, huh?\Th...Thank you.\I appreciate it.\Feel free to ask me anything.\I'm Yoshioka Yuki, by the way.\I know.\Oh of course, we're classmates after all.\I never would've guessed, Youngest-san. response:	I just can't get enough.
context: Th...Thank you.\I appreciate it.\Feel free to ask me anything.\I'm Yoshioka Yuki, by the way.\I know.\Oh of course, we're classmates after all.\I never would've guessed, Youngest-san.\I just can't get enough. response:	I even have tapes.
context: I appreciate it.\Feel free to ask me anything.\I'm Yoshioka Yuki, by the way.\I know.\Oh of course, we're classmates after all.\I never would've guessed, Youngest-san.\I just can't get enough.\I even have tapes. response:	I stay up watching them all night.
context: Feel free to ask me anything.\I'm Yoshioka Yuki, by the way.\I know.\Oh of course, we're classmates after all.\I never would've guessed, Youngest-san.\I just can't get enough.\I even have tapes.\I stay up watching them all night. response:	T-Tapes?
context: I'm Yoshioka Yuki, by the way.\I know.\Oh of course, we're classmates after all.\I never would've guessed, Youngest-san.\I just can't get enough.\I even have tapes.\I stay up watching them all night.\T-Tapes? response:	I can't stop watching.
context: I know.\Oh of course, we're classmates after all.\I never would've guessed, Youngest-san.\I just can't get enough.\I even have tapes.\I stay up watching them all night.\T-Tapes?\I can't stop watching. response:	Youngest-san, that's...
context: Oh of course, we're classmates after all.\I never would've guessed, Youngest-san.\I just can't get enough.\I even have tapes.\I stay up watching them all night.\T-Tapes?\I can't stop watching.\Youngest-san, that's... response:	Tapes of Yabe (stalking)
context: I never would've guessed, Youngest-san.\I just can't get enough.\I even have tapes.\I stay up watching them all night.\T-Tapes?\I can't stop watching.\Youngest-san, that's...\Tapes of Yabe (stalking) response:	Stalking!
context: I just can't get enough.\I even have tapes.\I stay up watching them all night.\T-Tapes?\I can't stop watching.\Youngest-san, that's...\Tapes of Yabe (stalking)\Stalking! response:	I wanna start collecting stuff, too.
context: I even have tapes.\I stay up watching them all night.\T-Tapes?\I can't stop watching.\Youngest-san, that's...\Tapes of Yabe (stalking)\Stalking!\I wanna start collecting stuff, too. response:	S-Stuff?!
context: I stay up watching them all night.\T-Tapes?\I can't stop watching.\Youngest-san, that's...\Tapes of Yabe (stalking)\Stalking!\I wanna start collecting stuff, too.\S-Stuff?! response:	Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key
context: T-Tapes?\I can't stop watching.\Youngest-san, that's...\Tapes of Yabe (stalking)\Stalking!\I wanna start collecting stuff, too.\S-Stuff?!\Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key response:	Like stuff Yabecchi used?!
context: I can't stop watching.\Youngest-san, that's...\Tapes of Yabe (stalking)\Stalking!\I wanna start collecting stuff, too.\S-Stuff?!\Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key\Like stuff Yabecchi used?! response:	You certainly are passionate...
context: Youngest-san, that's...\Tapes of Yabe (stalking)\Stalking!\I wanna start collecting stuff, too.\S-Stuff?!\Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key\Like stuff Yabecchi used?!\You certainly are passionate... response:	I just love every little bit.
context: Tapes of Yabe (stalking)\Stalking!\I wanna start collecting stuff, too.\S-Stuff?!\Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key\Like stuff Yabecchi used?!\You certainly are passionate...\I just love every little bit. response:	Yesterday was incredible.
context: Stalking!\I wanna start collecting stuff, too.\S-Stuff?!\Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key\Like stuff Yabecchi used?!\You certainly are passionate...\I just love every little bit.\Yesterday was incredible. response:	Yesterday?
context: I wanna start collecting stuff, too.\S-Stuff?!\Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key\Like stuff Yabecchi used?!\You certainly are passionate...\I just love every little bit.\Yesterday was incredible.\Yesterday? response:	Like that mega-hit he landed with his elbow.
context: S-Stuff?!\Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key\Like stuff Yabecchi used?!\You certainly are passionate...\I just love every little bit.\Yesterday was incredible.\Yesterday?\Like that mega-hit he landed with his elbow. response:	You...he hit...
context: Underwear/ Used bottle/ Used straw Used chopsticks/ Spare key\Like stuff Yabecchi used?!\You certainly are passionate...\I just love every little bit.\Yesterday was incredible.\Yesterday?\Like that mega-hit he landed with his elbow.\You...he hit... response:	It felt awesome...
context: Like stuff Yabecchi used?!\You certainly are passionate...\I just love every little bit.\Yesterday was incredible.\Yesterday?\Like that mega-hit he landed with his elbow.\You...he hit...\It felt awesome... response:	Everyone experiences love differently, I guess...
context: You certainly are passionate...\I just love every little bit.\Yesterday was incredible.\Yesterday?\Like that mega-hit he landed with his elbow.\You...he hit...\It felt awesome...\Everyone experiences love differently, I guess... response:	Apparently Sensei's into it, too.
context: I just love every little bit.\Yesterday was incredible.\Yesterday?\Like that mega-hit he landed with his elbow.\You...he hit...\It felt awesome...\Everyone experiences love differently, I guess...\Apparently Sensei's into it, too. response:	But I...I got the wrong idea and called him a sick pervert.
context: Yesterday was incredible.\Yesterday?\Like that mega-hit he landed with his elbow.\You...he hit...\It felt awesome...\Everyone experiences love differently, I guess...\Apparently Sensei's into it, too.\But I...I got the wrong idea and called him a sick pervert. response:	You weren't wrong at all.
context: Yesterday?\Like that mega-hit he landed with his elbow.\You...he hit...\It felt awesome...\Everyone experiences love differently, I guess...\Apparently Sensei's into it, too.\But I...I got the wrong idea and called him a sick pervert.\You weren't wrong at all. response:	Hmm? What? You don't wanna talk anymore?
context: Like that mega-hit he landed with his elbow.\You...he hit...\It felt awesome...\Everyone experiences love differently, I guess...\Apparently Sensei's into it, too.\But I...I got the wrong idea and called him a sick pervert.\You weren't wrong at all.\Hmm? What? You don't wanna talk anymore? response:	Oh no...I didn't mean to...
context: You...he hit...\It felt awesome...\Everyone experiences love differently, I guess...\Apparently Sensei's into it, too.\But I...I got the wrong idea and called him a sick pervert.\You weren't wrong at all.\Hmm? What? You don't wanna talk anymore?\Oh no...I didn't mean to... response:	Of course. You're part of our group too, Yoshioka-san.
context: It felt awesome...\Everyone experiences love differently, I guess...\Apparently Sensei's into it, too.\But I...I got the wrong idea and called him a sick pervert.\You weren't wrong at all.\Hmm? What? You don't wanna talk anymore?\Oh no...I didn't mean to...\Of course. You're part of our group too, Yoshioka-san. response:	Oh no...now I'm an accessory because she told me everything...
context: Everyone experiences love differently, I guess...\Apparently Sensei's into it, too.\But I...I got the wrong idea and called him a sick pervert.\You weren't wrong at all.\Hmm? What? You don't wanna talk anymore?\Oh no...I didn't mean to...\Of course. You're part of our group too, Yoshioka-san.\Oh no...now I'm an accessory because she told me everything... response:	I'd better get going.
context: Apparently Sensei's into it, too.\But I...I got the wrong idea and called him a sick pervert.\You weren't wrong at all.\Hmm? What? You don't wanna talk anymore?\Oh no...I didn't mean to...\Of course. You're part of our group too, Yoshioka-san.\Oh no...now I'm an accessory because she told me everything...\I'd better get going. response:	You're going to do it?
context: But I...I got the wrong idea and called him a sick pervert.\You weren't wrong at all.\Hmm? What? You don't wanna talk anymore?\Oh no...I didn't mean to...\Of course. You're part of our group too, Yoshioka-san.\Oh no...now I'm an accessory because she told me everything...\I'd better get going.\You're going to do it? response:	Well, best of luck!
context: You weren't wrong at all.\Hmm? What? You don't wanna talk anymore?\Oh no...I didn't mean to...\Of course. You're part of our group too, Yoshioka-san.\Oh no...now I'm an accessory because she told me everything...\I'd better get going.\You're going to do it?\Well, best of luck! response:	I hope you tell Yabecchi all about how much you love him!
context: Hmm? What? You don't wanna talk anymore?\Oh no...I didn't mean to...\Of course. You're part of our group too, Yoshioka-san.\Oh no...now I'm an accessory because she told me everything...\I'd better get going.\You're going to do it?\Well, best of luck!\I hope you tell Yabecchi all about how much you love him! response:	Hitoha-chan...you're in love me?
context: Oh no...I didn't mean to...\Of course. You're part of our group too, Yoshioka-san.\Oh no...now I'm an accessory because she told me everything...\I'd better get going.\You're going to do it?\Well, best of luck!\I hope you tell Yabecchi all about how much you love him!\Hitoha-chan...you're in love me? response:	Oh...Oh no, he heard me before you could tell him!
context: Of course. You're part of our group too, Yoshioka-san.\Oh no...now I'm an accessory because she told me everything...\I'd better get going.\You're going to do it?\Well, best of luck!\I hope you tell Yabecchi all about how much you love him!\Hitoha-chan...you're in love me?\Oh...Oh no, he heard me before you could tell him! response:	H-He said no!
context: Oh no...now I'm an accessory because she told me everything...\I'd better get going.\You're going to do it?\Well, best of luck!\I hope you tell Yabecchi all about how much you love him!\Hitoha-chan...you're in love me?\Oh...Oh no, he heard me before you could tell him!\H-He said no! response:	Youngest-san!
context: I'd better get going.\You're going to do it?\Well, best of luck!\I hope you tell Yabecchi all about how much you love him!\Hitoha-chan...you're in love me?\Oh...Oh no, he heard me before you could tell him!\H-He said no!\Youngest-san! response:	What do I do?
context: You're going to do it?\Well, best of luck!\I hope you tell Yabecchi all about how much you love him!\Hitoha-chan...you're in love me?\Oh...Oh no, he heard me before you could tell him!\H-He said no!\Youngest-san!\What do I do? response:	I'm sorry, I'm so sorry!
context: Well, best of luck!\I hope you tell Yabecchi all about how much you love him!\Hitoha-chan...you're in love me?\Oh...Oh no, he heard me before you could tell him!\H-He said no!\Youngest-san!\What do I do?\I'm sorry, I'm so sorry! response:	Save me...Gachi Rangers.
context: I hope you tell Yabecchi all about how much you love him!\Hitoha-chan...you're in love me?\Oh...Oh no, he heard me before you could tell him!\H-He said no!\Youngest-san!\What do I do?\I'm sorry, I'm so sorry!\Save me...Gachi Rangers. response:	We never got to show Satou-kun our panties.
context: Hitoha-chan...you're in love me?\Oh...Oh no, he heard me before you could tell him!\H-He said no!\Youngest-san!\What do I do?\I'm sorry, I'm so sorry!\Save me...Gachi Rangers.\We never got to show Satou-kun our panties. response:	We can't give up yet!
context: Oh...Oh no, he heard me before you could tell him!\H-He said no!\Youngest-san!\What do I do?\I'm sorry, I'm so sorry!\Save me...Gachi Rangers.\We never got to show Satou-kun our panties.\We can't give up yet! response:	We've gotta keep at it until he gets an eyeful of our underwear!
context: H-He said no!\Youngest-san!\What do I do?\I'm sorry, I'm so sorry!\Save me...Gachi Rangers.\We never got to show Satou-kun our panties.\We can't give up yet!\We've gotta keep at it until he gets an eyeful of our underwear! response:	But...
context: Youngest-san!\What do I do?\I'm sorry, I'm so sorry!\Save me...Gachi Rangers.\We never got to show Satou-kun our panties.\We can't give up yet!\We've gotta keep at it until he gets an eyeful of our underwear!\But... response:	Episode 8 RUNNER
context: What do I do?\I'm sorry, I'm so sorry!\Save me...Gachi Rangers.\We never got to show Satou-kun our panties.\We can't give up yet!\We've gotta keep at it until he gets an eyeful of our underwear!\But...\Episode 8 RUNNER response:	If he's gay then maybe we'll see Satou-kun's underwear instead.
context: I'm sorry, I'm so sorry!\Save me...Gachi Rangers.\We never got to show Satou-kun our panties.\We can't give up yet!\We've gotta keep at it until he gets an eyeful of our underwear!\But...\Episode 8 RUNNER\If he's gay then maybe we'll see Satou-kun's underwear instead. response:	That's it!
