context: Ow. response:	Oh...
context: I-I want to help, too.\Thank you.\Don't just stand there, dammit.\I'm not just standing here!\Merry said her staff is just for show, but that's not true.\She's learned skills for her staff.\She just doesn't want to fight on the front lines, but she still protected Shihoru.\Thanks for earlier. response:	What are you talking about?
context: Thank you.\Don't just stand there, dammit.\I'm not just standing here!\Merry said her staff is just for show, but that's not true.\She's learned skills for her staff.\She just doesn't want to fight on the front lines, but she still protected Shihoru.\Thanks for earlier.\What are you talking about? response:	Oh, Merry, wait.
context: Don't just stand there, dammit.\I'm not just standing here!\Merry said her staff is just for show, but that's not true.\She's learned skills for her staff.\She just doesn't want to fight on the front lines, but she still protected Shihoru.\Thanks for earlier.\What are you talking about?\Oh, Merry, wait. response:	What is it now?
context: I'm not just standing here!\Merry said her staff is just for show, but that's not true.\She's learned skills for her staff.\She just doesn't want to fight on the front lines, but she still protected Shihoru.\Thanks for earlier.\What are you talking about?\Oh, Merry, wait.\What is it now? response:	She's scary every single time.
context: Merry said her staff is just for show, but that's not true.\She's learned skills for her staff.\She just doesn't want to fight on the front lines, but she still protected Shihoru.\Thanks for earlier.\What are you talking about?\Oh, Merry, wait.\What is it now?\She's scary every single time. response:	Aren't we friends in the same party?
context: She's learned skills for her staff.\She just doesn't want to fight on the front lines, but she still protected Shihoru.\Thanks for earlier.\What are you talking about?\Oh, Merry, wait.\What is it now?\She's scary every single time.\Aren't we friends in the same party? response:	Isn't it better to be liked than hated?
context: She just doesn't want to fight on the front lines, but she still protected Shihoru.\Thanks for earlier.\What are you talking about?\Oh, Merry, wait.\What is it now?\She's scary every single time.\Aren't we friends in the same party?\Isn't it better to be liked than hated? response:	I'd like to say that to her, but I can't.
context: Thanks for earlier.\What are you talking about?\Oh, Merry, wait.\What is it now?\She's scary every single time.\Aren't we friends in the same party?\Isn't it better to be liked than hated?\I'd like to say that to her, but I can't. response:	If I say anything personal, she'll probably leave.
context: What are you talking about?\Oh, Merry, wait.\What is it now?\She's scary every single time.\Aren't we friends in the same party?\Isn't it better to be liked than hated?\I'd like to say that to her, but I can't.\If I say anything personal, she'll probably leave. response:	Well...
context: Oh, Merry, wait.\What is it now?\She's scary every single time.\Aren't we friends in the same party?\Isn't it better to be liked than hated?\I'd like to say that to her, but I can't.\If I say anything personal, she'll probably leave.\Well... response:	No, thank you.
context: What is it now?\She's scary every single time.\Aren't we friends in the same party?\Isn't it better to be liked than hated?\I'd like to say that to her, but I can't.\If I say anything personal, she'll probably leave.\Well...\No, thank you. response:	Hm? Why are you being so formal?
context: She's scary every single time.\Aren't we friends in the same party?\Isn't it better to be liked than hated?\I'd like to say that to her, but I can't.\If I say anything personal, she'll probably leave.\Well...\No, thank you.\Hm? Why are you being so formal? response:	No reason...
context: Aren't we friends in the same party?\Isn't it better to be liked than hated?\I'd like to say that to her, but I can't.\If I say anything personal, she'll probably leave.\Well...\No, thank you.\Hm? Why are you being so formal?\No reason... response:	Oh, I see.
context: Isn't it better to be liked than hated?\I'd like to say that to her, but I can't.\If I say anything personal, she'll probably leave.\Well...\No, thank you.\Hm? Why are you being so formal?\No reason...\Oh, I see. response:	Sorry.
context: I'd like to say that to her, but I can't.\If I say anything personal, she'll probably leave.\Well...\No, thank you.\Hm? Why are you being so formal?\No reason...\Oh, I see.\Sorry. response:	It's not...
context: If I say anything personal, she'll probably leave.\Well...\No, thank you.\Hm? Why are you being so formal?\No reason...\Oh, I see.\Sorry.\It's not... response:	Hm?
context: Well...\No, thank you.\Hm? Why are you being so formal?\No reason...\Oh, I see.\Sorry.\It's not...\Hm? response:	See you...
context: No, thank you.\Hm? Why are you being so formal?\No reason...\Oh, I see.\Sorry.\It's not...\Hm?\See you... response:	Man, she's a real nasty one.
context: Hm? Why are you being so formal?\No reason...\Oh, I see.\Sorry.\It's not...\Hm?\See you...\Man, she's a real nasty one. response:	You think so?
context: No reason...\Oh, I see.\Sorry.\It's not...\Hm?\See you...\Man, she's a real nasty one.\You think so? response:	She was a little different today.
context: Oh, I see.\Sorry.\It's not...\Hm?\See you...\Man, she's a real nasty one.\You think so?\She was a little different today. response:	I thought Merry-chan was kinda cute today, though.
context: Sorry.\It's not...\Hm?\See you...\Man, she's a real nasty one.\You think so?\She was a little different today.\I thought Merry-chan was kinda cute today, though. response:	See you tomorrow.
context: It's not...\Hm?\See you...\Man, she's a real nasty one.\You think so?\She was a little different today.\I thought Merry-chan was kinda cute today, though.\See you tomorrow. response:	I'm pretty sure Merry was about to say that.
context: Hm?\See you...\Man, she's a real nasty one.\You think so?\She was a little different today.\I thought Merry-chan was kinda cute today, though.\See you tomorrow.\I'm pretty sure Merry was about to say that. response:	That's what I decided to think today.
context: See you...\Man, she's a real nasty one.\You think so?\She was a little different today.\I thought Merry-chan was kinda cute today, though.\See you tomorrow.\I'm pretty sure Merry was about to say that.\That's what I decided to think today. response:	Hey, I want to go ask Shinohara-san from Orion something.
context: Man, she's a real nasty one.\You think so?\She was a little different today.\I thought Merry-chan was kinda cute today, though.\See you tomorrow.\I'm pretty sure Merry was about to say that.\That's what I decided to think today.\Hey, I want to go ask Shinohara-san from Orion something. response:	Will you all come with me?
context: You think so?\She was a little different today.\I thought Merry-chan was kinda cute today, though.\See you tomorrow.\I'm pretty sure Merry was about to say that.\That's what I decided to think today.\Hey, I want to go ask Shinohara-san from Orion something.\Will you all come with me? response:	You're asking about Merry?
context: She was a little different today.\I thought Merry-chan was kinda cute today, though.\See you tomorrow.\I'm pretty sure Merry was about to say that.\That's what I decided to think today.\Hey, I want to go ask Shinohara-san from Orion something.\Will you all come with me?\You're asking about Merry? response:	Yes.
context: I thought Merry-chan was kinda cute today, though.\See you tomorrow.\I'm pretty sure Merry was about to say that.\That's what I decided to think today.\Hey, I want to go ask Shinohara-san from Orion something.\Will you all come with me?\You're asking about Merry?\Yes. response:	You were talking to her yesterday, right?
context: See you tomorrow.\I'm pretty sure Merry was about to say that.\That's what I decided to think today.\Hey, I want to go ask Shinohara-san from Orion something.\Will you all come with me?\You're asking about Merry?\Yes.\You were talking to her yesterday, right? response:	Yeah...
context: I'm pretty sure Merry was about to say that.\That's what I decided to think today.\Hey, I want to go ask Shinohara-san from Orion something.\Will you all come with me?\You're asking about Merry?\Yes.\You were talking to her yesterday, right?\Yeah... response:	What about her?
context: That's what I decided to think today.\Hey, I want to go ask Shinohara-san from Orion something.\Will you all come with me?\You're asking about Merry?\Yes.\You were talking to her yesterday, right?\Yeah...\What about her? response:	Will you tell us about Merry?
context: Hey, I want to go ask Shinohara-san from Orion something.\Will you all come with me?\You're asking about Merry?\Yes.\You were talking to her yesterday, right?\Yeah...\What about her?\Will you tell us about Merry? response:	I don't think she would tell us anything if we asked her.
context: Will you all come with me?\You're asking about Merry?\Yes.\You were talking to her yesterday, right?\Yeah...\What about her?\Will you tell us about Merry?\I don't think she would tell us anything if we asked her. response:	Then... rather than me, Hayashi would be a better person to ask.
context: You're asking about Merry?\Yes.\You were talking to her yesterday, right?\Yeah...\What about her?\Will you tell us about Merry?\I don't think she would tell us anything if we asked her.\Then... rather than me, Hayashi would be a better person to ask. response:	Hayashi used to be in Merry's party.
context: Yes.\You were talking to her yesterday, right?\Yeah...\What about her?\Will you tell us about Merry?\I don't think she would tell us anything if we asked her.\Then... rather than me, Hayashi would be a better person to ask.\Hayashi used to be in Merry's party. response:	Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now.
context: You were talking to her yesterday, right?\Yeah...\What about her?\Will you tell us about Merry?\I don't think she would tell us anything if we asked her.\Then... rather than me, Hayashi would be a better person to ask.\Hayashi used to be in Merry's party.\Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now. response:	Michiki and I were Warriors.
context: Yeah...\What about her?\Will you tell us about Merry?\I don't think she would tell us anything if we asked her.\Then... rather than me, Hayashi would be a better person to ask.\Hayashi used to be in Merry's party.\Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now.\Michiki and I were Warriors. response:	Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest.
context: What about her?\Will you tell us about Merry?\I don't think she would tell us anything if we asked her.\Then... rather than me, Hayashi would be a better person to ask.\Hayashi used to be in Merry's party.\Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now.\Michiki and I were Warriors.\Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest. response:	Our party was one that had a smooth start.
context: Will you tell us about Merry?\I don't think she would tell us anything if we asked her.\Then... rather than me, Hayashi would be a better person to ask.\Hayashi used to be in Merry's party.\Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now.\Michiki and I were Warriors.\Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest.\Our party was one that had a smooth start. response:	We bought our badges after about ten days,
context: I don't think she would tell us anything if we asked her.\Then... rather than me, Hayashi would be a better person to ask.\Hayashi used to be in Merry's party.\Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now.\Michiki and I were Warriors.\Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest.\Our party was one that had a smooth start.\We bought our badges after about ten days, response:	and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine.
context: Then... rather than me, Hayashi would be a better person to ask.\Hayashi used to be in Merry's party.\Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now.\Michiki and I were Warriors.\Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest.\Our party was one that had a smooth start.\We bought our badges after about ten days,\and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine. response:	At the time, we took how easy it was for granted.
context: Hayashi used to be in Merry's party.\Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now.\Michiki and I were Warriors.\Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest.\Our party was one that had a smooth start.\We bought our badges after about ten days,\and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine.\At the time, we took how easy it was for granted. response:	That's why we didn't realize how much of a burden we were putting on Merry.
context: Merry and I were friends from when we were Trainee Volunteer Soldiers, just like you all are now.\Michiki and I were Warriors.\Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest.\Our party was one that had a smooth start.\We bought our badges after about ten days,\and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine.\At the time, we took how easy it was for granted.\That's why we didn't realize how much of a burden we were putting on Merry. response:	She was always bright, cheerful, and smiling.
context: Michiki and I were Warriors.\Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest.\Our party was one that had a smooth start.\We bought our badges after about ten days,\and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine.\At the time, we took how easy it was for granted.\That's why we didn't realize how much of a burden we were putting on Merry.\She was always bright, cheerful, and smiling. response:	So much that our party was never gloomy.
context: Mutsumi was our Mage, Ogu was our Thief, and Merry was our Priest.\Our party was one that had a smooth start.\We bought our badges after about ten days,\and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine.\At the time, we took how easy it was for granted.\That's why we didn't realize how much of a burden we were putting on Merry.\She was always bright, cheerful, and smiling.\So much that our party was never gloomy. response:	She would heal us right away, even if it was just a scratch.
context: Our party was one that had a smooth start.\We bought our badges after about ten days,\and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine.\At the time, we took how easy it was for granted.\That's why we didn't realize how much of a burden we were putting on Merry.\She was always bright, cheerful, and smiling.\So much that our party was never gloomy.\She would heal us right away, even if it was just a scratch. response:	And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy.
context: We bought our badges after about ten days,\and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine.\At the time, we took how easy it was for granted.\That's why we didn't realize how much of a burden we were putting on Merry.\She was always bright, cheerful, and smiling.\So much that our party was never gloomy.\She would heal us right away, even if it was just a scratch.\And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy. response:	Merry was doing enough for three people.
context: and we weren't exposed to real danger until we began our hunt for a kobold in the Cyrene Mine.\At the time, we took how easy it was for granted.\That's why we didn't realize how much of a burden we were putting on Merry.\She was always bright, cheerful, and smiling.\So much that our party was never gloomy.\She would heal us right away, even if it was just a scratch.\And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy.\Merry was doing enough for three people. response:	The more battles we fought, the more our confidence grew.
context: At the time, we took how easy it was for granted.\That's why we didn't realize how much of a burden we were putting on Merry.\She was always bright, cheerful, and smiling.\So much that our party was never gloomy.\She would heal us right away, even if it was just a scratch.\And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy.\Merry was doing enough for three people.\The more battles we fought, the more our confidence grew. response:	We weren't afraid of anything back then.
context: That's why we didn't realize how much of a burden we were putting on Merry.\She was always bright, cheerful, and smiling.\So much that our party was never gloomy.\She would heal us right away, even if it was just a scratch.\And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy.\Merry was doing enough for three people.\The more battles we fought, the more our confidence grew.\We weren't afraid of anything back then. response:	But the difference between victory and defeat is paper-thin.
context: She was always bright, cheerful, and smiling.\So much that our party was never gloomy.\She would heal us right away, even if it was just a scratch.\And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy.\Merry was doing enough for three people.\The more battles we fought, the more our confidence grew.\We weren't afraid of anything back then.\But the difference between victory and defeat is paper-thin. response:	We didn't realize this...
context: So much that our party was never gloomy.\She would heal us right away, even if it was just a scratch.\And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy.\Merry was doing enough for three people.\The more battles we fought, the more our confidence grew.\We weren't afraid of anything back then.\But the difference between victory and defeat is paper-thin.\We didn't realize this... response:	But Merry always prevented the thing that could make us fall into utter defeat.
context: She would heal us right away, even if it was just a scratch.\And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy.\Merry was doing enough for three people.\The more battles we fought, the more our confidence grew.\We weren't afraid of anything back then.\But the difference between victory and defeat is paper-thin.\We didn't realize this...\But Merry always prevented the thing that could make us fall into utter defeat. response:	Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them.
context: And if Mutsumi or Ogu were in trouble, she would help them right away, so of course we had it easy.\Merry was doing enough for three people.\The more battles we fought, the more our confidence grew.\We weren't afraid of anything back then.\But the difference between victory and defeat is paper-thin.\We didn't realize this...\But Merry always prevented the thing that could make us fall into utter defeat.\Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them. response:	Deeper and deeper we went.
context: Merry was doing enough for three people.\The more battles we fought, the more our confidence grew.\We weren't afraid of anything back then.\But the difference between victory and defeat is paper-thin.\We didn't realize this...\But Merry always prevented the thing that could make us fall into utter defeat.\Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them.\Deeper and deeper we went. response:	And in the fifth layer down, we met it.
context: The more battles we fought, the more our confidence grew.\We weren't afraid of anything back then.\But the difference between victory and defeat is paper-thin.\We didn't realize this...\But Merry always prevented the thing that could make us fall into utter defeat.\Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them.\Deeper and deeper we went.\And in the fifth layer down, we met it. response:	It?
context: We weren't afraid of anything back then.\But the difference between victory and defeat is paper-thin.\We didn't realize this...\But Merry always prevented the thing that could make us fall into utter defeat.\Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them.\Deeper and deeper we went.\And in the fifth layer down, we met it.\It? response:	A giant, black and white-spotted kobold.
context: But the difference between victory and defeat is paper-thin.\We didn't realize this...\But Merry always prevented the thing that could make us fall into utter defeat.\Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them.\Deeper and deeper we went.\And in the fifth layer down, we met it.\It?\A giant, black and white-spotted kobold. response:	A great number of Volunteer Soldiers had died by its hand.
context: We didn't realize this...\But Merry always prevented the thing that could make us fall into utter defeat.\Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them.\Deeper and deeper we went.\And in the fifth layer down, we met it.\It?\A giant, black and white-spotted kobold.\A great number of Volunteer Soldiers had died by its hand. response:	People called this kobold Death Spots.
context: But Merry always prevented the thing that could make us fall into utter defeat.\Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them.\Deeper and deeper we went.\And in the fifth layer down, we met it.\It?\A giant, black and white-spotted kobold.\A great number of Volunteer Soldiers had died by its hand.\People called this kobold Death Spots. response:	We should have run away.
context: Other parties had also been trying to seize Cyrene Mine, and we didn't want to lose to them.\Deeper and deeper we went.\And in the fifth layer down, we met it.\It?\A giant, black and white-spotted kobold.\A great number of Volunteer Soldiers had died by its hand.\People called this kobold Death Spots.\We should have run away. response:	We had the chance to.
context: Deeper and deeper we went.\And in the fifth layer down, we met it.\It?\A giant, black and white-spotted kobold.\A great number of Volunteer Soldiers had died by its hand.\People called this kobold Death Spots.\We should have run away.\We had the chance to. response:	I regret that more than anything.
context: And in the fifth layer down, we met it.\It?\A giant, black and white-spotted kobold.\A great number of Volunteer Soldiers had died by its hand.\People called this kobold Death Spots.\We should have run away.\We had the chance to.\I regret that more than anything. response:	The kobold hit me, and I fell unconscious.
context: It?\A giant, black and white-spotted kobold.\A great number of Volunteer Soldiers had died by its hand.\People called this kobold Death Spots.\We should have run away.\We had the chance to.\I regret that more than anything.\The kobold hit me, and I fell unconscious. response:	When I came to, Ogu and Mutsumi were dead...
context: A giant, black and white-spotted kobold.\A great number of Volunteer Soldiers had died by its hand.\People called this kobold Death Spots.\We should have run away.\We had the chance to.\I regret that more than anything.\The kobold hit me, and I fell unconscious.\When I came to, Ogu and Mutsumi were dead... response:	Over and over, I shouted to Merry to go and heal Michiki.
context: A great number of Volunteer Soldiers had died by its hand.\People called this kobold Death Spots.\We should have run away.\We had the chance to.\I regret that more than anything.\The kobold hit me, and I fell unconscious.\When I came to, Ogu and Mutsumi were dead...\Over and over, I shouted to Merry to go and heal Michiki. response:	This has never happened before...
context: People called this kobold Death Spots.\We should have run away.\We had the chance to.\I regret that more than anything.\The kobold hit me, and I fell unconscious.\When I came to, Ogu and Mutsumi were dead...\Over and over, I shouted to Merry to go and heal Michiki.\This has never happened before... response:	Hurry, Merry!
context: We should have run away.\We had the chance to.\I regret that more than anything.\The kobold hit me, and I fell unconscious.\When I came to, Ogu and Mutsumi were dead...\Over and over, I shouted to Merry to go and heal Michiki.\This has never happened before...\Hurry, Merry! response:	I'm sorry, Hayashi...
context: We had the chance to.\I regret that more than anything.\The kobold hit me, and I fell unconscious.\When I came to, Ogu and Mutsumi were dead...\Over and over, I shouted to Merry to go and heal Michiki.\This has never happened before...\Hurry, Merry!\I'm sorry, Hayashi... response:	I'm sorry.
context: I regret that more than anything.\The kobold hit me, and I fell unconscious.\When I came to, Ogu and Mutsumi were dead...\Over and over, I shouted to Merry to go and heal Michiki.\This has never happened before...\Hurry, Merry!\I'm sorry, Hayashi...\I'm sorry. response:	I've used up all my magic...
context: The kobold hit me, and I fell unconscious.\When I came to, Ogu and Mutsumi were dead...\Over and over, I shouted to Merry to go and heal Michiki.\This has never happened before...\Hurry, Merry!\I'm sorry, Hayashi...\I'm sorry.\I've used up all my magic... response:	That day, we lost three of our members.
context: When I came to, Ogu and Mutsumi were dead...\Over and over, I shouted to Merry to go and heal Michiki.\This has never happened before...\Hurry, Merry!\I'm sorry, Hayashi...\I'm sorry.\I've used up all my magic...\That day, we lost three of our members. response:	And that's when she stopped smiling.
context: Over and over, I shouted to Merry to go and heal Michiki.\This has never happened before...\Hurry, Merry!\I'm sorry, Hayashi...\I'm sorry.\I've used up all my magic...\That day, we lost three of our members.\And that's when she stopped smiling. response:	I've let three of my precious comrades... friends... die.
context: This has never happened before...\Hurry, Merry!\I'm sorry, Hayashi...\I'm sorry.\I've used up all my magic...\That day, we lost three of our members.\And that's when she stopped smiling.\I've let three of my precious comrades... friends... die. response:	I have no right to be a healer...
context: Hurry, Merry!\I'm sorry, Hayashi...\I'm sorry.\I've used up all my magic...\That day, we lost three of our members.\And that's when she stopped smiling.\I've let three of my precious comrades... friends... die.\I have no right to be a healer... response:	When I try touching
context: I'm sorry, Hayashi...\I'm sorry.\I've used up all my magic...\That day, we lost three of our members.\And that's when she stopped smiling.\I've let three of my precious comrades... friends... die.\I have no right to be a healer...\When I try touching response:	the dry air after a rain,
context: I'm sorry.\I've used up all my magic...\That day, we lost three of our members.\And that's when she stopped smiling.\I've let three of my precious comrades... friends... die.\I have no right to be a healer...\When I try touching\the dry air after a rain, response:	like a sprouting flower,
context: I've used up all my magic...\That day, we lost three of our members.\And that's when she stopped smiling.\I've let three of my precious comrades... friends... die.\I have no right to be a healer...\When I try touching\the dry air after a rain,\like a sprouting flower, response:	fragments of memories overflow.
context: That day, we lost three of our members.\And that's when she stopped smiling.\I've let three of my precious comrades... friends... die.\I have no right to be a healer...\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow. response:	The warmth you gave this hand
context: And that's when she stopped smiling.\I've let three of my precious comrades... friends... die.\I have no right to be a healer...\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand response:	led me to a future I can treasure
context: I've let three of my precious comrades... friends... die.\I have no right to be a healer...\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure response:	always.
context: I have no right to be a healer...\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always. response:	I chased your voice.
context: When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice. response:	I wonder when you became so strong.
context: the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong. response:	I will probably find what I searched the vast world for
context: like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for response:	at the end of this journey.
context: fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey. response:	Grimgar of Fantasy and Ash
context: The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash response:	Her Circumstances
context: led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Her Circumstances response:	Grimgar of Fantasy and Ash
context: always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Her Circumstances\Grimgar of Fantasy and Ash response:	They Were Called Goblin Slayers'
context: I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Her Circumstances\Grimgar of Fantasy and Ash\They Were Called Goblin Slayers' response:	Also check out!
context: I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Her Circumstances\Grimgar of Fantasy and Ash\They Were Called Goblin Slayers'\Also check out! response:	Goblin's
context: I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Her Circumstances\Grimgar of Fantasy and Ash\They Were Called Goblin Slayers'\Also check out!\Goblin's response:	Journey
context: at the end of this journey.\Grimgar of Fantasy and Ash\Her Circumstances\Grimgar of Fantasy and Ash\They Were Called Goblin Slayers'\Also check out!\Goblin's\Journey response:	Now serialized on the official anime web site.
