context: HALF response:	TS
context: I wasn't even one years old back then.\Where are your parents?\They still live there.\I don't want to lose anyone anymore...\Like how I lost Bruno...\I'll protect everyone, no matter what the enemy is.\Sorry, you've been ordered to scramble.\Can you go? response:	Say, isn't Eureka behind all this?
context: Where are your parents?\They still live there.\I don't want to lose anyone anymore...\Like how I lost Bruno...\I'll protect everyone, no matter what the enemy is.\Sorry, you've been ordered to scramble.\Can you go?\Say, isn't Eureka behind all this? response:	Ever since two or three of your mothers showed up, weird things keep happening!
context: They still live there.\I don't want to lose anyone anymore...\Like how I lost Bruno...\I'll protect everyone, no matter what the enemy is.\Sorry, you've been ordered to scramble.\Can you go?\Say, isn't Eureka behind all this?\Ever since two or three of your mothers showed up, weird things keep happening! response:	Even Naru went nuts.
context: I don't want to lose anyone anymore...\Like how I lost Bruno...\I'll protect everyone, no matter what the enemy is.\Sorry, you've been ordered to scramble.\Can you go?\Say, isn't Eureka behind all this?\Ever since two or three of your mothers showed up, weird things keep happening!\Even Naru went nuts. response:	That can't be the case.
context: Like how I lost Bruno...\I'll protect everyone, no matter what the enemy is.\Sorry, you've been ordered to scramble.\Can you go?\Say, isn't Eureka behind all this?\Ever since two or three of your mothers showed up, weird things keep happening!\Even Naru went nuts.\That can't be the case. response:	But...
context: I'll protect everyone, no matter what the enemy is.\Sorry, you've been ordered to scramble.\Can you go?\Say, isn't Eureka behind all this?\Ever since two or three of your mothers showed up, weird things keep happening!\Even Naru went nuts.\That can't be the case.\But... response:	But that's not possible, right?
context: Sorry, you've been ordered to scramble.\Can you go?\Say, isn't Eureka behind all this?\Ever since two or three of your mothers showed up, weird things keep happening!\Even Naru went nuts.\That can't be the case.\But...\But that's not possible, right? response:	There it comes.
context: Can you go?\Say, isn't Eureka behind all this?\Ever since two or three of your mothers showed up, weird things keep happening!\Even Naru went nuts.\That can't be the case.\But...\But that's not possible, right?\There it comes. response:	We have no choice now.
context: Say, isn't Eureka behind all this?\Ever since two or three of your mothers showed up, weird things keep happening!\Even Naru went nuts.\That can't be the case.\But...\But that's not possible, right?\There it comes.\We have no choice now. response:	If we could gather them in one place...
context: Ever since two or three of your mothers showed up, weird things keep happening!\Even Naru went nuts.\That can't be the case.\But...\But that's not possible, right?\There it comes.\We have no choice now.\If we could gather them in one place... response:	I'll be the decoy.
context: Even Naru went nuts.\That can't be the case.\But...\But that's not possible, right?\There it comes.\We have no choice now.\If we could gather them in one place...\I'll be the decoy. response:	They targeted Nirvash the last time as well.
context: That can't be the case.\But...\But that's not possible, right?\There it comes.\We have no choice now.\If we could gather them in one place...\I'll be the decoy.\They targeted Nirvash the last time as well. response:	Ao!
context: But...\But that's not possible, right?\There it comes.\We have no choice now.\If we could gather them in one place...\I'll be the decoy.\They targeted Nirvash the last time as well.\Ao! response:	But there were two Nirvashes back then!
context: But that's not possible, right?\There it comes.\We have no choice now.\If we could gather them in one place...\I'll be the decoy.\They targeted Nirvash the last time as well.\Ao!\But there were two Nirvashes back then! response:	Eureka isn't here.
context: There it comes.\We have no choice now.\If we could gather them in one place...\I'll be the decoy.\They targeted Nirvash the last time as well.\Ao!\But there were two Nirvashes back then!\Eureka isn't here. response:	Ao, Elena, Fleur.
context: We have no choice now.\If we could gather them in one place...\I'll be the decoy.\They targeted Nirvash the last time as well.\Ao!\But there were two Nirvashes back then!\Eureka isn't here.\Ao, Elena, Fleur. response:	Standby in your cockpits until we decide on a strategy.
context: If we could gather them in one place...\I'll be the decoy.\They targeted Nirvash the last time as well.\Ao!\But there were two Nirvashes back then!\Eureka isn't here.\Ao, Elena, Fleur.\Standby in your cockpits until we decide on a strategy. response:	But
context: I'll be the decoy.\They targeted Nirvash the last time as well.\Ao!\But there were two Nirvashes back then!\Eureka isn't here.\Ao, Elena, Fleur.\Standby in your cockpits until we decide on a strategy.\But response:	We're going.
context: They targeted Nirvash the last time as well.\Ao!\But there were two Nirvashes back then!\Eureka isn't here.\Ao, Elena, Fleur.\Standby in your cockpits until we decide on a strategy.\But\We're going. response:	I still
context: Ao!\But there were two Nirvashes back then!\Eureka isn't here.\Ao, Elena, Fleur.\Standby in your cockpits until we decide on a strategy.\But\We're going.\I still response:	Let's go.
context: But there were two Nirvashes back then!\Eureka isn't here.\Ao, Elena, Fleur.\Standby in your cockpits until we decide on a strategy.\But\We're going.\I still\Let's go. response:	But
context: Eureka isn't here.\Ao, Elena, Fleur.\Standby in your cockpits until we decide on a strategy.\But\We're going.\I still\Let's go.\But response:	Come on, Ao.
context: Ao, Elena, Fleur.\Standby in your cockpits until we decide on a strategy.\But\We're going.\I still\Let's go.\But\Come on, Ao. response:	We've arrived.
context: Standby in your cockpits until we decide on a strategy.\But\We're going.\I still\Let's go.\But\Come on, Ao.\We've arrived. response:	Using my automatic translation algorithm,
context: But\We're going.\I still\Let's go.\But\Come on, Ao.\We've arrived.\Using my automatic translation algorithm, response:	it's likely that I will be able to analyze the radio waves
context: We're going.\I still\Let's go.\But\Come on, Ao.\We've arrived.\Using my automatic translation algorithm,\it's likely that I will be able to analyze the radio waves response:	that the Secrets are emitting and send the results to HQ.
context: I still\Let's go.\But\Come on, Ao.\We've arrived.\Using my automatic translation algorithm,\it's likely that I will be able to analyze the radio waves\that the Secrets are emitting and send the results to HQ. response:	Do it, Georg!
context: Let's go.\But\Come on, Ao.\We've arrived.\Using my automatic translation algorithm,\it's likely that I will be able to analyze the radio waves\that the Secrets are emitting and send the results to HQ.\Do it, Georg! response:	What the hell are you guys doing here?!
context: But\Come on, Ao.\We've arrived.\Using my automatic translation algorithm,\it's likely that I will be able to analyze the radio waves\that the Secrets are emitting and send the results to HQ.\Do it, Georg!\What the hell are you guys doing here?! response:	You were...
context: Come on, Ao.\We've arrived.\Using my automatic translation algorithm,\it's likely that I will be able to analyze the radio waves\that the Secrets are emitting and send the results to HQ.\Do it, Georg!\What the hell are you guys doing here?!\You were... response:	You were in the inspection team.
context: We've arrived.\Using my automatic translation algorithm,\it's likely that I will be able to analyze the radio waves\that the Secrets are emitting and send the results to HQ.\Do it, Georg!\What the hell are you guys doing here?!\You were...\You were in the inspection team. response:	What's that?
context: Using my automatic translation algorithm,\it's likely that I will be able to analyze the radio waves\that the Secrets are emitting and send the results to HQ.\Do it, Georg!\What the hell are you guys doing here?!\You were...\You were in the inspection team.\What's that? response:	Signal caught.
context: it's likely that I will be able to analyze the radio waves\that the Secrets are emitting and send the results to HQ.\Do it, Georg!\What the hell are you guys doing here?!\You were...\You were in the inspection team.\What's that?\Signal caught. response:	Connected... Signal...
context: that the Secrets are emitting and send the results to HQ.\Do it, Georg!\What the hell are you guys doing here?!\You were...\You were in the inspection team.\What's that?\Signal caught.\Connected... Signal... response:	Analyzing...
context: Do it, Georg!\What the hell are you guys doing here?!\You were...\You were in the inspection team.\What's that?\Signal caught.\Connected... Signal...\Analyzing... response:	Hey, are you all right?
context: What the hell are you guys doing here?!\You were...\You were in the inspection team.\What's that?\Signal caught.\Connected... Signal...\Analyzing...\Hey, are you all right? response:	Yes, I am. And you are?
context: You were...\You were in the inspection team.\What's that?\Signal caught.\Connected... Signal...\Analyzing...\Hey, are you all right?\Yes, I am. And you are? response:	I am Han Juno from Generation Bleu.
context: You were in the inspection team.\What's that?\Signal caught.\Connected... Signal...\Analyzing...\Hey, are you all right?\Yes, I am. And you are?\I am Han Juno from Generation Bleu. response:	I am what you call a Secret.
context: What's that?\Signal caught.\Connected... Signal...\Analyzing...\Hey, are you all right?\Yes, I am. And you are?\I am Han Juno from Generation Bleu.\I am what you call a Secret. response:	We're being hacked?
context: Signal caught.\Connected... Signal...\Analyzing...\Hey, are you all right?\Yes, I am. And you are?\I am Han Juno from Generation Bleu.\I am what you call a Secret.\We're being hacked? response:	Secret, what are you?
context: Connected... Signal...\Analyzing...\Hey, are you all right?\Yes, I am. And you are?\I am Han Juno from Generation Bleu.\I am what you call a Secret.\We're being hacked?\Secret, what are you? response:	Where do you come from?
context: Analyzing...\Hey, are you all right?\Yes, I am. And you are?\I am Han Juno from Generation Bleu.\I am what you call a Secret.\We're being hacked?\Secret, what are you?\Where do you come from? response:	Who made you?
context: Hey, are you all right?\Yes, I am. And you are?\I am Han Juno from Generation Bleu.\I am what you call a Secret.\We're being hacked?\Secret, what are you?\Where do you come from?\Who made you? response:	I am created to rid this space of alien substances.
context: Yes, I am. And you are?\I am Han Juno from Generation Bleu.\I am what you call a Secret.\We're being hacked?\Secret, what are you?\Where do you come from?\Who made you?\I am created to rid this space of alien substances. response:	Where? By whom?
context: I am Han Juno from Generation Bleu.\I am what you call a Secret.\We're being hacked?\Secret, what are you?\Where do you come from?\Who made you?\I am created to rid this space of alien substances.\Where? By whom? response:	It is all a natural process.
context: I am what you call a Secret.\We're being hacked?\Secret, what are you?\Where do you come from?\Who made you?\I am created to rid this space of alien substances.\Where? By whom?\It is all a natural process. response:	Explain what's going on!
context: We're being hacked?\Secret, what are you?\Where do you come from?\Who made you?\I am created to rid this space of alien substances.\Where? By whom?\It is all a natural process.\Explain what's going on! response:	If you're really a Secret, tell us why the Scub is reactivating all around the globe!
context: Secret, what are you?\Where do you come from?\Who made you?\I am created to rid this space of alien substances.\Where? By whom?\It is all a natural process.\Explain what's going on!\If you're really a Secret, tell us why the Scub is reactivating all around the globe! response:	Ten years ago...
context: Where do you come from?\Who made you?\I am created to rid this space of alien substances.\Where? By whom?\It is all a natural process.\Explain what's going on!\If you're really a Secret, tell us why the Scub is reactivating all around the globe!\Ten years ago... response:	In the place you call Okinawa, a huge Quartz disappeared from the Scub.
context: Who made you?\I am created to rid this space of alien substances.\Where? By whom?\It is all a natural process.\Explain what's going on!\If you're really a Secret, tell us why the Scub is reactivating all around the globe!\Ten years ago...\In the place you call Okinawa, a huge Quartz disappeared from the Scub. response:	Ten years later, that Quartz is now
context: I am created to rid this space of alien substances.\Where? By whom?\It is all a natural process.\Explain what's going on!\If you're really a Secret, tell us why the Scub is reactivating all around the globe!\Ten years ago...\In the place you call Okinawa, a huge Quartz disappeared from the Scub.\Ten years later, that Quartz is now response:	I get it. Leave the Scub to us.
context: Where? By whom?\It is all a natural process.\Explain what's going on!\If you're really a Secret, tell us why the Scub is reactivating all around the globe!\Ten years ago...\In the place you call Okinawa, a huge Quartz disappeared from the Scub.\Ten years later, that Quartz is now\I get it. Leave the Scub to us. response:	I cannot do that.
context: It is all a natural process.\Explain what's going on!\If you're really a Secret, tell us why the Scub is reactivating all around the globe!\Ten years ago...\In the place you call Okinawa, a huge Quartz disappeared from the Scub.\Ten years later, that Quartz is now\I get it. Leave the Scub to us.\I cannot do that. response:	Our goal is to eliminate the Scub Coral.
context: Explain what's going on!\If you're really a Secret, tell us why the Scub is reactivating all around the globe!\Ten years ago...\In the place you call Okinawa, a huge Quartz disappeared from the Scub.\Ten years later, that Quartz is now\I get it. Leave the Scub to us.\I cannot do that.\Our goal is to eliminate the Scub Coral. response:	As long as Scub exists in this space, we will be pursuing it.
context: If you're really a Secret, tell us why the Scub is reactivating all around the globe!\Ten years ago...\In the place you call Okinawa, a huge Quartz disappeared from the Scub.\Ten years later, that Quartz is now\I get it. Leave the Scub to us.\I cannot do that.\Our goal is to eliminate the Scub Coral.\As long as Scub exists in this space, we will be pursuing it. response:	I see...
context: Ten years ago...\In the place you call Okinawa, a huge Quartz disappeared from the Scub.\Ten years later, that Quartz is now\I get it. Leave the Scub to us.\I cannot do that.\Our goal is to eliminate the Scub Coral.\As long as Scub exists in this space, we will be pursuing it.\I see... response:	If what he says about Secrets reacting automatically to alien matter is true...
context: In the place you call Okinawa, a huge Quartz disappeared from the Scub.\Ten years later, that Quartz is now\I get it. Leave the Scub to us.\I cannot do that.\Our goal is to eliminate the Scub Coral.\As long as Scub exists in this space, we will be pursuing it.\I see...\If what he says about Secrets reacting automatically to alien matter is true... response:	You don't want to do that, Blanc!
context: Ten years later, that Quartz is now\I get it. Leave the Scub to us.\I cannot do that.\Our goal is to eliminate the Scub Coral.\As long as Scub exists in this space, we will be pursuing it.\I see...\If what he says about Secrets reacting automatically to alien matter is true...\You don't want to do that, Blanc! response:	The Big Blue World won't keep quiet.
context: I get it. Leave the Scub to us.\I cannot do that.\Our goal is to eliminate the Scub Coral.\As long as Scub exists in this space, we will be pursuing it.\I see...\If what he says about Secrets reacting automatically to alien matter is true...\You don't want to do that, Blanc!\The Big Blue World won't keep quiet. response:	Connect me to the American Secretary of State.
context: I cannot do that.\Our goal is to eliminate the Scub Coral.\As long as Scub exists in this space, we will be pursuing it.\I see...\If what he says about Secrets reacting automatically to alien matter is true...\You don't want to do that, Blanc!\The Big Blue World won't keep quiet.\Connect me to the American Secretary of State. response:	This is an emergency.
context: Our goal is to eliminate the Scub Coral.\As long as Scub exists in this space, we will be pursuing it.\I see...\If what he says about Secrets reacting automatically to alien matter is true...\You don't want to do that, Blanc!\The Big Blue World won't keep quiet.\Connect me to the American Secretary of State.\This is an emergency. response:	Can't we do anything else?
context: As long as Scub exists in this space, we will be pursuing it.\I see...\If what he says about Secrets reacting automatically to alien matter is true...\You don't want to do that, Blanc!\The Big Blue World won't keep quiet.\Connect me to the American Secretary of State.\This is an emergency.\Can't we do anything else? response:	What are you talking about?
context: I see...\If what he says about Secrets reacting automatically to alien matter is true...\You don't want to do that, Blanc!\The Big Blue World won't keep quiet.\Connect me to the American Secretary of State.\This is an emergency.\Can't we do anything else?\What are you talking about? response:	Do you want to disobey our orders?
context: If what he says about Secrets reacting automatically to alien matter is true...\You don't want to do that, Blanc!\The Big Blue World won't keep quiet.\Connect me to the American Secretary of State.\This is an emergency.\Can't we do anything else?\What are you talking about?\Do you want to disobey our orders? response:	And what do you want to talk about, Christophe?
context: You don't want to do that, Blanc!\The Big Blue World won't keep quiet.\Connect me to the American Secretary of State.\This is an emergency.\Can't we do anything else?\What are you talking about?\Do you want to disobey our orders?\And what do you want to talk about, Christophe? response:	We have no time.
context: The Big Blue World won't keep quiet.\Connect me to the American Secretary of State.\This is an emergency.\Can't we do anything else?\What are you talking about?\Do you want to disobey our orders?\And what do you want to talk about, Christophe?\We have no time. response:	Let's cut to the chase.
context: Connect me to the American Secretary of State.\This is an emergency.\Can't we do anything else?\What are you talking about?\Do you want to disobey our orders?\And what do you want to talk about, Christophe?\We have no time.\Let's cut to the chase. response:	The Scub is reactivating all around the world.
context: This is an emergency.\Can't we do anything else?\What are you talking about?\Do you want to disobey our orders?\And what do you want to talk about, Christophe?\We have no time.\Let's cut to the chase.\The Scub is reactivating all around the world. response:	This is due to the material called Quartz you asked about the other day.
context: Can't we do anything else?\What are you talking about?\Do you want to disobey our orders?\And what do you want to talk about, Christophe?\We have no time.\Let's cut to the chase.\The Scub is reactivating all around the world.\This is due to the material called Quartz you asked about the other day. response:	Papa...
context: What are you talking about?\Do you want to disobey our orders?\And what do you want to talk about, Christophe?\We have no time.\Let's cut to the chase.\The Scub is reactivating all around the world.\This is due to the material called Quartz you asked about the other day.\Papa... response:	What is he talking about?
context: Do you want to disobey our orders?\And what do you want to talk about, Christophe?\We have no time.\Let's cut to the chase.\The Scub is reactivating all around the world.\This is due to the material called Quartz you asked about the other day.\Papa...\What is he talking about? response:	Disconnect him right now!
context: And what do you want to talk about, Christophe?\We have no time.\Let's cut to the chase.\The Scub is reactivating all around the world.\This is due to the material called Quartz you asked about the other day.\Papa...\What is he talking about?\Disconnect him right now! response:	All Secrets emerge to destroy the Quartz.
context: We have no time.\Let's cut to the chase.\The Scub is reactivating all around the world.\This is due to the material called Quartz you asked about the other day.\Papa...\What is he talking about?\Disconnect him right now!\All Secrets emerge to destroy the Quartz. response:	In order to gather all the Secrets,
context: Let's cut to the chase.\The Scub is reactivating all around the world.\This is due to the material called Quartz you asked about the other day.\Papa...\What is he talking about?\Disconnect him right now!\All Secrets emerge to destroy the Quartz.\In order to gather all the Secrets, response:	we just need to gather more Quartz in one place than there is in all the Scub around the world.
context: The Scub is reactivating all around the world.\This is due to the material called Quartz you asked about the other day.\Papa...\What is he talking about?\Disconnect him right now!\All Secrets emerge to destroy the Quartz.\In order to gather all the Secrets,\we just need to gather more Quartz in one place than there is in all the Scub around the world. response:	And where would you get such an amount of Quartz?
context: This is due to the material called Quartz you asked about the other day.\Papa...\What is he talking about?\Disconnect him right now!\All Secrets emerge to destroy the Quartz.\In order to gather all the Secrets,\we just need to gather more Quartz in one place than there is in all the Scub around the world.\And where would you get such an amount of Quartz? response:	Stop, Blanc!
context: Papa...\What is he talking about?\Disconnect him right now!\All Secrets emerge to destroy the Quartz.\In order to gather all the Secrets,\we just need to gather more Quartz in one place than there is in all the Scub around the world.\And where would you get such an amount of Quartz?\Stop, Blanc! response:	We, Generation Bleu, have collected the Quartz from every Scub we calmed.
context: What is he talking about?\Disconnect him right now!\All Secrets emerge to destroy the Quartz.\In order to gather all the Secrets,\we just need to gather more Quartz in one place than there is in all the Scub around the world.\And where would you get such an amount of Quartz?\Stop, Blanc!\We, Generation Bleu, have collected the Quartz from every Scub we calmed. response:	We are storing them all in space.
context: Disconnect him right now!\All Secrets emerge to destroy the Quartz.\In order to gather all the Secrets,\we just need to gather more Quartz in one place than there is in all the Scub around the world.\And where would you get such an amount of Quartz?\Stop, Blanc!\We, Generation Bleu, have collected the Quartz from every Scub we calmed.\We are storing them all in space. response:	We are going to them to destroy all the Secrets that have emerged around the world!
context: All Secrets emerge to destroy the Quartz.\In order to gather all the Secrets,\we just need to gather more Quartz in one place than there is in all the Scub around the world.\And where would you get such an amount of Quartz?\Stop, Blanc!\We, Generation Bleu, have collected the Quartz from every Scub we calmed.\We are storing them all in space.\We are going to them to destroy all the Secrets that have emerged around the world! response:	To be continued.
context: In order to gather all the Secrets,\we just need to gather more Quartz in one place than there is in all the Scub around the world.\And where would you get such an amount of Quartz?\Stop, Blanc!\We, Generation Bleu, have collected the Quartz from every Scub we calmed.\We are storing them all in space.\We are going to them to destroy all the Secrets that have emerged around the world!\To be continued. response:	Next time on Eureka Seven AO.
context: we just need to gather more Quartz in one place than there is in all the Scub around the world.\And where would you get such an amount of Quartz?\Stop, Blanc!\We, Generation Bleu, have collected the Quartz from every Scub we calmed.\We are storing them all in space.\We are going to them to destroy all the Secrets that have emerged around the world!\To be continued.\Next time on Eureka Seven AO. response:	Ao is determined to fight even if he has to deny himself.
context: And where would you get such an amount of Quartz?\Stop, Blanc!\We, Generation Bleu, have collected the Quartz from every Scub we calmed.\We are storing them all in space.\We are going to them to destroy all the Secrets that have emerged around the world!\To be continued.\Next time on Eureka Seven AO.\Ao is determined to fight even if he has to deny himself. response:	The Polaris Plan is executed with him in the center.
context: Stop, Blanc!\We, Generation Bleu, have collected the Quartz from every Scub we calmed.\We are storing them all in space.\We are going to them to destroy all the Secrets that have emerged around the world!\To be continued.\Next time on Eureka Seven AO.\Ao is determined to fight even if he has to deny himself.\The Polaris Plan is executed with him in the center. response:	The Secrets are closing in on the capsule with mankind's fate in it.
context: We, Generation Bleu, have collected the Quartz from every Scub we calmed.\We are storing them all in space.\We are going to them to destroy all the Secrets that have emerged around the world!\To be continued.\Next time on Eureka Seven AO.\Ao is determined to fight even if he has to deny himself.\The Polaris Plan is executed with him in the center.\The Secrets are closing in on the capsule with mankind's fate in it. response:	What path will the boy choose in the face of chaos?
context: We are storing them all in space.\We are going to them to destroy all the Secrets that have emerged around the world!\To be continued.\Next time on Eureka Seven AO.\Ao is determined to fight even if he has to deny himself.\The Polaris Plan is executed with him in the center.\The Secrets are closing in on the capsule with mankind's fate in it.\What path will the boy choose in the face of chaos? response:	Eureka Seven, episode 16: Guardians Hammer.
context: We are going to them to destroy all the Secrets that have emerged around the world!\To be continued.\Next time on Eureka Seven AO.\Ao is determined to fight even if he has to deny himself.\The Polaris Plan is executed with him in the center.\The Secrets are closing in on the capsule with mankind's fate in it.\What path will the boy choose in the face of chaos?\Eureka Seven, episode 16: Guardians Hammer. response:	Listen to the voices of the children of the stars.
context: To be continued.\Next time on Eureka Seven AO.\Ao is determined to fight even if he has to deny himself.\The Polaris Plan is executed with him in the center.\The Secrets are closing in on the capsule with mankind's fate in it.\What path will the boy choose in the face of chaos?\Eureka Seven, episode 16: Guardians Hammer.\Listen to the voices of the children of the stars. response:	Warhead
context: Next time on Eureka Seven AO.\Ao is determined to fight even if he has to deny himself.\The Polaris Plan is executed with him in the center.\The Secrets are closing in on the capsule with mankind's fate in it.\What path will the boy choose in the face of chaos?\Eureka Seven, episode 16: Guardians Hammer.\Listen to the voices of the children of the stars.\Warhead response:	Preview
context: Ao is determined to fight even if he has to deny himself.\The Polaris Plan is executed with him in the center.\The Secrets are closing in on the capsule with mankind's fate in it.\What path will the boy choose in the face of chaos?\Eureka Seven, episode 16: Guardians Hammer.\Listen to the voices of the children of the stars.\Warhead\Preview response:	hikaru suiheisen
context: The Polaris Plan is executed with him in the center.\The Secrets are closing in on the capsule with mankind's fate in it.\What path will the boy choose in the face of chaos?\Eureka Seven, episode 16: Guardians Hammer.\Listen to the voices of the children of the stars.\Warhead\Preview\hikaru suiheisen response:	Just over the bright horizon,
context: The Secrets are closing in on the capsule with mankind's fate in it.\What path will the boy choose in the face of chaos?\Eureka Seven, episode 16: Guardians Hammer.\Listen to the voices of the children of the stars.\Warhead\Preview\hikaru suiheisen\Just over the bright horizon, response:	hajimari to owari no
context: What path will the boy choose in the face of chaos?\Eureka Seven, episode 16: Guardians Hammer.\Listen to the voices of the children of the stars.\Warhead\Preview\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no response:	where the beginning and the end
context: Eureka Seven, episode 16: Guardians Hammer.\Listen to the voices of the children of the stars.\Warhead\Preview\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end response:	tokeau soko wa
context: Listen to the voices of the children of the stars.\Warhead\Preview\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa response:	melt into one,
context: Warhead\Preview\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one, response:	namida no furusato na no
context: Preview\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no response:	lies the homeland of tears
context: hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears response:	furueteru te de
context: Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de response:	I've already pocketed
context: hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed response:	shinjirareru mono
context: where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono response:	my trembling hand
context: tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand response:	poketto ni tsumekonda
context: melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda response:	which holds my beliefs
context: namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs response:	kanata de yurameiteru shinkirou
context: lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou response:	A mirage shimmers in the distance
context: furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance response:	sora miagereba
context: I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba response:	I look to the sky
context: shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky response:	michibiitekureru you na
context: my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na response:	hoping it will show me the way
context: poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way response:	natsukashikute atsui hikari wo kureru
context: which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru response:	And it gives off a familiar, warm light
context: kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light response:	anata wa chiisaku te wo furu yo
context: A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo response:	You wave at me faintly
context: sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly response:	ikanakucha
context: I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha response:	I must go
context: michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go response:	mou nakanai yo shangurira
context: hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira response:	Don't cry anymore because Shangri-La,
context: natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La, response:	aratana sekai he to daibu shiyou
context: And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou response:	a new world, is waiting for us
context: anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us response:	aoiro ni dakareta boku wa
context: You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa response:	As I'm embraced by its blue...
context: ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue... response:	kono mune no takanari to tomo ni
context: I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni response:	My heart beats loudly
context: mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly response:	futashikana*
context: Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana* response:	*T/L Note: I'm so uncertain
