context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: Everyone, be sure to come.\The guys are too tired to rampage around after three days of strict training.\I heard this from a senior...\Danger will befall the girls on the fourth day, or so they say.\What?\Brace yourself, Usui Takumi!\What's wrong with you guys lately?!\Why are you guys fighting any time you meet?! response:	We aren't fighting!
context: The guys are too tired to rampage around after three days of strict training.\I heard this from a senior...\Danger will befall the girls on the fourth day, or so they say.\What?\Brace yourself, Usui Takumi!\What's wrong with you guys lately?!\Why are you guys fighting any time you meet?!\We aren't fighting! response:	This is just a passionate dialogue between men, right, Takumi?
context: I heard this from a senior...\Danger will befall the girls on the fourth day, or so they say.\What?\Brace yourself, Usui Takumi!\What's wrong with you guys lately?!\Why are you guys fighting any time you meet?!\We aren't fighting!\This is just a passionate dialogue between men, right, Takumi? response:	That's right, Mr. Third Rate.
context: Danger will befall the girls on the fourth day, or so they say.\What?\Brace yourself, Usui Takumi!\What's wrong with you guys lately?!\Why are you guys fighting any time you meet?!\We aren't fighting!\This is just a passionate dialogue between men, right, Takumi?\That's right, Mr. Third Rate. response:	That's not my name! I'm Shintani Hinata!
context: What?\Brace yourself, Usui Takumi!\What's wrong with you guys lately?!\Why are you guys fighting any time you meet?!\We aren't fighting!\This is just a passionate dialogue between men, right, Takumi?\That's right, Mr. Third Rate.\That's not my name! I'm Shintani Hinata! response:	Oh, is that your name? You're a third-rate man, though...
context: Brace yourself, Usui Takumi!\What's wrong with you guys lately?!\Why are you guys fighting any time you meet?!\We aren't fighting!\This is just a passionate dialogue between men, right, Takumi?\That's right, Mr. Third Rate.\That's not my name! I'm Shintani Hinata!\Oh, is that your name? You're a third-rate man, though... response:	No I'm not!
context: What's wrong with you guys lately?!\Why are you guys fighting any time you meet?!\We aren't fighting!\This is just a passionate dialogue between men, right, Takumi?\That's right, Mr. Third Rate.\That's not my name! I'm Shintani Hinata!\Oh, is that your name? You're a third-rate man, though...\No I'm not! response:	Alright, you're Mr. First Rate, in being annoying.
context: Why are you guys fighting any time you meet?!\We aren't fighting!\This is just a passionate dialogue between men, right, Takumi?\That's right, Mr. Third Rate.\That's not my name! I'm Shintani Hinata!\Oh, is that your name? You're a third-rate man, though...\No I'm not!\Alright, you're Mr. First Rate, in being annoying. response:	I'm not annoying!
context: We aren't fighting!\This is just a passionate dialogue between men, right, Takumi?\That's right, Mr. Third Rate.\That's not my name! I'm Shintani Hinata!\Oh, is that your name? You're a third-rate man, though...\No I'm not!\Alright, you're Mr. First Rate, in being annoying.\I'm not annoying! response:	Shut up and reflect on your actions!
context: This is just a passionate dialogue between men, right, Takumi?\That's right, Mr. Third Rate.\That's not my name! I'm Shintani Hinata!\Oh, is that your name? You're a third-rate man, though...\No I'm not!\Alright, you're Mr. First Rate, in being annoying.\I'm not annoying!\Shut up and reflect on your actions! response:	Geez, why are they being pointlessly energetic...
context: That's right, Mr. Third Rate.\That's not my name! I'm Shintani Hinata!\Oh, is that your name? You're a third-rate man, though...\No I'm not!\Alright, you're Mr. First Rate, in being annoying.\I'm not annoying!\Shut up and reflect on your actions!\Geez, why are they being pointlessly energetic... response:	There's no such thing as being pointlessly energetic.
context: That's not my name! I'm Shintani Hinata!\Oh, is that your name? You're a third-rate man, though...\No I'm not!\Alright, you're Mr. First Rate, in being annoying.\I'm not annoying!\Shut up and reflect on your actions!\Geez, why are they being pointlessly energetic...\There's no such thing as being pointlessly energetic. response:	Indeed. It's a wonderful thing to live your life to the fullest.
context: Oh, is that your name? You're a third-rate man, though...\No I'm not!\Alright, you're Mr. First Rate, in being annoying.\I'm not annoying!\Shut up and reflect on your actions!\Geez, why are they being pointlessly energetic...\There's no such thing as being pointlessly energetic.\Indeed. It's a wonderful thing to live your life to the fullest. response:	You can only enjoy life if you're in good health.
context: No I'm not!\Alright, you're Mr. First Rate, in being annoying.\I'm not annoying!\Shut up and reflect on your actions!\Geez, why are they being pointlessly energetic...\There's no such thing as being pointlessly energetic.\Indeed. It's a wonderful thing to live your life to the fullest.\You can only enjoy life if you're in good health. response:	We were too busy with our lives, and ended up forgetting that.
context: Alright, you're Mr. First Rate, in being annoying.\I'm not annoying!\Shut up and reflect on your actions!\Geez, why are they being pointlessly energetic...\There's no such thing as being pointlessly energetic.\Indeed. It's a wonderful thing to live your life to the fullest.\You can only enjoy life if you're in good health.\We were too busy with our lives, and ended up forgetting that. response:	How inexperienced we are, to realize this only after experiencing the extremes.
context: I'm not annoying!\Shut up and reflect on your actions!\Geez, why are they being pointlessly energetic...\There's no such thing as being pointlessly energetic.\Indeed. It's a wonderful thing to live your life to the fullest.\You can only enjoy life if you're in good health.\We were too busy with our lives, and ended up forgetting that.\How inexperienced we are, to realize this only after experiencing the extremes. response:	Let's sleep.
context: Shut up and reflect on your actions!\Geez, why are they being pointlessly energetic...\There's no such thing as being pointlessly energetic.\Indeed. It's a wonderful thing to live your life to the fullest.\You can only enjoy life if you're in good health.\We were too busy with our lives, and ended up forgetting that.\How inexperienced we are, to realize this only after experiencing the extremes.\Let's sleep. response:	We are grateful to be alive now.
context: Geez, why are they being pointlessly energetic...\There's no such thing as being pointlessly energetic.\Indeed. It's a wonderful thing to live your life to the fullest.\You can only enjoy life if you're in good health.\We were too busy with our lives, and ended up forgetting that.\How inexperienced we are, to realize this only after experiencing the extremes.\Let's sleep.\We are grateful to be alive now. response:	All the guys, even the three idiots, have reached enlightenment!
context: There's no such thing as being pointlessly energetic.\Indeed. It's a wonderful thing to live your life to the fullest.\You can only enjoy life if you're in good health.\We were too busy with our lives, and ended up forgetting that.\How inexperienced we are, to realize this only after experiencing the extremes.\Let's sleep.\We are grateful to be alive now.\All the guys, even the three idiots, have reached enlightenment! response:	I'm gonna get stung everywhere at this rate.
context: Indeed. It's a wonderful thing to live your life to the fullest.\You can only enjoy life if you're in good health.\We were too busy with our lives, and ended up forgetting that.\How inexperienced we are, to realize this only after experiencing the extremes.\Let's sleep.\We are grateful to be alive now.\All the guys, even the three idiots, have reached enlightenment!\I'm gonna get stung everywhere at this rate. response:	I'll get so inflamed that I'll look like another person!
context: You can only enjoy life if you're in good health.\We were too busy with our lives, and ended up forgetting that.\How inexperienced we are, to realize this only after experiencing the extremes.\Let's sleep.\We are grateful to be alive now.\All the guys, even the three idiots, have reached enlightenment!\I'm gonna get stung everywhere at this rate.\I'll get so inflamed that I'll look like another person! response:	Must be rough.
context: We were too busy with our lives, and ended up forgetting that.\How inexperienced we are, to realize this only after experiencing the extremes.\Let's sleep.\We are grateful to be alive now.\All the guys, even the three idiots, have reached enlightenment!\I'm gonna get stung everywhere at this rate.\I'll get so inflamed that I'll look like another person!\Must be rough. response:	Are you alright? There's a lot of mosquitoes.
context: How inexperienced we are, to realize this only after experiencing the extremes.\Let's sleep.\We are grateful to be alive now.\All the guys, even the three idiots, have reached enlightenment!\I'm gonna get stung everywhere at this rate.\I'll get so inflamed that I'll look like another person!\Must be rough.\Are you alright? There's a lot of mosquitoes. response:	Aren't you happy to be popular, Mr. Third Rate?
context: Let's sleep.\We are grateful to be alive now.\All the guys, even the three idiots, have reached enlightenment!\I'm gonna get stung everywhere at this rate.\I'll get so inflamed that I'll look like another person!\Must be rough.\Are you alright? There's a lot of mosquitoes.\Aren't you happy to be popular, Mr. Third Rate? response:	Among mosquitoes, that is.
context: We are grateful to be alive now.\All the guys, even the three idiots, have reached enlightenment!\I'm gonna get stung everywhere at this rate.\I'll get so inflamed that I'll look like another person!\Must be rough.\Are you alright? There's a lot of mosquitoes.\Aren't you happy to be popular, Mr. Third Rate?\Among mosquitoes, that is. response:	Stop with the Third Rate thing already!
context: All the guys, even the three idiots, have reached enlightenment!\I'm gonna get stung everywhere at this rate.\I'll get so inflamed that I'll look like another person!\Must be rough.\Are you alright? There's a lot of mosquitoes.\Aren't you happy to be popular, Mr. Third Rate?\Among mosquitoes, that is.\Stop with the Third Rate thing already! response:	You're gonna get scolded by Prez if you make a fuss again.
context: I'm gonna get stung everywhere at this rate.\I'll get so inflamed that I'll look like another person!\Must be rough.\Are you alright? There's a lot of mosquitoes.\Aren't you happy to be popular, Mr. Third Rate?\Among mosquitoes, that is.\Stop with the Third Rate thing already!\You're gonna get scolded by Prez if you make a fuss again. response:	Hey... Do you... like Misaki?
context: I'll get so inflamed that I'll look like another person!\Must be rough.\Are you alright? There's a lot of mosquitoes.\Aren't you happy to be popular, Mr. Third Rate?\Among mosquitoes, that is.\Stop with the Third Rate thing already!\You're gonna get scolded by Prez if you make a fuss again.\Hey... Do you... like Misaki? response:	Rather, are you guys dating?
context: Must be rough.\Are you alright? There's a lot of mosquitoes.\Aren't you happy to be popular, Mr. Third Rate?\Among mosquitoes, that is.\Stop with the Third Rate thing already!\You're gonna get scolded by Prez if you make a fuss again.\Hey... Do you... like Misaki?\Rather, are you guys dating? response:	I wouldn't be this troubled if we were.
context: Are you alright? There's a lot of mosquitoes.\Aren't you happy to be popular, Mr. Third Rate?\Among mosquitoes, that is.\Stop with the Third Rate thing already!\You're gonna get scolded by Prez if you make a fuss again.\Hey... Do you... like Misaki?\Rather, are you guys dating?\I wouldn't be this troubled if we were. response:	Why must it rain today of all days...
context: Aren't you happy to be popular, Mr. Third Rate?\Among mosquitoes, that is.\Stop with the Third Rate thing already!\You're gonna get scolded by Prez if you make a fuss again.\Hey... Do you... like Misaki?\Rather, are you guys dating?\I wouldn't be this troubled if we were.\Why must it rain today of all days... response:	And I was looking forward to camping outside!
context: Among mosquitoes, that is.\Stop with the Third Rate thing already!\You're gonna get scolded by Prez if you make a fuss again.\Hey... Do you... like Misaki?\Rather, are you guys dating?\I wouldn't be this troubled if we were.\Why must it rain today of all days...\And I was looking forward to camping outside! response:	The guys look like a bunch of zombies now.
context: Stop with the Third Rate thing already!\You're gonna get scolded by Prez if you make a fuss again.\Hey... Do you... like Misaki?\Rather, are you guys dating?\I wouldn't be this troubled if we were.\Why must it rain today of all days...\And I was looking forward to camping outside!\The guys look like a bunch of zombies now. response:	Though, with them like that, we won't need to be worried'bout what the seniors said.
context: You're gonna get scolded by Prez if you make a fuss again.\Hey... Do you... like Misaki?\Rather, are you guys dating?\I wouldn't be this troubled if we were.\Why must it rain today of all days...\And I was looking forward to camping outside!\The guys look like a bunch of zombies now.\Though, with them like that, we won't need to be worried'bout what the seniors said. response:	What was it again, Danger will befall the girls on the fourth day?
context: Hey... Do you... like Misaki?\Rather, are you guys dating?\I wouldn't be this troubled if we were.\Why must it rain today of all days...\And I was looking forward to camping outside!\The guys look like a bunch of zombies now.\Though, with them like that, we won't need to be worried'bout what the seniors said.\What was it again, Danger will befall the girls on the fourth day? response:	We're here!
context: Rather, are you guys dating?\I wouldn't be this troubled if we were.\Why must it rain today of all days...\And I was looking forward to camping outside!\The guys look like a bunch of zombies now.\Though, with them like that, we won't need to be worried'bout what the seniors said.\What was it again, Danger will befall the girls on the fourth day?\We're here! response:	There's a tennis court!
context: I wouldn't be this troubled if we were.\Why must it rain today of all days...\And I was looking forward to camping outside!\The guys look like a bunch of zombies now.\Though, with them like that, we won't need to be worried'bout what the seniors said.\What was it again, Danger will befall the girls on the fourth day?\We're here!\There's a tennis court! response:	And hot springs!
context: Why must it rain today of all days...\And I was looking forward to camping outside!\The guys look like a bunch of zombies now.\Though, with them like that, we won't need to be worried'bout what the seniors said.\What was it again, Danger will befall the girls on the fourth day?\We're here!\There's a tennis court!\And hot springs! response:	I wanna get in right now!
context: And I was looking forward to camping outside!\The guys look like a bunch of zombies now.\Though, with them like that, we won't need to be worried'bout what the seniors said.\What was it again, Danger will befall the girls on the fourth day?\We're here!\There's a tennis court!\And hot springs!\I wanna get in right now! response:	We're having BBQ at night.
context: The guys look like a bunch of zombies now.\Though, with them like that, we won't need to be worried'bout what the seniors said.\What was it again, Danger will befall the girls on the fourth day?\We're here!\There's a tennis court!\And hot springs!\I wanna get in right now!\We're having BBQ at night. response:	Finally, some meat after so long!
context: Though, with them like that, we won't need to be worried'bout what the seniors said.\What was it again, Danger will befall the girls on the fourth day?\We're here!\There's a tennis court!\And hot springs!\I wanna get in right now!\We're having BBQ at night.\Finally, some meat after so long! response:	The vegetarian meals didn't taste like actual food, right?
context: What was it again, Danger will befall the girls on the fourth day?\We're here!\There's a tennis court!\And hot springs!\I wanna get in right now!\We're having BBQ at night.\Finally, some meat after so long!\The vegetarian meals didn't taste like actual food, right? response:	And we were dead hungry from all the work!
context: We're here!\There's a tennis court!\And hot springs!\I wanna get in right now!\We're having BBQ at night.\Finally, some meat after so long!\The vegetarian meals didn't taste like actual food, right?\And we were dead hungry from all the work! response:	What is this?
context: There's a tennis court!\And hot springs!\I wanna get in right now!\We're having BBQ at night.\Finally, some meat after so long!\The vegetarian meals didn't taste like actual food, right?\And we were dead hungry from all the work!\What is this? response:	Is this paradise?
context: And hot springs!\I wanna get in right now!\We're having BBQ at night.\Finally, some meat after so long!\The vegetarian meals didn't taste like actual food, right?\And we were dead hungry from all the work!\What is this?\Is this paradise? response:	This isn't a dream!
context: I wanna get in right now!\We're having BBQ at night.\Finally, some meat after so long!\The vegetarian meals didn't taste like actual food, right?\And we were dead hungry from all the work!\What is this?\Is this paradise?\This isn't a dream! response:	What's wrong with you guys?! Get back to your line!
context: We're having BBQ at night.\Finally, some meat after so long!\The vegetarian meals didn't taste like actual food, right?\And we were dead hungry from all the work!\What is this?\Is this paradise?\This isn't a dream!\What's wrong with you guys?! Get back to your line! response:	If you get any closer to the girls-!
context: Finally, some meat after so long!\The vegetarian meals didn't taste like actual food, right?\And we were dead hungry from all the work!\What is this?\Is this paradise?\This isn't a dream!\What's wrong with you guys?! Get back to your line!\If you get any closer to the girls-! response:	This is exactly like what the seniors said!
context: The vegetarian meals didn't taste like actual food, right?\And we were dead hungry from all the work!\What is this?\Is this paradise?\This isn't a dream!\What's wrong with you guys?! Get back to your line!\If you get any closer to the girls-!\This is exactly like what the seniors said! response:	What do you mean?
context: And we were dead hungry from all the work!\What is this?\Is this paradise?\This isn't a dream!\What's wrong with you guys?! Get back to your line!\If you get any closer to the girls-!\This is exactly like what the seniors said!\What do you mean? response:	You know, with the meditations, classes, and cleaning,
context: What is this?\Is this paradise?\This isn't a dream!\What's wrong with you guys?! Get back to your line!\If you get any closer to the girls-!\This is exactly like what the seniors said!\What do you mean?\You know, with the meditations, classes, and cleaning, response:	along with the insufficient food and sleep...
context: Is this paradise?\This isn't a dream!\What's wrong with you guys?! Get back to your line!\If you get any closer to the girls-!\This is exactly like what the seniors said!\What do you mean?\You know, with the meditations, classes, and cleaning,\along with the insufficient food and sleep... response:	with all this dissatisfaction, they lose all rationality and go wild on the fourth day!
context: This isn't a dream!\What's wrong with you guys?! Get back to your line!\If you get any closer to the girls-!\This is exactly like what the seniors said!\What do you mean?\You know, with the meditations, classes, and cleaning,\along with the insufficient food and sleep...\with all this dissatisfaction, they lose all rationality and go wild on the fourth day! response:	They start attacking the girls!
context: What's wrong with you guys?! Get back to your line!\If you get any closer to the girls-!\This is exactly like what the seniors said!\What do you mean?\You know, with the meditations, classes, and cleaning,\along with the insufficient food and sleep...\with all this dissatisfaction, they lose all rationality and go wild on the fourth day!\They start attacking the girls! response:	Run!
context: If you get any closer to the girls-!\This is exactly like what the seniors said!\What do you mean?\You know, with the meditations, classes, and cleaning,\along with the insufficient food and sleep...\with all this dissatisfaction, they lose all rationality and go wild on the fourth day!\They start attacking the girls!\Run! response:	They've never paid any attention to us before!
context: This is exactly like what the seniors said!\What do you mean?\You know, with the meditations, classes, and cleaning,\along with the insufficient food and sleep...\with all this dissatisfaction, they lose all rationality and go wild on the fourth day!\They start attacking the girls!\Run!\They've never paid any attention to us before! response:	Any girl is fine at this point.
context: What do you mean?\You know, with the meditations, classes, and cleaning,\along with the insufficient food and sleep...\with all this dissatisfaction, they lose all rationality and go wild on the fourth day!\They start attacking the girls!\Run!\They've never paid any attention to us before!\Any girl is fine at this point. response:	Those scum bags!
context: You know, with the meditations, classes, and cleaning,\along with the insufficient food and sleep...\with all this dissatisfaction, they lose all rationality and go wild on the fourth day!\They start attacking the girls!\Run!\They've never paid any attention to us before!\Any girl is fine at this point.\Those scum bags! response:	Girls, hurry! Take refuge in the cottage!
context: along with the insufficient food and sleep...\with all this dissatisfaction, they lose all rationality and go wild on the fourth day!\They start attacking the girls!\Run!\They've never paid any attention to us before!\Any girl is fine at this point.\Those scum bags!\Girls, hurry! Take refuge in the cottage! response:	The guys snapped earlier than expected!
context: with all this dissatisfaction, they lose all rationality and go wild on the fourth day!\They start attacking the girls!\Run!\They've never paid any attention to us before!\Any girl is fine at this point.\Those scum bags!\Girls, hurry! Take refuge in the cottage!\The guys snapped earlier than expected! response:	Get a hold of yourself, boys!
context: They start attacking the girls!\Run!\They've never paid any attention to us before!\Any girl is fine at this point.\Those scum bags!\Girls, hurry! Take refuge in the cottage!\The guys snapped earlier than expected!\Get a hold of yourself, boys! response:	I've never seen them act this way before!
context: Run!\They've never paid any attention to us before!\Any girl is fine at this point.\Those scum bags!\Girls, hurry! Take refuge in the cottage!\The guys snapped earlier than expected!\Get a hold of yourself, boys!\I've never seen them act this way before! response:	It's madness!
context: They've never paid any attention to us before!\Any girl is fine at this point.\Those scum bags!\Girls, hurry! Take refuge in the cottage!\The guys snapped earlier than expected!\Get a hold of yourself, boys!\I've never seen them act this way before!\It's madness! response:	The reason girls have less work the first three days
context: Any girl is fine at this point.\Those scum bags!\Girls, hurry! Take refuge in the cottage!\The guys snapped earlier than expected!\Get a hold of yourself, boys!\I've never seen them act this way before!\It's madness!\The reason girls have less work the first three days response:	was to prepare for this day, or so I heard.
context: Those scum bags!\Girls, hurry! Take refuge in the cottage!\The guys snapped earlier than expected!\Get a hold of yourself, boys!\I've never seen them act this way before!\It's madness!\The reason girls have less work the first three days\was to prepare for this day, or so I heard. response:	So this has happened before, eh...
context: Girls, hurry! Take refuge in the cottage!\The guys snapped earlier than expected!\Get a hold of yourself, boys!\I've never seen them act this way before!\It's madness!\The reason girls have less work the first three days\was to prepare for this day, or so I heard.\So this has happened before, eh... response:	Every year, the teachers create a firm barricade that separates the boys and girls.
context: The guys snapped earlier than expected!\Get a hold of yourself, boys!\I've never seen them act this way before!\It's madness!\The reason girls have less work the first three days\was to prepare for this day, or so I heard.\So this has happened before, eh...\Every year, the teachers create a firm barricade that separates the boys and girls. response:	With the barricade, the girls have been fine so far.
context: Get a hold of yourself, boys!\I've never seen them act this way before!\It's madness!\The reason girls have less work the first three days\was to prepare for this day, or so I heard.\So this has happened before, eh...\Every year, the teachers create a firm barricade that separates the boys and girls.\With the barricade, the girls have been fine so far. response:	As long we don't get close to them-
context: I've never seen them act this way before!\It's madness!\The reason girls have less work the first three days\was to prepare for this day, or so I heard.\So this has happened before, eh...\Every year, the teachers create a firm barricade that separates the boys and girls.\With the barricade, the girls have been fine so far.\As long we don't get close to them- response:	Bad news!
context: It's madness!\The reason girls have less work the first three days\was to prepare for this day, or so I heard.\So this has happened before, eh...\Every year, the teachers create a firm barricade that separates the boys and girls.\With the barricade, the girls have been fine so far.\As long we don't get close to them-\Bad news! response:	The river bank near the camp collapsed from the heavy rain!
context: The reason girls have less work the first three days\was to prepare for this day, or so I heard.\So this has happened before, eh...\Every year, the teachers create a firm barricade that separates the boys and girls.\With the barricade, the girls have been fine so far.\As long we don't get close to them-\Bad news!\The river bank near the camp collapsed from the heavy rain! response:	The teachers can't create the barricade!
context: was to prepare for this day, or so I heard.\So this has happened before, eh...\Every year, the teachers create a firm barricade that separates the boys and girls.\With the barricade, the girls have been fine so far.\As long we don't get close to them-\Bad news!\The river bank near the camp collapsed from the heavy rain!\The teachers can't create the barricade! response:	WHAT?!
context: So this has happened before, eh...\Every year, the teachers create a firm barricade that separates the boys and girls.\With the barricade, the girls have been fine so far.\As long we don't get close to them-\Bad news!\The river bank near the camp collapsed from the heavy rain!\The teachers can't create the barricade!\WHAT?! response:	I'm hungry...
context: Every year, the teachers create a firm barricade that separates the boys and girls.\With the barricade, the girls have been fine so far.\As long we don't get close to them-\Bad news!\The river bank near the camp collapsed from the heavy rain!\The teachers can't create the barricade!\WHAT?!\I'm hungry... response:	Takumi, do you have any food?
context: With the barricade, the girls have been fine so far.\As long we don't get close to them-\Bad news!\The river bank near the camp collapsed from the heavy rain!\The teachers can't create the barricade!\WHAT?!\I'm hungry...\Takumi, do you have any food? response:	There must be food prepared for tonight's BBQ, right?
context: As long we don't get close to them-\Bad news!\The river bank near the camp collapsed from the heavy rain!\The teachers can't create the barricade!\WHAT?!\I'm hungry...\Takumi, do you have any food?\There must be food prepared for tonight's BBQ, right? response:	The teachers aren't here yet.
context: Bad news!\The river bank near the camp collapsed from the heavy rain!\The teachers can't create the barricade!\WHAT?!\I'm hungry...\Takumi, do you have any food?\There must be food prepared for tonight's BBQ, right?\The teachers aren't here yet. response:	Alright! Shall we help ourselves first?!
context: The river bank near the camp collapsed from the heavy rain!\The teachers can't create the barricade!\WHAT?!\I'm hungry...\Takumi, do you have any food?\There must be food prepared for tonight's BBQ, right?\The teachers aren't here yet.\Alright! Shall we help ourselves first?! response:	Are you guys gonna come?
context: The teachers can't create the barricade!\WHAT?!\I'm hungry...\Takumi, do you have any food?\There must be food prepared for tonight's BBQ, right?\The teachers aren't here yet.\Alright! Shall we help ourselves first?!\Are you guys gonna come? response:	The main problem here is not our empty stomachs.
context: WHAT?!\I'm hungry...\Takumi, do you have any food?\There must be food prepared for tonight's BBQ, right?\The teachers aren't here yet.\Alright! Shall we help ourselves first?!\Are you guys gonna come?\The main problem here is not our empty stomachs. response:	The time we spent at the temple was strangely peaceful.
context: I'm hungry...\Takumi, do you have any food?\There must be food prepared for tonight's BBQ, right?\The teachers aren't here yet.\Alright! Shall we help ourselves first?!\Are you guys gonna come?\The main problem here is not our empty stomachs.\The time we spent at the temple was strangely peaceful. response:	Oh yeah, the girls must be free now since we are, right?
context: Takumi, do you have any food?\There must be food prepared for tonight's BBQ, right?\The teachers aren't here yet.\Alright! Shall we help ourselves first?!\Are you guys gonna come?\The main problem here is not our empty stomachs.\The time we spent at the temple was strangely peaceful.\Oh yeah, the girls must be free now since we are, right? response:	No peeking!
context: There must be food prepared for tonight's BBQ, right?\The teachers aren't here yet.\Alright! Shall we help ourselves first?!\Are you guys gonna come?\The main problem here is not our empty stomachs.\The time we spent at the temple was strangely peaceful.\Oh yeah, the girls must be free now since we are, right?\No peeking! response:	They must be free!
context: The teachers aren't here yet.\Alright! Shall we help ourselves first?!\Are you guys gonna come?\The main problem here is not our empty stomachs.\The time we spent at the temple was strangely peaceful.\Oh yeah, the girls must be free now since we are, right?\No peeking!\They must be free! response:	I'm sure they must feel insecure in this heavy rain.
context: Alright! Shall we help ourselves first?!\Are you guys gonna come?\The main problem here is not our empty stomachs.\The time we spent at the temple was strangely peaceful.\Oh yeah, the girls must be free now since we are, right?\No peeking!\They must be free!\I'm sure they must feel insecure in this heavy rain. response:	Really? We can't just leave them like that, can we?
context: Are you guys gonna come?\The main problem here is not our empty stomachs.\The time we spent at the temple was strangely peaceful.\Oh yeah, the girls must be free now since we are, right?\No peeking!\They must be free!\I'm sure they must feel insecure in this heavy rain.\Really? We can't just leave them like that, can we? response:	Let's go see them.
context: The main problem here is not our empty stomachs.\The time we spent at the temple was strangely peaceful.\Oh yeah, the girls must be free now since we are, right?\No peeking!\They must be free!\I'm sure they must feel insecure in this heavy rain.\Really? We can't just leave them like that, can we?\Let's go see them. response:	For some reason I just felt a shiver down my spine.
context: The time we spent at the temple was strangely peaceful.\Oh yeah, the girls must be free now since we are, right?\No peeking!\They must be free!\I'm sure they must feel insecure in this heavy rain.\Really? We can't just leave them like that, can we?\Let's go see them.\For some reason I just felt a shiver down my spine. response:	Me too!
context: Oh yeah, the girls must be free now since we are, right?\No peeking!\They must be free!\I'm sure they must feel insecure in this heavy rain.\Really? We can't just leave them like that, can we?\Let's go see them.\For some reason I just felt a shiver down my spine.\Me too! response:	Misaki, are you really going out there?
context: No peeking!\They must be free!\I'm sure they must feel insecure in this heavy rain.\Really? We can't just leave them like that, can we?\Let's go see them.\For some reason I just felt a shiver down my spine.\Me too!\Misaki, are you really going out there? response:	As the president, I need to do something about this!
context: They must be free!\I'm sure they must feel insecure in this heavy rain.\Really? We can't just leave them like that, can we?\Let's go see them.\For some reason I just felt a shiver down my spine.\Me too!\Misaki, are you really going out there?\As the president, I need to do something about this! response:	But what'bout the guys?
context: I'm sure they must feel insecure in this heavy rain.\Really? We can't just leave them like that, can we?\Let's go see them.\For some reason I just felt a shiver down my spine.\Me too!\Misaki, are you really going out there?\As the president, I need to do something about this!\But what'bout the guys? response:	Listen! If the guys come here, stop them at all cost!
context: Really? We can't just leave them like that, can we?\Let's go see them.\For some reason I just felt a shiver down my spine.\Me too!\Misaki, are you really going out there?\As the president, I need to do something about this!\But what'bout the guys?\Listen! If the guys come here, stop them at all cost! response:	You guys really came, eh? You worthless boys!
context: Let's go see them.\For some reason I just felt a shiver down my spine.\Me too!\Misaki, are you really going out there?\As the president, I need to do something about this!\But what'bout the guys?\Listen! If the guys come here, stop them at all cost!\You guys really came, eh? You worthless boys! response:	Hey! Misaki-chan!
context: For some reason I just felt a shiver down my spine.\Me too!\Misaki, are you really going out there?\As the president, I need to do something about this!\But what'bout the guys?\Listen! If the guys come here, stop them at all cost!\You guys really came, eh? You worthless boys!\Hey! Misaki-chan! response:	Why are you here as well?!
context: Me too!\Misaki, are you really going out there?\As the president, I need to do something about this!\But what'bout the guys?\Listen! If the guys come here, stop them at all cost!\You guys really came, eh? You worthless boys!\Hey! Misaki-chan!\Why are you here as well?! response:	Everyone wanted to go see the girls, and I wanted to see you as well...
context: Misaki, are you really going out there?\As the president, I need to do something about this!\But what'bout the guys?\Listen! If the guys come here, stop them at all cost!\You guys really came, eh? You worthless boys!\Hey! Misaki-chan!\Why are you here as well?!\Everyone wanted to go see the girls, and I wanted to see you as well... response:	This looks like fun!
context: As the president, I need to do something about this!\But what'bout the guys?\Listen! If the guys come here, stop them at all cost!\You guys really came, eh? You worthless boys!\Hey! Misaki-chan!\Why are you here as well?!\Everyone wanted to go see the girls, and I wanted to see you as well...\This looks like fun! response:	It'll be fun to play poker with the girls under the teachers' noses!
context: But what'bout the guys?\Listen! If the guys come here, stop them at all cost!\You guys really came, eh? You worthless boys!\Hey! Misaki-chan!\Why are you here as well?!\Everyone wanted to go see the girls, and I wanted to see you as well...\This looks like fun!\It'll be fun to play poker with the girls under the teachers' noses! response:	Shintani...
context: Listen! If the guys come here, stop them at all cost!\You guys really came, eh? You worthless boys!\Hey! Misaki-chan!\Why are you here as well?!\Everyone wanted to go see the girls, and I wanted to see you as well...\This looks like fun!\It'll be fun to play poker with the girls under the teachers' noses!\Shintani... response:	Do you think these guys just want to play poker?
context: You guys really came, eh? You worthless boys!\Hey! Misaki-chan!\Why are you here as well?!\Everyone wanted to go see the girls, and I wanted to see you as well...\This looks like fun!\It'll be fun to play poker with the girls under the teachers' noses!\Shintani...\Do you think these guys just want to play poker? response:	You're as sharp as ever, Prez.
context: Hey! Misaki-chan!\Why are you here as well?!\Everyone wanted to go see the girls, and I wanted to see you as well...\This looks like fun!\It'll be fun to play poker with the girls under the teachers' noses!\Shintani...\Do you think these guys just want to play poker?\You're as sharp as ever, Prez. response:	Everyone, charge!
context: Why are you here as well?!\Everyone wanted to go see the girls, and I wanted to see you as well...\This looks like fun!\It'll be fun to play poker with the girls under the teachers' noses!\Shintani...\Do you think these guys just want to play poker?\You're as sharp as ever, Prez.\Everyone, charge! response:	What... are you guys doing?!
