context: Akiteru, how long are you able to stay? response:	I have to go back to work on the 14th,
context: Damn it! Sorry about that!\At long last, we can't let our guard down around them.\Yeah.\The nights are cold, even in Tokyo.\That's because you didn't put on a jacket after sweating.\I can't wait for the match!\Yeah...\I've been thinking lately... response:	What?
context: At long last, we can't let our guard down around them.\Yeah.\The nights are cold, even in Tokyo.\That's because you didn't put on a jacket after sweating.\I can't wait for the match!\Yeah...\I've been thinking lately...\What? response:	You're entertaining, Shoyo,
context: Yeah.\The nights are cold, even in Tokyo.\That's because you didn't put on a jacket after sweating.\I can't wait for the match!\Yeah...\I've been thinking lately...\What?\You're entertaining, Shoyo, response:	so I'd like to play a game with you that's not a practice game.
context: The nights are cold, even in Tokyo.\That's because you didn't put on a jacket after sweating.\I can't wait for the match!\Yeah...\I've been thinking lately...\What?\You're entertaining, Shoyo,\so I'd like to play a game with you that's not a practice game. response:	Huh?
context: That's because you didn't put on a jacket after sweating.\I can't wait for the match!\Yeah...\I've been thinking lately...\What?\You're entertaining, Shoyo,\so I'd like to play a game with you that's not a practice game.\Huh? response:	A game where it's immediately game over if you lose.
context: I can't wait for the match!\Yeah...\I've been thinking lately...\What?\You're entertaining, Shoyo,\so I'd like to play a game with you that's not a practice game.\Huh?\A game where it's immediately game over if you lose. response:	Let's do it.
context: Yeah...\I've been thinking lately...\What?\You're entertaining, Shoyo,\so I'd like to play a game with you that's not a practice game.\Huh?\A game where it's immediately game over if you lose.\Let's do it. response:	A match where there is no rematch.
context: I've been thinking lately...\What?\You're entertaining, Shoyo,\so I'd like to play a game with you that's not a practice game.\Huh?\A game where it's immediately game over if you lose.\Let's do it.\A match where there is no rematch. response:	This is our last chance for the Battle at the Garbage Dump.
context: What?\You're entertaining, Shoyo,\so I'd like to play a game with you that's not a practice game.\Huh?\A game where it's immediately game over if you lose.\Let's do it.\A match where there is no rematch.\This is our last chance for the Battle at the Garbage Dump. response:	Let's see each other at the Tokyo Gymnasium.
context: You're entertaining, Shoyo,\so I'd like to play a game with you that's not a practice game.\Huh?\A game where it's immediately game over if you lose.\Let's do it.\A match where there is no rematch.\This is our last chance for the Battle at the Garbage Dump.\Let's see each other at the Tokyo Gymnasium. response:	Yeah.
context: so I'd like to play a game with you that's not a practice game.\Huh?\A game where it's immediately game over if you lose.\Let's do it.\A match where there is no rematch.\This is our last chance for the Battle at the Garbage Dump.\Let's see each other at the Tokyo Gymnasium.\Yeah. response:	Hey, hey, Tsukki.
context: Huh?\A game where it's immediately game over if you lose.\Let's do it.\A match where there is no rematch.\This is our last chance for the Battle at the Garbage Dump.\Let's see each other at the Tokyo Gymnasium.\Yeah.\Hey, hey, Tsukki. response:	You better make sure you beat Ushiwaka.
context: A game where it's immediately game over if you lose.\Let's do it.\A match where there is no rematch.\This is our last chance for the Battle at the Garbage Dump.\Let's see each other at the Tokyo Gymnasium.\Yeah.\Hey, hey, Tsukki.\You better make sure you beat Ushiwaka. response:	Why is that?
context: Let's do it.\A match where there is no rematch.\This is our last chance for the Battle at the Garbage Dump.\Let's see each other at the Tokyo Gymnasium.\Yeah.\Hey, hey, Tsukki.\You better make sure you beat Ushiwaka.\Why is that? response:	Because I've had complete victory over you,
context: A match where there is no rematch.\This is our last chance for the Battle at the Garbage Dump.\Let's see each other at the Tokyo Gymnasium.\Yeah.\Hey, hey, Tsukki.\You better make sure you beat Ushiwaka.\Why is that?\Because I've had complete victory over you, response:	so if you have complete victory over Ushiwaka,
context: This is our last chance for the Battle at the Garbage Dump.\Let's see each other at the Tokyo Gymnasium.\Yeah.\Hey, hey, Tsukki.\You better make sure you beat Ushiwaka.\Why is that?\Because I've had complete victory over you,\so if you have complete victory over Ushiwaka, response:	that means I'll have complete-complete victory over Ushiwaka.
context: Let's see each other at the Tokyo Gymnasium.\Yeah.\Hey, hey, Tsukki.\You better make sure you beat Ushiwaka.\Why is that?\Because I've had complete victory over you,\so if you have complete victory over Ushiwaka,\that means I'll have complete-complete victory over Ushiwaka. response:	Complete-Complete Victory!!
context: Yeah.\Hey, hey, Tsukki.\You better make sure you beat Ushiwaka.\Why is that?\Because I've had complete victory over you,\so if you have complete victory over Ushiwaka,\that means I'll have complete-complete victory over Ushiwaka.\Complete-Complete Victory!! response:	I'm sorry. I'm not entirely sure what you mean.
context: Hey, hey, Tsukki.\You better make sure you beat Ushiwaka.\Why is that?\Because I've had complete victory over you,\so if you have complete victory over Ushiwaka,\that means I'll have complete-complete victory over Ushiwaka.\Complete-Complete Victory!!\I'm sorry. I'm not entirely sure what you mean. response:	Karasuno Volleyball Club
context: You better make sure you beat Ushiwaka.\Why is that?\Because I've had complete victory over you,\so if you have complete victory over Ushiwaka,\that means I'll have complete-complete victory over Ushiwaka.\Complete-Complete Victory!!\I'm sorry. I'm not entirely sure what you mean.\Karasuno Volleyball Club response:	Then I'll be the best! Hey, hey, hey!
context: Why is that?\Because I've had complete victory over you,\so if you have complete victory over Ushiwaka,\that means I'll have complete-complete victory over Ushiwaka.\Complete-Complete Victory!!\I'm sorry. I'm not entirely sure what you mean.\Karasuno Volleyball Club\Then I'll be the best! Hey, hey, hey! response:	You make it sound so easy...
context: Because I've had complete victory over you,\so if you have complete victory over Ushiwaka,\that means I'll have complete-complete victory over Ushiwaka.\Complete-Complete Victory!!\I'm sorry. I'm not entirely sure what you mean.\Karasuno Volleyball Club\Then I'll be the best! Hey, hey, hey!\You make it sound so easy... response:	Qualifier Matches
context: so if you have complete victory over Ushiwaka,\that means I'll have complete-complete victory over Ushiwaka.\Complete-Complete Victory!!\I'm sorry. I'm not entirely sure what you mean.\Karasuno Volleyball Club\Then I'll be the best! Hey, hey, hey!\You make it sound so easy...\Qualifier Matches response:	Left!
context: that means I'll have complete-complete victory over Ushiwaka.\Complete-Complete Victory!!\I'm sorry. I'm not entirely sure what you mean.\Karasuno Volleyball Club\Then I'll be the best! Hey, hey, hey!\You make it sound so easy...\Qualifier Matches\Left! response:	Akaizawa-san!
context: Complete-Complete Victory!!\I'm sorry. I'm not entirely sure what you mean.\Karasuno Volleyball Club\Then I'll be the best! Hey, hey, hey!\You make it sound so easy...\Qualifier Matches\Left!\Akaizawa-san! response:	The receive was off, so the attack can only go left.
context: I'm sorry. I'm not entirely sure what you mean.\Karasuno Volleyball Club\Then I'll be the best! Hey, hey, hey!\You make it sound so easy...\Qualifier Matches\Left!\Akaizawa-san!\The receive was off, so the attack can only go left. response:	The toss is a bit far from the net.
context: Karasuno Volleyball Club\Then I'll be the best! Hey, hey, hey!\You make it sound so easy...\Qualifier Matches\Left!\Akaizawa-san!\The receive was off, so the attack can only go left.\The toss is a bit far from the net. response:	Akaizawa-san is going for the course that he's best at, a cross.
context: Then I'll be the best! Hey, hey, hey!\You make it sound so easy...\Qualifier Matches\Left!\Akaizawa-san!\The receive was off, so the attack can only go left.\The toss is a bit far from the net.\Akaizawa-san is going for the course that he's best at, a cross. response:	Right as your opponent is about to hit the ball,
context: You make it sound so easy...\Qualifier Matches\Left!\Akaizawa-san!\The receive was off, so the attack can only go left.\The toss is a bit far from the net.\Akaizawa-san is going for the course that he's best at, a cross.\Right as your opponent is about to hit the ball, response:	you complete the block.
context: Qualifier Matches\Left!\Akaizawa-san!\The receive was off, so the attack can only go left.\The toss is a bit far from the net.\Akaizawa-san is going for the course that he's best at, a cross.\Right as your opponent is about to hit the ball,\you complete the block. response:	Yeah!
context: Left!\Akaizawa-san!\The receive was off, so the attack can only go left.\The toss is a bit far from the net.\Akaizawa-san is going for the course that he's best at, a cross.\Right as your opponent is about to hit the ball,\you complete the block.\Yeah! response:	Yeah!
context: Akaizawa-san!\The receive was off, so the attack can only go left.\The toss is a bit far from the net.\Akaizawa-san is going for the course that he's best at, a cross.\Right as your opponent is about to hit the ball,\you complete the block.\Yeah!\Yeah! response:	Hey! Wrap it up already!
context: The receive was off, so the attack can only go left.\The toss is a bit far from the net.\Akaizawa-san is going for the course that he's best at, a cross.\Right as your opponent is about to hit the ball,\you complete the block.\Yeah!\Yeah!\Hey! Wrap it up already! response:	You're really gonna feel this tomorrow.
context: The toss is a bit far from the net.\Akaizawa-san is going for the course that he's best at, a cross.\Right as your opponent is about to hit the ball,\you complete the block.\Yeah!\Yeah!\Hey! Wrap it up already!\You're really gonna feel this tomorrow. response:	What? Already?
context: Akaizawa-san is going for the course that he's best at, a cross.\Right as your opponent is about to hit the ball,\you complete the block.\Yeah!\Yeah!\Hey! Wrap it up already!\You're really gonna feel this tomorrow.\What? Already? response:	But I don't feel like I've hit enough.
context: Right as your opponent is about to hit the ball,\you complete the block.\Yeah!\Yeah!\Hey! Wrap it up already!\You're really gonna feel this tomorrow.\What? Already?\But I don't feel like I've hit enough. response:	For crying out loud...
context: you complete the block.\Yeah!\Yeah!\Hey! Wrap it up already!\You're really gonna feel this tomorrow.\What? Already?\But I don't feel like I've hit enough.\For crying out loud... response:	That feeling, that you haven't hit enough...
context: Yeah!\Yeah!\Hey! Wrap it up already!\You're really gonna feel this tomorrow.\What? Already?\But I don't feel like I've hit enough.\For crying out loud...\That feeling, that you haven't hit enough... response:	Why don't you save that for tomorrow?
context: Yeah!\Hey! Wrap it up already!\You're really gonna feel this tomorrow.\What? Already?\But I don't feel like I've hit enough.\For crying out loud...\That feeling, that you haven't hit enough...\Why don't you save that for tomorrow? response:	I see!
context: Hey! Wrap it up already!\You're really gonna feel this tomorrow.\What? Already?\But I don't feel like I've hit enough.\For crying out loud...\That feeling, that you haven't hit enough...\Why don't you save that for tomorrow?\I see! response:	Right!
context: You're really gonna feel this tomorrow.\What? Already?\But I don't feel like I've hit enough.\For crying out loud...\That feeling, that you haven't hit enough...\Why don't you save that for tomorrow?\I see!\Right! response:	Kageyama! Let's race to see who can pick up the most balls!
context: What? Already?\But I don't feel like I've hit enough.\For crying out loud...\That feeling, that you haven't hit enough...\Why don't you save that for tomorrow?\I see!\Right!\Kageyama! Let's race to see who can pick up the most balls! response:	Bring it on!
context: But I don't feel like I've hit enough.\For crying out loud...\That feeling, that you haven't hit enough...\Why don't you save that for tomorrow?\I see!\Right!\Kageyama! Let's race to see who can pick up the most balls!\Bring it on! response:	Good job, Yachi-san.
context: For crying out loud...\That feeling, that you haven't hit enough...\Why don't you save that for tomorrow?\I see!\Right!\Kageyama! Let's race to see who can pick up the most balls!\Bring it on!\Good job, Yachi-san. response:	All right, let's take down the net.
context: That feeling, that you haven't hit enough...\Why don't you save that for tomorrow?\I see!\Right!\Kageyama! Let's race to see who can pick up the most balls!\Bring it on!\Good job, Yachi-san.\All right, let's take down the net. response:	Right!
context: Why don't you save that for tomorrow?\I see!\Right!\Kageyama! Let's race to see who can pick up the most balls!\Bring it on!\Good job, Yachi-san.\All right, let's take down the net.\Right! response:	Qualifier Matches
context: I see!\Right!\Kageyama! Let's race to see who can pick up the most balls!\Bring it on!\Good job, Yachi-san.\All right, let's take down the net.\Right!\Qualifier Matches response:	We're here!
context: Right!\Kageyama! Let's race to see who can pick up the most balls!\Bring it on!\Good job, Yachi-san.\All right, let's take down the net.\Right!\Qualifier Matches\We're here! response:	Back at the Sendai Municipal Gymnasium again!
context: Kageyama! Let's race to see who can pick up the most balls!\Bring it on!\Good job, Yachi-san.\All right, let's take down the net.\Right!\Qualifier Matches\We're here!\Back at the Sendai Municipal Gymnasium again! response:	We're gonna get our revenge!
context: Bring it on!\Good job, Yachi-san.\All right, let's take down the net.\Right!\Qualifier Matches\We're here!\Back at the Sendai Municipal Gymnasium again!\We're gonna get our revenge! response:	Don't you dare false start, you dumbass!
context: Good job, Yachi-san.\All right, let's take down the net.\Right!\Qualifier Matches\We're here!\Back at the Sendai Municipal Gymnasium again!\We're gonna get our revenge!\Don't you dare false start, you dumbass! response:	It's like Hinata and Kageyama live on spinal reflex alone.
context: All right, let's take down the net.\Right!\Qualifier Matches\We're here!\Back at the Sendai Municipal Gymnasium again!\We're gonna get our revenge!\Don't you dare false start, you dumbass!\It's like Hinata and Kageyama live on spinal reflex alone. response:	They're like insects.
context: Right!\Qualifier Matches\We're here!\Back at the Sendai Municipal Gymnasium again!\We're gonna get our revenge!\Don't you dare false start, you dumbass!\It's like Hinata and Kageyama live on spinal reflex alone.\They're like insects. response:	Johzenji High School
context: Qualifier Matches\We're here!\Back at the Sendai Municipal Gymnasium again!\We're gonna get our revenge!\Don't you dare false start, you dumbass!\It's like Hinata and Kageyama live on spinal reflex alone.\They're like insects.\Johzenji High School response:	Huh?
context: We're here!\Back at the Sendai Municipal Gymnasium again!\We're gonna get our revenge!\Don't you dare false start, you dumbass!\It's like Hinata and Kageyama live on spinal reflex alone.\They're like insects.\Johzenji High School\Huh? response:	That means...
context: Back at the Sendai Municipal Gymnasium again!\We're gonna get our revenge!\Don't you dare false start, you dumbass!\It's like Hinata and Kageyama live on spinal reflex alone.\They're like insects.\Johzenji High School\Huh?\That means... response:	Glasses-chan! Be sure to tell me your number today!
context: We're gonna get our revenge!\Don't you dare false start, you dumbass!\It's like Hinata and Kageyama live on spinal reflex alone.\They're like insects.\Johzenji High School\Huh?\That means...\Glasses-chan! Be sure to tell me your number today! response:	She's so cute when she gets shy.
context: Don't you dare false start, you dumbass!\It's like Hinata and Kageyama live on spinal reflex alone.\They're like insects.\Johzenji High School\Huh?\That means...\Glasses-chan! Be sure to tell me your number today!\She's so cute when she gets shy. response:	Hey!
context: It's like Hinata and Kageyama live on spinal reflex alone.\They're like insects.\Johzenji High School\Huh?\That means...\Glasses-chan! Be sure to tell me your number today!\She's so cute when she gets shy.\Hey! response:	Stop it!
context: They're like insects.\Johzenji High School\Huh?\That means...\Glasses-chan! Be sure to tell me your number today!\She's so cute when she gets shy.\Hey!\Stop it! response:	Ugh... I'm so sorry about that!
context: Johzenji High School\Huh?\That means...\Glasses-chan! Be sure to tell me your number today!\She's so cute when she gets shy.\Hey!\Stop it!\Ugh... I'm so sorry about that! response:	Hey, they stopped.
context: Huh?\That means...\Glasses-chan! Be sure to tell me your number today!\She's so cute when she gets shy.\Hey!\Stop it!\Ugh... I'm so sorry about that!\Hey, they stopped. response:	They're stopped in mid-air. That's awesome.
context: That means...\Glasses-chan! Be sure to tell me your number today!\She's so cute when she gets shy.\Hey!\Stop it!\Ugh... I'm so sorry about that!\Hey, they stopped.\They're stopped in mid-air. That's awesome. response:	Well, see you in the first match.
context: Glasses-chan! Be sure to tell me your number today!\She's so cute when she gets shy.\Hey!\Stop it!\Ugh... I'm so sorry about that!\Hey, they stopped.\They're stopped in mid-air. That's awesome.\Well, see you in the first match. response:	So they're...
context: She's so cute when she gets shy.\Hey!\Stop it!\Ugh... I'm so sorry about that!\Hey, they stopped.\They're stopped in mid-air. That's awesome.\Well, see you in the first match.\So they're... response:	Johzenji Karasuno
context: Hey!\Stop it!\Ugh... I'm so sorry about that!\Hey, they stopped.\They're stopped in mid-air. That's awesome.\Well, see you in the first match.\So they're...\Johzenji Karasuno response:	The team that was at the Inter-High semifinal.
context: Stop it!\Ugh... I'm so sorry about that!\Hey, they stopped.\They're stopped in mid-air. That's awesome.\Well, see you in the first match.\So they're...\Johzenji Karasuno\The team that was at the Inter-High semifinal. response:	This goes without saying, but...
context: Ugh... I'm so sorry about that!\Hey, they stopped.\They're stopped in mid-air. That's awesome.\Well, see you in the first match.\So they're...\Johzenji Karasuno\The team that was at the Inter-High semifinal.\This goes without saying, but... response:	They're all here.
context: Hey, they stopped.\They're stopped in mid-air. That's awesome.\Well, see you in the first match.\So they're...\Johzenji Karasuno\The team that was at the Inter-High semifinal.\This goes without saying, but...\They're all here. response:	Right here.
context: They're stopped in mid-air. That's awesome.\Well, see you in the first match.\So they're...\Johzenji Karasuno\The team that was at the Inter-High semifinal.\This goes without saying, but...\They're all here.\Right here. response:	We're gonna beat them all!
context: Well, see you in the first match.\So they're...\Johzenji Karasuno\The team that was at the Inter-High semifinal.\This goes without saying, but...\They're all here.\Right here.\We're gonna beat them all! response:	They're so hyper.
context: So they're...\Johzenji Karasuno\The team that was at the Inter-High semifinal.\This goes without saying, but...\They're all here.\Right here.\We're gonna beat them all!\They're so hyper. response:	That just calms us down even more.
context: Johzenji Karasuno\The team that was at the Inter-High semifinal.\This goes without saying, but...\They're all here.\Right here.\We're gonna beat them all!\They're so hyper.\That just calms us down even more. response:	I'm well aware...
context: The team that was at the Inter-High semifinal.\This goes without saying, but...\They're all here.\Right here.\We're gonna beat them all!\They're so hyper.\That just calms us down even more.\I'm well aware... response:	That the bathroom is where you run into dangerous people.
context: This goes without saying, but...\They're all here.\Right here.\We're gonna beat them all!\They're so hyper.\That just calms us down even more.\I'm well aware...\That the bathroom is where you run into dangerous people. response:	Carefully... Carefully...
context: They're all here.\Right here.\We're gonna beat them all!\They're so hyper.\That just calms us down even more.\I'm well aware...\That the bathroom is where you run into dangerous people.\Carefully... Carefully... response:	Whatcha doin'?
context: Right here.\We're gonna beat them all!\They're so hyper.\That just calms us down even more.\I'm well aware...\That the bathroom is where you run into dangerous people.\Carefully... Carefully...\Whatcha doin'? response:	Th-The Great King and Seijoh's ace!
context: We're gonna beat them all!\They're so hyper.\That just calms us down even more.\I'm well aware...\That the bathroom is where you run into dangerous people.\Carefully... Carefully...\Whatcha doin'?\Th-The Great King and Seijoh's ace! response:	I heard you defeated the 2 meter guy. Well done.
context: They're so hyper.\That just calms us down even more.\I'm well aware...\That the bathroom is where you run into dangerous people.\Carefully... Carefully...\Whatcha doin'?\Th-The Great King and Seijoh's ace!\I heard you defeated the 2 meter guy. Well done. response:	Yes! No!
context: That just calms us down even more.\I'm well aware...\That the bathroom is where you run into dangerous people.\Carefully... Carefully...\Whatcha doin'?\Th-The Great King and Seijoh's ace!\I heard you defeated the 2 meter guy. Well done.\Yes! No! response:	Which is it?
context: I'm well aware...\That the bathroom is where you run into dangerous people.\Carefully... Carefully...\Whatcha doin'?\Th-The Great King and Seijoh's ace!\I heard you defeated the 2 meter guy. Well done.\Yes! No!\Which is it? response:	This little shrimp is a handful during matches,
context: That the bathroom is where you run into dangerous people.\Carefully... Carefully...\Whatcha doin'?\Th-The Great King and Seijoh's ace!\I heard you defeated the 2 meter guy. Well done.\Yes! No!\Which is it?\This little shrimp is a handful during matches, response:	so why don't we go bury him somewhere now?
context: Carefully... Carefully...\Whatcha doin'?\Th-The Great King and Seijoh's ace!\I heard you defeated the 2 meter guy. Well done.\Yes! No!\Which is it?\This little shrimp is a handful during matches,\so why don't we go bury him somewhere now? response:	P-Pardon me!
context: Whatcha doin'?\Th-The Great King and Seijoh's ace!\I heard you defeated the 2 meter guy. Well done.\Yes! No!\Which is it?\This little shrimp is a handful during matches,\so why don't we go bury him somewhere now?\P-Pardon me! response:	Hey!
context: Th-The Great King and Seijoh's ace!\I heard you defeated the 2 meter guy. Well done.\Yes! No!\Which is it?\This little shrimp is a handful during matches,\so why don't we go bury him somewhere now?\P-Pardon me!\Hey! response:	Ow!
context: I heard you defeated the 2 meter guy. Well done.\Yes! No!\Which is it?\This little shrimp is a handful during matches,\so why don't we go bury him somewhere now?\P-Pardon me!\Hey!\Ow! response:	Hinata Shoyo...
context: Yes! No!\Which is it?\This little shrimp is a handful during matches,\so why don't we go bury him somewhere now?\P-Pardon me!\Hey!\Ow!\Hinata Shoyo... response:	And Oikawa and Iwaizumi.
context: Which is it?\This little shrimp is a handful during matches,\so why don't we go bury him somewhere now?\P-Pardon me!\Hey!\Ow!\Hinata Shoyo...\And Oikawa and Iwaizumi. response:	What's with this timing?
context: This little shrimp is a handful during matches,\so why don't we go bury him somewhere now?\P-Pardon me!\Hey!\Ow!\Hinata Shoyo...\And Oikawa and Iwaizumi.\What's with this timing? response:	Hell if I know.
context: so why don't we go bury him somewhere now?\P-Pardon me!\Hey!\Ow!\Hinata Shoyo...\And Oikawa and Iwaizumi.\What's with this timing?\Hell if I know. response:	So this will be your last tournament in high school.
context: P-Pardon me!\Hey!\Ow!\Hinata Shoyo...\And Oikawa and Iwaizumi.\What's with this timing?\Hell if I know.\So this will be your last tournament in high school. response:	I wish you well.
context: Hey!\Ow!\Hinata Shoyo...\And Oikawa and Iwaizumi.\What's with this timing?\Hell if I know.\So this will be your last tournament in high school.\I wish you well. response:	You seriously piss me off.
context: Ow!\Hinata Shoyo...\And Oikawa and Iwaizumi.\What's with this timing?\Hell if I know.\So this will be your last tournament in high school.\I wish you well.\You seriously piss me off. response:	We're going to nationals, so it's not going to be our last.
context: Hinata Shoyo...\And Oikawa and Iwaizumi.\What's with this timing?\Hell if I know.\So this will be your last tournament in high school.\I wish you well.\You seriously piss me off.\We're going to nationals, so it's not going to be our last. response:	Only one team from the qualifiers can go to nationals.
context: And Oikawa and Iwaizumi.\What's with this timing?\Hell if I know.\So this will be your last tournament in high school.\I wish you well.\You seriously piss me off.\We're going to nationals, so it's not going to be our last.\Only one team from the qualifiers can go to nationals. response:	The fact that he's not saying that just to be mean
context: What's with this timing?\Hell if I know.\So this will be your last tournament in high school.\I wish you well.\You seriously piss me off.\We're going to nationals, so it's not going to be our last.\Only one team from the qualifiers can go to nationals.\The fact that he's not saying that just to be mean response:	is even more infuriating.
context: Hell if I know.\So this will be your last tournament in high school.\I wish you well.\You seriously piss me off.\We're going to nationals, so it's not going to be our last.\Only one team from the qualifiers can go to nationals.\The fact that he's not saying that just to be mean\is even more infuriating. response:	What's going on?
context: So this will be your last tournament in high school.\I wish you well.\You seriously piss me off.\We're going to nationals, so it's not going to be our last.\Only one team from the qualifiers can go to nationals.\The fact that he's not saying that just to be mean\is even more infuriating.\What's going on? response:	Whoa! It's Shiratorizawa and Seijoh.
context: I wish you well.\You seriously piss me off.\We're going to nationals, so it's not going to be our last.\Only one team from the qualifiers can go to nationals.\The fact that he's not saying that just to be mean\is even more infuriating.\What's going on?\Whoa! It's Shiratorizawa and Seijoh. response:	Did we just walk in on a tense situation?
context: You seriously piss me off.\We're going to nationals, so it's not going to be our last.\Only one team from the qualifiers can go to nationals.\The fact that he's not saying that just to be mean\is even more infuriating.\What's going on?\Whoa! It's Shiratorizawa and Seijoh.\Did we just walk in on a tense situation? response:	Who's the guy in the middle?
context: We're going to nationals, so it's not going to be our last.\Only one team from the qualifiers can go to nationals.\The fact that he's not saying that just to be mean\is even more infuriating.\What's going on?\Whoa! It's Shiratorizawa and Seijoh.\Did we just walk in on a tense situation?\Who's the guy in the middle? response:	It's that one guy!
context: Only one team from the qualifiers can go to nationals.\The fact that he's not saying that just to be mean\is even more infuriating.\What's going on?\Whoa! It's Shiratorizawa and Seijoh.\Did we just walk in on a tense situation?\Who's the guy in the middle?\It's that one guy! response:	From the team that beat the two-meter guy, Karasuno!
context: The fact that he's not saying that just to be mean\is even more infuriating.\What's going on?\Whoa! It's Shiratorizawa and Seijoh.\Did we just walk in on a tense situation?\Who's the guy in the middle?\It's that one guy!\From the team that beat the two-meter guy, Karasuno! response:	It's the 10 from Karasuno!
context: is even more infuriating.\What's going on?\Whoa! It's Shiratorizawa and Seijoh.\Did we just walk in on a tense situation?\Who's the guy in the middle?\It's that one guy!\From the team that beat the two-meter guy, Karasuno!\It's the 10 from Karasuno! response:	Is he trying to pick a fight with Seijoh and Shiratorizawa?
context: What's going on?\Whoa! It's Shiratorizawa and Seijoh.\Did we just walk in on a tense situation?\Who's the guy in the middle?\It's that one guy!\From the team that beat the two-meter guy, Karasuno!\It's the 10 from Karasuno!\Is he trying to pick a fight with Seijoh and Shiratorizawa? response:	Holy crap!
context: Whoa! It's Shiratorizawa and Seijoh.\Did we just walk in on a tense situation?\Who's the guy in the middle?\It's that one guy!\From the team that beat the two-meter guy, Karasuno!\It's the 10 from Karasuno!\Is he trying to pick a fight with Seijoh and Shiratorizawa?\Holy crap! response:	A-Anyway, Karasuno's going to win... Eek!
context: Did we just walk in on a tense situation?\Who's the guy in the middle?\It's that one guy!\From the team that beat the two-meter guy, Karasuno!\It's the 10 from Karasuno!\Is he trying to pick a fight with Seijoh and Shiratorizawa?\Holy crap!\A-Anyway, Karasuno's going to win... Eek! response:	U-Um...
context: Who's the guy in the middle?\It's that one guy!\From the team that beat the two-meter guy, Karasuno!\It's the 10 from Karasuno!\Is he trying to pick a fight with Seijoh and Shiratorizawa?\Holy crap!\A-Anyway, Karasuno's going to win... Eek!\U-Um... response:	Date Tech
context: It's that one guy!\From the team that beat the two-meter guy, Karasuno!\It's the 10 from Karasuno!\Is he trying to pick a fight with Seijoh and Shiratorizawa?\Holy crap!\A-Anyway, Karasuno's going to win... Eek!\U-Um...\Date Tech response:	I-I'm so sorry!
context: From the team that beat the two-meter guy, Karasuno!\It's the 10 from Karasuno!\Is he trying to pick a fight with Seijoh and Shiratorizawa?\Holy crap!\A-Anyway, Karasuno's going to win... Eek!\U-Um...\Date Tech\I-I'm so sorry! response:	It doesn't matter who it is.
context: It's the 10 from Karasuno!\Is he trying to pick a fight with Seijoh and Shiratorizawa?\Holy crap!\A-Anyway, Karasuno's going to win... Eek!\U-Um...\Date Tech\I-I'm so sorry!\It doesn't matter who it is. response:	We'll gladly accept your challenge.
context: Is he trying to pick a fight with Seijoh and Shiratorizawa?\Holy crap!\A-Anyway, Karasuno's going to win... Eek!\U-Um...\Date Tech\I-I'm so sorry!\It doesn't matter who it is.\We'll gladly accept your challenge. response:	O-Oh, hi.
context: Holy crap!\A-Anyway, Karasuno's going to win... Eek!\U-Um...\Date Tech\I-I'm so sorry!\It doesn't matter who it is.\We'll gladly accept your challenge.\O-Oh, hi. response:	Go, go, let's go! Let's go, Date Tech!
context: A-Anyway, Karasuno's going to win... Eek!\U-Um...\Date Tech\I-I'm so sorry!\It doesn't matter who it is.\We'll gladly accept your challenge.\O-Oh, hi.\Go, go, let's go! Let's go, Date Tech! response:	Rule the Court
context: U-Um...\Date Tech\I-I'm so sorry!\It doesn't matter who it is.\We'll gladly accept your challenge.\O-Oh, hi.\Go, go, let's go! Let's go, Date Tech!\Rule the Court response:	Push it, push it, push it, push it, Seijoh!
context: Date Tech\I-I'm so sorry!\It doesn't matter who it is.\We'll gladly accept your challenge.\O-Oh, hi.\Go, go, let's go! Let's go, Date Tech!\Rule the Court\Push it, push it, push it, push it, Seijoh! response:	With Intense Force Shiratorizawa Academy
context: I-I'm so sorry!\It doesn't matter who it is.\We'll gladly accept your challenge.\O-Oh, hi.\Go, go, let's go! Let's go, Date Tech!\Rule the Court\Push it, push it, push it, push it, Seijoh!\With Intense Force Shiratorizawa Academy response:	Shiratorizawa!
context: It doesn't matter who it is.\We'll gladly accept your challenge.\O-Oh, hi.\Go, go, let's go! Let's go, Date Tech!\Rule the Court\Push it, push it, push it, push it, Seijoh!\With Intense Force Shiratorizawa Academy\Shiratorizawa! response:	Go, go, let's go! Let's go, Date Tech!
context: We'll gladly accept your challenge.\O-Oh, hi.\Go, go, let's go! Let's go, Date Tech!\Rule the Court\Push it, push it, push it, push it, Seijoh!\With Intense Force Shiratorizawa Academy\Shiratorizawa!\Go, go, let's go! Let's go, Date Tech! response:	The Iron Wall of Date
context: O-Oh, hi.\Go, go, let's go! Let's go, Date Tech!\Rule the Court\Push it, push it, push it, push it, Seijoh!\With Intense Force Shiratorizawa Academy\Shiratorizawa!\Go, go, let's go! Let's go, Date Tech!\The Iron Wall of Date response:	The first match has Seijoh on the B Court,
context: Go, go, let's go! Let's go, Date Tech!\Rule the Court\Push it, push it, push it, push it, Seijoh!\With Intense Force Shiratorizawa Academy\Shiratorizawa!\Go, go, let's go! Let's go, Date Tech!\The Iron Wall of Date\The first match has Seijoh on the B Court, response:	and Shiratorizawa on the A Court.
context: Rule the Court\Push it, push it, push it, push it, Seijoh!\With Intense Force Shiratorizawa Academy\Shiratorizawa!\Go, go, let's go! Let's go, Date Tech!\The Iron Wall of Date\The first match has Seijoh on the B Court,\and Shiratorizawa on the A Court. response:	Karasuno Johzenji
