context: Class 3-2 response:	I have to hide somewhere!
context: It'll eat me!\What's going to happen to him?\Tell me about these Ghost Apartments.\It's an old apartment complex near our school.\Ryo used to play there with his friends.\That matches what we know about the dream demon.\It's the same case.\Please... promise me you'll save my brother! response:	Yeah, we're on it.
context: What's going to happen to him?\Tell me about these Ghost Apartments.\It's an old apartment complex near our school.\Ryo used to play there with his friends.\That matches what we know about the dream demon.\It's the same case.\Please... promise me you'll save my brother!\Yeah, we're on it. response:	Thank you!
context: Tell me about these Ghost Apartments.\It's an old apartment complex near our school.\Ryo used to play there with his friends.\That matches what we know about the dream demon.\It's the same case.\Please... promise me you'll save my brother!\Yeah, we're on it.\Thank you! response:	First, tell us where these apartments are.
context: It's an old apartment complex near our school.\Ryo used to play there with his friends.\That matches what we know about the dream demon.\It's the same case.\Please... promise me you'll save my brother!\Yeah, we're on it.\Thank you!\First, tell us where these apartments are. response:	Okay!
context: Ryo used to play there with his friends.\That matches what we know about the dream demon.\It's the same case.\Please... promise me you'll save my brother!\Yeah, we're on it.\Thank you!\First, tell us where these apartments are.\Okay! response:	Here.
context: That matches what we know about the dream demon.\It's the same case.\Please... promise me you'll save my brother!\Yeah, we're on it.\Thank you!\First, tell us where these apartments are.\Okay!\Here. response:	This is building 28, which is no longer used,
context: It's the same case.\Please... promise me you'll save my brother!\Yeah, we're on it.\Thank you!\First, tell us where these apartments are.\Okay!\Here.\This is building 28, which is no longer used, response:	and where they used to play.
context: Please... promise me you'll save my brother!\Yeah, we're on it.\Thank you!\First, tell us where these apartments are.\Okay!\Here.\This is building 28, which is no longer used,\and where they used to play. response:	Yeah, this feels different from the others.
context: Yeah, we're on it.\Thank you!\First, tell us where these apartments are.\Okay!\Here.\This is building 28, which is no longer used,\and where they used to play.\Yeah, this feels different from the others. response:	Let's start by going inside.
context: Thank you!\First, tell us where these apartments are.\Okay!\Here.\This is building 28, which is no longer used,\and where they used to play.\Yeah, this feels different from the others.\Let's start by going inside. response:	Why don't you show us what you can do?
context: First, tell us where these apartments are.\Okay!\Here.\This is building 28, which is no longer used,\and where they used to play.\Yeah, this feels different from the others.\Let's start by going inside.\Why don't you show us what you can do? response:	This was originally a Shinjuku Ward case.
context: Okay!\Here.\This is building 28, which is no longer used,\and where they used to play.\Yeah, this feels different from the others.\Let's start by going inside.\Why don't you show us what you can do?\This was originally a Shinjuku Ward case. response:	Why don't you investigate the building?
context: Here.\This is building 28, which is no longer used,\and where they used to play.\Yeah, this feels different from the others.\Let's start by going inside.\Why don't you show us what you can do?\This was originally a Shinjuku Ward case.\Why don't you investigate the building? response:	We'll put up a barrier.
context: This is building 28, which is no longer used,\and where they used to play.\Yeah, this feels different from the others.\Let's start by going inside.\Why don't you show us what you can do?\This was originally a Shinjuku Ward case.\Why don't you investigate the building?\We'll put up a barrier. response:	If you're worried, I'll back you up.
context: and where they used to play.\Yeah, this feels different from the others.\Let's start by going inside.\Why don't you show us what you can do?\This was originally a Shinjuku Ward case.\Why don't you investigate the building?\We'll put up a barrier.\If you're worried, I'll back you up. response:	No, this is my job.
context: Yeah, this feels different from the others.\Let's start by going inside.\Why don't you show us what you can do?\This was originally a Shinjuku Ward case.\Why don't you investigate the building?\We'll put up a barrier.\If you're worried, I'll back you up.\No, this is my job. response:	Good. Thanks.
context: Let's start by going inside.\Why don't you show us what you can do?\This was originally a Shinjuku Ward case.\Why don't you investigate the building?\We'll put up a barrier.\If you're worried, I'll back you up.\No, this is my job.\Good. Thanks. response:	Kanoichi-san, need some tape?
context: Why don't you show us what you can do?\This was originally a Shinjuku Ward case.\Why don't you investigate the building?\We'll put up a barrier.\If you're worried, I'll back you up.\No, this is my job.\Good. Thanks.\Kanoichi-san, need some tape? response:	No, I have my own methods.
context: This was originally a Shinjuku Ward case.\Why don't you investigate the building?\We'll put up a barrier.\If you're worried, I'll back you up.\No, this is my job.\Good. Thanks.\Kanoichi-san, need some tape?\No, I have my own methods. response:	Wow...
context: Why don't you investigate the building?\We'll put up a barrier.\If you're worried, I'll back you up.\No, this is my job.\Good. Thanks.\Kanoichi-san, need some tape?\No, I have my own methods.\Wow... response:	Oh, Miyako-san.
context: We'll put up a barrier.\If you're worried, I'll back you up.\No, this is my job.\Good. Thanks.\Kanoichi-san, need some tape?\No, I have my own methods.\Wow...\Oh, Miyako-san. response:	Call me if something comes up.
context: If you're worried, I'll back you up.\No, this is my job.\Good. Thanks.\Kanoichi-san, need some tape?\No, I have my own methods.\Wow...\Oh, Miyako-san.\Call me if something comes up. response:	Okay, time to get to work.
context: No, this is my job.\Good. Thanks.\Kanoichi-san, need some tape?\No, I have my own methods.\Wow...\Oh, Miyako-san.\Call me if something comes up.\Okay, time to get to work. response:	Nobody's here, huh?
context: Good. Thanks.\Kanoichi-san, need some tape?\No, I have my own methods.\Wow...\Oh, Miyako-san.\Call me if something comes up.\Okay, time to get to work.\Nobody's here, huh? response:	Did I just...
context: Kanoichi-san, need some tape?\No, I have my own methods.\Wow...\Oh, Miyako-san.\Call me if something comes up.\Okay, time to get to work.\Nobody's here, huh?\Did I just... response:	It's better than the basement under Mount Hakone.
context: No, I have my own methods.\Wow...\Oh, Miyako-san.\Call me if something comes up.\Okay, time to get to work.\Nobody's here, huh?\Did I just...\It's better than the basement under Mount Hakone. response:	Tag! Tag!
context: Wow...\Oh, Miyako-san.\Call me if something comes up.\Okay, time to get to work.\Nobody's here, huh?\Did I just...\It's better than the basement under Mount Hakone.\Tag! Tag! response:	Tag! Tag!
context: Oh, Miyako-san.\Call me if something comes up.\Okay, time to get to work.\Nobody's here, huh?\Did I just...\It's better than the basement under Mount Hakone.\Tag! Tag!\Tag! Tag! response:	Wait!
context: Call me if something comes up.\Okay, time to get to work.\Nobody's here, huh?\Did I just...\It's better than the basement under Mount Hakone.\Tag! Tag!\Tag! Tag!\Wait! response:	Huh?
context: Okay, time to get to work.\Nobody's here, huh?\Did I just...\It's better than the basement under Mount Hakone.\Tag! Tag!\Tag! Tag!\Wait!\Huh? response:	It's not here.
context: Nobody's here, huh?\Did I just...\It's better than the basement under Mount Hakone.\Tag! Tag!\Tag! Tag!\Wait!\Huh?\It's not here. response:	Tag! Tag!
context: Did I just...\It's better than the basement under Mount Hakone.\Tag! Tag!\Tag! Tag!\Wait!\Huh?\It's not here.\Tag! Tag! response:	Let's play! Let's play!
context: It's better than the basement under Mount Hakone.\Tag! Tag!\Tag! Tag!\Wait!\Huh?\It's not here.\Tag! Tag!\Let's play! Let's play! response:	Don't disappear.
context: Tag! Tag!\Tag! Tag!\Wait!\Huh?\It's not here.\Tag! Tag!\Let's play! Let's play!\Don't disappear. response:	This isn't tag. It's hide-and-seek.
context: Tag! Tag!\Wait!\Huh?\It's not here.\Tag! Tag!\Let's play! Let's play!\Don't disappear.\This isn't tag. It's hide-and-seek. response:	You can hear me?
context: Wait!\Huh?\It's not here.\Tag! Tag!\Let's play! Let's play!\Don't disappear.\This isn't tag. It's hide-and-seek.\You can hear me? response:	Yeah.
context: Huh?\It's not here.\Tag! Tag!\Let's play! Let's play!\Don't disappear.\This isn't tag. It's hide-and-seek.\You can hear me?\Yeah. response:	Are you the one who kidnapped Ryo-kun and the other kids?
context: It's not here.\Tag! Tag!\Let's play! Let's play!\Don't disappear.\This isn't tag. It's hide-and-seek.\You can hear me?\Yeah.\Are you the one who kidnapped Ryo-kun and the other kids? response:	I didn't kidnap them. I had them join me.
context: Tag! Tag!\Let's play! Let's play!\Don't disappear.\This isn't tag. It's hide-and-seek.\You can hear me?\Yeah.\Are you the one who kidnapped Ryo-kun and the other kids?\I didn't kidnap them. I had them join me. response:	Join me?
context: Let's play! Let's play!\Don't disappear.\This isn't tag. It's hide-and-seek.\You can hear me?\Yeah.\Are you the one who kidnapped Ryo-kun and the other kids?\I didn't kidnap them. I had them join me.\Join me? response:	Tag!
context: Don't disappear.\This isn't tag. It's hide-and-seek.\You can hear me?\Yeah.\Are you the one who kidnapped Ryo-kun and the other kids?\I didn't kidnap them. I had them join me.\Join me?\Tag! response:	Wait!
context: This isn't tag. It's hide-and-seek.\You can hear me?\Yeah.\Are you the one who kidnapped Ryo-kun and the other kids?\I didn't kidnap them. I had them join me.\Join me?\Tag!\Wait! response:	Hey, we're not done talking yet!
context: You can hear me?\Yeah.\Are you the one who kidnapped Ryo-kun and the other kids?\I didn't kidnap them. I had them join me.\Join me?\Tag!\Wait!\Hey, we're not done talking yet! response:	Wait, I said!
context: Yeah.\Are you the one who kidnapped Ryo-kun and the other kids?\I didn't kidnap them. I had them join me.\Join me?\Tag!\Wait!\Hey, we're not done talking yet!\Wait, I said! response:	That's not fair!
context: Are you the one who kidnapped Ryo-kun and the other kids?\I didn't kidnap them. I had them join me.\Join me?\Tag!\Wait!\Hey, we're not done talking yet!\Wait, I said!\That's not fair! response:	Over here!
context: I didn't kidnap them. I had them join me.\Join me?\Tag!\Wait!\Hey, we're not done talking yet!\Wait, I said!\That's not fair!\Over here! response:	Jeez!
context: Join me?\Tag!\Wait!\Hey, we're not done talking yet!\Wait, I said!\That's not fair!\Over here!\Jeez! response:	Listen to me!
context: Tag!\Wait!\Hey, we're not done talking yet!\Wait, I said!\That's not fair!\Over here!\Jeez!\Listen to me! response:	That's suspicious...
context: Wait!\Hey, we're not done talking yet!\Wait, I said!\That's not fair!\Over here!\Jeez!\Listen to me!\That's suspicious... response:	Are you in here?
context: Hey, we're not done talking yet!\Wait, I said!\That's not fair!\Over here!\Jeez!\Listen to me!\That's suspicious...\Are you in here? response:	Found you!
context: Wait, I said!\That's not fair!\Over here!\Jeez!\Listen to me!\That's suspicious...\Are you in here?\Found you! response:	This is a MegaTrive!
context: That's not fair!\Over here!\Jeez!\Listen to me!\That's suspicious...\Are you in here?\Found you!\This is a MegaTrive! response:	I remember this!
context: Over here!\Jeez!\Listen to me!\That's suspicious...\Are you in here?\Found you!\This is a MegaTrive!\I remember this! response:	I'm not over there!
context: Jeez!\Listen to me!\That's suspicious...\Are you in here?\Found you!\This is a MegaTrive!\I remember this!\I'm not over there! response:	I'm over here!
context: Listen to me!\That's suspicious...\Are you in here?\Found you!\This is a MegaTrive!\I remember this!\I'm not over there!\I'm over here! response:	I found you!
context: That's suspicious...\Are you in here?\Found you!\This is a MegaTrive!\I remember this!\I'm not over there!\I'm over here!\I found you! response:	Jeez.
context: Are you in here?\Found you!\This is a MegaTrive!\I remember this!\I'm not over there!\I'm over here!\I found you!\Jeez. response:	You're in here!
context: Found you!\This is a MegaTrive!\I remember this!\I'm not over there!\I'm over here!\I found you!\Jeez.\You're in here! response:	In this world, nobody can see me. So I can't play with them.
context: This is a MegaTrive!\I remember this!\I'm not over there!\I'm over here!\I found you!\Jeez.\You're in here!\In this world, nobody can see me. So I can't play with them. response:	But I can do what I want in their dreams.
context: I remember this!\I'm not over there!\I'm over here!\I found you!\Jeez.\You're in here!\In this world, nobody can see me. So I can't play with them.\But I can do what I want in their dreams. response:	We play three games. If I win three times, they're mine.
context: I'm not over there!\I'm over here!\I found you!\Jeez.\You're in here!\In this world, nobody can see me. So I can't play with them.\But I can do what I want in their dreams.\We play three games. If I win three times, they're mine. response:	Does that mean...
context: I'm over here!\I found you!\Jeez.\You're in here!\In this world, nobody can see me. So I can't play with them.\But I can do what I want in their dreams.\We play three games. If I win three times, they're mine.\Does that mean... response:	Since you can't get them to play with you in reality,
context: I found you!\Jeez.\You're in here!\In this world, nobody can see me. So I can't play with them.\But I can do what I want in their dreams.\We play three games. If I win three times, they're mine.\Does that mean...\Since you can't get them to play with you in reality, response:	you're having them play with you in dreams?
context: Jeez.\You're in here!\In this world, nobody can see me. So I can't play with them.\But I can do what I want in their dreams.\We play three games. If I win three times, they're mine.\Does that mean...\Since you can't get them to play with you in reality,\you're having them play with you in dreams? response:	There used to be lots of people here until a while ago.
context: You're in here!\In this world, nobody can see me. So I can't play with them.\But I can do what I want in their dreams.\We play three games. If I win three times, they're mine.\Does that mean...\Since you can't get them to play with you in reality,\you're having them play with you in dreams?\There used to be lots of people here until a while ago. response:	I wasn't lonely.
context: In this world, nobody can see me. So I can't play with them.\But I can do what I want in their dreams.\We play three games. If I win three times, they're mine.\Does that mean...\Since you can't get them to play with you in reality,\you're having them play with you in dreams?\There used to be lots of people here until a while ago.\I wasn't lonely. response:	I could always play.
context: But I can do what I want in their dreams.\We play three games. If I win three times, they're mine.\Does that mean...\Since you can't get them to play with you in reality,\you're having them play with you in dreams?\There used to be lots of people here until a while ago.\I wasn't lonely.\I could always play. response:	They're gone now, though.
context: We play three games. If I win three times, they're mine.\Does that mean...\Since you can't get them to play with you in reality,\you're having them play with you in dreams?\There used to be lots of people here until a while ago.\I wasn't lonely.\I could always play.\They're gone now, though. response:	Everybody left. And I stayed here, alone.
context: Does that mean...\Since you can't get them to play with you in reality,\you're having them play with you in dreams?\There used to be lots of people here until a while ago.\I wasn't lonely.\I could always play.\They're gone now, though.\Everybody left. And I stayed here, alone. response:	But then, kids came that I could play with.
context: Since you can't get them to play with you in reality,\you're having them play with you in dreams?\There used to be lots of people here until a while ago.\I wasn't lonely.\I could always play.\They're gone now, though.\Everybody left. And I stayed here, alone.\But then, kids came that I could play with. response:	So I had them join me.
context: you're having them play with you in dreams?\There used to be lots of people here until a while ago.\I wasn't lonely.\I could always play.\They're gone now, though.\Everybody left. And I stayed here, alone.\But then, kids came that I could play with.\So I had them join me. response:	Now I won't be lonely!
context: There used to be lots of people here until a while ago.\I wasn't lonely.\I could always play.\They're gone now, though.\Everybody left. And I stayed here, alone.\But then, kids came that I could play with.\So I had them join me.\Now I won't be lonely! response:	I see...
context: I wasn't lonely.\I could always play.\They're gone now, though.\Everybody left. And I stayed here, alone.\But then, kids came that I could play with.\So I had them join me.\Now I won't be lonely!\I see... response:	I understand how you feel.
context: I could always play.\They're gone now, though.\Everybody left. And I stayed here, alone.\But then, kids came that I could play with.\So I had them join me.\Now I won't be lonely!\I see...\I understand how you feel. response:	Lately I haven't been able to play with any of my friends.
context: They're gone now, though.\Everybody left. And I stayed here, alone.\But then, kids came that I could play with.\So I had them join me.\Now I won't be lonely!\I see...\I understand how you feel.\Lately I haven't been able to play with any of my friends. response:	You're lonely?
context: Everybody left. And I stayed here, alone.\But then, kids came that I could play with.\So I had them join me.\Now I won't be lonely!\I see...\I understand how you feel.\Lately I haven't been able to play with any of my friends.\You're lonely? response:	A little.
context: But then, kids came that I could play with.\So I had them join me.\Now I won't be lonely!\I see...\I understand how you feel.\Lately I haven't been able to play with any of my friends.\You're lonely?\A little. response:	So I promised I'd play with them soon.
context: So I had them join me.\Now I won't be lonely!\I see...\I understand how you feel.\Lately I haven't been able to play with any of my friends.\You're lonely?\A little.\So I promised I'd play with them soon. response:	I'm jealous...
context: Now I won't be lonely!\I see...\I understand how you feel.\Lately I haven't been able to play with any of my friends.\You're lonely?\A little.\So I promised I'd play with them soon.\I'm jealous... response:	Sometimes your friends have to go away for a while.
context: I see...\I understand how you feel.\Lately I haven't been able to play with any of my friends.\You're lonely?\A little.\So I promised I'd play with them soon.\I'm jealous...\Sometimes your friends have to go away for a while. response:	But I think you're still connected to them.
context: I understand how you feel.\Lately I haven't been able to play with any of my friends.\You're lonely?\A little.\So I promised I'd play with them soon.\I'm jealous...\Sometimes your friends have to go away for a while.\But I think you're still connected to them. response:	So don't force people to be your friends.
context: Lately I haven't been able to play with any of my friends.\You're lonely?\A little.\So I promised I'd play with them soon.\I'm jealous...\Sometimes your friends have to go away for a while.\But I think you're still connected to them.\So don't force people to be your friends. response:	Let's look for people who will play with you.
context: You're lonely?\A little.\So I promised I'd play with them soon.\I'm jealous...\Sometimes your friends have to go away for a while.\But I think you're still connected to them.\So don't force people to be your friends.\Let's look for people who will play with you. response:	At first, I will.
context: A little.\So I promised I'd play with them soon.\I'm jealous...\Sometimes your friends have to go away for a while.\But I think you're still connected to them.\So don't force people to be your friends.\Let's look for people who will play with you.\At first, I will. response:	I'm Arata.
context: So I promised I'd play with them soon.\I'm jealous...\Sometimes your friends have to go away for a while.\But I think you're still connected to them.\So don't force people to be your friends.\Let's look for people who will play with you.\At first, I will.\I'm Arata. response:	Ara... ta?
context: I'm jealous...\Sometimes your friends have to go away for a while.\But I think you're still connected to them.\So don't force people to be your friends.\Let's look for people who will play with you.\At first, I will.\I'm Arata.\Ara... ta? response:	If this place is lonely for you, go someplace with more people.
context: Sometimes your friends have to go away for a while.\But I think you're still connected to them.\So don't force people to be your friends.\Let's look for people who will play with you.\At first, I will.\I'm Arata.\Ara... ta?\If this place is lonely for you, go someplace with more people. response:	I'll take you to a place with lots of kids.
context: But I think you're still connected to them.\So don't force people to be your friends.\Let's look for people who will play with you.\At first, I will.\I'm Arata.\Ara... ta?\If this place is lonely for you, go someplace with more people.\I'll take you to a place with lots of kids. response:	A place where I won't be lonely?
context: So don't force people to be your friends.\Let's look for people who will play with you.\At first, I will.\I'm Arata.\Ara... ta?\If this place is lonely for you, go someplace with more people.\I'll take you to a place with lots of kids.\A place where I won't be lonely? response:	Is there one? Can I go there?
context: Let's look for people who will play with you.\At first, I will.\I'm Arata.\Ara... ta?\If this place is lonely for you, go someplace with more people.\I'll take you to a place with lots of kids.\A place where I won't be lonely?\Is there one? Can I go there? response:	If you take me to a place where I won't be lonely, I'll give everyone back.
context: At first, I will.\I'm Arata.\Ara... ta?\If this place is lonely for you, go someplace with more people.\I'll take you to a place with lots of kids.\A place where I won't be lonely?\Is there one? Can I go there?\If you take me to a place where I won't be lonely, I'll give everyone back. response:	But if you're lying, I'll trap you in a dream.
context: I'm Arata.\Ara... ta?\If this place is lonely for you, go someplace with more people.\I'll take you to a place with lots of kids.\A place where I won't be lonely?\Is there one? Can I go there?\If you take me to a place where I won't be lonely, I'll give everyone back.\But if you're lying, I'll trap you in a dream. response:	Listen, there's no need to do that.
context: Ara... ta?\If this place is lonely for you, go someplace with more people.\I'll take you to a place with lots of kids.\A place where I won't be lonely?\Is there one? Can I go there?\If you take me to a place where I won't be lonely, I'll give everyone back.\But if you're lying, I'll trap you in a dream.\Listen, there's no need to do that. response:	We can talk, like this.
context: If this place is lonely for you, go someplace with more people.\I'll take you to a place with lots of kids.\A place where I won't be lonely?\Is there one? Can I go there?\If you take me to a place where I won't be lonely, I'll give everyone back.\But if you're lying, I'll trap you in a dream.\Listen, there's no need to do that.\We can talk, like this. response:	So if you want to complain to me, you can.
context: I'll take you to a place with lots of kids.\A place where I won't be lonely?\Is there one? Can I go there?\If you take me to a place where I won't be lonely, I'll give everyone back.\But if you're lying, I'll trap you in a dream.\Listen, there's no need to do that.\We can talk, like this.\So if you want to complain to me, you can. response:	That's what it means to be friends.
context: A place where I won't be lonely?\Is there one? Can I go there?\If you take me to a place where I won't be lonely, I'll give everyone back.\But if you're lying, I'll trap you in a dream.\Listen, there's no need to do that.\We can talk, like this.\So if you want to complain to me, you can.\That's what it means to be friends. response:	Am I wrong?
context: Is there one? Can I go there?\If you take me to a place where I won't be lonely, I'll give everyone back.\But if you're lying, I'll trap you in a dream.\Listen, there's no need to do that.\We can talk, like this.\So if you want to complain to me, you can.\That's what it means to be friends.\Am I wrong? response:	You're right!
context: If you take me to a place where I won't be lonely, I'll give everyone back.\But if you're lying, I'll trap you in a dream.\Listen, there's no need to do that.\We can talk, like this.\So if you want to complain to me, you can.\That's what it means to be friends.\Am I wrong?\You're right! response:	Okay, let's get going, then!
context: But if you're lying, I'll trap you in a dream.\Listen, there's no need to do that.\We can talk, like this.\So if you want to complain to me, you can.\That's what it means to be friends.\Am I wrong?\You're right!\Okay, let's get going, then! response:	Okay!
context: Listen, there's no need to do that.\We can talk, like this.\So if you want to complain to me, you can.\That's what it means to be friends.\Am I wrong?\You're right!\Okay, let's get going, then!\Okay! response:	There you are!
context: We can talk, like this.\So if you want to complain to me, you can.\That's what it means to be friends.\Am I wrong?\You're right!\Okay, let's get going, then!\Okay!\There you are! response:	Miyako-san!
context: So if you want to complain to me, you can.\That's what it means to be friends.\Am I wrong?\You're right!\Okay, let's get going, then!\Okay!\There you are!\Miyako-san! response:	We've been looking for you.
context: That's what it means to be friends.\Am I wrong?\You're right!\Okay, let's get going, then!\Okay!\There you are!\Miyako-san!\We've been looking for you. response:	Sorry.
context: Am I wrong?\You're right!\Okay, let's get going, then!\Okay!\There you are!\Miyako-san!\We've been looking for you.\Sorry. response:	So, is this the Another?
context: You're right!\Okay, let's get going, then!\Okay!\There you are!\Miyako-san!\We've been looking for you.\Sorry.\So, is this the Another? response:	Yeah.
context: Okay, let's get going, then!\Okay!\There you are!\Miyako-san!\We've been looking for you.\Sorry.\So, is this the Another?\Yeah. response:	It seems it was kidnapping children out of loneliness.
context: Okay!\There you are!\Miyako-san!\We've been looking for you.\Sorry.\So, is this the Another?\Yeah.\It seems it was kidnapping children out of loneliness. response:	Is this your friend?
context: There you are!\Miyako-san!\We've been looking for you.\Sorry.\So, is this the Another?\Yeah.\It seems it was kidnapping children out of loneliness.\Is this your friend? response:	Then he's my friend, too.
context: Miyako-san!\We've been looking for you.\Sorry.\So, is this the Another?\Yeah.\It seems it was kidnapping children out of loneliness.\Is this your friend?\Then he's my friend, too. response:	Okay, let's do it, then.
context: We've been looking for you.\Sorry.\So, is this the Another?\Yeah.\It seems it was kidnapping children out of loneliness.\Is this your friend?\Then he's my friend, too.\Okay, let's do it, then. response:	Kanoichi-san?
context: Sorry.\So, is this the Another?\Yeah.\It seems it was kidnapping children out of loneliness.\Is this your friend?\Then he's my friend, too.\Okay, let's do it, then.\Kanoichi-san? response:	There, it's dealt with.
context: So, is this the Another?\Yeah.\It seems it was kidnapping children out of loneliness.\Is this your friend?\Then he's my friend, too.\Okay, let's do it, then.\Kanoichi-san?\There, it's dealt with. response:	Wow! One stomp with your foot!
context: Yeah.\It seems it was kidnapping children out of loneliness.\Is this your friend?\Then he's my friend, too.\Okay, let's do it, then.\Kanoichi-san?\There, it's dealt with.\Wow! One stomp with your foot! response:	People who work at the Metropolitan Government Office really are amazing!
context: It seems it was kidnapping children out of loneliness.\Is this your friend?\Then he's my friend, too.\Okay, let's do it, then.\Kanoichi-san?\There, it's dealt with.\Wow! One stomp with your foot!\People who work at the Metropolitan Government Office really are amazing! response:	That was nothing.
context: Is this your friend?\Then he's my friend, too.\Okay, let's do it, then.\Kanoichi-san?\There, it's dealt with.\Wow! One stomp with your foot!\People who work at the Metropolitan Government Office really are amazing!\That was nothing. response:	It's dangerous if you're not used to it, though. So don't try and copy me.
context: Then he's my friend, too.\Okay, let's do it, then.\Kanoichi-san?\There, it's dealt with.\Wow! One stomp with your foot!\People who work at the Metropolitan Government Office really are amazing!\That was nothing.\It's dangerous if you're not used to it, though. So don't try and copy me. response:	Were you okay, Miyako-san?
context: Okay, let's do it, then.\Kanoichi-san?\There, it's dealt with.\Wow! One stomp with your foot!\People who work at the Metropolitan Government Office really are amazing!\That was nothing.\It's dangerous if you're not used to it, though. So don't try and copy me.\Were you okay, Miyako-san? response:	What did you just do?
context: Kanoichi-san?\There, it's dealt with.\Wow! One stomp with your foot!\People who work at the Metropolitan Government Office really are amazing!\That was nothing.\It's dangerous if you're not used to it, though. So don't try and copy me.\Were you okay, Miyako-san?\What did you just do? response:	I dealt with the Another.
context: There, it's dealt with.\Wow! One stomp with your foot!\People who work at the Metropolitan Government Office really are amazing!\That was nothing.\It's dangerous if you're not used to it, though. So don't try and copy me.\Were you okay, Miyako-san?\What did you just do?\I dealt with the Another. response:	He said he'd release the children!
context: Wow! One stomp with your foot!\People who work at the Metropolitan Government Office really are amazing!\That was nothing.\It's dangerous if you're not used to it, though. So don't try and copy me.\Were you okay, Miyako-san?\What did you just do?\I dealt with the Another.\He said he'd release the children! response:	You're a naIve idiot.
context: People who work at the Metropolitan Government Office really are amazing!\That was nothing.\It's dangerous if you're not used to it, though. So don't try and copy me.\Were you okay, Miyako-san?\What did you just do?\I dealt with the Another.\He said he'd release the children!\You're a naIve idiot. response:	Let's assume, hypothetically, that he released the children.
context: That was nothing.\It's dangerous if you're not used to it, though. So don't try and copy me.\Were you okay, Miyako-san?\What did you just do?\I dealt with the Another.\He said he'd release the children!\You're a naIve idiot.\Let's assume, hypothetically, that he released the children. response:	What guarantee do we have that he wouldn't do it again?
context: It's dangerous if you're not used to it, though. So don't try and copy me.\Were you okay, Miyako-san?\What did you just do?\I dealt with the Another.\He said he'd release the children!\You're a naIve idiot.\Let's assume, hypothetically, that he released the children.\What guarantee do we have that he wouldn't do it again? response:	Well...
context: Were you okay, Miyako-san?\What did you just do?\I dealt with the Another.\He said he'd release the children!\You're a naIve idiot.\Let's assume, hypothetically, that he released the children.\What guarantee do we have that he wouldn't do it again?\Well... response:	What you're doing is the same as killing a criminal who confesses,
context: What did you just do?\I dealt with the Another.\He said he'd release the children!\You're a naIve idiot.\Let's assume, hypothetically, that he released the children.\What guarantee do we have that he wouldn't do it again?\Well...\What you're doing is the same as killing a criminal who confesses, response:	and saying that you've gotten rid of crime.
context: I dealt with the Another.\He said he'd release the children!\You're a naIve idiot.\Let's assume, hypothetically, that he released the children.\What guarantee do we have that he wouldn't do it again?\Well...\What you're doing is the same as killing a criminal who confesses,\and saying that you've gotten rid of crime. response:	Anothers are things, not people.
context: He said he'd release the children!\You're a naIve idiot.\Let's assume, hypothetically, that he released the children.\What guarantee do we have that he wouldn't do it again?\Well...\What you're doing is the same as killing a criminal who confesses,\and saying that you've gotten rid of crime.\Anothers are things, not people. response:	They're stories that have stopped midway, you could say.
context: You're a naIve idiot.\Let's assume, hypothetically, that he released the children.\What guarantee do we have that he wouldn't do it again?\Well...\What you're doing is the same as killing a criminal who confesses,\and saying that you've gotten rid of crime.\Anothers are things, not people.\They're stories that have stopped midway, you could say. response:	They repeat the same actions.
context: Let's assume, hypothetically, that he released the children.\What guarantee do we have that he wouldn't do it again?\Well...\What you're doing is the same as killing a criminal who confesses,\and saying that you've gotten rid of crime.\Anothers are things, not people.\They're stories that have stopped midway, you could say.\They repeat the same actions. response:	Our only option is to eliminate them.
context: What guarantee do we have that he wouldn't do it again?\Well...\What you're doing is the same as killing a criminal who confesses,\and saying that you've gotten rid of crime.\Anothers are things, not people.\They're stories that have stopped midway, you could say.\They repeat the same actions.\Our only option is to eliminate them. response:	Eliminate them?
context: Well...\What you're doing is the same as killing a criminal who confesses,\and saying that you've gotten rid of crime.\Anothers are things, not people.\They're stories that have stopped midway, you could say.\They repeat the same actions.\Our only option is to eliminate them.\Eliminate them? response:	And I can't trust your interpreting.
context: What you're doing is the same as killing a criminal who confesses,\and saying that you've gotten rid of crime.\Anothers are things, not people.\They're stories that have stopped midway, you could say.\They repeat the same actions.\Our only option is to eliminate them.\Eliminate them?\And I can't trust your interpreting. response:	You're saying the Ears of Sand are a lie?
context: and saying that you've gotten rid of crime.\Anothers are things, not people.\They're stories that have stopped midway, you could say.\They repeat the same actions.\Our only option is to eliminate them.\Eliminate them?\And I can't trust your interpreting.\You're saying the Ears of Sand are a lie? response:	No.
context: Anothers are things, not people.\They're stories that have stopped midway, you could say.\They repeat the same actions.\Our only option is to eliminate them.\Eliminate them?\And I can't trust your interpreting.\You're saying the Ears of Sand are a lie?\No. response:	I've heard a lot of stories.
context: They're stories that have stopped midway, you could say.\They repeat the same actions.\Our only option is to eliminate them.\Eliminate them?\And I can't trust your interpreting.\You're saying the Ears of Sand are a lie?\No.\I've heard a lot of stories. response:	One, for instance, about a terrible Another that calls itself your friend.
context: They repeat the same actions.\Our only option is to eliminate them.\Eliminate them?\And I can't trust your interpreting.\You're saying the Ears of Sand are a lie?\No.\I've heard a lot of stories.\One, for instance, about a terrible Another that calls itself your friend. response:	Which means there's even a chance that you're trying to trick us
