context: Heh... response:	Next Ep Preview
context: So you're here.\Yeah, somehow it turned out like this.\Hey, how was my singing?\It was amazing!\When did you practise for it?\If it wasn't kept a secret, it wouldn't have been a surprise, right?\Were you surprised?\Yeah, I was totally caught off guard. response:	I see, that's good.
context: Yeah, somehow it turned out like this.\Hey, how was my singing?\It was amazing!\When did you practise for it?\If it wasn't kept a secret, it wouldn't have been a surprise, right?\Were you surprised?\Yeah, I was totally caught off guard.\I see, that's good. response:	By the way, where's Taiga?
context: Hey, how was my singing?\It was amazing!\When did you practise for it?\If it wasn't kept a secret, it wouldn't have been a surprise, right?\Were you surprised?\Yeah, I was totally caught off guard.\I see, that's good.\By the way, where's Taiga? response:	I could tell she tried her best,
context: It was amazing!\When did you practise for it?\If it wasn't kept a secret, it wouldn't have been a surprise, right?\Were you surprised?\Yeah, I was totally caught off guard.\I see, that's good.\By the way, where's Taiga?\I could tell she tried her best, response:	so I wanted to give her some fruit punch as a reward.
context: When did you practise for it?\If it wasn't kept a secret, it wouldn't have been a surprise, right?\Were you surprised?\Yeah, I was totally caught off guard.\I see, that's good.\By the way, where's Taiga?\I could tell she tried her best,\so I wanted to give her some fruit punch as a reward. response:	Taiga left already.
context: If it wasn't kept a secret, it wouldn't have been a surprise, right?\Were you surprised?\Yeah, I was totally caught off guard.\I see, that's good.\By the way, where's Taiga?\I could tell she tried her best,\so I wanted to give her some fruit punch as a reward.\Taiga left already. response:	You didn't know?
context: Were you surprised?\Yeah, I was totally caught off guard.\I see, that's good.\By the way, where's Taiga?\I could tell she tried her best,\so I wanted to give her some fruit punch as a reward.\Taiga left already.\You didn't know? response:	O-Oh...
context: Yeah, I was totally caught off guard.\I see, that's good.\By the way, where's Taiga?\I could tell she tried her best,\so I wanted to give her some fruit punch as a reward.\Taiga left already.\You didn't know?\O-Oh... response:	Seriously?
context: I see, that's good.\By the way, where's Taiga?\I could tell she tried her best,\so I wanted to give her some fruit punch as a reward.\Taiga left already.\You didn't know?\O-Oh...\Seriously? response:	You didn't notice?
context: By the way, where's Taiga?\I could tell she tried her best,\so I wanted to give her some fruit punch as a reward.\Taiga left already.\You didn't know?\O-Oh...\Seriously?\You didn't notice? response:	She's going to Minori-chan's place.
context: I could tell she tried her best,\so I wanted to give her some fruit punch as a reward.\Taiga left already.\You didn't know?\O-Oh...\Seriously?\You didn't notice?\She's going to Minori-chan's place. response:	She said she was going to get Minori to come here and then go home.
context: so I wanted to give her some fruit punch as a reward.\Taiga left already.\You didn't know?\O-Oh...\Seriously?\You didn't notice?\She's going to Minori-chan's place.\She said she was going to get Minori to come here and then go home. response:	It was something about welcoming Santa, I think.
context: Taiga left already.\You didn't know?\O-Oh...\Seriously?\You didn't notice?\She's going to Minori-chan's place.\She said she was going to get Minori to come here and then go home.\It was something about welcoming Santa, I think. response:	Why is she doing that?
context: You didn't know?\O-Oh...\Seriously?\You didn't notice?\She's going to Minori-chan's place.\She said she was going to get Minori to come here and then go home.\It was something about welcoming Santa, I think.\Why is she doing that? response:	Why is she going home?
context: O-Oh...\Seriously?\You didn't notice?\She's going to Minori-chan's place.\She said she was going to get Minori to come here and then go home.\It was something about welcoming Santa, I think.\Why is she doing that?\Why is she going home? response:	I don't know, but maybe there's something she'd rather not see.
context: Seriously?\You didn't notice?\She's going to Minori-chan's place.\She said she was going to get Minori to come here and then go home.\It was something about welcoming Santa, I think.\Why is she doing that?\Why is she going home?\I don't know, but maybe there's something she'd rather not see. response:	That's why I gave you some advice.
context: You didn't notice?\She's going to Minori-chan's place.\She said she was going to get Minori to come here and then go home.\It was something about welcoming Santa, I think.\Why is she doing that?\Why is she going home?\I don't know, but maybe there's something she'd rather not see.\That's why I gave you some advice. response:	Advice?
context: She's going to Minori-chan's place.\She said she was going to get Minori to come here and then go home.\It was something about welcoming Santa, I think.\Why is she doing that?\Why is she going home?\I don't know, but maybe there's something she'd rather not see.\That's why I gave you some advice.\Advice? response:	I think you should stop playing this childish game of house.
context: She said she was going to get Minori to come here and then go home.\It was something about welcoming Santa, I think.\Why is she doing that?\Why is she going home?\I don't know, but maybe there's something she'd rather not see.\That's why I gave you some advice.\Advice?\I think you should stop playing this childish game of house. response:	Why do you have to pretend to be daddy?
context: It was something about welcoming Santa, I think.\Why is she doing that?\Why is she going home?\I don't know, but maybe there's something she'd rather not see.\That's why I gave you some advice.\Advice?\I think you should stop playing this childish game of house.\Why do you have to pretend to be daddy? response:	Whatever.
context: Why is she doing that?\Why is she going home?\I don't know, but maybe there's something she'd rather not see.\That's why I gave you some advice.\Advice?\I think you should stop playing this childish game of house.\Why do you have to pretend to be daddy?\Whatever. response:	Kawashima!
context: Why is she going home?\I don't know, but maybe there's something she'd rather not see.\That's why I gave you some advice.\Advice?\I think you should stop playing this childish game of house.\Why do you have to pretend to be daddy?\Whatever.\Kawashima! response:	What the heck?
context: I don't know, but maybe there's something she'd rather not see.\That's why I gave you some advice.\Advice?\I think you should stop playing this childish game of house.\Why do you have to pretend to be daddy?\Whatever.\Kawashima!\What the heck? response:	He didn't even listen to me back then.
context: That's why I gave you some advice.\Advice?\I think you should stop playing this childish game of house.\Why do you have to pretend to be daddy?\Whatever.\Kawashima!\What the heck?\He didn't even listen to me back then. response:	To give everyone a happy and joyful Christmas,
context: Advice?\I think you should stop playing this childish game of house.\Why do you have to pretend to be daddy?\Whatever.\Kawashima!\What the heck?\He didn't even listen to me back then.\To give everyone a happy and joyful Christmas, response:	I'm prepared to take off one or two pieces of clothing, or even take it all off.
context: I think you should stop playing this childish game of house.\Why do you have to pretend to be daddy?\Whatever.\Kawashima!\What the heck?\He didn't even listen to me back then.\To give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off. response:	Is that really all right?
context: Why do you have to pretend to be daddy?\Whatever.\Kawashima!\What the heck?\He didn't even listen to me back then.\To give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\Is that really all right? response:	I want to be good.
context: Whatever.\Kawashima!\What the heck?\He didn't even listen to me back then.\To give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\Is that really all right?\I want to be good. response:	I want to be part of the happy, glittering scene on Christmas Eve,
context: Kawashima!\What the heck?\He didn't even listen to me back then.\To give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\Is that really all right?\I want to be good.\I want to be part of the happy, glittering scene on Christmas Eve, response:	while wearing a happy face.
context: What the heck?\He didn't even listen to me back then.\To give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\Is that really all right?\I want to be good.\I want to be part of the happy, glittering scene on Christmas Eve,\while wearing a happy face. response:	Takasu, can you get me some fruit punch?
context: He didn't even listen to me back then.\To give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\Is that really all right?\I want to be good.\I want to be part of the happy, glittering scene on Christmas Eve,\while wearing a happy face.\Takasu, can you get me some fruit punch? response:	I burned too many calories.
context: To give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\Is that really all right?\I want to be good.\I want to be part of the happy, glittering scene on Christmas Eve,\while wearing a happy face.\Takasu, can you get me some fruit punch?\I burned too many calories. response:	Kitamura.
context: I'm prepared to take off one or two pieces of clothing, or even take it all off.\Is that really all right?\I want to be good.\I want to be part of the happy, glittering scene on Christmas Eve,\while wearing a happy face.\Takasu, can you get me some fruit punch?\I burned too many calories.\Kitamura. response:	I'm going out for a bit.
context: Is that really all right?\I want to be good.\I want to be part of the happy, glittering scene on Christmas Eve,\while wearing a happy face.\Takasu, can you get me some fruit punch?\I burned too many calories.\Kitamura.\I'm going out for a bit. response:	Hey, Takasu!
context: I want to be good.\I want to be part of the happy, glittering scene on Christmas Eve,\while wearing a happy face.\Takasu, can you get me some fruit punch?\I burned too many calories.\Kitamura.\I'm going out for a bit.\Hey, Takasu! response:	As I thought,
context: I want to be part of the happy, glittering scene on Christmas Eve,\while wearing a happy face.\Takasu, can you get me some fruit punch?\I burned too many calories.\Kitamura.\I'm going out for a bit.\Hey, Takasu!\As I thought, response:	something's wrong!
context: while wearing a happy face.\Takasu, can you get me some fruit punch?\I burned too many calories.\Kitamura.\I'm going out for a bit.\Hey, Takasu!\As I thought,\something's wrong! response:	Is that it?
context: Takasu, can you get me some fruit punch?\I burned too many calories.\Kitamura.\I'm going out for a bit.\Hey, Takasu!\As I thought,\something's wrong!\Is that it? response:	Really?
context: I burned too many calories.\Kitamura.\I'm going out for a bit.\Hey, Takasu!\As I thought,\something's wrong!\Is that it?\Really? response:	Are you sure about that?
context: Kitamura.\I'm going out for a bit.\Hey, Takasu!\As I thought,\something's wrong!\Is that it?\Really?\Are you sure about that? response:	Yeah.
context: I'm going out for a bit.\Hey, Takasu!\As I thought,\something's wrong!\Is that it?\Really?\Are you sure about that?\Yeah. response:	Ryuuji is waiting for you to come.
context: Hey, Takasu!\As I thought,\something's wrong!\Is that it?\Really?\Are you sure about that?\Yeah.\Ryuuji is waiting for you to come. response:	He said he won't leave until he sees you.
context: As I thought,\something's wrong!\Is that it?\Really?\Are you sure about that?\Yeah.\Ryuuji is waiting for you to come.\He said he won't leave until he sees you. response:	He's even prepared to live at school.
context: something's wrong!\Is that it?\Really?\Are you sure about that?\Yeah.\Ryuuji is waiting for you to come.\He said he won't leave until he sees you.\He's even prepared to live at school. response:	I'm sorry, Minorin,
context: Is that it?\Really?\Are you sure about that?\Yeah.\Ryuuji is waiting for you to come.\He said he won't leave until he sees you.\He's even prepared to live at school.\I'm sorry, Minorin, response:	but it's not that you don't like him, right?
context: Really?\Are you sure about that?\Yeah.\Ryuuji is waiting for you to come.\He said he won't leave until he sees you.\He's even prepared to live at school.\I'm sorry, Minorin,\but it's not that you don't like him, right? response:	I understand.
context: Are you sure about that?\Yeah.\Ryuuji is waiting for you to come.\He said he won't leave until he sees you.\He's even prepared to live at school.\I'm sorry, Minorin,\but it's not that you don't like him, right?\I understand. response:	Because we're best friends,
context: Yeah.\Ryuuji is waiting for you to come.\He said he won't leave until he sees you.\He's even prepared to live at school.\I'm sorry, Minorin,\but it's not that you don't like him, right?\I understand.\Because we're best friends, response:	there was no other choice.
context: Ryuuji is waiting for you to come.\He said he won't leave until he sees you.\He's even prepared to live at school.\I'm sorry, Minorin,\but it's not that you don't like him, right?\I understand.\Because we're best friends,\there was no other choice. response:	Santa isn't here yet.
context: He said he won't leave until he sees you.\He's even prepared to live at school.\I'm sorry, Minorin,\but it's not that you don't like him, right?\I understand.\Because we're best friends,\there was no other choice.\Santa isn't here yet. response:	As I thought, it doesn't work if I'm only good around Christmas.
context: He's even prepared to live at school.\I'm sorry, Minorin,\but it's not that you don't like him, right?\I understand.\Because we're best friends,\there was no other choice.\Santa isn't here yet.\As I thought, it doesn't work if I'm only good around Christmas. response:	Actually, there's no Santa.
context: I'm sorry, Minorin,\but it's not that you don't like him, right?\I understand.\Because we're best friends,\there was no other choice.\Santa isn't here yet.\As I thought, it doesn't work if I'm only good around Christmas.\Actually, there's no Santa. response:	That's why I'll be alone this year.
context: but it's not that you don't like him, right?\I understand.\Because we're best friends,\there was no other choice.\Santa isn't here yet.\As I thought, it doesn't work if I'm only good around Christmas.\Actually, there's no Santa.\That's why I'll be alone this year. response:	I'll also be alone next year...
context: I understand.\Because we're best friends,\there was no other choice.\Santa isn't here yet.\As I thought, it doesn't work if I'm only good around Christmas.\Actually, there's no Santa.\That's why I'll be alone this year.\I'll also be alone next year... response:	I'll never have someone to rely on,
context: Because we're best friends,\there was no other choice.\Santa isn't here yet.\As I thought, it doesn't work if I'm only good around Christmas.\Actually, there's no Santa.\That's why I'll be alone this year.\I'll also be alone next year...\I'll never have someone to rely on, response:	and I'll be all alone.
context: there was no other choice.\Santa isn't here yet.\As I thought, it doesn't work if I'm only good around Christmas.\Actually, there's no Santa.\That's why I'll be alone this year.\I'll also be alone next year...\I'll never have someone to rely on,\and I'll be all alone. response:	No one to rely on?
context: Santa isn't here yet.\As I thought, it doesn't work if I'm only good around Christmas.\Actually, there's no Santa.\That's why I'll be alone this year.\I'll also be alone next year...\I'll never have someone to rely on,\and I'll be all alone.\No one to rely on? response:	What's that?
context: As I thought, it doesn't work if I'm only good around Christmas.\Actually, there's no Santa.\That's why I'll be alone this year.\I'll also be alone next year...\I'll never have someone to rely on,\and I'll be all alone.\No one to rely on?\What's that? response:	It's coming from my bedroom.
context: Actually, there's no Santa.\That's why I'll be alone this year.\I'll also be alone next year...\I'll never have someone to rely on,\and I'll be all alone.\No one to rely on?\What's that?\It's coming from my bedroom. response:	S-Santa?
context: That's why I'll be alone this year.\I'll also be alone next year...\I'll never have someone to rely on,\and I'll be all alone.\No one to rely on?\What's that?\It's coming from my bedroom.\S-Santa? response:	H-Hang in there!
context: I'll also be alone next year...\I'll never have someone to rely on,\and I'll be all alone.\No one to rely on?\What's that?\It's coming from my bedroom.\S-Santa?\H-Hang in there! response:	You're heavy!
context: I'll never have someone to rely on,\and I'll be all alone.\No one to rely on?\What's that?\It's coming from my bedroom.\S-Santa?\H-Hang in there!\You're heavy! response:	Are you really Santa?
context: and I'll be all alone.\No one to rely on?\What's that?\It's coming from my bedroom.\S-Santa?\H-Hang in there!\You're heavy!\Are you really Santa? response:	What is this?!
context: No one to rely on?\What's that?\It's coming from my bedroom.\S-Santa?\H-Hang in there!\You're heavy!\Are you really Santa?\What is this?! response:	Hey, come here!
context: What's that?\It's coming from my bedroom.\S-Santa?\H-Hang in there!\You're heavy!\Are you really Santa?\What is this?!\Hey, come here! response:	Look, Santa!
context: It's coming from my bedroom.\S-Santa?\H-Hang in there!\You're heavy!\Are you really Santa?\What is this?!\Hey, come here!\Look, Santa! response:	That's my Christmas tree!
context: S-Santa?\H-Hang in there!\You're heavy!\Are you really Santa?\What is this?!\Hey, come here!\Look, Santa!\That's my Christmas tree! response:	I knew you'd approve!
context: H-Hang in there!\You're heavy!\Are you really Santa?\What is this?!\Hey, come here!\Look, Santa!\That's my Christmas tree!\I knew you'd approve! response:	Yay!
context: You're heavy!\Are you really Santa?\What is this?!\Hey, come here!\Look, Santa!\That's my Christmas tree!\I knew you'd approve!\Yay! response:	I knew this would be the best!
context: Are you really Santa?\What is this?!\Hey, come here!\Look, Santa!\That's my Christmas tree!\I knew you'd approve!\Yay!\I knew this would be the best! response:	Yay!
context: What is this?!\Hey, come here!\Look, Santa!\That's my Christmas tree!\I knew you'd approve!\Yay!\I knew this would be the best!\Yay! response:	Amazing! Amazing!
context: Hey, come here!\Look, Santa!\That's my Christmas tree!\I knew you'd approve!\Yay!\I knew this would be the best!\Yay!\Amazing! Amazing! response:	Santa praised my Christmas tree!
context: Look, Santa!\That's my Christmas tree!\I knew you'd approve!\Yay!\I knew this would be the best!\Yay!\Amazing! Amazing!\Santa praised my Christmas tree! response:	This is real, right?
context: That's my Christmas tree!\I knew you'd approve!\Yay!\I knew this would be the best!\Yay!\Amazing! Amazing!\Santa praised my Christmas tree!\This is real, right? response:	Wow, my dream...
context: I knew you'd approve!\Yay!\I knew this would be the best!\Yay!\Amazing! Amazing!\Santa praised my Christmas tree!\This is real, right?\Wow, my dream... response:	My dream came true!
context: Yay!\I knew this would be the best!\Yay!\Amazing! Amazing!\Santa praised my Christmas tree!\This is real, right?\Wow, my dream...\My dream came true! response:	Thank you!
context: I knew this would be the best!\Yay!\Amazing! Amazing!\Santa praised my Christmas tree!\This is real, right?\Wow, my dream...\My dream came true!\Thank you! response:	Thank you.
context: Yay!\Amazing! Amazing!\Santa praised my Christmas tree!\This is real, right?\Wow, my dream...\My dream came true!\Thank you!\Thank you. response:	Thank you...
context: Amazing! Amazing!\Santa praised my Christmas tree!\This is real, right?\Wow, my dream...\My dream came true!\Thank you!\Thank you.\Thank you... response:	D-Don't take it off, you idiot!
context: Santa praised my Christmas tree!\This is real, right?\Wow, my dream...\My dream came true!\Thank you!\Thank you.\Thank you...\D-Don't take it off, you idiot! response:	G-Give it back!
context: This is real, right?\Wow, my dream...\My dream came true!\Thank you!\Thank you.\Thank you...\D-Don't take it off, you idiot!\G-Give it back! response:	So tell me, where did you get this?
context: Wow, my dream...\My dream came true!\Thank you!\Thank you.\Thank you...\D-Don't take it off, you idiot!\G-Give it back!\So tell me, where did you get this? response:	I borrowed it from a guy who was wearing it.
context: My dream came true!\Thank you!\Thank you.\Thank you...\D-Don't take it off, you idiot!\G-Give it back!\So tell me, where did you get this?\I borrowed it from a guy who was wearing it. response:	Oh, what did you do with your suit?
context: Thank you!\Thank you.\Thank you...\D-Don't take it off, you idiot!\G-Give it back!\So tell me, where did you get this?\I borrowed it from a guy who was wearing it.\Oh, what did you do with your suit? response:	Well, I traded it with the guy who was wearing this.
context: Thank you.\Thank you...\D-Don't take it off, you idiot!\G-Give it back!\So tell me, where did you get this?\I borrowed it from a guy who was wearing it.\Oh, what did you do with your suit?\Well, I traded it with the guy who was wearing this. response:	Oh, I'll definitely get it back later.
context: Thank you...\D-Don't take it off, you idiot!\G-Give it back!\So tell me, where did you get this?\I borrowed it from a guy who was wearing it.\Oh, what did you do with your suit?\Well, I traded it with the guy who was wearing this.\Oh, I'll definitely get it back later. response:	I will.
context: D-Don't take it off, you idiot!\G-Give it back!\So tell me, where did you get this?\I borrowed it from a guy who was wearing it.\Oh, what did you do with your suit?\Well, I traded it with the guy who was wearing this.\Oh, I'll definitely get it back later.\I will. response:	You took it off when it was just about to begin.
context: G-Give it back!\So tell me, where did you get this?\I borrowed it from a guy who was wearing it.\Oh, what did you do with your suit?\Well, I traded it with the guy who was wearing this.\Oh, I'll definitely get it back later.\I will.\You took it off when it was just about to begin. response:	You're honestly stupid.
context: So tell me, where did you get this?\I borrowed it from a guy who was wearing it.\Oh, what did you do with your suit?\Well, I traded it with the guy who was wearing this.\Oh, I'll definitely get it back later.\I will.\You took it off when it was just about to begin.\You're honestly stupid. response:	Stupid! Stupid!
context: I borrowed it from a guy who was wearing it.\Oh, what did you do with your suit?\Well, I traded it with the guy who was wearing this.\Oh, I'll definitely get it back later.\I will.\You took it off when it was just about to begin.\You're honestly stupid.\Stupid! Stupid! response:	Even though I planned everything for you...
context: Oh, what did you do with your suit?\Well, I traded it with the guy who was wearing this.\Oh, I'll definitely get it back later.\I will.\You took it off when it was just about to begin.\You're honestly stupid.\Stupid! Stupid!\Even though I planned everything for you... response:	Even though you had the chance to meet Minorin!
context: Well, I traded it with the guy who was wearing this.\Oh, I'll definitely get it back later.\I will.\You took it off when it was just about to begin.\You're honestly stupid.\Stupid! Stupid!\Even though I planned everything for you...\Even though you had the chance to meet Minorin! response:	What do you mean by stupid?
context: Oh, I'll definitely get it back later.\I will.\You took it off when it was just about to begin.\You're honestly stupid.\Stupid! Stupid!\Even though I planned everything for you...\Even though you had the chance to meet Minorin!\What do you mean by stupid? response:	Didn't I tell you to believe in Angel Taiga?
context: I will.\You took it off when it was just about to begin.\You're honestly stupid.\Stupid! Stupid!\Even though I planned everything for you...\Even though you had the chance to meet Minorin!\What do you mean by stupid?\Didn't I tell you to believe in Angel Taiga? response:	Minorin is on her way to the party.
context: You took it off when it was just about to begin.\You're honestly stupid.\Stupid! Stupid!\Even though I planned everything for you...\Even though you had the chance to meet Minorin!\What do you mean by stupid?\Didn't I tell you to believe in Angel Taiga?\Minorin is on her way to the party. response:	She's probably already there.
context: You're honestly stupid.\Stupid! Stupid!\Even though I planned everything for you...\Even though you had the chance to meet Minorin!\What do you mean by stupid?\Didn't I tell you to believe in Angel Taiga?\Minorin is on her way to the party.\She's probably already there. response:	Come on, you can still make it if you hurry.
context: Stupid! Stupid!\Even though I planned everything for you...\Even though you had the chance to meet Minorin!\What do you mean by stupid?\Didn't I tell you to believe in Angel Taiga?\Minorin is on her way to the party.\She's probably already there.\Come on, you can still make it if you hurry. response:	Huh? But...
context: Even though I planned everything for you...\Even though you had the chance to meet Minorin!\What do you mean by stupid?\Didn't I tell you to believe in Angel Taiga?\Minorin is on her way to the party.\She's probably already there.\Come on, you can still make it if you hurry.\Huh? But... response:	I've already changed my clothes,
context: Even though you had the chance to meet Minorin!\What do you mean by stupid?\Didn't I tell you to believe in Angel Taiga?\Minorin is on her way to the party.\She's probably already there.\Come on, you can still make it if you hurry.\Huh? But...\I've already changed my clothes, response:	and I don't want to leave you by yourself.
context: What do you mean by stupid?\Didn't I tell you to believe in Angel Taiga?\Minorin is on her way to the party.\She's probably already there.\Come on, you can still make it if you hurry.\Huh? But...\I've already changed my clothes,\and I don't want to leave you by yourself. response:	What are you talking about?
context: Didn't I tell you to believe in Angel Taiga?\Minorin is on her way to the party.\She's probably already there.\Come on, you can still make it if you hurry.\Huh? But...\I've already changed my clothes,\and I don't want to leave you by yourself.\What are you talking about? response:	I'm fine now.
context: Minorin is on her way to the party.\She's probably already there.\Come on, you can still make it if you hurry.\Huh? But...\I've already changed my clothes,\and I don't want to leave you by yourself.\What are you talking about?\I'm fine now. response:	A fake Santa and faking being good... It was a fun experience!
context: She's probably already there.\Come on, you can still make it if you hurry.\Huh? But...\I've already changed my clothes,\and I don't want to leave you by yourself.\What are you talking about?\I'm fine now.\A fake Santa and faking being good... It was a fun experience! response:	Oh, and of course, I'm looking forward to tomorrow.
context: Come on, you can still make it if you hurry.\Huh? But...\I've already changed my clothes,\and I don't want to leave you by yourself.\What are you talking about?\I'm fine now.\A fake Santa and faking being good... It was a fun experience!\Oh, and of course, I'm looking forward to tomorrow. response:	If by some chance things go well with Minorin,
context: Huh? But...\I've already changed my clothes,\and I don't want to leave you by yourself.\What are you talking about?\I'm fine now.\A fake Santa and faking being good... It was a fun experience!\Oh, and of course, I'm looking forward to tomorrow.\If by some chance things go well with Minorin, response:	tomorrow's Christmas meal will be on me!
context: I've already changed my clothes,\and I don't want to leave you by yourself.\What are you talking about?\I'm fine now.\A fake Santa and faking being good... It was a fun experience!\Oh, and of course, I'm looking forward to tomorrow.\If by some chance things go well with Minorin,\tomorrow's Christmas meal will be on me! response:	Chicken and rice bowl!
context: and I don't want to leave you by yourself.\What are you talking about?\I'm fine now.\A fake Santa and faking being good... It was a fun experience!\Oh, and of course, I'm looking forward to tomorrow.\If by some chance things go well with Minorin,\tomorrow's Christmas meal will be on me!\Chicken and rice bowl! response:	Beef and rice bowl!
context: What are you talking about?\I'm fine now.\A fake Santa and faking being good... It was a fun experience!\Oh, and of course, I'm looking forward to tomorrow.\If by some chance things go well with Minorin,\tomorrow's Christmas meal will be on me!\Chicken and rice bowl!\Beef and rice bowl! response:	No, we can't have chicken because of Inko-chan.
context: I'm fine now.\A fake Santa and faking being good... It was a fun experience!\Oh, and of course, I'm looking forward to tomorrow.\If by some chance things go well with Minorin,\tomorrow's Christmas meal will be on me!\Chicken and rice bowl!\Beef and rice bowl!\No, we can't have chicken because of Inko-chan. response:	Then, it'll just be a beef and rice bowl.
context: A fake Santa and faking being good... It was a fun experience!\Oh, and of course, I'm looking forward to tomorrow.\If by some chance things go well with Minorin,\tomorrow's Christmas meal will be on me!\Chicken and rice bowl!\Beef and rice bowl!\No, we can't have chicken because of Inko-chan.\Then, it'll just be a beef and rice bowl. response:	Come on, hurry up! Get moving!
context: Oh, and of course, I'm looking forward to tomorrow.\If by some chance things go well with Minorin,\tomorrow's Christmas meal will be on me!\Chicken and rice bowl!\Beef and rice bowl!\No, we can't have chicken because of Inko-chan.\Then, it'll just be a beef and rice bowl.\Come on, hurry up! Get moving! response:	B-But...
context: If by some chance things go well with Minorin,\tomorrow's Christmas meal will be on me!\Chicken and rice bowl!\Beef and rice bowl!\No, we can't have chicken because of Inko-chan.\Then, it'll just be a beef and rice bowl.\Come on, hurry up! Get moving!\B-But... response:	If you're not there at that party, it'll mean I lied to Minorin, right?
context: tomorrow's Christmas meal will be on me!\Chicken and rice bowl!\Beef and rice bowl!\No, we can't have chicken because of Inko-chan.\Then, it'll just be a beef and rice bowl.\Come on, hurry up! Get moving!\B-But...\If you're not there at that party, it'll mean I lied to Minorin, right? response:	Come on!
context: Chicken and rice bowl!\Beef and rice bowl!\No, we can't have chicken because of Inko-chan.\Then, it'll just be a beef and rice bowl.\Come on, hurry up! Get moving!\B-But...\If you're not there at that party, it'll mean I lied to Minorin, right?\Come on! response:	Hey, I said wai -
context: Beef and rice bowl!\No, we can't have chicken because of Inko-chan.\Then, it'll just be a beef and rice bowl.\Come on, hurry up! Get moving!\B-But...\If you're not there at that party, it'll mean I lied to Minorin, right?\Come on!\Hey, I said wai - response:	Santa came already, so I have to be good until the end of the year!
context: No, we can't have chicken because of Inko-chan.\Then, it'll just be a beef and rice bowl.\Come on, hurry up! Get moving!\B-But...\If you're not there at that party, it'll mean I lied to Minorin, right?\Come on!\Hey, I said wai -\Santa came already, so I have to be good until the end of the year! response:	So...
context: Then, it'll just be a beef and rice bowl.\Come on, hurry up! Get moving!\B-But...\If you're not there at that party, it'll mean I lied to Minorin, right?\Come on!\Hey, I said wai -\Santa came already, so I have to be good until the end of the year!\So... response:	Getting Minorin to go to the party is my real Christmas present for you.
context: Come on, hurry up! Get moving!\B-But...\If you're not there at that party, it'll mean I lied to Minorin, right?\Come on!\Hey, I said wai -\Santa came already, so I have to be good until the end of the year!\So...\Getting Minorin to go to the party is my real Christmas present for you. response:	So please...
context: B-But...\If you're not there at that party, it'll mean I lied to Minorin, right?\Come on!\Hey, I said wai -\Santa came already, so I have to be good until the end of the year!\So...\Getting Minorin to go to the party is my real Christmas present for you.\So please... response:	Taiga -
context: If you're not there at that party, it'll mean I lied to Minorin, right?\Come on!\Hey, I said wai -\Santa came already, so I have to be good until the end of the year!\So...\Getting Minorin to go to the party is my real Christmas present for you.\So please...\Taiga - response:	Come on, indecisive dog!
context: Come on!\Hey, I said wai -\Santa came already, so I have to be good until the end of the year!\So...\Getting Minorin to go to the party is my real Christmas present for you.\So please...\Taiga -\Come on, indecisive dog! response:	Thanks!
context: Hey, I said wai -\Santa came already, so I have to be good until the end of the year!\So...\Getting Minorin to go to the party is my real Christmas present for you.\So please...\Taiga -\Come on, indecisive dog!\Thanks! response:	He finally left.
context: Santa came already, so I have to be good until the end of the year!\So...\Getting Minorin to go to the party is my real Christmas present for you.\So please...\Taiga -\Come on, indecisive dog!\Thanks!\He finally left. response:	I forgot to give this back to him.
context: So...\Getting Minorin to go to the party is my real Christmas present for you.\So please...\Taiga -\Come on, indecisive dog!\Thanks!\He finally left.\I forgot to give this back to him. response:	This is so troublesome.
context: Getting Minorin to go to the party is my real Christmas present for you.\So please...\Taiga -\Come on, indecisive dog!\Thanks!\He finally left.\I forgot to give this back to him.\This is so troublesome. response:	Huh?
context: So please...\Taiga -\Come on, indecisive dog!\Thanks!\He finally left.\I forgot to give this back to him.\This is so troublesome.\Huh? response:	Why...
context: Taiga -\Come on, indecisive dog!\Thanks!\He finally left.\I forgot to give this back to him.\This is so troublesome.\Huh?\Why... response:	Oh, I see.
context: Come on, indecisive dog!\Thanks!\He finally left.\I forgot to give this back to him.\This is so troublesome.\Huh?\Why...\Oh, I see. response:	I was always relying on Ryuuji.
context: Thanks!\He finally left.\I forgot to give this back to him.\This is so troublesome.\Huh?\Why...\Oh, I see.\I was always relying on Ryuuji. response:	On his kindness...
context: He finally left.\I forgot to give this back to him.\This is so troublesome.\Huh?\Why...\Oh, I see.\I was always relying on Ryuuji.\On his kindness... response:	But those times have passed.
context: I forgot to give this back to him.\This is so troublesome.\Huh?\Why...\Oh, I see.\I was always relying on Ryuuji.\On his kindness...\But those times have passed. response:	Minorin will definitely fall for Ryuuji,
context: This is so troublesome.\Huh?\Why...\Oh, I see.\I was always relying on Ryuuji.\On his kindness...\But those times have passed.\Minorin will definitely fall for Ryuuji, response:	and Ryuuji truly likes Minorin.
