context: J To catch them is my real test J response:	J To train them is my cause J
context: I have been eagerly preparing for that day\when finally I would beat the next Pokemon trainer from Pallet.\So thats why youve been waiting around here for Ash to show up.\Compared to those other three, novice here is a joke.\Metapod.\Meowth!\Do you know what Meowths favorite game is?\Ugh, get off! response:	Scratch and sniffle.
context: when finally I would beat the next Pokemon trainer from Pallet.\So thats why youve been waiting around here for Ash to show up.\Compared to those other three, novice here is a joke.\Metapod.\Meowth!\Do you know what Meowths favorite game is?\Ugh, get off!\Scratch and sniffle. response:	- - Guess who.
context: So thats why youve been waiting around here for Ash to show up.\Compared to those other three, novice here is a joke.\Metapod.\Meowth!\Do you know what Meowths favorite game is?\Ugh, get off!\Scratch and sniffle.\- - Guess who. response:	-Prepare for trouble. -Make it double.
context: Compared to those other three, novice here is a joke.\Metapod.\Meowth!\Do you know what Meowths favorite game is?\Ugh, get off!\Scratch and sniffle.\- - Guess who.\-Prepare for trouble. -Make it double. response:	-To protect the world from devastation. -To unite all peoples within our nation.
context: Metapod.\Meowth!\Do you know what Meowths favorite game is?\Ugh, get off!\Scratch and sniffle.\- - Guess who.\-Prepare for trouble. -Make it double.\-To protect the world from devastation. -To unite all peoples within our nation. response:	-To denounce the- -No, not again, not now!
context: Meowth!\Do you know what Meowths favorite game is?\Ugh, get off!\Scratch and sniffle.\- - Guess who.\-Prepare for trouble. -Make it double.\-To protect the world from devastation. -To unite all peoples within our nation.\-To denounce the- -No, not again, not now! response:	Never interrupt the Team Rocket motto.
context: Do you know what Meowths favorite game is?\Ugh, get off!\Scratch and sniffle.\- - Guess who.\-Prepare for trouble. -Make it double.\-To protect the world from devastation. -To unite all peoples within our nation.\-To denounce the- -No, not again, not now!\Never interrupt the Team Rocket motto. response:	-But the Beedrill- - Ahem.
context: Ugh, get off!\Scratch and sniffle.\- - Guess who.\-Prepare for trouble. -Make it double.\-To protect the world from devastation. -To unite all peoples within our nation.\-To denounce the- -No, not again, not now!\Never interrupt the Team Rocket motto.\-But the Beedrill- - Ahem. response:	-To denounce the evils of truth and love. -To extend our reach to the stars above.
context: Scratch and sniffle.\- - Guess who.\-Prepare for trouble. -Make it double.\-To protect the world from devastation. -To unite all peoples within our nation.\-To denounce the- -No, not again, not now!\Never interrupt the Team Rocket motto.\-But the Beedrill- - Ahem.\-To denounce the evils of truth and love. -To extend our reach to the stars above. response:	-Jessie. -James.
context: - - Guess who.\-Prepare for trouble. -Make it double.\-To protect the world from devastation. -To unite all peoples within our nation.\-To denounce the- -No, not again, not now!\Never interrupt the Team Rocket motto.\-But the Beedrill- - Ahem.\-To denounce the evils of truth and love. -To extend our reach to the stars above.\-Jessie. -James. response:	Keep it down before you wake up the Beedrills.
context: -Prepare for trouble. -Make it double.\-To protect the world from devastation. -To unite all peoples within our nation.\-To denounce the- -No, not again, not now!\Never interrupt the Team Rocket motto.\-But the Beedrill- - Ahem.\-To denounce the evils of truth and love. -To extend our reach to the stars above.\-Jessie. -James.\Keep it down before you wake up the Beedrills. response:	Team Rocket! Blast off at the speed of light!
context: -To protect the world from devastation. -To unite all peoples within our nation.\-To denounce the- -No, not again, not now!\Never interrupt the Team Rocket motto.\-But the Beedrill- - Ahem.\-To denounce the evils of truth and love. -To extend our reach to the stars above.\-Jessie. -James.\Keep it down before you wake up the Beedrills.\Team Rocket! Blast off at the speed of light! response:	-Surrender now or prepare to fight! -Meowth! Thats right!
context: -To denounce the- -No, not again, not now!\Never interrupt the Team Rocket motto.\-But the Beedrill- - Ahem.\-To denounce the evils of truth and love. -To extend our reach to the stars above.\-Jessie. -James.\Keep it down before you wake up the Beedrills.\Team Rocket! Blast off at the speed of light!\-Surrender now or prepare to fight! -Meowth! Thats right! response:	Little boy, why dont you give us your Pikachu?
context: Never interrupt the Team Rocket motto.\-But the Beedrill- - Ahem.\-To denounce the evils of truth and love. -To extend our reach to the stars above.\-Jessie. -James.\Keep it down before you wake up the Beedrills.\Team Rocket! Blast off at the speed of light!\-Surrender now or prepare to fight! -Meowth! Thats right!\Little boy, why dont you give us your Pikachu? response:	Theres no use trying to resist us, so be smart and hand over the Pokemon.
context: -But the Beedrill- - Ahem.\-To denounce the evils of truth and love. -To extend our reach to the stars above.\-Jessie. -James.\Keep it down before you wake up the Beedrills.\Team Rocket! Blast off at the speed of light!\-Surrender now or prepare to fight! -Meowth! Thats right!\Little boy, why dont you give us your Pikachu?\Theres no use trying to resist us, so be smart and hand over the Pokemon. response:	I dont have Pikachu with me and even if I did, Id never let you take it.
context: -To denounce the evils of truth and love. -To extend our reach to the stars above.\-Jessie. -James.\Keep it down before you wake up the Beedrills.\Team Rocket! Blast off at the speed of light!\-Surrender now or prepare to fight! -Meowth! Thats right!\Little boy, why dont you give us your Pikachu?\Theres no use trying to resist us, so be smart and hand over the Pokemon.\I dont have Pikachu with me and even if I did, Id never let you take it. response:	Come back here.
context: -Jessie. -James.\Keep it down before you wake up the Beedrills.\Team Rocket! Blast off at the speed of light!\-Surrender now or prepare to fight! -Meowth! Thats right!\Little boy, why dont you give us your Pikachu?\Theres no use trying to resist us, so be smart and hand over the Pokemon.\I dont have Pikachu with me and even if I did, Id never let you take it.\Come back here. response:	If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket.
context: Keep it down before you wake up the Beedrills.\Team Rocket! Blast off at the speed of light!\-Surrender now or prepare to fight! -Meowth! Thats right!\Little boy, why dont you give us your Pikachu?\Theres no use trying to resist us, so be smart and hand over the Pokemon.\I dont have Pikachu with me and even if I did, Id never let you take it.\Come back here.\If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket. response:	The tank will surely come in handy now.
context: Team Rocket! Blast off at the speed of light!\-Surrender now or prepare to fight! -Meowth! Thats right!\Little boy, why dont you give us your Pikachu?\Theres no use trying to resist us, so be smart and hand over the Pokemon.\I dont have Pikachu with me and even if I did, Id never let you take it.\Come back here.\If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket.\The tank will surely come in handy now. response:	It was worth the struggle dragging it here.
context: -Surrender now or prepare to fight! -Meowth! Thats right!\Little boy, why dont you give us your Pikachu?\Theres no use trying to resist us, so be smart and hand over the Pokemon.\I dont have Pikachu with me and even if I did, Id never let you take it.\Come back here.\If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket.\The tank will surely come in handy now.\It was worth the struggle dragging it here. response:	-What? -Meowth! Theyre eating the tank!
context: Little boy, why dont you give us your Pikachu?\Theres no use trying to resist us, so be smart and hand over the Pokemon.\I dont have Pikachu with me and even if I did, Id never let you take it.\Come back here.\If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket.\The tank will surely come in handy now.\It was worth the struggle dragging it here.\-What? -Meowth! Theyre eating the tank! response:	Well, we made it from paper to reduce the weight.
context: Theres no use trying to resist us, so be smart and hand over the Pokemon.\I dont have Pikachu with me and even if I did, Id never let you take it.\Come back here.\If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket.\The tank will surely come in handy now.\It was worth the struggle dragging it here.\-What? -Meowth! Theyre eating the tank!\Well, we made it from paper to reduce the weight. response:	- Who knew? - Numskulls!
context: I dont have Pikachu with me and even if I did, Id never let you take it.\Come back here.\If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket.\The tank will surely come in handy now.\It was worth the struggle dragging it here.\-What? -Meowth! Theyre eating the tank!\Well, we made it from paper to reduce the weight.\- Who knew? - Numskulls! response:	So there you are.
context: Come back here.\If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket.\The tank will surely come in handy now.\It was worth the struggle dragging it here.\-What? -Meowth! Theyre eating the tank!\Well, we made it from paper to reduce the weight.\- Who knew? - Numskulls!\So there you are. response:	-Here, into the Poke Ball, Metapod. -Metapod, Metapod.
context: If I make it past the Beedrills, maybe theyll dive-bomb Team Rocket.\The tank will surely come in handy now.\It was worth the struggle dragging it here.\-What? -Meowth! Theyre eating the tank!\Well, we made it from paper to reduce the weight.\- Who knew? - Numskulls!\So there you are.\-Here, into the Poke Ball, Metapod. -Metapod, Metapod. response:	Metapod?
context: The tank will surely come in handy now.\It was worth the struggle dragging it here.\-What? -Meowth! Theyre eating the tank!\Well, we made it from paper to reduce the weight.\- Who knew? - Numskulls!\So there you are.\-Here, into the Poke Ball, Metapod. -Metapod, Metapod.\Metapod? response:	Huh?
context: It was worth the struggle dragging it here.\-What? -Meowth! Theyre eating the tank!\Well, we made it from paper to reduce the weight.\- Who knew? - Numskulls!\So there you are.\-Here, into the Poke Ball, Metapod. -Metapod, Metapod.\Metapod?\Huh? response:	Lets go.
context: -What? -Meowth! Theyre eating the tank!\Well, we made it from paper to reduce the weight.\- Who knew? - Numskulls!\So there you are.\-Here, into the Poke Ball, Metapod. -Metapod, Metapod.\Metapod?\Huh?\Lets go. response:	I didnt abandon you, Metapod. I just got sidetracked.
context: Well, we made it from paper to reduce the weight.\- Who knew? - Numskulls!\So there you are.\-Here, into the Poke Ball, Metapod. -Metapod, Metapod.\Metapod?\Huh?\Lets go.\I didnt abandon you, Metapod. I just got sidetracked. response:	It was all Samuras fault. Argh!
context: - Who knew? - Numskulls!\So there you are.\-Here, into the Poke Ball, Metapod. -Metapod, Metapod.\Metapod?\Huh?\Lets go.\I didnt abandon you, Metapod. I just got sidetracked.\It was all Samuras fault. Argh! response:	No, it wasnt Samurais fault.
context: So there you are.\-Here, into the Poke Ball, Metapod. -Metapod, Metapod.\Metapod?\Huh?\Lets go.\I didnt abandon you, Metapod. I just got sidetracked.\It was all Samuras fault. Argh!\No, it wasnt Samurais fault. response:	It was my fault.
context: -Here, into the Poke Ball, Metapod. -Metapod, Metapod.\Metapod?\Huh?\Lets go.\I didnt abandon you, Metapod. I just got sidetracked.\It was all Samuras fault. Argh!\No, it wasnt Samurais fault.\It was my fault. response:	If I was a better Pokemon trainer, Id stop making all these excuses.
context: Metapod?\Huh?\Lets go.\I didnt abandon you, Metapod. I just got sidetracked.\It was all Samuras fault. Argh!\No, it wasnt Samurais fault.\It was my fault.\If I was a better Pokemon trainer, Id stop making all these excuses. response:	From now on, I swear Ill never run away and leave my friends behind again.
context: Huh?\Lets go.\I didnt abandon you, Metapod. I just got sidetracked.\It was all Samuras fault. Argh!\No, it wasnt Samurais fault.\It was my fault.\If I was a better Pokemon trainer, Id stop making all these excuses.\From now on, I swear Ill never run away and leave my friends behind again. response:	No more excuses.
context: Lets go.\I didnt abandon you, Metapod. I just got sidetracked.\It was all Samuras fault. Argh!\No, it wasnt Samurais fault.\It was my fault.\If I was a better Pokemon trainer, Id stop making all these excuses.\From now on, I swear Ill never run away and leave my friends behind again.\No more excuses. response:	Oh!
context: I didnt abandon you, Metapod. I just got sidetracked.\It was all Samuras fault. Argh!\No, it wasnt Samurais fault.\It was my fault.\If I was a better Pokemon trainer, Id stop making all these excuses.\From now on, I swear Ill never run away and leave my friends behind again.\No more excuses.\Oh! response:	-Ash! -Watch out for the twineedle attack!
context: It was all Samuras fault. Argh!\No, it wasnt Samurais fault.\It was my fault.\If I was a better Pokemon trainer, Id stop making all these excuses.\From now on, I swear Ill never run away and leave my friends behind again.\No more excuses.\Oh!\-Ash! -Watch out for the twineedle attack! response:	Pikachu!
context: No, it wasnt Samurais fault.\It was my fault.\If I was a better Pokemon trainer, Id stop making all these excuses.\From now on, I swear Ill never run away and leave my friends behind again.\No more excuses.\Oh!\-Ash! -Watch out for the twineedle attack!\Pikachu! response:	Metapod!
context: It was my fault.\If I was a better Pokemon trainer, Id stop making all these excuses.\From now on, I swear Ill never run away and leave my friends behind again.\No more excuses.\Oh!\-Ash! -Watch out for the twineedle attack!\Pikachu!\Metapod! response:	Are you hurt? Are you okay, Metapod?
context: If I was a better Pokemon trainer, Id stop making all these excuses.\From now on, I swear Ill never run away and leave my friends behind again.\No more excuses.\Oh!\-Ash! -Watch out for the twineedle attack!\Pikachu!\Metapod!\Are you hurt? Are you okay, Metapod? response:	- -Pika, pika.
context: From now on, I swear Ill never run away and leave my friends behind again.\No more excuses.\Oh!\-Ash! -Watch out for the twineedle attack!\Pikachu!\Metapod!\Are you hurt? Are you okay, Metapod?\- -Pika, pika. response:	Butterfree.
context: No more excuses.\Oh!\-Ash! -Watch out for the twineedle attack!\Pikachu!\Metapod!\Are you hurt? Are you okay, Metapod?\- -Pika, pika.\Butterfree. response:	-Oh, its so beautiful. -Pika.
context: Oh!\-Ash! -Watch out for the twineedle attack!\Pikachu!\Metapod!\Are you hurt? Are you okay, Metapod?\- -Pika, pika.\Butterfree.\-Oh, its so beautiful. -Pika. response:	Butterfree, one week after Caterpie evolves into Metapod,
context: -Ash! -Watch out for the twineedle attack!\Pikachu!\Metapod!\Are you hurt? Are you okay, Metapod?\- -Pika, pika.\Butterfree.\-Oh, its so beautiful. -Pika.\Butterfree, one week after Caterpie evolves into Metapod, response:	it again evolves into Butterfree.
context: Pikachu!\Metapod!\Are you hurt? Are you okay, Metapod?\- -Pika, pika.\Butterfree.\-Oh, its so beautiful. -Pika.\Butterfree, one week after Caterpie evolves into Metapod,\it again evolves into Butterfree. response:	Here come the other Beedrills.
context: Metapod!\Are you hurt? Are you okay, Metapod?\- -Pika, pika.\Butterfree.\-Oh, its so beautiful. -Pika.\Butterfree, one week after Caterpie evolves into Metapod,\it again evolves into Butterfree.\Here come the other Beedrills. response:	-Butterfree. -
context: Are you hurt? Are you okay, Metapod?\- -Pika, pika.\Butterfree.\-Oh, its so beautiful. -Pika.\Butterfree, one week after Caterpie evolves into Metapod,\it again evolves into Butterfree.\Here come the other Beedrills.\-Butterfree. - response:	Yeah. Okay!
context: - -Pika, pika.\Butterfree.\-Oh, its so beautiful. -Pika.\Butterfree, one week after Caterpie evolves into Metapod,\it again evolves into Butterfree.\Here come the other Beedrills.\-Butterfree. -\Yeah. Okay! response:	Butterfree, knock them out with your Sleep Powder!
context: Butterfree.\-Oh, its so beautiful. -Pika.\Butterfree, one week after Caterpie evolves into Metapod,\it again evolves into Butterfree.\Here come the other Beedrills.\-Butterfree. -\Yeah. Okay!\Butterfree, knock them out with your Sleep Powder! response:	Yay! You put all of them to sleep!
context: -Oh, its so beautiful. -Pika.\Butterfree, one week after Caterpie evolves into Metapod,\it again evolves into Butterfree.\Here come the other Beedrills.\-Butterfree. -\Yeah. Okay!\Butterfree, knock them out with your Sleep Powder!\Yay! You put all of them to sleep! response:	Butterfree, youre the best! Heh, hooray!
context: Butterfree, one week after Caterpie evolves into Metapod,\it again evolves into Butterfree.\Here come the other Beedrills.\-Butterfree. -\Yeah. Okay!\Butterfree, knock them out with your Sleep Powder!\Yay! You put all of them to sleep!\Butterfree, youre the best! Heh, hooray! response:	You were able to handle your Butterfree so well just after it evolved.
context: it again evolves into Butterfree.\Here come the other Beedrills.\-Butterfree. -\Yeah. Okay!\Butterfree, knock them out with your Sleep Powder!\Yay! You put all of them to sleep!\Butterfree, youre the best! Heh, hooray!\You were able to handle your Butterfree so well just after it evolved. response:	-Most impressive. -Pikachu.
context: Here come the other Beedrills.\-Butterfree. -\Yeah. Okay!\Butterfree, knock them out with your Sleep Powder!\Yay! You put all of them to sleep!\Butterfree, youre the best! Heh, hooray!\You were able to handle your Butterfree so well just after it evolved.\-Most impressive. -Pikachu. response:	This trail will lead you to Pewter City.
context: -Butterfree. -\Yeah. Okay!\Butterfree, knock them out with your Sleep Powder!\Yay! You put all of them to sleep!\Butterfree, youre the best! Heh, hooray!\You were able to handle your Butterfree so well just after it evolved.\-Most impressive. -Pikachu.\This trail will lead you to Pewter City. response:	Thats great. But before we leave you, Samurai,
context: Yeah. Okay!\Butterfree, knock them out with your Sleep Powder!\Yay! You put all of them to sleep!\Butterfree, youre the best! Heh, hooray!\You were able to handle your Butterfree so well just after it evolved.\-Most impressive. -Pikachu.\This trail will lead you to Pewter City.\Thats great. But before we leave you, Samurai, response:	we still have to finish our match.
context: Butterfree, knock them out with your Sleep Powder!\Yay! You put all of them to sleep!\Butterfree, youre the best! Heh, hooray!\You were able to handle your Butterfree so well just after it evolved.\-Most impressive. -Pikachu.\This trail will lead you to Pewter City.\Thats great. But before we leave you, Samurai,\we still have to finish our match. response:	Compared with you, my friend, I am the novice.
context: Yay! You put all of them to sleep!\Butterfree, youre the best! Heh, hooray!\You were able to handle your Butterfree so well just after it evolved.\-Most impressive. -Pikachu.\This trail will lead you to Pewter City.\Thats great. But before we leave you, Samurai,\we still have to finish our match.\Compared with you, my friend, I am the novice. response:	But I will keep perfecting my technique and one day, we will meet again.
context: Butterfree, youre the best! Heh, hooray!\You were able to handle your Butterfree so well just after it evolved.\-Most impressive. -Pikachu.\This trail will lead you to Pewter City.\Thats great. But before we leave you, Samurai,\we still have to finish our match.\Compared with you, my friend, I am the novice.\But I will keep perfecting my technique and one day, we will meet again. response:	Im sure it will be a most spectacular match.
context: You were able to handle your Butterfree so well just after it evolved.\-Most impressive. -Pikachu.\This trail will lead you to Pewter City.\Thats great. But before we leave you, Samurai,\we still have to finish our match.\Compared with you, my friend, I am the novice.\But I will keep perfecting my technique and one day, we will meet again.\Im sure it will be a most spectacular match. response:	That is guaranteed.
context: -Most impressive. -Pikachu.\This trail will lead you to Pewter City.\Thats great. But before we leave you, Samurai,\we still have to finish our match.\Compared with you, my friend, I am the novice.\But I will keep perfecting my technique and one day, we will meet again.\Im sure it will be a most spectacular match.\That is guaranteed. response:	Just promise not to match Metapod versus Metapod again.
context: This trail will lead you to Pewter City.\Thats great. But before we leave you, Samurai,\we still have to finish our match.\Compared with you, my friend, I am the novice.\But I will keep perfecting my technique and one day, we will meet again.\Im sure it will be a most spectacular match.\That is guaranteed.\Just promise not to match Metapod versus Metapod again. response:	Pikachu.
context: Thats great. But before we leave you, Samurai,\we still have to finish our match.\Compared with you, my friend, I am the novice.\But I will keep perfecting my technique and one day, we will meet again.\Im sure it will be a most spectacular match.\That is guaranteed.\Just promise not to match Metapod versus Metapod again.\Pikachu. response:	Until then, Samurai.
context: we still have to finish our match.\Compared with you, my friend, I am the novice.\But I will keep perfecting my technique and one day, we will meet again.\Im sure it will be a most spectacular match.\That is guaranteed.\Just promise not to match Metapod versus Metapod again.\Pikachu.\Until then, Samurai. response:	-See you! -Pikachu.
context: Compared with you, my friend, I am the novice.\But I will keep perfecting my technique and one day, we will meet again.\Im sure it will be a most spectacular match.\That is guaranteed.\Just promise not to match Metapod versus Metapod again.\Pikachu.\Until then, Samurai.\-See you! -Pikachu. response:	Farewell.
context: But I will keep perfecting my technique and one day, we will meet again.\Im sure it will be a most spectacular match.\That is guaranteed.\Just promise not to match Metapod versus Metapod again.\Pikachu.\Until then, Samurai.\-See you! -Pikachu.\Farewell. response:	With Team Rocket thwarted for now,
context: Im sure it will be a most spectacular match.\That is guaranteed.\Just promise not to match Metapod versus Metapod again.\Pikachu.\Until then, Samurai.\-See you! -Pikachu.\Farewell.\With Team Rocket thwarted for now, response:	Ash and his friends leave the Viridian Forest
context: That is guaranteed.\Just promise not to match Metapod versus Metapod again.\Pikachu.\Until then, Samurai.\-See you! -Pikachu.\Farewell.\With Team Rocket thwarted for now,\Ash and his friends leave the Viridian Forest response:	and set their sights on Pewter City.
context: Just promise not to match Metapod versus Metapod again.\Pikachu.\Until then, Samurai.\-See you! -Pikachu.\Farewell.\With Team Rocket thwarted for now,\Ash and his friends leave the Viridian Forest\and set their sights on Pewter City. response:	Do you have any more bright ideas?
context: Pikachu.\Until then, Samurai.\-See you! -Pikachu.\Farewell.\With Team Rocket thwarted for now,\Ash and his friends leave the Viridian Forest\and set their sights on Pewter City.\Do you have any more bright ideas? response:	Well, unlike you, at least I have ideas.
context: Until then, Samurai.\-See you! -Pikachu.\Farewell.\With Team Rocket thwarted for now,\Ash and his friends leave the Viridian Forest\and set their sights on Pewter City.\Do you have any more bright ideas?\Well, unlike you, at least I have ideas. response:	-Yeah, and theyre all bad. -Who asked you?
context: -See you! -Pikachu.\Farewell.\With Team Rocket thwarted for now,\Ash and his friends leave the Viridian Forest\and set their sights on Pewter City.\Do you have any more bright ideas?\Well, unlike you, at least I have ideas.\-Yeah, and theyre all bad. -Who asked you? response:	- Uh-oh! - Oh, no!
context: Farewell.\With Team Rocket thwarted for now,\Ash and his friends leave the Viridian Forest\and set their sights on Pewter City.\Do you have any more bright ideas?\Well, unlike you, at least I have ideas.\-Yeah, and theyre all bad. -Who asked you?\- Uh-oh! - Oh, no! response:	Oh! Ow! Ow! Ow!
context: With Team Rocket thwarted for now,\Ash and his friends leave the Viridian Forest\and set their sights on Pewter City.\Do you have any more bright ideas?\Well, unlike you, at least I have ideas.\-Yeah, and theyre all bad. -Who asked you?\- Uh-oh! - Oh, no!\Oh! Ow! Ow! Ow! response:	-J Pokemon! J Attention all Pokemon trainers!
context: Ash and his friends leave the Viridian Forest\and set their sights on Pewter City.\Do you have any more bright ideas?\Well, unlike you, at least I have ideas.\-Yeah, and theyre all bad. -Who asked you?\- Uh-oh! - Oh, no!\Oh! Ow! Ow! Ow!\-J Pokemon! J Attention all Pokemon trainers! response:	Do you got what it takes to be the best?
context: and set their sights on Pewter City.\Do you have any more bright ideas?\Well, unlike you, at least I have ideas.\-Yeah, and theyre all bad. -Who asked you?\- Uh-oh! - Oh, no!\Oh! Ow! Ow! Ow!\-J Pokemon! J Attention all Pokemon trainers!\Do you got what it takes to be the best? response:	Today well do 30 Pokemon!
context: Do you have any more bright ideas?\Well, unlike you, at least I have ideas.\-Yeah, and theyre all bad. -Who asked you?\- Uh-oh! - Oh, no!\Oh! Ow! Ow! Ow!\-J Pokemon! J Attention all Pokemon trainers!\Do you got what it takes to be the best?\Today well do 30 Pokemon! response:	Its the ultimate test!
context: Well, unlike you, at least I have ideas.\-Yeah, and theyre all bad. -Who asked you?\- Uh-oh! - Oh, no!\Oh! Ow! Ow! Ow!\-J Pokemon! J Attention all Pokemon trainers!\Do you got what it takes to be the best?\Today well do 30 Pokemon!\Its the ultimate test! response:	J Gotta catch'em all Gotta catch'em all! Yeah J
context: -Yeah, and theyre all bad. -Who asked you?\- Uh-oh! - Oh, no!\Oh! Ow! Ow! Ow!\-J Pokemon! J Attention all Pokemon trainers!\Do you got what it takes to be the best?\Today well do 30 Pokemon!\Its the ultimate test!\J Gotta catch'em all Gotta catch'em all! Yeah J response:	J Gotta catch'em all Gotta catch'em all J
context: - Uh-oh! - Oh, no!\Oh! Ow! Ow! Ow!\-J Pokemon! J Attention all Pokemon trainers!\Do you got what it takes to be the best?\Today well do 30 Pokemon!\Its the ultimate test!\J Gotta catch'em all Gotta catch'em all! Yeah J\J Gotta catch'em all Gotta catch'em all J response:	J Articuno, Jynx, Nidorina Beedrill, Haunter J
context: Oh! Ow! Ow! Ow!\-J Pokemon! J Attention all Pokemon trainers!\Do you got what it takes to be the best?\Today well do 30 Pokemon!\Its the ultimate test!\J Gotta catch'em all Gotta catch'em all! Yeah J\J Gotta catch'em all Gotta catch'em all J\J Articuno, Jynx, Nidorina Beedrill, Haunter J response:	J Squirtle Chansey Pokemon! J
context: -J Pokemon! J Attention all Pokemon trainers!\Do you got what it takes to be the best?\Today well do 30 Pokemon!\Its the ultimate test!\J Gotta catch'em all Gotta catch'em all! Yeah J\J Gotta catch'em all Gotta catch'em all J\J Articuno, Jynx, Nidorina Beedrill, Haunter J\J Squirtle Chansey Pokemon! J response:	J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J
context: Do you got what it takes to be the best?\Today well do 30 Pokemon!\Its the ultimate test!\J Gotta catch'em all Gotta catch'em all! Yeah J\J Gotta catch'em all Gotta catch'em all J\J Articuno, Jynx, Nidorina Beedrill, Haunter J\J Squirtle Chansey Pokemon! J\J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J response:	J Lapras, Vulpix, Rhydon J
context: Today well do 30 Pokemon!\Its the ultimate test!\J Gotta catch'em all Gotta catch'em all! Yeah J\J Gotta catch'em all Gotta catch'em all J\J Articuno, Jynx, Nidorina Beedrill, Haunter J\J Squirtle Chansey Pokemon! J\J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J\J Lapras, Vulpix, Rhydon J response:	J To be a Pokemon Master is my destiny J
context: Its the ultimate test!\J Gotta catch'em all Gotta catch'em all! Yeah J\J Gotta catch'em all Gotta catch'em all J\J Articuno, Jynx, Nidorina Beedrill, Haunter J\J Squirtle Chansey Pokemon! J\J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J\J Lapras, Vulpix, Rhydon J\J To be a Pokemon Master is my destiny J response:	J Charizard, Machamp Pinsir, Koffing
context: J Gotta catch'em all Gotta catch'em all! Yeah J\J Gotta catch'em all Gotta catch'em all J\J Articuno, Jynx, Nidorina Beedrill, Haunter J\J Squirtle Chansey Pokemon! J\J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J\J Lapras, Vulpix, Rhydon J\J To be a Pokemon Master is my destiny J\J Charizard, Machamp Pinsir, Koffing response:	J Dugtrio, Golbat Staryu, Magikarp J
context: J Gotta catch'em all Gotta catch'em all J\J Articuno, Jynx, Nidorina Beedrill, Haunter J\J Squirtle Chansey Pokemon! J\J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J\J Lapras, Vulpix, Rhydon J\J To be a Pokemon Master is my destiny J\J Charizard, Machamp Pinsir, Koffing\J Dugtrio, Golbat Staryu, Magikarp J response:	J Ninetales, Ekans, Omastar J
context: J Articuno, Jynx, Nidorina Beedrill, Haunter J\J Squirtle Chansey Pokemon! J\J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J\J Lapras, Vulpix, Rhydon J\J To be a Pokemon Master is my destiny J\J Charizard, Machamp Pinsir, Koffing\J Dugtrio, Golbat Staryu, Magikarp J\J Ninetales, Ekans, Omastar J response:	J Scyther, Tentacool Dragonair, Magmar J
context: J Squirtle Chansey Pokemon! J\J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J\J Lapras, Vulpix, Rhydon J\J To be a Pokemon Master is my destiny J\J Charizard, Machamp Pinsir, Koffing\J Dugtrio, Golbat Staryu, Magikarp J\J Ninetales, Ekans, Omastar J\J Scyther, Tentacool Dragonair, Magmar J response:	Not bad. Not bad.
context: J Parasect, Exeggcute, Muk Dewgong, Pidgeotto J\J Lapras, Vulpix, Rhydon J\J To be a Pokemon Master is my destiny J\J Charizard, Machamp Pinsir, Koffing\J Dugtrio, Golbat Staryu, Magikarp J\J Ninetales, Ekans, Omastar J\J Scyther, Tentacool Dragonair, Magmar J\Not bad. Not bad. response:	Hey, don't get cocky tomorrow is the hardest part.
context: J Lapras, Vulpix, Rhydon J\J To be a Pokemon Master is my destiny J\J Charizard, Machamp Pinsir, Koffing\J Dugtrio, Golbat Staryu, Magikarp J\J Ninetales, Ekans, Omastar J\J Scyther, Tentacool Dragonair, Magmar J\Not bad. Not bad.\Hey, don't get cocky tomorrow is the hardest part. response:	We're on our way up to 150 Pokemon.
context: J To be a Pokemon Master is my destiny J\J Charizard, Machamp Pinsir, Koffing\J Dugtrio, Golbat Staryu, Magikarp J\J Ninetales, Ekans, Omastar J\J Scyther, Tentacool Dragonair, Magmar J\Not bad. Not bad.\Hey, don't get cocky tomorrow is the hardest part.\We're on our way up to 150 Pokemon. response:	There's no stopping us!
context: J Charizard, Machamp Pinsir, Koffing\J Dugtrio, Golbat Staryu, Magikarp J\J Ninetales, Ekans, Omastar J\J Scyther, Tentacool Dragonair, Magmar J\Not bad. Not bad.\Hey, don't get cocky tomorrow is the hardest part.\We're on our way up to 150 Pokemon.\There's no stopping us! response:	J Catch'em, catch'em Gotta catch'em all J
context: J Dugtrio, Golbat Staryu, Magikarp J\J Ninetales, Ekans, Omastar J\J Scyther, Tentacool Dragonair, Magmar J\Not bad. Not bad.\Hey, don't get cocky tomorrow is the hardest part.\We're on our way up to 150 Pokemon.\There's no stopping us!\J Catch'em, catch'em Gotta catch'em all J response:	J Gotta catch them all Pokemon J
