context: Kitty, come on, come here. response:	It's time. Let's go back to the lab.
context: Stubborn children like you must be punished.\Ku-chan!\What the heck? You pervert! Get away from me!\I won't!\Hey! Where are you touching?!\Enough!\Yo, weakling, stay still!\Huh? response:	Why me, too?
context: Ku-chan!\What the heck? You pervert! Get away from me!\I won't!\Hey! Where are you touching?!\Enough!\Yo, weakling, stay still!\Huh?\Why me, too? response:	You two!
context: What the heck? You pervert! Get away from me!\I won't!\Hey! Where are you touching?!\Enough!\Yo, weakling, stay still!\Huh?\Why me, too?\You two! response:	Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi!
context: I won't!\Hey! Where are you touching?!\Enough!\Yo, weakling, stay still!\Huh?\Why me, too?\You two!\Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi! response:	Shut up, nasty woman!
context: Hey! Where are you touching?!\Enough!\Yo, weakling, stay still!\Huh?\Why me, too?\You two!\Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi!\Shut up, nasty woman! response:	He's much better than your good-looking, smart and rich Ashikabi!
context: Enough!\Yo, weakling, stay still!\Huh?\Why me, too?\You two!\Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi!\Shut up, nasty woman!\He's much better than your good-looking, smart and rich Ashikabi! response:	Hikari, that's not even sour grapes...
context: Yo, weakling, stay still!\Huh?\Why me, too?\You two!\Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi!\Shut up, nasty woman!\He's much better than your good-looking, smart and rich Ashikabi!\Hikari, that's not even sour grapes... response:	I have no idea what is what...
context: Huh?\Why me, too?\You two!\Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi!\Shut up, nasty woman!\He's much better than your good-looking, smart and rich Ashikabi!\Hikari, that's not even sour grapes...\I have no idea what is what... response:	Big brother...
context: Why me, too?\You two!\Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi!\Shut up, nasty woman!\He's much better than your good-looking, smart and rich Ashikabi!\Hikari, that's not even sour grapes...\I have no idea what is what...\Big brother... response:	We finally meet.
context: You two!\Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi!\Shut up, nasty woman!\He's much better than your good-looking, smart and rich Ashikabi!\Hikari, that's not even sour grapes...\I have no idea what is what...\Big brother...\We finally meet. response:	Ku's... big brother.
context: Hikari and Hibiki, the girls with a good-for-nothing sponger of an Ashikabi!\Shut up, nasty woman!\He's much better than your good-looking, smart and rich Ashikabi!\Hikari, that's not even sour grapes...\I have no idea what is what...\Big brother...\We finally meet.\Ku's... big brother. response:	Ku-chan!
context: Shut up, nasty woman!\He's much better than your good-looking, smart and rich Ashikabi!\Hikari, that's not even sour grapes...\I have no idea what is what...\Big brother...\We finally meet.\Ku's... big brother.\Ku-chan! response:	You, perverted guy over there!
context: He's much better than your good-looking, smart and rich Ashikabi!\Hikari, that's not even sour grapes...\I have no idea what is what...\Big brother...\We finally meet.\Ku's... big brother.\Ku-chan!\You, perverted guy over there! response:	Get away from her.
context: Hikari, that's not even sour grapes...\I have no idea what is what...\Big brother...\We finally meet.\Ku's... big brother.\Ku-chan!\You, perverted guy over there!\Get away from her. response:	She's the Sekirei my master's had his eyes on!
context: I have no idea what is what...\Big brother...\We finally meet.\Ku's... big brother.\Ku-chan!\You, perverted guy over there!\Get away from her.\She's the Sekirei my master's had his eyes on! response:	Hikari!
context: Big brother...\We finally meet.\Ku's... big brother.\Ku-chan!\You, perverted guy over there!\Get away from her.\She's the Sekirei my master's had his eyes on!\Hikari! response:	Musubi-chan!
context: We finally meet.\Ku's... big brother.\Ku-chan!\You, perverted guy over there!\Get away from her.\She's the Sekirei my master's had his eyes on!\Hikari!\Musubi-chan! response:	Minato-san!
context: Ku's... big brother.\Ku-chan!\You, perverted guy over there!\Get away from her.\She's the Sekirei my master's had his eyes on!\Hikari!\Musubi-chan!\Minato-san! response:	Oh, she's the youngster's Sekirei, huh?
context: Ku-chan!\You, perverted guy over there!\Get away from her.\She's the Sekirei my master's had his eyes on!\Hikari!\Musubi-chan!\Minato-san!\Oh, she's the youngster's Sekirei, huh? response:	Let go!
context: You, perverted guy over there!\Get away from her.\She's the Sekirei my master's had his eyes on!\Hikari!\Musubi-chan!\Minato-san!\Oh, she's the youngster's Sekirei, huh?\Let go! response:	It's dangerous to swing around a blade like this!
context: Get away from her.\She's the Sekirei my master's had his eyes on!\Hikari!\Musubi-chan!\Minato-san!\Oh, she's the youngster's Sekirei, huh?\Let go!\It's dangerous to swing around a blade like this! response:	Let's break it. Bam!
context: She's the Sekirei my master's had his eyes on!\Hikari!\Musubi-chan!\Minato-san!\Oh, she's the youngster's Sekirei, huh?\Let go!\It's dangerous to swing around a blade like this!\Let's break it. Bam! response:	Ah! My precious death scythe!
context: Hikari!\Musubi-chan!\Minato-san!\Oh, she's the youngster's Sekirei, huh?\Let go!\It's dangerous to swing around a blade like this!\Let's break it. Bam!\Ah! My precious death scythe! response:	Why are you?
context: Musubi-chan!\Minato-san!\Oh, she's the youngster's Sekirei, huh?\Let go!\It's dangerous to swing around a blade like this!\Let's break it. Bam!\Ah! My precious death scythe!\Why are you? response:	Here. You forgot this.
context: Minato-san!\Oh, she's the youngster's Sekirei, huh?\Let go!\It's dangerous to swing around a blade like this!\Let's break it. Bam!\Ah! My precious death scythe!\Why are you?\Here. You forgot this. response:	Did you come all the way here to bring this to me?
context: Oh, she's the youngster's Sekirei, huh?\Let go!\It's dangerous to swing around a blade like this!\Let's break it. Bam!\Ah! My precious death scythe!\Why are you?\Here. You forgot this.\Did you come all the way here to bring this to me? response:	Unforgivable... Absolutely unforgivable!
context: Let go!\It's dangerous to swing around a blade like this!\Let's break it. Bam!\Ah! My precious death scythe!\Why are you?\Here. You forgot this.\Did you come all the way here to bring this to me?\Unforgivable... Absolutely unforgivable! response:	Musubi-chan!
context: It's dangerous to swing around a blade like this!\Let's break it. Bam!\Ah! My precious death scythe!\Why are you?\Here. You forgot this.\Did you come all the way here to bring this to me?\Unforgivable... Absolutely unforgivable!\Musubi-chan! response:	Nice expression!
context: Let's break it. Bam!\Ah! My precious death scythe!\Why are you?\Here. You forgot this.\Did you come all the way here to bring this to me?\Unforgivable... Absolutely unforgivable!\Musubi-chan!\Nice expression! response:	Here's payback!
context: Ah! My precious death scythe!\Why are you?\Here. You forgot this.\Did you come all the way here to bring this to me?\Unforgivable... Absolutely unforgivable!\Musubi-chan!\Nice expression!\Here's payback! response:	You're so easy!
context: Why are you?\Here. You forgot this.\Did you come all the way here to bring this to me?\Unforgivable... Absolutely unforgivable!\Musubi-chan!\Nice expression!\Here's payback!\You're so easy! response:	Ohhh! What nice tits!
context: Here. You forgot this.\Did you come all the way here to bring this to me?\Unforgivable... Absolutely unforgivable!\Musubi-chan!\Nice expression!\Here's payback!\You're so easy!\Ohhh! What nice tits! response:	Those are too good for that youngster who is preparing for a entrance exam.
context: Did you come all the way here to bring this to me?\Unforgivable... Absolutely unforgivable!\Musubi-chan!\Nice expression!\Here's payback!\You're so easy!\Ohhh! What nice tits!\Those are too good for that youngster who is preparing for a entrance exam. response:	Seo...
context: Unforgivable... Absolutely unforgivable!\Musubi-chan!\Nice expression!\Here's payback!\You're so easy!\Ohhh! What nice tits!\Those are too good for that youngster who is preparing for a entrance exam.\Seo... response:	Well, aren't you a fine sight!
context: Musubi-chan!\Nice expression!\Here's payback!\You're so easy!\Ohhh! What nice tits!\Those are too good for that youngster who is preparing for a entrance exam.\Seo...\Well, aren't you a fine sight! response:	This pathetic pervert is your Ashikabi?
context: Nice expression!\Here's payback!\You're so easy!\Ohhh! What nice tits!\Those are too good for that youngster who is preparing for a entrance exam.\Seo...\Well, aren't you a fine sight!\This pathetic pervert is your Ashikabi? response:	Impossible! Such a dumb and dull looking man!
context: Here's payback!\You're so easy!\Ohhh! What nice tits!\Those are too good for that youngster who is preparing for a entrance exam.\Seo...\Well, aren't you a fine sight!\This pathetic pervert is your Ashikabi?\Impossible! Such a dumb and dull looking man! response:	Someone like you would never understand what's good about Minato-san!
context: You're so easy!\Ohhh! What nice tits!\Those are too good for that youngster who is preparing for a entrance exam.\Seo...\Well, aren't you a fine sight!\This pathetic pervert is your Ashikabi?\Impossible! Such a dumb and dull looking man!\Someone like you would never understand what's good about Minato-san! response:	For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well!
context: Ohhh! What nice tits!\Those are too good for that youngster who is preparing for a entrance exam.\Seo...\Well, aren't you a fine sight!\This pathetic pervert is your Ashikabi?\Impossible! Such a dumb and dull looking man!\Someone like you would never understand what's good about Minato-san!\For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well! response:	What should we do? Back them up?
context: Those are too good for that youngster who is preparing for a entrance exam.\Seo...\Well, aren't you a fine sight!\This pathetic pervert is your Ashikabi?\Impossible! Such a dumb and dull looking man!\Someone like you would never understand what's good about Minato-san!\For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well!\What should we do? Back them up? response:	No, that Sekirei has already chosen her Ashikabi. This is their battle.
context: Seo...\Well, aren't you a fine sight!\This pathetic pervert is your Ashikabi?\Impossible! Such a dumb and dull looking man!\Someone like you would never understand what's good about Minato-san!\For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well!\What should we do? Back them up?\No, that Sekirei has already chosen her Ashikabi. This is their battle. response:	Oh, how embarrassing, how embarrassing!
context: Well, aren't you a fine sight!\This pathetic pervert is your Ashikabi?\Impossible! Such a dumb and dull looking man!\Someone like you would never understand what's good about Minato-san!\For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well!\What should we do? Back them up?\No, that Sekirei has already chosen her Ashikabi. This is their battle.\Oh, how embarrassing, how embarrassing! response:	You look so embarrassing.
context: This pathetic pervert is your Ashikabi?\Impossible! Such a dumb and dull looking man!\Someone like you would never understand what's good about Minato-san!\For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well!\What should we do? Back them up?\No, that Sekirei has already chosen her Ashikabi. This is their battle.\Oh, how embarrassing, how embarrassing!\You look so embarrassing. response:	Now, I'll take that last piece of cloth off you, too!
context: Impossible! Such a dumb and dull looking man!\Someone like you would never understand what's good about Minato-san!\For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well!\What should we do? Back them up?\No, that Sekirei has already chosen her Ashikabi. This is their battle.\Oh, how embarrassing, how embarrassing!\You look so embarrassing.\Now, I'll take that last piece of cloth off you, too! response:	Musubi-chan, run!
context: Someone like you would never understand what's good about Minato-san!\For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well!\What should we do? Back them up?\No, that Sekirei has already chosen her Ashikabi. This is their battle.\Oh, how embarrassing, how embarrassing!\You look so embarrassing.\Now, I'll take that last piece of cloth off you, too!\Musubi-chan, run! response:	Musubi-chan!
context: For such a pathetic pervert Ashikabi, a pathetic looking Sekirei fits well!\What should we do? Back them up?\No, that Sekirei has already chosen her Ashikabi. This is their battle.\Oh, how embarrassing, how embarrassing!\You look so embarrassing.\Now, I'll take that last piece of cloth off you, too!\Musubi-chan, run!\Musubi-chan! response:	Don't worry, Minato-san,
context: What should we do? Back them up?\No, that Sekirei has already chosen her Ashikabi. This is their battle.\Oh, how embarrassing, how embarrassing!\You look so embarrassing.\Now, I'll take that last piece of cloth off you, too!\Musubi-chan, run!\Musubi-chan!\Don't worry, Minato-san, response:	Musubi will not lose!
context: No, that Sekirei has already chosen her Ashikabi. This is their battle.\Oh, how embarrassing, how embarrassing!\You look so embarrassing.\Now, I'll take that last piece of cloth off you, too!\Musubi-chan, run!\Musubi-chan!\Don't worry, Minato-san,\Musubi will not lose! response:	Here I go!
context: Oh, how embarrassing, how embarrassing!\You look so embarrassing.\Now, I'll take that last piece of cloth off you, too!\Musubi-chan, run!\Musubi-chan!\Don't worry, Minato-san,\Musubi will not lose!\Here I go! response:	You don't know when to give up.
context: You look so embarrassing.\Now, I'll take that last piece of cloth off you, too!\Musubi-chan, run!\Musubi-chan!\Don't worry, Minato-san,\Musubi will not lose!\Here I go!\You don't know when to give up. response:	Be more relaxed and let your strength flow naturally.
context: Now, I'll take that last piece of cloth off you, too!\Musubi-chan, run!\Musubi-chan!\Don't worry, Minato-san,\Musubi will not lose!\Here I go!\You don't know when to give up.\Be more relaxed and let your strength flow naturally. response:	Let my strength...
context: Musubi-chan, run!\Musubi-chan!\Don't worry, Minato-san,\Musubi will not lose!\Here I go!\You don't know when to give up.\Be more relaxed and let your strength flow naturally.\Let my strength... response:	My fists of the pact, shatter my Ashikabi's perils!
context: Musubi-chan!\Don't worry, Minato-san,\Musubi will not lose!\Here I go!\You don't know when to give up.\Be more relaxed and let your strength flow naturally.\Let my strength...\My fists of the pact, shatter my Ashikabi's perils! response:	Impossible... I-I lost... Mikogami-sama...
context: Don't worry, Minato-san,\Musubi will not lose!\Here I go!\You don't know when to give up.\Be more relaxed and let your strength flow naturally.\Let my strength...\My fists of the pact, shatter my Ashikabi's perils!\Impossible... I-I lost... Mikogami-sama... response:	Musubi-chan! Are you all right?
context: Musubi will not lose!\Here I go!\You don't know when to give up.\Be more relaxed and let your strength flow naturally.\Let my strength...\My fists of the pact, shatter my Ashikabi's perils!\Impossible... I-I lost... Mikogami-sama...\Musubi-chan! Are you all right? response:	Yes, I am! And...
context: Here I go!\You don't know when to give up.\Be more relaxed and let your strength flow naturally.\Let my strength...\My fists of the pact, shatter my Ashikabi's perils!\Impossible... I-I lost... Mikogami-sama...\Musubi-chan! Are you all right?\Yes, I am! And... response:	I guarded my modesty, too!
context: You don't know when to give up.\Be more relaxed and let your strength flow naturally.\Let my strength...\My fists of the pact, shatter my Ashikabi's perils!\Impossible... I-I lost... Mikogami-sama...\Musubi-chan! Are you all right?\Yes, I am! And...\I guarded my modesty, too! response:	Your... modesty?
context: Be more relaxed and let your strength flow naturally.\Let my strength...\My fists of the pact, shatter my Ashikabi's perils!\Impossible... I-I lost... Mikogami-sama...\Musubi-chan! Are you all right?\Yes, I am! And...\I guarded my modesty, too!\Your... modesty? response:	Um... Is that girl?
context: Let my strength...\My fists of the pact, shatter my Ashikabi's perils!\Impossible... I-I lost... Mikogami-sama...\Musubi-chan! Are you all right?\Yes, I am! And...\I guarded my modesty, too!\Your... modesty?\Um... Is that girl? response:	Um...
context: My fists of the pact, shatter my Ashikabi's perils!\Impossible... I-I lost... Mikogami-sama...\Musubi-chan! Are you all right?\Yes, I am! And...\I guarded my modesty, too!\Your... modesty?\Um... Is that girl?\Um... response:	Yomi's presence has disappeared.
context: Impossible... I-I lost... Mikogami-sama...\Musubi-chan! Are you all right?\Yes, I am! And...\I guarded my modesty, too!\Your... modesty?\Um... Is that girl?\Um...\Yomi's presence has disappeared. response:	Dammit, she's useless!
context: Musubi-chan! Are you all right?\Yes, I am! And...\I guarded my modesty, too!\Your... modesty?\Um... Is that girl?\Um...\Yomi's presence has disappeared.\Dammit, she's useless! response:	That's enough, Akitsu. We'll head back.
context: Yes, I am! And...\I guarded my modesty, too!\Your... modesty?\Um... Is that girl?\Um...\Yomi's presence has disappeared.\Dammit, she's useless!\That's enough, Akitsu. We'll head back. response:	Wait! Why is a discarded number outside?!
context: I guarded my modesty, too!\Your... modesty?\Um... Is that girl?\Um...\Yomi's presence has disappeared.\Dammit, she's useless!\That's enough, Akitsu. We'll head back.\Wait! Why is a discarded number outside?! response:	Seems like Mikogami failed to seize number 108.
context: Your... modesty?\Um... Is that girl?\Um...\Yomi's presence has disappeared.\Dammit, she's useless!\That's enough, Akitsu. We'll head back.\Wait! Why is a discarded number outside?!\Seems like Mikogami failed to seize number 108. response:	That was a boring show.
context: Um... Is that girl?\Um...\Yomi's presence has disappeared.\Dammit, she's useless!\That's enough, Akitsu. We'll head back.\Wait! Why is a discarded number outside?!\Seems like Mikogami failed to seize number 108.\That was a boring show. response:	We're home!
context: Um...\Yomi's presence has disappeared.\Dammit, she's useless!\That's enough, Akitsu. We'll head back.\Wait! Why is a discarded number outside?!\Seems like Mikogami failed to seize number 108.\That was a boring show.\We're home! response:	Oh dear, Musubi-san! What is that outfit?
context: Yomi's presence has disappeared.\Dammit, she's useless!\That's enough, Akitsu. We'll head back.\Wait! Why is a discarded number outside?!\Seems like Mikogami failed to seize number 108.\That was a boring show.\We're home!\Oh dear, Musubi-san! What is that outfit? response:	Huh? Who's that girl?
context: Dammit, she's useless!\That's enough, Akitsu. We'll head back.\Wait! Why is a discarded number outside?!\Seems like Mikogami failed to seize number 108.\That was a boring show.\We're home!\Oh dear, Musubi-san! What is that outfit?\Huh? Who's that girl? response:	Ah... she's my relative, and I unexpectedly have to take care of her.
context: That's enough, Akitsu. We'll head back.\Wait! Why is a discarded number outside?!\Seems like Mikogami failed to seize number 108.\That was a boring show.\We're home!\Oh dear, Musubi-san! What is that outfit?\Huh? Who's that girl?\Ah... she's my relative, and I unexpectedly have to take care of her. response:	Take care of her.
context: Wait! Why is a discarded number outside?!\Seems like Mikogami failed to seize number 108.\That was a boring show.\We're home!\Oh dear, Musubi-san! What is that outfit?\Huh? Who's that girl?\Ah... she's my relative, and I unexpectedly have to take care of her.\Take care of her. response:	Ku-chan?
context: Seems like Mikogami failed to seize number 108.\That was a boring show.\We're home!\Oh dear, Musubi-san! What is that outfit?\Huh? Who's that girl?\Ah... she's my relative, and I unexpectedly have to take care of her.\Take care of her.\Ku-chan? response:	I'm hungry...
context: That was a boring show.\We're home!\Oh dear, Musubi-san! What is that outfit?\Huh? Who's that girl?\Ah... she's my relative, and I unexpectedly have to take care of her.\Take care of her.\Ku-chan?\I'm hungry... response:	Oh my! I'll prepare dinner quickly.
context: We're home!\Oh dear, Musubi-san! What is that outfit?\Huh? Who's that girl?\Ah... she's my relative, and I unexpectedly have to take care of her.\Take care of her.\Ku-chan?\I'm hungry...\Oh my! I'll prepare dinner quickly. response:	That tree... I met with you there.
context: Oh dear, Musubi-san! What is that outfit?\Huh? Who's that girl?\Ah... she's my relative, and I unexpectedly have to take care of her.\Take care of her.\Ku-chan?\I'm hungry...\Oh my! I'll prepare dinner quickly.\That tree... I met with you there. response:	It was so strange... We fell from such a height,
context: Huh? Who's that girl?\Ah... she's my relative, and I unexpectedly have to take care of her.\Take care of her.\Ku-chan?\I'm hungry...\Oh my! I'll prepare dinner quickly.\That tree... I met with you there.\It was so strange... We fell from such a height, response:	but we didn't get injured badly at all. It was as if the tree caught us.
context: Ah... she's my relative, and I unexpectedly have to take care of her.\Take care of her.\Ku-chan?\I'm hungry...\Oh my! I'll prepare dinner quickly.\That tree... I met with you there.\It was so strange... We fell from such a height,\but we didn't get injured badly at all. It was as if the tree caught us. response:	I heard a voice... saying help me.
context: Take care of her.\Ku-chan?\I'm hungry...\Oh my! I'll prepare dinner quickly.\That tree... I met with you there.\It was so strange... We fell from such a height,\but we didn't get injured badly at all. It was as if the tree caught us.\I heard a voice... saying help me. response:	So Ku asked this tree.
context: Ku-chan?\I'm hungry...\Oh my! I'll prepare dinner quickly.\That tree... I met with you there.\It was so strange... We fell from such a height,\but we didn't get injured badly at all. It was as if the tree caught us.\I heard a voice... saying help me.\So Ku asked this tree. response:	I see... Then you and this tree saved my life, huh?
context: I'm hungry...\Oh my! I'll prepare dinner quickly.\That tree... I met with you there.\It was so strange... We fell from such a height,\but we didn't get injured badly at all. It was as if the tree caught us.\I heard a voice... saying help me.\So Ku asked this tree.\I see... Then you and this tree saved my life, huh? response:	Thank you, Ku-chan.
context: Oh my! I'll prepare dinner quickly.\That tree... I met with you there.\It was so strange... We fell from such a height,\but we didn't get injured badly at all. It was as if the tree caught us.\I heard a voice... saying help me.\So Ku asked this tree.\I see... Then you and this tree saved my life, huh?\Thank you, Ku-chan. response:	Um... Be Ku's big brother... Please become Ku's Ashikabi-san...
context: That tree... I met with you there.\It was so strange... We fell from such a height,\but we didn't get injured badly at all. It was as if the tree caught us.\I heard a voice... saying help me.\So Ku asked this tree.\I see... Then you and this tree saved my life, huh?\Thank you, Ku-chan.\Um... Be Ku's big brother... Please become Ku's Ashikabi-san... response:	Yo, baby girls! Get ready now!
context: It was so strange... We fell from such a height,\but we didn't get injured badly at all. It was as if the tree caught us.\I heard a voice... saying help me.\So Ku asked this tree.\I see... Then you and this tree saved my life, huh?\Thank you, Ku-chan.\Um... Be Ku's big brother... Please become Ku's Ashikabi-san...\Yo, baby girls! Get ready now! response:	This is the textbook of love
context: but we didn't get injured badly at all. It was as if the tree caught us.\I heard a voice... saying help me.\So Ku asked this tree.\I see... Then you and this tree saved my life, huh?\Thank you, Ku-chan.\Um... Be Ku's big brother... Please become Ku's Ashikabi-san...\Yo, baby girls! Get ready now!\This is the textbook of love response:	Don't let it go, don't get upset so
context: I heard a voice... saying help me.\So Ku asked this tree.\I see... Then you and this tree saved my life, huh?\Thank you, Ku-chan.\Um... Be Ku's big brother... Please become Ku's Ashikabi-san...\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so response:	Without false starts, it's show time!
context: So Ku asked this tree.\I see... Then you and this tree saved my life, huh?\Thank you, Ku-chan.\Um... Be Ku's big brother... Please become Ku's Ashikabi-san...\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time! response:	Get the funky beat!
context: I see... Then you and this tree saved my life, huh?\Thank you, Ku-chan.\Um... Be Ku's big brother... Please become Ku's Ashikabi-san...\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat! response:	First ones win?
context: Thank you, Ku-chan.\Um... Be Ku's big brother... Please become Ku's Ashikabi-san...\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win? response:	No such thing in this case! No, no!
context: Um... Be Ku's big brother... Please become Ku's Ashikabi-san...\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no! response:	That's perfect for me
context: Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me response:	A sudden scramble!
context: This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble! response:	But I'm a woman, I can't lose. No, no!
context: Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no! response:	My feelings grow
context: Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow response:	No, and then a big bang!
context: Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang! response:	Don't seduce him
context: First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him response:	Get away from him
context: No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him response:	My heart is pounding hard, so hard!
context: That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard! response:	Secret, going off by myself
context: A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself response:	Big success, just two of us
context: But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us response:	Sweet and dazzling night
context: My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night response:	To tell you the truth, I want him to
context: No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to response:	Hold only me, just me
context: Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me response:	I want to monopolize him so badly
context: Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly response:	I wonder if I could stick a flag on him?
context: My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him? response:	I knew it, he's so wimpy, what should I do?
context: Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do? response:	He's just too gentle
context: Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle response:	I love that about him
context: Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him response:	So we are devoted to him
context: To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him response:	Dear Sweet Heart!
context: Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart! response:	Finally! I, Matsu, in order to capture his heart...
context: I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\Finally! I, Matsu, in order to capture his heart... response:	Hara, hara, hara.
context: I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\Finally! I, Matsu, in order to capture his heart...\Hara, hara, hara. response:	Deploy the attractive womanly weapons!
context: I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\Finally! I, Matsu, in order to capture his heart...\Hara, hara, hara.\Deploy the attractive womanly weapons! response:	Hara, hara, hara...
context: He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\Finally! I, Matsu, in order to capture his heart...\Hara, hara, hara.\Deploy the attractive womanly weapons!\Hara, hara, hara... response:	Ah... Those meaningless reactions...
context: I love that about him\So we are devoted to him\Dear Sweet Heart!\Finally! I, Matsu, in order to capture his heart...\Hara, hara, hara.\Deploy the attractive womanly weapons!\Hara, hara, hara...\Ah... Those meaningless reactions... response:	Para, para, paow...
context: So we are devoted to him\Dear Sweet Heart!\Finally! I, Matsu, in order to capture his heart...\Hara, hara, hara.\Deploy the attractive womanly weapons!\Hara, hara, hara...\Ah... Those meaningless reactions...\Para, para, paow... response:	She is... quite a dreadful enemy!
context: Dear Sweet Heart!\Finally! I, Matsu, in order to capture his heart...\Hara, hara, hara.\Deploy the attractive womanly weapons!\Hara, hara, hara...\Ah... Those meaningless reactions...\Para, para, paow...\She is... quite a dreadful enemy! response:	Feather 4: The Strange Tale of Maison Izumo Favor us again next time... please!
