context: And now, it's your morning horoscope countdown! response:	In the top spot, it's YOU, Pisces! We predict you'll be getting close to a certain special someone!
context: D-don't go getting the wrong idea!\I am the Master's top pupil! This is why I participate in what SHE wants to do!\So, let's all do it together!\The light of justice: Cura Big-Bang!\The light of justice: Cura Big-Bang!\Okay, Sensei. See you next time.\Till then, Alex!\Yes, hello? response:	I have a savior...
context: I am the Master's top pupil! This is why I participate in what SHE wants to do!\So, let's all do it together!\The light of justice: Cura Big-Bang!\The light of justice: Cura Big-Bang!\Okay, Sensei. See you next time.\Till then, Alex!\Yes, hello?\I have a savior... response:	Hello...
context: So, let's all do it together!\The light of justice: Cura Big-Bang!\The light of justice: Cura Big-Bang!\Okay, Sensei. See you next time.\Till then, Alex!\Yes, hello?\I have a savior...\Hello... response:	Kanau!
context: The light of justice: Cura Big-Bang!\The light of justice: Cura Big-Bang!\Okay, Sensei. See you next time.\Till then, Alex!\Yes, hello?\I have a savior...\Hello...\Kanau! response:	What are you doing here? I told you everything on the phone!
context: The light of justice: Cura Big-Bang!\Okay, Sensei. See you next time.\Till then, Alex!\Yes, hello?\I have a savior...\Hello...\Kanau!\What are you doing here? I told you everything on the phone! response:	How can you say that? We have to celebrate Hikari's award!
context: Okay, Sensei. See you next time.\Till then, Alex!\Yes, hello?\I have a savior...\Hello...\Kanau!\What are you doing here? I told you everything on the phone!\How can you say that? We have to celebrate Hikari's award! response:	Here! Let's mark the occasion by watching the Precura Blu-ray box set!
context: Till then, Alex!\Yes, hello?\I have a savior...\Hello...\Kanau!\What are you doing here? I told you everything on the phone!\How can you say that? We have to celebrate Hikari's award!\Here! Let's mark the occasion by watching the Precura Blu-ray box set! response:	No thanks.
context: Yes, hello?\I have a savior...\Hello...\Kanau!\What are you doing here? I told you everything on the phone!\How can you say that? We have to celebrate Hikari's award!\Here! Let's mark the occasion by watching the Precura Blu-ray box set!\No thanks. response:	WHY NOT?! The final scene where Big-Bang become part of the group is fantastic!
context: I have a savior...\Hello...\Kanau!\What are you doing here? I told you everything on the phone!\How can you say that? We have to celebrate Hikari's award!\Here! Let's mark the occasion by watching the Precura Blu-ray box set!\No thanks.\WHY NOT?! The final scene where Big-Bang become part of the group is fantastic! response:	I don't care.
context: Hello...\Kanau!\What are you doing here? I told you everything on the phone!\How can you say that? We have to celebrate Hikari's award!\Here! Let's mark the occasion by watching the Precura Blu-ray box set!\No thanks.\WHY NOT?! The final scene where Big-Bang become part of the group is fantastic!\I don't care. response:	WHAAAT?! This guy hasn't changed at all since middle school.
context: Kanau!\What are you doing here? I told you everything on the phone!\How can you say that? We have to celebrate Hikari's award!\Here! Let's mark the occasion by watching the Precura Blu-ray box set!\No thanks.\WHY NOT?! The final scene where Big-Bang become part of the group is fantastic!\I don't care.\WHAAAT?! This guy hasn't changed at all since middle school. response:	This guy hasn't changed at all since middle school.
context: What are you doing here? I told you everything on the phone!\How can you say that? We have to celebrate Hikari's award!\Here! Let's mark the occasion by watching the Precura Blu-ray box set!\No thanks.\WHY NOT?! The final scene where Big-Bang become part of the group is fantastic!\I don't care.\WHAAAT?! This guy hasn't changed at all since middle school.\This guy hasn't changed at all since middle school. response:	Ah!
context: How can you say that? We have to celebrate Hikari's award!\Here! Let's mark the occasion by watching the Precura Blu-ray box set!\No thanks.\WHY NOT?! The final scene where Big-Bang become part of the group is fantastic!\I don't care.\WHAAAT?! This guy hasn't changed at all since middle school.\This guy hasn't changed at all since middle school.\Ah! response:	Kanau! Sen... I mean, Umaru and I watched some anime again today!
context: Here! Let's mark the occasion by watching the Precura Blu-ray box set!\No thanks.\WHY NOT?! The final scene where Big-Bang become part of the group is fantastic!\I don't care.\WHAAAT?! This guy hasn't changed at all since middle school.\This guy hasn't changed at all since middle school.\Ah!\Kanau! Sen... I mean, Umaru and I watched some anime again today! response:	And Taihei wasn't there!
context: No thanks.\WHY NOT?! The final scene where Big-Bang become part of the group is fantastic!\I don't care.\WHAAAT?! This guy hasn't changed at all since middle school.\This guy hasn't changed at all since middle school.\Ah!\Kanau! Sen... I mean, Umaru and I watched some anime again today!\And Taihei wasn't there! response:	I-I don't need every little detail, you know!
context: WHY NOT?! The final scene where Big-Bang become part of the group is fantastic!\I don't care.\WHAAAT?! This guy hasn't changed at all since middle school.\This guy hasn't changed at all since middle school.\Ah!\Kanau! Sen... I mean, Umaru and I watched some anime again today!\And Taihei wasn't there!\I-I don't need every little detail, you know! response:	It's so hot.
context: I don't care.\WHAAAT?! This guy hasn't changed at all since middle school.\This guy hasn't changed at all since middle school.\Ah!\Kanau! Sen... I mean, Umaru and I watched some anime again today!\And Taihei wasn't there!\I-I don't need every little detail, you know!\It's so hot. response:	I'd sure like some chilled rice soup...
context: WHAAAT?! This guy hasn't changed at all since middle school.\This guy hasn't changed at all since middle school.\Ah!\Kanau! Sen... I mean, Umaru and I watched some anime again today!\And Taihei wasn't there!\I-I don't need every little detail, you know!\It's so hot.\I'd sure like some chilled rice soup... response:	Rolling around with my pretty kitty, Necolumbus...
context: This guy hasn't changed at all since middle school.\Ah!\Kanau! Sen... I mean, Umaru and I watched some anime again today!\And Taihei wasn't there!\I-I don't need every little detail, you know!\It's so hot.\I'd sure like some chilled rice soup...\Rolling around with my pretty kitty, Necolumbus... response:	My best dish is...
context: Ah!\Kanau! Sen... I mean, Umaru and I watched some anime again today!\And Taihei wasn't there!\I-I don't need every little detail, you know!\It's so hot.\I'd sure like some chilled rice soup...\Rolling around with my pretty kitty, Necolumbus...\My best dish is... response:	Huh?
context: Kanau! Sen... I mean, Umaru and I watched some anime again today!\And Taihei wasn't there!\I-I don't need every little detail, you know!\It's so hot.\I'd sure like some chilled rice soup...\Rolling around with my pretty kitty, Necolumbus...\My best dish is...\Huh? response:	Reckon I passed out. My head's all fuzzy.
context: And Taihei wasn't there!\I-I don't need every little detail, you know!\It's so hot.\I'd sure like some chilled rice soup...\Rolling around with my pretty kitty, Necolumbus...\My best dish is...\Huh?\Reckon I passed out. My head's all fuzzy. response:	I'm scared. Maybe I'm fixin' to up and die!
context: I-I don't need every little detail, you know!\It's so hot.\I'd sure like some chilled rice soup...\Rolling around with my pretty kitty, Necolumbus...\My best dish is...\Huh?\Reckon I passed out. My head's all fuzzy.\I'm scared. Maybe I'm fixin' to up and die! response:	Nana.
context: It's so hot.\I'd sure like some chilled rice soup...\Rolling around with my pretty kitty, Necolumbus...\My best dish is...\Huh?\Reckon I passed out. My head's all fuzzy.\I'm scared. Maybe I'm fixin' to up and die!\Nana. response:	I made you some chilled rice soup.
context: I'd sure like some chilled rice soup...\Rolling around with my pretty kitty, Necolumbus...\My best dish is...\Huh?\Reckon I passed out. My head's all fuzzy.\I'm scared. Maybe I'm fixin' to up and die!\Nana.\I made you some chilled rice soup. response:	Big Brother!
context: Rolling around with my pretty kitty, Necolumbus...\My best dish is...\Huh?\Reckon I passed out. My head's all fuzzy.\I'm scared. Maybe I'm fixin' to up and die!\Nana.\I made you some chilled rice soup.\Big Brother! response:	Brother...
context: My best dish is...\Huh?\Reckon I passed out. My head's all fuzzy.\I'm scared. Maybe I'm fixin' to up and die!\Nana.\I made you some chilled rice soup.\Big Brother!\Brother... response:	Am I gonna die?
context: Huh?\Reckon I passed out. My head's all fuzzy.\I'm scared. Maybe I'm fixin' to up and die!\Nana.\I made you some chilled rice soup.\Big Brother!\Brother...\Am I gonna die? response:	Ain't no way that'll happen. It's just a heatstroke.
context: Reckon I passed out. My head's all fuzzy.\I'm scared. Maybe I'm fixin' to up and die!\Nana.\I made you some chilled rice soup.\Big Brother!\Brother...\Am I gonna die?\Ain't no way that'll happen. It's just a heatstroke. response:	And you ain't eaten, so your body's all weak.
context: I'm scared. Maybe I'm fixin' to up and die!\Nana.\I made you some chilled rice soup.\Big Brother!\Brother...\Am I gonna die?\Ain't no way that'll happen. It's just a heatstroke.\And you ain't eaten, so your body's all weak. response:	Eat up now.
context: Nana.\I made you some chilled rice soup.\Big Brother!\Brother...\Am I gonna die?\Ain't no way that'll happen. It's just a heatstroke.\And you ain't eaten, so your body's all weak.\Eat up now. response:	That sure is great!
context: I made you some chilled rice soup.\Big Brother!\Brother...\Am I gonna die?\Ain't no way that'll happen. It's just a heatstroke.\And you ain't eaten, so your body's all weak.\Eat up now.\That sure is great! response:	That's the last memory I have of my brother.
context: Big Brother!\Brother...\Am I gonna die?\Ain't no way that'll happen. It's just a heatstroke.\And you ain't eaten, so your body's all weak.\Eat up now.\That sure is great!\That's the last memory I have of my brother. response:	Big Brother! I ate it and I'm all better now! Can you teach me how to make...?
context: Brother...\Am I gonna die?\Ain't no way that'll happen. It's just a heatstroke.\And you ain't eaten, so your body's all weak.\Eat up now.\That sure is great!\That's the last memory I have of my brother.\Big Brother! I ate it and I'm all better now! Can you teach me how to make...? response:	Huh?
context: Am I gonna die?\Ain't no way that'll happen. It's just a heatstroke.\And you ain't eaten, so your body's all weak.\Eat up now.\That sure is great!\That's the last memory I have of my brother.\Big Brother! I ate it and I'm all better now! Can you teach me how to make...?\Huh? response:	My brother was gone.
context: Ain't no way that'll happen. It's just a heatstroke.\And you ain't eaten, so your body's all weak.\Eat up now.\That sure is great!\That's the last memory I have of my brother.\Big Brother! I ate it and I'm all better now! Can you teach me how to make...?\Huh?\My brother was gone. response:	Your brother had to go and get a job. Reckon he'll be back soon.
context: And you ain't eaten, so your body's all weak.\Eat up now.\That sure is great!\That's the last memory I have of my brother.\Big Brother! I ate it and I'm all better now! Can you teach me how to make...?\Huh?\My brother was gone.\Your brother had to go and get a job. Reckon he'll be back soon. response:	I still didn't understand why he left, but...
context: Eat up now.\That sure is great!\That's the last memory I have of my brother.\Big Brother! I ate it and I'm all better now! Can you teach me how to make...?\Huh?\My brother was gone.\Your brother had to go and get a job. Reckon he'll be back soon.\I still didn't understand why he left, but... response:	I knew where he went.
context: That sure is great!\That's the last memory I have of my brother.\Big Brother! I ate it and I'm all better now! Can you teach me how to make...?\Huh?\My brother was gone.\Your brother had to go and get a job. Reckon he'll be back soon.\I still didn't understand why he left, but...\I knew where he went. response:	Nana, that restaurant we went to in Tokyo was great, huh?
context: That's the last memory I have of my brother.\Big Brother! I ate it and I'm all better now! Can you teach me how to make...?\Huh?\My brother was gone.\Your brother had to go and get a job. Reckon he'll be back soon.\I still didn't understand why he left, but...\I knew where he went.\Nana, that restaurant we went to in Tokyo was great, huh? response:	One day, I'm gonna live in Tokyo too!
context: Big Brother! I ate it and I'm all better now! Can you teach me how to make...?\Huh?\My brother was gone.\Your brother had to go and get a job. Reckon he'll be back soon.\I still didn't understand why he left, but...\I knew where he went.\Nana, that restaurant we went to in Tokyo was great, huh?\One day, I'm gonna live in Tokyo too! response:	Don't see as how it's a big deal.
context: Huh?\My brother was gone.\Your brother had to go and get a job. Reckon he'll be back soon.\I still didn't understand why he left, but...\I knew where he went.\Nana, that restaurant we went to in Tokyo was great, huh?\One day, I'm gonna live in Tokyo too!\Don't see as how it's a big deal. response:	We've all been to Tokyo before.
context: My brother was gone.\Your brother had to go and get a job. Reckon he'll be back soon.\I still didn't understand why he left, but...\I knew where he went.\Nana, that restaurant we went to in Tokyo was great, huh?\One day, I'm gonna live in Tokyo too!\Don't see as how it's a big deal.\We've all been to Tokyo before. response:	But you ain't never been there alone.
context: Your brother had to go and get a job. Reckon he'll be back soon.\I still didn't understand why he left, but...\I knew where he went.\Nana, that restaurant we went to in Tokyo was great, huh?\One day, I'm gonna live in Tokyo too!\Don't see as how it's a big deal.\We've all been to Tokyo before.\But you ain't never been there alone. response:	Plus, visitin' somewhere don't mean you can LIVE there.
context: I still didn't understand why he left, but...\I knew where he went.\Nana, that restaurant we went to in Tokyo was great, huh?\One day, I'm gonna live in Tokyo too!\Don't see as how it's a big deal.\We've all been to Tokyo before.\But you ain't never been there alone.\Plus, visitin' somewhere don't mean you can LIVE there. response:	But, Tokyo's too far for me to go to school there and live here.
context: I knew where he went.\Nana, that restaurant we went to in Tokyo was great, huh?\One day, I'm gonna live in Tokyo too!\Don't see as how it's a big deal.\We've all been to Tokyo before.\But you ain't never been there alone.\Plus, visitin' somewhere don't mean you can LIVE there.\But, Tokyo's too far for me to go to school there and live here. response:	Hello.
context: Nana, that restaurant we went to in Tokyo was great, huh?\One day, I'm gonna live in Tokyo too!\Don't see as how it's a big deal.\We've all been to Tokyo before.\But you ain't never been there alone.\Plus, visitin' somewhere don't mean you can LIVE there.\But, Tokyo's too far for me to go to school there and live here.\Hello. response:	Um...
context: One day, I'm gonna live in Tokyo too!\Don't see as how it's a big deal.\We've all been to Tokyo before.\But you ain't never been there alone.\Plus, visitin' somewhere don't mean you can LIVE there.\But, Tokyo's too far for me to go to school there and live here.\Hello.\Um... response:	Ah! I-I'm sorry! I-I-I just moved here today!
context: Don't see as how it's a big deal.\We've all been to Tokyo before.\But you ain't never been there alone.\Plus, visitin' somewhere don't mean you can LIVE there.\But, Tokyo's too far for me to go to school there and live here.\Hello.\Um...\Ah! I-I'm sorry! I-I-I just moved here today! response:	Oh, is that so?
context: We've all been to Tokyo before.\But you ain't never been there alone.\Plus, visitin' somewhere don't mean you can LIVE there.\But, Tokyo's too far for me to go to school there and live here.\Hello.\Um...\Ah! I-I'm sorry! I-I-I just moved here today!\Oh, is that so? response:	Th-this man...
context: But you ain't never been there alone.\Plus, visitin' somewhere don't mean you can LIVE there.\But, Tokyo's too far for me to go to school there and live here.\Hello.\Um...\Ah! I-I'm sorry! I-I-I just moved here today!\Oh, is that so?\Th-this man... response:	He sort of reminds me of my brother.
context: Plus, visitin' somewhere don't mean you can LIVE there.\But, Tokyo's too far for me to go to school there and live here.\Hello.\Um...\Ah! I-I'm sorry! I-I-I just moved here today!\Oh, is that so?\Th-this man...\He sort of reminds me of my brother. response:	I'd spoken to Umaru's brother a few times, and maybe...
context: But, Tokyo's too far for me to go to school there and live here.\Hello.\Um...\Ah! I-I'm sorry! I-I-I just moved here today!\Oh, is that so?\Th-this man...\He sort of reminds me of my brother.\I'd spoken to Umaru's brother a few times, and maybe... response:	maybe I've sort of thought of him as MY brother.
context: Hello.\Um...\Ah! I-I'm sorry! I-I-I just moved here today!\Oh, is that so?\Th-this man...\He sort of reminds me of my brother.\I'd spoken to Umaru's brother a few times, and maybe...\maybe I've sort of thought of him as MY brother. response:	Ebina...
context: Um...\Ah! I-I'm sorry! I-I-I just moved here today!\Oh, is that so?\Th-this man...\He sort of reminds me of my brother.\I'd spoken to Umaru's brother a few times, and maybe...\maybe I've sort of thought of him as MY brother.\Ebina... response:	Yes?
context: Ah! I-I'm sorry! I-I-I just moved here today!\Oh, is that so?\Th-this man...\He sort of reminds me of my brother.\I'd spoken to Umaru's brother a few times, and maybe...\maybe I've sort of thought of him as MY brother.\Ebina...\Yes? response:	You're really kind, aren't you?
context: Oh, is that so?\Th-this man...\He sort of reminds me of my brother.\I'd spoken to Umaru's brother a few times, and maybe...\maybe I've sort of thought of him as MY brother.\Ebina...\Yes?\You're really kind, aren't you? response:	Oh, Ebina.
context: Th-this man...\He sort of reminds me of my brother.\I'd spoken to Umaru's brother a few times, and maybe...\maybe I've sort of thought of him as MY brother.\Ebina...\Yes?\You're really kind, aren't you?\Oh, Ebina. response:	G-good afternoon!
context: He sort of reminds me of my brother.\I'd spoken to Umaru's brother a few times, and maybe...\maybe I've sort of thought of him as MY brother.\Ebina...\Yes?\You're really kind, aren't you?\Oh, Ebina.\G-good afternoon! response:	It's hot today, so if you stay outside too long, you'll get a heatstroke.
context: I'd spoken to Umaru's brother a few times, and maybe...\maybe I've sort of thought of him as MY brother.\Ebina...\Yes?\You're really kind, aren't you?\Oh, Ebina.\G-good afternoon!\It's hot today, so if you stay outside too long, you'll get a heatstroke. response:	Y-y-yes, you're right!
context: maybe I've sort of thought of him as MY brother.\Ebina...\Yes?\You're really kind, aren't you?\Oh, Ebina.\G-good afternoon!\It's hot today, so if you stay outside too long, you'll get a heatstroke.\Y-y-yes, you're right! response:	It's like that time before, when my head was all fuzzy...
context: Ebina...\Yes?\You're really kind, aren't you?\Oh, Ebina.\G-good afternoon!\It's hot today, so if you stay outside too long, you'll get a heatstroke.\Y-y-yes, you're right!\It's like that time before, when my head was all fuzzy... response:	But somehow, it's not scary. It's a happy kind of fuzzy.
context: Yes?\You're really kind, aren't you?\Oh, Ebina.\G-good afternoon!\It's hot today, so if you stay outside too long, you'll get a heatstroke.\Y-y-yes, you're right!\It's like that time before, when my head was all fuzzy...\But somehow, it's not scary. It's a happy kind of fuzzy. response:	That amusement park was fun indeed!
context: You're really kind, aren't you?\Oh, Ebina.\G-good afternoon!\It's hot today, so if you stay outside too long, you'll get a heatstroke.\Y-y-yes, you're right!\It's like that time before, when my head was all fuzzy...\But somehow, it's not scary. It's a happy kind of fuzzy.\That amusement park was fun indeed! response:	Yup! I'd like to go again.
context: Oh, Ebina.\G-good afternoon!\It's hot today, so if you stay outside too long, you'll get a heatstroke.\Y-y-yes, you're right!\It's like that time before, when my head was all fuzzy...\But somehow, it's not scary. It's a happy kind of fuzzy.\That amusement park was fun indeed!\Yup! I'd like to go again. response:	Kirie seemed a little off-put at first, but by the end, she was indeed enjoying herself!
context: G-good afternoon!\It's hot today, so if you stay outside too long, you'll get a heatstroke.\Y-y-yes, you're right!\It's like that time before, when my head was all fuzzy...\But somehow, it's not scary. It's a happy kind of fuzzy.\That amusement park was fun indeed!\Yup! I'd like to go again.\Kirie seemed a little off-put at first, but by the end, she was indeed enjoying herself! response:	You're so thoughtful, Sylphin.
context: It's hot today, so if you stay outside too long, you'll get a heatstroke.\Y-y-yes, you're right!\It's like that time before, when my head was all fuzzy...\But somehow, it's not scary. It's a happy kind of fuzzy.\That amusement park was fun indeed!\Yup! I'd like to go again.\Kirie seemed a little off-put at first, but by the end, she was indeed enjoying herself!\You're so thoughtful, Sylphin. response:	I'm not sure I follow, but I shall accept that compliment!
