context: Miku, what is it you wanted to talk to me about? response:	We don't need to be equals.
context: But I'm sure it wasn't in vain.\Quintuplet games in the car.\The test of courage prep that Yotsuba helped with.\Maybe: skiing on the third day. (Yotsuba is supposed to teach me)\Surprising stories...\Do you think this is true?\Miku said it was a miserable ending, but I wonder if he had fun.\Who knows? response:	I'll ask Uesugi-san.
context: Quintuplet games in the car.\The test of courage prep that Yotsuba helped with.\Maybe: skiing on the third day. (Yotsuba is supposed to teach me)\Surprising stories...\Do you think this is true?\Miku said it was a miserable ending, but I wonder if he had fun.\Who knows?\I'll ask Uesugi-san. response:	Right now?
context: The test of courage prep that Yotsuba helped with.\Maybe: skiing on the third day. (Yotsuba is supposed to teach me)\Surprising stories...\Do you think this is true?\Miku said it was a miserable ending, but I wonder if he had fun.\Who knows?\I'll ask Uesugi-san.\Right now? response:	I won't get caught if I'm careful.
context: Maybe: skiing on the third day. (Yotsuba is supposed to teach me)\Surprising stories...\Do you think this is true?\Miku said it was a miserable ending, but I wonder if he had fun.\Who knows?\I'll ask Uesugi-san.\Right now?\I won't get caught if I'm careful. response:	She's so straightforward. I hope I can be like her.
context: Surprising stories...\Do you think this is true?\Miku said it was a miserable ending, but I wonder if he had fun.\Who knows?\I'll ask Uesugi-san.\Right now?\I won't get caught if I'm careful.\She's so straightforward. I hope I can be like her. response:	Head Teacher.
context: Do you think this is true?\Miku said it was a miserable ending, but I wonder if he had fun.\Who knows?\I'll ask Uesugi-san.\Right now?\I won't get caught if I'm careful.\She's so straightforward. I hope I can be like her.\Head Teacher. response:	Head Teacher?
context: Miku said it was a miserable ending, but I wonder if he had fun.\Who knows?\I'll ask Uesugi-san.\Right now?\I won't get caught if I'm careful.\She's so straightforward. I hope I can be like her.\Head Teacher.\Head Teacher? response:	Wh-What?!
context: Who knows?\I'll ask Uesugi-san.\Right now?\I won't get caught if I'm careful.\She's so straightforward. I hope I can be like her.\Head Teacher.\Head Teacher?\Wh-What?! response:	The campfire is almost over.
context: I'll ask Uesugi-san.\Right now?\I won't get caught if I'm careful.\She's so straightforward. I hope I can be like her.\Head Teacher.\Head Teacher?\Wh-What?!\The campfire is almost over. response:	Could you help me out?
context: Right now?\I won't get caught if I'm careful.\She's so straightforward. I hope I can be like her.\Head Teacher.\Head Teacher?\Wh-What?!\The campfire is almost over.\Could you help me out? response:	All right.
context: I won't get caught if I'm careful.\She's so straightforward. I hope I can be like her.\Head Teacher.\Head Teacher?\Wh-What?!\The campfire is almost over.\Could you help me out?\All right. response:	You were sleeping, weren't you?
context: She's so straightforward. I hope I can be like her.\Head Teacher.\Head Teacher?\Wh-What?!\The campfire is almost over.\Could you help me out?\All right.\You were sleeping, weren't you? response:	I tried doing what Yotsuba would do,
context: Head Teacher.\Head Teacher?\Wh-What?!\The campfire is almost over.\Could you help me out?\All right.\You were sleeping, weren't you?\I tried doing what Yotsuba would do, response:	but sneaking in while the teacher's sleeping?
context: Head Teacher?\Wh-What?!\The campfire is almost over.\Could you help me out?\All right.\You were sleeping, weren't you?\I tried doing what Yotsuba would do,\but sneaking in while the teacher's sleeping? response:	Was that taking it too far?
context: Wh-What?!\The campfire is almost over.\Could you help me out?\All right.\You were sleeping, weren't you?\I tried doing what Yotsuba would do,\but sneaking in while the teacher's sleeping?\Was that taking it too far? response:	But I can't just leave him all alone.
context: The campfire is almost over.\Could you help me out?\All right.\You were sleeping, weren't you?\I tried doing what Yotsuba would do,\but sneaking in while the teacher's sleeping?\Was that taking it too far?\But I can't just leave him all alone. response:	I need to turn on the lights.
context: Could you help me out?\All right.\You were sleeping, weren't you?\I tried doing what Yotsuba would do,\but sneaking in while the teacher's sleeping?\Was that taking it too far?\But I can't just leave him all alone.\I need to turn on the lights. response:	Um...
context: All right.\You were sleeping, weren't you?\I tried doing what Yotsuba would do,\but sneaking in while the teacher's sleeping?\Was that taking it too far?\But I can't just leave him all alone.\I need to turn on the lights.\Um... response:	The switch should be around here.
context: You were sleeping, weren't you?\I tried doing what Yotsuba would do,\but sneaking in while the teacher's sleeping?\Was that taking it too far?\But I can't just leave him all alone.\I need to turn on the lights.\Um...\The switch should be around here. response:	You're all here?!
context: I tried doing what Yotsuba would do,\but sneaking in while the teacher's sleeping?\Was that taking it too far?\But I can't just leave him all alone.\I need to turn on the lights.\Um...\The switch should be around here.\You're all here?! response:	B-Be quiet.
context: but sneaking in while the teacher's sleeping?\Was that taking it too far?\But I can't just leave him all alone.\I need to turn on the lights.\Um...\The switch should be around here.\You're all here?!\B-Be quiet. response:	Why are you girls here?
context: Was that taking it too far?\But I can't just leave him all alone.\I need to turn on the lights.\Um...\The switch should be around here.\You're all here?!\B-Be quiet.\Why are you girls here? response:	Why are you?
context: But I can't just leave him all alone.\I need to turn on the lights.\Um...\The switch should be around here.\You're all here?!\B-Be quiet.\Why are you girls here?\Why are you? response:	I just thought about lending him my really good lucky charm.
context: I need to turn on the lights.\Um...\The switch should be around here.\You're all here?!\B-Be quiet.\Why are you girls here?\Why are you?\I just thought about lending him my really good lucky charm. response:	We came here because we were worried about Futaro-kun, right?
context: Um...\The switch should be around here.\You're all here?!\B-Be quiet.\Why are you girls here?\Why are you?\I just thought about lending him my really good lucky charm.\We came here because we were worried about Futaro-kun, right? response:	Yeah.
context: The switch should be around here.\You're all here?!\B-Be quiet.\Why are you girls here?\Why are you?\I just thought about lending him my really good lucky charm.\We came here because we were worried about Futaro-kun, right?\Yeah. response:	I'm kind of happy.
context: You're all here?!\B-Be quiet.\Why are you girls here?\Why are you?\I just thought about lending him my really good lucky charm.\We came here because we were worried about Futaro-kun, right?\Yeah.\I'm kind of happy. response:	We were all thinking the same thing.
context: B-Be quiet.\Why are you girls here?\Why are you?\I just thought about lending him my really good lucky charm.\We came here because we were worried about Futaro-kun, right?\Yeah.\I'm kind of happy.\We were all thinking the same thing. response:	I told you, I wasn't.
context: Why are you girls here?\Why are you?\I just thought about lending him my really good lucky charm.\We came here because we were worried about Futaro-kun, right?\Yeah.\I'm kind of happy.\We were all thinking the same thing.\I told you, I wasn't. response:	You're so stubborn.
context: Why are you?\I just thought about lending him my really good lucky charm.\We came here because we were worried about Futaro-kun, right?\Yeah.\I'm kind of happy.\We were all thinking the same thing.\I told you, I wasn't.\You're so stubborn. response:	Uesugi-kun, we're all hoping you get well.
context: I just thought about lending him my really good lucky charm.\We came here because we were worried about Futaro-kun, right?\Yeah.\I'm kind of happy.\We were all thinking the same thing.\I told you, I wasn't.\You're so stubborn.\Uesugi-kun, we're all hoping you get well. response:	I don't really know what kind of person you are yet,
context: We came here because we were worried about Futaro-kun, right?\Yeah.\I'm kind of happy.\We were all thinking the same thing.\I told you, I wasn't.\You're so stubborn.\Uesugi-kun, we're all hoping you get well.\I don't really know what kind of person you are yet, response:	so when you wake up, could you please...
context: Yeah.\I'm kind of happy.\We were all thinking the same thing.\I told you, I wasn't.\You're so stubborn.\Uesugi-kun, we're all hoping you get well.\I don't really know what kind of person you are yet,\so when you wake up, could you please... response:	tell me more about yourself?
context: I'm kind of happy.\We were all thinking the same thing.\I told you, I wasn't.\You're so stubborn.\Uesugi-kun, we're all hoping you get well.\I don't really know what kind of person you are yet,\so when you wake up, could you please...\tell me more about yourself? response:	It's the finale of the campfire.
context: We were all thinking the same thing.\I told you, I wasn't.\You're so stubborn.\Uesugi-kun, we're all hoping you get well.\I don't really know what kind of person you are yet,\so when you wake up, could you please...\tell me more about yourself?\It's the finale of the campfire. response:	Please join in the countdown.
context: I told you, I wasn't.\You're so stubborn.\Uesugi-kun, we're all hoping you get well.\I don't really know what kind of person you are yet,\so when you wake up, could you please...\tell me more about yourself?\It's the finale of the campfire.\Please join in the countdown. response:	Ready, and...
context: You're so stubborn.\Uesugi-kun, we're all hoping you get well.\I don't really know what kind of person you are yet,\so when you wake up, could you please...\tell me more about yourself?\It's the finale of the campfire.\Please join in the countdown.\Ready, and... response:	Ten,
context: Uesugi-kun, we're all hoping you get well.\I don't really know what kind of person you are yet,\so when you wake up, could you please...\tell me more about yourself?\It's the finale of the campfire.\Please join in the countdown.\Ready, and...\Ten, response:	nine,
context: I don't really know what kind of person you are yet,\so when you wake up, could you please...\tell me more about yourself?\It's the finale of the campfire.\Please join in the countdown.\Ready, and...\Ten,\nine, response:	eight,
context: so when you wake up, could you please...\tell me more about yourself?\It's the finale of the campfire.\Please join in the countdown.\Ready, and...\Ten,\nine,\eight, response:	seven,
context: tell me more about yourself?\It's the finale of the campfire.\Please join in the countdown.\Ready, and...\Ten,\nine,\eight,\seven, response:	six,
context: It's the finale of the campfire.\Please join in the countdown.\Ready, and...\Ten,\nine,\eight,\seven,\six, response:	five,
context: Please join in the countdown.\Ready, and...\Ten,\nine,\eight,\seven,\six,\five, response:	four,
context: Ready, and...\Ten,\nine,\eight,\seven,\six,\five,\four, response:	three,
context: Ten,\nine,\eight,\seven,\six,\five,\four,\three, response:	two,
context: nine,\eight,\seven,\six,\five,\four,\three,\two, response:	one,
context: eight,\seven,\six,\five,\four,\three,\two,\one, response:	zero!
context: seven,\six,\five,\four,\three,\two,\one,\zero! response:	Hi.
context: six,\five,\four,\three,\two,\one,\zero!\Hi. response:	Are you at the venue?
context: five,\four,\three,\two,\one,\zero!\Hi.\Are you at the venue? response:	How could you forget that?!
context: four,\three,\two,\one,\zero!\Hi.\Are you at the venue?\How could you forget that?! response:	I'll bring it, but look...
context: three,\two,\one,\zero!\Hi.\Are you at the venue?\How could you forget that?!\I'll bring it, but look... response:	What, was it Futaro?
context: two,\one,\zero!\Hi.\Are you at the venue?\How could you forget that?!\I'll bring it, but look...\What, was it Futaro? response:	He left the wedding ring here.
context: one,\zero!\Hi.\Are you at the venue?\How could you forget that?!\I'll bring it, but look...\What, was it Futaro?\He left the wedding ring here. response:	What kind of groom does that?
context: zero!\Hi.\Are you at the venue?\How could you forget that?!\I'll bring it, but look...\What, was it Futaro?\He left the wedding ring here.\What kind of groom does that? response:	Like father, like son.
context: Hi.\Are you at the venue?\How could you forget that?!\I'll bring it, but look...\What, was it Futaro?\He left the wedding ring here.\What kind of groom does that?\Like father, like son. response:	He's not the only one?!
context: Are you at the venue?\How could you forget that?!\I'll bring it, but look...\What, was it Futaro?\He left the wedding ring here.\What kind of groom does that?\Like father, like son.\He's not the only one?! response:	All right.
context: How could you forget that?!\I'll bring it, but look...\What, was it Futaro?\He left the wedding ring here.\What kind of groom does that?\Like father, like son.\He's not the only one?!\All right. response:	I'm going to marry someone better than you or Onii-chan.
context: I'll bring it, but look...\What, was it Futaro?\He left the wedding ring here.\What kind of groom does that?\Like father, like son.\He's not the only one?!\All right.\I'm going to marry someone better than you or Onii-chan. response:	Never!
context: What, was it Futaro?\He left the wedding ring here.\What kind of groom does that?\Like father, like son.\He's not the only one?!\All right.\I'm going to marry someone better than you or Onii-chan.\Never! response:	Don't leave me all alone!
context: He left the wedding ring here.\What kind of groom does that?\Like father, like son.\He's not the only one?!\All right.\I'm going to marry someone better than you or Onii-chan.\Never!\Don't leave me all alone! response:	You don't have a boyfriend yet, right?
context: What kind of groom does that?\Like father, like son.\He's not the only one?!\All right.\I'm going to marry someone better than you or Onii-chan.\Never!\Don't leave me all alone!\You don't have a boyfriend yet, right? response:	Onii-chan is as aloof as ever about everything other than work.
context: Like father, like son.\He's not the only one?!\All right.\I'm going to marry someone better than you or Onii-chan.\Never!\Don't leave me all alone!\You don't have a boyfriend yet, right?\Onii-chan is as aloof as ever about everything other than work. response:	He's gotten better than when he was a student, though, hasn't he?
context: He's not the only one?!\All right.\I'm going to marry someone better than you or Onii-chan.\Never!\Don't leave me all alone!\You don't have a boyfriend yet, right?\Onii-chan is as aloof as ever about everything other than work.\He's gotten better than when he was a student, though, hasn't he? response:	Yeah, but...
context: All right.\I'm going to marry someone better than you or Onii-chan.\Never!\Don't leave me all alone!\You don't have a boyfriend yet, right?\Onii-chan is as aloof as ever about everything other than work.\He's gotten better than when he was a student, though, hasn't he?\Yeah, but... response:	I'm worried he might not make a good husband.
context: I'm going to marry someone better than you or Onii-chan.\Never!\Don't leave me all alone!\You don't have a boyfriend yet, right?\Onii-chan is as aloof as ever about everything other than work.\He's gotten better than when he was a student, though, hasn't he?\Yeah, but...\I'm worried he might not make a good husband. response:	Hey...
context: Never!\Don't leave me all alone!\You don't have a boyfriend yet, right?\Onii-chan is as aloof as ever about everything other than work.\He's gotten better than when he was a student, though, hasn't he?\Yeah, but...\I'm worried he might not make a good husband.\Hey... response:	Is this all we're getting for breakfast?
context: Don't leave me all alone!\You don't have a boyfriend yet, right?\Onii-chan is as aloof as ever about everything other than work.\He's gotten better than when he was a student, though, hasn't he?\Yeah, but...\I'm worried he might not make a good husband.\Hey...\Is this all we're getting for breakfast? response:	Are our finances that bad?
context: You don't have a boyfriend yet, right?\Onii-chan is as aloof as ever about everything other than work.\He's gotten better than when he was a student, though, hasn't he?\Yeah, but...\I'm worried he might not make a good husband.\Hey...\Is this all we're getting for breakfast?\Are our finances that bad? response:	They are, but that's not why.
context: Onii-chan is as aloof as ever about everything other than work.\He's gotten better than when he was a student, though, hasn't he?\Yeah, but...\I'm worried he might not make a good husband.\Hey...\Is this all we're getting for breakfast?\Are our finances that bad?\They are, but that's not why. response:	It would be a waste to eat too much right now.
context: He's gotten better than when he was a student, though, hasn't he?\Yeah, but...\I'm worried he might not make a good husband.\Hey...\Is this all we're getting for breakfast?\Are our finances that bad?\They are, but that's not why.\It would be a waste to eat too much right now. response:	Lunch today is going to be a feast.
context: Yeah, but...\I'm worried he might not make a good husband.\Hey...\Is this all we're getting for breakfast?\Are our finances that bad?\They are, but that's not why.\It would be a waste to eat too much right now.\Lunch today is going to be a feast. response:	It's like a castle.
context: I'm worried he might not make a good husband.\Hey...\Is this all we're getting for breakfast?\Are our finances that bad?\They are, but that's not why.\It would be a waste to eat too much right now.\Lunch today is going to be a feast.\It's like a castle. response:	How did this happen?
context: Hey...\Is this all we're getting for breakfast?\Are our finances that bad?\They are, but that's not why.\It would be a waste to eat too much right now.\Lunch today is going to be a feast.\It's like a castle.\How did this happen? response:	No kidding.
context: Is this all we're getting for breakfast?\Are our finances that bad?\They are, but that's not why.\It would be a waste to eat too much right now.\Lunch today is going to be a feast.\It's like a castle.\How did this happen?\No kidding. response:	It must be some kind of mistake.
context: Are our finances that bad?\They are, but that's not why.\It would be a waste to eat too much right now.\Lunch today is going to be a feast.\It's like a castle.\How did this happen?\No kidding.\It must be some kind of mistake. response:	You have to get changed this many times in one day?
context: They are, but that's not why.\It would be a waste to eat too much right now.\Lunch today is going to be a feast.\It's like a castle.\How did this happen?\No kidding.\It must be some kind of mistake.\You have to get changed this many times in one day? response:	I wonder if I'm going to wear something like this someday.
context: It would be a waste to eat too much right now.\Lunch today is going to be a feast.\It's like a castle.\How did this happen?\No kidding.\It must be some kind of mistake.\You have to get changed this many times in one day?\I wonder if I'm going to wear something like this someday. response:	I'm going to put up your hair.
context: Lunch today is going to be a feast.\It's like a castle.\How did this happen?\No kidding.\It must be some kind of mistake.\You have to get changed this many times in one day?\I wonder if I'm going to wear something like this someday.\I'm going to put up your hair. response:	There you are.
context: It's like a castle.\How did this happen?\No kidding.\It must be some kind of mistake.\You have to get changed this many times in one day?\I wonder if I'm going to wear something like this someday.\I'm going to put up your hair.\There you are. response:	Does he even know that today's a special day?
context: How did this happen?\No kidding.\It must be some kind of mistake.\You have to get changed this many times in one day?\I wonder if I'm going to wear something like this someday.\I'm going to put up your hair.\There you are.\Does he even know that today's a special day? response:	You're about to get married, you know.
context: No kidding.\It must be some kind of mistake.\You have to get changed this many times in one day?\I wonder if I'm going to wear something like this someday.\I'm going to put up your hair.\There you are.\Does he even know that today's a special day?\You're about to get married, you know. response:	Onii-chan's so pragmatic, though.
context: It must be some kind of mistake.\You have to get changed this many times in one day?\I wonder if I'm going to wear something like this someday.\I'm going to put up your hair.\There you are.\Does he even know that today's a special day?\You're about to get married, you know.\Onii-chan's so pragmatic, though. response:	Maybe he doesn't even... care...
context: You have to get changed this many times in one day?\I wonder if I'm going to wear something like this someday.\I'm going to put up your hair.\There you are.\Does he even know that today's a special day?\You're about to get married, you know.\Onii-chan's so pragmatic, though.\Maybe he doesn't even... care... response:	I haven't seen that in a while.
context: I wonder if I'm going to wear something like this someday.\I'm going to put up your hair.\There you are.\Does he even know that today's a special day?\You're about to get married, you know.\Onii-chan's so pragmatic, though.\Maybe he doesn't even... care...\I haven't seen that in a while. response:	I didn't realize he still had it.
context: I'm going to put up your hair.\There you are.\Does he even know that today's a special day?\You're about to get married, you know.\Onii-chan's so pragmatic, though.\Maybe he doesn't even... care...\I haven't seen that in a while.\I didn't realize he still had it. response:	Congratulations on getting married, Onii-chan.
context: There you are.\Does he even know that today's a special day?\You're about to get married, you know.\Onii-chan's so pragmatic, though.\Maybe he doesn't even... care...\I haven't seen that in a while.\I didn't realize he still had it.\Congratulations on getting married, Onii-chan. response:	Introducing the groom.
context: Does he even know that today's a special day?\You're about to get married, you know.\Onii-chan's so pragmatic, though.\Maybe he doesn't even... care...\I haven't seen that in a while.\I didn't realize he still had it.\Congratulations on getting married, Onii-chan.\Introducing the groom. response:	Hey, you.
context: You're about to get married, you know.\Onii-chan's so pragmatic, though.\Maybe he doesn't even... care...\I haven't seen that in a while.\I didn't realize he still had it.\Congratulations on getting married, Onii-chan.\Introducing the groom.\Hey, you. response:	Uesugi-kun.
context: Onii-chan's so pragmatic, though.\Maybe he doesn't even... care...\I haven't seen that in a while.\I didn't realize he still had it.\Congratulations on getting married, Onii-chan.\Introducing the groom.\Hey, you.\Uesugi-kun. response:	Hey.
context: Maybe he doesn't even... care...\I haven't seen that in a while.\I didn't realize he still had it.\Congratulations on getting married, Onii-chan.\Introducing the groom.\Hey, you.\Uesugi-kun.\Hey. response:	Congratulations.
context: I haven't seen that in a while.\I didn't realize he still had it.\Congratulations on getting married, Onii-chan.\Introducing the groom.\Hey, you.\Uesugi-kun.\Hey.\Congratulations. response:	What? It's me.
context: I didn't realize he still had it.\Congratulations on getting married, Onii-chan.\Introducing the groom.\Hey, you.\Uesugi-kun.\Hey.\Congratulations.\What? It's me. response:	You don't remember?!
context: Congratulations on getting married, Onii-chan.\Introducing the groom.\Hey, you.\Uesugi-kun.\Hey.\Congratulations.\What? It's me.\You don't remember?! response:	Of course I do.
context: Introducing the groom.\Hey, you.\Uesugi-kun.\Hey.\Congratulations.\What? It's me.\You don't remember?!\Of course I do. response:	Maeda, right?
context: Hey, you.\Uesugi-kun.\Hey.\Congratulations.\What? It's me.\You don't remember?!\Of course I do.\Maeda, right? response:	Mr. and Mrs. Maeda.
context: Uesugi-kun.\Hey.\Congratulations.\What? It's me.\You don't remember?!\Of course I do.\Maeda, right?\Mr. and Mrs. Maeda. response:	He really hasn't changed.
context: Hey.\Congratulations.\What? It's me.\You don't remember?!\Of course I do.\Maeda, right?\Mr. and Mrs. Maeda.\He really hasn't changed. response:	I know.
context: Congratulations.\What? It's me.\You don't remember?!\Of course I do.\Maeda, right?\Mr. and Mrs. Maeda.\He really hasn't changed.\I know. response:	He's the cupid that brought us together, though.
context: What? It's me.\You don't remember?!\Of course I do.\Maeda, right?\Mr. and Mrs. Maeda.\He really hasn't changed.\I know.\He's the cupid that brought us together, though. response:	The campfire legend, huh?
context: You don't remember?!\Of course I do.\Maeda, right?\Mr. and Mrs. Maeda.\He really hasn't changed.\I know.\He's the cupid that brought us together, though.\The campfire legend, huh? response:	That takes me back.
context: Of course I do.\Maeda, right?\Mr. and Mrs. Maeda.\He really hasn't changed.\I know.\He's the cupid that brought us together, though.\The campfire legend, huh?\That takes me back. response:	Y-Yeah.
context: Maeda, right?\Mr. and Mrs. Maeda.\He really hasn't changed.\I know.\He's the cupid that brought us together, though.\The campfire legend, huh?\That takes me back.\Y-Yeah. response:	By the way, did you know?
context: Mr. and Mrs. Maeda.\He really hasn't changed.\I know.\He's the cupid that brought us together, though.\The campfire legend, huh?\That takes me back.\Y-Yeah.\By the way, did you know? response:	Apparently, back then, the two of them also...
context: He really hasn't changed.\I know.\He's the cupid that brought us together, though.\The campfire legend, huh?\That takes me back.\Y-Yeah.\By the way, did you know?\Apparently, back then, the two of them also... response:	To be honest, I don't remember much about what happened.
context: I know.\He's the cupid that brought us together, though.\The campfire legend, huh?\That takes me back.\Y-Yeah.\By the way, did you know?\Apparently, back then, the two of them also...\To be honest, I don't remember much about what happened. response:	But even though school camp was a disaster, I didn't hate it, strangely enough.
context: He's the cupid that brought us together, though.\The campfire legend, huh?\That takes me back.\Y-Yeah.\By the way, did you know?\Apparently, back then, the two of them also...\To be honest, I don't remember much about what happened.\But even though school camp was a disaster, I didn't hate it, strangely enough. response:	And now the bride.
context: The campfire legend, huh?\That takes me back.\Y-Yeah.\By the way, did you know?\Apparently, back then, the two of them also...\To be honest, I don't remember much about what happened.\But even though school camp was a disaster, I didn't hate it, strangely enough.\And now the bride. response:	The legend of the campfire.
context: That takes me back.\Y-Yeah.\By the way, did you know?\Apparently, back then, the two of them also...\To be honest, I don't remember much about what happened.\But even though school camp was a disaster, I didn't hate it, strangely enough.\And now the bride.\The legend of the campfire. response:	Those who hold hands at the campfire at that moment will be together for life.
context: Y-Yeah.\By the way, did you know?\Apparently, back then, the two of them also...\To be honest, I don't remember much about what happened.\But even though school camp was a disaster, I didn't hate it, strangely enough.\And now the bride.\The legend of the campfire.\Those who hold hands at the campfire at that moment will be together for life. response:	It must have been because they were there that even those bittersweet memories
context: By the way, did you know?\Apparently, back then, the two of them also...\To be honest, I don't remember much about what happened.\But even though school camp was a disaster, I didn't hate it, strangely enough.\And now the bride.\The legend of the campfire.\Those who hold hands at the campfire at that moment will be together for life.\It must have been because they were there that even those bittersweet memories response:	seem so happy.
context: Apparently, back then, the two of them also...\To be honest, I don't remember much about what happened.\But even though school camp was a disaster, I didn't hate it, strangely enough.\And now the bride.\The legend of the campfire.\Those who hold hands at the campfire at that moment will be together for life.\It must have been because they were there that even those bittersweet memories\seem so happy. response:	You were holding back that whole time, huh?
context: To be honest, I don't remember much about what happened.\But even though school camp was a disaster, I didn't hate it, strangely enough.\And now the bride.\The legend of the campfire.\Those who hold hands at the campfire at that moment will be together for life.\It must have been because they were there that even those bittersweet memories\seem so happy.\You were holding back that whole time, huh? response:	I really hadn't been paying attention.
context: But even though school camp was a disaster, I didn't hate it, strangely enough.\And now the bride.\The legend of the campfire.\Those who hold hands at the campfire at that moment will be together for life.\It must have been because they were there that even those bittersweet memories\seem so happy.\You were holding back that whole time, huh?\I really hadn't been paying attention. response:	Quit talking so out of character and be yourself.
context: And now the bride.\The legend of the campfire.\Those who hold hands at the campfire at that moment will be together for life.\It must have been because they were there that even those bittersweet memories\seem so happy.\You were holding back that whole time, huh?\I really hadn't been paying attention.\Quit talking so out of character and be yourself. response:	The five of us are with you.
context: The legend of the campfire.\Those who hold hands at the campfire at that moment will be together for life.\It must have been because they were there that even those bittersweet memories\seem so happy.\You were holding back that whole time, huh?\I really hadn't been paying attention.\Quit talking so out of character and be yourself.\The five of us are with you. response:	Let my power heal you.
context: Those who hold hands at the campfire at that moment will be together for life.\It must have been because they were there that even those bittersweet memories\seem so happy.\You were holding back that whole time, huh?\I really hadn't been paying attention.\Quit talking so out of character and be yourself.\The five of us are with you.\Let my power heal you. response:	What did you feel during the school camp?
context: It must have been because they were there that even those bittersweet memories\seem so happy.\You were holding back that whole time, huh?\I really hadn't been paying attention.\Quit talking so out of character and be yourself.\The five of us are with you.\Let my power heal you.\What did you feel during the school camp? response:	He's awake.
context: seem so happy.\You were holding back that whole time, huh?\I really hadn't been paying attention.\Quit talking so out of character and be yourself.\The five of us are with you.\Let my power heal you.\What did you feel during the school camp?\He's awake. response:	Do you feel better now?
context: You were holding back that whole time, huh?\I really hadn't been paying attention.\Quit talking so out of character and be yourself.\The five of us are with you.\Let my power heal you.\What did you feel during the school camp?\He's awake.\Do you feel better now? response:	That charm actually works!
context: I really hadn't been paying attention.\Quit talking so out of character and be yourself.\The five of us are with you.\Let my power heal you.\What did you feel during the school camp?\He's awake.\Do you feel better now?\That charm actually works! response:	He's back to life.
context: Quit talking so out of character and be yourself.\The five of us are with you.\Let my power heal you.\What did you feel during the school camp?\He's awake.\Do you feel better now?\That charm actually works!\He's back to life. response:	You scared me. Jeez.
context: The five of us are with you.\Let my power heal you.\What did you feel during the school camp?\He's awake.\Do you feel better now?\That charm actually works!\He's back to life.\You scared me. Jeez. response:	I was terrified.
context: Let my power heal you.\What did you feel during the school camp?\He's awake.\Do you feel better now?\That charm actually works!\He's back to life.\You scared me. Jeez.\I was terrified. response:	Shut up.
context: What did you feel during the school camp?\He's awake.\Do you feel better now?\That charm actually works!\He's back to life.\You scared me. Jeez.\I was terrified.\Shut up. response:	Shut up!
context: He's awake.\Do you feel better now?\That charm actually works!\He's back to life.\You scared me. Jeez.\I was terrified.\Shut up.\Shut up! response:	I can't get any sleep!
context: Do you feel better now?\That charm actually works!\He's back to life.\You scared me. Jeez.\I was terrified.\Shut up.\Shut up!\I can't get any sleep! response:	Uesugi-san's angry.
context: That charm actually works!\He's back to life.\You scared me. Jeez.\I was terrified.\Shut up.\Shut up!\I can't get any sleep!\Uesugi-san's angry. response:	He's fine now.
context: He's back to life.\You scared me. Jeez.\I was terrified.\Shut up.\Shut up!\I can't get any sleep!\Uesugi-san's angry.\He's fine now. response:	Get out of here!
context: You scared me. Jeez.\I was terrified.\Shut up.\Shut up!\I can't get any sleep!\Uesugi-san's angry.\He's fine now.\Get out of here! response:	I think I can say it now...
context: I was terrified.\Shut up.\Shut up!\I can't get any sleep!\Uesugi-san's angry.\He's fine now.\Get out of here!\I think I can say it now... response:	What I couldn't say back then.
context: Shut up.\Shut up!\I can't get any sleep!\Uesugi-san's angry.\He's fine now.\Get out of here!\I think I can say it now...\What I couldn't say back then. response:	Thanks for being by my side.
context: Shut up!\I can't get any sleep!\Uesugi-san's angry.\He's fine now.\Get out of here!\I think I can say it now...\What I couldn't say back then.\Thanks for being by my side. response:	Futaro.
context: I can't get any sleep!\Uesugi-san's angry.\He's fine now.\Get out of here!\I think I can say it now...\What I couldn't say back then.\Thanks for being by my side.\Futaro. response:	Uesugi-san.
context: Uesugi-san's angry.\He's fine now.\Get out of here!\I think I can say it now...\What I couldn't say back then.\Thanks for being by my side.\Futaro.\Uesugi-san. response:	You all.
context: He's fine now.\Get out of here!\I think I can say it now...\What I couldn't say back then.\Thanks for being by my side.\Futaro.\Uesugi-san.\You all. response:	Good morning.
context: Get out of here!\I think I can say it now...\What I couldn't say back then.\Thanks for being by my side.\Futaro.\Uesugi-san.\You all.\Good morning. response:	Hey.
context: I think I can say it now...\What I couldn't say back then.\Thanks for being by my side.\Futaro.\Uesugi-san.\You all.\Good morning.\Hey. response:	Are you feeling better now?
context: What I couldn't say back then.\Thanks for being by my side.\Futaro.\Uesugi-san.\You all.\Good morning.\Hey.\Are you feeling better now? response:	Yeah.
context: Thanks for being by my side.\Futaro.\Uesugi-san.\You all.\Good morning.\Hey.\Are you feeling better now?\Yeah. response:	I need to make up for the time I spent hospitalized.
context: Futaro.\Uesugi-san.\You all.\Good morning.\Hey.\Are you feeling better now?\Yeah.\I need to make up for the time I spent hospitalized. response:	You can keep that for a little longer.
context: Uesugi-san.\You all.\Good morning.\Hey.\Are you feeling better now?\Yeah.\I need to make up for the time I spent hospitalized.\You can keep that for a little longer. response:	Did you say something?
context: You all.\Good morning.\Hey.\Are you feeling better now?\Yeah.\I need to make up for the time I spent hospitalized.\You can keep that for a little longer.\Did you say something? response:	Nothing.
context: Good morning.\Hey.\Are you feeling better now?\Yeah.\I need to make up for the time I spent hospitalized.\You can keep that for a little longer.\Did you say something?\Nothing. response:	Stop eating already, Itsuki.
