context: Why did I do something that embarrassing? response:	I wanna die! I wanna die!
context: I think I can picture that.\And she really seemed to be enjoying herself.\She's always like that.\Hey, Hikigaya-kun...\Save me someday, okay?\Here.\Thanks. How much was it?\It's fine. response:	I wouldn't feel right taking money from someone who's sick.
context: And she really seemed to be enjoying herself.\She's always like that.\Hey, Hikigaya-kun...\Save me someday, okay?\Here.\Thanks. How much was it?\It's fine.\I wouldn't feel right taking money from someone who's sick. response:	But it doesn't work that way...
context: She's always like that.\Hey, Hikigaya-kun...\Save me someday, okay?\Here.\Thanks. How much was it?\It's fine.\I wouldn't feel right taking money from someone who's sick.\But it doesn't work that way... response:	Ambulances don't make you pay, do they?
context: Hey, Hikigaya-kun...\Save me someday, okay?\Here.\Thanks. How much was it?\It's fine.\I wouldn't feel right taking money from someone who's sick.\But it doesn't work that way...\Ambulances don't make you pay, do they? response:	Emergency rescue personnel receive appropriate pay...
context: Save me someday, okay?\Here.\Thanks. How much was it?\It's fine.\I wouldn't feel right taking money from someone who's sick.\But it doesn't work that way...\Ambulances don't make you pay, do they?\Emergency rescue personnel receive appropriate pay... response:	Something like this has happened before, hasn't it?
context: Here.\Thanks. How much was it?\It's fine.\I wouldn't feel right taking money from someone who's sick.\But it doesn't work that way...\Ambulances don't make you pay, do they?\Emergency rescue personnel receive appropriate pay...\Something like this has happened before, hasn't it? response:	Has it?
context: Thanks. How much was it?\It's fine.\I wouldn't feel right taking money from someone who's sick.\But it doesn't work that way...\Ambulances don't make you pay, do they?\Emergency rescue personnel receive appropriate pay...\Something like this has happened before, hasn't it?\Has it? response:	The prize that employee got for us.
context: It's fine.\I wouldn't feel right taking money from someone who's sick.\But it doesn't work that way...\Ambulances don't make you pay, do they?\Emergency rescue personnel receive appropriate pay...\Something like this has happened before, hasn't it?\Has it?\The prize that employee got for us. response:	Oh, yeah, that.
context: I wouldn't feel right taking money from someone who's sick.\But it doesn't work that way...\Ambulances don't make you pay, do they?\Emergency rescue personnel receive appropriate pay...\Something like this has happened before, hasn't it?\Has it?\The prize that employee got for us.\Oh, yeah, that. response:	We ran into my sister after that.
context: But it doesn't work that way...\Ambulances don't make you pay, do they?\Emergency rescue personnel receive appropriate pay...\Something like this has happened before, hasn't it?\Has it?\The prize that employee got for us.\Oh, yeah, that.\We ran into my sister after that. response:	Everything you said about her was right, even then. You surprised me.
context: Ambulances don't make you pay, do they?\Emergency rescue personnel receive appropriate pay...\Something like this has happened before, hasn't it?\Has it?\The prize that employee got for us.\Oh, yeah, that.\We ran into my sister after that.\Everything you said about her was right, even then. You surprised me. response:	It was just what came to mind when I saw her.
context: Emergency rescue personnel receive appropriate pay...\Something like this has happened before, hasn't it?\Has it?\The prize that employee got for us.\Oh, yeah, that.\We ran into my sister after that.\Everything you said about her was right, even then. You surprised me.\It was just what came to mind when I saw her. response:	Besides, even when people see through her, she doesn't try to put up a front.
context: Something like this has happened before, hasn't it?\Has it?\The prize that employee got for us.\Oh, yeah, that.\We ran into my sister after that.\Everything you said about her was right, even then. You surprised me.\It was just what came to mind when I saw her.\Besides, even when people see through her, she doesn't try to put up a front. response:	That's true.
context: Has it?\The prize that employee got for us.\Oh, yeah, that.\We ran into my sister after that.\Everything you said about her was right, even then. You surprised me.\It was just what came to mind when I saw her.\Besides, even when people see through her, she doesn't try to put up a front.\That's true. response:	I think that's one of her strong points.
context: The prize that employee got for us.\Oh, yeah, that.\We ran into my sister after that.\Everything you said about her was right, even then. You surprised me.\It was just what came to mind when I saw her.\Besides, even when people see through her, she doesn't try to put up a front.\That's true.\I think that's one of her strong points. response:	She's always been loved by many people.
context: Oh, yeah, that.\We ran into my sister after that.\Everything you said about her was right, even then. You surprised me.\It was just what came to mind when I saw her.\Besides, even when people see through her, she doesn't try to put up a front.\That's true.\I think that's one of her strong points.\She's always been loved by many people. response:	People said I was a good, quiet girl who didn't cause any trouble,
context: We ran into my sister after that.\Everything you said about her was right, even then. You surprised me.\It was just what came to mind when I saw her.\Besides, even when people see through her, she doesn't try to put up a front.\That's true.\I think that's one of her strong points.\She's always been loved by many people.\People said I was a good, quiet girl who didn't cause any trouble, response:	but I know that behind my back,
context: Everything you said about her was right, even then. You surprised me.\It was just what came to mind when I saw her.\Besides, even when people see through her, she doesn't try to put up a front.\That's true.\I think that's one of her strong points.\She's always been loved by many people.\People said I was a good, quiet girl who didn't cause any trouble,\but I know that behind my back, response:	they also said I was unfriendly and unlikable.
context: It was just what came to mind when I saw her.\Besides, even when people see through her, she doesn't try to put up a front.\That's true.\I think that's one of her strong points.\She's always been loved by many people.\People said I was a good, quiet girl who didn't cause any trouble,\but I know that behind my back,\they also said I was unfriendly and unlikable. response:	People said the same thing about me.
context: Besides, even when people see through her, she doesn't try to put up a front.\That's true.\I think that's one of her strong points.\She's always been loved by many people.\People said I was a good, quiet girl who didn't cause any trouble,\but I know that behind my back,\they also said I was unfriendly and unlikable.\People said the same thing about me. response:	In your case, wouldn't they say you were impudent, conceited, and a piece of trash?
context: That's true.\I think that's one of her strong points.\She's always been loved by many people.\People said I was a good, quiet girl who didn't cause any trouble,\but I know that behind my back,\they also said I was unfriendly and unlikable.\People said the same thing about me.\In your case, wouldn't they say you were impudent, conceited, and a piece of trash? response:	Hang on. That last one didn't really fit, did it?
context: I think that's one of her strong points.\She's always been loved by many people.\People said I was a good, quiet girl who didn't cause any trouble,\but I know that behind my back,\they also said I was unfriendly and unlikable.\People said the same thing about me.\In your case, wouldn't they say you were impudent, conceited, and a piece of trash?\Hang on. That last one didn't really fit, did it? response:	But I didn't know how I was expected to behave.
context: She's always been loved by many people.\People said I was a good, quiet girl who didn't cause any trouble,\but I know that behind my back,\they also said I was unfriendly and unlikable.\People said the same thing about me.\In your case, wouldn't they say you were impudent, conceited, and a piece of trash?\Hang on. That last one didn't really fit, did it?\But I didn't know how I was expected to behave. response:	Still thinking you want to be like her?
context: People said I was a good, quiet girl who didn't cause any trouble,\but I know that behind my back,\they also said I was unfriendly and unlikable.\People said the same thing about me.\In your case, wouldn't they say you were impudent, conceited, and a piece of trash?\Hang on. That last one didn't really fit, did it?\But I didn't know how I was expected to behave.\Still thinking you want to be like her? response:	I'm not sure... I don't think that so much right now.
context: but I know that behind my back,\they also said I was unfriendly and unlikable.\People said the same thing about me.\In your case, wouldn't they say you were impudent, conceited, and a piece of trash?\Hang on. That last one didn't really fit, did it?\But I didn't know how I was expected to behave.\Still thinking you want to be like her?\I'm not sure... I don't think that so much right now. response:	But she does have something that I don't.
context: they also said I was unfriendly and unlikable.\People said the same thing about me.\In your case, wouldn't they say you were impudent, conceited, and a piece of trash?\Hang on. That last one didn't really fit, did it?\But I didn't know how I was expected to behave.\Still thinking you want to be like her?\I'm not sure... I don't think that so much right now.\But she does have something that I don't. response:	And you want that?
context: People said the same thing about me.\In your case, wouldn't they say you were impudent, conceited, and a piece of trash?\Hang on. That last one didn't really fit, did it?\But I didn't know how I was expected to behave.\Still thinking you want to be like her?\I'm not sure... I don't think that so much right now.\But she does have something that I don't.\And you want that? response:	No.
context: In your case, wouldn't they say you were impudent, conceited, and a piece of trash?\Hang on. That last one didn't really fit, did it?\But I didn't know how I was expected to behave.\Still thinking you want to be like her?\I'm not sure... I don't think that so much right now.\But she does have something that I don't.\And you want that?\No. response:	I just ask myself why I don't have it.
context: Hang on. That last one didn't really fit, did it?\But I didn't know how I was expected to behave.\Still thinking you want to be like her?\I'm not sure... I don't think that so much right now.\But she does have something that I don't.\And you want that?\No.\I just ask myself why I don't have it. response:	The same goes for you.
context: But I didn't know how I was expected to behave.\Still thinking you want to be like her?\I'm not sure... I don't think that so much right now.\But she does have something that I don't.\And you want that?\No.\I just ask myself why I don't have it.\The same goes for you. response:	You have something that I don't.
context: Still thinking you want to be like her?\I'm not sure... I don't think that so much right now.\But she does have something that I don't.\And you want that?\No.\I just ask myself why I don't have it.\The same goes for you.\You have something that I don't. response:	We were never the least bit similar.
context: I'm not sure... I don't think that so much right now.\But she does have something that I don't.\And you want that?\No.\I just ask myself why I don't have it.\The same goes for you.\You have something that I don't.\We were never the least bit similar. response:	Of course we weren't.
context: But she does have something that I don't.\And you want that?\No.\I just ask myself why I don't have it.\The same goes for you.\You have something that I don't.\We were never the least bit similar.\Of course we weren't. response:	I think that's why I wanted something different.
context: And you want that?\No.\I just ask myself why I don't have it.\The same goes for you.\You have something that I don't.\We were never the least bit similar.\Of course we weren't.\I think that's why I wanted something different. response:	I realized that there was nothing I could do,
context: No.\I just ask myself why I don't have it.\The same goes for you.\You have something that I don't.\We were never the least bit similar.\Of course we weren't.\I think that's why I wanted something different.\I realized that there was nothing I could do, response:	so I started to want something you and my sister didn't have.
context: I just ask myself why I don't have it.\The same goes for you.\You have something that I don't.\We were never the least bit similar.\Of course we weren't.\I think that's why I wanted something different.\I realized that there was nothing I could do,\so I started to want something you and my sister didn't have. response:	I thought if I had that, I could be saved.
context: The same goes for you.\You have something that I don't.\We were never the least bit similar.\Of course we weren't.\I think that's why I wanted something different.\I realized that there was nothing I could do,\so I started to want something you and my sister didn't have.\I thought if I had that, I could be saved. response:	Had what?
context: You have something that I don't.\We were never the least bit similar.\Of course we weren't.\I think that's why I wanted something different.\I realized that there was nothing I could do,\so I started to want something you and my sister didn't have.\I thought if I had that, I could be saved.\Had what? response:	What, indeed?
context: We were never the least bit similar.\Of course we weren't.\I think that's why I wanted something different.\I realized that there was nothing I could do,\so I started to want something you and my sister didn't have.\I thought if I had that, I could be saved.\Had what?\What, indeed? response:	Sorry for going ahead without you!
context: Of course we weren't.\I think that's why I wanted something different.\I realized that there was nothing I could do,\so I started to want something you and my sister didn't have.\I thought if I had that, I could be saved.\Had what?\What, indeed?\Sorry for going ahead without you! response:	It's not a problem.
context: I think that's why I wanted something different.\I realized that there was nothing I could do,\so I started to want something you and my sister didn't have.\I thought if I had that, I could be saved.\Had what?\What, indeed?\Sorry for going ahead without you!\It's not a problem. response:	More importantly, did you take pictures of the parade?
context: I realized that there was nothing I could do,\so I started to want something you and my sister didn't have.\I thought if I had that, I could be saved.\Had what?\What, indeed?\Sorry for going ahead without you!\It's not a problem.\More importantly, did you take pictures of the parade? response:	Yeah! I got some of Pan-san, too!
context: so I started to want something you and my sister didn't have.\I thought if I had that, I could be saved.\Had what?\What, indeed?\Sorry for going ahead without you!\It's not a problem.\More importantly, did you take pictures of the parade?\Yeah! I got some of Pan-san, too! response:	May I check over the data?
context: I thought if I had that, I could be saved.\Had what?\What, indeed?\Sorry for going ahead without you!\It's not a problem.\More importantly, did you take pictures of the parade?\Yeah! I got some of Pan-san, too!\May I check over the data? response:	Um, if you'd said something, we could have gone there.
context: Had what?\What, indeed?\Sorry for going ahead without you!\It's not a problem.\More importantly, did you take pictures of the parade?\Yeah! I got some of Pan-san, too!\May I check over the data?\Um, if you'd said something, we could have gone there. response:	Huh? Where's Hayato?
context: What, indeed?\Sorry for going ahead without you!\It's not a problem.\More importantly, did you take pictures of the parade?\Yeah! I got some of Pan-san, too!\May I check over the data?\Um, if you'd said something, we could have gone there.\Huh? Where's Hayato? response:	Hey, Yumiko, over here!
context: Sorry for going ahead without you!\It's not a problem.\More importantly, did you take pictures of the parade?\Yeah! I got some of Pan-san, too!\May I check over the data?\Um, if you'd said something, we could have gone there.\Huh? Where's Hayato?\Hey, Yumiko, over here! response:	Wha Tobe, what are you doing?
context: It's not a problem.\More importantly, did you take pictures of the parade?\Yeah! I got some of Pan-san, too!\May I check over the data?\Um, if you'd said something, we could have gone there.\Huh? Where's Hayato?\Hey, Yumiko, over here!\Wha Tobe, what are you doing? response:	It's starting.
context: More importantly, did you take pictures of the parade?\Yeah! I got some of Pan-san, too!\May I check over the data?\Um, if you'd said something, we could have gone there.\Huh? Where's Hayato?\Hey, Yumiko, over here!\Wha Tobe, what are you doing?\It's starting. response:	Brings back memories, doesn't it?
context: Yeah! I got some of Pan-san, too!\May I check over the data?\Um, if you'd said something, we could have gone there.\Huh? Where's Hayato?\Hey, Yumiko, over here!\Wha Tobe, what are you doing?\It's starting.\Brings back memories, doesn't it? response:	I-Irohas?
context: May I check over the data?\Um, if you'd said something, we could have gone there.\Huh? Where's Hayato?\Hey, Yumiko, over here!\Wha Tobe, what are you doing?\It's starting.\Brings back memories, doesn't it?\I-Irohas? response:	Hey, Irohas!
context: Um, if you'd said something, we could have gone there.\Huh? Where's Hayato?\Hey, Yumiko, over here!\Wha Tobe, what are you doing?\It's starting.\Brings back memories, doesn't it?\I-Irohas?\Hey, Irohas! response:	And, Yukinoshita Yukino Is...
context: Huh? Where's Hayato?\Hey, Yumiko, over here!\Wha Tobe, what are you doing?\It's starting.\Brings back memories, doesn't it?\I-Irohas?\Hey, Irohas!\And, Yukinoshita Yukino Is... response:	10 The Thing That the Light in Each of Their Hands Shines On.
context: Hey, Yumiko, over here!\Wha Tobe, what are you doing?\It's starting.\Brings back memories, doesn't it?\I-Irohas?\Hey, Irohas!\And, Yukinoshita Yukino Is...\10 The Thing That the Light in Each of Their Hands Shines On. response:	Let it be said that of all who give gifts,
context: Wha Tobe, what are you doing?\It's starting.\Brings back memories, doesn't it?\I-Irohas?\Hey, Irohas!\And, Yukinoshita Yukino Is...\10 The Thing That the Light in Each of Their Hands Shines On.\Let it be said that of all who give gifts, response:	these two were the wisest.
context: It's starting.\Brings back memories, doesn't it?\I-Irohas?\Hey, Irohas!\And, Yukinoshita Yukino Is...\10 The Thing That the Light in Each of Their Hands Shines On.\Let it be said that of all who give gifts,\these two were the wisest. response:	Everywhere they are wisest.
context: Brings back memories, doesn't it?\I-Irohas?\Hey, Irohas!\And, Yukinoshita Yukino Is...\10 The Thing That the Light in Each of Their Hands Shines On.\Let it be said that of all who give gifts,\these two were the wisest.\Everywhere they are wisest. response:	They are the magi.
context: I-Irohas?\Hey, Irohas!\And, Yukinoshita Yukino Is...\10 The Thing That the Light in Each of Their Hands Shines On.\Let it be said that of all who give gifts,\these two were the wisest.\Everywhere they are wisest.\They are the magi. response:	Wait, really?
context: Hey, Irohas!\And, Yukinoshita Yukino Is...\10 The Thing That the Light in Each of Their Hands Shines On.\Let it be said that of all who give gifts,\these two were the wisest.\Everywhere they are wisest.\They are the magi.\Wait, really? response:	They should have talked it over more as a couple.
context: And, Yukinoshita Yukino Is...\10 The Thing That the Light in Each of Their Hands Shines On.\Let it be said that of all who give gifts,\these two were the wisest.\Everywhere they are wisest.\They are the magi.\Wait, really?\They should have talked it over more as a couple. response:	They don't communicate enough. They'll probably break up.
context: 10 The Thing That the Light in Each of Their Hands Shines On.\Let it be said that of all who give gifts,\these two were the wisest.\Everywhere they are wisest.\They are the magi.\Wait, really?\They should have talked it over more as a couple.\They don't communicate enough. They'll probably break up. response:	You're pretty ruthless, Rumi-Rumi.
context: Let it be said that of all who give gifts,\these two were the wisest.\Everywhere they are wisest.\They are the magi.\Wait, really?\They should have talked it over more as a couple.\They don't communicate enough. They'll probably break up.\You're pretty ruthless, Rumi-Rumi. response:	Don't call me Rumi-Rumi. It's creepy.
context: these two were the wisest.\Everywhere they are wisest.\They are the magi.\Wait, really?\They should have talked it over more as a couple.\They don't communicate enough. They'll probably break up.\You're pretty ruthless, Rumi-Rumi.\Don't call me Rumi-Rumi. It's creepy. response:	C-Creepy? I dare you to say that again!
context: Everywhere they are wisest.\They are the magi.\Wait, really?\They should have talked it over more as a couple.\They don't communicate enough. They'll probably break up.\You're pretty ruthless, Rumi-Rumi.\Don't call me Rumi-Rumi. It's creepy.\C-Creepy? I dare you to say that again! response:	I mean, please say it again.
context: They are the magi.\Wait, really?\They should have talked it over more as a couple.\They don't communicate enough. They'll probably break up.\You're pretty ruthless, Rumi-Rumi.\Don't call me Rumi-Rumi. It's creepy.\C-Creepy? I dare you to say that again!\I mean, please say it again. response:	Creepy.
context: Wait, really?\They should have talked it over more as a couple.\They don't communicate enough. They'll probably break up.\You're pretty ruthless, Rumi-Rumi.\Don't call me Rumi-Rumi. It's creepy.\C-Creepy? I dare you to say that again!\I mean, please say it again.\Creepy. response:	One more time! No, three more times!
context: They should have talked it over more as a couple.\They don't communicate enough. They'll probably break up.\You're pretty ruthless, Rumi-Rumi.\Don't call me Rumi-Rumi. It's creepy.\C-Creepy? I dare you to say that again!\I mean, please say it again.\Creepy.\One more time! No, three more times! response:	I'm surrounded by idiots.
