context: The culture festival is finally drawing near... response:	Yano, where are you?
context: Today, I heard a strange tale from a monk travelling the countryside.\He spoke of a golden lichen growing upon the peak of Mount Kyokurin...\And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope.\Yano can really be amazing at times...\Yano, that was wonderful! Your acting was spectacular!\Don't cry over it.\Thank you! Thank you!\You're amazing... I want to tell Yano that he's amazing... response:	But...
context: He spoke of a golden lichen growing upon the peak of Mount Kyokurin...\And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope.\Yano can really be amazing at times...\Yano, that was wonderful! Your acting was spectacular!\Don't cry over it.\Thank you! Thank you!\You're amazing... I want to tell Yano that he's amazing...\But... response:	But...
context: And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope.\Yano can really be amazing at times...\Yano, that was wonderful! Your acting was spectacular!\Don't cry over it.\Thank you! Thank you!\You're amazing... I want to tell Yano that he's amazing...\But...\But... response:	I should be memorizing my lines right now! I have to get all three down! All three!
context: Yano can really be amazing at times...\Yano, that was wonderful! Your acting was spectacular!\Don't cry over it.\Thank you! Thank you!\You're amazing... I want to tell Yano that he's amazing...\But...\But...\I should be memorizing my lines right now! I have to get all three down! All three! response:	Nana...
context: Yano, that was wonderful! Your acting was spectacular!\Don't cry over it.\Thank you! Thank you!\You're amazing... I want to tell Yano that he's amazing...\But...\But...\I should be memorizing my lines right now! I have to get all three down! All three!\Nana... response:	I see you're still as easy as ever...
context: Don't cry over it.\Thank you! Thank you!\You're amazing... I want to tell Yano that he's amazing...\But...\But...\I should be memorizing my lines right now! I have to get all three down! All three!\Nana...\I see you're still as easy as ever... response:	School Festival
context: Thank you! Thank you!\You're amazing... I want to tell Yano that he's amazing...\But...\But...\I should be memorizing my lines right now! I have to get all three down! All three!\Nana...\I see you're still as easy as ever...\School Festival response:	There's a huge crowd!
context: You're amazing... I want to tell Yano that he's amazing...\But...\But...\I should be memorizing my lines right now! I have to get all three down! All three!\Nana...\I see you're still as easy as ever...\School Festival\There's a huge crowd! response:	Yano's fame really is incredible!
context: But...\But...\I should be memorizing my lines right now! I have to get all three down! All three!\Nana...\I see you're still as easy as ever...\School Festival\There's a huge crowd!\Yano's fame really is incredible! response:	I hope this goes off well, Nana.
context: But...\I should be memorizing my lines right now! I have to get all three down! All three!\Nana...\I see you're still as easy as ever...\School Festival\There's a huge crowd!\Yano's fame really is incredible!\I hope this goes off well, Nana. response:	Book: The Peak of Hope
context: I should be memorizing my lines right now! I have to get all three down! All three!\Nana...\I see you're still as easy as ever...\School Festival\There's a huge crowd!\Yano's fame really is incredible!\I hope this goes off well, Nana.\Book: The Peak of Hope response:	She's still reading the script...
context: Nana...\I see you're still as easy as ever...\School Festival\There's a huge crowd!\Yano's fame really is incredible!\I hope this goes off well, Nana.\Book: The Peak of Hope\She's still reading the script... response:	Where is Yano, anyway?
context: I see you're still as easy as ever...\School Festival\There's a huge crowd!\Yano's fame really is incredible!\I hope this goes off well, Nana.\Book: The Peak of Hope\She's still reading the script...\Where is Yano, anyway? response:	Ah, he's changing right now.
context: School Festival\There's a huge crowd!\Yano's fame really is incredible!\I hope this goes off well, Nana.\Book: The Peak of Hope\She's still reading the script...\Where is Yano, anyway?\Ah, he's changing right now. response:	He's always doing things last minute...
context: There's a huge crowd!\Yano's fame really is incredible!\I hope this goes off well, Nana.\Book: The Peak of Hope\She's still reading the script...\Where is Yano, anyway?\Ah, he's changing right now.\He's always doing things last minute... response:	I'm not sure whether to call it airheadedness or what...
context: Yano's fame really is incredible!\I hope this goes off well, Nana.\Book: The Peak of Hope\She's still reading the script...\Where is Yano, anyway?\Ah, he's changing right now.\He's always doing things last minute...\I'm not sure whether to call it airheadedness or what... response:	Sir Samurai, please calm down.
context: I hope this goes off well, Nana.\Book: The Peak of Hope\She's still reading the script...\Where is Yano, anyway?\Ah, he's changing right now.\He's always doing things last minute...\I'm not sure whether to call it airheadedness or what...\Sir Samurai, please calm down. response:	Even though I'm just Village Girl 2 and I only have three lines...
context: Book: The Peak of Hope\She's still reading the script...\Where is Yano, anyway?\Ah, he's changing right now.\He's always doing things last minute...\I'm not sure whether to call it airheadedness or what...\Sir Samurai, please calm down.\Even though I'm just Village Girl 2 and I only have three lines... response:	Ah, Yano!
context: She's still reading the script...\Where is Yano, anyway?\Ah, he's changing right now.\He's always doing things last minute...\I'm not sure whether to call it airheadedness or what...\Sir Samurai, please calm down.\Even though I'm just Village Girl 2 and I only have three lines...\Ah, Yano! response:	Why are there so many people here?
context: Where is Yano, anyway?\Ah, he's changing right now.\He's always doing things last minute...\I'm not sure whether to call it airheadedness or what...\Sir Samurai, please calm down.\Even though I'm just Village Girl 2 and I only have three lines...\Ah, Yano!\Why are there so many people here? response:	What do you mean? They're all here to see you!
context: Ah, he's changing right now.\He's always doing things last minute...\I'm not sure whether to call it airheadedness or what...\Sir Samurai, please calm down.\Even though I'm just Village Girl 2 and I only have three lines...\Ah, Yano!\Why are there so many people here?\What do you mean? They're all here to see you! response:	Now, Yano-kun, we're counting on you today.
context: He's always doing things last minute...\I'm not sure whether to call it airheadedness or what...\Sir Samurai, please calm down.\Even though I'm just Village Girl 2 and I only have three lines...\Ah, Yano!\Why are there so many people here?\What do you mean? They're all here to see you!\Now, Yano-kun, we're counting on you today. response:	What was my first line again...?
context: I'm not sure whether to call it airheadedness or what...\Sir Samurai, please calm down.\Even though I'm just Village Girl 2 and I only have three lines...\Ah, Yano!\Why are there so many people here?\What do you mean? They're all here to see you!\Now, Yano-kun, we're counting on you today.\What was my first line again...? response:	Crap... I might've forgotten all my lines.
context: Sir Samurai, please calm down.\Even though I'm just Village Girl 2 and I only have three lines...\Ah, Yano!\Why are there so many people here?\What do you mean? They're all here to see you!\Now, Yano-kun, we're counting on you today.\What was my first line again...?\Crap... I might've forgotten all my lines. response:	F-First, calm down!
context: Even though I'm just Village Girl 2 and I only have three lines...\Ah, Yano!\Why are there so many people here?\What do you mean? They're all here to see you!\Now, Yano-kun, we're counting on you today.\What was my first line again...?\Crap... I might've forgotten all my lines.\F-First, calm down! response:	Take deep breaths! Deep breaths!
context: Ah, Yano!\Why are there so many people here?\What do you mean? They're all here to see you!\Now, Yano-kun, we're counting on you today.\What was my first line again...?\Crap... I might've forgotten all my lines.\F-First, calm down!\Take deep breaths! Deep breaths! response:	Just picture yourself doing it correctly!
context: Why are there so many people here?\What do you mean? They're all here to see you!\Now, Yano-kun, we're counting on you today.\What was my first line again...?\Crap... I might've forgotten all my lines.\F-First, calm down!\Take deep breaths! Deep breaths!\Just picture yourself doing it correctly! response:	Have some water!
context: What do you mean? They're all here to see you!\Now, Yano-kun, we're counting on you today.\What was my first line again...?\Crap... I might've forgotten all my lines.\F-First, calm down!\Take deep breaths! Deep breaths!\Just picture yourself doing it correctly!\Have some water! response:	The script, the script!
context: Now, Yano-kun, we're counting on you today.\What was my first line again...?\Crap... I might've forgotten all my lines.\F-First, calm down!\Take deep breaths! Deep breaths!\Just picture yourself doing it correctly!\Have some water!\The script, the script! response:	He doesn't have to read it! Yano will do just fine!
context: What was my first line again...?\Crap... I might've forgotten all my lines.\F-First, calm down!\Take deep breaths! Deep breaths!\Just picture yourself doing it correctly!\Have some water!\The script, the script!\He doesn't have to read it! Yano will do just fine! response:	Right, Yano?
context: Crap... I might've forgotten all my lines.\F-First, calm down!\Take deep breaths! Deep breaths!\Just picture yourself doing it correctly!\Have some water!\The script, the script!\He doesn't have to read it! Yano will do just fine!\Right, Yano? response:	Yeah.
context: F-First, calm down!\Take deep breaths! Deep breaths!\Just picture yourself doing it correctly!\Have some water!\The script, the script!\He doesn't have to read it! Yano will do just fine!\Right, Yano?\Yeah. response:	All right!
context: Take deep breaths! Deep breaths!\Just picture yourself doing it correctly!\Have some water!\The script, the script!\He doesn't have to read it! Yano will do just fine!\Right, Yano?\Yeah.\All right! response:	Okay, you're almost up.
context: Just picture yourself doing it correctly!\Have some water!\The script, the script!\He doesn't have to read it! Yano will do just fine!\Right, Yano?\Yeah.\All right!\Okay, you're almost up. response:	Yeah! You're on standby!
context: Have some water!\The script, the script!\He doesn't have to read it! Yano will do just fine!\Right, Yano?\Yeah.\All right!\Okay, you're almost up.\Yeah! You're on standby! response:	Yano-kun, go for it.
context: The script, the script!\He doesn't have to read it! Yano will do just fine!\Right, Yano?\Yeah.\All right!\Okay, you're almost up.\Yeah! You're on standby!\Yano-kun, go for it. response:	I said something unnecessary again...
context: He doesn't have to read it! Yano will do just fine!\Right, Yano?\Yeah.\All right!\Okay, you're almost up.\Yeah! You're on standby!\Yano-kun, go for it.\I said something unnecessary again... response:	Br...
context: Right, Yano?\Yeah.\All right!\Okay, you're almost up.\Yeah! You're on standby!\Yano-kun, go for it.\I said something unnecessary again...\Br... response:	Break a leg.
context: Yeah.\All right!\Okay, you're almost up.\Yeah! You're on standby!\Yano-kun, go for it.\I said something unnecessary again...\Br...\Break a leg. response:	Umm... there's something on that mountain over there. Er, what was it called again?
context: All right!\Okay, you're almost up.\Yeah! You're on standby!\Yano-kun, go for it.\I said something unnecessary again...\Br...\Break a leg.\Umm... there's something on that mountain over there. Er, what was it called again? response:	D-Do you mean Mount Kyokurin?
context: Okay, you're almost up.\Yeah! You're on standby!\Yano-kun, go for it.\I said something unnecessary again...\Br...\Break a leg.\Umm... there's something on that mountain over there. Er, what was it called again?\D-Do you mean Mount Kyokurin? response:	Ah, yeah! That one, that one.
context: Yeah! You're on standby!\Yano-kun, go for it.\I said something unnecessary again...\Br...\Break a leg.\Umm... there's something on that mountain over there. Er, what was it called again?\D-Do you mean Mount Kyokurin?\Ah, yeah! That one, that one. response:	It's supposed to have this so-called... Umm... what was it again?
context: Yano-kun, go for it.\I said something unnecessary again...\Br...\Break a leg.\Umm... there's something on that mountain over there. Er, what was it called again?\D-Do you mean Mount Kyokurin?\Ah, yeah! That one, that one.\It's supposed to have this so-called... Umm... what was it again? response:	The something-or-other peak.
context: I said something unnecessary again...\Br...\Break a leg.\Umm... there's something on that mountain over there. Er, what was it called again?\D-Do you mean Mount Kyokurin?\Ah, yeah! That one, that one.\It's supposed to have this so-called... Umm... what was it again?\The something-or-other peak. response:	It's the Peak of Hope!
context: Br...\Break a leg.\Umm... there's something on that mountain over there. Er, what was it called again?\D-Do you mean Mount Kyokurin?\Ah, yeah! That one, that one.\It's supposed to have this so-called... Umm... what was it again?\The something-or-other peak.\It's the Peak of Hope! response:	They like it...
context: Break a leg.\Umm... there's something on that mountain over there. Er, what was it called again?\D-Do you mean Mount Kyokurin?\Ah, yeah! That one, that one.\It's supposed to have this so-called... Umm... what was it again?\The something-or-other peak.\It's the Peak of Hope!\They like it... response:	Amazing...
context: Umm... there's something on that mountain over there. Er, what was it called again?\D-Do you mean Mount Kyokurin?\Ah, yeah! That one, that one.\It's supposed to have this so-called... Umm... what was it again?\The something-or-other peak.\It's the Peak of Hope!\They like it...\Amazing... response:	Even though all of his lines are random...
context: D-Do you mean Mount Kyokurin?\Ah, yeah! That one, that one.\It's supposed to have this so-called... Umm... what was it again?\The something-or-other peak.\It's the Peak of Hope!\They like it...\Amazing...\Even though all of his lines are random... response:	The audience hasn't realized.
context: Ah, yeah! That one, that one.\It's supposed to have this so-called... Umm... what was it again?\The something-or-other peak.\It's the Peak of Hope!\They like it...\Amazing...\Even though all of his lines are random...\The audience hasn't realized. response:	He has such a way with words...
context: It's supposed to have this so-called... Umm... what was it again?\The something-or-other peak.\It's the Peak of Hope!\They like it...\Amazing...\Even though all of his lines are random...\The audience hasn't realized.\He has such a way with words... response:	And that complete lack of stage fright...
context: The something-or-other peak.\It's the Peak of Hope!\They like it...\Amazing...\Even though all of his lines are random...\The audience hasn't realized.\He has such a way with words...\And that complete lack of stage fright... response:	He's strong in these serious events.
context: It's the Peak of Hope!\They like it...\Amazing...\Even though all of his lines are random...\The audience hasn't realized.\He has such a way with words...\And that complete lack of stage fright...\He's strong in these serious events. response:	It's such a pain, though...
context: They like it...\Amazing...\Even though all of his lines are random...\The audience hasn't realized.\He has such a way with words...\And that complete lack of stage fright...\He's strong in these serious events.\It's such a pain, though... response:	P-Please! We beg of you!
context: Amazing...\Even though all of his lines are random...\The audience hasn't realized.\He has such a way with words...\And that complete lack of stage fright...\He's strong in these serious events.\It's such a pain, though...\P-Please! We beg of you! response:	You don't have to be so protective of me like before.
context: Even though all of his lines are random...\The audience hasn't realized.\He has such a way with words...\And that complete lack of stage fright...\He's strong in these serious events.\It's such a pain, though...\P-Please! We beg of you!\You don't have to be so protective of me like before. response:	I was actually really happy.
context: The audience hasn't realized.\He has such a way with words...\And that complete lack of stage fright...\He's strong in these serious events.\It's such a pain, though...\P-Please! We beg of you!\You don't have to be so protective of me like before.\I was actually really happy. response:	I don't know which is the real Yano...
context: He has such a way with words...\And that complete lack of stage fright...\He's strong in these serious events.\It's such a pain, though...\P-Please! We beg of you!\You don't have to be so protective of me like before.\I was actually really happy.\I don't know which is the real Yano... response:	You're up.
context: And that complete lack of stage fright...\He's strong in these serious events.\It's such a pain, though...\P-Please! We beg of you!\You don't have to be so protective of me like before.\I was actually really happy.\I don't know which is the real Yano...\You're up. response:	You're
context: He's strong in these serious events.\It's such a pain, though...\P-Please! We beg of you!\You don't have to be so protective of me like before.\I was actually really happy.\I don't know which is the real Yano...\You're up.\You're response:	up.
context: It's such a pain, though...\P-Please! We beg of you!\You don't have to be so protective of me like before.\I was actually really happy.\I don't know which is the real Yano...\You're up.\You're\up. response:	Sir Samurai, please calm down!
context: P-Please! We beg of you!\You don't have to be so protective of me like before.\I was actually really happy.\I don't know which is the real Yano...\You're up.\You're\up.\Sir Samurai, please calm down! response:	I guess I will! If I were as out of hand as you, I'd fall over!
context: You don't have to be so protective of me like before.\I was actually really happy.\I don't know which is the real Yano...\You're up.\You're\up.\Sir Samurai, please calm down!\I guess I will! If I were as out of hand as you, I'd fall over! response:	Or could it be that they're all the real him?
context: I was actually really happy.\I don't know which is the real Yano...\You're up.\You're\up.\Sir Samurai, please calm down!\I guess I will! If I were as out of hand as you, I'd fall over!\Or could it be that they're all the real him? response:	All right! All right!
context: I don't know which is the real Yano...\You're up.\You're\up.\Sir Samurai, please calm down!\I guess I will! If I were as out of hand as you, I'd fall over!\Or could it be that they're all the real him?\All right! All right! response:	It was a huge success, huh?
context: You're up.\You're\up.\Sir Samurai, please calm down!\I guess I will! If I were as out of hand as you, I'd fall over!\Or could it be that they're all the real him?\All right! All right!\It was a huge success, huh? response:	Sign: Swordfish
context: You're\up.\Sir Samurai, please calm down!\I guess I will! If I were as out of hand as you, I'd fall over!\Or could it be that they're all the real him?\All right! All right!\It was a huge success, huh?\Sign: Swordfish response:	But anyway, this is really heavy!
context: up.\Sir Samurai, please calm down!\I guess I will! If I were as out of hand as you, I'd fall over!\Or could it be that they're all the real him?\All right! All right!\It was a huge success, huh?\Sign: Swordfish\But anyway, this is really heavy! response:	So this is how it ends, huh?
context: Sir Samurai, please calm down!\I guess I will! If I were as out of hand as you, I'd fall over!\Or could it be that they're all the real him?\All right! All right!\It was a huge success, huh?\Sign: Swordfish\But anyway, this is really heavy!\So this is how it ends, huh? response:	Nothing really happened...
context: I guess I will! If I were as out of hand as you, I'd fall over!\Or could it be that they're all the real him?\All right! All right!\It was a huge success, huh?\Sign: Swordfish\But anyway, this is really heavy!\So this is how it ends, huh?\Nothing really happened... response:	Coming through!
context: Or could it be that they're all the real him?\All right! All right!\It was a huge success, huh?\Sign: Swordfish\But anyway, this is really heavy!\So this is how it ends, huh?\Nothing really happened...\Coming through! response:	Ah, watch out.
context: All right! All right!\It was a huge success, huh?\Sign: Swordfish\But anyway, this is really heavy!\So this is how it ends, huh?\Nothing really happened...\Coming through!\Ah, watch out. response:	What's the matter, Nana?
context: It was a huge success, huh?\Sign: Swordfish\But anyway, this is really heavy!\So this is how it ends, huh?\Nothing really happened...\Coming through!\Ah, watch out.\What's the matter, Nana? response:	The top of my ring came off!
context: Sign: Swordfish\But anyway, this is really heavy!\So this is how it ends, huh?\Nothing really happened...\Coming through!\Ah, watch out.\What's the matter, Nana?\The top of my ring came off! response:	Ah, the one you bought for yourself?
context: But anyway, this is really heavy!\So this is how it ends, huh?\Nothing really happened...\Coming through!\Ah, watch out.\What's the matter, Nana?\The top of my ring came off!\Ah, the one you bought for yourself? response:	Nana, just give up on it.
context: So this is how it ends, huh?\Nothing really happened...\Coming through!\Ah, watch out.\What's the matter, Nana?\The top of my ring came off!\Ah, the one you bought for yourself?\Nana, just give up on it. response:	It'll be impossible to find.
context: Nothing really happened...\Coming through!\Ah, watch out.\What's the matter, Nana?\The top of my ring came off!\Ah, the one you bought for yourself?\Nana, just give up on it.\It'll be impossible to find. response:	I liked it, too...
context: Coming through!\Ah, watch out.\What's the matter, Nana?\The top of my ring came off!\Ah, the one you bought for yourself?\Nana, just give up on it.\It'll be impossible to find.\I liked it, too... response:	Ow.
context: Ah, watch out.\What's the matter, Nana?\The top of my ring came off!\Ah, the one you bought for yourself?\Nana, just give up on it.\It'll be impossible to find.\I liked it, too...\Ow. response:	What are you do-
context: What's the matter, Nana?\The top of my ring came off!\Ah, the one you bought for yourself?\Nana, just give up on it.\It'll be impossible to find.\I liked it, too...\Ow.\What are you do- response:	Weird ring.
context: The top of my ring came off!\Ah, the one you bought for yourself?\Nana, just give up on it.\It'll be impossible to find.\I liked it, too...\Ow.\What are you do-\Weird ring. response:	He surprised me...
context: Ah, the one you bought for yourself?\Nana, just give up on it.\It'll be impossible to find.\I liked it, too...\Ow.\What are you do-\Weird ring.\He surprised me... response:	Die, you jerk.
context: Nana, just give up on it.\It'll be impossible to find.\I liked it, too...\Ow.\What are you do-\Weird ring.\He surprised me...\Die, you jerk. response:	A person shouldn't go around telling people to die all the time.
context: It'll be impossible to find.\I liked it, too...\Ow.\What are you do-\Weird ring.\He surprised me...\Die, you jerk.\A person shouldn't go around telling people to die all the time. response:	Why's that?
context: I liked it, too...\Ow.\What are you do-\Weird ring.\He surprised me...\Die, you jerk.\A person shouldn't go around telling people to die all the time.\Why's that? response:	If I were to actually die tomorrow in a car accident or something...
context: Ow.\What are you do-\Weird ring.\He surprised me...\Die, you jerk.\A person shouldn't go around telling people to die all the time.\Why's that?\If I were to actually die tomorrow in a car accident or something... response:	As if something convenient like that would-
context: What are you do-\Weird ring.\He surprised me...\Die, you jerk.\A person shouldn't go around telling people to die all the time.\Why's that?\If I were to actually die tomorrow in a car accident or something...\As if something convenient like that would- response:	Did you tell her that...?
context: Weird ring.\He surprised me...\Die, you jerk.\A person shouldn't go around telling people to die all the time.\Why's that?\If I were to actually die tomorrow in a car accident or something...\As if something convenient like that would-\Did you tell her that...? response:	I'm not you.
context: He surprised me...\Die, you jerk.\A person shouldn't go around telling people to die all the time.\Why's that?\If I were to actually die tomorrow in a car accident or something...\As if something convenient like that would-\Did you tell her that...?\I'm not you. response:	So I don't say things like that!
context: Die, you jerk.\A person shouldn't go around telling people to die all the time.\Why's that?\If I were to actually die tomorrow in a car accident or something...\As if something convenient like that would-\Did you tell her that...?\I'm not you.\So I don't say things like that! response:	I'm different from the savage Takahashi!
context: A person shouldn't go around telling people to die all the time.\Why's that?\If I were to actually die tomorrow in a car accident or something...\As if something convenient like that would-\Did you tell her that...?\I'm not you.\So I don't say things like that!\I'm different from the savage Takahashi! response:	W-W-W-Wait a sec!
context: Why's that?\If I were to actually die tomorrow in a car accident or something...\As if something convenient like that would-\Did you tell her that...?\I'm not you.\So I don't say things like that!\I'm different from the savage Takahashi!\W-W-W-Wait a sec! response:	In the first place, saying die is so boringly simple.
context: If I were to actually die tomorrow in a car accident or something...\As if something convenient like that would-\Did you tell her that...?\I'm not you.\So I don't say things like that!\I'm different from the savage Takahashi!\W-W-W-Wait a sec!\In the first place, saying die is so boringly simple. response:	Boringly simple?
context: As if something convenient like that would-\Did you tell her that...?\I'm not you.\So I don't say things like that!\I'm different from the savage Takahashi!\W-W-W-Wait a sec!\In the first place, saying die is so boringly simple.\Boringly simple? response:	Okay. Then how about, I'll kill you, bitch?
context: Did you tell her that...?\I'm not you.\So I don't say things like that!\I'm different from the savage Takahashi!\W-W-W-Wait a sec!\In the first place, saying die is so boringly simple.\Boringly simple?\Okay. Then how about, I'll kill you, bitch? response:	Takahashi's of low character!
context: I'm not you.\So I don't say things like that!\I'm different from the savage Takahashi!\W-W-W-Wait a sec!\In the first place, saying die is so boringly simple.\Boringly simple?\Okay. Then how about, I'll kill you, bitch?\Takahashi's of low character! response:	Before I knew it, we were speaking normally...
context: So I don't say things like that!\I'm different from the savage Takahashi!\W-W-W-Wait a sec!\In the first place, saying die is so boringly simple.\Boringly simple?\Okay. Then how about, I'll kill you, bitch?\Takahashi's of low character!\Before I knew it, we were speaking normally... response:	Don't you think dying's such an easy way out?
context: I'm different from the savage Takahashi!\W-W-W-Wait a sec!\In the first place, saying die is so boringly simple.\Boringly simple?\Okay. Then how about, I'll kill you, bitch?\Takahashi's of low character!\Before I knew it, we were speaking normally...\Don't you think dying's such an easy way out? response:	Then, what would you do?
context: W-W-W-Wait a sec!\In the first place, saying die is so boringly simple.\Boringly simple?\Okay. Then how about, I'll kill you, bitch?\Takahashi's of low character!\Before I knew it, we were speaking normally...\Don't you think dying's such an easy way out?\Then, what would you do? response:	First, I'd break a person's fingers one by one...
context: In the first place, saying die is so boringly simple.\Boringly simple?\Okay. Then how about, I'll kill you, bitch?\Takahashi's of low character!\Before I knew it, we were speaking normally...\Don't you think dying's such an easy way out?\Then, what would you do?\First, I'd break a person's fingers one by one... response:	You don't have to keep going...
context: Boringly simple?\Okay. Then how about, I'll kill you, bitch?\Takahashi's of low character!\Before I knew it, we were speaking normally...\Don't you think dying's such an easy way out?\Then, what would you do?\First, I'd break a person's fingers one by one...\You don't have to keep going... response:	Let's just agree that you're a sadist.
context: Okay. Then how about, I'll kill you, bitch?\Takahashi's of low character!\Before I knew it, we were speaking normally...\Don't you think dying's such an easy way out?\Then, what would you do?\First, I'd break a person's fingers one by one...\You don't have to keep going...\Let's just agree that you're a sadist. response:	That's not what I meant, anyway.
context: Takahashi's of low character!\Before I knew it, we were speaking normally...\Don't you think dying's such an easy way out?\Then, what would you do?\First, I'd break a person's fingers one by one...\You don't have to keep going...\Let's just agree that you're a sadist.\That's not what I meant, anyway. response:	It's not that...
context: Before I knew it, we were speaking normally...\Don't you think dying's such an easy way out?\Then, what would you do?\First, I'd break a person's fingers one by one...\You don't have to keep going...\Let's just agree that you're a sadist.\That's not what I meant, anyway.\It's not that... response:	It's just that when you die, you don't feel anything or know what happened.
context: Don't you think dying's such an easy way out?\Then, what would you do?\First, I'd break a person's fingers one by one...\You don't have to keep going...\Let's just agree that you're a sadist.\That's not what I meant, anyway.\It's not that...\It's just that when you die, you don't feel anything or know what happened. response:	Isn't that too boring?
context: Then, what would you do?\First, I'd break a person's fingers one by one...\You don't have to keep going...\Let's just agree that you're a sadist.\That's not what I meant, anyway.\It's not that...\It's just that when you die, you don't feel anything or know what happened.\Isn't that too boring? response:	Umm...
context: First, I'd break a person's fingers one by one...\You don't have to keep going...\Let's just agree that you're a sadist.\That's not what I meant, anyway.\It's not that...\It's just that when you die, you don't feel anything or know what happened.\Isn't that too boring?\Umm... response:	It always feels like I'm about to understand him, but then he gets away...
context: You don't have to keep going...\Let's just agree that you're a sadist.\That's not what I meant, anyway.\It's not that...\It's just that when you die, you don't feel anything or know what happened.\Isn't that too boring?\Umm...\It always feels like I'm about to understand him, but then he gets away... response:	Love confession time!
context: Let's just agree that you're a sadist.\That's not what I meant, anyway.\It's not that...\It's just that when you die, you don't feel anything or know what happened.\Isn't that too boring?\Umm...\It always feels like I'm about to understand him, but then he gets away...\Love confession time! response:	I hear that during things like this, couples step forward and dance cheek-to-cheek!
context: That's not what I meant, anyway.\It's not that...\It's just that when you die, you don't feel anything or know what happened.\Isn't that too boring?\Umm...\It always feels like I'm about to understand him, but then he gets away...\Love confession time!\I hear that during things like this, couples step forward and dance cheek-to-cheek! response:	Oh, stop it!
context: It's not that...\It's just that when you die, you don't feel anything or know what happened.\Isn't that too boring?\Umm...\It always feels like I'm about to understand him, but then he gets away...\Love confession time!\I hear that during things like this, couples step forward and dance cheek-to-cheek!\Oh, stop it! response:	I wonder if someone's confessing to Yano right now...
context: It's just that when you die, you don't feel anything or know what happened.\Isn't that too boring?\Umm...\It always feels like I'm about to understand him, but then he gets away...\Love confession time!\I hear that during things like this, couples step forward and dance cheek-to-cheek!\Oh, stop it!\I wonder if someone's confessing to Yano right now... response:	I'm especially good at...
context: Isn't that too boring?\Umm...\It always feels like I'm about to understand him, but then he gets away...\Love confession time!\I hear that during things like this, couples step forward and dance cheek-to-cheek!\Oh, stop it!\I wonder if someone's confessing to Yano right now...\I'm especially good at... response:	Could you imagine if someone confessed to you?
context: Umm...\It always feels like I'm about to understand him, but then he gets away...\Love confession time!\I hear that during things like this, couples step forward and dance cheek-to-cheek!\Oh, stop it!\I wonder if someone's confessing to Yano right now...\I'm especially good at...\Could you imagine if someone confessed to you? response:	Where are you?
context: It always feels like I'm about to understand him, but then he gets away...\Love confession time!\I hear that during things like this, couples step forward and dance cheek-to-cheek!\Oh, stop it!\I wonder if someone's confessing to Yano right now...\I'm especially good at...\Could you imagine if someone confessed to you?\Where are you? response:	Takahashi.
context: Love confession time!\I hear that during things like this, couples step forward and dance cheek-to-cheek!\Oh, stop it!\I wonder if someone's confessing to Yano right now...\I'm especially good at...\Could you imagine if someone confessed to you?\Where are you?\Takahashi. response:	I'll give you something nice.
context: I hear that during things like this, couples step forward and dance cheek-to-cheek!\Oh, stop it!\I wonder if someone's confessing to Yano right now...\I'm especially good at...\Could you imagine if someone confessed to you?\Where are you?\Takahashi.\I'll give you something nice. response:	Ah, whoops. Wrong thing.
context: Oh, stop it!\I wonder if someone's confessing to Yano right now...\I'm especially good at...\Could you imagine if someone confessed to you?\Where are you?\Takahashi.\I'll give you something nice.\Ah, whoops. Wrong thing. response:	It's yours, right?
context: I wonder if someone's confessing to Yano right now...\I'm especially good at...\Could you imagine if someone confessed to you?\Where are you?\Takahashi.\I'll give you something nice.\Ah, whoops. Wrong thing.\It's yours, right? response:	Let me fix it for you.
context: I'm especially good at...\Could you imagine if someone confessed to you?\Where are you?\Takahashi.\I'll give you something nice.\Ah, whoops. Wrong thing.\It's yours, right?\Let me fix it for you. response:	Even if the ring's weird, I still feel kinda bad for it.
context: Could you imagine if someone confessed to you?\Where are you?\Takahashi.\I'll give you something nice.\Ah, whoops. Wrong thing.\It's yours, right?\Let me fix it for you.\Even if the ring's weird, I still feel kinda bad for it. response:	He's so cute...
context: Where are you?\Takahashi.\I'll give you something nice.\Ah, whoops. Wrong thing.\It's yours, right?\Let me fix it for you.\Even if the ring's weird, I still feel kinda bad for it.\He's so cute... response:	Hold out your right hand.
context: Takahashi.\I'll give you something nice.\Ah, whoops. Wrong thing.\It's yours, right?\Let me fix it for you.\Even if the ring's weird, I still feel kinda bad for it.\He's so cute...\Hold out your right hand. response:	It won't fit!
context: I'll give you something nice.\Ah, whoops. Wrong thing.\It's yours, right?\Let me fix it for you.\Even if the ring's weird, I still feel kinda bad for it.\He's so cute...\Hold out your right hand.\It won't fit! response:	You've put on weight, haven't you?
context: Ah, whoops. Wrong thing.\It's yours, right?\Let me fix it for you.\Even if the ring's weird, I still feel kinda bad for it.\He's so cute...\Hold out your right hand.\It won't fit!\You've put on weight, haven't you? response:	It doesn't go on my thumb!
context: It's yours, right?\Let me fix it for you.\Even if the ring's weird, I still feel kinda bad for it.\He's so cute...\Hold out your right hand.\It won't fit!\You've put on weight, haven't you?\It doesn't go on my thumb! response:	Then, on this finger.
