context: I accidentally studied during class today. response:	Now I'm all sleepy.
context: I think this should do the trick.\You fixed the desk that Masato broke?\Wow, you're pretty talented.\I'm actually a maintenance committee member.\It's usable, so I don't think you'll have to pay for it or anything.\Thank you!\Everyone will be glad to hear it.\I know I caused you a lot of trouble. response:	It's the least I could do.
context: You fixed the desk that Masato broke?\Wow, you're pretty talented.\I'm actually a maintenance committee member.\It's usable, so I don't think you'll have to pay for it or anything.\Thank you!\Everyone will be glad to hear it.\I know I caused you a lot of trouble.\It's the least I could do. response:	Were you that worried about it?
context: Wow, you're pretty talented.\I'm actually a maintenance committee member.\It's usable, so I don't think you'll have to pay for it or anything.\Thank you!\Everyone will be glad to hear it.\I know I caused you a lot of trouble.\It's the least I could do.\Were you that worried about it? response:	Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though.
context: I'm actually a maintenance committee member.\It's usable, so I don't think you'll have to pay for it or anything.\Thank you!\Everyone will be glad to hear it.\I know I caused you a lot of trouble.\It's the least I could do.\Were you that worried about it?\Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though. response:	I'm sure it'll be fine.
context: It's usable, so I don't think you'll have to pay for it or anything.\Thank you!\Everyone will be glad to hear it.\I know I caused you a lot of trouble.\It's the least I could do.\Were you that worried about it?\Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though.\I'm sure it'll be fine. response:	No, nobody trusts me after all.
context: Thank you!\Everyone will be glad to hear it.\I know I caused you a lot of trouble.\It's the least I could do.\Were you that worried about it?\Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though.\I'm sure it'll be fine.\No, nobody trusts me after all. response:	I'm always late, and I lie about everything.
context: Everyone will be glad to hear it.\I know I caused you a lot of trouble.\It's the least I could do.\Were you that worried about it?\Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though.\I'm sure it'll be fine.\No, nobody trusts me after all.\I'm always late, and I lie about everything. response:	Lie?
context: I know I caused you a lot of trouble.\It's the least I could do.\Were you that worried about it?\Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though.\I'm sure it'll be fine.\No, nobody trusts me after all.\I'm always late, and I lie about everything.\Lie? response:	About everything?
context: It's the least I could do.\Were you that worried about it?\Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though.\I'm sure it'll be fine.\No, nobody trusts me after all.\I'm always late, and I lie about everything.\Lie?\About everything? response:	Dunno.
context: Were you that worried about it?\Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though.\I'm sure it'll be fine.\No, nobody trusts me after all.\I'm always late, and I lie about everything.\Lie?\About everything?\Dunno. response:	Who knows!
context: Well, Futaki Kanata might not be as lenient since I'm the one who fixed it, though.\I'm sure it'll be fine.\No, nobody trusts me after all.\I'm always late, and I lie about everything.\Lie?\About everything?\Dunno.\Who knows! response:	Were you always good at that sort of thing?
context: I'm sure it'll be fine.\No, nobody trusts me after all.\I'm always late, and I lie about everything.\Lie?\About everything?\Dunno.\Who knows!\Were you always good at that sort of thing? response:	I guess...
context: No, nobody trusts me after all.\I'm always late, and I lie about everything.\Lie?\About everything?\Dunno.\Who knows!\Were you always good at that sort of thing?\I guess... response:	You acquired cans from the vending machine unlawfully earlier, am I correct?
context: I'm always late, and I lie about everything.\Lie?\About everything?\Dunno.\Who knows!\Were you always good at that sort of thing?\I guess...\You acquired cans from the vending machine unlawfully earlier, am I correct? response:	We have a witness.
context: Lie?\About everything?\Dunno.\Who knows!\Were you always good at that sort of thing?\I guess...\You acquired cans from the vending machine unlawfully earlier, am I correct?\We have a witness. response:	I believe an inspection is in order.
context: About everything?\Dunno.\Who knows!\Were you always good at that sort of thing?\I guess...\You acquired cans from the vending machine unlawfully earlier, am I correct?\We have a witness.\I believe an inspection is in order. response:	I see. So it was true.
context: Dunno.\Who knows!\Were you always good at that sort of thing?\I guess...\You acquired cans from the vending machine unlawfully earlier, am I correct?\We have a witness.\I believe an inspection is in order.\I see. So it was true. response:	How did you get these?
context: Who knows!\Were you always good at that sort of thing?\I guess...\You acquired cans from the vending machine unlawfully earlier, am I correct?\We have a witness.\I believe an inspection is in order.\I see. So it was true.\How did you get these? response:	I was incredibly lucky today!
context: Were you always good at that sort of thing?\I guess...\You acquired cans from the vending machine unlawfully earlier, am I correct?\We have a witness.\I believe an inspection is in order.\I see. So it was true.\How did you get these?\I was incredibly lucky today! response:	I won the roulette, got another one, and just when I went Yay! I won again!
context: I guess...\You acquired cans from the vending machine unlawfully earlier, am I correct?\We have a witness.\I believe an inspection is in order.\I see. So it was true.\How did you get these?\I was incredibly lucky today!\I won the roulette, got another one, and just when I went Yay! I won again! response:	I ended up with four in total!
context: You acquired cans from the vending machine unlawfully earlier, am I correct?\We have a witness.\I believe an inspection is in order.\I see. So it was true.\How did you get these?\I was incredibly lucky today!\I won the roulette, got another one, and just when I went Yay! I won again!\I ended up with four in total! response:	Impossible!
context: We have a witness.\I believe an inspection is in order.\I see. So it was true.\How did you get these?\I was incredibly lucky today!\I won the roulette, got another one, and just when I went Yay! I won again!\I ended up with four in total!\Impossible! response:	Who'd believe a liar like you?
context: I believe an inspection is in order.\I see. So it was true.\How did you get these?\I was incredibly lucky today!\I won the roulette, got another one, and just when I went Yay! I won again!\I ended up with four in total!\Impossible!\Who'd believe a liar like you? response:	Anyway, you're coming with us.
context: I see. So it was true.\How did you get these?\I was incredibly lucky today!\I won the roulette, got another one, and just when I went Yay! I won again!\I ended up with four in total!\Impossible!\Who'd believe a liar like you?\Anyway, you're coming with us. response:	I'm innocent, I swear!
context: How did you get these?\I was incredibly lucky today!\I won the roulette, got another one, and just when I went Yay! I won again!\I ended up with four in total!\Impossible!\Who'd believe a liar like you?\Anyway, you're coming with us.\I'm innocent, I swear! response:	Hey, are you listening to me?!
context: I was incredibly lucky today!\I won the roulette, got another one, and just when I went Yay! I won again!\I ended up with four in total!\Impossible!\Who'd believe a liar like you?\Anyway, you're coming with us.\I'm innocent, I swear!\Hey, are you listening to me?! response:	Let me go! Let me go!
context: I won the roulette, got another one, and just when I went Yay! I won again!\I ended up with four in total!\Impossible!\Who'd believe a liar like you?\Anyway, you're coming with us.\I'm innocent, I swear!\Hey, are you listening to me?!\Let me go! Let me go! response:	Wait!
context: I ended up with four in total!\Impossible!\Who'd believe a liar like you?\Anyway, you're coming with us.\I'm innocent, I swear!\Hey, are you listening to me?!\Let me go! Let me go!\Wait! response:	Stop, Futaki-san!
context: Impossible!\Who'd believe a liar like you?\Anyway, you're coming with us.\I'm innocent, I swear!\Hey, are you listening to me?!\Let me go! Let me go!\Wait!\Stop, Futaki-san! response:	You shouldn't assume she's guilty!
context: Who'd believe a liar like you?\Anyway, you're coming with us.\I'm innocent, I swear!\Hey, are you listening to me?!\Let me go! Let me go!\Wait!\Stop, Futaki-san!\You shouldn't assume she's guilty! response:	Saigusa-san isn't the type of person who would do that!
context: Anyway, you're coming with us.\I'm innocent, I swear!\Hey, are you listening to me?!\Let me go! Let me go!\Wait!\Stop, Futaki-san!\You shouldn't assume she's guilty!\Saigusa-san isn't the type of person who would do that! response:	Hey, what's up, Riki?
context: I'm innocent, I swear!\Hey, are you listening to me?!\Let me go! Let me go!\Wait!\Stop, Futaki-san!\You shouldn't assume she's guilty!\Saigusa-san isn't the type of person who would do that!\Hey, what's up, Riki? response:	Everyone was worried since you took so long...
context: Hey, are you listening to me?!\Let me go! Let me go!\Wait!\Stop, Futaki-san!\You shouldn't assume she's guilty!\Saigusa-san isn't the type of person who would do that!\Hey, what's up, Riki?\Everyone was worried since you took so long... response:	Huh?
context: Let me go! Let me go!\Wait!\Stop, Futaki-san!\You shouldn't assume she's guilty!\Saigusa-san isn't the type of person who would do that!\Hey, what's up, Riki?\Everyone was worried since you took so long...\Huh? response:	What's going on here?
context: Wait!\Stop, Futaki-san!\You shouldn't assume she's guilty!\Saigusa-san isn't the type of person who would do that!\Hey, what's up, Riki?\Everyone was worried since you took so long...\Huh?\What's going on here? response:	Dunno.
context: Stop, Futaki-san!\You shouldn't assume she's guilty!\Saigusa-san isn't the type of person who would do that!\Hey, what's up, Riki?\Everyone was worried since you took so long...\Huh?\What's going on here?\Dunno. response:	Naoe-kun, was it?
context: You shouldn't assume she's guilty!\Saigusa-san isn't the type of person who would do that!\Hey, what's up, Riki?\Everyone was worried since you took so long...\Huh?\What's going on here?\Dunno.\Naoe-kun, was it? response:	This has nothing to do with you.
context: Saigusa-san isn't the type of person who would do that!\Hey, what's up, Riki?\Everyone was worried since you took so long...\Huh?\What's going on here?\Dunno.\Naoe-kun, was it?\This has nothing to do with you. response:	You have no proof.
context: Hey, what's up, Riki?\Everyone was worried since you took so long...\Huh?\What's going on here?\Dunno.\Naoe-kun, was it?\This has nothing to do with you.\You have no proof. response:	Judging her solely by your impression of her is going too far,
context: Everyone was worried since you took so long...\Huh?\What's going on here?\Dunno.\Naoe-kun, was it?\This has nothing to do with you.\You have no proof.\Judging her solely by your impression of her is going too far, response:	both as a disciplinary committee member and as a human being!
context: Huh?\What's going on here?\Dunno.\Naoe-kun, was it?\This has nothing to do with you.\You have no proof.\Judging her solely by your impression of her is going too far,\both as a disciplinary committee member and as a human being! response:	She's guilty of repeatedly skipping classes and being late!
context: What's going on here?\Dunno.\Naoe-kun, was it?\This has nothing to do with you.\You have no proof.\Judging her solely by your impression of her is going too far,\both as a disciplinary committee member and as a human being!\She's guilty of repeatedly skipping classes and being late! response:	Of course she's lying!
context: Dunno.\Naoe-kun, was it?\This has nothing to do with you.\You have no proof.\Judging her solely by your impression of her is going too far,\both as a disciplinary committee member and as a human being!\She's guilty of repeatedly skipping classes and being late!\Of course she's lying! response:	Even if she's telling the truth,
context: Naoe-kun, was it?\This has nothing to do with you.\You have no proof.\Judging her solely by your impression of her is going too far,\both as a disciplinary committee member and as a human being!\She's guilty of repeatedly skipping classes and being late!\Of course she's lying!\Even if she's telling the truth, response:	winning a roulette in a vending machine is unfair to those who actually pay!
context: This has nothing to do with you.\You have no proof.\Judging her solely by your impression of her is going too far,\both as a disciplinary committee member and as a human being!\She's guilty of repeatedly skipping classes and being late!\Of course she's lying!\Even if she's telling the truth,\winning a roulette in a vending machine is unfair to those who actually pay! response:	She shouldn't have played it!
context: You have no proof.\Judging her solely by your impression of her is going too far,\both as a disciplinary committee member and as a human being!\She's guilty of repeatedly skipping classes and being late!\Of course she's lying!\Even if she's telling the truth,\winning a roulette in a vending machine is unfair to those who actually pay!\She shouldn't have played it! response:	Exactly! Why should this slacker deserve to get all that for free?
context: Judging her solely by your impression of her is going too far,\both as a disciplinary committee member and as a human being!\She's guilty of repeatedly skipping classes and being late!\Of course she's lying!\Even if she's telling the truth,\winning a roulette in a vending machine is unfair to those who actually pay!\She shouldn't have played it!\Exactly! Why should this slacker deserve to get all that for free? response:	If you're saying that that's the problem...
context: both as a disciplinary committee member and as a human being!\She's guilty of repeatedly skipping classes and being late!\Of course she's lying!\Even if she's telling the truth,\winning a roulette in a vending machine is unfair to those who actually pay!\She shouldn't have played it!\Exactly! Why should this slacker deserve to get all that for free?\If you're saying that that's the problem... response:	Then you'll leave her alone if you get payment for those cans, right?
context: She's guilty of repeatedly skipping classes and being late!\Of course she's lying!\Even if she's telling the truth,\winning a roulette in a vending machine is unfair to those who actually pay!\She shouldn't have played it!\Exactly! Why should this slacker deserve to get all that for free?\If you're saying that that's the problem...\Then you'll leave her alone if you get payment for those cans, right? response:	I need 300 more...
context: Of course she's lying!\Even if she's telling the truth,\winning a roulette in a vending machine is unfair to those who actually pay!\She shouldn't have played it!\Exactly! Why should this slacker deserve to get all that for free?\If you're saying that that's the problem...\Then you'll leave her alone if you get payment for those cans, right?\I need 300 more... response:	Don't you two have any?
context: Even if she's telling the truth,\winning a roulette in a vending machine is unfair to those who actually pay!\She shouldn't have played it!\Exactly! Why should this slacker deserve to get all that for free?\If you're saying that that's the problem...\Then you'll leave her alone if you get payment for those cans, right?\I need 300 more...\Don't you two have any? response:	I don't know what this is all about, but...
context: winning a roulette in a vending machine is unfair to those who actually pay!\She shouldn't have played it!\Exactly! Why should this slacker deserve to get all that for free?\If you're saying that that's the problem...\Then you'll leave her alone if you get payment for those cans, right?\I need 300 more...\Don't you two have any?\I don't know what this is all about, but... response:	Riki says he needs it, so he needs it.
context: She shouldn't have played it!\Exactly! Why should this slacker deserve to get all that for free?\If you're saying that that's the problem...\Then you'll leave her alone if you get payment for those cans, right?\I need 300 more...\Don't you two have any?\I don't know what this is all about, but...\Riki says he needs it, so he needs it. response:	Come on now.
context: Exactly! Why should this slacker deserve to get all that for free?\If you're saying that that's the problem...\Then you'll leave her alone if you get payment for those cans, right?\I need 300 more...\Don't you two have any?\I don't know what this is all about, but...\Riki says he needs it, so he needs it.\Come on now. response:	That's a total of three hundred and twenty...
context: If you're saying that that's the problem...\Then you'll leave her alone if you get payment for those cans, right?\I need 300 more...\Don't you two have any?\I don't know what this is all about, but...\Riki says he needs it, so he needs it.\Come on now.\That's a total of three hundred and twenty... response:	I'll pay you back later!
context: Then you'll leave her alone if you get payment for those cans, right?\I need 300 more...\Don't you two have any?\I don't know what this is all about, but...\Riki says he needs it, so he needs it.\Come on now.\That's a total of three hundred and twenty...\I'll pay you back later! response:	Sure.
context: I need 300 more...\Don't you two have any?\I don't know what this is all about, but...\Riki says he needs it, so he needs it.\Come on now.\That's a total of three hundred and twenty...\I'll pay you back later!\Sure. response:	That's enough!
context: Don't you two have any?\I don't know what this is all about, but...\Riki says he needs it, so he needs it.\Come on now.\That's a total of three hundred and twenty...\I'll pay you back later!\Sure.\That's enough! response:	That's enough?
context: I don't know what this is all about, but...\Riki says he needs it, so he needs it.\Come on now.\That's a total of three hundred and twenty...\I'll pay you back later!\Sure.\That's enough!\That's enough? response:	Let's go, it's time to go on patrol!
context: Riki says he needs it, so he needs it.\Come on now.\That's a total of three hundred and twenty...\I'll pay you back later!\Sure.\That's enough!\That's enough?\Let's go, it's time to go on patrol! response:	Excuse me...
context: Come on now.\That's a total of three hundred and twenty...\I'll pay you back later!\Sure.\That's enough!\That's enough?\Let's go, it's time to go on patrol!\Excuse me... response:	Stop dawdling around!
context: That's a total of three hundred and twenty...\I'll pay you back later!\Sure.\That's enough!\That's enough?\Let's go, it's time to go on patrol!\Excuse me...\Stop dawdling around! response:	We'll leave her punishment for the next time she causes trouble.
context: I'll pay you back later!\Sure.\That's enough!\That's enough?\Let's go, it's time to go on patrol!\Excuse me...\Stop dawdling around!\We'll leave her punishment for the next time she causes trouble. response:	Well, geez...
context: Sure.\That's enough!\That's enough?\Let's go, it's time to go on patrol!\Excuse me...\Stop dawdling around!\We'll leave her punishment for the next time she causes trouble.\Well, geez... response:	What if everything I said was a lie?
context: That's enough!\That's enough?\Let's go, it's time to go on patrol!\Excuse me...\Stop dawdling around!\We'll leave her punishment for the next time she causes trouble.\Well, geez...\What if everything I said was a lie? response:	You're not a liar, Saigusa-san.
context: That's enough?\Let's go, it's time to go on patrol!\Excuse me...\Stop dawdling around!\We'll leave her punishment for the next time she causes trouble.\Well, geez...\What if everything I said was a lie?\You're not a liar, Saigusa-san. response:	You do play tricks sometimes, though.
context: Let's go, it's time to go on patrol!\Excuse me...\Stop dawdling around!\We'll leave her punishment for the next time she causes trouble.\Well, geez...\What if everything I said was a lie?\You're not a liar, Saigusa-san.\You do play tricks sometimes, though. response:	Wow, you're so gullible.
context: Excuse me...\Stop dawdling around!\We'll leave her punishment for the next time she causes trouble.\Well, geez...\What if everything I said was a lie?\You're not a liar, Saigusa-san.\You do play tricks sometimes, though.\Wow, you're so gullible. response:	You're such a softy.
context: Stop dawdling around!\We'll leave her punishment for the next time she causes trouble.\Well, geez...\What if everything I said was a lie?\You're not a liar, Saigusa-san.\You do play tricks sometimes, though.\Wow, you're so gullible.\You're such a softy. response:	What?
context: We'll leave her punishment for the next time she causes trouble.\Well, geez...\What if everything I said was a lie?\You're not a liar, Saigusa-san.\You do play tricks sometimes, though.\Wow, you're so gullible.\You're such a softy.\What? response:	I still don't get what's going on.
context: Well, geez...\What if everything I said was a lie?\You're not a liar, Saigusa-san.\You do play tricks sometimes, though.\Wow, you're so gullible.\You're such a softy.\What?\I still don't get what's going on. response:	What's up with Saigusa?
context: What if everything I said was a lie?\You're not a liar, Saigusa-san.\You do play tricks sometimes, though.\Wow, you're so gullible.\You're such a softy.\What?\I still don't get what's going on.\What's up with Saigusa? response:	You see, Saigusa-san wanted...
context: You're not a liar, Saigusa-san.\You do play tricks sometimes, though.\Wow, you're so gullible.\You're such a softy.\What?\I still don't get what's going on.\What's up with Saigusa?\You see, Saigusa-san wanted... response:	Haru-chan wanted?
context: You do play tricks sometimes, though.\Wow, you're so gullible.\You're such a softy.\What?\I still don't get what's going on.\What's up with Saigusa?\You see, Saigusa-san wanted...\Haru-chan wanted? response:	Are you serious?
context: Wow, you're so gullible.\You're such a softy.\What?\I still don't get what's going on.\What's up with Saigusa?\You see, Saigusa-san wanted...\Haru-chan wanted?\Are you serious? response:	Yay! Another new member!
context: You're such a softy.\What?\I still don't get what's going on.\What's up with Saigusa?\You see, Saigusa-san wanted...\Haru-chan wanted?\Are you serious?\Yay! Another new member! response:	Hooray!
context: What?\I still don't get what's going on.\What's up with Saigusa?\You see, Saigusa-san wanted...\Haru-chan wanted?\Are you serious?\Yay! Another new member!\Hooray! response:	It's not my fault if something crazy happens!
context: I still don't get what's going on.\What's up with Saigusa?\You see, Saigusa-san wanted...\Haru-chan wanted?\Are you serious?\Yay! Another new member!\Hooray!\It's not my fault if something crazy happens! response:	Alright, let's have another membership test.
context: What's up with Saigusa?\You see, Saigusa-san wanted...\Haru-chan wanted?\Are you serious?\Yay! Another new member!\Hooray!\It's not my fault if something crazy happens!\Alright, let's have another membership test. response:	Saigusa, what do you feel with that mitt on your hand?
context: You see, Saigusa-san wanted...\Haru-chan wanted?\Are you serious?\Yay! Another new member!\Hooray!\It's not my fault if something crazy happens!\Alright, let's have another membership test.\Saigusa, what do you feel with that mitt on your hand? response:	MMM! The scent of youth!
context: Haru-chan wanted?\Are you serious?\Yay! Another new member!\Hooray!\It's not my fault if something crazy happens!\Alright, let's have another membership test.\Saigusa, what do you feel with that mitt on your hand?\MMM! The scent of youth! response:	Perfect! You pass!
context: Are you serious?\Yay! Another new member!\Hooray!\It's not my fault if something crazy happens!\Alright, let's have another membership test.\Saigusa, what do you feel with that mitt on your hand?\MMM! The scent of youth!\Perfect! You pass! response:	From today on, you're one of the Little Busters!
context: Yay! Another new member!\Hooray!\It's not my fault if something crazy happens!\Alright, let's have another membership test.\Saigusa, what do you feel with that mitt on your hand?\MMM! The scent of youth!\Perfect! You pass!\From today on, you're one of the Little Busters! response:	Hooray! Yay!
context: Hooray!\It's not my fault if something crazy happens!\Alright, let's have another membership test.\Saigusa, what do you feel with that mitt on your hand?\MMM! The scent of youth!\Perfect! You pass!\From today on, you're one of the Little Busters!\Hooray! Yay! response:	Well, fine by me.
context: It's not my fault if something crazy happens!\Alright, let's have another membership test.\Saigusa, what do you feel with that mitt on your hand?\MMM! The scent of youth!\Perfect! You pass!\From today on, you're one of the Little Busters!\Hooray! Yay!\Well, fine by me. response:	If someone stupider than me joins, I'll look better than more of you.
context: Alright, let's have another membership test.\Saigusa, what do you feel with that mitt on your hand?\MMM! The scent of youth!\Perfect! You pass!\From today on, you're one of the Little Busters!\Hooray! Yay!\Well, fine by me.\If someone stupider than me joins, I'll look better than more of you. response:	Don't call her stupid, Trash.
context: Saigusa, what do you feel with that mitt on your hand?\MMM! The scent of youth!\Perfect! You pass!\From today on, you're one of the Little Busters!\Hooray! Yay!\Well, fine by me.\If someone stupider than me joins, I'll look better than more of you.\Don't call her stupid, Trash. response:	What?! You're still calling me that?!
context: MMM! The scent of youth!\Perfect! You pass!\From today on, you're one of the Little Busters!\Hooray! Yay!\Well, fine by me.\If someone stupider than me joins, I'll look better than more of you.\Don't call her stupid, Trash.\What?! You're still calling me that?! response:	What if we called you Retard instead?
context: Perfect! You pass!\From today on, you're one of the Little Busters!\Hooray! Yay!\Well, fine by me.\If someone stupider than me joins, I'll look better than more of you.\Don't call her stupid, Trash.\What?! You're still calling me that?!\What if we called you Retard instead? response:	Huh?
context: From today on, you're one of the Little Busters!\Hooray! Yay!\Well, fine by me.\If someone stupider than me joins, I'll look better than more of you.\Don't call her stupid, Trash.\What?! You're still calling me that?!\What if we called you Retard instead?\Huh? response:	Retard! Retard! Retard!
context: Hooray! Yay!\Well, fine by me.\If someone stupider than me joins, I'll look better than more of you.\Don't call her stupid, Trash.\What?! You're still calling me that?!\What if we called you Retard instead?\Huh?\Retard! Retard! Retard! response:	I'm serious! Who's the retard here?!
context: Well, fine by me.\If someone stupider than me joins, I'll look better than more of you.\Don't call her stupid, Trash.\What?! You're still calling me that?!\What if we called you Retard instead?\Huh?\Retard! Retard! Retard!\I'm serious! Who's the retard here?! response:	Stop it!
context: If someone stupider than me joins, I'll look better than more of you.\Don't call her stupid, Trash.\What?! You're still calling me that?!\What if we called you Retard instead?\Huh?\Retard! Retard! Retard!\I'm serious! Who's the retard here?!\Stop it! response:	Anything but that!
context: Don't call her stupid, Trash.\What?! You're still calling me that?!\What if we called you Retard instead?\Huh?\Retard! Retard! Retard!\I'm serious! Who's the retard here?!\Stop it!\Anything but that! response:	Wafu!
context: What?! You're still calling me that?!\What if we called you Retard instead?\Huh?\Retard! Retard! Retard!\I'm serious! Who's the retard here?!\Stop it!\Anything but that!\Wafu! response:	I'm looking for a roommate!
context: What if we called you Retard instead?\Huh?\Retard! Retard! Retard!\I'm serious! Who's the retard here?!\Stop it!\Anything but that!\Wafu!\I'm looking for a roommate! response:	What?! Riki's going to be Kud-o's roommate?!
context: Huh?\Retard! Retard! Retard!\I'm serious! Who's the retard here?!\Stop it!\Anything but that!\Wafu!\I'm looking for a roommate!\What?! Riki's going to be Kud-o's roommate?! response:	Um, you know, I'm a guy...
context: Retard! Retard! Retard!\I'm serious! Who's the retard here?!\Stop it!\Anything but that!\Wafu!\I'm looking for a roommate!\What?! Riki's going to be Kud-o's roommate?!\Um, you know, I'm a guy... response:	It's a mission, start time!
context: I'm serious! Who's the retard here?!\Stop it!\Anything but that!\Wafu!\I'm looking for a roommate!\What?! Riki's going to be Kud-o's roommate?!\Um, you know, I'm a guy...\It's a mission, start time! response:	Mon Petit
context: Stop it!\Anything but that!\Wafu!\I'm looking for a roommate!\What?! Riki's going to be Kud-o's roommate?!\Um, you know, I'm a guy...\It's a mission, start time!\Mon Petit response:	Mon Petit
context: Anything but that!\Wafu!\I'm looking for a roommate!\What?! Riki's going to be Kud-o's roommate?!\Um, you know, I'm a guy...\It's a mission, start time!\Mon Petit\Mon Petit response:	Mon Petit
context: Wafu!\I'm looking for a roommate!\What?! Riki's going to be Kud-o's roommate?!\Um, you know, I'm a guy...\It's a mission, start time!\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: I'm looking for a roommate!\What?! Riki's going to be Kud-o's roommate?!\Um, you know, I'm a guy...\It's a mission, start time!\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: What?! Riki's going to be Kud-o's roommate?!\Um, you know, I'm a guy...\It's a mission, start time!\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Um, you know, I'm a guy...\It's a mission, start time!\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: It's a mission, start time!\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
context: Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit\Mon Petit response:	Mon Petit
