context: Some villagers lost their lives in the attack. response:	We're at war with a raccoon dog.
context: Saizo...\What's a ninja doing charging in head on?\How far did you fall?\Did you die?\I get it.\You're an absolutely terrible guy.\Two can play that game!\I like that look. response:	Yes, that's it.
context: What's a ninja doing charging in head on?\How far did you fall?\Did you die?\I get it.\You're an absolutely terrible guy.\Two can play that game!\I like that look.\Yes, that's it. response:	That's the sort of man you are.
context: How far did you fall?\Did you die?\I get it.\You're an absolutely terrible guy.\Two can play that game!\I like that look.\Yes, that's it.\That's the sort of man you are. response:	The smell of blood, those eyes...
context: Did you die?\I get it.\You're an absolutely terrible guy.\Two can play that game!\I like that look.\Yes, that's it.\That's the sort of man you are.\The smell of blood, those eyes... response:	Those eyes have seen deep darkness.
context: I get it.\You're an absolutely terrible guy.\Two can play that game!\I like that look.\Yes, that's it.\That's the sort of man you are.\The smell of blood, those eyes...\Those eyes have seen deep darkness. response:	You've killed as many... No, more than me, haven't you?
context: You're an absolutely terrible guy.\Two can play that game!\I like that look.\Yes, that's it.\That's the sort of man you are.\The smell of blood, those eyes...\Those eyes have seen deep darkness.\You've killed as many... No, more than me, haven't you? response:	Are you out of gas?
context: Two can play that game!\I like that look.\Yes, that's it.\That's the sort of man you are.\The smell of blood, those eyes...\Those eyes have seen deep darkness.\You've killed as many... No, more than me, haven't you?\Are you out of gas? response:	Your back's wide open!
context: I like that look.\Yes, that's it.\That's the sort of man you are.\The smell of blood, those eyes...\Those eyes have seen deep darkness.\You've killed as many... No, more than me, haven't you?\Are you out of gas?\Your back's wide open! response:	That hurt!
context: Yes, that's it.\That's the sort of man you are.\The smell of blood, those eyes...\Those eyes have seen deep darkness.\You've killed as many... No, more than me, haven't you?\Are you out of gas?\Your back's wide open!\That hurt! response:	Bring it on.
context: That's the sort of man you are.\The smell of blood, those eyes...\Those eyes have seen deep darkness.\You've killed as many... No, more than me, haven't you?\Are you out of gas?\Your back's wide open!\That hurt!\Bring it on. response:	A bloodthirsty man like you...
context: The smell of blood, those eyes...\Those eyes have seen deep darkness.\You've killed as many... No, more than me, haven't you?\Are you out of gas?\Your back's wide open!\That hurt!\Bring it on.\A bloodthirsty man like you... response:	Don't you enjoy the sight of blood?
context: Those eyes have seen deep darkness.\You've killed as many... No, more than me, haven't you?\Are you out of gas?\Your back's wide open!\That hurt!\Bring it on.\A bloodthirsty man like you...\Don't you enjoy the sight of blood? response:	Don't you enjoy stealing?
context: You've killed as many... No, more than me, haven't you?\Are you out of gas?\Your back's wide open!\That hurt!\Bring it on.\A bloodthirsty man like you...\Don't you enjoy the sight of blood?\Don't you enjoy stealing? response:	Don't you enjoy killing?!
context: Are you out of gas?\Your back's wide open!\That hurt!\Bring it on.\A bloodthirsty man like you...\Don't you enjoy the sight of blood?\Don't you enjoy stealing?\Don't you enjoy killing?! response:	Let's have some fun together.
context: Your back's wide open!\That hurt!\Bring it on.\A bloodthirsty man like you...\Don't you enjoy the sight of blood?\Don't you enjoy stealing?\Don't you enjoy killing?!\Let's have some fun together. response:	Shut up and die.
context: That hurt!\Bring it on.\A bloodthirsty man like you...\Don't you enjoy the sight of blood?\Don't you enjoy stealing?\Don't you enjoy killing?!\Let's have some fun together.\Shut up and die. response:	That sounds like fun.
context: Bring it on.\A bloodthirsty man like you...\Don't you enjoy the sight of blood?\Don't you enjoy stealing?\Don't you enjoy killing?!\Let's have some fun together.\Shut up and die.\That sounds like fun. response:	Om Marici Yeh Svaha!
context: A bloodthirsty man like you...\Don't you enjoy the sight of blood?\Don't you enjoy stealing?\Don't you enjoy killing?!\Let's have some fun together.\Shut up and die.\That sounds like fun.\Om Marici Yeh Svaha! response:	Shunko!
context: Don't you enjoy the sight of blood?\Don't you enjoy stealing?\Don't you enjoy killing?!\Let's have some fun together.\Shut up and die.\That sounds like fun.\Om Marici Yeh Svaha!\Shunko! response:	Otsumuji!
context: Don't you enjoy stealing?\Don't you enjoy killing?!\Let's have some fun together.\Shut up and die.\That sounds like fun.\Om Marici Yeh Svaha!\Shunko!\Otsumuji! response:	You're not done yet, are you?
context: Don't you enjoy killing?!\Let's have some fun together.\Shut up and die.\That sounds like fun.\Om Marici Yeh Svaha!\Shunko!\Otsumuji!\You're not done yet, are you? response:	Huh?
context: Let's have some fun together.\Shut up and die.\That sounds like fun.\Om Marici Yeh Svaha!\Shunko!\Otsumuji!\You're not done yet, are you?\Huh? response:	What?
context: Shut up and die.\That sounds like fun.\Om Marici Yeh Svaha!\Shunko!\Otsumuji!\You're not done yet, are you?\Huh?\What? response:	Isanami!
context: That sounds like fun.\Om Marici Yeh Svaha!\Shunko!\Otsumuji!\You're not done yet, are you?\Huh?\What?\Isanami! response:	Impossible.
context: Om Marici Yeh Svaha!\Shunko!\Otsumuji!\You're not done yet, are you?\Huh?\What?\Isanami!\Impossible. response:	You're too fast. I didn't even see it.
context: Shunko!\Otsumuji!\You're not done yet, are you?\Huh?\What?\Isanami!\Impossible.\You're too fast. I didn't even see it. response:	What is this?
context: Otsumuji!\You're not done yet, are you?\Huh?\What?\Isanami!\Impossible.\You're too fast. I didn't even see it.\What is this? response:	I'm dripping something warm.
context: You're not done yet, are you?\Huh?\What?\Isanami!\Impossible.\You're too fast. I didn't even see it.\What is this?\I'm dripping something warm. response:	It's just as I thought.
context: Huh?\What?\Isanami!\Impossible.\You're too fast. I didn't even see it.\What is this?\I'm dripping something warm.\It's just as I thought. response:	I can't get enough of those eyes.
context: What?\Isanami!\Impossible.\You're too fast. I didn't even see it.\What is this?\I'm dripping something warm.\It's just as I thought.\I can't get enough of those eyes. response:	They don't waver at the sight of blood.
context: Isanami!\Impossible.\You're too fast. I didn't even see it.\What is this?\I'm dripping something warm.\It's just as I thought.\I can't get enough of those eyes.\They don't waver at the sight of blood. response:	You're completely emotionless.
context: Impossible.\You're too fast. I didn't even see it.\What is this?\I'm dripping something warm.\It's just as I thought.\I can't get enough of those eyes.\They don't waver at the sight of blood.\You're completely emotionless. response:	All you do is kill.
context: You're too fast. I didn't even see it.\What is this?\I'm dripping something warm.\It's just as I thought.\I can't get enough of those eyes.\They don't waver at the sight of blood.\You're completely emotionless.\All you do is kill. response:	It's amazing, amazing, unbelievably amazing!
context: What is this?\I'm dripping something warm.\It's just as I thought.\I can't get enough of those eyes.\They don't waver at the sight of blood.\You're completely emotionless.\All you do is kill.\It's amazing, amazing, unbelievably amazing! response:	I'm almost there, you bastard.
context: I'm dripping something warm.\It's just as I thought.\I can't get enough of those eyes.\They don't waver at the sight of blood.\You're completely emotionless.\All you do is kill.\It's amazing, amazing, unbelievably amazing!\I'm almost there, you bastard. response:	My body's getting cold.
context: It's just as I thought.\I can't get enough of those eyes.\They don't waver at the sight of blood.\You're completely emotionless.\All you do is kill.\It's amazing, amazing, unbelievably amazing!\I'm almost there, you bastard.\My body's getting cold. response:	This euphoria...
context: I can't get enough of those eyes.\They don't waver at the sight of blood.\You're completely emotionless.\All you do is kill.\It's amazing, amazing, unbelievably amazing!\I'm almost there, you bastard.\My body's getting cold.\This euphoria... response:	Give it to me.
context: They don't waver at the sight of blood.\You're completely emotionless.\All you do is kill.\It's amazing, amazing, unbelievably amazing!\I'm almost there, you bastard.\My body's getting cold.\This euphoria...\Give it to me. response:	Plunge that sword into me and send me over the edge.
context: You're completely emotionless.\All you do is kill.\It's amazing, amazing, unbelievably amazing!\I'm almost there, you bastard.\My body's getting cold.\This euphoria...\Give it to me.\Plunge that sword into me and send me over the edge. response:	No!
context: All you do is kill.\It's amazing, amazing, unbelievably amazing!\I'm almost there, you bastard.\My body's getting cold.\This euphoria...\Give it to me.\Plunge that sword into me and send me over the edge.\No! response:	He can't fight any more.
context: It's amazing, amazing, unbelievably amazing!\I'm almost there, you bastard.\My body's getting cold.\This euphoria...\Give it to me.\Plunge that sword into me and send me over the edge.\No!\He can't fight any more. response:	Don't do this.
context: I'm almost there, you bastard.\My body's getting cold.\This euphoria...\Give it to me.\Plunge that sword into me and send me over the edge.\No!\He can't fight any more.\Don't do this. response:	But the things he did to you...
context: My body's getting cold.\This euphoria...\Give it to me.\Plunge that sword into me and send me over the edge.\No!\He can't fight any more.\Don't do this.\But the things he did to you... response:	I'm fine, see?
context: This euphoria...\Give it to me.\Plunge that sword into me and send me over the edge.\No!\He can't fight any more.\Don't do this.\But the things he did to you...\I'm fine, see? response:	And you came here to save me, didn't you?
context: Give it to me.\Plunge that sword into me and send me over the edge.\No!\He can't fight any more.\Don't do this.\But the things he did to you...\I'm fine, see?\And you came here to save me, didn't you? response:	Saizo!
context: Plunge that sword into me and send me over the edge.\No!\He can't fight any more.\Don't do this.\But the things he did to you...\I'm fine, see?\And you came here to save me, didn't you?\Saizo! response:	Saizo!
context: No!\He can't fight any more.\Don't do this.\But the things he did to you...\I'm fine, see?\And you came here to save me, didn't you?\Saizo!\Saizo! response:	Are you shitting me?!
context: He can't fight any more.\Don't do this.\But the things he did to you...\I'm fine, see?\And you came here to save me, didn't you?\Saizo!\Saizo!\Are you shitting me?! response:	It was just getting good. Hurry up and kill me!
context: Don't do this.\But the things he did to you...\I'm fine, see?\And you came here to save me, didn't you?\Saizo!\Saizo!\Are you shitting me?!\It was just getting good. Hurry up and kill me! response:	Killing women leaves a bad taste in my mouth.
context: But the things he did to you...\I'm fine, see?\And you came here to save me, didn't you?\Saizo!\Saizo!\Are you shitting me?!\It was just getting good. Hurry up and kill me!\Killing women leaves a bad taste in my mouth. response:	What? Who are you calling a woman?
context: I'm fine, see?\And you came here to save me, didn't you?\Saizo!\Saizo!\Are you shitting me?!\It was just getting good. Hurry up and kill me!\Killing women leaves a bad taste in my mouth.\What? Who are you calling a woman? response:	Live and turn yourself over to the officials.
context: And you came here to save me, didn't you?\Saizo!\Saizo!\Are you shitting me?!\It was just getting good. Hurry up and kill me!\Killing women leaves a bad taste in my mouth.\What? Who are you calling a woman?\Live and turn yourself over to the officials. response:	You idiot! I'll never do something like that!
context: Saizo!\Saizo!\Are you shitting me?!\It was just getting good. Hurry up and kill me!\Killing women leaves a bad taste in my mouth.\What? Who are you calling a woman?\Live and turn yourself over to the officials.\You idiot! I'll never do something like that! response:	Kill me now. Kill me right now!
context: Saizo!\Are you shitting me?!\It was just getting good. Hurry up and kill me!\Killing women leaves a bad taste in my mouth.\What? Who are you calling a woman?\Live and turn yourself over to the officials.\You idiot! I'll never do something like that!\Kill me now. Kill me right now! response:	Hey! Hey, you!
context: Are you shitting me?!\It was just getting good. Hurry up and kill me!\Killing women leaves a bad taste in my mouth.\What? Who are you calling a woman?\Live and turn yourself over to the officials.\You idiot! I'll never do something like that!\Kill me now. Kill me right now!\Hey! Hey, you! response:	Damn it!
context: It was just getting good. Hurry up and kill me!\Killing women leaves a bad taste in my mouth.\What? Who are you calling a woman?\Live and turn yourself over to the officials.\You idiot! I'll never do something like that!\Kill me now. Kill me right now!\Hey! Hey, you!\Damn it! response:	You are quite reckless.
context: Killing women leaves a bad taste in my mouth.\What? Who are you calling a woman?\Live and turn yourself over to the officials.\You idiot! I'll never do something like that!\Kill me now. Kill me right now!\Hey! Hey, you!\Damn it!\You are quite reckless. response:	One mistake and Saizo would have cut you instead.
context: What? Who are you calling a woman?\Live and turn yourself over to the officials.\You idiot! I'll never do something like that!\Kill me now. Kill me right now!\Hey! Hey, you!\Damn it!\You are quite reckless.\One mistake and Saizo would have cut you instead. response:	I trust Saizo.
context: Live and turn yourself over to the officials.\You idiot! I'll never do something like that!\Kill me now. Kill me right now!\Hey! Hey, you!\Damn it!\You are quite reckless.\One mistake and Saizo would have cut you instead.\I trust Saizo. response:	What a woman.
context: You idiot! I'll never do something like that!\Kill me now. Kill me right now!\Hey! Hey, you!\Damn it!\You are quite reckless.\One mistake and Saizo would have cut you instead.\I trust Saizo.\What a woman. response:	She's more trouble than she's worth.
context: Kill me now. Kill me right now!\Hey! Hey, you!\Damn it!\You are quite reckless.\One mistake and Saizo would have cut you instead.\I trust Saizo.\What a woman.\She's more trouble than she's worth. response:	But she saved you.
context: Hey! Hey, you!\Damn it!\You are quite reckless.\One mistake and Saizo would have cut you instead.\I trust Saizo.\What a woman.\She's more trouble than she's worth.\But she saved you. response:	I'm the one who was rescued.
context: Damn it!\You are quite reckless.\One mistake and Saizo would have cut you instead.\I trust Saizo.\What a woman.\She's more trouble than she's worth.\But she saved you.\I'm the one who was rescued. response:	Is that so?
context: You are quite reckless.\One mistake and Saizo would have cut you instead.\I trust Saizo.\What a woman.\She's more trouble than she's worth.\But she saved you.\I'm the one who was rescued.\Is that so? response:	He can't take any more, huh?
context: One mistake and Saizo would have cut you instead.\I trust Saizo.\What a woman.\She's more trouble than she's worth.\But she saved you.\I'm the one who was rescued.\Is that so?\He can't take any more, huh? response:	Ieyasu's tyranny is quite extreme.
context: I trust Saizo.\What a woman.\She's more trouble than she's worth.\But she saved you.\I'm the one who was rescued.\Is that so?\He can't take any more, huh?\Ieyasu's tyranny is quite extreme. response:	He won't let this one go.
context: What a woman.\She's more trouble than she's worth.\But she saved you.\I'm the one who was rescued.\Is that so?\He can't take any more, huh?\Ieyasu's tyranny is quite extreme.\He won't let this one go. response:	Will Ishida-dono move?
context: She's more trouble than she's worth.\But she saved you.\I'm the one who was rescued.\Is that so?\He can't take any more, huh?\Ieyasu's tyranny is quite extreme.\He won't let this one go.\Will Ishida-dono move? response:	He must be at his limit if he's sending me this.
context: But she saved you.\I'm the one who was rescued.\Is that so?\He can't take any more, huh?\Ieyasu's tyranny is quite extreme.\He won't let this one go.\Will Ishida-dono move?\He must be at his limit if he's sending me this. response:	This information cannot get out.
context: I'm the one who was rescued.\Is that so?\He can't take any more, huh?\Ieyasu's tyranny is quite extreme.\He won't let this one go.\Will Ishida-dono move?\He must be at his limit if he's sending me this.\This information cannot get out. response:	Copy it, Rokuro.
context: Is that so?\He can't take any more, huh?\Ieyasu's tyranny is quite extreme.\He won't let this one go.\Will Ishida-dono move?\He must be at his limit if he's sending me this.\This information cannot get out.\Copy it, Rokuro. response:	As you wish.
context: He can't take any more, huh?\Ieyasu's tyranny is quite extreme.\He won't let this one go.\Will Ishida-dono move?\He must be at his limit if he's sending me this.\This information cannot get out.\Copy it, Rokuro.\As you wish. response:	How useful.
context: Ieyasu's tyranny is quite extreme.\He won't let this one go.\Will Ishida-dono move?\He must be at his limit if he's sending me this.\This information cannot get out.\Copy it, Rokuro.\As you wish.\How useful. response:	Either way,
context: He won't let this one go.\Will Ishida-dono move?\He must be at his limit if he's sending me this.\This information cannot get out.\Copy it, Rokuro.\As you wish.\How useful.\Either way, response:	we'll have to take care of the business at Izumo first.
context: Will Ishida-dono move?\He must be at his limit if he's sending me this.\This information cannot get out.\Copy it, Rokuro.\As you wish.\How useful.\Either way,\we'll have to take care of the business at Izumo first. response:	As it broke, away he ran.
context: He must be at his limit if he's sending me this.\This information cannot get out.\Copy it, Rokuro.\As you wish.\How useful.\Either way,\we'll have to take care of the business at Izumo first.\As it broke, away he ran. response:	The little mouse stole our rice, squeak!
context: This information cannot get out.\Copy it, Rokuro.\As you wish.\How useful.\Either way,\we'll have to take care of the business at Izumo first.\As it broke, away he ran.\The little mouse stole our rice, squeak! response:	All that action made me hungry.
context: Copy it, Rokuro.\As you wish.\How useful.\Either way,\we'll have to take care of the business at Izumo first.\As it broke, away he ran.\The little mouse stole our rice, squeak!\All that action made me hungry. response:	Let's get something to eat.
context: As you wish.\How useful.\Either way,\we'll have to take care of the business at Izumo first.\As it broke, away he ran.\The little mouse stole our rice, squeak!\All that action made me hungry.\Let's get something to eat. response:	Our funds aren't endless. Suck it up.
context: How useful.\Either way,\we'll have to take care of the business at Izumo first.\As it broke, away he ran.\The little mouse stole our rice, squeak!\All that action made me hungry.\Let's get something to eat.\Our funds aren't endless. Suck it up. response:	What?
context: Either way,\we'll have to take care of the business at Izumo first.\As it broke, away he ran.\The little mouse stole our rice, squeak!\All that action made me hungry.\Let's get something to eat.\Our funds aren't endless. Suck it up.\What? response:	Oh, I know.
context: we'll have to take care of the business at Izumo first.\As it broke, away he ran.\The little mouse stole our rice, squeak!\All that action made me hungry.\Let's get something to eat.\Our funds aren't endless. Suck it up.\What?\Oh, I know. response:	I'll send Akeha to get more money from Yukimura-sama
context: As it broke, away he ran.\The little mouse stole our rice, squeak!\All that action made me hungry.\Let's get something to eat.\Our funds aren't endless. Suck it up.\What?\Oh, I know.\I'll send Akeha to get more money from Yukimura-sama response:	Shut up. Kakei-san will hear you.
context: The little mouse stole our rice, squeak!\All that action made me hungry.\Let's get something to eat.\Our funds aren't endless. Suck it up.\What?\Oh, I know.\I'll send Akeha to get more money from Yukimura-sama\Shut up. Kakei-san will hear you. response:	No! Absolutely not!
context: All that action made me hungry.\Let's get something to eat.\Our funds aren't endless. Suck it up.\What?\Oh, I know.\I'll send Akeha to get more money from Yukimura-sama\Shut up. Kakei-san will hear you.\No! Absolutely not! response:	This is not a sightseeing trip.
context: Let's get something to eat.\Our funds aren't endless. Suck it up.\What?\Oh, I know.\I'll send Akeha to get more money from Yukimura-sama\Shut up. Kakei-san will hear you.\No! Absolutely not!\This is not a sightseeing trip. response:	Just ignore your growling stomach.
context: Our funds aren't endless. Suck it up.\What?\Oh, I know.\I'll send Akeha to get more money from Yukimura-sama\Shut up. Kakei-san will hear you.\No! Absolutely not!\This is not a sightseeing trip.\Just ignore your growling stomach. response:	You require more training, Saizo.
context: What?\Oh, I know.\I'll send Akeha to get more money from Yukimura-sama\Shut up. Kakei-san will hear you.\No! Absolutely not!\This is not a sightseeing trip.\Just ignore your growling stomach.\You require more training, Saizo. response:	What? Me?
context: Oh, I know.\I'll send Akeha to get more money from Yukimura-sama\Shut up. Kakei-san will hear you.\No! Absolutely not!\This is not a sightseeing trip.\Just ignore your growling stomach.\You require more training, Saizo.\What? Me? response:	The next episode of Brave 10 is The Souls of the Gods.
context: I'll send Akeha to get more money from Yukimura-sama\Shut up. Kakei-san will hear you.\No! Absolutely not!\This is not a sightseeing trip.\Just ignore your growling stomach.\You require more training, Saizo.\What? Me?\The next episode of Brave 10 is The Souls of the Gods. response:	Bring it on!
context: Shut up. Kakei-san will hear you.\No! Absolutely not!\This is not a sightseeing trip.\Just ignore your growling stomach.\You require more training, Saizo.\What? Me?\The next episode of Brave 10 is The Souls of the Gods.\Bring it on! response:	The Souls of the Gods
