context: Oh! response:	Cafe
context: Merry Christmas!\Take home some cake!\Did we make it in time?\Looks like it.\It's about to start.\Now then, we'll be starting the performance of The Little Match Girl brought to you\by the Oborozuka Shopping District.\Please enjoy the show. response:	It was an awfully cold night.
context: Take home some cake!\Did we make it in time?\Looks like it.\It's about to start.\Now then, we'll be starting the performance of The Little Match Girl brought to you\by the Oborozuka Shopping District.\Please enjoy the show.\It was an awfully cold night. response:	The sun had set upon the street corner, where a single young girl was selling matches.
context: Did we make it in time?\Looks like it.\It's about to start.\Now then, we'll be starting the performance of The Little Match Girl brought to you\by the Oborozuka Shopping District.\Please enjoy the show.\It was an awfully cold night.\The sun had set upon the street corner, where a single young girl was selling matches. response:	Matches. Do you need any matches?
context: Looks like it.\It's about to start.\Now then, we'll be starting the performance of The Little Match Girl brought to you\by the Oborozuka Shopping District.\Please enjoy the show.\It was an awfully cold night.\The sun had set upon the street corner, where a single young girl was selling matches.\Matches. Do you need any matches? response:	Yet no one would buy her matches.
context: It's about to start.\Now then, we'll be starting the performance of The Little Match Girl brought to you\by the Oborozuka Shopping District.\Please enjoy the show.\It was an awfully cold night.\The sun had set upon the street corner, where a single young girl was selling matches.\Matches. Do you need any matches?\Yet no one would buy her matches. response:	I can't sell any.
context: Now then, we'll be starting the performance of The Little Match Girl brought to you\by the Oborozuka Shopping District.\Please enjoy the show.\It was an awfully cold night.\The sun had set upon the street corner, where a single young girl was selling matches.\Matches. Do you need any matches?\Yet no one would buy her matches.\I can't sell any. response:	Umm...
context: by the Oborozuka Shopping District.\Please enjoy the show.\It was an awfully cold night.\The sun had set upon the street corner, where a single young girl was selling matches.\Matches. Do you need any matches?\Yet no one would buy her matches.\I can't sell any.\Umm... response:	Y-Young girl, do you need any hats?
context: Please enjoy the show.\It was an awfully cold night.\The sun had set upon the street corner, where a single young girl was selling matches.\Matches. Do you need any matches?\Yet no one would buy her matches.\I can't sell any.\Umm...\Y-Young girl, do you need any hats? response:	Huh?
context: It was an awfully cold night.\The sun had set upon the street corner, where a single young girl was selling matches.\Matches. Do you need any matches?\Yet no one would buy her matches.\I can't sell any.\Umm...\Y-Young girl, do you need any hats?\Huh? response:	Before her appeared an old man selling hats.
context: The sun had set upon the street corner, where a single young girl was selling matches.\Matches. Do you need any matches?\Yet no one would buy her matches.\I can't sell any.\Umm...\Y-Young girl, do you need any hats?\Huh?\Before her appeared an old man selling hats. response:	My old wife made these.
context: Matches. Do you need any matches?\Yet no one would buy her matches.\I can't sell any.\Umm...\Y-Young girl, do you need any hats?\Huh?\Before her appeared an old man selling hats.\My old wife made these. response:	They're very strong hats.
context: Yet no one would buy her matches.\I can't sell any.\Umm...\Y-Young girl, do you need any hats?\Huh?\Before her appeared an old man selling hats.\My old wife made these.\They're very strong hats. response:	W-Would you like one?
context: I can't sell any.\Umm...\Y-Young girl, do you need any hats?\Huh?\Before her appeared an old man selling hats.\My old wife made these.\They're very strong hats.\W-Would you like one? response:	I don't have any money.
context: Umm...\Y-Young girl, do you need any hats?\Huh?\Before her appeared an old man selling hats.\My old wife made these.\They're very strong hats.\W-Would you like one?\I don't have any money. response:	Are you all right?
context: Y-Young girl, do you need any hats?\Huh?\Before her appeared an old man selling hats.\My old wife made these.\They're very strong hats.\W-Would you like one?\I don't have any money.\Are you all right? response:	I'm cold.
context: Huh?\Before her appeared an old man selling hats.\My old wife made these.\They're very strong hats.\W-Would you like one?\I don't have any money.\Are you all right?\I'm cold. response:	That must be hard.
context: Before her appeared an old man selling hats.\My old wife made these.\They're very strong hats.\W-Would you like one?\I don't have any money.\Are you all right?\I'm cold.\That must be hard. response:	Oh. Then burn one of these to warm yourself.
context: My old wife made these.\They're very strong hats.\W-Would you like one?\I don't have any money.\Are you all right?\I'm cold.\That must be hard.\Oh. Then burn one of these to warm yourself. response:	They're burning it?!
context: They're very strong hats.\W-Would you like one?\I don't have any money.\Are you all right?\I'm cold.\That must be hard.\Oh. Then burn one of these to warm yourself.\They're burning it?! response:	Even though his wife made it?!
context: W-Would you like one?\I don't have any money.\Are you all right?\I'm cold.\That must be hard.\Oh. Then burn one of these to warm yourself.\They're burning it?!\Even though his wife made it?! response:	And they're actually setting it on fire!
context: I don't have any money.\Are you all right?\I'm cold.\That must be hard.\Oh. Then burn one of these to warm yourself.\They're burning it?!\Even though his wife made it?!\And they're actually setting it on fire! response:	Then something incredible happened.
context: Are you all right?\I'm cold.\That must be hard.\Oh. Then burn one of these to warm yourself.\They're burning it?!\Even though his wife made it?!\And they're actually setting it on fire!\Then something incredible happened. response:	From the smoke there appeared a suspicious man.
context: I'm cold.\That must be hard.\Oh. Then burn one of these to warm yourself.\They're burning it?!\Even though his wife made it?!\And they're actually setting it on fire!\Then something incredible happened.\From the smoke there appeared a suspicious man. response:	Pathetic human.
context: That must be hard.\Oh. Then burn one of these to warm yourself.\They're burning it?!\Even though his wife made it?!\And they're actually setting it on fire!\Then something incredible happened.\From the smoke there appeared a suspicious man.\Pathetic human. response:	Who are you? What do you want?
context: Oh. Then burn one of these to warm yourself.\They're burning it?!\Even though his wife made it?!\And they're actually setting it on fire!\Then something incredible happened.\From the smoke there appeared a suspicious man.\Pathetic human.\Who are you? What do you want? response:	You've been chosen
context: They're burning it?!\Even though his wife made it?!\And they're actually setting it on fire!\Then something incredible happened.\From the smoke there appeared a suspicious man.\Pathetic human.\Who are you? What do you want?\You've been chosen response:	to become a magical girl with a duty to bear.
context: Even though his wife made it?!\And they're actually setting it on fire!\Then something incredible happened.\From the smoke there appeared a suspicious man.\Pathetic human.\Who are you? What do you want?\You've been chosen\to become a magical girl with a duty to bear. response:	What's this turn of events?
context: And they're actually setting it on fire!\Then something incredible happened.\From the smoke there appeared a suspicious man.\Pathetic human.\Who are you? What do you want?\You've been chosen\to become a magical girl with a duty to bear.\What's this turn of events? response:	Take it. The power to correct this corrupt world.
context: Then something incredible happened.\From the smoke there appeared a suspicious man.\Pathetic human.\Who are you? What do you want?\You've been chosen\to become a magical girl with a duty to bear.\What's this turn of events?\Take it. The power to correct this corrupt world. response:	Yeah, okay!
context: From the smoke there appeared a suspicious man.\Pathetic human.\Who are you? What do you want?\You've been chosen\to become a magical girl with a duty to bear.\What's this turn of events?\Take it. The power to correct this corrupt world.\Yeah, okay! response:	That was quick!
context: Pathetic human.\Who are you? What do you want?\You've been chosen\to become a magical girl with a duty to bear.\What's this turn of events?\Take it. The power to correct this corrupt world.\Yeah, okay!\That was quick! response:	Very good. In that case...
context: Who are you? What do you want?\You've been chosen\to become a magical girl with a duty to bear.\What's this turn of events?\Take it. The power to correct this corrupt world.\Yeah, okay!\That was quick!\Very good. In that case... response:	W-Wait!
context: You've been chosen\to become a magical girl with a duty to bear.\What's this turn of events?\Take it. The power to correct this corrupt world.\Yeah, okay!\That was quick!\Very good. In that case...\W-Wait! response:	Please make me a magical girl, too!
context: to become a magical girl with a duty to bear.\What's this turn of events?\Take it. The power to correct this corrupt world.\Yeah, okay!\That was quick!\Very good. In that case...\W-Wait!\Please make me a magical girl, too! response:	Oh? Why do you wish to be a magical girl?
context: What's this turn of events?\Take it. The power to correct this corrupt world.\Yeah, okay!\That was quick!\Very good. In that case...\W-Wait!\Please make me a magical girl, too!\Oh? Why do you wish to be a magical girl? response:	To use a magical girl's power to commit vicious deeds
context: Take it. The power to correct this corrupt world.\Yeah, okay!\That was quick!\Very good. In that case...\W-Wait!\Please make me a magical girl, too!\Oh? Why do you wish to be a magical girl?\To use a magical girl's power to commit vicious deeds response:	and get money to feed my sick wife!
context: Yeah, okay!\That was quick!\Very good. In that case...\W-Wait!\Please make me a magical girl, too!\Oh? Why do you wish to be a magical girl?\To use a magical girl's power to commit vicious deeds\and get money to feed my sick wife! response:	He doesn't think to heal her with magic?
context: That was quick!\Very good. In that case...\W-Wait!\Please make me a magical girl, too!\Oh? Why do you wish to be a magical girl?\To use a magical girl's power to commit vicious deeds\and get money to feed my sick wife!\He doesn't think to heal her with magic? response:	You would voice your desires without shame?
context: Very good. In that case...\W-Wait!\Please make me a magical girl, too!\Oh? Why do you wish to be a magical girl?\To use a magical girl's power to commit vicious deeds\and get money to feed my sick wife!\He doesn't think to heal her with magic?\You would voice your desires without shame? response:	Very well.
context: W-Wait!\Please make me a magical girl, too!\Oh? Why do you wish to be a magical girl?\To use a magical girl's power to commit vicious deeds\and get money to feed my sick wife!\He doesn't think to heal her with magic?\You would voice your desires without shame?\Very well. response:	You are truly human.
context: Please make me a magical girl, too!\Oh? Why do you wish to be a magical girl?\To use a magical girl's power to commit vicious deeds\and get money to feed my sick wife!\He doesn't think to heal her with magic?\You would voice your desires without shame?\Very well.\You are truly human. response:	This is embarrassing.
context: Oh? Why do you wish to be a magical girl?\To use a magical girl's power to commit vicious deeds\and get money to feed my sick wife!\He doesn't think to heal her with magic?\You would voice your desires without shame?\Very well.\You are truly human.\This is embarrassing. response:	Still, it's unfortunate.
context: To use a magical girl's power to commit vicious deeds\and get money to feed my sick wife!\He doesn't think to heal her with magic?\You would voice your desires without shame?\Very well.\You are truly human.\This is embarrassing.\Still, it's unfortunate. response:	I only have one staff that will allow you to use your powers.
context: and get money to feed my sick wife!\He doesn't think to heal her with magic?\You would voice your desires without shame?\Very well.\You are truly human.\This is embarrassing.\Still, it's unfortunate.\I only have one staff that will allow you to use your powers. response:	You two will have to fight, and the survivor shall receive it.
context: He doesn't think to heal her with magic?\You would voice your desires without shame?\Very well.\You are truly human.\This is embarrassing.\Still, it's unfortunate.\I only have one staff that will allow you to use your powers.\You two will have to fight, and the survivor shall receive it. response:	Begin!
context: You would voice your desires without shame?\Very well.\You are truly human.\This is embarrassing.\Still, it's unfortunate.\I only have one staff that will allow you to use your powers.\You two will have to fight, and the survivor shall receive it.\Begin! response:	Stop fighting!
context: Very well.\You are truly human.\This is embarrassing.\Still, it's unfortunate.\I only have one staff that will allow you to use your powers.\You two will have to fight, and the survivor shall receive it.\Begin!\Stop fighting! response:	I'm a magic fairy.
context: You are truly human.\This is embarrassing.\Still, it's unfortunate.\I only have one staff that will allow you to use your powers.\You two will have to fight, and the survivor shall receive it.\Begin!\Stop fighting!\I'm a magic fairy. response:	Don't let yourself be fooled by that suspicious man's offer.
context: This is embarrassing.\Still, it's unfortunate.\I only have one staff that will allow you to use your powers.\You two will have to fight, and the survivor shall receive it.\Begin!\Stop fighting!\I'm a magic fairy.\Don't let yourself be fooled by that suspicious man's offer. response:	I won't allow you to toy with the hearts of others.
context: Still, it's unfortunate.\I only have one staff that will allow you to use your powers.\You two will have to fight, and the survivor shall receive it.\Begin!\Stop fighting!\I'm a magic fairy.\Don't let yourself be fooled by that suspicious man's offer.\I won't allow you to toy with the hearts of others. response:	Leave this to me and go!
context: I only have one staff that will allow you to use your powers.\You two will have to fight, and the survivor shall receive it.\Begin!\Stop fighting!\I'm a magic fairy.\Don't let yourself be fooled by that suspicious man's offer.\I won't allow you to toy with the hearts of others.\Leave this to me and go! response:	I can't just leave you here.
context: You two will have to fight, and the survivor shall receive it.\Begin!\Stop fighting!\I'm a magic fairy.\Don't let yourself be fooled by that suspicious man's offer.\I won't allow you to toy with the hearts of others.\Leave this to me and go!\I can't just leave you here. response:	Yeah, yeah!
context: Begin!\Stop fighting!\I'm a magic fairy.\Don't let yourself be fooled by that suspicious man's offer.\I won't allow you to toy with the hearts of others.\Leave this to me and go!\I can't just leave you here.\Yeah, yeah! response:	Thank you.
context: Stop fighting!\I'm a magic fairy.\Don't let yourself be fooled by that suspicious man's offer.\I won't allow you to toy with the hearts of others.\Leave this to me and go!\I can't just leave you here.\Yeah, yeah!\Thank you. response:	My time with both of you was very enjoyable.
context: I'm a magic fairy.\Don't let yourself be fooled by that suspicious man's offer.\I won't allow you to toy with the hearts of others.\Leave this to me and go!\I can't just leave you here.\Yeah, yeah!\Thank you.\My time with both of you was very enjoyable. response:	It was only a few seconds.
context: Don't let yourself be fooled by that suspicious man's offer.\I won't allow you to toy with the hearts of others.\Leave this to me and go!\I can't just leave you here.\Yeah, yeah!\Thank you.\My time with both of you was very enjoyable.\It was only a few seconds. response:	No way...
context: I won't allow you to toy with the hearts of others.\Leave this to me and go!\I can't just leave you here.\Yeah, yeah!\Thank you.\My time with both of you was very enjoyable.\It was only a few seconds.\No way... response:	What do we do now?
context: Leave this to me and go!\I can't just leave you here.\Yeah, yeah!\Thank you.\My time with both of you was very enjoyable.\It was only a few seconds.\No way...\What do we do now? response:	A magical girl's role is to cleanse corruption from this world.
context: I can't just leave you here.\Yeah, yeah!\Thank you.\My time with both of you was very enjoyable.\It was only a few seconds.\No way...\What do we do now?\A magical girl's role is to cleanse corruption from this world. response:	Leave it to me.
context: Yeah, yeah!\Thank you.\My time with both of you was very enjoyable.\It was only a few seconds.\No way...\What do we do now?\A magical girl's role is to cleanse corruption from this world.\Leave it to me. response:	Where are the rotten people?
context: Thank you.\My time with both of you was very enjoyable.\It was only a few seconds.\No way...\What do we do now?\A magical girl's role is to cleanse corruption from this world.\Leave it to me.\Where are the rotten people? response:	How incredible.
context: My time with both of you was very enjoyable.\It was only a few seconds.\No way...\What do we do now?\A magical girl's role is to cleanse corruption from this world.\Leave it to me.\Where are the rotten people?\How incredible. response:	The spell cast by the young girl struck a devastating blow to a nearby mansion.
context: It was only a few seconds.\No way...\What do we do now?\A magical girl's role is to cleanse corruption from this world.\Leave it to me.\Where are the rotten people?\How incredible.\The spell cast by the young girl struck a devastating blow to a nearby mansion. response:	Let's go look there.
context: No way...\What do we do now?\A magical girl's role is to cleanse corruption from this world.\Leave it to me.\Where are the rotten people?\How incredible.\The spell cast by the young girl struck a devastating blow to a nearby mansion.\Let's go look there. response:	One, two, one, two, one, two...
context: What do we do now?\A magical girl's role is to cleanse corruption from this world.\Leave it to me.\Where are the rotten people?\How incredible.\The spell cast by the young girl struck a devastating blow to a nearby mansion.\Let's go look there.\One, two, one, two, one, two... response:	Are you the ones who set fire to this place?
context: A magical girl's role is to cleanse corruption from this world.\Leave it to me.\Where are the rotten people?\How incredible.\The spell cast by the young girl struck a devastating blow to a nearby mansion.\Let's go look there.\One, two, one, two, one, two...\Are you the ones who set fire to this place? response:	Wh-Who would do such a thing?
context: Leave it to me.\Where are the rotten people?\How incredible.\The spell cast by the young girl struck a devastating blow to a nearby mansion.\Let's go look there.\One, two, one, two, one, two...\Are you the ones who set fire to this place?\Wh-Who would do such a thing? response:	You did.
context: Where are the rotten people?\How incredible.\The spell cast by the young girl struck a devastating blow to a nearby mansion.\Let's go look there.\One, two, one, two, one, two...\Are you the ones who set fire to this place?\Wh-Who would do such a thing?\You did. response:	I'm sorry. I'm didn't mean ill by it.
context: How incredible.\The spell cast by the young girl struck a devastating blow to a nearby mansion.\Let's go look there.\One, two, one, two, one, two...\Are you the ones who set fire to this place?\Wh-Who would do such a thing?\You did.\I'm sorry. I'm didn't mean ill by it. response:	No, you've been a big help.
context: The spell cast by the young girl struck a devastating blow to a nearby mansion.\Let's go look there.\One, two, one, two, one, two...\Are you the ones who set fire to this place?\Wh-Who would do such a thing?\You did.\I'm sorry. I'm didn't mean ill by it.\No, you've been a big help. response:	I'm Oishi Kuranosuke.
context: Let's go look there.\One, two, one, two, one, two...\Are you the ones who set fire to this place?\Wh-Who would do such a thing?\You did.\I'm sorry. I'm didn't mean ill by it.\No, you've been a big help.\I'm Oishi Kuranosuke. response:	Thanks to this fire I can sneak into the Kira mansion.
context: One, two, one, two, one, two...\Are you the ones who set fire to this place?\Wh-Who would do such a thing?\You did.\I'm sorry. I'm didn't mean ill by it.\No, you've been a big help.\I'm Oishi Kuranosuke.\Thanks to this fire I can sneak into the Kira mansion. response:	You have my gratitude.
context: Are you the ones who set fire to this place?\Wh-Who would do such a thing?\You did.\I'm sorry. I'm didn't mean ill by it.\No, you've been a big help.\I'm Oishi Kuranosuke.\Thanks to this fire I can sneak into the Kira mansion.\You have my gratitude. response:	What are you doing?
context: Wh-Who would do such a thing?\You did.\I'm sorry. I'm didn't mean ill by it.\No, you've been a big help.\I'm Oishi Kuranosuke.\Thanks to this fire I can sneak into the Kira mansion.\You have my gratitude.\What are you doing? response:	I've come to avenge my lord and claim the head of Kira Kouzuke no suke!
context: You did.\I'm sorry. I'm didn't mean ill by it.\No, you've been a big help.\I'm Oishi Kuranosuke.\Thanks to this fire I can sneak into the Kira mansion.\You have my gratitude.\What are you doing?\I've come to avenge my lord and claim the head of Kira Kouzuke no suke! response:	Now it's the 47 Ronin?
context: I'm sorry. I'm didn't mean ill by it.\No, you've been a big help.\I'm Oishi Kuranosuke.\Thanks to this fire I can sneak into the Kira mansion.\You have my gratitude.\What are you doing?\I've come to avenge my lord and claim the head of Kira Kouzuke no suke!\Now it's the 47 Ronin? response:	Avenging your lord? How funny!
context: No, you've been a big help.\I'm Oishi Kuranosuke.\Thanks to this fire I can sneak into the Kira mansion.\You have my gratitude.\What are you doing?\I've come to avenge my lord and claim the head of Kira Kouzuke no suke!\Now it's the 47 Ronin?\Avenging your lord? How funny! response:	So you show yourself, Kira!
context: I'm Oishi Kuranosuke.\Thanks to this fire I can sneak into the Kira mansion.\You have my gratitude.\What are you doing?\I've come to avenge my lord and claim the head of Kira Kouzuke no suke!\Now it's the 47 Ronin?\Avenging your lord? How funny!\So you show yourself, Kira! response:	If you'd forfeit your life, then come at me!
context: Thanks to this fire I can sneak into the Kira mansion.\You have my gratitude.\What are you doing?\I've come to avenge my lord and claim the head of Kira Kouzuke no suke!\Now it's the 47 Ronin?\Avenging your lord? How funny!\So you show yourself, Kira!\If you'd forfeit your life, then come at me! response:	Hey, hey, seriously?!
context: You have my gratitude.\What are you doing?\I've come to avenge my lord and claim the head of Kira Kouzuke no suke!\Now it's the 47 Ronin?\Avenging your lord? How funny!\So you show yourself, Kira!\If you'd forfeit your life, then come at me!\Hey, hey, seriously?! response:	That's the source of the corruption.
context: What are you doing?\I've come to avenge my lord and claim the head of Kira Kouzuke no suke!\Now it's the 47 Ronin?\Avenging your lord? How funny!\So you show yourself, Kira!\If you'd forfeit your life, then come at me!\Hey, hey, seriously?!\That's the source of the corruption. response:	The enemy of magical girls!
context: I've come to avenge my lord and claim the head of Kira Kouzuke no suke!\Now it's the 47 Ronin?\Avenging your lord? How funny!\So you show yourself, Kira!\If you'd forfeit your life, then come at me!\Hey, hey, seriously?!\That's the source of the corruption.\The enemy of magical girls! response:	No one can beat me in this form.
context: Now it's the 47 Ronin?\Avenging your lord? How funny!\So you show yourself, Kira!\If you'd forfeit your life, then come at me!\Hey, hey, seriously?!\That's the source of the corruption.\The enemy of magical girls!\No one can beat me in this form. response:	I'll turn you to dust!
context: Avenging your lord? How funny!\So you show yourself, Kira!\If you'd forfeit your life, then come at me!\Hey, hey, seriously?!\That's the source of the corruption.\The enemy of magical girls!\No one can beat me in this form.\I'll turn you to dust! response:	They're overdoing it!
context: So you show yourself, Kira!\If you'd forfeit your life, then come at me!\Hey, hey, seriously?!\That's the source of the corruption.\The enemy of magical girls!\No one can beat me in this form.\I'll turn you to dust!\They're overdoing it! response:	If they do that, then...!
context: If you'd forfeit your life, then come at me!\Hey, hey, seriously?!\That's the source of the corruption.\The enemy of magical girls!\No one can beat me in this form.\I'll turn you to dust!\They're overdoing it!\If they do that, then...! response:	Amazing.
context: Hey, hey, seriously?!\That's the source of the corruption.\The enemy of magical girls!\No one can beat me in this form.\I'll turn you to dust!\They're overdoing it!\If they do that, then...!\Amazing. response:	Is this that CGI thing?
context: That's the source of the corruption.\The enemy of magical girls!\No one can beat me in this form.\I'll turn you to dust!\They're overdoing it!\If they do that, then...!\Amazing.\Is this that CGI thing? response:	Who you calling a geezer?
context: The enemy of magical girls!\No one can beat me in this form.\I'll turn you to dust!\They're overdoing it!\If they do that, then...!\Amazing.\Is this that CGI thing?\Who you calling a geezer? response:	I said CGI.
context: No one can beat me in this form.\I'll turn you to dust!\They're overdoing it!\If they do that, then...!\Amazing.\Is this that CGI thing?\Who you calling a geezer?\I said CGI. response:	Oh well.
context: I'll turn you to dust!\They're overdoing it!\If they do that, then...!\Amazing.\Is this that CGI thing?\Who you calling a geezer?\I said CGI.\Oh well. response:	Then I'll have to get serious, too!
context: They're overdoing it!\If they do that, then...!\Amazing.\Is this that CGI thing?\Who you calling a geezer?\I said CGI.\Oh well.\Then I'll have to get serious, too! response:	What?!
context: If they do that, then...!\Amazing.\Is this that CGI thing?\Who you calling a geezer?\I said CGI.\Oh well.\Then I'll have to get serious, too!\What?! response:	That was incredible.
context: Amazing.\Is this that CGI thing?\Who you calling a geezer?\I said CGI.\Oh well.\Then I'll have to get serious, too!\What?!\That was incredible. response:	Kobayashi!
context: Is this that CGI thing?\Who you calling a geezer?\I said CGI.\Oh well.\Then I'll have to get serious, too!\What?!\That was incredible.\Kobayashi! response:	How was our play?
context: Who you calling a geezer?\I said CGI.\Oh well.\Then I'll have to get serious, too!\What?!\That was incredible.\Kobayashi!\How was our play? response:	Well...
context: I said CGI.\Oh well.\Then I'll have to get serious, too!\What?!\That was incredible.\Kobayashi!\How was our play?\Well... response:	It was good. You worked hard all on your own.
context: Oh well.\Then I'll have to get serious, too!\What?!\That was incredible.\Kobayashi!\How was our play?\Well...\It was good. You worked hard all on your own. response:	Nice work.
context: Then I'll have to get serious, too!\What?!\That was incredible.\Kobayashi!\How was our play?\Well...\It was good. You worked hard all on your own.\Nice work. response:	Well, care to go out for an after party now?
context: What?!\That was incredible.\Kobayashi!\How was our play?\Well...\It was good. You worked hard all on your own.\Nice work.\Well, care to go out for an after party now? response:	Let's!
context: That was incredible.\Kobayashi!\How was our play?\Well...\It was good. You worked hard all on your own.\Nice work.\Well, care to go out for an after party now?\Let's! response:	I just received a cake in appreciation, too.
context: Kobayashi!\How was our play?\Well...\It was good. You worked hard all on your own.\Nice work.\Well, care to go out for an after party now?\Let's!\I just received a cake in appreciation, too. response:	Elma, you're just hungry.
context: How was our play?\Well...\It was good. You worked hard all on your own.\Nice work.\Well, care to go out for an after party now?\Let's!\I just received a cake in appreciation, too.\Elma, you're just hungry. response:	Th-That's not true!
context: Well...\It was good. You worked hard all on your own.\Nice work.\Well, care to go out for an after party now?\Let's!\I just received a cake in appreciation, too.\Elma, you're just hungry.\Th-That's not true! response:	Cheers!
context: It was good. You worked hard all on your own.\Nice work.\Well, care to go out for an after party now?\Let's!\I just received a cake in appreciation, too.\Elma, you're just hungry.\Th-That's not true!\Cheers! response:	Huh? Where's everyone else?
context: Nice work.\Well, care to go out for an after party now?\Let's!\I just received a cake in appreciation, too.\Elma, you're just hungry.\Th-That's not true!\Cheers!\Huh? Where's everyone else? response:	They just left to head home.
context: Well, care to go out for an after party now?\Let's!\I just received a cake in appreciation, too.\Elma, you're just hungry.\Th-That's not true!\Cheers!\Huh? Where's everyone else?\They just left to head home. response:	Apparently they're each having their own parties at home.
context: Let's!\I just received a cake in appreciation, too.\Elma, you're just hungry.\Th-That's not true!\Cheers!\Huh? Where's everyone else?\They just left to head home.\Apparently they're each having their own parties at home. response:	And Kanna-chan?
context: I just received a cake in appreciation, too.\Elma, you're just hungry.\Th-That's not true!\Cheers!\Huh? Where's everyone else?\They just left to head home.\Apparently they're each having their own parties at home.\And Kanna-chan? response:	She escorted Ms. Saikawa home.
context: Elma, you're just hungry.\Th-That's not true!\Cheers!\Huh? Where's everyone else?\They just left to head home.\Apparently they're each having their own parties at home.\And Kanna-chan?\She escorted Ms. Saikawa home. response:	Hmm.
context: Th-That's not true!\Cheers!\Huh? Where's everyone else?\They just left to head home.\Apparently they're each having their own parties at home.\And Kanna-chan?\She escorted Ms. Saikawa home.\Hmm. response:	Would you like a bath?
context: Cheers!\Huh? Where's everyone else?\They just left to head home.\Apparently they're each having their own parties at home.\And Kanna-chan?\She escorted Ms. Saikawa home.\Hmm.\Would you like a bath? response:	Or would you like to go to bed as is today?
context: Huh? Where's everyone else?\They just left to head home.\Apparently they're each having their own parties at home.\And Kanna-chan?\She escorted Ms. Saikawa home.\Hmm.\Would you like a bath?\Or would you like to go to bed as is today? response:	Well, since it is Christmas...
context: They just left to head home.\Apparently they're each having their own parties at home.\And Kanna-chan?\She escorted Ms. Saikawa home.\Hmm.\Would you like a bath?\Or would you like to go to bed as is today?\Well, since it is Christmas... response:	What a beautiful sight!
context: Apparently they're each having their own parties at home.\And Kanna-chan?\She escorted Ms. Saikawa home.\Hmm.\Would you like a bath?\Or would you like to go to bed as is today?\Well, since it is Christmas...\What a beautiful sight! response:	You're not cold?
context: And Kanna-chan?\She escorted Ms. Saikawa home.\Hmm.\Would you like a bath?\Or would you like to go to bed as is today?\Well, since it is Christmas...\What a beautiful sight!\You're not cold? response:	I'm fine.
context: She escorted Ms. Saikawa home.\Hmm.\Would you like a bath?\Or would you like to go to bed as is today?\Well, since it is Christmas...\What a beautiful sight!\You're not cold?\I'm fine. response:	This is unusual.
context: Hmm.\Would you like a bath?\Or would you like to go to bed as is today?\Well, since it is Christmas...\What a beautiful sight!\You're not cold?\I'm fine.\This is unusual. response:	You asking to see the view at night.
context: Would you like a bath?\Or would you like to go to bed as is today?\Well, since it is Christmas...\What a beautiful sight!\You're not cold?\I'm fine.\This is unusual.\You asking to see the view at night. response:	Is it?
context: Or would you like to go to bed as is today?\Well, since it is Christmas...\What a beautiful sight!\You're not cold?\I'm fine.\This is unusual.\You asking to see the view at night.\Is it? response:	Oh, right.
context: Well, since it is Christmas...\What a beautiful sight!\You're not cold?\I'm fine.\This is unusual.\You asking to see the view at night.\Is it?\Oh, right. response:	Miss Kobayashi.
context: What a beautiful sight!\You're not cold?\I'm fine.\This is unusual.\You asking to see the view at night.\Is it?\Oh, right.\Miss Kobayashi. response:	Here.
context: You're not cold?\I'm fine.\This is unusual.\You asking to see the view at night.\Is it?\Oh, right.\Miss Kobayashi.\Here. response:	What? A Christmas present?
context: I'm fine.\This is unusual.\You asking to see the view at night.\Is it?\Oh, right.\Miss Kobayashi.\Here.\What? A Christmas present? response:	Yes!
context: This is unusual.\You asking to see the view at night.\Is it?\Oh, right.\Miss Kobayashi.\Here.\What? A Christmas present?\Yes! response:	I got you some medicine that works well for lower back pain.
context: You asking to see the view at night.\Is it?\Oh, right.\Miss Kobayashi.\Here.\What? A Christmas present?\Yes!\I got you some medicine that works well for lower back pain. response:	Seriously?
context: Is it?\Oh, right.\Miss Kobayashi.\Here.\What? A Christmas present?\Yes!\I got you some medicine that works well for lower back pain.\Seriously? response:	That's a big help.
context: Oh, right.\Miss Kobayashi.\Here.\What? A Christmas present?\Yes!\I got you some medicine that works well for lower back pain.\Seriously?\That's a big help. response:	It's a valuable item in the other world.
context: Miss Kobayashi.\Here.\What? A Christmas present?\Yes!\I got you some medicine that works well for lower back pain.\Seriously?\That's a big help.\It's a valuable item in the other world. response:	You grind it down and apply it to your lower back.
context: Here.\What? A Christmas present?\Yes!\I got you some medicine that works well for lower back pain.\Seriously?\That's a big help.\It's a valuable item in the other world.\You grind it down and apply it to your lower back. response:	It works perfectly!
context: What? A Christmas present?\Yes!\I got you some medicine that works well for lower back pain.\Seriously?\That's a big help.\It's a valuable item in the other world.\You grind it down and apply it to your lower back.\It works perfectly! response:	Yeah, sure...
context: Yes!\I got you some medicine that works well for lower back pain.\Seriously?\That's a big help.\It's a valuable item in the other world.\You grind it down and apply it to your lower back.\It works perfectly!\Yeah, sure... response:	Hey, I was worried all day today.
context: I got you some medicine that works well for lower back pain.\Seriously?\That's a big help.\It's a valuable item in the other world.\You grind it down and apply it to your lower back.\It works perfectly!\Yeah, sure...\Hey, I was worried all day today. response:	What's this all of a sudden?
context: Seriously?\That's a big help.\It's a valuable item in the other world.\You grind it down and apply it to your lower back.\It works perfectly!\Yeah, sure...\Hey, I was worried all day today.\What's this all of a sudden? response:	To be honest, I was full of anxiety as I watched your play,
