context: As I wait... response:	We touched it at the same time!
context: Let's work hard!\We can't let\Shinobu-chan be alone forever!\What is it?\people would always ask if I was pining for someone\I thought I heard\Since I could being read.\Chihaya-chan... response:	No matter how much it may hurt,
context: We can't let\Shinobu-chan be alone forever!\What is it?\people would always ask if I was pining for someone\I thought I heard\Since I could being read.\Chihaya-chan...\No matter how much it may hurt, response:	you must show your respect.
context: Shinobu-chan be alone forever!\What is it?\people would always ask if I was pining for someone\I thought I heard\Since I could being read.\Chihaya-chan...\No matter how much it may hurt,\you must show your respect. response:	Thank you very much.
context: What is it?\people would always ask if I was pining for someone\I thought I heard\Since I could being read.\Chihaya-chan...\No matter how much it may hurt,\you must show your respect.\Thank you very much. response:	Thank you very much.
context: people would always ask if I was pining for someone\I thought I heard\Since I could being read.\Chihaya-chan...\No matter how much it may hurt,\you must show your respect.\Thank you very much.\Thank you very much. response:	She won!
context: I thought I heard\Since I could being read.\Chihaya-chan...\No matter how much it may hurt,\you must show your respect.\Thank you very much.\Thank you very much.\She won! response:	She lost.
context: Since I could being read.\Chihaya-chan...\No matter how much it may hurt,\you must show your respect.\Thank you very much.\Thank you very much.\She won!\She lost. response:	First Akashi Girls' has 2 wins...
context: Chihaya-chan...\No matter how much it may hurt,\you must show your respect.\Thank you very much.\Thank you very much.\She won!\She lost.\First Akashi Girls' has 2 wins... response:	Mizusawa has 2 wins...
context: No matter how much it may hurt,\you must show your respect.\Thank you very much.\Thank you very much.\She won!\She lost.\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins... response:	Desktomu-kun!
context: you must show your respect.\Thank you very much.\Thank you very much.\She won!\She lost.\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun! response:	His opponent has The sight of Mount,
context: Thank you very much.\Thank you very much.\She won!\She lost.\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount, response:	while Komano has May my lonely in a luck of the draw.
context: Thank you very much.\She won!\She lost.\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw. response:	There are four more dead cards...
context: She won!\She lost.\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards... response:	Everyone's watching!
context: She lost.\First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Everyone's watching! response:	people would always ask if I was pining for someone
context: First Akashi Girls' has 2 wins...\Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Everyone's watching!\people would always ask if I was pining for someone response:	I can't stand this!
context: Mizusawa has 2 wins...\Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Everyone's watching!\people would always ask if I was pining for someone\I can't stand this! response:	I can't bear the fact that our team's fate is on the line!
context: Desktomu-kun!\His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Everyone's watching!\people would always ask if I was pining for someone\I can't stand this!\I can't bear the fact that our team's fate is on the line! response:	I can't bear to watch!
context: His opponent has The sight of Mount,\while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Everyone's watching!\people would always ask if I was pining for someone\I can't stand this!\I can't bear the fact that our team's fate is on the line!\I can't bear to watch! response:	Though my hatred has waned...
context: while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Everyone's watching!\people would always ask if I was pining for someone\I can't stand this!\I can't bear the fact that our team's fate is on the line!\I can't bear to watch!\Though my hatred has waned... response:	So the flower petals...
context: There are four more dead cards...\Everyone's watching!\people would always ask if I was pining for someone\I can't stand this!\I can't bear the fact that our team's fate is on the line!\I can't bear to watch!\Though my hatred has waned...\So the flower petals... response:	I wish I could show the people how my sleeves
context: Everyone's watching!\people would always ask if I was pining for someone\I can't stand this!\I can't bear the fact that our team's fate is on the line!\I can't bear to watch!\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves response:	It's not over yet?!
context: people would always ask if I was pining for someone\I can't stand this!\I can't bear the fact that our team's fate is on the line!\I can't bear to watch!\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?! response:	Excuse me.
context: I can't stand this!\I can't bear the fact that our team's fate is on the line!\I can't bear to watch!\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me. response:	Karuta is hard and scary.
context: I can't bear the fact that our team's fate is on the line!\I can't bear to watch!\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\Karuta is hard and scary. response:	I got nervous when Porky called me out...
context: I can't bear to watch!\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\Karuta is hard and scary.\I got nervous when Porky called me out... response:	It's scary.
context: Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\Karuta is hard and scary.\I got nervous when Porky called me out...\It's scary. response:	This is the last game...
context: So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\Karuta is hard and scary.\I got nervous when Porky called me out...\It's scary.\This is the last game... response:	to decide the match!
context: I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\Karuta is hard and scary.\I got nervous when Porky called me out...\It's scary.\This is the last game...\to decide the match! response:	Said world grants no escape
context: It's not over yet?!\Excuse me.\Karuta is hard and scary.\I got nervous when Porky called me out...\It's scary.\This is the last game...\to decide the match!\Said world grants no escape response:	Komano, have you noticed?
context: Excuse me.\Karuta is hard and scary.\I got nervous when Porky called me out...\It's scary.\This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed? response:	There aren't any more dead cards!
context: Karuta is hard and scary.\I got nervous when Porky called me out...\It's scary.\This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards! response:	The next card will decide
context: I got nervous when Porky called me out...\It's scary.\This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide response:	the game!
context: It's scary.\This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game! response:	It's scary...
context: This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game!\It's scary... response:	But...
context: to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game!\It's scary...\But... response:	I hide in the mountains, only to hear the haunting cry of a deer
context: Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer response:	I'll always have...
context: Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have... response:	The sight of Mount Arima...
context: There aren't any more dead cards!\The next card will decide\the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima... response:	Thank you very much.
context: The next card will decide\the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Thank you very much. response:	Thank you very much.
context: the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Thank you very much.\Thank you very much. response:	Desktomu-kun...
context: It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Thank you very much.\Thank you very much.\Desktomu-kun... response:	Desktomu-kun!
context: But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Thank you very much.\Thank you very much.\Desktomu-kun...\Desktomu-kun! response:	Mizusawa High School defeats First Akashi Girls' 3-2.
context: I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Thank you very much.\Thank you very much.\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2. response:	Thank you very much.
context: I'll always have...\The sight of Mount Arima...\Thank you very much.\Thank you very much.\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Thank you very much. response:	Thank you very much.
context: The sight of Mount Arima...\Thank you very much.\Thank you very much.\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Thank you very much.\Thank you very much. response:	The final will be between Fujisaki High School and Mizusawa High School.
context: Thank you very much.\Thank you very much.\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Thank you very much.\Thank you very much.\The final will be between Fujisaki High School and Mizusawa High School. response:	Please return to your seats in 15 minutes.
context: Thank you very much.\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Thank you very much.\Thank you very much.\The final will be between Fujisaki High School and Mizusawa High School.\Please return to your seats in 15 minutes. response:	That was incredible.
context: Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Thank you very much.\Thank you very much.\The final will be between Fujisaki High School and Mizusawa High School.\Please return to your seats in 15 minutes.\That was incredible. response:	The second-years really gave it their all.
context: Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Thank you very much.\Thank you very much.\The final will be between Fujisaki High School and Mizusawa High School.\Please return to your seats in 15 minutes.\That was incredible.\The second-years really gave it their all. response:	Megumu-tan... Will we get it?
context: Mizusawa High School defeats First Akashi Girls' 3-2.\Thank you very much.\Thank you very much.\The final will be between Fujisaki High School and Mizusawa High School.\Please return to your seats in 15 minutes.\That was incredible.\The second-years really gave it their all.\Megumu-tan... Will we get it? response:	Will we get it?
context: Thank you very much.\Thank you very much.\The final will be between Fujisaki High School and Mizusawa High School.\Please return to your seats in 15 minutes.\That was incredible.\The second-years really gave it their all.\Megumu-tan... Will we get it?\Will we get it? response:	Will we finally get a rare shot of Megumu-tan's tears?!
context: Thank you very much.\The final will be between Fujisaki High School and Mizusawa High School.\Please return to your seats in 15 minutes.\That was incredible.\The second-years really gave it their all.\Megumu-tan... Will we get it?\Will we get it?\Will we finally get a rare shot of Megumu-tan's tears?! response:	Here it comes!
context: The final will be between Fujisaki High School and Mizusawa High School.\Please return to your seats in 15 minutes.\That was incredible.\The second-years really gave it their all.\Megumu-tan... Will we get it?\Will we get it?\Will we finally get a rare shot of Megumu-tan's tears?!\Here it comes! response:	Memory wipe time!
context: Please return to your seats in 15 minutes.\That was incredible.\The second-years really gave it their all.\Megumu-tan... Will we get it?\Will we get it?\Will we finally get a rare shot of Megumu-tan's tears?!\Here it comes!\Memory wipe time! response:	She was quick today
context: That was incredible.\The second-years really gave it their all.\Megumu-tan... Will we get it?\Will we get it?\Will we finally get a rare shot of Megumu-tan's tears?!\Here it comes!\Memory wipe time!\She was quick today response:	Can you give me this data?
context: The second-years really gave it their all.\Megumu-tan... Will we get it?\Will we get it?\Will we finally get a rare shot of Megumu-tan's tears?!\Here it comes!\Memory wipe time!\She was quick today\Can you give me this data? response:	You were taking pictures during the whole match, right?
context: Megumu-tan... Will we get it?\Will we get it?\Will we finally get a rare shot of Megumu-tan's tears?!\Here it comes!\Memory wipe time!\She was quick today\Can you give me this data?\You were taking pictures during the whole match, right? response:	Give them all to me.
context: Will we get it?\Will we finally get a rare shot of Megumu-tan's tears?!\Here it comes!\Memory wipe time!\She was quick today\Can you give me this data?\You were taking pictures during the whole match, right?\Give them all to me. response:	Let me see them.
context: Will we finally get a rare shot of Megumu-tan's tears?!\Here it comes!\Memory wipe time!\She was quick today\Can you give me this data?\You were taking pictures during the whole match, right?\Give them all to me.\Let me see them. response:	Megumu-tan...
context: Here it comes!\Memory wipe time!\She was quick today\Can you give me this data?\You were taking pictures during the whole match, right?\Give them all to me.\Let me see them.\Megumu-tan... response:	Megumu-tan...
context: Memory wipe time!\She was quick today\Can you give me this data?\You were taking pictures during the whole match, right?\Give them all to me.\Let me see them.\Megumu-tan...\Megumu-tan... response:	Wait! Those are the battery packs, not the SD cards!
context: She was quick today\Can you give me this data?\You were taking pictures during the whole match, right?\Give them all to me.\Let me see them.\Megumu-tan...\Megumu-tan...\Wait! Those are the battery packs, not the SD cards! response:	That was my last time playing karuta on this team.
context: Can you give me this data?\You were taking pictures during the whole match, right?\Give them all to me.\Let me see them.\Megumu-tan...\Megumu-tan...\Wait! Those are the battery packs, not the SD cards!\That was my last time playing karuta on this team. response:	Megumu?
context: You were taking pictures during the whole match, right?\Give them all to me.\Let me see them.\Megumu-tan...\Megumu-tan...\Wait! Those are the battery packs, not the SD cards!\That was my last time playing karuta on this team.\Megumu? response:	It's all over.
context: Give them all to me.\Let me see them.\Megumu-tan...\Megumu-tan...\Wait! Those are the battery packs, not the SD cards!\That was my last time playing karuta on this team.\Megumu?\It's all over. response:	I always thought that I would stop playing karuta
context: Let me see them.\Megumu-tan...\Megumu-tan...\Wait! Those are the battery packs, not the SD cards!\That was my last time playing karuta on this team.\Megumu?\It's all over.\I always thought that I would stop playing karuta response:	once I could no longer play with all of them.
context: Megumu-tan...\Megumu-tan...\Wait! Those are the battery packs, not the SD cards!\That was my last time playing karuta on this team.\Megumu?\It's all over.\I always thought that I would stop playing karuta\once I could no longer play with all of them. response:	We'll help, so let's practice until you're invested enough to get upset.
context: Megumu-tan...\Wait! Those are the battery packs, not the SD cards!\That was my last time playing karuta on this team.\Megumu?\It's all over.\I always thought that I would stop playing karuta\once I could no longer play with all of them.\We'll help, so let's practice until you're invested enough to get upset. response:	Good Luck Megumu
context: Wait! Those are the battery packs, not the SD cards!\That was my last time playing karuta on this team.\Megumu?\It's all over.\I always thought that I would stop playing karuta\once I could no longer play with all of them.\We'll help, so let's practice until you're invested enough to get upset.\Good Luck Megumu response:	I'm so stupid.
context: That was my last time playing karuta on this team.\Megumu?\It's all over.\I always thought that I would stop playing karuta\once I could no longer play with all of them.\We'll help, so let's practice until you're invested enough to get upset.\Good Luck Megumu\I'm so stupid. response:	I'm upset after winning.
context: Megumu?\It's all over.\I always thought that I would stop playing karuta\once I could no longer play with all of them.\We'll help, so let's practice until you're invested enough to get upset.\Good Luck Megumu\I'm so stupid.\I'm upset after winning. response:	I can't stop...
context: It's all over.\I always thought that I would stop playing karuta\once I could no longer play with all of them.\We'll help, so let's practice until you're invested enough to get upset.\Good Luck Megumu\I'm so stupid.\I'm upset after winning.\I can't stop... response:	Okay, it's finally time to face Fujisaki!
context: I always thought that I would stop playing karuta\once I could no longer play with all of them.\We'll help, so let's practice until you're invested enough to get upset.\Good Luck Megumu\I'm so stupid.\I'm upset after winning.\I can't stop...\Okay, it's finally time to face Fujisaki! response:	Pay attention to the following points.
context: once I could no longer play with all of them.\We'll help, so let's practice until you're invested enough to get upset.\Good Luck Megumu\I'm so stupid.\I'm upset after winning.\I can't stop...\Okay, it's finally time to face Fujisaki!\Pay attention to the following points. response:	Desktomu-kun...
context: We'll help, so let's practice until you're invested enough to get upset.\Good Luck Megumu\I'm so stupid.\I'm upset after winning.\I can't stop...\Okay, it's finally time to face Fujisaki!\Pay attention to the following points.\Desktomu-kun... response:	You're incredible, Desktomu-kun!
context: Good Luck Megumu\I'm so stupid.\I'm upset after winning.\I can't stop...\Okay, it's finally time to face Fujisaki!\Pay attention to the following points.\Desktomu-kun...\You're incredible, Desktomu-kun! response:	Incredible!
context: I'm so stupid.\I'm upset after winning.\I can't stop...\Okay, it's finally time to face Fujisaki!\Pay attention to the following points.\Desktomu-kun...\You're incredible, Desktomu-kun!\Incredible! response:	Why did you go after The sight of Mount in that luck of the draw?
context: I'm upset after winning.\I can't stop...\Okay, it's finally time to face Fujisaki!\Pay attention to the following points.\Desktomu-kun...\You're incredible, Desktomu-kun!\Incredible!\Why did you go after The sight of Mount in that luck of the draw? response:	Did you hear it?
context: I can't stop...\Okay, it's finally time to face Fujisaki!\Pay attention to the following points.\Desktomu-kun...\You're incredible, Desktomu-kun!\Incredible!\Why did you go after The sight of Mount in that luck of the draw?\Did you hear it? response:	Of course not.
context: Okay, it's finally time to face Fujisaki!\Pay attention to the following points.\Desktomu-kun...\You're incredible, Desktomu-kun!\Incredible!\Why did you go after The sight of Mount in that luck of the draw?\Did you hear it?\Of course not. response:	I was gambling.
context: Pay attention to the following points.\Desktomu-kun...\You're incredible, Desktomu-kun!\Incredible!\Why did you go after The sight of Mount in that luck of the draw?\Did you hear it?\Of course not.\I was gambling. response:	Going from the data from the matches I've watched,
context: Desktomu-kun...\You're incredible, Desktomu-kun!\Incredible!\Why did you go after The sight of Mount in that luck of the draw?\Did you hear it?\Of course not.\I was gambling.\Going from the data from the matches I've watched, response:	there's a slightly higher chance of a The card
context: You're incredible, Desktomu-kun!\Incredible!\Why did you go after The sight of Mount in that luck of the draw?\Did you hear it?\Of course not.\I was gambling.\Going from the data from the matches I've watched,\there's a slightly higher chance of a The card response:	being read in a luck of the draw.
context: Incredible!\Why did you go after The sight of Mount in that luck of the draw?\Did you hear it?\Of course not.\I was gambling.\Going from the data from the matches I've watched,\there's a slightly higher chance of a The card\being read in a luck of the draw. response:	That's all it was.
context: Why did you go after The sight of Mount in that luck of the draw?\Did you hear it?\Of course not.\I was gambling.\Going from the data from the matches I've watched,\there's a slightly higher chance of a The card\being read in a luck of the draw.\That's all it was. response:	Anyway, for the final lineup,
context: Did you hear it?\Of course not.\I was gambling.\Going from the data from the matches I've watched,\there's a slightly higher chance of a The card\being read in a luck of the draw.\That's all it was.\Anyway, for the final lineup, response:	I think we should stick with the second-years.
context: Of course not.\I was gambling.\Going from the data from the matches I've watched,\there's a slightly higher chance of a The card\being read in a luck of the draw.\That's all it was.\Anyway, for the final lineup,\I think we should stick with the second-years. response:	Statistically, he had a 50 chance of guessing right,
context: I was gambling.\Going from the data from the matches I've watched,\there's a slightly higher chance of a The card\being read in a luck of the draw.\That's all it was.\Anyway, for the final lineup,\I think we should stick with the second-years.\Statistically, he had a 50 chance of guessing right, response:	but I've heard people say...
context: Going from the data from the matches I've watched,\there's a slightly higher chance of a The card\being read in a luck of the draw.\That's all it was.\Anyway, for the final lineup,\I think we should stick with the second-years.\Statistically, he had a 50 chance of guessing right,\but I've heard people say... response:	I've heard Master mention that before...
context: there's a slightly higher chance of a The card\being read in a luck of the draw.\That's all it was.\Anyway, for the final lineup,\I think we should stick with the second-years.\Statistically, he had a 50 chance of guessing right,\but I've heard people say...\I've heard Master mention that before... response:	There are all kinds of superstitions when it comes to luck of the draw.
context: being read in a luck of the draw.\That's all it was.\Anyway, for the final lineup,\I think we should stick with the second-years.\Statistically, he had a 50 chance of guessing right,\but I've heard people say...\I've heard Master mention that before...\There are all kinds of superstitions when it comes to luck of the draw. response:	Some only go for three-syllable cards that have become one-syllable cards.
context: That's all it was.\Anyway, for the final lineup,\I think we should stick with the second-years.\Statistically, he had a 50 chance of guessing right,\but I've heard people say...\I've heard Master mention that before...\There are all kinds of superstitions when it comes to luck of the draw.\Some only go for three-syllable cards that have become one-syllable cards. response:	Or they believe that a The card will be read.
context: Anyway, for the final lineup,\I think we should stick with the second-years.\Statistically, he had a 50 chance of guessing right,\but I've heard people say...\I've heard Master mention that before...\There are all kinds of superstitions when it comes to luck of the draw.\Some only go for three-syllable cards that have become one-syllable cards.\Or they believe that a The card will be read. response:	Superstitions...
context: I think we should stick with the second-years.\Statistically, he had a 50 chance of guessing right,\but I've heard people say...\I've heard Master mention that before...\There are all kinds of superstitions when it comes to luck of the draw.\Some only go for three-syllable cards that have become one-syllable cards.\Or they believe that a The card will be read.\Superstitions... response:	Desktomu-kun has only been playing karuta for 15 months,
context: Statistically, he had a 50 chance of guessing right,\but I've heard people say...\I've heard Master mention that before...\There are all kinds of superstitions when it comes to luck of the draw.\Some only go for three-syllable cards that have become one-syllable cards.\Or they believe that a The card will be read.\Superstitions...\Desktomu-kun has only been playing karuta for 15 months, response:	but he's already formed his own superstitions.
context: but I've heard people say...\I've heard Master mention that before...\There are all kinds of superstitions when it comes to luck of the draw.\Some only go for three-syllable cards that have become one-syllable cards.\Or they believe that a The card will be read.\Superstitions...\Desktomu-kun has only been playing karuta for 15 months,\but he's already formed his own superstitions. response:	Desktomu-kun is learning...
context: I've heard Master mention that before...\There are all kinds of superstitions when it comes to luck of the draw.\Some only go for three-syllable cards that have become one-syllable cards.\Or they believe that a The card will be read.\Superstitions...\Desktomu-kun has only been playing karuta for 15 months,\but he's already formed his own superstitions.\Desktomu-kun is learning... response:	I'll always have my data to help me,
context: There are all kinds of superstitions when it comes to luck of the draw.\Some only go for three-syllable cards that have become one-syllable cards.\Or they believe that a The card will be read.\Superstitions...\Desktomu-kun has only been playing karuta for 15 months,\but he's already formed his own superstitions.\Desktomu-kun is learning...\I'll always have my data to help me, response:	and I'm sure it'll help everyone else.
context: Some only go for three-syllable cards that have become one-syllable cards.\Or they believe that a The card will be read.\Superstitions...\Desktomu-kun has only been playing karuta for 15 months,\but he's already formed his own superstitions.\Desktomu-kun is learning...\I'll always have my data to help me,\and I'm sure it'll help everyone else. response:	The grand final...
context: Or they believe that a The card will be read.\Superstitions...\Desktomu-kun has only been playing karuta for 15 months,\but he's already formed his own superstitions.\Desktomu-kun is learning...\I'll always have my data to help me,\and I'm sure it'll help everyone else.\The grand final... response:	Our team won, but I lost...
context: Superstitions...\Desktomu-kun has only been playing karuta for 15 months,\but he's already formed his own superstitions.\Desktomu-kun is learning...\I'll always have my data to help me,\and I'm sure it'll help everyone else.\The grand final...\Our team won, but I lost... response:	Why?
context: Desktomu-kun has only been playing karuta for 15 months,\but he's already formed his own superstitions.\Desktomu-kun is learning...\I'll always have my data to help me,\and I'm sure it'll help everyone else.\The grand final...\Our team won, but I lost...\Why? response:	When the score was 2-2, Megumu-chan took May my sighs,
context: but he's already formed his own superstitions.\Desktomu-kun is learning...\I'll always have my data to help me,\and I'm sure it'll help everyone else.\The grand final...\Our team won, but I lost...\Why?\When the score was 2-2, Megumu-chan took May my sighs, response:	then sent Since I.
context: Desktomu-kun is learning...\I'll always have my data to help me,\and I'm sure it'll help everyone else.\The grand final...\Our team won, but I lost...\Why?\When the score was 2-2, Megumu-chan took May my sighs,\then sent Since I. response:	It's one of my better cards, but I lost it at the very end.
context: I'll always have my data to help me,\and I'm sure it'll help everyone else.\The grand final...\Our team won, but I lost...\Why?\When the score was 2-2, Megumu-chan took May my sighs,\then sent Since I.\It's one of my better cards, but I lost it at the very end. response:	What could I have done better?
context: and I'm sure it'll help everyone else.\The grand final...\Our team won, but I lost...\Why?\When the score was 2-2, Megumu-chan took May my sighs,\then sent Since I.\It's one of my better cards, but I lost it at the very end.\What could I have done better? response:	I was able to identify Megumu-chan's weaknesses.
context: The grand final...\Our team won, but I lost...\Why?\When the score was 2-2, Megumu-chan took May my sighs,\then sent Since I.\It's one of my better cards, but I lost it at the very end.\What could I have done better?\I was able to identify Megumu-chan's weaknesses. response:	I was able to conquer my own.
context: Our team won, but I lost...\Why?\When the score was 2-2, Megumu-chan took May my sighs,\then sent Since I.\It's one of my better cards, but I lost it at the very end.\What could I have done better?\I was able to identify Megumu-chan's weaknesses.\I was able to conquer my own. response:	What could I have done better?
context: Why?\When the score was 2-2, Megumu-chan took May my sighs,\then sent Since I.\It's one of my better cards, but I lost it at the very end.\What could I have done better?\I was able to identify Megumu-chan's weaknesses.\I was able to conquer my own.\What could I have done better? response:	What could I have done better?
context: When the score was 2-2, Megumu-chan took May my sighs,\then sent Since I.\It's one of my better cards, but I lost it at the very end.\What could I have done better?\I was able to identify Megumu-chan's weaknesses.\I was able to conquer my own.\What could I have done better?\What could I have done better? response:	Nail marks...
context: then sent Since I.\It's one of my better cards, but I lost it at the very end.\What could I have done better?\I was able to identify Megumu-chan's weaknesses.\I was able to conquer my own.\What could I have done better?\What could I have done better?\Nail marks... response:	I was using that much strength?
context: It's one of my better cards, but I lost it at the very end.\What could I have done better?\I was able to identify Megumu-chan's weaknesses.\I was able to conquer my own.\What could I have done better?\What could I have done better?\Nail marks...\I was using that much strength? response:	Relax...
context: What could I have done better?\I was able to identify Megumu-chan's weaknesses.\I was able to conquer my own.\What could I have done better?\What could I have done better?\Nail marks...\I was using that much strength?\Relax... response:	Relax...
context: I was able to identify Megumu-chan's weaknesses.\I was able to conquer my own.\What could I have done better?\What could I have done better?\Nail marks...\I was using that much strength?\Relax...\Relax... response:	This is the final.
context: I was able to conquer my own.\What could I have done better?\What could I have done better?\Nail marks...\I was using that much strength?\Relax...\Relax...\This is the final. response:	A voice mail from Mr. Matoba?
context: What could I have done better?\What could I have done better?\Nail marks...\I was using that much strength?\Relax...\Relax...\This is the final.\A voice mail from Mr. Matoba? response:	The Mizusawa concert band?!
context: What could I have done better?\Nail marks...\I was using that much strength?\Relax...\Relax...\This is the final.\A voice mail from Mr. Matoba?\The Mizusawa concert band?! response:	They lost their competition in the regional preliminary.
context: Nail marks...\I was using that much strength?\Relax...\Relax...\This is the final.\A voice mail from Mr. Matoba?\The Mizusawa concert band?!\They lost their competition in the regional preliminary. response:	No boost for us this time.
context: I was using that much strength?\Relax...\Relax...\This is the final.\A voice mail from Mr. Matoba?\The Mizusawa concert band?!\They lost their competition in the regional preliminary.\No boost for us this time. response:	What is it, Tsukuba-kun?
context: Relax...\Relax...\This is the final.\A voice mail from Mr. Matoba?\The Mizusawa concert band?!\They lost their competition in the regional preliminary.\No boost for us this time.\What is it, Tsukuba-kun? response:	I have a request, Ms. Miyauchi.
context: Relax...\This is the final.\A voice mail from Mr. Matoba?\The Mizusawa concert band?!\They lost their competition in the regional preliminary.\No boost for us this time.\What is it, Tsukuba-kun?\I have a request, Ms. Miyauchi. response:	Order them to replace Oe-senpai with me.
context: This is the final.\A voice mail from Mr. Matoba?\The Mizusawa concert band?!\They lost their competition in the regional preliminary.\No boost for us this time.\What is it, Tsukuba-kun?\I have a request, Ms. Miyauchi.\Order them to replace Oe-senpai with me. response:	Use your authority as the advisor!
context: A voice mail from Mr. Matoba?\The Mizusawa concert band?!\They lost their competition in the regional preliminary.\No boost for us this time.\What is it, Tsukuba-kun?\I have a request, Ms. Miyauchi.\Order them to replace Oe-senpai with me.\Use your authority as the advisor! response:	There you go again.
context: The Mizusawa concert band?!\They lost their competition in the regional preliminary.\No boost for us this time.\What is it, Tsukuba-kun?\I have a request, Ms. Miyauchi.\Order them to replace Oe-senpai with me.\Use your authority as the advisor!\There you go again. response:	If you just want attention, stop it.
context: They lost their competition in the regional preliminary.\No boost for us this time.\What is it, Tsukuba-kun?\I have a request, Ms. Miyauchi.\Order them to replace Oe-senpai with me.\Use your authority as the advisor!\There you go again.\If you just want attention, stop it. response:	That's not it!
context: No boost for us this time.\What is it, Tsukuba-kun?\I have a request, Ms. Miyauchi.\Order them to replace Oe-senpai with me.\Use your authority as the advisor!\There you go again.\If you just want attention, stop it.\That's not it! response:	I'm not doing this for attention!
context: What is it, Tsukuba-kun?\I have a request, Ms. Miyauchi.\Order them to replace Oe-senpai with me.\Use your authority as the advisor!\There you go again.\If you just want attention, stop it.\That's not it!\I'm not doing this for attention! response:	But I'm here!
context: I have a request, Ms. Miyauchi.\Order them to replace Oe-senpai with me.\Use your authority as the advisor!\There you go again.\If you just want attention, stop it.\That's not it!\I'm not doing this for attention!\But I'm here! response:	I'm scared about going up against Fujisaki in the final,
context: Order them to replace Oe-senpai with me.\Use your authority as the advisor!\There you go again.\If you just want attention, stop it.\That's not it!\I'm not doing this for attention!\But I'm here!\I'm scared about going up against Fujisaki in the final, response:	but I'm still a member of the team!
