context: It appears that you're the last one. response:	Damn it! You damn brats... Who do you think you are?!
context: Be hard on people, huh?\I'm not very good at that.\I'm here now. Claw is finished!\Sho, there must've been a better way of doing this.\We're family.\What? Now you want to act like a father?\You never cared about a damn thing I said.\You should've attacked while playing the obedient son. response:	Don't get in my way any further.
context: I'm not very good at that.\I'm here now. Claw is finished!\Sho, there must've been a better way of doing this.\We're family.\What? Now you want to act like a father?\You never cared about a damn thing I said.\You should've attacked while playing the obedient son.\Don't get in my way any further. response:	It took me twenty years to get here.
context: I'm here now. Claw is finished!\Sho, there must've been a better way of doing this.\We're family.\What? Now you want to act like a father?\You never cared about a damn thing I said.\You should've attacked while playing the obedient son.\Don't get in my way any further.\It took me twenty years to get here. response:	Serves you right! I've ruined those twenty years for you!
context: Sho, there must've been a better way of doing this.\We're family.\What? Now you want to act like a father?\You never cared about a damn thing I said.\You should've attacked while playing the obedient son.\Don't get in my way any further.\It took me twenty years to get here.\Serves you right! I've ruined those twenty years for you! response:	I'm just as strong as the Ultimate 5 now!
context: We're family.\What? Now you want to act like a father?\You never cared about a damn thing I said.\You should've attacked while playing the obedient son.\Don't get in my way any further.\It took me twenty years to get here.\Serves you right! I've ruined those twenty years for you!\I'm just as strong as the Ultimate 5 now! response:	Fight me, man to man!
context: What? Now you want to act like a father?\You never cared about a damn thing I said.\You should've attacked while playing the obedient son.\Don't get in my way any further.\It took me twenty years to get here.\Serves you right! I've ruined those twenty years for you!\I'm just as strong as the Ultimate 5 now!\Fight me, man to man! response:	Don't make me laugh.
context: You never cared about a damn thing I said.\You should've attacked while playing the obedient son.\Don't get in my way any further.\It took me twenty years to get here.\Serves you right! I've ruined those twenty years for you!\I'm just as strong as the Ultimate 5 now!\Fight me, man to man!\Don't make me laugh. response:	Never look down on your father.
context: You should've attacked while playing the obedient son.\Don't get in my way any further.\It took me twenty years to get here.\Serves you right! I've ruined those twenty years for you!\I'm just as strong as the Ultimate 5 now!\Fight me, man to man!\Don't make me laugh.\Never look down on your father. response:	A stupidly powerful barrier that activates when I try to get close...
context: Don't get in my way any further.\It took me twenty years to get here.\Serves you right! I've ruined those twenty years for you!\I'm just as strong as the Ultimate 5 now!\Fight me, man to man!\Don't make me laugh.\Never look down on your father.\A stupidly powerful barrier that activates when I try to get close... response:	Is that your true power?
context: It took me twenty years to get here.\Serves you right! I've ruined those twenty years for you!\I'm just as strong as the Ultimate 5 now!\Fight me, man to man!\Don't make me laugh.\Never look down on your father.\A stupidly powerful barrier that activates when I try to get close...\Is that your true power? response:	In that case...
context: Serves you right! I've ruined those twenty years for you!\I'm just as strong as the Ultimate 5 now!\Fight me, man to man!\Don't make me laugh.\Never look down on your father.\A stupidly powerful barrier that activates when I try to get close...\Is that your true power?\In that case... response:	Damn it... He's mocking me!
context: I'm just as strong as the Ultimate 5 now!\Fight me, man to man!\Don't make me laugh.\Never look down on your father.\A stupidly powerful barrier that activates when I try to get close...\Is that your true power?\In that case...\Damn it... He's mocking me! response:	These techniques are mere child's play.
context: Fight me, man to man!\Don't make me laugh.\Never look down on your father.\A stupidly powerful barrier that activates when I try to get close...\Is that your true power?\In that case...\Damn it... He's mocking me!\These techniques are mere child's play. response:	I thought you would've grown a little more than that.
context: Don't make me laugh.\Never look down on your father.\A stupidly powerful barrier that activates when I try to get close...\Is that your true power?\In that case...\Damn it... He's mocking me!\These techniques are mere child's play.\I thought you would've grown a little more than that. response:	Oh? You've learned how to mess with the refraction factor of light?
context: Never look down on your father.\A stupidly powerful barrier that activates when I try to get close...\Is that your true power?\In that case...\Damn it... He's mocking me!\These techniques are mere child's play.\I thought you would've grown a little more than that.\Oh? You've learned how to mess with the refraction factor of light? response:	This is my trump card!
context: A stupidly powerful barrier that activates when I try to get close...\Is that your true power?\In that case...\Damn it... He's mocking me!\These techniques are mere child's play.\I thought you would've grown a little more than that.\Oh? You've learned how to mess with the refraction factor of light?\This is my trump card! response:	Here's the energy I've saved up over three months...
context: Is that your true power?\In that case...\Damn it... He's mocking me!\These techniques are mere child's play.\I thought you would've grown a little more than that.\Oh? You've learned how to mess with the refraction factor of light?\This is my trump card!\Here's the energy I've saved up over three months... response:	Charge Bomb!
context: In that case...\Damn it... He's mocking me!\These techniques are mere child's play.\I thought you would've grown a little more than that.\Oh? You've learned how to mess with the refraction factor of light?\This is my trump card!\Here's the energy I've saved up over three months...\Charge Bomb! response:	Hell, yeah! Justice prevails!
context: Damn it... He's mocking me!\These techniques are mere child's play.\I thought you would've grown a little more than that.\Oh? You've learned how to mess with the refraction factor of light?\This is my trump card!\Here's the energy I've saved up over three months...\Charge Bomb!\Hell, yeah! Justice prevails! response:	I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen.
context: These techniques are mere child's play.\I thought you would've grown a little more than that.\Oh? You've learned how to mess with the refraction factor of light?\This is my trump card!\Here's the energy I've saved up over three months...\Charge Bomb!\Hell, yeah! Justice prevails!\I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen. response:	That's fine.
context: I thought you would've grown a little more than that.\Oh? You've learned how to mess with the refraction factor of light?\This is my trump card!\Here's the energy I've saved up over three months...\Charge Bomb!\Hell, yeah! Justice prevails!\I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen.\That's fine. response:	My son's just going through his rebellious phase.
context: Oh? You've learned how to mess with the refraction factor of light?\This is my trump card!\Here's the energy I've saved up over three months...\Charge Bomb!\Hell, yeah! Justice prevails!\I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen.\That's fine.\My son's just going through his rebellious phase. response:	Being a bad boy again?
context: This is my trump card!\Here's the energy I've saved up over three months...\Charge Bomb!\Hell, yeah! Justice prevails!\I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen.\That's fine.\My son's just going through his rebellious phase.\Being a bad boy again? response:	You'll never turn out to be a decent adult like that.
context: Here's the energy I've saved up over three months...\Charge Bomb!\Hell, yeah! Justice prevails!\I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen.\That's fine.\My son's just going through his rebellious phase.\Being a bad boy again?\You'll never turn out to be a decent adult like that. response:	Screw you! That was three months' worth of energy!
context: Charge Bomb!\Hell, yeah! Justice prevails!\I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen.\That's fine.\My son's just going through his rebellious phase.\Being a bad boy again?\You'll never turn out to be a decent adult like that.\Screw you! That was three months' worth of energy! response:	Let's stop fighting and happily take over the world together.
context: Hell, yeah! Justice prevails!\I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen.\That's fine.\My son's just going through his rebellious phase.\Being a bad boy again?\You'll never turn out to be a decent adult like that.\Screw you! That was three months' worth of energy!\Let's stop fighting and happily take over the world together. response:	Don't bother.
context: I'm so sorry. I wouldn't have taken a bathroom break if I'd known this'd happen.\That's fine.\My son's just going through his rebellious phase.\Being a bad boy again?\You'll never turn out to be a decent adult like that.\Screw you! That was three months' worth of energy!\Let's stop fighting and happily take over the world together.\Don't bother. response:	I can see why Sho would disagree with this.
context: That's fine.\My son's just going through his rebellious phase.\Being a bad boy again?\You'll never turn out to be a decent adult like that.\Screw you! That was three months' worth of energy!\Let's stop fighting and happily take over the world together.\Don't bother.\I can see why Sho would disagree with this. response:	You fear this plan will fail, don't you? You don't know the outside world, after all.
context: My son's just going through his rebellious phase.\Being a bad boy again?\You'll never turn out to be a decent adult like that.\Screw you! That was three months' worth of energy!\Let's stop fighting and happily take over the world together.\Don't bother.\I can see why Sho would disagree with this.\You fear this plan will fail, don't you? You don't know the outside world, after all. response:	The real reason I went around the world
context: Being a bad boy again?\You'll never turn out to be a decent adult like that.\Screw you! That was three months' worth of energy!\Let's stop fighting and happily take over the world together.\Don't bother.\I can see why Sho would disagree with this.\You fear this plan will fail, don't you? You don't know the outside world, after all.\The real reason I went around the world response:	was to see if world domination would actually be realistic.
context: You'll never turn out to be a decent adult like that.\Screw you! That was three months' worth of energy!\Let's stop fighting and happily take over the world together.\Don't bother.\I can see why Sho would disagree with this.\You fear this plan will fail, don't you? You don't know the outside world, after all.\The real reason I went around the world\was to see if world domination would actually be realistic. response:	But ultimately, I couldn't find a single esper stronger than me in this world.
context: Screw you! That was three months' worth of energy!\Let's stop fighting and happily take over the world together.\Don't bother.\I can see why Sho would disagree with this.\You fear this plan will fail, don't you? You don't know the outside world, after all.\The real reason I went around the world\was to see if world domination would actually be realistic.\But ultimately, I couldn't find a single esper stronger than me in this world. response:	I have the ultimate power.
context: Let's stop fighting and happily take over the world together.\Don't bother.\I can see why Sho would disagree with this.\You fear this plan will fail, don't you? You don't know the outside world, after all.\The real reason I went around the world\was to see if world domination would actually be realistic.\But ultimately, I couldn't find a single esper stronger than me in this world.\I have the ultimate power. response:	And that gives you the right to take over the world?
context: Don't bother.\I can see why Sho would disagree with this.\You fear this plan will fail, don't you? You don't know the outside world, after all.\The real reason I went around the world\was to see if world domination would actually be realistic.\But ultimately, I couldn't find a single esper stronger than me in this world.\I have the ultimate power.\And that gives you the right to take over the world? response:	Did you hear that, Serizawa? He's totally messed up in the head.
context: I can see why Sho would disagree with this.\You fear this plan will fail, don't you? You don't know the outside world, after all.\The real reason I went around the world\was to see if world domination would actually be realistic.\But ultimately, I couldn't find a single esper stronger than me in this world.\I have the ultimate power.\And that gives you the right to take over the world?\Did you hear that, Serizawa? He's totally messed up in the head. response:	President...
context: You fear this plan will fail, don't you? You don't know the outside world, after all.\The real reason I went around the world\was to see if world domination would actually be realistic.\But ultimately, I couldn't find a single esper stronger than me in this world.\I have the ultimate power.\And that gives you the right to take over the world?\Did you hear that, Serizawa? He's totally messed up in the head.\President... response:	You're so cool.
context: The real reason I went around the world\was to see if world domination would actually be realistic.\But ultimately, I couldn't find a single esper stronger than me in this world.\I have the ultimate power.\And that gives you the right to take over the world?\Did you hear that, Serizawa? He's totally messed up in the head.\President...\You're so cool. response:	Absolute idiots are the worst to deal with!
context: was to see if world domination would actually be realistic.\But ultimately, I couldn't find a single esper stronger than me in this world.\I have the ultimate power.\And that gives you the right to take over the world?\Did you hear that, Serizawa? He's totally messed up in the head.\President...\You're so cool.\Absolute idiots are the worst to deal with! response:	I'm impressed with your attack earlier.
context: But ultimately, I couldn't find a single esper stronger than me in this world.\I have the ultimate power.\And that gives you the right to take over the world?\Did you hear that, Serizawa? He's totally messed up in the head.\President...\You're so cool.\Absolute idiots are the worst to deal with!\I'm impressed with your attack earlier. response:	The apple really doesn't fall far from the tree.
context: I have the ultimate power.\And that gives you the right to take over the world?\Did you hear that, Serizawa? He's totally messed up in the head.\President...\You're so cool.\Absolute idiots are the worst to deal with!\I'm impressed with your attack earlier.\The apple really doesn't fall far from the tree. response:	Don't lump me in with you! How am I anything like you?!
context: And that gives you the right to take over the world?\Did you hear that, Serizawa? He's totally messed up in the head.\President...\You're so cool.\Absolute idiots are the worst to deal with!\I'm impressed with your attack earlier.\The apple really doesn't fall far from the tree.\Don't lump me in with you! How am I anything like you?! response:	You said you were charging up energy for three months?
context: Did you hear that, Serizawa? He's totally messed up in the head.\President...\You're so cool.\Absolute idiots are the worst to deal with!\I'm impressed with your attack earlier.\The apple really doesn't fall far from the tree.\Don't lump me in with you! How am I anything like you?!\You said you were charging up energy for three months? response:	I have the same ability.
context: President...\You're so cool.\Absolute idiots are the worst to deal with!\I'm impressed with your attack earlier.\The apple really doesn't fall far from the tree.\Don't lump me in with you! How am I anything like you?!\You said you were charging up energy for three months?\I have the same ability. response:	What?!
context: You're so cool.\Absolute idiots are the worst to deal with!\I'm impressed with your attack earlier.\The apple really doesn't fall far from the tree.\Don't lump me in with you! How am I anything like you?!\You said you were charging up energy for three months?\I have the same ability.\What?! response:	Didn't I tell you?
context: Absolute idiots are the worst to deal with!\I'm impressed with your attack earlier.\The apple really doesn't fall far from the tree.\Don't lump me in with you! How am I anything like you?!\You said you were charging up energy for three months?\I have the same ability.\What?!\Didn't I tell you? response:	I spent twenty years preparing for this.
context: I'm impressed with your attack earlier.\The apple really doesn't fall far from the tree.\Don't lump me in with you! How am I anything like you?!\You said you were charging up energy for three months?\I have the same ability.\What?!\Didn't I tell you?\I spent twenty years preparing for this. response:	Don't tell me that the last twenty years wasn't to gather all those troops...
context: The apple really doesn't fall far from the tree.\Don't lump me in with you! How am I anything like you?!\You said you were charging up energy for three months?\I have the same ability.\What?!\Didn't I tell you?\I spent twenty years preparing for this.\Don't tell me that the last twenty years wasn't to gather all those troops... response:	I guess it wouldn't hurt to show you some of my twenty years...
context: Don't lump me in with you! How am I anything like you?!\You said you were charging up energy for three months?\I have the same ability.\What?!\Didn't I tell you?\I spent twenty years preparing for this.\Don't tell me that the last twenty years wasn't to gather all those troops...\I guess it wouldn't hurt to show you some of my twenty years... response:	Why not give up already,
context: You said you were charging up energy for three months?\I have the same ability.\What?!\Didn't I tell you?\I spent twenty years preparing for this.\Don't tell me that the last twenty years wasn't to gather all those troops...\I guess it wouldn't hurt to show you some of my twenty years...\Why not give up already, response:	you poor souls the boss named the Scars?
context: I have the same ability.\What?!\Didn't I tell you?\I spent twenty years preparing for this.\Don't tell me that the last twenty years wasn't to gather all those troops...\I guess it wouldn't hurt to show you some of my twenty years...\Why not give up already,\you poor souls the boss named the Scars? response:	Shut it!
context: What?!\Didn't I tell you?\I spent twenty years preparing for this.\Don't tell me that the last twenty years wasn't to gather all those troops...\I guess it wouldn't hurt to show you some of my twenty years...\Why not give up already,\you poor souls the boss named the Scars?\Shut it! response:	You're a goddamn coward that doesn't have to guts to go against the boss!
context: Didn't I tell you?\I spent twenty years preparing for this.\Don't tell me that the last twenty years wasn't to gather all those troops...\I guess it wouldn't hurt to show you some of my twenty years...\Why not give up already,\you poor souls the boss named the Scars?\Shut it!\You're a goddamn coward that doesn't have to guts to go against the boss! response:	The real reason he named you Scars is because you're all failures.
context: I spent twenty years preparing for this.\Don't tell me that the last twenty years wasn't to gather all those troops...\I guess it wouldn't hurt to show you some of my twenty years...\Why not give up already,\you poor souls the boss named the Scars?\Shut it!\You're a goddamn coward that doesn't have to guts to go against the boss!\The real reason he named you Scars is because you're all failures. response:	You were marked as damaged goods!
context: Don't tell me that the last twenty years wasn't to gather all those troops...\I guess it wouldn't hurt to show you some of my twenty years...\Why not give up already,\you poor souls the boss named the Scars?\Shut it!\You're a goddamn coward that doesn't have to guts to go against the boss!\The real reason he named you Scars is because you're all failures.\You were marked as damaged goods! response:	Screw you!
context: I guess it wouldn't hurt to show you some of my twenty years...\Why not give up already,\you poor souls the boss named the Scars?\Shut it!\You're a goddamn coward that doesn't have to guts to go against the boss!\The real reason he named you Scars is because you're all failures.\You were marked as damaged goods!\Screw you! response:	Telekinetic Helix!
context: Why not give up already,\you poor souls the boss named the Scars?\Shut it!\You're a goddamn coward that doesn't have to guts to go against the boss!\The real reason he named you Scars is because you're all failures.\You were marked as damaged goods!\Screw you!\Telekinetic Helix! response:	As for the basics required of espers...
context: you poor souls the boss named the Scars?\Shut it!\You're a goddamn coward that doesn't have to guts to go against the boss!\The real reason he named you Scars is because you're all failures.\You were marked as damaged goods!\Screw you!\Telekinetic Helix!\As for the basics required of espers... response:	we're on a entirely different level.
context: Shut it!\You're a goddamn coward that doesn't have to guts to go against the boss!\The real reason he named you Scars is because you're all failures.\You were marked as damaged goods!\Screw you!\Telekinetic Helix!\As for the basics required of espers...\we're on a entirely different level. response:	I'm saying this for your own good.
context: You're a goddamn coward that doesn't have to guts to go against the boss!\The real reason he named you Scars is because you're all failures.\You were marked as damaged goods!\Screw you!\Telekinetic Helix!\As for the basics required of espers...\we're on a entirely different level.\I'm saying this for your own good. response:	You should just give up.
context: The real reason he named you Scars is because you're all failures.\You were marked as damaged goods!\Screw you!\Telekinetic Helix!\As for the basics required of espers...\we're on a entirely different level.\I'm saying this for your own good.\You should just give up. response:	But that manhole cover had some effect, didn't it?
context: You were marked as damaged goods!\Screw you!\Telekinetic Helix!\As for the basics required of espers...\we're on a entirely different level.\I'm saying this for your own good.\You should just give up.\But that manhole cover had some effect, didn't it? response:	Teru-san!
context: Screw you!\Telekinetic Helix!\As for the basics required of espers...\we're on a entirely different level.\I'm saying this for your own good.\You should just give up.\But that manhole cover had some effect, didn't it?\Teru-san! response:	Yeah. It looks like attacks he didn't detect actually work against him.
context: Telekinetic Helix!\As for the basics required of espers...\we're on a entirely different level.\I'm saying this for your own good.\You should just give up.\But that manhole cover had some effect, didn't it?\Teru-san!\Yeah. It looks like attacks he didn't detect actually work against him. response:	He's the one who's been cornered here.
context: As for the basics required of espers...\we're on a entirely different level.\I'm saying this for your own good.\You should just give up.\But that manhole cover had some effect, didn't it?\Teru-san!\Yeah. It looks like attacks he didn't detect actually work against him.\He's the one who's been cornered here. response:	You're quite efficient.
context: we're on a entirely different level.\I'm saying this for your own good.\You should just give up.\But that manhole cover had some effect, didn't it?\Teru-san!\Yeah. It looks like attacks he didn't detect actually work against him.\He's the one who's been cornered here.\You're quite efficient. response:	Because of that,
context: I'm saying this for your own good.\You should just give up.\But that manhole cover had some effect, didn't it?\Teru-san!\Yeah. It looks like attacks he didn't detect actually work against him.\He's the one who's been cornered here.\You're quite efficient.\Because of that, response:	I'll get rid of you first, once and for all.
context: You should just give up.\But that manhole cover had some effect, didn't it?\Teru-san!\Yeah. It looks like attacks he didn't detect actually work against him.\He's the one who's been cornered here.\You're quite efficient.\Because of that,\I'll get rid of you first, once and for all. response:	Not good. He's going to destroy him.
context: But that manhole cover had some effect, didn't it?\Teru-san!\Yeah. It looks like attacks he didn't detect actually work against him.\He's the one who's been cornered here.\You're quite efficient.\Because of that,\I'll get rid of you first, once and for all.\Not good. He's going to destroy him. response:	What can we do?
context: Teru-san!\Yeah. It looks like attacks he didn't detect actually work against him.\He's the one who's been cornered here.\You're quite efficient.\Because of that,\I'll get rid of you first, once and for all.\Not good. He's going to destroy him.\What can we do? response:	I believe it's time to end things.
context: Yeah. It looks like attacks he didn't detect actually work against him.\He's the one who's been cornered here.\You're quite efficient.\Because of that,\I'll get rid of you first, once and for all.\Not good. He's going to destroy him.\What can we do?\I believe it's time to end things. response:	Next, you'll come from behind!
context: He's the one who's been cornered here.\You're quite efficient.\Because of that,\I'll get rid of you first, once and for all.\Not good. He's going to destroy him.\What can we do?\I believe it's time to end things.\Next, you'll come from behind! response:	You
context: You're quite efficient.\Because of that,\I'll get rid of you first, once and for all.\Not good. He's going to destroy him.\What can we do?\I believe it's time to end things.\Next, you'll come from behind!\You response:	It might be convenient to be able to read your opponents' moves,
context: Because of that,\I'll get rid of you first, once and for all.\Not good. He's going to destroy him.\What can we do?\I believe it's time to end things.\Next, you'll come from behind!\You\It might be convenient to be able to read your opponents' moves, response:	but that also makes your moves monotonous.
context: I'll get rid of you first, once and for all.\Not good. He's going to destroy him.\What can we do?\I believe it's time to end things.\Next, you'll come from behind!\You\It might be convenient to be able to read your opponents' moves,\but that also makes your moves monotonous. response:	You rely too much on your powers.
context: Not good. He's going to destroy him.\What can we do?\I believe it's time to end things.\Next, you'll come from behind!\You\It might be convenient to be able to read your opponents' moves,\but that also makes your moves monotonous.\You rely too much on your powers. response:	Well, this is surprising.
context: What can we do?\I believe it's time to end things.\Next, you'll come from behind!\You\It might be convenient to be able to read your opponents' moves,\but that also makes your moves monotonous.\You rely too much on your powers.\Well, this is surprising. response:	If we disregard the boss, I do have the position as the world's greatest.
context: I believe it's time to end things.\Next, you'll come from behind!\You\It might be convenient to be able to read your opponents' moves,\but that also makes your moves monotonous.\You rely too much on your powers.\Well, this is surprising.\If we disregard the boss, I do have the position as the world's greatest. response:	There are people in this world with powers you can't even fathom.
context: Next, you'll come from behind!\You\It might be convenient to be able to read your opponents' moves,\but that also makes your moves monotonous.\You rely too much on your powers.\Well, this is surprising.\If we disregard the boss, I do have the position as the world's greatest.\There are people in this world with powers you can't even fathom. response:	You're just an ordinary man. Even I could defeat you.
context: You\It might be convenient to be able to read your opponents' moves,\but that also makes your moves monotonous.\You rely too much on your powers.\Well, this is surprising.\If we disregard the boss, I do have the position as the world's greatest.\There are people in this world with powers you can't even fathom.\You're just an ordinary man. Even I could defeat you. response:	Why y
context: It might be convenient to be able to read your opponents' moves,\but that also makes your moves monotonous.\You rely too much on your powers.\Well, this is surprising.\If we disregard the boss, I do have the position as the world's greatest.\There are people in this world with powers you can't even fathom.\You're just an ordinary man. Even I could defeat you.\Why y response:	You're right! It's when he's distracted!
context: but that also makes your moves monotonous.\You rely too much on your powers.\Well, this is surprising.\If we disregard the boss, I do have the position as the world's greatest.\There are people in this world with powers you can't even fathom.\You're just an ordinary man. Even I could defeat you.\Why y\You're right! It's when he's distracted! response:	Nice, Little Bro!
context: You rely too much on your powers.\Well, this is surprising.\If we disregard the boss, I do have the position as the world's greatest.\There are people in this world with powers you can't even fathom.\You're just an ordinary man. Even I could defeat you.\Why y\You're right! It's when he's distracted!\Nice, Little Bro! response:	Fifth Punch!
context: Well, this is surprising.\If we disregard the boss, I do have the position as the world's greatest.\There are people in this world with powers you can't even fathom.\You're just an ordinary man. Even I could defeat you.\Why y\You're right! It's when he's distracted!\Nice, Little Bro!\Fifth Punch! response:	Super Destructive Energy Blast!
context: If we disregard the boss, I do have the position as the world's greatest.\There are people in this world with powers you can't even fathom.\You're just an ordinary man. Even I could defeat you.\Why y\You're right! It's when he's distracted!\Nice, Little Bro!\Fifth Punch!\Super Destructive Energy Blast! response:	I-I need to regain my...
context: There are people in this world with powers you can't even fathom.\You're just an ordinary man. Even I could defeat you.\Why y\You're right! It's when he's distracted!\Nice, Little Bro!\Fifth Punch!\Super Destructive Energy Blast!\I-I need to regain my... response:	C-Concentrate...
context: You're just an ordinary man. Even I could defeat you.\Why y\You're right! It's when he's distracted!\Nice, Little Bro!\Fifth Punch!\Super Destructive Energy Blast!\I-I need to regain my...\C-Concentrate... response:	Concentrate. Concentrate and you'll be able to figure everything out.
context: Why y\You're right! It's when he's distracted!\Nice, Little Bro!\Fifth Punch!\Super Destructive Energy Blast!\I-I need to regain my...\C-Concentrate...\Concentrate. Concentrate and you'll be able to figure everything out. response:	Everyone here is an esper. Cut everything else out.
context: You're right! It's when he's distracted!\Nice, Little Bro!\Fifth Punch!\Super Destructive Energy Blast!\I-I need to regain my...\C-Concentrate...\Concentrate. Concentrate and you'll be able to figure everything out.\Everyone here is an esper. Cut everything else out. response:	Concentrate. Concentrate.
context: Nice, Little Bro!\Fifth Punch!\Super Destructive Energy Blast!\I-I need to regain my...\C-Concentrate...\Concentrate. Concentrate and you'll be able to figure everything out.\Everyone here is an esper. Cut everything else out.\Concentrate. Concentrate. response:	Mind's Eye!
context: Fifth Punch!\Super Destructive Energy Blast!\I-I need to regain my...\C-Concentrate...\Concentrate. Concentrate and you'll be able to figure everything out.\Everyone here is an esper. Cut everything else out.\Concentrate. Concentrate.\Mind's Eye! response:	Nothing you can do will ever work on me again.
context: Super Destructive Energy Blast!\I-I need to regain my...\C-Concentrate...\Concentrate. Concentrate and you'll be able to figure everything out.\Everyone here is an esper. Cut everything else out.\Concentrate. Concentrate.\Mind's Eye!\Nothing you can do will ever work on me again. response:	Your injuries, the weaknesses even you're not aware of,
context: I-I need to regain my...\C-Concentrate...\Concentrate. Concentrate and you'll be able to figure everything out.\Everyone here is an esper. Cut everything else out.\Concentrate. Concentrate.\Mind's Eye!\Nothing you can do will ever work on me again.\Your injuries, the weaknesses even you're not aware of, response:	and the fact that you can barely see now...
context: C-Concentrate...\Concentrate. Concentrate and you'll be able to figure everything out.\Everyone here is an esper. Cut everything else out.\Concentrate. Concentrate.\Mind's Eye!\Nothing you can do will ever work on me again.\Your injuries, the weaknesses even you're not aware of,\and the fact that you can barely see now... response:	I can see through everything now.
context: Concentrate. Concentrate and you'll be able to figure everything out.\Everyone here is an esper. Cut everything else out.\Concentrate. Concentrate.\Mind's Eye!\Nothing you can do will ever work on me again.\Your injuries, the weaknesses even you're not aware of,\and the fact that you can barely see now...\I can see through everything now. response:	It's too late to have any regrets.
context: Everyone here is an esper. Cut everything else out.\Concentrate. Concentrate.\Mind's Eye!\Nothing you can do will ever work on me again.\Your injuries, the weaknesses even you're not aware of,\and the fact that you can barely see now...\I can see through everything now.\It's too late to have any regrets. response:	What's the matter?
context: Concentrate. Concentrate.\Mind's Eye!\Nothing you can do will ever work on me again.\Your injuries, the weaknesses even you're not aware of,\and the fact that you can barely see now...\I can see through everything now.\It's too late to have any regrets.\What's the matter? response:	Something with tremendous energy is heading this way.
context: Mind's Eye!\Nothing you can do will ever work on me again.\Your injuries, the weaknesses even you're not aware of,\and the fact that you can barely see now...\I can see through everything now.\It's too late to have any regrets.\What's the matter?\Something with tremendous energy is heading this way. response:	Pretty sure that's my friend.
context: Nothing you can do will ever work on me again.\Your injuries, the weaknesses even you're not aware of,\and the fact that you can barely see now...\I can see through everything now.\It's too late to have any regrets.\What's the matter?\Something with tremendous energy is heading this way.\Pretty sure that's my friend. response:	I guess you finally woke up,
context: Your injuries, the weaknesses even you're not aware of,\and the fact that you can barely see now...\I can see through everything now.\It's too late to have any regrets.\What's the matter?\Something with tremendous energy is heading this way.\Pretty sure that's my friend.\I guess you finally woke up, response:	Kageyama-kun.
context: and the fact that you can barely see now...\I can see through everything now.\It's too late to have any regrets.\What's the matter?\Something with tremendous energy is heading this way.\Pretty sure that's my friend.\I guess you finally woke up,\Kageyama-kun. response:	How amusing.
context: I can see through everything now.\It's too late to have any regrets.\What's the matter?\Something with tremendous energy is heading this way.\Pretty sure that's my friend.\I guess you finally woke up,\Kageyama-kun.\How amusing. response:	Let's see whose abilities are greater!
context: It's too late to have any regrets.\What's the matter?\Something with tremendous energy is heading this way.\Pretty sure that's my friend.\I guess you finally woke up,\Kageyama-kun.\How amusing.\Let's see whose abilities are greater! response:	I'll face you head-on!
context: What's the matter?\Something with tremendous energy is heading this way.\Pretty sure that's my friend.\I guess you finally woke up,\Kageyama-kun.\How amusing.\Let's see whose abilities are greater!\I'll face you head-on! response:	Self-Defense Rush!
context: Something with tremendous energy is heading this way.\Pretty sure that's my friend.\I guess you finally woke up,\Kageyama-kun.\How amusing.\Let's see whose abilities are greater!\I'll face you head-on!\Self-Defense Rush! response:	One of Reigen's special moves where,
context: Pretty sure that's my friend.\I guess you finally woke up,\Kageyama-kun.\How amusing.\Let's see whose abilities are greater!\I'll face you head-on!\Self-Defense Rush!\One of Reigen's special moves where, response:	Self-Defense Rush
context: I guess you finally woke up,\Kageyama-kun.\How amusing.\Let's see whose abilities are greater!\I'll face you head-on!\Self-Defense Rush!\One of Reigen's special moves where,\Self-Defense Rush response:	when he's unsure if it's really self-defense, he yells out self-defense just in case.
context: Kageyama-kun.\How amusing.\Let's see whose abilities are greater!\I'll face you head-on!\Self-Defense Rush!\One of Reigen's special moves where,\Self-Defense Rush\when he's unsure if it's really self-defense, he yells out self-defense just in case. response:	Impossible! I couldn't sense him at all.
context: How amusing.\Let's see whose abilities are greater!\I'll face you head-on!\Self-Defense Rush!\One of Reigen's special moves where,\Self-Defense Rush\when he's unsure if it's really self-defense, he yells out self-defense just in case.\Impossible! I couldn't sense him at all. response:	Who is he?!
context: Let's see whose abilities are greater!\I'll face you head-on!\Self-Defense Rush!\One of Reigen's special moves where,\Self-Defense Rush\when he's unsure if it's really self-defense, he yells out self-defense just in case.\Impossible! I couldn't sense him at all.\Who is he?! response:	Reigen-san!
context: I'll face you head-on!\Self-Defense Rush!\One of Reigen's special moves where,\Self-Defense Rush\when he's unsure if it's really self-defense, he yells out self-defense just in case.\Impossible! I couldn't sense him at all.\Who is he?!\Reigen-san! response:	Everyone, get up! The great master is here.
context: Self-Defense Rush!\One of Reigen's special moves where,\Self-Defense Rush\when he's unsure if it's really self-defense, he yells out self-defense just in case.\Impossible! I couldn't sense him at all.\Who is he?!\Reigen-san!\Everyone, get up! The great master is here. response:	The great master? Don't tell me...
