context: What's wrong? response:	Your eyes.
context: Yes, you are.\I'm not. You don't make sense.\No.\You are burning.\I saw you like that, but left you alone.\That's why when Gilbert left you with me,\I thought this was my chance.\You'll understand one day. response:	And then you'll realize for the first time that you have many burns.
context: I'm not. You don't make sense.\No.\You are burning.\I saw you like that, but left you alone.\That's why when Gilbert left you with me,\I thought this was my chance.\You'll understand one day.\And then you'll realize for the first time that you have many burns. response:	Ms. Doll?
context: No.\You are burning.\I saw you like that, but left you alone.\That's why when Gilbert left you with me,\I thought this was my chance.\You'll understand one day.\And then you'll realize for the first time that you have many burns.\Ms. Doll? response:	No, I'm Violet.
context: You are burning.\I saw you like that, but left you alone.\That's why when Gilbert left you with me,\I thought this was my chance.\You'll understand one day.\And then you'll realize for the first time that you have many burns.\Ms. Doll?\No, I'm Violet. response:	Uh, Miss Violet.
context: I saw you like that, but left you alone.\That's why when Gilbert left you with me,\I thought this was my chance.\You'll understand one day.\And then you'll realize for the first time that you have many burns.\Ms. Doll?\No, I'm Violet.\Uh, Miss Violet. response:	I want to ask you to write something for me.
context: That's why when Gilbert left you with me,\I thought this was my chance.\You'll understand one day.\And then you'll realize for the first time that you have many burns.\Ms. Doll?\No, I'm Violet.\Uh, Miss Violet.\I want to ask you to write something for me. response:	Write something?
context: I thought this was my chance.\You'll understand one day.\And then you'll realize for the first time that you have many burns.\Ms. Doll?\No, I'm Violet.\Uh, Miss Violet.\I want to ask you to write something for me.\Write something? response:	Yeah. I don't know how to write.
context: You'll understand one day.\And then you'll realize for the first time that you have many burns.\Ms. Doll?\No, I'm Violet.\Uh, Miss Violet.\I want to ask you to write something for me.\Write something?\Yeah. I don't know how to write. response:	Can you write a letter for me?
context: And then you'll realize for the first time that you have many burns.\Ms. Doll?\No, I'm Violet.\Uh, Miss Violet.\I want to ask you to write something for me.\Write something?\Yeah. I don't know how to write.\Can you write a letter for me? response:	What should I write?
context: Ms. Doll?\No, I'm Violet.\Uh, Miss Violet.\I want to ask you to write something for me.\Write something?\Yeah. I don't know how to write.\Can you write a letter for me?\What should I write? response:	Do you want to talk about it here?
context: No, I'm Violet.\Uh, Miss Violet.\I want to ask you to write something for me.\Write something?\Yeah. I don't know how to write.\Can you write a letter for me?\What should I write?\Do you want to talk about it here? response:	Is there a problem?
context: Uh, Miss Violet.\I want to ask you to write something for me.\Write something?\Yeah. I don't know how to write.\Can you write a letter for me?\What should I write?\Do you want to talk about it here?\Is there a problem? response:	Uh, well...
context: I want to ask you to write something for me.\Write something?\Yeah. I don't know how to write.\Can you write a letter for me?\What should I write?\Do you want to talk about it here?\Is there a problem?\Uh, well... response:	I heard that my childhood friend in the countryside
context: Write something?\Yeah. I don't know how to write.\Can you write a letter for me?\What should I write?\Do you want to talk about it here?\Is there a problem?\Uh, well...\I heard that my childhood friend in the countryside response:	received a marriage offer from another man. So...
context: Yeah. I don't know how to write.\Can you write a letter for me?\What should I write?\Do you want to talk about it here?\Is there a problem?\Uh, well...\I heard that my childhood friend in the countryside\received a marriage offer from another man. So... response:	I want you to tell her!
context: Can you write a letter for me?\What should I write?\Do you want to talk about it here?\Is there a problem?\Uh, well...\I heard that my childhood friend in the countryside\received a marriage offer from another man. So...\I want you to tell her! response:	You were the first person
context: What should I write?\Do you want to talk about it here?\Is there a problem?\Uh, well...\I heard that my childhood friend in the countryside\received a marriage offer from another man. So...\I want you to tell her!\You were the first person response:	who was kind to me.
context: Do you want to talk about it here?\Is there a problem?\Uh, well...\I heard that my childhood friend in the countryside\received a marriage offer from another man. So...\I want you to tell her!\You were the first person\who was kind to me. response:	You were everything to me.
context: Is there a problem?\Uh, well...\I heard that my childhood friend in the countryside\received a marriage offer from another man. So...\I want you to tell her!\You were the first person\who was kind to me.\You were everything to me. response:	I would have done anything for you.
context: Uh, well...\I heard that my childhood friend in the countryside\received a marriage offer from another man. So...\I want you to tell her!\You were the first person\who was kind to me.\You were everything to me.\I would have done anything for you. response:	Go!
context: I heard that my childhood friend in the countryside\received a marriage offer from another man. So...\I want you to tell her!\You were the first person\who was kind to me.\You were everything to me.\I would have done anything for you.\Go! response:	I want to know what you're feeling.
context: received a marriage offer from another man. So...\I want you to tell her!\You were the first person\who was kind to me.\You were everything to me.\I would have done anything for you.\Go!\I want to know what you're feeling. response:	I want to understand what's in your heart.
context: I want you to tell her!\You were the first person\who was kind to me.\You were everything to me.\I would have done anything for you.\Go!\I want to know what you're feeling.\I want to understand what's in your heart. response:	Even though we're apart now...
context: You were the first person\who was kind to me.\You were everything to me.\I would have done anything for you.\Go!\I want to know what you're feeling.\I want to understand what's in your heart.\Even though we're apart now... response:	love you.
context: who was kind to me.\You were everything to me.\I would have done anything for you.\Go!\I want to know what you're feeling.\I want to understand what's in your heart.\Even though we're apart now...\love you. response:	How is that?
context: You were everything to me.\I would have done anything for you.\Go!\I want to know what you're feeling.\I want to understand what's in your heart.\Even though we're apart now...\love you.\How is that? response:	Yes.
context: I would have done anything for you.\Go!\I want to know what you're feeling.\I want to understand what's in your heart.\Even though we're apart now...\love you.\How is that?\Yes. response:	I love you.
context: Go!\I want to know what you're feeling.\I want to understand what's in your heart.\Even though we're apart now...\love you.\How is that?\Yes.\I love you. response:	Please go to reception on the first floor for the delivery process.
context: I want to know what you're feeling.\I want to understand what's in your heart.\Even though we're apart now...\love you.\How is that?\Yes.\I love you.\Please go to reception on the first floor for the delivery process. response:	Sir.
context: I want to understand what's in your heart.\Even though we're apart now...\love you.\How is that?\Yes.\I love you.\Please go to reception on the first floor for the delivery process.\Sir. response:	Thank you for using the Auto Memory Doll Service.
context: Even though we're apart now...\love you.\How is that?\Yes.\I love you.\Please go to reception on the first floor for the delivery process.\Sir.\Thank you for using the Auto Memory Doll Service. response:	And? Who are you?
context: love you.\How is that?\Yes.\I love you.\Please go to reception on the first floor for the delivery process.\Sir.\Thank you for using the Auto Memory Doll Service.\And? Who are you? response:	How did you know?
context: How is that?\Yes.\I love you.\Please go to reception on the first floor for the delivery process.\Sir.\Thank you for using the Auto Memory Doll Service.\And? Who are you?\How did you know? response:	Huh?
context: Yes.\I love you.\Please go to reception on the first floor for the delivery process.\Sir.\Thank you for using the Auto Memory Doll Service.\And? Who are you?\How did you know?\Huh? response:	How did you know that the man just now wanted to say
context: I love you.\Please go to reception on the first floor for the delivery process.\Sir.\Thank you for using the Auto Memory Doll Service.\And? Who are you?\How did you know?\Huh?\How did you know that the man just now wanted to say response:	I love you?
context: Please go to reception on the first floor for the delivery process.\Sir.\Thank you for using the Auto Memory Doll Service.\And? Who are you?\How did you know?\Huh?\How did you know that the man just now wanted to say\I love you? response:	You want to work as an Auto Memory Doll?
context: Sir.\Thank you for using the Auto Memory Doll Service.\And? Who are you?\How did you know?\Huh?\How did you know that the man just now wanted to say\I love you?\You want to work as an Auto Memory Doll? response:	Yes. It's still hard for me to hold a pen.
context: Thank you for using the Auto Memory Doll Service.\And? Who are you?\How did you know?\Huh?\How did you know that the man just now wanted to say\I love you?\You want to work as an Auto Memory Doll?\Yes. It's still hard for me to hold a pen. response:	But I can operate a typewriter.
context: And? Who are you?\How did you know?\Huh?\How did you know that the man just now wanted to say\I love you?\You want to work as an Auto Memory Doll?\Yes. It's still hard for me to hold a pen.\But I can operate a typewriter. response:	No, that's not what I mean.
context: How did you know?\Huh?\How did you know that the man just now wanted to say\I love you?\You want to work as an Auto Memory Doll?\Yes. It's still hard for me to hold a pen.\But I can operate a typewriter.\No, that's not what I mean. response:	I wanted to ask why you want to do this work.
context: Huh?\How did you know that the man just now wanted to say\I love you?\You want to work as an Auto Memory Doll?\Yes. It's still hard for me to hold a pen.\But I can operate a typewriter.\No, that's not what I mean.\I wanted to ask why you want to do this work. response:	I want to know!
context: How did you know that the man just now wanted to say\I love you?\You want to work as an Auto Memory Doll?\Yes. It's still hard for me to hold a pen.\But I can operate a typewriter.\No, that's not what I mean.\I wanted to ask why you want to do this work.\I want to know! response:	I love you.
context: I love you?\You want to work as an Auto Memory Doll?\Yes. It's still hard for me to hold a pen.\But I can operate a typewriter.\No, that's not what I mean.\I wanted to ask why you want to do this work.\I want to know!\I love you. response:	I want to know what it means!
context: You want to work as an Auto Memory Doll?\Yes. It's still hard for me to hold a pen.\But I can operate a typewriter.\No, that's not what I mean.\I wanted to ask why you want to do this work.\I want to know!\I love you.\I want to know what it means! response:	The major said those words to me after he gave me my last orders.
context: Yes. It's still hard for me to hold a pen.\But I can operate a typewriter.\No, that's not what I mean.\I wanted to ask why you want to do this work.\I want to know!\I love you.\I want to know what it means!\The major said those words to me after he gave me my last orders. response:	That was the first time I heard those words from the major.
context: But I can operate a typewriter.\No, that's not what I mean.\I wanted to ask why you want to do this work.\I want to know!\I love you.\I want to know what it means!\The major said those words to me after he gave me my last orders.\That was the first time I heard those words from the major. response:	I can't understand...
context: No, that's not what I mean.\I wanted to ask why you want to do this work.\I want to know!\I love you.\I want to know what it means!\The major said those words to me after he gave me my last orders.\That was the first time I heard those words from the major.\I can't understand... response:	what that means.
context: I wanted to ask why you want to do this work.\I want to know!\I love you.\I want to know what it means!\The major said those words to me after he gave me my last orders.\That was the first time I heard those words from the major.\I can't understand...\what that means. response:	Normally,
context: I want to know!\I love you.\I want to know what it means!\The major said those words to me after he gave me my last orders.\That was the first time I heard those words from the major.\I can't understand...\what that means.\Normally, response:	people become Auto Memory Dolls because they understand that.
context: I love you.\I want to know what it means!\The major said those words to me after he gave me my last orders.\That was the first time I heard those words from the major.\I can't understand...\what that means.\Normally,\people become Auto Memory Dolls because they understand that. response:	But...
context: I want to know what it means!\The major said those words to me after he gave me my last orders.\That was the first time I heard those words from the major.\I can't understand...\what that means.\Normally,\people become Auto Memory Dolls because they understand that.\But... response:	It's okay.
context: The major said those words to me after he gave me my last orders.\That was the first time I heard those words from the major.\I can't understand...\what that means.\Normally,\people become Auto Memory Dolls because they understand that.\But...\It's okay. response:	She had always just followed Gilbert's orders in the past.
context: That was the first time I heard those words from the major.\I can't understand...\what that means.\Normally,\people become Auto Memory Dolls because they understand that.\But...\It's okay.\She had always just followed Gilbert's orders in the past. response:	That was the first time she asserted her own will.
context: I can't understand...\what that means.\Normally,\people become Auto Memory Dolls because they understand that.\But...\It's okay.\She had always just followed Gilbert's orders in the past.\That was the first time she asserted her own will. response:	Everyone said she didn't have a heart and that she was a tool,
context: what that means.\Normally,\people become Auto Memory Dolls because they understand that.\But...\It's okay.\She had always just followed Gilbert's orders in the past.\That was the first time she asserted her own will.\Everyone said she didn't have a heart and that she was a tool, response:	but she said, I want to know what'I love you' means.
context: Normally,\people become Auto Memory Dolls because they understand that.\But...\It's okay.\She had always just followed Gilbert's orders in the past.\That was the first time she asserted her own will.\Everyone said she didn't have a heart and that she was a tool,\but she said, I want to know what'I love you' means. response:	No way! There's no way I'm going to let you die!
context: people become Auto Memory Dolls because they understand that.\But...\It's okay.\She had always just followed Gilbert's orders in the past.\That was the first time she asserted her own will.\Everyone said she didn't have a heart and that she was a tool,\but she said, I want to know what'I love you' means.\No way! There's no way I'm going to let you die! response:	Stop!
context: But...\It's okay.\She had always just followed Gilbert's orders in the past.\That was the first time she asserted her own will.\Everyone said she didn't have a heart and that she was a tool,\but she said, I want to know what'I love you' means.\No way! There's no way I'm going to let you die!\Stop! response:	Stop already!
context: It's okay.\She had always just followed Gilbert's orders in the past.\That was the first time she asserted her own will.\Everyone said she didn't have a heart and that she was a tool,\but she said, I want to know what'I love you' means.\No way! There's no way I'm going to let you die!\Stop!\Stop already! response:	Live.
context: She had always just followed Gilbert's orders in the past.\That was the first time she asserted her own will.\Everyone said she didn't have a heart and that she was a tool,\but she said, I want to know what'I love you' means.\No way! There's no way I'm going to let you die!\Stop!\Stop already!\Live. response:	Violet.
context: That was the first time she asserted her own will.\Everyone said she didn't have a heart and that she was a tool,\but she said, I want to know what'I love you' means.\No way! There's no way I'm going to let you die!\Stop!\Stop already!\Live.\Violet. response:	Live, and...
context: Everyone said she didn't have a heart and that she was a tool,\but she said, I want to know what'I love you' means.\No way! There's no way I'm going to let you die!\Stop!\Stop already!\Live.\Violet.\Live, and... response:	be free.
context: but she said, I want to know what'I love you' means.\No way! There's no way I'm going to let you die!\Stop!\Stop already!\Live.\Violet.\Live, and...\be free. response:	From the bottom of my heart...
context: No way! There's no way I'm going to let you die!\Stop!\Stop already!\Live.\Violet.\Live, and...\be free.\From the bottom of my heart... response:	I love you.
context: Stop!\Stop already!\Live.\Violet.\Live, and...\be free.\From the bottom of my heart...\I love you. response:	Subtitle translation by Hoday Stearns
