context: Christmas is just around the corner, huh? response:	Do you guys already have plans?
context: I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve.\All right, let's go.\Carry him to the car.\Seriously?!\I'm seriously doing this?!\Ichijo... right.\That kid from ten years ago, eh?\Now, then, let's see how you've grown. response:	Well, well! You do clean up nicely.
context: All right, let's go.\Carry him to the car.\Seriously?!\I'm seriously doing this?!\Ichijo... right.\That kid from ten years ago, eh?\Now, then, let's see how you've grown.\Well, well! You do clean up nicely. response:	Uh... am I really gonna do this?
context: Carry him to the car.\Seriously?!\I'm seriously doing this?!\Ichijo... right.\That kid from ten years ago, eh?\Now, then, let's see how you've grown.\Well, well! You do clean up nicely.\Uh... am I really gonna do this? response:	It's so out of the blue.
context: Seriously?!\I'm seriously doing this?!\Ichijo... right.\That kid from ten years ago, eh?\Now, then, let's see how you've grown.\Well, well! You do clean up nicely.\Uh... am I really gonna do this?\It's so out of the blue. response:	But of course!
context: I'm seriously doing this?!\Ichijo... right.\That kid from ten years ago, eh?\Now, then, let's see how you've grown.\Well, well! You do clean up nicely.\Uh... am I really gonna do this?\It's so out of the blue.\But of course! response:	Don't worry.
context: Ichijo... right.\That kid from ten years ago, eh?\Now, then, let's see how you've grown.\Well, well! You do clean up nicely.\Uh... am I really gonna do this?\It's so out of the blue.\But of course!\Don't worry. response:	All you have to do is follow my every order, to the letter.
context: That kid from ten years ago, eh?\Now, then, let's see how you've grown.\Well, well! You do clean up nicely.\Uh... am I really gonna do this?\It's so out of the blue.\But of course!\Don't worry.\All you have to do is follow my every order, to the letter. response:	For starters, skim through these.
context: Now, then, let's see how you've grown.\Well, well! You do clean up nicely.\Uh... am I really gonna do this?\It's so out of the blue.\But of course!\Don't worry.\All you have to do is follow my every order, to the letter.\For starters, skim through these. response:	That's my schedule for today,
context: Well, well! You do clean up nicely.\Uh... am I really gonna do this?\It's so out of the blue.\But of course!\Don't worry.\All you have to do is follow my every order, to the letter.\For starters, skim through these.\That's my schedule for today, response:	and also a manual for what's expected of you as my secretary.
context: Uh... am I really gonna do this?\It's so out of the blue.\But of course!\Don't worry.\All you have to do is follow my every order, to the letter.\For starters, skim through these.\That's my schedule for today,\and also a manual for what's expected of you as my secretary. response:	Excuse me...
context: It's so out of the blue.\But of course!\Don't worry.\All you have to do is follow my every order, to the letter.\For starters, skim through these.\That's my schedule for today,\and also a manual for what's expected of you as my secretary.\Excuse me... response:	Memorize it all in five minutes, okay?
context: But of course!\Don't worry.\All you have to do is follow my every order, to the letter.\For starters, skim through these.\That's my schedule for today,\and also a manual for what's expected of you as my secretary.\Excuse me...\Memorize it all in five minutes, okay? response:	Yes, very well.
context: Don't worry.\All you have to do is follow my every order, to the letter.\For starters, skim through these.\That's my schedule for today,\and also a manual for what's expected of you as my secretary.\Excuse me...\Memorize it all in five minutes, okay?\Yes, very well. response:	Put together your proposals
context: All you have to do is follow my every order, to the letter.\For starters, skim through these.\That's my schedule for today,\and also a manual for what's expected of you as my secretary.\Excuse me...\Memorize it all in five minutes, okay?\Yes, very well.\Put together your proposals response:	on how the 5 EU corporations should make inroads into new markets.
context: For starters, skim through these.\That's my schedule for today,\and also a manual for what's expected of you as my secretary.\Excuse me...\Memorize it all in five minutes, okay?\Yes, very well.\Put together your proposals\on how the 5 EU corporations should make inroads into new markets. response:	What did the research yield?
context: That's my schedule for today,\and also a manual for what's expected of you as my secretary.\Excuse me...\Memorize it all in five minutes, okay?\Yes, very well.\Put together your proposals\on how the 5 EU corporations should make inroads into new markets.\What did the research yield? response:	Unbelievable... Look at all these documents!
context: and also a manual for what's expected of you as my secretary.\Excuse me...\Memorize it all in five minutes, okay?\Yes, very well.\Put together your proposals\on how the 5 EU corporations should make inroads into new markets.\What did the research yield?\Unbelievable... Look at all these documents! response:	Is this really just her schedule for today?
context: Excuse me...\Memorize it all in five minutes, okay?\Yes, very well.\Put together your proposals\on how the 5 EU corporations should make inroads into new markets.\What did the research yield?\Unbelievable... Look at all these documents!\Is this really just her schedule for today? response:	I've never seen a minute-by-minute schedule before in my life!
context: Memorize it all in five minutes, okay?\Yes, very well.\Put together your proposals\on how the 5 EU corporations should make inroads into new markets.\What did the research yield?\Unbelievable... Look at all these documents!\Is this really just her schedule for today?\I've never seen a minute-by-minute schedule before in my life! response:	Not only that... though I can't be sure about this...
context: Yes, very well.\Put together your proposals\on how the 5 EU corporations should make inroads into new markets.\What did the research yield?\Unbelievable... Look at all these documents!\Is this really just her schedule for today?\I've never seen a minute-by-minute schedule before in my life!\Not only that... though I can't be sure about this... response:	That meeting she's been taking part in.
context: Put together your proposals\on how the 5 EU corporations should make inroads into new markets.\What did the research yield?\Unbelievable... Look at all these documents!\Is this really just her schedule for today?\I've never seen a minute-by-minute schedule before in my life!\Not only that... though I can't be sure about this...\That meeting she's been taking part in. response:	As far as I can tell, she's speaking in at least five different languages!
context: on how the 5 EU corporations should make inroads into new markets.\What did the research yield?\Unbelievable... Look at all these documents!\Is this really just her schedule for today?\I've never seen a minute-by-minute schedule before in my life!\Not only that... though I can't be sure about this...\That meeting she's been taking part in.\As far as I can tell, she's speaking in at least five different languages! response:	What kind of a high-spec mom is she, anyway?!
context: What did the research yield?\Unbelievable... Look at all these documents!\Is this really just her schedule for today?\I've never seen a minute-by-minute schedule before in my life!\Not only that... though I can't be sure about this...\That meeting she's been taking part in.\As far as I can tell, she's speaking in at least five different languages!\What kind of a high-spec mom is she, anyway?! response:	All right!
context: Unbelievable... Look at all these documents!\Is this really just her schedule for today?\I've never seen a minute-by-minute schedule before in my life!\Not only that... though I can't be sure about this...\That meeting she's been taking part in.\As far as I can tell, she's speaking in at least five different languages!\What kind of a high-spec mom is she, anyway?!\All right! response:	What's first on the agenda today, little boy?
context: Is this really just her schedule for today?\I've never seen a minute-by-minute schedule before in my life!\Not only that... though I can't be sure about this...\That meeting she's been taking part in.\As far as I can tell, she's speaking in at least five different languages!\What kind of a high-spec mom is she, anyway?!\All right!\What's first on the agenda today, little boy? response:	Oh, right!
context: I've never seen a minute-by-minute schedule before in my life!\Not only that... though I can't be sure about this...\That meeting she's been taking part in.\As far as I can tell, she's speaking in at least five different languages!\What kind of a high-spec mom is she, anyway?!\All right!\What's first on the agenda today, little boy?\Oh, right! response:	Today, you're going to head over to...
context: Not only that... though I can't be sure about this...\That meeting she's been taking part in.\As far as I can tell, she's speaking in at least five different languages!\What kind of a high-spec mom is she, anyway?!\All right!\What's first on the agenda today, little boy?\Oh, right!\Today, you're going to head over to... response:	RAKU
context: That meeting she's been taking part in.\As far as I can tell, she's speaking in at least five different languages!\What kind of a high-spec mom is she, anyway?!\All right!\What's first on the agenda today, little boy?\Oh, right!\Today, you're going to head over to...\RAKU response:	This company's gigantic!
context: As far as I can tell, she's speaking in at least five different languages!\What kind of a high-spec mom is she, anyway?!\All right!\What's first on the agenda today, little boy?\Oh, right!\Today, you're going to head over to...\RAKU\This company's gigantic! response:	What are you doing? Get yourself over here!
context: What kind of a high-spec mom is she, anyway?!\All right!\What's first on the agenda today, little boy?\Oh, right!\Today, you're going to head over to...\RAKU\This company's gigantic!\What are you doing? Get yourself over here! response:	I am sincerely sorry for summoning you here on account of our blunder.
context: All right!\What's first on the agenda today, little boy?\Oh, right!\Today, you're going to head over to...\RAKU\This company's gigantic!\What are you doing? Get yourself over here!\I am sincerely sorry for summoning you here on account of our blunder. response:	Please step on me.
context: What's first on the agenda today, little boy?\Oh, right!\Today, you're going to head over to...\RAKU\This company's gigantic!\What are you doing? Get yourself over here!\I am sincerely sorry for summoning you here on account of our blunder.\Please step on me. response:	Not happening! That's revolting.
context: Oh, right!\Today, you're going to head over to...\RAKU\This company's gigantic!\What are you doing? Get yourself over here!\I am sincerely sorry for summoning you here on account of our blunder.\Please step on me.\Not happening! That's revolting. response:	The president of a major corporation is prostrating himself!
context: Today, you're going to head over to...\RAKU\This company's gigantic!\What are you doing? Get yourself over here!\I am sincerely sorry for summoning you here on account of our blunder.\Please step on me.\Not happening! That's revolting.\The president of a major corporation is prostrating himself! response:	Putting me to so much trouble when it was your own mistake.
context: RAKU\This company's gigantic!\What are you doing? Get yourself over here!\I am sincerely sorry for summoning you here on account of our blunder.\Please step on me.\Not happening! That's revolting.\The president of a major corporation is prostrating himself!\Putting me to so much trouble when it was your own mistake. response:	You certainly have some nerve.
context: This company's gigantic!\What are you doing? Get yourself over here!\I am sincerely sorry for summoning you here on account of our blunder.\Please step on me.\Not happening! That's revolting.\The president of a major corporation is prostrating himself!\Putting me to so much trouble when it was your own mistake.\You certainly have some nerve. response:	Please accept my sincere...
context: What are you doing? Get yourself over here!\I am sincerely sorry for summoning you here on account of our blunder.\Please step on me.\Not happening! That's revolting.\The president of a major corporation is prostrating himself!\Putting me to so much trouble when it was your own mistake.\You certainly have some nerve.\Please accept my sincere... response:	She stepped on him anyway!
context: I am sincerely sorry for summoning you here on account of our blunder.\Please step on me.\Not happening! That's revolting.\The president of a major corporation is prostrating himself!\Putting me to so much trouble when it was your own mistake.\You certainly have some nerve.\Please accept my sincere...\She stepped on him anyway! response:	Just what kind of a hotshot is she?
context: Please step on me.\Not happening! That's revolting.\The president of a major corporation is prostrating himself!\Putting me to so much trouble when it was your own mistake.\You certainly have some nerve.\Please accept my sincere...\She stepped on him anyway!\Just what kind of a hotshot is she? response:	Uh, excuse me...
context: Not happening! That's revolting.\The president of a major corporation is prostrating himself!\Putting me to so much trouble when it was your own mistake.\You certainly have some nerve.\Please accept my sincere...\She stepped on him anyway!\Just what kind of a hotshot is she?\Uh, excuse me... response:	Mother?
context: The president of a major corporation is prostrating himself!\Putting me to so much trouble when it was your own mistake.\You certainly have some nerve.\Please accept my sincere...\She stepped on him anyway!\Just what kind of a hotshot is she?\Uh, excuse me...\Mother? response:	Hey...
context: Putting me to so much trouble when it was your own mistake.\You certainly have some nerve.\Please accept my sincere...\She stepped on him anyway!\Just what kind of a hotshot is she?\Uh, excuse me...\Mother?\Hey... response:	I think it's still too early for you to call me Mother.
context: You certainly have some nerve.\Please accept my sincere...\She stepped on him anyway!\Just what kind of a hotshot is she?\Uh, excuse me...\Mother?\Hey...\I think it's still too early for you to call me Mother. response:	Then what should I call you?
context: Please accept my sincere...\She stepped on him anyway!\Just what kind of a hotshot is she?\Uh, excuse me...\Mother?\Hey...\I think it's still too early for you to call me Mother.\Then what should I call you? response:	Let's see...
context: She stepped on him anyway!\Just what kind of a hotshot is she?\Uh, excuse me...\Mother?\Hey...\I think it's still too early for you to call me Mother.\Then what should I call you?\Let's see... response:	As a special privilege, I'm going to let you call me Ms. Hana.
context: Just what kind of a hotshot is she?\Uh, excuse me...\Mother?\Hey...\I think it's still too early for you to call me Mother.\Then what should I call you?\Let's see...\As a special privilege, I'm going to let you call me Ms. Hana. response:	Th-Then Ms. Hana...
context: Uh, excuse me...\Mother?\Hey...\I think it's still too early for you to call me Mother.\Then what should I call you?\Let's see...\As a special privilege, I'm going to let you call me Ms. Hana.\Th-Then Ms. Hana... response:	What am I supposed to do, exactly?
context: Mother?\Hey...\I think it's still too early for you to call me Mother.\Then what should I call you?\Let's see...\As a special privilege, I'm going to let you call me Ms. Hana.\Th-Then Ms. Hana...\What am I supposed to do, exactly? response:	Right.
context: Hey...\I think it's still too early for you to call me Mother.\Then what should I call you?\Let's see...\As a special privilege, I'm going to let you call me Ms. Hana.\Th-Then Ms. Hana...\What am I supposed to do, exactly?\Right. response:	Okay, your first task, little boy...
context: I think it's still too early for you to call me Mother.\Then what should I call you?\Let's see...\As a special privilege, I'm going to let you call me Ms. Hana.\Th-Then Ms. Hana...\What am I supposed to do, exactly?\Right.\Okay, your first task, little boy... response:	Go buy a Coke somewhere around here.
context: Then what should I call you?\Let's see...\As a special privilege, I'm going to let you call me Ms. Hana.\Th-Then Ms. Hana...\What am I supposed to do, exactly?\Right.\Okay, your first task, little boy...\Go buy a Coke somewhere around here. response:	Within the next three hours.
context: Let's see...\As a special privilege, I'm going to let you call me Ms. Hana.\Th-Then Ms. Hana...\What am I supposed to do, exactly?\Right.\Okay, your first task, little boy...\Go buy a Coke somewhere around here.\Within the next three hours. response:	A Coke, did you say?
context: As a special privilege, I'm going to let you call me Ms. Hana.\Th-Then Ms. Hana...\What am I supposed to do, exactly?\Right.\Okay, your first task, little boy...\Go buy a Coke somewhere around here.\Within the next three hours.\A Coke, did you say? response:	Yes.
context: Th-Then Ms. Hana...\What am I supposed to do, exactly?\Right.\Okay, your first task, little boy...\Go buy a Coke somewhere around here.\Within the next three hours.\A Coke, did you say?\Yes. response:	If there's anything else I need, I'll let you know later.
context: What am I supposed to do, exactly?\Right.\Okay, your first task, little boy...\Go buy a Coke somewhere around here.\Within the next three hours.\A Coke, did you say?\Yes.\If there's anything else I need, I'll let you know later. response:	This might actually be an easy job.
context: Right.\Okay, your first task, little boy...\Go buy a Coke somewhere around here.\Within the next three hours.\A Coke, did you say?\Yes.\If there's anything else I need, I'll let you know later.\This might actually be an easy job. response:	Hana Kirisaki Connected
context: Okay, your first task, little boy...\Go buy a Coke somewhere around here.\Within the next three hours.\A Coke, did you say?\Yes.\If there's anything else I need, I'll let you know later.\This might actually be an easy job.\Hana Kirisaki Connected response:	Hello? It's me.
context: Go buy a Coke somewhere around here.\Within the next three hours.\A Coke, did you say?\Yes.\If there's anything else I need, I'll let you know later.\This might actually be an easy job.\Hana Kirisaki Connected\Hello? It's me. response:	There's something I'd like to add to your shopping list. Do you mind?
context: Within the next three hours.\A Coke, did you say?\Yes.\If there's anything else I need, I'll let you know later.\This might actually be an easy job.\Hana Kirisaki Connected\Hello? It's me.\There's something I'd like to add to your shopping list. Do you mind? response:	Ms. Hana?
context: A Coke, did you say?\Yes.\If there's anything else I need, I'll let you know later.\This might actually be an easy job.\Hana Kirisaki Connected\Hello? It's me.\There's something I'd like to add to your shopping list. Do you mind?\Ms. Hana? response:	Yes. What should I get?
context: Yes.\If there's anything else I need, I'll let you know later.\This might actually be an easy job.\Hana Kirisaki Connected\Hello? It's me.\There's something I'd like to add to your shopping list. Do you mind?\Ms. Hana?\Yes. What should I get? response:	You see, the daughter of one of my clients in Canada
context: If there's anything else I need, I'll let you know later.\This might actually be an easy job.\Hana Kirisaki Connected\Hello? It's me.\There's something I'd like to add to your shopping list. Do you mind?\Ms. Hana?\Yes. What should I get?\You see, the daughter of one of my clients in Canada response:	is absolutely pining for a stuffed animal that's only available at Disney*** in Japan,
context: This might actually be an easy job.\Hana Kirisaki Connected\Hello? It's me.\There's something I'd like to add to your shopping list. Do you mind?\Ms. Hana?\Yes. What should I get?\You see, the daughter of one of my clients in Canada\is absolutely pining for a stuffed animal that's only available at Disney*** in Japan, response:	so could you go get one?
context: Hana Kirisaki Connected\Hello? It's me.\There's something I'd like to add to your shopping list. Do you mind?\Ms. Hana?\Yes. What should I get?\You see, the daughter of one of my clients in Canada\is absolutely pining for a stuffed animal that's only available at Disney*** in Japan,\so could you go get one? response:	Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also...
context: Hello? It's me.\There's something I'd like to add to your shopping list. Do you mind?\Ms. Hana?\Yes. What should I get?\You see, the daughter of one of my clients in Canada\is absolutely pining for a stuffed animal that's only available at Disney*** in Japan,\so could you go get one?\Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also... response:	H-Hold up! Hold up a second!
context: There's something I'd like to add to your shopping list. Do you mind?\Ms. Hana?\Yes. What should I get?\You see, the daughter of one of my clients in Canada\is absolutely pining for a stuffed animal that's only available at Disney*** in Japan,\so could you go get one?\Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also...\H-Hold up! Hold up a second! response:	Dis***?
context: Ms. Hana?\Yes. What should I get?\You see, the daughter of one of my clients in Canada\is absolutely pining for a stuffed animal that's only available at Disney*** in Japan,\so could you go get one?\Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also...\H-Hold up! Hold up a second!\Dis***? response:	Excuse me, but do you know how long it'll take to travel?
context: Yes. What should I get?\You see, the daughter of one of my clients in Canada\is absolutely pining for a stuffed animal that's only available at Disney*** in Japan,\so could you go get one?\Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also...\H-Hold up! Hold up a second!\Dis***?\Excuse me, but do you know how long it'll take to travel? response:	Oh, but that's not my concern.
context: You see, the daughter of one of my clients in Canada\is absolutely pining for a stuffed animal that's only available at Disney*** in Japan,\so could you go get one?\Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also...\H-Hold up! Hold up a second!\Dis***?\Excuse me, but do you know how long it'll take to travel?\Oh, but that's not my concern. response:	Figure it out somehow.
context: is absolutely pining for a stuffed animal that's only available at Disney*** in Japan,\so could you go get one?\Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also...\H-Hold up! Hold up a second!\Dis***?\Excuse me, but do you know how long it'll take to travel?\Oh, but that's not my concern.\Figure it out somehow. response:	You can charge as much as you need on my card.
context: so could you go get one?\Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also...\H-Hold up! Hold up a second!\Dis***?\Excuse me, but do you know how long it'll take to travel?\Oh, but that's not my concern.\Figure it out somehow.\You can charge as much as you need on my card. response:	Just make sure you do your best.
context: Also, I want you to buy the entire line of Japan-only limited editions of Chan** handbags. Also...\H-Hold up! Hold up a second!\Dis***?\Excuse me, but do you know how long it'll take to travel?\Oh, but that's not my concern.\Figure it out somehow.\You can charge as much as you need on my card.\Just make sure you do your best. response:	Figure it out, did she say?
context: H-Hold up! Hold up a second!\Dis***?\Excuse me, but do you know how long it'll take to travel?\Oh, but that's not my concern.\Figure it out somehow.\You can charge as much as you need on my card.\Just make sure you do your best.\Figure it out, did she say? response:	And let me remind you, I expect you to be punctual.
context: Dis***?\Excuse me, but do you know how long it'll take to travel?\Oh, but that's not my concern.\Figure it out somehow.\You can charge as much as you need on my card.\Just make sure you do your best.\Figure it out, did she say?\And let me remind you, I expect you to be punctual. response:	If, by any chance, you're late...
context: Excuse me, but do you know how long it'll take to travel?\Oh, but that's not my concern.\Figure it out somehow.\You can charge as much as you need on my card.\Just make sure you do your best.\Figure it out, did she say?\And let me remind you, I expect you to be punctual.\If, by any chance, you're late... response:	Killing you will only be the tip of the iceberg.
context: Oh, but that's not my concern.\Figure it out somehow.\You can charge as much as you need on my card.\Just make sure you do your best.\Figure it out, did she say?\And let me remind you, I expect you to be punctual.\If, by any chance, you're late...\Killing you will only be the tip of the iceberg. response:	Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too.
context: Figure it out somehow.\You can charge as much as you need on my card.\Just make sure you do your best.\Figure it out, did she say?\And let me remind you, I expect you to be punctual.\If, by any chance, you're late...\Killing you will only be the tip of the iceberg.\Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too. response:	Also, the son of *** in Paris wants a figurine from Akihabara...
context: You can charge as much as you need on my card.\Just make sure you do your best.\Figure it out, did she say?\And let me remind you, I expect you to be punctual.\If, by any chance, you're late...\Killing you will only be the tip of the iceberg.\Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too.\Also, the son of *** in Paris wants a figurine from Akihabara... response:	What's up with all this?!
context: Just make sure you do your best.\Figure it out, did she say?\And let me remind you, I expect you to be punctual.\If, by any chance, you're late...\Killing you will only be the tip of the iceberg.\Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too.\Also, the son of *** in Paris wants a figurine from Akihabara...\What's up with all this?! response:	I got what you asked for!
context: Figure it out, did she say?\And let me remind you, I expect you to be punctual.\If, by any chance, you're late...\Killing you will only be the tip of the iceberg.\Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too.\Also, the son of *** in Paris wants a figurine from Akihabara...\What's up with all this?!\I got what you asked for! response:	Somehow, I made it back in time!
context: And let me remind you, I expect you to be punctual.\If, by any chance, you're late...\Killing you will only be the tip of the iceberg.\Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too.\Also, the son of *** in Paris wants a figurine from Akihabara...\What's up with all this?!\I got what you asked for!\Somehow, I made it back in time! response:	Good job, little boy.
context: If, by any chance, you're late...\Killing you will only be the tip of the iceberg.\Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too.\Also, the son of *** in Paris wants a figurine from Akihabara...\What's up with all this?!\I got what you asked for!\Somehow, I made it back in time!\Good job, little boy. response:	Kudos to you for making it back.
context: Killing you will only be the tip of the iceberg.\Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too.\Also, the son of *** in Paris wants a figurine from Akihabara...\What's up with all this?!\I got what you asked for!\Somehow, I made it back in time!\Good job, little boy.\Kudos to you for making it back. response:	But what a shame.
context: Also, a friend of mine in L.A. has a favorite Japanese sweet, so please get some of those, too.\Also, the son of *** in Paris wants a figurine from Akihabara...\What's up with all this?!\I got what you asked for!\Somehow, I made it back in time!\Good job, little boy.\Kudos to you for making it back.\But what a shame. response:	You're thirty seconds late, did you know that?
context: Also, the son of *** in Paris wants a figurine from Akihabara...\What's up with all this?!\I got what you asked for!\Somehow, I made it back in time!\Good job, little boy.\Kudos to you for making it back.\But what a shame.\You're thirty seconds late, did you know that? response:	The fact that you were late by thirty seconds, see...
context: What's up with all this?!\I got what you asked for!\Somehow, I made it back in time!\Good job, little boy.\Kudos to you for making it back.\But what a shame.\You're thirty seconds late, did you know that?\The fact that you were late by thirty seconds, see... response:	Means that my schedule will get pushed back thirty seconds.
context: I got what you asked for!\Somehow, I made it back in time!\Good job, little boy.\Kudos to you for making it back.\But what a shame.\You're thirty seconds late, did you know that?\The fact that you were late by thirty seconds, see...\Means that my schedule will get pushed back thirty seconds. response:	A deal that could've been struck if I'd had thirty more seconds
context: Somehow, I made it back in time!\Good job, little boy.\Kudos to you for making it back.\But what a shame.\You're thirty seconds late, did you know that?\The fact that you were late by thirty seconds, see...\Means that my schedule will get pushed back thirty seconds.\A deal that could've been struck if I'd had thirty more seconds response:	will end up not being struck, in other words.
context: Good job, little boy.\Kudos to you for making it back.\But what a shame.\You're thirty seconds late, did you know that?\The fact that you were late by thirty seconds, see...\Means that my schedule will get pushed back thirty seconds.\A deal that could've been struck if I'd had thirty more seconds\will end up not being struck, in other words. response:	Do you understand?
context: Kudos to you for making it back.\But what a shame.\You're thirty seconds late, did you know that?\The fact that you were late by thirty seconds, see...\Means that my schedule will get pushed back thirty seconds.\A deal that could've been struck if I'd had thirty more seconds\will end up not being struck, in other words.\Do you understand? response:	My motto is, Time is not money.
context: But what a shame.\You're thirty seconds late, did you know that?\The fact that you were late by thirty seconds, see...\Means that my schedule will get pushed back thirty seconds.\A deal that could've been struck if I'd had thirty more seconds\will end up not being struck, in other words.\Do you understand?\My motto is, Time is not money. response:	Money can't buy time.
context: You're thirty seconds late, did you know that?\The fact that you were late by thirty seconds, see...\Means that my schedule will get pushed back thirty seconds.\A deal that could've been struck if I'd had thirty more seconds\will end up not being struck, in other words.\Do you understand?\My motto is, Time is not money.\Money can't buy time. response:	Am I right?
context: The fact that you were late by thirty seconds, see...\Means that my schedule will get pushed back thirty seconds.\A deal that could've been struck if I'd had thirty more seconds\will end up not being struck, in other words.\Do you understand?\My motto is, Time is not money.\Money can't buy time.\Am I right? response:	Y-Yes.
context: Means that my schedule will get pushed back thirty seconds.\A deal that could've been struck if I'd had thirty more seconds\will end up not being struck, in other words.\Do you understand?\My motto is, Time is not money.\Money can't buy time.\Am I right?\Y-Yes. response:	As long as you understand that, it's fine.
context: A deal that could've been struck if I'd had thirty more seconds\will end up not being struck, in other words.\Do you understand?\My motto is, Time is not money.\Money can't buy time.\Am I right?\Y-Yes.\As long as you understand that, it's fine. response:	All right, what's my next appointment?
context: will end up not being struck, in other words.\Do you understand?\My motto is, Time is not money.\Money can't buy time.\Am I right?\Y-Yes.\As long as you understand that, it's fine.\All right, what's my next appointment? response:	Right! Um...
context: Do you understand?\My motto is, Time is not money.\Money can't buy time.\Am I right?\Y-Yes.\As long as you understand that, it's fine.\All right, what's my next appointment?\Right! Um... response:	A product meeting at AB Corp.
context: My motto is, Time is not money.\Money can't buy time.\Am I right?\Y-Yes.\As long as you understand that, it's fine.\All right, what's my next appointment?\Right! Um...\A product meeting at AB Corp. response:	Well, well! That's one of my subsidiaries.
context: Money can't buy time.\Am I right?\Y-Yes.\As long as you understand that, it's fine.\All right, what's my next appointment?\Right! Um...\A product meeting at AB Corp.\Well, well! That's one of my subsidiaries. response:	It's the building next door.
context: Am I right?\Y-Yes.\As long as you understand that, it's fine.\All right, what's my next appointment?\Right! Um...\A product meeting at AB Corp.\Well, well! That's one of my subsidiaries.\It's the building next door. response:	Oh, then I'll have them bring the car around.
context: Y-Yes.\As long as you understand that, it's fine.\All right, what's my next appointment?\Right! Um...\A product meeting at AB Corp.\Well, well! That's one of my subsidiaries.\It's the building next door.\Oh, then I'll have them bring the car around. response:	That would be wasting too much time.
context: As long as you understand that, it's fine.\All right, what's my next appointment?\Right! Um...\A product meeting at AB Corp.\Well, well! That's one of my subsidiaries.\It's the building next door.\Oh, then I'll have them bring the car around.\That would be wasting too much time. response:	Wait there for a second.
context: All right, what's my next appointment?\Right! Um...\A product meeting at AB Corp.\Well, well! That's one of my subsidiaries.\It's the building next door.\Oh, then I'll have them bring the car around.\That would be wasting too much time.\Wait there for a second. response:	It's me. I'm coming over there now, so do your thing.
context: Right! Um...\A product meeting at AB Corp.\Well, well! That's one of my subsidiaries.\It's the building next door.\Oh, then I'll have them bring the car around.\That would be wasting too much time.\Wait there for a second.\It's me. I'm coming over there now, so do your thing. response:	Understood.
context: A product meeting at AB Corp.\Well, well! That's one of my subsidiaries.\It's the building next door.\Oh, then I'll have them bring the car around.\That would be wasting too much time.\Wait there for a second.\It's me. I'm coming over there now, so do your thing.\Understood. response:	Um... Ms. Hana, what are you doing?
context: Well, well! That's one of my subsidiaries.\It's the building next door.\Oh, then I'll have them bring the car around.\That would be wasting too much time.\Wait there for a second.\It's me. I'm coming over there now, so do your thing.\Understood.\Um... Ms. Hana, what are you doing? response:	Ms. Hana! Don't tell me you're...
context: It's the building next door.\Oh, then I'll have them bring the car around.\That would be wasting too much time.\Wait there for a second.\It's me. I'm coming over there now, so do your thing.\Understood.\Um... Ms. Hana, what are you doing?\Ms. Hana! Don't tell me you're... response:	We've been waiting for you, Boss.
context: Oh, then I'll have them bring the car around.\That would be wasting too much time.\Wait there for a second.\It's me. I'm coming over there now, so do your thing.\Understood.\Um... Ms. Hana, what are you doing?\Ms. Hana! Don't tell me you're...\We've been waiting for you, Boss. response:	Let's start this meeting.
context: That would be wasting too much time.\Wait there for a second.\It's me. I'm coming over there now, so do your thing.\Understood.\Um... Ms. Hana, what are you doing?\Ms. Hana! Don't tell me you're...\We've been waiting for you, Boss.\Let's start this meeting. response:	Just now, I thought I heard Raku's voice from up above.
context: Wait there for a second.\It's me. I'm coming over there now, so do your thing.\Understood.\Um... Ms. Hana, what are you doing?\Ms. Hana! Don't tell me you're...\We've been waiting for you, Boss.\Let's start this meeting.\Just now, I thought I heard Raku's voice from up above. response:	But really, look how the whole city's in full Christmas mode.
context: It's me. I'm coming over there now, so do your thing.\Understood.\Um... Ms. Hana, what are you doing?\Ms. Hana! Don't tell me you're...\We've been waiting for you, Boss.\Let's start this meeting.\Just now, I thought I heard Raku's voice from up above.\But really, look how the whole city's in full Christmas mode. response:	Incoming call
context: Understood.\Um... Ms. Hana, what are you doing?\Ms. Hana! Don't tell me you're...\We've been waiting for you, Boss.\Let's start this meeting.\Just now, I thought I heard Raku's voice from up above.\But really, look how the whole city's in full Christmas mode.\Incoming call response:	Raku
