context: Iron-Reaver, Soul-Stealer! response:	You...
context: Oh, I get it... I'm able to see where the Sacred Jewel fragments are...\so he needs me.\At least they won't kill me right now.\Huh?\Oh this...\Seems he stuck fast to my tail when I captured the girl.\Here... You can eat him.\Kagome! response:	Hey wait!
context: so he needs me.\At least they won't kill me right now.\Huh?\Oh this...\Seems he stuck fast to my tail when I captured the girl.\Here... You can eat him.\Kagome!\Hey wait! response:	You want my help, don't you?
context: At least they won't kill me right now.\Huh?\Oh this...\Seems he stuck fast to my tail when I captured the girl.\Here... You can eat him.\Kagome!\Hey wait!\You want my help, don't you? response:	If you lay a hand on Shippo, I refuse to help you!
context: Huh?\Oh this...\Seems he stuck fast to my tail when I captured the girl.\Here... You can eat him.\Kagome!\Hey wait!\You want my help, don't you?\If you lay a hand on Shippo, I refuse to help you! response:	Oh? That makes it easy.
context: Oh this...\Seems he stuck fast to my tail when I captured the girl.\Here... You can eat him.\Kagome!\Hey wait!\You want my help, don't you?\If you lay a hand on Shippo, I refuse to help you!\Oh? That makes it easy. response:	Hey, move!
context: Seems he stuck fast to my tail when I captured the girl.\Here... You can eat him.\Kagome!\Hey wait!\You want my help, don't you?\If you lay a hand on Shippo, I refuse to help you!\Oh? That makes it easy.\Hey, move! response:	Whoa... You guys put on weight again!
context: Here... You can eat him.\Kagome!\Hey wait!\You want my help, don't you?\If you lay a hand on Shippo, I refuse to help you!\Oh? That makes it easy.\Hey, move!\Whoa... You guys put on weight again! response:	All of you are eating too much!
context: Kagome!\Hey wait!\You want my help, don't you?\If you lay a hand on Shippo, I refuse to help you!\Oh? That makes it easy.\Hey, move!\Whoa... You guys put on weight again!\All of you are eating too much! response:	Here!
context: Hey wait!\You want my help, don't you?\If you lay a hand on Shippo, I refuse to help you!\Oh? That makes it easy.\Hey, move!\Whoa... You guys put on weight again!\All of you are eating too much!\Here! response:	- Shippo! - Kagome!
context: You want my help, don't you?\If you lay a hand on Shippo, I refuse to help you!\Oh? That makes it easy.\Hey, move!\Whoa... You guys put on weight again!\All of you are eating too much!\Here!\- Shippo! - Kagome! response:	This Koga... Maybe he's not that bad.
context: If you lay a hand on Shippo, I refuse to help you!\Oh? That makes it easy.\Hey, move!\Whoa... You guys put on weight again!\All of you are eating too much!\Here!\- Shippo! - Kagome!\This Koga... Maybe he's not that bad. response:	Move, move!
context: Oh? That makes it easy.\Hey, move!\Whoa... You guys put on weight again!\All of you are eating too much!\Here!\- Shippo! - Kagome!\This Koga... Maybe he's not that bad.\Move, move! response:	We've got injured! Make way!
context: Hey, move!\Whoa... You guys put on weight again!\All of you are eating too much!\Here!\- Shippo! - Kagome!\This Koga... Maybe he's not that bad.\Move, move!\We've got injured! Make way! response:	What happened?! Hang in there!
context: Whoa... You guys put on weight again!\All of you are eating too much!\Here!\- Shippo! - Kagome!\This Koga... Maybe he's not that bad.\Move, move!\We've got injured! Make way!\What happened?! Hang in there! response:	Get water, quick!
context: All of you are eating too much!\Here!\- Shippo! - Kagome!\This Koga... Maybe he's not that bad.\Move, move!\We've got injured! Make way!\What happened?! Hang in there!\Get water, quick! response:	Them again?
context: Here!\- Shippo! - Kagome!\This Koga... Maybe he's not that bad.\Move, move!\We've got injured! Make way!\What happened?! Hang in there!\Get water, quick!\Them again? response:	They were suddenly attacked during guard duty.
context: - Shippo! - Kagome!\This Koga... Maybe he's not that bad.\Move, move!\We've got injured! Make way!\What happened?! Hang in there!\Get water, quick!\Them again?\They were suddenly attacked during guard duty. response:	Only these two managed to escape.
context: This Koga... Maybe he's not that bad.\Move, move!\We've got injured! Make way!\What happened?! Hang in there!\Get water, quick!\Them again?\They were suddenly attacked during guard duty.\Only these two managed to escape. response:	The others fell off the cliff.
context: Move, move!\We've got injured! Make way!\What happened?! Hang in there!\Get water, quick!\Them again?\They were suddenly attacked during guard duty.\Only these two managed to escape.\The others fell off the cliff. response:	Such terrible wounds...
context: We've got injured! Make way!\What happened?! Hang in there!\Get water, quick!\Them again?\They were suddenly attacked during guard duty.\Only these two managed to escape.\The others fell off the cliff.\Such terrible wounds... response:	You saw them earlier.
context: What happened?! Hang in there!\Get water, quick!\Them again?\They were suddenly attacked during guard duty.\Only these two managed to escape.\The others fell off the cliff.\Such terrible wounds...\You saw them earlier. response:	They call themselves Birds of Paradise...
context: Get water, quick!\Them again?\They were suddenly attacked during guard duty.\Only these two managed to escape.\The others fell off the cliff.\Such terrible wounds...\You saw them earlier.\They call themselves Birds of Paradise... response:	but they're our natural enemies.
context: Them again?\They were suddenly attacked during guard duty.\Only these two managed to escape.\The others fell off the cliff.\Such terrible wounds...\You saw them earlier.\They call themselves Birds of Paradise...\but they're our natural enemies. response:	This is their doing.
context: They were suddenly attacked during guard duty.\Only these two managed to escape.\The others fell off the cliff.\Such terrible wounds...\You saw them earlier.\They call themselves Birds of Paradise...\but they're our natural enemies.\This is their doing. response:	They swoop down silently...
context: Only these two managed to escape.\The others fell off the cliff.\Such terrible wounds...\You saw them earlier.\They call themselves Birds of Paradise...\but they're our natural enemies.\This is their doing.\They swoop down silently... response:	and capture our comrades with sharp talons.
context: The others fell off the cliff.\Such terrible wounds...\You saw them earlier.\They call themselves Birds of Paradise...\but they're our natural enemies.\This is their doing.\They swoop down silently...\and capture our comrades with sharp talons. response:	Then what do they do?
context: Such terrible wounds...\You saw them earlier.\They call themselves Birds of Paradise...\but they're our natural enemies.\This is their doing.\They swoop down silently...\and capture our comrades with sharp talons.\Then what do they do? response:	They eat them.
context: You saw them earlier.\They call themselves Birds of Paradise...\but they're our natural enemies.\This is their doing.\They swoop down silently...\and capture our comrades with sharp talons.\Then what do they do?\They eat them. response:	Wolf bones are scattered around their nests.
context: They call themselves Birds of Paradise...\but they're our natural enemies.\This is their doing.\They swoop down silently...\and capture our comrades with sharp talons.\Then what do they do?\They eat them.\Wolf bones are scattered around their nests. response:	Even you're no match for them?
context: but they're our natural enemies.\This is their doing.\They swoop down silently...\and capture our comrades with sharp talons.\Then what do they do?\They eat them.\Wolf bones are scattered around their nests.\Even you're no match for them? response:	That's just it...
context: This is their doing.\They swoop down silently...\and capture our comrades with sharp talons.\Then what do they do?\They eat them.\Wolf bones are scattered around their nests.\Even you're no match for them?\That's just it... response:	The trouble is, one among the Birds of Paradise...
context: They swoop down silently...\and capture our comrades with sharp talons.\Then what do they do?\They eat them.\Wolf bones are scattered around their nests.\Even you're no match for them?\That's just it...\The trouble is, one among the Birds of Paradise... response:	possesses a Sacred Jewel fragment.
context: and capture our comrades with sharp talons.\Then what do they do?\They eat them.\Wolf bones are scattered around their nests.\Even you're no match for them?\That's just it...\The trouble is, one among the Birds of Paradise...\possesses a Sacred Jewel fragment. response:	He's faster than we are...
context: Then what do they do?\They eat them.\Wolf bones are scattered around their nests.\Even you're no match for them?\That's just it...\The trouble is, one among the Birds of Paradise...\possesses a Sacred Jewel fragment.\He's faster than we are... response:	he even killed 20 of our wolves in one swoop.
context: They eat them.\Wolf bones are scattered around their nests.\Even you're no match for them?\That's just it...\The trouble is, one among the Birds of Paradise...\possesses a Sacred Jewel fragment.\He's faster than we are...\he even killed 20 of our wolves in one swoop. response:	They were never this strong before.
context: Wolf bones are scattered around their nests.\Even you're no match for them?\That's just it...\The trouble is, one among the Birds of Paradise...\possesses a Sacred Jewel fragment.\He's faster than we are...\he even killed 20 of our wolves in one swoop.\They were never this strong before. response:	So it must be the power of the Sacred Jewel.
context: Even you're no match for them?\That's just it...\The trouble is, one among the Birds of Paradise...\possesses a Sacred Jewel fragment.\He's faster than we are...\he even killed 20 of our wolves in one swoop.\They were never this strong before.\So it must be the power of the Sacred Jewel. response:	That's why you want me to find which one has the fragment.
context: That's just it...\The trouble is, one among the Birds of Paradise...\possesses a Sacred Jewel fragment.\He's faster than we are...\he even killed 20 of our wolves in one swoop.\They were never this strong before.\So it must be the power of the Sacred Jewel.\That's why you want me to find which one has the fragment. response:	We'll attack their nest and steal the fragment.
context: The trouble is, one among the Birds of Paradise...\possesses a Sacred Jewel fragment.\He's faster than we are...\he even killed 20 of our wolves in one swoop.\They were never this strong before.\So it must be the power of the Sacred Jewel.\That's why you want me to find which one has the fragment.\We'll attack their nest and steal the fragment. response:	We won't make senseless sacrifices.
context: possesses a Sacred Jewel fragment.\He's faster than we are...\he even killed 20 of our wolves in one swoop.\They were never this strong before.\So it must be the power of the Sacred Jewel.\That's why you want me to find which one has the fragment.\We'll attack their nest and steal the fragment.\We won't make senseless sacrifices. response:	We'll attack that one bird with the fragment en masse.
context: He's faster than we are...\he even killed 20 of our wolves in one swoop.\They were never this strong before.\So it must be the power of the Sacred Jewel.\That's why you want me to find which one has the fragment.\We'll attack their nest and steal the fragment.\We won't make senseless sacrifices.\We'll attack that one bird with the fragment en masse. response:	Got it? You know what to do?
context: he even killed 20 of our wolves in one swoop.\They were never this strong before.\So it must be the power of the Sacred Jewel.\That's why you want me to find which one has the fragment.\We'll attack their nest and steal the fragment.\We won't make senseless sacrifices.\We'll attack that one bird with the fragment en masse.\Got it? You know what to do? response:	All right, I'll do it.
context: They were never this strong before.\So it must be the power of the Sacred Jewel.\That's why you want me to find which one has the fragment.\We'll attack their nest and steal the fragment.\We won't make senseless sacrifices.\We'll attack that one bird with the fragment en masse.\Got it? You know what to do?\All right, I'll do it. response:	If I can get out of this camp, maybe I'll see Inuyasha.
context: So it must be the power of the Sacred Jewel.\That's why you want me to find which one has the fragment.\We'll attack their nest and steal the fragment.\We won't make senseless sacrifices.\We'll attack that one bird with the fragment en masse.\Got it? You know what to do?\All right, I'll do it.\If I can get out of this camp, maybe I'll see Inuyasha. response:	For now, it's safer to just do as they say.
context: That's why you want me to find which one has the fragment.\We'll attack their nest and steal the fragment.\We won't make senseless sacrifices.\We'll attack that one bird with the fragment en masse.\Got it? You know what to do?\All right, I'll do it.\If I can get out of this camp, maybe I'll see Inuyasha.\For now, it's safer to just do as they say. response:	Kagome! Just bear it for a while longer.
context: We'll attack their nest and steal the fragment.\We won't make senseless sacrifices.\We'll attack that one bird with the fragment en masse.\Got it? You know what to do?\All right, I'll do it.\If I can get out of this camp, maybe I'll see Inuyasha.\For now, it's safer to just do as they say.\Kagome! Just bear it for a while longer. response:	My mushrooms are sure to lead Inuyasha and the others here.
context: We won't make senseless sacrifices.\We'll attack that one bird with the fragment en masse.\Got it? You know what to do?\All right, I'll do it.\If I can get out of this camp, maybe I'll see Inuyasha.\For now, it's safer to just do as they say.\Kagome! Just bear it for a while longer.\My mushrooms are sure to lead Inuyasha and the others here. response:	What's this? Can you eat it?
context: We'll attack that one bird with the fragment en masse.\Got it? You know what to do?\All right, I'll do it.\If I can get out of this camp, maybe I'll see Inuyasha.\For now, it's safer to just do as they say.\Kagome! Just bear it for a while longer.\My mushrooms are sure to lead Inuyasha and the others here.\What's this? Can you eat it? response:	Yuck!
context: Got it? You know what to do?\All right, I'll do it.\If I can get out of this camp, maybe I'll see Inuyasha.\For now, it's safer to just do as they say.\Kagome! Just bear it for a while longer.\My mushrooms are sure to lead Inuyasha and the others here.\What's this? Can you eat it?\Yuck! response:	Stop picking weird stuff!
context: All right, I'll do it.\If I can get out of this camp, maybe I'll see Inuyasha.\For now, it's safer to just do as they say.\Kagome! Just bear it for a while longer.\My mushrooms are sure to lead Inuyasha and the others here.\What's this? Can you eat it?\Yuck!\Stop picking weird stuff! response:	My mushrooms...!
context: If I can get out of this camp, maybe I'll see Inuyasha.\For now, it's safer to just do as they say.\Kagome! Just bear it for a while longer.\My mushrooms are sure to lead Inuyasha and the others here.\What's this? Can you eat it?\Yuck!\Stop picking weird stuff!\My mushrooms...! response:	That was the last mushroom!
context: For now, it's safer to just do as they say.\Kagome! Just bear it for a while longer.\My mushrooms are sure to lead Inuyasha and the others here.\What's this? Can you eat it?\Yuck!\Stop picking weird stuff!\My mushrooms...!\That was the last mushroom! response:	Damn! Where'd Shippo go anyway?
context: Kagome! Just bear it for a while longer.\My mushrooms are sure to lead Inuyasha and the others here.\What's this? Can you eat it?\Yuck!\Stop picking weird stuff!\My mushrooms...!\That was the last mushroom!\Damn! Where'd Shippo go anyway? response:	He's no use at the crucial moment!
context: My mushrooms are sure to lead Inuyasha and the others here.\What's this? Can you eat it?\Yuck!\Stop picking weird stuff!\My mushrooms...!\That was the last mushroom!\Damn! Where'd Shippo go anyway?\He's no use at the crucial moment! response:	The smell of wolves is all over the place.
context: What's this? Can you eat it?\Yuck!\Stop picking weird stuff!\My mushrooms...!\That was the last mushroom!\Damn! Where'd Shippo go anyway?\He's no use at the crucial moment!\The smell of wolves is all over the place. response:	Even Inuyasha's sense of smell is useless.
context: Yuck!\Stop picking weird stuff!\My mushrooms...!\That was the last mushroom!\Damn! Where'd Shippo go anyway?\He's no use at the crucial moment!\The smell of wolves is all over the place.\Even Inuyasha's sense of smell is useless. response:	All this wolf scent has overpowered Kagome's smell.
context: Stop picking weird stuff!\My mushrooms...!\That was the last mushroom!\Damn! Where'd Shippo go anyway?\He's no use at the crucial moment!\The smell of wolves is all over the place.\Even Inuyasha's sense of smell is useless.\All this wolf scent has overpowered Kagome's smell. response:	What's wrong, Inuyasha?
context: My mushrooms...!\That was the last mushroom!\Damn! Where'd Shippo go anyway?\He's no use at the crucial moment!\The smell of wolves is all over the place.\Even Inuyasha's sense of smell is useless.\All this wolf scent has overpowered Kagome's smell.\What's wrong, Inuyasha? response:	It's not wolf... but I'm starting to smell some ugly birds.
context: That was the last mushroom!\Damn! Where'd Shippo go anyway?\He's no use at the crucial moment!\The smell of wolves is all over the place.\Even Inuyasha's sense of smell is useless.\All this wolf scent has overpowered Kagome's smell.\What's wrong, Inuyasha?\It's not wolf... but I'm starting to smell some ugly birds. response:	I have to rescue Kagome...
context: Damn! Where'd Shippo go anyway?\He's no use at the crucial moment!\The smell of wolves is all over the place.\Even Inuyasha's sense of smell is useless.\All this wolf scent has overpowered Kagome's smell.\What's wrong, Inuyasha?\It's not wolf... but I'm starting to smell some ugly birds.\I have to rescue Kagome... response:	so don't bother me at a time like this!
context: He's no use at the crucial moment!\The smell of wolves is all over the place.\Even Inuyasha's sense of smell is useless.\All this wolf scent has overpowered Kagome's smell.\What's wrong, Inuyasha?\It's not wolf... but I'm starting to smell some ugly birds.\I have to rescue Kagome...\so don't bother me at a time like this! response:	Iron-Reaver, Soul-Stealer!
context: The smell of wolves is all over the place.\Even Inuyasha's sense of smell is useless.\All this wolf scent has overpowered Kagome's smell.\What's wrong, Inuyasha?\It's not wolf... but I'm starting to smell some ugly birds.\I have to rescue Kagome...\so don't bother me at a time like this!\Iron-Reaver, Soul-Stealer! response:	It's a showdown for...
context: Even Inuyasha's sense of smell is useless.\All this wolf scent has overpowered Kagome's smell.\What's wrong, Inuyasha?\It's not wolf... but I'm starting to smell some ugly birds.\I have to rescue Kagome...\so don't bother me at a time like this!\Iron-Reaver, Soul-Stealer!\It's a showdown for... response:	the Wolf-Demon Tribe and the Birds of Paradise!
context: All this wolf scent has overpowered Kagome's smell.\What's wrong, Inuyasha?\It's not wolf... but I'm starting to smell some ugly birds.\I have to rescue Kagome...\so don't bother me at a time like this!\Iron-Reaver, Soul-Stealer!\It's a showdown for...\the Wolf-Demon Tribe and the Birds of Paradise! response:	Demon birds fly down swiftly and attack.
context: What's wrong, Inuyasha?\It's not wolf... but I'm starting to smell some ugly birds.\I have to rescue Kagome...\so don't bother me at a time like this!\Iron-Reaver, Soul-Stealer!\It's a showdown for...\the Wolf-Demon Tribe and the Birds of Paradise!\Demon birds fly down swiftly and attack. response:	The Wolf-Demons and their wolves...
context: It's not wolf... but I'm starting to smell some ugly birds.\I have to rescue Kagome...\so don't bother me at a time like this!\Iron-Reaver, Soul-Stealer!\It's a showdown for...\the Wolf-Demon Tribe and the Birds of Paradise!\Demon birds fly down swiftly and attack.\The Wolf-Demons and their wolves... response:	fight ferociously on the cliffs.
context: I have to rescue Kagome...\so don't bother me at a time like this!\Iron-Reaver, Soul-Stealer!\It's a showdown for...\the Wolf-Demon Tribe and the Birds of Paradise!\Demon birds fly down swiftly and attack.\The Wolf-Demons and their wolves...\fight ferociously on the cliffs. response:	Inuyasha still has't come...
context: so don't bother me at a time like this!\Iron-Reaver, Soul-Stealer!\It's a showdown for...\the Wolf-Demon Tribe and the Birds of Paradise!\Demon birds fly down swiftly and attack.\The Wolf-Demons and their wolves...\fight ferociously on the cliffs.\Inuyasha still has't come... response:	and Koga says things that don't make sense!
context: Iron-Reaver, Soul-Stealer!\It's a showdown for...\the Wolf-Demon Tribe and the Birds of Paradise!\Demon birds fly down swiftly and attack.\The Wolf-Demons and their wolves...\fight ferociously on the cliffs.\Inuyasha still has't come...\and Koga says things that don't make sense! response:	This is no time...
context: It's a showdown for...\the Wolf-Demon Tribe and the Birds of Paradise!\Demon birds fly down swiftly and attack.\The Wolf-Demons and their wolves...\fight ferociously on the cliffs.\Inuyasha still has't come...\and Koga says things that don't make sense!\This is no time... response:	This is no time for declaring affection!
context: the Wolf-Demon Tribe and the Birds of Paradise!\Demon birds fly down swiftly and attack.\The Wolf-Demons and their wolves...\fight ferociously on the cliffs.\Inuyasha still has't come...\and Koga says things that don't make sense!\This is no time...\This is no time for declaring affection! response:	Next on Inuyasha: The Man Who Fell in Love with Kagome!
context: Demon birds fly down swiftly and attack.\The Wolf-Demons and their wolves...\fight ferociously on the cliffs.\Inuyasha still has't come...\and Koga says things that don't make sense!\This is no time...\This is no time for declaring affection!\Next on Inuyasha: The Man Who Fell in Love with Kagome! response:	Don't miss it!
