context: Over here! response:	Second Disciple!
context: Speak.\After Ninth Disciple heard the shattering of wine jugs\he noticed a black shadow flash by.\He couldn't catch up to it. Later on, we noticed Seventeenth was missing.\Master, even Ninth Disciple couldn't catch it.\How familiar with Kunlun Mountain must that person be?\Moreover, besides the few of us here at Kunlun Mountain\only Yao Guang's residence is nearby. response:	We are thinking perhaps Seventeenth spoke carelessly
context: After Ninth Disciple heard the shattering of wine jugs\he noticed a black shadow flash by.\He couldn't catch up to it. Later on, we noticed Seventeenth was missing.\Master, even Ninth Disciple couldn't catch it.\How familiar with Kunlun Mountain must that person be?\Moreover, besides the few of us here at Kunlun Mountain\only Yao Guang's residence is nearby.\We are thinking perhaps Seventeenth spoke carelessly response:	and offended one of Yao Guang's people.
context: he noticed a black shadow flash by.\He couldn't catch up to it. Later on, we noticed Seventeenth was missing.\Master, even Ninth Disciple couldn't catch it.\How familiar with Kunlun Mountain must that person be?\Moreover, besides the few of us here at Kunlun Mountain\only Yao Guang's residence is nearby.\We are thinking perhaps Seventeenth spoke carelessly\and offended one of Yao Guang's people. response:	However, we don't dare to search for him without permission.
context: He couldn't catch up to it. Later on, we noticed Seventeenth was missing.\Master, even Ninth Disciple couldn't catch it.\How familiar with Kunlun Mountain must that person be?\Moreover, besides the few of us here at Kunlun Mountain\only Yao Guang's residence is nearby.\We are thinking perhaps Seventeenth spoke carelessly\and offended one of Yao Guang's people.\However, we don't dare to search for him without permission. response:	Bring him up after another hour.
context: Master, even Ninth Disciple couldn't catch it.\How familiar with Kunlun Mountain must that person be?\Moreover, besides the few of us here at Kunlun Mountain\only Yao Guang's residence is nearby.\We are thinking perhaps Seventeenth spoke carelessly\and offended one of Yao Guang's people.\However, we don't dare to search for him without permission.\Bring him up after another hour. response:	Kindly persuade him to leave Mo Yuan.
context: How familiar with Kunlun Mountain must that person be?\Moreover, besides the few of us here at Kunlun Mountain\only Yao Guang's residence is nearby.\We are thinking perhaps Seventeenth spoke carelessly\and offended one of Yao Guang's people.\However, we don't dare to search for him without permission.\Bring him up after another hour.\Kindly persuade him to leave Mo Yuan. response:	- Yes. - Yes.
context: Moreover, besides the few of us here at Kunlun Mountain\only Yao Guang's residence is nearby.\We are thinking perhaps Seventeenth spoke carelessly\and offended one of Yao Guang's people.\However, we don't dare to search for him without permission.\Bring him up after another hour.\Kindly persuade him to leave Mo Yuan.\- Yes. - Yes. response:	Why does Mo Yuan favor him so?
context: only Yao Guang's residence is nearby.\We are thinking perhaps Seventeenth spoke carelessly\and offended one of Yao Guang's people.\However, we don't dare to search for him without permission.\Bring him up after another hour.\Kindly persuade him to leave Mo Yuan.\- Yes. - Yes.\Why does Mo Yuan favor him so? response:	Has he truly been enticed by his looks?
context: We are thinking perhaps Seventeenth spoke carelessly\and offended one of Yao Guang's people.\However, we don't dare to search for him without permission.\Bring him up after another hour.\Kindly persuade him to leave Mo Yuan.\- Yes. - Yes.\Why does Mo Yuan favor him so?\Has he truly been enticed by his looks? response:	Mo Yuan?
context: and offended one of Yao Guang's people.\However, we don't dare to search for him without permission.\Bring him up after another hour.\Kindly persuade him to leave Mo Yuan.\- Yes. - Yes.\Why does Mo Yuan favor him so?\Has he truly been enticed by his looks?\Mo Yuan? response:	Is one of my Kunlun Mountain disciples in the water dungeon?
context: However, we don't dare to search for him without permission.\Bring him up after another hour.\Kindly persuade him to leave Mo Yuan.\- Yes. - Yes.\Why does Mo Yuan favor him so?\Has he truly been enticed by his looks?\Mo Yuan?\Is one of my Kunlun Mountain disciples in the water dungeon? response:	Mo Yuan, did you listen to someone's provocation?
context: Bring him up after another hour.\Kindly persuade him to leave Mo Yuan.\- Yes. - Yes.\Why does Mo Yuan favor him so?\Has he truly been enticed by his looks?\Mo Yuan?\Is one of my Kunlun Mountain disciples in the water dungeon?\Mo Yuan, did you listen to someone's provocation? response:	Why would my water dungeon have a Kunlun Mountain disciple?
context: Kindly persuade him to leave Mo Yuan.\- Yes. - Yes.\Why does Mo Yuan favor him so?\Has he truly been enticed by his looks?\Mo Yuan?\Is one of my Kunlun Mountain disciples in the water dungeon?\Mo Yuan, did you listen to someone's provocation?\Why would my water dungeon have a Kunlun Mountain disciple? response:	We have known each other for thousands of years.
context: - Yes. - Yes.\Why does Mo Yuan favor him so?\Has he truly been enticed by his looks?\Mo Yuan?\Is one of my Kunlun Mountain disciples in the water dungeon?\Mo Yuan, did you listen to someone's provocation?\Why would my water dungeon have a Kunlun Mountain disciple?\We have known each other for thousands of years. response:	You should know I do not like to argue needlessly.
context: Why does Mo Yuan favor him so?\Has he truly been enticed by his looks?\Mo Yuan?\Is one of my Kunlun Mountain disciples in the water dungeon?\Mo Yuan, did you listen to someone's provocation?\Why would my water dungeon have a Kunlun Mountain disciple?\We have known each other for thousands of years.\You should know I do not like to argue needlessly. response:	- Move aside. - Mo Yuan.
context: Has he truly been enticed by his looks?\Mo Yuan?\Is one of my Kunlun Mountain disciples in the water dungeon?\Mo Yuan, did you listen to someone's provocation?\Why would my water dungeon have a Kunlun Mountain disciple?\We have known each other for thousands of years.\You should know I do not like to argue needlessly.\- Move aside. - Mo Yuan. response:	This is my residence. How dare you barge in as you please?
context: Mo Yuan?\Is one of my Kunlun Mountain disciples in the water dungeon?\Mo Yuan, did you listen to someone's provocation?\Why would my water dungeon have a Kunlun Mountain disciple?\We have known each other for thousands of years.\You should know I do not like to argue needlessly.\- Move aside. - Mo Yuan.\This is my residence. How dare you barge in as you please? response:	Step aside.
context: Is one of my Kunlun Mountain disciples in the water dungeon?\Mo Yuan, did you listen to someone's provocation?\Why would my water dungeon have a Kunlun Mountain disciple?\We have known each other for thousands of years.\You should know I do not like to argue needlessly.\- Move aside. - Mo Yuan.\This is my residence. How dare you barge in as you please?\Step aside. response:	I respect you as the God of War.
context: Mo Yuan, did you listen to someone's provocation?\Why would my water dungeon have a Kunlun Mountain disciple?\We have known each other for thousands of years.\You should know I do not like to argue needlessly.\- Move aside. - Mo Yuan.\This is my residence. How dare you barge in as you please?\Step aside.\I respect you as the God of War. response:	However, this is my residence.
context: Why would my water dungeon have a Kunlun Mountain disciple?\We have known each other for thousands of years.\You should know I do not like to argue needlessly.\- Move aside. - Mo Yuan.\This is my residence. How dare you barge in as you please?\Step aside.\I respect you as the God of War.\However, this is my residence. response:	Without my permission
context: We have known each other for thousands of years.\You should know I do not like to argue needlessly.\- Move aside. - Mo Yuan.\This is my residence. How dare you barge in as you please?\Step aside.\I respect you as the God of War.\However, this is my residence.\Without my permission response:	not even the Heavenly Lord would dare step foot inside.
context: You should know I do not like to argue needlessly.\- Move aside. - Mo Yuan.\This is my residence. How dare you barge in as you please?\Step aside.\I respect you as the God of War.\However, this is my residence.\Without my permission\not even the Heavenly Lord would dare step foot inside. response:	- Yao Guang! - Yao Guang!
context: - Move aside. - Mo Yuan.\This is my residence. How dare you barge in as you please?\Step aside.\I respect you as the God of War.\However, this is my residence.\Without my permission\not even the Heavenly Lord would dare step foot inside.\- Yao Guang! - Yao Guang! response:	Mo Yuan!
context: This is my residence. How dare you barge in as you please?\Step aside.\I respect you as the God of War.\However, this is my residence.\Without my permission\not even the Heavenly Lord would dare step foot inside.\- Yao Guang! - Yao Guang!\Mo Yuan! response:	Master, you're here.
context: Step aside.\I respect you as the God of War.\However, this is my residence.\Without my permission\not even the Heavenly Lord would dare step foot inside.\- Yao Guang! - Yao Guang!\Mo Yuan!\Master, you're here. response:	Seventeenth, are you all right?
context: I respect you as the God of War.\However, this is my residence.\Without my permission\not even the Heavenly Lord would dare step foot inside.\- Yao Guang! - Yao Guang!\Mo Yuan!\Master, you're here.\Seventeenth, are you all right? response:	I was just drowned in water a few times.
context: However, this is my residence.\Without my permission\not even the Heavenly Lord would dare step foot inside.\- Yao Guang! - Yao Guang!\Mo Yuan!\Master, you're here.\Seventeenth, are you all right?\I was just drowned in water a few times. response:	I am not that delicate.
context: Without my permission\not even the Heavenly Lord would dare step foot inside.\- Yao Guang! - Yao Guang!\Mo Yuan!\Master, you're here.\Seventeenth, are you all right?\I was just drowned in water a few times.\I am not that delicate. response:	You have matured a lot tonight. You've learned to try to brave.
context: not even the Heavenly Lord would dare step foot inside.\- Yao Guang! - Yao Guang!\Mo Yuan!\Master, you're here.\Seventeenth, are you all right?\I was just drowned in water a few times.\I am not that delicate.\You have matured a lot tonight. You've learned to try to brave. response:	I still have to drink peach blossom wine.
context: - Yao Guang! - Yao Guang!\Mo Yuan!\Master, you're here.\Seventeenth, are you all right?\I was just drowned in water a few times.\I am not that delicate.\You have matured a lot tonight. You've learned to try to brave.\I still have to drink peach blossom wine. response:	I still have to celebrate my birthday.
context: Mo Yuan!\Master, you're here.\Seventeenth, are you all right?\I was just drowned in water a few times.\I am not that delicate.\You have matured a lot tonight. You've learned to try to brave.\I still have to drink peach blossom wine.\I still have to celebrate my birthday. response:	Seventeenth!
context: Master, you're here.\Seventeenth, are you all right?\I was just drowned in water a few times.\I am not that delicate.\You have matured a lot tonight. You've learned to try to brave.\I still have to drink peach blossom wine.\I still have to celebrate my birthday.\Seventeenth! response:	Mo Yuan.
context: Seventeenth, are you all right?\I was just drowned in water a few times.\I am not that delicate.\You have matured a lot tonight. You've learned to try to brave.\I still have to drink peach blossom wine.\I still have to celebrate my birthday.\Seventeenth!\Mo Yuan. response:	- Mo Yuan, listen to me. - No need.
context: I was just drowned in water a few times.\I am not that delicate.\You have matured a lot tonight. You've learned to try to brave.\I still have to drink peach blossom wine.\I still have to celebrate my birthday.\Seventeenth!\Mo Yuan.\- Mo Yuan, listen to me. - No need. response:	I am afraid of you spoiling this disciple of yours all day long
context: I am not that delicate.\You have matured a lot tonight. You've learned to try to brave.\I still have to drink peach blossom wine.\I still have to celebrate my birthday.\Seventeenth!\Mo Yuan.\- Mo Yuan, listen to me. - No need.\I am afraid of you spoiling this disciple of yours all day long response:	and being subjected to criticism by those in the Celestial Palace.
context: You have matured a lot tonight. You've learned to try to brave.\I still have to drink peach blossom wine.\I still have to celebrate my birthday.\Seventeenth!\Mo Yuan.\- Mo Yuan, listen to me. - No need.\I am afraid of you spoiling this disciple of yours all day long\and being subjected to criticism by those in the Celestial Palace. response:	When have I, Mo Yuan, ever feared what others say?
context: I still have to drink peach blossom wine.\I still have to celebrate my birthday.\Seventeenth!\Mo Yuan.\- Mo Yuan, listen to me. - No need.\I am afraid of you spoiling this disciple of yours all day long\and being subjected to criticism by those in the Celestial Palace.\When have I, Mo Yuan, ever feared what others say? response:	I am doing this for your own good.
context: I still have to celebrate my birthday.\Seventeenth!\Mo Yuan.\- Mo Yuan, listen to me. - No need.\I am afraid of you spoiling this disciple of yours all day long\and being subjected to criticism by those in the Celestial Palace.\When have I, Mo Yuan, ever feared what others say?\I am doing this for your own good. response:	You are a son of Heavenly Father's first wife.
context: Seventeenth!\Mo Yuan.\- Mo Yuan, listen to me. - No need.\I am afraid of you spoiling this disciple of yours all day long\and being subjected to criticism by those in the Celestial Palace.\When have I, Mo Yuan, ever feared what others say?\I am doing this for your own good.\You are a son of Heavenly Father's first wife. response:	You are the God of War.
context: Mo Yuan.\- Mo Yuan, listen to me. - No need.\I am afraid of you spoiling this disciple of yours all day long\and being subjected to criticism by those in the Celestial Palace.\When have I, Mo Yuan, ever feared what others say?\I am doing this for your own good.\You are a son of Heavenly Father's first wife.\You are the God of War. response:	You should be revered all around the world.
context: - Mo Yuan, listen to me. - No need.\I am afraid of you spoiling this disciple of yours all day long\and being subjected to criticism by those in the Celestial Palace.\When have I, Mo Yuan, ever feared what others say?\I am doing this for your own good.\You are a son of Heavenly Father's first wife.\You are the God of War.\You should be revered all around the world. response:	You should not be subjected to criticism because of a mere disciple.
context: I am afraid of you spoiling this disciple of yours all day long\and being subjected to criticism by those in the Celestial Palace.\When have I, Mo Yuan, ever feared what others say?\I am doing this for your own good.\You are a son of Heavenly Father's first wife.\You are the God of War.\You should be revered all around the world.\You should not be subjected to criticism because of a mere disciple. response:	The seventh day of the second month. The summit of Mount Cangwu.
context: and being subjected to criticism by those in the Celestial Palace.\When have I, Mo Yuan, ever feared what others say?\I am doing this for your own good.\You are a son of Heavenly Father's first wife.\You are the God of War.\You should be revered all around the world.\You should not be subjected to criticism because of a mere disciple.\The seventh day of the second month. The summit of Mount Cangwu. response:	I will settle this debt with you.
context: When have I, Mo Yuan, ever feared what others say?\I am doing this for your own good.\You are a son of Heavenly Father's first wife.\You are the God of War.\You should be revered all around the world.\You should not be subjected to criticism because of a mere disciple.\The seventh day of the second month. The summit of Mount Cangwu.\I will settle this debt with you. response:	He is requesting to meet on the summit of Mount Cangwu?
context: I am doing this for your own good.\You are a son of Heavenly Father's first wife.\You are the God of War.\You should be revered all around the world.\You should not be subjected to criticism because of a mere disciple.\The seventh day of the second month. The summit of Mount Cangwu.\I will settle this debt with you.\He is requesting to meet on the summit of Mount Cangwu? response:	He is going to settle this debt with me?
context: You are a son of Heavenly Father's first wife.\You are the God of War.\You should be revered all around the world.\You should not be subjected to criticism because of a mere disciple.\The seventh day of the second month. The summit of Mount Cangwu.\I will settle this debt with you.\He is requesting to meet on the summit of Mount Cangwu?\He is going to settle this debt with me? response:	Master.
context: You are the God of War.\You should be revered all around the world.\You should not be subjected to criticism because of a mere disciple.\The seventh day of the second month. The summit of Mount Cangwu.\I will settle this debt with you.\He is requesting to meet on the summit of Mount Cangwu?\He is going to settle this debt with me?\Master. response:	Master.
context: You should be revered all around the world.\You should not be subjected to criticism because of a mere disciple.\The seventh day of the second month. The summit of Mount Cangwu.\I will settle this debt with you.\He is requesting to meet on the summit of Mount Cangwu?\He is going to settle this debt with me?\Master.\Master. response:	Master.
context: You should not be subjected to criticism because of a mere disciple.\The seventh day of the second month. The summit of Mount Cangwu.\I will settle this debt with you.\He is requesting to meet on the summit of Mount Cangwu?\He is going to settle this debt with me?\Master.\Master.\Master. response:	Master.
context: The seventh day of the second month. The summit of Mount Cangwu.\I will settle this debt with you.\He is requesting to meet on the summit of Mount Cangwu?\He is going to settle this debt with me?\Master.\Master.\Master.\Master. response:	Master.
context: I will settle this debt with you.\He is requesting to meet on the summit of Mount Cangwu?\He is going to settle this debt with me?\Master.\Master.\Master.\Master.\Master. response:	Master.
context: He is requesting to meet on the summit of Mount Cangwu?\He is going to settle this debt with me?\Master.\Master.\Master.\Master.\Master.\Master. response:	Master!
context: He is going to settle this debt with me?\Master.\Master.\Master.\Master.\Master.\Master.\Master! response:	- It's so painful. - Master.
context: Master.\Master.\Master.\Master.\Master.\Master.\Master!\- It's so painful. - Master. response:	It's no matter.
context: Master.\Master.\Master.\Master.\Master.\Master!\- It's so painful. - Master.\It's no matter. response:	I will look after him.
context: Master.\Master.\Master.\Master.\Master!\- It's so painful. - Master.\It's no matter.\I will look after him. response:	Then I will check on the medicine.
context: Master.\Master.\Master.\Master!\- It's so painful. - Master.\It's no matter.\I will look after him.\Then I will check on the medicine. response:	Master.
context: Master.\Master.\Master!\- It's so painful. - Master.\It's no matter.\I will look after him.\Then I will check on the medicine.\Master. response:	Master.
context: Master.\Master!\- It's so painful. - Master.\It's no matter.\I will look after him.\Then I will check on the medicine.\Master.\Master. response:	It's all right now.
context: Master!\- It's so painful. - Master.\It's no matter.\I will look after him.\Then I will check on the medicine.\Master.\Master.\It's all right now. response:	I will protect you.
context: - It's so painful. - Master.\It's no matter.\I will look after him.\Then I will check on the medicine.\Master.\Master.\It's all right now.\I will protect you. response:	That goddess is not worthy of my master.
context: It's no matter.\I will look after him.\Then I will check on the medicine.\Master.\Master.\It's all right now.\I will protect you.\That goddess is not worthy of my master. response:	Not worthy...
context: I will look after him.\Then I will check on the medicine.\Master.\Master.\It's all right now.\I will protect you.\That goddess is not worthy of my master.\Not worthy... response:	- Mo Yuan. - Your Highness.
context: Then I will check on the medicine.\Master.\Master.\It's all right now.\I will protect you.\That goddess is not worthy of my master.\Not worthy...\- Mo Yuan. - Your Highness. response:	Why have you come to Kunlun Mountain so late at night?
context: Master.\Master.\It's all right now.\I will protect you.\That goddess is not worthy of my master.\Not worthy...\- Mo Yuan. - Your Highness.\Why have you come to Kunlun Mountain so late at night? response:	Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu.
context: Master.\It's all right now.\I will protect you.\That goddess is not worthy of my master.\Not worthy...\- Mo Yuan. - Your Highness.\Why have you come to Kunlun Mountain so late at night?\Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu. response:	He has ordered me to come mediate.
context: It's all right now.\I will protect you.\That goddess is not worthy of my master.\Not worthy...\- Mo Yuan. - Your Highness.\Why have you come to Kunlun Mountain so late at night?\Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu.\He has ordered me to come mediate. response:	You know relations between the Celestial Tribe and the Ghost Tribe
context: I will protect you.\That goddess is not worthy of my master.\Not worthy...\- Mo Yuan. - Your Highness.\Why have you come to Kunlun Mountain so late at night?\Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu.\He has ordered me to come mediate.\You know relations between the Celestial Tribe and the Ghost Tribe response:	are no longer as good as before.
context: That goddess is not worthy of my master.\Not worthy...\- Mo Yuan. - Your Highness.\Why have you come to Kunlun Mountain so late at night?\Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu.\He has ordered me to come mediate.\You know relations between the Celestial Tribe and the Ghost Tribe\are no longer as good as before. response:	Ghost Lord Qing Cang could find an excuse at any time
context: Not worthy...\- Mo Yuan. - Your Highness.\Why have you come to Kunlun Mountain so late at night?\Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu.\He has ordered me to come mediate.\You know relations between the Celestial Tribe and the Ghost Tribe\are no longer as good as before.\Ghost Lord Qing Cang could find an excuse at any time response:	to start a war against the Celestial Tribe.
context: - Mo Yuan. - Your Highness.\Why have you come to Kunlun Mountain so late at night?\Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu.\He has ordered me to come mediate.\You know relations between the Celestial Tribe and the Ghost Tribe\are no longer as good as before.\Ghost Lord Qing Cang could find an excuse at any time\to start a war against the Celestial Tribe. response:	If the amity between the two of you is affected by such a trivial matter
context: Why have you come to Kunlun Mountain so late at night?\Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu.\He has ordered me to come mediate.\You know relations between the Celestial Tribe and the Ghost Tribe\are no longer as good as before.\Ghost Lord Qing Cang could find an excuse at any time\to start a war against the Celestial Tribe.\If the amity between the two of you is affected by such a trivial matter response:	it is indeed inappropriate.
context: Father has heard you will be dueling Yao Guang on the summit of Mount Cangwu.\He has ordered me to come mediate.\You know relations between the Celestial Tribe and the Ghost Tribe\are no longer as good as before.\Ghost Lord Qing Cang could find an excuse at any time\to start a war against the Celestial Tribe.\If the amity between the two of you is affected by such a trivial matter\it is indeed inappropriate. response:	Mo Yuan, must you insist on this battle?
context: He has ordered me to come mediate.\You know relations between the Celestial Tribe and the Ghost Tribe\are no longer as good as before.\Ghost Lord Qing Cang could find an excuse at any time\to start a war against the Celestial Tribe.\If the amity between the two of you is affected by such a trivial matter\it is indeed inappropriate.\Mo Yuan, must you insist on this battle? response:	I insist.
context: You know relations between the Celestial Tribe and the Ghost Tribe\are no longer as good as before.\Ghost Lord Qing Cang could find an excuse at any time\to start a war against the Celestial Tribe.\If the amity between the two of you is affected by such a trivial matter\it is indeed inappropriate.\Mo Yuan, must you insist on this battle?\I insist. response:	Otherwise, I will not be able to answer to all in Kunlun Mountain.
context: are no longer as good as before.\Ghost Lord Qing Cang could find an excuse at any time\to start a war against the Celestial Tribe.\If the amity between the two of you is affected by such a trivial matter\it is indeed inappropriate.\Mo Yuan, must you insist on this battle?\I insist.\Otherwise, I will not be able to answer to all in Kunlun Mountain. response:	Kunlun Mountain is sacred land.
context: Ghost Lord Qing Cang could find an excuse at any time\to start a war against the Celestial Tribe.\If the amity between the two of you is affected by such a trivial matter\it is indeed inappropriate.\Mo Yuan, must you insist on this battle?\I insist.\Otherwise, I will not be able to answer to all in Kunlun Mountain.\Kunlun Mountain is sacred land. response:	How can anyone be allowed to just break in
context: to start a war against the Celestial Tribe.\If the amity between the two of you is affected by such a trivial matter\it is indeed inappropriate.\Mo Yuan, must you insist on this battle?\I insist.\Otherwise, I will not be able to answer to all in Kunlun Mountain.\Kunlun Mountain is sacred land.\How can anyone be allowed to just break in response:	and kidnap anyone they want?
context: If the amity between the two of you is affected by such a trivial matter\it is indeed inappropriate.\Mo Yuan, must you insist on this battle?\I insist.\Otherwise, I will not be able to answer to all in Kunlun Mountain.\Kunlun Mountain is sacred land.\How can anyone be allowed to just break in\and kidnap anyone they want? response:	Your Highness, do you not agree?
context: it is indeed inappropriate.\Mo Yuan, must you insist on this battle?\I insist.\Otherwise, I will not be able to answer to all in Kunlun Mountain.\Kunlun Mountain is sacred land.\How can anyone be allowed to just break in\and kidnap anyone they want?\Your Highness, do you not agree? response:	You are right.
context: Mo Yuan, must you insist on this battle?\I insist.\Otherwise, I will not be able to answer to all in Kunlun Mountain.\Kunlun Mountain is sacred land.\How can anyone be allowed to just break in\and kidnap anyone they want?\Your Highness, do you not agree?\You are right. response:	However, you need not worry.
context: I insist.\Otherwise, I will not be able to answer to all in Kunlun Mountain.\Kunlun Mountain is sacred land.\How can anyone be allowed to just break in\and kidnap anyone they want?\Your Highness, do you not agree?\You are right.\However, you need not worry. response:	Please ask His Majesty to not worry either.
context: Otherwise, I will not be able to answer to all in Kunlun Mountain.\Kunlun Mountain is sacred land.\How can anyone be allowed to just break in\and kidnap anyone they want?\Your Highness, do you not agree?\You are right.\However, you need not worry.\Please ask His Majesty to not worry either. response:	This is a personal matter between me and Yao Guang.
context: Kunlun Mountain is sacred land.\How can anyone be allowed to just break in\and kidnap anyone they want?\Your Highness, do you not agree?\You are right.\However, you need not worry.\Please ask His Majesty to not worry either.\This is a personal matter between me and Yao Guang. response:	Should the Celestial Tribe and the Ghost Tribe one day wage war...
context: How can anyone be allowed to just break in\and kidnap anyone they want?\Your Highness, do you not agree?\You are right.\However, you need not worry.\Please ask His Majesty to not worry either.\This is a personal matter between me and Yao Guang.\Should the Celestial Tribe and the Ghost Tribe one day wage war... response:	whether it is Kunlun Mountain or Yao Guang's Residence
context: and kidnap anyone they want?\Your Highness, do you not agree?\You are right.\However, you need not worry.\Please ask His Majesty to not worry either.\This is a personal matter between me and Yao Guang.\Should the Celestial Tribe and the Ghost Tribe one day wage war...\whether it is Kunlun Mountain or Yao Guang's Residence response:	we'll both fight with all our strength.
context: Your Highness, do you not agree?\You are right.\However, you need not worry.\Please ask His Majesty to not worry either.\This is a personal matter between me and Yao Guang.\Should the Celestial Tribe and the Ghost Tribe one day wage war...\whether it is Kunlun Mountain or Yao Guang's Residence\we'll both fight with all our strength. response:	That is righteous.
context: You are right.\However, you need not worry.\Please ask His Majesty to not worry either.\This is a personal matter between me and Yao Guang.\Should the Celestial Tribe and the Ghost Tribe one day wage war...\whether it is Kunlun Mountain or Yao Guang's Residence\we'll both fight with all our strength.\That is righteous. response:	You are right.
context: However, you need not worry.\Please ask His Majesty to not worry either.\This is a personal matter between me and Yao Guang.\Should the Celestial Tribe and the Ghost Tribe one day wage war...\whether it is Kunlun Mountain or Yao Guang's Residence\we'll both fight with all our strength.\That is righteous.\You are right. response:	Father, that is what Mo Yuan said.
context: Please ask His Majesty to not worry either.\This is a personal matter between me and Yao Guang.\Should the Celestial Tribe and the Ghost Tribe one day wage war...\whether it is Kunlun Mountain or Yao Guang's Residence\we'll both fight with all our strength.\That is righteous.\You are right.\Father, that is what Mo Yuan said. response:	When that fox received the Jade Purity Fan of Kunlun
context: This is a personal matter between me and Yao Guang.\Should the Celestial Tribe and the Ghost Tribe one day wage war...\whether it is Kunlun Mountain or Yao Guang's Residence\we'll both fight with all our strength.\That is righteous.\You are right.\Father, that is what Mo Yuan said.\When that fox received the Jade Purity Fan of Kunlun response:	I was very astonished.
context: Should the Celestial Tribe and the Ghost Tribe one day wage war...\whether it is Kunlun Mountain or Yao Guang's Residence\we'll both fight with all our strength.\That is righteous.\You are right.\Father, that is what Mo Yuan said.\When that fox received the Jade Purity Fan of Kunlun\I was very astonished. response:	Now Mo Yuan has become angered for his sake
context: whether it is Kunlun Mountain or Yao Guang's Residence\we'll both fight with all our strength.\That is righteous.\You are right.\Father, that is what Mo Yuan said.\When that fox received the Jade Purity Fan of Kunlun\I was very astonished.\Now Mo Yuan has become angered for his sake response:	and hesitates not to battle Yao Guang.
context: we'll both fight with all our strength.\That is righteous.\You are right.\Father, that is what Mo Yuan said.\When that fox received the Jade Purity Fan of Kunlun\I was very astonished.\Now Mo Yuan has become angered for his sake\and hesitates not to battle Yao Guang. response:	If I get the chance, I would like to meet him
context: That is righteous.\You are right.\Father, that is what Mo Yuan said.\When that fox received the Jade Purity Fan of Kunlun\I was very astonished.\Now Mo Yuan has become angered for his sake\and hesitates not to battle Yao Guang.\If I get the chance, I would like to meet him response:	and see what gifts he possesses for Mo Yuan to hold him in such favor.
context: You are right.\Father, that is what Mo Yuan said.\When that fox received the Jade Purity Fan of Kunlun\I was very astonished.\Now Mo Yuan has become angered for his sake\and hesitates not to battle Yao Guang.\If I get the chance, I would like to meet him\and see what gifts he possesses for Mo Yuan to hold him in such favor. response:	Look!
context: Father, that is what Mo Yuan said.\When that fox received the Jade Purity Fan of Kunlun\I was very astonished.\Now Mo Yuan has become angered for his sake\and hesitates not to battle Yao Guang.\If I get the chance, I would like to meet him\and see what gifts he possesses for Mo Yuan to hold him in such favor.\Look! response:	Master won. Master won.
context: When that fox received the Jade Purity Fan of Kunlun\I was very astonished.\Now Mo Yuan has become angered for his sake\and hesitates not to battle Yao Guang.\If I get the chance, I would like to meet him\and see what gifts he possesses for Mo Yuan to hold him in such favor.\Look!\Master won. Master won. response:	Our master is God of War. How could he lose?
context: I was very astonished.\Now Mo Yuan has become angered for his sake\and hesitates not to battle Yao Guang.\If I get the chance, I would like to meet him\and see what gifts he possesses for Mo Yuan to hold him in such favor.\Look!\Master won. Master won.\Our master is God of War. How could he lose? response:	- That's right. - Yes.
context: Now Mo Yuan has become angered for his sake\and hesitates not to battle Yao Guang.\If I get the chance, I would like to meet him\and see what gifts he possesses for Mo Yuan to hold him in such favor.\Look!\Master won. Master won.\Our master is God of War. How could he lose?\- That's right. - Yes. response:	Master wouldn't lose.
context: and hesitates not to battle Yao Guang.\If I get the chance, I would like to meet him\and see what gifts he possesses for Mo Yuan to hold him in such favor.\Look!\Master won. Master won.\Our master is God of War. How could he lose?\- That's right. - Yes.\Master wouldn't lose. response:	I've lost.
context: If I get the chance, I would like to meet him\and see what gifts he possesses for Mo Yuan to hold him in such favor.\Look!\Master won. Master won.\Our master is God of War. How could he lose?\- That's right. - Yes.\Master wouldn't lose.\I've lost. response:	I am utterly defeated.
context: and see what gifts he possesses for Mo Yuan to hold him in such favor.\Look!\Master won. Master won.\Our master is God of War. How could he lose?\- That's right. - Yes.\Master wouldn't lose.\I've lost.\I am utterly defeated. response:	Then please move out of Kunlun Mountain.
context: Look!\Master won. Master won.\Our master is God of War. How could he lose?\- That's right. - Yes.\Master wouldn't lose.\I've lost.\I am utterly defeated.\Then please move out of Kunlun Mountain. response:	Mo Yuan!
context: Master won. Master won.\Our master is God of War. How could he lose?\- That's right. - Yes.\Master wouldn't lose.\I've lost.\I am utterly defeated.\Then please move out of Kunlun Mountain.\Mo Yuan! response:	What else is there?
context: Our master is God of War. How could he lose?\- That's right. - Yes.\Master wouldn't lose.\I've lost.\I am utterly defeated.\Then please move out of Kunlun Mountain.\Mo Yuan!\What else is there? response:	Back in the day, during the great war between Celestials and Ghosts...
context: - That's right. - Yes.\Master wouldn't lose.\I've lost.\I am utterly defeated.\Then please move out of Kunlun Mountain.\Mo Yuan!\What else is there?\Back in the day, during the great war between Celestials and Ghosts... response:	we were bonded as comrades.
