context: I swear I'll save you, so wait for me, Rohan! response:	So it learned my scent?
context: Did you find out where he is, Koichi?\Room 525! His name is Yuya Fungami!\It's room 525!\Thanks, Koichi!\It's on the fifth floor! Hurry and get into the elevator!\Sh-Shit...\I-It just keeps coming in!\Koichi! Reverb Act 3! response:	You really are a guy I can count on. Thanks, Koichi!
context: Room 525! His name is Yuya Fungami!\It's room 525!\Thanks, Koichi!\It's on the fifth floor! Hurry and get into the elevator!\Sh-Shit...\I-It just keeps coming in!\Koichi! Reverb Act 3!\You really are a guy I can count on. Thanks, Koichi! response:	But 3 Freeze can only attack one place at a time.
context: It's room 525!\Thanks, Koichi!\It's on the fifth floor! Hurry and get into the elevator!\Sh-Shit...\I-It just keeps coming in!\Koichi! Reverb Act 3!\You really are a guy I can count on. Thanks, Koichi!\But 3 Freeze can only attack one place at a time. response:	The rest of them are following Josuke!
context: Thanks, Koichi!\It's on the fifth floor! Hurry and get into the elevator!\Sh-Shit...\I-It just keeps coming in!\Koichi! Reverb Act 3!\You really are a guy I can count on. Thanks, Koichi!\But 3 Freeze can only attack one place at a time.\The rest of them are following Josuke! response:	There it is! Room 525!
context: It's on the fifth floor! Hurry and get into the elevator!\Sh-Shit...\I-It just keeps coming in!\Koichi! Reverb Act 3!\You really are a guy I can count on. Thanks, Koichi!\But 3 Freeze can only attack one place at a time.\The rest of them are following Josuke!\There it is! Room 525! response:	I'm finally here!
context: Sh-Shit...\I-It just keeps coming in!\Koichi! Reverb Act 3!\You really are a guy I can count on. Thanks, Koichi!\But 3 Freeze can only attack one place at a time.\The rest of them are following Josuke!\There it is! Room 525!\I'm finally here! response:	The vent!
context: I-It just keeps coming in!\Koichi! Reverb Act 3!\You really are a guy I can count on. Thanks, Koichi!\But 3 Freeze can only attack one place at a time.\The rest of them are following Josuke!\There it is! Room 525!\I'm finally here!\The vent! response:	You bastard!
context: Koichi! Reverb Act 3!\You really are a guy I can count on. Thanks, Koichi!\But 3 Freeze can only attack one place at a time.\The rest of them are following Josuke!\There it is! Room 525!\I'm finally here!\The vent!\You bastard! response:	It's only a few more meters to the room...
context: You really are a guy I can count on. Thanks, Koichi!\But 3 Freeze can only attack one place at a time.\The rest of them are following Josuke!\There it is! Room 525!\I'm finally here!\The vent!\You bastard!\It's only a few more meters to the room... response:	This distance is a pain!
context: But 3 Freeze can only attack one place at a time.\The rest of them are following Josuke!\There it is! Room 525!\I'm finally here!\The vent!\You bastard!\It's only a few more meters to the room...\This distance is a pain! response:	I'm just gonna cut through and kick your ass!
context: The rest of them are following Josuke!\There it is! Room 525!\I'm finally here!\The vent!\You bastard!\It's only a few more meters to the room...\This distance is a pain!\I'm just gonna cut through and kick your ass! response:	Damn it!
context: There it is! Room 525!\I'm finally here!\The vent!\You bastard!\It's only a few more meters to the room...\This distance is a pain!\I'm just gonna cut through and kick your ass!\Damn it! response:	I'm going to get there, no matter what!
context: I'm finally here!\The vent!\You bastard!\It's only a few more meters to the room...\This distance is a pain!\I'm just gonna cut through and kick your ass!\Damn it!\I'm going to get there, no matter what! response:	I'm going to get there
context: The vent!\You bastard!\It's only a few more meters to the room...\This distance is a pain!\I'm just gonna cut through and kick your ass!\Damn it!\I'm going to get there, no matter what!\I'm going to get there response:	and kick your ass...
context: You bastard!\It's only a few more meters to the room...\This distance is a pain!\I'm just gonna cut through and kick your ass!\Damn it!\I'm going to get there, no matter what!\I'm going to get there\and kick your ass... response:	Who the hell is that brat?
context: It's only a few more meters to the room...\This distance is a pain!\I'm just gonna cut through and kick your ass!\Damn it!\I'm going to get there, no matter what!\I'm going to get there\and kick your ass...\Who the hell is that brat? response:	This is Yu's room!
context: This distance is a pain!\I'm just gonna cut through and kick your ass!\Damn it!\I'm going to get there, no matter what!\I'm going to get there\and kick your ass...\Who the hell is that brat?\This is Yu's room! response:	Don't mistake it for your own, you dumbass!
context: I'm just gonna cut through and kick your ass!\Damn it!\I'm going to get there, no matter what!\I'm going to get there\and kick your ass...\Who the hell is that brat?\This is Yu's room!\Don't mistake it for your own, you dumbass! response:	Don't worry about him.
context: Damn it!\I'm going to get there, no matter what!\I'm going to get there\and kick your ass...\Who the hell is that brat?\This is Yu's room!\Don't mistake it for your own, you dumbass!\Don't worry about him. response:	You okay?
context: I'm going to get there, no matter what!\I'm going to get there\and kick your ass...\Who the hell is that brat?\This is Yu's room!\Don't mistake it for your own, you dumbass!\Don't worry about him.\You okay? response:	I thought it had been a while
context: I'm going to get there\and kick your ass...\Who the hell is that brat?\This is Yu's room!\Don't mistake it for your own, you dumbass!\Don't worry about him.\You okay?\I thought it had been a while response:	since I got nutrients from that first guy in the tunnel, but...
context: and kick your ass...\Who the hell is that brat?\This is Yu's room!\Don't mistake it for your own, you dumbass!\Don't worry about him.\You okay?\I thought it had been a while\since I got nutrients from that first guy in the tunnel, but... response:	So you're the second one I've been chasing around, huh?
context: Who the hell is that brat?\This is Yu's room!\Don't mistake it for your own, you dumbass!\Don't worry about him.\You okay?\I thought it had been a while\since I got nutrients from that first guy in the tunnel, but...\So you're the second one I've been chasing around, huh? response:	I'm surprised you really made it here.
context: This is Yu's room!\Don't mistake it for your own, you dumbass!\Don't worry about him.\You okay?\I thought it had been a while\since I got nutrients from that first guy in the tunnel, but...\So you're the second one I've been chasing around, huh?\I'm surprised you really made it here. response:	I'm a little shocked, actually.
context: Don't mistake it for your own, you dumbass!\Don't worry about him.\You okay?\I thought it had been a while\since I got nutrients from that first guy in the tunnel, but...\So you're the second one I've been chasing around, huh?\I'm surprised you really made it here.\I'm a little shocked, actually. response:	Yu, you know this guy?
context: Don't worry about him.\You okay?\I thought it had been a while\since I got nutrients from that first guy in the tunnel, but...\So you're the second one I've been chasing around, huh?\I'm surprised you really made it here.\I'm a little shocked, actually.\Yu, you know this guy? response:	Huh?
context: You okay?\I thought it had been a while\since I got nutrients from that first guy in the tunnel, but...\So you're the second one I've been chasing around, huh?\I'm surprised you really made it here.\I'm a little shocked, actually.\Yu, you know this guy?\Huh? response:	Nah, I don't know him, and I don't give a shit.
context: I thought it had been a while\since I got nutrients from that first guy in the tunnel, but...\So you're the second one I've been chasing around, huh?\I'm surprised you really made it here.\I'm a little shocked, actually.\Yu, you know this guy?\Huh?\Nah, I don't know him, and I don't give a shit. response:	Great job, Highway Go Go.
context: since I got nutrients from that first guy in the tunnel, but...\So you're the second one I've been chasing around, huh?\I'm surprised you really made it here.\I'm a little shocked, actually.\Yu, you know this guy?\Huh?\Nah, I don't know him, and I don't give a shit.\Great job, Highway Go Go. response:	I've healed up quite a bit.
context: So you're the second one I've been chasing around, huh?\I'm surprised you really made it here.\I'm a little shocked, actually.\Yu, you know this guy?\Huh?\Nah, I don't know him, and I don't give a shit.\Great job, Highway Go Go.\I've healed up quite a bit. response:	If I can get nutrients from two or three more guys with abilities like his,
context: I'm surprised you really made it here.\I'm a little shocked, actually.\Yu, you know this guy?\Huh?\Nah, I don't know him, and I don't give a shit.\Great job, Highway Go Go.\I've healed up quite a bit.\If I can get nutrients from two or three more guys with abilities like his, response:	I'll be fully recovered.
context: I'm a little shocked, actually.\Yu, you know this guy?\Huh?\Nah, I don't know him, and I don't give a shit.\Great job, Highway Go Go.\I've healed up quite a bit.\If I can get nutrients from two or three more guys with abilities like his,\I'll be fully recovered. response:	Hey!
context: Yu, you know this guy?\Huh?\Nah, I don't know him, and I don't give a shit.\Great job, Highway Go Go.\I've healed up quite a bit.\If I can get nutrients from two or three more guys with abilities like his,\I'll be fully recovered.\Hey! response:	We told you not to lay your lazy ass down there!
context: Huh?\Nah, I don't know him, and I don't give a shit.\Great job, Highway Go Go.\I've healed up quite a bit.\If I can get nutrients from two or three more guys with abilities like his,\I'll be fully recovered.\Hey!\We told you not to lay your lazy ass down there! response:	And I just told you not to worry about him!
context: Nah, I don't know him, and I don't give a shit.\Great job, Highway Go Go.\I've healed up quite a bit.\If I can get nutrients from two or three more guys with abilities like his,\I'll be fully recovered.\Hey!\We told you not to lay your lazy ass down there!\And I just told you not to worry about him! response:	More importantly, come over here and give me some attention.
context: Great job, Highway Go Go.\I've healed up quite a bit.\If I can get nutrients from two or three more guys with abilities like his,\I'll be fully recovered.\Hey!\We told you not to lay your lazy ass down there!\And I just told you not to worry about him!\More importantly, come over here and give me some attention. response:	Little ol' me can't even move yet.
context: I've healed up quite a bit.\If I can get nutrients from two or three more guys with abilities like his,\I'll be fully recovered.\Hey!\We told you not to lay your lazy ass down there!\And I just told you not to worry about him!\More importantly, come over here and give me some attention.\Little ol' me can't even move yet. response:	I really have to take a piss. My bladder's super full.
context: If I can get nutrients from two or three more guys with abilities like his,\I'll be fully recovered.\Hey!\We told you not to lay your lazy ass down there!\And I just told you not to worry about him!\More importantly, come over here and give me some attention.\Little ol' me can't even move yet.\I really have to take a piss. My bladder's super full. response:	Ooh! That's my job!
context: I'll be fully recovered.\Hey!\We told you not to lay your lazy ass down there!\And I just told you not to worry about him!\More importantly, come over here and give me some attention.\Little ol' me can't even move yet.\I really have to take a piss. My bladder's super full.\Ooh! That's my job! response:	We promised we'd all take turns doing that!
context: Hey!\We told you not to lay your lazy ass down there!\And I just told you not to worry about him!\More importantly, come over here and give me some attention.\Little ol' me can't even move yet.\I really have to take a piss. My bladder's super full.\Ooh! That's my job!\We promised we'd all take turns doing that! response:	It's my turn this time!
context: We told you not to lay your lazy ass down there!\And I just told you not to worry about him!\More importantly, come over here and give me some attention.\Little ol' me can't even move yet.\I really have to take a piss. My bladder's super full.\Ooh! That's my job!\We promised we'd all take turns doing that!\It's my turn this time! response:	What? No, it's me!
context: And I just told you not to worry about him!\More importantly, come over here and give me some attention.\Little ol' me can't even move yet.\I really have to take a piss. My bladder's super full.\Ooh! That's my job!\We promised we'd all take turns doing that!\It's my turn this time!\What? No, it's me! response:	I don't care who it is.
context: More importantly, come over here and give me some attention.\Little ol' me can't even move yet.\I really have to take a piss. My bladder's super full.\Ooh! That's my job!\We promised we'd all take turns doing that!\It's my turn this time!\What? No, it's me!\I don't care who it is. response:	Just hurry up and bring the urine bottle and help me go.
context: Little ol' me can't even move yet.\I really have to take a piss. My bladder's super full.\Ooh! That's my job!\We promised we'd all take turns doing that!\It's my turn this time!\What? No, it's me!\I don't care who it is.\Just hurry up and bring the urine bottle and help me go. response:	Okay!
context: I really have to take a piss. My bladder's super full.\Ooh! That's my job!\We promised we'd all take turns doing that!\It's my turn this time!\What? No, it's me!\I don't care who it is.\Just hurry up and bring the urine bottle and help me go.\Okay! response:	Then I'll...
context: Ooh! That's my job!\We promised we'd all take turns doing that!\It's my turn this time!\What? No, it's me!\I don't care who it is.\Just hurry up and bring the urine bottle and help me go.\Okay!\Then I'll... response:	Hey, Akemi.
context: We promised we'd all take turns doing that!\It's my turn this time!\What? No, it's me!\I don't care who it is.\Just hurry up and bring the urine bottle and help me go.\Okay!\Then I'll...\Hey, Akemi. response:	That peach is rotten.
context: It's my turn this time!\What? No, it's me!\I don't care who it is.\Just hurry up and bring the urine bottle and help me go.\Okay!\Then I'll...\Hey, Akemi.\That peach is rotten. response:	Peel a different one.
context: What? No, it's me!\I don't care who it is.\Just hurry up and bring the urine bottle and help me go.\Okay!\Then I'll...\Hey, Akemi.\That peach is rotten.\Peel a different one. response:	How can you tell it's rotten?
context: I don't care who it is.\Just hurry up and bring the urine bottle and help me go.\Okay!\Then I'll...\Hey, Akemi.\That peach is rotten.\Peel a different one.\How can you tell it's rotten? response:	Why? Because it reeks.
context: Just hurry up and bring the urine bottle and help me go.\Okay!\Then I'll...\Hey, Akemi.\That peach is rotten.\Peel a different one.\How can you tell it's rotten?\Why? Because it reeks. response:	It totally smells rotten.
context: Okay!\Then I'll...\Hey, Akemi.\That peach is rotten.\Peel a different one.\How can you tell it's rotten?\Why? Because it reeks.\It totally smells rotten. response:	From over there?
context: Then I'll...\Hey, Akemi.\That peach is rotten.\Peel a different one.\How can you tell it's rotten?\Why? Because it reeks.\It totally smells rotten.\From over there? response:	You've got a point.
context: Hey, Akemi.\That peach is rotten.\Peel a different one.\How can you tell it's rotten?\Why? Because it reeks.\It totally smells rotten.\From over there?\You've got a point. response:	I think my nose suddenly got much more sensitive.
context: That peach is rotten.\Peel a different one.\How can you tell it's rotten?\Why? Because it reeks.\It totally smells rotten.\From over there?\You've got a point.\I think my nose suddenly got much more sensitive. response:	Oh, you're right... It really is rotten.
context: Peel a different one.\How can you tell it's rotten?\Why? Because it reeks.\It totally smells rotten.\From over there?\You've got a point.\I think my nose suddenly got much more sensitive.\Oh, you're right... It really is rotten. response:	One of you three is on your period, right?
context: How can you tell it's rotten?\Why? Because it reeks.\It totally smells rotten.\From over there?\You've got a point.\I think my nose suddenly got much more sensitive.\Oh, you're right... It really is rotten.\One of you three is on your period, right? response:	Am I wrong? Someone's on her period, right?
context: Why? Because it reeks.\It totally smells rotten.\From over there?\You've got a point.\I think my nose suddenly got much more sensitive.\Oh, you're right... It really is rotten.\One of you three is on your period, right?\Am I wrong? Someone's on her period, right? response:	Huh?
context: It totally smells rotten.\From over there?\You've got a point.\I think my nose suddenly got much more sensitive.\Oh, you're right... It really is rotten.\One of you three is on your period, right?\Am I wrong? Someone's on her period, right?\Huh? response:	Ha, so it's you, Yoshie!
context: From over there?\You've got a point.\I think my nose suddenly got much more sensitive.\Oh, you're right... It really is rotten.\One of you three is on your period, right?\Am I wrong? Someone's on her period, right?\Huh?\Ha, so it's you, Yoshie! response:	Looks like I was right.
context: You've got a point.\I think my nose suddenly got much more sensitive.\Oh, you're right... It really is rotten.\One of you three is on your period, right?\Am I wrong? Someone's on her period, right?\Huh?\Ha, so it's you, Yoshie!\Looks like I was right. response:	And one of you is also really pissed off right now, huh?
context: I think my nose suddenly got much more sensitive.\Oh, you're right... It really is rotten.\One of you three is on your period, right?\Am I wrong? Someone's on her period, right?\Huh?\Ha, so it's you, Yoshie!\Looks like I was right.\And one of you is also really pissed off right now, huh? response:	When you get mad or excited, your body releases adrenaline,
context: Oh, you're right... It really is rotten.\One of you three is on your period, right?\Am I wrong? Someone's on her period, right?\Huh?\Ha, so it's you, Yoshie!\Looks like I was right.\And one of you is also really pissed off right now, huh?\When you get mad or excited, your body releases adrenaline, response:	and I can smell it.
context: One of you three is on your period, right?\Am I wrong? Someone's on her period, right?\Huh?\Ha, so it's you, Yoshie!\Looks like I was right.\And one of you is also really pissed off right now, huh?\When you get mad or excited, your body releases adrenaline,\and I can smell it. response:	What the hell are you mad about? Is it you, Reiko?
context: Am I wrong? Someone's on her period, right?\Huh?\Ha, so it's you, Yoshie!\Looks like I was right.\And one of you is also really pissed off right now, huh?\When you get mad or excited, your body releases adrenaline,\and I can smell it.\What the hell are you mad about? Is it you, Reiko? response:	Huh? I'm not mad.
context: Huh?\Ha, so it's you, Yoshie!\Looks like I was right.\And one of you is also really pissed off right now, huh?\When you get mad or excited, your body releases adrenaline,\and I can smell it.\What the hell are you mad about? Is it you, Reiko?\Huh? I'm not mad. response:	We're all really happy that you're feeling better, Yu.
context: Ha, so it's you, Yoshie!\Looks like I was right.\And one of you is also really pissed off right now, huh?\When you get mad or excited, your body releases adrenaline,\and I can smell it.\What the hell are you mad about? Is it you, Reiko?\Huh? I'm not mad.\We're all really happy that you're feeling better, Yu. response:	Yeah, we're super happy!
context: Looks like I was right.\And one of you is also really pissed off right now, huh?\When you get mad or excited, your body releases adrenaline,\and I can smell it.\What the hell are you mad about? Is it you, Reiko?\Huh? I'm not mad.\We're all really happy that you're feeling better, Yu.\Yeah, we're super happy! response:	There's no reason for any of us to be mad.
context: And one of you is also really pissed off right now, huh?\When you get mad or excited, your body releases adrenaline,\and I can smell it.\What the hell are you mad about? Is it you, Reiko?\Huh? I'm not mad.\We're all really happy that you're feeling better, Yu.\Yeah, we're super happy!\There's no reason for any of us to be mad. response:	Hey, hey, something's not right.
context: When you get mad or excited, your body releases adrenaline,\and I can smell it.\What the hell are you mad about? Is it you, Reiko?\Huh? I'm not mad.\We're all really happy that you're feeling better, Yu.\Yeah, we're super happy!\There's no reason for any of us to be mad.\Hey, hey, something's not right. response:	It totally reeks of someone being pissed off.
context: and I can smell it.\What the hell are you mad about? Is it you, Reiko?\Huh? I'm not mad.\We're all really happy that you're feeling better, Yu.\Yeah, we're super happy!\There's no reason for any of us to be mad.\Hey, hey, something's not right.\It totally reeks of someone being pissed off. response:	Don't lie to me.
context: What the hell are you mad about? Is it you, Reiko?\Huh? I'm not mad.\We're all really happy that you're feeling better, Yu.\Yeah, we're super happy!\There's no reason for any of us to be mad.\Hey, hey, something's not right.\It totally reeks of someone being pissed off.\Don't lie to me. response:	Which one of you is mad?
context: Huh? I'm not mad.\We're all really happy that you're feeling better, Yu.\Yeah, we're super happy!\There's no reason for any of us to be mad.\Hey, hey, something's not right.\It totally reeks of someone being pissed off.\Don't lie to me.\Which one of you is mad? response:	It's me!
context: We're all really happy that you're feeling better, Yu.\Yeah, we're super happy!\There's no reason for any of us to be mad.\Hey, hey, something's not right.\It totally reeks of someone being pissed off.\Don't lie to me.\Which one of you is mad?\It's me! response:	I'm the one who reeks of all that adrenaline!
context: Yeah, we're super happy!\There's no reason for any of us to be mad.\Hey, hey, something's not right.\It totally reeks of someone being pissed off.\Don't lie to me.\Which one of you is mad?\It's me!\I'm the one who reeks of all that adrenaline! response:	Impossible!
context: There's no reason for any of us to be mad.\Hey, hey, something's not right.\It totally reeks of someone being pissed off.\Don't lie to me.\Which one of you is mad?\It's me!\I'm the one who reeks of all that adrenaline!\Impossible! response:	You should be completely dried up by now!
context: Hey, hey, something's not right.\It totally reeks of someone being pissed off.\Don't lie to me.\Which one of you is mad?\It's me!\I'm the one who reeks of all that adrenaline!\Impossible!\You should be completely dried up by now! response:	How the hell are you standing?
context: It totally reeks of someone being pissed off.\Don't lie to me.\Which one of you is mad?\It's me!\I'm the one who reeks of all that adrenaline!\Impossible!\You should be completely dried up by now!\How the hell are you standing? response:	That's because...
context: Don't lie to me.\Which one of you is mad?\It's me!\I'm the one who reeks of all that adrenaline!\Impossible!\You should be completely dried up by now!\How the hell are you standing?\That's because... response:	You were drinking my IV fluid?
context: Which one of you is mad?\It's me!\I'm the one who reeks of all that adrenaline!\Impossible!\You should be completely dried up by now!\How the hell are you standing?\That's because...\You were drinking my IV fluid? response:	It wasn't much, but I replenished myself.
context: It's me!\I'm the one who reeks of all that adrenaline!\Impossible!\You should be completely dried up by now!\How the hell are you standing?\That's because...\You were drinking my IV fluid?\It wasn't much, but I replenished myself. response:	Release Rohan, the guy you're holding captive in the tunnel!
context: I'm the one who reeks of all that adrenaline!\Impossible!\You should be completely dried up by now!\How the hell are you standing?\That's because...\You were drinking my IV fluid?\It wasn't much, but I replenished myself.\Release Rohan, the guy you're holding captive in the tunnel! response:	You fool!
context: Impossible!\You should be completely dried up by now!\How the hell are you standing?\That's because...\You were drinking my IV fluid?\It wasn't much, but I replenished myself.\Release Rohan, the guy you're holding captive in the tunnel!\You fool! response:	Highway Go Go still remembers your scent!
context: You should be completely dried up by now!\How the hell are you standing?\That's because...\You were drinking my IV fluid?\It wasn't much, but I replenished myself.\Release Rohan, the guy you're holding captive in the tunnel!\You fool!\Highway Go Go still remembers your scent! response:	Yu!
context: How the hell are you standing?\That's because...\You were drinking my IV fluid?\It wasn't much, but I replenished myself.\Release Rohan, the guy you're holding captive in the tunnel!\You fool!\Highway Go Go still remembers your scent!\Yu! response:	You three, don't move!
context: That's because...\You were drinking my IV fluid?\It wasn't much, but I replenished myself.\Release Rohan, the guy you're holding captive in the tunnel!\You fool!\Highway Go Go still remembers your scent!\Yu!\You three, don't move! response:	My name is Josuke Higashikata.
context: You were drinking my IV fluid?\It wasn't much, but I replenished myself.\Release Rohan, the guy you're holding captive in the tunnel!\You fool!\Highway Go Go still remembers your scent!\Yu!\You three, don't move!\My name is Josuke Higashikata. response:	My Stand's name is Shining Diamond.
context: It wasn't much, but I replenished myself.\Release Rohan, the guy you're holding captive in the tunnel!\You fool!\Highway Go Go still remembers your scent!\Yu!\You three, don't move!\My name is Josuke Higashikata.\My Stand's name is Shining Diamond. response:	Though its target range is small,
context: Release Rohan, the guy you're holding captive in the tunnel!\You fool!\Highway Go Go still remembers your scent!\Yu!\You three, don't move!\My name is Josuke Higashikata.\My Stand's name is Shining Diamond.\Though its target range is small, response:	it can throw punches faster than a ho-hum speed like 60km/h.
context: You fool!\Highway Go Go still remembers your scent!\Yu!\You three, don't move!\My name is Josuke Higashikata.\My Stand's name is Shining Diamond.\Though its target range is small,\it can throw punches faster than a ho-hum speed like 60km/h. response:	I've never actually measured it,
context: Highway Go Go still remembers your scent!\Yu!\You three, don't move!\My name is Josuke Higashikata.\My Stand's name is Shining Diamond.\Though its target range is small,\it can throw punches faster than a ho-hum speed like 60km/h.\I've never actually measured it, response:	but if it gets closer, it can go about 300km/h.
context: Yu!\You three, don't move!\My name is Josuke Higashikata.\My Stand's name is Shining Diamond.\Though its target range is small,\it can throw punches faster than a ho-hum speed like 60km/h.\I've never actually measured it,\but if it gets closer, it can go about 300km/h. response:	Hey, stop! Wait!
context: You three, don't move!\My name is Josuke Higashikata.\My Stand's name is Shining Diamond.\Though its target range is small,\it can throw punches faster than a ho-hum speed like 60km/h.\I've never actually measured it,\but if it gets closer, it can go about 300km/h.\Hey, stop! Wait! response:	M-My spine is still broken.
context: My name is Josuke Higashikata.\My Stand's name is Shining Diamond.\Though its target range is small,\it can throw punches faster than a ho-hum speed like 60km/h.\I've never actually measured it,\but if it gets closer, it can go about 300km/h.\Hey, stop! Wait!\M-My spine is still broken. response:	My arms and legs are still broken and I'm bedridden.
context: My Stand's name is Shining Diamond.\Though its target range is small,\it can throw punches faster than a ho-hum speed like 60km/h.\I've never actually measured it,\but if it gets closer, it can go about 300km/h.\Hey, stop! Wait!\M-My spine is still broken.\My arms and legs are still broken and I'm bedridden. response:	I'm critically injured!
context: Though its target range is small,\it can throw punches faster than a ho-hum speed like 60km/h.\I've never actually measured it,\but if it gets closer, it can go about 300km/h.\Hey, stop! Wait!\M-My spine is still broken.\My arms and legs are still broken and I'm bedridden.\I'm critically injured! response:	And you're saying that you're going to hurt pitiful ol' me?
context: it can throw punches faster than a ho-hum speed like 60km/h.\I've never actually measured it,\but if it gets closer, it can go about 300km/h.\Hey, stop! Wait!\M-My spine is still broken.\My arms and legs are still broken and I'm bedridden.\I'm critically injured!\And you're saying that you're going to hurt pitiful ol' me? response:	All right, my bad. I'll free the guy in the tunnel.
context: I've never actually measured it,\but if it gets closer, it can go about 300km/h.\Hey, stop! Wait!\M-My spine is still broken.\My arms and legs are still broken and I'm bedridden.\I'm critically injured!\And you're saying that you're going to hurt pitiful ol' me?\All right, my bad. I'll free the guy in the tunnel. response:	I think he's still alive.
context: but if it gets closer, it can go about 300km/h.\Hey, stop! Wait!\M-My spine is still broken.\My arms and legs are still broken and I'm bedridden.\I'm critically injured!\And you're saying that you're going to hurt pitiful ol' me?\All right, my bad. I'll free the guy in the tunnel.\I think he's still alive. response:	If you replenish his nutrients, I think he'll live...
context: Hey, stop! Wait!\M-My spine is still broken.\My arms and legs are still broken and I'm bedridden.\I'm critically injured!\And you're saying that you're going to hurt pitiful ol' me?\All right, my bad. I'll free the guy in the tunnel.\I think he's still alive.\If you replenish his nutrients, I think he'll live... response:	S-So...
context: M-My spine is still broken.\My arms and legs are still broken and I'm bedridden.\I'm critically injured!\And you're saying that you're going to hurt pitiful ol' me?\All right, my bad. I'll free the guy in the tunnel.\I think he's still alive.\If you replenish his nutrients, I think he'll live...\S-So... response:	You wouldn't do something as cowardly as kicking
context: My arms and legs are still broken and I'm bedridden.\I'm critically injured!\And you're saying that you're going to hurt pitiful ol' me?\All right, my bad. I'll free the guy in the tunnel.\I think he's still alive.\If you replenish his nutrients, I think he'll live...\S-So...\You wouldn't do something as cowardly as kicking response:	an injured person's ass, would you?
context: I'm critically injured!\And you're saying that you're going to hurt pitiful ol' me?\All right, my bad. I'll free the guy in the tunnel.\I think he's still alive.\If you replenish his nutrients, I think he'll live...\S-So...\You wouldn't do something as cowardly as kicking\an injured person's ass, would you? response:	That's not something a man would do!
context: And you're saying that you're going to hurt pitiful ol' me?\All right, my bad. I'll free the guy in the tunnel.\I think he's still alive.\If you replenish his nutrients, I think he'll live...\S-So...\You wouldn't do something as cowardly as kicking\an injured person's ass, would you?\That's not something a man would do! response:	Yeah! That's cowardly!
context: All right, my bad. I'll free the guy in the tunnel.\I think he's still alive.\If you replenish his nutrients, I think he'll live...\S-So...\You wouldn't do something as cowardly as kicking\an injured person's ass, would you?\That's not something a man would do!\Yeah! That's cowardly! response:	Oh, I see.
context: I think he's still alive.\If you replenish his nutrients, I think he'll live...\S-So...\You wouldn't do something as cowardly as kicking\an injured person's ass, would you?\That's not something a man would do!\Yeah! That's cowardly!\Oh, I see. response:	It's true that I probably wouldn't feel too great if
context: If you replenish his nutrients, I think he'll live...\S-So...\You wouldn't do something as cowardly as kicking\an injured person's ass, would you?\That's not something a man would do!\Yeah! That's cowardly!\Oh, I see.\It's true that I probably wouldn't feel too great if response:	I kicked an injured person's ass.
context: S-So...\You wouldn't do something as cowardly as kicking\an injured person's ass, would you?\That's not something a man would do!\Yeah! That's cowardly!\Oh, I see.\It's true that I probably wouldn't feel too great if\I kicked an injured person's ass. response:	It's definitely not manly, and it pains my heart.
context: You wouldn't do something as cowardly as kicking\an injured person's ass, would you?\That's not something a man would do!\Yeah! That's cowardly!\Oh, I see.\It's true that I probably wouldn't feel too great if\I kicked an injured person's ass.\It's definitely not manly, and it pains my heart. response:	Right? The guilt will stick with you forever if you kick my ass.
context: an injured person's ass, would you?\That's not something a man would do!\Yeah! That's cowardly!\Oh, I see.\It's true that I probably wouldn't feel too great if\I kicked an injured person's ass.\It's definitely not manly, and it pains my heart.\Right? The guilt will stick with you forever if you kick my ass. response:	I thought about that, so I already fixed you.
context: That's not something a man would do!\Yeah! That's cowardly!\Oh, I see.\It's true that I probably wouldn't feel too great if\I kicked an injured person's ass.\It's definitely not manly, and it pains my heart.\Right? The guilt will stick with you forever if you kick my ass.\I thought about that, so I already fixed you. response:	Huh?!
context: Yeah! That's cowardly!\Oh, I see.\It's true that I probably wouldn't feel too great if\I kicked an injured person's ass.\It's definitely not manly, and it pains my heart.\Right? The guilt will stick with you forever if you kick my ass.\I thought about that, so I already fixed you.\Huh?! response:	Eh?
context: Oh, I see.\It's true that I probably wouldn't feel too great if\I kicked an injured person's ass.\It's definitely not manly, and it pains my heart.\Right? The guilt will stick with you forever if you kick my ass.\I thought about that, so I already fixed you.\Huh?!\Eh? response:	Can you move?
context: It's true that I probably wouldn't feel too great if\I kicked an injured person's ass.\It's definitely not manly, and it pains my heart.\Right? The guilt will stick with you forever if you kick my ass.\I thought about that, so I already fixed you.\Huh?!\Eh?\Can you move? response:	You can, right?
context: I kicked an injured person's ass.\It's definitely not manly, and it pains my heart.\Right? The guilt will stick with you forever if you kick my ass.\I thought about that, so I already fixed you.\Huh?!\Eh?\Can you move?\You can, right? response:	Your wounds are all healed up, aren't they?
context: It's definitely not manly, and it pains my heart.\Right? The guilt will stick with you forever if you kick my ass.\I thought about that, so I already fixed you.\Huh?!\Eh?\Can you move?\You can, right?\Your wounds are all healed up, aren't they? response:	Th-They are...
context: Right? The guilt will stick with you forever if you kick my ass.\I thought about that, so I already fixed you.\Huh?!\Eh?\Can you move?\You can, right?\Your wounds are all healed up, aren't they?\Th-They are... response:	Right.
context: I thought about that, so I already fixed you.\Huh?!\Eh?\Can you move?\You can, right?\Your wounds are all healed up, aren't they?\Th-They are...\Right. response:	I figured if I fixed you up first,
context: Huh?!\Eh?\Can you move?\You can, right?\Your wounds are all healed up, aren't they?\Th-They are...\Right.\I figured if I fixed you up first, response:	it wouldn't be cowardly at all, would it?
