context: Excuse me! response:	Ohana!
context: Hey you, can you take me to the kitchen?\What?\Dinner is the key?\What do you mean?\Don't tell me you're telling us to give\the potential mystery guests a better meal?\That's right.\It starts with a meal and ends with a meal. response:	The meal is the key!
context: What?\Dinner is the key?\What do you mean?\Don't tell me you're telling us to give\the potential mystery guests a better meal?\That's right.\It starts with a meal and ends with a meal.\The meal is the key! response:	Tonight's dinner
context: Dinner is the key?\What do you mean?\Don't tell me you're telling us to give\the potential mystery guests a better meal?\That's right.\It starts with a meal and ends with a meal.\The meal is the key!\Tonight's dinner response:	is the most critical time for Kissuiso!
context: What do you mean?\Don't tell me you're telling us to give\the potential mystery guests a better meal?\That's right.\It starts with a meal and ends with a meal.\The meal is the key!\Tonight's dinner\is the most critical time for Kissuiso! response:	The battle we cannot lose is...
context: Don't tell me you're telling us to give\the potential mystery guests a better meal?\That's right.\It starts with a meal and ends with a meal.\The meal is the key!\Tonight's dinner\is the most critical time for Kissuiso!\The battle we cannot lose is... response:	That's right!
context: the potential mystery guests a better meal?\That's right.\It starts with a meal and ends with a meal.\The meal is the key!\Tonight's dinner\is the most critical time for Kissuiso!\The battle we cannot lose is...\That's right! response:	Tonight's dinner!
context: That's right.\It starts with a meal and ends with a meal.\The meal is the key!\Tonight's dinner\is the most critical time for Kissuiso!\The battle we cannot lose is...\That's right!\Tonight's dinner! response:	And the person who'll make it...
context: It starts with a meal and ends with a meal.\The meal is the key!\Tonight's dinner\is the most critical time for Kissuiso!\The battle we cannot lose is...\That's right!\Tonight's dinner!\And the person who'll make it... response:	Yes, you.
context: The meal is the key!\Tonight's dinner\is the most critical time for Kissuiso!\The battle we cannot lose is...\That's right!\Tonight's dinner!\And the person who'll make it...\Yes, you. response:	M-Me?
context: Tonight's dinner\is the most critical time for Kissuiso!\The battle we cannot lose is...\That's right!\Tonight's dinner!\And the person who'll make it...\Yes, you.\M-Me? response:	Please take care of it. I'm counting on you.
context: is the most critical time for Kissuiso!\The battle we cannot lose is...\That's right!\Tonight's dinner!\And the person who'll make it...\Yes, you.\M-Me?\Please take care of it. I'm counting on you. response:	The dinner is the key... The dinner is the key...
context: The battle we cannot lose is...\That's right!\Tonight's dinner!\And the person who'll make it...\Yes, you.\M-Me?\Please take care of it. I'm counting on you.\The dinner is the key... The dinner is the key... response:	Mr. Ren?
context: That's right!\Tonight's dinner!\And the person who'll make it...\Yes, you.\M-Me?\Please take care of it. I'm counting on you.\The dinner is the key... The dinner is the key...\Mr. Ren? response:	N-Nothing.
context: Tonight's dinner!\And the person who'll make it...\Yes, you.\M-Me?\Please take care of it. I'm counting on you.\The dinner is the key... The dinner is the key...\Mr. Ren?\N-Nothing. response:	My hand slipped, nya.
context: And the person who'll make it...\Yes, you.\M-Me?\Please take care of it. I'm counting on you.\The dinner is the key... The dinner is the key...\Mr. Ren?\N-Nothing.\My hand slipped, nya. response:	Nya?
context: Yes, you.\M-Me?\Please take care of it. I'm counting on you.\The dinner is the key... The dinner is the key...\Mr. Ren?\N-Nothing.\My hand slipped, nya.\Nya? response:	Yes, that one is very popular.
context: M-Me?\Please take care of it. I'm counting on you.\The dinner is the key... The dinner is the key...\Mr. Ren?\N-Nothing.\My hand slipped, nya.\Nya?\Yes, that one is very popular. response:	And this is one of them.
context: Please take care of it. I'm counting on you.\The dinner is the key... The dinner is the key...\Mr. Ren?\N-Nothing.\My hand slipped, nya.\Nya?\Yes, that one is very popular.\And this is one of them. response:	Wow...
context: The dinner is the key... The dinner is the key...\Mr. Ren?\N-Nothing.\My hand slipped, nya.\Nya?\Yes, that one is very popular.\And this is one of them.\Wow... response:	So pretty.
context: Mr. Ren?\N-Nothing.\My hand slipped, nya.\Nya?\Yes, that one is very popular.\And this is one of them.\Wow...\So pretty. response:	During this season, I'd say...
context: N-Nothing.\My hand slipped, nya.\Nya?\Yes, that one is very popular.\And this is one of them.\Wow...\So pretty.\During this season, I'd say... response:	I wonder if this is okay.
context: My hand slipped, nya.\Nya?\Yes, that one is very popular.\And this is one of them.\Wow...\So pretty.\During this season, I'd say...\I wonder if this is okay. response:	I feel like something is off.
context: Nya?\Yes, that one is very popular.\And this is one of them.\Wow...\So pretty.\During this season, I'd say...\I wonder if this is okay.\I feel like something is off. response:	Is Madam Manager okay?
context: Yes, that one is very popular.\And this is one of them.\Wow...\So pretty.\During this season, I'd say...\I wonder if this is okay.\I feel like something is off.\Is Madam Manager okay? response:	Are you worried?
context: And this is one of them.\Wow...\So pretty.\During this season, I'd say...\I wonder if this is okay.\I feel like something is off.\Is Madam Manager okay?\Are you worried? response:	Beanman.
context: Wow...\So pretty.\During this season, I'd say...\I wonder if this is okay.\I feel like something is off.\Is Madam Manager okay?\Are you worried?\Beanman. response:	If you're worried, go and check up on her.
context: So pretty.\During this season, I'd say...\I wonder if this is okay.\I feel like something is off.\Is Madam Manager okay?\Are you worried?\Beanman.\If you're worried, go and check up on her. response:	Nah, if I did that, she'd let me have it.
context: During this season, I'd say...\I wonder if this is okay.\I feel like something is off.\Is Madam Manager okay?\Are you worried?\Beanman.\If you're worried, go and check up on her.\Nah, if I did that, she'd let me have it. response:	What are you doing? It's busy today!
context: I wonder if this is okay.\I feel like something is off.\Is Madam Manager okay?\Are you worried?\Beanman.\If you're worried, go and check up on her.\Nah, if I did that, she'd let me have it.\What are you doing? It's busy today! response:	Besides, she told me she was counting on me.
context: I feel like something is off.\Is Madam Manager okay?\Are you worried?\Beanman.\If you're worried, go and check up on her.\Nah, if I did that, she'd let me have it.\What are you doing? It's busy today!\Besides, she told me she was counting on me. response:	Now that I think about it, she was saying
context: Is Madam Manager okay?\Are you worried?\Beanman.\If you're worried, go and check up on her.\Nah, if I did that, she'd let me have it.\What are you doing? It's busy today!\Besides, she told me she was counting on me.\Now that I think about it, she was saying response:	something about an account book in her room...
context: Are you worried?\Beanman.\If you're worried, go and check up on her.\Nah, if I did that, she'd let me have it.\What are you doing? It's busy today!\Besides, she told me she was counting on me.\Now that I think about it, she was saying\something about an account book in her room... response:	I'll take care of that for you.
context: Beanman.\If you're worried, go and check up on her.\Nah, if I did that, she'd let me have it.\What are you doing? It's busy today!\Besides, she told me she was counting on me.\Now that I think about it, she was saying\something about an account book in her room...\I'll take care of that for you. response:	Thanks, Beanman!
context: If you're worried, go and check up on her.\Nah, if I did that, she'd let me have it.\What are you doing? It's busy today!\Besides, she told me she was counting on me.\Now that I think about it, she was saying\something about an account book in her room...\I'll take care of that for you.\Thanks, Beanman! response:	This must be it...
context: Nah, if I did that, she'd let me have it.\What are you doing? It's busy today!\Besides, she told me she was counting on me.\Now that I think about it, she was saying\something about an account book in her room...\I'll take care of that for you.\Thanks, Beanman!\This must be it... response:	How organized.
context: What are you doing? It's busy today!\Besides, she told me she was counting on me.\Now that I think about it, she was saying\something about an account book in her room...\I'll take care of that for you.\Thanks, Beanman!\This must be it...\How organized. response:	I wonder if everyone from around here is like this.
context: Besides, she told me she was counting on me.\Now that I think about it, she was saying\something about an account book in her room...\I'll take care of that for you.\Thanks, Beanman!\This must be it...\How organized.\I wonder if everyone from around here is like this. response:	Wow...
context: Now that I think about it, she was saying\something about an account book in her room...\I'll take care of that for you.\Thanks, Beanman!\This must be it...\How organized.\I wonder if everyone from around here is like this.\Wow... response:	she's got so many details written down
context: something about an account book in her room...\I'll take care of that for you.\Thanks, Beanman!\This must be it...\How organized.\I wonder if everyone from around here is like this.\Wow...\she's got so many details written down response:	about each customer.
context: I'll take care of that for you.\Thanks, Beanman!\This must be it...\How organized.\I wonder if everyone from around here is like this.\Wow...\she's got so many details written down\about each customer. response:	What time are the Ariyoshis checking in again?
context: Thanks, Beanman!\This must be it...\How organized.\I wonder if everyone from around here is like this.\Wow...\she's got so many details written down\about each customer.\What time are the Ariyoshis checking in again? response:	What's wrong?
context: This must be it...\How organized.\I wonder if everyone from around here is like this.\Wow...\she's got so many details written down\about each customer.\What time are the Ariyoshis checking in again?\What's wrong? response:	Mr. Ren seems to be acting strange.
context: How organized.\I wonder if everyone from around here is like this.\Wow...\she's got so many details written down\about each customer.\What time are the Ariyoshis checking in again?\What's wrong?\Mr. Ren seems to be acting strange. response:	He's working, but he's not acting like himself.
context: I wonder if everyone from around here is like this.\Wow...\she's got so many details written down\about each customer.\What time are the Ariyoshis checking in again?\What's wrong?\Mr. Ren seems to be acting strange.\He's working, but he's not acting like himself. response:	He's actually bad at working under pressure.
context: Wow...\she's got so many details written down\about each customer.\What time are the Ariyoshis checking in again?\What's wrong?\Mr. Ren seems to be acting strange.\He's working, but he's not acting like himself.\He's actually bad at working under pressure. response:	At this rate,
context: she's got so many details written down\about each customer.\What time are the Ariyoshis checking in again?\What's wrong?\Mr. Ren seems to be acting strange.\He's working, but he's not acting like himself.\He's actually bad at working under pressure.\At this rate, response:	we won't be able to prepare dinner for all the customers in time!
context: about each customer.\What time are the Ariyoshis checking in again?\What's wrong?\Mr. Ren seems to be acting strange.\He's working, but he's not acting like himself.\He's actually bad at working under pressure.\At this rate,\we won't be able to prepare dinner for all the customers in time! response:	What are we going to do?
context: What time are the Ariyoshis checking in again?\What's wrong?\Mr. Ren seems to be acting strange.\He's working, but he's not acting like himself.\He's actually bad at working under pressure.\At this rate,\we won't be able to prepare dinner for all the customers in time!\What are we going to do? response:	You're asking me?!
context: What's wrong?\Mr. Ren seems to be acting strange.\He's working, but he's not acting like himself.\He's actually bad at working under pressure.\At this rate,\we won't be able to prepare dinner for all the customers in time!\What are we going to do?\You're asking me?! response:	The solution is simple. We prioritize those two groups.
context: Mr. Ren seems to be acting strange.\He's working, but he's not acting like himself.\He's actually bad at working under pressure.\At this rate,\we won't be able to prepare dinner for all the customers in time!\What are we going to do?\You're asking me?!\The solution is simple. We prioritize those two groups. response:	What?!
context: He's working, but he's not acting like himself.\He's actually bad at working under pressure.\At this rate,\we won't be able to prepare dinner for all the customers in time!\What are we going to do?\You're asking me?!\The solution is simple. We prioritize those two groups.\What?! response:	There's no other option.
context: He's actually bad at working under pressure.\At this rate,\we won't be able to prepare dinner for all the customers in time!\What are we going to do?\You're asking me?!\The solution is simple. We prioritize those two groups.\What?!\There's no other option. response:	You're right!
context: At this rate,\we won't be able to prepare dinner for all the customers in time!\What are we going to do?\You're asking me?!\The solution is simple. We prioritize those two groups.\What?!\There's no other option.\You're right! response:	That's probably the best option.
context: we won't be able to prepare dinner for all the customers in time!\What are we going to do?\You're asking me?!\The solution is simple. We prioritize those two groups.\What?!\There's no other option.\You're right!\That's probably the best option. response:	Well, if there's no other option...
context: What are we going to do?\You're asking me?!\The solution is simple. We prioritize those two groups.\What?!\There's no other option.\You're right!\That's probably the best option.\Well, if there's no other option... response:	No.
context: You're asking me?!\The solution is simple. We prioritize those two groups.\What?!\There's no other option.\You're right!\That's probably the best option.\Well, if there's no other option...\No. response:	Ohana...
context: The solution is simple. We prioritize those two groups.\What?!\There's no other option.\You're right!\That's probably the best option.\Well, if there's no other option...\No.\Ohana... response:	No. If we were to do something like that,
context: What?!\There's no other option.\You're right!\That's probably the best option.\Well, if there's no other option...\No.\Ohana...\No. If we were to do something like that, response:	we'd be scolded by the Madam Manager.
context: There's no other option.\You're right!\That's probably the best option.\Well, if there's no other option...\No.\Ohana...\No. If we were to do something like that,\we'd be scolded by the Madam Manager. response:	What do you know?
context: You're right!\That's probably the best option.\Well, if there's no other option...\No.\Ohana...\No. If we were to do something like that,\we'd be scolded by the Madam Manager.\What do you know? response:	A lot, precisely because I've been scolded by her lots!
context: That's probably the best option.\Well, if there's no other option...\No.\Ohana...\No. If we were to do something like that,\we'd be scolded by the Madam Manager.\What do you know?\A lot, precisely because I've been scolded by her lots! response:	What?
context: Well, if there's no other option...\No.\Ohana...\No. If we were to do something like that,\we'd be scolded by the Madam Manager.\What do you know?\A lot, precisely because I've been scolded by her lots!\What? response:	All customers are equal,
context: No.\Ohana...\No. If we were to do something like that,\we'd be scolded by the Madam Manager.\What do you know?\A lot, precisely because I've been scolded by her lots!\What?\All customers are equal, response:	thus, we need to treat them all equally.
context: Ohana...\No. If we were to do something like that,\we'd be scolded by the Madam Manager.\What do you know?\A lot, precisely because I've been scolded by her lots!\What?\All customers are equal,\thus, we need to treat them all equally. response:	That's what Madam Manager lives for!
context: No. If we were to do something like that,\we'd be scolded by the Madam Manager.\What do you know?\A lot, precisely because I've been scolded by her lots!\What?\All customers are equal,\thus, we need to treat them all equally.\That's what Madam Manager lives for! response:	That's what Kissuiso stands for!
context: we'd be scolded by the Madam Manager.\What do you know?\A lot, precisely because I've been scolded by her lots!\What?\All customers are equal,\thus, we need to treat them all equally.\That's what Madam Manager lives for!\That's what Kissuiso stands for! response:	But, Ohana, we don't have enough time,
context: What do you know?\A lot, precisely because I've been scolded by her lots!\What?\All customers are equal,\thus, we need to treat them all equally.\That's what Madam Manager lives for!\That's what Kissuiso stands for!\But, Ohana, we don't have enough time, response:	nor do we have enough people.
context: A lot, precisely because I've been scolded by her lots!\What?\All customers are equal,\thus, we need to treat them all equally.\That's what Madam Manager lives for!\That's what Kissuiso stands for!\But, Ohana, we don't have enough time,\nor do we have enough people. response:	I called for more help!
context: What?\All customers are equal,\thus, we need to treat them all equally.\That's what Madam Manager lives for!\That's what Kissuiso stands for!\But, Ohana, we don't have enough time,\nor do we have enough people.\I called for more help! response:	She called me, saying,
context: All customers are equal,\thus, we need to treat them all equally.\That's what Madam Manager lives for!\That's what Kissuiso stands for!\But, Ohana, we don't have enough time,\nor do we have enough people.\I called for more help!\She called me, saying, response:	We're in trouble. Please help!
context: thus, we need to treat them all equally.\That's what Madam Manager lives for!\That's what Kissuiso stands for!\But, Ohana, we don't have enough time,\nor do we have enough people.\I called for more help!\She called me, saying,\We're in trouble. Please help! response:	I see...
context: That's what Madam Manager lives for!\That's what Kissuiso stands for!\But, Ohana, we don't have enough time,\nor do we have enough people.\I called for more help!\She called me, saying,\We're in trouble. Please help!\I see... response:	What about Tohru?
context: That's what Kissuiso stands for!\But, Ohana, we don't have enough time,\nor do we have enough people.\I called for more help!\She called me, saying,\We're in trouble. Please help!\I see...\What about Tohru? response:	If I recall,
context: But, Ohana, we don't have enough time,\nor do we have enough people.\I called for more help!\She called me, saying,\We're in trouble. Please help!\I see...\What about Tohru?\If I recall, response:	he's attending a marriage today in the city.
context: nor do we have enough people.\I called for more help!\She called me, saying,\We're in trouble. Please help!\I see...\What about Tohru?\If I recall,\he's attending a marriage today in the city. response:	Let's contact him anyway!
context: I called for more help!\She called me, saying,\We're in trouble. Please help!\I see...\What about Tohru?\If I recall,\he's attending a marriage today in the city.\Let's contact him anyway! response:	He didn't answer.
context: She called me, saying,\We're in trouble. Please help!\I see...\What about Tohru?\If I recall,\he's attending a marriage today in the city.\Let's contact him anyway!\He didn't answer. response:	I tried calling him earlier.
context: We're in trouble. Please help!\I see...\What about Tohru?\If I recall,\he's attending a marriage today in the city.\Let's contact him anyway!\He didn't answer.\I tried calling him earlier. response:	You did?
context: I see...\What about Tohru?\If I recall,\he's attending a marriage today in the city.\Let's contact him anyway!\He didn't answer.\I tried calling him earlier.\You did? response:	Well...
context: What about Tohru?\If I recall,\he's attending a marriage today in the city.\Let's contact him anyway!\He didn't answer.\I tried calling him earlier.\You did?\Well... response:	I can help out with the preparations for cooking,
context: If I recall,\he's attending a marriage today in the city.\Let's contact him anyway!\He didn't answer.\I tried calling him earlier.\You did?\Well...\I can help out with the preparations for cooking, response:	but I can't cook anything yet, and I...
context: he's attending a marriage today in the city.\Let's contact him anyway!\He didn't answer.\I tried calling him earlier.\You did?\Well...\I can help out with the preparations for cooking,\but I can't cook anything yet, and I... response:	I can't be of any help,
context: Let's contact him anyway!\He didn't answer.\I tried calling him earlier.\You did?\Well...\I can help out with the preparations for cooking,\but I can't cook anything yet, and I...\I can't be of any help, response:	so...
context: He didn't answer.\I tried calling him earlier.\You did?\Well...\I can help out with the preparations for cooking,\but I can't cook anything yet, and I...\I can't be of any help,\so... response:	Sorry to make you all wait!
context: I tried calling him earlier.\You did?\Well...\I can help out with the preparations for cooking,\but I can't cook anything yet, and I...\I can't be of any help,\so...\Sorry to make you all wait! response:	Nako...
context: You did?\Well...\I can help out with the preparations for cooking,\but I can't cook anything yet, and I...\I can't be of any help,\so...\Sorry to make you all wait!\Nako... response:	Please take care of this, Nakochi.
context: Well...\I can help out with the preparations for cooking,\but I can't cook anything yet, and I...\I can't be of any help,\so...\Sorry to make you all wait!\Nako...\Please take care of this, Nakochi. response:	And lend me the key to your bike.
context: I can help out with the preparations for cooking,\but I can't cook anything yet, and I...\I can't be of any help,\so...\Sorry to make you all wait!\Nako...\Please take care of this, Nakochi.\And lend me the key to your bike. response:	Huh? Sure.
context: but I can't cook anything yet, and I...\I can't be of any help,\so...\Sorry to make you all wait!\Nako...\Please take care of this, Nakochi.\And lend me the key to your bike.\Huh? Sure. response:	Thanks.
context: I can't be of any help,\so...\Sorry to make you all wait!\Nako...\Please take care of this, Nakochi.\And lend me the key to your bike.\Huh? Sure.\Thanks. response:	Minchi don't worry. I'll get Tohru!
context: so...\Sorry to make you all wait!\Nako...\Please take care of this, Nakochi.\And lend me the key to your bike.\Huh? Sure.\Thanks.\Minchi don't worry. I'll get Tohru! response:	Hey, wait!
context: Sorry to make you all wait!\Nako...\Please take care of this, Nakochi.\And lend me the key to your bike.\Huh? Sure.\Thanks.\Minchi don't worry. I'll get Tohru!\Hey, wait! response:	I'll be right back!
context: Nako...\Please take care of this, Nakochi.\And lend me the key to your bike.\Huh? Sure.\Thanks.\Minchi don't worry. I'll get Tohru!\Hey, wait!\I'll be right back! response:	Ohana?
context: Please take care of this, Nakochi.\And lend me the key to your bike.\Huh? Sure.\Thanks.\Minchi don't worry. I'll get Tohru!\Hey, wait!\I'll be right back!\Ohana? response:	I said, wait!
context: And lend me the key to your bike.\Huh? Sure.\Thanks.\Minchi don't worry. I'll get Tohru!\Hey, wait!\I'll be right back!\Ohana?\I said, wait! response:	You balut...
context: Huh? Sure.\Thanks.\Minchi don't worry. I'll get Tohru!\Hey, wait!\I'll be right back!\Ohana?\I said, wait!\You balut... response:	Something I can do... Something I must do...
context: Thanks.\Minchi don't worry. I'll get Tohru!\Hey, wait!\I'll be right back!\Ohana?\I said, wait!\You balut...\Something I can do... Something I must do... response:	What I'm doing right now was well thought out...
context: Minchi don't worry. I'll get Tohru!\Hey, wait!\I'll be right back!\Ohana?\I said, wait!\You balut...\Something I can do... Something I must do...\What I'm doing right now was well thought out... response:	but I'm still a bit uncertain
context: Hey, wait!\I'll be right back!\Ohana?\I said, wait!\You balut...\Something I can do... Something I must do...\What I'm doing right now was well thought out...\but I'm still a bit uncertain response:	without Madam Manager here.
context: I'll be right back!\Ohana?\I said, wait!\You balut...\Something I can do... Something I must do...\What I'm doing right now was well thought out...\but I'm still a bit uncertain\without Madam Manager here. response:	5 Missed Calls
context: Ohana?\I said, wait!\You balut...\Something I can do... Something I must do...\What I'm doing right now was well thought out...\but I'm still a bit uncertain\without Madam Manager here.\5 Missed Calls response:	Ko
context: I said, wait!\You balut...\Something I can do... Something I must do...\What I'm doing right now was well thought out...\but I'm still a bit uncertain\without Madam Manager here.\5 Missed Calls\Ko response:	Ko?!
context: You balut...\Something I can do... Something I must do...\What I'm doing right now was well thought out...\but I'm still a bit uncertain\without Madam Manager here.\5 Missed Calls\Ko\Ko?! response:	Sorry. Hang on just a little longer.
context: Something I can do... Something I must do...\What I'm doing right now was well thought out...\but I'm still a bit uncertain\without Madam Manager here.\5 Missed Calls\Ko\Ko?!\Sorry. Hang on just a little longer. response:	All right!
context: What I'm doing right now was well thought out...\but I'm still a bit uncertain\without Madam Manager here.\5 Missed Calls\Ko\Ko?!\Sorry. Hang on just a little longer.\All right! response:	Damn...
context: but I'm still a bit uncertain\without Madam Manager here.\5 Missed Calls\Ko\Ko?!\Sorry. Hang on just a little longer.\All right!\Damn... response:	I don't know where exactly Tohru is...
context: without Madam Manager here.\5 Missed Calls\Ko\Ko?!\Sorry. Hang on just a little longer.\All right!\Damn...\I don't know where exactly Tohru is... response:	That just means I'll need to look everywhere.
context: 5 Missed Calls\Ko\Ko?!\Sorry. Hang on just a little longer.\All right!\Damn...\I don't know where exactly Tohru is...\That just means I'll need to look everywhere. response:	Where are you, Ohana?
context: Ko\Ko?!\Sorry. Hang on just a little longer.\All right!\Damn...\I don't know where exactly Tohru is...\That just means I'll need to look everywhere.\Where are you, Ohana? response:	I'll do it. Please let me!
context: Ko?!\Sorry. Hang on just a little longer.\All right!\Damn...\I don't know where exactly Tohru is...\That just means I'll need to look everywhere.\Where are you, Ohana?\I'll do it. Please let me! response:	So this is what a boy's hair smells like?
context: Sorry. Hang on just a little longer.\All right!\Damn...\I don't know where exactly Tohru is...\That just means I'll need to look everywhere.\Where are you, Ohana?\I'll do it. Please let me!\So this is what a boy's hair smells like? response:	Thank you so much, Ko.
context: All right!\Damn...\I don't know where exactly Tohru is...\That just means I'll need to look everywhere.\Where are you, Ohana?\I'll do it. Please let me!\So this is what a boy's hair smells like?\Thank you so much, Ko. response:	Episode 9 The Longest Day at Kissuiso
