context: Passing Time response:	Let's see, 135 over 80.
context: What's this, all of a sudden?\What'll we do if something happens to Hina?\It's fine.\After all, we're talking about the kid!\Nothing, nothing's going to happen.\Not only Akari, but Dad too!\They fully trust a second-year high school boy?\Does he really such a safety piece? response:	I worry about the future. I mean, I have doubts about boys these days.
context: What'll we do if something happens to Hina?\It's fine.\After all, we're talking about the kid!\Nothing, nothing's going to happen.\Not only Akari, but Dad too!\They fully trust a second-year high school boy?\Does he really such a safety piece?\I worry about the future. I mean, I have doubts about boys these days. response:	Go on, eat. This and this too! Really, thank you so much!
context: It's fine.\After all, we're talking about the kid!\Nothing, nothing's going to happen.\Not only Akari, but Dad too!\They fully trust a second-year high school boy?\Does he really such a safety piece?\I worry about the future. I mean, I have doubts about boys these days.\Go on, eat. This and this too! Really, thank you so much! response:	SYMPATHY
context: After all, we're talking about the kid!\Nothing, nothing's going to happen.\Not only Akari, but Dad too!\They fully trust a second-year high school boy?\Does he really such a safety piece?\I worry about the future. I mean, I have doubts about boys these days.\Go on, eat. This and this too! Really, thank you so much!\SYMPATHY response:	Thank you.
context: Nothing, nothing's going to happen.\Not only Akari, but Dad too!\They fully trust a second-year high school boy?\Does he really such a safety piece?\I worry about the future. I mean, I have doubts about boys these days.\Go on, eat. This and this too! Really, thank you so much!\SYMPATHY\Thank you. response:	Pet me, pet me, pet me right now!
context: Not only Akari, but Dad too!\They fully trust a second-year high school boy?\Does he really such a safety piece?\I worry about the future. I mean, I have doubts about boys these days.\Go on, eat. This and this too! Really, thank you so much!\SYMPATHY\Thank you.\Pet me, pet me, pet me right now! response:	Rei, I'm looking forward to April.
context: They fully trust a second-year high school boy?\Does he really such a safety piece?\I worry about the future. I mean, I have doubts about boys these days.\Go on, eat. This and this too! Really, thank you so much!\SYMPATHY\Thank you.\Pet me, pet me, pet me right now!\Rei, I'm looking forward to April. response:	Me too.
context: Does he really such a safety piece?\I worry about the future. I mean, I have doubts about boys these days.\Go on, eat. This and this too! Really, thank you so much!\SYMPATHY\Thank you.\Pet me, pet me, pet me right now!\Rei, I'm looking forward to April.\Me too. response:	Noguchi and the other members of the Shogi Science Club are graduating,
context: I worry about the future. I mean, I have doubts about boys these days.\Go on, eat. This and this too! Really, thank you so much!\SYMPATHY\Thank you.\Pet me, pet me, pet me right now!\Rei, I'm looking forward to April.\Me too.\Noguchi and the other members of the Shogi Science Club are graduating, response:	so I'm happy that you're coming to my school.
context: Go on, eat. This and this too! Really, thank you so much!\SYMPATHY\Thank you.\Pet me, pet me, pet me right now!\Rei, I'm looking forward to April.\Me too.\Noguchi and the other members of the Shogi Science Club are graduating,\so I'm happy that you're coming to my school. response:	And for some reason, Mr. Hayashida is thrilled about it too.
context: SYMPATHY\Thank you.\Pet me, pet me, pet me right now!\Rei, I'm looking forward to April.\Me too.\Noguchi and the other members of the Shogi Science Club are graduating,\so I'm happy that you're coming to my school.\And for some reason, Mr. Hayashida is thrilled about it too. response:	Really?
context: Thank you.\Pet me, pet me, pet me right now!\Rei, I'm looking forward to April.\Me too.\Noguchi and the other members of the Shogi Science Club are graduating,\so I'm happy that you're coming to my school.\And for some reason, Mr. Hayashida is thrilled about it too.\Really? response:	That's the teacher I met with the flume noodles, right?
context: Pet me, pet me, pet me right now!\Rei, I'm looking forward to April.\Me too.\Noguchi and the other members of the Shogi Science Club are graduating,\so I'm happy that you're coming to my school.\And for some reason, Mr. Hayashida is thrilled about it too.\Really?\That's the teacher I met with the flume noodles, right? response:	That makes me so happy!
context: Rei, I'm looking forward to April.\Me too.\Noguchi and the other members of the Shogi Science Club are graduating,\so I'm happy that you're coming to my school.\And for some reason, Mr. Hayashida is thrilled about it too.\Really?\That's the teacher I met with the flume noodles, right?\That makes me so happy! response:	Yes! Here it comes! Yes!
context: Me too.\Noguchi and the other members of the Shogi Science Club are graduating,\so I'm happy that you're coming to my school.\And for some reason, Mr. Hayashida is thrilled about it too.\Really?\That's the teacher I met with the flume noodles, right?\That makes me so happy!\Yes! Here it comes! Yes! response:	Mr. Hayashida?
context: Noguchi and the other members of the Shogi Science Club are graduating,\so I'm happy that you're coming to my school.\And for some reason, Mr. Hayashida is thrilled about it too.\Really?\That's the teacher I met with the flume noodles, right?\That makes me so happy!\Yes! Here it comes! Yes!\Mr. Hayashida? response:	I really don't know how to thank you, Rei.
context: so I'm happy that you're coming to my school.\And for some reason, Mr. Hayashida is thrilled about it too.\Really?\That's the teacher I met with the flume noodles, right?\That makes me so happy!\Yes! Here it comes! Yes!\Mr. Hayashida?\I really don't know how to thank you, Rei. response:	Even though you had a lot of your own work to do,
context: And for some reason, Mr. Hayashida is thrilled about it too.\Really?\That's the teacher I met with the flume noodles, right?\That makes me so happy!\Yes! Here it comes! Yes!\Mr. Hayashida?\I really don't know how to thank you, Rei.\Even though you had a lot of your own work to do, response:	you came here several times a week.
context: Really?\That's the teacher I met with the flume noodles, right?\That makes me so happy!\Yes! Here it comes! Yes!\Mr. Hayashida?\I really don't know how to thank you, Rei.\Even though you had a lot of your own work to do,\you came here several times a week. response:	Don't worry. I was studying here, too.
context: That's the teacher I met with the flume noodles, right?\That makes me so happy!\Yes! Here it comes! Yes!\Mr. Hayashida?\I really don't know how to thank you, Rei.\Even though you had a lot of your own work to do,\you came here several times a week.\Don't worry. I was studying here, too. response:	Besides, I was incredibly careful.
context: That makes me so happy!\Yes! Here it comes! Yes!\Mr. Hayashida?\I really don't know how to thank you, Rei.\Even though you had a lot of your own work to do,\you came here several times a week.\Don't worry. I was studying here, too.\Besides, I was incredibly careful. response:	If I got bad results, she would've thought it was her fault,
context: Yes! Here it comes! Yes!\Mr. Hayashida?\I really don't know how to thank you, Rei.\Even though you had a lot of your own work to do,\you came here several times a week.\Don't worry. I was studying here, too.\Besides, I was incredibly careful.\If I got bad results, she would've thought it was her fault, response:	so I played each and every match as carefully as possible.
context: Mr. Hayashida?\I really don't know how to thank you, Rei.\Even though you had a lot of your own work to do,\you came here several times a week.\Don't worry. I was studying here, too.\Besides, I was incredibly careful.\If I got bad results, she would've thought it was her fault,\so I played each and every match as carefully as possible. response:	It was a different way of facing things than I've done up to now.
context: I really don't know how to thank you, Rei.\Even though you had a lot of your own work to do,\you came here several times a week.\Don't worry. I was studying here, too.\Besides, I was incredibly careful.\If I got bad results, she would've thought it was her fault,\so I played each and every match as carefully as possible.\It was a different way of facing things than I've done up to now. response:	Kid, you have about two more rank-deciding competitions for this period?
context: Even though you had a lot of your own work to do,\you came here several times a week.\Don't worry. I was studying here, too.\Besides, I was incredibly careful.\If I got bad results, she would've thought it was her fault,\so I played each and every match as carefully as possible.\It was a different way of facing things than I've done up to now.\Kid, you have about two more rank-deciding competitions for this period? response:	Yes. Right now I have eight wins.
context: you came here several times a week.\Don't worry. I was studying here, too.\Besides, I was incredibly careful.\If I got bad results, she would've thought it was her fault,\so I played each and every match as carefully as possible.\It was a different way of facing things than I've done up to now.\Kid, you have about two more rank-deciding competitions for this period?\Yes. Right now I have eight wins. response:	E-Eight wins in a row? So youll go up a class? To B-2?!
context: Don't worry. I was studying here, too.\Besides, I was incredibly careful.\If I got bad results, she would've thought it was her fault,\so I played each and every match as carefully as possible.\It was a different way of facing things than I've done up to now.\Kid, you have about two more rank-deciding competitions for this period?\Yes. Right now I have eight wins.\E-Eight wins in a row? So youll go up a class? To B-2?! response:	Yes. Unless something really bad happens.
context: Besides, I was incredibly careful.\If I got bad results, she would've thought it was her fault,\so I played each and every match as carefully as possible.\It was a different way of facing things than I've done up to now.\Kid, you have about two more rank-deciding competitions for this period?\Yes. Right now I have eight wins.\E-Eight wins in a row? So youll go up a class? To B-2?!\Yes. Unless something really bad happens. response:	You say it so matter-of-factly.
context: If I got bad results, she would've thought it was her fault,\so I played each and every match as carefully as possible.\It was a different way of facing things than I've done up to now.\Kid, you have about two more rank-deciding competitions for this period?\Yes. Right now I have eight wins.\E-Eight wins in a row? So youll go up a class? To B-2?!\Yes. Unless something really bad happens.\You say it so matter-of-factly. response:	Hina, he's fine! In that world, the kid is as terrifying as an ogre!
context: so I played each and every match as carefully as possible.\It was a different way of facing things than I've done up to now.\Kid, you have about two more rank-deciding competitions for this period?\Yes. Right now I have eight wins.\E-Eight wins in a row? So youll go up a class? To B-2?!\Yes. Unless something really bad happens.\You say it so matter-of-factly.\Hina, he's fine! In that world, the kid is as terrifying as an ogre! response:	Oh man, this guy is scary!
context: It was a different way of facing things than I've done up to now.\Kid, you have about two more rank-deciding competitions for this period?\Yes. Right now I have eight wins.\E-Eight wins in a row? So youll go up a class? To B-2?!\Yes. Unless something really bad happens.\You say it so matter-of-factly.\Hina, he's fine! In that world, the kid is as terrifying as an ogre!\Oh man, this guy is scary! response:	Ogre? Rei?
context: Kid, you have about two more rank-deciding competitions for this period?\Yes. Right now I have eight wins.\E-Eight wins in a row? So youll go up a class? To B-2?!\Yes. Unless something really bad happens.\You say it so matter-of-factly.\Hina, he's fine! In that world, the kid is as terrifying as an ogre!\Oh man, this guy is scary!\Ogre? Rei? response:	Go up a class? That's a great thing, right?
context: Yes. Right now I have eight wins.\E-Eight wins in a row? So youll go up a class? To B-2?!\Yes. Unless something really bad happens.\You say it so matter-of-factly.\Hina, he's fine! In that world, the kid is as terrifying as an ogre!\Oh man, this guy is scary!\Ogre? Rei?\Go up a class? That's a great thing, right? response:	Um, uh, thank goodness!
context: E-Eight wins in a row? So youll go up a class? To B-2?!\Yes. Unless something really bad happens.\You say it so matter-of-factly.\Hina, he's fine! In that world, the kid is as terrifying as an ogre!\Oh man, this guy is scary!\Ogre? Rei?\Go up a class? That's a great thing, right?\Um, uh, thank goodness! response:	Hina, more juice, please.
context: Yes. Unless something really bad happens.\You say it so matter-of-factly.\Hina, he's fine! In that world, the kid is as terrifying as an ogre!\Oh man, this guy is scary!\Ogre? Rei?\Go up a class? That's a great thing, right?\Um, uh, thank goodness!\Hina, more juice, please. response:	Juice? What kind?
context: You say it so matter-of-factly.\Hina, he's fine! In that world, the kid is as terrifying as an ogre!\Oh man, this guy is scary!\Ogre? Rei?\Go up a class? That's a great thing, right?\Um, uh, thank goodness!\Hina, more juice, please.\Juice? What kind? response:	- Cola! - You're too young for cola.
context: Hina, he's fine! In that world, the kid is as terrifying as an ogre!\Oh man, this guy is scary!\Ogre? Rei?\Go up a class? That's a great thing, right?\Um, uh, thank goodness!\Hina, more juice, please.\Juice? What kind?\- Cola! - You're too young for cola. response:	I hate to see her cry or be troubled about something.
context: Oh man, this guy is scary!\Ogre? Rei?\Go up a class? That's a great thing, right?\Um, uh, thank goodness!\Hina, more juice, please.\Juice? What kind?\- Cola! - You're too young for cola.\I hate to see her cry or be troubled about something. response:	Then orange!
context: Ogre? Rei?\Go up a class? That's a great thing, right?\Um, uh, thank goodness!\Hina, more juice, please.\Juice? What kind?\- Cola! - You're too young for cola.\I hate to see her cry or be troubled about something.\Then orange! response:	Okay, hold on. Hup!
context: Go up a class? That's a great thing, right?\Um, uh, thank goodness!\Hina, more juice, please.\Juice? What kind?\- Cola! - You're too young for cola.\I hate to see her cry or be troubled about something.\Then orange!\Okay, hold on. Hup! response:	I can't stand the idea of her being in trouble with me not knowing about it.
context: Um, uh, thank goodness!\Hina, more juice, please.\Juice? What kind?\- Cola! - You're too young for cola.\I hate to see her cry or be troubled about something.\Then orange!\Okay, hold on. Hup!\I can't stand the idea of her being in trouble with me not knowing about it. response:	So when I heard she wanted to come to a place that was within my reach,
context: Hina, more juice, please.\Juice? What kind?\- Cola! - You're too young for cola.\I hate to see her cry or be troubled about something.\Then orange!\Okay, hold on. Hup!\I can't stand the idea of her being in trouble with me not knowing about it.\So when I heard she wanted to come to a place that was within my reach, response:	I wanted to make sure she was accepted.
context: Juice? What kind?\- Cola! - You're too young for cola.\I hate to see her cry or be troubled about something.\Then orange!\Okay, hold on. Hup!\I can't stand the idea of her being in trouble with me not knowing about it.\So when I heard she wanted to come to a place that was within my reach,\I wanted to make sure she was accepted. response:	Until then, I thought that whether what I did was right or wrong
context: - Cola! - You're too young for cola.\I hate to see her cry or be troubled about something.\Then orange!\Okay, hold on. Hup!\I can't stand the idea of her being in trouble with me not knowing about it.\So when I heard she wanted to come to a place that was within my reach,\I wanted to make sure she was accepted.\Until then, I thought that whether what I did was right or wrong response:	was something that other people would decide, as if in a trial.
context: I hate to see her cry or be troubled about something.\Then orange!\Okay, hold on. Hup!\I can't stand the idea of her being in trouble with me not knowing about it.\So when I heard she wanted to come to a place that was within my reach,\I wanted to make sure she was accepted.\Until then, I thought that whether what I did was right or wrong\was something that other people would decide, as if in a trial. response:	But that one day...
context: Then orange!\Okay, hold on. Hup!\I can't stand the idea of her being in trouble with me not knowing about it.\So when I heard she wanted to come to a place that was within my reach,\I wanted to make sure she was accepted.\Until then, I thought that whether what I did was right or wrong\was something that other people would decide, as if in a trial.\But that one day... response:	when she said, I didn't do anything wrong,
context: Okay, hold on. Hup!\I can't stand the idea of her being in trouble with me not knowing about it.\So when I heard she wanted to come to a place that was within my reach,\I wanted to make sure she was accepted.\Until then, I thought that whether what I did was right or wrong\was something that other people would decide, as if in a trial.\But that one day...\when she said, I didn't do anything wrong, response:	and while filled with anxiety,
context: I can't stand the idea of her being in trouble with me not knowing about it.\So when I heard she wanted to come to a place that was within my reach,\I wanted to make sure she was accepted.\Until then, I thought that whether what I did was right or wrong\was something that other people would decide, as if in a trial.\But that one day...\when she said, I didn't do anything wrong,\and while filled with anxiety, response:	she still kept a firm grip on the helm of her heart.
context: So when I heard she wanted to come to a place that was within my reach,\I wanted to make sure she was accepted.\Until then, I thought that whether what I did was right or wrong\was something that other people would decide, as if in a trial.\But that one day...\when she said, I didn't do anything wrong,\and while filled with anxiety,\she still kept a firm grip on the helm of her heart. response:	I found...
context: I wanted to make sure she was accepted.\Until then, I thought that whether what I did was right or wrong\was something that other people would decide, as if in a trial.\But that one day...\when she said, I didn't do anything wrong,\and while filled with anxiety,\she still kept a firm grip on the helm of her heart.\I found... response:	a light within myself that I didn't have before.
context: Until then, I thought that whether what I did was right or wrong\was something that other people would decide, as if in a trial.\But that one day...\when she said, I didn't do anything wrong,\and while filled with anxiety,\she still kept a firm grip on the helm of her heart.\I found...\a light within myself that I didn't have before. response:	That's right.
context: was something that other people would decide, as if in a trial.\But that one day...\when she said, I didn't do anything wrong,\and while filled with anxiety,\she still kept a firm grip on the helm of her heart.\I found...\a light within myself that I didn't have before.\That's right. response:	Without a doubt,
context: But that one day...\when she said, I didn't do anything wrong,\and while filled with anxiety,\she still kept a firm grip on the helm of her heart.\I found...\a light within myself that I didn't have before.\That's right.\Without a doubt, response:	SHOGI HALL
context: when she said, I didn't do anything wrong,\and while filled with anxiety,\she still kept a firm grip on the helm of her heart.\I found...\a light within myself that I didn't have before.\That's right.\Without a doubt,\SHOGI HALL response:	on that day,
context: and while filled with anxiety,\she still kept a firm grip on the helm of her heart.\I found...\a light within myself that I didn't have before.\That's right.\Without a doubt,\SHOGI HALL\on that day, response:	she has made...
context: she still kept a firm grip on the helm of her heart.\I found...\a light within myself that I didn't have before.\That's right.\Without a doubt,\SHOGI HALL\on that day,\she has made... response:	a part of me.
context: I found...\a light within myself that I didn't have before.\That's right.\Without a doubt,\SHOGI HALL\on that day,\she has made...\a part of me. response:	Rei.
context: a light within myself that I didn't have before.\That's right.\Without a doubt,\SHOGI HALL\on that day,\she has made...\a part of me.\Rei. response:	Father.
context: That's right.\Without a doubt,\SHOGI HALL\on that day,\she has made...\a part of me.\Rei.\Father. response:	I won today, so I barely managed to avoid a demotion.
context: Without a doubt,\SHOGI HALL\on that day,\she has made...\a part of me.\Rei.\Father.\I won today, so I barely managed to avoid a demotion. response:	Looks like I'll be in B-2 next period.
context: SHOGI HALL\on that day,\she has made...\a part of me.\Rei.\Father.\I won today, so I barely managed to avoid a demotion.\Looks like I'll be in B-2 next period. response:	Maybe we can pick up where we left off last time.
context: on that day,\she has made...\a part of me.\Rei.\Father.\I won today, so I barely managed to avoid a demotion.\Looks like I'll be in B-2 next period.\Maybe we can pick up where we left off last time. response:	Rei.
context: she has made...\a part of me.\Rei.\Father.\I won today, so I barely managed to avoid a demotion.\Looks like I'll be in B-2 next period.\Maybe we can pick up where we left off last time.\Rei. response:	That's right, Father.
context: a part of me.\Rei.\Father.\I won today, so I barely managed to avoid a demotion.\Looks like I'll be in B-2 next period.\Maybe we can pick up where we left off last time.\Rei.\That's right, Father. response:	Spring Comes
context: Rei.\Father.\I won today, so I barely managed to avoid a demotion.\Looks like I'll be in B-2 next period.\Maybe we can pick up where we left off last time.\Rei.\That's right, Father.\Spring Comes response:	Next Episode Preview
context: Father.\I won today, so I barely managed to avoid a demotion.\Looks like I'll be in B-2 next period.\Maybe we can pick up where we left off last time.\Rei.\That's right, Father.\Spring Comes\Next Episode Preview response:	Episode 44
context: I won today, so I barely managed to avoid a demotion.\Looks like I'll be in B-2 next period.\Maybe we can pick up where we left off last time.\Rei.\That's right, Father.\Spring Comes\Next Episode Preview\Episode 44 response:	Both of you, congratulations on your graduation.
context: Looks like I'll be in B-2 next period.\Maybe we can pick up where we left off last time.\Rei.\That's right, Father.\Spring Comes\Next Episode Preview\Episode 44\Both of you, congratulations on your graduation. response:	Wait a second.
context: Maybe we can pick up where we left off last time.\Rei.\That's right, Father.\Spring Comes\Next Episode Preview\Episode 44\Both of you, congratulations on your graduation.\Wait a second. response:	When are you leaving?
context: Rei.\That's right, Father.\Spring Comes\Next Episode Preview\Episode 44\Both of you, congratulations on your graduation.\Wait a second.\When are you leaving? response:	Shall we go?
context: That's right, Father.\Spring Comes\Next Episode Preview\Episode 44\Both of you, congratulations on your graduation.\Wait a second.\When are you leaving?\Shall we go? response:	Hina! Here!
context: Spring Comes\Next Episode Preview\Episode 44\Both of you, congratulations on your graduation.\Wait a second.\When are you leaving?\Shall we go?\Hina! Here! response:	I'm going to do my best here, too.
context: Next Episode Preview\Episode 44\Both of you, congratulations on your graduation.\Wait a second.\When are you leaving?\Shall we go?\Hina! Here!\I'm going to do my best here, too. response:	My little sister is too cute!
context: Episode 44\Both of you, congratulations on your graduation.\Wait a second.\When are you leaving?\Shall we go?\Hina! Here!\I'm going to do my best here, too.\My little sister is too cute! response:	I messed up.
context: Both of you, congratulations on your graduation.\Wait a second.\When are you leaving?\Shall we go?\Hina! Here!\I'm going to do my best here, too.\My little sister is too cute!\I messed up. response:	I'm never leaving the house again.
context: Wait a second.\When are you leaving?\Shall we go?\Hina! Here!\I'm going to do my best here, too.\My little sister is too cute!\I messed up.\I'm never leaving the house again. response:	ILLUSTRATION: CHUUYA KOYAMA
context: When are you leaving?\Shall we go?\Hina! Here!\I'm going to do my best here, too.\My little sister is too cute!\I messed up.\I'm never leaving the house again.\ILLUSTRATION: CHUUYA KOYAMA response:	SHOGI HALL
context: Shall we go?\Hina! Here!\I'm going to do my best here, too.\My little sister is too cute!\I messed up.\I'm never leaving the house again.\ILLUSTRATION: CHUUYA KOYAMA\SHOGI HALL response:	It's almost spring, so I'll be a high school student, huh?
context: Hina! Here!\I'm going to do my best here, too.\My little sister is too cute!\I messed up.\I'm never leaving the house again.\ILLUSTRATION: CHUUYA KOYAMA\SHOGI HALL\It's almost spring, so I'll be a high school student, huh? response:	I'm looking forward to being in the same school as Rei.
