context: Kyoto (Part 2) response:	What a beautiful sunset.
context: Will Shimada be able to finish off the king like this?\Still, his opponent is Souya.\Yeah. But will he make it?\He won't. 7-a-Rook.\He rode it out!\With just a Rook and Pawn?\And now it's Souya's turn.\This is where Shimada 8th-Dan's attack stopped response:	and Master Souya's counterattack began.
context: Still, his opponent is Souya.\Yeah. But will he make it?\He won't. 7-a-Rook.\He rode it out!\With just a Rook and Pawn?\And now it's Souya's turn.\This is where Shimada 8th-Dan's attack stopped\and Master Souya's counterattack began. response:	That's the game.
context: Yeah. But will he make it?\He won't. 7-a-Rook.\He rode it out!\With just a Rook and Pawn?\And now it's Souya's turn.\This is where Shimada 8th-Dan's attack stopped\and Master Souya's counterattack began.\That's the game. response:	I'm going to the waiting room.
context: He won't. 7-a-Rook.\He rode it out!\With just a Rook and Pawn?\And now it's Souya's turn.\This is where Shimada 8th-Dan's attack stopped\and Master Souya's counterattack began.\That's the game.\I'm going to the waiting room. response:	Snow.
context: He rode it out!\With just a Rook and Pawn?\And now it's Souya's turn.\This is where Shimada 8th-Dan's attack stopped\and Master Souya's counterattack began.\That's the game.\I'm going to the waiting room.\Snow. response:	No matter how much I struggle,
context: With just a Rook and Pawn?\And now it's Souya's turn.\This is where Shimada 8th-Dan's attack stopped\and Master Souya's counterattack began.\That's the game.\I'm going to the waiting room.\Snow.\No matter how much I struggle, response:	it'll bury me without mercy.
context: And now it's Souya's turn.\This is where Shimada 8th-Dan's attack stopped\and Master Souya's counterattack began.\That's the game.\I'm going to the waiting room.\Snow.\No matter how much I struggle,\it'll bury me without mercy. response:	It's a blinding darkness that dazzles my eyes.
context: This is where Shimada 8th-Dan's attack stopped\and Master Souya's counterattack began.\That's the game.\I'm going to the waiting room.\Snow.\No matter how much I struggle,\it'll bury me without mercy.\It's a blinding darkness that dazzles my eyes. response:	Silent, and overwhelming...
context: and Master Souya's counterattack began.\That's the game.\I'm going to the waiting room.\Snow.\No matter how much I struggle,\it'll bury me without mercy.\It's a blinding darkness that dazzles my eyes.\Silent, and overwhelming... response:	It's captivatingly beautiful.
context: That's the game.\I'm going to the waiting room.\Snow.\No matter how much I struggle,\it'll bury me without mercy.\It's a blinding darkness that dazzles my eyes.\Silent, and overwhelming...\It's captivatingly beautiful. response:	Wait.
context: I'm going to the waiting room.\Snow.\No matter how much I struggle,\it'll bury me without mercy.\It's a blinding darkness that dazzles my eyes.\Silent, and overwhelming...\It's captivatingly beautiful.\Wait. response:	Please wait.
context: Snow.\No matter how much I struggle,\it'll bury me without mercy.\It's a blinding darkness that dazzles my eyes.\Silent, and overwhelming...\It's captivatingly beautiful.\Wait.\Please wait. response:	It's not over yet.
context: No matter how much I struggle,\it'll bury me without mercy.\It's a blinding darkness that dazzles my eyes.\Silent, and overwhelming...\It's captivatingly beautiful.\Wait.\Please wait.\It's not over yet. response:	His castle was torn down, and his King is in danger.
context: it'll bury me without mercy.\It's a blinding darkness that dazzles my eyes.\Silent, and overwhelming...\It's captivatingly beautiful.\Wait.\Please wait.\It's not over yet.\His castle was torn down, and his King is in danger. response:	And his opponent is Souya.
context: It's a blinding darkness that dazzles my eyes.\Silent, and overwhelming...\It's captivatingly beautiful.\Wait.\Please wait.\It's not over yet.\His castle was torn down, and his King is in danger.\And his opponent is Souya. response:	There's no way he can turn it around from here.
context: Silent, and overwhelming...\It's captivatingly beautiful.\Wait.\Please wait.\It's not over yet.\His castle was torn down, and his King is in danger.\And his opponent is Souya.\There's no way he can turn it around from here. response:	But it's not over yet!
context: It's captivatingly beautiful.\Wait.\Please wait.\It's not over yet.\His castle was torn down, and his King is in danger.\And his opponent is Souya.\There's no way he can turn it around from here.\But it's not over yet! response:	Mr. Shimada's pieces are alive!
context: Wait.\Please wait.\It's not over yet.\His castle was torn down, and his King is in danger.\And his opponent is Souya.\There's no way he can turn it around from here.\But it's not over yet!\Mr. Shimada's pieces are alive! response:	It's over. Shimada is done.
context: Please wait.\It's not over yet.\His castle was torn down, and his King is in danger.\And his opponent is Souya.\There's no way he can turn it around from here.\But it's not over yet!\Mr. Shimada's pieces are alive!\It's over. Shimada is done. response:	And it's because of their gap.
context: It's not over yet.\His castle was torn down, and his King is in danger.\And his opponent is Souya.\There's no way he can turn it around from here.\But it's not over yet!\Mr. Shimada's pieces are alive!\It's over. Shimada is done.\And it's because of their gap. response:	Four straight losses! He's too weak!
context: His castle was torn down, and his King is in danger.\And his opponent is Souya.\There's no way he can turn it around from here.\But it's not over yet!\Mr. Shimada's pieces are alive!\It's over. Shimada is done.\And it's because of their gap.\Four straight losses! He's too weak! response:	You're in Shimada's workshop, aren't you?
context: And his opponent is Souya.\There's no way he can turn it around from here.\But it's not over yet!\Mr. Shimada's pieces are alive!\It's over. Shimada is done.\And it's because of their gap.\Four straight losses! He's too weak!\You're in Shimada's workshop, aren't you? response:	I understand you don't want to admit your mentor's in a pinch,
context: There's no way he can turn it around from here.\But it's not over yet!\Mr. Shimada's pieces are alive!\It's over. Shimada is done.\And it's because of their gap.\Four straight losses! He's too weak!\You're in Shimada's workshop, aren't you?\I understand you don't want to admit your mentor's in a pinch, response:	but you'll make Shimada lose his reputation.
context: But it's not over yet!\Mr. Shimada's pieces are alive!\It's over. Shimada is done.\And it's because of their gap.\Four straight losses! He's too weak!\You're in Shimada's workshop, aren't you?\I understand you don't want to admit your mentor's in a pinch,\but you'll make Shimada lose his reputation. response:	So shut up.
context: Mr. Shimada's pieces are alive!\It's over. Shimada is done.\And it's because of their gap.\Four straight losses! He's too weak!\You're in Shimada's workshop, aren't you?\I understand you don't want to admit your mentor's in a pinch,\but you'll make Shimada lose his reputation.\So shut up. response:	Well, Shimada 8th-Dan did his best.
context: It's over. Shimada is done.\And it's because of their gap.\Four straight losses! He's too weak!\You're in Shimada's workshop, aren't you?\I understand you don't want to admit your mentor's in a pinch,\but you'll make Shimada lose his reputation.\So shut up.\Well, Shimada 8th-Dan did his best. response:	Yeah...
context: And it's because of their gap.\Four straight losses! He's too weak!\You're in Shimada's workshop, aren't you?\I understand you don't want to admit your mentor's in a pinch,\but you'll make Shimada lose his reputation.\So shut up.\Well, Shimada 8th-Dan did his best.\Yeah... response:	But his opponent...
context: Four straight losses! He's too weak!\You're in Shimada's workshop, aren't you?\I understand you don't want to admit your mentor's in a pinch,\but you'll make Shimada lose his reputation.\So shut up.\Well, Shimada 8th-Dan did his best.\Yeah...\But his opponent... response:	It can't be helped. He was outclassed.
context: You're in Shimada's workshop, aren't you?\I understand you don't want to admit your mentor's in a pinch,\but you'll make Shimada lose his reputation.\So shut up.\Well, Shimada 8th-Dan did his best.\Yeah...\But his opponent...\It can't be helped. He was outclassed. response:	After all, it was Souya.
context: I understand you don't want to admit your mentor's in a pinch,\but you'll make Shimada lose his reputation.\So shut up.\Well, Shimada 8th-Dan did his best.\Yeah...\But his opponent...\It can't be helped. He was outclassed.\After all, it was Souya. response:	Four straight losses...
context: but you'll make Shimada lose his reputation.\So shut up.\Well, Shimada 8th-Dan did his best.\Yeah...\But his opponent...\It can't be helped. He was outclassed.\After all, it was Souya.\Four straight losses... response:	Still...
context: So shut up.\Well, Shimada 8th-Dan did his best.\Yeah...\But his opponent...\It can't be helped. He was outclassed.\After all, it was Souya.\Four straight losses...\Still... response:	He could've at least won once.
context: Well, Shimada 8th-Dan did his best.\Yeah...\But his opponent...\It can't be helped. He was outclassed.\After all, it was Souya.\Four straight losses...\Still...\He could've at least won once. response:	I wanted him to show some backbone.
context: Yeah...\But his opponent...\It can't be helped. He was outclassed.\After all, it was Souya.\Four straight losses...\Still...\He could've at least won once.\I wanted him to show some backbone. response:	He didn't show us anything.
context: But his opponent...\It can't be helped. He was outclassed.\After all, it was Souya.\Four straight losses...\Still...\He could've at least won once.\I wanted him to show some backbone.\He didn't show us anything. response:	As expected.
context: It can't be helped. He was outclassed.\After all, it was Souya.\Four straight losses...\Still...\He could've at least won once.\I wanted him to show some backbone.\He didn't show us anything.\As expected. response:	Yamagata was a long way off.
context: After all, it was Souya.\Four straight losses...\Still...\He could've at least won once.\I wanted him to show some backbone.\He didn't show us anything.\As expected.\Yamagata was a long way off. response:	Well, this is how it is.
context: Four straight losses...\Still...\He could've at least won once.\I wanted him to show some backbone.\He didn't show us anything.\As expected.\Yamagata was a long way off.\Well, this is how it is. response:	No.
context: Still...\He could've at least won once.\I wanted him to show some backbone.\He didn't show us anything.\As expected.\Yamagata was a long way off.\Well, this is how it is.\No. response:	No, that's not right.
context: He could've at least won once.\I wanted him to show some backbone.\He didn't show us anything.\As expected.\Yamagata was a long way off.\Well, this is how it is.\No.\No, that's not right. response:	To me, this board hasn't died yet.
context: I wanted him to show some backbone.\He didn't show us anything.\As expected.\Yamagata was a long way off.\Well, this is how it is.\No.\No, that's not right.\To me, this board hasn't died yet. response:	I don't think...
context: He didn't show us anything.\As expected.\Yamagata was a long way off.\Well, this is how it is.\No.\No, that's not right.\To me, this board hasn't died yet.\I don't think... response:	Mr. Shimada's pieces...
context: As expected.\Yamagata was a long way off.\Well, this is how it is.\No.\No, that's not right.\To me, this board hasn't died yet.\I don't think...\Mr. Shimada's pieces... response:	have died!
context: Yamagata was a long way off.\Well, this is how it is.\No.\No, that's not right.\To me, this board hasn't died yet.\I don't think...\Mr. Shimada's pieces...\have died! response:	To me...
context: Well, this is how it is.\No.\No, that's not right.\To me, this board hasn't died yet.\I don't think...\Mr. Shimada's pieces...\have died!\To me... response:	To me...
context: No.\No, that's not right.\To me, this board hasn't died yet.\I don't think...\Mr. Shimada's pieces...\have died!\To me...\To me... response:	To me...
context: No, that's not right.\To me, this board hasn't died yet.\I don't think...\Mr. Shimada's pieces...\have died!\To me...\To me...\To me... response:	Kiriyama 5th-Dan?
context: To me, this board hasn't died yet.\I don't think...\Mr. Shimada's pieces...\have died!\To me...\To me...\To me...\Kiriyama 5th-Dan? response:	Kiri... Where are you...
context: I don't think...\Mr. Shimada's pieces...\have died!\To me...\To me...\To me...\Kiriyama 5th-Dan?\Kiri... Where are you... response:	Kiriyama 5th-Dan!
context: Mr. Shimada's pieces...\have died!\To me...\To me...\To me...\Kiriyama 5th-Dan?\Kiri... Where are you...\Kiriyama 5th-Dan! response:	Mr. Shimada.
context: have died!\To me...\To me...\To me...\Kiriyama 5th-Dan?\Kiri... Where are you...\Kiriyama 5th-Dan!\Mr. Shimada. response:	Mr. Shimada.
context: To me...\To me...\To me...\Kiriyama 5th-Dan?\Kiri... Where are you...\Kiriyama 5th-Dan!\Mr. Shimada.\Mr. Shimada. response:	Mr. Shimada.
context: To me...\To me...\Kiriyama 5th-Dan?\Kiri... Where are you...\Kiriyama 5th-Dan!\Mr. Shimada.\Mr. Shimada.\Mr. Shimada. response:	Mr. Shimada!
context: To me...\Kiriyama 5th-Dan?\Kiri... Where are you...\Kiriyama 5th-Dan!\Mr. Shimada.\Mr. Shimada.\Mr. Shimada.\Mr. Shimada! response:	Shogi Dragon Fujimoto!
context: Kiriyama 5th-Dan?\Kiri... Where are you...\Kiriyama 5th-Dan!\Mr. Shimada.\Mr. Shimada.\Mr. Shimada.\Mr. Shimada!\Shogi Dragon Fujimoto! response:	Mr... Shimada...
context: Kiri... Where are you...\Kiriyama 5th-Dan!\Mr. Shimada.\Mr. Shimada.\Mr. Shimada.\Mr. Shimada!\Shogi Dragon Fujimoto!\Mr... Shimada... response:	Shimada 8th-Dan conceded.
context: Kiriyama 5th-Dan!\Mr. Shimada.\Mr. Shimada.\Mr. Shimada.\Mr. Shimada!\Shogi Dragon Fujimoto!\Mr... Shimada...\Shimada 8th-Dan conceded. response:	It's the gap between them.
context: Mr. Shimada.\Mr. Shimada.\Mr. Shimada.\Mr. Shimada!\Shogi Dragon Fujimoto!\Mr... Shimada...\Shimada 8th-Dan conceded.\It's the gap between them. response:	It's just like I said.
context: Mr. Shimada.\Mr. Shimada.\Mr. Shimada!\Shogi Dragon Fujimoto!\Mr... Shimada...\Shimada 8th-Dan conceded.\It's the gap between them.\It's just like I said. response:	It wasn't noticed, huh?
context: Mr. Shimada.\Mr. Shimada!\Shogi Dragon Fujimoto!\Mr... Shimada...\Shimada 8th-Dan conceded.\It's the gap between them.\It's just like I said.\It wasn't noticed, huh? response:	This darkness isn't just playing on an endless loop.
context: Mr. Shimada!\Shogi Dragon Fujimoto!\Mr... Shimada...\Shimada 8th-Dan conceded.\It's the gap between them.\It's just like I said.\It wasn't noticed, huh?\This darkness isn't just playing on an endless loop. response:	- Hey, wait. - Yeah.
context: Shogi Dragon Fujimoto!\Mr... Shimada...\Shimada 8th-Dan conceded.\It's the gap between them.\It's just like I said.\It wasn't noticed, huh?\This darkness isn't just playing on an endless loop.\- Hey, wait. - Yeah. response:	This...
context: Mr... Shimada...\Shimada 8th-Dan conceded.\It's the gap between them.\It's just like I said.\It wasn't noticed, huh?\This darkness isn't just playing on an endless loop.\- Hey, wait. - Yeah.\This... response:	This 7-i-Bishop...
context: Shimada 8th-Dan conceded.\It's the gap between them.\It's just like I said.\It wasn't noticed, huh?\This darkness isn't just playing on an endless loop.\- Hey, wait. - Yeah.\This...\This 7-i-Bishop... response:	He reversed the situation.
context: It's the gap between them.\It's just like I said.\It wasn't noticed, huh?\This darkness isn't just playing on an endless loop.\- Hey, wait. - Yeah.\This...\This 7-i-Bishop...\He reversed the situation. response:	The 2-d-Knight threatmate is gone, too.
context: It's just like I said.\It wasn't noticed, huh?\This darkness isn't just playing on an endless loop.\- Hey, wait. - Yeah.\This...\This 7-i-Bishop...\He reversed the situation.\The 2-d-Knight threatmate is gone, too. response:	Huh? Isn't Master Souya's king under check?
context: It wasn't noticed, huh?\This darkness isn't just playing on an endless loop.\- Hey, wait. - Yeah.\This...\This 7-i-Bishop...\He reversed the situation.\The 2-d-Knight threatmate is gone, too.\Huh? Isn't Master Souya's king under check? response:	With just one move...
context: This darkness isn't just playing on an endless loop.\- Hey, wait. - Yeah.\This...\This 7-i-Bishop...\He reversed the situation.\The 2-d-Knight threatmate is gone, too.\Huh? Isn't Master Souya's king under check?\With just one move... response:	In that tiny gap from such a fatal ground...
context: - Hey, wait. - Yeah.\This...\This 7-i-Bishop...\He reversed the situation.\The 2-d-Knight threatmate is gone, too.\Huh? Isn't Master Souya's king under check?\With just one move...\In that tiny gap from such a fatal ground... response:	I saw a small flash of light.
context: This...\This 7-i-Bishop...\He reversed the situation.\The 2-d-Knight threatmate is gone, too.\Huh? Isn't Master Souya's king under check?\With just one move...\In that tiny gap from such a fatal ground...\I saw a small flash of light. response:	You have too much faith in me.
context: This 7-i-Bishop...\He reversed the situation.\The 2-d-Knight threatmate is gone, too.\Huh? Isn't Master Souya's king under check?\With just one move...\In that tiny gap from such a fatal ground...\I saw a small flash of light.\You have too much faith in me. response:	And it was so beautiful...
context: He reversed the situation.\The 2-d-Knight threatmate is gone, too.\Huh? Isn't Master Souya's king under check?\With just one move...\In that tiny gap from such a fatal ground...\I saw a small flash of light.\You have too much faith in me.\And it was so beautiful... response:	And so,
context: The 2-d-Knight threatmate is gone, too.\Huh? Isn't Master Souya's king under check?\With just one move...\In that tiny gap from such a fatal ground...\I saw a small flash of light.\You have too much faith in me.\And it was so beautiful...\And so, response:	the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses.
context: Huh? Isn't Master Souya's king under check?\With just one move...\In that tiny gap from such a fatal ground...\I saw a small flash of light.\You have too much faith in me.\And it was so beautiful...\And so,\the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses. response:	That night, Mr. Shimada and I left Kyoto.
context: With just one move...\In that tiny gap from such a fatal ground...\I saw a small flash of light.\You have too much faith in me.\And it was so beautiful...\And so,\the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses.\That night, Mr. Shimada and I left Kyoto. response:	Mr. Shimada, have some water and a light meal.
context: In that tiny gap from such a fatal ground...\I saw a small flash of light.\You have too much faith in me.\And it was so beautiful...\And so,\the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses.\That night, Mr. Shimada and I left Kyoto.\Mr. Shimada, have some water and a light meal. response:	Looking at his exhausted profile,
context: I saw a small flash of light.\You have too much faith in me.\And it was so beautiful...\And so,\the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses.\That night, Mr. Shimada and I left Kyoto.\Mr. Shimada, have some water and a light meal.\Looking at his exhausted profile, response:	made me think of the path he's taken.
context: You have too much faith in me.\And it was so beautiful...\And so,\the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses.\That night, Mr. Shimada and I left Kyoto.\Mr. Shimada, have some water and a light meal.\Looking at his exhausted profile,\made me think of the path he's taken. response:	That's right. I knew it from the beginning.
context: And it was so beautiful...\And so,\the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses.\That night, Mr. Shimada and I left Kyoto.\Mr. Shimada, have some water and a light meal.\Looking at his exhausted profile,\made me think of the path he's taken.\That's right. I knew it from the beginning. response:	What's on the other side of the storm
context: And so,\the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses.\That night, Mr. Shimada and I left Kyoto.\Mr. Shimada, have some water and a light meal.\Looking at his exhausted profile,\made me think of the path he's taken.\That's right. I knew it from the beginning.\What's on the other side of the storm response:	is just an even more furious storm.
context: the Lion King Tournament came to a close, with Mr. Shimada's four consecutive losses.\That night, Mr. Shimada and I left Kyoto.\Mr. Shimada, have some water and a light meal.\Looking at his exhausted profile,\made me think of the path he's taken.\That's right. I knew it from the beginning.\What's on the other side of the storm\is just an even more furious storm. response:	No matter how many times you fall,
context: That night, Mr. Shimada and I left Kyoto.\Mr. Shimada, have some water and a light meal.\Looking at his exhausted profile,\made me think of the path he's taken.\That's right. I knew it from the beginning.\What's on the other side of the storm\is just an even more furious storm.\No matter how many times you fall, response:	you have to pick up the scattered fragments of yourself.
context: Mr. Shimada, have some water and a light meal.\Looking at his exhausted profile,\made me think of the path he's taken.\That's right. I knew it from the beginning.\What's on the other side of the storm\is just an even more furious storm.\No matter how many times you fall,\you have to pick up the scattered fragments of yourself. response:	This is a world where you continuously pick yourself up and move forward.
context: Looking at his exhausted profile,\made me think of the path he's taken.\That's right. I knew it from the beginning.\What's on the other side of the storm\is just an even more furious storm.\No matter how many times you fall,\you have to pick up the scattered fragments of yourself.\This is a world where you continuously pick yourself up and move forward. response:	It's wandering without end.
context: made me think of the path he's taken.\That's right. I knew it from the beginning.\What's on the other side of the storm\is just an even more furious storm.\No matter how many times you fall,\you have to pick up the scattered fragments of yourself.\This is a world where you continuously pick yourself up and move forward.\It's wandering without end. response:	Then why?
context: That's right. I knew it from the beginning.\What's on the other side of the storm\is just an even more furious storm.\No matter how many times you fall,\you have to pick up the scattered fragments of yourself.\This is a world where you continuously pick yourself up and move forward.\It's wandering without end.\Then why? response:	I can no longer ask that question to this profile.
context: What's on the other side of the storm\is just an even more furious storm.\No matter how many times you fall,\you have to pick up the scattered fragments of yourself.\This is a world where you continuously pick yourself up and move forward.\It's wandering without end.\Then why?\I can no longer ask that question to this profile. response:	Instead, I have to ask myself that question
context: is just an even more furious storm.\No matter how many times you fall,\you have to pick up the scattered fragments of yourself.\This is a world where you continuously pick yourself up and move forward.\It's wandering without end.\Then why?\I can no longer ask that question to this profile.\Instead, I have to ask myself that question response:	in the middle of that storm.
context: No matter how many times you fall,\you have to pick up the scattered fragments of yourself.\This is a world where you continuously pick yourself up and move forward.\It's wandering without end.\Then why?\I can no longer ask that question to this profile.\Instead, I have to ask myself that question\in the middle of that storm. response:	Kyoto (Part 3)
context: you have to pick up the scattered fragments of yourself.\This is a world where you continuously pick yourself up and move forward.\It's wandering without end.\Then why?\I can no longer ask that question to this profile.\Instead, I have to ask myself that question\in the middle of that storm.\Kyoto (Part 3) response:	Next Episode Preview
context: This is a world where you continuously pick yourself up and move forward.\It's wandering without end.\Then why?\I can no longer ask that question to this profile.\Instead, I have to ask myself that question\in the middle of that storm.\Kyoto (Part 3)\Next Episode Preview response:	Episode 21
context: It's wandering without end.\Then why?\I can no longer ask that question to this profile.\Instead, I have to ask myself that question\in the middle of that storm.\Kyoto (Part 3)\Next Episode Preview\Episode 21 response:	I told you. I'm a rain-bringer.
context: Then why?\I can no longer ask that question to this profile.\Instead, I have to ask myself that question\in the middle of that storm.\Kyoto (Part 3)\Next Episode Preview\Episode 21\I told you. I'm a rain-bringer. response:	Just go and let everyone cheer you up!
context: I can no longer ask that question to this profile.\Instead, I have to ask myself that question\in the middle of that storm.\Kyoto (Part 3)\Next Episode Preview\Episode 21\I told you. I'm a rain-bringer.\Just go and let everyone cheer you up! response:	The petals have mostly scattered, but I think I like it like this.
context: Instead, I have to ask myself that question\in the middle of that storm.\Kyoto (Part 3)\Next Episode Preview\Episode 21\I told you. I'm a rain-bringer.\Just go and let everyone cheer you up!\The petals have mostly scattered, but I think I like it like this. response:	I-I lost.
context: in the middle of that storm.\Kyoto (Part 3)\Next Episode Preview\Episode 21\I told you. I'm a rain-bringer.\Just go and let everyone cheer you up!\The petals have mostly scattered, but I think I like it like this.\I-I lost. response:	I'm extremely delighted!
context: Kyoto (Part 3)\Next Episode Preview\Episode 21\I told you. I'm a rain-bringer.\Just go and let everyone cheer you up!\The petals have mostly scattered, but I think I like it like this.\I-I lost.\I'm extremely delighted! response:	I can't believe I was in a pinch, and had to reveal the sealed move.
context: Next Episode Preview\Episode 21\I told you. I'm a rain-bringer.\Just go and let everyone cheer you up!\The petals have mostly scattered, but I think I like it like this.\I-I lost.\I'm extremely delighted!\I can't believe I was in a pinch, and had to reveal the sealed move. response:	You can't miss next week's March Comes in Like a Lion!
context: Episode 21\I told you. I'm a rain-bringer.\Just go and let everyone cheer you up!\The petals have mostly scattered, but I think I like it like this.\I-I lost.\I'm extremely delighted!\I can't believe I was in a pinch, and had to reveal the sealed move.\You can't miss next week's March Comes in Like a Lion! response:	Strawberry! I'm coming home!
