context: Lucy-san! Are you awake?! response:	Which match is it right now?
context: And you were Ur's disciple?!\You're stronger than that!\Get your act together now!\He's right.\Show me what you've really got, Lyon Vastia!\Yeah. And we are running out of time...\Ice Make: Snow Tiger!\Ice Make: Snow Ape! response:	Ice Make: Snow Dragon!
context: You're stronger than that!\Get your act together now!\He's right.\Show me what you've really got, Lyon Vastia!\Yeah. And we are running out of time...\Ice Make: Snow Tiger!\Ice Make: Snow Ape!\Ice Make: Snow Dragon! response:	I bet not even you will be able to escape this!
context: Get your act together now!\He's right.\Show me what you've really got, Lyon Vastia!\Yeah. And we are running out of time...\Ice Make: Snow Tiger!\Ice Make: Snow Ape!\Ice Make: Snow Dragon!\I bet not even you will be able to escape this! response:	You can create all these at the same time?
context: He's right.\Show me what you've really got, Lyon Vastia!\Yeah. And we are running out of time...\Ice Make: Snow Tiger!\Ice Make: Snow Ape!\Ice Make: Snow Dragon!\I bet not even you will be able to escape this!\You can create all these at the same time? response:	Still...
context: Show me what you've really got, Lyon Vastia!\Yeah. And we are running out of time...\Ice Make: Snow Tiger!\Ice Make: Snow Ape!\Ice Make: Snow Dragon!\I bet not even you will be able to escape this!\You can create all these at the same time?\Still... response:	There it is! Her ace in the hole, Gravity Change!
context: Yeah. And we are running out of time...\Ice Make: Snow Tiger!\Ice Make: Snow Ape!\Ice Make: Snow Dragon!\I bet not even you will be able to escape this!\You can create all these at the same time?\Still...\There it is! Her ace in the hole, Gravity Change! response:	Yep! That's Kagura's magic!
context: Ice Make: Snow Tiger!\Ice Make: Snow Ape!\Ice Make: Snow Dragon!\I bet not even you will be able to escape this!\You can create all these at the same time?\Still...\There it is! Her ace in the hole, Gravity Change!\Yep! That's Kagura's magic! response:	Still, for Kagura to use Gravity Change,
context: Ice Make: Snow Ape!\Ice Make: Snow Dragon!\I bet not even you will be able to escape this!\You can create all these at the same time?\Still...\There it is! Her ace in the hole, Gravity Change!\Yep! That's Kagura's magic!\Still, for Kagura to use Gravity Change, response:	it proves that Lyon guy is a tough opponent.
context: Ice Make: Snow Dragon!\I bet not even you will be able to escape this!\You can create all these at the same time?\Still...\There it is! Her ace in the hole, Gravity Change!\Yep! That's Kagura's magic!\Still, for Kagura to use Gravity Change,\it proves that Lyon guy is a tough opponent. response:	W-What power!
context: I bet not even you will be able to escape this!\You can create all these at the same time?\Still...\There it is! Her ace in the hole, Gravity Change!\Yep! That's Kagura's magic!\Still, for Kagura to use Gravity Change,\it proves that Lyon guy is a tough opponent.\W-What power! response:	It ends here!
context: You can create all these at the same time?\Still...\There it is! Her ace in the hole, Gravity Change!\Yep! That's Kagura's magic!\Still, for Kagura to use Gravity Change,\it proves that Lyon guy is a tough opponent.\W-What power!\It ends here! response:	Time's up! 30 minutes have passed!
context: Still...\There it is! Her ace in the hole, Gravity Change!\Yep! That's Kagura's magic!\Still, for Kagura to use Gravity Change,\it proves that Lyon guy is a tough opponent.\W-What power!\It ends here!\Time's up! 30 minutes have passed! response:	It's a tie-kabo!
context: There it is! Her ace in the hole, Gravity Change!\Yep! That's Kagura's magic!\Still, for Kagura to use Gravity Change,\it proves that Lyon guy is a tough opponent.\W-What power!\It ends here!\Time's up! 30 minutes have passed!\It's a tie-kabo! response:	The result is a draw!
context: Yep! That's Kagura's magic!\Still, for Kagura to use Gravity Change,\it proves that Lyon guy is a tough opponent.\W-What power!\It ends here!\Time's up! 30 minutes have passed!\It's a tie-kabo!\The result is a draw! response:	It wasn't settled after 30 minutes!
context: Still, for Kagura to use Gravity Change,\it proves that Lyon guy is a tough opponent.\W-What power!\It ends here!\Time's up! 30 minutes have passed!\It's a tie-kabo!\The result is a draw!\It wasn't settled after 30 minutes! response:	So close!
context: it proves that Lyon guy is a tough opponent.\W-What power!\It ends here!\Time's up! 30 minutes have passed!\It's a tie-kabo!\The result is a draw!\It wasn't settled after 30 minutes!\So close! response:	Just a little more time and Lyon would've been toast!
context: W-What power!\It ends here!\Time's up! 30 minutes have passed!\It's a tie-kabo!\The result is a draw!\It wasn't settled after 30 minutes!\So close!\Just a little more time and Lyon would've been toast! response:	But a tie's a tie.
context: It ends here!\Time's up! 30 minutes have passed!\It's a tie-kabo!\The result is a draw!\It wasn't settled after 30 minutes!\So close!\Just a little more time and Lyon would've been toast!\But a tie's a tie. response:	Ah, well, it looks like Kagura isn't too bothered by it...
context: Time's up! 30 minutes have passed!\It's a tie-kabo!\The result is a draw!\It wasn't settled after 30 minutes!\So close!\Just a little more time and Lyon would've been toast!\But a tie's a tie.\Ah, well, it looks like Kagura isn't too bothered by it... response:	He squeaked by with a draw.
context: It's a tie-kabo!\The result is a draw!\It wasn't settled after 30 minutes!\So close!\Just a little more time and Lyon would've been toast!\But a tie's a tie.\Ah, well, it looks like Kagura isn't too bothered by it...\He squeaked by with a draw. response:	But what a close call...
context: The result is a draw!\It wasn't settled after 30 minutes!\So close!\Just a little more time and Lyon would've been toast!\But a tie's a tie.\Ah, well, it looks like Kagura isn't too bothered by it...\He squeaked by with a draw.\But what a close call... response:	This is what happens when you've got girls on the mind!
context: It wasn't settled after 30 minutes!\So close!\Just a little more time and Lyon would've been toast!\But a tie's a tie.\Ah, well, it looks like Kagura isn't too bothered by it...\He squeaked by with a draw.\But what a close call...\This is what happens when you've got girls on the mind! response:	When you get back here, you're going to spin and spin and spin!
context: So close!\Just a little more time and Lyon would've been toast!\But a tie's a tie.\Ah, well, it looks like Kagura isn't too bothered by it...\He squeaked by with a draw.\But what a close call...\This is what happens when you've got girls on the mind!\When you get back here, you're going to spin and spin and spin! response:	I'm gonna spin you like never before!
context: Just a little more time and Lyon would've been toast!\But a tie's a tie.\Ah, well, it looks like Kagura isn't too bothered by it...\He squeaked by with a draw.\But what a close call...\This is what happens when you've got girls on the mind!\When you get back here, you're going to spin and spin and spin!\I'm gonna spin you like never before! response:	Kagura really is strong, you know?
context: But a tie's a tie.\Ah, well, it looks like Kagura isn't too bothered by it...\He squeaked by with a draw.\But what a close call...\This is what happens when you've got girls on the mind!\When you get back here, you're going to spin and spin and spin!\I'm gonna spin you like never before!\Kagura really is strong, you know? response:	And I don't think she was pulling out all the stops...
context: Ah, well, it looks like Kagura isn't too bothered by it...\He squeaked by with a draw.\But what a close call...\This is what happens when you've got girls on the mind!\When you get back here, you're going to spin and spin and spin!\I'm gonna spin you like never before!\Kagura really is strong, you know?\And I don't think she was pulling out all the stops... response:	It's the same every year.
context: He squeaked by with a draw.\But what a close call...\This is what happens when you've got girls on the mind!\When you get back here, you're going to spin and spin and spin!\I'm gonna spin you like never before!\Kagura really is strong, you know?\And I don't think she was pulling out all the stops...\It's the same every year. response:	Nobody's seen Kagura get totally serious before.
context: But what a close call...\This is what happens when you've got girls on the mind!\When you get back here, you're going to spin and spin and spin!\I'm gonna spin you like never before!\Kagura really is strong, you know?\And I don't think she was pulling out all the stops...\It's the same every year.\Nobody's seen Kagura get totally serious before. response:	Kagura-chan, I'm sorry...
context: This is what happens when you've got girls on the mind!\When you get back here, you're going to spin and spin and spin!\I'm gonna spin you like never before!\Kagura really is strong, you know?\And I don't think she was pulling out all the stops...\It's the same every year.\Nobody's seen Kagura get totally serious before.\Kagura-chan, I'm sorry... response:	That Lyon has natural aptitude.
context: When you get back here, you're going to spin and spin and spin!\I'm gonna spin you like never before!\Kagura really is strong, you know?\And I don't think she was pulling out all the stops...\It's the same every year.\Nobody's seen Kagura get totally serious before.\Kagura-chan, I'm sorry...\That Lyon has natural aptitude. response:	If this had been a life-or-death battle instead of a match,
context: I'm gonna spin you like never before!\Kagura really is strong, you know?\And I don't think she was pulling out all the stops...\It's the same every year.\Nobody's seen Kagura get totally serious before.\Kagura-chan, I'm sorry...\That Lyon has natural aptitude.\If this had been a life-or-death battle instead of a match, response:	you'd be dead right now.
context: Kagura really is strong, you know?\And I don't think she was pulling out all the stops...\It's the same every year.\Nobody's seen Kagura get totally serious before.\Kagura-chan, I'm sorry...\That Lyon has natural aptitude.\If this had been a life-or-death battle instead of a match,\you'd be dead right now. response:	Get stronger, Millianna.
context: And I don't think she was pulling out all the stops...\It's the same every year.\Nobody's seen Kagura get totally serious before.\Kagura-chan, I'm sorry...\That Lyon has natural aptitude.\If this had been a life-or-death battle instead of a match,\you'd be dead right now.\Get stronger, Millianna. response:	I'm going to train you harder.
context: It's the same every year.\Nobody's seen Kagura get totally serious before.\Kagura-chan, I'm sorry...\That Lyon has natural aptitude.\If this had been a life-or-death battle instead of a match,\you'd be dead right now.\Get stronger, Millianna.\I'm going to train you harder. response:	Right!
context: Nobody's seen Kagura get totally serious before.\Kagura-chan, I'm sorry...\That Lyon has natural aptitude.\If this had been a life-or-death battle instead of a match,\you'd be dead right now.\Get stronger, Millianna.\I'm going to train you harder.\Right! response:	The crowd is still pumped up here at the arena!
context: Kagura-chan, I'm sorry...\That Lyon has natural aptitude.\If this had been a life-or-death battle instead of a match,\you'd be dead right now.\Get stronger, Millianna.\I'm going to train you harder.\Right!\The crowd is still pumped up here at the arena! response:	But don't take your eyes off of the next battle!
context: That Lyon has natural aptitude.\If this had been a life-or-death battle instead of a match,\you'd be dead right now.\Get stronger, Millianna.\I'm going to train you harder.\Right!\The crowd is still pumped up here at the arena!\But don't take your eyes off of the next battle! response:	At last!
context: If this had been a life-or-death battle instead of a match,\you'd be dead right now.\Get stronger, Millianna.\I'm going to train you harder.\Right!\The crowd is still pumped up here at the arena!\But don't take your eyes off of the next battle!\At last! response:	Yep. At last...
context: you'd be dead right now.\Get stronger, Millianna.\I'm going to train you harder.\Right!\The crowd is still pumped up here at the arena!\But don't take your eyes off of the next battle!\At last!\Yep. At last... response:	At long last!
context: Get stronger, Millianna.\I'm going to train you harder.\Right!\The crowd is still pumped up here at the arena!\But don't take your eyes off of the next battle!\At last!\Yep. At last...\At long last! response:	Finally...
context: I'm going to train you harder.\Right!\The crowd is still pumped up here at the arena!\But don't take your eyes off of the next battle!\At last!\Yep. At last...\At long last!\Finally... response:	Natsu-san, Gajeel-kun, don't get hurt!
context: Right!\The crowd is still pumped up here at the arena!\But don't take your eyes off of the next battle!\At last!\Yep. At last...\At long last!\Finally...\Natsu-san, Gajeel-kun, don't get hurt! response:	No injuries! Nobody is allowed to get hurt!
context: The crowd is still pumped up here at the arena!\But don't take your eyes off of the next battle!\At last!\Yep. At last...\At long last!\Finally...\Natsu-san, Gajeel-kun, don't get hurt!\No injuries! Nobody is allowed to get hurt! response:	Why are you so obsessed with injuries?
context: But don't take your eyes off of the next battle!\At last!\Yep. At last...\At long last!\Finally...\Natsu-san, Gajeel-kun, don't get hurt!\No injuries! Nobody is allowed to get hurt!\Why are you so obsessed with injuries? response:	Yo.
context: At last!\Yep. At last...\At long last!\Finally...\Natsu-san, Gajeel-kun, don't get hurt!\No injuries! Nobody is allowed to get hurt!\Why are you so obsessed with injuries?\Yo. response:	How do you feel?
context: Yep. At last...\At long last!\Finally...\Natsu-san, Gajeel-kun, don't get hurt!\No injuries! Nobody is allowed to get hurt!\Why are you so obsessed with injuries?\Yo.\How do you feel? response:	I'm okay.
context: At long last!\Finally...\Natsu-san, Gajeel-kun, don't get hurt!\No injuries! Nobody is allowed to get hurt!\Why are you so obsessed with injuries?\Yo.\How do you feel?\I'm okay. response:	Is your match next?
context: Finally...\Natsu-san, Gajeel-kun, don't get hurt!\No injuries! Nobody is allowed to get hurt!\Why are you so obsessed with injuries?\Yo.\How do you feel?\I'm okay.\Is your match next? response:	Yeah. And I'll win it for sure.
context: Natsu-san, Gajeel-kun, don't get hurt!\No injuries! Nobody is allowed to get hurt!\Why are you so obsessed with injuries?\Yo.\How do you feel?\I'm okay.\Is your match next?\Yeah. And I'll win it for sure. response:	Natsu...
context: No injuries! Nobody is allowed to get hurt!\Why are you so obsessed with injuries?\Yo.\How do you feel?\I'm okay.\Is your match next?\Yeah. And I'll win it for sure.\Natsu... response:	Sorry, Lucy-san! We just went to check out what's happening at the arena.
context: Why are you so obsessed with injuries?\Yo.\How do you feel?\I'm okay.\Is your match next?\Yeah. And I'll win it for sure.\Natsu...\Sorry, Lucy-san! We just went to check out what's happening at the arena. response:	Oh! Natsu?
context: Yo.\How do you feel?\I'm okay.\Is your match next?\Yeah. And I'll win it for sure.\Natsu...\Sorry, Lucy-san! We just went to check out what's happening at the arena.\Oh! Natsu? response:	Wendy, Carla... Take care of her.
context: How do you feel?\I'm okay.\Is your match next?\Yeah. And I'll win it for sure.\Natsu...\Sorry, Lucy-san! We just went to check out what's happening at the arena.\Oh! Natsu?\Wendy, Carla... Take care of her. response:	Good luck, Natsu-san!
context: I'm okay.\Is your match next?\Yeah. And I'll win it for sure.\Natsu...\Sorry, Lucy-san! We just went to check out what's happening at the arena.\Oh! Natsu?\Wendy, Carla... Take care of her.\Good luck, Natsu-san! response:	Lucy! What were you talking about with Natsu?
context: Is your match next?\Yeah. And I'll win it for sure.\Natsu...\Sorry, Lucy-san! We just went to check out what's happening at the arena.\Oh! Natsu?\Wendy, Carla... Take care of her.\Good luck, Natsu-san!\Lucy! What were you talking about with Natsu? response:	You ready?
context: Yeah. And I'll win it for sure.\Natsu...\Sorry, Lucy-san! We just went to check out what's happening at the arena.\Oh! Natsu?\Wendy, Carla... Take care of her.\Good luck, Natsu-san!\Lucy! What were you talking about with Natsu?\You ready? response:	Yeah.
context: Natsu...\Sorry, Lucy-san! We just went to check out what's happening at the arena.\Oh! Natsu?\Wendy, Carla... Take care of her.\Good luck, Natsu-san!\Lucy! What were you talking about with Natsu?\You ready?\Yeah. response:	Let's make Lucy and the rest happy by winnin' this thing.
context: Sorry, Lucy-san! We just went to check out what's happening at the arena.\Oh! Natsu?\Wendy, Carla... Take care of her.\Good luck, Natsu-san!\Lucy! What were you talking about with Natsu?\You ready?\Yeah.\Let's make Lucy and the rest happy by winnin' this thing. response:	Natsu!
context: Oh! Natsu?\Wendy, Carla... Take care of her.\Good luck, Natsu-san!\Lucy! What were you talking about with Natsu?\You ready?\Yeah.\Let's make Lucy and the rest happy by winnin' this thing.\Natsu! response:	Happy...
context: Wendy, Carla... Take care of her.\Good luck, Natsu-san!\Lucy! What were you talking about with Natsu?\You ready?\Yeah.\Let's make Lucy and the rest happy by winnin' this thing.\Natsu!\Happy... response:	I'm sure all of our viewers have been eagerly looking forward to this battle.
context: Good luck, Natsu-san!\Lucy! What were you talking about with Natsu?\You ready?\Yeah.\Let's make Lucy and the rest happy by winnin' this thing.\Natsu!\Happy...\I'm sure all of our viewers have been eagerly looking forward to this battle. response:	A fateful showdown between the guild that was called the strongest
context: Lucy! What were you talking about with Natsu?\You ready?\Yeah.\Let's make Lucy and the rest happy by winnin' this thing.\Natsu!\Happy...\I'm sure all of our viewers have been eagerly looking forward to this battle.\A fateful showdown between the guild that was called the strongest response:	seven years ago and the strongest current guild!
context: You ready?\Yeah.\Let's make Lucy and the rest happy by winnin' this thing.\Natsu!\Happy...\I'm sure all of our viewers have been eagerly looking forward to this battle.\A fateful showdown between the guild that was called the strongest\seven years ago and the strongest current guild! response:	Fairy Tail's Natsu and Gajeel
context: Yeah.\Let's make Lucy and the rest happy by winnin' this thing.\Natsu!\Happy...\I'm sure all of our viewers have been eagerly looking forward to this battle.\A fateful showdown between the guild that was called the strongest\seven years ago and the strongest current guild!\Fairy Tail's Natsu and Gajeel response:	versus Sabertooth's Sting and Rogue!
context: Let's make Lucy and the rest happy by winnin' this thing.\Natsu!\Happy...\I'm sure all of our viewers have been eagerly looking forward to this battle.\A fateful showdown between the guild that was called the strongest\seven years ago and the strongest current guild!\Fairy Tail's Natsu and Gajeel\versus Sabertooth's Sting and Rogue! response:	And all four of them are Dragon Slayers.
context: Natsu!\Happy...\I'm sure all of our viewers have been eagerly looking forward to this battle.\A fateful showdown between the guild that was called the strongest\seven years ago and the strongest current guild!\Fairy Tail's Natsu and Gajeel\versus Sabertooth's Sting and Rogue!\And all four of them are Dragon Slayers. response:	All four possess anti-dragon magic.
context: Happy...\I'm sure all of our viewers have been eagerly looking forward to this battle.\A fateful showdown between the guild that was called the strongest\seven years ago and the strongest current guild!\Fairy Tail's Natsu and Gajeel\versus Sabertooth's Sting and Rogue!\And all four of them are Dragon Slayers.\All four possess anti-dragon magic. response:	Sting-kun...
context: I'm sure all of our viewers have been eagerly looking forward to this battle.\A fateful showdown between the guild that was called the strongest\seven years ago and the strongest current guild!\Fairy Tail's Natsu and Gajeel\versus Sabertooth's Sting and Rogue!\And all four of them are Dragon Slayers.\All four possess anti-dragon magic.\Sting-kun... response:	I've been waiting for this moment.
context: A fateful showdown between the guild that was called the strongest\seven years ago and the strongest current guild!\Fairy Tail's Natsu and Gajeel\versus Sabertooth's Sting and Rogue!\And all four of them are Dragon Slayers.\All four possess anti-dragon magic.\Sting-kun...\I've been waiting for this moment. response:	The White Dragon, Weisslogia...
context: seven years ago and the strongest current guild!\Fairy Tail's Natsu and Gajeel\versus Sabertooth's Sting and Rogue!\And all four of them are Dragon Slayers.\All four possess anti-dragon magic.\Sting-kun...\I've been waiting for this moment.\The White Dragon, Weisslogia... response:	The Shadow Dragon, Skiadrum...
context: Fairy Tail's Natsu and Gajeel\versus Sabertooth's Sting and Rogue!\And all four of them are Dragon Slayers.\All four possess anti-dragon magic.\Sting-kun...\I've been waiting for this moment.\The White Dragon, Weisslogia...\The Shadow Dragon, Skiadrum... response:	Show me...
context: versus Sabertooth's Sting and Rogue!\And all four of them are Dragon Slayers.\All four possess anti-dragon magic.\Sting-kun...\I've been waiting for this moment.\The White Dragon, Weisslogia...\The Shadow Dragon, Skiadrum...\Show me... response:	Have humans surpassed dragons?
context: And all four of them are Dragon Slayers.\All four possess anti-dragon magic.\Sting-kun...\I've been waiting for this moment.\The White Dragon, Weisslogia...\The Shadow Dragon, Skiadrum...\Show me...\Have humans surpassed dragons? response:	Or is that just a fleeting dream?
context: All four possess anti-dragon magic.\Sting-kun...\I've been waiting for this moment.\The White Dragon, Weisslogia...\The Shadow Dragon, Skiadrum...\Show me...\Have humans surpassed dragons?\Or is that just a fleeting dream? response:	It is almost time for us to act...
context: Sting-kun...\I've been waiting for this moment.\The White Dragon, Weisslogia...\The Shadow Dragon, Skiadrum...\Show me...\Have humans surpassed dragons?\Or is that just a fleeting dream?\It is almost time for us to act... response:	The Festival of the Dragon King is almost upon us.
context: I've been waiting for this moment.\The White Dragon, Weisslogia...\The Shadow Dragon, Skiadrum...\Show me...\Have humans surpassed dragons?\Or is that just a fleeting dream?\It is almost time for us to act...\The Festival of the Dragon King is almost upon us. response:	The dream Dragon Slayer showdown is finally happening!
context: The White Dragon, Weisslogia...\The Shadow Dragon, Skiadrum...\Show me...\Have humans surpassed dragons?\Or is that just a fleeting dream?\It is almost time for us to act...\The Festival of the Dragon King is almost upon us.\The dream Dragon Slayer showdown is finally happening! response:	Sock it to'em!
context: The Shadow Dragon, Skiadrum...\Show me...\Have humans surpassed dragons?\Or is that just a fleeting dream?\It is almost time for us to act...\The Festival of the Dragon King is almost upon us.\The dream Dragon Slayer showdown is finally happening!\Sock it to'em! response:	Get'em for us, too!
context: Show me...\Have humans surpassed dragons?\Or is that just a fleeting dream?\It is almost time for us to act...\The Festival of the Dragon King is almost upon us.\The dream Dragon Slayer showdown is finally happening!\Sock it to'em!\Get'em for us, too! response:	I have faith you'll win!
context: Have humans surpassed dragons?\Or is that just a fleeting dream?\It is almost time for us to act...\The Festival of the Dragon King is almost upon us.\The dream Dragon Slayer showdown is finally happening!\Sock it to'em!\Get'em for us, too!\I have faith you'll win! response:	It's about to start.
context: Or is that just a fleeting dream?\It is almost time for us to act...\The Festival of the Dragon King is almost upon us.\The dream Dragon Slayer showdown is finally happening!\Sock it to'em!\Get'em for us, too!\I have faith you'll win!\It's about to start. response:	I'm sure Natsu will be okay.
context: It is almost time for us to act...\The Festival of the Dragon King is almost upon us.\The dream Dragon Slayer showdown is finally happening!\Sock it to'em!\Get'em for us, too!\I have faith you'll win!\It's about to start.\I'm sure Natsu will be okay. response:	I'm sure he'll win!
context: The Festival of the Dragon King is almost upon us.\The dream Dragon Slayer showdown is finally happening!\Sock it to'em!\Get'em for us, too!\I have faith you'll win!\It's about to start.\I'm sure Natsu will be okay.\I'm sure he'll win! response:	The time to clash is here at last!
context: The dream Dragon Slayer showdown is finally happening!\Sock it to'em!\Get'em for us, too!\I have faith you'll win!\It's about to start.\I'm sure Natsu will be okay.\I'm sure he'll win!\The time to clash is here at last! response:	Who will win, Fairy or Tiger?!
context: Sock it to'em!\Get'em for us, too!\I have faith you'll win!\It's about to start.\I'm sure Natsu will be okay.\I'm sure he'll win!\The time to clash is here at last!\Who will win, Fairy or Tiger?! response:	All four dragons are on the battlefield!
context: Get'em for us, too!\I have faith you'll win!\It's about to start.\I'm sure Natsu will be okay.\I'm sure he'll win!\The time to clash is here at last!\Who will win, Fairy or Tiger?!\All four dragons are on the battlefield! response:	Fight to the best of your ability. There's nothing else to say.
context: I have faith you'll win!\It's about to start.\I'm sure Natsu will be okay.\I'm sure he'll win!\The time to clash is here at last!\Who will win, Fairy or Tiger?!\All four dragons are on the battlefield!\Fight to the best of your ability. There's nothing else to say. response:	I've been waiting years for this, Natsu-san.
context: It's about to start.\I'm sure Natsu will be okay.\I'm sure he'll win!\The time to clash is here at last!\Who will win, Fairy or Tiger?!\All four dragons are on the battlefield!\Fight to the best of your ability. There's nothing else to say.\I've been waiting years for this, Natsu-san. response:	I've been looking forward to it, too-kabo!
context: I'm sure Natsu will be okay.\I'm sure he'll win!\The time to clash is here at last!\Who will win, Fairy or Tiger?!\All four dragons are on the battlefield!\Fight to the best of your ability. There's nothing else to say.\I've been waiting years for this, Natsu-san.\I've been looking forward to it, too-kabo! response:	The time limit is 30 minutes!
context: I'm sure he'll win!\The time to clash is here at last!\Who will win, Fairy or Tiger?!\All four dragons are on the battlefield!\Fight to the best of your ability. There's nothing else to say.\I've been waiting years for this, Natsu-san.\I've been looking forward to it, too-kabo!\The time limit is 30 minutes! response:	Let the match begin!
context: The time to clash is here at last!\Who will win, Fairy or Tiger?!\All four dragons are on the battlefield!\Fight to the best of your ability. There's nothing else to say.\I've been waiting years for this, Natsu-san.\I've been looking forward to it, too-kabo!\The time limit is 30 minutes!\Let the match begin! response:	Here I go!
context: Who will win, Fairy or Tiger?!\All four dragons are on the battlefield!\Fight to the best of your ability. There's nothing else to say.\I've been waiting years for this, Natsu-san.\I've been looking forward to it, too-kabo!\The time limit is 30 minutes!\Let the match begin!\Here I go! response:	Yeah!
context: All four dragons are on the battlefield!\Fight to the best of your ability. There's nothing else to say.\I've been waiting years for this, Natsu-san.\I've been looking forward to it, too-kabo!\The time limit is 30 minutes!\Let the match begin!\Here I go!\Yeah! response:	Roar of the White Dragon!
context: Fight to the best of your ability. There's nothing else to say.\I've been waiting years for this, Natsu-san.\I've been looking forward to it, too-kabo!\The time limit is 30 minutes!\Let the match begin!\Here I go!\Yeah!\Roar of the White Dragon! response:	A laser?!
context: I've been waiting years for this, Natsu-san.\I've been looking forward to it, too-kabo!\The time limit is 30 minutes!\Let the match begin!\Here I go!\Yeah!\Roar of the White Dragon!\A laser?! response:	Slash of the Shadow Dragon!
context: I've been looking forward to it, too-kabo!\The time limit is 30 minutes!\Let the match begin!\Here I go!\Yeah!\Roar of the White Dragon!\A laser?!\Slash of the Shadow Dragon! response:	Rogue!
context: The time limit is 30 minutes!\Let the match begin!\Here I go!\Yeah!\Roar of the White Dragon!\A laser?!\Slash of the Shadow Dragon!\Rogue! response:	Wingbeat of the Fire Dragon!
context: Let the match begin!\Here I go!\Yeah!\Roar of the White Dragon!\A laser?!\Slash of the Shadow Dragon!\Rogue!\Wingbeat of the Fire Dragon! response:	W-What's this?!
context: Here I go!\Yeah!\Roar of the White Dragon!\A laser?!\Slash of the Shadow Dragon!\Rogue!\Wingbeat of the Fire Dragon!\W-What's this?! response:	Sting and Rogue...
context: Yeah!\Roar of the White Dragon!\A laser?!\Slash of the Shadow Dragon!\Rogue!\Wingbeat of the Fire Dragon!\W-What's this?!\Sting and Rogue... response:	The Twin Dragons of Fiore's strongest guild are on the ropes!
context: Roar of the White Dragon!\A laser?!\Slash of the Shadow Dragon!\Rogue!\Wingbeat of the Fire Dragon!\W-What's this?!\Sting and Rogue...\The Twin Dragons of Fiore's strongest guild are on the ropes! response:	He really is strong... But I'd be disappointed otherwise.
context: A laser?!\Slash of the Shadow Dragon!\Rogue!\Wingbeat of the Fire Dragon!\W-What's this?!\Sting and Rogue...\The Twin Dragons of Fiore's strongest guild are on the ropes!\He really is strong... But I'd be disappointed otherwise. response:	Gajeel...
context: Slash of the Shadow Dragon!\Rogue!\Wingbeat of the Fire Dragon!\W-What's this?!\Sting and Rogue...\The Twin Dragons of Fiore's strongest guild are on the ropes!\He really is strong... But I'd be disappointed otherwise.\Gajeel... response:	Did you two really defeat dragons with power like that?
context: Rogue!\Wingbeat of the Fire Dragon!\W-What's this?!\Sting and Rogue...\The Twin Dragons of Fiore's strongest guild are on the ropes!\He really is strong... But I'd be disappointed otherwise.\Gajeel...\Did you two really defeat dragons with power like that? response:	Not defeat...
context: Wingbeat of the Fire Dragon!\W-What's this?!\Sting and Rogue...\The Twin Dragons of Fiore's strongest guild are on the ropes!\He really is strong... But I'd be disappointed otherwise.\Gajeel...\Did you two really defeat dragons with power like that?\Not defeat... response:	I killed a dragon with this very hand.
context: W-What's this?!\Sting and Rogue...\The Twin Dragons of Fiore's strongest guild are on the ropes!\He really is strong... But I'd be disappointed otherwise.\Gajeel...\Did you two really defeat dragons with power like that?\Not defeat...\I killed a dragon with this very hand. response:	Wasn't it your parent?
context: Sting and Rogue...\The Twin Dragons of Fiore's strongest guild are on the ropes!\He really is strong... But I'd be disappointed otherwise.\Gajeel...\Did you two really defeat dragons with power like that?\Not defeat...\I killed a dragon with this very hand.\Wasn't it your parent? response:	It's got nothin' to do with you.
context: The Twin Dragons of Fiore's strongest guild are on the ropes!\He really is strong... But I'd be disappointed otherwise.\Gajeel...\Did you two really defeat dragons with power like that?\Not defeat...\I killed a dragon with this very hand.\Wasn't it your parent?\It's got nothin' to do with you. response:	From now, I'm gonna show you the power that killed a dragon!
context: He really is strong... But I'd be disappointed otherwise.\Gajeel...\Did you two really defeat dragons with power like that?\Not defeat...\I killed a dragon with this very hand.\Wasn't it your parent?\It's got nothin' to do with you.\From now, I'm gonna show you the power that killed a dragon! response:	White Drive...
context: Gajeel...\Did you two really defeat dragons with power like that?\Not defeat...\I killed a dragon with this very hand.\Wasn't it your parent?\It's got nothin' to do with you.\From now, I'm gonna show you the power that killed a dragon!\White Drive... response:	Shadow Drive.
context: Did you two really defeat dragons with power like that?\Not defeat...\I killed a dragon with this very hand.\Wasn't it your parent?\It's got nothin' to do with you.\From now, I'm gonna show you the power that killed a dragon!\White Drive...\Shadow Drive. response:	Let's go!
context: Not defeat...\I killed a dragon with this very hand.\Wasn't it your parent?\It's got nothin' to do with you.\From now, I'm gonna show you the power that killed a dragon!\White Drive...\Shadow Drive.\Let's go! response:	Finally... Finally, it's come!
context: I killed a dragon with this very hand.\Wasn't it your parent?\It's got nothin' to do with you.\From now, I'm gonna show you the power that killed a dragon!\White Drive...\Shadow Drive.\Let's go!\Finally... Finally, it's come! response:	It's here, huh?
context: Wasn't it your parent?\It's got nothin' to do with you.\From now, I'm gonna show you the power that killed a dragon!\White Drive...\Shadow Drive.\Let's go!\Finally... Finally, it's come!\It's here, huh? response:	My...
context: It's got nothin' to do with you.\From now, I'm gonna show you the power that killed a dragon!\White Drive...\Shadow Drive.\Let's go!\Finally... Finally, it's come!\It's here, huh?\My... response:	Natsu's...
context: From now, I'm gonna show you the power that killed a dragon!\White Drive...\Shadow Drive.\Let's go!\Finally... Finally, it's come!\It's here, huh?\My...\Natsu's... response:	I don't know if these guys are new generation Dragon Slayers or what,
