context: Mashiro! So Miho's having her debut as a seiyuu, huh?! response:	It's still just a small part.
context: A new excitement is awakening in my heart.\If we have a rendezvous, then yes,\your heart is...\Well then, everyone, take care.\Hey, it's almost over already?\Is Azuki really in this?\UUm, senpai..\There she is! Saotomeji Reika! response:	Ever since... I came to this school, senpai...
context: If we have a rendezvous, then yes,\your heart is...\Well then, everyone, take care.\Hey, it's almost over already?\Is Azuki really in this?\UUm, senpai..\There she is! Saotomeji Reika!\Ever since... I came to this school, senpai... response:	II've liked you, Elina-senpai.
context: your heart is...\Well then, everyone, take care.\Hey, it's almost over already?\Is Azuki really in this?\UUm, senpai..\There she is! Saotomeji Reika!\Ever since... I came to this school, senpai...\II've liked you, Elina-senpai. response:	All the new students say that to me.
context: Well then, everyone, take care.\Hey, it's almost over already?\Is Azuki really in this?\UUm, senpai..\There she is! Saotomeji Reika!\Ever since... I came to this school, senpai...\II've liked you, Elina-senpai.\All the new students say that to me. response:	Likes her?
context: Hey, it's almost over already?\Is Azuki really in this?\UUm, senpai..\There she is! Saotomeji Reika!\Ever since... I came to this school, senpai...\II've liked you, Elina-senpai.\All the new students say that to me.\Likes her? response:	What is this?
context: Is Azuki really in this?\UUm, senpai..\There she is! Saotomeji Reika!\Ever since... I came to this school, senpai...\II've liked you, Elina-senpai.\All the new students say that to me.\Likes her?\What is this? response:	What's with this charge between them?
context: UUm, senpai..\There she is! Saotomeji Reika!\Ever since... I came to this school, senpai...\II've liked you, Elina-senpai.\All the new students say that to me.\Likes her?\What is this?\What's with this charge between them? response:	Shut up, Shuujin!
context: There she is! Saotomeji Reika!\Ever since... I came to this school, senpai...\II've liked you, Elina-senpai.\All the new students say that to me.\Likes her?\What is this?\What's with this charge between them?\Shut up, Shuujin! response:	Ah, ssorry.
context: Ever since... I came to this school, senpai...\II've liked you, Elina-senpai.\All the new students say that to me.\Likes her?\What is this?\What's with this charge between them?\Shut up, Shuujin!\Ah, ssorry. response:	Take care.
context: II've liked you, Elina-senpai.\All the new students say that to me.\Likes her?\What is this?\What's with this charge between them?\Shut up, Shuujin!\Ah, ssorry.\Take care. response:	So in the end, Azuki only had four lines.
context: All the new students say that to me.\Likes her?\What is this?\What's with this charge between them?\Shut up, Shuujin!\Ah, ssorry.\Take care.\So in the end, Azuki only had four lines. response:	But she was a lot better than I'd expected.
context: Likes her?\What is this?\What's with this charge between them?\Shut up, Shuujin!\Ah, ssorry.\Take care.\So in the end, Azuki only had four lines.\But she was a lot better than I'd expected. response:	Azuki...
context: What is this?\What's with this charge between them?\Shut up, Shuujin!\Ah, ssorry.\Take care.\So in the end, Azuki only had four lines.\But she was a lot better than I'd expected.\Azuki... response:	This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami.
context: What's with this charge between them?\Shut up, Shuujin!\Ah, ssorry.\Take care.\So in the end, Azuki only had four lines.\But she was a lot better than I'd expected.\Azuki...\This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami. response:	It's Azuki!
context: Shut up, Shuujin!\Ah, ssorry.\Take care.\So in the end, Azuki only had four lines.\But she was a lot better than I'd expected.\Azuki...\This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami.\It's Azuki! response:	Aw man, they're showing her on-screen!
context: Ah, ssorry.\Take care.\So in the end, Azuki only had four lines.\But she was a lot better than I'd expected.\Azuki...\This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami.\It's Azuki!\Aw man, they're showing her on-screen! response:	I wonder if she's embarrassed.
context: Take care.\So in the end, Azuki only had four lines.\But she was a lot better than I'd expected.\Azuki...\This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami.\It's Azuki!\Aw man, they're showing her on-screen!\I wonder if she's embarrassed. response:	Being shown on TV in cosplay.
context: So in the end, Azuki only had four lines.\But she was a lot better than I'd expected.\Azuki...\This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami.\It's Azuki!\Aw man, they're showing her on-screen!\I wonder if she's embarrassed.\Being shown on TV in cosplay. response:	No, Azuki's the same as us.
context: But she was a lot better than I'd expected.\Azuki...\This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami.\It's Azuki!\Aw man, they're showing her on-screen!\I wonder if she's embarrassed.\Being shown on TV in cosplay.\No, Azuki's the same as us. response:	She's determined to move forward.
context: Azuki...\This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami.\It's Azuki!\Aw man, they're showing her on-screen!\I wonder if she's embarrassed.\Being shown on TV in cosplay.\No, Azuki's the same as us.\She's determined to move forward. response:	We can't lose.
context: This is the actress who plays Ijyuuniin Elina, Ootsukina Nanami.\It's Azuki!\Aw man, they're showing her on-screen!\I wonder if she's embarrassed.\Being shown on TV in cosplay.\No, Azuki's the same as us.\She's determined to move forward.\We can't lose. response:	Azuki's going to keep doing her best from here!
context: It's Azuki!\Aw man, they're showing her on-screen!\I wonder if she's embarrassed.\Being shown on TV in cosplay.\No, Azuki's the same as us.\She's determined to move forward.\We can't lose.\Azuki's going to keep doing her best from here! response:	We can't get depressed over something like being rejected!
context: Aw man, they're showing her on-screen!\I wonder if she's embarrassed.\Being shown on TV in cosplay.\No, Azuki's the same as us.\She's determined to move forward.\We can't lose.\Azuki's going to keep doing her best from here!\We can't get depressed over something like being rejected! response:	YYeah. You're right.
context: I wonder if she's embarrassed.\Being shown on TV in cosplay.\No, Azuki's the same as us.\She's determined to move forward.\We can't lose.\Azuki's going to keep doing her best from here!\We can't get depressed over something like being rejected!\YYeah. You're right. response:	Tsuda.
context: Being shown on TV in cosplay.\No, Azuki's the same as us.\She's determined to move forward.\We can't lose.\Azuki's going to keep doing her best from here!\We can't get depressed over something like being rejected!\YYeah. You're right.\Tsuda. response:	Here.
context: No, Azuki's the same as us.\She's determined to move forward.\We can't lose.\Azuki's going to keep doing her best from here!\We can't get depressed over something like being rejected!\YYeah. You're right.\Tsuda.\Here. response:	Segawa.
context: She's determined to move forward.\We can't lose.\Azuki's going to keep doing her best from here!\We can't get depressed over something like being rejected!\YYeah. You're right.\Tsuda.\Here.\Segawa. response:	Here.
context: We can't lose.\Azuki's going to keep doing her best from here!\We can't get depressed over something like being rejected!\YYeah. You're right.\Tsuda.\Here.\Segawa.\Here. response:	Takagi.
context: Azuki's going to keep doing her best from here!\We can't get depressed over something like being rejected!\YYeah. You're right.\Tsuda.\Here.\Segawa.\Here.\Takagi. response:	Is Takagi absent?
context: We can't get depressed over something like being rejected!\YYeah. You're right.\Tsuda.\Here.\Segawa.\Here.\Takagi.\Is Takagi absent? response:	Takahashi.
context: YYeah. You're right.\Tsuda.\Here.\Segawa.\Here.\Takagi.\Is Takagi absent?\Takahashi. response:	Here.
context: Tsuda.\Here.\Segawa.\Here.\Takagi.\Is Takagi absent?\Takahashi.\Here. response:	Nice weather, isn't it?
context: Here.\Segawa.\Here.\Takagi.\Is Takagi absent?\Takahashi.\Here.\Nice weather, isn't it? response:	Your cell phone's ringing.
context: Segawa.\Here.\Takagi.\Is Takagi absent?\Takahashi.\Here.\Nice weather, isn't it?\Your cell phone's ringing. response:	Hattori-san?
context: Here.\Takagi.\Is Takagi absent?\Takahashi.\Here.\Nice weather, isn't it?\Your cell phone's ringing.\Hattori-san? response:	Hearing you were rejected must've been a shock, huh?
context: Takagi.\Is Takagi absent?\Takahashi.\Here.\Nice weather, isn't it?\Your cell phone's ringing.\Hattori-san?\Hearing you were rejected must've been a shock, huh? response:	No...
context: Is Takagi absent?\Takahashi.\Here.\Nice weather, isn't it?\Your cell phone's ringing.\Hattori-san?\Hearing you were rejected must've been a shock, huh?\No... response:	Yes.
context: Takahashi.\Here.\Nice weather, isn't it?\Your cell phone's ringing.\Hattori-san?\Hearing you were rejected must've been a shock, huh?\No...\Yes. response:	Yes.
context: Here.\Nice weather, isn't it?\Your cell phone's ringing.\Hattori-san?\Hearing you were rejected must've been a shock, huh?\No...\Yes.\Yes. response:	You must feel frustrated.
context: Nice weather, isn't it?\Your cell phone's ringing.\Hattori-san?\Hearing you were rejected must've been a shock, huh?\No...\Yes.\Yes.\You must feel frustrated. response:	Yes.
context: Your cell phone's ringing.\Hattori-san?\Hearing you were rejected must've been a shock, huh?\No...\Yes.\Yes.\You must feel frustrated.\Yes. response:	That's good.
context: Hattori-san?\Hearing you were rejected must've been a shock, huh?\No...\Yes.\Yes.\You must feel frustrated.\Yes.\That's good. response:	Your name is in this envelope.
context: Hearing you were rejected must've been a shock, huh?\No...\Yes.\Yes.\You must feel frustrated.\Yes.\That's good.\Your name is in this envelope. response:	Though the candidates for the Golden Future Cup got sent around to the higher ups,
context: No...\Yes.\Yes.\You must feel frustrated.\Yes.\That's good.\Your name is in this envelope.\Though the candidates for the Golden Future Cup got sent around to the higher ups, response:	the people on this read it and wrote their critiques of it.
context: Yes.\Yes.\You must feel frustrated.\Yes.\That's good.\Your name is in this envelope.\Though the candidates for the Golden Future Cup got sent around to the higher ups,\the people on this read it and wrote their critiques of it. response:	Give it a read.
context: Yes.\You must feel frustrated.\Yes.\That's good.\Your name is in this envelope.\Though the candidates for the Golden Future Cup got sent around to the higher ups,\the people on this read it and wrote their critiques of it.\Give it a read. response:	ThThat's it. I can't read anymore...
context: You must feel frustrated.\Yes.\That's good.\Your name is in this envelope.\Though the candidates for the Golden Future Cup got sent around to the higher ups,\the people on this read it and wrote their critiques of it.\Give it a read.\ThThat's it. I can't read anymore... response:	Shuujin...
context: Yes.\That's good.\Your name is in this envelope.\Though the candidates for the Golden Future Cup got sent around to the higher ups,\the people on this read it and wrote their critiques of it.\Give it a read.\ThThat's it. I can't read anymore...\Shuujin... response:	Hattori-san, you didn't write these yourself, did you?
context: That's good.\Your name is in this envelope.\Though the candidates for the Golden Future Cup got sent around to the higher ups,\the people on this read it and wrote their critiques of it.\Give it a read.\ThThat's it. I can't read anymore...\Shuujin...\Hattori-san, you didn't write these yourself, did you? response:	I wouldn't do something like that.
context: Your name is in this envelope.\Though the candidates for the Golden Future Cup got sent around to the higher ups,\the people on this read it and wrote their critiques of it.\Give it a read.\ThThat's it. I can't read anymore...\Shuujin...\Hattori-san, you didn't write these yourself, did you?\I wouldn't do something like that. response:	I really didn't think the editorial department was expecting so much from us,
context: Though the candidates for the Golden Future Cup got sent around to the higher ups,\the people on this read it and wrote their critiques of it.\Give it a read.\ThThat's it. I can't read anymore...\Shuujin...\Hattori-san, you didn't write these yourself, did you?\I wouldn't do something like that.\I really didn't think the editorial department was expecting so much from us, response:	saying we show promise and everything.
context: the people on this read it and wrote their critiques of it.\Give it a read.\ThThat's it. I can't read anymore...\Shuujin...\Hattori-san, you didn't write these yourself, did you?\I wouldn't do something like that.\I really didn't think the editorial department was expecting so much from us,\saying we show promise and everything. response:	Yeah, I was surprised too.
context: Give it a read.\ThThat's it. I can't read anymore...\Shuujin...\Hattori-san, you didn't write these yourself, did you?\I wouldn't do something like that.\I really didn't think the editorial department was expecting so much from us,\saying we show promise and everything.\Yeah, I was surprised too. response:	Though it actually made me feel pressured to write a good piece next time.
context: ThThat's it. I can't read anymore...\Shuujin...\Hattori-san, you didn't write these yourself, did you?\I wouldn't do something like that.\I really didn't think the editorial department was expecting so much from us,\saying we show promise and everything.\Yeah, I was surprised too.\Though it actually made me feel pressured to write a good piece next time. response:	But that Miyoshi sure is amazing.
context: Shuujin...\Hattori-san, you didn't write these yourself, did you?\I wouldn't do something like that.\I really didn't think the editorial department was expecting so much from us,\saying we show promise and everything.\Yeah, I was surprised too.\Though it actually made me feel pressured to write a good piece next time.\But that Miyoshi sure is amazing. response:	Mm.
context: Hattori-san, you didn't write these yourself, did you?\I wouldn't do something like that.\I really didn't think the editorial department was expecting so much from us,\saying we show promise and everything.\Yeah, I was surprised too.\Though it actually made me feel pressured to write a good piece next time.\But that Miyoshi sure is amazing.\Mm. response:	Yesterday when I got home, I checked how many newcomers were closer to serialization than us,
context: I wouldn't do something like that.\I really didn't think the editorial department was expecting so much from us,\saying we show promise and everything.\Yeah, I was surprised too.\Though it actually made me feel pressured to write a good piece next time.\But that Miyoshi sure is amazing.\Mm.\Yesterday when I got home, I checked how many newcomers were closer to serialization than us, response:	and there were at least fifteen.
context: I really didn't think the editorial department was expecting so much from us,\saying we show promise and everything.\Yeah, I was surprised too.\Though it actually made me feel pressured to write a good piece next time.\But that Miyoshi sure is amazing.\Mm.\Yesterday when I got home, I checked how many newcomers were closer to serialization than us,\and there were at least fifteen. response:	I see.
context: saying we show promise and everything.\Yeah, I was surprised too.\Though it actually made me feel pressured to write a good piece next time.\But that Miyoshi sure is amazing.\Mm.\Yesterday when I got home, I checked how many newcomers were closer to serialization than us,\and there were at least fifteen.\I see. response:	No matter how much they expect of us, all we've done is run in NEXT! once.
context: Yeah, I was surprised too.\Though it actually made me feel pressured to write a good piece next time.\But that Miyoshi sure is amazing.\Mm.\Yesterday when I got home, I checked how many newcomers were closer to serialization than us,\and there were at least fifteen.\I see.\No matter how much they expect of us, all we've done is run in NEXT! once. response:	I guess we've got some hard work ahead.
context: Though it actually made me feel pressured to write a good piece next time.\But that Miyoshi sure is amazing.\Mm.\Yesterday when I got home, I checked how many newcomers were closer to serialization than us,\and there were at least fifteen.\I see.\No matter how much they expect of us, all we've done is run in NEXT! once.\I guess we've got some hard work ahead. response:	He said your drawings were high quality,
context: But that Miyoshi sure is amazing.\Mm.\Yesterday when I got home, I checked how many newcomers were closer to serialization than us,\and there were at least fifteen.\I see.\No matter how much they expect of us, all we've done is run in NEXT! once.\I guess we've got some hard work ahead.\He said your drawings were high quality, response:	so I guess now...
context: Mm.\Yesterday when I got home, I checked how many newcomers were closer to serialization than us,\and there were at least fifteen.\I see.\No matter how much they expect of us, all we've done is run in NEXT! once.\I guess we've got some hard work ahead.\He said your drawings were high quality,\so I guess now... response:	I need to focus on my name.
context: Yesterday when I got home, I checked how many newcomers were closer to serialization than us,\and there were at least fifteen.\I see.\No matter how much they expect of us, all we've done is run in NEXT! once.\I guess we've got some hard work ahead.\He said your drawings were high quality,\so I guess now...\I need to focus on my name. response:	Fifteen to two. Group three wins!
context: and there were at least fifteen.\I see.\No matter how much they expect of us, all we've done is run in NEXT! once.\I guess we've got some hard work ahead.\He said your drawings were high quality,\so I guess now...\I need to focus on my name.\Fifteen to two. Group three wins! response:	Phew, it's finally over.
context: I see.\No matter how much they expect of us, all we've done is run in NEXT! once.\I guess we've got some hard work ahead.\He said your drawings were high quality,\so I guess now...\I need to focus on my name.\Fifteen to two. Group three wins!\Phew, it's finally over. response:	What?
context: No matter how much they expect of us, all we've done is run in NEXT! once.\I guess we've got some hard work ahead.\He said your drawings were high quality,\so I guess now...\I need to focus on my name.\Fifteen to two. Group three wins!\Phew, it's finally over.\What? response:	What about what?
context: I guess we've got some hard work ahead.\He said your drawings were high quality,\so I guess now...\I need to focus on my name.\Fifteen to two. Group three wins!\Phew, it's finally over.\What?\What about what? response:	You were watching me the whole time, weren't you?
context: He said your drawings were high quality,\so I guess now...\I need to focus on my name.\Fifteen to two. Group three wins!\Phew, it's finally over.\What?\What about what?\You were watching me the whole time, weren't you? response:	Yeah, I saw your tits bouncing all over the place.
context: so I guess now...\I need to focus on my name.\Fifteen to two. Group three wins!\Phew, it's finally over.\What?\What about what?\You were watching me the whole time, weren't you?\Yeah, I saw your tits bouncing all over the place. response:	Again with that total pervert stuff?!
context: I need to focus on my name.\Fifteen to two. Group three wins!\Phew, it's finally over.\What?\What about what?\You were watching me the whole time, weren't you?\Yeah, I saw your tits bouncing all over the place.\Again with that total pervert stuff?! response:	It was a joke...
context: Fifteen to two. Group three wins!\Phew, it's finally over.\What?\What about what?\You were watching me the whole time, weren't you?\Yeah, I saw your tits bouncing all over the place.\Again with that total pervert stuff?!\It was a joke... response:	Look, see?
context: Phew, it's finally over.\What?\What about what?\You were watching me the whole time, weren't you?\Yeah, I saw your tits bouncing all over the place.\Again with that total pervert stuff?!\It was a joke...\Look, see? response:	It's true, she's in here!
context: What?\What about what?\You were watching me the whole time, weren't you?\Yeah, I saw your tits bouncing all over the place.\Again with that total pervert stuff?!\It was a joke...\Look, see?\It's true, she's in here! response:	Anticipated beautiful girls of the seiyuu world?
context: What about what?\You were watching me the whole time, weren't you?\Yeah, I saw your tits bouncing all over the place.\Again with that total pervert stuff?!\It was a joke...\Look, see?\It's true, she's in here!\Anticipated beautiful girls of the seiyuu world? response:	She's on the business office's homepage too.
context: You were watching me the whole time, weren't you?\Yeah, I saw your tits bouncing all over the place.\Again with that total pervert stuff?!\It was a joke...\Look, see?\It's true, she's in here!\Anticipated beautiful girls of the seiyuu world?\She's on the business office's homepage too. response:	Miho's school doesn't allow part time-jobs,
context: Yeah, I saw your tits bouncing all over the place.\Again with that total pervert stuff?!\It was a joke...\Look, see?\It's true, she's in here!\Anticipated beautiful girls of the seiyuu world?\She's on the business office's homepage too.\Miho's school doesn't allow part time-jobs, response:	so she got in trouble over it.
context: Again with that total pervert stuff?!\It was a joke...\Look, see?\It's true, she's in here!\Anticipated beautiful girls of the seiyuu world?\She's on the business office's homepage too.\Miho's school doesn't allow part time-jobs,\so she got in trouble over it. response:	I got an email from her saying, Since I've been such a diligent student, they let me off the hook!
context: It was a joke...\Look, see?\It's true, she's in here!\Anticipated beautiful girls of the seiyuu world?\She's on the business office's homepage too.\Miho's school doesn't allow part time-jobs,\so she got in trouble over it.\I got an email from her saying, Since I've been such a diligent student, they let me off the hook! response:	Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first.
context: Look, see?\It's true, she's in here!\Anticipated beautiful girls of the seiyuu world?\She's on the business office's homepage too.\Miho's school doesn't allow part time-jobs,\so she got in trouble over it.\I got an email from her saying, Since I've been such a diligent student, they let me off the hook!\Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first. response:	It must be nice to be serious and cute.
context: It's true, she's in here!\Anticipated beautiful girls of the seiyuu world?\She's on the business office's homepage too.\Miho's school doesn't allow part time-jobs,\so she got in trouble over it.\I got an email from her saying, Since I've been such a diligent student, they let me off the hook!\Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first.\It must be nice to be serious and cute. response:	Miyoshi, did you come here just to show us this?
context: Anticipated beautiful girls of the seiyuu world?\She's on the business office's homepage too.\Miho's school doesn't allow part time-jobs,\so she got in trouble over it.\I got an email from her saying, Since I've been such a diligent student, they let me off the hook!\Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first.\It must be nice to be serious and cute.\Miyoshi, did you come here just to show us this? response:	I have an announcement.
context: She's on the business office's homepage too.\Miho's school doesn't allow part time-jobs,\so she got in trouble over it.\I got an email from her saying, Since I've been such a diligent student, they let me off the hook!\Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first.\It must be nice to be serious and cute.\Miyoshi, did you come here just to show us this?\I have an announcement. response:	Announcement?
context: Miho's school doesn't allow part time-jobs,\so she got in trouble over it.\I got an email from her saying, Since I've been such a diligent student, they let me off the hook!\Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first.\It must be nice to be serious and cute.\Miyoshi, did you come here just to show us this?\I have an announcement.\Announcement? response:	Thanks to you, I too have chosen a dream.
context: so she got in trouble over it.\I got an email from her saying, Since I've been such a diligent student, they let me off the hook!\Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first.\It must be nice to be serious and cute.\Miyoshi, did you come here just to show us this?\I have an announcement.\Announcement?\Thanks to you, I too have chosen a dream. response:	Dream?
context: I got an email from her saying, Since I've been such a diligent student, they let me off the hook!\Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first.\It must be nice to be serious and cute.\Miyoshi, did you come here just to show us this?\I have an announcement.\Announcement?\Thanks to you, I too have chosen a dream.\Dream? response:	What?
context: Yeah. Apparently they said they'll cooperate as long as she puts her schoolwork first.\It must be nice to be serious and cute.\Miyoshi, did you come here just to show us this?\I have an announcement.\Announcement?\Thanks to you, I too have chosen a dream.\Dream?\What? response:	I'm going to be a writer.
context: It must be nice to be serious and cute.\Miyoshi, did you come here just to show us this?\I have an announcement.\Announcement?\Thanks to you, I too have chosen a dream.\Dream?\What?\I'm going to be a writer. response:	Writer?!
context: Miyoshi, did you come here just to show us this?\I have an announcement.\Announcement?\Thanks to you, I too have chosen a dream.\Dream?\What?\I'm going to be a writer.\Writer?! response:	Miho is a seiyuu... Takagi and Mashiro are mangakas...
context: I have an announcement.\Announcement?\Thanks to you, I too have chosen a dream.\Dream?\What?\I'm going to be a writer.\Writer?!\Miho is a seiyuu... Takagi and Mashiro are mangakas... response:	I figured that I want to stand on the same level as all of you, so I chose writing.
context: Announcement?\Thanks to you, I too have chosen a dream.\Dream?\What?\I'm going to be a writer.\Writer?!\Miho is a seiyuu... Takagi and Mashiro are mangakas...\I figured that I want to stand on the same level as all of you, so I chose writing. response:	What a shallow thought process...
context: Thanks to you, I too have chosen a dream.\Dream?\What?\I'm going to be a writer.\Writer?!\Miho is a seiyuu... Takagi and Mashiro are mangakas...\I figured that I want to stand on the same level as all of you, so I chose writing.\What a shallow thought process... response:	But I think I'll do cell phone novels.
context: Dream?\What?\I'm going to be a writer.\Writer?!\Miho is a seiyuu... Takagi and Mashiro are mangakas...\I figured that I want to stand on the same level as all of you, so I chose writing.\What a shallow thought process...\But I think I'll do cell phone novels. response:	Lots of companies are taking them on the Internet.
context: What?\I'm going to be a writer.\Writer?!\Miho is a seiyuu... Takagi and Mashiro are mangakas...\I figured that I want to stand on the same level as all of you, so I chose writing.\What a shallow thought process...\But I think I'll do cell phone novels.\Lots of companies are taking them on the Internet. response:	What're you gonna write?
context: I'm going to be a writer.\Writer?!\Miho is a seiyuu... Takagi and Mashiro are mangakas...\I figured that I want to stand on the same level as all of you, so I chose writing.\What a shallow thought process...\But I think I'll do cell phone novels.\Lots of companies are taking them on the Internet.\What're you gonna write? response:	A romance.
context: Writer?!\Miho is a seiyuu... Takagi and Mashiro are mangakas...\I figured that I want to stand on the same level as all of you, so I chose writing.\What a shallow thought process...\But I think I'll do cell phone novels.\Lots of companies are taking them on the Internet.\What're you gonna write?\A romance. response:	Modeled after Miho and Mashiro.
context: Miho is a seiyuu... Takagi and Mashiro are mangakas...\I figured that I want to stand on the same level as all of you, so I chose writing.\What a shallow thought process...\But I think I'll do cell phone novels.\Lots of companies are taking them on the Internet.\What're you gonna write?\A romance.\Modeled after Miho and Mashiro. response:	Of course, I'm gonna change it from mangaka and seiyuu.
context: I figured that I want to stand on the same level as all of you, so I chose writing.\What a shallow thought process...\But I think I'll do cell phone novels.\Lots of companies are taking them on the Internet.\What're you gonna write?\A romance.\Modeled after Miho and Mashiro.\Of course, I'm gonna change it from mangaka and seiyuu. response:	I'll make it a novelist and an actress.
context: What a shallow thought process...\But I think I'll do cell phone novels.\Lots of companies are taking them on the Internet.\What're you gonna write?\A romance.\Modeled after Miho and Mashiro.\Of course, I'm gonna change it from mangaka and seiyuu.\I'll make it a novelist and an actress. response:	I think I'll change the anime adaptation and heroine parts
context: But I think I'll do cell phone novels.\Lots of companies are taking them on the Internet.\What're you gonna write?\A romance.\Modeled after Miho and Mashiro.\Of course, I'm gonna change it from mangaka and seiyuu.\I'll make it a novelist and an actress.\I think I'll change the anime adaptation and heroine parts response:	to a live-action drama adaptation and lead actress.
context: Lots of companies are taking them on the Internet.\What're you gonna write?\A romance.\Modeled after Miho and Mashiro.\Of course, I'm gonna change it from mangaka and seiyuu.\I'll make it a novelist and an actress.\I think I'll change the anime adaptation and heroine parts\to a live-action drama adaptation and lead actress. response:	That could be interesting!
context: What're you gonna write?\A romance.\Modeled after Miho and Mashiro.\Of course, I'm gonna change it from mangaka and seiyuu.\I'll make it a novelist and an actress.\I think I'll change the anime adaptation and heroine parts\to a live-action drama adaptation and lead actress.\That could be interesting! response:	I know, right?
context: A romance.\Modeled after Miho and Mashiro.\Of course, I'm gonna change it from mangaka and seiyuu.\I'll make it a novelist and an actress.\I think I'll change the anime adaptation and heroine parts\to a live-action drama adaptation and lead actress.\That could be interesting!\I know, right? response:	What the hell are they doing?
context: Modeled after Miho and Mashiro.\Of course, I'm gonna change it from mangaka and seiyuu.\I'll make it a novelist and an actress.\I think I'll change the anime adaptation and heroine parts\to a live-action drama adaptation and lead actress.\That could be interesting!\I know, right?\What the hell are they doing? response:	So Takagi, could you help me out a little with it?
context: Of course, I'm gonna change it from mangaka and seiyuu.\I'll make it a novelist and an actress.\I think I'll change the anime adaptation and heroine parts\to a live-action drama adaptation and lead actress.\That could be interesting!\I know, right?\What the hell are they doing?\So Takagi, could you help me out a little with it? response:	In exchange, I'll help you write girls' emotions for your manga.
context: I'll make it a novelist and an actress.\I think I'll change the anime adaptation and heroine parts\to a live-action drama adaptation and lead actress.\That could be interesting!\I know, right?\What the hell are they doing?\So Takagi, could you help me out a little with it?\In exchange, I'll help you write girls' emotions for your manga. response:	Hm... Well, for what I'm writing now, I will be needing a heroine...
context: I think I'll change the anime adaptation and heroine parts\to a live-action drama adaptation and lead actress.\That could be interesting!\I know, right?\What the hell are they doing?\So Takagi, could you help me out a little with it?\In exchange, I'll help you write girls' emotions for your manga.\Hm... Well, for what I'm writing now, I will be needing a heroine... response:	Yay! Then it's settled!
context: to a live-action drama adaptation and lead actress.\That could be interesting!\I know, right?\What the hell are they doing?\So Takagi, could you help me out a little with it?\In exchange, I'll help you write girls' emotions for your manga.\Hm... Well, for what I'm writing now, I will be needing a heroine...\Yay! Then it's settled! response:	I understand your desire to have a dream too, Miyoshi,
context: That could be interesting!\I know, right?\What the hell are they doing?\So Takagi, could you help me out a little with it?\In exchange, I'll help you write girls' emotions for your manga.\Hm... Well, for what I'm writing now, I will be needing a heroine...\Yay! Then it's settled!\I understand your desire to have a dream too, Miyoshi, response:	but honestly I don't want you interfering with our manga.
context: I know, right?\What the hell are they doing?\So Takagi, could you help me out a little with it?\In exchange, I'll help you write girls' emotions for your manga.\Hm... Well, for what I'm writing now, I will be needing a heroine...\Yay! Then it's settled!\I understand your desire to have a dream too, Miyoshi,\but honestly I don't want you interfering with our manga. response:	Eh, why?!
context: What the hell are they doing?\So Takagi, could you help me out a little with it?\In exchange, I'll help you write girls' emotions for your manga.\Hm... Well, for what I'm writing now, I will be needing a heroine...\Yay! Then it's settled!\I understand your desire to have a dream too, Miyoshi,\but honestly I don't want you interfering with our manga.\Eh, why?! response:	You're gonna need girl's emotions too, aren't you?
context: So Takagi, could you help me out a little with it?\In exchange, I'll help you write girls' emotions for your manga.\Hm... Well, for what I'm writing now, I will be needing a heroine...\Yay! Then it's settled!\I understand your desire to have a dream too, Miyoshi,\but honestly I don't want you interfering with our manga.\Eh, why?!\You're gonna need girl's emotions too, aren't you? response:	It's shounen manga, we can just make it a boy's idealized version of a girl.
context: In exchange, I'll help you write girls' emotions for your manga.\Hm... Well, for what I'm writing now, I will be needing a heroine...\Yay! Then it's settled!\I understand your desire to have a dream too, Miyoshi,\but honestly I don't want you interfering with our manga.\Eh, why?!\You're gonna need girl's emotions too, aren't you?\It's shounen manga, we can just make it a boy's idealized version of a girl. response:	Ah, right.
context: Hm... Well, for what I'm writing now, I will be needing a heroine...\Yay! Then it's settled!\I understand your desire to have a dream too, Miyoshi,\but honestly I don't want you interfering with our manga.\Eh, why?!\You're gonna need girl's emotions too, aren't you?\It's shounen manga, we can just make it a boy's idealized version of a girl.\Ah, right. response:	But Takagi is the one coming up with the story.
context: Yay! Then it's settled!\I understand your desire to have a dream too, Miyoshi,\but honestly I don't want you interfering with our manga.\Eh, why?!\You're gonna need girl's emotions too, aren't you?\It's shounen manga, we can just make it a boy's idealized version of a girl.\Ah, right.\But Takagi is the one coming up with the story. response:	Hey, I've got some of my writing stored on my cell phone. Could you take a look at it?
