context: Hey... response:	Rin.
context: That way, she'll really be Kawachi Rin...\Yeah, that way's more natural...\Don't talk so glibly about such an important thing!\I'm not being glib!\This is something that's gotta be decided, am I right?!\It's all the same if it's now or later!\Easy, easy...\It's not all the same! response:	Yes, it is! It absolutely is!
context: Yeah, that way's more natural...\Don't talk so glibly about such an important thing!\I'm not being glib!\This is something that's gotta be decided, am I right?!\It's all the same if it's now or later!\Easy, easy...\It's not all the same!\Yes, it is! It absolutely is! response:	I'm not passing the baton to anyone else.
context: Don't talk so glibly about such an important thing!\I'm not being glib!\This is something that's gotta be decided, am I right?!\It's all the same if it's now or later!\Easy, easy...\It's not all the same!\Yes, it is! It absolutely is!\I'm not passing the baton to anyone else. response:	That would be the worst thing I could do to Rin.
context: I'm not being glib!\This is something that's gotta be decided, am I right?!\It's all the same if it's now or later!\Easy, easy...\It's not all the same!\Yes, it is! It absolutely is!\I'm not passing the baton to anyone else.\That would be the worst thing I could do to Rin. response:	If it's for Rin, I can accept my fate.
context: This is something that's gotta be decided, am I right?!\It's all the same if it's now or later!\Easy, easy...\It's not all the same!\Yes, it is! It absolutely is!\I'm not passing the baton to anyone else.\That would be the worst thing I could do to Rin.\If it's for Rin, I can accept my fate. response:	Kid's Knife
context: It's all the same if it's now or later!\Easy, easy...\It's not all the same!\Yes, it is! It absolutely is!\I'm not passing the baton to anyone else.\That would be the worst thing I could do to Rin.\If it's for Rin, I can accept my fate.\Kid's Knife response:	Here.
context: Easy, easy...\It's not all the same!\Yes, it is! It absolutely is!\I'm not passing the baton to anyone else.\That would be the worst thing I could do to Rin.\If it's for Rin, I can accept my fate.\Kid's Knife\Here. response:	This is mine?
context: It's not all the same!\Yes, it is! It absolutely is!\I'm not passing the baton to anyone else.\That would be the worst thing I could do to Rin.\If it's for Rin, I can accept my fate.\Kid's Knife\Here.\This is mine? response:	Yep, it's yours.
context: Yes, it is! It absolutely is!\I'm not passing the baton to anyone else.\That would be the worst thing I could do to Rin.\If it's for Rin, I can accept my fate.\Kid's Knife\Here.\This is mine?\Yep, it's yours. response:	But you can only use when I'm next to you, got it?
context: I'm not passing the baton to anyone else.\That would be the worst thing I could do to Rin.\If it's for Rin, I can accept my fate.\Kid's Knife\Here.\This is mine?\Yep, it's yours.\But you can only use when I'm next to you, got it? response:	If you promise me that, you get to use the knife.
context: That would be the worst thing I could do to Rin.\If it's for Rin, I can accept my fate.\Kid's Knife\Here.\This is mine?\Yep, it's yours.\But you can only use when I'm next to you, got it?\If you promise me that, you get to use the knife. response:	I promise!
context: If it's for Rin, I can accept my fate.\Kid's Knife\Here.\This is mine?\Yep, it's yours.\But you can only use when I'm next to you, got it?\If you promise me that, you get to use the knife.\I promise! response:	You know what, I'll make curry for you!
context: Kid's Knife\Here.\This is mine?\Yep, it's yours.\But you can only use when I'm next to you, got it?\If you promise me that, you get to use the knife.\I promise!\You know what, I'll make curry for you! response:	You serious?
context: Here.\This is mine?\Yep, it's yours.\But you can only use when I'm next to you, got it?\If you promise me that, you get to use the knife.\I promise!\You know what, I'll make curry for you!\You serious? response:	Tonight!
context: This is mine?\Yep, it's yours.\But you can only use when I'm next to you, got it?\If you promise me that, you get to use the knife.\I promise!\You know what, I'll make curry for you!\You serious?\Tonight! response:	Let's make it tomorrow...
context: Yep, it's yours.\But you can only use when I'm next to you, got it?\If you promise me that, you get to use the knife.\I promise!\You know what, I'll make curry for you!\You serious?\Tonight!\Let's make it tomorrow... response:	Huh?
context: But you can only use when I'm next to you, got it?\If you promise me that, you get to use the knife.\I promise!\You know what, I'll make curry for you!\You serious?\Tonight!\Let's make it tomorrow...\Huh? response:	I forget, do I push or pull?
context: If you promise me that, you get to use the knife.\I promise!\You know what, I'll make curry for you!\You serious?\Tonight!\Let's make it tomorrow...\Huh?\I forget, do I push or pull? response:	Huh?
context: I promise!\You know what, I'll make curry for you!\You serious?\Tonight!\Let's make it tomorrow...\Huh?\I forget, do I push or pull?\Huh? response:	Give it here a sec...
context: You know what, I'll make curry for you!\You serious?\Tonight!\Let's make it tomorrow...\Huh?\I forget, do I push or pull?\Huh?\Give it here a sec... response:	Oh, like this...
context: You serious?\Tonight!\Let's make it tomorrow...\Huh?\I forget, do I push or pull?\Huh?\Give it here a sec...\Oh, like this... response:	Daikichi, you're good at that!
context: Tonight!\Let's make it tomorrow...\Huh?\I forget, do I push or pull?\Huh?\Give it here a sec...\Oh, like this...\Daikichi, you're good at that! response:	Yeah, well, I lived alone for a long time...
context: Let's make it tomorrow...\Huh?\I forget, do I push or pull?\Huh?\Give it here a sec...\Oh, like this...\Daikichi, you're good at that!\Yeah, well, I lived alone for a long time... response:	Now you try.
context: Huh?\I forget, do I push or pull?\Huh?\Give it here a sec...\Oh, like this...\Daikichi, you're good at that!\Yeah, well, I lived alone for a long time...\Now you try. response:	Go nice and slow...
context: I forget, do I push or pull?\Huh?\Give it here a sec...\Oh, like this...\Daikichi, you're good at that!\Yeah, well, I lived alone for a long time...\Now you try.\Go nice and slow... response:	Don't drink the bathwater.
context: Huh?\Give it here a sec...\Oh, like this...\Daikichi, you're good at that!\Yeah, well, I lived alone for a long time...\Now you try.\Go nice and slow...\Don't drink the bathwater. response:	I won't.
context: Give it here a sec...\Oh, like this...\Daikichi, you're good at that!\Yeah, well, I lived alone for a long time...\Now you try.\Go nice and slow...\Don't drink the bathwater.\I won't. response:	Go up to your shoulders and count to ten.
context: Oh, like this...\Daikichi, you're good at that!\Yeah, well, I lived alone for a long time...\Now you try.\Go nice and slow...\Don't drink the bathwater.\I won't.\Go up to your shoulders and count to ten. response:	Okay.
context: Daikichi, you're good at that!\Yeah, well, I lived alone for a long time...\Now you try.\Go nice and slow...\Don't drink the bathwater.\I won't.\Go up to your shoulders and count to ten.\Okay. response:	One...
context: Yeah, well, I lived alone for a long time...\Now you try.\Go nice and slow...\Don't drink the bathwater.\I won't.\Go up to your shoulders and count to ten.\Okay.\One... response:	One, two...
context: Now you try.\Go nice and slow...\Don't drink the bathwater.\I won't.\Go up to your shoulders and count to ten.\Okay.\One...\One, two... response:	two, three...
context: Go nice and slow...\Don't drink the bathwater.\I won't.\Go up to your shoulders and count to ten.\Okay.\One...\One, two...\two, three... response:	three, four, shut the door...
context: Don't drink the bathwater.\I won't.\Go up to your shoulders and count to ten.\Okay.\One...\One, two...\two, three...\three, four, shut the door... response:	five, six, pick up sticks, seven...
context: I won't.\Go up to your shoulders and count to ten.\Okay.\One...\One, two...\two, three...\three, four, shut the door...\five, six, pick up sticks, seven... response:	four, five, six...
context: Go up to your shoulders and count to ten.\Okay.\One...\One, two...\two, three...\three, four, shut the door...\five, six, pick up sticks, seven...\four, five, six... response:	Daikichi, you're counting slow!
context: Okay.\One...\One, two...\two, three...\three, four, shut the door...\five, six, pick up sticks, seven...\four, five, six...\Daikichi, you're counting slow! response:	Don't be in such a hurry to eat.
context: One...\One, two...\two, three...\three, four, shut the door...\five, six, pick up sticks, seven...\four, five, six...\Daikichi, you're counting slow!\Don't be in such a hurry to eat. response:	Okay.
context: One, two...\two, three...\three, four, shut the door...\five, six, pick up sticks, seven...\four, five, six...\Daikichi, you're counting slow!\Don't be in such a hurry to eat.\Okay. response:	Hey, Rin...
context: two, three...\three, four, shut the door...\five, six, pick up sticks, seven...\four, five, six...\Daikichi, you're counting slow!\Don't be in such a hurry to eat.\Okay.\Hey, Rin... response:	What?
context: three, four, shut the door...\five, six, pick up sticks, seven...\four, five, six...\Daikichi, you're counting slow!\Don't be in such a hurry to eat.\Okay.\Hey, Rin...\What? response:	Nevermind...
context: five, six, pick up sticks, seven...\four, five, six...\Daikichi, you're counting slow!\Don't be in such a hurry to eat.\Okay.\Hey, Rin...\What?\Nevermind... response:	Your curry's delicious!
context: four, five, six...\Daikichi, you're counting slow!\Don't be in such a hurry to eat.\Okay.\Hey, Rin...\What?\Nevermind...\Your curry's delicious! response:	Oh, no... That's okay...
context: Daikichi, you're counting slow!\Don't be in such a hurry to eat.\Okay.\Hey, Rin...\What?\Nevermind...\Your curry's delicious!\Oh, no... That's okay... response:	Mm... You know...
context: Don't be in such a hurry to eat.\Okay.\Hey, Rin...\What?\Nevermind...\Your curry's delicious!\Oh, no... That's okay...\Mm... You know... response:	I'm not your father...
context: Okay.\Hey, Rin...\What?\Nevermind...\Your curry's delicious!\Oh, no... That's okay...\Mm... You know...\I'm not your father... response:	I know.
context: Hey, Rin...\What?\Nevermind...\Your curry's delicious!\Oh, no... That's okay...\Mm... You know...\I'm not your father...\I know. response:	But I'm not your big brother either, right?
context: What?\Nevermind...\Your curry's delicious!\Oh, no... That's okay...\Mm... You know...\I'm not your father...\I know.\But I'm not your big brother either, right? response:	Nobody thinks that!
context: Nevermind...\Your curry's delicious!\Oh, no... That's okay...\Mm... You know...\I'm not your father...\I know.\But I'm not your big brother either, right?\Nobody thinks that! response:	I'm just giving a for instance!
context: Your curry's delicious!\Oh, no... That's okay...\Mm... You know...\I'm not your father...\I know.\But I'm not your big brother either, right?\Nobody thinks that!\I'm just giving a for instance! response:	The question is, what am I then?
context: Oh, no... That's okay...\Mm... You know...\I'm not your father...\I know.\But I'm not your big brother either, right?\Nobody thinks that!\I'm just giving a for instance!\The question is, what am I then? response:	Daikichi!
context: Mm... You know...\I'm not your father...\I know.\But I'm not your big brother either, right?\Nobody thinks that!\I'm just giving a for instance!\The question is, what am I then?\Daikichi! response:	That's my name...
context: I'm not your father...\I know.\But I'm not your big brother either, right?\Nobody thinks that!\I'm just giving a for instance!\The question is, what am I then?\Daikichi!\That's my name... response:	Listen, and this is only if you aren't against it...
context: I know.\But I'm not your big brother either, right?\Nobody thinks that!\I'm just giving a for instance!\The question is, what am I then?\Daikichi!\That's my name...\Listen, and this is only if you aren't against it... response:	What I'm trying to say... How can I put it...?
context: But I'm not your big brother either, right?\Nobody thinks that!\I'm just giving a for instance!\The question is, what am I then?\Daikichi!\That's my name...\Listen, and this is only if you aren't against it...\What I'm trying to say... How can I put it...? response:	Uh... What do you...
context: Nobody thinks that!\I'm just giving a for instance!\The question is, what am I then?\Daikichi!\That's my name...\Listen, and this is only if you aren't against it...\What I'm trying to say... How can I put it...?\Uh... What do you... response:	Rin, what would you think...
context: I'm just giving a for instance!\The question is, what am I then?\Daikichi!\That's my name...\Listen, and this is only if you aren't against it...\What I'm trying to say... How can I put it...?\Uh... What do you...\Rin, what would you think... response:	about me becoming your real father?
context: The question is, what am I then?\Daikichi!\That's my name...\Listen, and this is only if you aren't against it...\What I'm trying to say... How can I put it...?\Uh... What do you...\Rin, what would you think...\about me becoming your real father? response:	Daikichi, you...
context: Daikichi!\That's my name...\Listen, and this is only if you aren't against it...\What I'm trying to say... How can I put it...?\Uh... What do you...\Rin, what would you think...\about me becoming your real father?\Daikichi, you... response:	become my father?
context: That's my name...\Listen, and this is only if you aren't against it...\What I'm trying to say... How can I put it...?\Uh... What do you...\Rin, what would you think...\about me becoming your real father?\Daikichi, you...\become my father? response:	So, say we did that, your name would become Kawachi Rin...
context: Listen, and this is only if you aren't against it...\What I'm trying to say... How can I put it...?\Uh... What do you...\Rin, what would you think...\about me becoming your real father?\Daikichi, you...\become my father?\So, say we did that, your name would become Kawachi Rin... response:	Kawachi... Rin.
context: What I'm trying to say... How can I put it...?\Uh... What do you...\Rin, what would you think...\about me becoming your real father?\Daikichi, you...\become my father?\So, say we did that, your name would become Kawachi Rin...\Kawachi... Rin. response:	No.
context: Uh... What do you...\Rin, what would you think...\about me becoming your real father?\Daikichi, you...\become my father?\So, say we did that, your name would become Kawachi Rin...\Kawachi... Rin.\No. response:	No...?
context: Rin, what would you think...\about me becoming your real father?\Daikichi, you...\become my father?\So, say we did that, your name would become Kawachi Rin...\Kawachi... Rin.\No.\No...? response:	Don't you think it'd be better if you had a father?
context: about me becoming your real father?\Daikichi, you...\become my father?\So, say we did that, your name would become Kawachi Rin...\Kawachi... Rin.\No.\No...?\Don't you think it'd be better if you had a father? response:	My father is Grandpa.
context: Daikichi, you...\become my father?\So, say we did that, your name would become Kawachi Rin...\Kawachi... Rin.\No.\No...?\Don't you think it'd be better if you had a father?\My father is Grandpa. response:	My name is Kaga Rin and I like it.
context: become my father?\So, say we did that, your name would become Kawachi Rin...\Kawachi... Rin.\No.\No...?\Don't you think it'd be better if you had a father?\My father is Grandpa.\My name is Kaga Rin and I like it. response:	It's the same name as Grandpa.
context: So, say we did that, your name would become Kawachi Rin...\Kawachi... Rin.\No.\No...?\Don't you think it'd be better if you had a father?\My father is Grandpa.\My name is Kaga Rin and I like it.\It's the same name as Grandpa. response:	That's important.
context: Kawachi... Rin.\No.\No...?\Don't you think it'd be better if you had a father?\My father is Grandpa.\My name is Kaga Rin and I like it.\It's the same name as Grandpa.\That's important. response:	I see...
context: No.\No...?\Don't you think it'd be better if you had a father?\My father is Grandpa.\My name is Kaga Rin and I like it.\It's the same name as Grandpa.\That's important.\I see... response:	Daikichi should just stay Daikichi.
context: No...?\Don't you think it'd be better if you had a father?\My father is Grandpa.\My name is Kaga Rin and I like it.\It's the same name as Grandpa.\That's important.\I see...\Daikichi should just stay Daikichi. response:	Daikichi?
context: Don't you think it'd be better if you had a father?\My father is Grandpa.\My name is Kaga Rin and I like it.\It's the same name as Grandpa.\That's important.\I see...\Daikichi should just stay Daikichi.\Daikichi? response:	What's wrong?
context: My father is Grandpa.\My name is Kaga Rin and I like it.\It's the same name as Grandpa.\That's important.\I see...\Daikichi should just stay Daikichi.\Daikichi?\What's wrong? response:	Are you crying?
context: My name is Kaga Rin and I like it.\It's the same name as Grandpa.\That's important.\I see...\Daikichi should just stay Daikichi.\Daikichi?\What's wrong?\Are you crying? response:	This is sweat!
context: It's the same name as Grandpa.\That's important.\I see...\Daikichi should just stay Daikichi.\Daikichi?\What's wrong?\Are you crying?\This is sweat! response:	It's still only March...
context: That's important.\I see...\Daikichi should just stay Daikichi.\Daikichi?\What's wrong?\Are you crying?\This is sweat!\It's still only March... response:	Oh, shut up!
context: I see...\Daikichi should just stay Daikichi.\Daikichi?\What's wrong?\Are you crying?\This is sweat!\It's still only March...\Oh, shut up! response:	Just open your mouth!
context: Daikichi should just stay Daikichi.\Daikichi?\What's wrong?\Are you crying?\This is sweat!\It's still only March...\Oh, shut up!\Just open your mouth! response:	It was open, but you were crying!
context: Daikichi?\What's wrong?\Are you crying?\This is sweat!\It's still only March...\Oh, shut up!\Just open your mouth!\It was open, but you were crying! response:	I said I wasn't crying!
context: What's wrong?\Are you crying?\This is sweat!\It's still only March...\Oh, shut up!\Just open your mouth!\It was open, but you were crying!\I said I wasn't crying! response:	Move your head up a little more...
context: Are you crying?\This is sweat!\It's still only March...\Oh, shut up!\Just open your mouth!\It was open, but you were crying!\I said I wasn't crying!\Move your head up a little more... response:	'Kay...
context: This is sweat!\It's still only March...\Oh, shut up!\Just open your mouth!\It was open, but you were crying!\I said I wasn't crying!\Move your head up a little more...\'Kay... response:	Y'know, this'll always be your home...
context: It's still only March...\Oh, shut up!\Just open your mouth!\It was open, but you were crying!\I said I wasn't crying!\Move your head up a little more...\'Kay...\Y'know, this'll always be your home... response:	Yeah.
context: Oh, shut up!\Just open your mouth!\It was open, but you were crying!\I said I wasn't crying!\Move your head up a little more...\'Kay...\Y'know, this'll always be your home...\Yeah. response:	Congratulations on Graduating from Nursery School
context: Just open your mouth!\It was open, but you were crying!\I said I wasn't crying!\Move your head up a little more...\'Kay...\Y'know, this'll always be your home...\Yeah.\Congratulations on Graduating from Nursery School response:	We mustn't forget what we believe.
context: It was open, but you were crying!\I said I wasn't crying!\Move your head up a little more...\'Kay...\Y'know, this'll always be your home...\Yeah.\Congratulations on Graduating from Nursery School\We mustn't forget what we believe. response:	Because the morning will surely come.
context: I said I wasn't crying!\Move your head up a little more...\'Kay...\Y'know, this'll always be your home...\Yeah.\Congratulations on Graduating from Nursery School\We mustn't forget what we believe.\Because the morning will surely come. response:	We mustn't lose our dreams.
context: Move your head up a little more...\'Kay...\Y'know, this'll always be your home...\Yeah.\Congratulations on Graduating from Nursery School\We mustn't forget what we believe.\Because the morning will surely come.\We mustn't lose our dreams. response:	Because one day they will surely come true.
context: 'Kay...\Y'know, this'll always be your home...\Yeah.\Congratulations on Graduating from Nursery School\We mustn't forget what we believe.\Because the morning will surely come.\We mustn't lose our dreams.\Because one day they will surely come true. response:	The first step... Step to tomorrow...
context: Y'know, this'll always be your home...\Yeah.\Congratulations on Graduating from Nursery School\We mustn't forget what we believe.\Because the morning will surely come.\We mustn't lose our dreams.\Because one day they will surely come true.\The first step... Step to tomorrow... response:	Starting today, everything will be new!
context: Yeah.\Congratulations on Graduating from Nursery School\We mustn't forget what we believe.\Because the morning will surely come.\We mustn't lose our dreams.\Because one day they will surely come true.\The first step... Step to tomorrow...\Starting today, everything will be new! response:	The first step... Step to tomorrow...
context: Congratulations on Graduating from Nursery School\We mustn't forget what we believe.\Because the morning will surely come.\We mustn't lose our dreams.\Because one day they will surely come true.\The first step... Step to tomorrow...\Starting today, everything will be new!\The first step... Step to tomorrow... response:	Build that courage up, nice and big...
context: We mustn't forget what we believe.\Because the morning will surely come.\We mustn't lose our dreams.\Because one day they will surely come true.\The first step... Step to tomorrow...\Starting today, everything will be new!\The first step... Step to tomorrow...\Build that courage up, nice and big... response:	And take that first step out!
context: Because the morning will surely come.\We mustn't lose our dreams.\Because one day they will surely come true.\The first step... Step to tomorrow...\Starting today, everything will be new!\The first step... Step to tomorrow...\Build that courage up, nice and big...\And take that first step out! response:	I understand.
context: We mustn't lose our dreams.\Because one day they will surely come true.\The first step... Step to tomorrow...\Starting today, everything will be new!\The first step... Step to tomorrow...\Build that courage up, nice and big...\And take that first step out!\I understand. response:	You're gonna get fat, you know...
context: Because one day they will surely come true.\The first step... Step to tomorrow...\Starting today, everything will be new!\The first step... Step to tomorrow...\Build that courage up, nice and big...\And take that first step out!\I understand.\You're gonna get fat, you know... response:	That's fine. Either way, I'm good for nothing.
context: The first step... Step to tomorrow...\Starting today, everything will be new!\The first step... Step to tomorrow...\Build that courage up, nice and big...\And take that first step out!\I understand.\You're gonna get fat, you know...\That's fine. Either way, I'm good for nothing. response:	Give me one.
context: Starting today, everything will be new!\The first step... Step to tomorrow...\Build that courage up, nice and big...\And take that first step out!\I understand.\You're gonna get fat, you know...\That's fine. Either way, I'm good for nothing.\Give me one. response:	Forget it.
context: The first step... Step to tomorrow...\Build that courage up, nice and big...\And take that first step out!\I understand.\You're gonna get fat, you know...\That's fine. Either way, I'm good for nothing.\Give me one.\Forget it. response:	A sunny early Sunday afternoon
context: Build that courage up, nice and big...\And take that first step out!\I understand.\You're gonna get fat, you know...\That's fine. Either way, I'm good for nothing.\Give me one.\Forget it.\A sunny early Sunday afternoon response:	Let's go somewhere today
context: And take that first step out!\I understand.\You're gonna get fat, you know...\That's fine. Either way, I'm good for nothing.\Give me one.\Forget it.\A sunny early Sunday afternoon\Let's go somewhere today response:	It's the same road I'm used to traveling
context: I understand.\You're gonna get fat, you know...\That's fine. Either way, I'm good for nothing.\Give me one.\Forget it.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling response:	But I can see it sparkling so bright
context: You're gonna get fat, you know...\That's fine. Either way, I'm good for nothing.\Give me one.\Forget it.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright response:	With the sun shining down its warmth
context: That's fine. Either way, I'm good for nothing.\Give me one.\Forget it.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth response:	And you here by my side...
context: Give me one.\Forget it.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side... response:	I'm already high, high, high
context: Forget it.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high response:	I feel like dashing out
context: A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out response:	Sing, la, la, la
context: Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la response:	My voice out to forever
context: It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever response:	I'm already high, high, high
context: But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high response:	Ride the dancing wind
context: With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind response:	Sing, la, la, la
context: And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la response:	My voice springs up
context: I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up response:	Only babies get held like that!
context: I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Only babies get held like that! response:	That's what Sayaka-chan said!
context: Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Only babies get held like that!\That's what Sayaka-chan said! response:	There are times when even adults want to be held in someone's arms.
context: My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Only babies get held like that!\That's what Sayaka-chan said!\There are times when even adults want to be held in someone's arms. response:	Adults?! Why?!
context: I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Only babies get held like that!\That's what Sayaka-chan said!\There are times when even adults want to be held in someone's arms.\Adults?! Why?! response:	I don't know myself.
context: Ride the dancing wind\Sing, la, la, la\My voice springs up\Only babies get held like that!\That's what Sayaka-chan said!\There are times when even adults want to be held in someone's arms.\Adults?! Why?!\I don't know myself. response:	Is it still okay to be held, even after I become a first-grader?
context: Sing, la, la, la\My voice springs up\Only babies get held like that!\That's what Sayaka-chan said!\There are times when even adults want to be held in someone's arms.\Adults?! Why?!\I don't know myself.\Is it still okay to be held, even after I become a first-grader? response:	Why, sure!
context: My voice springs up\Only babies get held like that!\That's what Sayaka-chan said!\There are times when even adults want to be held in someone's arms.\Adults?! Why?!\I don't know myself.\Is it still okay to be held, even after I become a first-grader?\Why, sure! response:	I'll hold you no matter how old you are...
context: Only babies get held like that!\That's what Sayaka-chan said!\There are times when even adults want to be held in someone's arms.\Adults?! Why?!\I don't know myself.\Is it still okay to be held, even after I become a first-grader?\Why, sure!\I'll hold you no matter how old you are... response:	W-What?!
context: That's what Sayaka-chan said!\There are times when even adults want to be held in someone's arms.\Adults?! Why?!\I don't know myself.\Is it still okay to be held, even after I become a first-grader?\Why, sure!\I'll hold you no matter how old you are...\W-What?! response:	I'm sorry.
context: There are times when even adults want to be held in someone's arms.\Adults?! Why?!\I don't know myself.\Is it still okay to be held, even after I become a first-grader?\Why, sure!\I'll hold you no matter how old you are...\W-What?!\I'm sorry. response:	I should've held you before.
context: Adults?! Why?!\I don't know myself.\Is it still okay to be held, even after I become a first-grader?\Why, sure!\I'll hold you no matter how old you are...\W-What?!\I'm sorry.\I should've held you before. response:	I'll hold you the next time you cry, Daikichi.
context: I don't know myself.\Is it still okay to be held, even after I become a first-grader?\Why, sure!\I'll hold you no matter how old you are...\W-What?!\I'm sorry.\I should've held you before.\I'll hold you the next time you cry, Daikichi. response:	What the...?
context: Is it still okay to be held, even after I become a first-grader?\Why, sure!\I'll hold you no matter how old you are...\W-What?!\I'm sorry.\I should've held you before.\I'll hold you the next time you cry, Daikichi.\What the...? response:	Don't worry!
context: Why, sure!\I'll hold you no matter how old you are...\W-What?!\I'm sorry.\I should've held you before.\I'll hold you the next time you cry, Daikichi.\What the...?\Don't worry! response:	Am I raising Rin or is she raising me?
context: I'll hold you no matter how old you are...\W-What?!\I'm sorry.\I should've held you before.\I'll hold you the next time you cry, Daikichi.\What the...?\Don't worry!\Am I raising Rin or is she raising me? response:	Sometimes I wonder...
