context: The prince should be with the princess. response:	Who was the one who decided that?
context: It can't be!\I guess I changed so much that he didn't recognize me.\I suppose you've gotten a little thinner,\but it's easy to tell who you are.\You're the only one who knew it was me right away.\Your kindness hasn't changed.\You're still Serinuma-san.\Thank you. response:	That's right. I'm still me.
context: I guess I changed so much that he didn't recognize me.\I suppose you've gotten a little thinner,\but it's easy to tell who you are.\You're the only one who knew it was me right away.\Your kindness hasn't changed.\You're still Serinuma-san.\Thank you.\That's right. I'm still me. response:	Nothing's changed.
context: I suppose you've gotten a little thinner,\but it's easy to tell who you are.\You're the only one who knew it was me right away.\Your kindness hasn't changed.\You're still Serinuma-san.\Thank you.\That's right. I'm still me.\Nothing's changed. response:	Serinuma-san, would you like to see a movie with me next Sunday?
context: but it's easy to tell who you are.\You're the only one who knew it was me right away.\Your kindness hasn't changed.\You're still Serinuma-san.\Thank you.\That's right. I'm still me.\Nothing's changed.\Serinuma-san, would you like to see a movie with me next Sunday? response:	Huh?
context: You're the only one who knew it was me right away.\Your kindness hasn't changed.\You're still Serinuma-san.\Thank you.\That's right. I'm still me.\Nothing's changed.\Serinuma-san, would you like to see a movie with me next Sunday?\Huh? response:	Igarashi!
context: Your kindness hasn't changed.\You're still Serinuma-san.\Thank you.\That's right. I'm still me.\Nothing's changed.\Serinuma-san, would you like to see a movie with me next Sunday?\Huh?\Igarashi! response:	Hold on, man!
context: You're still Serinuma-san.\Thank you.\That's right. I'm still me.\Nothing's changed.\Serinuma-san, would you like to see a movie with me next Sunday?\Huh?\Igarashi!\Hold on, man! response:	I'm the one that's
context: Thank you.\That's right. I'm still me.\Nothing's changed.\Serinuma-san, would you like to see a movie with me next Sunday?\Huh?\Igarashi!\Hold on, man!\I'm the one that's response:	Nana?
context: That's right. I'm still me.\Nothing's changed.\Serinuma-san, would you like to see a movie with me next Sunday?\Huh?\Igarashi!\Hold on, man!\I'm the one that's\Nana? response:	Ah, there you are!
context: Nothing's changed.\Serinuma-san, would you like to see a movie with me next Sunday?\Huh?\Igarashi!\Hold on, man!\I'm the one that's\Nana?\Ah, there you are! response:	Serinuma-senpai, may I talk to you for a minute?
context: Serinuma-san, would you like to see a movie with me next Sunday?\Huh?\Igarashi!\Hold on, man!\I'm the one that's\Nana?\Ah, there you are!\Serinuma-senpai, may I talk to you for a minute? response:	Oh, Serinuma-san. I wanted to talk to you.
context: Huh?\Igarashi!\Hold on, man!\I'm the one that's\Nana?\Ah, there you are!\Serinuma-senpai, may I talk to you for a minute?\Oh, Serinuma-san. I wanted to talk to you. response:	Huh?
context: Igarashi!\Hold on, man!\I'm the one that's\Nana?\Ah, there you are!\Serinuma-senpai, may I talk to you for a minute?\Oh, Serinuma-san. I wanted to talk to you.\Huh? response:	Right. Nothing should have changed...
context: Hold on, man!\I'm the one that's\Nana?\Ah, there you are!\Serinuma-senpai, may I talk to you for a minute?\Oh, Serinuma-san. I wanted to talk to you.\Huh?\Right. Nothing should have changed... response:	Kiss Him, Not Me
context: I'm the one that's\Nana?\Ah, there you are!\Serinuma-senpai, may I talk to you for a minute?\Oh, Serinuma-san. I wanted to talk to you.\Huh?\Right. Nothing should have changed...\Kiss Him, Not Me response:	Kiss Him, Not Me
context: Nana?\Ah, there you are!\Serinuma-senpai, may I talk to you for a minute?\Oh, Serinuma-san. I wanted to talk to you.\Huh?\Right. Nothing should have changed...\Kiss Him, Not Me\Kiss Him, Not Me response:	Nakano
context: Ah, there you are!\Serinuma-senpai, may I talk to you for a minute?\Oh, Serinuma-san. I wanted to talk to you.\Huh?\Right. Nothing should have changed...\Kiss Him, Not Me\Kiss Him, Not Me\Nakano response:	Wh-What do you think?
context: Serinuma-senpai, may I talk to you for a minute?\Oh, Serinuma-san. I wanted to talk to you.\Huh?\Right. Nothing should have changed...\Kiss Him, Not Me\Kiss Him, Not Me\Nakano\Wh-What do you think? response:	Cute, but hot pants on a date is a no.
context: Oh, Serinuma-san. I wanted to talk to you.\Huh?\Right. Nothing should have changed...\Kiss Him, Not Me\Kiss Him, Not Me\Nakano\Wh-What do you think?\Cute, but hot pants on a date is a no. response:	Okay, next try this on!
context: Huh?\Right. Nothing should have changed...\Kiss Him, Not Me\Kiss Him, Not Me\Nakano\Wh-What do you think?\Cute, but hot pants on a date is a no.\Okay, next try this on! response:	What? Again?!
context: Right. Nothing should have changed...\Kiss Him, Not Me\Kiss Him, Not Me\Nakano\Wh-What do you think?\Cute, but hot pants on a date is a no.\Okay, next try this on!\What? Again?! response:	No whining!
context: Kiss Him, Not Me\Kiss Him, Not Me\Nakano\Wh-What do you think?\Cute, but hot pants on a date is a no.\Okay, next try this on!\What? Again?!\No whining! response:	You're the one who asked me to lend you some clothes!
context: Kiss Him, Not Me\Nakano\Wh-What do you think?\Cute, but hot pants on a date is a no.\Okay, next try this on!\What? Again?!\No whining!\You're the one who asked me to lend you some clothes! response:	Ugh. Okay.
context: Nakano\Wh-What do you think?\Cute, but hot pants on a date is a no.\Okay, next try this on!\What? Again?!\No whining!\You're the one who asked me to lend you some clothes!\Ugh. Okay. response:	Still, a date, huh? Kae-chan on a date!
context: Wh-What do you think?\Cute, but hot pants on a date is a no.\Okay, next try this on!\What? Again?!\No whining!\You're the one who asked me to lend you some clothes!\Ugh. Okay.\Still, a date, huh? Kae-chan on a date! response:	Huh? You really think this is a date?
context: Cute, but hot pants on a date is a no.\Okay, next try this on!\What? Again?!\No whining!\You're the one who asked me to lend you some clothes!\Ugh. Okay.\Still, a date, huh? Kae-chan on a date!\Huh? You really think this is a date? response:	What? I'm talking to Serinuma-san here.
context: Okay, next try this on!\What? Again?!\No whining!\You're the one who asked me to lend you some clothes!\Ugh. Okay.\Still, a date, huh? Kae-chan on a date!\Huh? You really think this is a date?\What? I'm talking to Serinuma-san here. response:	Quick to make the first move, as always.
context: What? Again?!\No whining!\You're the one who asked me to lend you some clothes!\Ugh. Okay.\Still, a date, huh? Kae-chan on a date!\Huh? You really think this is a date?\What? I'm talking to Serinuma-san here.\Quick to make the first move, as always. response:	I wanted to apologize for my rude behavior earlier.
context: No whining!\You're the one who asked me to lend you some clothes!\Ugh. Okay.\Still, a date, huh? Kae-chan on a date!\Huh? You really think this is a date?\What? I'm talking to Serinuma-san here.\Quick to make the first move, as always.\I wanted to apologize for my rude behavior earlier. response:	I was wondering if I could borrow the next part of the book you lent me.
context: You're the one who asked me to lend you some clothes!\Ugh. Okay.\Still, a date, huh? Kae-chan on a date!\Huh? You really think this is a date?\What? I'm talking to Serinuma-san here.\Quick to make the first move, as always.\I wanted to apologize for my rude behavior earlier.\I was wondering if I could borrow the next part of the book you lent me. response:	Hold on!
context: Ugh. Okay.\Still, a date, huh? Kae-chan on a date!\Huh? You really think this is a date?\What? I'm talking to Serinuma-san here.\Quick to make the first move, as always.\I wanted to apologize for my rude behavior earlier.\I was wondering if I could borrow the next part of the book you lent me.\Hold on! response:	I can't hear with you all talking at once!
context: Still, a date, huh? Kae-chan on a date!\Huh? You really think this is a date?\What? I'm talking to Serinuma-san here.\Quick to make the first move, as always.\I wanted to apologize for my rude behavior earlier.\I was wondering if I could borrow the next part of the book you lent me.\Hold on!\I can't hear with you all talking at once! response:	I was asking if you wanted to go to a movie with me on Sunday.
context: Huh? You really think this is a date?\What? I'm talking to Serinuma-san here.\Quick to make the first move, as always.\I wanted to apologize for my rude behavior earlier.\I was wondering if I could borrow the next part of the book you lent me.\Hold on!\I can't hear with you all talking at once!\I was asking if you wanted to go to a movie with me on Sunday. response:	I-I was gonna ask the same thing!
context: What? I'm talking to Serinuma-san here.\Quick to make the first move, as always.\I wanted to apologize for my rude behavior earlier.\I was wondering if I could borrow the next part of the book you lent me.\Hold on!\I can't hear with you all talking at once!\I was asking if you wanted to go to a movie with me on Sunday.\I-I was gonna ask the same thing! response:	Me, too!
context: Quick to make the first move, as always.\I wanted to apologize for my rude behavior earlier.\I was wondering if I could borrow the next part of the book you lent me.\Hold on!\I can't hear with you all talking at once!\I was asking if you wanted to go to a movie with me on Sunday.\I-I was gonna ask the same thing!\Me, too! response:	Th-Then... me, too.
context: I wanted to apologize for my rude behavior earlier.\I was wondering if I could borrow the next part of the book you lent me.\Hold on!\I can't hear with you all talking at once!\I was asking if you wanted to go to a movie with me on Sunday.\I-I was gonna ask the same thing!\Me, too!\Th-Then... me, too. response:	So, I've somehow ended up going with all of them.
context: I was wondering if I could borrow the next part of the book you lent me.\Hold on!\I can't hear with you all talking at once!\I was asking if you wanted to go to a movie with me on Sunday.\I-I was gonna ask the same thing!\Me, too!\Th-Then... me, too.\So, I've somehow ended up going with all of them. response:	What is this, an otome game?
context: Hold on!\I can't hear with you all talking at once!\I was asking if you wanted to go to a movie with me on Sunday.\I-I was gonna ask the same thing!\Me, too!\Th-Then... me, too.\So, I've somehow ended up going with all of them.\What is this, an otome game? response:	More like...
context: I can't hear with you all talking at once!\I was asking if you wanted to go to a movie with me on Sunday.\I-I was gonna ask the same thing!\Me, too!\Th-Then... me, too.\So, I've somehow ended up going with all of them.\What is this, an otome game?\More like... response:	How did all of this happen all of a sudden, anyway?!
context: I was asking if you wanted to go to a movie with me on Sunday.\I-I was gonna ask the same thing!\Me, too!\Th-Then... me, too.\So, I've somehow ended up going with all of them.\What is this, an otome game?\More like...\How did all of this happen all of a sudden, anyway?! response:	C'mon, who can leave a cute chick like you alone?
context: I-I was gonna ask the same thing!\Me, too!\Th-Then... me, too.\So, I've somehow ended up going with all of them.\What is this, an otome game?\More like...\How did all of this happen all of a sudden, anyway?!\C'mon, who can leave a cute chick like you alone? response:	Oh, how does that fit?
context: Me, too!\Th-Then... me, too.\So, I've somehow ended up going with all of them.\What is this, an otome game?\More like...\How did all of this happen all of a sudden, anyway?!\C'mon, who can leave a cute chick like you alone?\Oh, how does that fit? response:	Hmm, it's kind of tight around my breasts.
context: Th-Then... me, too.\So, I've somehow ended up going with all of them.\What is this, an otome game?\More like...\How did all of this happen all of a sudden, anyway?!\C'mon, who can leave a cute chick like you alone?\Oh, how does that fit?\Hmm, it's kind of tight around my breasts. response:	Is that right?
context: So, I've somehow ended up going with all of them.\What is this, an otome game?\More like...\How did all of this happen all of a sudden, anyway?!\C'mon, who can leave a cute chick like you alone?\Oh, how does that fit?\Hmm, it's kind of tight around my breasts.\Is that right? response:	Well, what's the problem? Nab yourself a boyfriend!
context: What is this, an otome game?\More like...\How did all of this happen all of a sudden, anyway?!\C'mon, who can leave a cute chick like you alone?\Oh, how does that fit?\Hmm, it's kind of tight around my breasts.\Is that right?\Well, what's the problem? Nab yourself a boyfriend! response:	But, I dunno how to do any of that sorta stuff.
context: More like...\How did all of this happen all of a sudden, anyway?!\C'mon, who can leave a cute chick like you alone?\Oh, how does that fit?\Hmm, it's kind of tight around my breasts.\Is that right?\Well, what's the problem? Nab yourself a boyfriend!\But, I dunno how to do any of that sorta stuff. response:	Kae-chan!
context: How did all of this happen all of a sudden, anyway?!\C'mon, who can leave a cute chick like you alone?\Oh, how does that fit?\Hmm, it's kind of tight around my breasts.\Is that right?\Well, what's the problem? Nab yourself a boyfriend!\But, I dunno how to do any of that sorta stuff.\Kae-chan! response:	A scar created by a man can only be healed by another man.
context: C'mon, who can leave a cute chick like you alone?\Oh, how does that fit?\Hmm, it's kind of tight around my breasts.\Is that right?\Well, what's the problem? Nab yourself a boyfriend!\But, I dunno how to do any of that sorta stuff.\Kae-chan!\A scar created by a man can only be healed by another man. response:	Shion!
context: Oh, how does that fit?\Hmm, it's kind of tight around my breasts.\Is that right?\Well, what's the problem? Nab yourself a boyfriend!\But, I dunno how to do any of that sorta stuff.\Kae-chan!\A scar created by a man can only be healed by another man.\Shion! response:	Get fired up for a new genre: the boyfriend! You can do it!
context: Hmm, it's kind of tight around my breasts.\Is that right?\Well, what's the problem? Nab yourself a boyfriend!\But, I dunno how to do any of that sorta stuff.\Kae-chan!\A scar created by a man can only be healed by another man.\Shion!\Get fired up for a new genre: the boyfriend! You can do it! response:	Real life's an impossible game! I can only do 2-D!
context: Is that right?\Well, what's the problem? Nab yourself a boyfriend!\But, I dunno how to do any of that sorta stuff.\Kae-chan!\A scar created by a man can only be healed by another man.\Shion!\Get fired up for a new genre: the boyfriend! You can do it!\Real life's an impossible game! I can only do 2-D! response:	A-chan, does your boyfriend know you're an otaku?
context: Well, what's the problem? Nab yourself a boyfriend!\But, I dunno how to do any of that sorta stuff.\Kae-chan!\A scar created by a man can only be healed by another man.\Shion!\Get fired up for a new genre: the boyfriend! You can do it!\Real life's an impossible game! I can only do 2-D!\A-chan, does your boyfriend know you're an otaku? response:	No way! He doesn't have a clue.
context: But, I dunno how to do any of that sorta stuff.\Kae-chan!\A scar created by a man can only be healed by another man.\Shion!\Get fired up for a new genre: the boyfriend! You can do it!\Real life's an impossible game! I can only do 2-D!\A-chan, does your boyfriend know you're an otaku?\No way! He doesn't have a clue. response:	If he knew, it'd be over.
context: Kae-chan!\A scar created by a man can only be healed by another man.\Shion!\Get fired up for a new genre: the boyfriend! You can do it!\Real life's an impossible game! I can only do 2-D!\A-chan, does your boyfriend know you're an otaku?\No way! He doesn't have a clue.\If he knew, it'd be over. response:	That's right, you'd best keep that under wraps.
context: A scar created by a man can only be healed by another man.\Shion!\Get fired up for a new genre: the boyfriend! You can do it!\Real life's an impossible game! I can only do 2-D!\A-chan, does your boyfriend know you're an otaku?\No way! He doesn't have a clue.\If he knew, it'd be over.\That's right, you'd best keep that under wraps. response:	You're right. I can't let them find out.
context: Shion!\Get fired up for a new genre: the boyfriend! You can do it!\Real life's an impossible game! I can only do 2-D!\A-chan, does your boyfriend know you're an otaku?\No way! He doesn't have a clue.\If he knew, it'd be over.\That's right, you'd best keep that under wraps.\You're right. I can't let them find out. response:	It's just for one day. Totally doable!
context: Get fired up for a new genre: the boyfriend! You can do it!\Real life's an impossible game! I can only do 2-D!\A-chan, does your boyfriend know you're an otaku?\No way! He doesn't have a clue.\If he knew, it'd be over.\That's right, you'd best keep that under wraps.\You're right. I can't let them find out.\It's just for one day. Totally doable! response:	Yeah!
context: Real life's an impossible game! I can only do 2-D!\A-chan, does your boyfriend know you're an otaku?\No way! He doesn't have a clue.\If he knew, it'd be over.\That's right, you'd best keep that under wraps.\You're right. I can't let them find out.\It's just for one day. Totally doable!\Yeah! response:	So hot...
context: A-chan, does your boyfriend know you're an otaku?\No way! He doesn't have a clue.\If he knew, it'd be over.\That's right, you'd best keep that under wraps.\You're right. I can't let them find out.\It's just for one day. Totally doable!\Yeah!\So hot... response:	Beautiful. They're perfect.
context: No way! He doesn't have a clue.\If he knew, it'd be over.\That's right, you'd best keep that under wraps.\You're right. I can't let them find out.\It's just for one day. Totally doable!\Yeah!\So hot...\Beautiful. They're perfect. response:	I want to watch them like this forever.
context: If he knew, it'd be over.\That's right, you'd best keep that under wraps.\You're right. I can't let them find out.\It's just for one day. Totally doable!\Yeah!\So hot...\Beautiful. They're perfect.\I want to watch them like this forever. response:	Serinuma-san! Over here!
context: That's right, you'd best keep that under wraps.\You're right. I can't let them find out.\It's just for one day. Totally doable!\Yeah!\So hot...\Beautiful. They're perfect.\I want to watch them like this forever.\Serinuma-san! Over here! response:	S-Sorry for being late.
context: You're right. I can't let them find out.\It's just for one day. Totally doable!\Yeah!\So hot...\Beautiful. They're perfect.\I want to watch them like this forever.\Serinuma-san! Over here!\S-Sorry for being late. response:	Oh, don't worry about it.
context: It's just for one day. Totally doable!\Yeah!\So hot...\Beautiful. They're perfect.\I want to watch them like this forever.\Serinuma-san! Over here!\S-Sorry for being late.\Oh, don't worry about it. response:	So cute.
context: Yeah!\So hot...\Beautiful. They're perfect.\I want to watch them like this forever.\Serinuma-san! Over here!\S-Sorry for being late.\Oh, don't worry about it.\So cute. response:	Shall we?
context: So hot...\Beautiful. They're perfect.\I want to watch them like this forever.\Serinuma-san! Over here!\S-Sorry for being late.\Oh, don't worry about it.\So cute.\Shall we? response:	The movie should be fun.
context: Beautiful. They're perfect.\I want to watch them like this forever.\Serinuma-san! Over here!\S-Sorry for being late.\Oh, don't worry about it.\So cute.\Shall we?\The movie should be fun. response:	The Twilight of Love
context: I want to watch them like this forever.\Serinuma-san! Over here!\S-Sorry for being late.\Oh, don't worry about it.\So cute.\Shall we?\The movie should be fun.\The Twilight of Love response:	It's over here.
context: Serinuma-san! Over here!\S-Sorry for being late.\Oh, don't worry about it.\So cute.\Shall we?\The movie should be fun.\The Twilight of Love\It's over here. response:	Seat Order Determined by Rock-paper-scissors
context: S-Sorry for being late.\Oh, don't worry about it.\So cute.\Shall we?\The movie should be fun.\The Twilight of Love\It's over here.\Seat Order Determined by Rock-paper-scissors response:	All right! No fantasies today! Not a single one!
context: Oh, don't worry about it.\So cute.\Shall we?\The movie should be fun.\The Twilight of Love\It's over here.\Seat Order Determined by Rock-paper-scissors\All right! No fantasies today! Not a single one! response:	Are you okay?
context: So cute.\Shall we?\The movie should be fun.\The Twilight of Love\It's over here.\Seat Order Determined by Rock-paper-scissors\All right! No fantasies today! Not a single one!\Are you okay? response:	It's already evening!
context: Shall we?\The movie should be fun.\The Twilight of Love\It's over here.\Seat Order Determined by Rock-paper-scissors\All right! No fantasies today! Not a single one!\Are you okay?\It's already evening! response:	God, this is boring.
context: The movie should be fun.\The Twilight of Love\It's over here.\Seat Order Determined by Rock-paper-scissors\All right! No fantasies today! Not a single one!\Are you okay?\It's already evening!\God, this is boring. response:	Getting sleepy...
context: The Twilight of Love\It's over here.\Seat Order Determined by Rock-paper-scissors\All right! No fantasies today! Not a single one!\Are you okay?\It's already evening!\God, this is boring.\Getting sleepy... response:	Stare...
context: It's over here.\Seat Order Determined by Rock-paper-scissors\All right! No fantasies today! Not a single one!\Are you okay?\It's already evening!\God, this is boring.\Getting sleepy...\Stare... response:	It was pretty good, wasn't it?
context: Seat Order Determined by Rock-paper-scissors\All right! No fantasies today! Not a single one!\Are you okay?\It's already evening!\God, this is boring.\Getting sleepy...\Stare...\It was pretty good, wasn't it? response:	Y-Yeah, sure was...
context: All right! No fantasies today! Not a single one!\Are you okay?\It's already evening!\God, this is boring.\Getting sleepy...\Stare...\It was pretty good, wasn't it?\Y-Yeah, sure was... response:	Shoot. I was so busy watching those two, I don't remember a thing.
context: Are you okay?\It's already evening!\God, this is boring.\Getting sleepy...\Stare...\It was pretty good, wasn't it?\Y-Yeah, sure was...\Shoot. I was so busy watching those two, I don't remember a thing. response:	The story was absolutely horrible.
context: It's already evening!\God, this is boring.\Getting sleepy...\Stare...\It was pretty good, wasn't it?\Y-Yeah, sure was...\Shoot. I was so busy watching those two, I don't remember a thing.\The story was absolutely horrible. response:	Here, use this.
context: God, this is boring.\Getting sleepy...\Stare...\It was pretty good, wasn't it?\Y-Yeah, sure was...\Shoot. I was so busy watching those two, I don't remember a thing.\The story was absolutely horrible.\Here, use this. response:	I'm fine.
context: Getting sleepy...\Stare...\It was pretty good, wasn't it?\Y-Yeah, sure was...\Shoot. I was so busy watching those two, I don't remember a thing.\The story was absolutely horrible.\Here, use this.\I'm fine. response:	Isn't your runny nose giving you a hard time, though?
context: Stare...\It was pretty good, wasn't it?\Y-Yeah, sure was...\Shoot. I was so busy watching those two, I don't remember a thing.\The story was absolutely horrible.\Here, use this.\I'm fine.\Isn't your runny nose giving you a hard time, though? response:	M-My nose isn't running!
context: It was pretty good, wasn't it?\Y-Yeah, sure was...\Shoot. I was so busy watching those two, I don't remember a thing.\The story was absolutely horrible.\Here, use this.\I'm fine.\Isn't your runny nose giving you a hard time, though?\M-My nose isn't running! response:	Uh, but it is.
context: Y-Yeah, sure was...\Shoot. I was so busy watching those two, I don't remember a thing.\The story was absolutely horrible.\Here, use this.\I'm fine.\Isn't your runny nose giving you a hard time, though?\M-My nose isn't running!\Uh, but it is. response:	What is this dark horse?!
context: Shoot. I was so busy watching those two, I don't remember a thing.\The story was absolutely horrible.\Here, use this.\I'm fine.\Isn't your runny nose giving you a hard time, though?\M-My nose isn't running!\Uh, but it is.\What is this dark horse?! response:	A senpai who cleverly handles his stubborn kohai. Not bad at
context: The story was absolutely horrible.\Here, use this.\I'm fine.\Isn't your runny nose giving you a hard time, though?\M-My nose isn't running!\Uh, but it is.\What is this dark horse?!\A senpai who cleverly handles his stubborn kohai. Not bad at response:	No fantasies!
context: Here, use this.\I'm fine.\Isn't your runny nose giving you a hard time, though?\M-My nose isn't running!\Uh, but it is.\What is this dark horse?!\A senpai who cleverly handles his stubborn kohai. Not bad at\No fantasies! response:	I-I'm going to use the bathroom real quick!
context: I'm fine.\Isn't your runny nose giving you a hard time, though?\M-My nose isn't running!\Uh, but it is.\What is this dark horse?!\A senpai who cleverly handles his stubborn kohai. Not bad at\No fantasies!\I-I'm going to use the bathroom real quick! response:	Away with you, dark thoughts! Away with you, dark thoughts!
context: Isn't your runny nose giving you a hard time, though?\M-My nose isn't running!\Uh, but it is.\What is this dark horse?!\A senpai who cleverly handles his stubborn kohai. Not bad at\No fantasies!\I-I'm going to use the bathroom real quick!\Away with you, dark thoughts! Away with you, dark thoughts! response:	Away with you, dark thoughts! Away
context: M-My nose isn't running!\Uh, but it is.\What is this dark horse?!\A senpai who cleverly handles his stubborn kohai. Not bad at\No fantasies!\I-I'm going to use the bathroom real quick!\Away with you, dark thoughts! Away with you, dark thoughts!\Away with you, dark thoughts! Away response:	Serinuma-san.
context: Uh, but it is.\What is this dark horse?!\A senpai who cleverly handles his stubborn kohai. Not bad at\No fantasies!\I-I'm going to use the bathroom real quick!\Away with you, dark thoughts! Away with you, dark thoughts!\Away with you, dark thoughts! Away\Serinuma-san. response:	Igarashi-kun?!
context: What is this dark horse?!\A senpai who cleverly handles his stubborn kohai. Not bad at\No fantasies!\I-I'm going to use the bathroom real quick!\Away with you, dark thoughts! Away with you, dark thoughts!\Away with you, dark thoughts! Away\Serinuma-san.\Igarashi-kun?! response:	Where's everyone else?
context: A senpai who cleverly handles his stubborn kohai. Not bad at\No fantasies!\I-I'm going to use the bathroom real quick!\Away with you, dark thoughts! Away with you, dark thoughts!\Away with you, dark thoughts! Away\Serinuma-san.\Igarashi-kun?!\Where's everyone else? response:	Don't worry about them.
context: No fantasies!\I-I'm going to use the bathroom real quick!\Away with you, dark thoughts! Away with you, dark thoughts!\Away with you, dark thoughts! Away\Serinuma-san.\Igarashi-kun?!\Where's everyone else?\Don't worry about them. response:	Just come here for a sec.
context: I-I'm going to use the bathroom real quick!\Away with you, dark thoughts! Away with you, dark thoughts!\Away with you, dark thoughts! Away\Serinuma-san.\Igarashi-kun?!\Where's everyone else?\Don't worry about them.\Just come here for a sec. response:	Why? Igarashi-kun?
context: Away with you, dark thoughts! Away with you, dark thoughts!\Away with you, dark thoughts! Away\Serinuma-san.\Igarashi-kun?!\Where's everyone else?\Don't worry about them.\Just come here for a sec.\Why? Igarashi-kun? response:	Sorry. If we can't be alone, let me have you to myself for just a little bit.
context: Away with you, dark thoughts! Away\Serinuma-san.\Igarashi-kun?!\Where's everyone else?\Don't worry about them.\Just come here for a sec.\Why? Igarashi-kun?\Sorry. If we can't be alone, let me have you to myself for just a little bit. response:	Okay?
context: Serinuma-san.\Igarashi-kun?!\Where's everyone else?\Don't worry about them.\Just come here for a sec.\Why? Igarashi-kun?\Sorry. If we can't be alone, let me have you to myself for just a little bit.\Okay? response:	What do I do? For some reason...
context: Igarashi-kun?!\Where's everyone else?\Don't worry about them.\Just come here for a sec.\Why? Igarashi-kun?\Sorry. If we can't be alone, let me have you to myself for just a little bit.\Okay?\What do I do? For some reason... response:	My heart's beating really fast.
context: Where's everyone else?\Don't worry about them.\Just come here for a sec.\Why? Igarashi-kun?\Sorry. If we can't be alone, let me have you to myself for just a little bit.\Okay?\What do I do? For some reason...\My heart's beating really fast. response:	Smile.
context: Don't worry about them.\Just come here for a sec.\Why? Igarashi-kun?\Sorry. If we can't be alone, let me have you to myself for just a little bit.\Okay?\What do I do? For some reason...\My heart's beating really fast.\Smile. response:	Wait!
context: Just come here for a sec.\Why? Igarashi-kun?\Sorry. If we can't be alone, let me have you to myself for just a little bit.\Okay?\What do I do? For some reason...\My heart's beating really fast.\Smile.\Wait! response:	Nana, how'd you know?
context: Why? Igarashi-kun?\Sorry. If we can't be alone, let me have you to myself for just a little bit.\Okay?\What do I do? For some reason...\My heart's beating really fast.\Smile.\Wait!\Nana, how'd you know? response:	I know exactly what's on your mind!
context: Sorry. If we can't be alone, let me have you to myself for just a little bit.\Okay?\What do I do? For some reason...\My heart's beating really fast.\Smile.\Wait!\Nana, how'd you know?\I know exactly what's on your mind! response:	Is that right?
context: Okay?\What do I do? For some reason...\My heart's beating really fast.\Smile.\Wait!\Nana, how'd you know?\I know exactly what's on your mind!\Is that right? response:	Score! A 5x7 shot!
context: What do I do? For some reason...\My heart's beating really fast.\Smile.\Wait!\Nana, how'd you know?\I know exactly what's on your mind!\Is that right?\Score! A 5x7 shot! response:	A national treasure! Humanity's pride!
context: My heart's beating really fast.\Smile.\Wait!\Nana, how'd you know?\I know exactly what's on your mind!\Is that right?\Score! A 5x7 shot!\A national treasure! Humanity's pride! response:	Wasn't I just all flustered over a guy like some normal girl?!
context: Smile.\Wait!\Nana, how'd you know?\I know exactly what's on your mind!\Is that right?\Score! A 5x7 shot!\A national treasure! Humanity's pride!\Wasn't I just all flustered over a guy like some normal girl?! response:	What the heck is wrong with me?!
context: Wait!\Nana, how'd you know?\I know exactly what's on your mind!\Is that right?\Score! A 5x7 shot!\A national treasure! Humanity's pride!\Wasn't I just all flustered over a guy like some normal girl?!\What the heck is wrong with me?! response:	Not good.
context: Nana, how'd you know?\I know exactly what's on your mind!\Is that right?\Score! A 5x7 shot!\A national treasure! Humanity's pride!\Wasn't I just all flustered over a guy like some normal girl?!\What the heck is wrong with me?!\Not good. response:	I don't think I can do this!
context: I know exactly what's on your mind!\Is that right?\Score! A 5x7 shot!\A national treasure! Humanity's pride!\Wasn't I just all flustered over a guy like some normal girl?!\What the heck is wrong with me?!\Not good.\I don't think I can do this! response:	I'd like an SLT burger meal. With small fries and cola.
context: Is that right?\Score! A 5x7 shot!\A national treasure! Humanity's pride!\Wasn't I just all flustered over a guy like some normal girl?!\What the heck is wrong with me?!\Not good.\I don't think I can do this!\I'd like an SLT burger meal. With small fries and cola. response:	Captain Teke Teke Full Heart Set. I want it.
context: Score! A 5x7 shot!\A national treasure! Humanity's pride!\Wasn't I just all flustered over a guy like some normal girl?!\What the heck is wrong with me?!\Not good.\I don't think I can do this!\I'd like an SLT burger meal. With small fries and cola.\Captain Teke Teke Full Heart Set. I want it. response:	Captain Teke Teke
context: A national treasure! Humanity's pride!\Wasn't I just all flustered over a guy like some normal girl?!\What the heck is wrong with me?!\Not good.\I don't think I can do this!\I'd like an SLT burger meal. With small fries and cola.\Captain Teke Teke Full Heart Set. I want it.\Captain Teke Teke response:	Eek! It's the captain!
context: Wasn't I just all flustered over a guy like some normal girl?!\What the heck is wrong with me?!\Not good.\I don't think I can do this!\I'd like an SLT burger meal. With small fries and cola.\Captain Teke Teke Full Heart Set. I want it.\Captain Teke Teke\Eek! It's the captain! response:	Serinuma-senpai?
context: What the heck is wrong with me?!\Not good.\I don't think I can do this!\I'd like an SLT burger meal. With small fries and cola.\Captain Teke Teke Full Heart Set. I want it.\Captain Teke Teke\Eek! It's the captain!\Serinuma-senpai? response:	I'll have black tea and apple pie!
context: Not good.\I don't think I can do this!\I'd like an SLT burger meal. With small fries and cola.\Captain Teke Teke Full Heart Set. I want it.\Captain Teke Teke\Eek! It's the captain!\Serinuma-senpai?\I'll have black tea and apple pie! response:	I've gotta ride this out!
