context: Hello, Kawajiri residence. response:	July 16th (Fri) 7:57 AM
context: Yoshikage Kira is too much of a monster.\Either he has to die, or he has to undo Bites the Dust for whatever reason,\or those four are going to die for sure.\Either he has to die, or he has to undo Bites the Dust...\I always thought there was no way I could ever kill someone.\There was no way an 11-year-old boy like me could kill a monster like that.\But there is one way!\A way for an 11-year-old like me to kill him... response:	Just one.
context: Either he has to die, or he has to undo Bites the Dust for whatever reason,\or those four are going to die for sure.\Either he has to die, or he has to undo Bites the Dust...\I always thought there was no way I could ever kill someone.\There was no way an 11-year-old boy like me could kill a monster like that.\But there is one way!\A way for an 11-year-old like me to kill him...\Just one. response:	And it's sleeping quietly in the dark attic like a gun resting in an armory.
context: or those four are going to die for sure.\Either he has to die, or he has to undo Bites the Dust...\I always thought there was no way I could ever kill someone.\There was no way an 11-year-old boy like me could kill a monster like that.\But there is one way!\A way for an 11-year-old like me to kill him...\Just one.\And it's sleeping quietly in the dark attic like a gun resting in an armory. response:	For the first time in my life, I was praying to God from the bottom of my heart.
context: Either he has to die, or he has to undo Bites the Dust...\I always thought there was no way I could ever kill someone.\There was no way an 11-year-old boy like me could kill a monster like that.\But there is one way!\A way for an 11-year-old like me to kill him...\Just one.\And it's sleeping quietly in the dark attic like a gun resting in an armory.\For the first time in my life, I was praying to God from the bottom of my heart. response:	Lord, please let me kill this man somehow.
context: I always thought there was no way I could ever kill someone.\There was no way an 11-year-old boy like me could kill a monster like that.\But there is one way!\A way for an 11-year-old like me to kill him...\Just one.\And it's sleeping quietly in the dark attic like a gun resting in an armory.\For the first time in my life, I was praying to God from the bottom of my heart.\Lord, please let me kill this man somehow. response:	I was right.
context: There was no way an 11-year-old boy like me could kill a monster like that.\But there is one way!\A way for an 11-year-old like me to kill him...\Just one.\And it's sleeping quietly in the dark attic like a gun resting in an armory.\For the first time in my life, I was praying to God from the bottom of my heart.\Lord, please let me kill this man somehow.\I was right. response:	This cat-like plant starts moving when sunlight hits it,
context: But there is one way!\A way for an 11-year-old like me to kill him...\Just one.\And it's sleeping quietly in the dark attic like a gun resting in an armory.\For the first time in my life, I was praying to God from the bottom of my heart.\Lord, please let me kill this man somehow.\I was right.\This cat-like plant starts moving when sunlight hits it, response:	and then attacks by shooting air bullets.
context: A way for an 11-year-old like me to kill him...\Just one.\And it's sleeping quietly in the dark attic like a gun resting in an armory.\For the first time in my life, I was praying to God from the bottom of my heart.\Lord, please let me kill this man somehow.\I was right.\This cat-like plant starts moving when sunlight hits it,\and then attacks by shooting air bullets. response:	And even with just this little bit of light in the room, it's so destructive.
context: Just one.\And it's sleeping quietly in the dark attic like a gun resting in an armory.\For the first time in my life, I was praying to God from the bottom of my heart.\Lord, please let me kill this man somehow.\I was right.\This cat-like plant starts moving when sunlight hits it,\and then attacks by shooting air bullets.\And even with just this little bit of light in the room, it's so destructive. response:	This behavior...
context: And it's sleeping quietly in the dark attic like a gun resting in an armory.\For the first time in my life, I was praying to God from the bottom of my heart.\Lord, please let me kill this man somehow.\I was right.\This cat-like plant starts moving when sunlight hits it,\and then attacks by shooting air bullets.\And even with just this little bit of light in the room, it's so destructive.\This behavior... response:	I'll utilize this behavior
context: For the first time in my life, I was praying to God from the bottom of my heart.\Lord, please let me kill this man somehow.\I was right.\This cat-like plant starts moving when sunlight hits it,\and then attacks by shooting air bullets.\And even with just this little bit of light in the room, it's so destructive.\This behavior...\I'll utilize this behavior response:	and attack him with an air bullet at point blank range.
context: Lord, please let me kill this man somehow.\I was right.\This cat-like plant starts moving when sunlight hits it,\and then attacks by shooting air bullets.\And even with just this little bit of light in the room, it's so destructive.\This behavior...\I'll utilize this behavior\and attack him with an air bullet at point blank range. response:	Point blank range...
context: I was right.\This cat-like plant starts moving when sunlight hits it,\and then attacks by shooting air bullets.\And even with just this little bit of light in the room, it's so destructive.\This behavior...\I'll utilize this behavior\and attack him with an air bullet at point blank range.\Point blank range... response:	But when and how am I supposed to do that?
context: This cat-like plant starts moving when sunlight hits it,\and then attacks by shooting air bullets.\And even with just this little bit of light in the room, it's so destructive.\This behavior...\I'll utilize this behavior\and attack him with an air bullet at point blank range.\Point blank range...\But when and how am I supposed to do that? response:	I can't do it in or near the house.
context: and then attacks by shooting air bullets.\And even with just this little bit of light in the room, it's so destructive.\This behavior...\I'll utilize this behavior\and attack him with an air bullet at point blank range.\Point blank range...\But when and how am I supposed to do that?\I can't do it in or near the house. response:	Mom's here.
context: And even with just this little bit of light in the room, it's so destructive.\This behavior...\I'll utilize this behavior\and attack him with an air bullet at point blank range.\Point blank range...\But when and how am I supposed to do that?\I can't do it in or near the house.\Mom's here. response:	That's it... My hat!
context: This behavior...\I'll utilize this behavior\and attack him with an air bullet at point blank range.\Point blank range...\But when and how am I supposed to do that?\I can't do it in or near the house.\Mom's here.\That's it... My hat! response:	He'll come to put the hat on my head.
context: I'll utilize this behavior\and attack him with an air bullet at point blank range.\Point blank range...\But when and how am I supposed to do that?\I can't do it in or near the house.\Mom's here.\That's it... My hat!\He'll come to put the hat on my head. response:	That'll be point blank range!
context: and attack him with an air bullet at point blank range.\Point blank range...\But when and how am I supposed to do that?\I can't do it in or near the house.\Mom's here.\That's it... My hat!\He'll come to put the hat on my head.\That'll be point blank range! response:	My chance will be when he comes into range behind me.
context: Point blank range...\But when and how am I supposed to do that?\I can't do it in or near the house.\Mom's here.\That's it... My hat!\He'll come to put the hat on my head.\That'll be point blank range!\My chance will be when he comes into range behind me. response:	That's when I have to do it!
context: But when and how am I supposed to do that?\I can't do it in or near the house.\Mom's here.\That's it... My hat!\He'll come to put the hat on my head.\That'll be point blank range!\My chance will be when he comes into range behind me.\That's when I have to do it! response:	What? No way! We're on the air already?
context: I can't do it in or near the house.\Mom's here.\That's it... My hat!\He'll come to put the hat on my head.\That'll be point blank range!\My chance will be when he comes into range behind me.\That's when I have to do it!\What? No way! We're on the air already? response:	Er, um... It's now 7:55...
context: Mom's here.\That's it... My hat!\He'll come to put the hat on my head.\That'll be point blank range!\My chance will be when he comes into range behind me.\That's when I have to do it!\What? No way! We're on the air already?\Er, um... It's now 7:55... response:	Dad was saying that he wanted another cup of coffee.
context: That's it... My hat!\He'll come to put the hat on my head.\That'll be point blank range!\My chance will be when he comes into range behind me.\That's when I have to do it!\What? No way! We're on the air already?\Er, um... It's now 7:55...\Dad was saying that he wanted another cup of coffee. response:	Hello?
context: He'll come to put the hat on my head.\That'll be point blank range!\My chance will be when he comes into range behind me.\That's when I have to do it!\What? No way! We're on the air already?\Er, um... It's now 7:55...\Dad was saying that he wanted another cup of coffee.\Hello? response:	No, you've got the wrong number.
context: That'll be point blank range!\My chance will be when he comes into range behind me.\That's when I have to do it!\What? No way! We're on the air already?\Er, um... It's now 7:55...\Dad was saying that he wanted another cup of coffee.\Hello?\No, you've got the wrong number. response:	This isn't the Sakurai residence.
context: My chance will be when he comes into range behind me.\That's when I have to do it!\What? No way! We're on the air already?\Er, um... It's now 7:55...\Dad was saying that he wanted another cup of coffee.\Hello?\No, you've got the wrong number.\This isn't the Sakurai residence. response:	Here you go, darling. Thanks for waiting.
context: That's when I have to do it!\What? No way! We're on the air already?\Er, um... It's now 7:55...\Dad was saying that he wanted another cup of coffee.\Hello?\No, you've got the wrong number.\This isn't the Sakurai residence.\Here you go, darling. Thanks for waiting. response:	Here's your fresh cup of coffee.
context: What? No way! We're on the air already?\Er, um... It's now 7:55...\Dad was saying that he wanted another cup of coffee.\Hello?\No, you've got the wrong number.\This isn't the Sakurai residence.\Here you go, darling. Thanks for waiting.\Here's your fresh cup of coffee. response:	Right...
context: Er, um... It's now 7:55...\Dad was saying that he wanted another cup of coffee.\Hello?\No, you've got the wrong number.\This isn't the Sakurai residence.\Here you go, darling. Thanks for waiting.\Here's your fresh cup of coffee.\Right... response:	It's a lovely morning.
context: Dad was saying that he wanted another cup of coffee.\Hello?\No, you've got the wrong number.\This isn't the Sakurai residence.\Here you go, darling. Thanks for waiting.\Here's your fresh cup of coffee.\Right...\It's a lovely morning. response:	I guess it wouldn't hurt to have another cup before I go to work.
context: Hello?\No, you've got the wrong number.\This isn't the Sakurai residence.\Here you go, darling. Thanks for waiting.\Here's your fresh cup of coffee.\Right...\It's a lovely morning.\I guess it wouldn't hurt to have another cup before I go to work. response:	Fate doesn't change with Bites the Dust, right?
context: No, you've got the wrong number.\This isn't the Sakurai residence.\Here you go, darling. Thanks for waiting.\Here's your fresh cup of coffee.\Right...\It's a lovely morning.\I guess it wouldn't hurt to have another cup before I go to work.\Fate doesn't change with Bites the Dust, right? response:	Something that's been destroyed once will be destroyed, no matter how much I fight it.
context: This isn't the Sakurai residence.\Here you go, darling. Thanks for waiting.\Here's your fresh cup of coffee.\Right...\It's a lovely morning.\I guess it wouldn't hurt to have another cup before I go to work.\Fate doesn't change with Bites the Dust, right?\Something that's been destroyed once will be destroyed, no matter how much I fight it. response:	You said that, didn't you?
context: Here you go, darling. Thanks for waiting.\Here's your fresh cup of coffee.\Right...\It's a lovely morning.\I guess it wouldn't hurt to have another cup before I go to work.\Fate doesn't change with Bites the Dust, right?\Something that's been destroyed once will be destroyed, no matter how much I fight it.\You said that, didn't you? response:	My precious tea set!
context: Here's your fresh cup of coffee.\Right...\It's a lovely morning.\I guess it wouldn't hurt to have another cup before I go to work.\Fate doesn't change with Bites the Dust, right?\Something that's been destroyed once will be destroyed, no matter how much I fight it.\You said that, didn't you?\My precious tea set! response:	Serves you right!
context: Right...\It's a lovely morning.\I guess it wouldn't hurt to have another cup before I go to work.\Fate doesn't change with Bites the Dust, right?\Something that's been destroyed once will be destroyed, no matter how much I fight it.\You said that, didn't you?\My precious tea set!\Serves you right! response:	All right, Mom, I'm heading to school!
context: It's a lovely morning.\I guess it wouldn't hurt to have another cup before I go to work.\Fate doesn't change with Bites the Dust, right?\Something that's been destroyed once will be destroyed, no matter how much I fight it.\You said that, didn't you?\My precious tea set!\Serves you right!\All right, Mom, I'm heading to school! response:	I'll be there for you. I'll protect you forever, Mom!
context: I guess it wouldn't hurt to have another cup before I go to work.\Fate doesn't change with Bites the Dust, right?\Something that's been destroyed once will be destroyed, no matter how much I fight it.\You said that, didn't you?\My precious tea set!\Serves you right!\All right, Mom, I'm heading to school!\I'll be there for you. I'll protect you forever, Mom! response:	I can't believe it.
context: Fate doesn't change with Bites the Dust, right?\Something that's been destroyed once will be destroyed, no matter how much I fight it.\You said that, didn't you?\My precious tea set!\Serves you right!\All right, Mom, I'm heading to school!\I'll be there for you. I'll protect you forever, Mom!\I can't believe it. response:	I really never have any idea what he's thinking... But...
context: Something that's been destroyed once will be destroyed, no matter how much I fight it.\You said that, didn't you?\My precious tea set!\Serves you right!\All right, Mom, I'm heading to school!\I'll be there for you. I'll protect you forever, Mom!\I can't believe it.\I really never have any idea what he's thinking... But... response:	Maybe he's not so bad after all.
context: You said that, didn't you?\My precious tea set!\Serves you right!\All right, Mom, I'm heading to school!\I'll be there for you. I'll protect you forever, Mom!\I can't believe it.\I really never have any idea what he's thinking... But...\Maybe he's not so bad after all. response:	Oh, it's fine. I'll clean that up.
context: My precious tea set!\Serves you right!\All right, Mom, I'm heading to school!\I'll be there for you. I'll protect you forever, Mom!\I can't believe it.\I really never have any idea what he's thinking... But...\Maybe he's not so bad after all.\Oh, it's fine. I'll clean that up. response:	There's nothing we can do now that it's broken.
context: Serves you right!\All right, Mom, I'm heading to school!\I'll be there for you. I'll protect you forever, Mom!\I can't believe it.\I really never have any idea what he's thinking... But...\Maybe he's not so bad after all.\Oh, it's fine. I'll clean that up.\There's nothing we can do now that it's broken. response:	More importantly, did you get burnt?
context: All right, Mom, I'm heading to school!\I'll be there for you. I'll protect you forever, Mom!\I can't believe it.\I really never have any idea what he's thinking... But...\Maybe he's not so bad after all.\Oh, it's fine. I'll clean that up.\There's nothing we can do now that it's broken.\More importantly, did you get burnt? response:	No... I'm fine.
context: I'll be there for you. I'll protect you forever, Mom!\I can't believe it.\I really never have any idea what he's thinking... But...\Maybe he's not so bad after all.\Oh, it's fine. I'll clean that up.\There's nothing we can do now that it's broken.\More importantly, did you get burnt?\No... I'm fine. response:	He's not here yet...
context: I can't believe it.\I really never have any idea what he's thinking... But...\Maybe he's not so bad after all.\Oh, it's fine. I'll clean that up.\There's nothing we can do now that it's broken.\More importantly, did you get burnt?\No... I'm fine.\He's not here yet... response:	H-He's not here... He's not here yet.
context: I really never have any idea what he's thinking... But...\Maybe he's not so bad after all.\Oh, it's fine. I'll clean that up.\There's nothing we can do now that it's broken.\More importantly, did you get burnt?\No... I'm fine.\He's not here yet...\H-He's not here... He's not here yet. response:	S-Something's wrong. He should have already been here by now...
context: Maybe he's not so bad after all.\Oh, it's fine. I'll clean that up.\There's nothing we can do now that it's broken.\More importantly, did you get burnt?\No... I'm fine.\He's not here yet...\H-He's not here... He's not here yet.\S-Something's wrong. He should have already been here by now... response:	Why isn't he here?
context: Oh, it's fine. I'll clean that up.\There's nothing we can do now that it's broken.\More importantly, did you get burnt?\No... I'm fine.\He's not here yet...\H-He's not here... He's not here yet.\S-Something's wrong. He should have already been here by now...\Why isn't he here? response:	Ugh, the forecast didn't say it was going to rain!
context: There's nothing we can do now that it's broken.\More importantly, did you get burnt?\No... I'm fine.\He's not here yet...\H-He's not here... He's not here yet.\S-Something's wrong. He should have already been here by now...\Why isn't he here?\Ugh, the forecast didn't say it was going to rain! response:	I-It's starting to rain!
context: More importantly, did you get burnt?\No... I'm fine.\He's not here yet...\H-He's not here... He's not here yet.\S-Something's wrong. He should have already been here by now...\Why isn't he here?\Ugh, the forecast didn't say it was going to rain!\I-It's starting to rain! response:	Did fate change because I left the house before him?
context: No... I'm fine.\He's not here yet...\H-He's not here... He's not here yet.\S-Something's wrong. He should have already been here by now...\Why isn't he here?\Ugh, the forecast didn't say it was going to rain!\I-It's starting to rain!\Did fate change because I left the house before him? response:	No, that can't be!
context: He's not here yet...\H-He's not here... He's not here yet.\S-Something's wrong. He should have already been here by now...\Why isn't he here?\Ugh, the forecast didn't say it was going to rain!\I-It's starting to rain!\Did fate change because I left the house before him?\No, that can't be! response:	If he's coming to put the hat on my head,
context: H-He's not here... He's not here yet.\S-Something's wrong. He should have already been here by now...\Why isn't he here?\Ugh, the forecast didn't say it was going to rain!\I-It's starting to rain!\Did fate change because I left the house before him?\No, that can't be!\If he's coming to put the hat on my head, response:	he should definitely come up from behind me.
context: S-Something's wrong. He should have already been here by now...\Why isn't he here?\Ugh, the forecast didn't say it was going to rain!\I-It's starting to rain!\Did fate change because I left the house before him?\No, that can't be!\If he's coming to put the hat on my head,\he should definitely come up from behind me. response:	L-Lightning struck the Pepsi sign!
context: Why isn't he here?\Ugh, the forecast didn't say it was going to rain!\I-It's starting to rain!\Did fate change because I left the house before him?\No, that can't be!\If he's coming to put the hat on my head,\he should definitely come up from behind me.\L-Lightning struck the Pepsi sign! response:	Calm down. Calm down! There are still two minutes left!
context: Ugh, the forecast didn't say it was going to rain!\I-It's starting to rain!\Did fate change because I left the house before him?\No, that can't be!\If he's coming to put the hat on my head,\he should definitely come up from behind me.\L-Lightning struck the Pepsi sign!\Calm down. Calm down! There are still two minutes left! response:	There's more than two minutes before Rohan Kishibe is automatically blown away.
context: I-It's starting to rain!\Did fate change because I left the house before him?\No, that can't be!\If he's coming to put the hat on my head,\he should definitely come up from behind me.\L-Lightning struck the Pepsi sign!\Calm down. Calm down! There are still two minutes left!\There's more than two minutes before Rohan Kishibe is automatically blown away. response:	I need to believe in fate
context: Did fate change because I left the house before him?\No, that can't be!\If he's coming to put the hat on my head,\he should definitely come up from behind me.\L-Lightning struck the Pepsi sign!\Calm down. Calm down! There are still two minutes left!\There's more than two minutes before Rohan Kishibe is automatically blown away.\I need to believe in fate response:	H-He's already by that tree... He's already right there!
context: No, that can't be!\If he's coming to put the hat on my head,\he should definitely come up from behind me.\L-Lightning struck the Pepsi sign!\Calm down. Calm down! There are still two minutes left!\There's more than two minutes before Rohan Kishibe is automatically blown away.\I need to believe in fate\H-He's already by that tree... He's already right there! response:	What a lovely morning. But Hayato was acting strangely...
context: If he's coming to put the hat on my head,\he should definitely come up from behind me.\L-Lightning struck the Pepsi sign!\Calm down. Calm down! There are still two minutes left!\There's more than two minutes before Rohan Kishibe is automatically blown away.\I need to believe in fate\H-He's already by that tree... He's already right there!\What a lovely morning. But Hayato was acting strangely... response:	What was that?
context: he should definitely come up from behind me.\L-Lightning struck the Pepsi sign!\Calm down. Calm down! There are still two minutes left!\There's more than two minutes before Rohan Kishibe is automatically blown away.\I need to believe in fate\H-He's already by that tree... He's already right there!\What a lovely morning. But Hayato was acting strangely...\What was that? response:	It's just a hunch, but something was strange...
context: L-Lightning struck the Pepsi sign!\Calm down. Calm down! There are still two minutes left!\There's more than two minutes before Rohan Kishibe is automatically blown away.\I need to believe in fate\H-He's already by that tree... He's already right there!\What a lovely morning. But Hayato was acting strangely...\What was that?\It's just a hunch, but something was strange... response:	It appears that we've repeated this morning
context: Calm down. Calm down! There are still two minutes left!\There's more than two minutes before Rohan Kishibe is automatically blown away.\I need to believe in fate\H-He's already by that tree... He's already right there!\What a lovely morning. But Hayato was acting strangely...\What was that?\It's just a hunch, but something was strange...\It appears that we've repeated this morning response:	three... no, four times now.
context: There's more than two minutes before Rohan Kishibe is automatically blown away.\I need to believe in fate\H-He's already by that tree... He's already right there!\What a lovely morning. But Hayato was acting strangely...\What was that?\It's just a hunch, but something was strange...\It appears that we've repeated this morning\three... no, four times now. response:	I-Is he just that intuitive?
context: I need to believe in fate\H-He's already by that tree... He's already right there!\What a lovely morning. But Hayato was acting strangely...\What was that?\It's just a hunch, but something was strange...\It appears that we've repeated this morning\three... no, four times now.\I-Is he just that intuitive? response:	But there's no more time!
context: H-He's already by that tree... He's already right there!\What a lovely morning. But Hayato was acting strangely...\What was that?\It's just a hunch, but something was strange...\It appears that we've repeated this morning\three... no, four times now.\I-Is he just that intuitive?\But there's no more time! response:	I'll just have to attack him from here.
context: What a lovely morning. But Hayato was acting strangely...\What was that?\It's just a hunch, but something was strange...\It appears that we've repeated this morning\three... no, four times now.\I-Is he just that intuitive?\But there's no more time!\I'll just have to attack him from here. response:	D-Did he figure out that I have the cat plant,
context: What was that?\It's just a hunch, but something was strange...\It appears that we've repeated this morning\three... no, four times now.\I-Is he just that intuitive?\But there's no more time!\I'll just have to attack him from here.\D-Did he figure out that I have the cat plant, response:	and that's why he's not coming near me?
context: It's just a hunch, but something was strange...\It appears that we've repeated this morning\three... no, four times now.\I-Is he just that intuitive?\But there's no more time!\I'll just have to attack him from here.\D-Did he figure out that I have the cat plant,\and that's why he's not coming near me? response:	No... He's too close if he knows that.
context: It appears that we've repeated this morning\three... no, four times now.\I-Is he just that intuitive?\But there's no more time!\I'll just have to attack him from here.\D-Did he figure out that I have the cat plant,\and that's why he's not coming near me?\No... He's too close if he knows that. response:	But I have to completely defeat him in one shot.
context: three... no, four times now.\I-Is he just that intuitive?\But there's no more time!\I'll just have to attack him from here.\D-Did he figure out that I have the cat plant,\and that's why he's not coming near me?\No... He's too close if he knows that.\But I have to completely defeat him in one shot. response:	If I miss, Rohan will explode, and then he'll undo Bites the Dust
context: I-Is he just that intuitive?\But there's no more time!\I'll just have to attack him from here.\D-Did he figure out that I have the cat plant,\and that's why he's not coming near me?\No... He's too close if he knows that.\But I have to completely defeat him in one shot.\If I miss, Rohan will explode, and then he'll undo Bites the Dust response:	after the other four are eliminated.
context: But there's no more time!\I'll just have to attack him from here.\D-Did he figure out that I have the cat plant,\and that's why he's not coming near me?\No... He's too close if he knows that.\But I have to completely defeat him in one shot.\If I miss, Rohan will explode, and then he'll undo Bites the Dust\after the other four are eliminated. response:	If that happens, he's going to win!
context: I'll just have to attack him from here.\D-Did he figure out that I have the cat plant,\and that's why he's not coming near me?\No... He's too close if he knows that.\But I have to completely defeat him in one shot.\If I miss, Rohan will explode, and then he'll undo Bites the Dust\after the other four are eliminated.\If that happens, he's going to win! response:	There's no time! Damn it...
context: D-Did he figure out that I have the cat plant,\and that's why he's not coming near me?\No... He's too close if he knows that.\But I have to completely defeat him in one shot.\If I miss, Rohan will explode, and then he'll undo Bites the Dust\after the other four are eliminated.\If that happens, he's going to win!\There's no time! Damn it... response:	Just one more step to the left!
context: and that's why he's not coming near me?\No... He's too close if he knows that.\But I have to completely defeat him in one shot.\If I miss, Rohan will explode, and then he'll undo Bites the Dust\after the other four are eliminated.\If that happens, he's going to win!\There's no time! Damn it...\Just one more step to the left! response:	If he just steps out from behind that filthy tree,
context: No... He's too close if he knows that.\But I have to completely defeat him in one shot.\If I miss, Rohan will explode, and then he'll undo Bites the Dust\after the other four are eliminated.\If that happens, he's going to win!\There's no time! Damn it...\Just one more step to the left!\If he just steps out from behind that filthy tree, response:	I can attack!
context: But I have to completely defeat him in one shot.\If I miss, Rohan will explode, and then he'll undo Bites the Dust\after the other four are eliminated.\If that happens, he's going to win!\There's no time! Damn it...\Just one more step to the left!\If he just steps out from behind that filthy tree,\I can attack! response:	What?! H-He's hidden himself even more!
context: If I miss, Rohan will explode, and then he'll undo Bites the Dust\after the other four are eliminated.\If that happens, he's going to win!\There's no time! Damn it...\Just one more step to the left!\If he just steps out from behind that filthy tree,\I can attack!\What?! H-He's hidden himself even more! response:	The look in Hayato's eyes when he left the house...
context: after the other four are eliminated.\If that happens, he's going to win!\There's no time! Damn it...\Just one more step to the left!\If he just steps out from behind that filthy tree,\I can attack!\What?! H-He's hidden himself even more!\The look in Hayato's eyes when he left the house... response:	He looked determined about something.
context: If that happens, he's going to win!\There's no time! Damn it...\Just one more step to the left!\If he just steps out from behind that filthy tree,\I can attack!\What?! H-He's hidden himself even more!\The look in Hayato's eyes when he left the house...\He looked determined about something. response:	It's the same look that the loathsome Koichi Hirose and shitbag Josuke have.
context: There's no time! Damn it...\Just one more step to the left!\If he just steps out from behind that filthy tree,\I can attack!\What?! H-He's hidden himself even more!\The look in Hayato's eyes when he left the house...\He looked determined about something.\It's the same look that the loathsome Koichi Hirose and shitbag Josuke have. response:	My hunch is telling me to carefully observe him...
context: Just one more step to the left!\If he just steps out from behind that filthy tree,\I can attack!\What?! H-He's hidden himself even more!\The look in Hayato's eyes when he left the house...\He looked determined about something.\It's the same look that the loathsome Koichi Hirose and shitbag Josuke have.\My hunch is telling me to carefully observe him... response:	Though there really isn't much that Hayato can do...
context: If he just steps out from behind that filthy tree,\I can attack!\What?! H-He's hidden himself even more!\The look in Hayato's eyes when he left the house...\He looked determined about something.\It's the same look that the loathsome Koichi Hirose and shitbag Josuke have.\My hunch is telling me to carefully observe him...\Though there really isn't much that Hayato can do... response:	It's too late!
context: I can attack!\What?! H-He's hidden himself even more!\The look in Hayato's eyes when he left the house...\He looked determined about something.\It's the same look that the loathsome Koichi Hirose and shitbag Josuke have.\My hunch is telling me to carefully observe him...\Though there really isn't much that Hayato can do...\It's too late! response:	Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start!
context: What?! H-He's hidden himself even more!\The look in Hayato's eyes when he left the house...\He looked determined about something.\It's the same look that the loathsome Koichi Hirose and shitbag Josuke have.\My hunch is telling me to carefully observe him...\Though there really isn't much that Hayato can do...\It's too late!\Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start! response:	That brat is shaking.
context: The look in Hayato's eyes when he left the house...\He looked determined about something.\It's the same look that the loathsome Koichi Hirose and shitbag Josuke have.\My hunch is telling me to carefully observe him...\Though there really isn't much that Hayato can do...\It's too late!\Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start!\That brat is shaking. response:	Those eyes look like a despaired mouse drowning in a cesspool.
context: He looked determined about something.\It's the same look that the loathsome Koichi Hirose and shitbag Josuke have.\My hunch is telling me to carefully observe him...\Though there really isn't much that Hayato can do...\It's too late!\Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start!\That brat is shaking.\Those eyes look like a despaired mouse drowning in a cesspool. response:	I guess I was just imagining his determination.
context: It's the same look that the loathsome Koichi Hirose and shitbag Josuke have.\My hunch is telling me to carefully observe him...\Though there really isn't much that Hayato can do...\It's too late!\Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start!\That brat is shaking.\Those eyes look like a despaired mouse drowning in a cesspool.\I guess I was just imagining his determination. response:	Those are definitely the eyes of a loser.
context: My hunch is telling me to carefully observe him...\Though there really isn't much that Hayato can do...\It's too late!\Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start!\That brat is shaking.\Those eyes look like a despaired mouse drowning in a cesspool.\I guess I was just imagining his determination.\Those are definitely the eyes of a loser. response:	He moved!
context: Though there really isn't much that Hayato can do...\It's too late!\Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start!\That brat is shaking.\Those eyes look like a despaired mouse drowning in a cesspool.\I guess I was just imagining his determination.\Those are definitely the eyes of a loser.\He moved! response:	I came to bring the hat you forgot, Hayato.
context: It's too late!\Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start!\That brat is shaking.\Those eyes look like a despaired mouse drowning in a cesspool.\I guess I was just imagining his determination.\Those are definitely the eyes of a loser.\He moved!\I came to bring the hat you forgot, Hayato. response:	If there is a God, I thank you!
context: Once it's a few seconds past 8:29, the attack on Rohan Kishibe will start!\That brat is shaking.\Those eyes look like a despaired mouse drowning in a cesspool.\I guess I was just imagining his determination.\Those are definitely the eyes of a loser.\He moved!\I came to bring the hat you forgot, Hayato.\If there is a God, I thank you! response:	I thank the fate that got this murderer to move from behind that tree!
context: That brat is shaking.\Those eyes look like a despaired mouse drowning in a cesspool.\I guess I was just imagining his determination.\Those are definitely the eyes of a loser.\He moved!\I came to bring the hat you forgot, Hayato.\If there is a God, I thank you!\I thank the fate that got this murderer to move from behind that tree! response:	I feel a fighting spirit burning within me!
context: Those eyes look like a despaired mouse drowning in a cesspool.\I guess I was just imagining his determination.\Those are definitely the eyes of a loser.\He moved!\I came to bring the hat you forgot, Hayato.\If there is a God, I thank you!\I thank the fate that got this murderer to move from behind that tree!\I feel a fighting spirit burning within me! response:	Take this, Yoshikage Kira!
context: I guess I was just imagining his determination.\Those are definitely the eyes of a loser.\He moved!\I came to bring the hat you forgot, Hayato.\If there is a God, I thank you!\I thank the fate that got this murderer to move from behind that tree!\I feel a fighting spirit burning within me!\Take this, Yoshikage Kira! response:	What?!
context: Those are definitely the eyes of a loser.\He moved!\I came to bring the hat you forgot, Hayato.\If there is a God, I thank you!\I thank the fate that got this murderer to move from behind that tree!\I feel a fighting spirit burning within me!\Take this, Yoshikage Kira!\What?! response:	Y-Yes!
context: He moved!\I came to bring the hat you forgot, Hayato.\If there is a God, I thank you!\I thank the fate that got this murderer to move from behind that tree!\I feel a fighting spirit burning within me!\Take this, Yoshikage Kira!\What?!\Y-Yes! response:	I hit him dead-on! I... I did it!
context: I came to bring the hat you forgot, Hayato.\If there is a God, I thank you!\I thank the fate that got this murderer to move from behind that tree!\I feel a fighting spirit burning within me!\Take this, Yoshikage Kira!\What?!\Y-Yes!\I hit him dead-on! I... I did it! response:	Hayato Kawajiri's not coming...
context: If there is a God, I thank you!\I thank the fate that got this murderer to move from behind that tree!\I feel a fighting spirit burning within me!\Take this, Yoshikage Kira!\What?!\Y-Yes!\I hit him dead-on! I... I did it!\Hayato Kawajiri's not coming... response:	I guess he must've taken a different route to school.
context: I thank the fate that got this murderer to move from behind that tree!\I feel a fighting spirit burning within me!\Take this, Yoshikage Kira!\What?!\Y-Yes!\I hit him dead-on! I... I did it!\Hayato Kawajiri's not coming...\I guess he must've taken a different route to school. response:	This is the end, you murderer!
context: I feel a fighting spirit burning within me!\Take this, Yoshikage Kira!\What?!\Y-Yes!\I hit him dead-on! I... I did it!\Hayato Kawajiri's not coming...\I guess he must've taken a different route to school.\This is the end, you murderer! response:	Wh-Wh-What?!
