context: Suioh University response:	Hooray for spring.
context: Beginner Upgrade Courses Step 5: Affix Decals\Hmm.\How are they?\Good job...\That just leaves the finishing touch, matte paint.\Yes sir!\This is something where mistakes are irrevocable...\Yes sir! response:	We'll start with Ohno.
context: Hmm.\How are they?\Good job...\That just leaves the finishing touch, matte paint.\Yes sir!\This is something where mistakes are irrevocable...\Yes sir!\We'll start with Ohno. response:	Yes, please.
context: How are they?\Good job...\That just leaves the finishing touch, matte paint.\Yes sir!\This is something where mistakes are irrevocable...\Yes sir!\We'll start with Ohno.\Yes, please. response:	See?
context: Good job...\That just leaves the finishing touch, matte paint.\Yes sir!\This is something where mistakes are irrevocable...\Yes sir!\We'll start with Ohno.\Yes, please.\See? response:	It's a snap of the wrist like this...
context: That just leaves the finishing touch, matte paint.\Yes sir!\This is something where mistakes are irrevocable...\Yes sir!\We'll start with Ohno.\Yes, please.\See?\It's a snap of the wrist like this... response:	So you don't end up with unevenness.
context: Yes sir!\This is something where mistakes are irrevocable...\Yes sir!\We'll start with Ohno.\Yes, please.\See?\It's a snap of the wrist like this...\So you don't end up with unevenness. response:	L-Like this?
context: This is something where mistakes are irrevocable...\Yes sir!\We'll start with Ohno.\Yes, please.\See?\It's a snap of the wrist like this...\So you don't end up with unevenness.\L-Like this? response:	Ah, nice, that's the way.
context: Yes sir!\We'll start with Ohno.\Yes, please.\See?\It's a snap of the wrist like this...\So you don't end up with unevenness.\L-Like this?\Ah, nice, that's the way. response:	All right then...
context: We'll start with Ohno.\Yes, please.\See?\It's a snap of the wrist like this...\So you don't end up with unevenness.\L-Like this?\Ah, nice, that's the way.\All right then... response:	The wind's messing me up!
context: Yes, please.\See?\It's a snap of the wrist like this...\So you don't end up with unevenness.\L-Like this?\Ah, nice, that's the way.\All right then...\The wind's messing me up! response:	You have to time it right.
context: See?\It's a snap of the wrist like this...\So you don't end up with unevenness.\L-Like this?\Ah, nice, that's the way.\All right then...\The wind's messing me up!\You have to time it right. response:	Uh, for now dry it off!
context: It's a snap of the wrist like this...\So you don't end up with unevenness.\L-Like this?\Ah, nice, that's the way.\All right then...\The wind's messing me up!\You have to time it right.\Uh, for now dry it off! response:	Then sandpaper it again!
context: So you don't end up with unevenness.\L-Like this?\Ah, nice, that's the way.\All right then...\The wind's messing me up!\You have to time it right.\Uh, for now dry it off!\Then sandpaper it again! response:	Y-Yes sir!
context: L-Like this?\Ah, nice, that's the way.\All right then...\The wind's messing me up!\You have to time it right.\Uh, for now dry it off!\Then sandpaper it again!\Y-Yes sir! response:	First carefully strip it off. Carefully...
context: Ah, nice, that's the way.\All right then...\The wind's messing me up!\You have to time it right.\Uh, for now dry it off!\Then sandpaper it again!\Y-Yes sir!\First carefully strip it off. Carefully... response:	Y-Yes sir!
context: All right then...\The wind's messing me up!\You have to time it right.\Uh, for now dry it off!\Then sandpaper it again!\Y-Yes sir!\First carefully strip it off. Carefully...\Y-Yes sir! response:	Something's on my JM too!
context: The wind's messing me up!\You have to time it right.\Uh, for now dry it off!\Then sandpaper it again!\Y-Yes sir!\First carefully strip it off. Carefully...\Y-Yes sir!\Something's on my JM too! response:	That Federation peon can wait!
context: You have to time it right.\Uh, for now dry it off!\Then sandpaper it again!\Y-Yes sir!\First carefully strip it off. Carefully...\Y-Yes sir!\Something's on my JM too!\That Federation peon can wait! response:	Say what?
context: Uh, for now dry it off!\Then sandpaper it again!\Y-Yes sir!\First carefully strip it off. Carefully...\Y-Yes sir!\Something's on my JM too!\That Federation peon can wait!\Say what? response:	Say what? They take this stuff so seriously...
context: Then sandpaper it again!\Y-Yes sir!\First carefully strip it off. Carefully...\Y-Yes sir!\Something's on my JM too!\That Federation peon can wait!\Say what?\Say what? They take this stuff so seriously... response:	They take this stuff so seriously...
context: Y-Yes sir!\First carefully strip it off. Carefully...\Y-Yes sir!\Something's on my JM too!\That Federation peon can wait!\Say what?\Say what? They take this stuff so seriously...\They take this stuff so seriously... response:	Tanaka, you're a Zuon guy? They take this stuff so seriously...
context: First carefully strip it off. Carefully...\Y-Yes sir!\Something's on my JM too!\That Federation peon can wait!\Say what?\Say what? They take this stuff so seriously...\They take this stuff so seriously...\Tanaka, you're a Zuon guy? They take this stuff so seriously... response:	They take this stuff so seriously...
context: Y-Yes sir!\Something's on my JM too!\That Federation peon can wait!\Say what?\Say what? They take this stuff so seriously...\They take this stuff so seriously...\Tanaka, you're a Zuon guy? They take this stuff so seriously...\They take this stuff so seriously... response:	It came off! They take this stuff so seriously...
context: Something's on my JM too!\That Federation peon can wait!\Say what?\Say what? They take this stuff so seriously...\They take this stuff so seriously...\Tanaka, you're a Zuon guy? They take this stuff so seriously...\They take this stuff so seriously...\It came off! They take this stuff so seriously... response:	My JM!
context: That Federation peon can wait!\Say what?\Say what? They take this stuff so seriously...\They take this stuff so seriously...\Tanaka, you're a Zuon guy? They take this stuff so seriously...\They take this stuff so seriously...\It came off! They take this stuff so seriously...\My JM! response:	Hey!
context: Say what?\Say what? They take this stuff so seriously...\They take this stuff so seriously...\Tanaka, you're a Zuon guy? They take this stuff so seriously...\They take this stuff so seriously...\It came off! They take this stuff so seriously...\My JM!\Hey! response:	Genshiken!
context: Say what? They take this stuff so seriously...\They take this stuff so seriously...\Tanaka, you're a Zuon guy? They take this stuff so seriously...\They take this stuff so seriously...\It came off! They take this stuff so seriously...\My JM!\Hey!\Genshiken! response:	I don't know what the hell you're doing, but don't pollute the courtyard!
context: They take this stuff so seriously...\Tanaka, you're a Zuon guy? They take this stuff so seriously...\They take this stuff so seriously...\It came off! They take this stuff so seriously...\My JM!\Hey!\Genshiken!\I don't know what the hell you're doing, but don't pollute the courtyard! response:	No, we're just...
context: Tanaka, you're a Zuon guy? They take this stuff so seriously...\They take this stuff so seriously...\It came off! They take this stuff so seriously...\My JM!\Hey!\Genshiken!\I don't know what the hell you're doing, but don't pollute the courtyard!\No, we're just... response:	What's that stink?
context: They take this stuff so seriously...\It came off! They take this stuff so seriously...\My JM!\Hey!\Genshiken!\I don't know what the hell you're doing, but don't pollute the courtyard!\No, we're just...\What's that stink? response:	Clean it up immediately!
context: It came off! They take this stuff so seriously...\My JM!\Hey!\Genshiken!\I don't know what the hell you're doing, but don't pollute the courtyard!\No, we're just...\What's that stink?\Clean it up immediately! response:	That tension.
context: My JM!\Hey!\Genshiken!\I don't know what the hell you're doing, but don't pollute the courtyard!\No, we're just...\What's that stink?\Clean it up immediately!\That tension. response:	Huh?
context: Hey!\Genshiken!\I don't know what the hell you're doing, but don't pollute the courtyard!\No, we're just...\What's that stink?\Clean it up immediately!\That tension.\Huh? response:	To be frank, it's a drag.
context: Genshiken!\I don't know what the hell you're doing, but don't pollute the courtyard!\No, we're just...\What's that stink?\Clean it up immediately!\That tension.\Huh?\To be frank, it's a drag. response:	Huh?
context: I don't know what the hell you're doing, but don't pollute the courtyard!\No, we're just...\What's that stink?\Clean it up immediately!\That tension.\Huh?\To be frank, it's a drag.\Huh? response:	All you do is scream your head off!
context: No, we're just...\What's that stink?\Clean it up immediately!\That tension.\Huh?\To be frank, it's a drag.\Huh?\All you do is scream your head off! response:	And just when have I done that?
context: What's that stink?\Clean it up immediately!\That tension.\Huh?\To be frank, it's a drag.\Huh?\All you do is scream your head off!\And just when have I done that? response:	You're doing it now!
context: Clean it up immediately!\That tension.\Huh?\To be frank, it's a drag.\Huh?\All you do is scream your head off!\And just when have I done that?\You're doing it now! response:	All I did was give those three the warning they deserve!
context: That tension.\Huh?\To be frank, it's a drag.\Huh?\All you do is scream your head off!\And just when have I done that?\You're doing it now!\All I did was give those three the warning they deserve! response:	Dammit, that's why it's a drag!
context: Huh?\To be frank, it's a drag.\Huh?\All you do is scream your head off!\And just when have I done that?\You're doing it now!\All I did was give those three the warning they deserve!\Dammit, that's why it's a drag! response:	What's a drag?
context: To be frank, it's a drag.\Huh?\All you do is scream your head off!\And just when have I done that?\You're doing it now!\All I did was give those three the warning they deserve!\Dammit, that's why it's a drag!\What's a drag? response:	Here it is, springtime, don't you have anything else to do?
context: Huh?\All you do is scream your head off!\And just when have I done that?\You're doing it now!\All I did was give those three the warning they deserve!\Dammit, that's why it's a drag!\What's a drag?\Here it is, springtime, don't you have anything else to do? response:	That's none of your business!
context: All you do is scream your head off!\And just when have I done that?\You're doing it now!\All I did was give those three the warning they deserve!\Dammit, that's why it's a drag!\What's a drag?\Here it is, springtime, don't you have anything else to do?\That's none of your business! response:	Hey, Ohno.
context: And just when have I done that?\You're doing it now!\All I did was give those three the warning they deserve!\Dammit, that's why it's a drag!\What's a drag?\Here it is, springtime, don't you have anything else to do?\That's none of your business!\Hey, Ohno. response:	What's this about?
context: You're doing it now!\All I did was give those three the warning they deserve!\Dammit, that's why it's a drag!\What's a drag?\Here it is, springtime, don't you have anything else to do?\That's none of your business!\Hey, Ohno.\What's this about? response:	I finished the Goaf.
context: All I did was give those three the warning they deserve!\Dammit, that's why it's a drag!\What's a drag?\Here it is, springtime, don't you have anything else to do?\That's none of your business!\Hey, Ohno.\What's this about?\I finished the Goaf. response:	Huh?
context: Dammit, that's why it's a drag!\What's a drag?\Here it is, springtime, don't you have anything else to do?\That's none of your business!\Hey, Ohno.\What's this about?\I finished the Goaf.\Huh? response:	Wow, you finished it...
context: What's a drag?\Here it is, springtime, don't you have anything else to do?\That's none of your business!\Hey, Ohno.\What's this about?\I finished the Goaf.\Huh?\Wow, you finished it... response:	It's not that good though...
context: Here it is, springtime, don't you have anything else to do?\That's none of your business!\Hey, Ohno.\What's this about?\I finished the Goaf.\Huh?\Wow, you finished it...\It's not that good though... response:	Oh well, right? I wouldn't really know...
context: That's none of your business!\Hey, Ohno.\What's this about?\I finished the Goaf.\Huh?\Wow, you finished it...\It's not that good though...\Oh well, right? I wouldn't really know... response:	I'm impressed that you made it to the end!
context: Hey, Ohno.\What's this about?\I finished the Goaf.\Huh?\Wow, you finished it...\It's not that good though...\Oh well, right? I wouldn't really know...\I'm impressed that you made it to the end! response:	Yeah, yeah!
context: What's this about?\I finished the Goaf.\Huh?\Wow, you finished it...\It's not that good though...\Oh well, right? I wouldn't really know...\I'm impressed that you made it to the end!\Yeah, yeah! response:	Um... can I touch it?
context: I finished the Goaf.\Huh?\Wow, you finished it...\It's not that good though...\Oh well, right? I wouldn't really know...\I'm impressed that you made it to the end!\Yeah, yeah!\Um... can I touch it? response:	Uh, um, um...
context: Huh?\Wow, you finished it...\It's not that good though...\Oh well, right? I wouldn't really know...\I'm impressed that you made it to the end!\Yeah, yeah!\Um... can I touch it?\Uh, um, um... response:	Sure.
context: Wow, you finished it...\It's not that good though...\Oh well, right? I wouldn't really know...\I'm impressed that you made it to the end!\Yeah, yeah!\Um... can I touch it?\Uh, um, um...\Sure. response:	Uh, it's okay this time.
context: It's not that good though...\Oh well, right? I wouldn't really know...\I'm impressed that you made it to the end!\Yeah, yeah!\Um... can I touch it?\Uh, um, um...\Sure.\Uh, it's okay this time. response:	If you aren't rough with them, they don't break so easily, right?
context: Oh well, right? I wouldn't really know...\I'm impressed that you made it to the end!\Yeah, yeah!\Um... can I touch it?\Uh, um, um...\Sure.\Uh, it's okay this time.\If you aren't rough with them, they don't break so easily, right? response:	Y-Yes, of course...
context: I'm impressed that you made it to the end!\Yeah, yeah!\Um... can I touch it?\Uh, um, um...\Sure.\Uh, it's okay this time.\If you aren't rough with them, they don't break so easily, right?\Y-Yes, of course... response:	Carefully, then.
context: Yeah, yeah!\Um... can I touch it?\Uh, um, um...\Sure.\Uh, it's okay this time.\If you aren't rough with them, they don't break so easily, right?\Y-Yes, of course...\Carefully, then. response:	Hmm, it bends easier than I expected!
context: Um... can I touch it?\Uh, um, um...\Sure.\Uh, it's okay this time.\If you aren't rough with them, they don't break so easily, right?\Y-Yes, of course...\Carefully, then.\Hmm, it bends easier than I expected! response:	Y-Yeah...
context: Uh, um, um...\Sure.\Uh, it's okay this time.\If you aren't rough with them, they don't break so easily, right?\Y-Yes, of course...\Carefully, then.\Hmm, it bends easier than I expected!\Y-Yeah... response:	Wow, so that's how this works.
context: Sure.\Uh, it's okay this time.\If you aren't rough with them, they don't break so easily, right?\Y-Yes, of course...\Carefully, then.\Hmm, it bends easier than I expected!\Y-Yeah...\Wow, so that's how this works. response:	It moves pretty well!
context: Uh, it's okay this time.\If you aren't rough with them, they don't break so easily, right?\Y-Yes, of course...\Carefully, then.\Hmm, it bends easier than I expected!\Y-Yeah...\Wow, so that's how this works.\It moves pretty well! response:	Huh?
context: If you aren't rough with them, they don't break so easily, right?\Y-Yes, of course...\Carefully, then.\Hmm, it bends easier than I expected!\Y-Yeah...\Wow, so that's how this works.\It moves pretty well!\Huh? response:	Oh, hold the joint when you move it?
context: Y-Yes, of course...\Carefully, then.\Hmm, it bends easier than I expected!\Y-Yeah...\Wow, so that's how this works.\It moves pretty well!\Huh?\Oh, hold the joint when you move it? response:	That's right, as smoothly as possible...
context: Carefully, then.\Hmm, it bends easier than I expected!\Y-Yeah...\Wow, so that's how this works.\It moves pretty well!\Huh?\Oh, hold the joint when you move it?\That's right, as smoothly as possible... response:	Like this?
context: Hmm, it bends easier than I expected!\Y-Yeah...\Wow, so that's how this works.\It moves pretty well!\Huh?\Oh, hold the joint when you move it?\That's right, as smoothly as possible...\Like this? response:	Huh?
context: Y-Yeah...\Wow, so that's how this works.\It moves pretty well!\Huh?\Oh, hold the joint when you move it?\That's right, as smoothly as possible...\Like this?\Huh? response:	Snap?
context: Wow, so that's how this works.\It moves pretty well!\Huh?\Oh, hold the joint when you move it?\That's right, as smoothly as possible...\Like this?\Huh?\Snap? response:	S-Sorry! Looks like the leg came off...
context: It moves pretty well!\Huh?\Oh, hold the joint when you move it?\That's right, as smoothly as possible...\Like this?\Huh?\Snap?\S-Sorry! Looks like the leg came off... response:	I-It's okay! Chances are the polycap just came off...
context: Huh?\Oh, hold the joint when you move it?\That's right, as smoothly as possible...\Like this?\Huh?\Snap?\S-Sorry! Looks like the leg came off...\I-It's okay! Chances are the polycap just came off... response:	It's broken...
context: Oh, hold the joint when you move it?\That's right, as smoothly as possible...\Like this?\Huh?\Snap?\S-Sorry! Looks like the leg came off...\I-It's okay! Chances are the polycap just came off...\It's broken... response:	For real?
context: That's right, as smoothly as possible...\Like this?\Huh?\Snap?\S-Sorry! Looks like the leg came off...\I-It's okay! Chances are the polycap just came off...\It's broken...\For real? response:	It was on purpose! I know it!
context: Like this?\Huh?\Snap?\S-Sorry! Looks like the leg came off...\I-It's okay! Chances are the polycap just came off...\It's broken...\For real?\It was on purpose! I know it! response:	No it wasn't, I didn't mean to!
context: Huh?\Snap?\S-Sorry! Looks like the leg came off...\I-It's okay! Chances are the polycap just came off...\It's broken...\For real?\It was on purpose! I know it!\No it wasn't, I didn't mean to! response:	But you said Hnn!
context: Snap?\S-Sorry! Looks like the leg came off...\I-It's okay! Chances are the polycap just came off...\It's broken...\For real?\It was on purpose! I know it!\No it wasn't, I didn't mean to!\But you said Hnn! response:	What the hell was that all about? They don't usually break this easily!
context: S-Sorry! Looks like the leg came off...\I-It's okay! Chances are the polycap just came off...\It's broken...\For real?\It was on purpose! I know it!\No it wasn't, I didn't mean to!\But you said Hnn!\What the hell was that all about? They don't usually break this easily! response:	Huh?
context: I-It's okay! Chances are the polycap just came off...\It's broken...\For real?\It was on purpose! I know it!\No it wasn't, I didn't mean to!\But you said Hnn!\What the hell was that all about? They don't usually break this easily!\Huh? response:	But... Huh?
context: It's broken...\For real?\It was on purpose! I know it!\No it wasn't, I didn't mean to!\But you said Hnn!\What the hell was that all about? They don't usually break this easily!\Huh?\But... Huh? response:	Tanaka.
context: For real?\It was on purpose! I know it!\No it wasn't, I didn't mean to!\But you said Hnn!\What the hell was that all about? They don't usually break this easily!\Huh?\But... Huh?\Tanaka. response:	Ohno, I'm sorry...
context: It was on purpose! I know it!\No it wasn't, I didn't mean to!\But you said Hnn!\What the hell was that all about? They don't usually break this easily!\Huh?\But... Huh?\Tanaka.\Ohno, I'm sorry... response:	No, it's all right...
context: No it wasn't, I didn't mean to!\But you said Hnn!\What the hell was that all about? They don't usually break this easily!\Huh?\But... Huh?\Tanaka.\Ohno, I'm sorry...\No, it's all right... response:	I'm okay, totally...
context: But you said Hnn!\What the hell was that all about? They don't usually break this easily!\Huh?\But... Huh?\Tanaka.\Ohno, I'm sorry...\No, it's all right...\I'm okay, totally... response:	I'm just fine!
context: What the hell was that all about? They don't usually break this easily!\Huh?\But... Huh?\Tanaka.\Ohno, I'm sorry...\No, it's all right...\I'm okay, totally...\I'm just fine! response:	What?
context: Huh?\But... Huh?\Tanaka.\Ohno, I'm sorry...\No, it's all right...\I'm okay, totally...\I'm just fine!\What? response:	What? Huh? This...
context: But... Huh?\Tanaka.\Ohno, I'm sorry...\No, it's all right...\I'm okay, totally...\I'm just fine!\What?\What? Huh? This... response:	Sorry! I'll make it up to you!
context: Tanaka.\Ohno, I'm sorry...\No, it's all right...\I'm okay, totally...\I'm just fine!\What?\What? Huh? This...\Sorry! I'll make it up to you! response:	We'll go shopping, okay?
context: Ohno, I'm sorry...\No, it's all right...\I'm okay, totally...\I'm just fine!\What?\What? Huh? This...\Sorry! I'll make it up to you!\We'll go shopping, okay? response:	No, you don't need to...
context: No, it's all right...\I'm okay, totally...\I'm just fine!\What?\What? Huh? This...\Sorry! I'll make it up to you!\We'll go shopping, okay?\No, you don't need to... response:	Well, there you have it.
context: I'm okay, totally...\I'm just fine!\What?\What? Huh? This...\Sorry! I'll make it up to you!\We'll go shopping, okay?\No, you don't need to...\Well, there you have it. response:	It's unfortunate, but making it up to her won't bring her Goaf back.
context: I'm just fine!\What?\What? Huh? This...\Sorry! I'll make it up to you!\We'll go shopping, okay?\No, you don't need to...\Well, there you have it.\It's unfortunate, but making it up to her won't bring her Goaf back. response:	That Goaf isn't just a thing that was bought.
context: What?\What? Huh? This...\Sorry! I'll make it up to you!\We'll go shopping, okay?\No, you don't need to...\Well, there you have it.\It's unfortunate, but making it up to her won't bring her Goaf back.\That Goaf isn't just a thing that was bought. response:	Ohno spent a week putting it together herself.
context: What? Huh? This...\Sorry! I'll make it up to you!\We'll go shopping, okay?\No, you don't need to...\Well, there you have it.\It's unfortunate, but making it up to her won't bring her Goaf back.\That Goaf isn't just a thing that was bought.\Ohno spent a week putting it together herself. response:	The accumulation of each and every effort involved...
context: Sorry! I'll make it up to you!\We'll go shopping, okay?\No, you don't need to...\Well, there you have it.\It's unfortunate, but making it up to her won't bring her Goaf back.\That Goaf isn't just a thing that was bought.\Ohno spent a week putting it together herself.\The accumulation of each and every effort involved... response:	It's not something that can be healed by buying the same kit.
context: We'll go shopping, okay?\No, you don't need to...\Well, there you have it.\It's unfortunate, but making it up to her won't bring her Goaf back.\That Goaf isn't just a thing that was bought.\Ohno spent a week putting it together herself.\The accumulation of each and every effort involved...\It's not something that can be healed by buying the same kit. response:	Do you understand?
context: No, you don't need to...\Well, there you have it.\It's unfortunate, but making it up to her won't bring her Goaf back.\That Goaf isn't just a thing that was bought.\Ohno spent a week putting it together herself.\The accumulation of each and every effort involved...\It's not something that can be healed by buying the same kit.\Do you understand? response:	Ohno's tears are in and of themselves...
context: Well, there you have it.\It's unfortunate, but making it up to her won't bring her Goaf back.\That Goaf isn't just a thing that was bought.\Ohno spent a week putting it together herself.\The accumulation of each and every effort involved...\It's not something that can be healed by buying the same kit.\Do you understand?\Ohno's tears are in and of themselves... response:	I'm sorry, Ohno...
context: It's unfortunate, but making it up to her won't bring her Goaf back.\That Goaf isn't just a thing that was bought.\Ohno spent a week putting it together herself.\The accumulation of each and every effort involved...\It's not something that can be healed by buying the same kit.\Do you understand?\Ohno's tears are in and of themselves...\I'm sorry, Ohno... response:	No, I'm really alright now.
context: That Goaf isn't just a thing that was bought.\Ohno spent a week putting it together herself.\The accumulation of each and every effort involved...\It's not something that can be healed by buying the same kit.\Do you understand?\Ohno's tears are in and of themselves...\I'm sorry, Ohno...\No, I'm really alright now. response:	Then, I'll do any one thing for you as an apology.
context: Ohno spent a week putting it together herself.\The accumulation of each and every effort involved...\It's not something that can be healed by buying the same kit.\Do you understand?\Ohno's tears are in and of themselves...\I'm sorry, Ohno...\No, I'm really alright now.\Then, I'll do any one thing for you as an apology. response:	What would you like?
context: The accumulation of each and every effort involved...\It's not something that can be healed by buying the same kit.\Do you understand?\Ohno's tears are in and of themselves...\I'm sorry, Ohno...\No, I'm really alright now.\Then, I'll do any one thing for you as an apology.\What would you like? response:	Seriously, anything you say.
context: It's not something that can be healed by buying the same kit.\Do you understand?\Ohno's tears are in and of themselves...\I'm sorry, Ohno...\No, I'm really alright now.\Then, I'll do any one thing for you as an apology.\What would you like?\Seriously, anything you say. response:	Oh, okay...
context: Do you understand?\Ohno's tears are in and of themselves...\I'm sorry, Ohno...\No, I'm really alright now.\Then, I'll do any one thing for you as an apology.\What would you like?\Seriously, anything you say.\Oh, okay... response:	Please cosplay.
context: Ohno's tears are in and of themselves...\I'm sorry, Ohno...\No, I'm really alright now.\Then, I'll do any one thing for you as an apology.\What would you like?\Seriously, anything you say.\Oh, okay...\Please cosplay. response:	Huh?
context: I'm sorry, Ohno...\No, I'm really alright now.\Then, I'll do any one thing for you as an apology.\What would you like?\Seriously, anything you say.\Oh, okay...\Please cosplay.\Huh? response:	B-By the way, how much was that originally?
context: No, I'm really alright now.\Then, I'll do any one thing for you as an apology.\What would you like?\Seriously, anything you say.\Oh, okay...\Please cosplay.\Huh?\B-By the way, how much was that originally? response:	About 3000 yen.
context: Then, I'll do any one thing for you as an apology.\What would you like?\Seriously, anything you say.\Oh, okay...\Please cosplay.\Huh?\B-By the way, how much was that originally?\About 3000 yen. response:	3000...
context: What would you like?\Seriously, anything you say.\Oh, okay...\Please cosplay.\Huh?\B-By the way, how much was that originally?\About 3000 yen.\3000... response:	That's not much for full-body cosplay.
context: Seriously, anything you say.\Oh, okay...\Please cosplay.\Huh?\B-By the way, how much was that originally?\About 3000 yen.\3000...\That's not much for full-body cosplay. response:	How about just one part?
context: Oh, okay...\Please cosplay.\Huh?\B-By the way, how much was that originally?\About 3000 yen.\3000...\That's not much for full-body cosplay.\How about just one part? response:	One part...
context: Please cosplay.\Huh?\B-By the way, how much was that originally?\About 3000 yen.\3000...\That's not much for full-body cosplay.\How about just one part?\One part... response:	Then maybe that would work.
context: Huh?\B-By the way, how much was that originally?\About 3000 yen.\3000...\That's not much for full-body cosplay.\How about just one part?\One part...\Then maybe that would work. response:	T-This, huh?
context: B-By the way, how much was that originally?\About 3000 yen.\3000...\That's not much for full-body cosplay.\How about just one part?\One part...\Then maybe that would work.\T-This, huh? response:	Isn't it a bit much compared to last time?
context: About 3000 yen.\3000...\That's not much for full-body cosplay.\How about just one part?\One part...\Then maybe that would work.\T-This, huh?\Isn't it a bit much compared to last time? response:	You think so?
context: 3000...\That's not much for full-body cosplay.\How about just one part?\One part...\Then maybe that would work.\T-This, huh?\Isn't it a bit much compared to last time?\You think so? response:	I think the maid effect makes it that much cuter.
context: That's not much for full-body cosplay.\How about just one part?\One part...\Then maybe that would work.\T-This, huh?\Isn't it a bit much compared to last time?\You think so?\I think the maid effect makes it that much cuter. response:	Please, meow.
context: How about just one part?\One part...\Then maybe that would work.\T-This, huh?\Isn't it a bit much compared to last time?\You think so?\I think the maid effect makes it that much cuter.\Please, meow. response:	Meow?
context: One part...\Then maybe that would work.\T-This, huh?\Isn't it a bit much compared to last time?\You think so?\I think the maid effect makes it that much cuter.\Please, meow.\Meow? response:	I won't let you trick me!
context: Then maybe that would work.\T-This, huh?\Isn't it a bit much compared to last time?\You think so?\I think the maid effect makes it that much cuter.\Please, meow.\Meow?\I won't let you trick me! response:	Hey, that's no fair, you promised!
context: T-This, huh?\Isn't it a bit much compared to last time?\You think so?\I think the maid effect makes it that much cuter.\Please, meow.\Meow?\I won't let you trick me!\Hey, that's no fair, you promised! response:	What?
context: Isn't it a bit much compared to last time?\You think so?\I think the maid effect makes it that much cuter.\Please, meow.\Meow?\I won't let you trick me!\Hey, that's no fair, you promised!\What? response:	We took no detours or shortcuts...
context: You think so?\I think the maid effect makes it that much cuter.\Please, meow.\Meow?\I won't let you trick me!\Hey, that's no fair, you promised!\What?\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: I think the maid effect makes it that much cuter.\Please, meow.\Meow?\I won't let you trick me!\Hey, that's no fair, you promised!\What?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We aren't quite grown up.
context: Please, meow.\Meow?\I won't let you trick me!\Hey, that's no fair, you promised!\What?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up. response:	Simple but complicated glistening like marbles.
context: Meow?\I won't let you trick me!\Hey, that's no fair, you promised!\What?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles. response:	The time we could see from there sparkled, even if nothing big happened.
context: I won't let you trick me!\Hey, that's no fair, you promised!\What?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened. response:	What we see from the marbles in our hands now is a little different...
context: Hey, that's no fair, you promised!\What?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different... response:	Kasukabe the cat-eared maid...
context: What?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Kasukabe the cat-eared maid... response:	I'm sure she'd be uppity at first, but she'd turn obedient before long...
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Kasukabe the cat-eared maid...\I'm sure she'd be uppity at first, but she'd turn obedient before long... response:	Oh, I like...
context: Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Kasukabe the cat-eared maid...\I'm sure she'd be uppity at first, but she'd turn obedient before long...\Oh, I like... response:	Right now, their imaginations are running wild!
context: We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Kasukabe the cat-eared maid...\I'm sure she'd be uppity at first, but she'd turn obedient before long...\Oh, I like...\Right now, their imaginations are running wild! response:	When a character gets upset, a huge droplet of water appears.
context: Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Kasukabe the cat-eared maid...\I'm sure she'd be uppity at first, but she'd turn obedient before long...\Oh, I like...\Right now, their imaginations are running wild!\When a character gets upset, a huge droplet of water appears. response:	You mean the sweat drop.
context: The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Kasukabe the cat-eared maid...\I'm sure she'd be uppity at first, but she'd turn obedient before long...\Oh, I like...\Right now, their imaginations are running wild!\When a character gets upset, a huge droplet of water appears.\You mean the sweat drop. response:	Don't you think it's gotten a little too old?
context: What we see from the marbles in our hands now is a little different...\Kasukabe the cat-eared maid...\I'm sure she'd be uppity at first, but she'd turn obedient before long...\Oh, I like...\Right now, their imaginations are running wild!\When a character gets upset, a huge droplet of water appears.\You mean the sweat drop.\Don't you think it's gotten a little too old? response:	Just like blinking lines over their heads when they realize something.
