context: The contract money Gaia transferred into our accounts, response:	the expected monthly salaries from the agency,
context: Yes.\It's good that your morning sickness subsided fairly quickly,\but I am concerned about your rapid weight gain.\If you gain too much, it can be dangerous in many ways,\so try to focus on eating proper portions of nutritionally balanced foods, okay?\Actually, from an appearance point of view,\I don't wanna gain weight, either.\I ate too much at lunch. response:	I'll avoid the food stands at the fireworks festival.
context: It's good that your morning sickness subsided fairly quickly,\but I am concerned about your rapid weight gain.\If you gain too much, it can be dangerous in many ways,\so try to focus on eating proper portions of nutritionally balanced foods, okay?\Actually, from an appearance point of view,\I don't wanna gain weight, either.\I ate too much at lunch.\I'll avoid the food stands at the fireworks festival. response:	Did you say something, Sachiko? Huh? You want a Jackson Burger?
context: but I am concerned about your rapid weight gain.\If you gain too much, it can be dangerous in many ways,\so try to focus on eating proper portions of nutritionally balanced foods, okay?\Actually, from an appearance point of view,\I don't wanna gain weight, either.\I ate too much at lunch.\I'll avoid the food stands at the fireworks festival.\Did you say something, Sachiko? Huh? You want a Jackson Burger? response:	No, no. I have a bad feeling about that place.
context: If you gain too much, it can be dangerous in many ways,\so try to focus on eating proper portions of nutritionally balanced foods, okay?\Actually, from an appearance point of view,\I don't wanna gain weight, either.\I ate too much at lunch.\I'll avoid the food stands at the fireworks festival.\Did you say something, Sachiko? Huh? You want a Jackson Burger?\No, no. I have a bad feeling about that place. response:	Maybe I shouldn't go to the fireworks festival, after all.
context: so try to focus on eating proper portions of nutritionally balanced foods, okay?\Actually, from an appearance point of view,\I don't wanna gain weight, either.\I ate too much at lunch.\I'll avoid the food stands at the fireworks festival.\Did you say something, Sachiko? Huh? You want a Jackson Burger?\No, no. I have a bad feeling about that place.\Maybe I shouldn't go to the fireworks festival, after all. response:	Well, I'm sure it'll be really crowded,
context: Actually, from an appearance point of view,\I don't wanna gain weight, either.\I ate too much at lunch.\I'll avoid the food stands at the fireworks festival.\Did you say something, Sachiko? Huh? You want a Jackson Burger?\No, no. I have a bad feeling about that place.\Maybe I shouldn't go to the fireworks festival, after all.\Well, I'm sure it'll be really crowded, response:	so your chances of seeing her are minimal.
context: I don't wanna gain weight, either.\I ate too much at lunch.\I'll avoid the food stands at the fireworks festival.\Did you say something, Sachiko? Huh? You want a Jackson Burger?\No, no. I have a bad feeling about that place.\Maybe I shouldn't go to the fireworks festival, after all.\Well, I'm sure it'll be really crowded,\so your chances of seeing her are minimal. response:	But what if I run into her?
context: I ate too much at lunch.\I'll avoid the food stands at the fireworks festival.\Did you say something, Sachiko? Huh? You want a Jackson Burger?\No, no. I have a bad feeling about that place.\Maybe I shouldn't go to the fireworks festival, after all.\Well, I'm sure it'll be really crowded,\so your chances of seeing her are minimal.\But what if I run into her? response:	Myself aside, I'd feel bad for Sachiko.
context: I'll avoid the food stands at the fireworks festival.\Did you say something, Sachiko? Huh? You want a Jackson Burger?\No, no. I have a bad feeling about that place.\Maybe I shouldn't go to the fireworks festival, after all.\Well, I'm sure it'll be really crowded,\so your chances of seeing her are minimal.\But what if I run into her?\Myself aside, I'd feel bad for Sachiko. response:	Her evening of fun would be ruined.
context: Did you say something, Sachiko? Huh? You want a Jackson Burger?\No, no. I have a bad feeling about that place.\Maybe I shouldn't go to the fireworks festival, after all.\Well, I'm sure it'll be really crowded,\so your chances of seeing her are minimal.\But what if I run into her?\Myself aside, I'd feel bad for Sachiko.\Her evening of fun would be ruined. response:	I think it'd be worse not to take her for those reasons.
context: No, no. I have a bad feeling about that place.\Maybe I shouldn't go to the fireworks festival, after all.\Well, I'm sure it'll be really crowded,\so your chances of seeing her are minimal.\But what if I run into her?\Myself aside, I'd feel bad for Sachiko.\Her evening of fun would be ruined.\I think it'd be worse not to take her for those reasons. response:	That's why I'm in a bind!
context: Maybe I shouldn't go to the fireworks festival, after all.\Well, I'm sure it'll be really crowded,\so your chances of seeing her are minimal.\But what if I run into her?\Myself aside, I'd feel bad for Sachiko.\Her evening of fun would be ruined.\I think it'd be worse not to take her for those reasons.\That's why I'm in a bind! response:	It's been so long, Koichi Sato!
context: Well, I'm sure it'll be really crowded,\so your chances of seeing her are minimal.\But what if I run into her?\Myself aside, I'd feel bad for Sachiko.\Her evening of fun would be ruined.\I think it'd be worse not to take her for those reasons.\That's why I'm in a bind!\It's been so long, Koichi Sato! response:	Nana...
context: so your chances of seeing her are minimal.\But what if I run into her?\Myself aside, I'd feel bad for Sachiko.\Her evening of fun would be ruined.\I think it'd be worse not to take her for those reasons.\That's why I'm in a bind!\It's been so long, Koichi Sato!\Nana... response:	My bad feelings have come true. I've been led here by the Demon Lord.
context: But what if I run into her?\Myself aside, I'd feel bad for Sachiko.\Her evening of fun would be ruined.\I think it'd be worse not to take her for those reasons.\That's why I'm in a bind!\It's been so long, Koichi Sato!\Nana...\My bad feelings have come true. I've been led here by the Demon Lord. response:	If you had a revelation, then don't come!
context: Myself aside, I'd feel bad for Sachiko.\Her evening of fun would be ruined.\I think it'd be worse not to take her for those reasons.\That's why I'm in a bind!\It's been so long, Koichi Sato!\Nana...\My bad feelings have come true. I've been led here by the Demon Lord.\If you had a revelation, then don't come! response:	But Sachiko said she was hungry.
context: Her evening of fun would be ruined.\I think it'd be worse not to take her for those reasons.\That's why I'm in a bind!\It's been so long, Koichi Sato!\Nana...\My bad feelings have come true. I've been led here by the Demon Lord.\If you had a revelation, then don't come!\But Sachiko said she was hungry. response:	A Jackson Burger and fresh orange juice.
context: I think it'd be worse not to take her for those reasons.\That's why I'm in a bind!\It's been so long, Koichi Sato!\Nana...\My bad feelings have come true. I've been led here by the Demon Lord.\If you had a revelation, then don't come!\But Sachiko said she was hungry.\A Jackson Burger and fresh orange juice. response:	Sure.
context: That's why I'm in a bind!\It's been so long, Koichi Sato!\Nana...\My bad feelings have come true. I've been led here by the Demon Lord.\If you had a revelation, then don't come!\But Sachiko said she was hungry.\A Jackson Burger and fresh orange juice.\Sure. response:	Sachiko?
context: It's been so long, Koichi Sato!\Nana...\My bad feelings have come true. I've been led here by the Demon Lord.\If you had a revelation, then don't come!\But Sachiko said she was hungry.\A Jackson Burger and fresh orange juice.\Sure.\Sachiko? response:	The baby in my tummy. Four months now.
context: Nana...\My bad feelings have come true. I've been led here by the Demon Lord.\If you had a revelation, then don't come!\But Sachiko said she was hungry.\A Jackson Burger and fresh orange juice.\Sure.\Sachiko?\The baby in my tummy. Four months now. response:	Why'd you name it that?!
context: My bad feelings have come true. I've been led here by the Demon Lord.\If you had a revelation, then don't come!\But Sachiko said she was hungry.\A Jackson Burger and fresh orange juice.\Sure.\Sachiko?\The baby in my tummy. Four months now.\Why'd you name it that?! response:	- You're scaring me! - Don't ask me!
context: If you had a revelation, then don't come!\But Sachiko said she was hungry.\A Jackson Burger and fresh orange juice.\Sure.\Sachiko?\The baby in my tummy. Four months now.\Why'd you name it that?!\- You're scaring me! - Don't ask me! response:	I didn't wanna name her that, either!
context: But Sachiko said she was hungry.\A Jackson Burger and fresh orange juice.\Sure.\Sachiko?\The baby in my tummy. Four months now.\Why'd you name it that?!\- You're scaring me! - Don't ask me!\I didn't wanna name her that, either! response:	Then don't!
context: A Jackson Burger and fresh orange juice.\Sure.\Sachiko?\The baby in my tummy. Four months now.\Why'd you name it that?!\- You're scaring me! - Don't ask me!\I didn't wanna name her that, either!\Then don't! response:	But my husband has his heart set on Sachiko.
context: Sure.\Sachiko?\The baby in my tummy. Four months now.\Why'd you name it that?!\- You're scaring me! - Don't ask me!\I didn't wanna name her that, either!\Then don't!\But my husband has his heart set on Sachiko. response:	By husband, you mean Takumi of Trapnest?
context: Sachiko?\The baby in my tummy. Four months now.\Why'd you name it that?!\- You're scaring me! - Don't ask me!\I didn't wanna name her that, either!\Then don't!\But my husband has his heart set on Sachiko.\By husband, you mean Takumi of Trapnest? response:	Jun-chan, you blabbermouth!
context: The baby in my tummy. Four months now.\Why'd you name it that?!\- You're scaring me! - Don't ask me!\I didn't wanna name her that, either!\Then don't!\But my husband has his heart set on Sachiko.\By husband, you mean Takumi of Trapnest?\Jun-chan, you blabbermouth! response:	So it is!
context: Why'd you name it that?!\- You're scaring me! - Don't ask me!\I didn't wanna name her that, either!\Then don't!\But my husband has his heart set on Sachiko.\By husband, you mean Takumi of Trapnest?\Jun-chan, you blabbermouth!\So it is! response:	No, it's okay. I won't tell anyone.
context: - You're scaring me! - Don't ask me!\I didn't wanna name her that, either!\Then don't!\But my husband has his heart set on Sachiko.\By husband, you mean Takumi of Trapnest?\Jun-chan, you blabbermouth!\So it is!\No, it's okay. I won't tell anyone. response:	I swear to the Demon Lord himself.
context: I didn't wanna name her that, either!\Then don't!\But my husband has his heart set on Sachiko.\By husband, you mean Takumi of Trapnest?\Jun-chan, you blabbermouth!\So it is!\No, it's okay. I won't tell anyone.\I swear to the Demon Lord himself. response:	Sure, I promise. I promise, so...
context: Then don't!\But my husband has his heart set on Sachiko.\By husband, you mean Takumi of Trapnest?\Jun-chan, you blabbermouth!\So it is!\No, it's okay. I won't tell anyone.\I swear to the Demon Lord himself.\Sure, I promise. I promise, so... response:	Can I get Reira's autograph?
context: But my husband has his heart set on Sachiko.\By husband, you mean Takumi of Trapnest?\Jun-chan, you blabbermouth!\So it is!\No, it's okay. I won't tell anyone.\I swear to the Demon Lord himself.\Sure, I promise. I promise, so...\Can I get Reira's autograph? response:	You were a fan?
context: By husband, you mean Takumi of Trapnest?\Jun-chan, you blabbermouth!\So it is!\No, it's okay. I won't tell anyone.\I swear to the Demon Lord himself.\Sure, I promise. I promise, so...\Can I get Reira's autograph?\You were a fan? response:	I thought I'd display it in the alcove at my parents' place
context: Jun-chan, you blabbermouth!\So it is!\No, it's okay. I won't tell anyone.\I swear to the Demon Lord himself.\Sure, I promise. I promise, so...\Can I get Reira's autograph?\You were a fan?\I thought I'd display it in the alcove at my parents' place response:	and make it an heirloom.
context: So it is!\No, it's okay. I won't tell anyone.\I swear to the Demon Lord himself.\Sure, I promise. I promise, so...\Can I get Reira's autograph?\You were a fan?\I thought I'd display it in the alcove at my parents' place\and make it an heirloom. response:	I'm sure my grandma would appreciate it and put her hands together every day.
context: No, it's okay. I won't tell anyone.\I swear to the Demon Lord himself.\Sure, I promise. I promise, so...\Can I get Reira's autograph?\You were a fan?\I thought I'd display it in the alcove at my parents' place\and make it an heirloom.\I'm sure my grandma would appreciate it and put her hands together every day. response:	Well, I guess so then.
context: I swear to the Demon Lord himself.\Sure, I promise. I promise, so...\Can I get Reira's autograph?\You were a fan?\I thought I'd display it in the alcove at my parents' place\and make it an heirloom.\I'm sure my grandma would appreciate it and put her hands together every day.\Well, I guess so then. response:	I'll ask for you, but Reira's really busy so I can't promise anything.
context: Sure, I promise. I promise, so...\Can I get Reira's autograph?\You were a fan?\I thought I'd display it in the alcove at my parents' place\and make it an heirloom.\I'm sure my grandma would appreciate it and put her hands together every day.\Well, I guess so then.\I'll ask for you, but Reira's really busy so I can't promise anything. response:	You're friends with her?!
context: Can I get Reira's autograph?\You were a fan?\I thought I'd display it in the alcove at my parents' place\and make it an heirloom.\I'm sure my grandma would appreciate it and put her hands together every day.\Well, I guess so then.\I'll ask for you, but Reira's really busy so I can't promise anything.\You're friends with her?! response:	Well, sorta.
context: You were a fan?\I thought I'd display it in the alcove at my parents' place\and make it an heirloom.\I'm sure my grandma would appreciate it and put her hands together every day.\Well, I guess so then.\I'll ask for you, but Reira's really busy so I can't promise anything.\You're friends with her?!\Well, sorta. response:	That's amazing, Nana!
context: I thought I'd display it in the alcove at my parents' place\and make it an heirloom.\I'm sure my grandma would appreciate it and put her hands together every day.\Well, I guess so then.\I'll ask for you, but Reira's really busy so I can't promise anything.\You're friends with her?!\Well, sorta.\That's amazing, Nana! response:	Until recently, you were just a country girl.
context: and make it an heirloom.\I'm sure my grandma would appreciate it and put her hands together every day.\Well, I guess so then.\I'll ask for you, but Reira's really busy so I can't promise anything.\You're friends with her?!\Well, sorta.\That's amazing, Nana!\Until recently, you were just a country girl. response:	I'm gonna call you a celebrity from now on.
context: I'm sure my grandma would appreciate it and put her hands together every day.\Well, I guess so then.\I'll ask for you, but Reira's really busy so I can't promise anything.\You're friends with her?!\Well, sorta.\That's amazing, Nana!\Until recently, you were just a country girl.\I'm gonna call you a celebrity from now on. response:	Stop it. I'm just your average pregnant woman.
context: Well, I guess so then.\I'll ask for you, but Reira's really busy so I can't promise anything.\You're friends with her?!\Well, sorta.\That's amazing, Nana!\Until recently, you were just a country girl.\I'm gonna call you a celebrity from now on.\Stop it. I'm just your average pregnant woman. response:	Okay, now you've got some attitude.
context: I'll ask for you, but Reira's really busy so I can't promise anything.\You're friends with her?!\Well, sorta.\That's amazing, Nana!\Until recently, you were just a country girl.\I'm gonna call you a celebrity from now on.\Stop it. I'm just your average pregnant woman.\Okay, now you've got some attitude. response:	But seeing you now,
context: You're friends with her?!\Well, sorta.\That's amazing, Nana!\Until recently, you were just a country girl.\I'm gonna call you a celebrity from now on.\Stop it. I'm just your average pregnant woman.\Okay, now you've got some attitude.\But seeing you now, response:	I guess running around doing as you wish is a great skill in a way.
context: Well, sorta.\That's amazing, Nana!\Until recently, you were just a country girl.\I'm gonna call you a celebrity from now on.\Stop it. I'm just your average pregnant woman.\Okay, now you've got some attitude.\But seeing you now,\I guess running around doing as you wish is a great skill in a way. response:	These days, being firm and modest
context: That's amazing, Nana!\Until recently, you were just a country girl.\I'm gonna call you a celebrity from now on.\Stop it. I'm just your average pregnant woman.\Okay, now you've got some attitude.\But seeing you now,\I guess running around doing as you wish is a great skill in a way.\These days, being firm and modest response:	isn't enough to get you on the winning team.
context: Until recently, you were just a country girl.\I'm gonna call you a celebrity from now on.\Stop it. I'm just your average pregnant woman.\Okay, now you've got some attitude.\But seeing you now,\I guess running around doing as you wish is a great skill in a way.\These days, being firm and modest\isn't enough to get you on the winning team. response:	I've learned something new. Congratulations, celebrity!
context: I'm gonna call you a celebrity from now on.\Stop it. I'm just your average pregnant woman.\Okay, now you've got some attitude.\But seeing you now,\I guess running around doing as you wish is a great skill in a way.\These days, being firm and modest\isn't enough to get you on the winning team.\I've learned something new. Congratulations, celebrity! response:	Keep climbing that social ladder!
context: Stop it. I'm just your average pregnant woman.\Okay, now you've got some attitude.\But seeing you now,\I guess running around doing as you wish is a great skill in a way.\These days, being firm and modest\isn't enough to get you on the winning team.\I've learned something new. Congratulations, celebrity!\Keep climbing that social ladder! response:	Hey, Take.
context: Okay, now you've got some attitude.\But seeing you now,\I guess running around doing as you wish is a great skill in a way.\These days, being firm and modest\isn't enough to get you on the winning team.\I've learned something new. Congratulations, celebrity!\Keep climbing that social ladder!\Hey, Take. response:	It looks like Ren's decided to marry Nana.
context: But seeing you now,\I guess running around doing as you wish is a great skill in a way.\These days, being firm and modest\isn't enough to get you on the winning team.\I've learned something new. Congratulations, celebrity!\Keep climbing that social ladder!\Hey, Take.\It looks like Ren's decided to marry Nana. response:	Huh? Marry her?!
context: I guess running around doing as you wish is a great skill in a way.\These days, being firm and modest\isn't enough to get you on the winning team.\I've learned something new. Congratulations, celebrity!\Keep climbing that social ladder!\Hey, Take.\It looks like Ren's decided to marry Nana.\Huh? Marry her?! response:	So you persuaded him, Takumi?
context: These days, being firm and modest\isn't enough to get you on the winning team.\I've learned something new. Congratulations, celebrity!\Keep climbing that social ladder!\Hey, Take.\It looks like Ren's decided to marry Nana.\Huh? Marry her?!\So you persuaded him, Takumi? response:	No, he brought up the subject himself.
context: isn't enough to get you on the winning team.\I've learned something new. Congratulations, celebrity!\Keep climbing that social ladder!\Hey, Take.\It looks like Ren's decided to marry Nana.\Huh? Marry her?!\So you persuaded him, Takumi?\No, he brought up the subject himself. response:	And he doesn't seem to have any ulterior motives.
context: I've learned something new. Congratulations, celebrity!\Keep climbing that social ladder!\Hey, Take.\It looks like Ren's decided to marry Nana.\Huh? Marry her?!\So you persuaded him, Takumi?\No, he brought up the subject himself.\And he doesn't seem to have any ulterior motives. response:	That's good.
context: Keep climbing that social ladder!\Hey, Take.\It looks like Ren's decided to marry Nana.\Huh? Marry her?!\So you persuaded him, Takumi?\No, he brought up the subject himself.\And he doesn't seem to have any ulterior motives.\That's good. response:	- What are you talking about? - That's the best.
context: Hey, Take.\It looks like Ren's decided to marry Nana.\Huh? Marry her?!\So you persuaded him, Takumi?\No, he brought up the subject himself.\And he doesn't seem to have any ulterior motives.\That's good.\- What are you talking about? - That's the best. response:	He's out buying the ring right now.
context: It looks like Ren's decided to marry Nana.\Huh? Marry her?!\So you persuaded him, Takumi?\No, he brought up the subject himself.\And he doesn't seem to have any ulterior motives.\That's good.\- What are you talking about? - That's the best.\He's out buying the ring right now. response:	We should arrange for him to meet her, so he can give it to her.
context: Huh? Marry her?!\So you persuaded him, Takumi?\No, he brought up the subject himself.\And he doesn't seem to have any ulterior motives.\That's good.\- What are you talking about? - That's the best.\He's out buying the ring right now.\We should arrange for him to meet her, so he can give it to her. response:	You're right.
context: So you persuaded him, Takumi?\No, he brought up the subject himself.\And he doesn't seem to have any ulterior motives.\That's good.\- What are you talking about? - That's the best.\He's out buying the ring right now.\We should arrange for him to meet her, so he can give it to her.\You're right. response:	With that ring, I'm sure even Nana will accept it with joy.
context: No, he brought up the subject himself.\And he doesn't seem to have any ulterior motives.\That's good.\- What are you talking about? - That's the best.\He's out buying the ring right now.\We should arrange for him to meet her, so he can give it to her.\You're right.\With that ring, I'm sure even Nana will accept it with joy. response:	We don't have to worry anymore.
context: And he doesn't seem to have any ulterior motives.\That's good.\- What are you talking about? - That's the best.\He's out buying the ring right now.\We should arrange for him to meet her, so he can give it to her.\You're right.\With that ring, I'm sure even Nana will accept it with joy.\We don't have to worry anymore. response:	You know, that's a really big diamond.
context: That's good.\- What are you talking about? - That's the best.\He's out buying the ring right now.\We should arrange for him to meet her, so he can give it to her.\You're right.\With that ring, I'm sure even Nana will accept it with joy.\We don't have to worry anymore.\You know, that's a really big diamond. response:	A worthless guy like me could never afford
context: - What are you talking about? - That's the best.\He's out buying the ring right now.\We should arrange for him to meet her, so he can give it to her.\You're right.\With that ring, I'm sure even Nana will accept it with joy.\We don't have to worry anymore.\You know, that's a really big diamond.\A worthless guy like me could never afford response:	to buy something like that in my lifetime.
context: He's out buying the ring right now.\We should arrange for him to meet her, so he can give it to her.\You're right.\With that ring, I'm sure even Nana will accept it with joy.\We don't have to worry anymore.\You know, that's a really big diamond.\A worthless guy like me could never afford\to buy something like that in my lifetime. response:	I'm happy for you, celebrity, that you didn't settle with me.
context: We should arrange for him to meet her, so he can give it to her.\You're right.\With that ring, I'm sure even Nana will accept it with joy.\We don't have to worry anymore.\You know, that's a really big diamond.\A worthless guy like me could never afford\to buy something like that in my lifetime.\I'm happy for you, celebrity, that you didn't settle with me. response:	You make it sound like I'm some evil woman who dumped you.
context: You're right.\With that ring, I'm sure even Nana will accept it with joy.\We don't have to worry anymore.\You know, that's a really big diamond.\A worthless guy like me could never afford\to buy something like that in my lifetime.\I'm happy for you, celebrity, that you didn't settle with me.\You make it sound like I'm some evil woman who dumped you. response:	SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you.
context: With that ring, I'm sure even Nana will accept it with joy.\We don't have to worry anymore.\You know, that's a really big diamond.\A worthless guy like me could never afford\to buy something like that in my lifetime.\I'm happy for you, celebrity, that you didn't settle with me.\You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you. response:	SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you,
context: We don't have to worry anymore.\You know, that's a really big diamond.\A worthless guy like me could never afford\to buy something like that in my lifetime.\I'm happy for you, celebrity, that you didn't settle with me.\You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you, response:	SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him!
context: You know, that's a really big diamond.\A worthless guy like me could never afford\to buy something like that in my lifetime.\I'm happy for you, celebrity, that you didn't settle with me.\You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you,\SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him! response:	SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me!
context: A worthless guy like me could never afford\to buy something like that in my lifetime.\I'm happy for you, celebrity, that you didn't settle with me.\You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you,\SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him!\SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me! response:	- Was I your toy? - You're the one who cheated on me!
context: to buy something like that in my lifetime.\I'm happy for you, celebrity, that you didn't settle with me.\You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you,\SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him!\SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me!\- Was I your toy? - You're the one who cheated on me! response:	IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me!
context: I'm happy for you, celebrity, that you didn't settle with me.\You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you,\SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him!\SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me!\- Was I your toy? - You're the one who cheated on me!\IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me! response:	Sorry.
context: You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you,\SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him!\SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me!\- Was I your toy? - You're the one who cheated on me!\IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me!\Sorry. response:	So you think that apologizing now will make it all right?!
context: SOMETHING'S NOT RIGHT You make it sound like I'm some evil woman who dumped you.\SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you,\SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him!\SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me!\- Was I your toy? - You're the one who cheated on me!\IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me!\Sorry.\So you think that apologizing now will make it all right?! response:	I'm sorry, but it's in the past, isn't it?
context: SOMETHING'S NOT RIGHT But it's true! You had me running in circles for you,\SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him!\SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me!\- Was I your toy? - You're the one who cheated on me!\IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me!\Sorry.\So you think that apologizing now will make it all right?!\I'm sorry, but it's in the past, isn't it? response:	I'm surprised you can be so casual about it!
context: SOMETHING'S NOT RIGHT and then in the end, it's, I don't want him!\SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me!\- Was I your toy? - You're the one who cheated on me!\IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me!\Sorry.\So you think that apologizing now will make it all right?!\I'm sorry, but it's in the past, isn't it?\I'm surprised you can be so casual about it! response:	I'm just trying to say what you wanna hear.
context: SOMETHING'S NOT RIGHT - Was I your toy? - You're the one who cheated on me!\- Was I your toy? - You're the one who cheated on me!\IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me!\Sorry.\So you think that apologizing now will make it all right?!\I'm sorry, but it's in the past, isn't it?\I'm surprised you can be so casual about it!\I'm just trying to say what you wanna hear. response:	You kept saying how much you loved me,
context: - Was I your toy? - You're the one who cheated on me!\IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me!\Sorry.\So you think that apologizing now will make it all right?!\I'm sorry, but it's in the past, isn't it?\I'm surprised you can be so casual about it!\I'm just trying to say what you wanna hear.\You kept saying how much you loved me, response:	but it turned out that was all a lie!
context: IT'S NOT RIGHT! - Was I your toy? - You're the one who cheated on me!\Sorry.\So you think that apologizing now will make it all right?!\I'm sorry, but it's in the past, isn't it?\I'm surprised you can be so casual about it!\I'm just trying to say what you wanna hear.\You kept saying how much you loved me,\but it turned out that was all a lie! response:	I don't remember ever actually saying that to you.
context: Sorry.\So you think that apologizing now will make it all right?!\I'm sorry, but it's in the past, isn't it?\I'm surprised you can be so casual about it!\I'm just trying to say what you wanna hear.\You kept saying how much you loved me,\but it turned out that was all a lie!\I don't remember ever actually saying that to you. response:	I could hear it!
context: So you think that apologizing now will make it all right?!\I'm sorry, but it's in the past, isn't it?\I'm surprised you can be so casual about it!\I'm just trying to say what you wanna hear.\You kept saying how much you loved me,\but it turned out that was all a lie!\I don't remember ever actually saying that to you.\I could hear it! response:	I know! And there's no way that was a lie!
context: I'm sorry, but it's in the past, isn't it?\I'm surprised you can be so casual about it!\I'm just trying to say what you wanna hear.\You kept saying how much you loved me,\but it turned out that was all a lie!\I don't remember ever actually saying that to you.\I could hear it!\I know! And there's no way that was a lie! response:	You know very well that I'm horrible at lying.
context: I'm surprised you can be so casual about it!\I'm just trying to say what you wanna hear.\You kept saying how much you loved me,\but it turned out that was all a lie!\I don't remember ever actually saying that to you.\I could hear it!\I know! And there's no way that was a lie!\You know very well that I'm horrible at lying. response:	That's why when I cheated on you, you found out right away,
context: I'm just trying to say what you wanna hear.\You kept saying how much you loved me,\but it turned out that was all a lie!\I don't remember ever actually saying that to you.\I could hear it!\I know! And there's no way that was a lie!\You know very well that I'm horrible at lying.\That's why when I cheated on you, you found out right away, response:	and I confessed.
context: You kept saying how much you loved me,\but it turned out that was all a lie!\I don't remember ever actually saying that to you.\I could hear it!\I know! And there's no way that was a lie!\You know very well that I'm horrible at lying.\That's why when I cheated on you, you found out right away,\and I confessed. response:	Right away? While we're at it, tell me everything.
context: but it turned out that was all a lie!\I don't remember ever actually saying that to you.\I could hear it!\I know! And there's no way that was a lie!\You know very well that I'm horrible at lying.\That's why when I cheated on you, you found out right away,\and I confessed.\Right away? While we're at it, tell me everything. response:	Why did you cheat on me?
context: I don't remember ever actually saying that to you.\I could hear it!\I know! And there's no way that was a lie!\You know very well that I'm horrible at lying.\That's why when I cheated on you, you found out right away,\and I confessed.\Right away? While we're at it, tell me everything.\Why did you cheat on me? response:	I just gave in to temptation. Maybe it was the Demon Lord.
context: I could hear it!\I know! And there's no way that was a lie!\You know very well that I'm horrible at lying.\That's why when I cheated on you, you found out right away,\and I confessed.\Right away? While we're at it, tell me everything.\Why did you cheat on me?\I just gave in to temptation. Maybe it was the Demon Lord. response:	But you were dating them both for a good two weeks.
context: I know! And there's no way that was a lie!\You know very well that I'm horrible at lying.\That's why when I cheated on you, you found out right away,\and I confessed.\Right away? While we're at it, tell me everything.\Why did you cheat on me?\I just gave in to temptation. Maybe it was the Demon Lord.\But you were dating them both for a good two weeks. response:	Hey, Master! If you're keeping track of your customers' criminal records,
context: You know very well that I'm horrible at lying.\That's why when I cheated on you, you found out right away,\and I confessed.\Right away? While we're at it, tell me everything.\Why did you cheat on me?\I just gave in to temptation. Maybe it was the Demon Lord.\But you were dating them both for a good two weeks.\Hey, Master! If you're keeping track of your customers' criminal records, response:	you'll get taken out someday.
