context: I've found you, weretiger. response:	Akutagawa!
context: You're blessed with friends.\With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san.\You don't even understand how lucky you are.\You dwell in your own tragedy.\You're a disgusting fool!\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san? response:	Don't tell me you've always been...
context: With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san.\You don't even understand how lucky you are.\You dwell in your own tragedy.\You're a disgusting fool!\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\Don't tell me you've always been... response:	That's enough of playing tag.
context: You don't even understand how lucky you are.\You dwell in your own tragedy.\You're a disgusting fool!\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\Don't tell me you've always been...\That's enough of playing tag. response:	In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory.
context: You dwell in your own tragedy.\You're a disgusting fool!\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\Don't tell me you've always been...\That's enough of playing tag.\In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory. response:	At that point, not even this terminal will be able to stop it from falling into the city.
context: You're a disgusting fool!\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\Don't tell me you've always been...\That's enough of playing tag.\In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory.\At that point, not even this terminal will be able to stop it from falling into the city. response:	Only I will survive, as I've strengthened myself with my ability.
context: Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\Don't tell me you've always been...\That's enough of playing tag.\In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory.\At that point, not even this terminal will be able to stop it from falling into the city.\Only I will survive, as I've strengthened myself with my ability. response:	Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak?
context: Not Dazai-san.\Dazai-san?\Don't tell me you've always been...\That's enough of playing tag.\In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory.\At that point, not even this terminal will be able to stop it from falling into the city.\Only I will survive, as I've strengthened myself with my ability.\Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak? response:	I'll guarantee it.
context: Dazai-san?\Don't tell me you've always been...\That's enough of playing tag.\In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory.\At that point, not even this terminal will be able to stop it from falling into the city.\Only I will survive, as I've strengthened myself with my ability.\Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak?\I'll guarantee it. response:	Then I won't regret dying as many times as it takes.
context: Don't tell me you've always been...\That's enough of playing tag.\In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory.\At that point, not even this terminal will be able to stop it from falling into the city.\Only I will survive, as I've strengthened myself with my ability.\Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak?\I'll guarantee it.\Then I won't regret dying as many times as it takes. response:	Rashoumon! Demonic Armor!
context: That's enough of playing tag.\In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory.\At that point, not even this terminal will be able to stop it from falling into the city.\Only I will survive, as I've strengthened myself with my ability.\Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak?\I'll guarantee it.\Then I won't regret dying as many times as it takes.\Rashoumon! Demonic Armor! response:	Is he overriding my actions with his gift?
context: In less than ten minutes, the Moby Dick will enter into an irrevocable trajectory.\At that point, not even this terminal will be able to stop it from falling into the city.\Only I will survive, as I've strengthened myself with my ability.\Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak?\I'll guarantee it.\Then I won't regret dying as many times as it takes.\Rashoumon! Demonic Armor!\Is he overriding my actions with his gift? response:	Akutagawa is so strong, yet he thinks of himself as weak.
context: At that point, not even this terminal will be able to stop it from falling into the city.\Only I will survive, as I've strengthened myself with my ability.\Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak?\I'll guarantee it.\Then I won't regret dying as many times as it takes.\Rashoumon! Demonic Armor!\Is he overriding my actions with his gift?\Akutagawa is so strong, yet he thinks of himself as weak. response:	He's preposterous!
context: Only I will survive, as I've strengthened myself with my ability.\Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak?\I'll guarantee it.\Then I won't regret dying as many times as it takes.\Rashoumon! Demonic Armor!\Is he overriding my actions with his gift?\Akutagawa is so strong, yet he thinks of himself as weak.\He's preposterous! response:	How many people has his selfishness killed?
context: Hey, nouveau riche, if I defeat someone as strong as you, will I no longer be weak?\I'll guarantee it.\Then I won't regret dying as many times as it takes.\Rashoumon! Demonic Armor!\Is he overriding my actions with his gift?\Akutagawa is so strong, yet he thinks of himself as weak.\He's preposterous!\How many people has his selfishness killed? response:	Tiger, grant me strength once again.
context: I'll guarantee it.\Then I won't regret dying as many times as it takes.\Rashoumon! Demonic Armor!\Is he overriding my actions with his gift?\Akutagawa is so strong, yet he thinks of himself as weak.\He's preposterous!\How many people has his selfishness killed?\Tiger, grant me strength once again. response:	Just like last time.
context: Then I won't regret dying as many times as it takes.\Rashoumon! Demonic Armor!\Is he overriding my actions with his gift?\Akutagawa is so strong, yet he thinks of himself as weak.\He's preposterous!\How many people has his selfishness killed?\Tiger, grant me strength once again.\Just like last time. response:	Get out of my way, weretiger!
context: Rashoumon! Demonic Armor!\Is he overriding my actions with his gift?\Akutagawa is so strong, yet he thinks of himself as weak.\He's preposterous!\How many people has his selfishness killed?\Tiger, grant me strength once again.\Just like last time.\Get out of my way, weretiger! response:	You get out of my way!
context: Is he overriding my actions with his gift?\Akutagawa is so strong, yet he thinks of himself as weak.\He's preposterous!\How many people has his selfishness killed?\Tiger, grant me strength once again.\Just like last time.\Get out of my way, weretiger!\You get out of my way! response:	Dazai-san, my ass!
context: Akutagawa is so strong, yet he thinks of himself as weak.\He's preposterous!\How many people has his selfishness killed?\Tiger, grant me strength once again.\Just like last time.\Get out of my way, weretiger!\You get out of my way!\Dazai-san, my ass! response:	You're even more worthless!
context: He's preposterous!\How many people has his selfishness killed?\Tiger, grant me strength once again.\Just like last time.\Get out of my way, weretiger!\You get out of my way!\Dazai-san, my ass!\You're even more worthless! response:	Nonsense.
context: How many people has his selfishness killed?\Tiger, grant me strength once again.\Just like last time.\Get out of my way, weretiger!\You get out of my way!\Dazai-san, my ass!\You're even more worthless!\Nonsense. response:	You're more worthless than I am!
context: Tiger, grant me strength once again.\Just like last time.\Get out of my way, weretiger!\You get out of my way!\Dazai-san, my ass!\You're even more worthless!\Nonsense.\You're more worthless than I am! response:	This is amusing.
context: Just like last time.\Get out of my way, weretiger!\You get out of my way!\Dazai-san, my ass!\You're even more worthless!\Nonsense.\You're more worthless than I am!\This is amusing. response:	You're both very much alike.
context: Get out of my way, weretiger!\You get out of my way!\Dazai-san, my ass!\You're even more worthless!\Nonsense.\You're more worthless than I am!\This is amusing.\You're both very much alike. response:	What?!
context: You get out of my way!\Dazai-san, my ass!\You're even more worthless!\Nonsense.\You're more worthless than I am!\This is amusing.\You're both very much alike.\What?! response:	Don't...
context: Dazai-san, my ass!\You're even more worthless!\Nonsense.\You're more worthless than I am!\This is amusing.\You're both very much alike.\What?!\Don't... response:	This technique makes my black armor double as muscle.
context: You're even more worthless!\Nonsense.\You're more worthless than I am!\This is amusing.\You're both very much alike.\What?!\Don't...\This technique makes my black armor double as muscle. response:	My body is too feeble to last.
context: Nonsense.\You're more worthless than I am!\This is amusing.\You're both very much alike.\What?!\Don't...\This technique makes my black armor double as muscle.\My body is too feeble to last. response:	Taking a break, Akutagawa?
context: You're more worthless than I am!\This is amusing.\You're both very much alike.\What?!\Don't...\This technique makes my black armor double as muscle.\My body is too feeble to last.\Taking a break, Akutagawa? response:	Shut up.
context: This is amusing.\You're both very much alike.\What?!\Don't...\This technique makes my black armor double as muscle.\My body is too feeble to last.\Taking a break, Akutagawa?\Shut up. response:	You're next.
context: You're both very much alike.\What?!\Don't...\This technique makes my black armor double as muscle.\My body is too feeble to last.\Taking a break, Akutagawa?\Shut up.\You're next. response:	The control terminal comes first.
context: What?!\Don't...\This technique makes my black armor double as muscle.\My body is too feeble to last.\Taking a break, Akutagawa?\Shut up.\You're next.\The control terminal comes first. response:	If this ship hits the city, Dazai-san will be obliterated, too.
context: Don't...\This technique makes my black armor double as muscle.\My body is too feeble to last.\Taking a break, Akutagawa?\Shut up.\You're next.\The control terminal comes first.\If this ship hits the city, Dazai-san will be obliterated, too. response:	That man wouldn't die so easily.
context: This technique makes my black armor double as muscle.\My body is too feeble to last.\Taking a break, Akutagawa?\Shut up.\You're next.\The control terminal comes first.\If this ship hits the city, Dazai-san will be obliterated, too.\That man wouldn't die so easily. response:	Tiger beetle, tell me, is there anything in this world
context: My body is too feeble to last.\Taking a break, Akutagawa?\Shut up.\You're next.\The control terminal comes first.\If this ship hits the city, Dazai-san will be obliterated, too.\That man wouldn't die so easily.\Tiger beetle, tell me, is there anything in this world response:	aside from family worth sacrificing everything for?
context: Taking a break, Akutagawa?\Shut up.\You're next.\The control terminal comes first.\If this ship hits the city, Dazai-san will be obliterated, too.\That man wouldn't die so easily.\Tiger beetle, tell me, is there anything in this world\aside from family worth sacrificing everything for? response:	I'll take the book, and I'll bring my daughter back into this world.
context: Shut up.\You're next.\The control terminal comes first.\If this ship hits the city, Dazai-san will be obliterated, too.\That man wouldn't die so easily.\Tiger beetle, tell me, is there anything in this world\aside from family worth sacrificing everything for?\I'll take the book, and I'll bring my daughter back into this world. response:	Your daughter?
context: You're next.\The control terminal comes first.\If this ship hits the city, Dazai-san will be obliterated, too.\That man wouldn't die so easily.\Tiger beetle, tell me, is there anything in this world\aside from family worth sacrificing everything for?\I'll take the book, and I'll bring my daughter back into this world.\Your daughter? response:	My wife, Zelda, unable to accept our daughter's death, became mentally ill.
context: The control terminal comes first.\If this ship hits the city, Dazai-san will be obliterated, too.\That man wouldn't die so easily.\Tiger beetle, tell me, is there anything in this world\aside from family worth sacrificing everything for?\I'll take the book, and I'll bring my daughter back into this world.\Your daughter?\My wife, Zelda, unable to accept our daughter's death, became mentally ill. response:	To this day, she hides in her fantasy that our daughter is studying abroad in London.
context: If this ship hits the city, Dazai-san will be obliterated, too.\That man wouldn't die so easily.\Tiger beetle, tell me, is there anything in this world\aside from family worth sacrificing everything for?\I'll take the book, and I'll bring my daughter back into this world.\Your daughter?\My wife, Zelda, unable to accept our daughter's death, became mentally ill.\To this day, she hides in her fantasy that our daughter is studying abroad in London. response:	I'm going to make that fantasy a reality, and reclaim my family.
context: That man wouldn't die so easily.\Tiger beetle, tell me, is there anything in this world\aside from family worth sacrificing everything for?\I'll take the book, and I'll bring my daughter back into this world.\Your daughter?\My wife, Zelda, unable to accept our daughter's death, became mentally ill.\To this day, she hides in her fantasy that our daughter is studying abroad in London.\I'm going to make that fantasy a reality, and reclaim my family. response:	No matter what the cost is.
context: Tiger beetle, tell me, is there anything in this world\aside from family worth sacrificing everything for?\I'll take the book, and I'll bring my daughter back into this world.\Your daughter?\My wife, Zelda, unable to accept our daughter's death, became mentally ill.\To this day, she hides in her fantasy that our daughter is studying abroad in London.\I'm going to make that fantasy a reality, and reclaim my family.\No matter what the cost is. response:	My wealth is dispensable.
context: aside from family worth sacrificing everything for?\I'll take the book, and I'll bring my daughter back into this world.\Your daughter?\My wife, Zelda, unable to accept our daughter's death, became mentally ill.\To this day, she hides in her fantasy that our daughter is studying abroad in London.\I'm going to make that fantasy a reality, and reclaim my family.\No matter what the cost is.\My wealth is dispensable. response:	I'll pay all of it!
context: I'll take the book, and I'll bring my daughter back into this world.\Your daughter?\My wife, Zelda, unable to accept our daughter's death, became mentally ill.\To this day, she hides in her fantasy that our daughter is studying abroad in London.\I'm going to make that fantasy a reality, and reclaim my family.\No matter what the cost is.\My wealth is dispensable.\I'll pay all of it! response:	He's off the scales.
context: Your daughter?\My wife, Zelda, unable to accept our daughter's death, became mentally ill.\To this day, she hides in her fantasy that our daughter is studying abroad in London.\I'm going to make that fantasy a reality, and reclaim my family.\No matter what the cost is.\My wealth is dispensable.\I'll pay all of it!\He's off the scales. response:	It's like standing in front of a massive tornado.
context: My wife, Zelda, unable to accept our daughter's death, became mentally ill.\To this day, she hides in her fantasy that our daughter is studying abroad in London.\I'm going to make that fantasy a reality, and reclaim my family.\No matter what the cost is.\My wealth is dispensable.\I'll pay all of it!\He's off the scales.\It's like standing in front of a massive tornado. response:	This is the will of the Guild's leader?
context: To this day, she hides in her fantasy that our daughter is studying abroad in London.\I'm going to make that fantasy a reality, and reclaim my family.\No matter what the cost is.\My wealth is dispensable.\I'll pay all of it!\He's off the scales.\It's like standing in front of a massive tornado.\This is the will of the Guild's leader? response:	Akutagawa...
context: I'm going to make that fantasy a reality, and reclaim my family.\No matter what the cost is.\My wealth is dispensable.\I'll pay all of it!\He's off the scales.\It's like standing in front of a massive tornado.\This is the will of the Guild's leader?\Akutagawa... response:	What?
context: No matter what the cost is.\My wealth is dispensable.\I'll pay all of it!\He's off the scales.\It's like standing in front of a massive tornado.\This is the will of the Guild's leader?\Akutagawa...\What? response:	Am I a fool?
context: My wealth is dispensable.\I'll pay all of it!\He's off the scales.\It's like standing in front of a massive tornado.\This is the will of the Guild's leader?\Akutagawa...\What?\Am I a fool? response:	Is it worthless of me to want to escape from those memories?
context: I'll pay all of it!\He's off the scales.\It's like standing in front of a massive tornado.\This is the will of the Guild's leader?\Akutagawa...\What?\Am I a fool?\Is it worthless of me to want to escape from those memories? response:	It is.
context: He's off the scales.\It's like standing in front of a massive tornado.\This is the will of the Guild's leader?\Akutagawa...\What?\Am I a fool?\Is it worthless of me to want to escape from those memories?\It is. response:	The words of your past are fundamentally unrelated to who you are now.
context: It's like standing in front of a massive tornado.\This is the will of the Guild's leader?\Akutagawa...\What?\Am I a fool?\Is it worthless of me to want to escape from those memories?\It is.\The words of your past are fundamentally unrelated to who you are now. response:	I see.
context: This is the will of the Guild's leader?\Akutagawa...\What?\Am I a fool?\Is it worthless of me to want to escape from those memories?\It is.\The words of your past are fundamentally unrelated to who you are now.\I see. response:	I think Dazai-san already approved of you a long time ago.
context: Akutagawa...\What?\Am I a fool?\Is it worthless of me to want to escape from those memories?\It is.\The words of your past are fundamentally unrelated to who you are now.\I see.\I think Dazai-san already approved of you a long time ago. response:	Come!
context: What?\Am I a fool?\Is it worthless of me to want to escape from those memories?\It is.\The words of your past are fundamentally unrelated to who you are now.\I see.\I think Dazai-san already approved of you a long time ago.\Come! response:	Beast Beneath the Moonlight!
context: Am I a fool?\Is it worthless of me to want to escape from those memories?\It is.\The words of your past are fundamentally unrelated to who you are now.\I see.\I think Dazai-san already approved of you a long time ago.\Come!\Beast Beneath the Moonlight! response:	Rashoumon Demonic Armor!
context: Is it worthless of me to want to escape from those memories?\It is.\The words of your past are fundamentally unrelated to who you are now.\I see.\I think Dazai-san already approved of you a long time ago.\Come!\Beast Beneath the Moonlight!\Rashoumon Demonic Armor! response:	Episode 24
context: It is.\The words of your past are fundamentally unrelated to who you are now.\I see.\I think Dazai-san already approved of you a long time ago.\Come!\Beast Beneath the Moonlight!\Rashoumon Demonic Armor!\Episode 24 response:	If I May Shed Away My Burden Now
