context: In order to restore my faith in this world, response:	Let's start a competitive karuta club! Please come see Ayase Chihaya in class 1-2!!
context: That's the right card.\Now I'm mad.\I memorized that card.\Chihaya doesn't have her usual edge.\She's not as confident.\It's because her memorization skills are still lacking.\I-I can beat Chihaya...\Um, that one is So spring ends... response:	Then it's No more, As friends, While it brings, As my, None are.
context: Now I'm mad.\I memorized that card.\Chihaya doesn't have her usual edge.\She's not as confident.\It's because her memorization skills are still lacking.\I-I can beat Chihaya...\Um, that one is So spring ends...\Then it's No more, As friends, While it brings, As my, None are. response:	I'm going to move a card.
context: I memorized that card.\Chihaya doesn't have her usual edge.\She's not as confident.\It's because her memorization skills are still lacking.\I-I can beat Chihaya...\Um, that one is So spring ends...\Then it's No more, As friends, While it brings, As my, None are.\I'm going to move a card. response:	Huh?
context: Chihaya doesn't have her usual edge.\She's not as confident.\It's because her memorization skills are still lacking.\I-I can beat Chihaya...\Um, that one is So spring ends...\Then it's No more, As friends, While it brings, As my, None are.\I'm going to move a card.\Huh? response:	What?!
context: She's not as confident.\It's because her memorization skills are still lacking.\I-I can beat Chihaya...\Um, that one is So spring ends...\Then it's No more, As friends, While it brings, As my, None are.\I'm going to move a card.\Huh?\What?! response:	Hold on! Hold on!
context: It's because her memorization skills are still lacking.\I-I can beat Chihaya...\Um, that one is So spring ends...\Then it's No more, As friends, While it brings, As my, None are.\I'm going to move a card.\Huh?\What?!\Hold on! Hold on! response:	What was that card?!
context: I-I can beat Chihaya...\Um, that one is So spring ends...\Then it's No more, As friends, While it brings, As my, None are.\I'm going to move a card.\Huh?\What?!\Hold on! Hold on!\What was that card?! response:	where I can hide from the troubles of this world
context: Um, that one is So spring ends...\Then it's No more, As friends, While it brings, As my, None are.\I'm going to move a card.\Huh?\What?!\Hold on! Hold on!\What was that card?!\where I can hide from the troubles of this world response:	A mountain village grows...
context: Then it's No more, As friends, While it brings, As my, None are.\I'm going to move a card.\Huh?\What?!\Hold on! Hold on!\What was that card?!\where I can hide from the troubles of this world\A mountain village grows... response:	Swift waters parted...
context: I'm going to move a card.\Huh?\What?!\Hold on! Hold on!\What was that card?!\where I can hide from the troubles of this world\A mountain village grows...\Swift waters parted... response:	are joined at river's end
context: Huh?\What?!\Hold on! Hold on!\What was that card?!\where I can hide from the troubles of this world\A mountain village grows...\Swift waters parted...\are joined at river's end response:	This isn't the Taichi I'm used to practicing against.
context: What?!\Hold on! Hold on!\What was that card?!\where I can hide from the troubles of this world\A mountain village grows...\Swift waters parted...\are joined at river's end\This isn't the Taichi I'm used to practicing against. response:	are joined at river's end
context: Hold on! Hold on!\What was that card?!\where I can hide from the troubles of this world\A mountain village grows...\Swift waters parted...\are joined at river's end\This isn't the Taichi I'm used to practicing against.\are joined at river's end response:	May you never forget your...
context: What was that card?!\where I can hide from the troubles of this world\A mountain village grows...\Swift waters parted...\are joined at river's end\This isn't the Taichi I'm used to practicing against.\are joined at river's end\May you never forget your... response:	Impassioned was your promise of salvation
context: where I can hide from the troubles of this world\A mountain village grows...\Swift waters parted...\are joined at river's end\This isn't the Taichi I'm used to practicing against.\are joined at river's end\May you never forget your...\Impassioned was your promise of salvation response:	He was guarding both cards!
context: A mountain village grows...\Swift waters parted...\are joined at river's end\This isn't the Taichi I'm used to practicing against.\are joined at river's end\May you never forget your...\Impassioned was your promise of salvation\He was guarding both cards! response:	We're over halfway through and he can still remember the positions of the cards!
context: Swift waters parted...\are joined at river's end\This isn't the Taichi I'm used to practicing against.\are joined at river's end\May you never forget your...\Impassioned was your promise of salvation\He was guarding both cards!\We're over halfway through and he can still remember the positions of the cards! response:	May the time we spend apart from one another be
context: are joined at river's end\This isn't the Taichi I'm used to practicing against.\are joined at river's end\May you never forget your...\Impassioned was your promise of salvation\He was guarding both cards!\We're over halfway through and he can still remember the positions of the cards!\May the time we spend apart from one another be response:	I-It's right!
context: This isn't the Taichi I'm used to practicing against.\are joined at river's end\May you never forget your...\Impassioned was your promise of salvation\He was guarding both cards!\We're over halfway through and he can still remember the positions of the cards!\May the time we spend apart from one another be\I-It's right! response:	as short-lived as the reeds of Naniwa Bay
context: are joined at river's end\May you never forget your...\Impassioned was your promise of salvation\He was guarding both cards!\We're over halfway through and he can still remember the positions of the cards!\May the time we spend apart from one another be\I-It's right!\as short-lived as the reeds of Naniwa Bay response:	I have no interest in becoming a Master, so I don't mind losing...
context: May you never forget your...\Impassioned was your promise of salvation\He was guarding both cards!\We're over halfway through and he can still remember the positions of the cards!\May the time we spend apart from one another be\I-It's right!\as short-lived as the reeds of Naniwa Bay\I have no interest in becoming a Master, so I don't mind losing... response:	I don't mind losing...
context: Impassioned was your promise of salvation\He was guarding both cards!\We're over halfway through and he can still remember the positions of the cards!\May the time we spend apart from one another be\I-It's right!\as short-lived as the reeds of Naniwa Bay\I have no interest in becoming a Master, so I don't mind losing...\I don't mind losing... response:	As the first frost has fallen,
context: He was guarding both cards!\We're over halfway through and he can still remember the positions of the cards!\May the time we spend apart from one another be\I-It's right!\as short-lived as the reeds of Naniwa Bay\I have no interest in becoming a Master, so I don't mind losing...\I don't mind losing...\As the first frost has fallen, response:	I definitely hate to lose!
context: We're over halfway through and he can still remember the positions of the cards!\May the time we spend apart from one another be\I-It's right!\as short-lived as the reeds of Naniwa Bay\I have no interest in becoming a Master, so I don't mind losing...\I don't mind losing...\As the first frost has fallen,\I definitely hate to lose! response:	Chihaya!
context: May the time we spend apart from one another be\I-It's right!\as short-lived as the reeds of Naniwa Bay\I have no interest in becoming a Master, so I don't mind losing...\I don't mind losing...\As the first frost has fallen,\I definitely hate to lose!\Chihaya! response:	I'm the one sitting across from you right now!
context: I-It's right!\as short-lived as the reeds of Naniwa Bay\I have no interest in becoming a Master, so I don't mind losing...\I don't mind losing...\As the first frost has fallen,\I definitely hate to lose!\Chihaya!\I'm the one sitting across from you right now! response:	He did it!
context: as short-lived as the reeds of Naniwa Bay\I have no interest in becoming a Master, so I don't mind losing...\I don't mind losing...\As the first frost has fallen,\I definitely hate to lose!\Chihaya!\I'm the one sitting across from you right now!\He did it! response:	Thank you very much.
context: I have no interest in becoming a Master, so I don't mind losing...\I don't mind losing...\As the first frost has fallen,\I definitely hate to lose!\Chihaya!\I'm the one sitting across from you right now!\He did it!\Thank you very much. response:	Thank you very much.
context: I don't mind losing...\As the first frost has fallen,\I definitely hate to lose!\Chihaya!\I'm the one sitting across from you right now!\He did it!\Thank you very much.\Thank you very much. response:	I'm so mad...
context: As the first frost has fallen,\I definitely hate to lose!\Chihaya!\I'm the one sitting across from you right now!\He did it!\Thank you very much.\Thank you very much.\I'm so mad... response:	I win.
context: I definitely hate to lose!\Chihaya!\I'm the one sitting across from you right now!\He did it!\Thank you very much.\Thank you very much.\I'm so mad...\I win. response:	Wait.
context: Chihaya!\I'm the one sitting across from you right now!\He did it!\Thank you very much.\Thank you very much.\I'm so mad...\I win.\Wait. response:	You're just going to leave without a word after that match?
context: I'm the one sitting across from you right now!\He did it!\Thank you very much.\Thank you very much.\I'm so mad...\I win.\Wait.\You're just going to leave without a word after that match? response:	Oh, er...
context: He did it!\Thank you very much.\Thank you very much.\I'm so mad...\I win.\Wait.\You're just going to leave without a word after that match?\Oh, er... response:	What's your name?
context: Thank you very much.\Thank you very much.\I'm so mad...\I win.\Wait.\You're just going to leave without a word after that match?\Oh, er...\What's your name? response:	Why...
context: Thank you very much.\I'm so mad...\I win.\Wait.\You're just going to leave without a word after that match?\Oh, er...\What's your name?\Why... response:	do people like him exist?
context: I'm so mad...\I win.\Wait.\You're just going to leave without a word after that match?\Oh, er...\What's your name?\Why...\do people like him exist? response:	Ah, hey!
context: I win.\Wait.\You're just going to leave without a word after that match?\Oh, er...\What's your name?\Why...\do people like him exist?\Ah, hey! response:	He has friends, talent...
context: Wait.\You're just going to leave without a word after that match?\Oh, er...\What's your name?\Why...\do people like him exist?\Ah, hey!\He has friends, talent... response:	Whose are those? Desktomu-kun's?
context: You're just going to leave without a word after that match?\Oh, er...\What's your name?\Why...\do people like him exist?\Ah, hey!\He has friends, talent...\Whose are those? Desktomu-kun's? response:	They're perfect!
context: Oh, er...\What's your name?\Why...\do people like him exist?\Ah, hey!\He has friends, talent...\Whose are those? Desktomu-kun's?\They're perfect! response:	Lemme see!
context: What's your name?\Why...\do people like him exist?\Ah, hey!\He has friends, talent...\Whose are those? Desktomu-kun's?\They're perfect!\Lemme see! response:	Me too!
context: Why...\do people like him exist?\Ah, hey!\He has friends, talent...\Whose are those? Desktomu-kun's?\They're perfect!\Lemme see!\Me too! response:	Thanks, Desktomu-kun!
context: do people like him exist?\Ah, hey!\He has friends, talent...\Whose are those? Desktomu-kun's?\They're perfect!\Lemme see!\Me too!\Thanks, Desktomu-kun! response:	Make sure you get the top score on the next test.
context: Ah, hey!\He has friends, talent...\Whose are those? Desktomu-kun's?\They're perfect!\Lemme see!\Me too!\Thanks, Desktomu-kun!\Make sure you get the top score on the next test. response:	The top score...
context: He has friends, talent...\Whose are those? Desktomu-kun's?\They're perfect!\Lemme see!\Me too!\Thanks, Desktomu-kun!\Make sure you get the top score on the next test.\The top score... response:	Become number one...
context: Whose are those? Desktomu-kun's?\They're perfect!\Lemme see!\Me too!\Thanks, Desktomu-kun!\Make sure you get the top score on the next test.\The top score...\Become number one... response:	Win...
context: They're perfect!\Lemme see!\Me too!\Thanks, Desktomu-kun!\Make sure you get the top score on the next test.\The top score...\Become number one...\Win... response:	But I know...
context: Lemme see!\Me too!\Thanks, Desktomu-kun!\Make sure you get the top score on the next test.\The top score...\Become number one...\Win...\But I know... response:	Even if I do become number one,
context: Me too!\Thanks, Desktomu-kun!\Make sure you get the top score on the next test.\The top score...\Become number one...\Win...\But I know...\Even if I do become number one, response:	they'll never let me in their circle.
context: Thanks, Desktomu-kun!\Make sure you get the top score on the next test.\The top score...\Become number one...\Win...\But I know...\Even if I do become number one,\they'll never let me in their circle. response:	Hey, if you're a little interested now, why not join the karuta club?
context: Make sure you get the top score on the next test.\The top score...\Become number one...\Win...\But I know...\Even if I do become number one,\they'll never let me in their circle.\Hey, if you're a little interested now, why not join the karuta club? response:	I can't play karuta...
context: The top score...\Become number one...\Win...\But I know...\Even if I do become number one,\they'll never let me in their circle.\Hey, if you're a little interested now, why not join the karuta club?\I can't play karuta... response:	I don't have the talent!
context: Become number one...\Win...\But I know...\Even if I do become number one,\they'll never let me in their circle.\Hey, if you're a little interested now, why not join the karuta club?\I can't play karuta...\I don't have the talent! response:	I'm not like you!
context: Win...\But I know...\Even if I do become number one,\they'll never let me in their circle.\Hey, if you're a little interested now, why not join the karuta club?\I can't play karuta...\I don't have the talent!\I'm not like you! response:	All I can do is study!
context: But I know...\Even if I do become number one,\they'll never let me in their circle.\Hey, if you're a little interested now, why not join the karuta club?\I can't play karuta...\I don't have the talent!\I'm not like you!\All I can do is study! response:	I belong behind my desk!
context: Even if I do become number one,\they'll never let me in their circle.\Hey, if you're a little interested now, why not join the karuta club?\I can't play karuta...\I don't have the talent!\I'm not like you!\All I can do is study!\I belong behind my desk! response:	Focus on contests that you can win.
context: they'll never let me in their circle.\Hey, if you're a little interested now, why not join the karuta club?\I can't play karuta...\I don't have the talent!\I'm not like you!\All I can do is study!\I belong behind my desk!\Focus on contests that you can win. response:	I could spend my entire youth on karuta
context: Hey, if you're a little interested now, why not join the karuta club?\I can't play karuta...\I don't have the talent!\I'm not like you!\All I can do is study!\I belong behind my desk!\Focus on contests that you can win.\I could spend my entire youth on karuta response:	without ever becoming better than Arata.
context: I can't play karuta...\I don't have the talent!\I'm not like you!\All I can do is study!\I belong behind my desk!\Focus on contests that you can win.\I could spend my entire youth on karuta\without ever becoming better than Arata. response:	I don't have any talent for karuta either.
context: I don't have the talent!\I'm not like you!\All I can do is study!\I belong behind my desk!\Focus on contests that you can win.\I could spend my entire youth on karuta\without ever becoming better than Arata.\I don't have any talent for karuta either. response:	It's tough, but I still play!
context: I'm not like you!\All I can do is study!\I belong behind my desk!\Focus on contests that you can win.\I could spend my entire youth on karuta\without ever becoming better than Arata.\I don't have any talent for karuta either.\It's tough, but I still play! response:	I keep losing, but I still play!
context: All I can do is study!\I belong behind my desk!\Focus on contests that you can win.\I could spend my entire youth on karuta\without ever becoming better than Arata.\I don't have any talent for karuta either.\It's tough, but I still play!\I keep losing, but I still play! response:	Because when I win...
context: I belong behind my desk!\Focus on contests that you can win.\I could spend my entire youth on karuta\without ever becoming better than Arata.\I don't have any talent for karuta either.\It's tough, but I still play!\I keep losing, but I still play!\Because when I win... response:	I feel so happy!
context: Focus on contests that you can win.\I could spend my entire youth on karuta\without ever becoming better than Arata.\I don't have any talent for karuta either.\It's tough, but I still play!\I keep losing, but I still play!\Because when I win...\I feel so happy! response:	Okay, that was lame.
context: I could spend my entire youth on karuta\without ever becoming better than Arata.\I don't have any talent for karuta either.\It's tough, but I still play!\I keep losing, but I still play!\Because when I win...\I feel so happy!\Okay, that was lame. response:	But...
context: without ever becoming better than Arata.\I don't have any talent for karuta either.\It's tough, but I still play!\I keep losing, but I still play!\Because when I win...\I feel so happy!\Okay, that was lame.\But... response:	Instead of a karuta genius, I would rather have our new member
context: I don't have any talent for karuta either.\It's tough, but I still play!\I keep losing, but I still play!\Because when I win...\I feel so happy!\Okay, that was lame.\But...\Instead of a karuta genius, I would rather have our new member response:	be someone who puts in effort on the tatami.
context: It's tough, but I still play!\I keep losing, but I still play!\Because when I win...\I feel so happy!\Okay, that was lame.\But...\Instead of a karuta genius, I would rather have our new member\be someone who puts in effort on the tatami. response:	Wh-What are you talking about?
context: I keep losing, but I still play!\Because when I win...\I feel so happy!\Okay, that was lame.\But...\Instead of a karuta genius, I would rather have our new member\be someone who puts in effort on the tatami.\Wh-What are you talking about? response:	Tatami? Karuta? That doesn't make any sense at all!
context: Because when I win...\I feel so happy!\Okay, that was lame.\But...\Instead of a karuta genius, I would rather have our new member\be someone who puts in effort on the tatami.\Wh-What are you talking about?\Tatami? Karuta? That doesn't make any sense at all! response:	Man, look at my desk...
context: I feel so happy!\Okay, that was lame.\But...\Instead of a karuta genius, I would rather have our new member\be someone who puts in effort on the tatami.\Wh-What are you talking about?\Tatami? Karuta? That doesn't make any sense at all!\Man, look at my desk... response:	I see.
context: Okay, that was lame.\But...\Instead of a karuta genius, I would rather have our new member\be someone who puts in effort on the tatami.\Wh-What are you talking about?\Tatami? Karuta? That doesn't make any sense at all!\Man, look at my desk...\I see. response:	Sorry about that.
context: But...\Instead of a karuta genius, I would rather have our new member\be someone who puts in effort on the tatami.\Wh-What are you talking about?\Tatami? Karuta? That doesn't make any sense at all!\Man, look at my desk...\I see.\Sorry about that. response:	It's tough, but I still play!
context: Instead of a karuta genius, I would rather have our new member\be someone who puts in effort on the tatami.\Wh-What are you talking about?\Tatami? Karuta? That doesn't make any sense at all!\Man, look at my desk...\I see.\Sorry about that.\It's tough, but I still play! response:	I keep losing, but I still play!
