context: Heart response:	Stirring
context: Twenty-seven this year.\Then what about Yoake-san?\Wait, did I not say?\Same age as you.\Twenty-eight this year.\We're equals?!\Well, sorry for tricking you,\but it was good practice for the future, right? response:	Future?
context: Then what about Yoake-san?\Wait, did I not say?\Same age as you.\Twenty-eight this year.\We're equals?!\Well, sorry for tricking you,\but it was good practice for the future, right?\Future? response:	If a real high school girl comes after you, you'll know just what to do!
context: Wait, did I not say?\Same age as you.\Twenty-eight this year.\We're equals?!\Well, sorry for tricking you,\but it was good practice for the future, right?\Future?\If a real high school girl comes after you, you'll know just what to do! response:	You were a total gentleman!
context: Same age as you.\Twenty-eight this year.\We're equals?!\Well, sorry for tricking you,\but it was good practice for the future, right?\Future?\If a real high school girl comes after you, you'll know just what to do!\You were a total gentleman! response:	Enough. This is wearing me out.
context: Twenty-eight this year.\We're equals?!\Well, sorry for tricking you,\but it was good practice for the future, right?\Future?\If a real high school girl comes after you, you'll know just what to do!\You were a total gentleman!\Enough. This is wearing me out. response:	Is everyone in the Support Division a walking joke?
context: We're equals?!\Well, sorry for tricking you,\but it was good practice for the future, right?\Future?\If a real high school girl comes after you, you'll know just what to do!\You were a total gentleman!\Enough. This is wearing me out.\Is everyone in the Support Division a walking joke? response:	How rude!
context: Well, sorry for tricking you,\but it was good practice for the future, right?\Future?\If a real high school girl comes after you, you'll know just what to do!\You were a total gentleman!\Enough. This is wearing me out.\Is everyone in the Support Division a walking joke?\How rude! response:	You're the same!
context: but it was good practice for the future, right?\Future?\If a real high school girl comes after you, you'll know just what to do!\You were a total gentleman!\Enough. This is wearing me out.\Is everyone in the Support Division a walking joke?\How rude!\You're the same! response:	Grinning while you toy with people's hearts!
context: Future?\If a real high school girl comes after you, you'll know just what to do!\You were a total gentleman!\Enough. This is wearing me out.\Is everyone in the Support Division a walking joke?\How rude!\You're the same!\Grinning while you toy with people's hearts! response:	I'm not joking around.
context: If a real high school girl comes after you, you'll know just what to do!\You were a total gentleman!\Enough. This is wearing me out.\Is everyone in the Support Division a walking joke?\How rude!\You're the same!\Grinning while you toy with people's hearts!\I'm not joking around. response:	Today was a proper part of your ReLIFE experience!
context: You were a total gentleman!\Enough. This is wearing me out.\Is everyone in the Support Division a walking joke?\How rude!\You're the same!\Grinning while you toy with people's hearts!\I'm not joking around.\Today was a proper part of your ReLIFE experience! response:	How so?
context: Enough. This is wearing me out.\Is everyone in the Support Division a walking joke?\How rude!\You're the same!\Grinning while you toy with people's hearts!\I'm not joking around.\Today was a proper part of your ReLIFE experience!\How so? response:	Um... well...
context: Is everyone in the Support Division a walking joke?\How rude!\You're the same!\Grinning while you toy with people's hearts!\I'm not joking around.\Today was a proper part of your ReLIFE experience!\How so?\Um... well... response:	Sometimes subjects use the fact that no one will remember them
context: How rude!\You're the same!\Grinning while you toy with people's hearts!\I'm not joking around.\Today was a proper part of your ReLIFE experience!\How so?\Um... well...\Sometimes subjects use the fact that no one will remember them response:	to do bad things.
context: You're the same!\Grinning while you toy with people's hearts!\I'm not joking around.\Today was a proper part of your ReLIFE experience!\How so?\Um... well...\Sometimes subjects use the fact that no one will remember them\to do bad things. response:	Bad things?
context: Grinning while you toy with people's hearts!\I'm not joking around.\Today was a proper part of your ReLIFE experience!\How so?\Um... well...\Sometimes subjects use the fact that no one will remember them\to do bad things.\Bad things? response:	Like messing around with high school girls.
context: I'm not joking around.\Today was a proper part of your ReLIFE experience!\How so?\Um... well...\Sometimes subjects use the fact that no one will remember them\to do bad things.\Bad things?\Like messing around with high school girls. response:	I-I...
context: Today was a proper part of your ReLIFE experience!\How so?\Um... well...\Sometimes subjects use the fact that no one will remember them\to do bad things.\Bad things?\Like messing around with high school girls.\I-I... response:	Today, I believed in you, but I tested your character a bit.
context: How so?\Um... well...\Sometimes subjects use the fact that no one will remember them\to do bad things.\Bad things?\Like messing around with high school girls.\I-I...\Today, I believed in you, but I tested your character a bit. response:	Sorry about that!
context: Um... well...\Sometimes subjects use the fact that no one will remember them\to do bad things.\Bad things?\Like messing around with high school girls.\I-I...\Today, I believed in you, but I tested your character a bit.\Sorry about that! response:	Honestly, I have no idea what goes through her head sometimes.
context: Sometimes subjects use the fact that no one will remember them\to do bad things.\Bad things?\Like messing around with high school girls.\I-I...\Today, I believed in you, but I tested your character a bit.\Sorry about that!\Honestly, I have no idea what goes through her head sometimes. response:	Right, Onoya?
context: to do bad things.\Bad things?\Like messing around with high school girls.\I-I...\Today, I believed in you, but I tested your character a bit.\Sorry about that!\Honestly, I have no idea what goes through her head sometimes.\Right, Onoya? response:	Yikes, Yoake-senpai's mad.
context: Bad things?\Like messing around with high school girls.\I-I...\Today, I believed in you, but I tested your character a bit.\Sorry about that!\Honestly, I have no idea what goes through her head sometimes.\Right, Onoya?\Yikes, Yoake-senpai's mad. response:	Seriously, I rushed here worried that we'd have to cancel the experiment.
context: Like messing around with high school girls.\I-I...\Today, I believed in you, but I tested your character a bit.\Sorry about that!\Honestly, I have no idea what goes through her head sometimes.\Right, Onoya?\Yikes, Yoake-senpai's mad.\Seriously, I rushed here worried that we'd have to cancel the experiment. response:	You needn't have.
context: I-I...\Today, I believed in you, but I tested your character a bit.\Sorry about that!\Honestly, I have no idea what goes through her head sometimes.\Right, Onoya?\Yikes, Yoake-senpai's mad.\Seriously, I rushed here worried that we'd have to cancel the experiment.\You needn't have. response:	That's the subject I picked for you!
context: Today, I believed in you, but I tested your character a bit.\Sorry about that!\Honestly, I have no idea what goes through her head sometimes.\Right, Onoya?\Yikes, Yoake-senpai's mad.\Seriously, I rushed here worried that we'd have to cancel the experiment.\You needn't have.\That's the subject I picked for you! response:	Onoya!
context: Sorry about that!\Honestly, I have no idea what goes through her head sometimes.\Right, Onoya?\Yikes, Yoake-senpai's mad.\Seriously, I rushed here worried that we'd have to cancel the experiment.\You needn't have.\That's the subject I picked for you!\Onoya! response:	Not all of my confession was a lie.
context: Honestly, I have no idea what goes through her head sometimes.\Right, Onoya?\Yikes, Yoake-senpai's mad.\Seriously, I rushed here worried that we'd have to cancel the experiment.\You needn't have.\That's the subject I picked for you!\Onoya!\Not all of my confession was a lie. response:	Wait, what?
context: Right, Onoya?\Yikes, Yoake-senpai's mad.\Seriously, I rushed here worried that we'd have to cancel the experiment.\You needn't have.\That's the subject I picked for you!\Onoya!\Not all of my confession was a lie.\Wait, what? response:	When I looked over the subject data,
context: Yikes, Yoake-senpai's mad.\Seriously, I rushed here worried that we'd have to cancel the experiment.\You needn't have.\That's the subject I picked for you!\Onoya!\Not all of my confession was a lie.\Wait, what?\When I looked over the subject data, response:	I did fall for Kaizaki Arata at first sight.
context: Seriously, I rushed here worried that we'd have to cancel the experiment.\You needn't have.\That's the subject I picked for you!\Onoya!\Not all of my confession was a lie.\Wait, what?\When I looked over the subject data,\I did fall for Kaizaki Arata at first sight. response:	And we did meet last year at your store.
context: You needn't have.\That's the subject I picked for you!\Onoya!\Not all of my confession was a lie.\Wait, what?\When I looked over the subject data,\I did fall for Kaizaki Arata at first sight.\And we did meet last year at your store. response:	Onoya!
context: That's the subject I picked for you!\Onoya!\Not all of my confession was a lie.\Wait, what?\When I looked over the subject data,\I did fall for Kaizaki Arata at first sight.\And we did meet last year at your store.\Onoya! response:	Truth is, Yoake-senpai wasn't supposed to be your support. I was.
context: Onoya!\Not all of my confession was a lie.\Wait, what?\When I looked over the subject data,\I did fall for Kaizaki Arata at first sight.\And we did meet last year at your store.\Onoya!\Truth is, Yoake-senpai wasn't supposed to be your support. I was. response:	Onoya!
context: Not all of my confession was a lie.\Wait, what?\When I looked over the subject data,\I did fall for Kaizaki Arata at first sight.\And we did meet last year at your store.\Onoya!\Truth is, Yoake-senpai wasn't supposed to be your support. I was.\Onoya! response:	But I couldn't finish my training in a year!
context: Wait, what?\When I looked over the subject data,\I did fall for Kaizaki Arata at first sight.\And we did meet last year at your store.\Onoya!\Truth is, Yoake-senpai wasn't supposed to be your support. I was.\Onoya!\But I couldn't finish my training in a year! response:	Training?
context: When I looked over the subject data,\I did fall for Kaizaki Arata at first sight.\And we did meet last year at your store.\Onoya!\Truth is, Yoake-senpai wasn't supposed to be your support. I was.\Onoya!\But I couldn't finish my training in a year!\Training? response:	He really doesn't want me to tell you,
context: I did fall for Kaizaki Arata at first sight.\And we did meet last year at your store.\Onoya!\Truth is, Yoake-senpai wasn't supposed to be your support. I was.\Onoya!\But I couldn't finish my training in a year!\Training?\He really doesn't want me to tell you, response:	but Yoake-senpai is the same.
context: And we did meet last year at your store.\Onoya!\Truth is, Yoake-senpai wasn't supposed to be your support. I was.\Onoya!\But I couldn't finish my training in a year!\Training?\He really doesn't want me to tell you,\but Yoake-senpai is the same. response:	He was in training at Aoba for two years!
context: Onoya!\Truth is, Yoake-senpai wasn't supposed to be your support. I was.\Onoya!\But I couldn't finish my training in a year!\Training?\He really doesn't want me to tell you,\but Yoake-senpai is the same.\He was in training at Aoba for two years! response:	The training period is only supposed to last a year.
context: Truth is, Yoake-senpai wasn't supposed to be your support. I was.\Onoya!\But I couldn't finish my training in a year!\Training?\He really doesn't want me to tell you,\but Yoake-senpai is the same.\He was in training at Aoba for two years!\The training period is only supposed to last a year. response:	Right, Yoake-senpai?
context: Onoya!\But I couldn't finish my training in a year!\Training?\He really doesn't want me to tell you,\but Yoake-senpai is the same.\He was in training at Aoba for two years!\The training period is only supposed to last a year.\Right, Yoake-senpai? response:	That's right.
context: But I couldn't finish my training in a year!\Training?\He really doesn't want me to tell you,\but Yoake-senpai is the same.\He was in training at Aoba for two years!\The training period is only supposed to last a year.\Right, Yoake-senpai?\That's right. response:	So in place of Onoya, I took over as your support.
context: Training?\He really doesn't want me to tell you,\but Yoake-senpai is the same.\He was in training at Aoba for two years!\The training period is only supposed to last a year.\Right, Yoake-senpai?\That's right.\So in place of Onoya, I took over as your support. response:	You may still be in training, but you got too close!
context: He really doesn't want me to tell you,\but Yoake-senpai is the same.\He was in training at Aoba for two years!\The training period is only supposed to last a year.\Right, Yoake-senpai?\That's right.\So in place of Onoya, I took over as your support.\You may still be in training, but you got too close! response:	Give it a rest, really.
context: but Yoake-senpai is the same.\He was in training at Aoba for two years!\The training period is only supposed to last a year.\Right, Yoake-senpai?\That's right.\So in place of Onoya, I took over as your support.\You may still be in training, but you got too close!\Give it a rest, really. response:	Ow, ow, ow! Sorry, sorry!
context: He was in training at Aoba for two years!\The training period is only supposed to last a year.\Right, Yoake-senpai?\That's right.\So in place of Onoya, I took over as your support.\You may still be in training, but you got too close!\Give it a rest, really.\Ow, ow, ow! Sorry, sorry! response:	Anyway, sorry for lots of things about today.
context: The training period is only supposed to last a year.\Right, Yoake-senpai?\That's right.\So in place of Onoya, I took over as your support.\You may still be in training, but you got too close!\Give it a rest, really.\Ow, ow, ow! Sorry, sorry!\Anyway, sorry for lots of things about today. response:	We hope to keep working with you.
context: Right, Yoake-senpai?\That's right.\So in place of Onoya, I took over as your support.\You may still be in training, but you got too close!\Give it a rest, really.\Ow, ow, ow! Sorry, sorry!\Anyway, sorry for lots of things about today.\We hope to keep working with you. response:	S-Sure.
context: That's right.\So in place of Onoya, I took over as your support.\You may still be in training, but you got too close!\Give it a rest, really.\Ow, ow, ow! Sorry, sorry!\Anyway, sorry for lots of things about today.\We hope to keep working with you.\S-Sure. response:	Stop that! Raise your heads!
context: So in place of Onoya, I took over as your support.\You may still be in training, but you got too close!\Give it a rest, really.\Ow, ow, ow! Sorry, sorry!\Anyway, sorry for lots of things about today.\We hope to keep working with you.\S-Sure.\Stop that! Raise your heads! response:	I'm not that mad.
context: You may still be in training, but you got too close!\Give it a rest, really.\Ow, ow, ow! Sorry, sorry!\Anyway, sorry for lots of things about today.\We hope to keep working with you.\S-Sure.\Stop that! Raise your heads!\I'm not that mad. response:	Yoake-san, c'mon!
context: Give it a rest, really.\Ow, ow, ow! Sorry, sorry!\Anyway, sorry for lots of things about today.\We hope to keep working with you.\S-Sure.\Stop that! Raise your heads!\I'm not that mad.\Yoake-san, c'mon! response:	An, c'mon!
context: Ow, ow, ow! Sorry, sorry!\Anyway, sorry for lots of things about today.\We hope to keep working with you.\S-Sure.\Stop that! Raise your heads!\I'm not that mad.\Yoake-san, c'mon!\An, c'mon! response:	Sorry, Kaizaki-san.
context: Anyway, sorry for lots of things about today.\We hope to keep working with you.\S-Sure.\Stop that! Raise your heads!\I'm not that mad.\Yoake-san, c'mon!\An, c'mon!\Sorry, Kaizaki-san. response:	Half of that was true.
context: We hope to keep working with you.\S-Sure.\Stop that! Raise your heads!\I'm not that mad.\Yoake-san, c'mon!\An, c'mon!\Sorry, Kaizaki-san.\Half of that was true. response:	Half of that wasn't.
context: S-Sure.\Stop that! Raise your heads!\I'm not that mad.\Yoake-san, c'mon!\An, c'mon!\Sorry, Kaizaki-san.\Half of that was true.\Half of that wasn't. response:	NEXT EPISODE
context: Stop that! Raise your heads!\I'm not that mad.\Yoake-san, c'mon!\An, c'mon!\Sorry, Kaizaki-san.\Half of that was true.\Half of that wasn't.\NEXT EPISODE response:	Senpai, what did you mean, half of that was true and half wasn't?
context: I'm not that mad.\Yoake-san, c'mon!\An, c'mon!\Sorry, Kaizaki-san.\Half of that was true.\Half of that wasn't.\NEXT EPISODE\Senpai, what did you mean, half of that was true and half wasn't? response:	I never said anything like that.
context: Yoake-san, c'mon!\An, c'mon!\Sorry, Kaizaki-san.\Half of that was true.\Half of that wasn't.\NEXT EPISODE\Senpai, what did you mean, half of that was true and half wasn't?\I never said anything like that. response:	But I felt like I heard you thinking it.
context: An, c'mon!\Sorry, Kaizaki-san.\Half of that was true.\Half of that wasn't.\NEXT EPISODE\Senpai, what did you mean, half of that was true and half wasn't?\I never said anything like that.\But I felt like I heard you thinking it. response:	My, you talk like you know it all, Onoya.
context: Sorry, Kaizaki-san.\Half of that was true.\Half of that wasn't.\NEXT EPISODE\Senpai, what did you mean, half of that was true and half wasn't?\I never said anything like that.\But I felt like I heard you thinking it.\My, you talk like you know it all, Onoya. response:	Test Subject 001 -> 002
context: Half of that was true.\Half of that wasn't.\NEXT EPISODE\Senpai, what did you mean, half of that was true and half wasn't?\I never said anything like that.\But I felt like I heard you thinking it.\My, you talk like you know it all, Onoya.\Test Subject 001 -> 002 response:	Well, I have known you for a long time.
