context: Lady Laffinty. response:	This way! Over here!
context: You're so late!\I've been waiting for you this whole time!\I just knew you'd come here!\Muginami,\is he your older brother?\Yes.\Even though we're not related,\he's my brother! response:	Lan?
context: I've been waiting for you this whole time!\I just knew you'd come here!\Muginami,\is he your older brother?\Yes.\Even though we're not related,\he's my brother!\Lan? response:	You're...
context: I just knew you'd come here!\Muginami,\is he your older brother?\Yes.\Even though we're not related,\he's my brother!\Lan?\You're... response:	Brother?
context: Muginami,\is he your older brother?\Yes.\Even though we're not related,\he's my brother!\Lan?\You're...\Brother? response:	Lady Laffinty.
context: is he your older brother?\Yes.\Even though we're not related,\he's my brother!\Lan?\You're...\Brother?\Lady Laffinty. response:	Lan...
context: Yes.\Even though we're not related,\he's my brother!\Lan?\You're...\Brother?\Lady Laffinty.\Lan... response:	He's our enemy?
context: Even though we're not related,\he's my brother!\Lan?\You're...\Brother?\Lady Laffinty.\Lan...\He's our enemy? response:	That Shabada
context: he's my brother!\Lan?\You're...\Brother?\Lady Laffinty.\Lan...\He's our enemy?\That Shabada response:	No, Madoka.
context: Lan?\You're...\Brother?\Lady Laffinty.\Lan...\He's our enemy?\That Shabada\No, Madoka. response:	His name is Giuvi
context: You're...\Brother?\Lady Laffinty.\Lan...\He's our enemy?\That Shabada\No, Madoka.\His name is Giuvi response:	It's Villagiulio.
context: Brother?\Lady Laffinty.\Lan...\He's our enemy?\That Shabada\No, Madoka.\His name is Giuvi\It's Villagiulio. response:	Then what about Muginami?
context: Lady Laffinty.\Lan...\He's our enemy?\That Shabada\No, Madoka.\His name is Giuvi\It's Villagiulio.\Then what about Muginami? response:	She's also our enemy.
context: Lan...\He's our enemy?\That Shabada\No, Madoka.\His name is Giuvi\It's Villagiulio.\Then what about Muginami?\She's also our enemy. response:	But she doesn't seem that way at all.
context: He's our enemy?\That Shabada\No, Madoka.\His name is Giuvi\It's Villagiulio.\Then what about Muginami?\She's also our enemy.\But she doesn't seem that way at all. response:	Is it true that you're our enemy?
context: That Shabada\No, Madoka.\His name is Giuvi\It's Villagiulio.\Then what about Muginami?\She's also our enemy.\But she doesn't seem that way at all.\Is it true that you're our enemy? response:	Huh?
context: No, Madoka.\His name is Giuvi\It's Villagiulio.\Then what about Muginami?\She's also our enemy.\But she doesn't seem that way at all.\Is it true that you're our enemy?\Huh? response:	Did Lan say so?
context: His name is Giuvi\It's Villagiulio.\Then what about Muginami?\She's also our enemy.\But she doesn't seem that way at all.\Is it true that you're our enemy?\Huh?\Did Lan say so? response:	Answer me.
context: It's Villagiulio.\Then what about Muginami?\She's also our enemy.\But she doesn't seem that way at all.\Is it true that you're our enemy?\Huh?\Did Lan say so?\Answer me. response:	Those guys who came to attack us last time...
context: Then what about Muginami?\She's also our enemy.\But she doesn't seem that way at all.\Is it true that you're our enemy?\Huh?\Did Lan say so?\Answer me.\Those guys who came to attack us last time... response:	Are they also your people, Muginami?
context: She's also our enemy.\But she doesn't seem that way at all.\Is it true that you're our enemy?\Huh?\Did Lan say so?\Answer me.\Those guys who came to attack us last time...\Are they also your people, Muginami? response:	No, they're
context: But she doesn't seem that way at all.\Is it true that you're our enemy?\Huh?\Did Lan say so?\Answer me.\Those guys who came to attack us last time...\Are they also your people, Muginami?\No, they're response:	You, be quiet.
context: Is it true that you're our enemy?\Huh?\Did Lan say so?\Answer me.\Those guys who came to attack us last time...\Are they also your people, Muginami?\No, they're\You, be quiet. response:	I'm not your enemy, Madoka.
context: Huh?\Did Lan say so?\Answer me.\Those guys who came to attack us last time...\Are they also your people, Muginami?\No, they're\You, be quiet.\I'm not your enemy, Madoka. response:	I'm on Brother's side. That's all.
context: Did Lan say so?\Answer me.\Those guys who came to attack us last time...\Are they also your people, Muginami?\No, they're\You, be quiet.\I'm not your enemy, Madoka.\I'm on Brother's side. That's all. response:	Which means you're the enemy.
context: Answer me.\Those guys who came to attack us last time...\Are they also your people, Muginami?\No, they're\You, be quiet.\I'm not your enemy, Madoka.\I'm on Brother's side. That's all.\Which means you're the enemy. response:	Maybe to you, Lan.
context: Those guys who came to attack us last time...\Are they also your people, Muginami?\No, they're\You, be quiet.\I'm not your enemy, Madoka.\I'm on Brother's side. That's all.\Which means you're the enemy.\Maybe to you, Lan. response:	But this doesn't involve Madoka, does it?
context: Are they also your people, Muginami?\No, they're\You, be quiet.\I'm not your enemy, Madoka.\I'm on Brother's side. That's all.\Which means you're the enemy.\Maybe to you, Lan.\But this doesn't involve Madoka, does it? response:	After all, we're the ones at war.
context: No, they're\You, be quiet.\I'm not your enemy, Madoka.\I'm on Brother's side. That's all.\Which means you're the enemy.\Maybe to you, Lan.\But this doesn't involve Madoka, does it?\After all, we're the ones at war. response:	How can you say this doesn't involve me?
context: You, be quiet.\I'm not your enemy, Madoka.\I'm on Brother's side. That's all.\Which means you're the enemy.\Maybe to you, Lan.\But this doesn't involve Madoka, does it?\After all, we're the ones at war.\How can you say this doesn't involve me? response:	Madoka?
context: I'm not your enemy, Madoka.\I'm on Brother's side. That's all.\Which means you're the enemy.\Maybe to you, Lan.\But this doesn't involve Madoka, does it?\After all, we're the ones at war.\How can you say this doesn't involve me?\Madoka? response:	Of course, it involves me!
context: I'm on Brother's side. That's all.\Which means you're the enemy.\Maybe to you, Lan.\But this doesn't involve Madoka, does it?\After all, we're the ones at war.\How can you say this doesn't involve me?\Madoka?\Of course, it involves me! response:	We live together!
context: Which means you're the enemy.\Maybe to you, Lan.\But this doesn't involve Madoka, does it?\After all, we're the ones at war.\How can you say this doesn't involve me?\Madoka?\Of course, it involves me!\We live together! response:	We go to school together.
context: Maybe to you, Lan.\But this doesn't involve Madoka, does it?\After all, we're the ones at war.\How can you say this doesn't involve me?\Madoka?\Of course, it involves me!\We live together!\We go to school together. response:	We're in the same club together.
context: But this doesn't involve Madoka, does it?\After all, we're the ones at war.\How can you say this doesn't involve me?\Madoka?\Of course, it involves me!\We live together!\We go to school together.\We're in the same club together. response:	So how can you say this doesn't involve me?
context: After all, we're the ones at war.\How can you say this doesn't involve me?\Madoka?\Of course, it involves me!\We live together!\We go to school together.\We're in the same club together.\So how can you say this doesn't involve me? response:	I can't just go around having fun
context: How can you say this doesn't involve me?\Madoka?\Of course, it involves me!\We live together!\We go to school together.\We're in the same club together.\So how can you say this doesn't involve me?\I can't just go around having fun response:	when you and Lan are fighting right in front of me!
context: Madoka?\Of course, it involves me!\We live together!\We go to school together.\We're in the same club together.\So how can you say this doesn't involve me?\I can't just go around having fun\when you and Lan are fighting right in front of me! response:	Really?
context: Of course, it involves me!\We live together!\We go to school together.\We're in the same club together.\So how can you say this doesn't involve me?\I can't just go around having fun\when you and Lan are fighting right in front of me!\Really? response:	It was pretty fun for me...
context: We live together!\We go to school together.\We're in the same club together.\So how can you say this doesn't involve me?\I can't just go around having fun\when you and Lan are fighting right in front of me!\Really?\It was pretty fun for me... response:	Unlike Lan over there.
context: We go to school together.\We're in the same club together.\So how can you say this doesn't involve me?\I can't just go around having fun\when you and Lan are fighting right in front of me!\Really?\It was pretty fun for me...\Unlike Lan over there. response:	What?
context: We're in the same club together.\So how can you say this doesn't involve me?\I can't just go around having fun\when you and Lan are fighting right in front of me!\Really?\It was pretty fun for me...\Unlike Lan over there.\What? response:	I mean, we all woke up in the morning and ate breakfast,
context: So how can you say this doesn't involve me?\I can't just go around having fun\when you and Lan are fighting right in front of me!\Really?\It was pretty fun for me...\Unlike Lan over there.\What?\I mean, we all woke up in the morning and ate breakfast, response:	and went to school and gossiped, then ate again.
context: I can't just go around having fun\when you and Lan are fighting right in front of me!\Really?\It was pretty fun for me...\Unlike Lan over there.\What?\I mean, we all woke up in the morning and ate breakfast,\and went to school and gossiped, then ate again. response:	In the afternoon, as we listened to the teacher's lecture,
context: when you and Lan are fighting right in front of me!\Really?\It was pretty fun for me...\Unlike Lan over there.\What?\I mean, we all woke up in the morning and ate breakfast,\and went to school and gossiped, then ate again.\In the afternoon, as we listened to the teacher's lecture, response:	we took a quick nap.
context: Really?\It was pretty fun for me...\Unlike Lan over there.\What?\I mean, we all woke up in the morning and ate breakfast,\and went to school and gossiped, then ate again.\In the afternoon, as we listened to the teacher's lecture,\we took a quick nap. response:	Then we did Sweats Club activities until evening.
context: It was pretty fun for me...\Unlike Lan over there.\What?\I mean, we all woke up in the morning and ate breakfast,\and went to school and gossiped, then ate again.\In the afternoon, as we listened to the teacher's lecture,\we took a quick nap.\Then we did Sweats Club activities until evening. response:	Then we went home and helped at the shop.
context: Unlike Lan over there.\What?\I mean, we all woke up in the morning and ate breakfast,\and went to school and gossiped, then ate again.\In the afternoon, as we listened to the teacher's lecture,\we took a quick nap.\Then we did Sweats Club activities until evening.\Then we went home and helped at the shop. response:	Then we took a leisurely bath and
context: What?\I mean, we all woke up in the morning and ate breakfast,\and went to school and gossiped, then ate again.\In the afternoon, as we listened to the teacher's lecture,\we took a quick nap.\Then we did Sweats Club activities until evening.\Then we went home and helped at the shop.\Then we took a leisurely bath and response:	slept'til the next morning.
context: I mean, we all woke up in the morning and ate breakfast,\and went to school and gossiped, then ate again.\In the afternoon, as we listened to the teacher's lecture,\we took a quick nap.\Then we did Sweats Club activities until evening.\Then we went home and helped at the shop.\Then we took a leisurely bath and\slept'til the next morning. response:	We did the same thing every day,
context: and went to school and gossiped, then ate again.\In the afternoon, as we listened to the teacher's lecture,\we took a quick nap.\Then we did Sweats Club activities until evening.\Then we went home and helped at the shop.\Then we took a leisurely bath and\slept'til the next morning.\We did the same thing every day, response:	but I'd never had such an easy life.
context: In the afternoon, as we listened to the teacher's lecture,\we took a quick nap.\Then we did Sweats Club activities until evening.\Then we went home and helped at the shop.\Then we took a leisurely bath and\slept'til the next morning.\We did the same thing every day,\but I'd never had such an easy life. response:	I loved every minute of it!
context: we took a quick nap.\Then we did Sweats Club activities until evening.\Then we went home and helped at the shop.\Then we took a leisurely bath and\slept'til the next morning.\We did the same thing every day,\but I'd never had such an easy life.\I loved every minute of it! response:	Easy?
context: Then we did Sweats Club activities until evening.\Then we went home and helped at the shop.\Then we took a leisurely bath and\slept'til the next morning.\We did the same thing every day,\but I'd never had such an easy life.\I loved every minute of it!\Easy? response:	Uh-huh.
context: Then we went home and helped at the shop.\Then we took a leisurely bath and\slept'til the next morning.\We did the same thing every day,\but I'd never had such an easy life.\I loved every minute of it!\Easy?\Uh-huh. response:	Which is why I told Lan earlier...
context: Then we took a leisurely bath and\slept'til the next morning.\We did the same thing every day,\but I'd never had such an easy life.\I loved every minute of it!\Easy?\Uh-huh.\Which is why I told Lan earlier... response:	We're going to have to fight sooner or later,
context: slept'til the next morning.\We did the same thing every day,\but I'd never had such an easy life.\I loved every minute of it!\Easy?\Uh-huh.\Which is why I told Lan earlier...\We're going to have to fight sooner or later, response:	so we should enjoy this life while we can.
context: We did the same thing every day,\but I'd never had such an easy life.\I loved every minute of it!\Easy?\Uh-huh.\Which is why I told Lan earlier...\We're going to have to fight sooner or later,\so we should enjoy this life while we can. response:	But Lan got upset and told me to quit fooling around.
context: but I'd never had such an easy life.\I loved every minute of it!\Easy?\Uh-huh.\Which is why I told Lan earlier...\We're going to have to fight sooner or later,\so we should enjoy this life while we can.\But Lan got upset and told me to quit fooling around. response:	How could you, Muginami?
context: I loved every minute of it!\Easy?\Uh-huh.\Which is why I told Lan earlier...\We're going to have to fight sooner or later,\so we should enjoy this life while we can.\But Lan got upset and told me to quit fooling around.\How could you, Muginami? response:	Madoka?
context: Easy?\Uh-huh.\Which is why I told Lan earlier...\We're going to have to fight sooner or later,\so we should enjoy this life while we can.\But Lan got upset and told me to quit fooling around.\How could you, Muginami?\Madoka? response:	I can't believe that's the way you thought about us!
context: Uh-huh.\Which is why I told Lan earlier...\We're going to have to fight sooner or later,\so we should enjoy this life while we can.\But Lan got upset and told me to quit fooling around.\How could you, Muginami?\Madoka?\I can't believe that's the way you thought about us! response:	Sorry!
context: Which is why I told Lan earlier...\We're going to have to fight sooner or later,\so we should enjoy this life while we can.\But Lan got upset and told me to quit fooling around.\How could you, Muginami?\Madoka?\I can't believe that's the way you thought about us!\Sorry! response:	But I really did have fun.
context: We're going to have to fight sooner or later,\so we should enjoy this life while we can.\But Lan got upset and told me to quit fooling around.\How could you, Muginami?\Madoka?\I can't believe that's the way you thought about us!\Sorry!\But I really did have fun. response:	I honestly wished these days could continue for the rest of my life.
context: so we should enjoy this life while we can.\But Lan got upset and told me to quit fooling around.\How could you, Muginami?\Madoka?\I can't believe that's the way you thought about us!\Sorry!\But I really did have fun.\I honestly wished these days could continue for the rest of my life. response:	Then...
context: But Lan got upset and told me to quit fooling around.\How could you, Muginami?\Madoka?\I can't believe that's the way you thought about us!\Sorry!\But I really did have fun.\I honestly wished these days could continue for the rest of my life.\Then... response:	But that's not possible.
context: How could you, Muginami?\Madoka?\I can't believe that's the way you thought about us!\Sorry!\But I really did have fun.\I honestly wished these days could continue for the rest of my life.\Then...\But that's not possible. response:	Right, Lan?
context: Madoka?\I can't believe that's the way you thought about us!\Sorry!\But I really did have fun.\I honestly wished these days could continue for the rest of my life.\Then...\But that's not possible.\Right, Lan? response:	So please understand, Madoka.
context: I can't believe that's the way you thought about us!\Sorry!\But I really did have fun.\I honestly wished these days could continue for the rest of my life.\Then...\But that's not possible.\Right, Lan?\So please understand, Madoka. response:	This is our destiny.
context: Sorry!\But I really did have fun.\I honestly wished these days could continue for the rest of my life.\Then...\But that's not possible.\Right, Lan?\So please understand, Madoka.\This is our destiny. response:	Oh, excuse me. Go on.
context: But I really did have fun.\I honestly wished these days could continue for the rest of my life.\Then...\But that's not possible.\Right, Lan?\So please understand, Madoka.\This is our destiny.\Oh, excuse me. Go on. response:	And wake me up when you're done.
context: I honestly wished these days could continue for the rest of my life.\Then...\But that's not possible.\Right, Lan?\So please understand, Madoka.\This is our destiny.\Oh, excuse me. Go on.\And wake me up when you're done. response:	Oh, well...
context: Then...\But that's not possible.\Right, Lan?\So please understand, Madoka.\This is our destiny.\Oh, excuse me. Go on.\And wake me up when you're done.\Oh, well... response:	This is getting boring.
context: But that's not possible.\Right, Lan?\So please understand, Madoka.\This is our destiny.\Oh, excuse me. Go on.\And wake me up when you're done.\Oh, well...\This is getting boring. response:	Let's go, Brother.
context: Right, Lan?\So please understand, Madoka.\This is our destiny.\Oh, excuse me. Go on.\And wake me up when you're done.\Oh, well...\This is getting boring.\Let's go, Brother. response:	Go where?
context: So please understand, Madoka.\This is our destiny.\Oh, excuse me. Go on.\And wake me up when you're done.\Oh, well...\This is getting boring.\Let's go, Brother.\Go where? response:	Why, back to Kiss where everyone's waiting.
context: This is our destiny.\Oh, excuse me. Go on.\And wake me up when you're done.\Oh, well...\This is getting boring.\Let's go, Brother.\Go where?\Why, back to Kiss where everyone's waiting. response:	Kiss?
context: Oh, excuse me. Go on.\And wake me up when you're done.\Oh, well...\This is getting boring.\Let's go, Brother.\Go where?\Why, back to Kiss where everyone's waiting.\Kiss? response:	That's the name of their organization.
context: And wake me up when you're done.\Oh, well...\This is getting boring.\Let's go, Brother.\Go where?\Why, back to Kiss where everyone's waiting.\Kiss?\That's the name of their organization. response:	Hurry up!
context: Oh, well...\This is getting boring.\Let's go, Brother.\Go where?\Why, back to Kiss where everyone's waiting.\Kiss?\That's the name of their organization.\Hurry up! response:	Since when did you become one of us?
context: This is getting boring.\Let's go, Brother.\Go where?\Why, back to Kiss where everyone's waiting.\Kiss?\That's the name of their organization.\Hurry up!\Since when did you become one of us? response:	Huh?
context: Let's go, Brother.\Go where?\Why, back to Kiss where everyone's waiting.\Kiss?\That's the name of their organization.\Hurry up!\Since when did you become one of us?\Huh? response:	You can't pilot an Ovid,
context: Go where?\Why, back to Kiss where everyone's waiting.\Kiss?\That's the name of their organization.\Hurry up!\Since when did you become one of us?\Huh?\You can't pilot an Ovid, response:	nor can you handle a gun properly.
context: Why, back to Kiss where everyone's waiting.\Kiss?\That's the name of their organization.\Hurry up!\Since when did you become one of us?\Huh?\You can't pilot an Ovid,\nor can you handle a gun properly. response:	All you do is eat and sleep!
context: Kiss?\That's the name of their organization.\Hurry up!\Since when did you become one of us?\Huh?\You can't pilot an Ovid,\nor can you handle a gun properly.\All you do is eat and sleep! response:	Brother?
context: That's the name of their organization.\Hurry up!\Since when did you become one of us?\Huh?\You can't pilot an Ovid,\nor can you handle a gun properly.\All you do is eat and sleep!\Brother? response:	We put our lives on the line fighting,
context: Hurry up!\Since when did you become one of us?\Huh?\You can't pilot an Ovid,\nor can you handle a gun properly.\All you do is eat and sleep!\Brother?\We put our lives on the line fighting, response:	while you've had it nice and easy.
context: Since when did you become one of us?\Huh?\You can't pilot an Ovid,\nor can you handle a gun properly.\All you do is eat and sleep!\Brother?\We put our lives on the line fighting,\while you've had it nice and easy. response:	You have some nerve calling yourself one of us.
context: Huh?\You can't pilot an Ovid,\nor can you handle a gun properly.\All you do is eat and sleep!\Brother?\We put our lives on the line fighting,\while you've had it nice and easy.\You have some nerve calling yourself one of us. response:	Oh, Brother...
context: You can't pilot an Ovid,\nor can you handle a gun properly.\All you do is eat and sleep!\Brother?\We put our lives on the line fighting,\while you've had it nice and easy.\You have some nerve calling yourself one of us.\Oh, Brother... response:	Look at this. I have the Memoria for the Vox.
context: nor can you handle a gun properly.\All you do is eat and sleep!\Brother?\We put our lives on the line fighting,\while you've had it nice and easy.\You have some nerve calling yourself one of us.\Oh, Brother...\Look at this. I have the Memoria for the Vox. response:	I know.
context: All you do is eat and sleep!\Brother?\We put our lives on the line fighting,\while you've had it nice and easy.\You have some nerve calling yourself one of us.\Oh, Brother...\Look at this. I have the Memoria for the Vox.\I know. response:	I know already.
context: Brother?\We put our lives on the line fighting,\while you've had it nice and easy.\You have some nerve calling yourself one of us.\Oh, Brother...\Look at this. I have the Memoria for the Vox.\I know.\I know already. response:	Then why aren't you happy?
context: We put our lives on the line fighting,\while you've had it nice and easy.\You have some nerve calling yourself one of us.\Oh, Brother...\Look at this. I have the Memoria for the Vox.\I know.\I know already.\Then why aren't you happy? response:	Why should I be?
context: while you've had it nice and easy.\You have some nerve calling yourself one of us.\Oh, Brother...\Look at this. I have the Memoria for the Vox.\I know.\I know already.\Then why aren't you happy?\Why should I be? response:	Because you were talking with everyone...
context: You have some nerve calling yourself one of us.\Oh, Brother...\Look at this. I have the Memoria for the Vox.\I know.\I know already.\Then why aren't you happy?\Why should I be?\Because you were talking with everyone... response:	About taking possession of the Vox
context: Oh, Brother...\Look at this. I have the Memoria for the Vox.\I know.\I know already.\Then why aren't you happy?\Why should I be?\Because you were talking with everyone...\About taking possession of the Vox response:	So?
context: Look at this. I have the Memoria for the Vox.\I know.\I know already.\Then why aren't you happy?\Why should I be?\Because you were talking with everyone...\About taking possession of the Vox\So? response:	So I...
context: I know.\I know already.\Then why aren't you happy?\Why should I be?\Because you were talking with everyone...\About taking possession of the Vox\So?\So I... response:	You took the remaining Vox for yourself.
context: I know already.\Then why aren't you happy?\Why should I be?\Because you were talking with everyone...\About taking possession of the Vox\So?\So I...\You took the remaining Vox for yourself. response:	Uh-huh!
context: Then why aren't you happy?\Why should I be?\Because you were talking with everyone...\About taking possession of the Vox\So?\So I...\You took the remaining Vox for yourself.\Uh-huh! response:	Who the hell asked you to do that?!
context: Why should I be?\Because you were talking with everyone...\About taking possession of the Vox\So?\So I...\You took the remaining Vox for yourself.\Uh-huh!\Who the hell asked you to do that?! response:	Did you think that would make you one of us? Well?
context: Because you were talking with everyone...\About taking possession of the Vox\So?\So I...\You took the remaining Vox for yourself.\Uh-huh!\Who the hell asked you to do that?!\Did you think that would make you one of us? Well? response:	Stop...
context: About taking possession of the Vox\So?\So I...\You took the remaining Vox for yourself.\Uh-huh!\Who the hell asked you to do that?!\Did you think that would make you one of us? Well?\Stop... response:	Did you think that would make up for all the free meals you got?
context: So?\So I...\You took the remaining Vox for yourself.\Uh-huh!\Who the hell asked you to do that?!\Did you think that would make you one of us? Well?\Stop...\Did you think that would make up for all the free meals you got? response:	Brother, please...
context: So I...\You took the remaining Vox for yourself.\Uh-huh!\Who the hell asked you to do that?!\Did you think that would make you one of us? Well?\Stop...\Did you think that would make up for all the free meals you got?\Brother, please... response:	Don't call me Brother. It's Lord Villagiulio.
context: You took the remaining Vox for yourself.\Uh-huh!\Who the hell asked you to do that?!\Did you think that would make you one of us? Well?\Stop...\Did you think that would make up for all the free meals you got?\Brother, please...\Don't call me Brother. It's Lord Villagiulio. response:	Right?
context: Uh-huh!\Who the hell asked you to do that?!\Did you think that would make you one of us? Well?\Stop...\Did you think that would make up for all the free meals you got?\Brother, please...\Don't call me Brother. It's Lord Villagiulio.\Right? response:	Why?
context: Who the hell asked you to do that?!\Did you think that would make you one of us? Well?\Stop...\Did you think that would make up for all the free meals you got?\Brother, please...\Don't call me Brother. It's Lord Villagiulio.\Right?\Why? response:	Isn't it obvious?
context: Did you think that would make you one of us? Well?\Stop...\Did you think that would make up for all the free meals you got?\Brother, please...\Don't call me Brother. It's Lord Villagiulio.\Right?\Why?\Isn't it obvious? response:	Because you're a parasite.
context: Stop...\Did you think that would make up for all the free meals you got?\Brother, please...\Don't call me Brother. It's Lord Villagiulio.\Right?\Why?\Isn't it obvious?\Because you're a parasite. response:	Shut up!
context: Did you think that would make up for all the free meals you got?\Brother, please...\Don't call me Brother. It's Lord Villagiulio.\Right?\Why?\Isn't it obvious?\Because you're a parasite.\Shut up! response:	Don't stop me, Uncle!
context: Brother, please...\Don't call me Brother. It's Lord Villagiulio.\Right?\Why?\Isn't it obvious?\Because you're a parasite.\Shut up!\Don't stop me, Uncle! response:	This jerk! This jerk just called Muginami a...
context: Don't call me Brother. It's Lord Villagiulio.\Right?\Why?\Isn't it obvious?\Because you're a parasite.\Shut up!\Don't stop me, Uncle!\This jerk! This jerk just called Muginami a... response:	Get out.
context: Right?\Why?\Isn't it obvious?\Because you're a parasite.\Shut up!\Don't stop me, Uncle!\This jerk! This jerk just called Muginami a...\Get out. response:	Laffinty...
context: Why?\Isn't it obvious?\Because you're a parasite.\Shut up!\Don't stop me, Uncle!\This jerk! This jerk just called Muginami a...\Get out.\Laffinty... response:	Destroy every Vox in your possession by tomorrow morning.
context: Isn't it obvious?\Because you're a parasite.\Shut up!\Don't stop me, Uncle!\This jerk! This jerk just called Muginami a...\Get out.\Laffinty...\Destroy every Vox in your possession by tomorrow morning. response:	Otherwise...
context: Because you're a parasite.\Shut up!\Don't stop me, Uncle!\This jerk! This jerk just called Muginami a...\Get out.\Laffinty...\Destroy every Vox in your possession by tomorrow morning.\Otherwise... response:	I'll destroy them along with that ship.
context: Shut up!\Don't stop me, Uncle!\This jerk! This jerk just called Muginami a...\Get out.\Laffinty...\Destroy every Vox in your possession by tomorrow morning.\Otherwise...\I'll destroy them along with that ship. response:	That girl is just like you...
context: Don't stop me, Uncle!\This jerk! This jerk just called Muginami a...\Get out.\Laffinty...\Destroy every Vox in your possession by tomorrow morning.\Otherwise...\I'll destroy them along with that ship.\That girl is just like you... response:	Yurikano.
context: This jerk! This jerk just called Muginami a...\Get out.\Laffinty...\Destroy every Vox in your possession by tomorrow morning.\Otherwise...\I'll destroy them along with that ship.\That girl is just like you...\Yurikano. response:	This is terrible.
context: Get out.\Laffinty...\Destroy every Vox in your possession by tomorrow morning.\Otherwise...\I'll destroy them along with that ship.\That girl is just like you...\Yurikano.\This is terrible. response:	Yes, it is.
context: Laffinty...\Destroy every Vox in your possession by tomorrow morning.\Otherwise...\I'll destroy them along with that ship.\That girl is just like you...\Yurikano.\This is terrible.\Yes, it is. response:	What's so terrible?
context: Destroy every Vox in your possession by tomorrow morning.\Otherwise...\I'll destroy them along with that ship.\That girl is just like you...\Yurikano.\This is terrible.\Yes, it is.\What's so terrible? response:	Tadokoro, is that an insult towards your superior?
context: Otherwise...\I'll destroy them along with that ship.\That girl is just like you...\Yurikano.\This is terrible.\Yes, it is.\What's so terrible?\Tadokoro, is that an insult towards your superior? response:	Huh? I didn't mean to...
context: I'll destroy them along with that ship.\That girl is just like you...\Yurikano.\This is terrible.\Yes, it is.\What's so terrible?\Tadokoro, is that an insult towards your superior?\Huh? I didn't mean to... response:	Not good, Cap.
context: That girl is just like you...\Yurikano.\This is terrible.\Yes, it is.\What's so terrible?\Tadokoro, is that an insult towards your superior?\Huh? I didn't mean to...\Not good, Cap. response:	How can you say such a thing after seeing that?
context: Yurikano.\This is terrible.\Yes, it is.\What's so terrible?\Tadokoro, is that an insult towards your superior?\Huh? I didn't mean to...\Not good, Cap.\How can you say such a thing after seeing that? response:	What exactly are you talking about?!
context: This is terrible.\Yes, it is.\What's so terrible?\Tadokoro, is that an insult towards your superior?\Huh? I didn't mean to...\Not good, Cap.\How can you say such a thing after seeing that?\What exactly are you talking about?! response:	Look at Commander Watabe's hair!
context: Yes, it is.\What's so terrible?\Tadokoro, is that an insult towards your superior?\Huh? I didn't mean to...\Not good, Cap.\How can you say such a thing after seeing that?\What exactly are you talking about?!\Look at Commander Watabe's hair! response:	Oh no!
context: What's so terrible?\Tadokoro, is that an insult towards your superior?\Huh? I didn't mean to...\Not good, Cap.\How can you say such a thing after seeing that?\What exactly are you talking about?!\Look at Commander Watabe's hair!\Oh no! response:	What a pity.
context: Tadokoro, is that an insult towards your superior?\Huh? I didn't mean to...\Not good, Cap.\How can you say such a thing after seeing that?\What exactly are you talking about?!\Look at Commander Watabe's hair!\Oh no!\What a pity. response:	What should we do?!
context: Huh? I didn't mean to...\Not good, Cap.\How can you say such a thing after seeing that?\What exactly are you talking about?!\Look at Commander Watabe's hair!\Oh no!\What a pity.\What should we do?! response:	The Wind, Fire, and Water Above Kamogawa
context: Not good, Cap.\How can you say such a thing after seeing that?\What exactly are you talking about?!\Look at Commander Watabe's hair!\Oh no!\What a pity.\What should we do?!\The Wind, Fire, and Water Above Kamogawa response:	The Wind, Fire, and Water Above Kamogawa
