context: A customer booked a tour, and she specifically requested me! response:	It's time to show how much you've learned from your training.
context: I'm not sure.\Why don't we go have a look?\Ah, yes!\Let's keep going straight.\Okay.\A forked canal, huh?\I wonder which way they went?\This way! This way! response:	Let's go beneath that tree, Akari.
context: Why don't we go have a look?\Ah, yes!\Let's keep going straight.\Okay.\A forked canal, huh?\I wonder which way they went?\This way! This way!\Let's go beneath that tree, Akari. response:	O-Okay.
context: Ah, yes!\Let's keep going straight.\Okay.\A forked canal, huh?\I wonder which way they went?\This way! This way!\Let's go beneath that tree, Akari.\O-Okay. response:	Amazing!
context: Let's keep going straight.\Okay.\A forked canal, huh?\I wonder which way they went?\This way! This way!\Let's go beneath that tree, Akari.\O-Okay.\Amazing! response:	But it's still early in the season for the wisteria to be flowering...
context: Okay.\A forked canal, huh?\I wonder which way they went?\This way! This way!\Let's go beneath that tree, Akari.\O-Okay.\Amazing!\But it's still early in the season for the wisteria to be flowering... response:	It gets plenty of sunlight here, but...
context: A forked canal, huh?\I wonder which way they went?\This way! This way!\Let's go beneath that tree, Akari.\O-Okay.\Amazing!\But it's still early in the season for the wisteria to be flowering...\It gets plenty of sunlight here, but... response:	That's why, compared to outside, this tree always flowers a little earlier.
context: I wonder which way they went?\This way! This way!\Let's go beneath that tree, Akari.\O-Okay.\Amazing!\But it's still early in the season for the wisteria to be flowering...\It gets plenty of sunlight here, but...\That's why, compared to outside, this tree always flowers a little earlier. response:	So that's it!
context: This way! This way!\Let's go beneath that tree, Akari.\O-Okay.\Amazing!\But it's still early in the season for the wisteria to be flowering...\It gets plenty of sunlight here, but...\That's why, compared to outside, this tree always flowers a little earlier.\So that's it! response:	That's wonderful.
context: Let's go beneath that tree, Akari.\O-Okay.\Amazing!\But it's still early in the season for the wisteria to be flowering...\It gets plenty of sunlight here, but...\That's why, compared to outside, this tree always flowers a little earlier.\So that's it!\That's wonderful. response:	Ms. Amarantha.
context: O-Okay.\Amazing!\But it's still early in the season for the wisteria to be flowering...\It gets plenty of sunlight here, but...\That's why, compared to outside, this tree always flowers a little earlier.\So that's it!\That's wonderful.\Ms. Amarantha. response:	By any chance, were all the places that I showed you today...
context: Amazing!\But it's still early in the season for the wisteria to be flowering...\It gets plenty of sunlight here, but...\That's why, compared to outside, this tree always flowers a little earlier.\So that's it!\That's wonderful.\Ms. Amarantha.\By any chance, were all the places that I showed you today... response:	I see...
context: But it's still early in the season for the wisteria to be flowering...\It gets plenty of sunlight here, but...\That's why, compared to outside, this tree always flowers a little earlier.\So that's it!\That's wonderful.\Ms. Amarantha.\By any chance, were all the places that I showed you today...\I see... response:	I took to you to places which I thought were my very own special spots, but...
context: It gets plenty of sunlight here, but...\That's why, compared to outside, this tree always flowers a little earlier.\So that's it!\That's wonderful.\Ms. Amarantha.\By any chance, were all the places that I showed you today...\I see...\I took to you to places which I thought were my very own special spots, but... response:	I'm sorry.
context: That's why, compared to outside, this tree always flowers a little earlier.\So that's it!\That's wonderful.\Ms. Amarantha.\By any chance, were all the places that I showed you today...\I see...\I took to you to places which I thought were my very own special spots, but...\I'm sorry. response:	Akari.
context: So that's it!\That's wonderful.\Ms. Amarantha.\By any chance, were all the places that I showed you today...\I see...\I took to you to places which I thought were my very own special spots, but...\I'm sorry.\Akari. response:	Right now, my heart is filled with wonderful memories from today.
context: That's wonderful.\Ms. Amarantha.\By any chance, were all the places that I showed you today...\I see...\I took to you to places which I thought were my very own special spots, but...\I'm sorry.\Akari.\Right now, my heart is filled with wonderful memories from today. response:	But...
context: Ms. Amarantha.\By any chance, were all the places that I showed you today...\I see...\I took to you to places which I thought were my very own special spots, but...\I'm sorry.\Akari.\Right now, my heart is filled with wonderful memories from today.\But... response:	You showed me so many places today, and I was able to feel your heart in all of them.
context: By any chance, were all the places that I showed you today...\I see...\I took to you to places which I thought were my very own special spots, but...\I'm sorry.\Akari.\Right now, my heart is filled with wonderful memories from today.\But...\You showed me so many places today, and I was able to feel your heart in all of them. response:	I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me.
context: I see...\I took to you to places which I thought were my very own special spots, but...\I'm sorry.\Akari.\Right now, my heart is filled with wonderful memories from today.\But...\You showed me so many places today, and I was able to feel your heart in all of them.\I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me. response:	My heart...
context: I took to you to places which I thought were my very own special spots, but...\I'm sorry.\Akari.\Right now, my heart is filled with wonderful memories from today.\But...\You showed me so many places today, and I was able to feel your heart in all of them.\I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me.\My heart... response:	That's what's most important.
context: I'm sorry.\Akari.\Right now, my heart is filled with wonderful memories from today.\But...\You showed me so many places today, and I was able to feel your heart in all of them.\I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me.\My heart...\That's what's most important. response:	No matter how delicious the food is, no matter how beautiful the scenery is,
context: Akari.\Right now, my heart is filled with wonderful memories from today.\But...\You showed me so many places today, and I was able to feel your heart in all of them.\I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me.\My heart...\That's what's most important.\No matter how delicious the food is, no matter how beautiful the scenery is, response:	in the end, if your heart isn't in it, it won't be a truly wonderful memory.
context: Right now, my heart is filled with wonderful memories from today.\But...\You showed me so many places today, and I was able to feel your heart in all of them.\I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me.\My heart...\That's what's most important.\No matter how delicious the food is, no matter how beautiful the scenery is,\in the end, if your heart isn't in it, it won't be a truly wonderful memory. response:	What I truly wanted to see today was you, doing your best to show me around.
context: But...\You showed me so many places today, and I was able to feel your heart in all of them.\I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me.\My heart...\That's what's most important.\No matter how delicious the food is, no matter how beautiful the scenery is,\in the end, if your heart isn't in it, it won't be a truly wonderful memory.\What I truly wanted to see today was you, doing your best to show me around. response:	I can see you've definitely inherited the Aria Company's spirit of hospitality.
context: You showed me so many places today, and I was able to feel your heart in all of them.\I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me.\My heart...\That's what's most important.\No matter how delicious the food is, no matter how beautiful the scenery is,\in the end, if your heart isn't in it, it won't be a truly wonderful memory.\What I truly wanted to see today was you, doing your best to show me around.\I can see you've definitely inherited the Aria Company's spirit of hospitality. response:	I'm relieved.
context: I could feel that your heart was eager to share your favorite parts of Neo-Venezia with me.\My heart...\That's what's most important.\No matter how delicious the food is, no matter how beautiful the scenery is,\in the end, if your heart isn't in it, it won't be a truly wonderful memory.\What I truly wanted to see today was you, doing your best to show me around.\I can see you've definitely inherited the Aria Company's spirit of hospitality.\I'm relieved. response:	Yes!
context: My heart...\That's what's most important.\No matter how delicious the food is, no matter how beautiful the scenery is,\in the end, if your heart isn't in it, it won't be a truly wonderful memory.\What I truly wanted to see today was you, doing your best to show me around.\I can see you've definitely inherited the Aria Company's spirit of hospitality.\I'm relieved.\Yes! response:	Oh?
context: That's what's most important.\No matter how delicious the food is, no matter how beautiful the scenery is,\in the end, if your heart isn't in it, it won't be a truly wonderful memory.\What I truly wanted to see today was you, doing your best to show me around.\I can see you've definitely inherited the Aria Company's spirit of hospitality.\I'm relieved.\Yes!\Oh? response:	Aika, Alice!
context: No matter how delicious the food is, no matter how beautiful the scenery is,\in the end, if your heart isn't in it, it won't be a truly wonderful memory.\What I truly wanted to see today was you, doing your best to show me around.\I can see you've definitely inherited the Aria Company's spirit of hospitality.\I'm relieved.\Yes!\Oh?\Aika, Alice! response:	Um, Aika said she was w-worried about you, so...
context: in the end, if your heart isn't in it, it won't be a truly wonderful memory.\What I truly wanted to see today was you, doing your best to show me around.\I can see you've definitely inherited the Aria Company's spirit of hospitality.\I'm relieved.\Yes!\Oh?\Aika, Alice!\Um, Aika said she was w-worried about you, so... response:	Wha-?! Um, Aika said she was w-worried about you, so...
context: What I truly wanted to see today was you, doing your best to show me around.\I can see you've definitely inherited the Aria Company's spirit of hospitality.\I'm relieved.\Yes!\Oh?\Aika, Alice!\Um, Aika said she was w-worried about you, so...\Wha-?! Um, Aika said she was w-worried about you, so... response:	Um, Aika said she was w-worried about you, so...
context: I can see you've definitely inherited the Aria Company's spirit of hospitality.\I'm relieved.\Yes!\Oh?\Aika, Alice!\Um, Aika said she was w-worried about you, so...\Wha-?! Um, Aika said she was w-worried about you, so...\Um, Aika said she was w-worried about you, so... response:	N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so...
context: I'm relieved.\Yes!\Oh?\Aika, Alice!\Um, Aika said she was w-worried about you, so...\Wha-?! Um, Aika said she was w-worried about you, so...\Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so... response:	N-No I didn't! You're the one who was hung up on some legendary examiner!
context: Yes!\Oh?\Aika, Alice!\Um, Aika said she was w-worried about you, so...\Wha-?! Um, Aika said she was w-worried about you, so...\Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner! response:	N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends.
context: Oh?\Aika, Alice!\Um, Aika said she was w-worried about you, so...\Wha-?! Um, Aika said she was w-worried about you, so...\Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner!\N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends. response:	It was your idea first, Aika. Yes, they truly are.
context: Aika, Alice!\Um, Aika said she was w-worried about you, so...\Wha-?! Um, Aika said she was w-worried about you, so...\Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner!\N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends.\It was your idea first, Aika. Yes, they truly are. response:	It was your idea first, Aika.
context: Um, Aika said she was w-worried about you, so...\Wha-?! Um, Aika said she was w-worried about you, so...\Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner!\N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends.\It was your idea first, Aika. Yes, they truly are.\It was your idea first, Aika. response:	It was your idea first, Aika. What are you talking about?!
context: Wha-?! Um, Aika said she was w-worried about you, so...\Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner!\N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends.\It was your idea first, Aika. Yes, they truly are.\It was your idea first, Aika.\It was your idea first, Aika. What are you talking about?! response:	What are you talking about?!
context: Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner!\N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends.\It was your idea first, Aika. Yes, they truly are.\It was your idea first, Aika.\It was your idea first, Aika. What are you talking about?!\What are you talking about?! response:	Say, Akari.
context: N-No I didn't! You're the one who was hung up on some legendary examiner! Um, Aika said she was w-worried about you, so...\N-No I didn't! You're the one who was hung up on some legendary examiner!\N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends.\It was your idea first, Aika. Yes, they truly are.\It was your idea first, Aika.\It was your idea first, Aika. What are you talking about?!\What are you talking about?!\Say, Akari. response:	I'm not the only one who likes to take tours on a Single's gondola.
context: N-No I didn't! You're the one who was hung up on some legendary examiner!\N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends.\It was your idea first, Aika. Yes, they truly are.\It was your idea first, Aika.\It was your idea first, Aika. What are you talking about?!\What are you talking about?!\Say, Akari.\I'm not the only one who likes to take tours on a Single's gondola. response:	Is that so?
context: N-No I didn't! You're the one who was hung up on some legendary examiner! You have wonderful friends.\It was your idea first, Aika. Yes, they truly are.\It was your idea first, Aika.\It was your idea first, Aika. What are you talking about?!\What are you talking about?!\Say, Akari.\I'm not the only one who likes to take tours on a Single's gondola.\Is that so? response:	The current system of allowing rides on a Single's gondola for a lower price...
context: It was your idea first, Aika. Yes, they truly are.\It was your idea first, Aika.\It was your idea first, Aika. What are you talking about?!\What are you talking about?!\Say, Akari.\I'm not the only one who likes to take tours on a Single's gondola.\Is that so?\The current system of allowing rides on a Single's gondola for a lower price... response:	In that way, the whole city helps to raise the next generation of Primas.
context: It was your idea first, Aika.\It was your idea first, Aika. What are you talking about?!\What are you talking about?!\Say, Akari.\I'm not the only one who likes to take tours on a Single's gondola.\Is that so?\The current system of allowing rides on a Single's gondola for a lower price...\In that way, the whole city helps to raise the next generation of Primas. response:	I guided Ms. Amarantha when I was a Single, too.
context: It was your idea first, Aika. What are you talking about?!\What are you talking about?!\Say, Akari.\I'm not the only one who likes to take tours on a Single's gondola.\Is that so?\The current system of allowing rides on a Single's gondola for a lower price...\In that way, the whole city helps to raise the next generation of Primas.\I guided Ms. Amarantha when I was a Single, too. response:	So did Akira and Athena.
context: What are you talking about?!\Say, Akari.\I'm not the only one who likes to take tours on a Single's gondola.\Is that so?\The current system of allowing rides on a Single's gondola for a lower price...\In that way, the whole city helps to raise the next generation of Primas.\I guided Ms. Amarantha when I was a Single, too.\So did Akira and Athena. response:	Eh? Akira, too?
context: Say, Akari.\I'm not the only one who likes to take tours on a Single's gondola.\Is that so?\The current system of allowing rides on a Single's gondola for a lower price...\In that way, the whole city helps to raise the next generation of Primas.\I guided Ms. Amarantha when I was a Single, too.\So did Akira and Athena.\Eh? Akira, too? response:	Um, did Athena cause you any trouble?
context: I'm not the only one who likes to take tours on a Single's gondola.\Is that so?\The current system of allowing rides on a Single's gondola for a lower price...\In that way, the whole city helps to raise the next generation of Primas.\I guided Ms. Amarantha when I was a Single, too.\So did Akira and Athena.\Eh? Akira, too?\Um, did Athena cause you any trouble? response:	Not at all.
context: Is that so?\The current system of allowing rides on a Single's gondola for a lower price...\In that way, the whole city helps to raise the next generation of Primas.\I guided Ms. Amarantha when I was a Single, too.\So did Akira and Athena.\Eh? Akira, too?\Um, did Athena cause you any trouble?\Not at all. response:	I have very joyful memories with all of them.
context: The current system of allowing rides on a Single's gondola for a lower price...\In that way, the whole city helps to raise the next generation of Primas.\I guided Ms. Amarantha when I was a Single, too.\So did Akira and Athena.\Eh? Akira, too?\Um, did Athena cause you any trouble?\Not at all.\I have very joyful memories with all of them. response:	I feel that every time a wonderful Undine masters her craft,
context: In that way, the whole city helps to raise the next generation of Primas.\I guided Ms. Amarantha when I was a Single, too.\So did Akira and Athena.\Eh? Akira, too?\Um, did Athena cause you any trouble?\Not at all.\I have very joyful memories with all of them.\I feel that every time a wonderful Undine masters her craft, response:	the city of Neo-Venezia becomes even more wonderful.
context: I guided Ms. Amarantha when I was a Single, too.\So did Akira and Athena.\Eh? Akira, too?\Um, did Athena cause you any trouble?\Not at all.\I have very joyful memories with all of them.\I feel that every time a wonderful Undine masters her craft,\the city of Neo-Venezia becomes even more wonderful. response:	That's why I choose to tour on a Single's gondola.
context: So did Akira and Athena.\Eh? Akira, too?\Um, did Athena cause you any trouble?\Not at all.\I have very joyful memories with all of them.\I feel that every time a wonderful Undine masters her craft,\the city of Neo-Venezia becomes even more wonderful.\That's why I choose to tour on a Single's gondola. response:	Seeing you all grow as Undines is my greatest happiness.
context: Eh? Akira, too?\Um, did Athena cause you any trouble?\Not at all.\I have very joyful memories with all of them.\I feel that every time a wonderful Undine masters her craft,\the city of Neo-Venezia becomes even more wonderful.\That's why I choose to tour on a Single's gondola.\Seeing you all grow as Undines is my greatest happiness. response:	One day...
context: Um, did Athena cause you any trouble?\Not at all.\I have very joyful memories with all of them.\I feel that every time a wonderful Undine masters her craft,\the city of Neo-Venezia becomes even more wonderful.\That's why I choose to tour on a Single's gondola.\Seeing you all grow as Undines is my greatest happiness.\One day... response:	One day, when I mature as an Undine and become a Prima...
context: Not at all.\I have very joyful memories with all of them.\I feel that every time a wonderful Undine masters her craft,\the city of Neo-Venezia becomes even more wonderful.\That's why I choose to tour on a Single's gondola.\Seeing you all grow as Undines is my greatest happiness.\One day...\One day, when I mature as an Undine and become a Prima... response:	Yes. I look forward to it.
context: I have very joyful memories with all of them.\I feel that every time a wonderful Undine masters her craft,\the city of Neo-Venezia becomes even more wonderful.\That's why I choose to tour on a Single's gondola.\Seeing you all grow as Undines is my greatest happiness.\One day...\One day, when I mature as an Undine and become a Prima...\Yes. I look forward to it. response:	Thank you very much for today.
context: I feel that every time a wonderful Undine masters her craft,\the city of Neo-Venezia becomes even more wonderful.\That's why I choose to tour on a Single's gondola.\Seeing you all grow as Undines is my greatest happiness.\One day...\One day, when I mature as an Undine and become a Prima...\Yes. I look forward to it.\Thank you very much for today. response:	My thanks to you as well.
context: the city of Neo-Venezia becomes even more wonderful.\That's why I choose to tour on a Single's gondola.\Seeing you all grow as Undines is my greatest happiness.\One day...\One day, when I mature as an Undine and become a Prima...\Yes. I look forward to it.\Thank you very much for today.\My thanks to you as well. response:	Please come visit us again!
context: That's why I choose to tour on a Single's gondola.\Seeing you all grow as Undines is my greatest happiness.\One day...\One day, when I mature as an Undine and become a Prima...\Yes. I look forward to it.\Thank you very much for today.\My thanks to you as well.\Please come visit us again! response:	Yes, of course. Let's meet again.
context: Seeing you all grow as Undines is my greatest happiness.\One day...\One day, when I mature as an Undine and become a Prima...\Yes. I look forward to it.\Thank you very much for today.\My thanks to you as well.\Please come visit us again!\Yes, of course. Let's meet again. response:	See you then.
context: One day...\One day, when I mature as an Undine and become a Prima...\Yes. I look forward to it.\Thank you very much for today.\My thanks to you as well.\Please come visit us again!\Yes, of course. Let's meet again.\See you then. response:	Alicia.
context: One day, when I mature as an Undine and become a Prima...\Yes. I look forward to it.\Thank you very much for today.\My thanks to you as well.\Please come visit us again!\Yes, of course. Let's meet again.\See you then.\Alicia. response:	I have to do my best and become a Prima, don't I?
context: Yes. I look forward to it.\Thank you very much for today.\My thanks to you as well.\Please come visit us again!\Yes, of course. Let's meet again.\See you then.\Alicia.\I have to do my best and become a Prima, don't I? response:	That's right.
context: Thank you very much for today.\My thanks to you as well.\Please come visit us again!\Yes, of course. Let's meet again.\See you then.\Alicia.\I have to do my best and become a Prima, don't I?\That's right. response:	Dear Ai, today I felt as though the entire city of Neo-Venezia...
context: My thanks to you as well.\Please come visit us again!\Yes, of course. Let's meet again.\See you then.\Alicia.\I have to do my best and become a Prima, don't I?\That's right.\Dear Ai, today I felt as though the entire city of Neo-Venezia... response:	No, as though all of Aqua was watching over me.
context: Please come visit us again!\Yes, of course. Let's meet again.\See you then.\Alicia.\I have to do my best and become a Prima, don't I?\That's right.\Dear Ai, today I felt as though the entire city of Neo-Venezia...\No, as though all of Aqua was watching over me. response:	She was a wonderful customer, wasn't she, Akari?
context: Yes, of course. Let's meet again.\See you then.\Alicia.\I have to do my best and become a Prima, don't I?\That's right.\Dear Ai, today I felt as though the entire city of Neo-Venezia...\No, as though all of Aqua was watching over me.\She was a wonderful customer, wasn't she, Akari? response:	Maybe it was Aqua itself that sent her to you.
context: See you then.\Alicia.\I have to do my best and become a Prima, don't I?\That's right.\Dear Ai, today I felt as though the entire city of Neo-Venezia...\No, as though all of Aqua was watching over me.\She was a wonderful customer, wasn't she, Akari?\Maybe it was Aqua itself that sent her to you. response:	Don't you think so, Akari?
context: Alicia.\I have to do my best and become a Prima, don't I?\That's right.\Dear Ai, today I felt as though the entire city of Neo-Venezia...\No, as though all of Aqua was watching over me.\She was a wonderful customer, wasn't she, Akari?\Maybe it was Aqua itself that sent her to you.\Don't you think so, Akari? response:	A shore awash in golden waves Kin no nami kishibe ni
context: I have to do my best and become a Prima, don't I?\That's right.\Dear Ai, today I felt as though the entire city of Neo-Venezia...\No, as though all of Aqua was watching over me.\She was a wonderful customer, wasn't she, Akari?\Maybe it was Aqua itself that sent her to you.\Don't you think so, Akari?\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: That's right.\Dear Ai, today I felt as though the entire city of Neo-Venezia...\No, as though all of Aqua was watching over me.\She was a wonderful customer, wasn't she, Akari?\Maybe it was Aqua itself that sent her to you.\Don't you think so, Akari?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki
context: Dear Ai, today I felt as though the entire city of Neo-Venezia...\No, as though all of Aqua was watching over me.\She was a wonderful customer, wasn't she, Akari?\Maybe it was Aqua itself that sent her to you.\Don't you think so, Akari?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki response:	Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru
context: No, as though all of Aqua was watching over me.\She was a wonderful customer, wasn't she, Akari?\Maybe it was Aqua itself that sent her to you.\Don't you think so, Akari?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru response:	A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai
context: She was a wonderful customer, wasn't she, Akari?\Maybe it was Aqua itself that sent her to you.\Don't you think so, Akari?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai response:	I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete
context: Maybe it was Aqua itself that sent her to you.\Don't you think so, Akari?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete response:	The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima
context: Don't you think so, Akari?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima response:	A shore awash in golden waves Kin no nami kishibe ni
context: A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	And my day begins Hajimaru
