context: Once upon a time, there was a man who died. response:	The man was writing a story about a brave and handsome prince, who vanquishes a crafty raven.
context: Not really.\Could it be that you did not do your best on purpose?!\I don't know.\Do not mock me!\If you had not been Rue's boyfriend, I would not have asked you out, either!\Goodbye.\Um...\Have you come to laugh at me?! response:	No, I would never...
context: Could it be that you did not do your best on purpose?!\I don't know.\Do not mock me!\If you had not been Rue's boyfriend, I would not have asked you out, either!\Goodbye.\Um...\Have you come to laugh at me?!\No, I would never... response:	Oh, wait!
context: I don't know.\Do not mock me!\If you had not been Rue's boyfriend, I would not have asked you out, either!\Goodbye.\Um...\Have you come to laugh at me?!\No, I would never...\Oh, wait! response:	What?
context: Do not mock me!\If you had not been Rue's boyfriend, I would not have asked you out, either!\Goodbye.\Um...\Have you come to laugh at me?!\No, I would never...\Oh, wait!\What? response:	Leave me alone!
context: If you had not been Rue's boyfriend, I would not have asked you out, either!\Goodbye.\Um...\Have you come to laugh at me?!\No, I would never...\Oh, wait!\What?\Leave me alone! response:	What's going on?
context: Goodbye.\Um...\Have you come to laugh at me?!\No, I would never...\Oh, wait!\What?\Leave me alone!\What's going on? response:	Anteaterina-chan!
context: Um...\Have you come to laugh at me?!\No, I would never...\Oh, wait!\What?\Leave me alone!\What's going on?\Anteaterina-chan! response:	It's not fair! Not fair! Not fair! Not fair!
context: Have you come to laugh at me?!\No, I would never...\Oh, wait!\What?\Leave me alone!\What's going on?\Anteaterina-chan!\It's not fair! Not fair! Not fair! Not fair! response:	It's not fair...
context: No, I would never...\Oh, wait!\What?\Leave me alone!\What's going on?\Anteaterina-chan!\It's not fair! Not fair! Not fair! Not fair!\It's not fair... response:	I know how you feel. Go on and cry.
context: Oh, wait!\What?\Leave me alone!\What's going on?\Anteaterina-chan!\It's not fair! Not fair! Not fair! Not fair!\It's not fair...\I know how you feel. Go on and cry. response:	It IS unfair.
context: What?\Leave me alone!\What's going on?\Anteaterina-chan!\It's not fair! Not fair! Not fair! Not fair!\It's not fair...\I know how you feel. Go on and cry.\It IS unfair. response:	Mytho-senpai...
context: Leave me alone!\What's going on?\Anteaterina-chan!\It's not fair! Not fair! Not fair! Not fair!\It's not fair...\I know how you feel. Go on and cry.\It IS unfair.\Mytho-senpai... response:	It is unfair...
context: What's going on?\Anteaterina-chan!\It's not fair! Not fair! Not fair! Not fair!\It's not fair...\I know how you feel. Go on and cry.\It IS unfair.\Mytho-senpai...\It is unfair... response:	It's so unfair, it hurts.
context: Anteaterina-chan!\It's not fair! Not fair! Not fair! Not fair!\It's not fair...\I know how you feel. Go on and cry.\It IS unfair.\Mytho-senpai...\It is unfair...\It's so unfair, it hurts. response:	Please, stay with me always.
context: It's not fair! Not fair! Not fair! Not fair!\It's not fair...\I know how you feel. Go on and cry.\It IS unfair.\Mytho-senpai...\It is unfair...\It's so unfair, it hurts.\Please, stay with me always. response:	Of course.
context: It's not fair...\I know how you feel. Go on and cry.\It IS unfair.\Mytho-senpai...\It is unfair...\It's so unfair, it hurts.\Please, stay with me always.\Of course. response:	No, what in the world is that?
context: I know how you feel. Go on and cry.\It IS unfair.\Mytho-senpai...\It is unfair...\It's so unfair, it hurts.\Please, stay with me always.\Of course.\No, what in the world is that? response:	I need you.
context: It IS unfair.\Mytho-senpai...\It is unfair...\It's so unfair, it hurts.\Please, stay with me always.\Of course.\No, what in the world is that?\I need you. response:	I need your broken heart.
context: Mytho-senpai...\It is unfair...\It's so unfair, it hurts.\Please, stay with me always.\Of course.\No, what in the world is that?\I need you.\I need your broken heart. response:	Oh, that's...
context: It is unfair...\It's so unfair, it hurts.\Please, stay with me always.\Of course.\No, what in the world is that?\I need you.\I need your broken heart.\Oh, that's... response:	Looks like you've found a shard of the prince's lost heart.
context: It's so unfair, it hurts.\Please, stay with me always.\Of course.\No, what in the world is that?\I need you.\I need your broken heart.\Oh, that's...\Looks like you've found a shard of the prince's lost heart. response:	Now, reveal the mystery for me, Princess Tutu.
context: Please, stay with me always.\Of course.\No, what in the world is that?\I need you.\I need your broken heart.\Oh, that's...\Looks like you've found a shard of the prince's lost heart.\Now, reveal the mystery for me, Princess Tutu. response:	Who are you?!
context: Of course.\No, what in the world is that?\I need you.\I need your broken heart.\Oh, that's...\Looks like you've found a shard of the prince's lost heart.\Now, reveal the mystery for me, Princess Tutu.\Who are you?! response:	Have you come to laugh at me as well?!
context: No, what in the world is that?\I need you.\I need your broken heart.\Oh, that's...\Looks like you've found a shard of the prince's lost heart.\Now, reveal the mystery for me, Princess Tutu.\Who are you?!\Have you come to laugh at me as well?! response:	Anteaterina-chan, that isn't your partner.
context: I need you.\I need your broken heart.\Oh, that's...\Looks like you've found a shard of the prince's lost heart.\Now, reveal the mystery for me, Princess Tutu.\Who are you?!\Have you come to laugh at me as well?!\Anteaterina-chan, that isn't your partner. response:	Don't be ridiculous!
context: I need your broken heart.\Oh, that's...\Looks like you've found a shard of the prince's lost heart.\Now, reveal the mystery for me, Princess Tutu.\Who are you?!\Have you come to laugh at me as well?!\Anteaterina-chan, that isn't your partner.\Don't be ridiculous! response:	Dance with me, Anteaterina-chan.
context: Oh, that's...\Looks like you've found a shard of the prince's lost heart.\Now, reveal the mystery for me, Princess Tutu.\Who are you?!\Have you come to laugh at me as well?!\Anteaterina-chan, that isn't your partner.\Don't be ridiculous!\Dance with me, Anteaterina-chan. response:	I refuse! You couldn't possibly understand how I feel!
context: Looks like you've found a shard of the prince's lost heart.\Now, reveal the mystery for me, Princess Tutu.\Who are you?!\Have you come to laugh at me as well?!\Anteaterina-chan, that isn't your partner.\Don't be ridiculous!\Dance with me, Anteaterina-chan.\I refuse! You couldn't possibly understand how I feel! response:	Go back!
context: Now, reveal the mystery for me, Princess Tutu.\Who are you?!\Have you come to laugh at me as well?!\Anteaterina-chan, that isn't your partner.\Don't be ridiculous!\Dance with me, Anteaterina-chan.\I refuse! You couldn't possibly understand how I feel!\Go back! response:	Anteaterina-chan, is that your way of dancing?!
context: Who are you?!\Have you come to laugh at me as well?!\Anteaterina-chan, that isn't your partner.\Don't be ridiculous!\Dance with me, Anteaterina-chan.\I refuse! You couldn't possibly understand how I feel!\Go back!\Anteaterina-chan, is that your way of dancing?! response:	Yes! To make your audience surrender! THAT is art!
context: Have you come to laugh at me as well?!\Anteaterina-chan, that isn't your partner.\Don't be ridiculous!\Dance with me, Anteaterina-chan.\I refuse! You couldn't possibly understand how I feel!\Go back!\Anteaterina-chan, is that your way of dancing?!\Yes! To make your audience surrender! THAT is art! response:	But that's not how you really feel, is it?!
context: Anteaterina-chan, that isn't your partner.\Don't be ridiculous!\Dance with me, Anteaterina-chan.\I refuse! You couldn't possibly understand how I feel!\Go back!\Anteaterina-chan, is that your way of dancing?!\Yes! To make your audience surrender! THAT is art!\But that's not how you really feel, is it?! response:	No! I believe it from the bottom of my heart!
context: Don't be ridiculous!\Dance with me, Anteaterina-chan.\I refuse! You couldn't possibly understand how I feel!\Go back!\Anteaterina-chan, is that your way of dancing?!\Yes! To make your audience surrender! THAT is art!\But that's not how you really feel, is it?!\No! I believe it from the bottom of my heart! response:	This is my way of dancing!
context: Dance with me, Anteaterina-chan.\I refuse! You couldn't possibly understand how I feel!\Go back!\Anteaterina-chan, is that your way of dancing?!\Yes! To make your audience surrender! THAT is art!\But that's not how you really feel, is it?!\No! I believe it from the bottom of my heart!\This is my way of dancing! response:	Then why do you seem to be in such pain?!
context: I refuse! You couldn't possibly understand how I feel!\Go back!\Anteaterina-chan, is that your way of dancing?!\Yes! To make your audience surrender! THAT is art!\But that's not how you really feel, is it?!\No! I believe it from the bottom of my heart!\This is my way of dancing!\Then why do you seem to be in such pain?! response:	There's no joy in your dancing at all.
context: Go back!\Anteaterina-chan, is that your way of dancing?!\Yes! To make your audience surrender! THAT is art!\But that's not how you really feel, is it?!\No! I believe it from the bottom of my heart!\This is my way of dancing!\Then why do you seem to be in such pain?!\There's no joy in your dancing at all. response:	What are you so bitter about?
context: Anteaterina-chan, is that your way of dancing?!\Yes! To make your audience surrender! THAT is art!\But that's not how you really feel, is it?!\No! I believe it from the bottom of my heart!\This is my way of dancing!\Then why do you seem to be in such pain?!\There's no joy in your dancing at all.\What are you so bitter about? response:	That is...
context: Yes! To make your audience surrender! THAT is art!\But that's not how you really feel, is it?!\No! I believe it from the bottom of my heart!\This is my way of dancing!\Then why do you seem to be in such pain?!\There's no joy in your dancing at all.\What are you so bitter about?\That is... response:	How wonderful.
context: But that's not how you really feel, is it?!\No! I believe it from the bottom of my heart!\This is my way of dancing!\Then why do you seem to be in such pain?!\There's no joy in your dancing at all.\What are you so bitter about?\That is...\How wonderful. response:	Please tell me. What must I do to dance so wonderfully?
context: No! I believe it from the bottom of my heart!\This is my way of dancing!\Then why do you seem to be in such pain?!\There's no joy in your dancing at all.\What are you so bitter about?\That is...\How wonderful.\Please tell me. What must I do to dance so wonderfully? response:	I don't know. Practice, I suppose.
context: This is my way of dancing!\Then why do you seem to be in such pain?!\There's no joy in your dancing at all.\What are you so bitter about?\That is...\How wonderful.\Please tell me. What must I do to dance so wonderfully?\I don't know. Practice, I suppose. response:	I will work hard!
context: Then why do you seem to be in such pain?!\There's no joy in your dancing at all.\What are you so bitter about?\That is...\How wonderful.\Please tell me. What must I do to dance so wonderfully?\I don't know. Practice, I suppose.\I will work hard! response:	I will work hard and become able to dance like you as well, Rue-san!
context: There's no joy in your dancing at all.\What are you so bitter about?\That is...\How wonderful.\Please tell me. What must I do to dance so wonderfully?\I don't know. Practice, I suppose.\I will work hard!\I will work hard and become able to dance like you as well, Rue-san! response:	That will be impossible for you.
context: What are you so bitter about?\That is...\How wonderful.\Please tell me. What must I do to dance so wonderfully?\I don't know. Practice, I suppose.\I will work hard!\I will work hard and become able to dance like you as well, Rue-san!\That will be impossible for you. response:	I want to win against Rue-san...
context: That is...\How wonderful.\Please tell me. What must I do to dance so wonderfully?\I don't know. Practice, I suppose.\I will work hard!\I will work hard and become able to dance like you as well, Rue-san!\That will be impossible for you.\I want to win against Rue-san... response:	I wanted to win no matter what means I had to use!
context: How wonderful.\Please tell me. What must I do to dance so wonderfully?\I don't know. Practice, I suppose.\I will work hard!\I will work hard and become able to dance like you as well, Rue-san!\That will be impossible for you.\I want to win against Rue-san...\I wanted to win no matter what means I had to use! response:	That's not...
context: Please tell me. What must I do to dance so wonderfully?\I don't know. Practice, I suppose.\I will work hard!\I will work hard and become able to dance like you as well, Rue-san!\That will be impossible for you.\I want to win against Rue-san...\I wanted to win no matter what means I had to use!\That's not... response:	That's not how you truly feel, Anteaterina-chan.
context: I don't know. Practice, I suppose.\I will work hard!\I will work hard and become able to dance like you as well, Rue-san!\That will be impossible for you.\I want to win against Rue-san...\I wanted to win no matter what means I had to use!\That's not...\That's not how you truly feel, Anteaterina-chan. response:	Forget about your bitterness and your hatred
context: I will work hard!\I will work hard and become able to dance like you as well, Rue-san!\That will be impossible for you.\I want to win against Rue-san...\I wanted to win no matter what means I had to use!\That's not...\That's not how you truly feel, Anteaterina-chan.\Forget about your bitterness and your hatred response:	and show me your way of dancing.
context: I will work hard and become able to dance like you as well, Rue-san!\That will be impossible for you.\I want to win against Rue-san...\I wanted to win no matter what means I had to use!\That's not...\That's not how you truly feel, Anteaterina-chan.\Forget about your bitterness and your hatred\and show me your way of dancing. response:	I'm sure it'll be much more beautiful.
context: That will be impossible for you.\I want to win against Rue-san...\I wanted to win no matter what means I had to use!\That's not...\That's not how you truly feel, Anteaterina-chan.\Forget about your bitterness and your hatred\and show me your way of dancing.\I'm sure it'll be much more beautiful. response:	Dance. Let's dance together.
context: I want to win against Rue-san...\I wanted to win no matter what means I had to use!\That's not...\That's not how you truly feel, Anteaterina-chan.\Forget about your bitterness and your hatred\and show me your way of dancing.\I'm sure it'll be much more beautiful.\Dance. Let's dance together. response:	To your heart's content.
context: I wanted to win no matter what means I had to use!\That's not...\That's not how you truly feel, Anteaterina-chan.\Forget about your bitterness and your hatred\and show me your way of dancing.\I'm sure it'll be much more beautiful.\Dance. Let's dance together.\To your heart's content. response:	Be honest.
context: That's not...\That's not how you truly feel, Anteaterina-chan.\Forget about your bitterness and your hatred\and show me your way of dancing.\I'm sure it'll be much more beautiful.\Dance. Let's dance together.\To your heart's content.\Be honest. response:	Be free.
context: That's not how you truly feel, Anteaterina-chan.\Forget about your bitterness and your hatred\and show me your way of dancing.\I'm sure it'll be much more beautiful.\Dance. Let's dance together.\To your heart's content.\Be honest.\Be free. response:	Yes,
context: Forget about your bitterness and your hatred\and show me your way of dancing.\I'm sure it'll be much more beautiful.\Dance. Let's dance together.\To your heart's content.\Be honest.\Be free.\Yes, response:	because that is your way of dancing.
context: and show me your way of dancing.\I'm sure it'll be much more beautiful.\Dance. Let's dance together.\To your heart's content.\Be honest.\Be free.\Yes,\because that is your way of dancing. response:	I feel such joy!
context: I'm sure it'll be much more beautiful.\Dance. Let's dance together.\To your heart's content.\Be honest.\Be free.\Yes,\because that is your way of dancing.\I feel such joy! response:	You are...
context: Dance. Let's dance together.\To your heart's content.\Be honest.\Be free.\Yes,\because that is your way of dancing.\I feel such joy!\You are... response:	I am the feeling of bitter disappointment, shattered and forgotten.
context: To your heart's content.\Be honest.\Be free.\Yes,\because that is your way of dancing.\I feel such joy!\You are...\I am the feeling of bitter disappointment, shattered and forgotten. response:	This is not where you belong.
context: Be honest.\Be free.\Yes,\because that is your way of dancing.\I feel such joy!\You are...\I am the feeling of bitter disappointment, shattered and forgotten.\This is not where you belong. response:	Must I... wander again?
context: Be free.\Yes,\because that is your way of dancing.\I feel such joy!\You are...\I am the feeling of bitter disappointment, shattered and forgotten.\This is not where you belong.\Must I... wander again? response:	You have to go back.
context: Yes,\because that is your way of dancing.\I feel such joy!\You are...\I am the feeling of bitter disappointment, shattered and forgotten.\This is not where you belong.\Must I... wander again?\You have to go back. response:	Can I go back?
context: because that is your way of dancing.\I feel such joy!\You are...\I am the feeling of bitter disappointment, shattered and forgotten.\This is not where you belong.\Must I... wander again?\You have to go back.\Can I go back? response:	Yes.
context: I feel such joy!\You are...\I am the feeling of bitter disappointment, shattered and forgotten.\This is not where you belong.\Must I... wander again?\You have to go back.\Can I go back?\Yes. response:	I'm so glad.
context: You are...\I am the feeling of bitter disappointment, shattered and forgotten.\This is not where you belong.\Must I... wander again?\You have to go back.\Can I go back?\Yes.\I'm so glad. response:	What?
context: I am the feeling of bitter disappointment, shattered and forgotten.\This is not where you belong.\Must I... wander again?\You have to go back.\Can I go back?\Yes.\I'm so glad.\What? response:	I've really and truly become Princess Tutu.
context: This is not where you belong.\Must I... wander again?\You have to go back.\Can I go back?\Yes.\I'm so glad.\What?\I've really and truly become Princess Tutu. response:	Mytho!
context: Must I... wander again?\You have to go back.\Can I go back?\Yes.\I'm so glad.\What?\I've really and truly become Princess Tutu.\Mytho! response:	Mytho!
context: You have to go back.\Can I go back?\Yes.\I'm so glad.\What?\I've really and truly become Princess Tutu.\Mytho!\Mytho! response:	What happened, Mytho?!
context: Can I go back?\Yes.\I'm so glad.\What?\I've really and truly become Princess Tutu.\Mytho!\Mytho!\What happened, Mytho?! response:	What is this feeling?
context: Yes.\I'm so glad.\What?\I've really and truly become Princess Tutu.\Mytho!\Mytho!\What happened, Mytho?!\What is this feeling? response:	Feeling?
context: I'm so glad.\What?\I've really and truly become Princess Tutu.\Mytho!\Mytho!\What happened, Mytho?!\What is this feeling?\Feeling? response:	Now then, the special class will consist of the same five people as before.
context: What?\I've really and truly become Princess Tutu.\Mytho!\Mytho!\What happened, Mytho?!\What is this feeling?\Feeling?\Now then, the special class will consist of the same five people as before. response:	And Anteaterina-san?
context: I've really and truly become Princess Tutu.\Mytho!\Mytho!\What happened, Mytho?!\What is this feeling?\Feeling?\Now then, the special class will consist of the same five people as before.\And Anteaterina-san? response:	Yes?
context: Mytho!\Mytho!\What happened, Mytho?!\What is this feeling?\Feeling?\Now then, the special class will consist of the same five people as before.\And Anteaterina-san?\Yes? response:	Your performance was quite fine as well, but the decision is to wait and see for now.
context: Mytho!\What happened, Mytho?!\What is this feeling?\Feeling?\Now then, the special class will consist of the same five people as before.\And Anteaterina-san?\Yes?\Your performance was quite fine as well, but the decision is to wait and see for now. response:	Yes, I understand.
context: What happened, Mytho?!\What is this feeling?\Feeling?\Now then, the special class will consist of the same five people as before.\And Anteaterina-san?\Yes?\Your performance was quite fine as well, but the decision is to wait and see for now.\Yes, I understand. response:	I have decided to stop copying Rue-san and to find my own way of dancing.
context: What is this feeling?\Feeling?\Now then, the special class will consist of the same five people as before.\And Anteaterina-san?\Yes?\Your performance was quite fine as well, but the decision is to wait and see for now.\Yes, I understand.\I have decided to stop copying Rue-san and to find my own way of dancing. response:	I look forward to seeing it.
context: Feeling?\Now then, the special class will consist of the same five people as before.\And Anteaterina-san?\Yes?\Your performance was quite fine as well, but the decision is to wait and see for now.\Yes, I understand.\I have decided to stop copying Rue-san and to find my own way of dancing.\I look forward to seeing it. response:	And Ahiru-san?
context: Now then, the special class will consist of the same five people as before.\And Anteaterina-san?\Yes?\Your performance was quite fine as well, but the decision is to wait and see for now.\Yes, I understand.\I have decided to stop copying Rue-san and to find my own way of dancing.\I look forward to seeing it.\And Ahiru-san? response:	Yes?!
context: And Anteaterina-san?\Yes?\Your performance was quite fine as well, but the decision is to wait and see for now.\Yes, I understand.\I have decided to stop copying Rue-san and to find my own way of dancing.\I look forward to seeing it.\And Ahiru-san?\Yes?! response:	Your performance was also quite fine.
context: Yes?\Your performance was quite fine as well, but the decision is to wait and see for now.\Yes, I understand.\I have decided to stop copying Rue-san and to find my own way of dancing.\I look forward to seeing it.\And Ahiru-san?\Yes?!\Your performance was also quite fine. response:	Yes, sir!
context: Your performance was quite fine as well, but the decision is to wait and see for now.\Yes, I understand.\I have decided to stop copying Rue-san and to find my own way of dancing.\I look forward to seeing it.\And Ahiru-san?\Yes?!\Your performance was also quite fine.\Yes, sir! response:	However, you owe it all to Rue-san!
context: Yes, I understand.\I have decided to stop copying Rue-san and to find my own way of dancing.\I look forward to seeing it.\And Ahiru-san?\Yes?!\Your performance was also quite fine.\Yes, sir!\However, you owe it all to Rue-san! response:	Thus, you are assigned to the probationary class!
context: I have decided to stop copying Rue-san and to find my own way of dancing.\I look forward to seeing it.\And Ahiru-san?\Yes?!\Your performance was also quite fine.\Yes, sir!\However, you owe it all to Rue-san!\Thus, you are assigned to the probationary class! response:	Quack!
context: I look forward to seeing it.\And Ahiru-san?\Yes?!\Your performance was also quite fine.\Yes, sir!\However, you owe it all to Rue-san!\Thus, you are assigned to the probationary class!\Quack! response:	I knew it!
context: And Ahiru-san?\Yes?!\Your performance was also quite fine.\Yes, sir!\However, you owe it all to Rue-san!\Thus, you are assigned to the probationary class!\Quack!\I knew it! response:	You must never forget that Ahiru is a duck.
context: Yes?!\Your performance was also quite fine.\Yes, sir!\However, you owe it all to Rue-san!\Thus, you are assigned to the probationary class!\Quack!\I knew it!\You must never forget that Ahiru is a duck. response:	So, Mytho-senpai is a prince out of a story.
context: Your performance was also quite fine.\Yes, sir!\However, you owe it all to Rue-san!\Thus, you are assigned to the probationary class!\Quack!\I knew it!\You must never forget that Ahiru is a duck.\So, Mytho-senpai is a prince out of a story. response:	That's why he's so handsome.
context: Yes, sir!\However, you owe it all to Rue-san!\Thus, you are assigned to the probationary class!\Quack!\I knew it!\You must never forget that Ahiru is a duck.\So, Mytho-senpai is a prince out of a story.\That's why he's so handsome. response:	I love you, Rue.
context: However, you owe it all to Rue-san!\Thus, you are assigned to the probationary class!\Quack!\I knew it!\You must never forget that Ahiru is a duck.\So, Mytho-senpai is a prince out of a story.\That's why he's so handsome.\I love you, Rue. response:	I wonder if Rue-chan knows about this?
context: Thus, you are assigned to the probationary class!\Quack!\I knew it!\You must never forget that Ahiru is a duck.\So, Mytho-senpai is a prince out of a story.\That's why he's so handsome.\I love you, Rue.\I wonder if Rue-chan knows about this? response:	Princess Tutu...
context: Quack!\I knew it!\You must never forget that Ahiru is a duck.\So, Mytho-senpai is a prince out of a story.\That's why he's so handsome.\I love you, Rue.\I wonder if Rue-chan knows about this?\Princess Tutu... response:	Princess Tutu?
context: I knew it!\You must never forget that Ahiru is a duck.\So, Mytho-senpai is a prince out of a story.\That's why he's so handsome.\I love you, Rue.\I wonder if Rue-chan knows about this?\Princess Tutu...\Princess Tutu? response:	This is ridiculous. That's just a story.
context: You must never forget that Ahiru is a duck.\So, Mytho-senpai is a prince out of a story.\That's why he's so handsome.\I love you, Rue.\I wonder if Rue-chan knows about this?\Princess Tutu...\Princess Tutu?\This is ridiculous. That's just a story. response:	She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince.
context: So, Mytho-senpai is a prince out of a story.\That's why he's so handsome.\I love you, Rue.\I wonder if Rue-chan knows about this?\Princess Tutu...\Princess Tutu?\This is ridiculous. That's just a story.\She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince. response:	The moment she confesses her love, she turns into a speck of light and vanishes.
context: That's why he's so handsome.\I love you, Rue.\I wonder if Rue-chan knows about this?\Princess Tutu...\Princess Tutu?\This is ridiculous. That's just a story.\She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes. response:	Quack!
context: I love you, Rue.\I wonder if Rue-chan knows about this?\Princess Tutu...\Princess Tutu?\This is ridiculous. That's just a story.\She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack! response:	All you children who love stories, come gather around.
context: I wonder if Rue-chan knows about this?\Princess Tutu...\Princess Tutu?\This is ridiculous. That's just a story.\She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\All you children who love stories, come gather around. response:	'The Princess's Vow'
context: Princess Tutu...\Princess Tutu?\This is ridiculous. That's just a story.\She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\All you children who love stories, come gather around.\'The Princess's Vow' response:	The voice calling, come now, wake up
context: Princess Tutu?\This is ridiculous. That's just a story.\She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\All you children who love stories, come gather around.\'The Princess's Vow'\The voice calling, come now, wake up response:	Wiping a tearstained face
context: This is ridiculous. That's just a story.\She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\All you children who love stories, come gather around.\'The Princess's Vow'\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: She's blessed with beauty, cleverness, and strength, but the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\All you children who love stories, come gather around.\'The Princess's Vow'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\All you children who love stories, come gather around.\'The Princess's Vow'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: Quack!\All you children who love stories, come gather around.\'The Princess's Vow'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: All you children who love stories, come gather around.\'The Princess's Vow'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: 'The Princess's Vow'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
