context: What are you two doing? response:	Crown Prince has issued an order. There will be a wedding in a few days.
context: for even your spirit to be so similar to his.\If you are him, then you had better live on.\Kunlun Mountain has already waited for you for 70,000 years.\If you are not him, then since you have a face just like his\then you should be like him\and persevere for all the people of the world.\Ye Hua.\My good grandson. response:	High God Zhe Yan?
context: If you are him, then you had better live on.\Kunlun Mountain has already waited for you for 70,000 years.\If you are not him, then since you have a face just like his\then you should be like him\and persevere for all the people of the world.\Ye Hua.\My good grandson.\High God Zhe Yan? response:	Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come?
context: Kunlun Mountain has already waited for you for 70,000 years.\If you are not him, then since you have a face just like his\then you should be like him\and persevere for all the people of the world.\Ye Hua.\My good grandson.\High God Zhe Yan?\Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come? response:	How I came is not important.
context: If you are not him, then since you have a face just like his\then you should be like him\and persevere for all the people of the world.\Ye Hua.\My good grandson.\High God Zhe Yan?\Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come?\How I came is not important. response:	Heavenly Lord, Ye Hua is in no critical danger now.
context: then you should be like him\and persevere for all the people of the world.\Ye Hua.\My good grandson.\High God Zhe Yan?\Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come?\How I came is not important.\Heavenly Lord, Ye Hua is in no critical danger now. response:	However, whether he will wake up will depend on his luck.
context: and persevere for all the people of the world.\Ye Hua.\My good grandson.\High God Zhe Yan?\Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come?\How I came is not important.\Heavenly Lord, Ye Hua is in no critical danger now.\However, whether he will wake up will depend on his luck. response:	What?
context: Ye Hua.\My good grandson.\High God Zhe Yan?\Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come?\How I came is not important.\Heavenly Lord, Ye Hua is in no critical danger now.\However, whether he will wake up will depend on his luck.\What? response:	What you mean is...
context: My good grandson.\High God Zhe Yan?\Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come?\How I came is not important.\Heavenly Lord, Ye Hua is in no critical danger now.\However, whether he will wake up will depend on his luck.\What?\What you mean is... response:	He will continue sleeping like this?
context: High God Zhe Yan?\Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come?\How I came is not important.\Heavenly Lord, Ye Hua is in no critical danger now.\However, whether he will wake up will depend on his luck.\What?\What you mean is...\He will continue sleeping like this? response:	It is highly likely.
context: Was it my two unworthy sons who went to the Peach Tree Woods to ask you to come?\How I came is not important.\Heavenly Lord, Ye Hua is in no critical danger now.\However, whether he will wake up will depend on his luck.\What?\What you mean is...\He will continue sleeping like this?\It is highly likely. response:	Well? Have you retrieved the divine fungal grass?
context: How I came is not important.\Heavenly Lord, Ye Hua is in no critical danger now.\However, whether he will wake up will depend on his luck.\What?\What you mean is...\He will continue sleeping like this?\It is highly likely.\Well? Have you retrieved the divine fungal grass? response:	Those four beasts possess half of Heavenly Father's life cultivation.
context: Heavenly Lord, Ye Hua is in no critical danger now.\However, whether he will wake up will depend on his luck.\What?\What you mean is...\He will continue sleeping like this?\It is highly likely.\Well? Have you retrieved the divine fungal grass?\Those four beasts possess half of Heavenly Father's life cultivation. response:	Even Third Brother and I together are unable to defeat them.
context: However, whether he will wake up will depend on his luck.\What?\What you mean is...\He will continue sleeping like this?\It is highly likely.\Well? Have you retrieved the divine fungal grass?\Those four beasts possess half of Heavenly Father's life cultivation.\Even Third Brother and I together are unable to defeat them. response:	It's all right. It's all right.
context: What?\What you mean is...\He will continue sleeping like this?\It is highly likely.\Well? Have you retrieved the divine fungal grass?\Those four beasts possess half of Heavenly Father's life cultivation.\Even Third Brother and I together are unable to defeat them.\It's all right. It's all right. response:	Zhe Yan has been inside for a whole night already.
context: What you mean is...\He will continue sleeping like this?\It is highly likely.\Well? Have you retrieved the divine fungal grass?\Those four beasts possess half of Heavenly Father's life cultivation.\Even Third Brother and I together are unable to defeat them.\It's all right. It's all right.\Zhe Yan has been inside for a whole night already. response:	There is surely hope for Ye Hua.
context: He will continue sleeping like this?\It is highly likely.\Well? Have you retrieved the divine fungal grass?\Those four beasts possess half of Heavenly Father's life cultivation.\Even Third Brother and I together are unable to defeat them.\It's all right. It's all right.\Zhe Yan has been inside for a whole night already.\There is surely hope for Ye Hua. response:	High God Zhe Yan is inside?
context: It is highly likely.\Well? Have you retrieved the divine fungal grass?\Those four beasts possess half of Heavenly Father's life cultivation.\Even Third Brother and I together are unable to defeat them.\It's all right. It's all right.\Zhe Yan has been inside for a whole night already.\There is surely hope for Ye Hua.\High God Zhe Yan is inside? response:	Yes, he has been inside the whole night.
context: Well? Have you retrieved the divine fungal grass?\Those four beasts possess half of Heavenly Father's life cultivation.\Even Third Brother and I together are unable to defeat them.\It's all right. It's all right.\Zhe Yan has been inside for a whole night already.\There is surely hope for Ye Hua.\High God Zhe Yan is inside?\Yes, he has been inside the whole night. response:	- Father. - Father.
context: Those four beasts possess half of Heavenly Father's life cultivation.\Even Third Brother and I together are unable to defeat them.\It's all right. It's all right.\Zhe Yan has been inside for a whole night already.\There is surely hope for Ye Hua.\High God Zhe Yan is inside?\Yes, he has been inside the whole night.\- Father. - Father. response:	Thank you for your help, Zhe Yan.
context: Even Third Brother and I together are unable to defeat them.\It's all right. It's all right.\Zhe Yan has been inside for a whole night already.\There is surely hope for Ye Hua.\High God Zhe Yan is inside?\Yes, he has been inside the whole night.\- Father. - Father.\Thank you for your help, Zhe Yan. response:	It was only by chance.
context: It's all right. It's all right.\Zhe Yan has been inside for a whole night already.\There is surely hope for Ye Hua.\High God Zhe Yan is inside?\Yes, he has been inside the whole night.\- Father. - Father.\Thank you for your help, Zhe Yan.\It was only by chance. response:	I have told your father already.
context: Zhe Yan has been inside for a whole night already.\There is surely hope for Ye Hua.\High God Zhe Yan is inside?\Yes, he has been inside the whole night.\- Father. - Father.\Thank you for your help, Zhe Yan.\It was only by chance.\I have told your father already. response:	The Crown Prince's life has been saved
context: There is surely hope for Ye Hua.\High God Zhe Yan is inside?\Yes, he has been inside the whole night.\- Father. - Father.\Thank you for your help, Zhe Yan.\It was only by chance.\I have told your father already.\The Crown Prince's life has been saved response:	but whether he can wake up will depend on his luck.
context: High God Zhe Yan is inside?\Yes, he has been inside the whole night.\- Father. - Father.\Thank you for your help, Zhe Yan.\It was only by chance.\I have told your father already.\The Crown Prince's life has been saved\but whether he can wake up will depend on his luck. response:	You mean to say...
context: Yes, he has been inside the whole night.\- Father. - Father.\Thank you for your help, Zhe Yan.\It was only by chance.\I have told your father already.\The Crown Prince's life has been saved\but whether he can wake up will depend on his luck.\You mean to say... response:	it's possible Ye Hua may not wake up?
context: - Father. - Father.\Thank you for your help, Zhe Yan.\It was only by chance.\I have told your father already.\The Crown Prince's life has been saved\but whether he can wake up will depend on his luck.\You mean to say...\it's possible Ye Hua may not wake up? response:	It will depend on his will to live.
context: Thank you for your help, Zhe Yan.\It was only by chance.\I have told your father already.\The Crown Prince's life has been saved\but whether he can wake up will depend on his luck.\You mean to say...\it's possible Ye Hua may not wake up?\It will depend on his will to live. response:	Summon anyone he cares about and have them accompany him day and night.
context: It was only by chance.\I have told your father already.\The Crown Prince's life has been saved\but whether he can wake up will depend on his luck.\You mean to say...\it's possible Ye Hua may not wake up?\It will depend on his will to live.\Summon anyone he cares about and have them accompany him day and night. response:	This will be helpful in waking him.
context: I have told your father already.\The Crown Prince's life has been saved\but whether he can wake up will depend on his luck.\You mean to say...\it's possible Ye Hua may not wake up?\It will depend on his will to live.\Summon anyone he cares about and have them accompany him day and night.\This will be helpful in waking him. response:	That mortal is the only one he constantly longs for.
context: The Crown Prince's life has been saved\but whether he can wake up will depend on his luck.\You mean to say...\it's possible Ye Hua may not wake up?\It will depend on his will to live.\Summon anyone he cares about and have them accompany him day and night.\This will be helpful in waking him.\That mortal is the only one he constantly longs for. response:	That mortal has already lost her soul at Zhuxian Terrace.
context: but whether he can wake up will depend on his luck.\You mean to say...\it's possible Ye Hua may not wake up?\It will depend on his will to live.\Summon anyone he cares about and have them accompany him day and night.\This will be helpful in waking him.\That mortal is the only one he constantly longs for.\That mortal has already lost her soul at Zhuxian Terrace. response:	Mortal? Is it the lady who is blind?
context: You mean to say...\it's possible Ye Hua may not wake up?\It will depend on his will to live.\Summon anyone he cares about and have them accompany him day and night.\This will be helpful in waking him.\That mortal is the only one he constantly longs for.\That mortal has already lost her soul at Zhuxian Terrace.\Mortal? Is it the lady who is blind? response:	Everyone, I have already done all I can.
context: it's possible Ye Hua may not wake up?\It will depend on his will to live.\Summon anyone he cares about and have them accompany him day and night.\This will be helpful in waking him.\That mortal is the only one he constantly longs for.\That mortal has already lost her soul at Zhuxian Terrace.\Mortal? Is it the lady who is blind?\Everyone, I have already done all I can. response:	- Farewell. - Zhe Yan.
context: It will depend on his will to live.\Summon anyone he cares about and have them accompany him day and night.\This will be helpful in waking him.\That mortal is the only one he constantly longs for.\That mortal has already lost her soul at Zhuxian Terrace.\Mortal? Is it the lady who is blind?\Everyone, I have already done all I can.\- Farewell. - Zhe Yan. response:	You have done a favor for the Celestial Tribe by helping us today.
context: Summon anyone he cares about and have them accompany him day and night.\This will be helpful in waking him.\That mortal is the only one he constantly longs for.\That mortal has already lost her soul at Zhuxian Terrace.\Mortal? Is it the lady who is blind?\Everyone, I have already done all I can.\- Farewell. - Zhe Yan.\You have done a favor for the Celestial Tribe by helping us today. response:	I will surely repay the favor one day.
context: This will be helpful in waking him.\That mortal is the only one he constantly longs for.\That mortal has already lost her soul at Zhuxian Terrace.\Mortal? Is it the lady who is blind?\Everyone, I have already done all I can.\- Farewell. - Zhe Yan.\You have done a favor for the Celestial Tribe by helping us today.\I will surely repay the favor one day. response:	I am already one unconcerned with temporal affairs, and have no desires.
context: That mortal is the only one he constantly longs for.\That mortal has already lost her soul at Zhuxian Terrace.\Mortal? Is it the lady who is blind?\Everyone, I have already done all I can.\- Farewell. - Zhe Yan.\You have done a favor for the Celestial Tribe by helping us today.\I will surely repay the favor one day.\I am already one unconcerned with temporal affairs, and have no desires. response:	Naturally, I do not need any repayment.
context: That mortal has already lost her soul at Zhuxian Terrace.\Mortal? Is it the lady who is blind?\Everyone, I have already done all I can.\- Farewell. - Zhe Yan.\You have done a favor for the Celestial Tribe by helping us today.\I will surely repay the favor one day.\I am already one unconcerned with temporal affairs, and have no desires.\Naturally, I do not need any repayment. response:	I merely have been brought to the Crown Prince by fate.
context: Mortal? Is it the lady who is blind?\Everyone, I have already done all I can.\- Farewell. - Zhe Yan.\You have done a favor for the Celestial Tribe by helping us today.\I will surely repay the favor one day.\I am already one unconcerned with temporal affairs, and have no desires.\Naturally, I do not need any repayment.\I merely have been brought to the Crown Prince by fate. response:	Bai Qian?
context: Everyone, I have already done all I can.\- Farewell. - Zhe Yan.\You have done a favor for the Celestial Tribe by helping us today.\I will surely repay the favor one day.\I am already one unconcerned with temporal affairs, and have no desires.\Naturally, I do not need any repayment.\I merely have been brought to the Crown Prince by fate.\Bai Qian? response:	Fortunately, you are not in any critical danger.
context: - Farewell. - Zhe Yan.\You have done a favor for the Celestial Tribe by helping us today.\I will surely repay the favor one day.\I am already one unconcerned with temporal affairs, and have no desires.\Naturally, I do not need any repayment.\I merely have been brought to the Crown Prince by fate.\Bai Qian?\Fortunately, you are not in any critical danger. response:	You only have some minor wounds.
context: You have done a favor for the Celestial Tribe by helping us today.\I will surely repay the favor one day.\I am already one unconcerned with temporal affairs, and have no desires.\Naturally, I do not need any repayment.\I merely have been brought to the Crown Prince by fate.\Bai Qian?\Fortunately, you are not in any critical danger.\You only have some minor wounds. response:	Is there wine?
context: I will surely repay the favor one day.\I am already one unconcerned with temporal affairs, and have no desires.\Naturally, I do not need any repayment.\I merely have been brought to the Crown Prince by fate.\Bai Qian?\Fortunately, you are not in any critical danger.\You only have some minor wounds.\Is there wine? response:	There is wine.
context: I am already one unconcerned with temporal affairs, and have no desires.\Naturally, I do not need any repayment.\I merely have been brought to the Crown Prince by fate.\Bai Qian?\Fortunately, you are not in any critical danger.\You only have some minor wounds.\Is there wine?\There is wine. response:	But first, you have to tell me what happened.
context: Naturally, I do not need any repayment.\I merely have been brought to the Crown Prince by fate.\Bai Qian?\Fortunately, you are not in any critical danger.\You only have some minor wounds.\Is there wine?\There is wine.\But first, you have to tell me what happened. response:	Ever since you sealed away Qing Cang
context: I merely have been brought to the Crown Prince by fate.\Bai Qian?\Fortunately, you are not in any critical danger.\You only have some minor wounds.\Is there wine?\There is wine.\But first, you have to tell me what happened.\Ever since you sealed away Qing Cang response:	your parents and brothers have been searching for you like madmen.
context: Bai Qian?\Fortunately, you are not in any critical danger.\You only have some minor wounds.\Is there wine?\There is wine.\But first, you have to tell me what happened.\Ever since you sealed away Qing Cang\your parents and brothers have been searching for you like madmen. response:	Even I have not had a good night's sleep for a while.
context: Fortunately, you are not in any critical danger.\You only have some minor wounds.\Is there wine?\There is wine.\But first, you have to tell me what happened.\Ever since you sealed away Qing Cang\your parents and brothers have been searching for you like madmen.\Even I have not had a good night's sleep for a while. response:	Your eyes, and the injuries all over your body... What exactly happened?
context: You only have some minor wounds.\Is there wine?\There is wine.\But first, you have to tell me what happened.\Ever since you sealed away Qing Cang\your parents and brothers have been searching for you like madmen.\Even I have not had a good night's sleep for a while.\Your eyes, and the injuries all over your body... What exactly happened? response:	What's the matter?
context: Is there wine?\There is wine.\But first, you have to tell me what happened.\Ever since you sealed away Qing Cang\your parents and brothers have been searching for you like madmen.\Even I have not had a good night's sleep for a while.\Your eyes, and the injuries all over your body... What exactly happened?\What's the matter? response:	Did you do something shameful and are afraid I'll tell your Fourth Brother?
context: There is wine.\But first, you have to tell me what happened.\Ever since you sealed away Qing Cang\your parents and brothers have been searching for you like madmen.\Even I have not had a good night's sleep for a while.\Your eyes, and the injuries all over your body... What exactly happened?\What's the matter?\Did you do something shameful and are afraid I'll tell your Fourth Brother? response:	I may have sealed away Qing Cang
context: But first, you have to tell me what happened.\Ever since you sealed away Qing Cang\your parents and brothers have been searching for you like madmen.\Even I have not had a good night's sleep for a while.\Your eyes, and the injuries all over your body... What exactly happened?\What's the matter?\Did you do something shameful and are afraid I'll tell your Fourth Brother?\I may have sealed away Qing Cang response:	but I did not gain any advantage.
context: Ever since you sealed away Qing Cang\your parents and brothers have been searching for you like madmen.\Even I have not had a good night's sleep for a while.\Your eyes, and the injuries all over your body... What exactly happened?\What's the matter?\Did you do something shameful and are afraid I'll tell your Fourth Brother?\I may have sealed away Qing Cang\but I did not gain any advantage. response:	He sealed my memories and powers
context: your parents and brothers have been searching for you like madmen.\Even I have not had a good night's sleep for a while.\Your eyes, and the injuries all over your body... What exactly happened?\What's the matter?\Did you do something shameful and are afraid I'll tell your Fourth Brother?\I may have sealed away Qing Cang\but I did not gain any advantage.\He sealed my memories and powers response:	and left me on Mount Junji.
context: Even I have not had a good night's sleep for a while.\Your eyes, and the injuries all over your body... What exactly happened?\What's the matter?\Did you do something shameful and are afraid I'll tell your Fourth Brother?\I may have sealed away Qing Cang\but I did not gain any advantage.\He sealed my memories and powers\and left me on Mount Junji. response:	I underwent a trial.
context: Your eyes, and the injuries all over your body... What exactly happened?\What's the matter?\Did you do something shameful and are afraid I'll tell your Fourth Brother?\I may have sealed away Qing Cang\but I did not gain any advantage.\He sealed my memories and powers\and left me on Mount Junji.\I underwent a trial. response:	Zhe Yan.
context: What's the matter?\Did you do something shameful and are afraid I'll tell your Fourth Brother?\I may have sealed away Qing Cang\but I did not gain any advantage.\He sealed my memories and powers\and left me on Mount Junji.\I underwent a trial.\Zhe Yan. response:	I remember you have a medicine.
context: Did you do something shameful and are afraid I'll tell your Fourth Brother?\I may have sealed away Qing Cang\but I did not gain any advantage.\He sealed my memories and powers\and left me on Mount Junji.\I underwent a trial.\Zhe Yan.\I remember you have a medicine. response:	When taken, one can forget the things one does not wish to remember.
context: I may have sealed away Qing Cang\but I did not gain any advantage.\He sealed my memories and powers\and left me on Mount Junji.\I underwent a trial.\Zhe Yan.\I remember you have a medicine.\When taken, one can forget the things one does not wish to remember. response:	Am I right?
context: but I did not gain any advantage.\He sealed my memories and powers\and left me on Mount Junji.\I underwent a trial.\Zhe Yan.\I remember you have a medicine.\When taken, one can forget the things one does not wish to remember.\Am I right? response:	These past few years must have been very depressing for you.
context: He sealed my memories and powers\and left me on Mount Junji.\I underwent a trial.\Zhe Yan.\I remember you have a medicine.\When taken, one can forget the things one does not wish to remember.\Am I right?\These past few years must have been very depressing for you. response:	Whether to remember or to forget is your own choice.
context: and left me on Mount Junji.\I underwent a trial.\Zhe Yan.\I remember you have a medicine.\When taken, one can forget the things one does not wish to remember.\Am I right?\These past few years must have been very depressing for you.\Whether to remember or to forget is your own choice. response:	However, I must warn you in advance.
context: I underwent a trial.\Zhe Yan.\I remember you have a medicine.\When taken, one can forget the things one does not wish to remember.\Am I right?\These past few years must have been very depressing for you.\Whether to remember or to forget is your own choice.\However, I must warn you in advance. response:	There is no way to undo the effects of this medicine of mine.
context: Zhe Yan.\I remember you have a medicine.\When taken, one can forget the things one does not wish to remember.\Am I right?\These past few years must have been very depressing for you.\Whether to remember or to forget is your own choice.\However, I must warn you in advance.\There is no way to undo the effects of this medicine of mine. response:	Once you use it
context: I remember you have a medicine.\When taken, one can forget the things one does not wish to remember.\Am I right?\These past few years must have been very depressing for you.\Whether to remember or to forget is your own choice.\However, I must warn you in advance.\There is no way to undo the effects of this medicine of mine.\Once you use it response:	the past events will truly be of no more concern to you.
context: When taken, one can forget the things one does not wish to remember.\Am I right?\These past few years must have been very depressing for you.\Whether to remember or to forget is your own choice.\However, I must warn you in advance.\There is no way to undo the effects of this medicine of mine.\Once you use it\the past events will truly be of no more concern to you. response:	My mother often said
context: Am I right?\These past few years must have been very depressing for you.\Whether to remember or to forget is your own choice.\However, I must warn you in advance.\There is no way to undo the effects of this medicine of mine.\Once you use it\the past events will truly be of no more concern to you.\My mother often said response:	I am lucky in life.
context: These past few years must have been very depressing for you.\Whether to remember or to forget is your own choice.\However, I must warn you in advance.\There is no way to undo the effects of this medicine of mine.\Once you use it\the past events will truly be of no more concern to you.\My mother often said\I am lucky in life. response:	I was born as an immortal.
context: Whether to remember or to forget is your own choice.\However, I must warn you in advance.\There is no way to undo the effects of this medicine of mine.\Once you use it\the past events will truly be of no more concern to you.\My mother often said\I am lucky in life.\I was born as an immortal. response:	I was already an immortal without needing to cultivate.
context: However, I must warn you in advance.\There is no way to undo the effects of this medicine of mine.\Once you use it\the past events will truly be of no more concern to you.\My mother often said\I am lucky in life.\I was born as an immortal.\I was already an immortal without needing to cultivate. response:	But there is nothing so convenient in this world.
context: There is no way to undo the effects of this medicine of mine.\Once you use it\the past events will truly be of no more concern to you.\My mother often said\I am lucky in life.\I was born as an immortal.\I was already an immortal without needing to cultivate.\But there is nothing so convenient in this world. response:	Without experiencing a heavenly trial, how can one ascend to high god?
context: Once you use it\the past events will truly be of no more concern to you.\My mother often said\I am lucky in life.\I was born as an immortal.\I was already an immortal without needing to cultivate.\But there is nothing so convenient in this world.\Without experiencing a heavenly trial, how can one ascend to high god? response:	In the years that flew by
context: the past events will truly be of no more concern to you.\My mother often said\I am lucky in life.\I was born as an immortal.\I was already an immortal without needing to cultivate.\But there is nothing so convenient in this world.\Without experiencing a heavenly trial, how can one ascend to high god?\In the years that flew by response:	I merely experienced a heavenly trial.
context: My mother often said\I am lucky in life.\I was born as an immortal.\I was already an immortal without needing to cultivate.\But there is nothing so convenient in this world.\Without experiencing a heavenly trial, how can one ascend to high god?\In the years that flew by\I merely experienced a heavenly trial. response:	Since this trial has already passed
context: I am lucky in life.\I was born as an immortal.\I was already an immortal without needing to cultivate.\But there is nothing so convenient in this world.\Without experiencing a heavenly trial, how can one ascend to high god?\In the years that flew by\I merely experienced a heavenly trial.\Since this trial has already passed response:	there are some things that need not be remembered.
context: I was born as an immortal.\I was already an immortal without needing to cultivate.\But there is nothing so convenient in this world.\Without experiencing a heavenly trial, how can one ascend to high god?\In the years that flew by\I merely experienced a heavenly trial.\Since this trial has already passed\there are some things that need not be remembered. response:	Ye Hua.
context: I was already an immortal without needing to cultivate.\But there is nothing so convenient in this world.\Without experiencing a heavenly trial, how can one ascend to high god?\In the years that flew by\I merely experienced a heavenly trial.\Since this trial has already passed\there are some things that need not be remembered.\Ye Hua. response:	Open your eyes and take a look, won't you?
context: But there is nothing so convenient in this world.\Without experiencing a heavenly trial, how can one ascend to high god?\In the years that flew by\I merely experienced a heavenly trial.\Since this trial has already passed\there are some things that need not be remembered.\Ye Hua.\Open your eyes and take a look, won't you? response:	This is your child.
context: Without experiencing a heavenly trial, how can one ascend to high god?\In the years that flew by\I merely experienced a heavenly trial.\Since this trial has already passed\there are some things that need not be remembered.\Ye Hua.\Open your eyes and take a look, won't you?\This is your child. response:	He has just lost his mother.
context: In the years that flew by\I merely experienced a heavenly trial.\Since this trial has already passed\there are some things that need not be remembered.\Ye Hua.\Open your eyes and take a look, won't you?\This is your child.\He has just lost his mother. response:	If he loses his father as well, how pitiful would he be?
context: I merely experienced a heavenly trial.\Since this trial has already passed\there are some things that need not be remembered.\Ye Hua.\Open your eyes and take a look, won't you?\This is your child.\He has just lost his mother.\If he loses his father as well, how pitiful would he be? response:	Open your eyes, won't you?
context: Since this trial has already passed\there are some things that need not be remembered.\Ye Hua.\Open your eyes and take a look, won't you?\This is your child.\He has just lost his mother.\If he loses his father as well, how pitiful would he be?\Open your eyes, won't you? response:	How come things are suddenly like this?
context: there are some things that need not be remembered.\Ye Hua.\Open your eyes and take a look, won't you?\This is your child.\He has just lost his mother.\If he loses his father as well, how pitiful would he be?\Open your eyes, won't you?\How come things are suddenly like this? response:	He was subjected to lightningbolts every day.
context: Ye Hua.\Open your eyes and take a look, won't you?\This is your child.\He has just lost his mother.\If he loses his father as well, how pitiful would he be?\Open your eyes, won't you?\How come things are suddenly like this?\He was subjected to lightningbolts every day. response:	For the Crown Prince's seal
context: Open your eyes and take a look, won't you?\This is your child.\He has just lost his mother.\If he loses his father as well, how pitiful would he be?\Open your eyes, won't you?\How come things are suddenly like this?\He was subjected to lightningbolts every day.\For the Crown Prince's seal response:	he endured 36 sacred blazes and 9 holy lightning bolts.
context: This is your child.\He has just lost his mother.\If he loses his father as well, how pitiful would he be?\Open your eyes, won't you?\How come things are suddenly like this?\He was subjected to lightningbolts every day.\For the Crown Prince's seal\he endured 36 sacred blazes and 9 holy lightning bolts. response:	This jump of his was clearly to seek death.
context: He has just lost his mother.\If he loses his father as well, how pitiful would he be?\Open your eyes, won't you?\How come things are suddenly like this?\He was subjected to lightningbolts every day.\For the Crown Prince's seal\he endured 36 sacred blazes and 9 holy lightning bolts.\This jump of his was clearly to seek death. response:	If we had allowed him to marry that mortal
context: If he loses his father as well, how pitiful would he be?\Open your eyes, won't you?\How come things are suddenly like this?\He was subjected to lightningbolts every day.\For the Crown Prince's seal\he endured 36 sacred blazes and 9 holy lightning bolts.\This jump of his was clearly to seek death.\If we had allowed him to marry that mortal response:	at most, there would just be one more side consort in Xiwu Palace.
context: Open your eyes, won't you?\How come things are suddenly like this?\He was subjected to lightningbolts every day.\For the Crown Prince's seal\he endured 36 sacred blazes and 9 holy lightning bolts.\This jump of his was clearly to seek death.\If we had allowed him to marry that mortal\at most, there would just be one more side consort in Xiwu Palace. response:	It would not have been as bad as losing his life.
context: How come things are suddenly like this?\He was subjected to lightningbolts every day.\For the Crown Prince's seal\he endured 36 sacred blazes and 9 holy lightning bolts.\This jump of his was clearly to seek death.\If we had allowed him to marry that mortal\at most, there would just be one more side consort in Xiwu Palace.\It would not have been as bad as losing his life. response:	That's enough.
context: He was subjected to lightningbolts every day.\For the Crown Prince's seal\he endured 36 sacred blazes and 9 holy lightning bolts.\This jump of his was clearly to seek death.\If we had allowed him to marry that mortal\at most, there would just be one more side consort in Xiwu Palace.\It would not have been as bad as losing his life.\That's enough. response:	It is my fault.
context: For the Crown Prince's seal\he endured 36 sacred blazes and 9 holy lightning bolts.\This jump of his was clearly to seek death.\If we had allowed him to marry that mortal\at most, there would just be one more side consort in Xiwu Palace.\It would not have been as bad as losing his life.\That's enough.\It is my fault. response:	Father, I have been unfilial.
context: he endured 36 sacred blazes and 9 holy lightning bolts.\This jump of his was clearly to seek death.\If we had allowed him to marry that mortal\at most, there would just be one more side consort in Xiwu Palace.\It would not have been as bad as losing his life.\That's enough.\It is my fault.\Father, I have been unfilial. response:	I raised a disappointing son.
context: This jump of his was clearly to seek death.\If we had allowed him to marry that mortal\at most, there would just be one more side consort in Xiwu Palace.\It would not have been as bad as losing his life.\That's enough.\It is my fault.\Father, I have been unfilial.\I raised a disappointing son. response:	In the end, he is still
context: If we had allowed him to marry that mortal\at most, there would just be one more side consort in Xiwu Palace.\It would not have been as bad as losing his life.\That's enough.\It is my fault.\Father, I have been unfilial.\I raised a disappointing son.\In the end, he is still response:	the Celestial Tribe's Crown Prince whom everyone believes in.
context: at most, there would just be one more side consort in Xiwu Palace.\It would not have been as bad as losing his life.\That's enough.\It is my fault.\Father, I have been unfilial.\I raised a disappointing son.\In the end, he is still\the Celestial Tribe's Crown Prince whom everyone believes in. response:	Ye Hua, you took this step because I forced you to.
context: It would not have been as bad as losing his life.\That's enough.\It is my fault.\Father, I have been unfilial.\I raised a disappointing son.\In the end, he is still\the Celestial Tribe's Crown Prince whom everyone believes in.\Ye Hua, you took this step because I forced you to. response:	I thought after I forced her to her death
context: That's enough.\It is my fault.\Father, I have been unfilial.\I raised a disappointing son.\In the end, he is still\the Celestial Tribe's Crown Prince whom everyone believes in.\Ye Hua, you took this step because I forced you to.\I thought after I forced her to her death response:	you would only be in low spirits for a few days
context: It is my fault.\Father, I have been unfilial.\I raised a disappointing son.\In the end, he is still\the Celestial Tribe's Crown Prince whom everyone believes in.\Ye Hua, you took this step because I forced you to.\I thought after I forced her to her death\you would only be in low spirits for a few days response:	but thereafter, you would still be
context: Father, I have been unfilial.\I raised a disappointing son.\In the end, he is still\the Celestial Tribe's Crown Prince whom everyone believes in.\Ye Hua, you took this step because I forced you to.\I thought after I forced her to her death\you would only be in low spirits for a few days\but thereafter, you would still be response:	the Celestial Tribe's heir apparent revered by the four seas.
context: I raised a disappointing son.\In the end, he is still\the Celestial Tribe's Crown Prince whom everyone believes in.\Ye Hua, you took this step because I forced you to.\I thought after I forced her to her death\you would only be in low spirits for a few days\but thereafter, you would still be\the Celestial Tribe's heir apparent revered by the four seas. response:	However, I never expected...
context: In the end, he is still\the Celestial Tribe's Crown Prince whom everyone believes in.\Ye Hua, you took this step because I forced you to.\I thought after I forced her to her death\you would only be in low spirits for a few days\but thereafter, you would still be\the Celestial Tribe's heir apparent revered by the four seas.\However, I never expected... response:	you would actually place such great importance on that woman.
context: the Celestial Tribe's Crown Prince whom everyone believes in.\Ye Hua, you took this step because I forced you to.\I thought after I forced her to her death\you would only be in low spirits for a few days\but thereafter, you would still be\the Celestial Tribe's heir apparent revered by the four seas.\However, I never expected...\you would actually place such great importance on that woman. response:	Ye Hua... Is he really not going to wake up?
context: Ye Hua, you took this step because I forced you to.\I thought after I forced her to her death\you would only be in low spirits for a few days\but thereafter, you would still be\the Celestial Tribe's heir apparent revered by the four seas.\However, I never expected...\you would actually place such great importance on that woman.\Ye Hua... Is he really not going to wake up? response:	I was incapable of curing him.
context: I thought after I forced her to her death\you would only be in low spirits for a few days\but thereafter, you would still be\the Celestial Tribe's heir apparent revered by the four seas.\However, I never expected...\you would actually place such great importance on that woman.\Ye Hua... Is he really not going to wake up?\I was incapable of curing him. response:	Perhaps there is still a chance.
context: you would only be in low spirits for a few days\but thereafter, you would still be\the Celestial Tribe's heir apparent revered by the four seas.\However, I never expected...\you would actually place such great importance on that woman.\Ye Hua... Is he really not going to wake up?\I was incapable of curing him.\Perhaps there is still a chance. response:	What chance?
