context: Science Fell in Love, So I Tried to Prove It response:	Gone Home
context: lower blood pressure,\and even seems to have an effect on general health.\There's even a treatment called touch therapy because of these effects.\Wow.\Of course, it isn't as if you can touch just anyone.\It's contact specifically with someone you love which causes oxytocin to be released.\Oxytocin\Oxytocin! response:	A hormone produced in places like the brain, ovaries, and testes.
context: and even seems to have an effect on general health.\There's even a treatment called touch therapy because of these effects.\Wow.\Of course, it isn't as if you can touch just anyone.\It's contact specifically with someone you love which causes oxytocin to be released.\Oxytocin\Oxytocin!\A hormone produced in places like the brain, ovaries, and testes. response:	It makes you stupid happy, reduces stress...
context: There's even a treatment called touch therapy because of these effects.\Wow.\Of course, it isn't as if you can touch just anyone.\It's contact specifically with someone you love which causes oxytocin to be released.\Oxytocin\Oxytocin!\A hormone produced in places like the brain, ovaries, and testes.\It makes you stupid happy, reduces stress... response:	It seems to be an amazing hormone that's good for the body, bear,
context: Wow.\Of course, it isn't as if you can touch just anyone.\It's contact specifically with someone you love which causes oxytocin to be released.\Oxytocin\Oxytocin!\A hormone produced in places like the brain, ovaries, and testes.\It makes you stupid happy, reduces stress...\It seems to be an amazing hormone that's good for the body, bear, response:	but there is also research saying it can make people aggressive and cliquish, bear.
context: Of course, it isn't as if you can touch just anyone.\It's contact specifically with someone you love which causes oxytocin to be released.\Oxytocin\Oxytocin!\A hormone produced in places like the brain, ovaries, and testes.\It makes you stupid happy, reduces stress...\It seems to be an amazing hormone that's good for the body, bear,\but there is also research saying it can make people aggressive and cliquish, bear. response:	There are pluses and minuses to everything, bear, right?
context: It's contact specifically with someone you love which causes oxytocin to be released.\Oxytocin\Oxytocin!\A hormone produced in places like the brain, ovaries, and testes.\It makes you stupid happy, reduces stress...\It seems to be an amazing hormone that's good for the body, bear,\but there is also research saying it can make people aggressive and cliquish, bear.\There are pluses and minuses to everything, bear, right? response:	In order to effectively produce oxytocin,
context: Oxytocin\Oxytocin!\A hormone produced in places like the brain, ovaries, and testes.\It makes you stupid happy, reduces stress...\It seems to be an amazing hormone that's good for the body, bear,\but there is also research saying it can make people aggressive and cliquish, bear.\There are pluses and minuses to everything, bear, right?\In order to effectively produce oxytocin, response:	the best thing is lots of love and snuggling, bear.
context: Oxytocin!\A hormone produced in places like the brain, ovaries, and testes.\It makes you stupid happy, reduces stress...\It seems to be an amazing hormone that's good for the body, bear,\but there is also research saying it can make people aggressive and cliquish, bear.\There are pluses and minuses to everything, bear, right?\In order to effectively produce oxytocin,\the best thing is lots of love and snuggling, bear. response:	For those unpopular men and women who don't have someone to love,
context: A hormone produced in places like the brain, ovaries, and testes.\It makes you stupid happy, reduces stress...\It seems to be an amazing hormone that's good for the body, bear,\but there is also research saying it can make people aggressive and cliquish, bear.\There are pluses and minuses to everything, bear, right?\In order to effectively produce oxytocin,\the best thing is lots of love and snuggling, bear.\For those unpopular men and women who don't have someone to love, response:	contact with pets works, too, bear.
context: It makes you stupid happy, reduces stress...\It seems to be an amazing hormone that's good for the body, bear,\but there is also research saying it can make people aggressive and cliquish, bear.\There are pluses and minuses to everything, bear, right?\In order to effectively produce oxytocin,\the best thing is lots of love and snuggling, bear.\For those unpopular men and women who don't have someone to love,\contact with pets works, too, bear. response:	What?
context: It seems to be an amazing hormone that's good for the body, bear,\but there is also research saying it can make people aggressive and cliquish, bear.\There are pluses and minuses to everything, bear, right?\In order to effectively produce oxytocin,\the best thing is lots of love and snuggling, bear.\For those unpopular men and women who don't have someone to love,\contact with pets works, too, bear.\What? response:	You don't have friends or pets?
context: but there is also research saying it can make people aggressive and cliquish, bear.\There are pluses and minuses to everything, bear, right?\In order to effectively produce oxytocin,\the best thing is lots of love and snuggling, bear.\For those unpopular men and women who don't have someone to love,\contact with pets works, too, bear.\What?\You don't have friends or pets? response:	Then, I've heard it'll get released if you stimulate the mammary glands.
context: There are pluses and minuses to everything, bear, right?\In order to effectively produce oxytocin,\the best thing is lots of love and snuggling, bear.\For those unpopular men and women who don't have someone to love,\contact with pets works, too, bear.\What?\You don't have friends or pets?\Then, I've heard it'll get released if you stimulate the mammary glands. response:	Just means all you amateurs should go play with your nipples, bear.
context: In order to effectively produce oxytocin,\the best thing is lots of love and snuggling, bear.\For those unpopular men and women who don't have someone to love,\contact with pets works, too, bear.\What?\You don't have friends or pets?\Then, I've heard it'll get released if you stimulate the mammary glands.\Just means all you amateurs should go play with your nipples, bear. response:	Oh! That's...! Wait, I...!
context: the best thing is lots of love and snuggling, bear.\For those unpopular men and women who don't have someone to love,\contact with pets works, too, bear.\What?\You don't have friends or pets?\Then, I've heard it'll get released if you stimulate the mammary glands.\Just means all you amateurs should go play with your nipples, bear.\Oh! That's...! Wait, I...! response:	Take that! And that!
context: For those unpopular men and women who don't have someone to love,\contact with pets works, too, bear.\What?\You don't have friends or pets?\Then, I've heard it'll get released if you stimulate the mammary glands.\Just means all you amateurs should go play with your nipples, bear.\Oh! That's...! Wait, I...!\Take that! And that! response:	If we investigate the amount of oxytocin released,
context: contact with pets works, too, bear.\What?\You don't have friends or pets?\Then, I've heard it'll get released if you stimulate the mammary glands.\Just means all you amateurs should go play with your nipples, bear.\Oh! That's...! Wait, I...!\Take that! And that!\If we investigate the amount of oxytocin released, response:	it's possible we can discover whether the subject loves the person who touched them.
context: What?\You don't have friends or pets?\Then, I've heard it'll get released if you stimulate the mammary glands.\Just means all you amateurs should go play with your nipples, bear.\Oh! That's...! Wait, I...!\Take that! And that!\If we investigate the amount of oxytocin released,\it's possible we can discover whether the subject loves the person who touched them. response:	Oh!
context: You don't have friends or pets?\Then, I've heard it'll get released if you stimulate the mammary glands.\Just means all you amateurs should go play with your nipples, bear.\Oh! That's...! Wait, I...!\Take that! And that!\If we investigate the amount of oxytocin released,\it's possible we can discover whether the subject loves the person who touched them.\Oh! response:	Oxytocin can be measured in saliva.
context: Then, I've heard it'll get released if you stimulate the mammary glands.\Just means all you amateurs should go play with your nipples, bear.\Oh! That's...! Wait, I...!\Take that! And that!\If we investigate the amount of oxytocin released,\it's possible we can discover whether the subject loves the person who touched them.\Oh!\Oxytocin can be measured in saliva. response:	So, the specifics of the experiment involve
context: Just means all you amateurs should go play with your nipples, bear.\Oh! That's...! Wait, I...!\Take that! And that!\If we investigate the amount of oxytocin released,\it's possible we can discover whether the subject loves the person who touched them.\Oh!\Oxytocin can be measured in saliva.\So, the specifics of the experiment involve response:	collecting roughly one milliliter or more of saliva in these preservation tubes.
context: Oh! That's...! Wait, I...!\Take that! And that!\If we investigate the amount of oxytocin released,\it's possible we can discover whether the subject loves the person who touched them.\Oh!\Oxytocin can be measured in saliva.\So, the specifics of the experiment involve\collecting roughly one milliliter or more of saliva in these preservation tubes. response:	After which, the subjects will attempt physical contact with each other.
context: Take that! And that!\If we investigate the amount of oxytocin released,\it's possible we can discover whether the subject loves the person who touched them.\Oh!\Oxytocin can be measured in saliva.\So, the specifics of the experiment involve\collecting roughly one milliliter or more of saliva in these preservation tubes.\After which, the subjects will attempt physical contact with each other. response:	Um... What should we do...
context: If we investigate the amount of oxytocin released,\it's possible we can discover whether the subject loves the person who touched them.\Oh!\Oxytocin can be measured in saliva.\So, the specifics of the experiment involve\collecting roughly one milliliter or more of saliva in these preservation tubes.\After which, the subjects will attempt physical contact with each other.\Um... What should we do... response:	for the physical contact?
context: it's possible we can discover whether the subject loves the person who touched them.\Oh!\Oxytocin can be measured in saliva.\So, the specifics of the experiment involve\collecting roughly one milliliter or more of saliva in these preservation tubes.\After which, the subjects will attempt physical contact with each other.\Um... What should we do...\for the physical contact? response:	Contact, is it?
context: Oh!\Oxytocin can be measured in saliva.\So, the specifics of the experiment involve\collecting roughly one milliliter or more of saliva in these preservation tubes.\After which, the subjects will attempt physical contact with each other.\Um... What should we do...\for the physical contact?\Contact, is it? response:	We should have collected saliva back then.
context: Oxytocin can be measured in saliva.\So, the specifics of the experiment involve\collecting roughly one milliliter or more of saliva in these preservation tubes.\After which, the subjects will attempt physical contact with each other.\Um... What should we do...\for the physical contact?\Contact, is it?\We should have collected saliva back then. response:	If we had, it would have given us valuable data.
context: So, the specifics of the experiment involve\collecting roughly one milliliter or more of saliva in these preservation tubes.\After which, the subjects will attempt physical contact with each other.\Um... What should we do...\for the physical contact?\Contact, is it?\We should have collected saliva back then.\If we had, it would have given us valuable data. response:	During the date experiment at the amusement park, right?
context: collecting roughly one milliliter or more of saliva in these preservation tubes.\After which, the subjects will attempt physical contact with each other.\Um... What should we do...\for the physical contact?\Contact, is it?\We should have collected saliva back then.\If we had, it would have given us valuable data.\During the date experiment at the amusement park, right? response:	No.
context: After which, the subjects will attempt physical contact with each other.\Um... What should we do...\for the physical contact?\Contact, is it?\We should have collected saliva back then.\If we had, it would have given us valuable data.\During the date experiment at the amusement park, right?\No. response:	Yukimura-kun, I wuv you!
context: Um... What should we do...\for the physical contact?\Contact, is it?\We should have collected saliva back then.\If we had, it would have given us valuable data.\During the date experiment at the amusement park, right?\No.\Yukimura-kun, I wuv you! response:	This video is from the party we had the other day.
context: for the physical contact?\Contact, is it?\We should have collected saliva back then.\If we had, it would have given us valuable data.\During the date experiment at the amusement park, right?\No.\Yukimura-kun, I wuv you!\This video is from the party we had the other day. response:	Even looking at it again now,
context: Contact, is it?\We should have collected saliva back then.\If we had, it would have given us valuable data.\During the date experiment at the amusement park, right?\No.\Yukimura-kun, I wuv you!\This video is from the party we had the other day.\Even looking at it again now, response:	A kiss of the highest theoretical value... please?
context: We should have collected saliva back then.\If we had, it would have given us valuable data.\During the date experiment at the amusement park, right?\No.\Yukimura-kun, I wuv you!\This video is from the party we had the other day.\Even looking at it again now,\A kiss of the highest theoretical value... please? response:	I believe the amount of physical contact was quite high.
context: If we had, it would have given us valuable data.\During the date experiment at the amusement park, right?\No.\Yukimura-kun, I wuv you!\This video is from the party we had the other day.\Even looking at it again now,\A kiss of the highest theoretical value... please?\I believe the amount of physical contact was quite high. response:	I didn't think that the words of a drunk could be used as reference,
context: During the date experiment at the amusement park, right?\No.\Yukimura-kun, I wuv you!\This video is from the party we had the other day.\Even looking at it again now,\A kiss of the highest theoretical value... please?\I believe the amount of physical contact was quite high.\I didn't think that the words of a drunk could be used as reference, response:	but alcohol inhibits the function of the cerebral neocortex, which governs reason.
context: No.\Yukimura-kun, I wuv you!\This video is from the party we had the other day.\Even looking at it again now,\A kiss of the highest theoretical value... please?\I believe the amount of physical contact was quite high.\I didn't think that the words of a drunk could be used as reference,\but alcohol inhibits the function of the cerebral neocortex, which governs reason. response:	That allows for the possibility of repressed emotions to present as
context: Yukimura-kun, I wuv you!\This video is from the party we had the other day.\Even looking at it again now,\A kiss of the highest theoretical value... please?\I believe the amount of physical contact was quite high.\I didn't think that the words of a drunk could be used as reference,\but alcohol inhibits the function of the cerebral neocortex, which governs reason.\That allows for the possibility of repressed emotions to present as response:	The words of a drunk can't be used as reference.
context: This video is from the party we had the other day.\Even looking at it again now,\A kiss of the highest theoretical value... please?\I believe the amount of physical contact was quite high.\I didn't think that the words of a drunk could be used as reference,\but alcohol inhibits the function of the cerebral neocortex, which governs reason.\That allows for the possibility of repressed emotions to present as\The words of a drunk can't be used as reference. response:	Delete that!
context: Even looking at it again now,\A kiss of the highest theoretical value... please?\I believe the amount of physical contact was quite high.\I didn't think that the words of a drunk could be used as reference,\but alcohol inhibits the function of the cerebral neocortex, which governs reason.\That allows for the possibility of repressed emotions to present as\The words of a drunk can't be used as reference.\Delete that! response:	That's exactly why I was saying we should have collected oxytocin then.
context: A kiss of the highest theoretical value... please?\I believe the amount of physical contact was quite high.\I didn't think that the words of a drunk could be used as reference,\but alcohol inhibits the function of the cerebral neocortex, which governs reason.\That allows for the possibility of repressed emotions to present as\The words of a drunk can't be used as reference.\Delete that!\That's exactly why I was saying we should have collected oxytocin then. response:	We don't need video data, do we?
context: I believe the amount of physical contact was quite high.\I didn't think that the words of a drunk could be used as reference,\but alcohol inhibits the function of the cerebral neocortex, which governs reason.\That allows for the possibility of repressed emotions to present as\The words of a drunk can't be used as reference.\Delete that!\That's exactly why I was saying we should have collected oxytocin then.\We don't need video data, do we? response:	Delete it!
context: I didn't think that the words of a drunk could be used as reference,\but alcohol inhibits the function of the cerebral neocortex, which governs reason.\That allows for the possibility of repressed emotions to present as\The words of a drunk can't be used as reference.\Delete that!\That's exactly why I was saying we should have collected oxytocin then.\We don't need video data, do we?\Delete it! response:	It's extremely valuable data.
context: but alcohol inhibits the function of the cerebral neocortex, which governs reason.\That allows for the possibility of repressed emotions to present as\The words of a drunk can't be used as reference.\Delete that!\That's exactly why I was saying we should have collected oxytocin then.\We don't need video data, do we?\Delete it!\It's extremely valuable data. response:	I will not delete it!
context: That allows for the possibility of repressed emotions to present as\The words of a drunk can't be used as reference.\Delete that!\That's exactly why I was saying we should have collected oxytocin then.\We don't need video data, do we?\Delete it!\It's extremely valuable data.\I will not delete it! response:	Besides which, a saliva sample from an inebriated subject would be unsatisfactory!
context: The words of a drunk can't be used as reference.\Delete that!\That's exactly why I was saying we should have collected oxytocin then.\We don't need video data, do we?\Delete it!\It's extremely valuable data.\I will not delete it!\Besides which, a saliva sample from an inebriated subject would be unsatisfactory! response:	On what grounds?
context: Delete that!\That's exactly why I was saying we should have collected oxytocin then.\We don't need video data, do we?\Delete it!\It's extremely valuable data.\I will not delete it!\Besides which, a saliva sample from an inebriated subject would be unsatisfactory!\On what grounds? response:	Um...
context: That's exactly why I was saying we should have collected oxytocin then.\We don't need video data, do we?\Delete it!\It's extremely valuable data.\I will not delete it!\Besides which, a saliva sample from an inebriated subject would be unsatisfactory!\On what grounds?\Um... response:	For now, wouldn't it be best to start collecting new data?
context: We don't need video data, do we?\Delete it!\It's extremely valuable data.\I will not delete it!\Besides which, a saliva sample from an inebriated subject would be unsatisfactory!\On what grounds?\Um...\For now, wouldn't it be best to start collecting new data? response:	That's true.
context: Delete it!\It's extremely valuable data.\I will not delete it!\Besides which, a saliva sample from an inebriated subject would be unsatisfactory!\On what grounds?\Um...\For now, wouldn't it be best to start collecting new data?\That's true. response:	However, the method of physical contact...
context: It's extremely valuable data.\I will not delete it!\Besides which, a saliva sample from an inebriated subject would be unsatisfactory!\On what grounds?\Um...\For now, wouldn't it be best to start collecting new data?\That's true.\However, the method of physical contact... response:	It's most effective if the area of contact is broad, right?
context: I will not delete it!\Besides which, a saliva sample from an inebriated subject would be unsatisfactory!\On what grounds?\Um...\For now, wouldn't it be best to start collecting new data?\That's true.\However, the method of physical contact...\It's most effective if the area of contact is broad, right? response:	Something like this, perhaps?
context: Besides which, a saliva sample from an inebriated subject would be unsatisfactory!\On what grounds?\Um...\For now, wouldn't it be best to start collecting new data?\That's true.\However, the method of physical contact...\It's most effective if the area of contact is broad, right?\Something like this, perhaps? response:	Kya!
context: On what grounds?\Um...\For now, wouldn't it be best to start collecting new data?\That's true.\However, the method of physical contact...\It's most effective if the area of contact is broad, right?\Something like this, perhaps?\Kya! response:	With this amount of physical contact, there shouldn't be any issues.
context: Um...\For now, wouldn't it be best to start collecting new data?\That's true.\However, the method of physical contact...\It's most effective if the area of contact is broad, right?\Something like this, perhaps?\Kya!\With this amount of physical contact, there shouldn't be any issues. response:	Again, what is this?
context: For now, wouldn't it be best to start collecting new data?\That's true.\However, the method of physical contact...\It's most effective if the area of contact is broad, right?\Something like this, perhaps?\Kya!\With this amount of physical contact, there shouldn't be any issues.\Again, what is this? response:	This suppleness? This sweet scent?
context: That's true.\However, the method of physical contact...\It's most effective if the area of contact is broad, right?\Something like this, perhaps?\Kya!\With this amount of physical contact, there shouldn't be any issues.\Again, what is this?\This suppleness? This sweet scent? response:	I suppose 60 seconds would be sufficient.
context: However, the method of physical contact...\It's most effective if the area of contact is broad, right?\Something like this, perhaps?\Kya!\With this amount of physical contact, there shouldn't be any issues.\Again, what is this?\This suppleness? This sweet scent?\I suppose 60 seconds would be sufficient. response:	I was just outside walking, so I'm sweaty, and now...
context: It's most effective if the area of contact is broad, right?\Something like this, perhaps?\Kya!\With this amount of physical contact, there shouldn't be any issues.\Again, what is this?\This suppleness? This sweet scent?\I suppose 60 seconds would be sufficient.\I was just outside walking, so I'm sweaty, and now... response:	Oh, I can't...! It's Yukimura-kun's scent...
context: Something like this, perhaps?\Kya!\With this amount of physical contact, there shouldn't be any issues.\Again, what is this?\This suppleness? This sweet scent?\I suppose 60 seconds would be sufficient.\I was just outside walking, so I'm sweaty, and now...\Oh, I can't...! It's Yukimura-kun's scent... response:	What is this feeling of happiness?
context: Kya!\With this amount of physical contact, there shouldn't be any issues.\Again, what is this?\This suppleness? This sweet scent?\I suppose 60 seconds would be sufficient.\I was just outside walking, so I'm sweaty, and now...\Oh, I can't...! It's Yukimura-kun's scent...\What is this feeling of happiness? response:	My heart is starting to feel more tranquil...
context: With this amount of physical contact, there shouldn't be any issues.\Again, what is this?\This suppleness? This sweet scent?\I suppose 60 seconds would be sufficient.\I was just outside walking, so I'm sweaty, and now...\Oh, I can't...! It's Yukimura-kun's scent...\What is this feeling of happiness?\My heart is starting to feel more tranquil... response:	Is this the effect of the hormone?
context: Again, what is this?\This suppleness? This sweet scent?\I suppose 60 seconds would be sufficient.\I was just outside walking, so I'm sweaty, and now...\Oh, I can't...! It's Yukimura-kun's scent...\What is this feeling of happiness?\My heart is starting to feel more tranquil...\Is this the effect of the hormone? response:	A pleasant sensation is running through my whole body!
context: This suppleness? This sweet scent?\I suppose 60 seconds would be sufficient.\I was just outside walking, so I'm sweaty, and now...\Oh, I can't...! It's Yukimura-kun's scent...\What is this feeling of happiness?\My heart is starting to feel more tranquil...\Is this the effect of the hormone?\A pleasant sensation is running through my whole body! response:	The oxytocin is...
context: I suppose 60 seconds would be sufficient.\I was just outside walking, so I'm sweaty, and now...\Oh, I can't...! It's Yukimura-kun's scent...\What is this feeling of happiness?\My heart is starting to feel more tranquil...\Is this the effect of the hormone?\A pleasant sensation is running through my whole body!\The oxytocin is... response:	The oxytocin is...
context: I was just outside walking, so I'm sweaty, and now...\Oh, I can't...! It's Yukimura-kun's scent...\What is this feeling of happiness?\My heart is starting to feel more tranquil...\Is this the effect of the hormone?\A pleasant sensation is running through my whole body!\The oxytocin is...\The oxytocin is... response:	Yukimura-kun! This is oxytocin, isn't it?
context: Oh, I can't...! It's Yukimura-kun's scent...\What is this feeling of happiness?\My heart is starting to feel more tranquil...\Is this the effect of the hormone?\A pleasant sensation is running through my whole body!\The oxytocin is...\The oxytocin is...\Yukimura-kun! This is oxytocin, isn't it? response:	A tremendous amount of oxytocin.
context: What is this feeling of happiness?\My heart is starting to feel more tranquil...\Is this the effect of the hormone?\A pleasant sensation is running through my whole body!\The oxytocin is...\The oxytocin is...\Yukimura-kun! This is oxytocin, isn't it?\A tremendous amount of oxytocin. response:	My whole body is filled with oxytocin!
context: My heart is starting to feel more tranquil...\Is this the effect of the hormone?\A pleasant sensation is running through my whole body!\The oxytocin is...\The oxytocin is...\Yukimura-kun! This is oxytocin, isn't it?\A tremendous amount of oxytocin.\My whole body is filled with oxytocin! response:	At this point, we are oxytocin itself!
context: Is this the effect of the hormone?\A pleasant sensation is running through my whole body!\The oxytocin is...\The oxytocin is...\Yukimura-kun! This is oxytocin, isn't it?\A tremendous amount of oxytocin.\My whole body is filled with oxytocin!\At this point, we are oxytocin itself! response:	The oxytocin is...
context: A pleasant sensation is running through my whole body!\The oxytocin is...\The oxytocin is...\Yukimura-kun! This is oxytocin, isn't it?\A tremendous amount of oxytocin.\My whole body is filled with oxytocin!\At this point, we are oxytocin itself!\The oxytocin is... response:	The oxytocin is...
context: The oxytocin is...\The oxytocin is...\Yukimura-kun! This is oxytocin, isn't it?\A tremendous amount of oxytocin.\My whole body is filled with oxytocin!\At this point, we are oxytocin itself!\The oxytocin is...\The oxytocin is... response:	The oxytocin is...
context: The oxytocin is...\Yukimura-kun! This is oxytocin, isn't it?\A tremendous amount of oxytocin.\My whole body is filled with oxytocin!\At this point, we are oxytocin itself!\The oxytocin is...\The oxytocin is...\The oxytocin is... response:	Are they stupid?
context: Yukimura-kun! This is oxytocin, isn't it?\A tremendous amount of oxytocin.\My whole body is filled with oxytocin!\At this point, we are oxytocin itself!\The oxytocin is...\The oxytocin is...\The oxytocin is...\Are they stupid? response:	Ding dong!
context: A tremendous amount of oxytocin.\My whole body is filled with oxytocin!\At this point, we are oxytocin itself!\The oxytocin is...\The oxytocin is...\The oxytocin is...\Are they stupid?\Ding dong! response:	Oxytocin is not a hormone that is
context: My whole body is filled with oxytocin!\At this point, we are oxytocin itself!\The oxytocin is...\The oxytocin is...\The oxytocin is...\Are they stupid?\Ding dong!\Oxytocin is not a hormone that is response:	produced in the manner depicted here.
context: At this point, we are oxytocin itself!\The oxytocin is...\The oxytocin is...\The oxytocin is...\Are they stupid?\Ding dong!\Oxytocin is not a hormone that is\produced in the manner depicted here. response:	The subjects' subjective impressions
context: The oxytocin is...\The oxytocin is...\The oxytocin is...\Are they stupid?\Ding dong!\Oxytocin is not a hormone that is\produced in the manner depicted here.\The subjects' subjective impressions response:	have caused a placebo effect,
context: The oxytocin is...\The oxytocin is...\Are they stupid?\Ding dong!\Oxytocin is not a hormone that is\produced in the manner depicted here.\The subjects' subjective impressions\have caused a placebo effect, response:	so we ask for your understanding.
context: The oxytocin is...\Are they stupid?\Ding dong!\Oxytocin is not a hormone that is\produced in the manner depicted here.\The subjects' subjective impressions\have caused a placebo effect,\so we ask for your understanding. response:	Here we are! Here we are!
context: Are they stupid?\Ding dong!\Oxytocin is not a hormone that is\produced in the manner depicted here.\The subjects' subjective impressions\have caused a placebo effect,\so we ask for your understanding.\Here we are! Here we are! response:	It's been a long time!
context: Ding dong!\Oxytocin is not a hormone that is\produced in the manner depicted here.\The subjects' subjective impressions\have caused a placebo effect,\so we ask for your understanding.\Here we are! Here we are!\It's been a long time! response:	It brings back such memories.
context: Oxytocin is not a hormone that is\produced in the manner depicted here.\The subjects' subjective impressions\have caused a placebo effect,\so we ask for your understanding.\Here we are! Here we are!\It's been a long time!\It brings back such memories. response:	Saitama U!
context: produced in the manner depicted here.\The subjects' subjective impressions\have caused a placebo effect,\so we ask for your understanding.\Here we are! Here we are!\It's been a long time!\It brings back such memories.\Saitama U! response:	Let's see... for now...
context: The subjects' subjective impressions\have caused a placebo effect,\so we ask for your understanding.\Here we are! Here we are!\It's been a long time!\It brings back such memories.\Saitama U!\Let's see... for now... response:	After physical contact, the subjects' saliva must be collected again.
context: have caused a placebo effect,\so we ask for your understanding.\Here we are! Here we are!\It's been a long time!\It brings back such memories.\Saitama U!\Let's see... for now...\After physical contact, the subjects' saliva must be collected again. response:	Before Experiment
context: so we ask for your understanding.\Here we are! Here we are!\It's been a long time!\It brings back such memories.\Saitama U!\Let's see... for now...\After physical contact, the subjects' saliva must be collected again.\Before Experiment response:	After Experiment
context: Here we are! Here we are!\It's been a long time!\It brings back such memories.\Saitama U!\Let's see... for now...\After physical contact, the subjects' saliva must be collected again.\Before Experiment\After Experiment response:	Saliva from before and after the experiment will be analyzed,
context: It's been a long time!\It brings back such memories.\Saitama U!\Let's see... for now...\After physical contact, the subjects' saliva must be collected again.\Before Experiment\After Experiment\Saliva from before and after the experiment will be analyzed, response:	and the amount of oxytocin will be compared.
context: It brings back such memories.\Saitama U!\Let's see... for now...\After physical contact, the subjects' saliva must be collected again.\Before Experiment\After Experiment\Saliva from before and after the experiment will be analyzed,\and the amount of oxytocin will be compared. response:	So that's why you needed saliva.
context: Saitama U!\Let's see... for now...\After physical contact, the subjects' saliva must be collected again.\Before Experiment\After Experiment\Saliva from before and after the experiment will be analyzed,\and the amount of oxytocin will be compared.\So that's why you needed saliva. response:	At the upcoming summer training camp,
context: Let's see... for now...\After physical contact, the subjects' saliva must be collected again.\Before Experiment\After Experiment\Saliva from before and after the experiment will be analyzed,\and the amount of oxytocin will be compared.\So that's why you needed saliva.\At the upcoming summer training camp, response:	along with presenting at the study groups,
context: After physical contact, the subjects' saliva must be collected again.\Before Experiment\After Experiment\Saliva from before and after the experiment will be analyzed,\and the amount of oxytocin will be compared.\So that's why you needed saliva.\At the upcoming summer training camp,\along with presenting at the study groups, response:	we will engage in as much physical contact as possible,
context: Before Experiment\After Experiment\Saliva from before and after the experiment will be analyzed,\and the amount of oxytocin will be compared.\So that's why you needed saliva.\At the upcoming summer training camp,\along with presenting at the study groups,\we will engage in as much physical contact as possible, response:	and collect saliva at regular intervals!
context: After Experiment\Saliva from before and after the experiment will be analyzed,\and the amount of oxytocin will be compared.\So that's why you needed saliva.\At the upcoming summer training camp,\along with presenting at the study groups,\we will engage in as much physical contact as possible,\and collect saliva at regular intervals! response:	Wow...
context: Saliva from before and after the experiment will be analyzed,\and the amount of oxytocin will be compared.\So that's why you needed saliva.\At the upcoming summer training camp,\along with presenting at the study groups,\we will engage in as much physical contact as possible,\and collect saliva at regular intervals!\Wow... response:	Senpai,
context: and the amount of oxytocin will be compared.\So that's why you needed saliva.\At the upcoming summer training camp,\along with presenting at the study groups,\we will engage in as much physical contact as possible,\and collect saliva at regular intervals!\Wow...\Senpai, response:	are you talking for real right now?
context: So that's why you needed saliva.\At the upcoming summer training camp,\along with presenting at the study groups,\we will engage in as much physical contact as possible,\and collect saliva at regular intervals!\Wow...\Senpai,\are you talking for real right now? response:	It's for real.
context: At the upcoming summer training camp,\along with presenting at the study groups,\we will engage in as much physical contact as possible,\and collect saliva at regular intervals!\Wow...\Senpai,\are you talking for real right now?\It's for real. response:	As much physical contact as possible?
context: along with presenting at the study groups,\we will engage in as much physical contact as possible,\and collect saliva at regular intervals!\Wow...\Senpai,\are you talking for real right now?\It's for real.\As much physical contact as possible? response:	So I can touch girls as much as I want?
context: we will engage in as much physical contact as possible,\and collect saliva at regular intervals!\Wow...\Senpai,\are you talking for real right now?\It's for real.\As much physical contact as possible?\So I can touch girls as much as I want? response:	That's right! The more data the better!
context: and collect saliva at regular intervals!\Wow...\Senpai,\are you talking for real right now?\It's for real.\As much physical contact as possible?\So I can touch girls as much as I want?\That's right! The more data the better! response:	Just keep touching them
context: Wow...\Senpai,\are you talking for real right now?\It's for real.\As much physical contact as possible?\So I can touch girls as much as I want?\That's right! The more data the better!\Just keep touching them response:	Force of Impact
context: Senpai,\are you talking for real right now?\It's for real.\As much physical contact as possible?\So I can touch girls as much as I want?\That's right! The more data the better!\Just keep touching them\Force of Impact response:	Force of Impact
context: are you talking for real right now?\It's for real.\As much physical contact as possible?\So I can touch girls as much as I want?\That's right! The more data the better!\Just keep touching them\Force of Impact\Force of Impact response:	Of course not. Idiot.
context: It's for real.\As much physical contact as possible?\So I can touch girls as much as I want?\That's right! The more data the better!\Just keep touching them\Force of Impact\Force of Impact\Of course not. Idiot. response:	You should hurry up and progress your own research, Torasuke.
context: As much physical contact as possible?\So I can touch girls as much as I want?\That's right! The more data the better!\Just keep touching them\Force of Impact\Force of Impact\Of course not. Idiot.\You should hurry up and progress your own research, Torasuke. response:	At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel.
context: So I can touch girls as much as I want?\That's right! The more data the better!\Just keep touching them\Force of Impact\Force of Impact\Of course not. Idiot.\You should hurry up and progress your own research, Torasuke.\At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel. response:	I guess you could call this business as usual here in the Ikeda lab.
context: That's right! The more data the better!\Just keep touching them\Force of Impact\Force of Impact\Of course not. Idiot.\You should hurry up and progress your own research, Torasuke.\At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel.\I guess you could call this business as usual here in the Ikeda lab. response:	Though, if regular people saw this, they'd probably be super put off by it...
