context: A healthy soul... response:	Run!
context: I haven't done anything yet!\Then show me the power of a Shinigami.\I'm an evil spirit following Kishin, reaping innocent souls.\I'm an evil spirit following Kishin, reaping innocent souls.\Show me how you judge your so-called evil.\I don't deny evil.\I don't know a human completely without evil.\Everything is in balance. response:	If good and evil were perfectly balanced there wouldn't be a problem.
context: Then show me the power of a Shinigami.\I'm an evil spirit following Kishin, reaping innocent souls.\I'm an evil spirit following Kishin, reaping innocent souls.\Show me how you judge your so-called evil.\I don't deny evil.\I don't know a human completely without evil.\Everything is in balance.\If good and evil were perfectly balanced there wouldn't be a problem. response:	If there was perfect balance...
context: I'm an evil spirit following Kishin, reaping innocent souls.\I'm an evil spirit following Kishin, reaping innocent souls.\Show me how you judge your so-called evil.\I don't deny evil.\I don't know a human completely without evil.\Everything is in balance.\If good and evil were perfectly balanced there wouldn't be a problem.\If there was perfect balance... response:	I don't care about God's ideals!
context: I'm an evil spirit following Kishin, reaping innocent souls.\Show me how you judge your so-called evil.\I don't deny evil.\I don't know a human completely without evil.\Everything is in balance.\If good and evil were perfectly balanced there wouldn't be a problem.\If there was perfect balance...\I don't care about God's ideals! response:	Don't think all humans seek the same!
context: Show me how you judge your so-called evil.\I don't deny evil.\I don't know a human completely without evil.\Everything is in balance.\If good and evil were perfectly balanced there wouldn't be a problem.\If there was perfect balance...\I don't care about God's ideals!\Don't think all humans seek the same! response:	Like I care about that!
context: I don't deny evil.\I don't know a human completely without evil.\Everything is in balance.\If good and evil were perfectly balanced there wouldn't be a problem.\If there was perfect balance...\I don't care about God's ideals!\Don't think all humans seek the same!\Like I care about that! response:	I won't feel satisfied until I've created a neat, tidy and perfect world.
context: I don't know a human completely without evil.\Everything is in balance.\If good and evil were perfectly balanced there wouldn't be a problem.\If there was perfect balance...\I don't care about God's ideals!\Don't think all humans seek the same!\Like I care about that!\I won't feel satisfied until I've created a neat, tidy and perfect world. response:	So you'll take our freedom?
context: Everything is in balance.\If good and evil were perfectly balanced there wouldn't be a problem.\If there was perfect balance...\I don't care about God's ideals!\Don't think all humans seek the same!\Like I care about that!\I won't feel satisfied until I've created a neat, tidy and perfect world.\So you'll take our freedom? response:	You're disgusting!
context: If good and evil were perfectly balanced there wouldn't be a problem.\If there was perfect balance...\I don't care about God's ideals!\Don't think all humans seek the same!\Like I care about that!\I won't feel satisfied until I've created a neat, tidy and perfect world.\So you'll take our freedom?\You're disgusting! response:	I'm a Shinigami.
context: If there was perfect balance...\I don't care about God's ideals!\Don't think all humans seek the same!\Like I care about that!\I won't feel satisfied until I've created a neat, tidy and perfect world.\So you'll take our freedom?\You're disgusting!\I'm a Shinigami. response:	I will never give others the freedom to kill.
context: I don't care about God's ideals!\Don't think all humans seek the same!\Like I care about that!\I won't feel satisfied until I've created a neat, tidy and perfect world.\So you'll take our freedom?\You're disgusting!\I'm a Shinigami.\I will never give others the freedom to kill. response:	This way...
context: Don't think all humans seek the same!\Like I care about that!\I won't feel satisfied until I've created a neat, tidy and perfect world.\So you'll take our freedom?\You're disgusting!\I'm a Shinigami.\I will never give others the freedom to kill.\This way... response:	This way...
context: Like I care about that!\I won't feel satisfied until I've created a neat, tidy and perfect world.\So you'll take our freedom?\You're disgusting!\I'm a Shinigami.\I will never give others the freedom to kill.\This way...\This way... response:	This way...
context: I won't feel satisfied until I've created a neat, tidy and perfect world.\So you'll take our freedom?\You're disgusting!\I'm a Shinigami.\I will never give others the freedom to kill.\This way...\This way...\This way... response:	This is it.
context: So you'll take our freedom?\You're disgusting!\I'm a Shinigami.\I will never give others the freedom to kill.\This way...\This way...\This way...\This is it. response:	M-Much appreciated.
context: You're disgusting!\I'm a Shinigami.\I will never give others the freedom to kill.\This way...\This way...\This way...\This is it.\M-Much appreciated. response:	Wait!
context: I'm a Shinigami.\I will never give others the freedom to kill.\This way...\This way...\This way...\This is it.\M-Much appreciated.\Wait! response:	It's the deck...
context: I will never give others the freedom to kill.\This way...\This way...\This way...\This is it.\M-Much appreciated.\Wait!\It's the deck... response:	No one's here though...
context: This way...\This way...\This way...\This is it.\M-Much appreciated.\Wait!\It's the deck...\No one's here though... response:	So you were lying! You'll eat me!
context: This way...\This way...\This is it.\M-Much appreciated.\Wait!\It's the deck...\No one's here though...\So you were lying! You'll eat me! response:	You're going to eat me, aren't you?
context: This way...\This is it.\M-Much appreciated.\Wait!\It's the deck...\No one's here though...\So you were lying! You'll eat me!\You're going to eat me, aren't you? response:	You're going to boil me in a pot!
context: This is it.\M-Much appreciated.\Wait!\It's the deck...\No one's here though...\So you were lying! You'll eat me!\You're going to eat me, aren't you?\You're going to boil me in a pot! response:	They're coming now, so shush it!
context: M-Much appreciated.\Wait!\It's the deck...\No one's here though...\So you were lying! You'll eat me!\You're going to eat me, aren't you?\You're going to boil me in a pot!\They're coming now, so shush it! response:	I'll curse you!
context: Wait!\It's the deck...\No one's here though...\So you were lying! You'll eat me!\You're going to eat me, aren't you?\You're going to boil me in a pot!\They're coming now, so shush it!\I'll curse you! response:	Sis!
context: It's the deck...\No one's here though...\So you were lying! You'll eat me!\You're going to eat me, aren't you?\You're going to boil me in a pot!\They're coming now, so shush it!\I'll curse you!\Sis! response:	Hey, Liz! You fool!
context: No one's here though...\So you were lying! You'll eat me!\You're going to eat me, aren't you?\You're going to boil me in a pot!\They're coming now, so shush it!\I'll curse you!\Sis!\Hey, Liz! You fool! response:	Hey, Liz! You fool!
context: So you were lying! You'll eat me!\You're going to eat me, aren't you?\You're going to boil me in a pot!\They're coming now, so shush it!\I'll curse you!\Sis!\Hey, Liz! You fool!\Hey, Liz! You fool! response:	Because of you I couldn't use Patty!
context: You're going to eat me, aren't you?\You're going to boil me in a pot!\They're coming now, so shush it!\I'll curse you!\Sis!\Hey, Liz! You fool!\Hey, Liz! You fool!\Because of you I couldn't use Patty! response:	That's more your fault!
context: You're going to boil me in a pot!\They're coming now, so shush it!\I'll curse you!\Sis!\Hey, Liz! You fool!\Hey, Liz! You fool!\Because of you I couldn't use Patty!\That's more your fault! response:	Sis!
context: They're coming now, so shush it!\I'll curse you!\Sis!\Hey, Liz! You fool!\Hey, Liz! You fool!\Because of you I couldn't use Patty!\That's more your fault!\Sis! response:	Patty!
context: I'll curse you!\Sis!\Hey, Liz! You fool!\Hey, Liz! You fool!\Because of you I couldn't use Patty!\That's more your fault!\Sis!\Patty! response:	I missed you!
context: Sis!\Hey, Liz! You fool!\Hey, Liz! You fool!\Because of you I couldn't use Patty!\That's more your fault!\Sis!\Patty!\I missed you! response:	You won't escape!
context: Hey, Liz! You fool!\Hey, Liz! You fool!\Because of you I couldn't use Patty!\That's more your fault!\Sis!\Patty!\I missed you!\You won't escape! response:	Whatever... since we're all back together again.
context: Hey, Liz! You fool!\Because of you I couldn't use Patty!\That's more your fault!\Sis!\Patty!\I missed you!\You won't escape!\Whatever... since we're all back together again. response:	Whatever... since we're all back together again.
context: Because of you I couldn't use Patty!\That's more your fault!\Sis!\Patty!\I missed you!\You won't escape!\Whatever... since we're all back together again.\Whatever... since we're all back together again. response:	Liz, Patty, transform.
context: That's more your fault!\Sis!\Patty!\I missed you!\You won't escape!\Whatever... since we're all back together again.\Whatever... since we're all back together again.\Liz, Patty, transform. response:	Let's go!
context: Sis!\Patty!\I missed you!\You won't escape!\Whatever... since we're all back together again.\Whatever... since we're all back together again.\Liz, Patty, transform.\Let's go! response:	'Kay!
context: Patty!\I missed you!\You won't escape!\Whatever... since we're all back together again.\Whatever... since we're all back together again.\Liz, Patty, transform.\Let's go!\'Kay! response:	Brace yourself!
context: I missed you!\You won't escape!\Whatever... since we're all back together again.\Whatever... since we're all back together again.\Liz, Patty, transform.\Let's go!\'Kay!\Brace yourself! response:	He's...
context: You won't escape!\Whatever... since we're all back together again.\Whatever... since we're all back together again.\Liz, Patty, transform.\Let's go!\'Kay!\Brace yourself!\He's... response:	The Devil Sword?
context: Whatever... since we're all back together again.\Whatever... since we're all back together again.\Liz, Patty, transform.\Let's go!\'Kay!\Brace yourself!\He's...\The Devil Sword? response:	Ragnarok...
context: Whatever... since we're all back together again.\Liz, Patty, transform.\Let's go!\'Kay!\Brace yourself!\He's...\The Devil Sword?\Ragnarok... response:	Scream Resonance.
context: Liz, Patty, transform.\Let's go!\'Kay!\Brace yourself!\He's...\The Devil Sword?\Ragnarok...\Scream Resonance. response:	What?
context: Let's go!\'Kay!\Brace yourself!\He's...\The Devil Sword?\Ragnarok...\Scream Resonance.\What? response:	The souls of the ship...
context: 'Kay!\Brace yourself!\He's...\The Devil Sword?\Ragnarok...\Scream Resonance.\What?\The souls of the ship... response:	Goodbye, Miss Scaredy-Cat.
context: Brace yourself!\He's...\The Devil Sword?\Ragnarok...\Scream Resonance.\What?\The souls of the ship...\Goodbye, Miss Scaredy-Cat. response:	What a thing to do...
context: He's...\The Devil Sword?\Ragnarok...\Scream Resonance.\What?\The souls of the ship...\Goodbye, Miss Scaredy-Cat.\What a thing to do... response:	It ate all the souls.
context: The Devil Sword?\Ragnarok...\Scream Resonance.\What?\The souls of the ship...\Goodbye, Miss Scaredy-Cat.\What a thing to do...\It ate all the souls. response:	A pretty big feast, huh?
context: Ragnarok...\Scream Resonance.\What?\The souls of the ship...\Goodbye, Miss Scaredy-Cat.\What a thing to do...\It ate all the souls.\A pretty big feast, huh? response:	Bastard...
context: Scream Resonance.\What?\The souls of the ship...\Goodbye, Miss Scaredy-Cat.\What a thing to do...\It ate all the souls.\A pretty big feast, huh?\Bastard... response:	That's the Devil Sword's true form?
context: What?\The souls of the ship...\Goodbye, Miss Scaredy-Cat.\What a thing to do...\It ate all the souls.\A pretty big feast, huh?\Bastard...\That's the Devil Sword's true form? response:	You're completely black!
context: The souls of the ship...\Goodbye, Miss Scaredy-Cat.\What a thing to do...\It ate all the souls.\A pretty big feast, huh?\Bastard...\That's the Devil Sword's true form?\You're completely black! response:	Is he... supposed to be human, like us?
context: Goodbye, Miss Scaredy-Cat.\What a thing to do...\It ate all the souls.\A pretty big feast, huh?\Bastard...\That's the Devil Sword's true form?\You're completely black!\Is he... supposed to be human, like us? response:	Is he... supposed to be human, like us?
context: What a thing to do...\It ate all the souls.\A pretty big feast, huh?\Bastard...\That's the Devil Sword's true form?\You're completely black!\Is he... supposed to be human, like us?\Is he... supposed to be human, like us? response:	In this Baltic Sea,
context: It ate all the souls.\A pretty big feast, huh?\Bastard...\That's the Devil Sword's true form?\You're completely black!\Is he... supposed to be human, like us?\Is he... supposed to be human, like us?\In this Baltic Sea, response:	However...
context: A pretty big feast, huh?\Bastard...\That's the Devil Sword's true form?\You're completely black!\Is he... supposed to be human, like us?\Is he... supposed to be human, like us?\In this Baltic Sea,\However... response:	As I see it...
context: Bastard...\That's the Devil Sword's true form?\You're completely black!\Is he... supposed to be human, like us?\Is he... supposed to be human, like us?\In this Baltic Sea,\However...\As I see it... response:	That is...
context: That's the Devil Sword's true form?\You're completely black!\Is he... supposed to be human, like us?\Is he... supposed to be human, like us?\In this Baltic Sea,\However...\As I see it...\That is... response:	Hey, did you know?
context: You're completely black!\Is he... supposed to be human, like us?\Is he... supposed to be human, like us?\In this Baltic Sea,\However...\As I see it...\That is...\Hey, did you know? response:	My blood is black.
context: Is he... supposed to be human, like us?\Is he... supposed to be human, like us?\In this Baltic Sea,\However...\As I see it...\That is...\Hey, did you know?\My blood is black. response:	Judgement!
context: Is he... supposed to be human, like us?\In this Baltic Sea,\However...\As I see it...\That is...\Hey, did you know?\My blood is black.\Judgement! response:	Death God martial art...
context: In this Baltic Sea,\However...\As I see it...\That is...\Hey, did you know?\My blood is black.\Judgement!\Death God martial art... response:	Stance of Sin.
context: However...\As I see it...\That is...\Hey, did you know?\My blood is black.\Judgement!\Death God martial art...\Stance of Sin. response:	I'll exectute you.
context: As I see it...\That is...\Hey, did you know?\My blood is black.\Judgement!\Death God martial art...\Stance of Sin.\I'll exectute you. response:	Death the Kid's
context: That is...\Hey, did you know?\My blood is black.\Judgement!\Death God martial art...\Stance of Sin.\I'll exectute you.\Death the Kid's response:	Complaints about the World!
context: Hey, did you know?\My blood is black.\Judgement!\Death God martial art...\Stance of Sin.\I'll exectute you.\Death the Kid's\Complaints about the World! response:	Attention to all the people of the industry!
context: My blood is black.\Judgement!\Death God martial art...\Stance of Sin.\I'll exectute you.\Death the Kid's\Complaints about the World!\Attention to all the people of the industry! response:	Be wary of gout and diabetes!
context: Judgement!\Death God martial art...\Stance of Sin.\I'll exectute you.\Death the Kid's\Complaints about the World!\Attention to all the people of the industry!\Be wary of gout and diabetes! response:	Next up is the preview!
context: Death God martial art...\Stance of Sin.\I'll exectute you.\Death the Kid's\Complaints about the World!\Attention to all the people of the industry!\Be wary of gout and diabetes!\Next up is the preview! response:	And that's the end of Kid's Complaints of the World.
context: Stance of Sin.\I'll exectute you.\Death the Kid's\Complaints about the World!\Attention to all the people of the industry!\Be wary of gout and diabetes!\Next up is the preview!\And that's the end of Kid's Complaints of the World. response:	I don't need ask how it was.
context: I'll exectute you.\Death the Kid's\Complaints about the World!\Attention to all the people of the industry!\Be wary of gout and diabetes!\Next up is the preview!\And that's the end of Kid's Complaints of the World.\I don't need ask how it was. response:	I'll also be kicking ass next week.
context: Death the Kid's\Complaints about the World!\Attention to all the people of the industry!\Be wary of gout and diabetes!\Next up is the preview!\And that's the end of Kid's Complaints of the World.\I don't need ask how it was.\I'll also be kicking ass next week. response:	Kid's Complaints about the Industries!
context: Complaints about the World!\Attention to all the people of the industry!\Be wary of gout and diabetes!\Next up is the preview!\And that's the end of Kid's Complaints of the World.\I don't need ask how it was.\I'll also be kicking ass next week.\Kid's Complaints about the Industries! response:	Battle On the Ghost Ship!
context: Attention to all the people of the industry!\Be wary of gout and diabetes!\Next up is the preview!\And that's the end of Kid's Complaints of the World.\I don't need ask how it was.\I'll also be kicking ass next week.\Kid's Complaints about the Industries!\Battle On the Ghost Ship! response:	The Hell Inside My Head?
context: Be wary of gout and diabetes!\Next up is the preview!\And that's the end of Kid's Complaints of the World.\I don't need ask how it was.\I'll also be kicking ass next week.\Kid's Complaints about the Industries!\Battle On the Ghost Ship!\The Hell Inside My Head? response:	Look forward to it.
context: Next up is the preview!\And that's the end of Kid's Complaints of the World.\I don't need ask how it was.\I'll also be kicking ass next week.\Kid's Complaints about the Industries!\Battle On the Ghost Ship!\The Hell Inside My Head?\Look forward to it. response:	Final proposal for Photo Gallery Number 3
context: And that's the end of Kid's Complaints of the World.\I don't need ask how it was.\I'll also be kicking ass next week.\Kid's Complaints about the Industries!\Battle On the Ghost Ship!\The Hell Inside My Head?\Look forward to it.\Final proposal for Photo Gallery Number 3 response:	Miwa - cold tempura batter udon from Kiku-Ya.
context: I don't need ask how it was.\I'll also be kicking ass next week.\Kid's Complaints about the Industries!\Battle On the Ghost Ship!\The Hell Inside My Head?\Look forward to it.\Final proposal for Photo Gallery Number 3\Miwa - cold tempura batter udon from Kiku-Ya. response:	It's good. :)
context: I'll also be kicking ass next week.\Kid's Complaints about the Industries!\Battle On the Ghost Ship!\The Hell Inside My Head?\Look forward to it.\Final proposal for Photo Gallery Number 3\Miwa - cold tempura batter udon from Kiku-Ya.\It's good. :) response:	Photo by Tsumura Yoneki of Bones Literature.
