context: Second Plate response:	Episode 7
context: This dish demonstrates full command of their delicate power balance.\It would not be possible without his sense of smell!\Full frontal assault!\Fragrance is what will rule the culinary world.\No matter how many cards you may add to your deck,\your cards would never be my equal.\Kurokiba's eyes...\What? response:	They haven't lost all hope.
context: It would not be possible without his sense of smell!\Full frontal assault!\Fragrance is what will rule the culinary world.\No matter how many cards you may add to your deck,\your cards would never be my equal.\Kurokiba's eyes...\What?\They haven't lost all hope. response:	Hayama Akira.
context: Full frontal assault!\Fragrance is what will rule the culinary world.\No matter how many cards you may add to your deck,\your cards would never be my equal.\Kurokiba's eyes...\What?\They haven't lost all hope.\Hayama Akira. response:	I finally sense the heat of battle within you.
context: Fragrance is what will rule the culinary world.\No matter how many cards you may add to your deck,\your cards would never be my equal.\Kurokiba's eyes...\What?\They haven't lost all hope.\Hayama Akira.\I finally sense the heat of battle within you. response:	Food Wars Card
context: No matter how many cards you may add to your deck,\your cards would never be my equal.\Kurokiba's eyes...\What?\They haven't lost all hope.\Hayama Akira.\I finally sense the heat of battle within you.\Food Wars Card response:	It wouldn't be worth fighting back otherwise!
context: your cards would never be my equal.\Kurokiba's eyes...\What?\They haven't lost all hope.\Hayama Akira.\I finally sense the heat of battle within you.\Food Wars Card\It wouldn't be worth fighting back otherwise! response:	The challenger is Candidate Kurokiba!
context: Kurokiba's eyes...\What?\They haven't lost all hope.\Hayama Akira.\I finally sense the heat of battle within you.\Food Wars Card\It wouldn't be worth fighting back otherwise!\The challenger is Candidate Kurokiba! response:	What ace does he have up his sleeve as a specialist in seafood cuisine?
context: What?\They haven't lost all hope.\Hayama Akira.\I finally sense the heat of battle within you.\Food Wars Card\It wouldn't be worth fighting back otherwise!\The challenger is Candidate Kurokiba!\What ace does he have up his sleeve as a specialist in seafood cuisine? response:	Have a taste!
context: They haven't lost all hope.\Hayama Akira.\I finally sense the heat of battle within you.\Food Wars Card\It wouldn't be worth fighting back otherwise!\The challenger is Candidate Kurokiba!\What ace does he have up his sleeve as a specialist in seafood cuisine?\Have a taste! response:	My dish is Eel Matelote!
context: Hayama Akira.\I finally sense the heat of battle within you.\Food Wars Card\It wouldn't be worth fighting back otherwise!\The challenger is Candidate Kurokiba!\What ace does he have up his sleeve as a specialist in seafood cuisine?\Have a taste!\My dish is Eel Matelote! response:	Oh, my!
context: I finally sense the heat of battle within you.\Food Wars Card\It wouldn't be worth fighting back otherwise!\The challenger is Candidate Kurokiba!\What ace does he have up his sleeve as a specialist in seafood cuisine?\Have a taste!\My dish is Eel Matelote!\Oh, my! response:	What a massive portion size!
context: Food Wars Card\It wouldn't be worth fighting back otherwise!\The challenger is Candidate Kurokiba!\What ace does he have up his sleeve as a specialist in seafood cuisine?\Have a taste!\My dish is Eel Matelote!\Oh, my!\What a massive portion size! response:	The use of caul fat during the cooking process has heightened the eel's juiciness!
context: It wouldn't be worth fighting back otherwise!\The challenger is Candidate Kurokiba!\What ace does he have up his sleeve as a specialist in seafood cuisine?\Have a taste!\My dish is Eel Matelote!\Oh, my!\What a massive portion size!\The use of caul fat during the cooking process has heightened the eel's juiciness! response:	Hmph.
context: The challenger is Candidate Kurokiba!\What ace does he have up his sleeve as a specialist in seafood cuisine?\Have a taste!\My dish is Eel Matelote!\Oh, my!\What a massive portion size!\The use of caul fat during the cooking process has heightened the eel's juiciness!\Hmph. response:	In terms of the aroma, he falls far short.
context: What ace does he have up his sleeve as a specialist in seafood cuisine?\Have a taste!\My dish is Eel Matelote!\Oh, my!\What a massive portion size!\The use of caul fat during the cooking process has heightened the eel's juiciness!\Hmph.\In terms of the aroma, he falls far short. response:	No one who's all bark and no bite can serve a decent dish
context: Have a taste!\My dish is Eel Matelote!\Oh, my!\What a massive portion size!\The use of caul fat during the cooking process has heightened the eel's juiciness!\Hmph.\In terms of the aroma, he falls far short.\No one who's all bark and no bite can serve a decent dish response:	Quit yappin' and eat before it gets cold.
context: My dish is Eel Matelote!\Oh, my!\What a massive portion size!\The use of caul fat during the cooking process has heightened the eel's juiciness!\Hmph.\In terms of the aroma, he falls far short.\No one who's all bark and no bite can serve a decent dish\Quit yappin' and eat before it gets cold. response:	Oh?
context: Oh, my!\What a massive portion size!\The use of caul fat during the cooking process has heightened the eel's juiciness!\Hmph.\In terms of the aroma, he falls far short.\No one who's all bark and no bite can serve a decent dish\Quit yappin' and eat before it gets cold.\Oh? response:	What the hell?! Want me to teach you some manners?!
context: What a massive portion size!\The use of caul fat during the cooking process has heightened the eel's juiciness!\Hmph.\In terms of the aroma, he falls far short.\No one who's all bark and no bite can serve a decent dish\Quit yappin' and eat before it gets cold.\Oh?\What the hell?! Want me to teach you some manners?! response:	If you think you can act up just because you're a student,
context: The use of caul fat during the cooking process has heightened the eel's juiciness!\Hmph.\In terms of the aroma, he falls far short.\No one who's all bark and no bite can serve a decent dish\Quit yappin' and eat before it gets cold.\Oh?\What the hell?! Want me to teach you some manners?!\If you think you can act up just because you're a student, response:	I can teach you different right here, right now!
context: Hmph.\In terms of the aroma, he falls far short.\No one who's all bark and no bite can serve a decent dish\Quit yappin' and eat before it gets cold.\Oh?\What the hell?! Want me to teach you some manners?!\If you think you can act up just because you're a student,\I can teach you different right here, right now! response:	Stay calm, Taki-senpai!
context: In terms of the aroma, he falls far short.\No one who's all bark and no bite can serve a decent dish\Quit yappin' and eat before it gets cold.\Oh?\What the hell?! Want me to teach you some manners?!\If you think you can act up just because you're a student,\I can teach you different right here, right now!\Stay calm, Taki-senpai! response:	Stay calm!
context: No one who's all bark and no bite can serve a decent dish\Quit yappin' and eat before it gets cold.\Oh?\What the hell?! Want me to teach you some manners?!\If you think you can act up just because you're a student,\I can teach you different right here, right now!\Stay calm, Taki-senpai!\Stay calm! response:	Now, let's have a taste.
context: Quit yappin' and eat before it gets cold.\Oh?\What the hell?! Want me to teach you some manners?!\If you think you can act up just because you're a student,\I can teach you different right here, right now!\Stay calm, Taki-senpai!\Stay calm!\Now, let's have a taste. response:	Oh, my! The eel has been simmered through. It's so tender.
context: Oh?\What the hell?! Want me to teach you some manners?!\If you think you can act up just because you're a student,\I can teach you different right here, right now!\Stay calm, Taki-senpai!\Stay calm!\Now, let's have a taste.\Oh, my! The eel has been simmered through. It's so tender. response:	The eel was marinated in red wine with cinnamon before it was cooked,
context: What the hell?! Want me to teach you some manners?!\If you think you can act up just because you're a student,\I can teach you different right here, right now!\Stay calm, Taki-senpai!\Stay calm!\Now, let's have a taste.\Oh, my! The eel has been simmered through. It's so tender.\The eel was marinated in red wine with cinnamon before it was cooked, response:	which imparts a fresh flavor.
context: If you think you can act up just because you're a student,\I can teach you different right here, right now!\Stay calm, Taki-senpai!\Stay calm!\Now, let's have a taste.\Oh, my! The eel has been simmered through. It's so tender.\The eel was marinated in red wine with cinnamon before it was cooked,\which imparts a fresh flavor. response:	I've rigged the eel with explosives.
context: I can teach you different right here, right now!\Stay calm, Taki-senpai!\Stay calm!\Now, let's have a taste.\Oh, my! The eel has been simmered through. It's so tender.\The eel was marinated in red wine with cinnamon before it was cooked,\which imparts a fresh flavor.\I've rigged the eel with explosives. response:	It's got a detonation device designed to blow you out of the running.
context: Stay calm, Taki-senpai!\Stay calm!\Now, let's have a taste.\Oh, my! The eel has been simmered through. It's so tender.\The eel was marinated in red wine with cinnamon before it was cooked,\which imparts a fresh flavor.\I've rigged the eel with explosives.\It's got a detonation device designed to blow you out of the running. response:	What is it?
context: Stay calm!\Now, let's have a taste.\Oh, my! The eel has been simmered through. It's so tender.\The eel was marinated in red wine with cinnamon before it was cooked,\which imparts a fresh flavor.\I've rigged the eel with explosives.\It's got a detonation device designed to blow you out of the running.\What is it? response:	What's this electrifying jolt in my mouth?!
context: Now, let's have a taste.\Oh, my! The eel has been simmered through. It's so tender.\The eel was marinated in red wine with cinnamon before it was cooked,\which imparts a fresh flavor.\I've rigged the eel with explosives.\It's got a detonation device designed to blow you out of the running.\What is it?\What's this electrifying jolt in my mouth?! response:	In the eel, Kurokiba hid...
context: Oh, my! The eel has been simmered through. It's so tender.\The eel was marinated in red wine with cinnamon before it was cooked,\which imparts a fresh flavor.\I've rigged the eel with explosives.\It's got a detonation device designed to blow you out of the running.\What is it?\What's this electrifying jolt in my mouth?!\In the eel, Kurokiba hid... response:	Food Wars
context: The eel was marinated in red wine with cinnamon before it was cooked,\which imparts a fresh flavor.\I've rigged the eel with explosives.\It's got a detonation device designed to blow you out of the running.\What is it?\What's this electrifying jolt in my mouth?!\In the eel, Kurokiba hid...\Food Wars response:	Plum
context: which imparts a fresh flavor.\I've rigged the eel with explosives.\It's got a detonation device designed to blow you out of the running.\What is it?\What's this electrifying jolt in my mouth?!\In the eel, Kurokiba hid...\Food Wars\Plum response:	Plums?
context: I've rigged the eel with explosives.\It's got a detonation device designed to blow you out of the running.\What is it?\What's this electrifying jolt in my mouth?!\In the eel, Kurokiba hid...\Food Wars\Plum\Plums? response:	Japanese plums?!
context: It's got a detonation device designed to blow you out of the running.\What is it?\What's this electrifying jolt in my mouth?!\In the eel, Kurokiba hid...\Food Wars\Plum\Plums?\Japanese plums?! response:	He paired plums with eel?!
context: What is it?\What's this electrifying jolt in my mouth?!\In the eel, Kurokiba hid...\Food Wars\Plum\Plums?\Japanese plums?!\He paired plums with eel?! response:	The slick eel fat's been infused with the plums' fruity acidity,
context: What's this electrifying jolt in my mouth?!\In the eel, Kurokiba hid...\Food Wars\Plum\Plums?\Japanese plums?!\He paired plums with eel?!\The slick eel fat's been infused with the plums' fruity acidity, response:	creating a taste sensation that goes right to your brain!
context: In the eel, Kurokiba hid...\Food Wars\Plum\Plums?\Japanese plums?!\He paired plums with eel?!\The slick eel fat's been infused with the plums' fruity acidity,\creating a taste sensation that goes right to your brain! response:	I'm numb...
context: Food Wars\Plum\Plums?\Japanese plums?!\He paired plums with eel?!\The slick eel fat's been infused with the plums' fruity acidity,\creating a taste sensation that goes right to your brain!\I'm numb... response:	The eel was stuffed with reconstituted dried plums,
context: Plum\Plums?\Japanese plums?!\He paired plums with eel?!\The slick eel fat's been infused with the plums' fruity acidity,\creating a taste sensation that goes right to your brain!\I'm numb...\The eel was stuffed with reconstituted dried plums, response:	then wrapped with caul fat.
context: Plums?\Japanese plums?!\He paired plums with eel?!\The slick eel fat's been infused with the plums' fruity acidity,\creating a taste sensation that goes right to your brain!\I'm numb...\The eel was stuffed with reconstituted dried plums,\then wrapped with caul fat. response:	So that's what you meant.
context: Japanese plums?!\He paired plums with eel?!\The slick eel fat's been infused with the plums' fruity acidity,\creating a taste sensation that goes right to your brain!\I'm numb...\The eel was stuffed with reconstituted dried plums,\then wrapped with caul fat.\So that's what you meant. response:	It's an explosion of acidity from the plums.
context: He paired plums with eel?!\The slick eel fat's been infused with the plums' fruity acidity,\creating a taste sensation that goes right to your brain!\I'm numb...\The eel was stuffed with reconstituted dried plums,\then wrapped with caul fat.\So that's what you meant.\It's an explosion of acidity from the plums. response:	Shut up and watch.
context: The slick eel fat's been infused with the plums' fruity acidity,\creating a taste sensation that goes right to your brain!\I'm numb...\The eel was stuffed with reconstituted dried plums,\then wrapped with caul fat.\So that's what you meant.\It's an explosion of acidity from the plums.\Shut up and watch. response:	Next!
context: creating a taste sensation that goes right to your brain!\I'm numb...\The eel was stuffed with reconstituted dried plums,\then wrapped with caul fat.\So that's what you meant.\It's an explosion of acidity from the plums.\Shut up and watch.\Next! response:	Take the brioche and mashed potatoes
context: I'm numb...\The eel was stuffed with reconstituted dried plums,\then wrapped with caul fat.\So that's what you meant.\It's an explosion of acidity from the plums.\Shut up and watch.\Next!\Take the brioche and mashed potatoes response:	and dip them into the sauce that's full of umami from the simmered eel.
context: The eel was stuffed with reconstituted dried plums,\then wrapped with caul fat.\So that's what you meant.\It's an explosion of acidity from the plums.\Shut up and watch.\Next!\Take the brioche and mashed potatoes\and dip them into the sauce that's full of umami from the simmered eel. response:	Make sure to add some of the eel flesh, and shove the whole package into your mouth!
context: then wrapped with caul fat.\So that's what you meant.\It's an explosion of acidity from the plums.\Shut up and watch.\Next!\Take the brioche and mashed potatoes\and dip them into the sauce that's full of umami from the simmered eel.\Make sure to add some of the eel flesh, and shove the whole package into your mouth! response:	Keep on eating, with no shame
context: So that's what you meant.\It's an explosion of acidity from the plums.\Shut up and watch.\Next!\Take the brioche and mashed potatoes\and dip them into the sauce that's full of umami from the simmered eel.\Make sure to add some of the eel flesh, and shove the whole package into your mouth!\Keep on eating, with no shame response:	until you can't stand up anymore!
context: It's an explosion of acidity from the plums.\Shut up and watch.\Next!\Take the brioche and mashed potatoes\and dip them into the sauce that's full of umami from the simmered eel.\Make sure to add some of the eel flesh, and shove the whole package into your mouth!\Keep on eating, with no shame\until you can't stand up anymore! response:	Shit!
context: Shut up and watch.\Next!\Take the brioche and mashed potatoes\and dip them into the sauce that's full of umami from the simmered eel.\Make sure to add some of the eel flesh, and shove the whole package into your mouth!\Keep on eating, with no shame\until you can't stand up anymore!\Shit! response:	This is a festival of gourmet food at Totsuki Academy!
context: Next!\Take the brioche and mashed potatoes\and dip them into the sauce that's full of umami from the simmered eel.\Make sure to add some of the eel flesh, and shove the whole package into your mouth!\Keep on eating, with no shame\until you can't stand up anymore!\Shit!\This is a festival of gourmet food at Totsuki Academy! response:	He should try to be more civil!
context: Take the brioche and mashed potatoes\and dip them into the sauce that's full of umami from the simmered eel.\Make sure to add some of the eel flesh, and shove the whole package into your mouth!\Keep on eating, with no shame\until you can't stand up anymore!\Shit!\This is a festival of gourmet food at Totsuki Academy!\He should try to be more civil! response:	But...!
context: and dip them into the sauce that's full of umami from the simmered eel.\Make sure to add some of the eel flesh, and shove the whole package into your mouth!\Keep on eating, with no shame\until you can't stand up anymore!\Shit!\This is a festival of gourmet food at Totsuki Academy!\He should try to be more civil!\But...! response:	This is where things will really explode!
context: Make sure to add some of the eel flesh, and shove the whole package into your mouth!\Keep on eating, with no shame\until you can't stand up anymore!\Shit!\This is a festival of gourmet food at Totsuki Academy!\He should try to be more civil!\But...!\This is where things will really explode! response:	The mashed potatoes' entangling texture...
context: Keep on eating, with no shame\until you can't stand up anymore!\Shit!\This is a festival of gourmet food at Totsuki Academy!\He should try to be more civil!\But...!\This is where things will really explode!\The mashed potatoes' entangling texture... response:	The fluffy brioche!
context: until you can't stand up anymore!\Shit!\This is a festival of gourmet food at Totsuki Academy!\He should try to be more civil!\But...!\This is where things will really explode!\The mashed potatoes' entangling texture...\The fluffy brioche! response:	The eel's sweet fat and the plums' acidity...
context: Shit!\This is a festival of gourmet food at Totsuki Academy!\He should try to be more civil!\But...!\This is where things will really explode!\The mashed potatoes' entangling texture...\The fluffy brioche!\The eel's sweet fat and the plums' acidity... response:	They're all rioting in my mouth!
context: This is a festival of gourmet food at Totsuki Academy!\He should try to be more civil!\But...!\This is where things will really explode!\The mashed potatoes' entangling texture...\The fluffy brioche!\The eel's sweet fat and the plums' acidity...\They're all rioting in my mouth! response:	All the flavors melding into one harmonious whole!
context: He should try to be more civil!\But...!\This is where things will really explode!\The mashed potatoes' entangling texture...\The fluffy brioche!\The eel's sweet fat and the plums' acidity...\They're all rioting in my mouth!\All the flavors melding into one harmonious whole! response:	This is different from
context: But...!\This is where things will really explode!\The mashed potatoes' entangling texture...\The fluffy brioche!\The eel's sweet fat and the plums' acidity...\They're all rioting in my mouth!\All the flavors melding into one harmonious whole!\This is different from response:	Hayama Akira's bewitching flavors that threaten to take you to nirvana.
context: This is where things will really explode!\The mashed potatoes' entangling texture...\The fluffy brioche!\The eel's sweet fat and the plums' acidity...\They're all rioting in my mouth!\All the flavors melding into one harmonious whole!\This is different from\Hayama Akira's bewitching flavors that threaten to take you to nirvana. response:	This is an explosive burst meant to pierce any defense!
context: The mashed potatoes' entangling texture...\The fluffy brioche!\The eel's sweet fat and the plums' acidity...\They're all rioting in my mouth!\All the flavors melding into one harmonious whole!\This is different from\Hayama Akira's bewitching flavors that threaten to take you to nirvana.\This is an explosive burst meant to pierce any defense! response:	Flavors so delicious that they subdue all prey!
context: The fluffy brioche!\The eel's sweet fat and the plums' acidity...\They're all rioting in my mouth!\All the flavors melding into one harmonious whole!\This is different from\Hayama Akira's bewitching flavors that threaten to take you to nirvana.\This is an explosive burst meant to pierce any defense!\Flavors so delicious that they subdue all prey! response:	Shit... I can't resist!
context: The eel's sweet fat and the plums' acidity...\They're all rioting in my mouth!\All the flavors melding into one harmonious whole!\This is different from\Hayama Akira's bewitching flavors that threaten to take you to nirvana.\This is an explosive burst meant to pierce any defense!\Flavors so delicious that they subdue all prey!\Shit... I can't resist! response:	I am a lesser being before him.
context: They're all rioting in my mouth!\All the flavors melding into one harmonious whole!\This is different from\Hayama Akira's bewitching flavors that threaten to take you to nirvana.\This is an explosive burst meant to pierce any defense!\Flavors so delicious that they subdue all prey!\Shit... I can't resist!\I am a lesser being before him. response:	I have become the prey!
context: All the flavors melding into one harmonious whole!\This is different from\Hayama Akira's bewitching flavors that threaten to take you to nirvana.\This is an explosive burst meant to pierce any defense!\Flavors so delicious that they subdue all prey!\Shit... I can't resist!\I am a lesser being before him.\I have become the prey! response:	I bet you thought you had won.
context: This is different from\Hayama Akira's bewitching flavors that threaten to take you to nirvana.\This is an explosive burst meant to pierce any defense!\Flavors so delicious that they subdue all prey!\Shit... I can't resist!\I am a lesser being before him.\I have become the prey!\I bet you thought you had won. response:	Caught you!
context: Hayama Akira's bewitching flavors that threaten to take you to nirvana.\This is an explosive burst meant to pierce any defense!\Flavors so delicious that they subdue all prey!\Shit... I can't resist!\I am a lesser being before him.\I have become the prey!\I bet you thought you had won.\Caught you! response:	This concludes the evaluation!
context: This is an explosive burst meant to pierce any defense!\Flavors so delicious that they subdue all prey!\Shit... I can't resist!\I am a lesser being before him.\I have become the prey!\I bet you thought you had won.\Caught you!\This concludes the evaluation! response:	We'll now enter the final assessment.
context: Flavors so delicious that they subdue all prey!\Shit... I can't resist!\I am a lesser being before him.\I have become the prey!\I bet you thought you had won.\Caught you!\This concludes the evaluation!\We'll now enter the final assessment. response:	Judges, please cast your vote for the candidate who served the better dish!
context: Shit... I can't resist!\I am a lesser being before him.\I have become the prey!\I bet you thought you had won.\Caught you!\This concludes the evaluation!\We'll now enter the final assessment.\Judges, please cast your vote for the candidate who served the better dish! response:	The vote's finally starting.
context: I am a lesser being before him.\I have become the prey!\I bet you thought you had won.\Caught you!\This concludes the evaluation!\We'll now enter the final assessment.\Judges, please cast your vote for the candidate who served the better dish!\The vote's finally starting. response:	But...
context: I have become the prey!\I bet you thought you had won.\Caught you!\This concludes the evaluation!\We'll now enter the final assessment.\Judges, please cast your vote for the candidate who served the better dish!\The vote's finally starting.\But... response:	The judges are paralyzed.
context: I bet you thought you had won.\Caught you!\This concludes the evaluation!\We'll now enter the final assessment.\Judges, please cast your vote for the candidate who served the better dish!\The vote's finally starting.\But...\The judges are paralyzed. response:	Until now, all the matches have been decided right away.
context: Caught you!\This concludes the evaluation!\We'll now enter the final assessment.\Judges, please cast your vote for the candidate who served the better dish!\The vote's finally starting.\But...\The judges are paralyzed.\Until now, all the matches have been decided right away. response:	Our alums are having trouble deciding, despite all the experience they have?
context: This concludes the evaluation!\We'll now enter the final assessment.\Judges, please cast your vote for the candidate who served the better dish!\The vote's finally starting.\But...\The judges are paralyzed.\Until now, all the matches have been decided right away.\Our alums are having trouble deciding, despite all the experience they have? response:	I've decided!
context: We'll now enter the final assessment.\Judges, please cast your vote for the candidate who served the better dish!\The vote's finally starting.\But...\The judges are paralyzed.\Until now, all the matches have been decided right away.\Our alums are having trouble deciding, despite all the experience they have?\I've decided! response:	I believe my vote is for Hayama-kun!
context: Judges, please cast your vote for the candidate who served the better dish!\The vote's finally starting.\But...\The judges are paralyzed.\Until now, all the matches have been decided right away.\Our alums are having trouble deciding, despite all the experience they have?\I've decided!\I believe my vote is for Hayama-kun! response:	I vote for Hayama Akira, as well.
context: The vote's finally starting.\But...\The judges are paralyzed.\Until now, all the matches have been decided right away.\Our alums are having trouble deciding, despite all the experience they have?\I've decided!\I believe my vote is for Hayama-kun!\I vote for Hayama Akira, as well. response:	He got two votes.
context: But...\The judges are paralyzed.\Until now, all the matches have been decided right away.\Our alums are having trouble deciding, despite all the experience they have?\I've decided!\I believe my vote is for Hayama-kun!\I vote for Hayama Akira, as well.\He got two votes. response:	So Hayama's the stronger candidate.
context: The judges are paralyzed.\Until now, all the matches have been decided right away.\Our alums are having trouble deciding, despite all the experience they have?\I've decided!\I believe my vote is for Hayama-kun!\I vote for Hayama Akira, as well.\He got two votes.\So Hayama's the stronger candidate. response:	Maybe it's decided, then.
context: Until now, all the matches have been decided right away.\Our alums are having trouble deciding, despite all the experience they have?\I've decided!\I believe my vote is for Hayama-kun!\I vote for Hayama Akira, as well.\He got two votes.\So Hayama's the stronger candidate.\Maybe it's decided, then. response:	So it's Hayama, after all.
context: Our alums are having trouble deciding, despite all the experience they have?\I've decided!\I believe my vote is for Hayama-kun!\I vote for Hayama Akira, as well.\He got two votes.\So Hayama's the stronger candidate.\Maybe it's decided, then.\So it's Hayama, after all. response:	His dish was impressive.
context: I've decided!\I believe my vote is for Hayama-kun!\I vote for Hayama Akira, as well.\He got two votes.\So Hayama's the stronger candidate.\Maybe it's decided, then.\So it's Hayama, after all.\His dish was impressive. response:	I believe my vote is for Kurokiba Ryo.
context: I believe my vote is for Hayama-kun!\I vote for Hayama Akira, as well.\He got two votes.\So Hayama's the stronger candidate.\Maybe it's decided, then.\So it's Hayama, after all.\His dish was impressive.\I believe my vote is for Kurokiba Ryo. response:	But why?
context: I vote for Hayama Akira, as well.\He got two votes.\So Hayama's the stronger candidate.\Maybe it's decided, then.\So it's Hayama, after all.\His dish was impressive.\I believe my vote is for Kurokiba Ryo.\But why? response:	His dish's rich flavors leveraged the seafood's potential.
context: He got two votes.\So Hayama's the stronger candidate.\Maybe it's decided, then.\So it's Hayama, after all.\His dish was impressive.\I believe my vote is for Kurokiba Ryo.\But why?\His dish's rich flavors leveraged the seafood's potential. response:	I saw sophistication in that masculine, destructive flavor!
context: So Hayama's the stronger candidate.\Maybe it's decided, then.\So it's Hayama, after all.\His dish was impressive.\I believe my vote is for Kurokiba Ryo.\But why?\His dish's rich flavors leveraged the seafood's potential.\I saw sophistication in that masculine, destructive flavor! response:	I judge his dish to be worthy of acknowledgment in the Autumn Elections.
context: Maybe it's decided, then.\So it's Hayama, after all.\His dish was impressive.\I believe my vote is for Kurokiba Ryo.\But why?\His dish's rich flavors leveraged the seafood's potential.\I saw sophistication in that masculine, destructive flavor!\I judge his dish to be worthy of acknowledgment in the Autumn Elections. response:	Which one should it be?
context: So it's Hayama, after all.\His dish was impressive.\I believe my vote is for Kurokiba Ryo.\But why?\His dish's rich flavors leveraged the seafood's potential.\I saw sophistication in that masculine, destructive flavor!\I judge his dish to be worthy of acknowledgment in the Autumn Elections.\Which one should it be? response:	Both expressed their individuality in their dish!
context: His dish was impressive.\I believe my vote is for Kurokiba Ryo.\But why?\His dish's rich flavors leveraged the seafood's potential.\I saw sophistication in that masculine, destructive flavor!\I judge his dish to be worthy of acknowledgment in the Autumn Elections.\Which one should it be?\Both expressed their individuality in their dish! response:	But the one whose dish had the greater impact was...
context: I believe my vote is for Kurokiba Ryo.\But why?\His dish's rich flavors leveraged the seafood's potential.\I saw sophistication in that masculine, destructive flavor!\I judge his dish to be worthy of acknowledgment in the Autumn Elections.\Which one should it be?\Both expressed their individuality in their dish!\But the one whose dish had the greater impact was... response:	Shit!
context: But why?\His dish's rich flavors leveraged the seafood's potential.\I saw sophistication in that masculine, destructive flavor!\I judge his dish to be worthy of acknowledgment in the Autumn Elections.\Which one should it be?\Both expressed their individuality in their dish!\But the one whose dish had the greater impact was...\Shit! response:	I also vote for Kurokiba Ryo!
context: His dish's rich flavors leveraged the seafood's potential.\I saw sophistication in that masculine, destructive flavor!\I judge his dish to be worthy of acknowledgment in the Autumn Elections.\Which one should it be?\Both expressed their individuality in their dish!\But the one whose dish had the greater impact was...\Shit!\I also vote for Kurokiba Ryo! response:	This is unbelievable.
context: I saw sophistication in that masculine, destructive flavor!\I judge his dish to be worthy of acknowledgment in the Autumn Elections.\Which one should it be?\Both expressed their individuality in their dish!\But the one whose dish had the greater impact was...\Shit!\I also vote for Kurokiba Ryo!\This is unbelievable. response:	It's a split vote.
context: I judge his dish to be worthy of acknowledgment in the Autumn Elections.\Which one should it be?\Both expressed their individuality in their dish!\But the one whose dish had the greater impact was...\Shit!\I also vote for Kurokiba Ryo!\This is unbelievable.\It's a split vote. response:	This is almost like a Shokugeki!
context: Which one should it be?\Both expressed their individuality in their dish!\But the one whose dish had the greater impact was...\Shit!\I also vote for Kurokiba Ryo!\This is unbelievable.\It's a split vote.\This is almost like a Shokugeki! response:	Yeah.
context: Both expressed their individuality in their dish!\But the one whose dish had the greater impact was...\Shit!\I also vote for Kurokiba Ryo!\This is unbelievable.\It's a split vote.\This is almost like a Shokugeki!\Yeah. response:	It all hangs on Chef Kikuchi Sonoka's vote.
context: But the one whose dish had the greater impact was...\Shit!\I also vote for Kurokiba Ryo!\This is unbelievable.\It's a split vote.\This is almost like a Shokugeki!\Yeah.\It all hangs on Chef Kikuchi Sonoka's vote. response:	I can't decide.
context: Shit!\I also vote for Kurokiba Ryo!\This is unbelievable.\It's a split vote.\This is almost like a Shokugeki!\Yeah.\It all hangs on Chef Kikuchi Sonoka's vote.\I can't decide. response:	Each dish was superb.
context: I also vote for Kurokiba Ryo!\This is unbelievable.\It's a split vote.\This is almost like a Shokugeki!\Yeah.\It all hangs on Chef Kikuchi Sonoka's vote.\I can't decide.\Each dish was superb. response:	I can't rank one over the other.
context: This is unbelievable.\It's a split vote.\This is almost like a Shokugeki!\Yeah.\It all hangs on Chef Kikuchi Sonoka's vote.\I can't decide.\Each dish was superb.\I can't rank one over the other. response:	Cut the bullshit!
context: It's a split vote.\This is almost like a Shokugeki!\Yeah.\It all hangs on Chef Kikuchi Sonoka's vote.\I can't decide.\Each dish was superb.\I can't rank one over the other.\Cut the bullshit! response:	This is a match!
context: This is almost like a Shokugeki!\Yeah.\It all hangs on Chef Kikuchi Sonoka's vote.\I can't decide.\Each dish was superb.\I can't rank one over the other.\Cut the bullshit!\This is a match! response:	It's not over until one of us falls!
context: Yeah.\It all hangs on Chef Kikuchi Sonoka's vote.\I can't decide.\Each dish was superb.\I can't rank one over the other.\Cut the bullshit!\This is a match!\It's not over until one of us falls! response:	Get your act together and decide!
context: It all hangs on Chef Kikuchi Sonoka's vote.\I can't decide.\Each dish was superb.\I can't rank one over the other.\Cut the bullshit!\This is a match!\It's not over until one of us falls!\Get your act together and decide! response:	What's the meaning of this, judge?
context: I can't decide.\Each dish was superb.\I can't rank one over the other.\Cut the bullshit!\This is a match!\It's not over until one of us falls!\Get your act together and decide!\What's the meaning of this, judge? response:	Make up your mind!
context: Each dish was superb.\I can't rank one over the other.\Cut the bullshit!\This is a match!\It's not over until one of us falls!\Get your act together and decide!\What's the meaning of this, judge?\Make up your mind! response:	Are you mocking a serious competition?
context: I can't rank one over the other.\Cut the bullshit!\This is a match!\It's not over until one of us falls!\Get your act together and decide!\What's the meaning of this, judge?\Make up your mind!\Are you mocking a serious competition? response:	I can understand where she's coming from.
context: Cut the bullshit!\This is a match!\It's not over until one of us falls!\Get your act together and decide!\What's the meaning of this, judge?\Make up your mind!\Are you mocking a serious competition?\I can understand where she's coming from. response:	The two are so equally matched.
context: This is a match!\It's not over until one of us falls!\Get your act together and decide!\What's the meaning of this, judge?\Make up your mind!\Are you mocking a serious competition?\I can understand where she's coming from.\The two are so equally matched. response:	Organizers, a word.
context: It's not over until one of us falls!\Get your act together and decide!\What's the meaning of this, judge?\Make up your mind!\Are you mocking a serious competition?\I can understand where she's coming from.\The two are so equally matched.\Organizers, a word. response:	What is it, Chef Dojima?
