context: I'll plunge this world into darkness! response:	That's as far as you go, Devil Count!
context: Metal Bat.\So that's what a Class S hero is like, huh?\But if you're that strong, you probably think you're the strongest.\I was the same way...\Man, bugs are persistent.\I should probably finish you off.\But then, my senpai showed up...\Another one?! response:	Kohai, I'll avenge you.
context: So that's what a Class S hero is like, huh?\But if you're that strong, you probably think you're the strongest.\I was the same way...\Man, bugs are persistent.\I should probably finish you off.\But then, my senpai showed up...\Another one?!\Kohai, I'll avenge you. response:	Monster Centisenpai
context: But if you're that strong, you probably think you're the strongest.\I was the same way...\Man, bugs are persistent.\I should probably finish you off.\But then, my senpai showed up...\Another one?!\Kohai, I'll avenge you.\Monster Centisenpai response:	It's so creepy!
context: I was the same way...\Man, bugs are persistent.\I should probably finish you off.\But then, my senpai showed up...\Another one?!\Kohai, I'll avenge you.\Monster Centisenpai\It's so creepy! response:	That thing's twice the size of the other one!
context: Man, bugs are persistent.\I should probably finish you off.\But then, my senpai showed up...\Another one?!\Kohai, I'll avenge you.\Monster Centisenpai\It's so creepy!\That thing's twice the size of the other one! response:	What's that smell?
context: I should probably finish you off.\But then, my senpai showed up...\Another one?!\Kohai, I'll avenge you.\Monster Centisenpai\It's so creepy!\That thing's twice the size of the other one!\What's that smell? response:	Monster Lafreshidon
context: But then, my senpai showed up...\Another one?!\Kohai, I'll avenge you.\Monster Centisenpai\It's so creepy!\That thing's twice the size of the other one!\What's that smell?\Monster Lafreshidon response:	So the hero hunter Garo has nothing to do with this?
context: Another one?!\Kohai, I'll avenge you.\Monster Centisenpai\It's so creepy!\That thing's twice the size of the other one!\What's that smell?\Monster Lafreshidon\So the hero hunter Garo has nothing to do with this? response:	Well, thinking about that's not gonna help right now.
context: Kohai, I'll avenge you.\Monster Centisenpai\It's so creepy!\That thing's twice the size of the other one!\What's that smell?\Monster Lafreshidon\So the hero hunter Garo has nothing to do with this?\Well, thinking about that's not gonna help right now. response:	I'm just going to crush you!
context: Monster Centisenpai\It's so creepy!\That thing's twice the size of the other one!\What's that smell?\Monster Lafreshidon\So the hero hunter Garo has nothing to do with this?\Well, thinking about that's not gonna help right now.\I'm just going to crush you! response:	Yup! He'll get back up and face the enemy, no matter what!
context: It's so creepy!\That thing's twice the size of the other one!\What's that smell?\Monster Lafreshidon\So the hero hunter Garo has nothing to do with this?\Well, thinking about that's not gonna help right now.\I'm just going to crush you!\Yup! He'll get back up and face the enemy, no matter what! response:	So you don't have to worry about Saitama!
context: That thing's twice the size of the other one!\What's that smell?\Monster Lafreshidon\So the hero hunter Garo has nothing to do with this?\Well, thinking about that's not gonna help right now.\I'm just going to crush you!\Yup! He'll get back up and face the enemy, no matter what!\So you don't have to worry about Saitama! response:	U-Uh, I
context: What's that smell?\Monster Lafreshidon\So the hero hunter Garo has nothing to do with this?\Well, thinking about that's not gonna help right now.\I'm just going to crush you!\Yup! He'll get back up and face the enemy, no matter what!\So you don't have to worry about Saitama!\U-Uh, I response:	Besides, he would never break the rules to enter in your place.
context: Monster Lafreshidon\So the hero hunter Garo has nothing to do with this?\Well, thinking about that's not gonna help right now.\I'm just going to crush you!\Yup! He'll get back up and face the enemy, no matter what!\So you don't have to worry about Saitama!\U-Uh, I\Besides, he would never break the rules to enter in your place. response:	He's a hero, after all!
context: So the hero hunter Garo has nothing to do with this?\Well, thinking about that's not gonna help right now.\I'm just going to crush you!\Yup! He'll get back up and face the enemy, no matter what!\So you don't have to worry about Saitama!\U-Uh, I\Besides, he would never break the rules to enter in your place.\He's a hero, after all! response:	R-Right...
context: Well, thinking about that's not gonna help right now.\I'm just going to crush you!\Yup! He'll get back up and face the enemy, no matter what!\So you don't have to worry about Saitama!\U-Uh, I\Besides, he would never break the rules to enter in your place.\He's a hero, after all!\R-Right... response:	That's good, I guess...
context: I'm just going to crush you!\Yup! He'll get back up and face the enemy, no matter what!\So you don't have to worry about Saitama!\U-Uh, I\Besides, he would never break the rules to enter in your place.\He's a hero, after all!\R-Right...\That's good, I guess... response:	Yeah!
context: Yup! He'll get back up and face the enemy, no matter what!\So you don't have to worry about Saitama!\U-Uh, I\Besides, he would never break the rules to enter in your place.\He's a hero, after all!\R-Right...\That's good, I guess...\Yeah! response:	Tennis Player Ryu
context: So you don't have to worry about Saitama!\U-Uh, I\Besides, he would never break the rules to enter in your place.\He's a hero, after all!\R-Right...\That's good, I guess...\Yeah!\Tennis Player Ryu response:	Man...
context: U-Uh, I\Besides, he would never break the rules to enter in your place.\He's a hero, after all!\R-Right...\That's good, I guess...\Yeah!\Tennis Player Ryu\Man... response:	I'm bored.
context: Besides, he would never break the rules to enter in your place.\He's a hero, after all!\R-Right...\That's good, I guess...\Yeah!\Tennis Player Ryu\Man...\I'm bored. response:	This is Watchdog Man.
context: He's a hero, after all!\R-Right...\That's good, I guess...\Yeah!\Tennis Player Ryu\Man...\I'm bored.\This is Watchdog Man. response:	Complete Edition
context: R-Right...\That's good, I guess...\Yeah!\Tennis Player Ryu\Man...\I'm bored.\This is Watchdog Man.\Complete Edition response:	Hero Guide
context: That's good, I guess...\Yeah!\Tennis Player Ryu\Man...\I'm bored.\This is Watchdog Man.\Complete Edition\Hero Guide response:	Isn't he cute?
context: Yeah!\Tennis Player Ryu\Man...\I'm bored.\This is Watchdog Man.\Complete Edition\Hero Guide\Isn't he cute? response:	He just looks like some guy in a dog costume.
context: Tennis Player Ryu\Man...\I'm bored.\This is Watchdog Man.\Complete Edition\Hero Guide\Isn't he cute?\He just looks like some guy in a dog costume. response:	Is he actually strong?
context: Man...\I'm bored.\This is Watchdog Man.\Complete Edition\Hero Guide\Isn't he cute?\He just looks like some guy in a dog costume.\Is he actually strong? response:	Of course he is! He's a Class S hero!
context: I'm bored.\This is Watchdog Man.\Complete Edition\Hero Guide\Isn't he cute?\He just looks like some guy in a dog costume.\Is he actually strong?\Of course he is! He's a Class S hero! response:	Class S Rank 12, huh?
context: This is Watchdog Man.\Complete Edition\Hero Guide\Isn't he cute?\He just looks like some guy in a dog costume.\Is he actually strong?\Of course he is! He's a Class S hero!\Class S Rank 12, huh? response:	He usually sits atop his own special lookout.
context: Complete Edition\Hero Guide\Isn't he cute?\He just looks like some guy in a dog costume.\Is he actually strong?\Of course he is! He's a Class S hero!\Class S Rank 12, huh?\He usually sits atop his own special lookout. response:	Super Huge Lottery
context: Hero Guide\Isn't he cute?\He just looks like some guy in a dog costume.\Is he actually strong?\Of course he is! He's a Class S hero!\Class S Rank 12, huh?\He usually sits atop his own special lookout.\Super Huge Lottery response:	You can meet him there at any time!
context: Isn't he cute?\He just looks like some guy in a dog costume.\Is he actually strong?\Of course he is! He's a Class S hero!\Class S Rank 12, huh?\He usually sits atop his own special lookout.\Super Huge Lottery\You can meet him there at any time! response:	Oh?
context: He just looks like some guy in a dog costume.\Is he actually strong?\Of course he is! He's a Class S hero!\Class S Rank 12, huh?\He usually sits atop his own special lookout.\Super Huge Lottery\You can meet him there at any time!\Oh? response:	Urgent evacuation order. Urgent evacuation order.
context: Is he actually strong?\Of course he is! He's a Class S hero!\Class S Rank 12, huh?\He usually sits atop his own special lookout.\Super Huge Lottery\You can meet him there at any time!\Oh?\Urgent evacuation order. Urgent evacuation order. response:	Monsters have appeared in the shopping district of City S.
context: Of course he is! He's a Class S hero!\Class S Rank 12, huh?\He usually sits atop his own special lookout.\Super Huge Lottery\You can meet him there at any time!\Oh?\Urgent evacuation order. Urgent evacuation order.\Monsters have appeared in the shopping district of City S. response:	Threat level: Demon.
context: Class S Rank 12, huh?\He usually sits atop his own special lookout.\Super Huge Lottery\You can meet him there at any time!\Oh?\Urgent evacuation order. Urgent evacuation order.\Monsters have appeared in the shopping district of City S.\Threat level: Demon. response:	Currently, Class S hero Metal Bat is on the scene.
context: He usually sits atop his own special lookout.\Super Huge Lottery\You can meet him there at any time!\Oh?\Urgent evacuation order. Urgent evacuation order.\Monsters have appeared in the shopping district of City S.\Threat level: Demon.\Currently, Class S hero Metal Bat is on the scene. response:	Everyone outside should immediately seek shelter indoors.
context: Super Huge Lottery\You can meet him there at any time!\Oh?\Urgent evacuation order. Urgent evacuation order.\Monsters have appeared in the shopping district of City S.\Threat level: Demon.\Currently, Class S hero Metal Bat is on the scene.\Everyone outside should immediately seek shelter indoors. response:	Old dude...
context: You can meet him there at any time!\Oh?\Urgent evacuation order. Urgent evacuation order.\Monsters have appeared in the shopping district of City S.\Threat level: Demon.\Currently, Class S hero Metal Bat is on the scene.\Everyone outside should immediately seek shelter indoors.\Old dude... response:	Well, you heard her.
context: Oh?\Urgent evacuation order. Urgent evacuation order.\Monsters have appeared in the shopping district of City S.\Threat level: Demon.\Currently, Class S hero Metal Bat is on the scene.\Everyone outside should immediately seek shelter indoors.\Old dude...\Well, you heard her. response:	Hurry up and run home.
context: Urgent evacuation order. Urgent evacuation order.\Monsters have appeared in the shopping district of City S.\Threat level: Demon.\Currently, Class S hero Metal Bat is on the scene.\Everyone outside should immediately seek shelter indoors.\Old dude...\Well, you heard her.\Hurry up and run home. response:	Okay!
context: Monsters have appeared in the shopping district of City S.\Threat level: Demon.\Currently, Class S hero Metal Bat is on the scene.\Everyone outside should immediately seek shelter indoors.\Old dude...\Well, you heard her.\Hurry up and run home.\Okay! response:	I repeat.
context: Threat level: Demon.\Currently, Class S hero Metal Bat is on the scene.\Everyone outside should immediately seek shelter indoors.\Old dude...\Well, you heard her.\Hurry up and run home.\Okay!\I repeat. response:	Urgent evacuation order. Urgent evacuation order.
context: Currently, Class S hero Metal Bat is on the scene.\Everyone outside should immediately seek shelter indoors.\Old dude...\Well, you heard her.\Hurry up and run home.\Okay!\I repeat.\Urgent evacuation order. Urgent evacuation order. response:	Centipede Parade!
context: Everyone outside should immediately seek shelter indoors.\Old dude...\Well, you heard her.\Hurry up and run home.\Okay!\I repeat.\Urgent evacuation order. Urgent evacuation order.\Centipede Parade! response:	Not bad.
context: Old dude...\Well, you heard her.\Hurry up and run home.\Okay!\I repeat.\Urgent evacuation order. Urgent evacuation order.\Centipede Parade!\Not bad. response:	No wonder he gave our kohai trouble.
context: Well, you heard her.\Hurry up and run home.\Okay!\I repeat.\Urgent evacuation order. Urgent evacuation order.\Centipede Parade!\Not bad.\No wonder he gave our kohai trouble. response:	What the hell do you guys want?
context: Hurry up and run home.\Okay!\I repeat.\Urgent evacuation order. Urgent evacuation order.\Centipede Parade!\Not bad.\No wonder he gave our kohai trouble.\What the hell do you guys want? response:	Why are you after them?
context: Okay!\I repeat.\Urgent evacuation order. Urgent evacuation order.\Centipede Parade!\Not bad.\No wonder he gave our kohai trouble.\What the hell do you guys want?\Why are you after them? response:	We'll tell you if you can defeat us.
context: I repeat.\Urgent evacuation order. Urgent evacuation order.\Centipede Parade!\Not bad.\No wonder he gave our kohai trouble.\What the hell do you guys want?\Why are you after them?\We'll tell you if you can defeat us. response:	Looks like my sleep smell is finally kicking in.
context: Urgent evacuation order. Urgent evacuation order.\Centipede Parade!\Not bad.\No wonder he gave our kohai trouble.\What the hell do you guys want?\Why are you after them?\We'll tell you if you can defeat us.\Looks like my sleep smell is finally kicking in. response:	Perfect!
context: Centipede Parade!\Not bad.\No wonder he gave our kohai trouble.\What the hell do you guys want?\Why are you after them?\We'll tell you if you can defeat us.\Looks like my sleep smell is finally kicking in.\Perfect! response:	I'm losing consciousness...
context: Not bad.\No wonder he gave our kohai trouble.\What the hell do you guys want?\Why are you after them?\We'll tell you if you can defeat us.\Looks like my sleep smell is finally kicking in.\Perfect!\I'm losing consciousness... response:	Now, goodnight!
context: No wonder he gave our kohai trouble.\What the hell do you guys want?\Why are you after them?\We'll tell you if you can defeat us.\Looks like my sleep smell is finally kicking in.\Perfect!\I'm losing consciousness...\Now, goodnight! response:	Take that, and that, and that!
context: What the hell do you guys want?\Why are you after them?\We'll tell you if you can defeat us.\Looks like my sleep smell is finally kicking in.\Perfect!\I'm losing consciousness...\Now, goodnight!\Take that, and that, and that! response:	He just... hit himself in the head?
context: Why are you after them?\We'll tell you if you can defeat us.\Looks like my sleep smell is finally kicking in.\Perfect!\I'm losing consciousness...\Now, goodnight!\Take that, and that, and that!\He just... hit himself in the head? response:	Did you finally lose your mind?!
context: We'll tell you if you can defeat us.\Looks like my sleep smell is finally kicking in.\Perfect!\I'm losing consciousness...\Now, goodnight!\Take that, and that, and that!\He just... hit himself in the head?\Did you finally lose your mind?! response:	Man, I feel so much better.
context: Looks like my sleep smell is finally kicking in.\Perfect!\I'm losing consciousness...\Now, goodnight!\Take that, and that, and that!\He just... hit himself in the head?\Did you finally lose your mind?!\Man, I feel so much better. response:	He's even more powerful than before!
context: Perfect!\I'm losing consciousness...\Now, goodnight!\Take that, and that, and that!\He just... hit himself in the head?\Did you finally lose your mind?!\Man, I feel so much better.\He's even more powerful than before! response:	But my sleep smell shouldn't wear off that easily...
context: I'm losing consciousness...\Now, goodnight!\Take that, and that, and that!\He just... hit himself in the head?\Did you finally lose your mind?!\Man, I feel so much better.\He's even more powerful than before!\But my sleep smell shouldn't wear off that easily... response:	What in the world happened?!
context: Now, goodnight!\Take that, and that, and that!\He just... hit himself in the head?\Did you finally lose your mind?!\Man, I feel so much better.\He's even more powerful than before!\But my sleep smell shouldn't wear off that easily...\What in the world happened?! response:	If I can pump myself up, I can pretty much handle anything.
context: Take that, and that, and that!\He just... hit himself in the head?\Did you finally lose your mind?!\Man, I feel so much better.\He's even more powerful than before!\But my sleep smell shouldn't wear off that easily...\What in the world happened?!\If I can pump myself up, I can pretty much handle anything. response:	You guys beat me pretty damn hard earlier.
context: He just... hit himself in the head?\Did you finally lose your mind?!\Man, I feel so much better.\He's even more powerful than before!\But my sleep smell shouldn't wear off that easily...\What in the world happened?!\If I can pump myself up, I can pretty much handle anything.\You guys beat me pretty damn hard earlier. response:	But you see, I'm a pretty nice guy...
context: Did you finally lose your mind?!\Man, I feel so much better.\He's even more powerful than before!\But my sleep smell shouldn't wear off that easily...\What in the world happened?!\If I can pump myself up, I can pretty much handle anything.\You guys beat me pretty damn hard earlier.\But you see, I'm a pretty nice guy... response:	So I'll wipe you both out
context: Man, I feel so much better.\He's even more powerful than before!\But my sleep smell shouldn't wear off that easily...\What in the world happened?!\If I can pump myself up, I can pretty much handle anything.\You guys beat me pretty damn hard earlier.\But you see, I'm a pretty nice guy...\So I'll wipe you both out response:	with a single blow!
context: He's even more powerful than before!\But my sleep smell shouldn't wear off that easily...\What in the world happened?!\If I can pump myself up, I can pretty much handle anything.\You guys beat me pretty damn hard earlier.\But you see, I'm a pretty nice guy...\So I'll wipe you both out\with a single blow! response:	I haven't been that pumped in a while.
context: But my sleep smell shouldn't wear off that easily...\What in the world happened?!\If I can pump myself up, I can pretty much handle anything.\You guys beat me pretty damn hard earlier.\But you see, I'm a pretty nice guy...\So I'll wipe you both out\with a single blow!\I haven't been that pumped in a while. response:	I forgot to ask the monsters what their motive was!
context: What in the world happened?!\If I can pump myself up, I can pretty much handle anything.\You guys beat me pretty damn hard earlier.\But you see, I'm a pretty nice guy...\So I'll wipe you both out\with a single blow!\I haven't been that pumped in a while.\I forgot to ask the monsters what their motive was! response:	It totally slipped my mind.
context: If I can pump myself up, I can pretty much handle anything.\You guys beat me pretty damn hard earlier.\But you see, I'm a pretty nice guy...\So I'll wipe you both out\with a single blow!\I haven't been that pumped in a while.\I forgot to ask the monsters what their motive was!\It totally slipped my mind. response:	Looks like they're unharmed.
context: You guys beat me pretty damn hard earlier.\But you see, I'm a pretty nice guy...\So I'll wipe you both out\with a single blow!\I haven't been that pumped in a while.\I forgot to ask the monsters what their motive was!\It totally slipped my mind.\Looks like they're unharmed. response:	Hey, wake up, you jerks. Or should I smack you awake?
context: But you see, I'm a pretty nice guy...\So I'll wipe you both out\with a single blow!\I haven't been that pumped in a while.\I forgot to ask the monsters what their motive was!\It totally slipped my mind.\Looks like they're unharmed.\Hey, wake up, you jerks. Or should I smack you awake? response:	We came to back you up!
context: So I'll wipe you both out\with a single blow!\I haven't been that pumped in a while.\I forgot to ask the monsters what their motive was!\It totally slipped my mind.\Looks like they're unharmed.\Hey, wake up, you jerks. Or should I smack you awake?\We came to back you up! response:	We'll fight, too!
context: with a single blow!\I haven't been that pumped in a while.\I forgot to ask the monsters what their motive was!\It totally slipped my mind.\Looks like they're unharmed.\Hey, wake up, you jerks. Or should I smack you awake?\We came to back you up!\We'll fight, too! response:	Class C Hero Mohican
context: I haven't been that pumped in a while.\I forgot to ask the monsters what their motive was!\It totally slipped my mind.\Looks like they're unharmed.\Hey, wake up, you jerks. Or should I smack you awake?\We came to back you up!\We'll fight, too!\Class C Hero Mohican response:	Class B Hero Pineapple
context: I forgot to ask the monsters what their motive was!\It totally slipped my mind.\Looks like they're unharmed.\Hey, wake up, you jerks. Or should I smack you awake?\We came to back you up!\We'll fight, too!\Class C Hero Mohican\Class B Hero Pineapple response:	Oh, I just finished up.
context: It totally slipped my mind.\Looks like they're unharmed.\Hey, wake up, you jerks. Or should I smack you awake?\We came to back you up!\We'll fight, too!\Class C Hero Mohican\Class B Hero Pineapple\Oh, I just finished up. response:	Huh?
context: Looks like they're unharmed.\Hey, wake up, you jerks. Or should I smack you awake?\We came to back you up!\We'll fight, too!\Class C Hero Mohican\Class B Hero Pineapple\Oh, I just finished up.\Huh? response:	What?!
context: Hey, wake up, you jerks. Or should I smack you awake?\We came to back you up!\We'll fight, too!\Class C Hero Mohican\Class B Hero Pineapple\Oh, I just finished up.\Huh?\What?! response:	Well, Metal Bat never ceases to amaze me.
context: We came to back you up!\We'll fight, too!\Class C Hero Mohican\Class B Hero Pineapple\Oh, I just finished up.\Huh?\What?!\Well, Metal Bat never ceases to amaze me. response:	Now that family should be...
context: We'll fight, too!\Class C Hero Mohican\Class B Hero Pineapple\Oh, I just finished up.\Huh?\What?!\Well, Metal Bat never ceases to amaze me.\Now that family should be... response:	What's the matter?
context: Class C Hero Mohican\Class B Hero Pineapple\Oh, I just finished up.\Huh?\What?!\Well, Metal Bat never ceases to amaze me.\Now that family should be...\What's the matter? response:	The fact that Centikohai and Centisenpai appeared one after another
context: Class B Hero Pineapple\Oh, I just finished up.\Huh?\What?!\Well, Metal Bat never ceases to amaze me.\Now that family should be...\What's the matter?\The fact that Centikohai and Centisenpai appeared one after another response:	probably means...
context: Oh, I just finished up.\Huh?\What?!\Well, Metal Bat never ceases to amaze me.\Now that family should be...\What's the matter?\The fact that Centikohai and Centisenpai appeared one after another\probably means... response:	Hey, you don't mean...
context: Huh?\What?!\Well, Metal Bat never ceases to amaze me.\Now that family should be...\What's the matter?\The fact that Centikohai and Centisenpai appeared one after another\probably means...\Hey, you don't mean... response:	You remember the incident from two years ago, don't you?
context: What?!\Well, Metal Bat never ceases to amaze me.\Now that family should be...\What's the matter?\The fact that Centikohai and Centisenpai appeared one after another\probably means...\Hey, you don't mean...\You remember the incident from two years ago, don't you? response:	If that thing appears again...
context: Well, Metal Bat never ceases to amaze me.\Now that family should be...\What's the matter?\The fact that Centikohai and Centisenpai appeared one after another\probably means...\Hey, you don't mean...\You remember the incident from two years ago, don't you?\If that thing appears again... response:	Yeah. It won't be a matter of bodyguards anymore.
context: Now that family should be...\What's the matter?\The fact that Centikohai and Centisenpai appeared one after another\probably means...\Hey, you don't mean...\You remember the incident from two years ago, don't you?\If that thing appears again...\Yeah. It won't be a matter of bodyguards anymore. response:	The city will be destroyed.
context: What's the matter?\The fact that Centikohai and Centisenpai appeared one after another\probably means...\Hey, you don't mean...\You remember the incident from two years ago, don't you?\If that thing appears again...\Yeah. It won't be a matter of bodyguards anymore.\The city will be destroyed. response:	Th-That's...
context: The fact that Centikohai and Centisenpai appeared one after another\probably means...\Hey, you don't mean...\You remember the incident from two years ago, don't you?\If that thing appears again...\Yeah. It won't be a matter of bodyguards anymore.\The city will be destroyed.\Th-That's... response:	The great monster, Centichoro!
context: probably means...\Hey, you don't mean...\You remember the incident from two years ago, don't you?\If that thing appears again...\Yeah. It won't be a matter of bodyguards anymore.\The city will be destroyed.\Th-That's...\The great monster, Centichoro! response:	It's threat level is... Dragon!
context: Hey, you don't mean...\You remember the incident from two years ago, don't you?\If that thing appears again...\Yeah. It won't be a matter of bodyguards anymore.\The city will be destroyed.\Th-That's...\The great monster, Centichoro!\It's threat level is... Dragon! response:	Dragon, eh?
context: You remember the incident from two years ago, don't you?\If that thing appears again...\Yeah. It won't be a matter of bodyguards anymore.\The city will be destroyed.\Th-That's...\The great monster, Centichoro!\It's threat level is... Dragon!\Dragon, eh? response:	I'll go call for Class S backup. Let's get out of here for now.
context: If that thing appears again...\Yeah. It won't be a matter of bodyguards anymore.\The city will be destroyed.\Th-That's...\The great monster, Centichoro!\It's threat level is... Dragon!\Dragon, eh?\I'll go call for Class S backup. Let's get out of here for now. response:	That thing's after that family there.
context: Yeah. It won't be a matter of bodyguards anymore.\The city will be destroyed.\Th-That's...\The great monster, Centichoro!\It's threat level is... Dragon!\Dragon, eh?\I'll go call for Class S backup. Let's get out of here for now.\That thing's after that family there. response:	You guys take them while I deal with this guy.
context: The city will be destroyed.\Th-That's...\The great monster, Centichoro!\It's threat level is... Dragon!\Dragon, eh?\I'll go call for Class S backup. Let's get out of here for now.\That thing's after that family there.\You guys take them while I deal with this guy. response:	As fast as you can!
context: Th-That's...\The great monster, Centichoro!\It's threat level is... Dragon!\Dragon, eh?\I'll go call for Class S backup. Let's get out of here for now.\That thing's after that family there.\You guys take them while I deal with this guy.\As fast as you can! response:	Hurry!
context: The great monster, Centichoro!\It's threat level is... Dragon!\Dragon, eh?\I'll go call for Class S backup. Let's get out of here for now.\That thing's after that family there.\You guys take them while I deal with this guy.\As fast as you can!\Hurry! response:	Now, then... What to do?
context: It's threat level is... Dragon!\Dragon, eh?\I'll go call for Class S backup. Let's get out of here for now.\That thing's after that family there.\You guys take them while I deal with this guy.\As fast as you can!\Hurry!\Now, then... What to do? response:	Is that thing staring at us?
context: Dragon, eh?\I'll go call for Class S backup. Let's get out of here for now.\That thing's after that family there.\You guys take them while I deal with this guy.\As fast as you can!\Hurry!\Now, then... What to do?\Is that thing staring at us? response:	You won't get away.
context: I'll go call for Class S backup. Let's get out of here for now.\That thing's after that family there.\You guys take them while I deal with this guy.\As fast as you can!\Hurry!\Now, then... What to do?\Is that thing staring at us?\You won't get away. response:	It's charging!
context: That thing's after that family there.\You guys take them while I deal with this guy.\As fast as you can!\Hurry!\Now, then... What to do?\Is that thing staring at us?\You won't get away.\It's charging! response:	Don't turn around! Just keep running!
context: You guys take them while I deal with this guy.\As fast as you can!\Hurry!\Now, then... What to do?\Is that thing staring at us?\You won't get away.\It's charging!\Don't turn around! Just keep running! response:	It's so hard!
context: As fast as you can!\Hurry!\Now, then... What to do?\Is that thing staring at us?\You won't get away.\It's charging!\Don't turn around! Just keep running!\It's so hard! response:	Out of my way!
context: Hurry!\Now, then... What to do?\Is that thing staring at us?\You won't get away.\It's charging!\Don't turn around! Just keep running!\It's so hard!\Out of my way! response:	My full swing didn't even make a crack in that thing.
context: Now, then... What to do?\Is that thing staring at us?\You won't get away.\It's charging!\Don't turn around! Just keep running!\It's so hard!\Out of my way!\My full swing didn't even make a crack in that thing. response:	But...
context: Is that thing staring at us?\You won't get away.\It's charging!\Don't turn around! Just keep running!\It's so hard!\Out of my way!\My full swing didn't even make a crack in that thing.\But... response:	That bastard made sure I didn't hit its face with the bat.
context: You won't get away.\It's charging!\Don't turn around! Just keep running!\It's so hard!\Out of my way!\My full swing didn't even make a crack in that thing.\But...\That bastard made sure I didn't hit its face with the bat. response:	So that's exactly where I'm gonna aim!
context: It's charging!\Don't turn around! Just keep running!\It's so hard!\Out of my way!\My full swing didn't even make a crack in that thing.\But...\That bastard made sure I didn't hit its face with the bat.\So that's exactly where I'm gonna aim! response:	It's coming after us!
context: Don't turn around! Just keep running!\It's so hard!\Out of my way!\My full swing didn't even make a crack in that thing.\But...\That bastard made sure I didn't hit its face with the bat.\So that's exactly where I'm gonna aim!\It's coming after us! response:	No, wait. Look above it!
context: It's so hard!\Out of my way!\My full swing didn't even make a crack in that thing.\But...\That bastard made sure I didn't hit its face with the bat.\So that's exactly where I'm gonna aim!\It's coming after us!\No, wait. Look above it! response:	That's
context: Out of my way!\My full swing didn't even make a crack in that thing.\But...\That bastard made sure I didn't hit its face with the bat.\So that's exactly where I'm gonna aim!\It's coming after us!\No, wait. Look above it!\That's response:	Killer Move...
context: My full swing didn't even make a crack in that thing.\But...\That bastard made sure I didn't hit its face with the bat.\So that's exactly where I'm gonna aim!\It's coming after us!\No, wait. Look above it!\That's\Killer Move... response:	Pumped-Up...
context: But...\That bastard made sure I didn't hit its face with the bat.\So that's exactly where I'm gonna aim!\It's coming after us!\No, wait. Look above it!\That's\Killer Move...\Pumped-Up... response:	Dragon Pummelin'!
context: That bastard made sure I didn't hit its face with the bat.\So that's exactly where I'm gonna aim!\It's coming after us!\No, wait. Look above it!\That's\Killer Move...\Pumped-Up...\Dragon Pummelin'! response:	Dragon Pummelin'
context: So that's exactly where I'm gonna aim!\It's coming after us!\No, wait. Look above it!\That's\Killer Move...\Pumped-Up...\Dragon Pummelin'!\Dragon Pummelin' response:	Centipede Undulation!
context: It's coming after us!\No, wait. Look above it!\That's\Killer Move...\Pumped-Up...\Dragon Pummelin'!\Dragon Pummelin'\Centipede Undulation! response:	Centipede Undulation
context: No, wait. Look above it!\That's\Killer Move...\Pumped-Up...\Dragon Pummelin'!\Dragon Pummelin'\Centipede Undulation!\Centipede Undulation response:	This is what a Dragon-level monster is like?
context: That's\Killer Move...\Pumped-Up...\Dragon Pummelin'!\Dragon Pummelin'\Centipede Undulation!\Centipede Undulation\This is what a Dragon-level monster is like? response:	Humanity shouldn't have to face something like that!
context: Killer Move...\Pumped-Up...\Dragon Pummelin'!\Dragon Pummelin'\Centipede Undulation!\Centipede Undulation\This is what a Dragon-level monster is like?\Humanity shouldn't have to face something like that! response:	Urgent evacuation order.
context: Pumped-Up...\Dragon Pummelin'!\Dragon Pummelin'\Centipede Undulation!\Centipede Undulation\This is what a Dragon-level monster is like?\Humanity shouldn't have to face something like that!\Urgent evacuation order. response:	Another Dragon-level monster has appeared in City S.
context: Dragon Pummelin'!\Dragon Pummelin'\Centipede Undulation!\Centipede Undulation\This is what a Dragon-level monster is like?\Humanity shouldn't have to face something like that!\Urgent evacuation order.\Another Dragon-level monster has appeared in City S. response:	Did the heroes lose?!
context: Dragon Pummelin'\Centipede Undulation!\Centipede Undulation\This is what a Dragon-level monster is like?\Humanity shouldn't have to face something like that!\Urgent evacuation order.\Another Dragon-level monster has appeared in City S.\Did the heroes lose?! response:	This world is finished!
context: Centipede Undulation!\Centipede Undulation\This is what a Dragon-level monster is like?\Humanity shouldn't have to face something like that!\Urgent evacuation order.\Another Dragon-level monster has appeared in City S.\Did the heroes lose?!\This world is finished! response:	Run! Hurry!
context: Centipede Undulation\This is what a Dragon-level monster is like?\Humanity shouldn't have to face something like that!\Urgent evacuation order.\Another Dragon-level monster has appeared in City S.\Did the heroes lose?!\This world is finished!\Run! Hurry! response:	Wow, things sure got lively.
context: This is what a Dragon-level monster is like?\Humanity shouldn't have to face something like that!\Urgent evacuation order.\Another Dragon-level monster has appeared in City S.\Did the heroes lose?!\This world is finished!\Run! Hurry!\Wow, things sure got lively. response:	I guess that would happen when a Dragon-level monster appears.
context: Humanity shouldn't have to face something like that!\Urgent evacuation order.\Another Dragon-level monster has appeared in City S.\Did the heroes lose?!\This world is finished!\Run! Hurry!\Wow, things sure got lively.\I guess that would happen when a Dragon-level monster appears. response:	Now, I wonder if I'll find Metal Bat alive...
