context: Sakura Hall response:	Let's Make a Game! Pitch
context: Today is the day I relinquish my title of Flying Ace.\It's all up to you now, Sorata!\Kanda, I've always thought you were pretty annoying.\That has no bearing on this situation at all!\You're too loud first thing in the morning.\What is this place, a zoo during breeding season?\Y-You...\Y-You... response:	I'm what?
context: It's all up to you now, Sorata!\Kanda, I've always thought you were pretty annoying.\That has no bearing on this situation at all!\You're too loud first thing in the morning.\What is this place, a zoo during breeding season?\Y-You...\Y-You...\I'm what? response:	You! You came out of your room?!
context: Kanda, I've always thought you were pretty annoying.\That has no bearing on this situation at all!\You're too loud first thing in the morning.\What is this place, a zoo during breeding season?\Y-You...\Y-You...\I'm what?\You! You came out of your room?! response:	I haven't seen some of your faces before.
context: That has no bearing on this situation at all!\You're too loud first thing in the morning.\What is this place, a zoo during breeding season?\Y-You...\Y-You...\I'm what?\You! You came out of your room?!\I haven't seen some of your faces before. response:	Let me introduce myself.
context: You're too loud first thing in the morning.\What is this place, a zoo during breeding season?\Y-You...\Y-You...\I'm what?\You! You came out of your room?!\I haven't seen some of your faces before.\Let me introduce myself. response:	I'm Akasaka Ryunosuke.
context: What is this place, a zoo during breeding season?\Y-You...\Y-You...\I'm what?\You! You came out of your room?!\I haven't seen some of your faces before.\Let me introduce myself.\I'm Akasaka Ryunosuke. response:	I'm the occupant of Room 102.
context: Y-You...\Y-You...\I'm what?\You! You came out of your room?!\I haven't seen some of your faces before.\Let me introduce myself.\I'm Akasaka Ryunosuke.\I'm the occupant of Room 102. response:	You have received a message!
context: Y-You...\I'm what?\You! You came out of your room?!\I haven't seen some of your faces before.\Let me introduce myself.\I'm Akasaka Ryunosuke.\I'm the occupant of Room 102.\You have received a message! response:	Akasaka-kun, are my lessons boring you?
context: I'm what?\You! You came out of your room?!\I haven't seen some of your faces before.\Let me introduce myself.\I'm Akasaka Ryunosuke.\I'm the occupant of Room 102.\You have received a message!\Akasaka-kun, are my lessons boring you? response:	I have no interest in most things in this world.
context: You! You came out of your room?!\I haven't seen some of your faces before.\Let me introduce myself.\I'm Akasaka Ryunosuke.\I'm the occupant of Room 102.\You have received a message!\Akasaka-kun, are my lessons boring you?\I have no interest in most things in this world. response:	And I hate women, so don't talk to me.
context: I haven't seen some of your faces before.\Let me introduce myself.\I'm Akasaka Ryunosuke.\I'm the occupant of Room 102.\You have received a message!\Akasaka-kun, are my lessons boring you?\I have no interest in most things in this world.\And I hate women, so don't talk to me. response:	You finally came to school for the first time in five months.
context: Let me introduce myself.\I'm Akasaka Ryunosuke.\I'm the occupant of Room 102.\You have received a message!\Akasaka-kun, are my lessons boring you?\I have no interest in most things in this world.\And I hate women, so don't talk to me.\You finally came to school for the first time in five months. response:	It'd be nice if you at least stopped eating tomatoes and listened to my lesson.
context: I'm Akasaka Ryunosuke.\I'm the occupant of Room 102.\You have received a message!\Akasaka-kun, are my lessons boring you?\I have no interest in most things in this world.\And I hate women, so don't talk to me.\You finally came to school for the first time in five months.\It'd be nice if you at least stopped eating tomatoes and listened to my lesson. response:	Tomatoes are nutritious and scrumptious.
context: I'm the occupant of Room 102.\You have received a message!\Akasaka-kun, are my lessons boring you?\I have no interest in most things in this world.\And I hate women, so don't talk to me.\You finally came to school for the first time in five months.\It'd be nice if you at least stopped eating tomatoes and listened to my lesson.\Tomatoes are nutritious and scrumptious. response:	I'm only here to increase my attendance scores,
context: You have received a message!\Akasaka-kun, are my lessons boring you?\I have no interest in most things in this world.\And I hate women, so don't talk to me.\You finally came to school for the first time in five months.\It'd be nice if you at least stopped eating tomatoes and listened to my lesson.\Tomatoes are nutritious and scrumptious.\I'm only here to increase my attendance scores, response:	so there's no reason for me to listen.
context: Akasaka-kun, are my lessons boring you?\I have no interest in most things in this world.\And I hate women, so don't talk to me.\You finally came to school for the first time in five months.\It'd be nice if you at least stopped eating tomatoes and listened to my lesson.\Tomatoes are nutritious and scrumptious.\I'm only here to increase my attendance scores,\so there's no reason for me to listen. response:	If you have a problem with that, you should come up...
context: I have no interest in most things in this world.\And I hate women, so don't talk to me.\You finally came to school for the first time in five months.\It'd be nice if you at least stopped eating tomatoes and listened to my lesson.\Tomatoes are nutritious and scrumptious.\I'm only here to increase my attendance scores,\so there's no reason for me to listen.\If you have a problem with that, you should come up... response:	with a lesson I can actually take some interest in, Shiroyama Koharu.
context: And I hate women, so don't talk to me.\You finally came to school for the first time in five months.\It'd be nice if you at least stopped eating tomatoes and listened to my lesson.\Tomatoes are nutritious and scrumptious.\I'm only here to increase my attendance scores,\so there's no reason for me to listen.\If you have a problem with that, you should come up...\with a lesson I can actually take some interest in, Shiroyama Koharu. response:	How dare you talk balk to your teacher?!
context: You finally came to school for the first time in five months.\It'd be nice if you at least stopped eating tomatoes and listened to my lesson.\Tomatoes are nutritious and scrumptious.\I'm only here to increase my attendance scores,\so there's no reason for me to listen.\If you have a problem with that, you should come up...\with a lesson I can actually take some interest in, Shiroyama Koharu.\How dare you talk balk to your teacher?! response:	What's your problem?!
context: It'd be nice if you at least stopped eating tomatoes and listened to my lesson.\Tomatoes are nutritious and scrumptious.\I'm only here to increase my attendance scores,\so there's no reason for me to listen.\If you have a problem with that, you should come up...\with a lesson I can actually take some interest in, Shiroyama Koharu.\How dare you talk balk to your teacher?!\What's your problem?! response:	I'm going to tell Chihiro-chan about this!
context: Tomatoes are nutritious and scrumptious.\I'm only here to increase my attendance scores,\so there's no reason for me to listen.\If you have a problem with that, you should come up...\with a lesson I can actually take some interest in, Shiroyama Koharu.\How dare you talk balk to your teacher?!\What's your problem?!\I'm going to tell Chihiro-chan about this! response:	What are you going to do about Rita-san?
context: I'm only here to increase my attendance scores,\so there's no reason for me to listen.\If you have a problem with that, you should come up...\with a lesson I can actually take some interest in, Shiroyama Koharu.\How dare you talk balk to your teacher?!\What's your problem?!\I'm going to tell Chihiro-chan about this!\What are you going to do about Rita-san? response:	Do you want Mashiro to go back to England?
context: so there's no reason for me to listen.\If you have a problem with that, you should come up...\with a lesson I can actually take some interest in, Shiroyama Koharu.\How dare you talk balk to your teacher?!\What's your problem?!\I'm going to tell Chihiro-chan about this!\What are you going to do about Rita-san?\Do you want Mashiro to go back to England? response:	Some things can't be done over.
context: If you have a problem with that, you should come up...\with a lesson I can actually take some interest in, Shiroyama Koharu.\How dare you talk balk to your teacher?!\What's your problem?!\I'm going to tell Chihiro-chan about this!\What are you going to do about Rita-san?\Do you want Mashiro to go back to England?\Some things can't be done over. response:	No good will come of me overthinking this.
context: with a lesson I can actually take some interest in, Shiroyama Koharu.\How dare you talk balk to your teacher?!\What's your problem?!\I'm going to tell Chihiro-chan about this!\What are you going to do about Rita-san?\Do you want Mashiro to go back to England?\Some things can't be done over.\No good will come of me overthinking this. response:	Shiina's the one who has to decide.
context: How dare you talk balk to your teacher?!\What's your problem?!\I'm going to tell Chihiro-chan about this!\What are you going to do about Rita-san?\Do you want Mashiro to go back to England?\Some things can't be done over.\No good will come of me overthinking this.\Shiina's the one who has to decide. response:	Here, your laundry...
context: What's your problem?!\I'm going to tell Chihiro-chan about this!\What are you going to do about Rita-san?\Do you want Mashiro to go back to England?\Some things can't be done over.\No good will come of me overthinking this.\Shiina's the one who has to decide.\Here, your laundry... response:	You idiot.
context: I'm going to tell Chihiro-chan about this!\What are you going to do about Rita-san?\Do you want Mashiro to go back to England?\Some things can't be done over.\No good will come of me overthinking this.\Shiina's the one who has to decide.\Here, your laundry...\You idiot. response:	You're an idiot.
context: What are you going to do about Rita-san?\Do you want Mashiro to go back to England?\Some things can't be done over.\No good will come of me overthinking this.\Shiina's the one who has to decide.\Here, your laundry...\You idiot.\You're an idiot. response:	Ultimate Melon Bun
context: Do you want Mashiro to go back to England?\Some things can't be done over.\No good will come of me overthinking this.\Shiina's the one who has to decide.\Here, your laundry...\You idiot.\You're an idiot.\Ultimate Melon Bun response:	You're a Sorata idiot.
context: Some things can't be done over.\No good will come of me overthinking this.\Shiina's the one who has to decide.\Here, your laundry...\You idiot.\You're an idiot.\Ultimate Melon Bun\You're a Sorata idiot. response:	What kind of idiot is that?!
context: No good will come of me overthinking this.\Shiina's the one who has to decide.\Here, your laundry...\You idiot.\You're an idiot.\Ultimate Melon Bun\You're a Sorata idiot.\What kind of idiot is that?! response:	Let the Japanese and English Declaration of Friendship...
context: Shiina's the one who has to decide.\Here, your laundry...\You idiot.\You're an idiot.\Ultimate Melon Bun\You're a Sorata idiot.\What kind of idiot is that?!\Let the Japanese and English Declaration of Friendship... response:	Lines I Always Wanted to Say Once event begin!
context: Here, your laundry...\You idiot.\You're an idiot.\Ultimate Melon Bun\You're a Sorata idiot.\What kind of idiot is that?!\Let the Japanese and English Declaration of Friendship...\Lines I Always Wanted to Say Once event begin! response:	Here we go again...
context: You idiot.\You're an idiot.\Ultimate Melon Bun\You're a Sorata idiot.\What kind of idiot is that?!\Let the Japanese and English Declaration of Friendship...\Lines I Always Wanted to Say Once event begin!\Here we go again... response:	I'll start!
context: You're an idiot.\Ultimate Melon Bun\You're a Sorata idiot.\What kind of idiot is that?!\Let the Japanese and English Declaration of Friendship...\Lines I Always Wanted to Say Once event begin!\Here we go again...\I'll start! response:	I'll give you half of this world.
context: Ultimate Melon Bun\You're a Sorata idiot.\What kind of idiot is that?!\Let the Japanese and English Declaration of Friendship...\Lines I Always Wanted to Say Once event begin!\Here we go again...\I'll start!\I'll give you half of this world. response:	Next!
context: You're a Sorata idiot.\What kind of idiot is that?!\Let the Japanese and English Declaration of Friendship...\Lines I Always Wanted to Say Once event begin!\Here we go again...\I'll start!\I'll give you half of this world.\Next! response:	Driver, follow that car!
context: What kind of idiot is that?!\Let the Japanese and English Declaration of Friendship...\Lines I Always Wanted to Say Once event begin!\Here we go again...\I'll start!\I'll give you half of this world.\Next!\Driver, follow that car! response:	Nice, Rittan! You're next!
context: Let the Japanese and English Declaration of Friendship...\Lines I Always Wanted to Say Once event begin!\Here we go again...\I'll start!\I'll give you half of this world.\Next!\Driver, follow that car!\Nice, Rittan! You're next! response:	Me?
context: Lines I Always Wanted to Say Once event begin!\Here we go again...\I'll start!\I'll give you half of this world.\Next!\Driver, follow that car!\Nice, Rittan! You're next!\Me? response:	Do you want the good news or the bad news first?
context: Here we go again...\I'll start!\I'll give you half of this world.\Next!\Driver, follow that car!\Nice, Rittan! You're next!\Me?\Do you want the good news or the bad news first? response:	You're next!
context: I'll start!\I'll give you half of this world.\Next!\Driver, follow that car!\Nice, Rittan! You're next!\Me?\Do you want the good news or the bad news first?\You're next! response:	I'm next? U-Uh, um...
context: I'll give you half of this world.\Next!\Driver, follow that car!\Nice, Rittan! You're next!\Me?\Do you want the good news or the bad news first?\You're next!\I'm next? U-Uh, um... response:	Don't spout such nonsense... or something.
context: Next!\Driver, follow that car!\Nice, Rittan! You're next!\Me?\Do you want the good news or the bad news first?\You're next!\I'm next? U-Uh, um...\Don't spout such nonsense... or something. response:	My turn.
context: Driver, follow that car!\Nice, Rittan! You're next!\Me?\Do you want the good news or the bad news first?\You're next!\I'm next? U-Uh, um...\Don't spout such nonsense... or something.\My turn. response:	Will you go on just one date with me?
context: Nice, Rittan! You're next!\Me?\Do you want the good news or the bad news first?\You're next!\I'm next? U-Uh, um...\Don't spout such nonsense... or something.\My turn.\Will you go on just one date with me? response:	If possible, I'd like to go out tomorrow.
context: Me?\Do you want the good news or the bad news first?\You're next!\I'm next? U-Uh, um...\Don't spout such nonsense... or something.\My turn.\Will you go on just one date with me?\If possible, I'd like to go out tomorrow. response:	Your
context: Do you want the good news or the bad news first?\You're next!\I'm next? U-Uh, um...\Don't spout such nonsense... or something.\My turn.\Will you go on just one date with me?\If possible, I'd like to go out tomorrow.\Your response:	What do you think you're saying?!
context: You're next!\I'm next? U-Uh, um...\Don't spout such nonsense... or something.\My turn.\Will you go on just one date with me?\If possible, I'd like to go out tomorrow.\Your\What do you think you're saying?! response:	Unfortunately, I'm busy for the next ten years.
context: I'm next? U-Uh, um...\Don't spout such nonsense... or something.\My turn.\Will you go on just one date with me?\If possible, I'd like to go out tomorrow.\Your\What do you think you're saying?!\Unfortunately, I'm busy for the next ten years. response:	Your turn.
context: Don't spout such nonsense... or something.\My turn.\Will you go on just one date with me?\If possible, I'd like to go out tomorrow.\Your\What do you think you're saying?!\Unfortunately, I'm busy for the next ten years.\Your turn. response:	I don't mind waiting ten years...
context: My turn.\Will you go on just one date with me?\If possible, I'd like to go out tomorrow.\Your\What do you think you're saying?!\Unfortunately, I'm busy for the next ten years.\Your turn.\I don't mind waiting ten years... response:	to go on a date with such an incredible girl.
context: Will you go on just one date with me?\If possible, I'd like to go out tomorrow.\Your\What do you think you're saying?!\Unfortunately, I'm busy for the next ten years.\Your turn.\I don't mind waiting ten years...\to go on a date with such an incredible girl. response:	Back to you.
context: If possible, I'd like to go out tomorrow.\Your\What do you think you're saying?!\Unfortunately, I'm busy for the next ten years.\Your turn.\I don't mind waiting ten years...\to go on a date with such an incredible girl.\Back to you. response:	What are you guys talking about?!
context: Your\What do you think you're saying?!\Unfortunately, I'm busy for the next ten years.\Your turn.\I don't mind waiting ten years...\to go on a date with such an incredible girl.\Back to you.\What are you guys talking about?! response:	He made that all up!
context: What do you think you're saying?!\Unfortunately, I'm busy for the next ten years.\Your turn.\I don't mind waiting ten years...\to go on a date with such an incredible girl.\Back to you.\What are you guys talking about?!\He made that all up! response:	They're all lies!
context: Unfortunately, I'm busy for the next ten years.\Your turn.\I don't mind waiting ten years...\to go on a date with such an incredible girl.\Back to you.\What are you guys talking about?!\He made that all up!\They're all lies! response:	We're speaking out of order.
context: Your turn.\I don't mind waiting ten years...\to go on a date with such an incredible girl.\Back to you.\What are you guys talking about?!\He made that all up!\They're all lies!\We're speaking out of order. response:	We skipped Mashiro.
context: I don't mind waiting ten years...\to go on a date with such an incredible girl.\Back to you.\What are you guys talking about?!\He made that all up!\They're all lies!\We're speaking out of order.\We skipped Mashiro. response:	Mashiro-chan, it's your turn.
context: to go on a date with such an incredible girl.\Back to you.\What are you guys talking about?!\He made that all up!\They're all lies!\We're speaking out of order.\We skipped Mashiro.\Mashiro-chan, it's your turn. response:	Sorata is an idiot.
context: Back to you.\What are you guys talking about?!\He made that all up!\They're all lies!\We're speaking out of order.\We skipped Mashiro.\Mashiro-chan, it's your turn.\Sorata is an idiot. response:	Hey, have you come up with something for this year's culture festival yet?
context: What are you guys talking about?!\He made that all up!\They're all lies!\We're speaking out of order.\We skipped Mashiro.\Mashiro-chan, it's your turn.\Sorata is an idiot.\Hey, have you come up with something for this year's culture festival yet? response:	I guess I should do an oil painting.
context: He made that all up!\They're all lies!\We're speaking out of order.\We skipped Mashiro.\Mashiro-chan, it's your turn.\Sorata is an idiot.\Hey, have you come up with something for this year's culture festival yet?\I guess I should do an oil painting. response:	Hey, let's go buy some paints together.
context: They're all lies!\We're speaking out of order.\We skipped Mashiro.\Mashiro-chan, it's your turn.\Sorata is an idiot.\Hey, have you come up with something for this year's culture festival yet?\I guess I should do an oil painting.\Hey, let's go buy some paints together. response:	Yeah, let's.
context: We're speaking out of order.\We skipped Mashiro.\Mashiro-chan, it's your turn.\Sorata is an idiot.\Hey, have you come up with something for this year's culture festival yet?\I guess I should do an oil painting.\Hey, let's go buy some paints together.\Yeah, let's. response:	Oh, Shiho.
context: We skipped Mashiro.\Mashiro-chan, it's your turn.\Sorata is an idiot.\Hey, have you come up with something for this year's culture festival yet?\I guess I should do an oil painting.\Hey, let's go buy some paints together.\Yeah, let's.\Oh, Shiho. response:	Why don't you come with us, Shiho?
context: Mashiro-chan, it's your turn.\Sorata is an idiot.\Hey, have you come up with something for this year's culture festival yet?\I guess I should do an oil painting.\Hey, let's go buy some paints together.\Yeah, let's.\Oh, Shiho.\Why don't you come with us, Shiho? response:	Let's all go together.
context: Sorata is an idiot.\Hey, have you come up with something for this year's culture festival yet?\I guess I should do an oil painting.\Hey, let's go buy some paints together.\Yeah, let's.\Oh, Shiho.\Why don't you come with us, Shiho?\Let's all go together. response:	Huh? Okay...
context: Hey, have you come up with something for this year's culture festival yet?\I guess I should do an oil painting.\Hey, let's go buy some paints together.\Yeah, let's.\Oh, Shiho.\Why don't you come with us, Shiho?\Let's all go together.\Huh? Okay... response:	Shiina, I'm here to
context: I guess I should do an oil painting.\Hey, let's go buy some paints together.\Yeah, let's.\Oh, Shiho.\Why don't you come with us, Shiho?\Let's all go together.\Huh? Okay...\Shiina, I'm here to response:	I feel like I have to tell you this now, so I'm texting you.
context: Hey, let's go buy some paints together.\Yeah, let's.\Oh, Shiho.\Why don't you come with us, Shiho?\Let's all go together.\Huh? Okay...\Shiina, I'm here to\I feel like I have to tell you this now, so I'm texting you. response:	I'm confused, too.
context: Yeah, let's.\Oh, Shiho.\Why don't you come with us, Shiho?\Let's all go together.\Huh? Okay...\Shiina, I'm here to\I feel like I have to tell you this now, so I'm texting you.\I'm confused, too. response:	She just suddenly turned up,
context: Oh, Shiho.\Why don't you come with us, Shiho?\Let's all go together.\Huh? Okay...\Shiina, I'm here to\I feel like I have to tell you this now, so I'm texting you.\I'm confused, too.\She just suddenly turned up, response:	and said she was taking you back to England.
context: Why don't you come with us, Shiho?\Let's all go together.\Huh? Okay...\Shiina, I'm here to\I feel like I have to tell you this now, so I'm texting you.\I'm confused, too.\She just suddenly turned up,\and said she was taking you back to England. response:	When she said your paintings would go down in history,
context: Let's all go together.\Huh? Okay...\Shiina, I'm here to\I feel like I have to tell you this now, so I'm texting you.\I'm confused, too.\She just suddenly turned up,\and said she was taking you back to England.\When she said your paintings would go down in history, response:	it really made me think.
context: Huh? Okay...\Shiina, I'm here to\I feel like I have to tell you this now, so I'm texting you.\I'm confused, too.\She just suddenly turned up,\and said she was taking you back to England.\When she said your paintings would go down in history,\it really made me think. response:	It made me wonder what's actually best for you.
context: Shiina, I'm here to\I feel like I have to tell you this now, so I'm texting you.\I'm confused, too.\She just suddenly turned up,\and said she was taking you back to England.\When she said your paintings would go down in history,\it really made me think.\It made me wonder what's actually best for you. response:	I'm not on Rita's side,
context: I feel like I have to tell you this now, so I'm texting you.\I'm confused, too.\She just suddenly turned up,\and said she was taking you back to England.\When she said your paintings would go down in history,\it really made me think.\It made me wonder what's actually best for you.\I'm not on Rita's side, response:	but I'm not sure I'm on your side, either.
context: I'm confused, too.\She just suddenly turned up,\and said she was taking you back to England.\When she said your paintings would go down in history,\it really made me think.\It made me wonder what's actually best for you.\I'm not on Rita's side,\but I'm not sure I'm on your side, either. response:	It's just...
context: She just suddenly turned up,\and said she was taking you back to England.\When she said your paintings would go down in history,\it really made me think.\It made me wonder what's actually best for you.\I'm not on Rita's side,\but I'm not sure I'm on your side, either.\It's just... response:	I'm really looking forward to your serialized manga. I mean it.
context: and said she was taking you back to England.\When she said your paintings would go down in history,\it really made me think.\It made me wonder what's actually best for you.\I'm not on Rita's side,\but I'm not sure I'm on your side, either.\It's just...\I'm really looking forward to your serialized manga. I mean it. response:	Sending
context: When she said your paintings would go down in history,\it really made me think.\It made me wonder what's actually best for you.\I'm not on Rita's side,\but I'm not sure I'm on your side, either.\It's just...\I'm really looking forward to your serialized manga. I mean it.\Sending response:	Does she even know how to check her messages?
context: it really made me think.\It made me wonder what's actually best for you.\I'm not on Rita's side,\but I'm not sure I'm on your side, either.\It's just...\I'm really looking forward to your serialized manga. I mean it.\Sending\Does she even know how to check her messages? response:	Received Message Shiina Mashiro Re: No Subject
context: It made me wonder what's actually best for you.\I'm not on Rita's side,\but I'm not sure I'm on your side, either.\It's just...\I'm really looking forward to your serialized manga. I mean it.\Sending\Does she even know how to check her messages?\Received Message Shiina Mashiro Re: No Subject response:	Received Message Shiina Mashiro Re: No Subject You
context: I'm not on Rita's side,\but I'm not sure I'm on your side, either.\It's just...\I'm really looking forward to your serialized manga. I mean it.\Sending\Does she even know how to check her messages?\Received Message Shiina Mashiro Re: No Subject\Received Message Shiina Mashiro Re: No Subject You response:	What do you mean, you?
context: but I'm not sure I'm on your side, either.\It's just...\I'm really looking forward to your serialized manga. I mean it.\Sending\Does she even know how to check her messages?\Received Message Shiina Mashiro Re: No Subject\Received Message Shiina Mashiro Re: No Subject You\What do you mean, you? response:	For Sorata is an idiot.
context: It's just...\I'm really looking forward to your serialized manga. I mean it.\Sending\Does she even know how to check her messages?\Received Message Shiina Mashiro Re: No Subject\Received Message Shiina Mashiro Re: No Subject You\What do you mean, you?\For Sorata is an idiot. response:	That doesn't have you in it!
context: I'm really looking forward to your serialized manga. I mean it.\Sending\Does she even know how to check her messages?\Received Message Shiina Mashiro Re: No Subject\Received Message Shiina Mashiro Re: No Subject You\What do you mean, you?\For Sorata is an idiot.\That doesn't have you in it! response:	Men, the day has finally arrived!
context: Sending\Does she even know how to check her messages?\Received Message Shiina Mashiro Re: No Subject\Received Message Shiina Mashiro Re: No Subject You\What do you mean, you?\For Sorata is an idiot.\That doesn't have you in it!\Men, the day has finally arrived! response:	Hey! Misaki-senpai, I can see your underwear!
context: Does she even know how to check her messages?\Received Message Shiina Mashiro Re: No Subject\Received Message Shiina Mashiro Re: No Subject You\What do you mean, you?\For Sorata is an idiot.\That doesn't have you in it!\Men, the day has finally arrived!\Hey! Misaki-senpai, I can see your underwear! response:	Come down from there, Senpai!
context: Received Message Shiina Mashiro Re: No Subject\Received Message Shiina Mashiro Re: No Subject You\What do you mean, you?\For Sorata is an idiot.\That doesn't have you in it!\Men, the day has finally arrived!\Hey! Misaki-senpai, I can see your underwear!\Come down from there, Senpai! response:	Now that we've assembled the strongest warriors of Sakura Hall,
context: Received Message Shiina Mashiro Re: No Subject You\What do you mean, you?\For Sorata is an idiot.\That doesn't have you in it!\Men, the day has finally arrived!\Hey! Misaki-senpai, I can see your underwear!\Come down from there, Senpai!\Now that we've assembled the strongest warriors of Sakura Hall, response:	we must harness our power of friendship...
context: What do you mean, you?\For Sorata is an idiot.\That doesn't have you in it!\Men, the day has finally arrived!\Hey! Misaki-senpai, I can see your underwear!\Come down from there, Senpai!\Now that we've assembled the strongest warriors of Sakura Hall,\we must harness our power of friendship... response:	and take control of the culture festival!
context: For Sorata is an idiot.\That doesn't have you in it!\Men, the day has finally arrived!\Hey! Misaki-senpai, I can see your underwear!\Come down from there, Senpai!\Now that we've assembled the strongest warriors of Sakura Hall,\we must harness our power of friendship...\and take control of the culture festival! response:	In other words, she's saying that the residents of Sakura Hall...
context: That doesn't have you in it!\Men, the day has finally arrived!\Hey! Misaki-senpai, I can see your underwear!\Come down from there, Senpai!\Now that we've assembled the strongest warriors of Sakura Hall,\we must harness our power of friendship...\and take control of the culture festival!\In other words, she's saying that the residents of Sakura Hall... response:	should band together and do something for the culture festival.
context: Men, the day has finally arrived!\Hey! Misaki-senpai, I can see your underwear!\Come down from there, Senpai!\Now that we've assembled the strongest warriors of Sakura Hall,\we must harness our power of friendship...\and take control of the culture festival!\In other words, she's saying that the residents of Sakura Hall...\should band together and do something for the culture festival. response:	Oh...
context: Hey! Misaki-senpai, I can see your underwear!\Come down from there, Senpai!\Now that we've assembled the strongest warriors of Sakura Hall,\we must harness our power of friendship...\and take control of the culture festival!\In other words, she's saying that the residents of Sakura Hall...\should band together and do something for the culture festival.\Oh... response:	I don't mind.
context: Come down from there, Senpai!\Now that we've assembled the strongest warriors of Sakura Hall,\we must harness our power of friendship...\and take control of the culture festival!\In other words, she's saying that the residents of Sakura Hall...\should band together and do something for the culture festival.\Oh...\I don't mind. response:	Sounds fun.
context: Now that we've assembled the strongest warriors of Sakura Hall,\we must harness our power of friendship...\and take control of the culture festival!\In other words, she's saying that the residents of Sakura Hall...\should band together and do something for the culture festival.\Oh...\I don't mind.\Sounds fun. response:	Huh? Well, I'm all for it.
context: we must harness our power of friendship...\and take control of the culture festival!\In other words, she's saying that the residents of Sakura Hall...\should band together and do something for the culture festival.\Oh...\I don't mind.\Sounds fun.\Huh? Well, I'm all for it. response:	Ryunosuke says: No problems here.
context: and take control of the culture festival!\In other words, she's saying that the residents of Sakura Hall...\should band together and do something for the culture festival.\Oh...\I don't mind.\Sounds fun.\Huh? Well, I'm all for it.\Ryunosuke says: No problems here. response:	Everyone approves, so it's decided!
context: In other words, she's saying that the residents of Sakura Hall...\should band together and do something for the culture festival.\Oh...\I don't mind.\Sounds fun.\Huh? Well, I'm all for it.\Ryunosuke says: No problems here.\Everyone approves, so it's decided! response:	If we're gonna do something,
context: should band together and do something for the culture festival.\Oh...\I don't mind.\Sounds fun.\Huh? Well, I'm all for it.\Ryunosuke says: No problems here.\Everyone approves, so it's decided!\If we're gonna do something, response:	we should make something only Sakura Hall could make!
context: Oh...\I don't mind.\Sounds fun.\Huh? Well, I'm all for it.\Ryunosuke says: No problems here.\Everyone approves, so it's decided!\If we're gonna do something,\we should make something only Sakura Hall could make! response:	Yeah, but...
context: I don't mind.\Sounds fun.\Huh? Well, I'm all for it.\Ryunosuke says: No problems here.\Everyone approves, so it's decided!\If we're gonna do something,\we should make something only Sakura Hall could make!\Yeah, but... response:	Misaki-senpai and Shiina could do the art,
context: Sounds fun.\Huh? Well, I'm all for it.\Ryunosuke says: No problems here.\Everyone approves, so it's decided!\If we're gonna do something,\we should make something only Sakura Hall could make!\Yeah, but...\Misaki-senpai and Shiina could do the art, response:	Jin-san could write the script, and Aoyama could provide the voices...
context: Huh? Well, I'm all for it.\Ryunosuke says: No problems here.\Everyone approves, so it's decided!\If we're gonna do something,\we should make something only Sakura Hall could make!\Yeah, but...\Misaki-senpai and Shiina could do the art,\Jin-san could write the script, and Aoyama could provide the voices... response:	With talent like that, we could make an amazing video.
context: Ryunosuke says: No problems here.\Everyone approves, so it's decided!\If we're gonna do something,\we should make something only Sakura Hall could make!\Yeah, but...\Misaki-senpai and Shiina could do the art,\Jin-san could write the script, and Aoyama could provide the voices...\With talent like that, we could make an amazing video. response:	And Sakura Hall even has the Dragon!
context: Everyone approves, so it's decided!\If we're gonna do something,\we should make something only Sakura Hall could make!\Yeah, but...\Misaki-senpai and Shiina could do the art,\Jin-san could write the script, and Aoyama could provide the voices...\With talent like that, we could make an amazing video.\And Sakura Hall even has the Dragon! response:	Ryunosuke
context: If we're gonna do something,\we should make something only Sakura Hall could make!\Yeah, but...\Misaki-senpai and Shiina could do the art,\Jin-san could write the script, and Aoyama could provide the voices...\With talent like that, we could make an amazing video.\And Sakura Hall even has the Dragon!\Ryunosuke response:	A programmer!
context: we should make something only Sakura Hall could make!\Yeah, but...\Misaki-senpai and Shiina could do the art,\Jin-san could write the script, and Aoyama could provide the voices...\With talent like that, we could make an amazing video.\And Sakura Hall even has the Dragon!\Ryunosuke\A programmer! response:	The Dragon?
context: Yeah, but...\Misaki-senpai and Shiina could do the art,\Jin-san could write the script, and Aoyama could provide the voices...\With talent like that, we could make an amazing video.\And Sakura Hall even has the Dragon!\Ryunosuke\A programmer!\The Dragon? response:	She means Akasaka.
context: Misaki-senpai and Shiina could do the art,\Jin-san could write the script, and Aoyama could provide the voices...\With talent like that, we could make an amazing video.\And Sakura Hall even has the Dragon!\Ryunosuke\A programmer!\The Dragon?\She means Akasaka. response:	His name's Ryunosuke, and the ryu means dragon.
context: Jin-san could write the script, and Aoyama could provide the voices...\With talent like that, we could make an amazing video.\And Sakura Hall even has the Dragon!\Ryunosuke\A programmer!\The Dragon?\She means Akasaka.\His name's Ryunosuke, and the ryu means dragon. response:	Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation?
