context: The first semester's finally over... response:	Okumura!
context: Yes. I killed lots of its kin, so it's cooperative.\Let me watch the show this time.\That woman is hiding the Demon-Slaying Blade.\How should I make the boy mad?\I'm glad you're so enthusiastic, but this time you will do as I say.\He's not listening...\You were right, this is impossible alone.\This is the lantern? It's so huge! response:	Looks like a stone garden lantern.
context: Let me watch the show this time.\That woman is hiding the Demon-Slaying Blade.\How should I make the boy mad?\I'm glad you're so enthusiastic, but this time you will do as I say.\He's not listening...\You were right, this is impossible alone.\This is the lantern? It's so huge!\Looks like a stone garden lantern. response:	It's a peg lantern.
context: That woman is hiding the Demon-Slaying Blade.\How should I make the boy mad?\I'm glad you're so enthusiastic, but this time you will do as I say.\He's not listening...\You were right, this is impossible alone.\This is the lantern? It's so huge!\Looks like a stone garden lantern.\It's a peg lantern. response:	It waits in the night for someone to light it,
context: How should I make the boy mad?\I'm glad you're so enthusiastic, but this time you will do as I say.\He's not listening...\You were right, this is impossible alone.\This is the lantern? It's so huge!\Looks like a stone garden lantern.\It's a peg lantern.\It waits in the night for someone to light it, response:	and as soon as it's been lit it starts moving,
context: I'm glad you're so enthusiastic, but this time you will do as I say.\He's not listening...\You were right, this is impossible alone.\This is the lantern? It's so huge!\Looks like a stone garden lantern.\It's a peg lantern.\It waits in the night for someone to light it,\and as soon as it's been lit it starts moving, response:	hunts down living things and uses them as fuel.
context: He's not listening...\You were right, this is impossible alone.\This is the lantern? It's so huge!\Looks like a stone garden lantern.\It's a peg lantern.\It waits in the night for someone to light it,\and as soon as it's been lit it starts moving,\hunts down living things and uses them as fuel. response:	Usually women are its favorite.
context: You were right, this is impossible alone.\This is the lantern? It's so huge!\Looks like a stone garden lantern.\It's a peg lantern.\It waits in the night for someone to light it,\and as soon as it's been lit it starts moving,\hunts down living things and uses them as fuel.\Usually women are its favorite. response:	It's a demon that stops moving with dawn or when its fuel runs out.
context: This is the lantern? It's so huge!\Looks like a stone garden lantern.\It's a peg lantern.\It waits in the night for someone to light it,\and as soon as it's been lit it starts moving,\hunts down living things and uses them as fuel.\Usually women are its favorite.\It's a demon that stops moving with dawn or when its fuel runs out. response:	When I saw it, I thought maybe we had misinterpreted the mission...
context: Looks like a stone garden lantern.\It's a peg lantern.\It waits in the night for someone to light it,\and as soon as it's been lit it starts moving,\hunts down living things and uses them as fuel.\Usually women are its favorite.\It's a demon that stops moving with dawn or when its fuel runs out.\When I saw it, I thought maybe we had misinterpreted the mission... response:	Yeah. This training requires cooperation.
context: It's a peg lantern.\It waits in the night for someone to light it,\and as soon as it's been lit it starts moving,\hunts down living things and uses them as fuel.\Usually women are its favorite.\It's a demon that stops moving with dawn or when its fuel runs out.\When I saw it, I thought maybe we had misinterpreted the mission...\Yeah. This training requires cooperation. response:	Oh, Bon? I recall you saying something about no helping each other?
context: It waits in the night for someone to light it,\and as soon as it's been lit it starts moving,\hunts down living things and uses them as fuel.\Usually women are its favorite.\It's a demon that stops moving with dawn or when its fuel runs out.\When I saw it, I thought maybe we had misinterpreted the mission...\Yeah. This training requires cooperation.\Oh, Bon? I recall you saying something about no helping each other? response:	Because he said that there are only three permissions!
context: and as soon as it's been lit it starts moving,\hunts down living things and uses them as fuel.\Usually women are its favorite.\It's a demon that stops moving with dawn or when its fuel runs out.\When I saw it, I thought maybe we had misinterpreted the mission...\Yeah. This training requires cooperation.\Oh, Bon? I recall you saying something about no helping each other?\Because he said that there are only three permissions! response:	Yeah, he never said only for three people, did he?
context: hunts down living things and uses them as fuel.\Usually women are its favorite.\It's a demon that stops moving with dawn or when its fuel runs out.\When I saw it, I thought maybe we had misinterpreted the mission...\Yeah. This training requires cooperation.\Oh, Bon? I recall you saying something about no helping each other?\Because he said that there are only three permissions!\Yeah, he never said only for three people, did he? response:	Let's all get to it. Does anyone know Kamiki's or Takara's number?
context: Usually women are its favorite.\It's a demon that stops moving with dawn or when its fuel runs out.\When I saw it, I thought maybe we had misinterpreted the mission...\Yeah. This training requires cooperation.\Oh, Bon? I recall you saying something about no helping each other?\Because he said that there are only three permissions!\Yeah, he never said only for three people, did he?\Let's all get to it. Does anyone know Kamiki's or Takara's number? response:	I asked Izumo a bunch of times, but she never gave me her number.
context: It's a demon that stops moving with dawn or when its fuel runs out.\When I saw it, I thought maybe we had misinterpreted the mission...\Yeah. This training requires cooperation.\Oh, Bon? I recall you saying something about no helping each other?\Because he said that there are only three permissions!\Yeah, he never said only for three people, did he?\Let's all get to it. Does anyone know Kamiki's or Takara's number?\I asked Izumo a bunch of times, but she never gave me her number. response:	Anyway, I thought up a formation how the five of us can carry this.
context: When I saw it, I thought maybe we had misinterpreted the mission...\Yeah. This training requires cooperation.\Oh, Bon? I recall you saying something about no helping each other?\Because he said that there are only three permissions!\Yeah, he never said only for three people, did he?\Let's all get to it. Does anyone know Kamiki's or Takara's number?\I asked Izumo a bunch of times, but she never gave me her number.\Anyway, I thought up a formation how the five of us can carry this. response:	I'll seal it so that it can't move when we light it.
context: Yeah. This training requires cooperation.\Oh, Bon? I recall you saying something about no helping each other?\Because he said that there are only three permissions!\Yeah, he never said only for three people, did he?\Let's all get to it. Does anyone know Kamiki's or Takara's number?\I asked Izumo a bunch of times, but she never gave me her number.\Anyway, I thought up a formation how the five of us can carry this.\I'll seal it so that it can't move when we light it. response:	Bon memorized the whole of the sutra we need, so he'll do the chanting.
context: Oh, Bon? I recall you saying something about no helping each other?\Because he said that there are only three permissions!\Yeah, he never said only for three people, did he?\Let's all get to it. Does anyone know Kamiki's or Takara's number?\I asked Izumo a bunch of times, but she never gave me her number.\Anyway, I thought up a formation how the five of us can carry this.\I'll seal it so that it can't move when we light it.\Bon memorized the whole of the sutra we need, so he'll do the chanting. response:	The secret sutra of praising the Holy Unmovable.
context: Because he said that there are only three permissions!\Yeah, he never said only for three people, did he?\Let's all get to it. Does anyone know Kamiki's or Takara's number?\I asked Izumo a bunch of times, but she never gave me her number.\Anyway, I thought up a formation how the five of us can carry this.\I'll seal it so that it can't move when we light it.\Bon memorized the whole of the sutra we need, so he'll do the chanting.\The secret sutra of praising the Holy Unmovable. response:	Bow to the floor to the Holy Unmovable,
context: Yeah, he never said only for three people, did he?\Let's all get to it. Does anyone know Kamiki's or Takara's number?\I asked Izumo a bunch of times, but she never gave me her number.\Anyway, I thought up a formation how the five of us can carry this.\I'll seal it so that it can't move when we light it.\Bon memorized the whole of the sutra we need, so he'll do the chanting.\The secret sutra of praising the Holy Unmovable.\Bow to the floor to the Holy Unmovable, response:	the Raging Destroyer King. And beg for his kindness...
context: Let's all get to it. Does anyone know Kamiki's or Takara's number?\I asked Izumo a bunch of times, but she never gave me her number.\Anyway, I thought up a formation how the five of us can carry this.\I'll seal it so that it can't move when we light it.\Bon memorized the whole of the sutra we need, so he'll do the chanting.\The secret sutra of praising the Holy Unmovable.\Bow to the floor to the Holy Unmovable,\the Raging Destroyer King. And beg for his kindness... response:	We should gather some demon bugs to feed the peg lantern with.
context: I asked Izumo a bunch of times, but she never gave me her number.\Anyway, I thought up a formation how the five of us can carry this.\I'll seal it so that it can't move when we light it.\Bon memorized the whole of the sutra we need, so he'll do the chanting.\The secret sutra of praising the Holy Unmovable.\Bow to the floor to the Holy Unmovable,\the Raging Destroyer King. And beg for his kindness...\We should gather some demon bugs to feed the peg lantern with. response:	It needs feeding so that the fire won't go out. That will be your job, Moriyama.
context: Anyway, I thought up a formation how the five of us can carry this.\I'll seal it so that it can't move when we light it.\Bon memorized the whole of the sutra we need, so he'll do the chanting.\The secret sutra of praising the Holy Unmovable.\Bow to the floor to the Holy Unmovable,\the Raging Destroyer King. And beg for his kindness...\We should gather some demon bugs to feed the peg lantern with.\It needs feeding so that the fire won't go out. That will be your job, Moriyama. response:	Here they come!
context: I'll seal it so that it can't move when we light it.\Bon memorized the whole of the sutra we need, so he'll do the chanting.\The secret sutra of praising the Holy Unmovable.\Bow to the floor to the Holy Unmovable,\the Raging Destroyer King. And beg for his kindness...\We should gather some demon bugs to feed the peg lantern with.\It needs feeding so that the fire won't go out. That will be your job, Moriyama.\Here they come! response:	Shima and I will protect us from the demon bugs attacking in masses.
context: Bon memorized the whole of the sutra we need, so he'll do the chanting.\The secret sutra of praising the Holy Unmovable.\Bow to the floor to the Holy Unmovable,\the Raging Destroyer King. And beg for his kindness...\We should gather some demon bugs to feed the peg lantern with.\It needs feeding so that the fire won't go out. That will be your job, Moriyama.\Here they come!\Shima and I will protect us from the demon bugs attacking in masses. response:	And finally...
context: The secret sutra of praising the Holy Unmovable.\Bow to the floor to the Holy Unmovable,\the Raging Destroyer King. And beg for his kindness...\We should gather some demon bugs to feed the peg lantern with.\It needs feeding so that the fire won't go out. That will be your job, Moriyama.\Here they come!\Shima and I will protect us from the demon bugs attacking in masses.\And finally... response:	The strongest one of us will be pulling the cart.
context: Bow to the floor to the Holy Unmovable,\the Raging Destroyer King. And beg for his kindness...\We should gather some demon bugs to feed the peg lantern with.\It needs feeding so that the fire won't go out. That will be your job, Moriyama.\Here they come!\Shima and I will protect us from the demon bugs attacking in masses.\And finally...\The strongest one of us will be pulling the cart. response:	Rin, you're amazing!
context: the Raging Destroyer King. And beg for his kindness...\We should gather some demon bugs to feed the peg lantern with.\It needs feeding so that the fire won't go out. That will be your job, Moriyama.\Here they come!\Shima and I will protect us from the demon bugs attacking in masses.\And finally...\The strongest one of us will be pulling the cart.\Rin, you're amazing! response:	Which planet are you from, Okumura?
context: We should gather some demon bugs to feed the peg lantern with.\It needs feeding so that the fire won't go out. That will be your job, Moriyama.\Here they come!\Shima and I will protect us from the demon bugs attacking in masses.\And finally...\The strongest one of us will be pulling the cart.\Rin, you're amazing!\Which planet are you from, Okumura? response:	Here we gooo!
context: It needs feeding so that the fire won't go out. That will be your job, Moriyama.\Here they come!\Shima and I will protect us from the demon bugs attacking in masses.\And finally...\The strongest one of us will be pulling the cart.\Rin, you're amazing!\Which planet are you from, Okumura?\Here we gooo! response:	Someone's giving up already?
context: Here they come!\Shima and I will protect us from the demon bugs attacking in masses.\And finally...\The strongest one of us will be pulling the cart.\Rin, you're amazing!\Which planet are you from, Okumura?\Here we gooo!\Someone's giving up already? response:	You go pick the kid up!
context: Shima and I will protect us from the demon bugs attacking in masses.\And finally...\The strongest one of us will be pulling the cart.\Rin, you're amazing!\Which planet are you from, Okumura?\Here we gooo!\Someone's giving up already?\You go pick the kid up! response:	Okay, but then you have to stay awake!
context: And finally...\The strongest one of us will be pulling the cart.\Rin, you're amazing!\Which planet are you from, Okumura?\Here we gooo!\Someone's giving up already?\You go pick the kid up!\Okay, but then you have to stay awake! response:	Who was that?
context: The strongest one of us will be pulling the cart.\Rin, you're amazing!\Which planet are you from, Okumura?\Here we gooo!\Someone's giving up already?\You go pick the kid up!\Okay, but then you have to stay awake!\Who was that? response:	Either Kamiki or Takara.
context: Rin, you're amazing!\Which planet are you from, Okumura?\Here we gooo!\Someone's giving up already?\You go pick the kid up!\Okay, but then you have to stay awake!\Who was that?\Either Kamiki or Takara. response:	What happened?
context: Which planet are you from, Okumura?\Here we gooo!\Someone's giving up already?\You go pick the kid up!\Okay, but then you have to stay awake!\Who was that?\Either Kamiki or Takara.\What happened? response:	Manifest the flames of Garuda, burn the sea of curses.
context: Here we gooo!\Someone's giving up already?\You go pick the kid up!\Okay, but then you have to stay awake!\Who was that?\Either Kamiki or Takara.\What happened?\Manifest the flames of Garuda, burn the sea of curses. response:	What do we do about this?
context: Someone's giving up already?\You go pick the kid up!\Okay, but then you have to stay awake!\Who was that?\Either Kamiki or Takara.\What happened?\Manifest the flames of Garuda, burn the sea of curses.\What do we do about this? response:	Protect those seeking enlightenment, give them peace and determination.
context: You go pick the kid up!\Okay, but then you have to stay awake!\Who was that?\Either Kamiki or Takara.\What happened?\Manifest the flames of Garuda, burn the sea of curses.\What do we do about this?\Protect those seeking enlightenment, give them peace and determination. response:	Lo-Look down!
context: Okay, but then you have to stay awake!\Who was that?\Either Kamiki or Takara.\What happened?\Manifest the flames of Garuda, burn the sea of curses.\What do we do about this?\Protect those seeking enlightenment, give them peace and determination.\Lo-Look down! response:	There's a ton of them!
context: Who was that?\Either Kamiki or Takara.\What happened?\Manifest the flames of Garuda, burn the sea of curses.\What do we do about this?\Protect those seeking enlightenment, give them peace and determination.\Lo-Look down!\There's a ton of them! response:	I think I might've just wet myself.
context: Either Kamiki or Takara.\What happened?\Manifest the flames of Garuda, burn the sea of curses.\What do we do about this?\Protect those seeking enlightenment, give them peace and determination.\Lo-Look down!\There's a ton of them!\I think I might've just wet myself. response:	Wouldn't it help if you just got over it?
context: What happened?\Manifest the flames of Garuda, burn the sea of curses.\What do we do about this?\Protect those seeking enlightenment, give them peace and determination.\Lo-Look down!\There's a ton of them!\I think I might've just wet myself.\Wouldn't it help if you just got over it? response:	Okumura, don't say such silly things!
context: Manifest the flames of Garuda, burn the sea of curses.\What do we do about this?\Protect those seeking enlightenment, give them peace and determination.\Lo-Look down!\There's a ton of them!\I think I might've just wet myself.\Wouldn't it help if you just got over it?\Okumura, don't say such silly things! response:	And if you wet yourself, you'll lose all respect!
context: What do we do about this?\Protect those seeking enlightenment, give them peace and determination.\Lo-Look down!\There's a ton of them!\I think I might've just wet myself.\Wouldn't it help if you just got over it?\Okumura, don't say such silly things!\And if you wet yourself, you'll lose all respect! response:	Heading to the Lotus Treasury World, waiting for the Great King
context: Protect those seeking enlightenment, give them peace and determination.\Lo-Look down!\There's a ton of them!\I think I might've just wet myself.\Wouldn't it help if you just got over it?\Okumura, don't say such silly things!\And if you wet yourself, you'll lose all respect!\Heading to the Lotus Treasury World, waiting for the Great King response:	Bon!
context: Lo-Look down!\There's a ton of them!\I think I might've just wet myself.\Wouldn't it help if you just got over it?\Okumura, don't say such silly things!\And if you wet yourself, you'll lose all respect!\Heading to the Lotus Treasury World, waiting for the Great King\Bon! response:	unyielding for ages.
context: There's a ton of them!\I think I might've just wet myself.\Wouldn't it help if you just got over it?\Okumura, don't say such silly things!\And if you wet yourself, you'll lose all respect!\Heading to the Lotus Treasury World, waiting for the Great King\Bon!\unyielding for ages. response:	What are you doing?!
context: I think I might've just wet myself.\Wouldn't it help if you just got over it?\Okumura, don't say such silly things!\And if you wet yourself, you'll lose all respect!\Heading to the Lotus Treasury World, waiting for the Great King\Bon!\unyielding for ages.\What are you doing?! response:	Meditate and learn the wisdom of the gods.
context: Wouldn't it help if you just got over it?\Okumura, don't say such silly things!\And if you wet yourself, you'll lose all respect!\Heading to the Lotus Treasury World, waiting for the Great King\Bon!\unyielding for ages.\What are you doing?!\Meditate and learn the wisdom of the gods. response:	Those are the Seeds of Khan! It looks like something's already sealed here.
context: Okumura, don't say such silly things!\And if you wet yourself, you'll lose all respect!\Heading to the Lotus Treasury World, waiting for the Great King\Bon!\unyielding for ages.\What are you doing?!\Meditate and learn the wisdom of the gods.\Those are the Seeds of Khan! It looks like something's already sealed here. response:	Live peacefully in the world and give equally to everyone,
context: And if you wet yourself, you'll lose all respect!\Heading to the Lotus Treasury World, waiting for the Great King\Bon!\unyielding for ages.\What are you doing?!\Meditate and learn the wisdom of the gods.\Those are the Seeds of Khan! It looks like something's already sealed here.\Live peacefully in the world and give equally to everyone, response:	Be careful, guys!
context: Heading to the Lotus Treasury World, waiting for the Great King\Bon!\unyielding for ages.\What are you doing?!\Meditate and learn the wisdom of the gods.\Those are the Seeds of Khan! It looks like something's already sealed here.\Live peacefully in the world and give equally to everyone,\Be careful, guys! response:	I only wish to be spared in the destruction
context: Bon!\unyielding for ages.\What are you doing?!\Meditate and learn the wisdom of the gods.\Those are the Seeds of Khan! It looks like something's already sealed here.\Live peacefully in the world and give equally to everyone,\Be careful, guys!\I only wish to be spared in the destruction response:	and be solid like vajra beside the Great King.
context: unyielding for ages.\What are you doing?!\Meditate and learn the wisdom of the gods.\Those are the Seeds of Khan! It looks like something's already sealed here.\Live peacefully in the world and give equally to everyone,\Be careful, guys!\I only wish to be spared in the destruction\and be solid like vajra beside the Great King. response:	But how?
context: What are you doing?!\Meditate and learn the wisdom of the gods.\Those are the Seeds of Khan! It looks like something's already sealed here.\Live peacefully in the world and give equally to everyone,\Be careful, guys!\I only wish to be spared in the destruction\and be solid like vajra beside the Great King.\But how? response:	Let me learn the three great mysteries.
context: Meditate and learn the wisdom of the gods.\Those are the Seeds of Khan! It looks like something's already sealed here.\Live peacefully in the world and give equally to everyone,\Be careful, guys!\I only wish to be spared in the destruction\and be solid like vajra beside the Great King.\But how?\Let me learn the three great mysteries. response:	I see! I think I get it!
context: Those are the Seeds of Khan! It looks like something's already sealed here.\Live peacefully in the world and give equally to everyone,\Be careful, guys!\I only wish to be spared in the destruction\and be solid like vajra beside the Great King.\But how?\Let me learn the three great mysteries.\I see! I think I get it! response:	Use the power of wisdom to serve as you can.
context: Live peacefully in the world and give equally to everyone,\Be careful, guys!\I only wish to be spared in the destruction\and be solid like vajra beside the Great King.\But how?\Let me learn the three great mysteries.\I see! I think I get it!\Use the power of wisdom to serve as you can. response:	First Konekomaru and I bring the cart across.
context: Be careful, guys!\I only wish to be spared in the destruction\and be solid like vajra beside the Great King.\But how?\Let me learn the three great mysteries.\I see! I think I get it!\Use the power of wisdom to serve as you can.\First Konekomaru and I bring the cart across. response:	Use the power of wisdom to bring justice to the world.
context: I only wish to be spared in the destruction\and be solid like vajra beside the Great King.\But how?\Let me learn the three great mysteries.\I see! I think I get it!\Use the power of wisdom to serve as you can.\First Konekomaru and I bring the cart across.\Use the power of wisdom to bring justice to the world. response:	The swarm isn't deep so you can walk through it?
context: and be solid like vajra beside the Great King.\But how?\Let me learn the three great mysteries.\I see! I think I get it!\Use the power of wisdom to serve as you can.\First Konekomaru and I bring the cart across.\Use the power of wisdom to bring justice to the world.\The swarm isn't deep so you can walk through it? response:	I'll prepare the seal on the other side.
context: But how?\Let me learn the three great mysteries.\I see! I think I get it!\Use the power of wisdom to serve as you can.\First Konekomaru and I bring the cart across.\Use the power of wisdom to bring justice to the world.\The swarm isn't deep so you can walk through it?\I'll prepare the seal on the other side. response:	On this side, Moriyama piggy-backs Shima and waits.
context: Let me learn the three great mysteries.\I see! I think I get it!\Use the power of wisdom to serve as you can.\First Konekomaru and I bring the cart across.\Use the power of wisdom to bring justice to the world.\The swarm isn't deep so you can walk through it?\I'll prepare the seal on the other side.\On this side, Moriyama piggy-backs Shima and waits. response:	Bon removes the seal from the lantern and frees it.
context: I see! I think I get it!\Use the power of wisdom to serve as you can.\First Konekomaru and I bring the cart across.\Use the power of wisdom to bring justice to the world.\The swarm isn't deep so you can walk through it?\I'll prepare the seal on the other side.\On this side, Moriyama piggy-backs Shima and waits.\Bon removes the seal from the lantern and frees it. response:	Then I run as fast as I can to the other side with Moriyama on my back.
context: Use the power of wisdom to serve as you can.\First Konekomaru and I bring the cart across.\Use the power of wisdom to bring justice to the world.\The swarm isn't deep so you can walk through it?\I'll prepare the seal on the other side.\On this side, Moriyama piggy-backs Shima and waits.\Bon removes the seal from the lantern and frees it.\Then I run as fast as I can to the other side with Moriyama on my back. response:	And the peg lantern will come chasing the girl.
context: First Konekomaru and I bring the cart across.\Use the power of wisdom to bring justice to the world.\The swarm isn't deep so you can walk through it?\I'll prepare the seal on the other side.\On this side, Moriyama piggy-backs Shima and waits.\Bon removes the seal from the lantern and frees it.\Then I run as fast as I can to the other side with Moriyama on my back.\And the peg lantern will come chasing the girl. response:	Then I'll seal it again.
context: Use the power of wisdom to bring justice to the world.\The swarm isn't deep so you can walk through it?\I'll prepare the seal on the other side.\On this side, Moriyama piggy-backs Shima and waits.\Bon removes the seal from the lantern and frees it.\Then I run as fast as I can to the other side with Moriyama on my back.\And the peg lantern will come chasing the girl.\Then I'll seal it again. response:	You're so good at drawing!
context: The swarm isn't deep so you can walk through it?\I'll prepare the seal on the other side.\On this side, Moriyama piggy-backs Shima and waits.\Bon removes the seal from the lantern and frees it.\Then I run as fast as I can to the other side with Moriyama on my back.\And the peg lantern will come chasing the girl.\Then I'll seal it again.\You're so good at drawing! response:	Are you telling me to dive into the bug swarm?
context: I'll prepare the seal on the other side.\On this side, Moriyama piggy-backs Shima and waits.\Bon removes the seal from the lantern and frees it.\Then I run as fast as I can to the other side with Moriyama on my back.\And the peg lantern will come chasing the girl.\Then I'll seal it again.\You're so good at drawing!\Are you telling me to dive into the bug swarm? response:	With Moriyama's thighs around my head?
context: On this side, Moriyama piggy-backs Shima and waits.\Bon removes the seal from the lantern and frees it.\Then I run as fast as I can to the other side with Moriyama on my back.\And the peg lantern will come chasing the girl.\Then I'll seal it again.\You're so good at drawing!\Are you telling me to dive into the bug swarm?\With Moriyama's thighs around my head? response:	I'm gonna be so dead.
context: Bon removes the seal from the lantern and frees it.\Then I run as fast as I can to the other side with Moriyama on my back.\And the peg lantern will come chasing the girl.\Then I'll seal it again.\You're so good at drawing!\Are you telling me to dive into the bug swarm?\With Moriyama's thighs around my head?\I'm gonna be so dead. response:	You should tame your worldly desires, Shima.
context: Then I run as fast as I can to the other side with Moriyama on my back.\And the peg lantern will come chasing the girl.\Then I'll seal it again.\You're so good at drawing!\Are you telling me to dive into the bug swarm?\With Moriyama's thighs around my head?\I'm gonna be so dead.\You should tame your worldly desires, Shima. response:	You're so mean, Koneko!
context: And the peg lantern will come chasing the girl.\Then I'll seal it again.\You're so good at drawing!\Are you telling me to dive into the bug swarm?\With Moriyama's thighs around my head?\I'm gonna be so dead.\You should tame your worldly desires, Shima.\You're so mean, Koneko! response:	Then I'll carry her too, dammit.
context: Then I'll seal it again.\You're so good at drawing!\Are you telling me to dive into the bug swarm?\With Moriyama's thighs around my head?\I'm gonna be so dead.\You should tame your worldly desires, Shima.\You're so mean, Koneko!\Then I'll carry her too, dammit. response:	Hold on tight.
context: You're so good at drawing!\Are you telling me to dive into the bug swarm?\With Moriyama's thighs around my head?\I'm gonna be so dead.\You should tame your worldly desires, Shima.\You're so mean, Koneko!\Then I'll carry her too, dammit.\Hold on tight. response:	Be careful.
context: Are you telling me to dive into the bug swarm?\With Moriyama's thighs around my head?\I'm gonna be so dead.\You should tame your worldly desires, Shima.\You're so mean, Koneko!\Then I'll carry her too, dammit.\Hold on tight.\Be careful. response:	Sorry.
context: With Moriyama's thighs around my head?\I'm gonna be so dead.\You should tame your worldly desires, Shima.\You're so mean, Koneko!\Then I'll carry her too, dammit.\Hold on tight.\Be careful.\Sorry. response:	Splashing like that...
context: I'm gonna be so dead.\You should tame your worldly desires, Shima.\You're so mean, Koneko!\Then I'll carry her too, dammit.\Hold on tight.\Be careful.\Sorry.\Splashing like that... response:	I'm ready!
context: You should tame your worldly desires, Shima.\You're so mean, Koneko!\Then I'll carry her too, dammit.\Hold on tight.\Be careful.\Sorry.\Splashing like that...\I'm ready! response:	We're ready too!
context: You're so mean, Koneko!\Then I'll carry her too, dammit.\Hold on tight.\Be careful.\Sorry.\Splashing like that...\I'm ready!\We're ready too! response:	Get going!
context: Then I'll carry her too, dammit.\Hold on tight.\Be careful.\Sorry.\Splashing like that...\I'm ready!\We're ready too!\Get going! response:	It saw you!
context: Hold on tight.\Be careful.\Sorry.\Splashing like that...\I'm ready!\We're ready too!\Get going!\It saw you! response:	This way!
context: Be careful.\Sorry.\Splashing like that...\I'm ready!\We're ready too!\Get going!\It saw you!\This way! response:	Don't go calling it!
context: Sorry.\Splashing like that...\I'm ready!\We're ready too!\Get going!\It saw you!\This way!\Don't go calling it! response:	Seal!
context: Splashing like that...\I'm ready!\We're ready too!\Get going!\It saw you!\This way!\Don't go calling it!\Seal! response:	Bow to the floor to the Holy Unmovable, the Raging Destroyer King...
context: I'm ready!\We're ready too!\Get going!\It saw you!\This way!\Don't go calling it!\Seal!\Bow to the floor to the Holy Unmovable, the Raging Destroyer King... response:	He did it!
context: We're ready too!\Get going!\It saw you!\This way!\Don't go calling it!\Seal!\Bow to the floor to the Holy Unmovable, the Raging Destroyer King...\He did it! response:	Rin, we did it!
context: Get going!\It saw you!\This way!\Don't go calling it!\Seal!\Bow to the floor to the Holy Unmovable, the Raging Destroyer King...\He did it!\Rin, we did it! response:	Okumura, come on out.
context: It saw you!\This way!\Don't go calling it!\Seal!\Bow to the floor to the Holy Unmovable, the Raging Destroyer King...\He did it!\Rin, we did it!\Okumura, come on out. response:	I'm fine, I'm fine.
context: This way!\Don't go calling it!\Seal!\Bow to the floor to the Holy Unmovable, the Raging Destroyer King...\He did it!\Rin, we did it!\Okumura, come on out.\I'm fine, I'm fine. response:	Now this is one less thing to worry about.
context: Don't go calling it!\Seal!\Bow to the floor to the Holy Unmovable, the Raging Destroyer King...\He did it!\Rin, we did it!\Okumura, come on out.\I'm fine, I'm fine.\Now this is one less thing to worry about. response:	Rin, behind you!
context: Seal!\Bow to the floor to the Holy Unmovable, the Raging Destroyer King...\He did it!\Rin, we did it!\Okumura, come on out.\I'm fine, I'm fine.\Now this is one less thing to worry about.\Rin, behind you! response:	Rin, it's a trap! Don't fall for it!
context: Bow to the floor to the Holy Unmovable, the Raging Destroyer King...\He did it!\Rin, we did it!\Okumura, come on out.\I'm fine, I'm fine.\Now this is one less thing to worry about.\Rin, behind you!\Rin, it's a trap! Don't fall for it! response:	I'm no good at lying and tricking people...
context: He did it!\Rin, we did it!\Okumura, come on out.\I'm fine, I'm fine.\Now this is one less thing to worry about.\Rin, behind you!\Rin, it's a trap! Don't fall for it!\I'm no good at lying and tricking people... response:	So I...
context: Rin, we did it!\Okumura, come on out.\I'm fine, I'm fine.\Now this is one less thing to worry about.\Rin, behind you!\Rin, it's a trap! Don't fall for it!\I'm no good at lying and tricking people...\So I... response:	Renzo Shima
context: Okumura, come on out.\I'm fine, I'm fine.\Now this is one less thing to worry about.\Rin, behind you!\Rin, it's a trap! Don't fall for it!\I'm no good at lying and tricking people...\So I...\Renzo Shima response:	Renzo Shima
context: I'm fine, I'm fine.\Now this is one less thing to worry about.\Rin, behind you!\Rin, it's a trap! Don't fall for it!\I'm no good at lying and tricking people...\So I...\Renzo Shima\Renzo Shima response:	Renzo Shima
context: Now this is one less thing to worry about.\Rin, behind you!\Rin, it's a trap! Don't fall for it!\I'm no good at lying and tricking people...\So I...\Renzo Shima\Renzo Shima\Renzo Shima response:	Episode 14 szia A Fun Camp
context: Rin, behind you!\Rin, it's a trap! Don't fall for it!\I'm no good at lying and tricking people...\So I...\Renzo Shima\Renzo Shima\Renzo Shima\Episode 14 szia A Fun Camp response:	Curry Mix
context: Rin, it's a trap! Don't fall for it!\I'm no good at lying and tricking people...\So I...\Renzo Shima\Renzo Shima\Renzo Shima\Episode 14 szia A Fun Camp\Curry Mix response:	Curry Mix
context: I'm no good at lying and tricking people...\So I...\Renzo Shima\Renzo Shima\Renzo Shima\Episode 14 szia A Fun Camp\Curry Mix\Curry Mix response:	Curry Mix
context: So I...\Renzo Shima\Renzo Shima\Renzo Shima\Episode 14 szia A Fun Camp\Curry Mix\Curry Mix\Curry Mix response:	Curry Mix
context: Renzo Shima\Renzo Shima\Renzo Shima\Episode 14 szia A Fun Camp\Curry Mix\Curry Mix\Curry Mix\Curry Mix response:	True Cross Knight Order
context: Renzo Shima\Renzo Shima\Episode 14 szia A Fun Camp\Curry Mix\Curry Mix\Curry Mix\Curry Mix\True Cross Knight Order response:	True Cross Knight Order
context: Renzo Shima\Episode 14 szia A Fun Camp\Curry Mix\Curry Mix\Curry Mix\Curry Mix\True Cross Knight Order\True Cross Knight Order response:	Culture Festival
context: Episode 14 szia A Fun Camp\Curry Mix\Curry Mix\Curry Mix\Curry Mix\True Cross Knight Order\True Cross Knight Order\Culture Festival response:	I found the lantern. Now I'm sure it's impossible to clear this training alone. Let's cooperate.
