context: Signs response:	OP
context: Yeah.\Then your friend's Love Crisis Japan, I guess.\I knew it! This whole rotating business is sketchy.\And you know...\I'm really hungry!\Don't mention it.\She said it.\I want... response:	To eat sushi...
context: Then your friend's Love Crisis Japan, I guess.\I knew it! This whole rotating business is sketchy.\And you know...\I'm really hungry!\Don't mention it.\She said it.\I want...\To eat sushi... response:	But I'm not brave enough to go in there again.
context: I knew it! This whole rotating business is sketchy.\And you know...\I'm really hungry!\Don't mention it.\She said it.\I want...\To eat sushi...\But I'm not brave enough to go in there again. response:	I wonder if the customers there all preformed before they get to eat?
context: And you know...\I'm really hungry!\Don't mention it.\She said it.\I want...\To eat sushi...\But I'm not brave enough to go in there again.\I wonder if the customers there all preformed before they get to eat? response:	Anyway, we're blocking the way, so let's move.
context: I'm really hungry!\Don't mention it.\She said it.\I want...\To eat sushi...\But I'm not brave enough to go in there again.\I wonder if the customers there all preformed before they get to eat?\Anyway, we're blocking the way, so let's move. response:	Yeah...
context: Don't mention it.\She said it.\I want...\To eat sushi...\But I'm not brave enough to go in there again.\I wonder if the customers there all preformed before they get to eat?\Anyway, we're blocking the way, so let's move.\Yeah... response:	But still, what's wrong with this sushi bar?
context: She said it.\I want...\To eat sushi...\But I'm not brave enough to go in there again.\I wonder if the customers there all preformed before they get to eat?\Anyway, we're blocking the way, so let's move.\Yeah...\But still, what's wrong with this sushi bar? response:	Oh look, Ricchan! Mio-chan!
context: I want...\To eat sushi...\But I'm not brave enough to go in there again.\I wonder if the customers there all preformed before they get to eat?\Anyway, we're blocking the way, so let's move.\Yeah...\But still, what's wrong with this sushi bar?\Oh look, Ricchan! Mio-chan! response:	Yes?
context: To eat sushi...\But I'm not brave enough to go in there again.\I wonder if the customers there all preformed before they get to eat?\Anyway, we're blocking the way, so let's move.\Yeah...\But still, what's wrong with this sushi bar?\Oh look, Ricchan! Mio-chan!\Yes? response:	I'm so surprised! Are you traveling or what?
context: But I'm not brave enough to go in there again.\I wonder if the customers there all preformed before they get to eat?\Anyway, we're blocking the way, so let's move.\Yeah...\But still, what's wrong with this sushi bar?\Oh look, Ricchan! Mio-chan!\Yes?\I'm so surprised! Are you traveling or what? response:	Yes! Sightseeing!
context: I wonder if the customers there all preformed before they get to eat?\Anyway, we're blocking the way, so let's move.\Yeah...\But still, what's wrong with this sushi bar?\Oh look, Ricchan! Mio-chan!\Yes?\I'm so surprised! Are you traveling or what?\Yes! Sightseeing! response:	You're all here!
context: Anyway, we're blocking the way, so let's move.\Yeah...\But still, what's wrong with this sushi bar?\Oh look, Ricchan! Mio-chan!\Yes?\I'm so surprised! Are you traveling or what?\Yes! Sightseeing!\You're all here! response:	Yes!
context: Yeah...\But still, what's wrong with this sushi bar?\Oh look, Ricchan! Mio-chan!\Yes?\I'm so surprised! Are you traveling or what?\Yes! Sightseeing!\You're all here!\Yes! response:	I'm so good at English.
context: But still, what's wrong with this sushi bar?\Oh look, Ricchan! Mio-chan!\Yes?\I'm so surprised! Are you traveling or what?\Yes! Sightseeing!\You're all here!\Yes!\I'm so good at English. response:	But they're talking in Japanese...
context: Oh look, Ricchan! Mio-chan!\Yes?\I'm so surprised! Are you traveling or what?\Yes! Sightseeing!\You're all here!\Yes!\I'm so good at English.\But they're talking in Japanese... response:	Huh, Maki-chan?!
context: Yes?\I'm so surprised! Are you traveling or what?\Yes! Sightseeing!\You're all here!\Yes!\I'm so good at English.\But they're talking in Japanese...\Huh, Maki-chan?! response:	Love Crisis Japan!
context: I'm so surprised! Are you traveling or what?\Yes! Sightseeing!\You're all here!\Yes!\I'm so good at English.\But they're talking in Japanese...\Huh, Maki-chan?!\Love Crisis Japan! response:	What? How? Why? Why are you here?!
context: Yes! Sightseeing!\You're all here!\Yes!\I'm so good at English.\But they're talking in Japanese...\Huh, Maki-chan?!\Love Crisis Japan!\What? How? Why? Why are you here?! response:	I don't get it!
context: You're all here!\Yes!\I'm so good at English.\But they're talking in Japanese...\Huh, Maki-chan?!\Love Crisis Japan!\What? How? Why? Why are you here?!\I don't get it! response:	What's wrong?
context: Yes!\I'm so good at English.\But they're talking in Japanese...\Huh, Maki-chan?!\Love Crisis Japan!\What? How? Why? Why are you here?!\I don't get it!\What's wrong? response:	We wanted to eat sushi but then they made us perform.
context: I'm so good at English.\But they're talking in Japanese...\Huh, Maki-chan?!\Love Crisis Japan!\What? How? Why? Why are you here?!\I don't get it!\What's wrong?\We wanted to eat sushi but then they made us perform. response:	After we performed, we couldn't eat sushi... We must've played badly...
context: But they're talking in Japanese...\Huh, Maki-chan?!\Love Crisis Japan!\What? How? Why? Why are you here?!\I don't get it!\What's wrong?\We wanted to eat sushi but then they made us perform.\After we performed, we couldn't eat sushi... We must've played badly... response:	Really? We're supposed to throw a gig here to celebrate the shop's opening.
context: Huh, Maki-chan?!\Love Crisis Japan!\What? How? Why? Why are you here?!\I don't get it!\What's wrong?\We wanted to eat sushi but then they made us perform.\After we performed, we couldn't eat sushi... We must've played badly...\Really? We're supposed to throw a gig here to celebrate the shop's opening. response:	They mistook us for Love Crisis!
context: Love Crisis Japan!\What? How? Why? Why are you here?!\I don't get it!\What's wrong?\We wanted to eat sushi but then they made us perform.\After we performed, we couldn't eat sushi... We must've played badly...\Really? We're supposed to throw a gig here to celebrate the shop's opening.\They mistook us for Love Crisis! response:	Whoa, Mugi-chan! You're a real detective!
context: What? How? Why? Why are you here?!\I don't get it!\What's wrong?\We wanted to eat sushi but then they made us perform.\After we performed, we couldn't eat sushi... We must've played badly...\Really? We're supposed to throw a gig here to celebrate the shop's opening.\They mistook us for Love Crisis!\Whoa, Mugi-chan! You're a real detective! response:	Do you remember Kawakami-san?
context: I don't get it!\What's wrong?\We wanted to eat sushi but then they made us perform.\After we performed, we couldn't eat sushi... We must've played badly...\Really? We're supposed to throw a gig here to celebrate the shop's opening.\They mistook us for Love Crisis!\Whoa, Mugi-chan! You're a real detective!\Do you remember Kawakami-san? response:	From the live house?
context: What's wrong?\We wanted to eat sushi but then they made us perform.\After we performed, we couldn't eat sushi... We must've played badly...\Really? We're supposed to throw a gig here to celebrate the shop's opening.\They mistook us for Love Crisis!\Whoa, Mugi-chan! You're a real detective!\Do you remember Kawakami-san?\From the live house? response:	Yeah. He introduced us. He knows the boss of this place.
context: We wanted to eat sushi but then they made us perform.\After we performed, we couldn't eat sushi... We must've played badly...\Really? We're supposed to throw a gig here to celebrate the shop's opening.\They mistook us for Love Crisis!\Whoa, Mugi-chan! You're a real detective!\Do you remember Kawakami-san?\From the live house?\Yeah. He introduced us. He knows the boss of this place. response:	The world is absolutely tiny.
context: After we performed, we couldn't eat sushi... We must've played badly...\Really? We're supposed to throw a gig here to celebrate the shop's opening.\They mistook us for Love Crisis!\Whoa, Mugi-chan! You're a real detective!\Do you remember Kawakami-san?\From the live house?\Yeah. He introduced us. He knows the boss of this place.\The world is absolutely tiny. response:	It feels so weird.
context: Really? We're supposed to throw a gig here to celebrate the shop's opening.\They mistook us for Love Crisis!\Whoa, Mugi-chan! You're a real detective!\Do you remember Kawakami-san?\From the live house?\Yeah. He introduced us. He knows the boss of this place.\The world is absolutely tiny.\It feels so weird. response:	Oh, we're sorry!
context: They mistook us for Love Crisis!\Whoa, Mugi-chan! You're a real detective!\Do you remember Kawakami-san?\From the live house?\Yeah. He introduced us. He knows the boss of this place.\The world is absolutely tiny.\It feels so weird.\Oh, we're sorry! response:	They still have the wrong idea.
context: Whoa, Mugi-chan! You're a real detective!\Do you remember Kawakami-san?\From the live house?\Yeah. He introduced us. He knows the boss of this place.\The world is absolutely tiny.\It feels so weird.\Oh, we're sorry!\They still have the wrong idea. response:	Oh, right... We'll be going in then.
context: Do you remember Kawakami-san?\From the live house?\Yeah. He introduced us. He knows the boss of this place.\The world is absolutely tiny.\It feels so weird.\Oh, we're sorry!\They still have the wrong idea.\Oh, right... We'll be going in then. response:	Okay, see you!
context: From the live house?\Yeah. He introduced us. He knows the boss of this place.\The world is absolutely tiny.\It feels so weird.\Oh, we're sorry!\They still have the wrong idea.\Oh, right... We'll be going in then.\Okay, see you! response:	See you!
context: Yeah. He introduced us. He knows the boss of this place.\The world is absolutely tiny.\It feels so weird.\Oh, we're sorry!\They still have the wrong idea.\Oh, right... We'll be going in then.\Okay, see you!\See you! response:	Bye-bye!
context: The world is absolutely tiny.\It feels so weird.\Oh, we're sorry!\They still have the wrong idea.\Oh, right... We'll be going in then.\Okay, see you!\See you!\Bye-bye! response:	So cool...
context: It feels so weird.\Oh, we're sorry!\They still have the wrong idea.\Oh, right... We'll be going in then.\Okay, see you!\See you!\Bye-bye!\So cool... response:	Yeah...
context: Oh, we're sorry!\They still have the wrong idea.\Oh, right... We'll be going in then.\Okay, see you!\See you!\Bye-bye!\So cool...\Yeah... response:	We finally got to check in!
context: They still have the wrong idea.\Oh, right... We'll be going in then.\Okay, see you!\See you!\Bye-bye!\So cool...\Yeah...\We finally got to check in! response:	It's finally just the two of us, Azu-nyan.
context: Oh, right... We'll be going in then.\Okay, see you!\See you!\Bye-bye!\So cool...\Yeah...\We finally got to check in!\It's finally just the two of us, Azu-nyan. response:	Yeah, it's been a long trip.
context: Okay, see you!\See you!\Bye-bye!\So cool...\Yeah...\We finally got to check in!\It's finally just the two of us, Azu-nyan.\Yeah, it's been a long trip. response:	I'm so hungry...
context: See you!\Bye-bye!\So cool...\Yeah...\We finally got to check in!\It's finally just the two of us, Azu-nyan.\Yeah, it's been a long trip.\I'm so hungry... response:	I wanna take a bath too...
context: Bye-bye!\So cool...\Yeah...\We finally got to check in!\It's finally just the two of us, Azu-nyan.\Yeah, it's been a long trip.\I'm so hungry...\I wanna take a bath too... response:	You're right. It was quite cold.
context: So cool...\Yeah...\We finally got to check in!\It's finally just the two of us, Azu-nyan.\Yeah, it's been a long trip.\I'm so hungry...\I wanna take a bath too...\You're right. It was quite cold. response:	What should we have for dinner?
context: Yeah...\We finally got to check in!\It's finally just the two of us, Azu-nyan.\Yeah, it's been a long trip.\I'm so hungry...\I wanna take a bath too...\You're right. It was quite cold.\What should we have for dinner? response:	Ah!
context: We finally got to check in!\It's finally just the two of us, Azu-nyan.\Yeah, it's been a long trip.\I'm so hungry...\I wanna take a bath too...\You're right. It was quite cold.\What should we have for dinner?\Ah! response:	And so this is it.
context: It's finally just the two of us, Azu-nyan.\Yeah, it's been a long trip.\I'm so hungry...\I wanna take a bath too...\You're right. It was quite cold.\What should we have for dinner?\Ah!\And so this is it. response:	Thank you, Ui!
context: Yeah, it's been a long trip.\I'm so hungry...\I wanna take a bath too...\You're right. It was quite cold.\What should we have for dinner?\Ah!\And so this is it.\Thank you, Ui! response:	We'll have to thank her when we get back home.
context: I'm so hungry...\I wanna take a bath too...\You're right. It was quite cold.\What should we have for dinner?\Ah!\And so this is it.\Thank you, Ui!\We'll have to thank her when we get back home. response:	But we can't eat this without a microwave.
context: I wanna take a bath too...\You're right. It was quite cold.\What should we have for dinner?\Ah!\And so this is it.\Thank you, Ui!\We'll have to thank her when we get back home.\But we can't eat this without a microwave. response:	What have you guys been doing in the room?
context: You're right. It was quite cold.\What should we have for dinner?\Ah!\And so this is it.\Thank you, Ui!\We'll have to thank her when we get back home.\But we can't eat this without a microwave.\What have you guys been doing in the room? response:	We've been taking pictures!
context: What should we have for dinner?\Ah!\And so this is it.\Thank you, Ui!\We'll have to thank her when we get back home.\But we can't eat this without a microwave.\What have you guys been doing in the room?\We've been taking pictures! response:	In your school uniform?
context: Ah!\And so this is it.\Thank you, Ui!\We'll have to thank her when we get back home.\But we can't eat this without a microwave.\What have you guys been doing in the room?\We've been taking pictures!\In your school uniform? response:	That's why we brought it with us!
context: And so this is it.\Thank you, Ui!\We'll have to thank her when we get back home.\But we can't eat this without a microwave.\What have you guys been doing in the room?\We've been taking pictures!\In your school uniform?\That's why we brought it with us! response:	What are you so happy about?
context: Thank you, Ui!\We'll have to thank her when we get back home.\But we can't eat this without a microwave.\What have you guys been doing in the room?\We've been taking pictures!\In your school uniform?\That's why we brought it with us!\What are you so happy about? response:	But I see you're wearing yours too, Mio-senpai.
context: We'll have to thank her when we get back home.\But we can't eat this without a microwave.\What have you guys been doing in the room?\We've been taking pictures!\In your school uniform?\That's why we brought it with us!\What are you so happy about?\But I see you're wearing yours too, Mio-senpai. response:	I feel so refreshed.
context: But we can't eat this without a microwave.\What have you guys been doing in the room?\We've been taking pictures!\In your school uniform?\That's why we brought it with us!\What are you so happy about?\But I see you're wearing yours too, Mio-senpai.\I feel so refreshed. response:	Ui's made such great preparations.
context: What have you guys been doing in the room?\We've been taking pictures!\In your school uniform?\That's why we brought it with us!\What are you so happy about?\But I see you're wearing yours too, Mio-senpai.\I feel so refreshed.\Ui's made such great preparations. response:	She's my great Ui after all!
context: We've been taking pictures!\In your school uniform?\That's why we brought it with us!\What are you so happy about?\But I see you're wearing yours too, Mio-senpai.\I feel so refreshed.\Ui's made such great preparations.\She's my great Ui after all! response:	What's wrong?
context: In your school uniform?\That's why we brought it with us!\What are you so happy about?\But I see you're wearing yours too, Mio-senpai.\I feel so refreshed.\Ui's made such great preparations.\She's my great Ui after all!\What's wrong? response:	It was spitting fire!
context: That's why we brought it with us!\What are you so happy about?\But I see you're wearing yours too, Mio-senpai.\I feel so refreshed.\Ui's made such great preparations.\She's my great Ui after all!\What's wrong?\It was spitting fire! response:	Scary!
context: What are you so happy about?\But I see you're wearing yours too, Mio-senpai.\I feel so refreshed.\Ui's made such great preparations.\She's my great Ui after all!\What's wrong?\It was spitting fire!\Scary! response:	Yui, you should use the transformer.
context: But I see you're wearing yours too, Mio-senpai.\I feel so refreshed.\Ui's made such great preparations.\She's my great Ui after all!\What's wrong?\It was spitting fire!\Scary!\Yui, you should use the transformer. response:	I'm too scared now...
context: I feel so refreshed.\Ui's made such great preparations.\She's my great Ui after all!\What's wrong?\It was spitting fire!\Scary!\Yui, you should use the transformer.\I'm too scared now... response:	Let's just eat.
context: Ui's made such great preparations.\She's my great Ui after all!\What's wrong?\It was spitting fire!\Scary!\Yui, you should use the transformer.\I'm too scared now...\Let's just eat. response:	Azu-nyan, I'm staying back a year!
context: She's my great Ui after all!\What's wrong?\It was spitting fire!\Scary!\Yui, you should use the transformer.\I'm too scared now...\Let's just eat.\Azu-nyan, I'm staying back a year! response:	We're in the same grade now!
context: What's wrong?\It was spitting fire!\Scary!\Yui, you should use the transformer.\I'm too scared now...\Let's just eat.\Azu-nyan, I'm staying back a year!\We're in the same grade now! response:	But...
context: It was spitting fire!\Scary!\Yui, you should use the transformer.\I'm too scared now...\Let's just eat.\Azu-nyan, I'm staying back a year!\We're in the same grade now!\But... response:	We'll take care of each other.
context: Scary!\Yui, you should use the transformer.\I'm too scared now...\Let's just eat.\Azu-nyan, I'm staying back a year!\We're in the same grade now!\But...\We'll take care of each other. response:	Then what should I call you, Yui-senpai?
context: Yui, you should use the transformer.\I'm too scared now...\Let's just eat.\Azu-nyan, I'm staying back a year!\We're in the same grade now!\But...\We'll take care of each other.\Then what should I call you, Yui-senpai? response:	Just call me Yui.
context: I'm too scared now...\Let's just eat.\Azu-nyan, I'm staying back a year!\We're in the same grade now!\But...\We'll take care of each other.\Then what should I call you, Yui-senpai?\Just call me Yui. response:	Yui?
context: Let's just eat.\Azu-nyan, I'm staying back a year!\We're in the same grade now!\But...\We'll take care of each other.\Then what should I call you, Yui-senpai?\Just call me Yui.\Yui? response:	Yeah.
context: Azu-nyan, I'm staying back a year!\We're in the same grade now!\But...\We'll take care of each other.\Then what should I call you, Yui-senpai?\Just call me Yui.\Yui?\Yeah. response:	Yu... i?
context: We're in the same grade now!\But...\We'll take care of each other.\Then what should I call you, Yui-senpai?\Just call me Yui.\Yui?\Yeah.\Yu... i? response:	Louder!
context: But...\We'll take care of each other.\Then what should I call you, Yui-senpai?\Just call me Yui.\Yui?\Yeah.\Yu... i?\Louder! response:	Hey, Yui! Stop that!
context: We'll take care of each other.\Then what should I call you, Yui-senpai?\Just call me Yui.\Yui?\Yeah.\Yu... i?\Louder!\Hey, Yui! Stop that! response:	Just like that.
context: Then what should I call you, Yui-senpai?\Just call me Yui.\Yui?\Yeah.\Yu... i?\Louder!\Hey, Yui! Stop that!\Just like that. response:	It just doesn't feel right.
context: Just call me Yui.\Yui?\Yeah.\Yu... i?\Louder!\Hey, Yui! Stop that!\Just like that.\It just doesn't feel right. response:	I'm not in the year above you anymore... anymore... anymore...
context: Yui?\Yeah.\Yu... i?\Louder!\Hey, Yui! Stop that!\Just like that.\It just doesn't feel right.\I'm not in the year above you anymore... anymore... anymore... response:	What's this?
context: Yeah.\Yu... i?\Louder!\Hey, Yui! Stop that!\Just like that.\It just doesn't feel right.\I'm not in the year above you anymore... anymore... anymore...\What's this? response:	Yui-senpai... Creepy!
context: Yu... i?\Louder!\Hey, Yui! Stop that!\Just like that.\It just doesn't feel right.\I'm not in the year above you anymore... anymore... anymore...\What's this?\Yui-senpai... Creepy! response:	Good night.
context: Louder!\Hey, Yui! Stop that!\Just like that.\It just doesn't feel right.\I'm not in the year above you anymore... anymore... anymore...\What's this?\Yui-senpai... Creepy!\Good night. response:	That was a close call!
context: Hey, Yui! Stop that!\Just like that.\It just doesn't feel right.\I'm not in the year above you anymore... anymore... anymore...\What's this?\Yui-senpai... Creepy!\Good night.\That was a close call! response:	Since we're already here, I'd like to see a few things.
context: Just like that.\It just doesn't feel right.\I'm not in the year above you anymore... anymore... anymore...\What's this?\Yui-senpai... Creepy!\Good night.\That was a close call!\Since we're already here, I'd like to see a few things. response:	You used it in the play at the school festival.
context: It just doesn't feel right.\I'm not in the year above you anymore... anymore... anymore...\What's this?\Yui-senpai... Creepy!\Good night.\That was a close call!\Since we're already here, I'd like to see a few things.\You used it in the play at the school festival. response:	Oh, Ricchan's tombstone!
context: I'm not in the year above you anymore... anymore... anymore...\What's this?\Yui-senpai... Creepy!\Good night.\That was a close call!\Since we're already here, I'd like to see a few things.\You used it in the play at the school festival.\Oh, Ricchan's tombstone! response:	Yeah!
context: What's this?\Yui-senpai... Creepy!\Good night.\That was a close call!\Since we're already here, I'd like to see a few things.\You used it in the play at the school festival.\Oh, Ricchan's tombstone!\Yeah! response:	Hey!
context: Yui-senpai... Creepy!\Good night.\That was a close call!\Since we're already here, I'd like to see a few things.\You used it in the play at the school festival.\Oh, Ricchan's tombstone!\Yeah!\Hey! response:	The occult club did a good job replicating it.
context: Good night.\That was a close call!\Since we're already here, I'd like to see a few things.\You used it in the play at the school festival.\Oh, Ricchan's tombstone!\Yeah!\Hey!\The occult club did a good job replicating it. response:	It's devotion.
context: That was a close call!\Since we're already here, I'd like to see a few things.\You used it in the play at the school festival.\Oh, Ricchan's tombstone!\Yeah!\Hey!\The occult club did a good job replicating it.\It's devotion. response:	This is a replica as well.
context: Since we're already here, I'd like to see a few things.\You used it in the play at the school festival.\Oh, Ricchan's tombstone!\Yeah!\Hey!\The occult club did a good job replicating it.\It's devotion.\This is a replica as well. response:	We've walked so much!
context: You used it in the play at the school festival.\Oh, Ricchan's tombstone!\Yeah!\Hey!\The occult club did a good job replicating it.\It's devotion.\This is a replica as well.\We've walked so much! response:	Let's take a break.
context: Oh, Ricchan's tombstone!\Yeah!\Hey!\The occult club did a good job replicating it.\It's devotion.\This is a replica as well.\We've walked so much!\Let's take a break. response:	There should be a place around here where we can have afternoon tea.
context: Yeah!\Hey!\The occult club did a good job replicating it.\It's devotion.\This is a replica as well.\We've walked so much!\Let's take a break.\There should be a place around here where we can have afternoon tea. response:	Afternoon tea? Azu-nyan, that's the essence of our existence!
context: Hey!\The occult club did a good job replicating it.\It's devotion.\This is a replica as well.\We've walked so much!\Let's take a break.\There should be a place around here where we can have afternoon tea.\Afternoon tea? Azu-nyan, that's the essence of our existence! response:	We needed a reservation.
context: The occult club did a good job replicating it.\It's devotion.\This is a replica as well.\We've walked so much!\Let's take a break.\There should be a place around here where we can have afternoon tea.\Afternoon tea? Azu-nyan, that's the essence of our existence!\We needed a reservation. response:	It's huge...
context: It's devotion.\This is a replica as well.\We've walked so much!\Let's take a break.\There should be a place around here where we can have afternoon tea.\Afternoon tea? Azu-nyan, that's the essence of our existence!\We needed a reservation.\It's huge... response:	It's rotating...
context: This is a replica as well.\We've walked so much!\Let's take a break.\There should be a place around here where we can have afternoon tea.\Afternoon tea? Azu-nyan, that's the essence of our existence!\We needed a reservation.\It's huge...\It's rotating... response:	It's rotating...
context: We've walked so much!\Let's take a break.\There should be a place around here where we can have afternoon tea.\Afternoon tea? Azu-nyan, that's the essence of our existence!\We needed a reservation.\It's huge...\It's rotating...\It's rotating... response:	Let's ride it!
context: Let's take a break.\There should be a place around here where we can have afternoon tea.\Afternoon tea? Azu-nyan, that's the essence of our existence!\We needed a reservation.\It's huge...\It's rotating...\It's rotating...\Let's ride it! response:	Right, Mugi-chan?
context: There should be a place around here where we can have afternoon tea.\Afternoon tea? Azu-nyan, that's the essence of our existence!\We needed a reservation.\It's huge...\It's rotating...\It's rotating...\Let's ride it!\Right, Mugi-chan? response:	Right, Mio-chan?
context: Afternoon tea? Azu-nyan, that's the essence of our existence!\We needed a reservation.\It's huge...\It's rotating...\It's rotating...\Let's ride it!\Right, Mugi-chan?\Right, Mio-chan? response:	I'll watch over our stuff down here.
context: We needed a reservation.\It's huge...\It's rotating...\It's rotating...\Let's ride it!\Right, Mugi-chan?\Right, Mio-chan?\I'll watch over our stuff down here. response:	See you! Go and have fun!
context: It's huge...\It's rotating...\It's rotating...\Let's ride it!\Right, Mugi-chan?\Right, Mio-chan?\I'll watch over our stuff down here.\See you! Go and have fun! response:	Mio...
context: It's rotating...\It's rotating...\Let's ride it!\Right, Mugi-chan?\Right, Mio-chan?\I'll watch over our stuff down here.\See you! Go and have fun!\Mio... response:	Mio-chan...
context: It's rotating...\Let's ride it!\Right, Mugi-chan?\Right, Mio-chan?\I'll watch over our stuff down here.\See you! Go and have fun!\Mio...\Mio-chan... response:	Come on! Come on!
context: Let's ride it!\Right, Mugi-chan?\Right, Mio-chan?\I'll watch over our stuff down here.\See you! Go and have fun!\Mio...\Mio-chan...\Come on! Come on! response:	No! It's rotating! I don't wanna!
context: Right, Mugi-chan?\Right, Mio-chan?\I'll watch over our stuff down here.\See you! Go and have fun!\Mio...\Mio-chan...\Come on! Come on!\No! It's rotating! I don't wanna! response:	Don't worry! We're all here with you!
context: Right, Mio-chan?\I'll watch over our stuff down here.\See you! Go and have fun!\Mio...\Mio-chan...\Come on! Come on!\No! It's rotating! I don't wanna!\Don't worry! We're all here with you! response:	Pull yourself together, Mio-chan.
context: I'll watch over our stuff down here.\See you! Go and have fun!\Mio...\Mio-chan...\Come on! Come on!\No! It's rotating! I don't wanna!\Don't worry! We're all here with you!\Pull yourself together, Mio-chan. response:	I don't wanna go round and round!
context: See you! Go and have fun!\Mio...\Mio-chan...\Come on! Come on!\No! It's rotating! I don't wanna!\Don't worry! We're all here with you!\Pull yourself together, Mio-chan.\I don't wanna go round and round! response:	Amazing! We can see all of London from here!
context: Mio...\Mio-chan...\Come on! Come on!\No! It's rotating! I don't wanna!\Don't worry! We're all here with you!\Pull yourself together, Mio-chan.\I don't wanna go round and round!\Amazing! We can see all of London from here! response:	Look, Azusa!
context: Mio-chan...\Come on! Come on!\No! It's rotating! I don't wanna!\Don't worry! We're all here with you!\Pull yourself together, Mio-chan.\I don't wanna go round and round!\Amazing! We can see all of London from here!\Look, Azusa! response:	Mio-chan's having fun.
context: Come on! Come on!\No! It's rotating! I don't wanna!\Don't worry! We're all here with you!\Pull yourself together, Mio-chan.\I don't wanna go round and round!\Amazing! We can see all of London from here!\Look, Azusa!\Mio-chan's having fun. response:	You can't see that the ferris wheel is going around when you're in it.
context: No! It's rotating! I don't wanna!\Don't worry! We're all here with you!\Pull yourself together, Mio-chan.\I don't wanna go round and round!\Amazing! We can see all of London from here!\Look, Azusa!\Mio-chan's having fun.\You can't see that the ferris wheel is going around when you're in it. response:	Amazing!
context: Don't worry! We're all here with you!\Pull yourself together, Mio-chan.\I don't wanna go round and round!\Amazing! We can see all of London from here!\Look, Azusa!\Mio-chan's having fun.\You can't see that the ferris wheel is going around when you're in it.\Amazing! response:	Let's take pictures!
context: Pull yourself together, Mio-chan.\I don't wanna go round and round!\Amazing! We can see all of London from here!\Look, Azusa!\Mio-chan's having fun.\You can't see that the ferris wheel is going around when you're in it.\Amazing!\Let's take pictures! response:	Mio, I'll azu-sist you with that.
context: I don't wanna go round and round!\Amazing! We can see all of London from here!\Look, Azusa!\Mio-chan's having fun.\You can't see that the ferris wheel is going around when you're in it.\Amazing!\Let's take pictures!\Mio, I'll azu-sist you with that. response:	Ricchan, look at that.
context: Amazing! We can see all of London from here!\Look, Azusa!\Mio-chan's having fun.\You can't see that the ferris wheel is going around when you're in it.\Amazing!\Let's take pictures!\Mio, I'll azu-sist you with that.\Ricchan, look at that. response:	Mugi, can you azu-sist me with this?
context: Look, Azusa!\Mio-chan's having fun.\You can't see that the ferris wheel is going around when you're in it.\Amazing!\Let's take pictures!\Mio, I'll azu-sist you with that.\Ricchan, look at that.\Mugi, can you azu-sist me with this? response:	Okay!
context: Mio-chan's having fun.\You can't see that the ferris wheel is going around when you're in it.\Amazing!\Let's take pictures!\Mio, I'll azu-sist you with that.\Ricchan, look at that.\Mugi, can you azu-sist me with this?\Okay! response:	She said it!
context: You can't see that the ferris wheel is going around when you're in it.\Amazing!\Let's take pictures!\Mio, I'll azu-sist you with that.\Ricchan, look at that.\Mugi, can you azu-sist me with this?\Okay!\She said it! response:	Bye.
context: Amazing!\Let's take pictures!\Mio, I'll azu-sist you with that.\Ricchan, look at that.\Mugi, can you azu-sist me with this?\Okay!\She said it!\Bye. response:	See you.
context: Let's take pictures!\Mio, I'll azu-sist you with that.\Ricchan, look at that.\Mugi, can you azu-sist me with this?\Okay!\She said it!\Bye.\See you. response:	I'm going over...
context: Mio, I'll azu-sist you with that.\Ricchan, look at that.\Mugi, can you azu-sist me with this?\Okay!\She said it!\Bye.\See you.\I'm going over... response:	But this is your room.
context: Ricchan, look at that.\Mugi, can you azu-sist me with this?\Okay!\She said it!\Bye.\See you.\I'm going over...\But this is your room. response:	I'm home!
context: Mugi, can you azu-sist me with this?\Okay!\She said it!\Bye.\See you.\I'm going over...\But this is your room.\I'm home! response:	I'm sorry! Are you okay?
context: Okay!\She said it!\Bye.\See you.\I'm going over...\But this is your room.\I'm home!\I'm sorry! Are you okay? response:	But I'm...
context: She said it!\Bye.\See you.\I'm going over...\But this is your room.\I'm home!\I'm sorry! Are you okay?\But I'm... response:	I'm not into that sort of thing!
context: Bye.\See you.\I'm going over...\But this is your room.\I'm home!\I'm sorry! Are you okay?\But I'm...\I'm not into that sort of thing! response:	What do you mean?
context: See you.\I'm going over...\But this is your room.\I'm home!\I'm sorry! Are you okay?\But I'm...\I'm not into that sort of thing!\What do you mean? response:	I was just trying to hug Gitah...
context: I'm going over...\But this is your room.\I'm home!\I'm sorry! Are you okay?\But I'm...\I'm not into that sort of thing!\What do you mean?\I was just trying to hug Gitah... response:	I'm sorry! I messed up!
context: But this is your room.\I'm home!\I'm sorry! Are you okay?\But I'm...\I'm not into that sort of thing!\What do you mean?\I was just trying to hug Gitah...\I'm sorry! I messed up! response:	I'm sorry!
context: I'm home!\I'm sorry! Are you okay?\But I'm...\I'm not into that sort of thing!\What do you mean?\I was just trying to hug Gitah...\I'm sorry! I messed up!\I'm sorry! response:	Don't worry about it... I'm lucky I got that book on self-defense from Ui...
context: I'm sorry! Are you okay?\But I'm...\I'm not into that sort of thing!\What do you mean?\I was just trying to hug Gitah...\I'm sorry! I messed up!\I'm sorry!\Don't worry about it... I'm lucky I got that book on self-defense from Ui... response:	A-Azu-nyan, are you going to sleep?
