context: now response:	Ruka-chan Still up?
context: What a trite idea for a date. What is he, some well-adjusted fellow?\Aquarium (Very Trite)\Why would anyone pay to rent her and just watch a movie for two hours, though?\It's really unlikely that this is a rental date, I guess?\Knows a thing or two about rental dates\Lots of people here, huh?\This should be good.\I can't just stand around here! response:	Now Showing The Redemption of a Twenty-Year-Old
context: Aquarium (Very Trite)\Why would anyone pay to rent her and just watch a movie for two hours, though?\It's really unlikely that this is a rental date, I guess?\Knows a thing or two about rental dates\Lots of people here, huh?\This should be good.\I can't just stand around here!\Now Showing The Redemption of a Twenty-Year-Old response:	That was too deep for me.
context: Why would anyone pay to rent her and just watch a movie for two hours, though?\It's really unlikely that this is a rental date, I guess?\Knows a thing or two about rental dates\Lots of people here, huh?\This should be good.\I can't just stand around here!\Now Showing The Redemption of a Twenty-Year-Old\That was too deep for me. response:	Gloom
context: It's really unlikely that this is a rental date, I guess?\Knows a thing or two about rental dates\Lots of people here, huh?\This should be good.\I can't just stand around here!\Now Showing The Redemption of a Twenty-Year-Old\That was too deep for me.\Gloom response:	Who even was the culprit in the end?
context: Knows a thing or two about rental dates\Lots of people here, huh?\This should be good.\I can't just stand around here!\Now Showing The Redemption of a Twenty-Year-Old\That was too deep for me.\Gloom\Who even was the culprit in the end? response:	Does she watch stuff like that all the time?
context: Lots of people here, huh?\This should be good.\I can't just stand around here!\Now Showing The Redemption of a Twenty-Year-Old\That was too deep for me.\Gloom\Who even was the culprit in the end?\Does she watch stuff like that all the time? response:	The twilight scene was beautiful!
context: This should be good.\I can't just stand around here!\Now Showing The Redemption of a Twenty-Year-Old\That was too deep for me.\Gloom\Who even was the culprit in the end?\Does she watch stuff like that all the time?\The twilight scene was beautiful! response:	It was one long cut, and the tension was palpable!
context: I can't just stand around here!\Now Showing The Redemption of a Twenty-Year-Old\That was too deep for me.\Gloom\Who even was the culprit in the end?\Does she watch stuff like that all the time?\The twilight scene was beautiful!\It was one long cut, and the tension was palpable! response:	I hear the director insisted on doing it that way.
context: Now Showing The Redemption of a Twenty-Year-Old\That was too deep for me.\Gloom\Who even was the culprit in the end?\Does she watch stuff like that all the time?\The twilight scene was beautiful!\It was one long cut, and the tension was palpable!\I hear the director insisted on doing it that way. response:	Really? I'd love to see it one more time!
context: That was too deep for me.\Gloom\Who even was the culprit in the end?\Does she watch stuff like that all the time?\The twilight scene was beautiful!\It was one long cut, and the tension was palpable!\I hear the director insisted on doing it that way.\Really? I'd love to see it one more time! response:	They're having a jolly good time!
context: Gloom\Who even was the culprit in the end?\Does she watch stuff like that all the time?\The twilight scene was beautiful!\It was one long cut, and the tension was palpable!\I hear the director insisted on doing it that way.\Really? I'd love to see it one more time!\They're having a jolly good time! response:	They're getting cozy!
context: Who even was the culprit in the end?\Does she watch stuff like that all the time?\The twilight scene was beautiful!\It was one long cut, and the tension was palpable!\I hear the director insisted on doing it that way.\Really? I'd love to see it one more time!\They're having a jolly good time!\They're getting cozy! response:	They're on the same wavelength!
context: Does she watch stuff like that all the time?\The twilight scene was beautiful!\It was one long cut, and the tension was palpable!\I hear the director insisted on doing it that way.\Really? I'd love to see it one more time!\They're having a jolly good time!\They're getting cozy!\They're on the same wavelength! response:	Sullen
context: The twilight scene was beautiful!\It was one long cut, and the tension was palpable!\I hear the director insisted on doing it that way.\Really? I'd love to see it one more time!\They're having a jolly good time!\They're getting cozy!\They're on the same wavelength!\Sullen response:	Wow, she says it's perfect!
context: It was one long cut, and the tension was palpable!\I hear the director insisted on doing it that way.\Really? I'd love to see it one more time!\They're having a jolly good time!\They're getting cozy!\They're on the same wavelength!\Sullen\Wow, she says it's perfect! response:	Compatibility fortunes?
context: I hear the director insisted on doing it that way.\Really? I'd love to see it one more time!\They're having a jolly good time!\They're getting cozy!\They're on the same wavelength!\Sullen\Wow, she says it's perfect!\Compatibility fortunes? response:	That's great.
context: Really? I'd love to see it one more time!\They're having a jolly good time!\They're getting cozy!\They're on the same wavelength!\Sullen\Wow, she says it's perfect!\Compatibility fortunes?\That's great. response:	Hey, what do you think of this one?
context: They're having a jolly good time!\They're getting cozy!\They're on the same wavelength!\Sullen\Wow, she says it's perfect!\Compatibility fortunes?\That's great.\Hey, what do you think of this one? response:	Oh, looks good.
context: They're getting cozy!\They're on the same wavelength!\Sullen\Wow, she says it's perfect!\Compatibility fortunes?\That's great.\Hey, what do you think of this one?\Oh, looks good. response:	They're buying gifts for each other?
context: They're on the same wavelength!\Sullen\Wow, she says it's perfect!\Compatibility fortunes?\That's great.\Hey, what do you think of this one?\Oh, looks good.\They're buying gifts for each other? response:	I've never seen her with such a happy smile...
context: Sullen\Wow, she says it's perfect!\Compatibility fortunes?\That's great.\Hey, what do you think of this one?\Oh, looks good.\They're buying gifts for each other?\I've never seen her with such a happy smile... response:	Look at those two!
context: Wow, she says it's perfect!\Compatibility fortunes?\That's great.\Hey, what do you think of this one?\Oh, looks good.\They're buying gifts for each other?\I've never seen her with such a happy smile...\Look at those two! response:	They're both gorgeous!
context: Compatibility fortunes?\That's great.\Hey, what do you think of this one?\Oh, looks good.\They're buying gifts for each other?\I've never seen her with such a happy smile...\Look at those two!\They're both gorgeous! response:	The guy's so hot.
context: That's great.\Hey, what do you think of this one?\Oh, looks good.\They're buying gifts for each other?\I've never seen her with such a happy smile...\Look at those two!\They're both gorgeous!\The guy's so hot. response:	I'd love to have that someday.
context: Hey, what do you think of this one?\Oh, looks good.\They're buying gifts for each other?\I've never seen her with such a happy smile...\Look at those two!\They're both gorgeous!\The guy's so hot.\I'd love to have that someday. response:	They're, like, the ideal couple.
context: Oh, looks good.\They're buying gifts for each other?\I've never seen her with such a happy smile...\Look at those two!\They're both gorgeous!\The guy's so hot.\I'd love to have that someday.\They're, like, the ideal couple. response:	Lucky them!
context: They're buying gifts for each other?\I've never seen her with such a happy smile...\Look at those two!\They're both gorgeous!\The guy's so hot.\I'd love to have that someday.\They're, like, the ideal couple.\Lucky them! response:	Rattle
context: I've never seen her with such a happy smile...\Look at those two!\They're both gorgeous!\The guy's so hot.\I'd love to have that someday.\They're, like, the ideal couple.\Lucky them!\Rattle response:	Seriously, what is going on here?!
context: Look at those two!\They're both gorgeous!\The guy's so hot.\I'd love to have that someday.\They're, like, the ideal couple.\Lucky them!\Rattle\Seriously, what is going on here?! response:	Has taken more damage than he can handle
context: They're both gorgeous!\The guy's so hot.\I'd love to have that someday.\They're, like, the ideal couple.\Lucky them!\Rattle\Seriously, what is going on here?!\Has taken more damage than he can handle response:	I haven't seen them hold hands yet.
context: The guy's so hot.\I'd love to have that someday.\They're, like, the ideal couple.\Lucky them!\Rattle\Seriously, what is going on here?!\Has taken more damage than he can handle\I haven't seen them hold hands yet. response:	Right.
context: I'd love to have that someday.\They're, like, the ideal couple.\Lucky them!\Rattle\Seriously, what is going on here?!\Has taken more damage than he can handle\I haven't seen them hold hands yet.\Right. response:	A lovey-dovey couple doesn't need to hold hands.
context: They're, like, the ideal couple.\Lucky them!\Rattle\Seriously, what is going on here?!\Has taken more damage than he can handle\I haven't seen them hold hands yet.\Right.\A lovey-dovey couple doesn't need to hold hands. response:	Their hearts are already linked.
context: Lucky them!\Rattle\Seriously, what is going on here?!\Has taken more damage than he can handle\I haven't seen them hold hands yet.\Right.\A lovey-dovey couple doesn't need to hold hands.\Their hearts are already linked. response:	Again...
context: Rattle\Seriously, what is going on here?!\Has taken more damage than he can handle\I haven't seen them hold hands yet.\Right.\A lovey-dovey couple doesn't need to hold hands.\Their hearts are already linked.\Again... response:	I told you to write what you want to eat on the whiteboard out front, didn't I?
context: Seriously, what is going on here?!\Has taken more damage than he can handle\I haven't seen them hold hands yet.\Right.\A lovey-dovey couple doesn't need to hold hands.\Their hearts are already linked.\Again...\I told you to write what you want to eat on the whiteboard out front, didn't I? response:	Sorry, it was a busy morning.
context: Has taken more damage than he can handle\I haven't seen them hold hands yet.\Right.\A lovey-dovey couple doesn't need to hold hands.\Their hearts are already linked.\Again...\I told you to write what you want to eat on the whiteboard out front, didn't I?\Sorry, it was a busy morning. response:	There you go again, all about work all the time.
context: I haven't seen them hold hands yet.\Right.\A lovey-dovey couple doesn't need to hold hands.\Their hearts are already linked.\Again...\I told you to write what you want to eat on the whiteboard out front, didn't I?\Sorry, it was a busy morning.\There you go again, all about work all the time. response:	You can eat your meeting minutes for dinner.
context: Right.\A lovey-dovey couple doesn't need to hold hands.\Their hearts are already linked.\Again...\I told you to write what you want to eat on the whiteboard out front, didn't I?\Sorry, it was a busy morning.\There you go again, all about work all the time.\You can eat your meeting minutes for dinner. response:	I don't think they'd be very filling.
context: A lovey-dovey couple doesn't need to hold hands.\Their hearts are already linked.\Again...\I told you to write what you want to eat on the whiteboard out front, didn't I?\Sorry, it was a busy morning.\There you go again, all about work all the time.\You can eat your meeting minutes for dinner.\I don't think they'd be very filling. response:	I bet I'll start craving stew late at night.
context: Their hearts are already linked.\Again...\I told you to write what you want to eat on the whiteboard out front, didn't I?\Sorry, it was a busy morning.\There you go again, all about work all the time.\You can eat your meeting minutes for dinner.\I don't think they'd be very filling.\I bet I'll start craving stew late at night. response:	Then I'll make some and wait for you.
context: Again...\I told you to write what you want to eat on the whiteboard out front, didn't I?\Sorry, it was a busy morning.\There you go again, all about work all the time.\You can eat your meeting minutes for dinner.\I don't think they'd be very filling.\I bet I'll start craving stew late at night.\Then I'll make some and wait for you. response:	She's spending the night at his place? They're practically living together?!
context: I told you to write what you want to eat on the whiteboard out front, didn't I?\Sorry, it was a busy morning.\There you go again, all about work all the time.\You can eat your meeting minutes for dinner.\I don't think they'd be very filling.\I bet I'll start craving stew late at night.\Then I'll make some and wait for you.\She's spending the night at his place? They're practically living together?! response:	I should stop already.
context: Sorry, it was a busy morning.\There you go again, all about work all the time.\You can eat your meeting minutes for dinner.\I don't think they'd be very filling.\I bet I'll start craving stew late at night.\Then I'll make some and wait for you.\She's spending the night at his place? They're practically living together?!\I should stop already. response:	I've seen and heard more than enough.
context: There you go again, all about work all the time.\You can eat your meeting minutes for dinner.\I don't think they'd be very filling.\I bet I'll start craving stew late at night.\Then I'll make some and wait for you.\She's spending the night at his place? They're practically living together?!\I should stop already.\I've seen and heard more than enough. response:	Now
context: You can eat your meeting minutes for dinner.\I don't think they'd be very filling.\I bet I'll start craving stew late at night.\Then I'll make some and wait for you.\She's spending the night at his place? They're practically living together?!\I should stop already.\I've seen and heard more than enough.\Now response:	Kibe Yoshiaki
context: I don't think they'd be very filling.\I bet I'll start craving stew late at night.\Then I'll make some and wait for you.\She's spending the night at his place? They're practically living together?!\I should stop already.\I've seen and heard more than enough.\Now\Kibe Yoshiaki response:	merry xmas
context: I bet I'll start craving stew late at night.\Then I'll make some and wait for you.\She's spending the night at his place? They're practically living together?!\I should stop already.\I've seen and heard more than enough.\Now\Kibe Yoshiaki\merry xmas response:	He sent one again...
context: Then I'll make some and wait for you.\She's spending the night at his place? They're practically living together?!\I should stop already.\I've seen and heard more than enough.\Now\Kibe Yoshiaki\merry xmas\He sent one again... response:	This stings, Kibe!
context: She's spending the night at his place? They're practically living together?!\I should stop already.\I've seen and heard more than enough.\Now\Kibe Yoshiaki\merry xmas\He sent one again...\This stings, Kibe! response:	Hurts more than usual this year.
context: I should stop already.\I've seen and heard more than enough.\Now\Kibe Yoshiaki\merry xmas\He sent one again...\This stings, Kibe!\Hurts more than usual this year. response:	Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend.
context: I've seen and heard more than enough.\Now\Kibe Yoshiaki\merry xmas\He sent one again...\This stings, Kibe!\Hurts more than usual this year.\Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend. response:	Mizuhara is really pretty.
context: Now\Kibe Yoshiaki\merry xmas\He sent one again...\This stings, Kibe!\Hurts more than usual this year.\Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend.\Mizuhara is really pretty. response:	I should just go home.
context: Kibe Yoshiaki\merry xmas\He sent one again...\This stings, Kibe!\Hurts more than usual this year.\Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend.\Mizuhara is really pretty.\I should just go home. response:	What am I doing?
context: merry xmas\He sent one again...\This stings, Kibe!\Hurts more than usual this year.\Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend.\Mizuhara is really pretty.\I should just go home.\What am I doing? response:	I followed them all day like a creep.
context: He sent one again...\This stings, Kibe!\Hurts more than usual this year.\Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend.\Mizuhara is really pretty.\I should just go home.\What am I doing?\I followed them all day like a creep. response:	If they'd found out, I would've been taken to court.
context: This stings, Kibe!\Hurts more than usual this year.\Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend.\Mizuhara is really pretty.\I should just go home.\What am I doing?\I followed them all day like a creep.\If they'd found out, I would've been taken to court. response:	Who do you think you are? That's simply stalking!
context: Hurts more than usual this year.\Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend.\Mizuhara is really pretty.\I should just go home.\What am I doing?\I followed them all day like a creep.\If they'd found out, I would've been taken to court.\Who do you think you are? That's simply stalking! response:	We're through now! I want nothing to do with you!
context: Well, duh, of course she'd have a boyfriend, even if she works as a rental girlfriend.\Mizuhara is really pretty.\I should just go home.\What am I doing?\I followed them all day like a creep.\If they'd found out, I would've been taken to court.\Who do you think you are? That's simply stalking!\We're through now! I want nothing to do with you! response:	Oh, man, the self-hatred's hitting hard.
context: Mizuhara is really pretty.\I should just go home.\What am I doing?\I followed them all day like a creep.\If they'd found out, I would've been taken to court.\Who do you think you are? That's simply stalking!\We're through now! I want nothing to do with you!\Oh, man, the self-hatred's hitting hard. response:	Wha... Umi-kun?!
context: I should just go home.\What am I doing?\I followed them all day like a creep.\If they'd found out, I would've been taken to court.\Who do you think you are? That's simply stalking!\We're through now! I want nothing to do with you!\Oh, man, the self-hatred's hitting hard.\Wha... Umi-kun?! response:	Panic
context: What am I doing?\I followed them all day like a creep.\If they'd found out, I would've been taken to court.\Who do you think you are? That's simply stalking!\We're through now! I want nothing to do with you!\Oh, man, the self-hatred's hitting hard.\Wha... Umi-kun?!\Panic response:	Stay cool! He doesn't know me!
context: I followed them all day like a creep.\If they'd found out, I would've been taken to court.\Who do you think you are? That's simply stalking!\We're through now! I want nothing to do with you!\Oh, man, the self-hatred's hitting hard.\Wha... Umi-kun?!\Panic\Stay cool! He doesn't know me! response:	Whistle
context: If they'd found out, I would've been taken to court.\Who do you think you are? That's simply stalking!\We're through now! I want nothing to do with you!\Oh, man, the self-hatred's hitting hard.\Wha... Umi-kun?!\Panic\Stay cool! He doesn't know me!\Whistle response:	Whistle
context: Who do you think you are? That's simply stalking!\We're through now! I want nothing to do with you!\Oh, man, the self-hatred's hitting hard.\Wha... Umi-kun?!\Panic\Stay cool! He doesn't know me!\Whistle\Whistle response:	Whistle
context: We're through now! I want nothing to do with you!\Oh, man, the self-hatred's hitting hard.\Wha... Umi-kun?!\Panic\Stay cool! He doesn't know me!\Whistle\Whistle\Whistle response:	Whistle
context: Oh, man, the self-hatred's hitting hard.\Wha... Umi-kun?!\Panic\Stay cool! He doesn't know me!\Whistle\Whistle\Whistle\Whistle response:	Whistle
context: Wha... Umi-kun?!\Panic\Stay cool! He doesn't know me!\Whistle\Whistle\Whistle\Whistle\Whistle response:	Hello? I'm calling about the thing we discussed.
context: Panic\Stay cool! He doesn't know me!\Whistle\Whistle\Whistle\Whistle\Whistle\Hello? I'm calling about the thing we discussed. response:	Oh, he's here to make a call.
context: Stay cool! He doesn't know me!\Whistle\Whistle\Whistle\Whistle\Whistle\Hello? I'm calling about the thing we discussed.\Oh, he's here to make a call. response:	Is that so? Glad to hear it.
context: Whistle\Whistle\Whistle\Whistle\Whistle\Hello? I'm calling about the thing we discussed.\Oh, he's here to make a call.\Is that so? Glad to hear it. response:	Oh, her? I'm with her now.
context: Whistle\Whistle\Whistle\Whistle\Hello? I'm calling about the thing we discussed.\Oh, he's here to make a call.\Is that so? Glad to hear it.\Oh, her? I'm with her now. response:	Mizuhara? What're they talking about?
context: Whistle\Whistle\Whistle\Hello? I'm calling about the thing we discussed.\Oh, he's here to make a call.\Is that so? Glad to hear it.\Oh, her? I'm with her now.\Mizuhara? What're they talking about? response:	She's extremely beautiful, and just as wonderful on the inside.
context: Whistle\Whistle\Hello? I'm calling about the thing we discussed.\Oh, he's here to make a call.\Is that so? Glad to hear it.\Oh, her? I'm with her now.\Mizuhara? What're they talking about?\She's extremely beautiful, and just as wonderful on the inside. response:	I-Inside? Inside where?!
context: Whistle\Hello? I'm calling about the thing we discussed.\Oh, he's here to make a call.\Is that so? Glad to hear it.\Oh, her? I'm with her now.\Mizuhara? What're they talking about?\She's extremely beautiful, and just as wonderful on the inside.\I-Inside? Inside where?! response:	She's satisfaction guaranteed for whoever sees her.
context: Hello? I'm calling about the thing we discussed.\Oh, he's here to make a call.\Is that so? Glad to hear it.\Oh, her? I'm with her now.\Mizuhara? What're they talking about?\She's extremely beautiful, and just as wonderful on the inside.\I-Inside? Inside where?!\She's satisfaction guaranteed for whoever sees her. response:	Sees her? Satisfaction?
context: Oh, he's here to make a call.\Is that so? Glad to hear it.\Oh, her? I'm with her now.\Mizuhara? What're they talking about?\She's extremely beautiful, and just as wonderful on the inside.\I-Inside? Inside where?!\She's satisfaction guaranteed for whoever sees her.\Sees her? Satisfaction? response:	Does he know about her job? But he's sounding awfully aloof about it...
context: Is that so? Glad to hear it.\Oh, her? I'm with her now.\Mizuhara? What're they talking about?\She's extremely beautiful, and just as wonderful on the inside.\I-Inside? Inside where?!\She's satisfaction guaranteed for whoever sees her.\Sees her? Satisfaction?\Does he know about her job? But he's sounding awfully aloof about it... response:	Oh, her outfit?
context: Oh, her? I'm with her now.\Mizuhara? What're they talking about?\She's extremely beautiful, and just as wonderful on the inside.\I-Inside? Inside where?!\She's satisfaction guaranteed for whoever sees her.\Sees her? Satisfaction?\Does he know about her job? But he's sounding awfully aloof about it...\Oh, her outfit? response:	I'll check her measurements later and text you.
context: Mizuhara? What're they talking about?\She's extremely beautiful, and just as wonderful on the inside.\I-Inside? Inside where?!\She's satisfaction guaranteed for whoever sees her.\Sees her? Satisfaction?\Does he know about her job? But he's sounding awfully aloof about it...\Oh, her outfit?\I'll check her measurements later and text you. response:	Measurements? Outfit?
context: She's extremely beautiful, and just as wonderful on the inside.\I-Inside? Inside where?!\She's satisfaction guaranteed for whoever sees her.\Sees her? Satisfaction?\Does he know about her job? But he's sounding awfully aloof about it...\Oh, her outfit?\I'll check her measurements later and text you.\Measurements? Outfit? response:	This isn't about her job!
context: I-Inside? Inside where?!\She's satisfaction guaranteed for whoever sees her.\Sees her? Satisfaction?\Does he know about her job? But he's sounding awfully aloof about it...\Oh, her outfit?\I'll check her measurements later and text you.\Measurements? Outfit?\This isn't about her job! response:	What the hell? What the hell has he been talking about?
context: She's satisfaction guaranteed for whoever sees her.\Sees her? Satisfaction?\Does he know about her job? But he's sounding awfully aloof about it...\Oh, her outfit?\I'll check her measurements later and text you.\Measurements? Outfit?\This isn't about her job!\What the hell? What the hell has he been talking about? response:	Yes, it'll be easy.
context: Sees her? Satisfaction?\Does he know about her job? But he's sounding awfully aloof about it...\Oh, her outfit?\I'll check her measurements later and text you.\Measurements? Outfit?\This isn't about her job!\What the hell? What the hell has he been talking about?\Yes, it'll be easy. response:	Where will people see her? A gentleman's club?
context: Does he know about her job? But he's sounding awfully aloof about it...\Oh, her outfit?\I'll check her measurements later and text you.\Measurements? Outfit?\This isn't about her job!\What the hell? What the hell has he been talking about?\Yes, it'll be easy.\Where will people see her? A gentleman's club? response:	Nah, I'm overthinking it.
context: Oh, her outfit?\I'll check her measurements later and text you.\Measurements? Outfit?\This isn't about her job!\What the hell? What the hell has he been talking about?\Yes, it'll be easy.\Where will people see her? A gentleman's club?\Nah, I'm overthinking it. response:	Mizuhara wouldn't be fooled like that.
context: I'll check her measurements later and text you.\Measurements? Outfit?\This isn't about her job!\What the hell? What the hell has he been talking about?\Yes, it'll be easy.\Where will people see her? A gentleman's club?\Nah, I'm overthinking it.\Mizuhara wouldn't be fooled like that. response:	But she is too nice for her own good...
context: Measurements? Outfit?\This isn't about her job!\What the hell? What the hell has he been talking about?\Yes, it'll be easy.\Where will people see her? A gentleman's club?\Nah, I'm overthinking it.\Mizuhara wouldn't be fooled like that.\But she is too nice for her own good... response:	Maybe he took advantage of that?
context: This isn't about her job!\What the hell? What the hell has he been talking about?\Yes, it'll be easy.\Where will people see her? A gentleman's club?\Nah, I'm overthinking it.\Mizuhara wouldn't be fooled like that.\But she is too nice for her own good...\Maybe he took advantage of that? response:	Also, she's learned to let out some very alluring voices recently.
context: What the hell? What the hell has he been talking about?\Yes, it'll be easy.\Where will people see her? A gentleman's club?\Nah, I'm overthinking it.\Mizuhara wouldn't be fooled like that.\But she is too nice for her own good...\Maybe he took advantage of that?\Also, she's learned to let out some very alluring voices recently. response:	Talk to you later.
context: Yes, it'll be easy.\Where will people see her? A gentleman's club?\Nah, I'm overthinking it.\Mizuhara wouldn't be fooled like that.\But she is too nice for her own good...\Maybe he took advantage of that?\Also, she's learned to let out some very alluring voices recently.\Talk to you later. response:	That's it. This guy's totally plotting something.
context: Where will people see her? A gentleman's club?\Nah, I'm overthinking it.\Mizuhara wouldn't be fooled like that.\But she is too nice for her own good...\Maybe he took advantage of that?\Also, she's learned to let out some very alluring voices recently.\Talk to you later.\That's it. This guy's totally plotting something. response:	Mizuhara...
context: Nah, I'm overthinking it.\Mizuhara wouldn't be fooled like that.\But she is too nice for her own good...\Maybe he took advantage of that?\Also, she's learned to let out some very alluring voices recently.\Talk to you later.\That's it. This guy's totally plotting something.\Mizuhara... response:	Mizuhara!
context: Mizuhara wouldn't be fooled like that.\But she is too nice for her own good...\Maybe he took advantage of that?\Also, she's learned to let out some very alluring voices recently.\Talk to you later.\That's it. This guy's totally plotting something.\Mizuhara...\Mizuhara! response:	Jerk...
context: But she is too nice for her own good...\Maybe he took advantage of that?\Also, she's learned to let out some very alluring voices recently.\Talk to you later.\That's it. This guy's totally plotting something.\Mizuhara...\Mizuhara!\Jerk... response:	Mizuhara...
context: Maybe he took advantage of that?\Also, she's learned to let out some very alluring voices recently.\Talk to you later.\That's it. This guy's totally plotting something.\Mizuhara...\Mizuhara!\Jerk...\Mizuhara... response:	Damn it, I don't know how to go out there!
context: Also, she's learned to let out some very alluring voices recently.\Talk to you later.\That's it. This guy's totally plotting something.\Mizuhara...\Mizuhara!\Jerk...\Mizuhara...\Damn it, I don't know how to go out there! response:	He's her boyfriend.
context: Talk to you later.\That's it. This guy's totally plotting something.\Mizuhara...\Mizuhara!\Jerk...\Mizuhara...\Damn it, I don't know how to go out there!\He's her boyfriend. response:	What right do I have to poke my nose in their business?
context: That's it. This guy's totally plotting something.\Mizuhara...\Mizuhara!\Jerk...\Mizuhara...\Damn it, I don't know how to go out there!\He's her boyfriend.\What right do I have to poke my nose in their business? response:	But there's no doubt he's a scumbag.
context: Mizuhara...\Mizuhara!\Jerk...\Mizuhara...\Damn it, I don't know how to go out there!\He's her boyfriend.\What right do I have to poke my nose in their business?\But there's no doubt he's a scumbag. response:	She's learned to let out some alluring voices, my ass!
context: Mizuhara!\Jerk...\Mizuhara...\Damn it, I don't know how to go out there!\He's her boyfriend.\What right do I have to poke my nose in their business?\But there's no doubt he's a scumbag.\She's learned to let out some alluring voices, my ass! response:	Mizuhara Chizuru Client Association
context: Jerk...\Mizuhara...\Damn it, I don't know how to go out there!\He's her boyfriend.\What right do I have to poke my nose in their business?\But there's no doubt he's a scumbag.\She's learned to let out some alluring voices, my ass!\Mizuhara Chizuru Client Association response:	Give me strength, bros!
context: Mizuhara...\Damn it, I don't know how to go out there!\He's her boyfriend.\What right do I have to poke my nose in their business?\But there's no doubt he's a scumbag.\She's learned to let out some alluring voices, my ass!\Mizuhara Chizuru Client Association\Give me strength, bros! response:	Go, Kinoshita!
context: Damn it, I don't know how to go out there!\He's her boyfriend.\What right do I have to poke my nose in their business?\But there's no doubt he's a scumbag.\She's learned to let out some alluring voices, my ass!\Mizuhara Chizuru Client Association\Give me strength, bros!\Go, Kinoshita! response:	Protect Mizuhara Chizuru!
context: He's her boyfriend.\What right do I have to poke my nose in their business?\But there's no doubt he's a scumbag.\She's learned to let out some alluring voices, my ass!\Mizuhara Chizuru Client Association\Give me strength, bros!\Go, Kinoshita!\Protect Mizuhara Chizuru! response:	You're the key player!
context: What right do I have to poke my nose in their business?\But there's no doubt he's a scumbag.\She's learned to let out some alluring voices, my ass!\Mizuhara Chizuru Client Association\Give me strength, bros!\Go, Kinoshita!\Protect Mizuhara Chizuru!\You're the key player! response:	I won't let that guy have his way with our Mizuhara!
context: But there's no doubt he's a scumbag.\She's learned to let out some alluring voices, my ass!\Mizuhara Chizuru Client Association\Give me strength, bros!\Go, Kinoshita!\Protect Mizuhara Chizuru!\You're the key player!\I won't let that guy have his way with our Mizuhara! response:	Wha...
context: She's learned to let out some alluring voices, my ass!\Mizuhara Chizuru Client Association\Give me strength, bros!\Go, Kinoshita!\Protect Mizuhara Chizuru!\You're the key player!\I won't let that guy have his way with our Mizuhara!\Wha... response:	Wait..
context: Mizuhara Chizuru Client Association\Give me strength, bros!\Go, Kinoshita!\Protect Mizuhara Chizuru!\You're the key player!\I won't let that guy have his way with our Mizuhara!\Wha...\Wait.. response:	M-Mizuhar
context: Give me strength, bros!\Go, Kinoshita!\Protect Mizuhara Chizuru!\You're the key player!\I won't let that guy have his way with our Mizuhara!\Wha...\Wait..\M-Mizuhar response:	Ow!
context: Go, Kinoshita!\Protect Mizuhara Chizuru!\You're the key player!\I won't let that guy have his way with our Mizuhara!\Wha...\Wait..\M-Mizuhar\Ow! response:	Y-You!
context: Protect Mizuhara Chizuru!\You're the key player!\I won't let that guy have his way with our Mizuhara!\Wha...\Wait..\M-Mizuhar\Ow!\Y-You! response:	Why are you here?!
context: You're the key player!\I won't let that guy have his way with our Mizuhara!\Wha...\Wait..\M-Mizuhar\Ow!\Y-You!\Why are you here?! response:	W-W-W...
context: I won't let that guy have his way with our Mizuhara!\Wha...\Wait..\M-Mizuhar\Ow!\Y-You!\Why are you here?!\W-W-W... response:	W-Weren't you about to kiss just now?
context: Wha...\Wait..\M-Mizuhar\Ow!\Y-You!\Why are you here?!\W-W-W...\W-Weren't you about to kiss just now? response:	Huh? Kiss?
context: Wait..\M-Mizuhar\Ow!\Y-You!\Why are you here?!\W-W-W...\W-Weren't you about to kiss just now?\Huh? Kiss? response:	Why would Umi-kun and I kiss?
context: M-Mizuhar\Ow!\Y-You!\Why are you here?!\W-W-W...\W-Weren't you about to kiss just now?\Huh? Kiss?\Why would Umi-kun and I kiss? response:	He was just about to fix up my earring.
context: Ow!\Y-You!\Why are you here?!\W-W-W...\W-Weren't you about to kiss just now?\Huh? Kiss?\Why would Umi-kun and I kiss?\He was just about to fix up my earring. response:	Earring? You weren't gonna kiss?
context: Y-You!\Why are you here?!\W-W-W...\W-Weren't you about to kiss just now?\Huh? Kiss?\Why would Umi-kun and I kiss?\He was just about to fix up my earring.\Earring? You weren't gonna kiss? response:	A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride!
context: Why are you here?!\W-W-W...\W-Weren't you about to kiss just now?\Huh? Kiss?\Why would Umi-kun and I kiss?\He was just about to fix up my earring.\Earring? You weren't gonna kiss?\A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride! response:	What? Girlfriend?
context: W-W-W...\W-Weren't you about to kiss just now?\Huh? Kiss?\Why would Umi-kun and I kiss?\He was just about to fix up my earring.\Earring? You weren't gonna kiss?\A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride!\What? Girlfriend? response:	What are you talking about?
