context: Let's follow him. response:	Zelada?
context: Are you close to Cecil?\I explained this before, didn't I?\That ex word, was it?\It wasn't in the dictionary.\Don't worry about it. We're still friends.\Wait.\Still? What does that mean?\Forget it. response:	I ain't talking to no cop.
context: I explained this before, didn't I?\That ex word, was it?\It wasn't in the dictionary.\Don't worry about it. We're still friends.\Wait.\Still? What does that mean?\Forget it.\I ain't talking to no cop. response:	Bring me my damn lawyer.
context: That ex word, was it?\It wasn't in the dictionary.\Don't worry about it. We're still friends.\Wait.\Still? What does that mean?\Forget it.\I ain't talking to no cop.\Bring me my damn lawyer. response:	Villain! Start talking!
context: It wasn't in the dictionary.\Don't worry about it. We're still friends.\Wait.\Still? What does that mean?\Forget it.\I ain't talking to no cop.\Bring me my damn lawyer.\Villain! Start talking! response:	Do you know what happens to criminals who defile corpses?
context: Don't worry about it. We're still friends.\Wait.\Still? What does that mean?\Forget it.\I ain't talking to no cop.\Bring me my damn lawyer.\Villain! Start talking!\Do you know what happens to criminals who defile corpses? response:	Their limbs are cut off while they're still alive
context: Wait.\Still? What does that mean?\Forget it.\I ain't talking to no cop.\Bring me my damn lawyer.\Villain! Start talking!\Do you know what happens to criminals who defile corpses?\Their limbs are cut off while they're still alive response:	before they're stuffed into a barrel filled with poison insects
context: Still? What does that mean?\Forget it.\I ain't talking to no cop.\Bring me my damn lawyer.\Villain! Start talking!\Do you know what happens to criminals who defile corpses?\Their limbs are cut off while they're still alive\before they're stuffed into a barrel filled with poison insects response:	and left there overnight, and then thrown into the Obiza swamp!
context: Forget it.\I ain't talking to no cop.\Bring me my damn lawyer.\Villain! Start talking!\Do you know what happens to criminals who defile corpses?\Their limbs are cut off while they're still alive\before they're stuffed into a barrel filled with poison insects\and left there overnight, and then thrown into the Obiza swamp! response:	If you don't want that to happen to you, start talking about that coffin!
context: I ain't talking to no cop.\Bring me my damn lawyer.\Villain! Start talking!\Do you know what happens to criminals who defile corpses?\Their limbs are cut off while they're still alive\before they're stuffed into a barrel filled with poison insects\and left there overnight, and then thrown into the Obiza swamp!\If you don't want that to happen to you, start talking about that coffin! response:	I thought you'd do that...
context: Bring me my damn lawyer.\Villain! Start talking!\Do you know what happens to criminals who defile corpses?\Their limbs are cut off while they're still alive\before they're stuffed into a barrel filled with poison insects\and left there overnight, and then thrown into the Obiza swamp!\If you don't want that to happen to you, start talking about that coffin!\I thought you'd do that... response:	A body of unknown origin, kept in a Semanian coffin.
context: Villain! Start talking!\Do you know what happens to criminals who defile corpses?\Their limbs are cut off while they're still alive\before they're stuffed into a barrel filled with poison insects\and left there overnight, and then thrown into the Obiza swamp!\If you don't want that to happen to you, start talking about that coffin!\I thought you'd do that...\A body of unknown origin, kept in a Semanian coffin. response:	The teeth and cervical vertebrae
context: Do you know what happens to criminals who defile corpses?\Their limbs are cut off while they're still alive\before they're stuffed into a barrel filled with poison insects\and left there overnight, and then thrown into the Obiza swamp!\If you don't want that to happen to you, start talking about that coffin!\I thought you'd do that...\A body of unknown origin, kept in a Semanian coffin.\The teeth and cervical vertebrae response:	suggest that she is a Semanian female.
context: Their limbs are cut off while they're still alive\before they're stuffed into a barrel filled with poison insects\and left there overnight, and then thrown into the Obiza swamp!\If you don't want that to happen to you, start talking about that coffin!\I thought you'd do that...\A body of unknown origin, kept in a Semanian coffin.\The teeth and cervical vertebrae\suggest that she is a Semanian female. response:	Simultaneous signs of desiccation and aging.
context: before they're stuffed into a barrel filled with poison insects\and left there overnight, and then thrown into the Obiza swamp!\If you don't want that to happen to you, start talking about that coffin!\I thought you'd do that...\A body of unknown origin, kept in a Semanian coffin.\The teeth and cervical vertebrae\suggest that she is a Semanian female.\Simultaneous signs of desiccation and aging. response:	It's a strange form of mummification that you don't see on Earth.
context: and left there overnight, and then thrown into the Obiza swamp!\If you don't want that to happen to you, start talking about that coffin!\I thought you'd do that...\A body of unknown origin, kept in a Semanian coffin.\The teeth and cervical vertebrae\suggest that she is a Semanian female.\Simultaneous signs of desiccation and aging.\It's a strange form of mummification that you don't see on Earth. response:	This is an archaeological examination that does not require autopsy.
context: If you don't want that to happen to you, start talking about that coffin!\I thought you'd do that...\A body of unknown origin, kept in a Semanian coffin.\The teeth and cervical vertebrae\suggest that she is a Semanian female.\Simultaneous signs of desiccation and aging.\It's a strange form of mummification that you don't see on Earth.\This is an archaeological examination that does not require autopsy. response:	Chapman!
context: I thought you'd do that...\A body of unknown origin, kept in a Semanian coffin.\The teeth and cervical vertebrae\suggest that she is a Semanian female.\Simultaneous signs of desiccation and aging.\It's a strange form of mummification that you don't see on Earth.\This is an archaeological examination that does not require autopsy.\Chapman! response:	Chapman!
context: A body of unknown origin, kept in a Semanian coffin.\The teeth and cervical vertebrae\suggest that she is a Semanian female.\Simultaneous signs of desiccation and aging.\It's a strange form of mummification that you don't see on Earth.\This is an archaeological examination that does not require autopsy.\Chapman!\Chapman! response:	Yes?
context: The teeth and cervical vertebrae\suggest that she is a Semanian female.\Simultaneous signs of desiccation and aging.\It's a strange form of mummification that you don't see on Earth.\This is an archaeological examination that does not require autopsy.\Chapman!\Chapman!\Yes? response:	Can you take a CT scan of the body?
context: suggest that she is a Semanian female.\Simultaneous signs of desiccation and aging.\It's a strange form of mummification that you don't see on Earth.\This is an archaeological examination that does not require autopsy.\Chapman!\Chapman!\Yes?\Can you take a CT scan of the body? response:	Sure thing.
context: Simultaneous signs of desiccation and aging.\It's a strange form of mummification that you don't see on Earth.\This is an archaeological examination that does not require autopsy.\Chapman!\Chapman!\Yes?\Can you take a CT scan of the body?\Sure thing. response:	Right now.
context: It's a strange form of mummification that you don't see on Earth.\This is an archaeological examination that does not require autopsy.\Chapman!\Chapman!\Yes?\Can you take a CT scan of the body?\Sure thing.\Right now. response:	Please don't hurt me...
context: This is an archaeological examination that does not require autopsy.\Chapman!\Chapman!\Yes?\Can you take a CT scan of the body?\Sure thing.\Right now.\Please don't hurt me... response:	We stole the coffin.
context: Chapman!\Chapman!\Yes?\Can you take a CT scan of the body?\Sure thing.\Right now.\Please don't hurt me...\We stole the coffin. response:	We heard it was worth a lot, so...
context: Chapman!\Yes?\Can you take a CT scan of the body?\Sure thing.\Right now.\Please don't hurt me...\We stole the coffin.\We heard it was worth a lot, so... response:	Where did you steal it? Tell me!
context: Yes?\Can you take a CT scan of the body?\Sure thing.\Right now.\Please don't hurt me...\We stole the coffin.\We heard it was worth a lot, so...\Where did you steal it? Tell me! response:	Doras Derill. A graveyard in Doras Derill...
context: Can you take a CT scan of the body?\Sure thing.\Right now.\Please don't hurt me...\We stole the coffin.\We heard it was worth a lot, so...\Where did you steal it? Tell me!\Doras Derill. A graveyard in Doras Derill... response:	What?
context: Sure thing.\Right now.\Please don't hurt me...\We stole the coffin.\We heard it was worth a lot, so...\Where did you steal it? Tell me!\Doras Derill. A graveyard in Doras Derill...\What? response:	A corpse from Doras Derill?
context: Right now.\Please don't hurt me...\We stole the coffin.\We heard it was worth a lot, so...\Where did you steal it? Tell me!\Doras Derill. A graveyard in Doras Derill...\What?\A corpse from Doras Derill? response:	What's up?
context: Please don't hurt me...\We stole the coffin.\We heard it was worth a lot, so...\Where did you steal it? Tell me!\Doras Derill. A graveyard in Doras Derill...\What?\A corpse from Doras Derill?\What's up? response:	Cecil may be in danger!
context: We stole the coffin.\We heard it was worth a lot, so...\Where did you steal it? Tell me!\Doras Derill. A graveyard in Doras Derill...\What?\A corpse from Doras Derill?\What's up?\Cecil may be in danger! response:	What?
context: We heard it was worth a lot, so...\Where did you steal it? Tell me!\Doras Derill. A graveyard in Doras Derill...\What?\A corpse from Doras Derill?\What's up?\Cecil may be in danger!\What? response:	Hurry!
context: Where did you steal it? Tell me!\Doras Derill. A graveyard in Doras Derill...\What?\A corpse from Doras Derill?\What's up?\Cecil may be in danger!\What?\Hurry! response:	Hey!
context: Doras Derill. A graveyard in Doras Derill...\What?\A corpse from Doras Derill?\What's up?\Cecil may be in danger!\What?\Hurry!\Hey! response:	Shit.
context: What?\A corpse from Doras Derill?\What's up?\Cecil may be in danger!\What?\Hurry!\Hey!\Shit. response:	Did something happen?
context: A corpse from Doras Derill?\What's up?\Cecil may be in danger!\What?\Hurry!\Hey!\Shit.\Did something happen? response:	Chapman?
context: What's up?\Cecil may be in danger!\What?\Hurry!\Hey!\Shit.\Did something happen?\Chapman? response:	What's going on?
context: Cecil may be in danger!\What?\Hurry!\Hey!\Shit.\Did something happen?\Chapman?\What's going on? response:	Shield of law, protection of the war god.
context: What?\Hurry!\Hey!\Shit.\Did something happen?\Chapman?\What's going on?\Shield of law, protection of the war god. response:	Cecil!
context: Hurry!\Hey!\Shit.\Did something happen?\Chapman?\What's going on?\Shield of law, protection of the war god.\Cecil! response:	Tilarna?
context: Hey!\Shit.\Did something happen?\Chapman?\What's going on?\Shield of law, protection of the war god.\Cecil!\Tilarna? response:	Tilarna... The body...
context: Shit.\Did something happen?\Chapman?\What's going on?\Shield of law, protection of the war god.\Cecil!\Tilarna?\Tilarna... The body... response:	Chapman...
context: Did something happen?\Chapman?\What's going on?\Shield of law, protection of the war god.\Cecil!\Tilarna?\Tilarna... The body...\Chapman... response:	Cecil, run!
context: Chapman?\What's going on?\Shield of law, protection of the war god.\Cecil!\Tilarna?\Tilarna... The body...\Chapman...\Cecil, run! response:	B-But...
context: What's going on?\Shield of law, protection of the war god.\Cecil!\Tilarna?\Tilarna... The body...\Chapman...\Cecil, run!\B-But... response:	Hurry!
context: Shield of law, protection of the war god.\Cecil!\Tilarna?\Tilarna... The body...\Chapman...\Cecil, run!\B-But...\Hurry! response:	Vampire.
context: Cecil!\Tilarna?\Tilarna... The body...\Chapman...\Cecil, run!\B-But...\Hurry!\Vampire. response:	The old language...
context: Tilarna?\Tilarna... The body...\Chapman...\Cecil, run!\B-But...\Hurry!\Vampire.\The old language... response:	Did I get her?
context: Tilarna... The body...\Chapman...\Cecil, run!\B-But...\Hurry!\Vampire.\The old language...\Did I get her? response:	Next time
context: Chapman...\Cecil, run!\B-But...\Hurry!\Vampire.\The old language...\Did I get her?\Next time response:	Next time on COP CRAFT.
