context: So, you are the Black King and his subjects. response:	You said you would destroy the humans. You boasted so boldly.
context: The Black Lord healed her wound,\but it wouldn't have been strange if she had died before arriving here.\The Drifter leader named Toyohisa...\He does not seem the type to stay his hand just because his enemy is a woman.\Perhaps... he went easy on her.\He held back, but he stopped before the final blow was struck.\He wouldn't care what would happen afterwards.\His existence itself is an embodiment of complacency. response:	So, that is what samurai is.
context: but it wouldn't have been strange if she had died before arriving here.\The Drifter leader named Toyohisa...\He does not seem the type to stay his hand just because his enemy is a woman.\Perhaps... he went easy on her.\He held back, but he stopped before the final blow was struck.\He wouldn't care what would happen afterwards.\His existence itself is an embodiment of complacency.\So, that is what samurai is. response:	For this reason alone, we can't underestimate them.
context: The Drifter leader named Toyohisa...\He does not seem the type to stay his hand just because his enemy is a woman.\Perhaps... he went easy on her.\He held back, but he stopped before the final blow was struck.\He wouldn't care what would happen afterwards.\His existence itself is an embodiment of complacency.\So, that is what samurai is.\For this reason alone, we can't underestimate them. response:	It's been 800 years since their feudal system was born...
context: He does not seem the type to stay his hand just because his enemy is a woman.\Perhaps... he went easy on her.\He held back, but he stopped before the final blow was struck.\He wouldn't care what would happen afterwards.\His existence itself is an embodiment of complacency.\So, that is what samurai is.\For this reason alone, we can't underestimate them.\It's been 800 years since their feudal system was born... response:	Those mere thugs can think of nothing but killing each other on such tiny islands.
context: Perhaps... he went easy on her.\He held back, but he stopped before the final blow was struck.\He wouldn't care what would happen afterwards.\His existence itself is an embodiment of complacency.\So, that is what samurai is.\For this reason alone, we can't underestimate them.\It's been 800 years since their feudal system was born...\Those mere thugs can think of nothing but killing each other on such tiny islands. response:	Our Russia lost to their descendants, didn't it?!
context: He held back, but he stopped before the final blow was struck.\He wouldn't care what would happen afterwards.\His existence itself is an embodiment of complacency.\So, that is what samurai is.\For this reason alone, we can't underestimate them.\It's been 800 years since their feudal system was born...\Those mere thugs can think of nothing but killing each other on such tiny islands.\Our Russia lost to their descendants, didn't it?! response:	You're angry because Joan was bullied, aren't you, princess?
context: He wouldn't care what would happen afterwards.\His existence itself is an embodiment of complacency.\So, that is what samurai is.\For this reason alone, we can't underestimate them.\It's been 800 years since their feudal system was born...\Those mere thugs can think of nothing but killing each other on such tiny islands.\Our Russia lost to their descendants, didn't it?!\You're angry because Joan was bullied, aren't you, princess? response:	I have not been angered.
context: His existence itself is an embodiment of complacency.\So, that is what samurai is.\For this reason alone, we can't underestimate them.\It's been 800 years since their feudal system was born...\Those mere thugs can think of nothing but killing each other on such tiny islands.\Our Russia lost to their descendants, didn't it?!\You're angry because Joan was bullied, aren't you, princess?\I have not been angered. response:	Yes, you have.
context: So, that is what samurai is.\For this reason alone, we can't underestimate them.\It's been 800 years since their feudal system was born...\Those mere thugs can think of nothing but killing each other on such tiny islands.\Our Russia lost to their descendants, didn't it?!\You're angry because Joan was bullied, aren't you, princess?\I have not been angered.\Yes, you have. response:	Cease!
context: For this reason alone, we can't underestimate them.\It's been 800 years since their feudal system was born...\Those mere thugs can think of nothing but killing each other on such tiny islands.\Our Russia lost to their descendants, didn't it?!\You're angry because Joan was bullied, aren't you, princess?\I have not been angered.\Yes, you have.\Cease! response:	Stop! Stop it!
context: It's been 800 years since their feudal system was born...\Those mere thugs can think of nothing but killing each other on such tiny islands.\Our Russia lost to their descendants, didn't it?!\You're angry because Joan was bullied, aren't you, princess?\I have not been angered.\Yes, you have.\Cease!\Stop! Stop it! response:	Have them cease!
context: Those mere thugs can think of nothing but killing each other on such tiny islands.\Our Russia lost to their descendants, didn't it?!\You're angry because Joan was bullied, aren't you, princess?\I have not been angered.\Yes, you have.\Cease!\Stop! Stop it!\Have them cease! response:	Black King, stop this! Have them cease!
context: Our Russia lost to their descendants, didn't it?!\You're angry because Joan was bullied, aren't you, princess?\I have not been angered.\Yes, you have.\Cease!\Stop! Stop it!\Have them cease!\Black King, stop this! Have them cease! response:	Stop! Cease this!
context: You're angry because Joan was bullied, aren't you, princess?\I have not been angered.\Yes, you have.\Cease!\Stop! Stop it!\Have them cease!\Black King, stop this! Have them cease!\Stop! Cease this! response:	If you cannot walk beside us, you are mere meat.
context: I have not been angered.\Yes, you have.\Cease!\Stop! Stop it!\Have them cease!\Black King, stop this! Have them cease!\Stop! Cease this!\If you cannot walk beside us, you are mere meat. response:	Keep this to yourself.
context: Yes, you have.\Cease!\Stop! Stop it!\Have them cease!\Black King, stop this! Have them cease!\Stop! Cease this!\If you cannot walk beside us, you are mere meat.\Keep this to yourself. response:	Hey, you...
context: Cease!\Stop! Stop it!\Have them cease!\Black King, stop this! Have them cease!\Stop! Cease this!\If you cannot walk beside us, you are mere meat.\Keep this to yourself.\Hey, you... response:	Which are you?
context: Stop! Stop it!\Have them cease!\Black King, stop this! Have them cease!\Stop! Cease this!\If you cannot walk beside us, you are mere meat.\Keep this to yourself.\Hey, you...\Which are you? response:	That damn jackass is pretending to be a government official...
context: Have them cease!\Black King, stop this! Have them cease!\Stop! Cease this!\If you cannot walk beside us, you are mere meat.\Keep this to yourself.\Hey, you...\Which are you?\That damn jackass is pretending to be a government official... response:	No way in hell he will stand a chance against me!
context: Black King, stop this! Have them cease!\Stop! Cease this!\If you cannot walk beside us, you are mere meat.\Keep this to yourself.\Hey, you...\Which are you?\That damn jackass is pretending to be a government official...\No way in hell he will stand a chance against me! response:	They are skilled.
context: Stop! Cease this!\If you cannot walk beside us, you are mere meat.\Keep this to yourself.\Hey, you...\Which are you?\That damn jackass is pretending to be a government official...\No way in hell he will stand a chance against me!\They are skilled. response:	Huh? What?!
context: If you cannot walk beside us, you are mere meat.\Keep this to yourself.\Hey, you...\Which are you?\That damn jackass is pretending to be a government official...\No way in hell he will stand a chance against me!\They are skilled.\Huh? What?! response:	I'm talking about the iron cylinder.
context: Keep this to yourself.\Hey, you...\Which are you?\That damn jackass is pretending to be a government official...\No way in hell he will stand a chance against me!\They are skilled.\Huh? What?!\I'm talking about the iron cylinder. response:	You told me it was called a musket, didn't you?
context: Hey, you...\Which are you?\That damn jackass is pretending to be a government official...\No way in hell he will stand a chance against me!\They are skilled.\Huh? What?!\I'm talking about the iron cylinder.\You told me it was called a musket, didn't you? response:	The blacksmiths of your country are pretty skilled.
context: Which are you?\That damn jackass is pretending to be a government official...\No way in hell he will stand a chance against me!\They are skilled.\Huh? What?!\I'm talking about the iron cylinder.\You told me it was called a musket, didn't you?\The blacksmiths of your country are pretty skilled. response:	But they are no match for us.
context: That damn jackass is pretending to be a government official...\No way in hell he will stand a chance against me!\They are skilled.\Huh? What?!\I'm talking about the iron cylinder.\You told me it was called a musket, didn't you?\The blacksmiths of your country are pretty skilled.\But they are no match for us. response:	Here is the first one.
context: No way in hell he will stand a chance against me!\They are skilled.\Huh? What?!\I'm talking about the iron cylinder.\You told me it was called a musket, didn't you?\The blacksmiths of your country are pretty skilled.\But they are no match for us.\Here is the first one. response:	Wh-?! Don't tell me you finished already. It's only been a day.
context: They are skilled.\Huh? What?!\I'm talking about the iron cylinder.\You told me it was called a musket, didn't you?\The blacksmiths of your country are pretty skilled.\But they are no match for us.\Here is the first one.\Wh-?! Don't tell me you finished already. It's only been a day. response:	If just a plan had been provided, it would've been different. But...
context: Huh? What?!\I'm talking about the iron cylinder.\You told me it was called a musket, didn't you?\The blacksmiths of your country are pretty skilled.\But they are no match for us.\Here is the first one.\Wh-?! Don't tell me you finished already. It's only been a day.\If just a plan had been provided, it would've been different. But... response:	Try it. There shouldn't be any problem with it.
context: I'm talking about the iron cylinder.\You told me it was called a musket, didn't you?\The blacksmiths of your country are pretty skilled.\But they are no match for us.\Here is the first one.\Wh-?! Don't tell me you finished already. It's only been a day.\If just a plan had been provided, it would've been different. But...\Try it. There shouldn't be any problem with it. response:	If we bring the production up to full force in this castle town,
context: You told me it was called a musket, didn't you?\The blacksmiths of your country are pretty skilled.\But they are no match for us.\Here is the first one.\Wh-?! Don't tell me you finished already. It's only been a day.\If just a plan had been provided, it would've been different. But...\Try it. There shouldn't be any problem with it.\If we bring the production up to full force in this castle town, response:	how many can we make?
context: The blacksmiths of your country are pretty skilled.\But they are no match for us.\Here is the first one.\Wh-?! Don't tell me you finished already. It's only been a day.\If just a plan had been provided, it would've been different. But...\Try it. There shouldn't be any problem with it.\If we bring the production up to full force in this castle town,\how many can we make? response:	This town provided more than half of the Orte's armaments.
context: But they are no match for us.\Here is the first one.\Wh-?! Don't tell me you finished already. It's only been a day.\If just a plan had been provided, it would've been different. But...\Try it. There shouldn't be any problem with it.\If we bring the production up to full force in this castle town,\how many can we make?\This town provided more than half of the Orte's armaments. response:	That was while we were starved and lazy.
context: Here is the first one.\Wh-?! Don't tell me you finished already. It's only been a day.\If just a plan had been provided, it would've been different. But...\Try it. There shouldn't be any problem with it.\If we bring the production up to full force in this castle town,\how many can we make?\This town provided more than half of the Orte's armaments.\That was while we were starved and lazy. response:	If all of us work at full force, let's see...
context: Wh-?! Don't tell me you finished already. It's only been a day.\If just a plan had been provided, it would've been different. But...\Try it. There shouldn't be any problem with it.\If we bring the production up to full force in this castle town,\how many can we make?\This town provided more than half of the Orte's armaments.\That was while we were starved and lazy.\If all of us work at full force, let's see... response:	It won't be same as making swords or armor,
context: If just a plan had been provided, it would've been different. But...\Try it. There shouldn't be any problem with it.\If we bring the production up to full force in this castle town,\how many can we make?\This town provided more than half of the Orte's armaments.\That was while we were starved and lazy.\If all of us work at full force, let's see...\It won't be same as making swords or armor, response:	so it will take some time to get used to it.
context: Try it. There shouldn't be any problem with it.\If we bring the production up to full force in this castle town,\how many can we make?\This town provided more than half of the Orte's armaments.\That was while we were starved and lazy.\If all of us work at full force, let's see...\It won't be same as making swords or armor,\so it will take some time to get used to it. response:	We can start out with seven to eight muskets, then maybe we can increase to ten...
context: If we bring the production up to full force in this castle town,\how many can we make?\This town provided more than half of the Orte's armaments.\That was while we were starved and lazy.\If all of us work at full force, let's see...\It won't be same as making swords or armor,\so it will take some time to get used to it.\We can start out with seven to eight muskets, then maybe we can increase to ten... response:	Is that all?! You were so full of confidence earlier.
context: how many can we make?\This town provided more than half of the Orte's armaments.\That was while we were starved and lazy.\If all of us work at full force, let's see...\It won't be same as making swords or armor,\so it will take some time to get used to it.\We can start out with seven to eight muskets, then maybe we can increase to ten...\Is that all?! You were so full of confidence earlier. response:	Isn't that enough?! We can only manage to make ten muskets per day at most.
context: This town provided more than half of the Orte's armaments.\That was while we were starved and lazy.\If all of us work at full force, let's see...\It won't be same as making swords or armor,\so it will take some time to get used to it.\We can start out with seven to eight muskets, then maybe we can increase to ten...\Is that all?! You were so full of confidence earlier.\Isn't that enough?! We can only manage to make ten muskets per day at most. response:	Don't be unreasonable!
context: That was while we were starved and lazy.\If all of us work at full force, let's see...\It won't be same as making swords or armor,\so it will take some time to get used to it.\We can start out with seven to eight muskets, then maybe we can increase to ten...\Is that all?! You were so full of confidence earlier.\Isn't that enough?! We can only manage to make ten muskets per day at most.\Don't be unreasonable! response:	Per day?!
context: If all of us work at full force, let's see...\It won't be same as making swords or armor,\so it will take some time to get used to it.\We can start out with seven to eight muskets, then maybe we can increase to ten...\Is that all?! You were so full of confidence earlier.\Isn't that enough?! We can only manage to make ten muskets per day at most.\Don't be unreasonable!\Per day?! response:	Is that Dwarf serious?! That's incredible!
context: It won't be same as making swords or armor,\so it will take some time to get used to it.\We can start out with seven to eight muskets, then maybe we can increase to ten...\Is that all?! You were so full of confidence earlier.\Isn't that enough?! We can only manage to make ten muskets per day at most.\Don't be unreasonable!\Per day?!\Is that Dwarf serious?! That's incredible! response:	What an evil look!
context: so it will take some time to get used to it.\We can start out with seven to eight muskets, then maybe we can increase to ten...\Is that all?! You were so full of confidence earlier.\Isn't that enough?! We can only manage to make ten muskets per day at most.\Don't be unreasonable!\Per day?!\Is that Dwarf serious?! That's incredible!\What an evil look! response:	He gets that way every now on then. Please ignore him.
context: We can start out with seven to eight muskets, then maybe we can increase to ten...\Is that all?! You were so full of confidence earlier.\Isn't that enough?! We can only manage to make ten muskets per day at most.\Don't be unreasonable!\Per day?!\Is that Dwarf serious?! That's incredible!\What an evil look!\He gets that way every now on then. Please ignore him. response:	By the way, where did Toyohisa go? Is he eating again?
context: Is that all?! You were so full of confidence earlier.\Isn't that enough?! We can only manage to make ten muskets per day at most.\Don't be unreasonable!\Per day?!\Is that Dwarf serious?! That's incredible!\What an evil look!\He gets that way every now on then. Please ignore him.\By the way, where did Toyohisa go? Is he eating again? response:	I wonder where he went.
context: Isn't that enough?! We can only manage to make ten muskets per day at most.\Don't be unreasonable!\Per day?!\Is that Dwarf serious?! That's incredible!\What an evil look!\He gets that way every now on then. Please ignore him.\By the way, where did Toyohisa go? Is he eating again?\I wonder where he went. response:	Oh, him. He said he was going to do something
context: Don't be unreasonable!\Per day?!\Is that Dwarf serious?! That's incredible!\What an evil look!\He gets that way every now on then. Please ignore him.\By the way, where did Toyohisa go? Is he eating again?\I wonder where he went.\Oh, him. He said he was going to do something response:	to help the food digest, gathering up our young men.
context: Per day?!\Is that Dwarf serious?! That's incredible!\What an evil look!\He gets that way every now on then. Please ignore him.\By the way, where did Toyohisa go? Is he eating again?\I wonder where he went.\Oh, him. He said he was going to do something\to help the food digest, gathering up our young men. response:	Frankly, I can't tell whether you guys are young or old.
context: Is that Dwarf serious?! That's incredible!\What an evil look!\He gets that way every now on then. Please ignore him.\By the way, where did Toyohisa go? Is he eating again?\I wonder where he went.\Oh, him. He said he was going to do something\to help the food digest, gathering up our young men.\Frankly, I can't tell whether you guys are young or old. response:	You all look like old men. Is it some sort of curse?
context: What an evil look!\He gets that way every now on then. Please ignore him.\By the way, where did Toyohisa go? Is he eating again?\I wonder where he went.\Oh, him. He said he was going to do something\to help the food digest, gathering up our young men.\Frankly, I can't tell whether you guys are young or old.\You all look like old men. Is it some sort of curse? response:	Shut up!
context: He gets that way every now on then. Please ignore him.\By the way, where did Toyohisa go? Is he eating again?\I wonder where he went.\Oh, him. He said he was going to do something\to help the food digest, gathering up our young men.\Frankly, I can't tell whether you guys are young or old.\You all look like old men. Is it some sort of curse?\Shut up! response:	We can also fight!
context: By the way, where did Toyohisa go? Is he eating again?\I wonder where he went.\Oh, him. He said he was going to do something\to help the food digest, gathering up our young men.\Frankly, I can't tell whether you guys are young or old.\You all look like old men. Is it some sort of curse?\Shut up!\We can also fight! response:	In Dwarven warfare, every blow is lethal.
context: I wonder where he went.\Oh, him. He said he was going to do something\to help the food digest, gathering up our young men.\Frankly, I can't tell whether you guys are young or old.\You all look like old men. Is it some sort of curse?\Shut up!\We can also fight!\In Dwarven warfare, every blow is lethal. response:	Our fighting style is to put everything behind one ax strike.
context: Oh, him. He said he was going to do something\to help the food digest, gathering up our young men.\Frankly, I can't tell whether you guys are young or old.\You all look like old men. Is it some sort of curse?\Shut up!\We can also fight!\In Dwarven warfare, every blow is lethal.\Our fighting style is to put everything behind one ax strike. response:	You cleaved the helmet beautifully. It is just like Jigen.
context: to help the food digest, gathering up our young men.\Frankly, I can't tell whether you guys are young or old.\You all look like old men. Is it some sort of curse?\Shut up!\We can also fight!\In Dwarven warfare, every blow is lethal.\Our fighting style is to put everything behind one ax strike.\You cleaved the helmet beautifully. It is just like Jigen. response:	Jige... What? What the heck is that?
context: Frankly, I can't tell whether you guys are young or old.\You all look like old men. Is it some sort of curse?\Shut up!\We can also fight!\In Dwarven warfare, every blow is lethal.\Our fighting style is to put everything behind one ax strike.\You cleaved the helmet beautifully. It is just like Jigen.\Jige... What? What the heck is that? response:	The Jigen fighting style.
context: You all look like old men. Is it some sort of curse?\Shut up!\We can also fight!\In Dwarven warfare, every blow is lethal.\Our fighting style is to put everything behind one ax strike.\You cleaved the helmet beautifully. It is just like Jigen.\Jige... What? What the heck is that?\The Jigen fighting style. response:	It was popular among young men in the main branch of the school.
context: Shut up!\We can also fight!\In Dwarven warfare, every blow is lethal.\Our fighting style is to put everything behind one ax strike.\You cleaved the helmet beautifully. It is just like Jigen.\Jige... What? What the heck is that?\The Jigen fighting style.\It was popular among young men in the main branch of the school. response:	I learned the Taisha fighting style
context: We can also fight!\In Dwarven warfare, every blow is lethal.\Our fighting style is to put everything behind one ax strike.\You cleaved the helmet beautifully. It is just like Jigen.\Jige... What? What the heck is that?\The Jigen fighting style.\It was popular among young men in the main branch of the school.\I learned the Taisha fighting style response:	because I didn't have much time to learn the Jigen style...
context: In Dwarven warfare, every blow is lethal.\Our fighting style is to put everything behind one ax strike.\You cleaved the helmet beautifully. It is just like Jigen.\Jige... What? What the heck is that?\The Jigen fighting style.\It was popular among young men in the main branch of the school.\I learned the Taisha fighting style\because I didn't have much time to learn the Jigen style... response:	No matter how far away your world is from ours, your way of thinking is the same...
context: Our fighting style is to put everything behind one ax strike.\You cleaved the helmet beautifully. It is just like Jigen.\Jige... What? What the heck is that?\The Jigen fighting style.\It was popular among young men in the main branch of the school.\I learned the Taisha fighting style\because I didn't have much time to learn the Jigen style...\No matter how far away your world is from ours, your way of thinking is the same... response:	Interesting.
context: You cleaved the helmet beautifully. It is just like Jigen.\Jige... What? What the heck is that?\The Jigen fighting style.\It was popular among young men in the main branch of the school.\I learned the Taisha fighting style\because I didn't have much time to learn the Jigen style...\No matter how far away your world is from ours, your way of thinking is the same...\Interesting. response:	Soldiers exist everywhere regardless of their appearance.
context: Jige... What? What the heck is that?\The Jigen fighting style.\It was popular among young men in the main branch of the school.\I learned the Taisha fighting style\because I didn't have much time to learn the Jigen style...\No matter how far away your world is from ours, your way of thinking is the same...\Interesting.\Soldiers exist everywhere regardless of their appearance. response:	Indeed.
context: The Jigen fighting style.\It was popular among young men in the main branch of the school.\I learned the Taisha fighting style\because I didn't have much time to learn the Jigen style...\No matter how far away your world is from ours, your way of thinking is the same...\Interesting.\Soldiers exist everywhere regardless of their appearance.\Indeed. response:	When did they...?
context: It was popular among young men in the main branch of the school.\I learned the Taisha fighting style\because I didn't have much time to learn the Jigen style...\No matter how far away your world is from ours, your way of thinking is the same...\Interesting.\Soldiers exist everywhere regardless of their appearance.\Indeed.\When did they...? response:	Who are you? I mean, what the heck are you?
context: I learned the Taisha fighting style\because I didn't have much time to learn the Jigen style...\No matter how far away your world is from ours, your way of thinking is the same...\Interesting.\Soldiers exist everywhere regardless of their appearance.\Indeed.\When did they...?\Who are you? I mean, what the heck are you? response:	They forged an alliance with not only the Elves but also the Dwarves.
context: because I didn't have much time to learn the Jigen style...\No matter how far away your world is from ours, your way of thinking is the same...\Interesting.\Soldiers exist everywhere regardless of their appearance.\Indeed.\When did they...?\Who are you? I mean, what the heck are you?\They forged an alliance with not only the Elves but also the Dwarves. response:	You Drifters are quick.
context: No matter how far away your world is from ours, your way of thinking is the same...\Interesting.\Soldiers exist everywhere regardless of their appearance.\Indeed.\When did they...?\Who are you? I mean, what the heck are you?\They forged an alliance with not only the Elves but also the Dwarves.\You Drifters are quick. response:	I never would have expected...
context: Interesting.\Soldiers exist everywhere regardless of their appearance.\Indeed.\When did they...?\Who are you? I mean, what the heck are you?\They forged an alliance with not only the Elves but also the Dwarves.\You Drifters are quick.\I never would have expected... response:	How absolutely terrifying!
context: Soldiers exist everywhere regardless of their appearance.\Indeed.\When did they...?\Who are you? I mean, what the heck are you?\They forged an alliance with not only the Elves but also the Dwarves.\You Drifters are quick.\I never would have expected...\How absolutely terrifying! response:	What are you?!
context: Indeed.\When did they...?\Who are you? I mean, what the heck are you?\They forged an alliance with not only the Elves but also the Dwarves.\You Drifters are quick.\I never would have expected...\How absolutely terrifying!\What are you?! response:	Who the hell are you?!
context: When did they...?\Who are you? I mean, what the heck are you?\They forged an alliance with not only the Elves but also the Dwarves.\You Drifters are quick.\I never would have expected...\How absolutely terrifying!\What are you?!\Who the hell are you?! response:	Oh my, the dirt won't come off.
context: Who are you? I mean, what the heck are you?\They forged an alliance with not only the Elves but also the Dwarves.\You Drifters are quick.\I never would have expected...\How absolutely terrifying!\What are you?!\Who the hell are you?!\Oh my, the dirt won't come off. response:	W-We... We have a problem!
context: They forged an alliance with not only the Elves but also the Dwarves.\You Drifters are quick.\I never would have expected...\How absolutely terrifying!\What are you?!\Who the hell are you?!\Oh my, the dirt won't come off.\W-We... We have a problem! response:	Saint-Germi's wagon is outside...
context: You Drifters are quick.\I never would have expected...\How absolutely terrifying!\What are you?!\Who the hell are you?!\Oh my, the dirt won't come off.\W-We... We have a problem!\Saint-Germi's wagon is outside... response:	The powerful twinkie count...
context: I never would have expected...\How absolutely terrifying!\What are you?!\Who the hell are you?!\Oh my, the dirt won't come off.\W-We... We have a problem!\Saint-Germi's wagon is outside...\The powerful twinkie count... response:	How rude!
context: How absolutely terrifying!\What are you?!\Who the hell are you?!\Oh my, the dirt won't come off.\W-We... We have a problem!\Saint-Germi's wagon is outside...\The powerful twinkie count...\How rude! response:	Hey, Boobienu. What the hell is he, an entertainer or something?
context: What are you?!\Who the hell are you?!\Oh my, the dirt won't come off.\W-We... We have a problem!\Saint-Germi's wagon is outside...\The powerful twinkie count...\How rude!\Hey, Boobienu. What the hell is he, an entertainer or something? response:	He is Count Saint-Germi!
context: Who the hell are you?!\Oh my, the dirt won't come off.\W-We... We have a problem!\Saint-Germi's wagon is outside...\The powerful twinkie count...\How rude!\Hey, Boobienu. What the hell is he, an entertainer or something?\He is Count Saint-Germi! response:	He is a powerful aristocrat who owns a third of the Orte empire!
context: Oh my, the dirt won't come off.\W-We... We have a problem!\Saint-Germi's wagon is outside...\The powerful twinkie count...\How rude!\Hey, Boobienu. What the hell is he, an entertainer or something?\He is Count Saint-Germi!\He is a powerful aristocrat who owns a third of the Orte empire! response:	Wh-Why are you here?!
context: W-We... We have a problem!\Saint-Germi's wagon is outside...\The powerful twinkie count...\How rude!\Hey, Boobienu. What the hell is he, an entertainer or something?\He is Count Saint-Germi!\He is a powerful aristocrat who owns a third of the Orte empire!\Wh-Why are you here?! response:	Count Saint-Germi! Are you a Drifter?
context: Saint-Germi's wagon is outside...\The powerful twinkie count...\How rude!\Hey, Boobienu. What the hell is he, an entertainer or something?\He is Count Saint-Germi!\He is a powerful aristocrat who owns a third of the Orte empire!\Wh-Why are you here?!\Count Saint-Germi! Are you a Drifter? response:	Or as we suspect, are you with the Ends?!
context: The powerful twinkie count...\How rude!\Hey, Boobienu. What the hell is he, an entertainer or something?\He is Count Saint-Germi!\He is a powerful aristocrat who owns a third of the Orte empire!\Wh-Why are you here?!\Count Saint-Germi! Are you a Drifter?\Or as we suspect, are you with the Ends?! response:	Oh dear, you are treating me like I'm criminal.
context: How rude!\Hey, Boobienu. What the hell is he, an entertainer or something?\He is Count Saint-Germi!\He is a powerful aristocrat who owns a third of the Orte empire!\Wh-Why are you here?!\Count Saint-Germi! Are you a Drifter?\Or as we suspect, are you with the Ends?!\Oh dear, you are treating me like I'm criminal. response:	Whether you believe me or not, I am a Drifter.
context: Hey, Boobienu. What the hell is he, an entertainer or something?\He is Count Saint-Germi!\He is a powerful aristocrat who owns a third of the Orte empire!\Wh-Why are you here?!\Count Saint-Germi! Are you a Drifter?\Or as we suspect, are you with the Ends?!\Oh dear, you are treating me like I'm criminal.\Whether you believe me or not, I am a Drifter. response:	Are you stupid enough to believe an End like me actually exists?!
context: He is Count Saint-Germi!\He is a powerful aristocrat who owns a third of the Orte empire!\Wh-Why are you here?!\Count Saint-Germi! Are you a Drifter?\Or as we suspect, are you with the Ends?!\Oh dear, you are treating me like I'm criminal.\Whether you believe me or not, I am a Drifter.\Are you stupid enough to believe an End like me actually exists?! response:	-Wh...?! -Hmph.
context: He is a powerful aristocrat who owns a third of the Orte empire!\Wh-Why are you here?!\Count Saint-Germi! Are you a Drifter?\Or as we suspect, are you with the Ends?!\Oh dear, you are treating me like I'm criminal.\Whether you believe me or not, I am a Drifter.\Are you stupid enough to believe an End like me actually exists?!\-Wh...?! -Hmph. response:	Your breasts are large but not your brain, you stupid girl.
context: Wh-Why are you here?!\Count Saint-Germi! Are you a Drifter?\Or as we suspect, are you with the Ends?!\Oh dear, you are treating me like I'm criminal.\Whether you believe me or not, I am a Drifter.\Are you stupid enough to believe an End like me actually exists?!\-Wh...?! -Hmph.\Your breasts are large but not your brain, you stupid girl. response:	Th-Then, why on earth did you help Father found an empire like Orte?!
context: Count Saint-Germi! Are you a Drifter?\Or as we suspect, are you with the Ends?!\Oh dear, you are treating me like I'm criminal.\Whether you believe me or not, I am a Drifter.\Are you stupid enough to believe an End like me actually exists?!\-Wh...?! -Hmph.\Your breasts are large but not your brain, you stupid girl.\Th-Then, why on earth did you help Father found an empire like Orte?! response:	How dare you?! Orte is a great empire.
context: Or as we suspect, are you with the Ends?!\Oh dear, you are treating me like I'm criminal.\Whether you believe me or not, I am a Drifter.\Are you stupid enough to believe an End like me actually exists?!\-Wh...?! -Hmph.\Your breasts are large but not your brain, you stupid girl.\Th-Then, why on earth did you help Father found an empire like Orte?!\How dare you?! Orte is a great empire. response:	Don't talk like it's the work of the Ends, you idiot!
context: Oh dear, you are treating me like I'm criminal.\Whether you believe me or not, I am a Drifter.\Are you stupid enough to believe an End like me actually exists?!\-Wh...?! -Hmph.\Your breasts are large but not your brain, you stupid girl.\Th-Then, why on earth did you help Father found an empire like Orte?!\How dare you?! Orte is a great empire.\Don't talk like it's the work of the Ends, you idiot! response:	Father, Adolf Hitler, was also a respectable Drifter.
context: Whether you believe me or not, I am a Drifter.\Are you stupid enough to believe an End like me actually exists?!\-Wh...?! -Hmph.\Your breasts are large but not your brain, you stupid girl.\Th-Then, why on earth did you help Father found an empire like Orte?!\How dare you?! Orte is a great empire.\Don't talk like it's the work of the Ends, you idiot!\Father, Adolf Hitler, was also a respectable Drifter. response:	He formed the incredibly efficient bureaucratic government.
context: Are you stupid enough to believe an End like me actually exists?!\-Wh...?! -Hmph.\Your breasts are large but not your brain, you stupid girl.\Th-Then, why on earth did you help Father found an empire like Orte?!\How dare you?! Orte is a great empire.\Don't talk like it's the work of the Ends, you idiot!\Father, Adolf Hitler, was also a respectable Drifter.\He formed the incredibly efficient bureaucratic government. response:	He eliminated nepotism and centralized the wealth.
context: -Wh...?! -Hmph.\Your breasts are large but not your brain, you stupid girl.\Th-Then, why on earth did you help Father found an empire like Orte?!\How dare you?! Orte is a great empire.\Don't talk like it's the work of the Ends, you idiot!\Father, Adolf Hitler, was also a respectable Drifter.\He formed the incredibly efficient bureaucratic government.\He eliminated nepotism and centralized the wealth. response:	Then, he meticulously crafted a strict hierarchy.
context: Your breasts are large but not your brain, you stupid girl.\Th-Then, why on earth did you help Father found an empire like Orte?!\How dare you?! Orte is a great empire.\Don't talk like it's the work of the Ends, you idiot!\Father, Adolf Hitler, was also a respectable Drifter.\He formed the incredibly efficient bureaucratic government.\He eliminated nepotism and centralized the wealth.\Then, he meticulously crafted a strict hierarchy. response:	Thus, he unified the people and formed a centralized government...
context: Th-Then, why on earth did you help Father found an empire like Orte?!\How dare you?! Orte is a great empire.\Don't talk like it's the work of the Ends, you idiot!\Father, Adolf Hitler, was also a respectable Drifter.\He formed the incredibly efficient bureaucratic government.\He eliminated nepotism and centralized the wealth.\Then, he meticulously crafted a strict hierarchy.\Thus, he unified the people and formed a centralized government... response:	We did such incredible work.
context: How dare you?! Orte is a great empire.\Don't talk like it's the work of the Ends, you idiot!\Father, Adolf Hitler, was also a respectable Drifter.\He formed the incredibly efficient bureaucratic government.\He eliminated nepotism and centralized the wealth.\Then, he meticulously crafted a strict hierarchy.\Thus, he unified the people and formed a centralized government...\We did such incredible work. response:	Otherwise, how could we have fought against
context: Don't talk like it's the work of the Ends, you idiot!\Father, Adolf Hitler, was also a respectable Drifter.\He formed the incredibly efficient bureaucratic government.\He eliminated nepotism and centralized the wealth.\Then, he meticulously crafted a strict hierarchy.\Thus, he unified the people and formed a centralized government...\We did such incredible work.\Otherwise, how could we have fought against response:	other races surrounding us for fifty years?!
