context: Signs response:	Ending Romaji
context: That klutz...\How could she forget these?\You're really stupid, aren't you?\I didn't?\I remember when I fell into the river -\Oh, yeah! Crap!\I was interrupted...\Gosh, I even said it a few times to Kawashima... response:	Yeah, I can be really stupid sometimes too...
context: How could she forget these?\You're really stupid, aren't you?\I didn't?\I remember when I fell into the river -\Oh, yeah! Crap!\I was interrupted...\Gosh, I even said it a few times to Kawashima...\Yeah, I can be really stupid sometimes too... response:	Tomiya-kun, are you free today?
context: You're really stupid, aren't you?\I didn't?\I remember when I fell into the river -\Oh, yeah! Crap!\I was interrupted...\Gosh, I even said it a few times to Kawashima...\Yeah, I can be really stupid sometimes too...\Tomiya-kun, are you free today? response:	Yeah.
context: I didn't?\I remember when I fell into the river -\Oh, yeah! Crap!\I was interrupted...\Gosh, I even said it a few times to Kawashima...\Yeah, I can be really stupid sometimes too...\Tomiya-kun, are you free today?\Yeah. response:	There's somewhere I want to go, can you come with me?
context: I remember when I fell into the river -\Oh, yeah! Crap!\I was interrupted...\Gosh, I even said it a few times to Kawashima...\Yeah, I can be really stupid sometimes too...\Tomiya-kun, are you free today?\Yeah.\There's somewhere I want to go, can you come with me? response:	Hey, this is...
context: Oh, yeah! Crap!\I was interrupted...\Gosh, I even said it a few times to Kawashima...\Yeah, I can be really stupid sometimes too...\Tomiya-kun, are you free today?\Yeah.\There's somewhere I want to go, can you come with me?\Hey, this is... response:	Ami-chan!
context: I was interrupted...\Gosh, I even said it a few times to Kawashima...\Yeah, I can be really stupid sometimes too...\Tomiya-kun, are you free today?\Yeah.\There's somewhere I want to go, can you come with me?\Hey, this is...\Ami-chan! response:	Taiga...
context: Gosh, I even said it a few times to Kawashima...\Yeah, I can be really stupid sometimes too...\Tomiya-kun, are you free today?\Yeah.\There's somewhere I want to go, can you come with me?\Hey, this is...\Ami-chan!\Taiga... response:	I'm sorry for yesterday.
context: Yeah, I can be really stupid sometimes too...\Tomiya-kun, are you free today?\Yeah.\There's somewhere I want to go, can you come with me?\Hey, this is...\Ami-chan!\Taiga...\I'm sorry for yesterday. response:	That won't happen.
context: Tomiya-kun, are you free today?\Yeah.\There's somewhere I want to go, can you come with me?\Hey, this is...\Ami-chan!\Taiga...\I'm sorry for yesterday.\That won't happen. response:	Then, why are you telling me?
context: Yeah.\There's somewhere I want to go, can you come with me?\Hey, this is...\Ami-chan!\Taiga...\I'm sorry for yesterday.\That won't happen.\Then, why are you telling me? response:	I think I kind of understand what you said now...
context: There's somewhere I want to go, can you come with me?\Hey, this is...\Ami-chan!\Taiga...\I'm sorry for yesterday.\That won't happen.\Then, why are you telling me?\I think I kind of understand what you said now... response:	Hey, hey! Taiga's text message!
context: Hey, this is...\Ami-chan!\Taiga...\I'm sorry for yesterday.\That won't happen.\Then, why are you telling me?\I think I kind of understand what you said now...\Hey, hey! Taiga's text message! response:	I got it!
context: Ami-chan!\Taiga...\I'm sorry for yesterday.\That won't happen.\Then, why are you telling me?\I think I kind of understand what you said now...\Hey, hey! Taiga's text message!\I got it! response:	I got it too!
context: Taiga...\I'm sorry for yesterday.\That won't happen.\Then, why are you telling me?\I think I kind of understand what you said now...\Hey, hey! Taiga's text message!\I got it!\I got it too! response:	This is it, right?
context: I'm sorry for yesterday.\That won't happen.\Then, why are you telling me?\I think I kind of understand what you said now...\Hey, hey! Taiga's text message!\I got it!\I got it too!\This is it, right? response:	Yeah, that!
context: That won't happen.\Then, why are you telling me?\I think I kind of understand what you said now...\Hey, hey! Taiga's text message!\I got it!\I got it too!\This is it, right?\Yeah, that! response:	It seems like Taiga replied to everyone who texted her.
context: Then, why are you telling me?\I think I kind of understand what you said now...\Hey, hey! Taiga's text message!\I got it!\I got it too!\This is it, right?\Yeah, that!\It seems like Taiga replied to everyone who texted her. response:	Why is it just a picture?
context: I think I kind of understand what you said now...\Hey, hey! Taiga's text message!\I got it!\I got it too!\This is it, right?\Yeah, that!\It seems like Taiga replied to everyone who texted her.\Why is it just a picture? response:	I really don't get it.
context: Hey, hey! Taiga's text message!\I got it!\I got it too!\This is it, right?\Yeah, that!\It seems like Taiga replied to everyone who texted her.\Why is it just a picture?\I really don't get it. response:	Yeah, what does it mean?
context: I got it!\I got it too!\This is it, right?\Yeah, that!\It seems like Taiga replied to everyone who texted her.\Why is it just a picture?\I really don't get it.\Yeah, what does it mean? response:	Seaweed?
context: I got it too!\This is it, right?\Yeah, that!\It seems like Taiga replied to everyone who texted her.\Why is it just a picture?\I really don't get it.\Yeah, what does it mean?\Seaweed? response:	It's the night sky.
context: This is it, right?\Yeah, that!\It seems like Taiga replied to everyone who texted her.\Why is it just a picture?\I really don't get it.\Yeah, what does it mean?\Seaweed?\It's the night sky. response:	Kushieda?
context: Yeah, that!\It seems like Taiga replied to everyone who texted her.\Why is it just a picture?\I really don't get it.\Yeah, what does it mean?\Seaweed?\It's the night sky.\Kushieda? response:	Oh, she's right.
context: It seems like Taiga replied to everyone who texted her.\Why is it just a picture?\I really don't get it.\Yeah, what does it mean?\Seaweed?\It's the night sky.\Kushieda?\Oh, she's right. response:	Is that small dot a star?
context: Why is it just a picture?\I really don't get it.\Yeah, what does it mean?\Seaweed?\It's the night sky.\Kushieda?\Oh, she's right.\Is that small dot a star? response:	Really? You're imagining things, right?
context: I really don't get it.\Yeah, what does it mean?\Seaweed?\It's the night sky.\Kushieda?\Oh, she's right.\Is that small dot a star?\Really? You're imagining things, right? response:	No, it's definitely a star.
context: Yeah, what does it mean?\Seaweed?\It's the night sky.\Kushieda?\Oh, she's right.\Is that small dot a star?\Really? You're imagining things, right?\No, it's definitely a star. response:	But why did she take a picture of it?
context: Seaweed?\It's the night sky.\Kushieda?\Oh, she's right.\Is that small dot a star?\Really? You're imagining things, right?\No, it's definitely a star.\But why did she take a picture of it? response:	I will protect you all from the faraway sky.
context: It's the night sky.\Kushieda?\Oh, she's right.\Is that small dot a star?\Really? You're imagining things, right?\No, it's definitely a star.\But why did she take a picture of it?\I will protect you all from the faraway sky. response:	Shut up! She's not dead yet!
context: Kushieda?\Oh, she's right.\Is that small dot a star?\Really? You're imagining things, right?\No, it's definitely a star.\But why did she take a picture of it?\I will protect you all from the faraway sky.\Shut up! She's not dead yet! response:	I think she means, I'll try my best.
context: Oh, she's right.\Is that small dot a star?\Really? You're imagining things, right?\No, it's definitely a star.\But why did she take a picture of it?\I will protect you all from the faraway sky.\Shut up! She's not dead yet!\I think she means, I'll try my best. response:	Huh?
context: Is that small dot a star?\Really? You're imagining things, right?\No, it's definitely a star.\But why did she take a picture of it?\I will protect you all from the faraway sky.\Shut up! She's not dead yet!\I think she means, I'll try my best.\Huh? response:	Even if the sky is pitch black, with nothing to see,
context: Really? You're imagining things, right?\No, it's definitely a star.\But why did she take a picture of it?\I will protect you all from the faraway sky.\Shut up! She's not dead yet!\I think she means, I'll try my best.\Huh?\Even if the sky is pitch black, with nothing to see, response:	there will be stars shining somewhere out there.
context: No, it's definitely a star.\But why did she take a picture of it?\I will protect you all from the faraway sky.\Shut up! She's not dead yet!\I think she means, I'll try my best.\Huh?\Even if the sky is pitch black, with nothing to see,\there will be stars shining somewhere out there. response:	If I keep shining brighter and brighter,
context: But why did she take a picture of it?\I will protect you all from the faraway sky.\Shut up! She's not dead yet!\I think she means, I'll try my best.\Huh?\Even if the sky is pitch black, with nothing to see,\there will be stars shining somewhere out there.\If I keep shining brighter and brighter, response:	I'll definitely look better to people.
context: I will protect you all from the faraway sky.\Shut up! She's not dead yet!\I think she means, I'll try my best.\Huh?\Even if the sky is pitch black, with nothing to see,\there will be stars shining somewhere out there.\If I keep shining brighter and brighter,\I'll definitely look better to people. response:	I think Taiga is kind of selfish.
context: Shut up! She's not dead yet!\I think she means, I'll try my best.\Huh?\Even if the sky is pitch black, with nothing to see,\there will be stars shining somewhere out there.\If I keep shining brighter and brighter,\I'll definitely look better to people.\I think Taiga is kind of selfish. response:	But even if that's the case, the sky will connect us.
context: I think she means, I'll try my best.\Huh?\Even if the sky is pitch black, with nothing to see,\there will be stars shining somewhere out there.\If I keep shining brighter and brighter,\I'll definitely look better to people.\I think Taiga is kind of selfish.\But even if that's the case, the sky will connect us. response:	As long as we all shine,
context: Huh?\Even if the sky is pitch black, with nothing to see,\there will be stars shining somewhere out there.\If I keep shining brighter and brighter,\I'll definitely look better to people.\I think Taiga is kind of selfish.\But even if that's the case, the sky will connect us.\As long as we all shine, response:	no matter how far apart we are,
context: Even if the sky is pitch black, with nothing to see,\there will be stars shining somewhere out there.\If I keep shining brighter and brighter,\I'll definitely look better to people.\I think Taiga is kind of selfish.\But even if that's the case, the sky will connect us.\As long as we all shine,\no matter how far apart we are, response:	we will definitely be able to see each other doing our best.
context: there will be stars shining somewhere out there.\If I keep shining brighter and brighter,\I'll definitely look better to people.\I think Taiga is kind of selfish.\But even if that's the case, the sky will connect us.\As long as we all shine,\no matter how far apart we are,\we will definitely be able to see each other doing our best. response:	You overdid that...
context: If I keep shining brighter and brighter,\I'll definitely look better to people.\I think Taiga is kind of selfish.\But even if that's the case, the sky will connect us.\As long as we all shine,\no matter how far apart we are,\we will definitely be able to see each other doing our best.\You overdid that... response:	It sent chills down my spine...
context: I'll definitely look better to people.\I think Taiga is kind of selfish.\But even if that's the case, the sky will connect us.\As long as we all shine,\no matter how far apart we are,\we will definitely be able to see each other doing our best.\You overdid that...\It sent chills down my spine... response:	W-What?!
context: I think Taiga is kind of selfish.\But even if that's the case, the sky will connect us.\As long as we all shine,\no matter how far apart we are,\we will definitely be able to see each other doing our best.\You overdid that...\It sent chills down my spine...\W-What?! response:	I think she's right.
context: But even if that's the case, the sky will connect us.\As long as we all shine,\no matter how far apart we are,\we will definitely be able to see each other doing our best.\You overdid that...\It sent chills down my spine...\W-What?!\I think she's right. response:	Yeah.
context: As long as we all shine,\no matter how far apart we are,\we will definitely be able to see each other doing our best.\You overdid that...\It sent chills down my spine...\W-What?!\I think she's right.\Yeah. response:	This is the feeling of being young, right?
context: no matter how far apart we are,\we will definitely be able to see each other doing our best.\You overdid that...\It sent chills down my spine...\W-What?!\I think she's right.\Yeah.\This is the feeling of being young, right? response:	Me too! I'll be happy if she's right!
context: we will definitely be able to see each other doing our best.\You overdid that...\It sent chills down my spine...\W-What?!\I think she's right.\Yeah.\This is the feeling of being young, right?\Me too! I'll be happy if she's right! response:	Yeah.
context: You overdid that...\It sent chills down my spine...\W-What?!\I think she's right.\Yeah.\This is the feeling of being young, right?\Me too! I'll be happy if she's right!\Yeah. response:	Speaking of stars, someone caused a lot of trouble back then.
context: It sent chills down my spine...\W-What?!\I think she's right.\Yeah.\This is the feeling of being young, right?\Me too! I'll be happy if she's right!\Yeah.\Speaking of stars, someone caused a lot of trouble back then. response:	Oh, that!
context: W-What?!\I think she's right.\Yeah.\This is the feeling of being young, right?\Me too! I'll be happy if she's right!\Yeah.\Speaking of stars, someone caused a lot of trouble back then.\Oh, that! response:	After taking the time to send us this, I think she'd be happy if we replied.
context: I think she's right.\Yeah.\This is the feeling of being young, right?\Me too! I'll be happy if she's right!\Yeah.\Speaking of stars, someone caused a lot of trouble back then.\Oh, that!\After taking the time to send us this, I think she'd be happy if we replied. response:	Be careful!
context: Yeah.\This is the feeling of being young, right?\Me too! I'll be happy if she's right!\Yeah.\Speaking of stars, someone caused a lot of trouble back then.\Oh, that!\After taking the time to send us this, I think she'd be happy if we replied.\Be careful! response:	I can't find it...
context: This is the feeling of being young, right?\Me too! I'll be happy if she's right!\Yeah.\Speaking of stars, someone caused a lot of trouble back then.\Oh, that!\After taking the time to send us this, I think she'd be happy if we replied.\Be careful!\I can't find it... response:	Where is it?
context: Me too! I'll be happy if she's right!\Yeah.\Speaking of stars, someone caused a lot of trouble back then.\Oh, that!\After taking the time to send us this, I think she'd be happy if we replied.\Be careful!\I can't find it...\Where is it? response:	I remember putting it away with Ami-chan's tree...
context: Yeah.\Speaking of stars, someone caused a lot of trouble back then.\Oh, that!\After taking the time to send us this, I think she'd be happy if we replied.\Be careful!\I can't find it...\Where is it?\I remember putting it away with Ami-chan's tree... response:	Thanks.
context: Speaking of stars, someone caused a lot of trouble back then.\Oh, that!\After taking the time to send us this, I think she'd be happy if we replied.\Be careful!\I can't find it...\Where is it?\I remember putting it away with Ami-chan's tree...\Thanks. response:	You think of these things to make others happy...
context: Oh, that!\After taking the time to send us this, I think she'd be happy if we replied.\Be careful!\I can't find it...\Where is it?\I remember putting it away with Ami-chan's tree...\Thanks.\You think of these things to make others happy... response:	How should I put it... You're amazing at it.
context: After taking the time to send us this, I think she'd be happy if we replied.\Be careful!\I can't find it...\Where is it?\I remember putting it away with Ami-chan's tree...\Thanks.\You think of these things to make others happy...\How should I put it... You're amazing at it. response:	I guess.
context: Be careful!\I can't find it...\Where is it?\I remember putting it away with Ami-chan's tree...\Thanks.\You think of these things to make others happy...\How should I put it... You're amazing at it.\I guess. response:	Ami-chan's existence itself should be surprising.
context: I can't find it...\Where is it?\I remember putting it away with Ami-chan's tree...\Thanks.\You think of these things to make others happy...\How should I put it... You're amazing at it.\I guess.\Ami-chan's existence itself should be surprising. response:	You know, before she became who she is,
context: Where is it?\I remember putting it away with Ami-chan's tree...\Thanks.\You think of these things to make others happy...\How should I put it... You're amazing at it.\I guess.\Ami-chan's existence itself should be surprising.\You know, before she became who she is, response:	people loved her even though she caused trouble for everyone.
context: I remember putting it away with Ami-chan's tree...\Thanks.\You think of these things to make others happy...\How should I put it... You're amazing at it.\I guess.\Ami-chan's existence itself should be surprising.\You know, before she became who she is,\people loved her even though she caused trouble for everyone. response:	I was jealous of her.
context: Thanks.\You think of these things to make others happy...\How should I put it... You're amazing at it.\I guess.\Ami-chan's existence itself should be surprising.\You know, before she became who she is,\people loved her even though she caused trouble for everyone.\I was jealous of her. response:	But that's not true at all.
context: You think of these things to make others happy...\How should I put it... You're amazing at it.\I guess.\Ami-chan's existence itself should be surprising.\You know, before she became who she is,\people loved her even though she caused trouble for everyone.\I was jealous of her.\But that's not true at all. response:	Even though she seems amazing,
context: How should I put it... You're amazing at it.\I guess.\Ami-chan's existence itself should be surprising.\You know, before she became who she is,\people loved her even though she caused trouble for everyone.\I was jealous of her.\But that's not true at all.\Even though she seems amazing, response:	her body and heart are both so small and timid.
context: I guess.\Ami-chan's existence itself should be surprising.\You know, before she became who she is,\people loved her even though she caused trouble for everyone.\I was jealous of her.\But that's not true at all.\Even though she seems amazing,\her body and heart are both so small and timid. response:	All she does is take whatever people throw at her.
context: Ami-chan's existence itself should be surprising.\You know, before she became who she is,\people loved her even though she caused trouble for everyone.\I was jealous of her.\But that's not true at all.\Even though she seems amazing,\her body and heart are both so small and timid.\All she does is take whatever people throw at her. response:	She won't let anyone see her true self.
context: You know, before she became who she is,\people loved her even though she caused trouble for everyone.\I was jealous of her.\But that's not true at all.\Even though she seems amazing,\her body and heart are both so small and timid.\All she does is take whatever people throw at her.\She won't let anyone see her true self. response:	She's the same as someone.
context: people loved her even though she caused trouble for everyone.\I was jealous of her.\But that's not true at all.\Even though she seems amazing,\her body and heart are both so small and timid.\All she does is take whatever people throw at her.\She won't let anyone see her true self.\She's the same as someone. response:	Yeah, she was seen through from the very beginning.
context: I was jealous of her.\But that's not true at all.\Even though she seems amazing,\her body and heart are both so small and timid.\All she does is take whatever people throw at her.\She won't let anyone see her true self.\She's the same as someone.\Yeah, she was seen through from the very beginning. response:	Didn't you say I was a kid?
context: But that's not true at all.\Even though she seems amazing,\her body and heart are both so small and timid.\All she does is take whatever people throw at her.\She won't let anyone see her true self.\She's the same as someone.\Yeah, she was seen through from the very beginning.\Didn't you say I was a kid? response:	You know, I hate myself when I pretend to be an adult.
context: Even though she seems amazing,\her body and heart are both so small and timid.\All she does is take whatever people throw at her.\She won't let anyone see her true self.\She's the same as someone.\Yeah, she was seen through from the very beginning.\Didn't you say I was a kid?\You know, I hate myself when I pretend to be an adult. response:	That's why I'm desperate to have others accept me for who I am.
context: her body and heart are both so small and timid.\All she does is take whatever people throw at her.\She won't let anyone see her true self.\She's the same as someone.\Yeah, she was seen through from the very beginning.\Didn't you say I was a kid?\You know, I hate myself when I pretend to be an adult.\That's why I'm desperate to have others accept me for who I am. response:	But I finally understood after meeting Taiga...
context: All she does is take whatever people throw at her.\She won't let anyone see her true self.\She's the same as someone.\Yeah, she was seen through from the very beginning.\Didn't you say I was a kid?\You know, I hate myself when I pretend to be an adult.\That's why I'm desperate to have others accept me for who I am.\But I finally understood after meeting Taiga... response:	As long as there's at least one person who understands me, I'll be okay.
context: She won't let anyone see her true self.\She's the same as someone.\Yeah, she was seen through from the very beginning.\Didn't you say I was a kid?\You know, I hate myself when I pretend to be an adult.\That's why I'm desperate to have others accept me for who I am.\But I finally understood after meeting Taiga...\As long as there's at least one person who understands me, I'll be okay. response:	Even if it isn't love...
context: She's the same as someone.\Yeah, she was seen through from the very beginning.\Didn't you say I was a kid?\You know, I hate myself when I pretend to be an adult.\That's why I'm desperate to have others accept me for who I am.\But I finally understood after meeting Taiga...\As long as there's at least one person who understands me, I'll be okay.\Even if it isn't love... response:	Kawashima -
context: Yeah, she was seen through from the very beginning.\Didn't you say I was a kid?\You know, I hate myself when I pretend to be an adult.\That's why I'm desperate to have others accept me for who I am.\But I finally understood after meeting Taiga...\As long as there's at least one person who understands me, I'll be okay.\Even if it isn't love...\Kawashima - response:	I found the treasure!
context: Didn't you say I was a kid?\You know, I hate myself when I pretend to be an adult.\That's why I'm desperate to have others accept me for who I am.\But I finally understood after meeting Taiga...\As long as there's at least one person who understands me, I'll be okay.\Even if it isn't love...\Kawashima -\I found the treasure! response:	Uh...
context: You know, I hate myself when I pretend to be an adult.\That's why I'm desperate to have others accept me for who I am.\But I finally understood after meeting Taiga...\As long as there's at least one person who understands me, I'll be okay.\Even if it isn't love...\Kawashima -\I found the treasure!\Uh... response:	So I just have to press here?
context: That's why I'm desperate to have others accept me for who I am.\But I finally understood after meeting Taiga...\As long as there's at least one person who understands me, I'll be okay.\Even if it isn't love...\Kawashima -\I found the treasure!\Uh...\So I just have to press here? response:	Sensei, please hurry up before my godlike power runs out!
context: But I finally understood after meeting Taiga...\As long as there's at least one person who understands me, I'll be okay.\Even if it isn't love...\Kawashima -\I found the treasure!\Uh...\So I just have to press here?\Sensei, please hurry up before my godlike power runs out! response:	Come on, Takasu-kun, smile.
context: As long as there's at least one person who understands me, I'll be okay.\Even if it isn't love...\Kawashima -\I found the treasure!\Uh...\So I just have to press here?\Sensei, please hurry up before my godlike power runs out!\Come on, Takasu-kun, smile. response:	Smile already.
context: Even if it isn't love...\Kawashima -\I found the treasure!\Uh...\So I just have to press here?\Sensei, please hurry up before my godlike power runs out!\Come on, Takasu-kun, smile.\Smile already. response:	I am!
context: Kawashima -\I found the treasure!\Uh...\So I just have to press here?\Sensei, please hurry up before my godlike power runs out!\Come on, Takasu-kun, smile.\Smile already.\I am! response:	Amin.
context: I found the treasure!\Uh...\So I just have to press here?\Sensei, please hurry up before my godlike power runs out!\Come on, Takasu-kun, smile.\Smile already.\I am!\Amin. response:	Okay.
context: Uh...\So I just have to press here?\Sensei, please hurry up before my godlike power runs out!\Come on, Takasu-kun, smile.\Smile already.\I am!\Amin.\Okay. response:	Here I go!
context: So I just have to press here?\Sensei, please hurry up before my godlike power runs out!\Come on, Takasu-kun, smile.\Smile already.\I am!\Amin.\Okay.\Here I go! response:	I'm a dragon.
context: Sensei, please hurry up before my godlike power runs out!\Come on, Takasu-kun, smile.\Smile already.\I am!\Amin.\Okay.\Here I go!\I'm a dragon. response:	You're a tiger.
context: Come on, Takasu-kun, smile.\Smile already.\I am!\Amin.\Okay.\Here I go!\I'm a dragon.\You're a tiger. response:	Since ancient times, the dragon has been the only beast to equal the tiger.
context: Smile already.\I am!\Amin.\Okay.\Here I go!\I'm a dragon.\You're a tiger.\Since ancient times, the dragon has been the only beast to equal the tiger. response:	Even if you're not by my side right now,
context: I am!\Amin.\Okay.\Here I go!\I'm a dragon.\You're a tiger.\Since ancient times, the dragon has been the only beast to equal the tiger.\Even if you're not by my side right now, response:	I will leap through space and time, and always be by your side.
context: Amin.\Okay.\Here I go!\I'm a dragon.\You're a tiger.\Since ancient times, the dragon has been the only beast to equal the tiger.\Even if you're not by my side right now,\I will leap through space and time, and always be by your side. response:	These feelings will never change.
context: Okay.\Here I go!\I'm a dragon.\You're a tiger.\Since ancient times, the dragon has been the only beast to equal the tiger.\Even if you're not by my side right now,\I will leap through space and time, and always be by your side.\These feelings will never change. response:	Hey Inko-chan,
context: Here I go!\I'm a dragon.\You're a tiger.\Since ancient times, the dragon has been the only beast to equal the tiger.\Even if you're not by my side right now,\I will leap through space and time, and always be by your side.\These feelings will never change.\Hey Inko-chan, response:	isn't this makeup a bit much?
context: I'm a dragon.\You're a tiger.\Since ancient times, the dragon has been the only beast to equal the tiger.\Even if you're not by my side right now,\I will leap through space and time, and always be by your side.\These feelings will never change.\Hey Inko-chan,\isn't this makeup a bit much? response:	I'm a mother, after all.
context: You're a tiger.\Since ancient times, the dragon has been the only beast to equal the tiger.\Even if you're not by my side right now,\I will leap through space and time, and always be by your side.\These feelings will never change.\Hey Inko-chan,\isn't this makeup a bit much?\I'm a mother, after all. response:	I should just use some softer colors,
context: Since ancient times, the dragon has been the only beast to equal the tiger.\Even if you're not by my side right now,\I will leap through space and time, and always be by your side.\These feelings will never change.\Hey Inko-chan,\isn't this makeup a bit much?\I'm a mother, after all.\I should just use some softer colors, response:	but I don't have things like that...
context: Even if you're not by my side right now,\I will leap through space and time, and always be by your side.\These feelings will never change.\Hey Inko-chan,\isn't this makeup a bit much?\I'm a mother, after all.\I should just use some softer colors,\but I don't have things like that... response:	Inko-chan!
context: I will leap through space and time, and always be by your side.\These feelings will never change.\Hey Inko-chan,\isn't this makeup a bit much?\I'm a mother, after all.\I should just use some softer colors,\but I don't have things like that...\Inko-chan! response:	I-Inko-chan finally said his own name!
context: These feelings will never change.\Hey Inko-chan,\isn't this makeup a bit much?\I'm a mother, after all.\I should just use some softer colors,\but I don't have things like that...\Inko-chan!\I-Inko-chan finally said his own name! response:	It'll be lonely once the seniors leave.
context: Hey Inko-chan,\isn't this makeup a bit much?\I'm a mother, after all.\I should just use some softer colors,\but I don't have things like that...\Inko-chan!\I-Inko-chan finally said his own name!\It'll be lonely once the seniors leave. response:	They're all so cool and interesting...
context: isn't this makeup a bit much?\I'm a mother, after all.\I should just use some softer colors,\but I don't have things like that...\Inko-chan!\I-Inko-chan finally said his own name!\It'll be lonely once the seniors leave.\They're all so cool and interesting... response:	Did you know that our student council president, Kitamura-senpai,
context: I'm a mother, after all.\I should just use some softer colors,\but I don't have things like that...\Inko-chan!\I-Inko-chan finally said his own name!\It'll be lonely once the seniors leave.\They're all so cool and interesting...\Did you know that our student council president, Kitamura-senpai, response:	will be studying abroad in America after graduating?
context: I should just use some softer colors,\but I don't have things like that...\Inko-chan!\I-Inko-chan finally said his own name!\It'll be lonely once the seniors leave.\They're all so cool and interesting...\Did you know that our student council president, Kitamura-senpai,\will be studying abroad in America after graduating? response:	The president and the seniors made the cultural festival and the sports festival amazing!
context: but I don't have things like that...\Inko-chan!\I-Inko-chan finally said his own name!\It'll be lonely once the seniors leave.\They're all so cool and interesting...\Did you know that our student council president, Kitamura-senpai,\will be studying abroad in America after graduating?\The president and the seniors made the cultural festival and the sports festival amazing! response:	Yeah!
context: Inko-chan!\I-Inko-chan finally said his own name!\It'll be lonely once the seniors leave.\They're all so cool and interesting...\Did you know that our student council president, Kitamura-senpai,\will be studying abroad in America after graduating?\The president and the seniors made the cultural festival and the sports festival amazing!\Yeah! response:	But I heard that the previous cultural festival was even more amazing.
context: I-Inko-chan finally said his own name!\It'll be lonely once the seniors leave.\They're all so cool and interesting...\Did you know that our student council president, Kitamura-senpai,\will be studying abroad in America after graduating?\The president and the seniors made the cultural festival and the sports festival amazing!\Yeah!\But I heard that the previous cultural festival was even more amazing. response:	Oh, I heard about that!
context: It'll be lonely once the seniors leave.\They're all so cool and interesting...\Did you know that our student council president, Kitamura-senpai,\will be studying abroad in America after graduating?\The president and the seniors made the cultural festival and the sports festival amazing!\Yeah!\But I heard that the previous cultural festival was even more amazing.\Oh, I heard about that! response:	It was the legendary one where 2-C won everything, right?
context: They're all so cool and interesting...\Did you know that our student council president, Kitamura-senpai,\will be studying abroad in America after graduating?\The president and the seniors made the cultural festival and the sports festival amazing!\Yeah!\But I heard that the previous cultural festival was even more amazing.\Oh, I heard about that!\It was the legendary one where 2-C won everything, right? response:	Yeah! It was all because of the Palmtop something...
context: Did you know that our student council president, Kitamura-senpai,\will be studying abroad in America after graduating?\The president and the seniors made the cultural festival and the sports festival amazing!\Yeah!\But I heard that the previous cultural festival was even more amazing.\Oh, I heard about that!\It was the legendary one where 2-C won everything, right?\Yeah! It was all because of the Palmtop something... response:	Palmtop something?
context: will be studying abroad in America after graduating?\The president and the seniors made the cultural festival and the sports festival amazing!\Yeah!\But I heard that the previous cultural festival was even more amazing.\Oh, I heard about that!\It was the legendary one where 2-C won everything, right?\Yeah! It was all because of the Palmtop something...\Palmtop something? response:	You mean the Palmtop Tiger?
context: The president and the seniors made the cultural festival and the sports festival amazing!\Yeah!\But I heard that the previous cultural festival was even more amazing.\Oh, I heard about that!\It was the legendary one where 2-C won everything, right?\Yeah! It was all because of the Palmtop something...\Palmtop something?\You mean the Palmtop Tiger? response:	The one who brings you good luck?
context: Yeah!\But I heard that the previous cultural festival was even more amazing.\Oh, I heard about that!\It was the legendary one where 2-C won everything, right?\Yeah! It was all because of the Palmtop something...\Palmtop something?\You mean the Palmtop Tiger?\The one who brings you good luck? response:	That person really existed?
context: But I heard that the previous cultural festival was even more amazing.\Oh, I heard about that!\It was the legendary one where 2-C won everything, right?\Yeah! It was all because of the Palmtop something...\Palmtop something?\You mean the Palmtop Tiger?\The one who brings you good luck?\That person really existed? response:	Yeah, the Palmtop Tiger!
context: Oh, I heard about that!\It was the legendary one where 2-C won everything, right?\Yeah! It was all because of the Palmtop something...\Palmtop something?\You mean the Palmtop Tiger?\The one who brings you good luck?\That person really existed?\Yeah, the Palmtop Tiger! response:	She went to this school last year.
context: It was the legendary one where 2-C won everything, right?\Yeah! It was all because of the Palmtop something...\Palmtop something?\You mean the Palmtop Tiger?\The one who brings you good luck?\That person really existed?\Yeah, the Palmtop Tiger!\She went to this school last year. response:	Moreover, she's Takasu-senpai's girlfriend!
context: Yeah! It was all because of the Palmtop something...\Palmtop something?\You mean the Palmtop Tiger?\The one who brings you good luck?\That person really existed?\Yeah, the Palmtop Tiger!\She went to this school last year.\Moreover, she's Takasu-senpai's girlfriend! response:	There's something in this world that nobody has seen yet.
context: Palmtop something?\You mean the Palmtop Tiger?\The one who brings you good luck?\That person really existed?\Yeah, the Palmtop Tiger!\She went to this school last year.\Moreover, she's Takasu-senpai's girlfriend!\There's something in this world that nobody has seen yet. response:	It's something gentle, and very sweet.
context: You mean the Palmtop Tiger?\The one who brings you good luck?\That person really existed?\Yeah, the Palmtop Tiger!\She went to this school last year.\Moreover, she's Takasu-senpai's girlfriend!\There's something in this world that nobody has seen yet.\It's something gentle, and very sweet. response:	And if you ever laid eyes on it,
context: The one who brings you good luck?\That person really existed?\Yeah, the Palmtop Tiger!\She went to this school last year.\Moreover, she's Takasu-senpai's girlfriend!\There's something in this world that nobody has seen yet.\It's something gentle, and very sweet.\And if you ever laid eyes on it, response:	you would yearn for it.
context: That person really existed?\Yeah, the Palmtop Tiger!\She went to this school last year.\Moreover, she's Takasu-senpai's girlfriend!\There's something in this world that nobody has seen yet.\It's something gentle, and very sweet.\And if you ever laid eyes on it,\you would yearn for it. response:	That's why no one has ever seen it.
