context: One, two... response:	This is pretty fun.
context: I wish school camp would last forever.\Reception\You seem happy.\Do you have some good news?\I'm not telling you.\This is a pain in the ass.\I could just dance with her in my disguise,\but I'm already supposed to dance with Ichika. response:	I can't do both.
context: Reception\You seem happy.\Do you have some good news?\I'm not telling you.\This is a pain in the ass.\I could just dance with her in my disguise,\but I'm already supposed to dance with Ichika.\I can't do both. response:	I should tell Nino the truth.
context: You seem happy.\Do you have some good news?\I'm not telling you.\This is a pain in the ass.\I could just dance with her in my disguise,\but I'm already supposed to dance with Ichika.\I can't do both.\I should tell Nino the truth. response:	Huh? Nino?
context: Do you have some good news?\I'm not telling you.\This is a pain in the ass.\I could just dance with her in my disguise,\but I'm already supposed to dance with Ichika.\I can't do both.\I should tell Nino the truth.\Huh? Nino? response:	What's up, Futaro-kun?
context: I'm not telling you.\This is a pain in the ass.\I could just dance with her in my disguise,\but I'm already supposed to dance with Ichika.\I can't do both.\I should tell Nino the truth.\Huh? Nino?\What's up, Futaro-kun? response:	Ichika, Miku! Just who I wanted to see!
context: This is a pain in the ass.\I could just dance with her in my disguise,\but I'm already supposed to dance with Ichika.\I can't do both.\I should tell Nino the truth.\Huh? Nino?\What's up, Futaro-kun?\Ichika, Miku! Just who I wanted to see! response:	I need to ask you
context: I could just dance with her in my disguise,\but I'm already supposed to dance with Ichika.\I can't do both.\I should tell Nino the truth.\Huh? Nino?\What's up, Futaro-kun?\Ichika, Miku! Just who I wanted to see!\I need to ask you response:	Oh, shoot, I just remembered I have work.
context: but I'm already supposed to dance with Ichika.\I can't do both.\I should tell Nino the truth.\Huh? Nino?\What's up, Futaro-kun?\Ichika, Miku! Just who I wanted to see!\I need to ask you\Oh, shoot, I just remembered I have work. response:	You two young'uns carry on.
context: I can't do both.\I should tell Nino the truth.\Huh? Nino?\What's up, Futaro-kun?\Ichika, Miku! Just who I wanted to see!\I need to ask you\Oh, shoot, I just remembered I have work.\You two young'uns carry on. response:	What's up with her?
context: I should tell Nino the truth.\Huh? Nino?\What's up, Futaro-kun?\Ichika, Miku! Just who I wanted to see!\I need to ask you\Oh, shoot, I just remembered I have work.\You two young'uns carry on.\What's up with her? response:	I'm glad you're still here, though.
context: Huh? Nino?\What's up, Futaro-kun?\Ichika, Miku! Just who I wanted to see!\I need to ask you\Oh, shoot, I just remembered I have work.\You two young'uns carry on.\What's up with her?\I'm glad you're still here, though. response:	Have you seen Nino?
context: What's up, Futaro-kun?\Ichika, Miku! Just who I wanted to see!\I need to ask you\Oh, shoot, I just remembered I have work.\You two young'uns carry on.\What's up with her?\I'm glad you're still here, though.\Have you seen Nino? response:	No.
context: Ichika, Miku! Just who I wanted to see!\I need to ask you\Oh, shoot, I just remembered I have work.\You two young'uns carry on.\What's up with her?\I'm glad you're still here, though.\Have you seen Nino?\No. response:	Wait, do they hate me more than I thought?
context: I need to ask you\Oh, shoot, I just remembered I have work.\You two young'uns carry on.\What's up with her?\I'm glad you're still here, though.\Have you seen Nino?\No.\Wait, do they hate me more than I thought? response:	You just noticed?
context: Oh, shoot, I just remembered I have work.\You two young'uns carry on.\What's up with her?\I'm glad you're still here, though.\Have you seen Nino?\No.\Wait, do they hate me more than I thought?\You just noticed? response:	Just a word of advice.
context: You two young'uns carry on.\What's up with her?\I'm glad you're still here, though.\Have you seen Nino?\No.\Wait, do they hate me more than I thought?\You just noticed?\Just a word of advice. response:	If you don't want it to get even worse,
context: What's up with her?\I'm glad you're still here, though.\Have you seen Nino?\No.\Wait, do they hate me more than I thought?\You just noticed?\Just a word of advice.\If you don't want it to get even worse, response:	stop acting so suspiciously.
context: I'm glad you're still here, though.\Have you seen Nino?\No.\Wait, do they hate me more than I thought?\You just noticed?\Just a word of advice.\If you don't want it to get even worse,\stop acting so suspiciously. response:	I don't know what you're talking about.
context: Have you seen Nino?\No.\Wait, do they hate me more than I thought?\You just noticed?\Just a word of advice.\If you don't want it to get even worse,\stop acting so suspiciously.\I don't know what you're talking about. response:	This is bad.
context: No.\Wait, do they hate me more than I thought?\You just noticed?\Just a word of advice.\If you don't want it to get even worse,\stop acting so suspiciously.\I don't know what you're talking about.\This is bad. response:	I have to do something about this fast.
context: Wait, do they hate me more than I thought?\You just noticed?\Just a word of advice.\If you don't want it to get even worse,\stop acting so suspiciously.\I don't know what you're talking about.\This is bad.\I have to do something about this fast. response:	I'm so glad you're here to help me.
context: You just noticed?\Just a word of advice.\If you don't want it to get even worse,\stop acting so suspiciously.\I don't know what you're talking about.\This is bad.\I have to do something about this fast.\I'm so glad you're here to help me. response:	You just want me to move these, right?
context: Just a word of advice.\If you don't want it to get even worse,\stop acting so suspiciously.\I don't know what you're talking about.\This is bad.\I have to do something about this fast.\I'm so glad you're here to help me.\You just want me to move these, right? response:	Right.
context: If you don't want it to get even worse,\stop acting so suspiciously.\I don't know what you're talking about.\This is bad.\I have to do something about this fast.\I'm so glad you're here to help me.\You just want me to move these, right?\Right. response:	They were keeping them in here to avoid the snow.
context: stop acting so suspiciously.\I don't know what you're talking about.\This is bad.\I have to do something about this fast.\I'm so glad you're here to help me.\You just want me to move these, right?\Right.\They were keeping them in here to avoid the snow. response:	The team is hard at work for the campfire tomorrow.
context: I don't know what you're talking about.\This is bad.\I have to do something about this fast.\I'm so glad you're here to help me.\You just want me to move these, right?\Right.\They were keeping them in here to avoid the snow.\The team is hard at work for the campfire tomorrow. response:	All right.
context: This is bad.\I have to do something about this fast.\I'm so glad you're here to help me.\You just want me to move these, right?\Right.\They were keeping them in here to avoid the snow.\The team is hard at work for the campfire tomorrow.\All right. response:	Are you actually a boy, Uesugi-san?
context: I have to do something about this fast.\I'm so glad you're here to help me.\You just want me to move these, right?\Right.\They were keeping them in here to avoid the snow.\The team is hard at work for the campfire tomorrow.\All right.\Are you actually a boy, Uesugi-san? response:	B-B-But it's always easier with more help.
context: I'm so glad you're here to help me.\You just want me to move these, right?\Right.\They were keeping them in here to avoid the snow.\The team is hard at work for the campfire tomorrow.\All right.\Are you actually a boy, Uesugi-san?\B-B-But it's always easier with more help. response:	Y-Yeah?
context: You just want me to move these, right?\Right.\They were keeping them in here to avoid the snow.\The team is hard at work for the campfire tomorrow.\All right.\Are you actually a boy, Uesugi-san?\B-B-But it's always easier with more help.\Y-Yeah? response:	I'm just returning the favor for the test of courage.
context: Right.\They were keeping them in here to avoid the snow.\The team is hard at work for the campfire tomorrow.\All right.\Are you actually a boy, Uesugi-san?\B-B-But it's always easier with more help.\Y-Yeah?\I'm just returning the favor for the test of courage. response:	Exactly.
context: They were keeping them in here to avoid the snow.\The team is hard at work for the campfire tomorrow.\All right.\Are you actually a boy, Uesugi-san?\B-B-But it's always easier with more help.\Y-Yeah?\I'm just returning the favor for the test of courage.\Exactly. response:	I had to do all the scaring myself while you were gone.
context: The team is hard at work for the campfire tomorrow.\All right.\Are you actually a boy, Uesugi-san?\B-B-But it's always easier with more help.\Y-Yeah?\I'm just returning the favor for the test of courage.\Exactly.\I had to do all the scaring myself while you were gone. response:	It seems like I've been getting a lot of hate.
context: All right.\Are you actually a boy, Uesugi-san?\B-B-But it's always easier with more help.\Y-Yeah?\I'm just returning the favor for the test of courage.\Exactly.\I had to do all the scaring myself while you were gone.\It seems like I've been getting a lot of hate. response:	I need to regain their trust as soon as I can.
context: Are you actually a boy, Uesugi-san?\B-B-But it's always easier with more help.\Y-Yeah?\I'm just returning the favor for the test of courage.\Exactly.\I had to do all the scaring myself while you were gone.\It seems like I've been getting a lot of hate.\I need to regain their trust as soon as I can. response:	It could affect my tutoring.
context: B-B-But it's always easier with more help.\Y-Yeah?\I'm just returning the favor for the test of courage.\Exactly.\I had to do all the scaring myself while you were gone.\It seems like I've been getting a lot of hate.\I need to regain their trust as soon as I can.\It could affect my tutoring. response:	Let's get the next one.
context: Y-Yeah?\I'm just returning the favor for the test of courage.\Exactly.\I had to do all the scaring myself while you were gone.\It seems like I've been getting a lot of hate.\I need to regain their trust as soon as I can.\It could affect my tutoring.\Let's get the next one. response:	It's good exercise, too. Two birds with one stone.
context: I'm just returning the favor for the test of courage.\Exactly.\I had to do all the scaring myself while you were gone.\It seems like I've been getting a lot of hate.\I need to regain their trust as soon as I can.\It could affect my tutoring.\Let's get the next one.\It's good exercise, too. Two birds with one stone. response:	Th-This is killing me.
context: Exactly.\I had to do all the scaring myself while you were gone.\It seems like I've been getting a lot of hate.\I need to regain their trust as soon as I can.\It could affect my tutoring.\Let's get the next one.\It's good exercise, too. Two birds with one stone.\Th-This is killing me. response:	Have I always been this weak?
context: I had to do all the scaring myself while you were gone.\It seems like I've been getting a lot of hate.\I need to regain their trust as soon as I can.\It could affect my tutoring.\Let's get the next one.\It's good exercise, too. Two birds with one stone.\Th-This is killing me.\Have I always been this weak? response:	Nanako-san, do you have a moment?
context: It seems like I've been getting a lot of hate.\I need to regain their trust as soon as I can.\It could affect my tutoring.\Let's get the next one.\It's good exercise, too. Two birds with one stone.\Th-This is killing me.\Have I always been this weak?\Nanako-san, do you have a moment? response:	There's a key next to the shed door.
context: I need to regain their trust as soon as I can.\It could affect my tutoring.\Let's get the next one.\It's good exercise, too. Two birds with one stone.\Th-This is killing me.\Have I always been this weak?\Nanako-san, do you have a moment?\There's a key next to the shed door. response:	Ready, and...
context: It could affect my tutoring.\Let's get the next one.\It's good exercise, too. Two birds with one stone.\Th-This is killing me.\Have I always been this weak?\Nanako-san, do you have a moment?\There's a key next to the shed door.\Ready, and... response:	It's so heavy.
context: Let's get the next one.\It's good exercise, too. Two birds with one stone.\Th-This is killing me.\Have I always been this weak?\Nanako-san, do you have a moment?\There's a key next to the shed door.\Ready, and...\It's so heavy. response:	Oh, hey. I thought you were someone else, Futaro-kun.
context: It's good exercise, too. Two birds with one stone.\Th-This is killing me.\Have I always been this weak?\Nanako-san, do you have a moment?\There's a key next to the shed door.\Ready, and...\It's so heavy.\Oh, hey. I thought you were someone else, Futaro-kun. response:	You weren't assigned to this, were you?
context: Th-This is killing me.\Have I always been this weak?\Nanako-san, do you have a moment?\There's a key next to the shed door.\Ready, and...\It's so heavy.\Oh, hey. I thought you were someone else, Futaro-kun.\You weren't assigned to this, were you? response:	Where's Yotsuba?
context: Have I always been this weak?\Nanako-san, do you have a moment?\There's a key next to the shed door.\Ready, and...\It's so heavy.\Oh, hey. I thought you were someone else, Futaro-kun.\You weren't assigned to this, were you?\Where's Yotsuba? response:	Wait a second. It's not just Yotsuba, but also Ichika here.
context: Nanako-san, do you have a moment?\There's a key next to the shed door.\Ready, and...\It's so heavy.\Oh, hey. I thought you were someone else, Futaro-kun.\You weren't assigned to this, were you?\Where's Yotsuba?\Wait a second. It's not just Yotsuba, but also Ichika here. response:	This is a good chance for me to regain some respect.
context: There's a key next to the shed door.\Ready, and...\It's so heavy.\Oh, hey. I thought you were someone else, Futaro-kun.\You weren't assigned to this, were you?\Where's Yotsuba?\Wait a second. It's not just Yotsuba, but also Ichika here.\This is a good chance for me to regain some respect. response:	I should have worn a jacket.
context: Ready, and...\It's so heavy.\Oh, hey. I thought you were someone else, Futaro-kun.\You weren't assigned to this, were you?\Where's Yotsuba?\Wait a second. It's not just Yotsuba, but also Ichika here.\This is a good chance for me to regain some respect.\I should have worn a jacket. response:	Please don't fail on me, my body!
context: It's so heavy.\Oh, hey. I thought you were someone else, Futaro-kun.\You weren't assigned to this, were you?\Where's Yotsuba?\Wait a second. It's not just Yotsuba, but also Ichika here.\This is a good chance for me to regain some respect.\I should have worn a jacket.\Please don't fail on me, my body! response:	Set communication skills to maximum!
context: Oh, hey. I thought you were someone else, Futaro-kun.\You weren't assigned to this, were you?\Where's Yotsuba?\Wait a second. It's not just Yotsuba, but also Ichika here.\This is a good chance for me to regain some respect.\I should have worn a jacket.\Please don't fail on me, my body!\Set communication skills to maximum! response:	I was helping Yotsuba.
context: You weren't assigned to this, were you?\Where's Yotsuba?\Wait a second. It's not just Yotsuba, but also Ichika here.\This is a good chance for me to regain some respect.\I should have worn a jacket.\Please don't fail on me, my body!\Set communication skills to maximum!\I was helping Yotsuba. response:	Let's go.
context: Where's Yotsuba?\Wait a second. It's not just Yotsuba, but also Ichika here.\This is a good chance for me to regain some respect.\I should have worn a jacket.\Please don't fail on me, my body!\Set communication skills to maximum!\I was helping Yotsuba.\Let's go. response:	Did you enjoy the test of courage?
context: Wait a second. It's not just Yotsuba, but also Ichika here.\This is a good chance for me to regain some respect.\I should have worn a jacket.\Please don't fail on me, my body!\Set communication skills to maximum!\I was helping Yotsuba.\Let's go.\Did you enjoy the test of courage? response:	Huh? Y-Yeah, it made my heart race.
context: This is a good chance for me to regain some respect.\I should have worn a jacket.\Please don't fail on me, my body!\Set communication skills to maximum!\I was helping Yotsuba.\Let's go.\Did you enjoy the test of courage?\Huh? Y-Yeah, it made my heart race. response:	Excellent.
context: I should have worn a jacket.\Please don't fail on me, my body!\Set communication skills to maximum!\I was helping Yotsuba.\Let's go.\Did you enjoy the test of courage?\Huh? Y-Yeah, it made my heart race.\Excellent. response:	As a member of the committee, I'm most delighted.
context: Please don't fail on me, my body!\Set communication skills to maximum!\I was helping Yotsuba.\Let's go.\Did you enjoy the test of courage?\Huh? Y-Yeah, it made my heart race.\Excellent.\As a member of the committee, I'm most delighted. response:	Although my heart was also racing because I wasn't sure you could pull it off.
context: Set communication skills to maximum!\I was helping Yotsuba.\Let's go.\Did you enjoy the test of courage?\Huh? Y-Yeah, it made my heart race.\Excellent.\As a member of the committee, I'm most delighted.\Although my heart was also racing because I wasn't sure you could pull it off. response:	You got me there.
context: I was helping Yotsuba.\Let's go.\Did you enjoy the test of courage?\Huh? Y-Yeah, it made my heart race.\Excellent.\As a member of the committee, I'm most delighted.\Although my heart was also racing because I wasn't sure you could pull it off.\You got me there. response:	Wait, hold on.
context: Let's go.\Did you enjoy the test of courage?\Huh? Y-Yeah, it made my heart race.\Excellent.\As a member of the committee, I'm most delighted.\Although my heart was also racing because I wasn't sure you could pull it off.\You got me there.\Wait, hold on. response:	Why are you talking like that?
context: Did you enjoy the test of courage?\Huh? Y-Yeah, it made my heart race.\Excellent.\As a member of the committee, I'm most delighted.\Although my heart was also racing because I wasn't sure you could pull it off.\You got me there.\Wait, hold on.\Why are you talking like that? response:	It's weird.
context: Huh? Y-Yeah, it made my heart race.\Excellent.\As a member of the committee, I'm most delighted.\Although my heart was also racing because I wasn't sure you could pull it off.\You got me there.\Wait, hold on.\Why are you talking like that?\It's weird. response:	How do I usually talk?
context: Excellent.\As a member of the committee, I'm most delighted.\Although my heart was also racing because I wasn't sure you could pull it off.\You got me there.\Wait, hold on.\Why are you talking like that?\It's weird.\How do I usually talk? response:	You don't go out of your way to talk to us outside of studying, huh?
context: As a member of the committee, I'm most delighted.\Although my heart was also racing because I wasn't sure you could pull it off.\You got me there.\Wait, hold on.\Why are you talking like that?\It's weird.\How do I usually talk?\You don't go out of your way to talk to us outside of studying, huh? response:	Tell me what's on your mind.
context: Although my heart was also racing because I wasn't sure you could pull it off.\You got me there.\Wait, hold on.\Why are you talking like that?\It's weird.\How do I usually talk?\You don't go out of your way to talk to us outside of studying, huh?\Tell me what's on your mind. response:	I see.
context: You got me there.\Wait, hold on.\Why are you talking like that?\It's weird.\How do I usually talk?\You don't go out of your way to talk to us outside of studying, huh?\Tell me what's on your mind.\I see. response:	So you don't want people to hate you.
context: Wait, hold on.\Why are you talking like that?\It's weird.\How do I usually talk?\You don't go out of your way to talk to us outside of studying, huh?\Tell me what's on your mind.\I see.\So you don't want people to hate you. response:	Th-That's not really what I meant.
context: Why are you talking like that?\It's weird.\How do I usually talk?\You don't go out of your way to talk to us outside of studying, huh?\Tell me what's on your mind.\I see.\So you don't want people to hate you.\Th-That's not really what I meant. response:	Our Futaro-kun, of all people?
context: It's weird.\How do I usually talk?\You don't go out of your way to talk to us outside of studying, huh?\Tell me what's on your mind.\I see.\So you don't want people to hate you.\Th-That's not really what I meant.\Our Futaro-kun, of all people? response:	Seriously, that's not it.
context: How do I usually talk?\You don't go out of your way to talk to us outside of studying, huh?\Tell me what's on your mind.\I see.\So you don't want people to hate you.\Th-That's not really what I meant.\Our Futaro-kun, of all people?\Seriously, that's not it. response:	Your big sis here will help you practice, then.
context: You don't go out of your way to talk to us outside of studying, huh?\Tell me what's on your mind.\I see.\So you don't want people to hate you.\Th-That's not really what I meant.\Our Futaro-kun, of all people?\Seriously, that's not it.\Your big sis here will help you practice, then. response:	Practice? How?
context: Tell me what's on your mind.\I see.\So you don't want people to hate you.\Th-That's not really what I meant.\Our Futaro-kun, of all people?\Seriously, that's not it.\Your big sis here will help you practice, then.\Practice? How? response:	I'm not as good at this as Miku, but...
context: I see.\So you don't want people to hate you.\Th-That's not really what I meant.\Our Futaro-kun, of all people?\Seriously, that's not it.\Your big sis here will help you practice, then.\Practice? How?\I'm not as good at this as Miku, but... response:	You! Are you even trying to hold it?
context: So you don't want people to hate you.\Th-That's not really what I meant.\Our Futaro-kun, of all people?\Seriously, that's not it.\Your big sis here will help you practice, then.\Practice? How?\I'm not as good at this as Miku, but...\You! Are you even trying to hold it? response:	This is so heavy for me!
context: Th-That's not really what I meant.\Our Futaro-kun, of all people?\Seriously, that's not it.\Your big sis here will help you practice, then.\Practice? How?\I'm not as good at this as Miku, but...\You! Are you even trying to hold it?\This is so heavy for me! response:	Nino!
context: Our Futaro-kun, of all people?\Seriously, that's not it.\Your big sis here will help you practice, then.\Practice? How?\I'm not as good at this as Miku, but...\You! Are you even trying to hold it?\This is so heavy for me!\Nino! response:	What are you waiting for?
context: Seriously, that's not it.\Your big sis here will help you practice, then.\Practice? How?\I'm not as good at this as Miku, but...\You! Are you even trying to hold it?\This is so heavy for me!\Nino!\What are you waiting for? response:	Hurry up and do your job.
context: Your big sis here will help you practice, then.\Practice? How?\I'm not as good at this as Miku, but...\You! Are you even trying to hold it?\This is so heavy for me!\Nino!\What are you waiting for?\Hurry up and do your job. response:	Itsuki!
context: Practice? How?\I'm not as good at this as Miku, but...\You! Are you even trying to hold it?\This is so heavy for me!\Nino!\What are you waiting for?\Hurry up and do your job.\Itsuki! response:	Come on, reply.
context: I'm not as good at this as Miku, but...\You! Are you even trying to hold it?\This is so heavy for me!\Nino!\What are you waiting for?\Hurry up and do your job.\Itsuki!\Come on, reply. response:	R-Right.
context: You! Are you even trying to hold it?\This is so heavy for me!\Nino!\What are you waiting for?\Hurry up and do your job.\Itsuki!\Come on, reply.\R-Right. response:	I was so taken by you that I couldn't focus.
context: This is so heavy for me!\Nino!\What are you waiting for?\Hurry up and do your job.\Itsuki!\Come on, reply.\R-Right.\I was so taken by you that I couldn't focus. response:	Okay, that was kind of weird.
context: Nino!\What are you waiting for?\Hurry up and do your job.\Itsuki!\Come on, reply.\R-Right.\I was so taken by you that I couldn't focus.\Okay, that was kind of weird. response:	Just be more normal.
context: What are you waiting for?\Hurry up and do your job.\Itsuki!\Come on, reply.\R-Right.\I was so taken by you that I couldn't focus.\Okay, that was kind of weird.\Just be more normal. response:	Although even then, there's a trick to it.
context: Hurry up and do your job.\Itsuki!\Come on, reply.\R-Right.\I was so taken by you that I couldn't focus.\Okay, that was kind of weird.\Just be more normal.\Although even then, there's a trick to it. response:	Be as strong as Nino when you're talking to her.
context: Itsuki!\Come on, reply.\R-Right.\I was so taken by you that I couldn't focus.\Okay, that was kind of weird.\Just be more normal.\Although even then, there's a trick to it.\Be as strong as Nino when you're talking to her. response:	And be nice when you're talking to Itsuki-chan.
context: Come on, reply.\R-Right.\I was so taken by you that I couldn't focus.\Okay, that was kind of weird.\Just be more normal.\Although even then, there's a trick to it.\Be as strong as Nino when you're talking to her.\And be nice when you're talking to Itsuki-chan. response:	And always use your own words.
context: R-Right.\I was so taken by you that I couldn't focus.\Okay, that was kind of weird.\Just be more normal.\Although even then, there's a trick to it.\Be as strong as Nino when you're talking to her.\And be nice when you're talking to Itsuki-chan.\And always use your own words. response:	Oh, you can be nice to me, too.
context: I was so taken by you that I couldn't focus.\Okay, that was kind of weird.\Just be more normal.\Although even then, there's a trick to it.\Be as strong as Nino when you're talking to her.\And be nice when you're talking to Itsuki-chan.\And always use your own words.\Oh, you can be nice to me, too. response:	N-Nice, huh?
context: Okay, that was kind of weird.\Just be more normal.\Although even then, there's a trick to it.\Be as strong as Nino when you're talking to her.\And be nice when you're talking to Itsuki-chan.\And always use your own words.\Oh, you can be nice to me, too.\N-Nice, huh? response:	I'll remember that.
context: Just be more normal.\Although even then, there's a trick to it.\Be as strong as Nino when you're talking to her.\And be nice when you're talking to Itsuki-chan.\And always use your own words.\Oh, you can be nice to me, too.\N-Nice, huh?\I'll remember that. response:	I'm glad I got to talk to Ichika first.
context: Although even then, there's a trick to it.\Be as strong as Nino when you're talking to her.\And be nice when you're talking to Itsuki-chan.\And always use your own words.\Oh, you can be nice to me, too.\N-Nice, huh?\I'll remember that.\I'm glad I got to talk to Ichika first. response:	She isn't just the oldest sister for show.
context: Be as strong as Nino when you're talking to her.\And be nice when you're talking to Itsuki-chan.\And always use your own words.\Oh, you can be nice to me, too.\N-Nice, huh?\I'll remember that.\I'm glad I got to talk to Ichika first.\She isn't just the oldest sister for show. response:	She sees me and the sisters without prejudice.
context: And be nice when you're talking to Itsuki-chan.\And always use your own words.\Oh, you can be nice to me, too.\N-Nice, huh?\I'll remember that.\I'm glad I got to talk to Ichika first.\She isn't just the oldest sister for show.\She sees me and the sisters without prejudice. response:	She has a rational eye.
context: And always use your own words.\Oh, you can be nice to me, too.\N-Nice, huh?\I'll remember that.\I'm glad I got to talk to Ichika first.\She isn't just the oldest sister for show.\She sees me and the sisters without prejudice.\She has a rational eye. response:	Okay, next is Mi
context: Oh, you can be nice to me, too.\N-Nice, huh?\I'll remember that.\I'm glad I got to talk to Ichika first.\She isn't just the oldest sister for show.\She sees me and the sisters without prejudice.\She has a rational eye.\Okay, next is Mi response:	What's wrong?
context: N-Nice, huh?\I'll remember that.\I'm glad I got to talk to Ichika first.\She isn't just the oldest sister for show.\She sees me and the sisters without prejudice.\She has a rational eye.\Okay, next is Mi\What's wrong? response:	Nothing.
context: I'll remember that.\I'm glad I got to talk to Ichika first.\She isn't just the oldest sister for show.\She sees me and the sisters without prejudice.\She has a rational eye.\Okay, next is Mi\What's wrong?\Nothing. response:	That's the last one.
context: I'm glad I got to talk to Ichika first.\She isn't just the oldest sister for show.\She sees me and the sisters without prejudice.\She has a rational eye.\Okay, next is Mi\What's wrong?\Nothing.\That's the last one. response:	Now, we're set for the campfire tomorrow.
context: She isn't just the oldest sister for show.\She sees me and the sisters without prejudice.\She has a rational eye.\Okay, next is Mi\What's wrong?\Nothing.\That's the last one.\Now, we're set for the campfire tomorrow. response:	Tomorrow, huh?
context: She sees me and the sisters without prejudice.\She has a rational eye.\Okay, next is Mi\What's wrong?\Nothing.\That's the last one.\Now, we're set for the campfire tomorrow.\Tomorrow, huh? response:	You've heard from Miku, right?
context: She has a rational eye.\Okay, next is Mi\What's wrong?\Nothing.\That's the last one.\Now, we're set for the campfire tomorrow.\Tomorrow, huh?\You've heard from Miku, right? response:	Yeah, apparently we're supposed to be dancing tomorrow.
context: Okay, next is Mi\What's wrong?\Nothing.\That's the last one.\Now, we're set for the campfire tomorrow.\Tomorrow, huh?\You've heard from Miku, right?\Yeah, apparently we're supposed to be dancing tomorrow. response:	How did this happen?
context: What's wrong?\Nothing.\That's the last one.\Now, we're set for the campfire tomorrow.\Tomorrow, huh?\You've heard from Miku, right?\Yeah, apparently we're supposed to be dancing tomorrow.\How did this happen? response:	It's embarrassing, huh?
context: Nothing.\That's the last one.\Now, we're set for the campfire tomorrow.\Tomorrow, huh?\You've heard from Miku, right?\Yeah, apparently we're supposed to be dancing tomorrow.\How did this happen?\It's embarrassing, huh? response:	Well? Should we practice?
context: That's the last one.\Now, we're set for the campfire tomorrow.\Tomorrow, huh?\You've heard from Miku, right?\Yeah, apparently we're supposed to be dancing tomorrow.\How did this happen?\It's embarrassing, huh?\Well? Should we practice? response:	Ichika or Nino...
context: Now, we're set for the campfire tomorrow.\Tomorrow, huh?\You've heard from Miku, right?\Yeah, apparently we're supposed to be dancing tomorrow.\How did this happen?\It's embarrassing, huh?\Well? Should we practice?\Ichika or Nino... response:	If I have to choose one or the other...
context: Tomorrow, huh?\You've heard from Miku, right?\Yeah, apparently we're supposed to be dancing tomorrow.\How did this happen?\It's embarrassing, huh?\Well? Should we practice?\Ichika or Nino...\If I have to choose one or the other... response:	Should we call it off?
context: You've heard from Miku, right?\Yeah, apparently we're supposed to be dancing tomorrow.\How did this happen?\It's embarrassing, huh?\Well? Should we practice?\Ichika or Nino...\If I have to choose one or the other...\Should we call it off? response:	Like you said, it just kind of happened in the moment.
context: Yeah, apparently we're supposed to be dancing tomorrow.\How did this happen?\It's embarrassing, huh?\Well? Should we practice?\Ichika or Nino...\If I have to choose one or the other...\Should we call it off?\Like you said, it just kind of happened in the moment. response:	I can't get over the legend thing, either.
context: How did this happen?\It's embarrassing, huh?\Well? Should we practice?\Ichika or Nino...\If I have to choose one or the other...\Should we call it off?\Like you said, it just kind of happened in the moment.\I can't get over the legend thing, either. response:	And you can deal with Maeda if I'm not there.
context: It's embarrassing, huh?\Well? Should we practice?\Ichika or Nino...\If I have to choose one or the other...\Should we call it off?\Like you said, it just kind of happened in the moment.\I can't get over the legend thing, either.\And you can deal with Maeda if I'm not there. response:	Besides, it wouldn't be good for you if the others saw you dancing with me.
context: Well? Should we practice?\Ichika or Nino...\If I have to choose one or the other...\Should we call it off?\Like you said, it just kind of happened in the moment.\I can't get over the legend thing, either.\And you can deal with Maeda if I'm not there.\Besides, it wouldn't be good for you if the others saw you dancing with me. response:	Ichika?
context: Ichika or Nino...\If I have to choose one or the other...\Should we call it off?\Like you said, it just kind of happened in the moment.\I can't get over the legend thing, either.\And you can deal with Maeda if I'm not there.\Besides, it wouldn't be good for you if the others saw you dancing with me.\Ichika? response:	Huh?
context: If I have to choose one or the other...\Should we call it off?\Like you said, it just kind of happened in the moment.\I can't get over the legend thing, either.\And you can deal with Maeda if I'm not there.\Besides, it wouldn't be good for you if the others saw you dancing with me.\Ichika?\Huh? response:	Why...?
context: Should we call it off?\Like you said, it just kind of happened in the moment.\I can't get over the legend thing, either.\And you can deal with Maeda if I'm not there.\Besides, it wouldn't be good for you if the others saw you dancing with me.\Ichika?\Huh?\Why...? response:	It's not what you think.
context: Like you said, it just kind of happened in the moment.\I can't get over the legend thing, either.\And you can deal with Maeda if I'm not there.\Besides, it wouldn't be good for you if the others saw you dancing with me.\Ichika?\Huh?\Why...?\It's not what you think. response:	Sorry, can I put this down for a second?
context: I can't get over the legend thing, either.\And you can deal with Maeda if I'm not there.\Besides, it wouldn't be good for you if the others saw you dancing with me.\Ichika?\Huh?\Why...?\It's not what you think.\Sorry, can I put this down for a second? response:	Well, let's get it done and head back to the inn.
context: And you can deal with Maeda if I'm not there.\Besides, it wouldn't be good for you if the others saw you dancing with me.\Ichika?\Huh?\Why...?\It's not what you think.\Sorry, can I put this down for a second?\Well, let's get it done and head back to the inn. response:	Huh, there's no more left.
context: Besides, it wouldn't be good for you if the others saw you dancing with me.\Ichika?\Huh?\Why...?\It's not what you think.\Sorry, can I put this down for a second?\Well, let's get it done and head back to the inn.\Huh, there's no more left. response:	Oh, yeah.
context: Ichika?\Huh?\Why...?\It's not what you think.\Sorry, can I put this down for a second?\Well, let's get it done and head back to the inn.\Huh, there's no more left.\Oh, yeah. response:	That was surprisingly quick.
context: Huh?\Why...?\It's not what you think.\Sorry, can I put this down for a second?\Well, let's get it done and head back to the inn.\Huh, there's no more left.\Oh, yeah.\That was surprisingly quick. response:	Yeah.
