context: One-inch Princess? response:	Really? Does she really exist?
context: but she is talented in other areas, like writing...\Oh, well, you know,\she has actually been working hard to pursue her dream to be a dancer.\- Riku. - I respect her\who has that aspect.\Okay, heres your ice coffee.\Minami-kun. Grandma saw me a while ago.\Chiyomi... She was found by Grandma again? response:	You are Takagi-kun, right? Thank you.
context: Oh, well, you know,\she has actually been working hard to pursue her dream to be a dancer.\- Riku. - I respect her\who has that aspect.\Okay, heres your ice coffee.\Minami-kun. Grandma saw me a while ago.\Chiyomi... She was found by Grandma again?\You are Takagi-kun, right? Thank you. response:	Thank you for worrying about Chiyomi like that.
context: she has actually been working hard to pursue her dream to be a dancer.\- Riku. - I respect her\who has that aspect.\Okay, heres your ice coffee.\Minami-kun. Grandma saw me a while ago.\Chiyomi... She was found by Grandma again?\You are Takagi-kun, right? Thank you.\Thank you for worrying about Chiyomi like that. response:	- Thank you for the coffee. - That was quick.
context: - Riku. - I respect her\who has that aspect.\Okay, heres your ice coffee.\Minami-kun. Grandma saw me a while ago.\Chiyomi... She was found by Grandma again?\You are Takagi-kun, right? Thank you.\Thank you for worrying about Chiyomi like that.\- Thank you for the coffee. - That was quick. response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: who has that aspect.\Okay, heres your ice coffee.\Minami-kun. Grandma saw me a while ago.\Chiyomi... She was found by Grandma again?\You are Takagi-kun, right? Thank you.\Thank you for worrying about Chiyomi like that.\- Thank you for the coffee. - That was quick.\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	Oh, Minami-kun.
context: Okay, heres your ice coffee.\Minami-kun. Grandma saw me a while ago.\Chiyomi... She was found by Grandma again?\You are Takagi-kun, right? Thank you.\Thank you for worrying about Chiyomi like that.\- Thank you for the coffee. - That was quick.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Oh, Minami-kun. response:	- Sorry I stayed long. - It's okay.
context: Minami-kun. Grandma saw me a while ago.\Chiyomi... She was found by Grandma again?\You are Takagi-kun, right? Thank you.\Thank you for worrying about Chiyomi like that.\- Thank you for the coffee. - That was quick.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Oh, Minami-kun.\- Sorry I stayed long. - It's okay. response:	Your grandma gave me energy.
context: Chiyomi... She was found by Grandma again?\You are Takagi-kun, right? Thank you.\Thank you for worrying about Chiyomi like that.\- Thank you for the coffee. - That was quick.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Oh, Minami-kun.\- Sorry I stayed long. - It's okay.\Your grandma gave me energy. response:	- Well then, excuse me. - Oh, okay.
context: You are Takagi-kun, right? Thank you.\Thank you for worrying about Chiyomi like that.\- Thank you for the coffee. - That was quick.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Oh, Minami-kun.\- Sorry I stayed long. - It's okay.\Your grandma gave me energy.\- Well then, excuse me. - Oh, okay. response:	It's okay now, One-inch Princess.
context: Thank you for worrying about Chiyomi like that.\- Thank you for the coffee. - That was quick.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Oh, Minami-kun.\- Sorry I stayed long. - It's okay.\Your grandma gave me energy.\- Well then, excuse me. - Oh, okay.\It's okay now, One-inch Princess. response:	I'm sorry we talked so long.
context: - Thank you for the coffee. - That was quick.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Oh, Minami-kun.\- Sorry I stayed long. - It's okay.\Your grandma gave me energy.\- Well then, excuse me. - Oh, okay.\It's okay now, One-inch Princess.\I'm sorry we talked so long. response:	It's been like this whenever Ricchan comes here.
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\Oh, Minami-kun.\- Sorry I stayed long. - It's okay.\Your grandma gave me energy.\- Well then, excuse me. - Oh, okay.\It's okay now, One-inch Princess.\I'm sorry we talked so long.\It's been like this whenever Ricchan comes here. response:	But, since she comes with gifts, I feel okay about it.
context: Oh, Minami-kun.\- Sorry I stayed long. - It's okay.\Your grandma gave me energy.\- Well then, excuse me. - Oh, okay.\It's okay now, One-inch Princess.\I'm sorry we talked so long.\It's been like this whenever Ricchan comes here.\But, since she comes with gifts, I feel okay about it. response:	So long now.
context: - Sorry I stayed long. - It's okay.\Your grandma gave me energy.\- Well then, excuse me. - Oh, okay.\It's okay now, One-inch Princess.\I'm sorry we talked so long.\It's been like this whenever Ricchan comes here.\But, since she comes with gifts, I feel okay about it.\So long now. response:	We couldn't tell them after all.
context: Your grandma gave me energy.\- Well then, excuse me. - Oh, okay.\It's okay now, One-inch Princess.\I'm sorry we talked so long.\It's been like this whenever Ricchan comes here.\But, since she comes with gifts, I feel okay about it.\So long now.\We couldn't tell them after all. response:	That's because I started talking like that. I'm sorry.
context: - Well then, excuse me. - Oh, okay.\It's okay now, One-inch Princess.\I'm sorry we talked so long.\It's been like this whenever Ricchan comes here.\But, since she comes with gifts, I feel okay about it.\So long now.\We couldn't tell them after all.\That's because I started talking like that. I'm sorry. response:	It can't be helped. I'll bet Chiyomi had a reason to tell a lie.
context: It's okay now, One-inch Princess.\I'm sorry we talked so long.\It's been like this whenever Ricchan comes here.\But, since she comes with gifts, I feel okay about it.\So long now.\We couldn't tell them after all.\That's because I started talking like that. I'm sorry.\It can't be helped. I'll bet Chiyomi had a reason to tell a lie. response:	Yeah.
context: I'm sorry we talked so long.\It's been like this whenever Ricchan comes here.\But, since she comes with gifts, I feel okay about it.\So long now.\We couldn't tell them after all.\That's because I started talking like that. I'm sorry.\It can't be helped. I'll bet Chiyomi had a reason to tell a lie.\Yeah. response:	But, should we have told them anyway?
context: It's been like this whenever Ricchan comes here.\But, since she comes with gifts, I feel okay about it.\So long now.\We couldn't tell them after all.\That's because I started talking like that. I'm sorry.\It can't be helped. I'll bet Chiyomi had a reason to tell a lie.\Yeah.\But, should we have told them anyway? response:	That Chiyomi hasn't been attending the workshop?
context: But, since she comes with gifts, I feel okay about it.\So long now.\We couldn't tell them after all.\That's because I started talking like that. I'm sorry.\It can't be helped. I'll bet Chiyomi had a reason to tell a lie.\Yeah.\But, should we have told them anyway?\That Chiyomi hasn't been attending the workshop? response:	Where in the world is Chiyomi?
context: So long now.\We couldn't tell them after all.\That's because I started talking like that. I'm sorry.\It can't be helped. I'll bet Chiyomi had a reason to tell a lie.\Yeah.\But, should we have told them anyway?\That Chiyomi hasn't been attending the workshop?\Where in the world is Chiyomi? response:	What do you mean by that?
context: We couldn't tell them after all.\That's because I started talking like that. I'm sorry.\It can't be helped. I'll bet Chiyomi had a reason to tell a lie.\Yeah.\But, should we have told them anyway?\That Chiyomi hasn't been attending the workshop?\Where in the world is Chiyomi?\What do you mean by that? response:	Hey, what do you mean by that?
context: That's because I started talking like that. I'm sorry.\It can't be helped. I'll bet Chiyomi had a reason to tell a lie.\Yeah.\But, should we have told them anyway?\That Chiyomi hasn't been attending the workshop?\Where in the world is Chiyomi?\What do you mean by that?\Hey, what do you mean by that? response:	You know, I used to get jealous of Noboru. He was smart and good-looking.
context: It can't be helped. I'll bet Chiyomi had a reason to tell a lie.\Yeah.\But, should we have told them anyway?\That Chiyomi hasn't been attending the workshop?\Where in the world is Chiyomi?\What do you mean by that?\Hey, what do you mean by that?\You know, I used to get jealous of Noboru. He was smart and good-looking. response:	- Right. - He won the national Kendo championship. -Yup.
context: Yeah.\But, should we have told them anyway?\That Chiyomi hasn't been attending the workshop?\Where in the world is Chiyomi?\What do you mean by that?\Hey, what do you mean by that?\You know, I used to get jealous of Noboru. He was smart and good-looking.\- Right. - He won the national Kendo championship. -Yup. response:	Imagine how it was to have a neighbor like him.
context: But, should we have told them anyway?\That Chiyomi hasn't been attending the workshop?\Where in the world is Chiyomi?\What do you mean by that?\Hey, what do you mean by that?\You know, I used to get jealous of Noboru. He was smart and good-looking.\- Right. - He won the national Kendo championship. -Yup.\Imagine how it was to have a neighbor like him. response:	- On top of that, his wife was Emi-chan. - Yeah, Emi-chan.
context: That Chiyomi hasn't been attending the workshop?\Where in the world is Chiyomi?\What do you mean by that?\Hey, what do you mean by that?\You know, I used to get jealous of Noboru. He was smart and good-looking.\- Right. - He won the national Kendo championship. -Yup.\Imagine how it was to have a neighbor like him.\- On top of that, his wife was Emi-chan. - Yeah, Emi-chan. response:	When we were in high school,
context: Where in the world is Chiyomi?\What do you mean by that?\Hey, what do you mean by that?\You know, I used to get jealous of Noboru. He was smart and good-looking.\- Right. - He won the national Kendo championship. -Yup.\Imagine how it was to have a neighbor like him.\- On top of that, his wife was Emi-chan. - Yeah, Emi-chan.\When we were in high school, response:	- we used to ride a train to go see Emi-chan. - That's right.
context: What do you mean by that?\Hey, what do you mean by that?\You know, I used to get jealous of Noboru. He was smart and good-looking.\- Right. - He won the national Kendo championship. -Yup.\Imagine how it was to have a neighbor like him.\- On top of that, his wife was Emi-chan. - Yeah, Emi-chan.\When we were in high school,\- we used to ride a train to go see Emi-chan. - That's right. response:	Everyone was talking about her then.
context: Hey, what do you mean by that?\You know, I used to get jealous of Noboru. He was smart and good-looking.\- Right. - He won the national Kendo championship. -Yup.\Imagine how it was to have a neighbor like him.\- On top of that, his wife was Emi-chan. - Yeah, Emi-chan.\When we were in high school,\- we used to ride a train to go see Emi-chan. - That's right.\Everyone was talking about her then. response:	But, that bastard Noboru...
context: You know, I used to get jealous of Noboru. He was smart and good-looking.\- Right. - He won the national Kendo championship. -Yup.\Imagine how it was to have a neighbor like him.\- On top of that, his wife was Emi-chan. - Yeah, Emi-chan.\When we were in high school,\- we used to ride a train to go see Emi-chan. - That's right.\Everyone was talking about her then.\But, that bastard Noboru... response:	Come on! You too have a cute wife.
context: - Right. - He won the national Kendo championship. -Yup.\Imagine how it was to have a neighbor like him.\- On top of that, his wife was Emi-chan. - Yeah, Emi-chan.\When we were in high school,\- we used to ride a train to go see Emi-chan. - That's right.\Everyone was talking about her then.\But, that bastard Noboru...\Come on! You too have a cute wife. response:	Let me tell you something. Men are romantics.
context: Imagine how it was to have a neighbor like him.\- On top of that, his wife was Emi-chan. - Yeah, Emi-chan.\When we were in high school,\- we used to ride a train to go see Emi-chan. - That's right.\Everyone was talking about her then.\But, that bastard Noboru...\Come on! You too have a cute wife.\Let me tell you something. Men are romantics. response:	We want to keep our sweet and sour memories.
context: - On top of that, his wife was Emi-chan. - Yeah, Emi-chan.\When we were in high school,\- we used to ride a train to go see Emi-chan. - That's right.\Everyone was talking about her then.\But, that bastard Noboru...\Come on! You too have a cute wife.\Let me tell you something. Men are romantics.\We want to keep our sweet and sour memories. response:	That's right.
context: When we were in high school,\- we used to ride a train to go see Emi-chan. - That's right.\Everyone was talking about her then.\But, that bastard Noboru...\Come on! You too have a cute wife.\Let me tell you something. Men are romantics.\We want to keep our sweet and sour memories.\That's right. response:	Oh.
context: - we used to ride a train to go see Emi-chan. - That's right.\Everyone was talking about her then.\But, that bastard Noboru...\Come on! You too have a cute wife.\Let me tell you something. Men are romantics.\We want to keep our sweet and sour memories.\That's right.\Oh. response:	You're back, Ricchan.
context: Everyone was talking about her then.\But, that bastard Noboru...\Come on! You too have a cute wife.\Let me tell you something. Men are romantics.\We want to keep our sweet and sour memories.\That's right.\Oh.\You're back, Ricchan. response:	Where have you been? It's been so busy here, but I couldn't get in touch with you.
context: But, that bastard Noboru...\Come on! You too have a cute wife.\Let me tell you something. Men are romantics.\We want to keep our sweet and sour memories.\That's right.\Oh.\You're back, Ricchan.\Where have you been? It's been so busy here, but I couldn't get in touch with you. response:	I was at Obachan's (auntie) next door.
context: Come on! You too have a cute wife.\Let me tell you something. Men are romantics.\We want to keep our sweet and sour memories.\That's right.\Oh.\You're back, Ricchan.\Where have you been? It's been so busy here, but I couldn't get in touch with you.\I was at Obachan's (auntie) next door. response:	You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi.
context: Let me tell you something. Men are romantics.\We want to keep our sweet and sour memories.\That's right.\Oh.\You're back, Ricchan.\Where have you been? It's been so busy here, but I couldn't get in touch with you.\I was at Obachan's (auntie) next door.\You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi. response:	Hey, stop that. We have customers. Talk about it later.
context: We want to keep our sweet and sour memories.\That's right.\Oh.\You're back, Ricchan.\Where have you been? It's been so busy here, but I couldn't get in touch with you.\I was at Obachan's (auntie) next door.\You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi.\Hey, stop that. We have customers. Talk about it later. response:	Later when? I know you're going drinking at night.
context: That's right.\Oh.\You're back, Ricchan.\Where have you been? It's been so busy here, but I couldn't get in touch with you.\I was at Obachan's (auntie) next door.\You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi.\Hey, stop that. We have customers. Talk about it later.\Later when? I know you're going drinking at night. response:	I got it. Don't talk about it now though.
context: Oh.\You're back, Ricchan.\Where have you been? It's been so busy here, but I couldn't get in touch with you.\I was at Obachan's (auntie) next door.\You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi.\Hey, stop that. We have customers. Talk about it later.\Later when? I know you're going drinking at night.\I got it. Don't talk about it now though. response:	Then when? When can we have a serious talk?
context: You're back, Ricchan.\Where have you been? It's been so busy here, but I couldn't get in touch with you.\I was at Obachan's (auntie) next door.\You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi.\Hey, stop that. We have customers. Talk about it later.\Later when? I know you're going drinking at night.\I got it. Don't talk about it now though.\Then when? When can we have a serious talk? response:	Chiyomi... she hasn't been attending the workshop.
context: Where have you been? It's been so busy here, but I couldn't get in touch with you.\I was at Obachan's (auntie) next door.\You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi.\Hey, stop that. We have customers. Talk about it later.\Later when? I know you're going drinking at night.\I got it. Don't talk about it now though.\Then when? When can we have a serious talk?\Chiyomi... she hasn't been attending the workshop. response:	What? Then, where is Chiyomi?
context: I was at Obachan's (auntie) next door.\You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi.\Hey, stop that. We have customers. Talk about it later.\Later when? I know you're going drinking at night.\I got it. Don't talk about it now though.\Then when? When can we have a serious talk?\Chiyomi... she hasn't been attending the workshop.\What? Then, where is Chiyomi? response:	Have no idea. Why don't you find her?
context: You were acting silly, saying Emi-chan, Emi-chan when we have a situation about Chiyomi.\Hey, stop that. We have customers. Talk about it later.\Later when? I know you're going drinking at night.\I got it. Don't talk about it now though.\Then when? When can we have a serious talk?\Chiyomi... she hasn't been attending the workshop.\What? Then, where is Chiyomi?\Have no idea. Why don't you find her? response:	You have no idea? It's about our child!
context: Hey, stop that. We have customers. Talk about it later.\Later when? I know you're going drinking at night.\I got it. Don't talk about it now though.\Then when? When can we have a serious talk?\Chiyomi... she hasn't been attending the workshop.\What? Then, where is Chiyomi?\Have no idea. Why don't you find her?\You have no idea? It's about our child! response:	You are so quick to lose it like that. I can't take it anymore.
context: Later when? I know you're going drinking at night.\I got it. Don't talk about it now though.\Then when? When can we have a serious talk?\Chiyomi... she hasn't been attending the workshop.\What? Then, where is Chiyomi?\Have no idea. Why don't you find her?\You have no idea? It's about our child!\You are so quick to lose it like that. I can't take it anymore. response:	Oh, hey.
context: I got it. Don't talk about it now though.\Then when? When can we have a serious talk?\Chiyomi... she hasn't been attending the workshop.\What? Then, where is Chiyomi?\Have no idea. Why don't you find her?\You have no idea? It's about our child!\You are so quick to lose it like that. I can't take it anymore.\Oh, hey. response:	That Obi is looks good, too.
context: Then when? When can we have a serious talk?\Chiyomi... she hasn't been attending the workshop.\What? Then, where is Chiyomi?\Have no idea. Why don't you find her?\You have no idea? It's about our child!\You are so quick to lose it like that. I can't take it anymore.\Oh, hey.\That Obi is looks good, too. response:	Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste)
context: Chiyomi... she hasn't been attending the workshop.\What? Then, where is Chiyomi?\Have no idea. Why don't you find her?\You have no idea? It's about our child!\You are so quick to lose it like that. I can't take it anymore.\Oh, hey.\That Obi is looks good, too.\Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste) response:	I'm going to cut some, so wait a minute.
context: What? Then, where is Chiyomi?\Have no idea. Why don't you find her?\You have no idea? It's about our child!\You are so quick to lose it like that. I can't take it anymore.\Oh, hey.\That Obi is looks good, too.\Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste)\I'm going to cut some, so wait a minute. response:	Hey.
context: Have no idea. Why don't you find her?\You have no idea? It's about our child!\You are so quick to lose it like that. I can't take it anymore.\Oh, hey.\That Obi is looks good, too.\Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste)\I'm going to cut some, so wait a minute.\Hey. response:	Oh, Minami-kun.
context: You have no idea? It's about our child!\You are so quick to lose it like that. I can't take it anymore.\Oh, hey.\That Obi is looks good, too.\Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste)\I'm going to cut some, so wait a minute.\Hey.\Oh, Minami-kun. response:	What are you doing? I told you not to get around.
context: You are so quick to lose it like that. I can't take it anymore.\Oh, hey.\That Obi is looks good, too.\Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste)\I'm going to cut some, so wait a minute.\Hey.\Oh, Minami-kun.\What are you doing? I told you not to get around. response:	Sorry.
context: Oh, hey.\That Obi is looks good, too.\Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste)\I'm going to cut some, so wait a minute.\Hey.\Oh, Minami-kun.\What are you doing? I told you not to get around.\Sorry. response:	Yes.
context: That Obi is looks good, too.\Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste)\I'm going to cut some, so wait a minute.\Hey.\Oh, Minami-kun.\What are you doing? I told you not to get around.\Sorry.\Yes. response:	There are so many guests today.
context: Oh, that's right. I have tasty yokan (Japanese sweet made of red bean paste)\I'm going to cut some, so wait a minute.\Hey.\Oh, Minami-kun.\What are you doing? I told you not to get around.\Sorry.\Yes.\There are so many guests today. response:	This is our chance. Come here.
context: I'm going to cut some, so wait a minute.\Hey.\Oh, Minami-kun.\What are you doing? I told you not to get around.\Sorry.\Yes.\There are so many guests today.\This is our chance. Come here. response:	- But, Grandma will... - Ha?
context: Hey.\Oh, Minami-kun.\What are you doing? I told you not to get around.\Sorry.\Yes.\There are so many guests today.\This is our chance. Come here.\- But, Grandma will... - Ha? response:	Yes.
context: Oh, Minami-kun.\What are you doing? I told you not to get around.\Sorry.\Yes.\There are so many guests today.\This is our chance. Come here.\- But, Grandma will... - Ha?\Yes. response:	Oh, Asuka-chan.
context: What are you doing? I told you not to get around.\Sorry.\Yes.\There are so many guests today.\This is our chance. Come here.\- But, Grandma will... - Ha?\Yes.\Oh, Asuka-chan. response:	Hello. Is Oni-chan (big brother) here?
context: Sorry.\Yes.\There are so many guests today.\This is our chance. Come here.\- But, Grandma will... - Ha?\Yes.\Oh, Asuka-chan.\Hello. Is Oni-chan (big brother) here? response:	He just went out, but I'm sure he'll be back soon.
context: Yes.\There are so many guests today.\This is our chance. Come here.\- But, Grandma will... - Ha?\Yes.\Oh, Asuka-chan.\Hello. Is Oni-chan (big brother) here?\He just went out, but I'm sure he'll be back soon. response:	- Why don't you come in and wait. - Yes.
context: There are so many guests today.\This is our chance. Come here.\- But, Grandma will... - Ha?\Yes.\Oh, Asuka-chan.\Hello. Is Oni-chan (big brother) here?\He just went out, but I'm sure he'll be back soon.\- Why don't you come in and wait. - Yes. response:	Come on in.
context: This is our chance. Come here.\- But, Grandma will... - Ha?\Yes.\Oh, Asuka-chan.\Hello. Is Oni-chan (big brother) here?\He just went out, but I'm sure he'll be back soon.\- Why don't you come in and wait. - Yes.\Come on in. response:	Oh, Shuichi, you were here.
context: - But, Grandma will... - Ha?\Yes.\Oh, Asuka-chan.\Hello. Is Oni-chan (big brother) here?\He just went out, but I'm sure he'll be back soon.\- Why don't you come in and wait. - Yes.\Come on in.\Oh, Shuichi, you were here. response:	Oni-chan...
context: Yes.\Oh, Asuka-chan.\Hello. Is Oni-chan (big brother) here?\He just went out, but I'm sure he'll be back soon.\- Why don't you come in and wait. - Yes.\Come on in.\Oh, Shuichi, you were here.\Oni-chan... response:	Asuka-chan.
context: Oh, Asuka-chan.\Hello. Is Oni-chan (big brother) here?\He just went out, but I'm sure he'll be back soon.\- Why don't you come in and wait. - Yes.\Come on in.\Oh, Shuichi, you were here.\Oni-chan...\Asuka-chan. response:	I need to talk to you.
context: Hello. Is Oni-chan (big brother) here?\He just went out, but I'm sure he'll be back soon.\- Why don't you come in and wait. - Yes.\Come on in.\Oh, Shuichi, you were here.\Oni-chan...\Asuka-chan.\I need to talk to you. response:	W, wait a second...
context: He just went out, but I'm sure he'll be back soon.\- Why don't you come in and wait. - Yes.\Come on in.\Oh, Shuichi, you were here.\Oni-chan...\Asuka-chan.\I need to talk to you.\W, wait a second... response:	Ah.
context: - Why don't you come in and wait. - Yes.\Come on in.\Oh, Shuichi, you were here.\Oni-chan...\Asuka-chan.\I need to talk to you.\W, wait a second...\Ah. response:	Minami-kun no Koibito My Little Lover
context: Come on in.\Oh, Shuichi, you were here.\Oni-chan...\Asuka-chan.\I need to talk to you.\W, wait a second...\Ah.\Minami-kun no Koibito My Little Lover response:	W, wait, Asuka-chan.
context: Oh, Shuichi, you were here.\Oni-chan...\Asuka-chan.\I need to talk to you.\W, wait a second...\Ah.\Minami-kun no Koibito My Little Lover\W, wait, Asuka-chan. response:	What's wrong?
context: Oni-chan...\Asuka-chan.\I need to talk to you.\W, wait a second...\Ah.\Minami-kun no Koibito My Little Lover\W, wait, Asuka-chan.\What's wrong? response:	Oni-chan, you know where Onee-chan (big sister) is, don't you?
context: Asuka-chan.\I need to talk to you.\W, wait a second...\Ah.\Minami-kun no Koibito My Little Lover\W, wait, Asuka-chan.\What's wrong?\Oni-chan, you know where Onee-chan (big sister) is, don't you? response:	Eh?
context: I need to talk to you.\W, wait a second...\Ah.\Minami-kun no Koibito My Little Lover\W, wait, Asuka-chan.\What's wrong?\Oni-chan, you know where Onee-chan (big sister) is, don't you?\Eh? response:	Are you concerned about something?
context: W, wait a second...\Ah.\Minami-kun no Koibito My Little Lover\W, wait, Asuka-chan.\What's wrong?\Oni-chan, you know where Onee-chan (big sister) is, don't you?\Eh?\Are you concerned about something? response:	Eh?
context: Ah.\Minami-kun no Koibito My Little Lover\W, wait, Asuka-chan.\What's wrong?\Oni-chan, you know where Onee-chan (big sister) is, don't you?\Eh?\Are you concerned about something?\Eh? response:	Well, no...
context: Minami-kun no Koibito My Little Lover\W, wait, Asuka-chan.\What's wrong?\Oni-chan, you know where Onee-chan (big sister) is, don't you?\Eh?\Are you concerned about something?\Eh?\Well, no... response:	It's fine... you can go.
context: W, wait, Asuka-chan.\What's wrong?\Oni-chan, you know where Onee-chan (big sister) is, don't you?\Eh?\Are you concerned about something?\Eh?\Well, no...\It's fine... you can go. response:	Eh?
context: What's wrong?\Oni-chan, you know where Onee-chan (big sister) is, don't you?\Eh?\Are you concerned about something?\Eh?\Well, no...\It's fine... you can go.\Eh? response:	We can have Yokan later.
context: Oni-chan, you know where Onee-chan (big sister) is, don't you?\Eh?\Are you concerned about something?\Eh?\Well, no...\It's fine... you can go.\Eh?\We can have Yokan later. response:	Onee-chan is using this tablet to send emails right?
context: Eh?\Are you concerned about something?\Eh?\Well, no...\It's fine... you can go.\Eh?\We can have Yokan later.\Onee-chan is using this tablet to send emails right? response:	Eh?
context: Are you concerned about something?\Eh?\Well, no...\It's fine... you can go.\Eh?\We can have Yokan later.\Onee-chan is using this tablet to send emails right?\Eh? response:	I'm sorry.
context: Eh?\Well, no...\It's fine... you can go.\Eh?\We can have Yokan later.\Onee-chan is using this tablet to send emails right?\Eh?\I'm sorry. response:	When I came over the other day, I saw it.
context: Well, no...\It's fine... you can go.\Eh?\We can have Yokan later.\Onee-chan is using this tablet to send emails right?\Eh?\I'm sorry.\When I came over the other day, I saw it. response:	What?
context: It's fine... you can go.\Eh?\We can have Yokan later.\Onee-chan is using this tablet to send emails right?\Eh?\I'm sorry.\When I came over the other day, I saw it.\What? response:	The Email sent box was open.
context: Eh?\We can have Yokan later.\Onee-chan is using this tablet to send emails right?\Eh?\I'm sorry.\When I came over the other day, I saw it.\What?\The Email sent box was open. response:	Ouch!
context: We can have Yokan later.\Onee-chan is using this tablet to send emails right?\Eh?\I'm sorry.\When I came over the other day, I saw it.\What?\The Email sent box was open.\Ouch! response:	Ouch...
context: Onee-chan is using this tablet to send emails right?\Eh?\I'm sorry.\When I came over the other day, I saw it.\What?\The Email sent box was open.\Ouch!\Ouch... response:	The email was Onee-chan's address.
context: Eh?\I'm sorry.\When I came over the other day, I saw it.\What?\The Email sent box was open.\Ouch!\Ouch...\The email was Onee-chan's address. response:	Asuka-chan... that is... well...
context: I'm sorry.\When I came over the other day, I saw it.\What?\The Email sent box was open.\Ouch!\Ouch...\The email was Onee-chan's address.\Asuka-chan... that is... well... response:	Onee-chan used this, right?
context: When I came over the other day, I saw it.\What?\The Email sent box was open.\Ouch!\Ouch...\The email was Onee-chan's address.\Asuka-chan... that is... well...\Onee-chan used this, right? response:	It's impossible for her to not use this.
context: What?\The Email sent box was open.\Ouch!\Ouch...\The email was Onee-chan's address.\Asuka-chan... that is... well...\Onee-chan used this, right?\It's impossible for her to not use this. response:	Please, Oni-chan, if you know where Onee-chan is, can you please tell me?
context: The Email sent box was open.\Ouch!\Ouch...\The email was Onee-chan's address.\Asuka-chan... that is... well...\Onee-chan used this, right?\It's impossible for her to not use this.\Please, Oni-chan, if you know where Onee-chan is, can you please tell me? response:	Our home is a mess because Onee-chan isn't there.
context: Ouch!\Ouch...\The email was Onee-chan's address.\Asuka-chan... that is... well...\Onee-chan used this, right?\It's impossible for her to not use this.\Please, Oni-chan, if you know where Onee-chan is, can you please tell me?\Our home is a mess because Onee-chan isn't there. response:	Asuka-chan...
context: Ouch...\The email was Onee-chan's address.\Asuka-chan... that is... well...\Onee-chan used this, right?\It's impossible for her to not use this.\Please, Oni-chan, if you know where Onee-chan is, can you please tell me?\Our home is a mess because Onee-chan isn't there.\Asuka-chan... response:	You knew that Onee-chan didn't go to the (dance) workshop, right?
context: The email was Onee-chan's address.\Asuka-chan... that is... well...\Onee-chan used this, right?\It's impossible for her to not use this.\Please, Oni-chan, if you know where Onee-chan is, can you please tell me?\Our home is a mess because Onee-chan isn't there.\Asuka-chan...\You knew that Onee-chan didn't go to the (dance) workshop, right? response:	She's horrible...
context: Asuka-chan... that is... well...\Onee-chan used this, right?\It's impossible for her to not use this.\Please, Oni-chan, if you know where Onee-chan is, can you please tell me?\Our home is a mess because Onee-chan isn't there.\Asuka-chan...\You knew that Onee-chan didn't go to the (dance) workshop, right?\She's horrible... response:	Asuka-chan.
context: Onee-chan used this, right?\It's impossible for her to not use this.\Please, Oni-chan, if you know where Onee-chan is, can you please tell me?\Our home is a mess because Onee-chan isn't there.\Asuka-chan...\You knew that Onee-chan didn't go to the (dance) workshop, right?\She's horrible...\Asuka-chan. response:	Chiyomi has her reasons.
context: It's impossible for her to not use this.\Please, Oni-chan, if you know where Onee-chan is, can you please tell me?\Our home is a mess because Onee-chan isn't there.\Asuka-chan...\You knew that Onee-chan didn't go to the (dance) workshop, right?\She's horrible...\Asuka-chan.\Chiyomi has her reasons. response:	But, she just can't say anything right now.
context: Please, Oni-chan, if you know where Onee-chan is, can you please tell me?\Our home is a mess because Onee-chan isn't there.\Asuka-chan...\You knew that Onee-chan didn't go to the (dance) workshop, right?\She's horrible...\Asuka-chan.\Chiyomi has her reasons.\But, she just can't say anything right now. response:	She's suffering too.
context: Our home is a mess because Onee-chan isn't there.\Asuka-chan...\You knew that Onee-chan didn't go to the (dance) workshop, right?\She's horrible...\Asuka-chan.\Chiyomi has her reasons.\But, she just can't say anything right now.\She's suffering too. response:	She struggling to figure out how to come with smiling.
context: Asuka-chan...\You knew that Onee-chan didn't go to the (dance) workshop, right?\She's horrible...\Asuka-chan.\Chiyomi has her reasons.\But, she just can't say anything right now.\She's suffering too.\She struggling to figure out how to come with smiling. response:	So, can you...
