context: Okay. See you later, Goddess! response:	Okay. You know...
context: Forget about it.\I can feel it.\It's okay.\Bell-kun is alive.\The blessing I gave him hasn't disappeared.\Hestia,\when you find Welf, there's something I want you to give him...\Along with this message from me. response:	Is that okay?
context: I can feel it.\It's okay.\Bell-kun is alive.\The blessing I gave him hasn't disappeared.\Hestia,\when you find Welf, there's something I want you to give him...\Along with this message from me.\Is that okay? response:	Yeah, that's fine.
context: It's okay.\Bell-kun is alive.\The blessing I gave him hasn't disappeared.\Hestia,\when you find Welf, there's something I want you to give him...\Along with this message from me.\Is that okay?\Yeah, that's fine. response:	Asfi, do you think you can protect both me and Hestia by yourself?
context: Bell-kun is alive.\The blessing I gave him hasn't disappeared.\Hestia,\when you find Welf, there's something I want you to give him...\Along with this message from me.\Is that okay?\Yeah, that's fine.\Asfi, do you think you can protect both me and Hestia by yourself? response:	I don't think I can guarantee it.
context: The blessing I gave him hasn't disappeared.\Hestia,\when you find Welf, there's something I want you to give him...\Along with this message from me.\Is that okay?\Yeah, that's fine.\Asfi, do you think you can protect both me and Hestia by yourself?\I don't think I can guarantee it. response:	I thought so.
context: Hestia,\when you find Welf, there's something I want you to give him...\Along with this message from me.\Is that okay?\Yeah, that's fine.\Asfi, do you think you can protect both me and Hestia by yourself?\I don't think I can guarantee it.\I thought so. response:	I guess I'll take one more along.
context: when you find Welf, there's something I want you to give him...\Along with this message from me.\Is that okay?\Yeah, that's fine.\Asfi, do you think you can protect both me and Hestia by yourself?\I don't think I can guarantee it.\I thought so.\I guess I'll take one more along. response:	Hey, Li'l Lili.
context: Along with this message from me.\Is that okay?\Yeah, that's fine.\Asfi, do you think you can protect both me and Hestia by yourself?\I don't think I can guarantee it.\I thought so.\I guess I'll take one more along.\Hey, Li'l Lili. response:	Can you do anything about this smell?
context: Is that okay?\Yeah, that's fine.\Asfi, do you think you can protect both me and Hestia by yourself?\I don't think I can guarantee it.\I thought so.\I guess I'll take one more along.\Hey, Li'l Lili.\Can you do anything about this smell? response:	I'm sorry, but I'm closer to it than you are!
context: Yeah, that's fine.\Asfi, do you think you can protect both me and Hestia by yourself?\I don't think I can guarantee it.\I thought so.\I guess I'll take one more along.\Hey, Li'l Lili.\Can you do anything about this smell?\I'm sorry, but I'm closer to it than you are! response:	So why don't you hold it, then?
context: Asfi, do you think you can protect both me and Hestia by yourself?\I don't think I can guarantee it.\I thought so.\I guess I'll take one more along.\Hey, Li'l Lili.\Can you do anything about this smell?\I'm sorry, but I'm closer to it than you are!\So why don't you hold it, then? response:	You're not the only one who smells it!
context: I don't think I can guarantee it.\I thought so.\I guess I'll take one more along.\Hey, Li'l Lili.\Can you do anything about this smell?\I'm sorry, but I'm closer to it than you are!\So why don't you hold it, then?\You're not the only one who smells it! response:	I smell it, too!
context: I thought so.\I guess I'll take one more along.\Hey, Li'l Lili.\Can you do anything about this smell?\I'm sorry, but I'm closer to it than you are!\So why don't you hold it, then?\You're not the only one who smells it!\I smell it, too! response:	But I'm carrying it to help everybody even though you keep complaining!
context: I guess I'll take one more along.\Hey, Li'l Lili.\Can you do anything about this smell?\I'm sorry, but I'm closer to it than you are!\So why don't you hold it, then?\You're not the only one who smells it!\I smell it, too!\But I'm carrying it to help everybody even though you keep complaining! response:	This our final lifeline.
context: Hey, Li'l Lili.\Can you do anything about this smell?\I'm sorry, but I'm closer to it than you are!\So why don't you hold it, then?\You're not the only one who smells it!\I smell it, too!\But I'm carrying it to help everybody even though you keep complaining!\This our final lifeline. response:	As long as this awful smell is around us,
context: Can you do anything about this smell?\I'm sorry, but I'm closer to it than you are!\So why don't you hold it, then?\You're not the only one who smells it!\I smell it, too!\But I'm carrying it to help everybody even though you keep complaining!\This our final lifeline.\As long as this awful smell is around us, response:	monsters will usually stay away.
context: I'm sorry, but I'm closer to it than you are!\So why don't you hold it, then?\You're not the only one who smells it!\I smell it, too!\But I'm carrying it to help everybody even though you keep complaining!\This our final lifeline.\As long as this awful smell is around us,\monsters will usually stay away. response:	I know, but...
context: So why don't you hold it, then?\You're not the only one who smells it!\I smell it, too!\But I'm carrying it to help everybody even though you keep complaining!\This our final lifeline.\As long as this awful smell is around us,\monsters will usually stay away.\I know, but... response:	We can't help it, Welf...
context: You're not the only one who smells it!\I smell it, too!\But I'm carrying it to help everybody even though you keep complaining!\This our final lifeline.\As long as this awful smell is around us,\monsters will usually stay away.\I know, but...\We can't help it, Welf... response:	Leave it to me!
context: I smell it, too!\But I'm carrying it to help everybody even though you keep complaining!\This our final lifeline.\As long as this awful smell is around us,\monsters will usually stay away.\I know, but...\We can't help it, Welf...\Leave it to me! response:	Burn, dark magics!
context: But I'm carrying it to help everybody even though you keep complaining!\This our final lifeline.\As long as this awful smell is around us,\monsters will usually stay away.\I know, but...\We can't help it, Welf...\Leave it to me!\Burn, dark magics! response:	Will o' Wisp!
context: This our final lifeline.\As long as this awful smell is around us,\monsters will usually stay away.\I know, but...\We can't help it, Welf...\Leave it to me!\Burn, dark magics!\Will o' Wisp! response:	That really is amazing.
context: As long as this awful smell is around us,\monsters will usually stay away.\I know, but...\We can't help it, Welf...\Leave it to me!\Burn, dark magics!\Will o' Wisp!\That really is amazing. response:	A spell that uses the enemy's magic to make them self-destruct!
context: monsters will usually stay away.\I know, but...\We can't help it, Welf...\Leave it to me!\Burn, dark magics!\Will o' Wisp!\That really is amazing.\A spell that uses the enemy's magic to make them self-destruct! response:	I never thought I'd use it this way, though.
context: I know, but...\We can't help it, Welf...\Leave it to me!\Burn, dark magics!\Will o' Wisp!\That really is amazing.\A spell that uses the enemy's magic to make them self-destruct!\I never thought I'd use it this way, though. response:	But are you okay?
context: We can't help it, Welf...\Leave it to me!\Burn, dark magics!\Will o' Wisp!\That really is amazing.\A spell that uses the enemy's magic to make them self-destruct!\I never thought I'd use it this way, though.\But are you okay? response:	You've had to use it a bunch of times already.
context: Leave it to me!\Burn, dark magics!\Will o' Wisp!\That really is amazing.\A spell that uses the enemy's magic to make them self-destruct!\I never thought I'd use it this way, though.\But are you okay?\You've had to use it a bunch of times already. response:	Don't worry.
context: Burn, dark magics!\Will o' Wisp!\That really is amazing.\A spell that uses the enemy's magic to make them self-destruct!\I never thought I'd use it this way, though.\But are you okay?\You've had to use it a bunch of times already.\Don't worry. response:	I'm good for a little more.
context: Will o' Wisp!\That really is amazing.\A spell that uses the enemy's magic to make them self-destruct!\I never thought I'd use it this way, though.\But are you okay?\You've had to use it a bunch of times already.\Don't worry.\I'm good for a little more. response:	What are you thinking, I wonder?
context: That really is amazing.\A spell that uses the enemy's magic to make them self-destruct!\I never thought I'd use it this way, though.\But are you okay?\You've had to use it a bunch of times already.\Don't worry.\I'm good for a little more.\What are you thinking, I wonder? response:	Well, it's fine.
context: A spell that uses the enemy's magic to make them self-destruct!\I never thought I'd use it this way, though.\But are you okay?\You've had to use it a bunch of times already.\Don't worry.\I'm good for a little more.\What are you thinking, I wonder?\Well, it's fine. response:	But remember...
context: I never thought I'd use it this way, though.\But are you okay?\You've had to use it a bunch of times already.\Don't worry.\I'm good for a little more.\What are you thinking, I wonder?\Well, it's fine.\But remember... response:	I'm the only one who's allowed to play with him.
context: But are you okay?\You've had to use it a bunch of times already.\Don't worry.\I'm good for a little more.\What are you thinking, I wonder?\Well, it's fine.\But remember...\I'm the only one who's allowed to play with him. response:	Lili...
context: You've had to use it a bunch of times already.\Don't worry.\I'm good for a little more.\What are you thinking, I wonder?\Well, it's fine.\But remember...\I'm the only one who's allowed to play with him.\Lili... response:	Yeah.
context: Don't worry.\I'm good for a little more.\What are you thinking, I wonder?\Well, it's fine.\But remember...\I'm the only one who's allowed to play with him.\Lili...\Yeah. response:	The scent-bag's effect ran out.
context: I'm good for a little more.\What are you thinking, I wonder?\Well, it's fine.\But remember...\I'm the only one who's allowed to play with him.\Lili...\Yeah.\The scent-bag's effect ran out. response:	No way...
context: What are you thinking, I wonder?\Well, it's fine.\But remember...\I'm the only one who's allowed to play with him.\Lili...\Yeah.\The scent-bag's effect ran out.\No way... response:	What is that?
context: Well, it's fine.\But remember...\I'm the only one who's allowed to play with him.\Lili...\Yeah.\The scent-bag's effect ran out.\No way...\What is that? response:	Gods damn it!
context: But remember...\I'm the only one who's allowed to play with him.\Lili...\Yeah.\The scent-bag's effect ran out.\No way...\What is that?\Gods damn it! response:	Bell...
context: I'm the only one who's allowed to play with him.\Lili...\Yeah.\The scent-bag's effect ran out.\No way...\What is that?\Gods damn it!\Bell... response:	What is that?
context: Lili...\Yeah.\The scent-bag's effect ran out.\No way...\What is that?\Gods damn it!\Bell...\What is that? response:	Wow...
context: Yeah.\The scent-bag's effect ran out.\No way...\What is that?\Gods damn it!\Bell...\What is that?\Wow... response:	Well, he's the guy who beat a minotaur at Level 1!
context: The scent-bag's effect ran out.\No way...\What is that?\Gods damn it!\Bell...\What is that?\Wow...\Well, he's the guy who beat a minotaur at Level 1! response:	Bell-sama!
context: No way...\What is that?\Gods damn it!\Bell...\What is that?\Wow...\Well, he's the guy who beat a minotaur at Level 1!\Bell-sama! response:	Are you okay?
context: What is that?\Gods damn it!\Bell...\What is that?\Wow...\Well, he's the guy who beat a minotaur at Level 1!\Bell-sama!\Are you okay? response:	Everyone, you're ready, right?
context: Gods damn it!\Bell...\What is that?\Wow...\Well, he's the guy who beat a minotaur at Level 1!\Bell-sama!\Are you okay?\Everyone, you're ready, right? response:	Yup.
context: Bell...\What is that?\Wow...\Well, he's the guy who beat a minotaur at Level 1!\Bell-sama!\Are you okay?\Everyone, you're ready, right?\Yup. response:	Okay, let's go find Bell
context: What is that?\Wow...\Well, he's the guy who beat a minotaur at Level 1!\Bell-sama!\Are you okay?\Everyone, you're ready, right?\Yup.\Okay, let's go find Bell response:	Hestia-sama.
context: Wow...\Well, he's the guy who beat a minotaur at Level 1!\Bell-sama!\Are you okay?\Everyone, you're ready, right?\Yup.\Okay, let's go find Bell\Hestia-sama. response:	You're...
context: Well, he's the guy who beat a minotaur at Level 1!\Bell-sama!\Are you okay?\Everyone, you're ready, right?\Yup.\Okay, let's go find Bell\Hestia-sama.\You're... response:	Don't worry. She's here to help.
context: Bell-sama!\Are you okay?\Everyone, you're ready, right?\Yup.\Okay, let's go find Bell\Hestia-sama.\You're...\Don't worry. She's here to help. response:	Then let's go!
context: Are you okay?\Everyone, you're ready, right?\Yup.\Okay, let's go find Bell\Hestia-sama.\You're...\Don't worry. She's here to help.\Then let's go! response:	And save Bell-kun's party!
context: Everyone, you're ready, right?\Yup.\Okay, let's go find Bell\Hestia-sama.\You're...\Don't worry. She's here to help.\Then let's go!\And save Bell-kun's party! response:	Under Resort Labyrinth Utopia
context: Yup.\Okay, let's go find Bell\Hestia-sama.\You're...\Don't worry. She's here to help.\Then let's go!\And save Bell-kun's party!\Under Resort Labyrinth Utopia response:	Next Time
context: Okay, let's go find Bell\Hestia-sama.\You're...\Don't worry. She's here to help.\Then let's go!\And save Bell-kun's party!\Under Resort Labyrinth Utopia\Next Time response:	Next time: Under Resort.
