context: Bye, Arata. response:	Let me know when you're done watching your friends play.
context: Look for the sound of the cuckoo\He's fast.\Crap!\I need to be careful...\My body moves when a one-syllable card on my side is read.\Even when I can't see the cards...\Didn't this happen before?\When I took cards without my glasses? response:	My fear is that you will forget your promise to never forget me,
context: He's fast.\Crap!\I need to be careful...\My body moves when a one-syllable card on my side is read.\Even when I can't see the cards...\Didn't this happen before?\When I took cards without my glasses?\My fear is that you will forget your promise to never forget me, response:	Where is it?
context: Crap!\I need to be careful...\My body moves when a one-syllable card on my side is read.\Even when I can't see the cards...\Didn't this happen before?\When I took cards without my glasses?\My fear is that you will forget your promise to never forget me,\Where is it? response:	Found it!
context: I need to be careful...\My body moves when a one-syllable card on my side is read.\Even when I can't see the cards...\Didn't this happen before?\When I took cards without my glasses?\My fear is that you will forget your promise to never forget me,\Where is it?\Found it! response:	Don't tell Chihaya...
context: My body moves when a one-syllable card on my side is read.\Even when I can't see the cards...\Didn't this happen before?\When I took cards without my glasses?\My fear is that you will forget your promise to never forget me,\Where is it?\Found it!\Don't tell Chihaya... response:	I wanted to play as a team.
context: Even when I can't see the cards...\Didn't this happen before?\When I took cards without my glasses?\My fear is that you will forget your promise to never forget me,\Where is it?\Found it!\Don't tell Chihaya...\I wanted to play as a team. response:	Impassionate gods...
context: Didn't this happen before?\When I took cards without my glasses?\My fear is that you will forget your promise to never forget me,\Where is it?\Found it!\Don't tell Chihaya...\I wanted to play as a team.\Impassionate gods... response:	Why are you crying?
context: When I took cards without my glasses?\My fear is that you will forget your promise to never forget me,\Where is it?\Found it!\Don't tell Chihaya...\I wanted to play as a team.\Impassionate gods...\Why are you crying? response:	Masaki!
context: My fear is that you will forget your promise to never forget me,\Where is it?\Found it!\Don't tell Chihaya...\I wanted to play as a team.\Impassionate gods...\Why are you crying?\Masaki! response:	You're doing good! Keep on the attack!
context: Where is it?\Found it!\Don't tell Chihaya...\I wanted to play as a team.\Impassionate gods...\Why are you crying?\Masaki!\You're doing good! Keep on the attack! response:	You can give us our first win!
context: Found it!\Don't tell Chihaya...\I wanted to play as a team.\Impassionate gods...\Why are you crying?\Masaki!\You're doing good! Keep on the attack!\You can give us our first win! response:	I made it to Class A before you did,
context: Don't tell Chihaya...\I wanted to play as a team.\Impassionate gods...\Why are you crying?\Masaki!\You're doing good! Keep on the attack!\You can give us our first win!\I made it to Class A before you did, response:	but I couldn't win a single match in any of the tournaments.
context: I wanted to play as a team.\Impassionate gods...\Why are you crying?\Masaki!\You're doing good! Keep on the attack!\You can give us our first win!\I made it to Class A before you did,\but I couldn't win a single match in any of the tournaments. response:	Still, when I looked around, there were other people like me.
context: Impassionate gods...\Why are you crying?\Masaki!\You're doing good! Keep on the attack!\You can give us our first win!\I made it to Class A before you did,\but I couldn't win a single match in any of the tournaments.\Still, when I looked around, there were other people like me. response:	Strangely enough, once the three of us were together, we started to win.
context: Why are you crying?\Masaki!\You're doing good! Keep on the attack!\You can give us our first win!\I made it to Class A before you did,\but I couldn't win a single match in any of the tournaments.\Still, when I looked around, there were other people like me.\Strangely enough, once the three of us were together, we started to win. response:	Yep, yep.
context: Masaki!\You're doing good! Keep on the attack!\You can give us our first win!\I made it to Class A before you did,\but I couldn't win a single match in any of the tournaments.\Still, when I looked around, there were other people like me.\Strangely enough, once the three of us were together, we started to win.\Yep, yep. response:	We aren't aspiring to become the Master,
context: You're doing good! Keep on the attack!\You can give us our first win!\I made it to Class A before you did,\but I couldn't win a single match in any of the tournaments.\Still, when I looked around, there were other people like me.\Strangely enough, once the three of us were together, we started to win.\Yep, yep.\We aren't aspiring to become the Master, response:	and we don't even have five players,
context: You can give us our first win!\I made it to Class A before you did,\but I couldn't win a single match in any of the tournaments.\Still, when I looked around, there were other people like me.\Strangely enough, once the three of us were together, we started to win.\Yep, yep.\We aren't aspiring to become the Master,\and we don't even have five players, response:	but we can still have fun playing karuta.
context: I made it to Class A before you did,\but I couldn't win a single match in any of the tournaments.\Still, when I looked around, there were other people like me.\Strangely enough, once the three of us were together, we started to win.\Yep, yep.\We aren't aspiring to become the Master,\and we don't even have five players,\but we can still have fun playing karuta. response:	Team tournament?
context: but I couldn't win a single match in any of the tournaments.\Still, when I looked around, there were other people like me.\Strangely enough, once the three of us were together, we started to win.\Yep, yep.\We aren't aspiring to become the Master,\and we don't even have five players,\but we can still have fun playing karuta.\Team tournament? response:	That's for players who don't love karuta.
context: Still, when I looked around, there were other people like me.\Strangely enough, once the three of us were together, we started to win.\Yep, yep.\We aren't aspiring to become the Master,\and we don't even have five players,\but we can still have fun playing karuta.\Team tournament?\That's for players who don't love karuta. response:	But the individual tournament is where you'll witness true skill.
context: Strangely enough, once the three of us were together, we started to win.\Yep, yep.\We aren't aspiring to become the Master,\and we don't even have five players,\but we can still have fun playing karuta.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill. response:	but from the crystal white snow of Yoshino
context: Yep, yep.\We aren't aspiring to become the Master,\and we don't even have five players,\but we can still have fun playing karuta.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\but from the crystal white snow of Yoshino response:	Note that...
context: We aren't aspiring to become the Master,\and we don't even have five players,\but we can still have fun playing karuta.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\but from the crystal white snow of Yoshino\Note that... response:	The Fukui team needs all three members to win,
context: and we don't even have five players,\but we can still have fun playing karuta.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\but from the crystal white snow of Yoshino\Note that...\The Fukui team needs all three members to win, response:	but Kochi is leading all three games.
context: but we can still have fun playing karuta.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\but from the crystal white snow of Yoshino\Note that...\The Fukui team needs all three members to win,\but Kochi is leading all three games. response:	Here.
context: Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\but from the crystal white snow of Yoshino\Note that...\The Fukui team needs all three members to win,\but Kochi is leading all three games.\Here. response:	Man, they're too weak.
context: That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\but from the crystal white snow of Yoshino\Note that...\The Fukui team needs all three members to win,\but Kochi is leading all three games.\Here.\Man, they're too weak. response:	It hurts...
context: But the individual tournament is where you'll witness true skill.\but from the crystal white snow of Yoshino\Note that...\The Fukui team needs all three members to win,\but Kochi is leading all three games.\Here.\Man, they're too weak.\It hurts... response:	It hurts...
context: but from the crystal white snow of Yoshino\Note that...\The Fukui team needs all three members to win,\but Kochi is leading all three games.\Here.\Man, they're too weak.\It hurts...\It hurts... response:	I'm no use here.
context: Note that...\The Fukui team needs all three members to win,\but Kochi is leading all three games.\Here.\Man, they're too weak.\It hurts...\It hurts...\I'm no use here. response:	I can't help them out
context: The Fukui team needs all three members to win,\but Kochi is leading all three games.\Here.\Man, they're too weak.\It hurts...\It hurts...\I'm no use here.\I can't help them out response:	that you pine for me as the Inaba mountain pines, I shall return to you
context: but Kochi is leading all three games.\Here.\Man, they're too weak.\It hurts...\It hurts...\I'm no use here.\I can't help them out\that you pine for me as the Inaba mountain pines, I shall return to you response:	because this isn't my team.
context: Here.\Man, they're too weak.\It hurts...\It hurts...\I'm no use here.\I can't help them out\that you pine for me as the Inaba mountain pines, I shall return to you\because this isn't my team. response:	Like a boatsman...
context: Man, they're too weak.\It hurts...\It hurts...\I'm no use here.\I can't help them out\that you pine for me as the Inaba mountain pines, I shall return to you\because this isn't my team.\Like a boatsman... response:	Yes! That's one win for Jinnan!
context: It hurts...\It hurts...\I'm no use here.\I can't help them out\that you pine for me as the Inaba mountain pines, I shall return to you\because this isn't my team.\Like a boatsman...\Yes! That's one win for Jinnan! response:	We're in the playoffs!
context: It hurts...\I'm no use here.\I can't help them out\that you pine for me as the Inaba mountain pines, I shall return to you\because this isn't my team.\Like a boatsman...\Yes! That's one win for Jinnan!\We're in the playoffs! response:	Quiet. The match isn't over yet.
context: I'm no use here.\I can't help them out\that you pine for me as the Inaba mountain pines, I shall return to you\because this isn't my team.\Like a boatsman...\Yes! That's one win for Jinnan!\We're in the playoffs!\Quiet. The match isn't over yet. response:	Thank you very much.
context: I can't help them out\that you pine for me as the Inaba mountain pines, I shall return to you\because this isn't my team.\Like a boatsman...\Yes! That's one win for Jinnan!\We're in the playoffs!\Quiet. The match isn't over yet.\Thank you very much. response:	I'm not interested in team tournaments.
context: that you pine for me as the Inaba mountain pines, I shall return to you\because this isn't my team.\Like a boatsman...\Yes! That's one win for Jinnan!\We're in the playoffs!\Quiet. The match isn't over yet.\Thank you very much.\I'm not interested in team tournaments. response:	I'm focused on winning the individual tournament.
context: because this isn't my team.\Like a boatsman...\Yes! That's one win for Jinnan!\We're in the playoffs!\Quiet. The match isn't over yet.\Thank you very much.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament. response:	Team tournament?
context: Like a boatsman...\Yes! That's one win for Jinnan!\We're in the playoffs!\Quiet. The match isn't over yet.\Thank you very much.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Team tournament? response:	That's for players who don't love karuta.
context: Yes! That's one win for Jinnan!\We're in the playoffs!\Quiet. The match isn't over yet.\Thank you very much.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Team tournament?\That's for players who don't love karuta. response:	But the individual tournament is where you'll witness true skill.
context: We're in the playoffs!\Quiet. The match isn't over yet.\Thank you very much.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill. response:	I wanted to play more karuta together!
context: Quiet. The match isn't over yet.\Thank you very much.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\I wanted to play more karuta together! response:	Murao-san...
context: Thank you very much.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\I wanted to play more karuta together!\Murao-san... response:	What does it mean
context: I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\I wanted to play more karuta together!\Murao-san...\What does it mean response:	to be good at karuta?
context: I'm focused on winning the individual tournament.\Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\I wanted to play more karuta together!\Murao-san...\What does it mean\to be good at karuta? response:	I do not know where this love will take me
context: Team tournament?\That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\I wanted to play more karuta together!\Murao-san...\What does it mean\to be good at karuta?\I do not know where this love will take me response:	A mountain village...
context: That's for players who don't love karuta.\But the individual tournament is where you'll witness true skill.\I wanted to play more karuta together!\Murao-san...\What does it mean\to be good at karuta?\I do not know where this love will take me\A mountain village... response:	He got it!
context: But the individual tournament is where you'll witness true skill.\I wanted to play more karuta together!\Murao-san...\What does it mean\to be good at karuta?\I do not know where this love will take me\A mountain village...\He got it! response:	That player has a beautiful swing.
context: I wanted to play more karuta together!\Murao-san...\What does it mean\to be good at karuta?\I do not know where this love will take me\A mountain village...\He got it!\That player has a beautiful swing. response:	Maybe as beautiful as Arata-kun.
context: Murao-san...\What does it mean\to be good at karuta?\I do not know where this love will take me\A mountain village...\He got it!\That player has a beautiful swing.\Maybe as beautiful as Arata-kun. response:	when people and grass grow scarce
context: What does it mean\to be good at karuta?\I do not know where this love will take me\A mountain village...\He got it!\That player has a beautiful swing.\Maybe as beautiful as Arata-kun.\when people and grass grow scarce response:	Said world grants no change, I pray,
context: to be good at karuta?\I do not know where this love will take me\A mountain village...\He got it!\That player has a beautiful swing.\Maybe as beautiful as Arata-kun.\when people and grass grow scarce\Said world grants no change, I pray, response:	His cover was clean, too.
context: I do not know where this love will take me\A mountain village...\He got it!\That player has a beautiful swing.\Maybe as beautiful as Arata-kun.\when people and grass grow scarce\Said world grants no change, I pray,\His cover was clean, too. response:	Reminds me of Arata-kun.
context: A mountain village...\He got it!\That player has a beautiful swing.\Maybe as beautiful as Arata-kun.\when people and grass grow scarce\Said world grants no change, I pray,\His cover was clean, too.\Reminds me of Arata-kun. response:	But it'll be hard to make up a 15 card lead...
context: He got it!\That player has a beautiful swing.\Maybe as beautiful as Arata-kun.\when people and grass grow scarce\Said world grants no change, I pray,\His cover was clean, too.\Reminds me of Arata-kun.\But it'll be hard to make up a 15 card lead... response:	He chose the perfect time to be aggressive when sending cards.
context: That player has a beautiful swing.\Maybe as beautiful as Arata-kun.\when people and grass grow scarce\Said world grants no change, I pray,\His cover was clean, too.\Reminds me of Arata-kun.\But it'll be hard to make up a 15 card lead...\He chose the perfect time to be aggressive when sending cards. response:	Just like Arata-kun!
context: Maybe as beautiful as Arata-kun.\when people and grass grow scarce\Said world grants no change, I pray,\His cover was clean, too.\Reminds me of Arata-kun.\But it'll be hard to make up a 15 card lead...\He chose the perfect time to be aggressive when sending cards.\Just like Arata-kun! response:	It's him!
context: when people and grass grow scarce\Said world grants no change, I pray,\His cover was clean, too.\Reminds me of Arata-kun.\But it'll be hard to make up a 15 card lead...\He chose the perfect time to be aggressive when sending cards.\Just like Arata-kun!\It's him! response:	So fast...
context: Said world grants no change, I pray,\His cover was clean, too.\Reminds me of Arata-kun.\But it'll be hard to make up a 15 card lead...\He chose the perfect time to be aggressive when sending cards.\Just like Arata-kun!\It's him!\So fast... response:	Who is he?
context: His cover was clean, too.\Reminds me of Arata-kun.\But it'll be hard to make up a 15 card lead...\He chose the perfect time to be aggressive when sending cards.\Just like Arata-kun!\It's him!\So fast...\Who is he? response:	He's going to come back from a 15 card deficit?
context: Reminds me of Arata-kun.\But it'll be hard to make up a 15 card lead...\He chose the perfect time to be aggressive when sending cards.\Just like Arata-kun!\It's him!\So fast...\Who is he?\He's going to come back from a 15 card deficit? response:	Fujioka West's defeat is sealed.
context: But it'll be hard to make up a 15 card lead...\He chose the perfect time to be aggressive when sending cards.\Just like Arata-kun!\It's him!\So fast...\Who is he?\He's going to come back from a 15 card deficit?\Fujioka West's defeat is sealed. response:	But...
context: He chose the perfect time to be aggressive when sending cards.\Just like Arata-kun!\It's him!\So fast...\Who is he?\He's going to come back from a 15 card deficit?\Fujioka West's defeat is sealed.\But... response:	I want to show respect for my opponent.
context: Just like Arata-kun!\It's him!\So fast...\Who is he?\He's going to come back from a 15 card deficit?\Fujioka West's defeat is sealed.\But...\I want to show respect for my opponent. response:	I want to tell my teammate that it's not over!
context: It's him!\So fast...\Who is he?\He's going to come back from a 15 card deficit?\Fujioka West's defeat is sealed.\But...\I want to show respect for my opponent.\I want to tell my teammate that it's not over! response:	I want to do something!
context: So fast...\Who is he?\He's going to come back from a 15 card deficit?\Fujioka West's defeat is sealed.\But...\I want to show respect for my opponent.\I want to tell my teammate that it's not over!\I want to do something! response:	I want to let them know!
context: Who is he?\He's going to come back from a 15 card deficit?\Fujioka West's defeat is sealed.\But...\I want to show respect for my opponent.\I want to tell my teammate that it's not over!\I want to do something!\I want to let them know! response:	With all my strength!
context: He's going to come back from a 15 card deficit?\Fujioka West's defeat is sealed.\But...\I want to show respect for my opponent.\I want to tell my teammate that it's not over!\I want to do something!\I want to let them know!\With all my strength! response:	Masaki's also coming back!
context: Fujioka West's defeat is sealed.\But...\I want to show respect for my opponent.\I want to tell my teammate that it's not over!\I want to do something!\I want to let them know!\With all my strength!\Masaki's also coming back! response:	Amazing!
context: But...\I want to show respect for my opponent.\I want to tell my teammate that it's not over!\I want to do something!\I want to let them know!\With all my strength!\Masaki's also coming back!\Amazing! response:	His power is completely different...
context: I want to show respect for my opponent.\I want to tell my teammate that it's not over!\I want to do something!\I want to let them know!\With all my strength!\Masaki's also coming back!\Amazing!\His power is completely different... response:	This is...
context: I want to tell my teammate that it's not over!\I want to do something!\I want to let them know!\With all my strength!\Masaki's also coming back!\Amazing!\His power is completely different...\This is... response:	This is a karuta player who wants to become the Master!
context: I want to do something!\I want to let them know!\With all my strength!\Masaki's also coming back!\Amazing!\His power is completely different...\This is...\This is a karuta player who wants to become the Master! response:	Thank you very much.
context: I want to let them know!\With all my strength!\Masaki's also coming back!\Amazing!\His power is completely different...\This is...\This is a karuta player who wants to become the Master!\Thank you very much. response:	Thank you very much.
context: With all my strength!\Masaki's also coming back!\Amazing!\His power is completely different...\This is...\This is a karuta player who wants to become the Master!\Thank you very much.\Thank you very much. response:	Thank you very much.
context: Masaki's also coming back!\Amazing!\His power is completely different...\This is...\This is a karuta player who wants to become the Master!\Thank you very much.\Thank you very much.\Thank you very much. response:	Jinnan Academy defeats Fujioka West 3-2.
context: Amazing!\His power is completely different...\This is...\This is a karuta player who wants to become the Master!\Thank you very much.\Thank you very much.\Thank you very much.\Jinnan Academy defeats Fujioka West 3-2. response:	Thank you very much.
context: His power is completely different...\This is...\This is a karuta player who wants to become the Master!\Thank you very much.\Thank you very much.\Thank you very much.\Jinnan Academy defeats Fujioka West 3-2.\Thank you very much. response:	Thank you very much.
context: This is...\This is a karuta player who wants to become the Master!\Thank you very much.\Thank you very much.\Thank you very much.\Jinnan Academy defeats Fujioka West 3-2.\Thank you very much.\Thank you very much. response:	Arata...
context: This is a karuta player who wants to become the Master!\Thank you very much.\Thank you very much.\Thank you very much.\Jinnan Academy defeats Fujioka West 3-2.\Thank you very much.\Thank you very much.\Arata... response:	Thank you...
context: Thank you very much.\Thank you very much.\Thank you very much.\Jinnan Academy defeats Fujioka West 3-2.\Thank you very much.\Thank you very much.\Arata...\Thank you... response:	Thank you, Arata...
context: Thank you very much.\Thank you very much.\Jinnan Academy defeats Fujioka West 3-2.\Thank you very much.\Thank you very much.\Arata...\Thank you...\Thank you, Arata... response:	Mr. Kuriyama...
context: Thank you very much.\Jinnan Academy defeats Fujioka West 3-2.\Thank you very much.\Thank you very much.\Arata...\Thank you...\Thank you, Arata...\Mr. Kuriyama... response:	What are you doing, Arata-kun?!
context: Jinnan Academy defeats Fujioka West 3-2.\Thank you very much.\Thank you very much.\Arata...\Thank you...\Thank you, Arata...\Mr. Kuriyama...\What are you doing, Arata-kun?! response:	Come with me!
context: Thank you very much.\Thank you very much.\Arata...\Thank you...\Thank you, Arata...\Mr. Kuriyama...\What are you doing, Arata-kun?!\Come with me! response:	You're not a student at Fujioka West!
context: Thank you very much.\Arata...\Thank you...\Thank you, Arata...\Mr. Kuriyama...\What are you doing, Arata-kun?!\Come with me!\You're not a student at Fujioka West! response:	You aren't a registered member of their team!
context: Arata...\Thank you...\Thank you, Arata...\Mr. Kuriyama...\What are you doing, Arata-kun?!\Come with me!\You're not a student at Fujioka West!\You aren't a registered member of their team! response:	I'm sorry...
context: Thank you...\Thank you, Arata...\Mr. Kuriyama...\What are you doing, Arata-kun?!\Come with me!\You're not a student at Fujioka West!\You aren't a registered member of their team!\I'm sorry... response:	What is the meaning of this?!
context: Thank you, Arata...\Mr. Kuriyama...\What are you doing, Arata-kun?!\Come with me!\You're not a student at Fujioka West!\You aren't a registered member of their team!\I'm sorry...\What is the meaning of this?! response:	Well...
context: Mr. Kuriyama...\What are you doing, Arata-kun?!\Come with me!\You're not a student at Fujioka West!\You aren't a registered member of their team!\I'm sorry...\What is the meaning of this?!\Well... response:	It's not Arata's fault!
context: What are you doing, Arata-kun?!\Come with me!\You're not a student at Fujioka West!\You aren't a registered member of their team!\I'm sorry...\What is the meaning of this?!\Well...\It's not Arata's fault! response:	We begged him to play!
context: Come with me!\You're not a student at Fujioka West!\You aren't a registered member of their team!\I'm sorry...\What is the meaning of this?!\Well...\It's not Arata's fault!\We begged him to play! response:	It's against the rules to use substitute players!
context: You're not a student at Fujioka West!\You aren't a registered member of their team!\I'm sorry...\What is the meaning of this?!\Well...\It's not Arata's fault!\We begged him to play!\It's against the rules to use substitute players! response:	S-Since I caught you in the act, I can't let this slide.
context: You aren't a registered member of their team!\I'm sorry...\What is the meaning of this?!\Well...\It's not Arata's fault!\We begged him to play!\It's against the rules to use substitute players!\S-Since I caught you in the act, I can't let this slide. response:	Fujioka West will receive a severe reprimand,
context: I'm sorry...\What is the meaning of this?!\Well...\It's not Arata's fault!\We begged him to play!\It's against the rules to use substitute players!\S-Since I caught you in the act, I can't let this slide.\Fujioka West will receive a severe reprimand, response:	and Arata-kun,
context: What is the meaning of this?!\Well...\It's not Arata's fault!\We begged him to play!\It's against the rules to use substitute players!\S-Since I caught you in the act, I can't let this slide.\Fujioka West will receive a severe reprimand,\and Arata-kun, response:	you may be barred from playing in the tournament tomorrow.
context: Well...\It's not Arata's fault!\We begged him to play!\It's against the rules to use substitute players!\S-Since I caught you in the act, I can't let this slide.\Fujioka West will receive a severe reprimand,\and Arata-kun,\you may be barred from playing in the tournament tomorrow. response:	Due to worsening weather conditions,
context: It's not Arata's fault!\We begged him to play!\It's against the rules to use substitute players!\S-Since I caught you in the act, I can't let this slide.\Fujioka West will receive a severe reprimand,\and Arata-kun,\you may be barred from playing in the tournament tomorrow.\Due to worsening weather conditions, response:	today's birdman rally racing and gliding events will be postponed to tomorrow.
context: We begged him to play!\It's against the rules to use substitute players!\S-Since I caught you in the act, I can't let this slide.\Fujioka West will receive a severe reprimand,\and Arata-kun,\you may be barred from playing in the tournament tomorrow.\Due to worsening weather conditions,\today's birdman rally racing and gliding events will be postponed to tomorrow. response:	I repeat.
context: It's against the rules to use substitute players!\S-Since I caught you in the act, I can't let this slide.\Fujioka West will receive a severe reprimand,\and Arata-kun,\you may be barred from playing in the tournament tomorrow.\Due to worsening weather conditions,\today's birdman rally racing and gliding events will be postponed to tomorrow.\I repeat. response:	Due to worsening...
context: S-Since I caught you in the act, I can't let this slide.\Fujioka West will receive a severe reprimand,\and Arata-kun,\you may be barred from playing in the tournament tomorrow.\Due to worsening weather conditions,\today's birdman rally racing and gliding events will be postponed to tomorrow.\I repeat.\Due to worsening... response:	You may be barred from playing in the tournament tomorrow.
