context: They say that the more you fight, the closer you are. response:	But fighting is nothing but a clash of egos.
context: There's no use hiding it. I already know.\There's no one living here that matches that description.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave?\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\Damn it!\I bet that guy mistook me for a fan of Takumi. response:	Of all people, Takumi!
context: There's no one living here that matches that description.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave?\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\Damn it!\I bet that guy mistook me for a fan of Takumi.\Of all people, Takumi! response:	Suite 302 is presently vacant.
context: TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave?\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\Damn it!\I bet that guy mistook me for a fan of Takumi.\Of all people, Takumi!\Suite 302 is presently vacant. response:	A peremptory measure.
context: TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave?\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\Damn it!\I bet that guy mistook me for a fan of Takumi.\Of all people, Takumi!\Suite 302 is presently vacant.\A peremptory measure. response:	Takumi would think of that kind of method to get rid of someone.
context: TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave?\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\Damn it!\I bet that guy mistook me for a fan of Takumi.\Of all people, Takumi!\Suite 302 is presently vacant.\A peremptory measure.\Takumi would think of that kind of method to get rid of someone. response:	Sure, if confronted in that way many would think they made a mistake.
context: TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\Damn it!\I bet that guy mistook me for a fan of Takumi.\Of all people, Takumi!\Suite 302 is presently vacant.\A peremptory measure.\Takumi would think of that kind of method to get rid of someone.\Sure, if confronted in that way many would think they made a mistake. response:	And since people believe it is a vacant room,
context: Damn it!\I bet that guy mistook me for a fan of Takumi.\Of all people, Takumi!\Suite 302 is presently vacant.\A peremptory measure.\Takumi would think of that kind of method to get rid of someone.\Sure, if confronted in that way many would think they made a mistake.\And since people believe it is a vacant room, response:	Hachi, living her life here carefree,
context: I bet that guy mistook me for a fan of Takumi.\Of all people, Takumi!\Suite 302 is presently vacant.\A peremptory measure.\Takumi would think of that kind of method to get rid of someone.\Sure, if confronted in that way many would think they made a mistake.\And since people believe it is a vacant room,\Hachi, living her life here carefree, response:	would be like a ghost unaware that she is already dead.
context: Of all people, Takumi!\Suite 302 is presently vacant.\A peremptory measure.\Takumi would think of that kind of method to get rid of someone.\Sure, if confronted in that way many would think they made a mistake.\And since people believe it is a vacant room,\Hachi, living her life here carefree,\would be like a ghost unaware that she is already dead. response:	She'd exist only for Takumi and the child she's having.
context: Suite 302 is presently vacant.\A peremptory measure.\Takumi would think of that kind of method to get rid of someone.\Sure, if confronted in that way many would think they made a mistake.\And since people believe it is a vacant room,\Hachi, living her life here carefree,\would be like a ghost unaware that she is already dead.\She'd exist only for Takumi and the child she's having. response:	Hey, Hachi. Are you really all right with that?
context: A peremptory measure.\Takumi would think of that kind of method to get rid of someone.\Sure, if confronted in that way many would think they made a mistake.\And since people believe it is a vacant room,\Hachi, living her life here carefree,\would be like a ghost unaware that she is already dead.\She'd exist only for Takumi and the child she's having.\Hey, Hachi. Are you really all right with that? response:	What? You're getting married?
context: Takumi would think of that kind of method to get rid of someone.\Sure, if confronted in that way many would think they made a mistake.\And since people believe it is a vacant room,\Hachi, living her life here carefree,\would be like a ghost unaware that she is already dead.\She'd exist only for Takumi and the child she's having.\Hey, Hachi. Are you really all right with that?\What? You're getting married? response:	Yes.
context: Sure, if confronted in that way many would think they made a mistake.\And since people believe it is a vacant room,\Hachi, living her life here carefree,\would be like a ghost unaware that she is already dead.\She'd exist only for Takumi and the child she's having.\Hey, Hachi. Are you really all right with that?\What? You're getting married?\Yes. response:	Are you pregnant?
context: And since people believe it is a vacant room,\Hachi, living her life here carefree,\would be like a ghost unaware that she is already dead.\She'd exist only for Takumi and the child she's having.\Hey, Hachi. Are you really all right with that?\What? You're getting married?\Yes.\Are you pregnant? response:	You're really good at figuring out such things.
context: Hachi, living her life here carefree,\would be like a ghost unaware that she is already dead.\She'd exist only for Takumi and the child she's having.\Hey, Hachi. Are you really all right with that?\What? You're getting married?\Yes.\Are you pregnant?\You're really good at figuring out such things. response:	That's the only reason that comes to mind,
context: would be like a ghost unaware that she is already dead.\She'd exist only for Takumi and the child she's having.\Hey, Hachi. Are you really all right with that?\What? You're getting married?\Yes.\Are you pregnant?\You're really good at figuring out such things.\That's the only reason that comes to mind, response:	that would lead Takumi to propose.
context: She'd exist only for Takumi and the child she's having.\Hey, Hachi. Are you really all right with that?\What? You're getting married?\Yes.\Are you pregnant?\You're really good at figuring out such things.\That's the only reason that comes to mind,\that would lead Takumi to propose. response:	But is that really Takumi's child?
context: Hey, Hachi. Are you really all right with that?\What? You're getting married?\Yes.\Are you pregnant?\You're really good at figuring out such things.\That's the only reason that comes to mind,\that would lead Takumi to propose.\But is that really Takumi's child? response:	Probably.
context: What? You're getting married?\Yes.\Are you pregnant?\You're really good at figuring out such things.\That's the only reason that comes to mind,\that would lead Takumi to propose.\But is that really Takumi's child?\Probably. response:	Have an abortion.
context: Yes.\Are you pregnant?\You're really good at figuring out such things.\That's the only reason that comes to mind,\that would lead Takumi to propose.\But is that really Takumi's child?\Probably.\Have an abortion. response:	You should tell Takumi the truth and break up with him.
context: Are you pregnant?\You're really good at figuring out such things.\That's the only reason that comes to mind,\that would lead Takumi to propose.\But is that really Takumi's child?\Probably.\Have an abortion.\You should tell Takumi the truth and break up with him. response:	The thought that you'll earn happiness just by getting married
context: You're really good at figuring out such things.\That's the only reason that comes to mind,\that would lead Takumi to propose.\But is that really Takumi's child?\Probably.\Have an abortion.\You should tell Takumi the truth and break up with him.\The thought that you'll earn happiness just by getting married response:	is only an illusion.
context: That's the only reason that comes to mind,\that would lead Takumi to propose.\But is that really Takumi's child?\Probably.\Have an abortion.\You should tell Takumi the truth and break up with him.\The thought that you'll earn happiness just by getting married\is only an illusion. response:	Of course, Takumi knows everything.
context: that would lead Takumi to propose.\But is that really Takumi's child?\Probably.\Have an abortion.\You should tell Takumi the truth and break up with him.\The thought that you'll earn happiness just by getting married\is only an illusion.\Of course, Takumi knows everything. response:	He knows and he's still marrying you?! That sounds unbelievable!
context: But is that really Takumi's child?\Probably.\Have an abortion.\You should tell Takumi the truth and break up with him.\The thought that you'll earn happiness just by getting married\is only an illusion.\Of course, Takumi knows everything.\He knows and he's still marrying you?! That sounds unbelievable! response:	Huh? But, well, I can go through with this
context: Probably.\Have an abortion.\You should tell Takumi the truth and break up with him.\The thought that you'll earn happiness just by getting married\is only an illusion.\Of course, Takumi knows everything.\He knows and he's still marrying you?! That sounds unbelievable!\Huh? But, well, I can go through with this response:	because we accept each other even after knowing stuff about that.
context: Have an abortion.\You should tell Takumi the truth and break up with him.\The thought that you'll earn happiness just by getting married\is only an illusion.\Of course, Takumi knows everything.\He knows and he's still marrying you?! That sounds unbelievable!\Huh? But, well, I can go through with this\because we accept each other even after knowing stuff about that. response:	Am I weird? And Takumi is a weird person too.
context: You should tell Takumi the truth and break up with him.\The thought that you'll earn happiness just by getting married\is only an illusion.\Of course, Takumi knows everything.\He knows and he's still marrying you?! That sounds unbelievable!\Huh? But, well, I can go through with this\because we accept each other even after knowing stuff about that.\Am I weird? And Takumi is a weird person too. response:	No. I don't really know what's weird and what's not about anything,
context: The thought that you'll earn happiness just by getting married\is only an illusion.\Of course, Takumi knows everything.\He knows and he's still marrying you?! That sounds unbelievable!\Huh? But, well, I can go through with this\because we accept each other even after knowing stuff about that.\Am I weird? And Takumi is a weird person too.\No. I don't really know what's weird and what's not about anything, response:	so don't worry about anything I say.
context: is only an illusion.\Of course, Takumi knows everything.\He knows and he's still marrying you?! That sounds unbelievable!\Huh? But, well, I can go through with this\because we accept each other even after knowing stuff about that.\Am I weird? And Takumi is a weird person too.\No. I don't really know what's weird and what's not about anything,\so don't worry about anything I say. response:	You think maybe your family situation has some similarities
context: Of course, Takumi knows everything.\He knows and he's still marrying you?! That sounds unbelievable!\Huh? But, well, I can go through with this\because we accept each other even after knowing stuff about that.\Am I weird? And Takumi is a weird person too.\No. I don't really know what's weird and what's not about anything,\so don't worry about anything I say.\You think maybe your family situation has some similarities response:	with the position I'm in now?
context: He knows and he's still marrying you?! That sounds unbelievable!\Huh? But, well, I can go through with this\because we accept each other even after knowing stuff about that.\Am I weird? And Takumi is a weird person too.\No. I don't really know what's weird and what's not about anything,\so don't worry about anything I say.\You think maybe your family situation has some similarities\with the position I'm in now? response:	I think the reason people are keeping my situation a secret from only you is,
context: Huh? But, well, I can go through with this\because we accept each other even after knowing stuff about that.\Am I weird? And Takumi is a weird person too.\No. I don't really know what's weird and what's not about anything,\so don't worry about anything I say.\You think maybe your family situation has some similarities\with the position I'm in now?\I think the reason people are keeping my situation a secret from only you is, response:	of course partly because they don't wanna talk about me,
context: because we accept each other even after knowing stuff about that.\Am I weird? And Takumi is a weird person too.\No. I don't really know what's weird and what's not about anything,\so don't worry about anything I say.\You think maybe your family situation has some similarities\with the position I'm in now?\I think the reason people are keeping my situation a secret from only you is,\of course partly because they don't wanna talk about me, response:	but I think it's also because they don't wanna open up
context: Am I weird? And Takumi is a weird person too.\No. I don't really know what's weird and what's not about anything,\so don't worry about anything I say.\You think maybe your family situation has some similarities\with the position I'm in now?\I think the reason people are keeping my situation a secret from only you is,\of course partly because they don't wanna talk about me,\but I think it's also because they don't wanna open up response:	any scars you have from the past.
context: No. I don't really know what's weird and what's not about anything,\so don't worry about anything I say.\You think maybe your family situation has some similarities\with the position I'm in now?\I think the reason people are keeping my situation a secret from only you is,\of course partly because they don't wanna talk about me,\but I think it's also because they don't wanna open up\any scars you have from the past. response:	I also intended to keep it a secret from you,
context: so don't worry about anything I say.\You think maybe your family situation has some similarities\with the position I'm in now?\I think the reason people are keeping my situation a secret from only you is,\of course partly because they don't wanna talk about me,\but I think it's also because they don't wanna open up\any scars you have from the past.\I also intended to keep it a secret from you, response:	because I knew you would be against me keeping it.
context: You think maybe your family situation has some similarities\with the position I'm in now?\I think the reason people are keeping my situation a secret from only you is,\of course partly because they don't wanna talk about me,\but I think it's also because they don't wanna open up\any scars you have from the past.\I also intended to keep it a secret from you,\because I knew you would be against me keeping it. response:	But then I thought that's all the more reason why
context: with the position I'm in now?\I think the reason people are keeping my situation a secret from only you is,\of course partly because they don't wanna talk about me,\but I think it's also because they don't wanna open up\any scars you have from the past.\I also intended to keep it a secret from you,\because I knew you would be against me keeping it.\But then I thought that's all the more reason why response:	I should tell you everything.
context: I think the reason people are keeping my situation a secret from only you is,\of course partly because they don't wanna talk about me,\but I think it's also because they don't wanna open up\any scars you have from the past.\I also intended to keep it a secret from you,\because I knew you would be against me keeping it.\But then I thought that's all the more reason why\I should tell you everything. response:	I'm sure your mother went through a lot of agony like I did,
context: of course partly because they don't wanna talk about me,\but I think it's also because they don't wanna open up\any scars you have from the past.\I also intended to keep it a secret from you,\because I knew you would be against me keeping it.\But then I thought that's all the more reason why\I should tell you everything.\I'm sure your mother went through a lot of agony like I did, response:	but still wanted to have you, Shin.
context: but I think it's also because they don't wanna open up\any scars you have from the past.\I also intended to keep it a secret from you,\because I knew you would be against me keeping it.\But then I thought that's all the more reason why\I should tell you everything.\I'm sure your mother went through a lot of agony like I did,\but still wanted to have you, Shin. response:	I know that much. Stop treating me like a child.
context: any scars you have from the past.\I also intended to keep it a secret from you,\because I knew you would be against me keeping it.\But then I thought that's all the more reason why\I should tell you everything.\I'm sure your mother went through a lot of agony like I did,\but still wanted to have you, Shin.\I know that much. Stop treating me like a child. response:	I'M SORRY
context: I also intended to keep it a secret from you,\because I knew you would be against me keeping it.\But then I thought that's all the more reason why\I should tell you everything.\I'm sure your mother went through a lot of agony like I did,\but still wanted to have you, Shin.\I know that much. Stop treating me like a child.\I'M SORRY response:	Then I want to hear from you
context: because I knew you would be against me keeping it.\But then I thought that's all the more reason why\I should tell you everything.\I'm sure your mother went through a lot of agony like I did,\but still wanted to have you, Shin.\I know that much. Stop treating me like a child.\I'M SORRY\Then I want to hear from you response:	what made you feel that your mother should never have given birth to you.
context: But then I thought that's all the more reason why\I should tell you everything.\I'm sure your mother went through a lot of agony like I did,\but still wanted to have you, Shin.\I know that much. Stop treating me like a child.\I'M SORRY\Then I want to hear from you\what made you feel that your mother should never have given birth to you. response:	I don't ever want my own child saying something like that.
context: I should tell you everything.\I'm sure your mother went through a lot of agony like I did,\but still wanted to have you, Shin.\I know that much. Stop treating me like a child.\I'M SORRY\Then I want to hear from you\what made you feel that your mother should never have given birth to you.\I don't ever want my own child saying something like that. response:	But if the child is not Takumi's, I'm sure that would be agonizing for him.
context: I'm sure your mother went through a lot of agony like I did,\but still wanted to have you, Shin.\I know that much. Stop treating me like a child.\I'M SORRY\Then I want to hear from you\what made you feel that your mother should never have given birth to you.\I don't ever want my own child saying something like that.\But if the child is not Takumi's, I'm sure that would be agonizing for him. response:	And the child would eventually think it strange
context: but still wanted to have you, Shin.\I know that much. Stop treating me like a child.\I'M SORRY\Then I want to hear from you\what made you feel that your mother should never have given birth to you.\I don't ever want my own child saying something like that.\But if the child is not Takumi's, I'm sure that would be agonizing for him.\And the child would eventually think it strange response:	if they don't look alike or their blood types were different.
context: I know that much. Stop treating me like a child.\I'M SORRY\Then I want to hear from you\what made you feel that your mother should never have given birth to you.\I don't ever want my own child saying something like that.\But if the child is not Takumi's, I'm sure that would be agonizing for him.\And the child would eventually think it strange\if they don't look alike or their blood types were different. response:	But even so, I believe we can still be a happy family if we try,
context: I'M SORRY\Then I want to hear from you\what made you feel that your mother should never have given birth to you.\I don't ever want my own child saying something like that.\But if the child is not Takumi's, I'm sure that would be agonizing for him.\And the child would eventually think it strange\if they don't look alike or their blood types were different.\But even so, I believe we can still be a happy family if we try, response:	or at least I'd like to at least hope so.
context: Then I want to hear from you\what made you feel that your mother should never have given birth to you.\I don't ever want my own child saying something like that.\But if the child is not Takumi's, I'm sure that would be agonizing for him.\And the child would eventually think it strange\if they don't look alike or their blood types were different.\But even so, I believe we can still be a happy family if we try,\or at least I'd like to at least hope so. response:	Am I being naIve?
context: what made you feel that your mother should never have given birth to you.\I don't ever want my own child saying something like that.\But if the child is not Takumi's, I'm sure that would be agonizing for him.\And the child would eventually think it strange\if they don't look alike or their blood types were different.\But even so, I believe we can still be a happy family if we try,\or at least I'd like to at least hope so.\Am I being naIve? response:	I think so.
context: I don't ever want my own child saying something like that.\But if the child is not Takumi's, I'm sure that would be agonizing for him.\And the child would eventually think it strange\if they don't look alike or their blood types were different.\But even so, I believe we can still be a happy family if we try,\or at least I'd like to at least hope so.\Am I being naIve?\I think so. response:	But really, don't mind what I say.
context: But if the child is not Takumi's, I'm sure that would be agonizing for him.\And the child would eventually think it strange\if they don't look alike or their blood types were different.\But even so, I believe we can still be a happy family if we try,\or at least I'd like to at least hope so.\Am I being naIve?\I think so.\But really, don't mind what I say. response:	Even if there are some similarities,
context: And the child would eventually think it strange\if they don't look alike or their blood types were different.\But even so, I believe we can still be a happy family if we try,\or at least I'd like to at least hope so.\Am I being naIve?\I think so.\But really, don't mind what I say.\Even if there are some similarities, response:	things will be different if the people involved are different.
context: if they don't look alike or their blood types were different.\But even so, I believe we can still be a happy family if we try,\or at least I'd like to at least hope so.\Am I being naIve?\I think so.\But really, don't mind what I say.\Even if there are some similarities,\things will be different if the people involved are different. response:	You've just gotta do what you believe is right.
context: But even so, I believe we can still be a happy family if we try,\or at least I'd like to at least hope so.\Am I being naIve?\I think so.\But really, don't mind what I say.\Even if there are some similarities,\things will be different if the people involved are different.\You've just gotta do what you believe is right. response:	Yeah. I'm sorry.
context: or at least I'd like to at least hope so.\Am I being naIve?\I think so.\But really, don't mind what I say.\Even if there are some similarities,\things will be different if the people involved are different.\You've just gotta do what you believe is right.\Yeah. I'm sorry. response:	I wish I'd been born as your child, Hachi.
context: Am I being naIve?\I think so.\But really, don't mind what I say.\Even if there are some similarities,\things will be different if the people involved are different.\You've just gotta do what you believe is right.\Yeah. I'm sorry.\I wish I'd been born as your child, Hachi. response:	Shinichi Okazaki's mother committed suicide shortly after Shin was born.
context: I think so.\But really, don't mind what I say.\Even if there are some similarities,\things will be different if the people involved are different.\You've just gotta do what you believe is right.\Yeah. I'm sorry.\I wish I'd been born as your child, Hachi.\Shinichi Okazaki's mother committed suicide shortly after Shin was born. response:	The truth about Shin's biological father may be lost forever.
context: But really, don't mind what I say.\Even if there are some similarities,\things will be different if the people involved are different.\You've just gotta do what you believe is right.\Yeah. I'm sorry.\I wish I'd been born as your child, Hachi.\Shinichi Okazaki's mother committed suicide shortly after Shin was born.\The truth about Shin's biological father may be lost forever. response:	I can investigate further if you wish, but you've gotta realize
context: Even if there are some similarities,\things will be different if the people involved are different.\You've just gotta do what you believe is right.\Yeah. I'm sorry.\I wish I'd been born as your child, Hachi.\Shinichi Okazaki's mother committed suicide shortly after Shin was born.\The truth about Shin's biological father may be lost forever.\I can investigate further if you wish, but you've gotta realize response:	it's a case about one individual and it happened overseas.
context: things will be different if the people involved are different.\You've just gotta do what you believe is right.\Yeah. I'm sorry.\I wish I'd been born as your child, Hachi.\Shinichi Okazaki's mother committed suicide shortly after Shin was born.\The truth about Shin's biological father may be lost forever.\I can investigate further if you wish, but you've gotta realize\it's a case about one individual and it happened overseas. response:	No, this is more than enough for a great story.
context: You've just gotta do what you believe is right.\Yeah. I'm sorry.\I wish I'd been born as your child, Hachi.\Shinichi Okazaki's mother committed suicide shortly after Shin was born.\The truth about Shin's biological father may be lost forever.\I can investigate further if you wish, but you've gotta realize\it's a case about one individual and it happened overseas.\No, this is more than enough for a great story. response:	I'd rather have you investigate the whereabouts of Nana's mother.
context: Yeah. I'm sorry.\I wish I'd been born as your child, Hachi.\Shinichi Okazaki's mother committed suicide shortly after Shin was born.\The truth about Shin's biological father may be lost forever.\I can investigate further if you wish, but you've gotta realize\it's a case about one individual and it happened overseas.\No, this is more than enough for a great story.\I'd rather have you investigate the whereabouts of Nana's mother. response:	Thank you as usual.
context: I wish I'd been born as your child, Hachi.\Shinichi Okazaki's mother committed suicide shortly after Shin was born.\The truth about Shin's biological father may be lost forever.\I can investigate further if you wish, but you've gotta realize\it's a case about one individual and it happened overseas.\No, this is more than enough for a great story.\I'd rather have you investigate the whereabouts of Nana's mother.\Thank you as usual. response:	But unless BLAST becomes big, won't this go to waste?
context: Shinichi Okazaki's mother committed suicide shortly after Shin was born.\The truth about Shin's biological father may be lost forever.\I can investigate further if you wish, but you've gotta realize\it's a case about one individual and it happened overseas.\No, this is more than enough for a great story.\I'd rather have you investigate the whereabouts of Nana's mother.\Thank you as usual.\But unless BLAST becomes big, won't this go to waste? response:	Just watch. There's no doubt about it. They'll be big.
context: The truth about Shin's biological father may be lost forever.\I can investigate further if you wish, but you've gotta realize\it's a case about one individual and it happened overseas.\No, this is more than enough for a great story.\I'd rather have you investigate the whereabouts of Nana's mother.\Thank you as usual.\But unless BLAST becomes big, won't this go to waste?\Just watch. There's no doubt about it. They'll be big. response:	But it appears that Gaia has no intention of letting them debut.
context: I can investigate further if you wish, but you've gotta realize\it's a case about one individual and it happened overseas.\No, this is more than enough for a great story.\I'd rather have you investigate the whereabouts of Nana's mother.\Thank you as usual.\But unless BLAST becomes big, won't this go to waste?\Just watch. There's no doubt about it. They'll be big.\But it appears that Gaia has no intention of letting them debut. response:	I'll make it happen.
context: it's a case about one individual and it happened overseas.\No, this is more than enough for a great story.\I'd rather have you investigate the whereabouts of Nana's mother.\Thank you as usual.\But unless BLAST becomes big, won't this go to waste?\Just watch. There's no doubt about it. They'll be big.\But it appears that Gaia has no intention of letting them debut.\I'll make it happen. response:	Even if they were to debut, they won't sell.
context: No, this is more than enough for a great story.\I'd rather have you investigate the whereabouts of Nana's mother.\Thank you as usual.\But unless BLAST becomes big, won't this go to waste?\Just watch. There's no doubt about it. They'll be big.\But it appears that Gaia has no intention of letting them debut.\I'll make it happen.\Even if they were to debut, they won't sell. response:	A visually attractive band may attract fad followers,
context: I'd rather have you investigate the whereabouts of Nana's mother.\Thank you as usual.\But unless BLAST becomes big, won't this go to waste?\Just watch. There's no doubt about it. They'll be big.\But it appears that Gaia has no intention of letting them debut.\I'll make it happen.\Even if they were to debut, they won't sell.\A visually attractive band may attract fad followers, response:	but that will repel the real music lovers.
context: Thank you as usual.\But unless BLAST becomes big, won't this go to waste?\Just watch. There's no doubt about it. They'll be big.\But it appears that Gaia has no intention of letting them debut.\I'll make it happen.\Even if they were to debut, they won't sell.\A visually attractive band may attract fad followers,\but that will repel the real music lovers. response:	- And, these songs aren't what... - Stop talking like some music critic!
context: But unless BLAST becomes big, won't this go to waste?\Just watch. There's no doubt about it. They'll be big.\But it appears that Gaia has no intention of letting them debut.\I'll make it happen.\Even if they were to debut, they won't sell.\A visually attractive band may attract fad followers,\but that will repel the real music lovers.\- And, these songs aren't what... - Stop talking like some music critic! response:	What the people want never changes!
context: Just watch. There's no doubt about it. They'll be big.\But it appears that Gaia has no intention of letting them debut.\I'll make it happen.\Even if they were to debut, they won't sell.\A visually attractive band may attract fad followers,\but that will repel the real music lovers.\- And, these songs aren't what... - Stop talking like some music critic!\What the people want never changes! response:	They want a stimulating topic!
context: But it appears that Gaia has no intention of letting them debut.\I'll make it happen.\Even if they were to debut, they won't sell.\A visually attractive band may attract fad followers,\but that will repel the real music lovers.\- And, these songs aren't what... - Stop talking like some music critic!\What the people want never changes!\They want a stimulating topic! response:	And yet the young brats of today just don't get it.
context: I'll make it happen.\Even if they were to debut, they won't sell.\A visually attractive band may attract fad followers,\but that will repel the real music lovers.\- And, these songs aren't what... - Stop talking like some music critic!\What the people want never changes!\They want a stimulating topic!\And yet the young brats of today just don't get it. response:	They all believe they're some great artist, it makes me sick.
context: Even if they were to debut, they won't sell.\A visually attractive band may attract fad followers,\but that will repel the real music lovers.\- And, these songs aren't what... - Stop talking like some music critic!\What the people want never changes!\They want a stimulating topic!\And yet the young brats of today just don't get it.\They all believe they're some great artist, it makes me sick. response:	A world where honor student bands like Trapnest reign is as sleepy as hell!
context: A visually attractive band may attract fad followers,\but that will repel the real music lovers.\- And, these songs aren't what... - Stop talking like some music critic!\What the people want never changes!\They want a stimulating topic!\And yet the young brats of today just don't get it.\They all believe they're some great artist, it makes me sick.\A world where honor student bands like Trapnest reign is as sleepy as hell! response:	I would just love to break that nose of Takumi that he proudly sticks up high.
context: but that will repel the real music lovers.\- And, these songs aren't what... - Stop talking like some music critic!\What the people want never changes!\They want a stimulating topic!\And yet the young brats of today just don't get it.\They all believe they're some great artist, it makes me sick.\A world where honor student bands like Trapnest reign is as sleepy as hell!\I would just love to break that nose of Takumi that he proudly sticks up high. response:	Anyway, I look forward to tomorrow's party.
context: - And, these songs aren't what... - Stop talking like some music critic!\What the people want never changes!\They want a stimulating topic!\And yet the young brats of today just don't get it.\They all believe they're some great artist, it makes me sick.\A world where honor student bands like Trapnest reign is as sleepy as hell!\I would just love to break that nose of Takumi that he proudly sticks up high.\Anyway, I look forward to tomorrow's party. response:	We'll open everyone's eyes.
context: What the people want never changes!\They want a stimulating topic!\And yet the young brats of today just don't get it.\They all believe they're some great artist, it makes me sick.\A world where honor student bands like Trapnest reign is as sleepy as hell!\I would just love to break that nose of Takumi that he proudly sticks up high.\Anyway, I look forward to tomorrow's party.\We'll open everyone's eyes. response:	Huh? But Search isn't on the shelves until the day after tomorrow, right?
context: They want a stimulating topic!\And yet the young brats of today just don't get it.\They all believe they're some great artist, it makes me sick.\A world where honor student bands like Trapnest reign is as sleepy as hell!\I would just love to break that nose of Takumi that he proudly sticks up high.\Anyway, I look forward to tomorrow's party.\We'll open everyone's eyes.\Huh? But Search isn't on the shelves until the day after tomorrow, right? response:	I sold half of the information to TV networks.
