context: One Strike. response:	One strike...
context: The enemy?\How many are attacking?\One.\Mii-chan...\As soon as this whole mess is over, I'll come for you, okay?\N-N-Naomi-chan!\Haruno-san...\I-I-I was working! Really! response:	We office workers are part of the company, too!
context: How many are attacking?\One.\Mii-chan...\As soon as this whole mess is over, I'll come for you, okay?\N-N-Naomi-chan!\Haruno-san...\I-I-I was working! Really!\We office workers are part of the company, too! response:	Tokyo Daily News
context: One.\Mii-chan...\As soon as this whole mess is over, I'll come for you, okay?\N-N-Naomi-chan!\Haruno-san...\I-I-I was working! Really!\We office workers are part of the company, too!\Tokyo Daily News response:	40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port
context: Mii-chan...\As soon as this whole mess is over, I'll come for you, okay?\N-N-Naomi-chan!\Haruno-san...\I-I-I was working! Really!\We office workers are part of the company, too!\Tokyo Daily News\40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port response:	An explosion on a cruise liner at a commercial port in Yokohama?
context: As soon as this whole mess is over, I'll come for you, okay?\N-N-Naomi-chan!\Haruno-san...\I-I-I was working! Really!\We office workers are part of the company, too!\Tokyo Daily News\40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port\An explosion on a cruise liner at a commercial port in Yokohama? response:	That's not the Guild's ship, is it?
context: N-N-Naomi-chan!\Haruno-san...\I-I-I was working! Really!\We office workers are part of the company, too!\Tokyo Daily News\40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port\An explosion on a cruise liner at a commercial port in Yokohama?\That's not the Guild's ship, is it? response:	Then what caused the explosion?
context: Haruno-san...\I-I-I was working! Really!\We office workers are part of the company, too!\Tokyo Daily News\40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port\An explosion on a cruise liner at a commercial port in Yokohama?\That's not the Guild's ship, is it?\Then what caused the explosion? response:	It was the other enemy, the one who loves explosions.
context: I-I-I was working! Really!\We office workers are part of the company, too!\Tokyo Daily News\40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port\An explosion on a cruise liner at a commercial port in Yokohama?\That's not the Guild's ship, is it?\Then what caused the explosion?\It was the other enemy, the one who loves explosions. response:	The Agency may be his next target...
context: We office workers are part of the company, too!\Tokyo Daily News\40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port\An explosion on a cruise liner at a commercial port in Yokohama?\That's not the Guild's ship, is it?\Then what caused the explosion?\It was the other enemy, the one who loves explosions.\The Agency may be his next target... response:	I hope my brother is safe...
context: Tokyo Daily News\40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port\An explosion on a cruise liner at a commercial port in Yokohama?\That's not the Guild's ship, is it?\Then what caused the explosion?\It was the other enemy, the one who loves explosions.\The Agency may be his next target...\I hope my brother is safe... response:	Don't worry, Naomi-chan.
context: 40 Killed, 300+ Injured in Cruise Liner Explosion at Yokohama Commercial Port\An explosion on a cruise liner at a commercial port in Yokohama?\That's not the Guild's ship, is it?\Then what caused the explosion?\It was the other enemy, the one who loves explosions.\The Agency may be his next target...\I hope my brother is safe...\Don't worry, Naomi-chan. response:	We know Mii-chan is okay, after all!
context: An explosion on a cruise liner at a commercial port in Yokohama?\That's not the Guild's ship, is it?\Then what caused the explosion?\It was the other enemy, the one who loves explosions.\The Agency may be his next target...\I hope my brother is safe...\Don't worry, Naomi-chan.\We know Mii-chan is okay, after all! response:	Please forget that.
context: That's not the Guild's ship, is it?\Then what caused the explosion?\It was the other enemy, the one who loves explosions.\The Agency may be his next target...\I hope my brother is safe...\Don't worry, Naomi-chan.\We know Mii-chan is okay, after all!\Please forget that. response:	Cameras 3, 4, and 8 have stopped transmitting.
context: Then what caused the explosion?\It was the other enemy, the one who loves explosions.\The Agency may be his next target...\I hope my brother is safe...\Don't worry, Naomi-chan.\We know Mii-chan is okay, after all!\Please forget that.\Cameras 3, 4, and 8 have stopped transmitting. response:	Activate the automatic turrets!
context: It was the other enemy, the one who loves explosions.\The Agency may be his next target...\I hope my brother is safe...\Don't worry, Naomi-chan.\We know Mii-chan is okay, after all!\Please forget that.\Cameras 3, 4, and 8 have stopped transmitting.\Activate the automatic turrets! response:	You'd send these puppets to receive a special envoy?
context: The Agency may be his next target...\I hope my brother is safe...\Don't worry, Naomi-chan.\We know Mii-chan is okay, after all!\Please forget that.\Cameras 3, 4, and 8 have stopped transmitting.\Activate the automatic turrets!\You'd send these puppets to receive a special envoy? response:	You're so short-staffed, I could cry.
context: I hope my brother is safe...\Don't worry, Naomi-chan.\We know Mii-chan is okay, after all!\Please forget that.\Cameras 3, 4, and 8 have stopped transmitting.\Activate the automatic turrets!\You'd send these puppets to receive a special envoy?\You're so short-staffed, I could cry. response:	Could you send out something that's actually alive?
context: Don't worry, Naomi-chan.\We know Mii-chan is okay, after all!\Please forget that.\Cameras 3, 4, and 8 have stopped transmitting.\Activate the automatic turrets!\You'd send these puppets to receive a special envoy?\You're so short-staffed, I could cry.\Could you send out something that's actually alive? response:	President...
context: We know Mii-chan is okay, after all!\Please forget that.\Cameras 3, 4, and 8 have stopped transmitting.\Activate the automatic turrets!\You'd send these puppets to receive a special envoy?\You're so short-staffed, I could cry.\Could you send out something that's actually alive?\President... response:	Are you of the same opinion as I am?
context: Please forget that.\Cameras 3, 4, and 8 have stopped transmitting.\Activate the automatic turrets!\You'd send these puppets to receive a special envoy?\You're so short-staffed, I could cry.\Could you send out something that's actually alive?\President...\Are you of the same opinion as I am? response:	Oh, come on...
context: Cameras 3, 4, and 8 have stopped transmitting.\Activate the automatic turrets!\You'd send these puppets to receive a special envoy?\You're so short-staffed, I could cry.\Could you send out something that's actually alive?\President...\Are you of the same opinion as I am?\Oh, come on... response:	Only two?
context: Activate the automatic turrets!\You'd send these puppets to receive a special envoy?\You're so short-staffed, I could cry.\Could you send out something that's actually alive?\President...\Are you of the same opinion as I am?\Oh, come on...\Only two? response:	If you're dissatisfied with your reception, come back after making an appointment.
context: You'd send these puppets to receive a special envoy?\You're so short-staffed, I could cry.\Could you send out something that's actually alive?\President...\Are you of the same opinion as I am?\Oh, come on...\Only two?\If you're dissatisfied with your reception, come back after making an appointment. response:	You think the Mafia needs an appointment to raise hell in an enemy base?
context: You're so short-staffed, I could cry.\Could you send out something that's actually alive?\President...\Are you of the same opinion as I am?\Oh, come on...\Only two?\If you're dissatisfied with your reception, come back after making an appointment.\You think the Mafia needs an appointment to raise hell in an enemy base? response:	Oh! I don't think they do!
context: Could you send out something that's actually alive?\President...\Are you of the same opinion as I am?\Oh, come on...\Only two?\If you're dissatisfied with your reception, come back after making an appointment.\You think the Mafia needs an appointment to raise hell in an enemy base?\Oh! I don't think they do! response:	If you want to raise hell, have at it.
context: President...\Are you of the same opinion as I am?\Oh, come on...\Only two?\If you're dissatisfied with your reception, come back after making an appointment.\You think the Mafia needs an appointment to raise hell in an enemy base?\Oh! I don't think they do!\If you want to raise hell, have at it. response:	But that's not what you came here for.
context: Are you of the same opinion as I am?\Oh, come on...\Only two?\If you're dissatisfied with your reception, come back after making an appointment.\You think the Mafia needs an appointment to raise hell in an enemy base?\Oh! I don't think they do!\If you want to raise hell, have at it.\But that's not what you came here for. response:	Am I right?
context: Oh, come on...\Only two?\If you're dissatisfied with your reception, come back after making an appointment.\You think the Mafia needs an appointment to raise hell in an enemy base?\Oh! I don't think they do!\If you want to raise hell, have at it.\But that's not what you came here for.\Am I right? response:	How do you know?
context: Only two?\If you're dissatisfied with your reception, come back after making an appointment.\You think the Mafia needs an appointment to raise hell in an enemy base?\Oh! I don't think they do!\If you want to raise hell, have at it.\But that's not what you came here for.\Am I right?\How do you know? response:	We're a detective agency, you know.
context: If you're dissatisfied with your reception, come back after making an appointment.\You think the Mafia needs an appointment to raise hell in an enemy base?\Oh! I don't think they do!\If you want to raise hell, have at it.\But that's not what you came here for.\Am I right?\How do you know?\We're a detective agency, you know. response:	What good would we be if we couldn't figure out a client's intentions at a glance?
context: You think the Mafia needs an appointment to raise hell in an enemy base?\Oh! I don't think they do!\If you want to raise hell, have at it.\But that's not what you came here for.\Am I right?\How do you know?\We're a detective agency, you know.\What good would we be if we couldn't figure out a client's intentions at a glance? response:	Where's your president?
context: Oh! I don't think they do!\If you want to raise hell, have at it.\But that's not what you came here for.\Am I right?\How do you know?\We're a detective agency, you know.\What good would we be if we couldn't figure out a client's intentions at a glance?\Where's your president? response:	Over there.
context: If you want to raise hell, have at it.\But that's not what you came here for.\Am I right?\How do you know?\We're a detective agency, you know.\What good would we be if we couldn't figure out a client's intentions at a glance?\Where's your president?\Over there. response:	Here's a present from my boss.
context: But that's not what you came here for.\Am I right?\How do you know?\We're a detective agency, you know.\What good would we be if we couldn't figure out a client's intentions at a glance?\Where's your president?\Over there.\Here's a present from my boss. response:	Those are...
context: Am I right?\How do you know?\We're a detective agency, you know.\What good would we be if we couldn't figure out a client's intentions at a glance?\Where's your president?\Over there.\Here's a present from my boss.\Those are... response:	Members of the Guild?
context: How do you know?\We're a detective agency, you know.\What good would we be if we couldn't figure out a client's intentions at a glance?\Where's your president?\Over there.\Here's a present from my boss.\Those are...\Members of the Guild? response:	We reeled them in with bait.
context: We're a detective agency, you know.\What good would we be if we couldn't figure out a client's intentions at a glance?\Where's your president?\Over there.\Here's a present from my boss.\Those are...\Members of the Guild?\We reeled them in with bait. response:	The time and location they'll appear is written here.
context: What good would we be if we couldn't figure out a client's intentions at a glance?\Where's your president?\Over there.\Here's a present from my boss.\Those are...\Members of the Guild?\We reeled them in with bait.\The time and location they'll appear is written here. response:	You don't get many chances like this, do you?
context: Where's your president?\Over there.\Here's a present from my boss.\Those are...\Members of the Guild?\We reeled them in with bait.\The time and location they'll appear is written here.\You don't get many chances like this, do you? response:	You can get one over on that detestable Guild!
context: Over there.\Here's a present from my boss.\Those are...\Members of the Guild?\We reeled them in with bait.\The time and location they'll appear is written here.\You don't get many chances like this, do you?\You can get one over on that detestable Guild! response:	The chance to ambush gifted Guild members is indeed attractive...
context: Here's a present from my boss.\Those are...\Members of the Guild?\We reeled them in with bait.\The time and location they'll appear is written here.\You don't get many chances like this, do you?\You can get one over on that detestable Guild!\The chance to ambush gifted Guild members is indeed attractive... response:	I see. That's a titillating proposal.
context: Those are...\Members of the Guild?\We reeled them in with bait.\The time and location they'll appear is written here.\You don't get many chances like this, do you?\You can get one over on that detestable Guild!\The chance to ambush gifted Guild members is indeed attractive...\I see. That's a titillating proposal. response:	Isn't it?
context: Members of the Guild?\We reeled them in with bait.\The time and location they'll appear is written here.\You don't get many chances like this, do you?\You can get one over on that detestable Guild!\The chance to ambush gifted Guild members is indeed attractive...\I see. That's a titillating proposal.\Isn't it? response:	But I've got an even better one.
context: We reeled them in with bait.\The time and location they'll appear is written here.\You don't get many chances like this, do you?\You can get one over on that detestable Guild!\The chance to ambush gifted Guild members is indeed attractive...\I see. That's a titillating proposal.\Isn't it?\But I've got an even better one. response:	How about I hack off your limbs
context: The time and location they'll appear is written here.\You don't get many chances like this, do you?\You can get one over on that detestable Guild!\The chance to ambush gifted Guild members is indeed attractive...\I see. That's a titillating proposal.\Isn't it?\But I've got an even better one.\How about I hack off your limbs response:	and make you cough up your plans?
context: You don't get many chances like this, do you?\You can get one over on that detestable Guild!\The chance to ambush gifted Guild members is indeed attractive...\I see. That's a titillating proposal.\Isn't it?\But I've got an even better one.\How about I hack off your limbs\and make you cough up your plans? response:	Now that's a brilliant idea.
context: You can get one over on that detestable Guild!\The chance to ambush gifted Guild members is indeed attractive...\I see. That's a titillating proposal.\Isn't it?\But I've got an even better one.\How about I hack off your limbs\and make you cough up your plans?\Now that's a brilliant idea. response:	Give it a try.
context: The chance to ambush gifted Guild members is indeed attractive...\I see. That's a titillating proposal.\Isn't it?\But I've got an even better one.\How about I hack off your limbs\and make you cough up your plans?\Now that's a brilliant idea.\Give it a try. response:	Kenji!
context: I see. That's a titillating proposal.\Isn't it?\But I've got an even better one.\How about I hack off your limbs\and make you cough up your plans?\Now that's a brilliant idea.\Give it a try.\Kenji! response:	Got it!
context: Isn't it?\But I've got an even better one.\How about I hack off your limbs\and make you cough up your plans?\Now that's a brilliant idea.\Give it a try.\Kenji!\Got it! response:	Hi-yah!
context: But I've got an even better one.\How about I hack off your limbs\and make you cough up your plans?\Now that's a brilliant idea.\Give it a try.\Kenji!\Got it!\Hi-yah! response:	Nice!
context: How about I hack off your limbs\and make you cough up your plans?\Now that's a brilliant idea.\Give it a try.\Kenji!\Got it!\Hi-yah!\Nice! response:	Watch out, now!
context: and make you cough up your plans?\Now that's a brilliant idea.\Give it a try.\Kenji!\Got it!\Hi-yah!\Nice!\Watch out, now! response:	This is exactly what a job ought to be like!
context: Now that's a brilliant idea.\Give it a try.\Kenji!\Got it!\Hi-yah!\Nice!\Watch out, now!\This is exactly what a job ought to be like! response:	What?!
context: Give it a try.\Kenji!\Got it!\Hi-yah!\Nice!\Watch out, now!\This is exactly what a job ought to be like!\What?! response:	That ability...
context: Kenji!\Got it!\Hi-yah!\Nice!\Watch out, now!\This is exactly what a job ought to be like!\What?!\That ability... response:	You're Nakahara Chuuya, the gravity manipulator, aren't you?
context: Got it!\Hi-yah!\Nice!\Watch out, now!\This is exactly what a job ought to be like!\What?!\That ability...\You're Nakahara Chuuya, the gravity manipulator, aren't you? response:	That damn Dazai must have blabbed...
context: Hi-yah!\Nice!\Watch out, now!\This is exactly what a job ought to be like!\What?!\That ability...\You're Nakahara Chuuya, the gravity manipulator, aren't you?\That damn Dazai must have blabbed... response:	He's standing upside-down, but his hat isn't falling off!
context: Nice!\Watch out, now!\This is exactly what a job ought to be like!\What?!\That ability...\You're Nakahara Chuuya, the gravity manipulator, aren't you?\That damn Dazai must have blabbed...\He's standing upside-down, but his hat isn't falling off! response:	City folk really are amazing.
context: Watch out, now!\This is exactly what a job ought to be like!\What?!\That ability...\You're Nakahara Chuuya, the gravity manipulator, aren't you?\That damn Dazai must have blabbed...\He's standing upside-down, but his hat isn't falling off!\City folk really are amazing. response:	Now...
context: This is exactly what a job ought to be like!\What?!\That ability...\You're Nakahara Chuuya, the gravity manipulator, aren't you?\That damn Dazai must have blabbed...\He's standing upside-down, but his hat isn't falling off!\City folk really are amazing.\Now... response:	Who wants to fight against gravity?
context: What?!\That ability...\You're Nakahara Chuuya, the gravity manipulator, aren't you?\That damn Dazai must have blabbed...\He's standing upside-down, but his hat isn't falling off!\City folk really are amazing.\Now...\Who wants to fight against gravity? response:	Here's my answer, special envoy of the Port Mafia.
context: That ability...\You're Nakahara Chuuya, the gravity manipulator, aren't you?\That damn Dazai must have blabbed...\He's standing upside-down, but his hat isn't falling off!\City folk really are amazing.\Now...\Who wants to fight against gravity?\Here's my answer, special envoy of the Port Mafia. response:	Huh?
context: You're Nakahara Chuuya, the gravity manipulator, aren't you?\That damn Dazai must have blabbed...\He's standing upside-down, but his hat isn't falling off!\City folk really are amazing.\Now...\Who wants to fight against gravity?\Here's my answer, special envoy of the Port Mafia.\Huh? response:	It's true that if the Detective Agency defeats the Guild,
context: That damn Dazai must have blabbed...\He's standing upside-down, but his hat isn't falling off!\City folk really are amazing.\Now...\Who wants to fight against gravity?\Here's my answer, special envoy of the Port Mafia.\Huh?\It's true that if the Detective Agency defeats the Guild, response:	you will slash the enemy's strength without lifting a finger.
context: He's standing upside-down, but his hat isn't falling off!\City folk really are amazing.\Now...\Who wants to fight against gravity?\Here's my answer, special envoy of the Port Mafia.\Huh?\It's true that if the Detective Agency defeats the Guild,\you will slash the enemy's strength without lifting a finger. response:	If you're lucky, the Detective Agency and the Guild might even take each other out.
context: City folk really are amazing.\Now...\Who wants to fight against gravity?\Here's my answer, special envoy of the Port Mafia.\Huh?\It's true that if the Detective Agency defeats the Guild,\you will slash the enemy's strength without lifting a finger.\If you're lucky, the Detective Agency and the Guild might even take each other out. response:	But you have nothing to lose yourself.
context: Now...\Who wants to fight against gravity?\Here's my answer, special envoy of the Port Mafia.\Huh?\It's true that if the Detective Agency defeats the Guild,\you will slash the enemy's strength without lifting a finger.\If you're lucky, the Detective Agency and the Guild might even take each other out.\But you have nothing to lose yourself. response:	Right?
context: Who wants to fight against gravity?\Here's my answer, special envoy of the Port Mafia.\Huh?\It's true that if the Detective Agency defeats the Guild,\you will slash the enemy's strength without lifting a finger.\If you're lucky, the Detective Agency and the Guild might even take each other out.\But you have nothing to lose yourself.\Right? response:	If what you say is true, then yes.
context: Here's my answer, special envoy of the Port Mafia.\Huh?\It's true that if the Detective Agency defeats the Guild,\you will slash the enemy's strength without lifting a finger.\If you're lucky, the Detective Agency and the Guild might even take each other out.\But you have nothing to lose yourself.\Right?\If what you say is true, then yes. response:	Sheesh...
context: Huh?\It's true that if the Detective Agency defeats the Guild,\you will slash the enemy's strength without lifting a finger.\If you're lucky, the Detective Agency and the Guild might even take each other out.\But you have nothing to lose yourself.\Right?\If what you say is true, then yes.\Sheesh... response:	What are you hiding?
context: It's true that if the Detective Agency defeats the Guild,\you will slash the enemy's strength without lifting a finger.\If you're lucky, the Detective Agency and the Guild might even take each other out.\But you have nothing to lose yourself.\Right?\If what you say is true, then yes.\Sheesh...\What are you hiding? response:	Nothing.
context: you will slash the enemy's strength without lifting a finger.\If you're lucky, the Detective Agency and the Guild might even take each other out.\But you have nothing to lose yourself.\Right?\If what you say is true, then yes.\Sheesh...\What are you hiding?\Nothing. response:	What action is the Port Mafia going to take?
context: If you're lucky, the Detective Agency and the Guild might even take each other out.\But you have nothing to lose yourself.\Right?\If what you say is true, then yes.\Sheesh...\What are you hiding?\Nothing.\What action is the Port Mafia going to take? response:	They don't have to take any action.
context: But you have nothing to lose yourself.\Right?\If what you say is true, then yes.\Sheesh...\What are you hiding?\Nothing.\What action is the Port Mafia going to take?\They don't have to take any action. response:	I see. So that's what's going on.
context: Right?\If what you say is true, then yes.\Sheesh...\What are you hiding?\Nothing.\What action is the Port Mafia going to take?\They don't have to take any action.\I see. So that's what's going on. response:	The Guild must have suspected a trap, just like we do.
context: If what you say is true, then yes.\Sheesh...\What are you hiding?\Nothing.\What action is the Port Mafia going to take?\They don't have to take any action.\I see. So that's what's going on.\The Guild must have suspected a trap, just like we do. response:	But they fell for it.
context: Sheesh...\What are you hiding?\Nothing.\What action is the Port Mafia going to take?\They don't have to take any action.\I see. So that's what's going on.\The Guild must have suspected a trap, just like we do.\But they fell for it. response:	Because the bait was just too appetizing.
context: What are you hiding?\Nothing.\What action is the Port Mafia going to take?\They don't have to take any action.\I see. So that's what's going on.\The Guild must have suspected a trap, just like we do.\But they fell for it.\Because the bait was just too appetizing. response:	What did you use to bait the Guild?
context: Nothing.\What action is the Port Mafia going to take?\They don't have to take any action.\I see. So that's what's going on.\The Guild must have suspected a trap, just like we do.\But they fell for it.\Because the bait was just too appetizing.\What did you use to bait the Guild? response:	No matter what nation you're in, being in the countryside soothes the soul.
context: What action is the Port Mafia going to take?\They don't have to take any action.\I see. So that's what's going on.\The Guild must have suspected a trap, just like we do.\But they fell for it.\Because the bait was just too appetizing.\What did you use to bait the Guild?\No matter what nation you're in, being in the countryside soothes the soul. response:	So, the Port Mafia's gift is just ahead.
context: They don't have to take any action.\I see. So that's what's going on.\The Guild must have suspected a trap, just like we do.\But they fell for it.\Because the bait was just too appetizing.\What did you use to bait the Guild?\No matter what nation you're in, being in the countryside soothes the soul.\So, the Port Mafia's gift is just ahead. response:	This is obviously a trap to lure us out. Why should we go?
context: I see. So that's what's going on.\The Guild must have suspected a trap, just like we do.\But they fell for it.\Because the bait was just too appetizing.\What did you use to bait the Guild?\No matter what nation you're in, being in the countryside soothes the soul.\So, the Port Mafia's gift is just ahead.\This is obviously a trap to lure us out. Why should we go? response:	Because the bait's so appealing.
context: The Guild must have suspected a trap, just like we do.\But they fell for it.\Because the bait was just too appetizing.\What did you use to bait the Guild?\No matter what nation you're in, being in the countryside soothes the soul.\So, the Port Mafia's gift is just ahead.\This is obviously a trap to lure us out. Why should we go?\Because the bait's so appealing. response:	If we succeed in the abduction,
context: But they fell for it.\Because the bait was just too appetizing.\What did you use to bait the Guild?\No matter what nation you're in, being in the countryside soothes the soul.\So, the Port Mafia's gift is just ahead.\This is obviously a trap to lure us out. Why should we go?\Because the bait's so appealing.\If we succeed in the abduction, response:	we've basically defeated the Detective Agency.
context: Because the bait was just too appetizing.\What did you use to bait the Guild?\No matter what nation you're in, being in the countryside soothes the soul.\So, the Port Mafia's gift is just ahead.\This is obviously a trap to lure us out. Why should we go?\Because the bait's so appealing.\If we succeed in the abduction,\we've basically defeated the Detective Agency. response:	You used our office staff as bait?!
context: What did you use to bait the Guild?\No matter what nation you're in, being in the countryside soothes the soul.\So, the Port Mafia's gift is just ahead.\This is obviously a trap to lure us out. Why should we go?\Because the bait's so appealing.\If we succeed in the abduction,\we've basically defeated the Detective Agency.\You used our office staff as bait?! response:	You can still get them out of there in time.
context: No matter what nation you're in, being in the countryside soothes the soul.\So, the Port Mafia's gift is just ahead.\This is obviously a trap to lure us out. Why should we go?\Because the bait's so appealing.\If we succeed in the abduction,\we've basically defeated the Detective Agency.\You used our office staff as bait?!\You can still get them out of there in time. response:	Plus, the Guild has no idea that you're about to act.
context: So, the Port Mafia's gift is just ahead.\This is obviously a trap to lure us out. Why should we go?\Because the bait's so appealing.\If we succeed in the abduction,\we've basically defeated the Detective Agency.\You used our office staff as bait?!\You can still get them out of there in time.\Plus, the Guild has no idea that you're about to act. response:	It'll be an easy win.
context: This is obviously a trap to lure us out. Why should we go?\Because the bait's so appealing.\If we succeed in the abduction,\we've basically defeated the Detective Agency.\You used our office staff as bait?!\You can still get them out of there in time.\Plus, the Guild has no idea that you're about to act.\It'll be an easy win. response:	Is anything he's said untrue?
context: Because the bait's so appealing.\If we succeed in the abduction,\we've basically defeated the Detective Agency.\You used our office staff as bait?!\You can still get them out of there in time.\Plus, the Guild has no idea that you're about to act.\It'll be an easy win.\Is anything he's said untrue? response:	No, unfortunately.
context: If we succeed in the abduction,\we've basically defeated the Detective Agency.\You used our office staff as bait?!\You can still get them out of there in time.\Plus, the Guild has no idea that you're about to act.\It'll be an easy win.\Is anything he's said untrue?\No, unfortunately. response:	Times like these are when the truth is the most effective.
context: we've basically defeated the Detective Agency.\You used our office staff as bait?!\You can still get them out of there in time.\Plus, the Guild has no idea that you're about to act.\It'll be an easy win.\Is anything he's said untrue?\No, unfortunately.\Times like these are when the truth is the most effective. response:	Even if they know it's a pitfall, the Agency will still fall right into it.
context: You used our office staff as bait?!\You can still get them out of there in time.\Plus, the Guild has no idea that you're about to act.\It'll be an easy win.\Is anything he's said untrue?\No, unfortunately.\Times like these are when the truth is the most effective.\Even if they know it's a pitfall, the Agency will still fall right into it. response:	My boss's words.
context: You can still get them out of there in time.\Plus, the Guild has no idea that you're about to act.\It'll be an easy win.\Is anything he's said untrue?\No, unfortunately.\Times like these are when the truth is the most effective.\Even if they know it's a pitfall, the Agency will still fall right into it.\My boss's words. response:	Order the office staff to evacuate immediately.
context: Plus, the Guild has no idea that you're about to act.\It'll be an easy win.\Is anything he's said untrue?\No, unfortunately.\Times like these are when the truth is the most effective.\Even if they know it's a pitfall, the Agency will still fall right into it.\My boss's words.\Order the office staff to evacuate immediately. response:	And...
context: It'll be an easy win.\Is anything he's said untrue?\No, unfortunately.\Times like these are when the truth is the most effective.\Even if they know it's a pitfall, the Agency will still fall right into it.\My boss's words.\Order the office staff to evacuate immediately.\And... response:	Put me through to Kunikida.
context: Is anything he's said untrue?\No, unfortunately.\Times like these are when the truth is the most effective.\Even if they know it's a pitfall, the Agency will still fall right into it.\My boss's words.\Order the office staff to evacuate immediately.\And...\Put me through to Kunikida. response:	We're the only ones who can get to them in time?
context: No, unfortunately.\Times like these are when the truth is the most effective.\Even if they know it's a pitfall, the Agency will still fall right into it.\My boss's words.\Order the office staff to evacuate immediately.\And...\Put me through to Kunikida.\We're the only ones who can get to them in time? response:	Right...
context: Times like these are when the truth is the most effective.\Even if they know it's a pitfall, the Agency will still fall right into it.\My boss's words.\Order the office staff to evacuate immediately.\And...\Put me through to Kunikida.\We're the only ones who can get to them in time?\Right... response:	Right. We'll head straight there.
context: Even if they know it's a pitfall, the Agency will still fall right into it.\My boss's words.\Order the office staff to evacuate immediately.\And...\Put me through to Kunikida.\We're the only ones who can get to them in time?\Right...\Right. We'll head straight there. response:	The president?
context: My boss's words.\Order the office staff to evacuate immediately.\And...\Put me through to Kunikida.\We're the only ones who can get to them in time?\Right...\Right. We'll head straight there.\The president? response:	Yeah.
context: Order the office staff to evacuate immediately.\And...\Put me through to Kunikida.\We're the only ones who can get to them in time?\Right...\Right. We'll head straight there.\The president?\Yeah. response:	What'd he say?
context: And...\Put me through to Kunikida.\We're the only ones who can get to them in time?\Right...\Right. We'll head straight there.\The president?\Yeah.\What'd he say? response:	Episode Nineteen Will of Ty coon
context: Put me through to Kunikida.\We're the only ones who can get to them in time?\Right...\Right. We'll head straight there.\The president?\Yeah.\What'd he say?\Episode Nineteen Will of Ty coon response:	We're going head-to-head with the Guild.
